context: Miyazawa? response:	Thanks for the notes.
context: I want to hear the version conducted by Karl Bohm, but I can't seem to find it anywhere. * I especially love Boomerang. It's so awesome! *\I've got that CD at home.\If you want, I'll loan it to you sometime.\It's almost midterms, right?\So when they're over...\Really? Thanks.\Man, is this guy spoiled or what!\Miyazawa! Heading home? response:	Yeah. What about practice?
context: I've got that CD at home.\If you want, I'll loan it to you sometime.\It's almost midterms, right?\So when they're over...\Really? Thanks.\Man, is this guy spoiled or what!\Miyazawa! Heading home?\Yeah. What about practice? response:	It's right before midterms, so no practice for this week.
context: If you want, I'll loan it to you sometime.\It's almost midterms, right?\So when they're over...\Really? Thanks.\Man, is this guy spoiled or what!\Miyazawa! Heading home?\Yeah. What about practice?\It's right before midterms, so no practice for this week. response:	You take the Nanbu Subway Line, right?
context: It's almost midterms, right?\So when they're over...\Really? Thanks.\Man, is this guy spoiled or what!\Miyazawa! Heading home?\Yeah. What about practice?\It's right before midterms, so no practice for this week.\You take the Nanbu Subway Line, right? response:	Can I accompany you part of the way home?
context: So when they're over...\Really? Thanks.\Man, is this guy spoiled or what!\Miyazawa! Heading home?\Yeah. What about practice?\It's right before midterms, so no practice for this week.\You take the Nanbu Subway Line, right?\Can I accompany you part of the way home? response:	Sure. * HELL NO! *
context: Really? Thanks.\Man, is this guy spoiled or what!\Miyazawa! Heading home?\Yeah. What about practice?\It's right before midterms, so no practice for this week.\You take the Nanbu Subway Line, right?\Can I accompany you part of the way home?\Sure. * HELL NO! * response:	Time to hit the books!
context: Man, is this guy spoiled or what!\Miyazawa! Heading home?\Yeah. What about practice?\It's right before midterms, so no practice for this week.\You take the Nanbu Subway Line, right?\Can I accompany you part of the way home?\Sure. * HELL NO! *\Time to hit the books! response:	Sis, play with us once in a while!
context: Miyazawa! Heading home?\Yeah. What about practice?\It's right before midterms, so no practice for this week.\You take the Nanbu Subway Line, right?\Can I accompany you part of the way home?\Sure. * HELL NO! *\Time to hit the books!\Sis, play with us once in a while! response:	You haven't played with us at all since entering high school!
context: Yeah. What about practice?\It's right before midterms, so no practice for this week.\You take the Nanbu Subway Line, right?\Can I accompany you part of the way home?\Sure. * HELL NO! *\Time to hit the books!\Sis, play with us once in a while!\You haven't played with us at all since entering high school! response:	No way! He's so full of himseIf... I'm gonna crush him no matter what!
context: It's right before midterms, so no practice for this week.\You take the Nanbu Subway Line, right?\Can I accompany you part of the way home?\Sure. * HELL NO! *\Time to hit the books!\Sis, play with us once in a while!\You haven't played with us at all since entering high school!\No way! He's so full of himseIf... I'm gonna crush him no matter what! response:	Sis got stolen by Arima!
context: You take the Nanbu Subway Line, right?\Can I accompany you part of the way home?\Sure. * HELL NO! *\Time to hit the books!\Sis, play with us once in a while!\You haven't played with us at all since entering high school!\No way! He's so full of himseIf... I'm gonna crush him no matter what!\Sis got stolen by Arima! response:	She used to play with us all the time!
context: Can I accompany you part of the way home?\Sure. * HELL NO! *\Time to hit the books!\Sis, play with us once in a while!\You haven't played with us at all since entering high school!\No way! He's so full of himseIf... I'm gonna crush him no matter what!\Sis got stolen by Arima!\She used to play with us all the time! response:	Boring! Boring!
context: Sure. * HELL NO! *\Time to hit the books!\Sis, play with us once in a while!\You haven't played with us at all since entering high school!\No way! He's so full of himseIf... I'm gonna crush him no matter what!\Sis got stolen by Arima!\She used to play with us all the time!\Boring! Boring! response:	Besides, aren't YOU the one who's carried away and all puffed up?
context: Time to hit the books!\Sis, play with us once in a while!\You haven't played with us at all since entering high school!\No way! He's so full of himseIf... I'm gonna crush him no matter what!\Sis got stolen by Arima!\She used to play with us all the time!\Boring! Boring!\Besides, aren't YOU the one who's carried away and all puffed up? response:	Geez! Why do you keep making such snide remarks?!
context: Sis, play with us once in a while!\You haven't played with us at all since entering high school!\No way! He's so full of himseIf... I'm gonna crush him no matter what!\Sis got stolen by Arima!\She used to play with us all the time!\Boring! Boring!\Besides, aren't YOU the one who's carried away and all puffed up?\Geez! Why do you keep making such snide remarks?! response:	I studied like I was possessed.
context: You haven't played with us at all since entering high school!\No way! He's so full of himseIf... I'm gonna crush him no matter what!\Sis got stolen by Arima!\She used to play with us all the time!\Boring! Boring!\Besides, aren't YOU the one who's carried away and all puffed up?\Geez! Why do you keep making such snide remarks?!\I studied like I was possessed. response:	Somehow it felt like my goal of being number one and getting all the attention...
context: No way! He's so full of himseIf... I'm gonna crush him no matter what!\Sis got stolen by Arima!\She used to play with us all the time!\Boring! Boring!\Besides, aren't YOU the one who's carried away and all puffed up?\Geez! Why do you keep making such snide remarks?!\I studied like I was possessed.\Somehow it felt like my goal of being number one and getting all the attention... response:	If he loses,
context: Sis got stolen by Arima!\She used to play with us all the time!\Boring! Boring!\Besides, aren't YOU the one who's carried away and all puffed up?\Geez! Why do you keep making such snide remarks?!\I studied like I was possessed.\Somehow it felt like my goal of being number one and getting all the attention...\If he loses, response:	I wonder what kind of face he'll make?
context: She used to play with us all the time!\Boring! Boring!\Besides, aren't YOU the one who's carried away and all puffed up?\Geez! Why do you keep making such snide remarks?!\I studied like I was possessed.\Somehow it felt like my goal of being number one and getting all the attention...\If he loses,\I wonder what kind of face he'll make? response:	Wow, Miyazawa, you're amazing! You're really amazing!
context: Boring! Boring!\Besides, aren't YOU the one who's carried away and all puffed up?\Geez! Why do you keep making such snide remarks?!\I studied like I was possessed.\Somehow it felt like my goal of being number one and getting all the attention...\If he loses,\I wonder what kind of face he'll make?\Wow, Miyazawa, you're amazing! You're really amazing! response:	Congratulations!
context: Besides, aren't YOU the one who's carried away and all puffed up?\Geez! Why do you keep making such snide remarks?!\I studied like I was possessed.\Somehow it felt like my goal of being number one and getting all the attention...\If he loses,\I wonder what kind of face he'll make?\Wow, Miyazawa, you're amazing! You're really amazing!\Congratulations! response:	I thought Arima was amazing, but you're something too.
context: Geez! Why do you keep making such snide remarks?!\I studied like I was possessed.\Somehow it felt like my goal of being number one and getting all the attention...\If he loses,\I wonder what kind of face he'll make?\Wow, Miyazawa, you're amazing! You're really amazing!\Congratulations!\I thought Arima was amazing, but you're something too. response:	I didn't even notice until now.
context: I studied like I was possessed.\Somehow it felt like my goal of being number one and getting all the attention...\If he loses,\I wonder what kind of face he'll make?\Wow, Miyazawa, you're amazing! You're really amazing!\Congratulations!\I thought Arima was amazing, but you're something too.\I didn't even notice until now. response:	You actually beat Arima.
context: Somehow it felt like my goal of being number one and getting all the attention...\If he loses,\I wonder what kind of face he'll make?\Wow, Miyazawa, you're amazing! You're really amazing!\Congratulations!\I thought Arima was amazing, but you're something too.\I didn't even notice until now.\You actually beat Arima. response:	I'm in awe.
context: If he loses,\I wonder what kind of face he'll make?\Wow, Miyazawa, you're amazing! You're really amazing!\Congratulations!\I thought Arima was amazing, but you're something too.\I didn't even notice until now.\You actually beat Arima.\I'm in awe. response:	Amazing!
context: I wonder what kind of face he'll make?\Wow, Miyazawa, you're amazing! You're really amazing!\Congratulations!\I thought Arima was amazing, but you're something too.\I didn't even notice until now.\You actually beat Arima.\I'm in awe.\Amazing! response:	I did it!
context: Wow, Miyazawa, you're amazing! You're really amazing!\Congratulations!\I thought Arima was amazing, but you're something too.\I didn't even notice until now.\You actually beat Arima.\I'm in awe.\Amazing!\I did it! response:	Amazing amazing amazing amazing...
context: Congratulations!\I thought Arima was amazing, but you're something too.\I didn't even notice until now.\You actually beat Arima.\I'm in awe.\Amazing!\I did it!\Amazing amazing amazing amazing... response:	It's been so long since I've heard these sounds of admiration...
context: I thought Arima was amazing, but you're something too.\I didn't even notice until now.\You actually beat Arima.\I'm in awe.\Amazing!\I did it!\Amazing amazing amazing amazing...\It's been so long since I've heard these sounds of admiration... response:	Ah, this feels so good!
context: I didn't even notice until now.\You actually beat Arima.\I'm in awe.\Amazing!\I did it!\Amazing amazing amazing amazing...\It's been so long since I've heard these sounds of admiration...\Ah, this feels so good! response:	I beat Arima!
context: You actually beat Arima.\I'm in awe.\Amazing!\I did it!\Amazing amazing amazing amazing...\It's been so long since I've heard these sounds of admiration...\Ah, this feels so good!\I beat Arima! response:	Miyazawa Yukino's high school debut!
context: I'm in awe.\Amazing!\I did it!\Amazing amazing amazing amazing...\It's been so long since I've heard these sounds of admiration...\Ah, this feels so good!\I beat Arima!\Miyazawa Yukino's high school debut! response:	Farewell to the old me who was forced to be something she wasn't.
context: Amazing!\I did it!\Amazing amazing amazing amazing...\It's been so long since I've heard these sounds of admiration...\Ah, this feels so good!\I beat Arima!\Miyazawa Yukino's high school debut!\Farewell to the old me who was forced to be something she wasn't. response:	And hello to the new me,
context: I did it!\Amazing amazing amazing amazing...\It's been so long since I've heard these sounds of admiration...\Ah, this feels so good!\I beat Arima!\Miyazawa Yukino's high school debut!\Farewell to the old me who was forced to be something she wasn't.\And hello to the new me, response:	who will show her true self in the future to come!
context: Amazing amazing amazing amazing...\It's been so long since I've heard these sounds of admiration...\Ah, this feels so good!\I beat Arima!\Miyazawa Yukino's high school debut!\Farewell to the old me who was forced to be something she wasn't.\And hello to the new me,\who will show her true self in the future to come! response:	Oh, Miyazawa.
context: It's been so long since I've heard these sounds of admiration...\Ah, this feels so good!\I beat Arima!\Miyazawa Yukino's high school debut!\Farewell to the old me who was forced to be something she wasn't.\And hello to the new me,\who will show her true self in the future to come!\Oh, Miyazawa. response:	Ah, there you are Arima.
context: Ah, this feels so good!\I beat Arima!\Miyazawa Yukino's high school debut!\Farewell to the old me who was forced to be something she wasn't.\And hello to the new me,\who will show her true self in the future to come!\Oh, Miyazawa.\Ah, there you are Arima. response:	But you're not going to have your way anymore.
context: I beat Arima!\Miyazawa Yukino's high school debut!\Farewell to the old me who was forced to be something she wasn't.\And hello to the new me,\who will show her true self in the future to come!\Oh, Miyazawa.\Ah, there you are Arima.\But you're not going to have your way anymore. response:	From now on, surrounded by unfamiliar feelings...
context: Miyazawa Yukino's high school debut!\Farewell to the old me who was forced to be something she wasn't.\And hello to the new me,\who will show her true self in the future to come!\Oh, Miyazawa.\Ah, there you are Arima.\But you're not going to have your way anymore.\From now on, surrounded by unfamiliar feelings... response:	You're the one who's gonna experience the hell that I used to live in.
context: Farewell to the old me who was forced to be something she wasn't.\And hello to the new me,\who will show her true self in the future to come!\Oh, Miyazawa.\Ah, there you are Arima.\But you're not going to have your way anymore.\From now on, surrounded by unfamiliar feelings...\You're the one who's gonna experience the hell that I used to live in. response:	Try harder next time and make it into a real victory!
context: And hello to the new me,\who will show her true self in the future to come!\Oh, Miyazawa.\Ah, there you are Arima.\But you're not going to have your way anymore.\From now on, surrounded by unfamiliar feelings...\You're the one who's gonna experience the hell that I used to live in.\Try harder next time and make it into a real victory! response:	Now just show that face, twisted
context: who will show her true self in the future to come!\Oh, Miyazawa.\Ah, there you are Arima.\But you're not going to have your way anymore.\From now on, surrounded by unfamiliar feelings...\You're the one who's gonna experience the hell that I used to live in.\Try harder next time and make it into a real victory!\Now just show that face, twisted response:	in humiliation, in front of me!
context: Oh, Miyazawa.\Ah, there you are Arima.\But you're not going to have your way anymore.\From now on, surrounded by unfamiliar feelings...\You're the one who's gonna experience the hell that I used to live in.\Try harder next time and make it into a real victory!\Now just show that face, twisted\in humiliation, in front of me! response:	You really are amazing, Miyazawa.
context: Ah, there you are Arima.\But you're not going to have your way anymore.\From now on, surrounded by unfamiliar feelings...\You're the one who's gonna experience the hell that I used to live in.\Try harder next time and make it into a real victory!\Now just show that face, twisted\in humiliation, in front of me!\You really are amazing, Miyazawa. response:	Huh? Wait a sec.
context: But you're not going to have your way anymore.\From now on, surrounded by unfamiliar feelings...\You're the one who's gonna experience the hell that I used to live in.\Try harder next time and make it into a real victory!\Now just show that face, twisted\in humiliation, in front of me!\You really are amazing, Miyazawa.\Huh? Wait a sec. response:	What's with this reaction? I wasn't expecting this.
context: From now on, surrounded by unfamiliar feelings...\You're the one who's gonna experience the hell that I used to live in.\Try harder next time and make it into a real victory!\Now just show that face, twisted\in humiliation, in front of me!\You really are amazing, Miyazawa.\Huh? Wait a sec.\What's with this reaction? I wasn't expecting this. response:	I thought if I could just beat him, I'd win...
context: You're the one who's gonna experience the hell that I used to live in.\Try harder next time and make it into a real victory!\Now just show that face, twisted\in humiliation, in front of me!\You really are amazing, Miyazawa.\Huh? Wait a sec.\What's with this reaction? I wasn't expecting this.\I thought if I could just beat him, I'd win... response:	What is this? I beat him, but I'm not that happy...
context: Try harder next time and make it into a real victory!\Now just show that face, twisted\in humiliation, in front of me!\You really are amazing, Miyazawa.\Huh? Wait a sec.\What's with this reaction? I wasn't expecting this.\I thought if I could just beat him, I'd win...\What is this? I beat him, but I'm not that happy... response:	Or more like, something's wrong.
context: Now just show that face, twisted\in humiliation, in front of me!\You really are amazing, Miyazawa.\Huh? Wait a sec.\What's with this reaction? I wasn't expecting this.\I thought if I could just beat him, I'd win...\What is this? I beat him, but I'm not that happy...\Or more like, something's wrong. response:	If I think about it, the only one bent on grades and appearances was me.
context: in humiliation, in front of me!\You really are amazing, Miyazawa.\Huh? Wait a sec.\What's with this reaction? I wasn't expecting this.\I thought if I could just beat him, I'd win...\What is this? I beat him, but I'm not that happy...\Or more like, something's wrong.\If I think about it, the only one bent on grades and appearances was me. response:	Arima didn't give a damn about that stuff from the start.
context: You really are amazing, Miyazawa.\Huh? Wait a sec.\What's with this reaction? I wasn't expecting this.\I thought if I could just beat him, I'd win...\What is this? I beat him, but I'm not that happy...\Or more like, something's wrong.\If I think about it, the only one bent on grades and appearances was me.\Arima didn't give a damn about that stuff from the start. response:	Even without ulterior motives for winning, people had recognized him anyway.
context: Huh? Wait a sec.\What's with this reaction? I wasn't expecting this.\I thought if I could just beat him, I'd win...\What is this? I beat him, but I'm not that happy...\Or more like, something's wrong.\If I think about it, the only one bent on grades and appearances was me.\Arima didn't give a damn about that stuff from the start.\Even without ulterior motives for winning, people had recognized him anyway. response:	So he's the real thing.
context: What's with this reaction? I wasn't expecting this.\I thought if I could just beat him, I'd win...\What is this? I beat him, but I'm not that happy...\Or more like, something's wrong.\If I think about it, the only one bent on grades and appearances was me.\Arima didn't give a damn about that stuff from the start.\Even without ulterior motives for winning, people had recognized him anyway.\So he's the real thing. response:	I'm ashamed that I'm so different from the real thing...
context: I thought if I could just beat him, I'd win...\What is this? I beat him, but I'm not that happy...\Or more like, something's wrong.\If I think about it, the only one bent on grades and appearances was me.\Arima didn't give a damn about that stuff from the start.\Even without ulterior motives for winning, people had recognized him anyway.\So he's the real thing.\I'm ashamed that I'm so different from the real thing... response:	Isn't what I've been doing......deceiving people by
context: What is this? I beat him, but I'm not that happy...\Or more like, something's wrong.\If I think about it, the only one bent on grades and appearances was me.\Arima didn't give a damn about that stuff from the start.\Even without ulterior motives for winning, people had recognized him anyway.\So he's the real thing.\I'm ashamed that I'm so different from the real thing...\Isn't what I've been doing......deceiving people by response:	pretending to be nice, called...
context: Or more like, something's wrong.\If I think about it, the only one bent on grades and appearances was me.\Arima didn't give a damn about that stuff from the start.\Even without ulterior motives for winning, people had recognized him anyway.\So he's the real thing.\I'm ashamed that I'm so different from the real thing...\Isn't what I've been doing......deceiving people by\pretending to be nice, called... response:	When was it, I wonder,
context: If I think about it, the only one bent on grades and appearances was me.\Arima didn't give a damn about that stuff from the start.\Even without ulterior motives for winning, people had recognized him anyway.\So he's the real thing.\I'm ashamed that I'm so different from the real thing...\Isn't what I've been doing......deceiving people by\pretending to be nice, called...\When was it, I wonder, response:	that I first started enjoying being praised by others?
context: Arima didn't give a damn about that stuff from the start.\Even without ulterior motives for winning, people had recognized him anyway.\So he's the real thing.\I'm ashamed that I'm so different from the real thing...\Isn't what I've been doing......deceiving people by\pretending to be nice, called...\When was it, I wonder,\that I first started enjoying being praised by others? response:	Good job.
context: Even without ulterior motives for winning, people had recognized him anyway.\So he's the real thing.\I'm ashamed that I'm so different from the real thing...\Isn't what I've been doing......deceiving people by\pretending to be nice, called...\When was it, I wonder,\that I first started enjoying being praised by others?\Good job. response:	You're such a responsible, good little girl.
context: So he's the real thing.\I'm ashamed that I'm so different from the real thing...\Isn't what I've been doing......deceiving people by\pretending to be nice, called...\When was it, I wonder,\that I first started enjoying being praised by others?\Good job.\You're such a responsible, good little girl. response:	Such a sweet sound.
context: I'm ashamed that I'm so different from the real thing...\Isn't what I've been doing......deceiving people by\pretending to be nice, called...\When was it, I wonder,\that I first started enjoying being praised by others?\Good job.\You're such a responsible, good little girl.\Such a sweet sound. response:	I wanted to hear more of it.
context: Isn't what I've been doing......deceiving people by\pretending to be nice, called...\When was it, I wonder,\that I first started enjoying being praised by others?\Good job.\You're such a responsible, good little girl.\Such a sweet sound.\I wanted to hear more of it. response:	If I could learn to do somersaults on the bars,
context: pretending to be nice, called...\When was it, I wonder,\that I first started enjoying being praised by others?\Good job.\You're such a responsible, good little girl.\Such a sweet sound.\I wanted to hear more of it.\If I could learn to do somersaults on the bars, response:	I wonder if I can surprise them some more?
context: When was it, I wonder,\that I first started enjoying being praised by others?\Good job.\You're such a responsible, good little girl.\Such a sweet sound.\I wanted to hear more of it.\If I could learn to do somersaults on the bars,\I wonder if I can surprise them some more? response:	If I could play the piano well...
context: that I first started enjoying being praised by others?\Good job.\You're such a responsible, good little girl.\Such a sweet sound.\I wanted to hear more of it.\If I could learn to do somersaults on the bars,\I wonder if I can surprise them some more?\If I could play the piano well... response:	If I was able to write kanji well...
context: Good job.\You're such a responsible, good little girl.\Such a sweet sound.\I wanted to hear more of it.\If I could learn to do somersaults on the bars,\I wonder if I can surprise them some more?\If I could play the piano well...\If I was able to write kanji well... response:	If I got voted onto the Academic Committee...
context: You're such a responsible, good little girl.\Such a sweet sound.\I wanted to hear more of it.\If I could learn to do somersaults on the bars,\I wonder if I can surprise them some more?\If I could play the piano well...\If I was able to write kanji well...\If I got voted onto the Academic Committee... response:	If I got the highest grade on tests...
context: Such a sweet sound.\I wanted to hear more of it.\If I could learn to do somersaults on the bars,\I wonder if I can surprise them some more?\If I could play the piano well...\If I was able to write kanji well...\If I got voted onto the Academic Committee...\If I got the highest grade on tests... response:	Come to think of it,
context: I wanted to hear more of it.\If I could learn to do somersaults on the bars,\I wonder if I can surprise them some more?\If I could play the piano well...\If I was able to write kanji well...\If I got voted onto the Academic Committee...\If I got the highest grade on tests...\Come to think of it, response:	I'm really a sucker for an audience.
context: If I could learn to do somersaults on the bars,\I wonder if I can surprise them some more?\If I could play the piano well...\If I was able to write kanji well...\If I got voted onto the Academic Committee...\If I got the highest grade on tests...\Come to think of it,\I'm really a sucker for an audience. response:	If I had worked on freely
context: I wonder if I can surprise them some more?\If I could play the piano well...\If I was able to write kanji well...\If I got voted onto the Academic Committee...\If I got the highest grade on tests...\Come to think of it,\I'm really a sucker for an audience.\If I had worked on freely response:	nurturing my real seIf...
context: If I could play the piano well...\If I was able to write kanji well...\If I got voted onto the Academic Committee...\If I got the highest grade on tests...\Come to think of it,\I'm really a sucker for an audience.\If I had worked on freely\nurturing my real seIf... response:	Damn!
context: If I was able to write kanji well...\If I got voted onto the Academic Committee...\If I got the highest grade on tests...\Come to think of it,\I'm really a sucker for an audience.\If I had worked on freely\nurturing my real seIf...\Damn! response:	I could've gotten onto
context: If I got voted onto the Academic Committee...\If I got the highest grade on tests...\Come to think of it,\I'm really a sucker for an audience.\If I had worked on freely\nurturing my real seIf...\Damn!\I could've gotten onto response:	some super-popular TV show...
context: If I got the highest grade on tests...\Come to think of it,\I'm really a sucker for an audience.\If I had worked on freely\nurturing my real seIf...\Damn!\I could've gotten onto\some super-popular TV show... response:	been a household word!
context: Come to think of it,\I'm really a sucker for an audience.\If I had worked on freely\nurturing my real seIf...\Damn!\I could've gotten onto\some super-popular TV show...\been a household word! response:	I tried to make myseIf out to be more than I really am, but all I got was exhaustion.
context: I'm really a sucker for an audience.\If I had worked on freely\nurturing my real seIf...\Damn!\I could've gotten onto\some super-popular TV show...\been a household word!\I tried to make myseIf out to be more than I really am, but all I got was exhaustion. response:	Trying to become some different kind of creature was just stupid...
context: If I had worked on freely\nurturing my real seIf...\Damn!\I could've gotten onto\some super-popular TV show...\been a household word!\I tried to make myseIf out to be more than I really am, but all I got was exhaustion.\Trying to become some different kind of creature was just stupid... response:	Stupid, stupid...I'm so STUPID!
context: nurturing my real seIf...\Damn!\I could've gotten onto\some super-popular TV show...\been a household word!\I tried to make myseIf out to be more than I really am, but all I got was exhaustion.\Trying to become some different kind of creature was just stupid...\Stupid, stupid...I'm so STUPID! response:	I feel so depressed.
context: Damn!\I could've gotten onto\some super-popular TV show...\been a household word!\I tried to make myseIf out to be more than I really am, but all I got was exhaustion.\Trying to become some different kind of creature was just stupid...\Stupid, stupid...I'm so STUPID!\I feel so depressed. response:	I really don't want to face Arima.
context: I could've gotten onto\some super-popular TV show...\been a household word!\I tried to make myseIf out to be more than I really am, but all I got was exhaustion.\Trying to become some different kind of creature was just stupid...\Stupid, stupid...I'm so STUPID!\I feel so depressed.\I really don't want to face Arima. response:	Then I just shouldn't come to school until the very last moment...
context: some super-popular TV show...\been a household word!\I tried to make myseIf out to be more than I really am, but all I got was exhaustion.\Trying to become some different kind of creature was just stupid...\Stupid, stupid...I'm so STUPID!\I feel so depressed.\I really don't want to face Arima.\Then I just shouldn't come to school until the very last moment... response:	And then I kill time by studying... I'm hopeless.
context: been a household word!\I tried to make myseIf out to be more than I really am, but all I got was exhaustion.\Trying to become some different kind of creature was just stupid...\Stupid, stupid...I'm so STUPID!\I feel so depressed.\I really don't want to face Arima.\Then I just shouldn't come to school until the very last moment...\And then I kill time by studying... I'm hopeless. response:	Oh, I know. I'll go to the music room
context: I tried to make myseIf out to be more than I really am, but all I got was exhaustion.\Trying to become some different kind of creature was just stupid...\Stupid, stupid...I'm so STUPID!\I feel so depressed.\I really don't want to face Arima.\Then I just shouldn't come to school until the very last moment...\And then I kill time by studying... I'm hopeless.\Oh, I know. I'll go to the music room response:	and play piano until homeroom.
context: Trying to become some different kind of creature was just stupid...\Stupid, stupid...I'm so STUPID!\I feel so depressed.\I really don't want to face Arima.\Then I just shouldn't come to school until the very last moment...\And then I kill time by studying... I'm hopeless.\Oh, I know. I'll go to the music room\and play piano until homeroom. response:	Ow...
context: Stupid, stupid...I'm so STUPID!\I feel so depressed.\I really don't want to face Arima.\Then I just shouldn't come to school until the very last moment...\And then I kill time by studying... I'm hopeless.\Oh, I know. I'll go to the music room\and play piano until homeroom.\Ow... response:	Oh, sorry.
context: I feel so depressed.\I really don't want to face Arima.\Then I just shouldn't come to school until the very last moment...\And then I kill time by studying... I'm hopeless.\Oh, I know. I'll go to the music room\and play piano until homeroom.\Ow...\Oh, sorry. response:	Shit! Why does he always see me when I'm being a moron?!
context: I really don't want to face Arima.\Then I just shouldn't come to school until the very last moment...\And then I kill time by studying... I'm hopeless.\Oh, I know. I'll go to the music room\and play piano until homeroom.\Ow...\Oh, sorry.\Shit! Why does he always see me when I'm being a moron?! response:	Run away! I'm just an underdog anyway!
context: Then I just shouldn't come to school until the very last moment...\And then I kill time by studying... I'm hopeless.\Oh, I know. I'll go to the music room\and play piano until homeroom.\Ow...\Oh, sorry.\Shit! Why does he always see me when I'm being a moron?!\Run away! I'm just an underdog anyway! response:	No one's here yet? She's already running away
context: And then I kill time by studying... I'm hopeless.\Oh, I know. I'll go to the music room\and play piano until homeroom.\Ow...\Oh, sorry.\Shit! Why does he always see me when I'm being a moron?!\Run away! I'm just an underdog anyway!\No one's here yet? She's already running away response:	Wait.
context: Oh, I know. I'll go to the music room\and play piano until homeroom.\Ow...\Oh, sorry.\Shit! Why does he always see me when I'm being a moron?!\Run away! I'm just an underdog anyway!\No one's here yet? She's already running away\Wait. response:	I want you to know that...I...Like you.
context: and play piano until homeroom.\Ow...\Oh, sorry.\Shit! Why does he always see me when I'm being a moron?!\Run away! I'm just an underdog anyway!\No one's here yet? She's already running away\Wait.\I want you to know that...I...Like you. response:	Sudden reversal of fortunes!
context: Ow...\Oh, sorry.\Shit! Why does he always see me when I'm being a moron?!\Run away! I'm just an underdog anyway!\No one's here yet? She's already running away\Wait.\I want you to know that...I...Like you.\Sudden reversal of fortunes! response:	It feels so good to have someone tell you he's in love with you.
context: Oh, sorry.\Shit! Why does he always see me when I'm being a moron?!\Run away! I'm just an underdog anyway!\No one's here yet? She's already running away\Wait.\I want you to know that...I...Like you.\Sudden reversal of fortunes!\It feels so good to have someone tell you he's in love with you. response:	Sis, haven't you always been popular?
context: Shit! Why does he always see me when I'm being a moron?!\Run away! I'm just an underdog anyway!\No one's here yet? She's already running away\Wait.\I want you to know that...I...Like you.\Sudden reversal of fortunes!\It feels so good to have someone tell you he's in love with you.\Sis, haven't you always been popular? response:	The point is that this time it was Arima.
context: Run away! I'm just an underdog anyway!\No one's here yet? She's already running away\Wait.\I want you to know that...I...Like you.\Sudden reversal of fortunes!\It feels so good to have someone tell you he's in love with you.\Sis, haven't you always been popular?\The point is that this time it was Arima. response:	Who cares about winning or losing any more? I mean, he fell for me.
context: No one's here yet? She's already running away\Wait.\I want you to know that...I...Like you.\Sudden reversal of fortunes!\It feels so good to have someone tell you he's in love with you.\Sis, haven't you always been popular?\The point is that this time it was Arima.\Who cares about winning or losing any more? I mean, he fell for me. response:	In the game of love, the person who receives the love is the winner.
context: Wait.\I want you to know that...I...Like you.\Sudden reversal of fortunes!\It feels so good to have someone tell you he's in love with you.\Sis, haven't you always been popular?\The point is that this time it was Arima.\Who cares about winning or losing any more? I mean, he fell for me.\In the game of love, the person who receives the love is the winner. response:	So, what'd you do?
context: I want you to know that...I...Like you.\Sudden reversal of fortunes!\It feels so good to have someone tell you he's in love with you.\Sis, haven't you always been popular?\The point is that this time it was Arima.\Who cares about winning or losing any more? I mean, he fell for me.\In the game of love, the person who receives the love is the winner.\So, what'd you do? response:	Huh? I turned him down, of course.
context: Sudden reversal of fortunes!\It feels so good to have someone tell you he's in love with you.\Sis, haven't you always been popular?\The point is that this time it was Arima.\Who cares about winning or losing any more? I mean, he fell for me.\In the game of love, the person who receives the love is the winner.\So, what'd you do?\Huh? I turned him down, of course. response:	Can't let my secret out.
context: It feels so good to have someone tell you he's in love with you.\Sis, haven't you always been popular?\The point is that this time it was Arima.\Who cares about winning or losing any more? I mean, he fell for me.\In the game of love, the person who receives the love is the winner.\So, what'd you do?\Huh? I turned him down, of course.\Can't let my secret out. response:	He walked away with this Lonesome look on his face.
context: Sis, haven't you always been popular?\The point is that this time it was Arima.\Who cares about winning or losing any more? I mean, he fell for me.\In the game of love, the person who receives the love is the winner.\So, what'd you do?\Huh? I turned him down, of course.\Can't let my secret out.\He walked away with this Lonesome look on his face. response:	Are you sure?
context: The point is that this time it was Arima.\Who cares about winning or losing any more? I mean, he fell for me.\In the game of love, the person who receives the love is the winner.\So, what'd you do?\Huh? I turned him down, of course.\Can't let my secret out.\He walked away with this Lonesome look on his face.\Are you sure? response:	About what?
context: Who cares about winning or losing any more? I mean, he fell for me.\In the game of love, the person who receives the love is the winner.\So, what'd you do?\Huh? I turned him down, of course.\Can't let my secret out.\He walked away with this Lonesome look on his face.\Are you sure?\About what? response:	Did you actually hate him? I was sure you had a complex about him.
context: In the game of love, the person who receives the love is the winner.\So, what'd you do?\Huh? I turned him down, of course.\Can't let my secret out.\He walked away with this Lonesome look on his face.\Are you sure?\About what?\Did you actually hate him? I was sure you had a complex about him. response:	Well, I guess I did have one.
context: So, what'd you do?\Huh? I turned him down, of course.\Can't let my secret out.\He walked away with this Lonesome look on his face.\Are you sure?\About what?\Did you actually hate him? I was sure you had a complex about him.\Well, I guess I did have one. response:	Sis, isn't a complex another way to say......a longing for something
context: Huh? I turned him down, of course.\Can't let my secret out.\He walked away with this Lonesome look on his face.\Are you sure?\About what?\Did you actually hate him? I was sure you had a complex about him.\Well, I guess I did have one.\Sis, isn't a complex another way to say......a longing for something response:	that you yourseIf can never be?
