context: When you're gazing out at the sea, surrounded by the sound of waves... response:	It just goes to show that it's better to be busy.
context: Akino looks wonderful today, as always.\She changes the mood simply by passing by, doesn't she?\I heard she had six bookings back to back yesterday.\That's amazing!\If it were me, I'd definitely be worn out.\Instead of waning, she seems to shine brighter and brighter with age, doesn't she?\And no matter how busy she is, she always has a smile on her face.\She truly is the greatest Water Fairy of our time! response:	Thank you very much.
context: She changes the mood simply by passing by, doesn't she?\I heard she had six bookings back to back yesterday.\That's amazing!\If it were me, I'd definitely be worn out.\Instead of waning, she seems to shine brighter and brighter with age, doesn't she?\And no matter how busy she is, she always has a smile on her face.\She truly is the greatest Water Fairy of our time!\Thank you very much. response:	Bye bye!
context: I heard she had six bookings back to back yesterday.\That's amazing!\If it were me, I'd definitely be worn out.\Instead of waning, she seems to shine brighter and brighter with age, doesn't she?\And no matter how busy she is, she always has a smile on her face.\She truly is the greatest Water Fairy of our time!\Thank you very much.\Bye bye! response:	Ah, that sure was fun.
context: That's amazing!\If it were me, I'd definitely be worn out.\Instead of waning, she seems to shine brighter and brighter with age, doesn't she?\And no matter how busy she is, she always has a smile on her face.\She truly is the greatest Water Fairy of our time!\Thank you very much.\Bye bye!\Ah, that sure was fun. response:	Bye bye.
context: If it were me, I'd definitely be worn out.\Instead of waning, she seems to shine brighter and brighter with age, doesn't she?\And no matter how busy she is, she always has a smile on her face.\She truly is the greatest Water Fairy of our time!\Thank you very much.\Bye bye!\Ah, that sure was fun.\Bye bye. response:	Huh?
context: Instead of waning, she seems to shine brighter and brighter with age, doesn't she?\And no matter how busy she is, she always has a smile on her face.\She truly is the greatest Water Fairy of our time!\Thank you very much.\Bye bye!\Ah, that sure was fun.\Bye bye.\Huh? response:	Hello, Mr. Cat.
context: And no matter how busy she is, she always has a smile on her face.\She truly is the greatest Water Fairy of our time!\Thank you very much.\Bye bye!\Ah, that sure was fun.\Bye bye.\Huh?\Hello, Mr. Cat. response:	You always seem to be here, lately.
context: She truly is the greatest Water Fairy of our time!\Thank you very much.\Bye bye!\Ah, that sure was fun.\Bye bye.\Huh?\Hello, Mr. Cat.\You always seem to be here, lately. response:	Where did you come from?
context: Thank you very much.\Bye bye!\Ah, that sure was fun.\Bye bye.\Huh?\Hello, Mr. Cat.\You always seem to be here, lately.\Where did you come from? response:	What are you doing here every day?
context: Bye bye!\Ah, that sure was fun.\Bye bye.\Huh?\Hello, Mr. Cat.\You always seem to be here, lately.\Where did you come from?\What are you doing here every day? response:	Are you lost, by chance?
context: Ah, that sure was fun.\Bye bye.\Huh?\Hello, Mr. Cat.\You always seem to be here, lately.\Where did you come from?\What are you doing here every day?\Are you lost, by chance? response:	Don't you get tired of always being in the same spot?
context: Bye bye.\Huh?\Hello, Mr. Cat.\You always seem to be here, lately.\Where did you come from?\What are you doing here every day?\Are you lost, by chance?\Don't you get tired of always being in the same spot? response:	I'm sorry. It would be hard to answer so many questions all at once.
context: Huh?\Hello, Mr. Cat.\You always seem to be here, lately.\Where did you come from?\What are you doing here every day?\Are you lost, by chance?\Don't you get tired of always being in the same spot?\I'm sorry. It would be hard to answer so many questions all at once. response:	At the time, I enjoyed my work, of course,
context: Hello, Mr. Cat.\You always seem to be here, lately.\Where did you come from?\What are you doing here every day?\Are you lost, by chance?\Don't you get tired of always being in the same spot?\I'm sorry. It would be hard to answer so many questions all at once.\At the time, I enjoyed my work, of course, response:	but I was so busy that time seemed to just fly by.
context: You always seem to be here, lately.\Where did you come from?\What are you doing here every day?\Are you lost, by chance?\Don't you get tired of always being in the same spot?\I'm sorry. It would be hard to answer so many questions all at once.\At the time, I enjoyed my work, of course,\but I was so busy that time seemed to just fly by. response:	Every so often, I would think to myself, What a waste.
context: Where did you come from?\What are you doing here every day?\Are you lost, by chance?\Don't you get tired of always being in the same spot?\I'm sorry. It would be hard to answer so many questions all at once.\At the time, I enjoyed my work, of course,\but I was so busy that time seemed to just fly by.\Every so often, I would think to myself, What a waste. response:	There are so many wonderful things in this world.
context: What are you doing here every day?\Are you lost, by chance?\Don't you get tired of always being in the same spot?\I'm sorry. It would be hard to answer so many questions all at once.\At the time, I enjoyed my work, of course,\but I was so busy that time seemed to just fly by.\Every so often, I would think to myself, What a waste.\There are so many wonderful things in this world. response:	If only I could take the time to cherish each and every one of them.
context: Are you lost, by chance?\Don't you get tired of always being in the same spot?\I'm sorry. It would be hard to answer so many questions all at once.\At the time, I enjoyed my work, of course,\but I was so busy that time seemed to just fly by.\Every so often, I would think to myself, What a waste.\There are so many wonderful things in this world.\If only I could take the time to cherish each and every one of them. response:	Say, Mr. Cat.
context: Don't you get tired of always being in the same spot?\I'm sorry. It would be hard to answer so many questions all at once.\At the time, I enjoyed my work, of course,\but I was so busy that time seemed to just fly by.\Every so often, I would think to myself, What a waste.\There are so many wonderful things in this world.\If only I could take the time to cherish each and every one of them.\Say, Mr. Cat. response:	What are you always looking at from here?
context: I'm sorry. It would be hard to answer so many questions all at once.\At the time, I enjoyed my work, of course,\but I was so busy that time seemed to just fly by.\Every so often, I would think to myself, What a waste.\There are so many wonderful things in this world.\If only I could take the time to cherish each and every one of them.\Say, Mr. Cat.\What are you always looking at from here? response:	Are you waiting for something that's important to you?
context: At the time, I enjoyed my work, of course,\but I was so busy that time seemed to just fly by.\Every so often, I would think to myself, What a waste.\There are so many wonderful things in this world.\If only I could take the time to cherish each and every one of them.\Say, Mr. Cat.\What are you always looking at from here?\Are you waiting for something that's important to you? response:	A white seabird with a tilted neck... Kubi o kashigeta shiroi umidori
context: but I was so busy that time seemed to just fly by.\Every so often, I would think to myself, What a waste.\There are so many wonderful things in this world.\If only I could take the time to cherish each and every one of them.\Say, Mr. Cat.\What are you always looking at from here?\Are you waiting for something that's important to you?\A white seabird with a tilted neck... Kubi o kashigeta shiroi umidori response:	Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu
context: Every so often, I would think to myself, What a waste.\There are so many wonderful things in this world.\If only I could take the time to cherish each and every one of them.\Say, Mr. Cat.\What are you always looking at from here?\Are you waiting for something that's important to you?\A white seabird with a tilted neck... Kubi o kashigeta shiroi umidori\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu response:	Mr. Cat!
context: There are so many wonderful things in this world.\If only I could take the time to cherish each and every one of them.\Say, Mr. Cat.\What are you always looking at from here?\Are you waiting for something that's important to you?\A white seabird with a tilted neck... Kubi o kashigeta shiroi umidori\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu\Mr. Cat! response:	Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku
context: If only I could take the time to cherish each and every one of them.\Say, Mr. Cat.\What are you always looking at from here?\Are you waiting for something that's important to you?\A white seabird with a tilted neck... Kubi o kashigeta shiroi umidori\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu\Mr. Cat!\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku response:	Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku What could you be waiting for that you're willing to do this to yourself?
context: Say, Mr. Cat.\What are you always looking at from here?\Are you waiting for something that's important to you?\A white seabird with a tilted neck... Kubi o kashigeta shiroi umidori\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu\Mr. Cat!\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku What could you be waiting for that you're willing to do this to yourself? response:	Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku
context: What are you always looking at from here?\Are you waiting for something that's important to you?\A white seabird with a tilted neck... Kubi o kashigeta shiroi umidori\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu\Mr. Cat!\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku What could you be waiting for that you're willing to do this to yourself?\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku response:	The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta
context: Are you waiting for something that's important to you?\A white seabird with a tilted neck... Kubi o kashigeta shiroi umidori\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu\Mr. Cat!\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku What could you be waiting for that you're willing to do this to yourself?\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta response:	Before I knew it, it was morning.
context: A white seabird with a tilted neck... Kubi o kashigeta shiroi umidori\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu\Mr. Cat!\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku What could you be waiting for that you're willing to do this to yourself?\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\Before I knew it, it was morning. response:	Even though I was out in the rain all night long, somehow I felt renewed.
context: Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu\Mr. Cat!\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku What could you be waiting for that you're willing to do this to yourself?\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\Before I knew it, it was morning.\Even though I was out in the rain all night long, somehow I felt renewed. response:	Thanks to President Aria, I realized that I was pushing myself.
context: Mr. Cat!\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku What could you be waiting for that you're willing to do this to yourself?\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\Before I knew it, it was morning.\Even though I was out in the rain all night long, somehow I felt renewed.\Thanks to President Aria, I realized that I was pushing myself. response:	The person I long to see... Aitai hito
context: Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku What could you be waiting for that you're willing to do this to yourself?\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\Before I knew it, it was morning.\Even though I was out in the rain all night long, somehow I felt renewed.\Thanks to President Aria, I realized that I was pushing myself.\The person I long to see... Aitai hito response:	The person I long to see... Aitai hito And then, together with President Aria, I founded the Aria Company.
context: Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku What could you be waiting for that you're willing to do this to yourself?\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\Before I knew it, it was morning.\Even though I was out in the rain all night long, somehow I felt renewed.\Thanks to President Aria, I realized that I was pushing myself.\The person I long to see... Aitai hito\The person I long to see... Aitai hito And then, together with President Aria, I founded the Aria Company. response:	The person I long to see... Aitai hito
context: Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\Before I knew it, it was morning.\Even though I was out in the rain all night long, somehow I felt renewed.\Thanks to President Aria, I realized that I was pushing myself.\The person I long to see... Aitai hito\The person I long to see... Aitai hito And then, together with President Aria, I founded the Aria Company.\The person I long to see... Aitai hito response:	The voice I long to hear... Kikitai koe
context: The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\Before I knew it, it was morning.\Even though I was out in the rain all night long, somehow I felt renewed.\Thanks to President Aria, I realized that I was pushing myself.\The person I long to see... Aitai hito\The person I long to see... Aitai hito And then, together with President Aria, I founded the Aria Company.\The person I long to see... Aitai hito\The voice I long to hear... Kikitai koe response:	The voice I long to hear... Kikitai koe I thought, That world reflected in his beautiful blue eyes... I want to see it with him.
context: Before I knew it, it was morning.\Even though I was out in the rain all night long, somehow I felt renewed.\Thanks to President Aria, I realized that I was pushing myself.\The person I long to see... Aitai hito\The person I long to see... Aitai hito And then, together with President Aria, I founded the Aria Company.\The person I long to see... Aitai hito\The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe I thought, That world reflected in his beautiful blue eyes... I want to see it with him. response:	I thought, That world reflected in his beautiful blue eyes... I want to see it with him.
context: Even though I was out in the rain all night long, somehow I felt renewed.\Thanks to President Aria, I realized that I was pushing myself.\The person I long to see... Aitai hito\The person I long to see... Aitai hito And then, together with President Aria, I founded the Aria Company.\The person I long to see... Aitai hito\The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe I thought, That world reflected in his beautiful blue eyes... I want to see it with him.\I thought, That world reflected in his beautiful blue eyes... I want to see it with him. response:	Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku
context: Thanks to President Aria, I realized that I was pushing myself.\The person I long to see... Aitai hito\The person I long to see... Aitai hito And then, together with President Aria, I founded the Aria Company.\The person I long to see... Aitai hito\The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe I thought, That world reflected in his beautiful blue eyes... I want to see it with him.\I thought, That world reflected in his beautiful blue eyes... I want to see it with him.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku response:	Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku caution, wet paint
context: The person I long to see... Aitai hito\The person I long to see... Aitai hito And then, together with President Aria, I founded the Aria Company.\The person I long to see... Aitai hito\The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe I thought, That world reflected in his beautiful blue eyes... I want to see it with him.\I thought, That world reflected in his beautiful blue eyes... I want to see it with him.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku caution, wet paint response:	Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku
context: The person I long to see... Aitai hito And then, together with President Aria, I founded the Aria Company.\The person I long to see... Aitai hito\The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe I thought, That world reflected in his beautiful blue eyes... I want to see it with him.\I thought, That world reflected in his beautiful blue eyes... I want to see it with him.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku caution, wet paint\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku response:	The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta
context: The person I long to see... Aitai hito\The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe I thought, That world reflected in his beautiful blue eyes... I want to see it with him.\I thought, That world reflected in his beautiful blue eyes... I want to see it with him.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku caution, wet paint\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta response:	And that's how it all began.
context: The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe I thought, That world reflected in his beautiful blue eyes... I want to see it with him.\I thought, That world reflected in his beautiful blue eyes... I want to see it with him.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku caution, wet paint\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\And that's how it all began. response:	Akari.
context: The voice I long to hear... Kikitai koe I thought, That world reflected in his beautiful blue eyes... I want to see it with him.\I thought, That world reflected in his beautiful blue eyes... I want to see it with him.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku caution, wet paint\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\And that's how it all began.\Akari. response:	Yes?
context: I thought, That world reflected in his beautiful blue eyes... I want to see it with him.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku caution, wet paint\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\And that's how it all began.\Akari.\Yes? response:	Someday, your Aria Company will begin.
context: Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku caution, wet paint\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\And that's how it all began.\Akari.\Yes?\Someday, your Aria Company will begin. response:	We're all looking forward to your Aria Company, which will be unlike anything we've seen before.
context: Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku caution, wet paint\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\And that's how it all began.\Akari.\Yes?\Someday, your Aria Company will begin.\We're all looking forward to your Aria Company, which will be unlike anything we've seen before. response:	Good luck!
context: Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\And that's how it all began.\Akari.\Yes?\Someday, your Aria Company will begin.\We're all looking forward to your Aria Company, which will be unlike anything we've seen before.\Good luck! response:	Yes, I'll do my best!
context: The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\And that's how it all began.\Akari.\Yes?\Someday, your Aria Company will begin.\We're all looking forward to your Aria Company, which will be unlike anything we've seen before.\Good luck!\Yes, I'll do my best! response:	My, my.
context: And that's how it all began.\Akari.\Yes?\Someday, your Aria Company will begin.\We're all looking forward to your Aria Company, which will be unlike anything we've seen before.\Good luck!\Yes, I'll do my best!\My, my. response:	Ai, I'm so happy I was allowed to be a part of the Aria Company.
context: Akari.\Yes?\Someday, your Aria Company will begin.\We're all looking forward to your Aria Company, which will be unlike anything we've seen before.\Good luck!\Yes, I'll do my best!\My, my.\Ai, I'm so happy I was allowed to be a part of the Aria Company. response:	Because of that, I'm able to spend time with such wonderful people.
context: Yes?\Someday, your Aria Company will begin.\We're all looking forward to your Aria Company, which will be unlike anything we've seen before.\Good luck!\Yes, I'll do my best!\My, my.\Ai, I'm so happy I was allowed to be a part of the Aria Company.\Because of that, I'm able to spend time with such wonderful people. response:	Akari, the Aria Company is an amazing place...
context: Someday, your Aria Company will begin.\We're all looking forward to your Aria Company, which will be unlike anything we've seen before.\Good luck!\Yes, I'll do my best!\My, my.\Ai, I'm so happy I was allowed to be a part of the Aria Company.\Because of that, I'm able to spend time with such wonderful people.\Akari, the Aria Company is an amazing place... response:	I'm kind of envious!
context: We're all looking forward to your Aria Company, which will be unlike anything we've seen before.\Good luck!\Yes, I'll do my best!\My, my.\Ai, I'm so happy I was allowed to be a part of the Aria Company.\Because of that, I'm able to spend time with such wonderful people.\Akari, the Aria Company is an amazing place...\I'm kind of envious! response:	A shore awash in golden waves Kin no nami kishibe ni
context: Good luck!\Yes, I'll do my best!\My, my.\Ai, I'm so happy I was allowed to be a part of the Aria Company.\Because of that, I'm able to spend time with such wonderful people.\Akari, the Aria Company is an amazing place...\I'm kind of envious!\A shore awash in golden waves Kin no nami kishibe ni response:	Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni
context: Yes, I'll do my best!\My, my.\Ai, I'm so happy I was allowed to be a part of the Aria Company.\Because of that, I'm able to spend time with such wonderful people.\Akari, the Aria Company is an amazing place...\I'm kind of envious!\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni response:	As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki
context: My, my.\Ai, I'm so happy I was allowed to be a part of the Aria Company.\Because of that, I'm able to spend time with such wonderful people.\Akari, the Aria Company is an amazing place...\I'm kind of envious!\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki response:	Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru
context: Ai, I'm so happy I was allowed to be a part of the Aria Company.\Because of that, I'm able to spend time with such wonderful people.\Akari, the Aria Company is an amazing place...\I'm kind of envious!\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru response:	A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai
context: Because of that, I'm able to spend time with such wonderful people.\Akari, the Aria Company is an amazing place...\I'm kind of envious!\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai response:	I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete
context: Akari, the Aria Company is an amazing place...\I'm kind of envious!\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete response:	The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima
context: I'm kind of envious!\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima response:	A shore awash in golden waves Kin no nami kishibe ni
context: A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima\A shore awash in golden waves Kin no nami kishibe ni response:	Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni
context: Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni response:	And my day begins Hajimaru
