context: I knew that Ren wanted a child. response:	I also knew that having a child wouldn't stop me from singing.
context: But she'd come see you every night until recently.\She won't come even if I ask.\She's probably having her period.\CONVINCED\You went together with Nana to see Misato off today, right?\You should've insisted on having her come today.\No, she wasn't looking too well.\What do you mean she wasn't looking well?! response:	It's just summer heat fatigue.
context: She won't come even if I ask.\She's probably having her period.\CONVINCED\You went together with Nana to see Misato off today, right?\You should've insisted on having her come today.\No, she wasn't looking too well.\What do you mean she wasn't looking well?!\It's just summer heat fatigue. response:	I guess that's what the doctor said, too. She'll be fine.
context: She's probably having her period.\CONVINCED\You went together with Nana to see Misato off today, right?\You should've insisted on having her come today.\No, she wasn't looking too well.\What do you mean she wasn't looking well?!\It's just summer heat fatigue.\I guess that's what the doctor said, too. She'll be fine. response:	It's bad enough she had to see a doctor?
context: CONVINCED\You went together with Nana to see Misato off today, right?\You should've insisted on having her come today.\No, she wasn't looking too well.\What do you mean she wasn't looking well?!\It's just summer heat fatigue.\I guess that's what the doctor said, too. She'll be fine.\It's bad enough she had to see a doctor? response:	Bye.
context: You went together with Nana to see Misato off today, right?\You should've insisted on having her come today.\No, she wasn't looking too well.\What do you mean she wasn't looking well?!\It's just summer heat fatigue.\I guess that's what the doctor said, too. She'll be fine.\It's bad enough she had to see a doctor?\Bye. response:	If you wanna become number one,
context: You should've insisted on having her come today.\No, she wasn't looking too well.\What do you mean she wasn't looking well?!\It's just summer heat fatigue.\I guess that's what the doctor said, too. She'll be fine.\It's bad enough she had to see a doctor?\Bye.\If you wanna become number one, response:	be prepared to not take a break even to be by your parents' deathbed.
context: No, she wasn't looking too well.\What do you mean she wasn't looking well?!\It's just summer heat fatigue.\I guess that's what the doctor said, too. She'll be fine.\It's bad enough she had to see a doctor?\Bye.\If you wanna become number one,\be prepared to not take a break even to be by your parents' deathbed. response:	I don't like this strict band...
context: What do you mean she wasn't looking well?!\It's just summer heat fatigue.\I guess that's what the doctor said, too. She'll be fine.\It's bad enough she had to see a doctor?\Bye.\If you wanna become number one,\be prepared to not take a break even to be by your parents' deathbed.\I don't like this strict band... response:	SHE'S A MANIACAL COACH. I don't like this strict band...
context: It's just summer heat fatigue.\I guess that's what the doctor said, too. She'll be fine.\It's bad enough she had to see a doctor?\Bye.\If you wanna become number one,\be prepared to not take a break even to be by your parents' deathbed.\I don't like this strict band...\SHE'S A MANIACAL COACH. I don't like this strict band... response:	Hey, Shin! Where are you going?!
context: I guess that's what the doctor said, too. She'll be fine.\It's bad enough she had to see a doctor?\Bye.\If you wanna become number one,\be prepared to not take a break even to be by your parents' deathbed.\I don't like this strict band...\SHE'S A MANIACAL COACH. I don't like this strict band...\Hey, Shin! Where are you going?! response:	I told you, my stomach hurts!
context: It's bad enough she had to see a doctor?\Bye.\If you wanna become number one,\be prepared to not take a break even to be by your parents' deathbed.\I don't like this strict band...\SHE'S A MANIACAL COACH. I don't like this strict band...\Hey, Shin! Where are you going?!\I told you, my stomach hurts! response:	Does he really wanna do this?
context: Bye.\If you wanna become number one,\be prepared to not take a break even to be by your parents' deathbed.\I don't like this strict band...\SHE'S A MANIACAL COACH. I don't like this strict band...\Hey, Shin! Where are you going?!\I told you, my stomach hurts!\Does he really wanna do this? response:	At least let him go to the bathroom when he has to.
context: If you wanna become number one,\be prepared to not take a break even to be by your parents' deathbed.\I don't like this strict band...\SHE'S A MANIACAL COACH. I don't like this strict band...\Hey, Shin! Where are you going?!\I told you, my stomach hurts!\Does he really wanna do this?\At least let him go to the bathroom when he has to. response:	You seriously lack the sense of kindness to others!
context: be prepared to not take a break even to be by your parents' deathbed.\I don't like this strict band...\SHE'S A MANIACAL COACH. I don't like this strict band...\Hey, Shin! Where are you going?!\I told you, my stomach hurts!\Does he really wanna do this?\At least let him go to the bathroom when he has to.\You seriously lack the sense of kindness to others! response:	And you guys lack the sense to be suspicious of others.
context: I don't like this strict band...\SHE'S A MANIACAL COACH. I don't like this strict band...\Hey, Shin! Where are you going?!\I told you, my stomach hurts!\Does he really wanna do this?\At least let him go to the bathroom when he has to.\You seriously lack the sense of kindness to others!\And you guys lack the sense to be suspicious of others. response:	Or maybe Shin's body reacts funny when the nicotine level gets low,
context: SHE'S A MANIACAL COACH. I don't like this strict band...\Hey, Shin! Where are you going?!\I told you, my stomach hurts!\Does he really wanna do this?\At least let him go to the bathroom when he has to.\You seriously lack the sense of kindness to others!\And you guys lack the sense to be suspicious of others.\Or maybe Shin's body reacts funny when the nicotine level gets low, response:	and he gets a stomachache.
context: Hey, Shin! Where are you going?!\I told you, my stomach hurts!\Does he really wanna do this?\At least let him go to the bathroom when he has to.\You seriously lack the sense of kindness to others!\And you guys lack the sense to be suspicious of others.\Or maybe Shin's body reacts funny when the nicotine level gets low,\and he gets a stomachache. response:	I enjoyed commuting to that cheap studio we used before a lot more.
context: I told you, my stomach hurts!\Does he really wanna do this?\At least let him go to the bathroom when he has to.\You seriously lack the sense of kindness to others!\And you guys lack the sense to be suspicious of others.\Or maybe Shin's body reacts funny when the nicotine level gets low,\and he gets a stomachache.\I enjoyed commuting to that cheap studio we used before a lot more. response:	I could smoke and Hachi was there, too.
context: Does he really wanna do this?\At least let him go to the bathroom when he has to.\You seriously lack the sense of kindness to others!\And you guys lack the sense to be suspicious of others.\Or maybe Shin's body reacts funny when the nicotine level gets low,\and he gets a stomachache.\I enjoyed commuting to that cheap studio we used before a lot more.\I could smoke and Hachi was there, too. response:	Like I said, Mr. Kawano...
context: At least let him go to the bathroom when he has to.\You seriously lack the sense of kindness to others!\And you guys lack the sense to be suspicious of others.\Or maybe Shin's body reacts funny when the nicotine level gets low,\and he gets a stomachache.\I enjoyed commuting to that cheap studio we used before a lot more.\I could smoke and Hachi was there, too.\Like I said, Mr. Kawano... response:	It's ludicrous to try and
context: You seriously lack the sense of kindness to others!\And you guys lack the sense to be suspicious of others.\Or maybe Shin's body reacts funny when the nicotine level gets low,\and he gets a stomachache.\I enjoyed commuting to that cheap studio we used before a lot more.\I could smoke and Hachi was there, too.\Like I said, Mr. Kawano...\It's ludicrous to try and response:	make a top-selling band outta some punk band.
context: And you guys lack the sense to be suspicious of others.\Or maybe Shin's body reacts funny when the nicotine level gets low,\and he gets a stomachache.\I enjoyed commuting to that cheap studio we used before a lot more.\I could smoke and Hachi was there, too.\Like I said, Mr. Kawano...\It's ludicrous to try and\make a top-selling band outta some punk band. response:	I know it's a dream you've had for a long time,
context: Or maybe Shin's body reacts funny when the nicotine level gets low,\and he gets a stomachache.\I enjoyed commuting to that cheap studio we used before a lot more.\I could smoke and Hachi was there, too.\Like I said, Mr. Kawano...\It's ludicrous to try and\make a top-selling band outta some punk band.\I know it's a dream you've had for a long time, response:	but during these tough times,
context: and he gets a stomachache.\I enjoyed commuting to that cheap studio we used before a lot more.\I could smoke and Hachi was there, too.\Like I said, Mr. Kawano...\It's ludicrous to try and\make a top-selling band outta some punk band.\I know it's a dream you've had for a long time,\but during these tough times, response:	you've gotta realize that the company's not about to invest in a risky new band.
context: I enjoyed commuting to that cheap studio we used before a lot more.\I could smoke and Hachi was there, too.\Like I said, Mr. Kawano...\It's ludicrous to try and\make a top-selling band outta some punk band.\I know it's a dream you've had for a long time,\but during these tough times,\you've gotta realize that the company's not about to invest in a risky new band. response:	But there aren't any competitors in the same genre.
context: I could smoke and Hachi was there, too.\Like I said, Mr. Kawano...\It's ludicrous to try and\make a top-selling band outta some punk band.\I know it's a dream you've had for a long time,\but during these tough times,\you've gotta realize that the company's not about to invest in a risky new band.\But there aren't any competitors in the same genre. response:	If they do well, this'll be big.
context: Like I said, Mr. Kawano...\It's ludicrous to try and\make a top-selling band outta some punk band.\I know it's a dream you've had for a long time,\but during these tough times,\you've gotta realize that the company's not about to invest in a risky new band.\But there aren't any competitors in the same genre.\If they do well, this'll be big. response:	And the sheer presence of Nana, the vocal, is simply breathtaking.
context: It's ludicrous to try and\make a top-selling band outta some punk band.\I know it's a dream you've had for a long time,\but during these tough times,\you've gotta realize that the company's not about to invest in a risky new band.\But there aren't any competitors in the same genre.\If they do well, this'll be big.\And the sheer presence of Nana, the vocal, is simply breathtaking. response:	Sure, overall, they're a visually attractive band,
context: make a top-selling band outta some punk band.\I know it's a dream you've had for a long time,\but during these tough times,\you've gotta realize that the company's not about to invest in a risky new band.\But there aren't any competitors in the same genre.\If they do well, this'll be big.\And the sheer presence of Nana, the vocal, is simply breathtaking.\Sure, overall, they're a visually attractive band, response:	but punks in bondage outfits are so outdated.
context: I know it's a dream you've had for a long time,\but during these tough times,\you've gotta realize that the company's not about to invest in a risky new band.\But there aren't any competitors in the same genre.\If they do well, this'll be big.\And the sheer presence of Nana, the vocal, is simply breathtaking.\Sure, overall, they're a visually attractive band,\but punks in bondage outfits are so outdated. response:	BONDAGE
context: but during these tough times,\you've gotta realize that the company's not about to invest in a risky new band.\But there aren't any competitors in the same genre.\If they do well, this'll be big.\And the sheer presence of Nana, the vocal, is simply breathtaking.\Sure, overall, they're a visually attractive band,\but punks in bondage outfits are so outdated.\BONDAGE response:	Actually, I think it's a fresh look for teenagers.
context: you've gotta realize that the company's not about to invest in a risky new band.\But there aren't any competitors in the same genre.\If they do well, this'll be big.\And the sheer presence of Nana, the vocal, is simply breathtaking.\Sure, overall, they're a visually attractive band,\but punks in bondage outfits are so outdated.\BONDAGE\Actually, I think it's a fresh look for teenagers. response:	I used to dress like that when I was young.
context: But there aren't any competitors in the same genre.\If they do well, this'll be big.\And the sheer presence of Nana, the vocal, is simply breathtaking.\Sure, overall, they're a visually attractive band,\but punks in bondage outfits are so outdated.\BONDAGE\Actually, I think it's a fresh look for teenagers.\I used to dress like that when I was young. response:	I was leaner, too.
context: If they do well, this'll be big.\And the sheer presence of Nana, the vocal, is simply breathtaking.\Sure, overall, they're a visually attractive band,\but punks in bondage outfits are so outdated.\BONDAGE\Actually, I think it's a fresh look for teenagers.\I used to dress like that when I was young.\I was leaner, too. response:	NOSTALGIC I was leaner, too.
context: And the sheer presence of Nana, the vocal, is simply breathtaking.\Sure, overall, they're a visually attractive band,\but punks in bondage outfits are so outdated.\BONDAGE\Actually, I think it's a fresh look for teenagers.\I used to dress like that when I was young.\I was leaner, too.\NOSTALGIC I was leaner, too. response:	NOSTALGIC
context: Sure, overall, they're a visually attractive band,\but punks in bondage outfits are so outdated.\BONDAGE\Actually, I think it's a fresh look for teenagers.\I used to dress like that when I was young.\I was leaner, too.\NOSTALGIC I was leaner, too.\NOSTALGIC response:	NOSTALGIC Well, we could always hire a stylist
context: but punks in bondage outfits are so outdated.\BONDAGE\Actually, I think it's a fresh look for teenagers.\I used to dress like that when I was young.\I was leaner, too.\NOSTALGIC I was leaner, too.\NOSTALGIC\NOSTALGIC Well, we could always hire a stylist response:	NOSTALGIC
context: BONDAGE\Actually, I think it's a fresh look for teenagers.\I used to dress like that when I was young.\I was leaner, too.\NOSTALGIC I was leaner, too.\NOSTALGIC\NOSTALGIC Well, we could always hire a stylist\NOSTALGIC response:	NOSTALGIC and get their fashion up to date.
context: Actually, I think it's a fresh look for teenagers.\I used to dress like that when I was young.\I was leaner, too.\NOSTALGIC I was leaner, too.\NOSTALGIC\NOSTALGIC Well, we could always hire a stylist\NOSTALGIC\NOSTALGIC and get their fashion up to date. response:	and get their fashion up to date.
context: I used to dress like that when I was young.\I was leaner, too.\NOSTALGIC I was leaner, too.\NOSTALGIC\NOSTALGIC Well, we could always hire a stylist\NOSTALGIC\NOSTALGIC and get their fashion up to date.\and get their fashion up to date. response:	I wouldn't want that!
context: I was leaner, too.\NOSTALGIC I was leaner, too.\NOSTALGIC\NOSTALGIC Well, we could always hire a stylist\NOSTALGIC\NOSTALGIC and get their fashion up to date.\and get their fashion up to date.\I wouldn't want that! response:	It's not bad, but it's too ordinary.
context: NOSTALGIC I was leaner, too.\NOSTALGIC\NOSTALGIC Well, we could always hire a stylist\NOSTALGIC\NOSTALGIC and get their fashion up to date.\and get their fashion up to date.\I wouldn't want that!\It's not bad, but it's too ordinary. response:	They may be popular performing live,
context: NOSTALGIC\NOSTALGIC Well, we could always hire a stylist\NOSTALGIC\NOSTALGIC and get their fashion up to date.\and get their fashion up to date.\I wouldn't want that!\It's not bad, but it's too ordinary.\They may be popular performing live, response:	but on a CD, their music will lack any true impact.
context: NOSTALGIC Well, we could always hire a stylist\NOSTALGIC\NOSTALGIC and get their fashion up to date.\and get their fashion up to date.\I wouldn't want that!\It's not bad, but it's too ordinary.\They may be popular performing live,\but on a CD, their music will lack any true impact. response:	But that's where you as the director need to show your skills.
context: NOSTALGIC\NOSTALGIC and get their fashion up to date.\and get their fashion up to date.\I wouldn't want that!\It's not bad, but it's too ordinary.\They may be popular performing live,\but on a CD, their music will lack any true impact.\But that's where you as the director need to show your skills. response:	If we can't get a decent budget to promote them,
context: NOSTALGIC and get their fashion up to date.\and get their fashion up to date.\I wouldn't want that!\It's not bad, but it's too ordinary.\They may be popular performing live,\but on a CD, their music will lack any true impact.\But that's where you as the director need to show your skills.\If we can't get a decent budget to promote them, response:	I can't find the motivation.
context: and get their fashion up to date.\I wouldn't want that!\It's not bad, but it's too ordinary.\They may be popular performing live,\but on a CD, their music will lack any true impact.\But that's where you as the director need to show your skills.\If we can't get a decent budget to promote them,\I can't find the motivation. response:	I wish you'd give this up already.
context: I wouldn't want that!\It's not bad, but it's too ordinary.\They may be popular performing live,\but on a CD, their music will lack any true impact.\But that's where you as the director need to show your skills.\If we can't get a decent budget to promote them,\I can't find the motivation.\I wish you'd give this up already. response:	If they're not able to raise a child properly,
context: It's not bad, but it's too ordinary.\They may be popular performing live,\but on a CD, their music will lack any true impact.\But that's where you as the director need to show your skills.\If we can't get a decent budget to promote them,\I can't find the motivation.\I wish you'd give this up already.\If they're not able to raise a child properly, response:	they shouldn't have given birth to him.
context: They may be popular performing live,\but on a CD, their music will lack any true impact.\But that's where you as the director need to show your skills.\If we can't get a decent budget to promote them,\I can't find the motivation.\I wish you'd give this up already.\If they're not able to raise a child properly,\they shouldn't have given birth to him. response:	There are too many mothers in this world
context: but on a CD, their music will lack any true impact.\But that's where you as the director need to show your skills.\If we can't get a decent budget to promote them,\I can't find the motivation.\I wish you'd give this up already.\If they're not able to raise a child properly,\they shouldn't have given birth to him.\There are too many mothers in this world response:	who think giving birth is a joke.
context: But that's where you as the director need to show your skills.\If we can't get a decent budget to promote them,\I can't find the motivation.\I wish you'd give this up already.\If they're not able to raise a child properly,\they shouldn't have given birth to him.\There are too many mothers in this world\who think giving birth is a joke. response:	NOBU I'M ON MY WAY HOME. WE JUST FINISHED PRACTICE. I HEAR YOU'RE NOT FEELING WELL. IF YOU'RE STILL AWAKE GIVE ME A CALL AND I'LL COME BY.
context: If we can't get a decent budget to promote them,\I can't find the motivation.\I wish you'd give this up already.\If they're not able to raise a child properly,\they shouldn't have given birth to him.\There are too many mothers in this world\who think giving birth is a joke.\NOBU I'M ON MY WAY HOME. WE JUST FINISHED PRACTICE. I HEAR YOU'RE NOT FEELING WELL. IF YOU'RE STILL AWAKE GIVE ME A CALL AND I'LL COME BY. response:	If you wish to have an abortion,
context: I can't find the motivation.\I wish you'd give this up already.\If they're not able to raise a child properly,\they shouldn't have given birth to him.\There are too many mothers in this world\who think giving birth is a joke.\NOBU I'M ON MY WAY HOME. WE JUST FINISHED PRACTICE. I HEAR YOU'RE NOT FEELING WELL. IF YOU'RE STILL AWAKE GIVE ME A CALL AND I'LL COME BY.\If you wish to have an abortion, response:	the sooner the better.
context: I wish you'd give this up already.\If they're not able to raise a child properly,\they shouldn't have given birth to him.\There are too many mothers in this world\who think giving birth is a joke.\NOBU I'M ON MY WAY HOME. WE JUST FINISHED PRACTICE. I HEAR YOU'RE NOT FEELING WELL. IF YOU'RE STILL AWAKE GIVE ME A CALL AND I'LL COME BY.\If you wish to have an abortion,\the sooner the better. response:	I'll return home starting tonight, so don't worry.
context: If they're not able to raise a child properly,\they shouldn't have given birth to him.\There are too many mothers in this world\who think giving birth is a joke.\NOBU I'M ON MY WAY HOME. WE JUST FINISHED PRACTICE. I HEAR YOU'RE NOT FEELING WELL. IF YOU'RE STILL AWAKE GIVE ME A CALL AND I'LL COME BY.\If you wish to have an abortion,\the sooner the better.\I'll return home starting tonight, so don't worry. response:	Nana?
context: they shouldn't have given birth to him.\There are too many mothers in this world\who think giving birth is a joke.\NOBU I'M ON MY WAY HOME. WE JUST FINISHED PRACTICE. I HEAR YOU'RE NOT FEELING WELL. IF YOU'RE STILL AWAKE GIVE ME A CALL AND I'LL COME BY.\If you wish to have an abortion,\the sooner the better.\I'll return home starting tonight, so don't worry.\Nana? response:	It's me.
context: There are too many mothers in this world\who think giving birth is a joke.\NOBU I'M ON MY WAY HOME. WE JUST FINISHED PRACTICE. I HEAR YOU'RE NOT FEELING WELL. IF YOU'RE STILL AWAKE GIVE ME A CALL AND I'LL COME BY.\If you wish to have an abortion,\the sooner the better.\I'll return home starting tonight, so don't worry.\Nana?\It's me. response:	Nana, open up.
context: who think giving birth is a joke.\NOBU I'M ON MY WAY HOME. WE JUST FINISHED PRACTICE. I HEAR YOU'RE NOT FEELING WELL. IF YOU'RE STILL AWAKE GIVE ME A CALL AND I'LL COME BY.\If you wish to have an abortion,\the sooner the better.\I'll return home starting tonight, so don't worry.\Nana?\It's me.\Nana, open up. response:	Please open the door.
context: NOBU I'M ON MY WAY HOME. WE JUST FINISHED PRACTICE. I HEAR YOU'RE NOT FEELING WELL. IF YOU'RE STILL AWAKE GIVE ME A CALL AND I'LL COME BY.\If you wish to have an abortion,\the sooner the better.\I'll return home starting tonight, so don't worry.\Nana?\It's me.\Nana, open up.\Please open the door. response:	Oh, shoot! Someone's coming!
context: If you wish to have an abortion,\the sooner the better.\I'll return home starting tonight, so don't worry.\Nana?\It's me.\Nana, open up.\Please open the door.\Oh, shoot! Someone's coming! response:	Don't believe a thing I say.
context: the sooner the better.\I'll return home starting tonight, so don't worry.\Nana?\It's me.\Nana, open up.\Please open the door.\Oh, shoot! Someone's coming!\Don't believe a thing I say. response:	What are you doing here? Go home!
context: I'll return home starting tonight, so don't worry.\Nana?\It's me.\Nana, open up.\Please open the door.\Oh, shoot! Someone's coming!\Don't believe a thing I say.\What are you doing here? Go home! response:	At times like this,
context: Nana?\It's me.\Nana, open up.\Please open the door.\Oh, shoot! Someone's coming!\Don't believe a thing I say.\What are you doing here? Go home!\At times like this, response:	what's the best thing to do if I don't wanna leave?
context: It's me.\Nana, open up.\Please open the door.\Oh, shoot! Someone's coming!\Don't believe a thing I say.\What are you doing here? Go home!\At times like this,\what's the best thing to do if I don't wanna leave? response:	Hey, this isn't funny.
context: Nana, open up.\Please open the door.\Oh, shoot! Someone's coming!\Don't believe a thing I say.\What are you doing here? Go home!\At times like this,\what's the best thing to do if I don't wanna leave?\Hey, this isn't funny. response:	Hey, are you all right?
context: Please open the door.\Oh, shoot! Someone's coming!\Don't believe a thing I say.\What are you doing here? Go home!\At times like this,\what's the best thing to do if I don't wanna leave?\Hey, this isn't funny.\Hey, are you all right? response:	Do you wanna see a doctor?
context: Oh, shoot! Someone's coming!\Don't believe a thing I say.\What are you doing here? Go home!\At times like this,\what's the best thing to do if I don't wanna leave?\Hey, this isn't funny.\Hey, are you all right?\Do you wanna see a doctor? response:	Morning sickness?
context: Don't believe a thing I say.\What are you doing here? Go home!\At times like this,\what's the best thing to do if I don't wanna leave?\Hey, this isn't funny.\Hey, are you all right?\Do you wanna see a doctor?\Morning sickness? response:	I won't keep it, so don't worry!
context: What are you doing here? Go home!\At times like this,\what's the best thing to do if I don't wanna leave?\Hey, this isn't funny.\Hey, are you all right?\Do you wanna see a doctor?\Morning sickness?\I won't keep it, so don't worry! response:	There's no need for you to feel responsible, Takumi.
context: At times like this,\what's the best thing to do if I don't wanna leave?\Hey, this isn't funny.\Hey, are you all right?\Do you wanna see a doctor?\Morning sickness?\I won't keep it, so don't worry!\There's no need for you to feel responsible, Takumi. response:	I'm the foolish one.
context: what's the best thing to do if I don't wanna leave?\Hey, this isn't funny.\Hey, are you all right?\Do you wanna see a doctor?\Morning sickness?\I won't keep it, so don't worry!\There's no need for you to feel responsible, Takumi.\I'm the foolish one. response:	And of course, this child could be my boyfriend's.
context: Hey, this isn't funny.\Hey, are you all right?\Do you wanna see a doctor?\Morning sickness?\I won't keep it, so don't worry!\There's no need for you to feel responsible, Takumi.\I'm the foolish one.\And of course, this child could be my boyfriend's. response:	Go home. And don't come back again.
context: Hey, are you all right?\Do you wanna see a doctor?\Morning sickness?\I won't keep it, so don't worry!\There's no need for you to feel responsible, Takumi.\I'm the foolish one.\And of course, this child could be my boyfriend's.\Go home. And don't come back again. response:	Is your boyfriend Nobu?
context: Do you wanna see a doctor?\Morning sickness?\I won't keep it, so don't worry!\There's no need for you to feel responsible, Takumi.\I'm the foolish one.\And of course, this child could be my boyfriend's.\Go home. And don't come back again.\Is your boyfriend Nobu? response:	All right. I get it.
context: Morning sickness?\I won't keep it, so don't worry!\There's no need for you to feel responsible, Takumi.\I'm the foolish one.\And of course, this child could be my boyfriend's.\Go home. And don't come back again.\Is your boyfriend Nobu?\All right. I get it. response:	Takumi?
context: I won't keep it, so don't worry!\There's no need for you to feel responsible, Takumi.\I'm the foolish one.\And of course, this child could be my boyfriend's.\Go home. And don't come back again.\Is your boyfriend Nobu?\All right. I get it.\Takumi? response:	What are you doing?
context: There's no need for you to feel responsible, Takumi.\I'm the foolish one.\And of course, this child could be my boyfriend's.\Go home. And don't come back again.\Is your boyfriend Nobu?\All right. I get it.\Takumi?\What are you doing? response:	A cell phone?
context: I'm the foolish one.\And of course, this child could be my boyfriend's.\Go home. And don't come back again.\Is your boyfriend Nobu?\All right. I get it.\Takumi?\What are you doing?\A cell phone? response:	Hey...
context: And of course, this child could be my boyfriend's.\Go home. And don't come back again.\Is your boyfriend Nobu?\All right. I get it.\Takumi?\What are you doing?\A cell phone?\Hey... response:	Takumi...
context: Go home. And don't come back again.\Is your boyfriend Nobu?\All right. I get it.\Takumi?\What are you doing?\A cell phone?\Hey...\Takumi... response:	NOBU
context: Is your boyfriend Nobu?\All right. I get it.\Takumi?\What are you doing?\A cell phone?\Hey...\Takumi...\NOBU response:	Don't tell Nobu!
context: All right. I get it.\Takumi?\What are you doing?\A cell phone?\Hey...\Takumi...\NOBU\Don't tell Nobu! response:	GARLIC PICKLED IN SOY SAUCE
context: Takumi?\What are you doing?\A cell phone?\Hey...\Takumi...\NOBU\Don't tell Nobu!\GARLIC PICKLED IN SOY SAUCE response:	GARLIC PICKLED IN SOY SAUCE Garlic is the best for summer heat fatigue.
context: What are you doing?\A cell phone?\Hey...\Takumi...\NOBU\Don't tell Nobu!\GARLIC PICKLED IN SOY SAUCE\GARLIC PICKLED IN SOY SAUCE Garlic is the best for summer heat fatigue. response:	GARLIC PICKLED IN SOY SAUCE
context: A cell phone?\Hey...\Takumi...\NOBU\Don't tell Nobu!\GARLIC PICKLED IN SOY SAUCE\GARLIC PICKLED IN SOY SAUCE Garlic is the best for summer heat fatigue.\GARLIC PICKLED IN SOY SAUCE response:	GARLIC PICKLED IN SOY SAUCE Are you thinking of coming with me?
context: Hey...\Takumi...\NOBU\Don't tell Nobu!\GARLIC PICKLED IN SOY SAUCE\GARLIC PICKLED IN SOY SAUCE Garlic is the best for summer heat fatigue.\GARLIC PICKLED IN SOY SAUCE\GARLIC PICKLED IN SOY SAUCE Are you thinking of coming with me? response:	Are you thinking of coming with me?
context: Takumi...\NOBU\Don't tell Nobu!\GARLIC PICKLED IN SOY SAUCE\GARLIC PICKLED IN SOY SAUCE Garlic is the best for summer heat fatigue.\GARLIC PICKLED IN SOY SAUCE\GARLIC PICKLED IN SOY SAUCE Are you thinking of coming with me?\Are you thinking of coming with me? response:	She didn't call you, so she must be sleeping.
context: NOBU\Don't tell Nobu!\GARLIC PICKLED IN SOY SAUCE\GARLIC PICKLED IN SOY SAUCE Garlic is the best for summer heat fatigue.\GARLIC PICKLED IN SOY SAUCE\GARLIC PICKLED IN SOY SAUCE Are you thinking of coming with me?\Are you thinking of coming with me?\She didn't call you, so she must be sleeping. response:	Let me at least see her sleeping face.
context: Don't tell Nobu!\GARLIC PICKLED IN SOY SAUCE\GARLIC PICKLED IN SOY SAUCE Garlic is the best for summer heat fatigue.\GARLIC PICKLED IN SOY SAUCE\GARLIC PICKLED IN SOY SAUCE Are you thinking of coming with me?\Are you thinking of coming with me?\She didn't call you, so she must be sleeping.\Let me at least see her sleeping face. response:	HACHI
context: GARLIC PICKLED IN SOY SAUCE\GARLIC PICKLED IN SOY SAUCE Garlic is the best for summer heat fatigue.\GARLIC PICKLED IN SOY SAUCE\GARLIC PICKLED IN SOY SAUCE Are you thinking of coming with me?\Are you thinking of coming with me?\She didn't call you, so she must be sleeping.\Let me at least see her sleeping face.\HACHI response:	HACHI Telepathy!
context: GARLIC PICKLED IN SOY SAUCE Garlic is the best for summer heat fatigue.\GARLIC PICKLED IN SOY SAUCE\GARLIC PICKLED IN SOY SAUCE Are you thinking of coming with me?\Are you thinking of coming with me?\She didn't call you, so she must be sleeping.\Let me at least see her sleeping face.\HACHI\HACHI Telepathy! response:	HACHI
context: GARLIC PICKLED IN SOY SAUCE\GARLIC PICKLED IN SOY SAUCE Are you thinking of coming with me?\Are you thinking of coming with me?\She didn't call you, so she must be sleeping.\Let me at least see her sleeping face.\HACHI\HACHI Telepathy!\HACHI response:	HACHI I got it, so answer already! You're so annoying!
context: GARLIC PICKLED IN SOY SAUCE Are you thinking of coming with me?\Are you thinking of coming with me?\She didn't call you, so she must be sleeping.\Let me at least see her sleeping face.\HACHI\HACHI Telepathy!\HACHI\HACHI I got it, so answer already! You're so annoying! response:	Hello!
context: Are you thinking of coming with me?\She didn't call you, so she must be sleeping.\Let me at least see her sleeping face.\HACHI\HACHI Telepathy!\HACHI\HACHI I got it, so answer already! You're so annoying!\Hello! response:	Oh, Nobu? It's Takumi.
context: She didn't call you, so she must be sleeping.\Let me at least see her sleeping face.\HACHI\HACHI Telepathy!\HACHI\HACHI I got it, so answer already! You're so annoying!\Hello!\Oh, Nobu? It's Takumi. response:	What is it?
context: Let me at least see her sleeping face.\HACHI\HACHI Telepathy!\HACHI\HACHI I got it, so answer already! You're so annoying!\Hello!\Oh, Nobu? It's Takumi.\What is it? response:	Hey, can you hear me?
context: HACHI\HACHI Telepathy!\HACHI\HACHI I got it, so answer already! You're so annoying!\Hello!\Oh, Nobu? It's Takumi.\What is it?\Hey, can you hear me? response:	Yes.
context: HACHI Telepathy!\HACHI\HACHI I got it, so answer already! You're so annoying!\Hello!\Oh, Nobu? It's Takumi.\What is it?\Hey, can you hear me?\Yes. response:	Nana's pregnant.
context: HACHI\HACHI I got it, so answer already! You're so annoying!\Hello!\Oh, Nobu? It's Takumi.\What is it?\Hey, can you hear me?\Yes.\Nana's pregnant. response:	I don't know if it's yours or mine, but regardless,
context: HACHI I got it, so answer already! You're so annoying!\Hello!\Oh, Nobu? It's Takumi.\What is it?\Hey, can you hear me?\Yes.\Nana's pregnant.\I don't know if it's yours or mine, but regardless, response:	if Nana wants to keep it,
context: Hello!\Oh, Nobu? It's Takumi.\What is it?\Hey, can you hear me?\Yes.\Nana's pregnant.\I don't know if it's yours or mine, but regardless,\if Nana wants to keep it, response:	I intend on becoming its guardian and raising it as my own.
context: Oh, Nobu? It's Takumi.\What is it?\Hey, can you hear me?\Yes.\Nana's pregnant.\I don't know if it's yours or mine, but regardless,\if Nana wants to keep it,\I intend on becoming its guardian and raising it as my own. response:	What do you think?
context: What is it?\Hey, can you hear me?\Yes.\Nana's pregnant.\I don't know if it's yours or mine, but regardless,\if Nana wants to keep it,\I intend on becoming its guardian and raising it as my own.\What do you think? response:	You know, Hachi. I still believe life is what we make of it.
