context: Dad? You mean him? response:	So he's having an affair?
context: Akari is still such a child.\There's only so much you can do on your own.\I know, Lord Sea God.\We can't let the surface have the people of the sea right now.\Ojoshi-sama.\Huh?\I did it.\What? response:	I'm the one who ruined it!
context: There's only so much you can do on your own.\I know, Lord Sea God.\We can't let the surface have the people of the sea right now.\Ojoshi-sama.\Huh?\I did it.\What?\I'm the one who ruined it! response:	Why?
context: I know, Lord Sea God.\We can't let the surface have the people of the sea right now.\Ojoshi-sama.\Huh?\I did it.\What?\I'm the one who ruined it!\Why? response:	Why didn't you get mad at her, Hii-kun.
context: We can't let the surface have the people of the sea right now.\Ojoshi-sama.\Huh?\I did it.\What?\I'm the one who ruined it!\Why?\Why didn't you get mad at her, Hii-kun. response:	Because it's not like I don't know how she feels.
context: Ojoshi-sama.\Huh?\I did it.\What?\I'm the one who ruined it!\Why?\Why didn't you get mad at her, Hii-kun.\Because it's not like I don't know how she feels. response:	Huh?
context: Huh?\I did it.\What?\I'm the one who ruined it!\Why?\Why didn't you get mad at her, Hii-kun.\Because it's not like I don't know how she feels.\Huh? response:	After my mom died, if some other woman came into my house,
context: I did it.\What?\I'm the one who ruined it!\Why?\Why didn't you get mad at her, Hii-kun.\Because it's not like I don't know how she feels.\Huh?\After my mom died, if some other woman came into my house, response:	I probably wouldn't have liked it either.
context: What?\I'm the one who ruined it!\Why?\Why didn't you get mad at her, Hii-kun.\Because it's not like I don't know how she feels.\Huh?\After my mom died, if some other woman came into my house,\I probably wouldn't have liked it either. response:	Wh Why are you crying?!
context: I'm the one who ruined it!\Why?\Why didn't you get mad at her, Hii-kun.\Because it's not like I don't know how she feels.\Huh?\After my mom died, if some other woman came into my house,\I probably wouldn't have liked it either.\Wh Why are you crying?! response:	Uroko-sama told me...
context: Why?\Why didn't you get mad at her, Hii-kun.\Because it's not like I don't know how she feels.\Huh?\After my mom died, if some other woman came into my house,\I probably wouldn't have liked it either.\Wh Why are you crying?!\Uroko-sama told me... response:	that I'm always being protected
context: Why didn't you get mad at her, Hii-kun.\Because it's not like I don't know how she feels.\Huh?\After my mom died, if some other woman came into my house,\I probably wouldn't have liked it either.\Wh Why are you crying?!\Uroko-sama told me...\that I'm always being protected response:	by you and Chii-chan and Kaname...
context: Because it's not like I don't know how she feels.\Huh?\After my mom died, if some other woman came into my house,\I probably wouldn't have liked it either.\Wh Why are you crying?!\Uroko-sama told me...\that I'm always being protected\by you and Chii-chan and Kaname... response:	Uroko-sama did?
context: Huh?\After my mom died, if some other woman came into my house,\I probably wouldn't have liked it either.\Wh Why are you crying?!\Uroko-sama told me...\that I'm always being protected\by you and Chii-chan and Kaname...\Uroko-sama did? response:	And I think that's true.
context: After my mom died, if some other woman came into my house,\I probably wouldn't have liked it either.\Wh Why are you crying?!\Uroko-sama told me...\that I'm always being protected\by you and Chii-chan and Kaname...\Uroko-sama did?\And I think that's true. response:	Uroko-sama says something good once in a while.
context: I probably wouldn't have liked it either.\Wh Why are you crying?!\Uroko-sama told me...\that I'm always being protected\by you and Chii-chan and Kaname...\Uroko-sama did?\And I think that's true.\Uroko-sama says something good once in a while. response:	You're nice, Hii-kun.
context: Wh Why are you crying?!\Uroko-sama told me...\that I'm always being protected\by you and Chii-chan and Kaname...\Uroko-sama did?\And I think that's true.\Uroko-sama says something good once in a while.\You're nice, Hii-kun. response:	Really nice.
context: Uroko-sama told me...\that I'm always being protected\by you and Chii-chan and Kaname...\Uroko-sama did?\And I think that's true.\Uroko-sama says something good once in a while.\You're nice, Hii-kun.\Really nice. response:	You can protect others...
context: that I'm always being protected\by you and Chii-chan and Kaname...\Uroko-sama did?\And I think that's true.\Uroko-sama says something good once in a while.\You're nice, Hii-kun.\Really nice.\You can protect others... response:	Tomorrow, let's go apologize to everyone together!
context: by you and Chii-chan and Kaname...\Uroko-sama did?\And I think that's true.\Uroko-sama says something good once in a while.\You're nice, Hii-kun.\Really nice.\You can protect others...\Tomorrow, let's go apologize to everyone together! response:	Yeah...
context: Uroko-sama did?\And I think that's true.\Uroko-sama says something good once in a while.\You're nice, Hii-kun.\Really nice.\You can protect others...\Tomorrow, let's go apologize to everyone together!\Yeah... response:	Even though they're gonna have a lot to say in return.
context: And I think that's true.\Uroko-sama says something good once in a while.\You're nice, Hii-kun.\Really nice.\You can protect others...\Tomorrow, let's go apologize to everyone together!\Yeah...\Even though they're gonna have a lot to say in return. response:	And they'll say a lot to me, too.
context: Uroko-sama says something good once in a while.\You're nice, Hii-kun.\Really nice.\You can protect others...\Tomorrow, let's go apologize to everyone together!\Yeah...\Even though they're gonna have a lot to say in return.\And they'll say a lot to me, too. response:	Huh?
context: You're nice, Hii-kun.\Really nice.\You can protect others...\Tomorrow, let's go apologize to everyone together!\Yeah...\Even though they're gonna have a lot to say in return.\And they'll say a lot to me, too.\Huh? response:	I want to protect you from now on, Hii-kun.
context: Really nice.\You can protect others...\Tomorrow, let's go apologize to everyone together!\Yeah...\Even though they're gonna have a lot to say in return.\And they'll say a lot to me, too.\Huh?\I want to protect you from now on, Hii-kun. response:	I'm going to protect you.
context: You can protect others...\Tomorrow, let's go apologize to everyone together!\Yeah...\Even though they're gonna have a lot to say in return.\And they'll say a lot to me, too.\Huh?\I want to protect you from now on, Hii-kun.\I'm going to protect you. response:	Manaka...
context: Tomorrow, let's go apologize to everyone together!\Yeah...\Even though they're gonna have a lot to say in return.\And they'll say a lot to me, too.\Huh?\I want to protect you from now on, Hii-kun.\I'm going to protect you.\Manaka... response:	Thanks.
context: Yeah...\Even though they're gonna have a lot to say in return.\And they'll say a lot to me, too.\Huh?\I want to protect you from now on, Hii-kun.\I'm going to protect you.\Manaka...\Thanks. response:	Yeah.
context: Even though they're gonna have a lot to say in return.\And they'll say a lot to me, too.\Huh?\I want to protect you from now on, Hii-kun.\I'm going to protect you.\Manaka...\Thanks.\Yeah. response:	Manaka...
context: And they'll say a lot to me, too.\Huh?\I want to protect you from now on, Hii-kun.\I'm going to protect you.\Manaka...\Thanks.\Yeah.\Manaka... response:	I was supposed to be the one to protect Manaka.
context: Huh?\I want to protect you from now on, Hii-kun.\I'm going to protect you.\Manaka...\Thanks.\Yeah.\Manaka...\I was supposed to be the one to protect Manaka. response:	But instead, Manaka protected me as if she were Ena.
context: I want to protect you from now on, Hii-kun.\I'm going to protect you.\Manaka...\Thanks.\Yeah.\Manaka...\I was supposed to be the one to protect Manaka.\But instead, Manaka protected me as if she were Ena. response:	Hey.
context: I'm going to protect you.\Manaka...\Thanks.\Yeah.\Manaka...\I was supposed to be the one to protect Manaka.\But instead, Manaka protected me as if she were Ena.\Hey. response:	Do you have a sec?
context: Manaka...\Thanks.\Yeah.\Manaka...\I was supposed to be the one to protect Manaka.\But instead, Manaka protected me as if she were Ena.\Hey.\Do you have a sec? response:	What?
context: Thanks.\Yeah.\Manaka...\I was supposed to be the one to protect Manaka.\But instead, Manaka protected me as if she were Ena.\Hey.\Do you have a sec?\What? response:	Hikari!
context: Yeah.\Manaka...\I was supposed to be the one to protect Manaka.\But instead, Manaka protected me as if she were Ena.\Hey.\Do you have a sec?\What?\Hikari! response:	I'm... really sorry!
context: Manaka...\I was supposed to be the one to protect Manaka.\But instead, Manaka protected me as if she were Ena.\Hey.\Do you have a sec?\What?\Hikari!\I'm... really sorry! response:	I was wrong.
context: I was supposed to be the one to protect Manaka.\But instead, Manaka protected me as if she were Ena.\Hey.\Do you have a sec?\What?\Hikari!\I'm... really sorry!\I was wrong. response:	You guys...
context: But instead, Manaka protected me as if she were Ena.\Hey.\Do you have a sec?\What?\Hikari!\I'm... really sorry!\I was wrong.\You guys... response:	I mean, I'm sorry for thinking it was you that destroyed Ojoshi-sama.
context: Hey.\Do you have a sec?\What?\Hikari!\I'm... really sorry!\I was wrong.\You guys...\I mean, I'm sorry for thinking it was you that destroyed Ojoshi-sama. response:	S-Stop, Hikari...
context: Do you have a sec?\What?\Hikari!\I'm... really sorry!\I was wrong.\You guys...\I mean, I'm sorry for thinking it was you that destroyed Ojoshi-sama.\S-Stop, Hikari... response:	Dude, he's totally on his knees.
context: What?\Hikari!\I'm... really sorry!\I was wrong.\You guys...\I mean, I'm sorry for thinking it was you that destroyed Ojoshi-sama.\S-Stop, Hikari...\Dude, he's totally on his knees. response:	I never saw anyone do that.
context: Hikari!\I'm... really sorry!\I was wrong.\You guys...\I mean, I'm sorry for thinking it was you that destroyed Ojoshi-sama.\S-Stop, Hikari...\Dude, he's totally on his knees.\I never saw anyone do that. response:	Manaka!
context: I'm... really sorry!\I was wrong.\You guys...\I mean, I'm sorry for thinking it was you that destroyed Ojoshi-sama.\S-Stop, Hikari...\Dude, he's totally on his knees.\I never saw anyone do that.\Manaka! response:	Please!
context: I was wrong.\You guys...\I mean, I'm sorry for thinking it was you that destroyed Ojoshi-sama.\S-Stop, Hikari...\Dude, he's totally on his knees.\I never saw anyone do that.\Manaka!\Please! response:	Manaka?!
context: You guys...\I mean, I'm sorry for thinking it was you that destroyed Ojoshi-sama.\S-Stop, Hikari...\Dude, he's totally on his knees.\I never saw anyone do that.\Manaka!\Please!\Manaka?! response:	Hii-kun feels really bad.
context: I mean, I'm sorry for thinking it was you that destroyed Ojoshi-sama.\S-Stop, Hikari...\Dude, he's totally on his knees.\I never saw anyone do that.\Manaka!\Please!\Manaka?!\Hii-kun feels really bad. response:	Please forgive him. Please!
context: S-Stop, Hikari...\Dude, he's totally on his knees.\I never saw anyone do that.\Manaka!\Please!\Manaka?!\Hii-kun feels really bad.\Please forgive him. Please! response:	Manaka...
context: Dude, he's totally on his knees.\I never saw anyone do that.\Manaka!\Please!\Manaka?!\Hii-kun feels really bad.\Please forgive him. Please!\Manaka... response:	Forgive them, already.
context: I never saw anyone do that.\Manaka!\Please!\Manaka?!\Hii-kun feels really bad.\Please forgive him. Please!\Manaka...\Forgive them, already. response:	Tsumugu.
context: Manaka!\Please!\Manaka?!\Hii-kun feels really bad.\Please forgive him. Please!\Manaka...\Forgive them, already.\Tsumugu. response:	You guys were responsible for the sushi bowl, too.
context: Please!\Manaka?!\Hii-kun feels really bad.\Please forgive him. Please!\Manaka...\Forgive them, already.\Tsumugu.\You guys were responsible for the sushi bowl, too. response:	You're both equally responsible.
context: Manaka?!\Hii-kun feels really bad.\Please forgive him. Please!\Manaka...\Forgive them, already.\Tsumugu.\You guys were responsible for the sushi bowl, too.\You're both equally responsible. response:	We're not equal!
context: Hii-kun feels really bad.\Please forgive him. Please!\Manaka...\Forgive them, already.\Tsumugu.\You guys were responsible for the sushi bowl, too.\You're both equally responsible.\We're not equal! response:	You guys threw around the sushi bowl...
context: Please forgive him. Please!\Manaka...\Forgive them, already.\Tsumugu.\You guys were responsible for the sushi bowl, too.\You're both equally responsible.\We're not equal!\You guys threw around the sushi bowl... response:	But I blamed you guys, and then chested you.
context: Manaka...\Forgive them, already.\Tsumugu.\You guys were responsible for the sushi bowl, too.\You're both equally responsible.\We're not equal!\You guys threw around the sushi bowl...\But I blamed you guys, and then chested you. response:	Huh?
context: Forgive them, already.\Tsumugu.\You guys were responsible for the sushi bowl, too.\You're both equally responsible.\We're not equal!\You guys threw around the sushi bowl...\But I blamed you guys, and then chested you.\Huh? response:	Forgive me...
context: Tsumugu.\You guys were responsible for the sushi bowl, too.\You're both equally responsible.\We're not equal!\You guys threw around the sushi bowl...\But I blamed you guys, and then chested you.\Huh?\Forgive me... response:	and come at me!
context: You guys were responsible for the sushi bowl, too.\You're both equally responsible.\We're not equal!\You guys threw around the sushi bowl...\But I blamed you guys, and then chested you.\Huh?\Forgive me...\and come at me! response:	Hii-kun...
context: You're both equally responsible.\We're not equal!\You guys threw around the sushi bowl...\But I blamed you guys, and then chested you.\Huh?\Forgive me...\and come at me!\Hii-kun... response:	Come on!
context: We're not equal!\You guys threw around the sushi bowl...\But I blamed you guys, and then chested you.\Huh?\Forgive me...\and come at me!\Hii-kun...\Come on! response:	Chest!
context: You guys threw around the sushi bowl...\But I blamed you guys, and then chested you.\Huh?\Forgive me...\and come at me!\Hii-kun...\Come on!\Chest! response:	D-Damn...
context: But I blamed you guys, and then chested you.\Huh?\Forgive me...\and come at me!\Hii-kun...\Come on!\Chest!\D-Damn... response:	That's enough. This is annoying.
context: Huh?\Forgive me...\and come at me!\Hii-kun...\Come on!\Chest!\D-Damn...\That's enough. This is annoying. response:	I forgive you.
context: Forgive me...\and come at me!\Hii-kun...\Come on!\Chest!\D-Damn...\That's enough. This is annoying.\I forgive you. response:	When do you actually go to school?
context: and come at me!\Hii-kun...\Come on!\Chest!\D-Damn...\That's enough. This is annoying.\I forgive you.\When do you actually go to school? response:	Y-You!
context: Hii-kun...\Come on!\Chest!\D-Damn...\That's enough. This is annoying.\I forgive you.\When do you actually go to school?\Y-You! response:	You're pretty much the one responsible for Hikari apologizing on his knees like that.
context: Come on!\Chest!\D-Damn...\That's enough. This is annoying.\I forgive you.\When do you actually go to school?\Y-You!\You're pretty much the one responsible for Hikari apologizing on his knees like that. response:	Hikari is my very dear friend.
context: Chest!\D-Damn...\That's enough. This is annoying.\I forgive you.\When do you actually go to school?\Y-You!\You're pretty much the one responsible for Hikari apologizing on his knees like that.\Hikari is my very dear friend. response:	And as his friend, I won't forgive you.
context: D-Damn...\That's enough. This is annoying.\I forgive you.\When do you actually go to school?\Y-You!\You're pretty much the one responsible for Hikari apologizing on his knees like that.\Hikari is my very dear friend.\And as his friend, I won't forgive you. response:	But I'm... I'm Miuna's friend too!
context: That's enough. This is annoying.\I forgive you.\When do you actually go to school?\Y-You!\You're pretty much the one responsible for Hikari apologizing on his knees like that.\Hikari is my very dear friend.\And as his friend, I won't forgive you.\But I'm... I'm Miuna's friend too! response:	Huh?
context: I forgive you.\When do you actually go to school?\Y-You!\You're pretty much the one responsible for Hikari apologizing on his knees like that.\Hikari is my very dear friend.\And as his friend, I won't forgive you.\But I'm... I'm Miuna's friend too!\Huh? response:	She's my... she's my really good, dear friend!
context: When do you actually go to school?\Y-You!\You're pretty much the one responsible for Hikari apologizing on his knees like that.\Hikari is my very dear friend.\And as his friend, I won't forgive you.\But I'm... I'm Miuna's friend too!\Huh?\She's my... she's my really good, dear friend! response:	When I was in second grade,
context: Y-You!\You're pretty much the one responsible for Hikari apologizing on his knees like that.\Hikari is my very dear friend.\And as his friend, I won't forgive you.\But I'm... I'm Miuna's friend too!\Huh?\She's my... she's my really good, dear friend!\When I was in second grade, response:	everyone picked on me.
context: You're pretty much the one responsible for Hikari apologizing on his knees like that.\Hikari is my very dear friend.\And as his friend, I won't forgive you.\But I'm... I'm Miuna's friend too!\Huh?\She's my... she's my really good, dear friend!\When I was in second grade,\everyone picked on me. response:	But Miuna didn't pick on me.
context: Hikari is my very dear friend.\And as his friend, I won't forgive you.\But I'm... I'm Miuna's friend too!\Huh?\She's my... she's my really good, dear friend!\When I was in second grade,\everyone picked on me.\But Miuna didn't pick on me. response:	Then, people were picking on Miuna...
context: And as his friend, I won't forgive you.\But I'm... I'm Miuna's friend too!\Huh?\She's my... she's my really good, dear friend!\When I was in second grade,\everyone picked on me.\But Miuna didn't pick on me.\Then, people were picking on Miuna... response:	And I was sort of relieved...
context: But I'm... I'm Miuna's friend too!\Huh?\She's my... she's my really good, dear friend!\When I was in second grade,\everyone picked on me.\But Miuna didn't pick on me.\Then, people were picking on Miuna...\And I was sort of relieved... response:	that it wasn't me getting picked on.
context: Huh?\She's my... she's my really good, dear friend!\When I was in second grade,\everyone picked on me.\But Miuna didn't pick on me.\Then, people were picking on Miuna...\And I was sort of relieved...\that it wasn't me getting picked on. response:	But Miuna...
context: She's my... she's my really good, dear friend!\When I was in second grade,\everyone picked on me.\But Miuna didn't pick on me.\Then, people were picking on Miuna...\And I was sort of relieved...\that it wasn't me getting picked on.\But Miuna... response:	No matter how much they ignored her...
context: When I was in second grade,\everyone picked on me.\But Miuna didn't pick on me.\Then, people were picking on Miuna...\And I was sort of relieved...\that it wasn't me getting picked on.\But Miuna...\No matter how much they ignored her... response:	She was totally fine.
context: everyone picked on me.\But Miuna didn't pick on me.\Then, people were picking on Miuna...\And I was sort of relieved...\that it wasn't me getting picked on.\But Miuna...\No matter how much they ignored her...\She was totally fine. response:	Hey.
context: But Miuna didn't pick on me.\Then, people were picking on Miuna...\And I was sort of relieved...\that it wasn't me getting picked on.\But Miuna...\No matter how much they ignored her...\She was totally fine.\Hey. response:	Why are you okay with that?
context: Then, people were picking on Miuna...\And I was sort of relieved...\that it wasn't me getting picked on.\But Miuna...\No matter how much they ignored her...\She was totally fine.\Hey.\Why are you okay with that? response:	Why are you okay with getting picked on...
context: And I was sort of relieved...\that it wasn't me getting picked on.\But Miuna...\No matter how much they ignored her...\She was totally fine.\Hey.\Why are you okay with that?\Why are you okay with getting picked on... response:	and people not liking you.
context: that it wasn't me getting picked on.\But Miuna...\No matter how much they ignored her...\She was totally fine.\Hey.\Why are you okay with that?\Why are you okay with getting picked on...\and people not liking you. response:	Because it doesn't matter.
context: But Miuna...\No matter how much they ignored her...\She was totally fine.\Hey.\Why are you okay with that?\Why are you okay with getting picked on...\and people not liking you.\Because it doesn't matter. response:	Because they're people I don't care about, that have nothing to do with me...
context: No matter how much they ignored her...\She was totally fine.\Hey.\Why are you okay with that?\Why are you okay with getting picked on...\and people not liking you.\Because it doesn't matter.\Because they're people I don't care about, that have nothing to do with me... response:	And I don't care what they think of me.
context: She was totally fine.\Hey.\Why are you okay with that?\Why are you okay with getting picked on...\and people not liking you.\Because it doesn't matter.\Because they're people I don't care about, that have nothing to do with me...\And I don't care what they think of me. response:	That's when...
context: Hey.\Why are you okay with that?\Why are you okay with getting picked on...\and people not liking you.\Because it doesn't matter.\Because they're people I don't care about, that have nothing to do with me...\And I don't care what they think of me.\That's when... response:	I thought I don't care what people think about me.
context: Why are you okay with that?\Why are you okay with getting picked on...\and people not liking you.\Because it doesn't matter.\Because they're people I don't care about, that have nothing to do with me...\And I don't care what they think of me.\That's when...\I thought I don't care what people think about me. response:	I don't care if people hate me.
context: Why are you okay with getting picked on...\and people not liking you.\Because it doesn't matter.\Because they're people I don't care about, that have nothing to do with me...\And I don't care what they think of me.\That's when...\I thought I don't care what people think about me.\I don't care if people hate me. response:	I wanted to be dear to Miuna.
context: and people not liking you.\Because it doesn't matter.\Because they're people I don't care about, that have nothing to do with me...\And I don't care what they think of me.\That's when...\I thought I don't care what people think about me.\I don't care if people hate me.\I wanted to be dear to Miuna. response:	Can you apologize to Hikari?
context: Because it doesn't matter.\Because they're people I don't care about, that have nothing to do with me...\And I don't care what they think of me.\That's when...\I thought I don't care what people think about me.\I don't care if people hate me.\I wanted to be dear to Miuna.\Can you apologize to Hikari? response:	Huh?
context: Because they're people I don't care about, that have nothing to do with me...\And I don't care what they think of me.\That's when...\I thought I don't care what people think about me.\I don't care if people hate me.\I wanted to be dear to Miuna.\Can you apologize to Hikari?\Huh? response:	Since you understand how dear someone can be to you, you can, right?
context: And I don't care what they think of me.\That's when...\I thought I don't care what people think about me.\I don't care if people hate me.\I wanted to be dear to Miuna.\Can you apologize to Hikari?\Huh?\Since you understand how dear someone can be to you, you can, right? response:	Yeah...
context: That's when...\I thought I don't care what people think about me.\I don't care if people hate me.\I wanted to be dear to Miuna.\Can you apologize to Hikari?\Huh?\Since you understand how dear someone can be to you, you can, right?\Yeah... response:	Good girl.
context: I thought I don't care what people think about me.\I don't care if people hate me.\I wanted to be dear to Miuna.\Can you apologize to Hikari?\Huh?\Since you understand how dear someone can be to you, you can, right?\Yeah...\Good girl. response:	I-I-I... I'm really sorry!
context: I don't care if people hate me.\I wanted to be dear to Miuna.\Can you apologize to Hikari?\Huh?\Since you understand how dear someone can be to you, you can, right?\Yeah...\Good girl.\I-I-I... I'm really sorry! response:	And so, please forgive her.
context: I wanted to be dear to Miuna.\Can you apologize to Hikari?\Huh?\Since you understand how dear someone can be to you, you can, right?\Yeah...\Good girl.\I-I-I... I'm really sorry!\And so, please forgive her. response:	You did...
context: Can you apologize to Hikari?\Huh?\Since you understand how dear someone can be to you, you can, right?\Yeah...\Good girl.\I-I-I... I'm really sorry!\And so, please forgive her.\You did... response:	Hii-kun...
context: Huh?\Since you understand how dear someone can be to you, you can, right?\Yeah...\Good girl.\I-I-I... I'm really sorry!\And so, please forgive her.\You did...\Hii-kun... response:	Then why did she...
context: Since you understand how dear someone can be to you, you can, right?\Yeah...\Good girl.\I-I-I... I'm really sorry!\And so, please forgive her.\You did...\Hii-kun...\Then why did she... response:	What's wrong?
context: Yeah...\Good girl.\I-I-I... I'm really sorry!\And so, please forgive her.\You did...\Hii-kun...\Then why did she...\What's wrong? response:	Oh... nothing.
context: Good girl.\I-I-I... I'm really sorry!\And so, please forgive her.\You did...\Hii-kun...\Then why did she...\What's wrong?\Oh... nothing. response:	Man, how lame.
context: I-I-I... I'm really sorry!\And so, please forgive her.\You did...\Hii-kun...\Then why did she...\What's wrong?\Oh... nothing.\Man, how lame. response:	You've got snot coming out your nose.
context: And so, please forgive her.\You did...\Hii-kun...\Then why did she...\What's wrong?\Oh... nothing.\Man, how lame.\You've got snot coming out your nose. response:	Sh-Shut up, you octopus!
context: You did...\Hii-kun...\Then why did she...\What's wrong?\Oh... nothing.\Man, how lame.\You've got snot coming out your nose.\Sh-Shut up, you octopus! response:	Octopus-sama!
context: Hii-kun...\Then why did she...\What's wrong?\Oh... nothing.\Man, how lame.\You've got snot coming out your nose.\Sh-Shut up, you octopus!\Octopus-sama! response:	Putting sama on the end doesn't make anything better!
context: Then why did she...\What's wrong?\Oh... nothing.\Man, how lame.\You've got snot coming out your nose.\Sh-Shut up, you octopus!\Octopus-sama!\Putting sama on the end doesn't make anything better! response:	I wanted to defend Hikari...
context: What's wrong?\Oh... nothing.\Man, how lame.\You've got snot coming out your nose.\Sh-Shut up, you octopus!\Octopus-sama!\Putting sama on the end doesn't make anything better!\I wanted to defend Hikari... response:	But...
context: Oh... nothing.\Man, how lame.\You've got snot coming out your nose.\Sh-Shut up, you octopus!\Octopus-sama!\Putting sama on the end doesn't make anything better!\I wanted to defend Hikari...\But... response:	You'll never be able to replace my mom!
context: Man, how lame.\You've got snot coming out your nose.\Sh-Shut up, you octopus!\Octopus-sama!\Putting sama on the end doesn't make anything better!\I wanted to defend Hikari...\But...\You'll never be able to replace my mom! response:	Dad is a man of the sea, after all...
context: You've got snot coming out your nose.\Sh-Shut up, you octopus!\Octopus-sama!\Putting sama on the end doesn't make anything better!\I wanted to defend Hikari...\But...\You'll never be able to replace my mom!\Dad is a man of the sea, after all... response:	Will you become a sea slug?
context: Sh-Shut up, you octopus!\Octopus-sama!\Putting sama on the end doesn't make anything better!\I wanted to defend Hikari...\But...\You'll never be able to replace my mom!\Dad is a man of the sea, after all...\Will you become a sea slug? response:	If you find a red one, what will you tell it?
context: Octopus-sama!\Putting sama on the end doesn't make anything better!\I wanted to defend Hikari...\But...\You'll never be able to replace my mom!\Dad is a man of the sea, after all...\Will you become a sea slug?\If you find a red one, what will you tell it? response:	Episode Five: Hey, Sea Slug
