context: It looks like the power consumption in this tower is mostly concentrated... response:	in two areas.
context: and talking about whether to let them live or die?!\If Sibyl is God, then who are you supposed to be? The Devil?\Don't make me laugh!\We're just human refuse who can do nothing but envy the happiness others have.\I don't care if thousands of citizens in this damn town end up dying.\But I can't stand the idea of the guys who're making them kill each other getting off scot-free.\You should be the first to die!\You should die over and over, once for each person you killed! response:	You've killed many latent criminals yourself, have you not?
context: If Sibyl is God, then who are you supposed to be? The Devil?\Don't make me laugh!\We're just human refuse who can do nothing but envy the happiness others have.\I don't care if thousands of citizens in this damn town end up dying.\But I can't stand the idea of the guys who're making them kill each other getting off scot-free.\You should be the first to die!\You should die over and over, once for each person you killed!\You've killed many latent criminals yourself, have you not? response:	Enforcer, how many times will you have to die?
context: Don't make me laugh!\We're just human refuse who can do nothing but envy the happiness others have.\I don't care if thousands of citizens in this damn town end up dying.\But I can't stand the idea of the guys who're making them kill each other getting off scot-free.\You should be the first to die!\You should die over and over, once for each person you killed!\You've killed many latent criminals yourself, have you not?\Enforcer, how many times will you have to die? response:	Well, if I really do end up in Hell the first time, I'm sure the man in charge can tell me.
context: We're just human refuse who can do nothing but envy the happiness others have.\I don't care if thousands of citizens in this damn town end up dying.\But I can't stand the idea of the guys who're making them kill each other getting off scot-free.\You should be the first to die!\You should die over and over, once for each person you killed!\You've killed many latent criminals yourself, have you not?\Enforcer, how many times will you have to die?\Well, if I really do end up in Hell the first time, I'm sure the man in charge can tell me. response:	And here I thought we could become friends.
context: I don't care if thousands of citizens in this damn town end up dying.\But I can't stand the idea of the guys who're making them kill each other getting off scot-free.\You should be the first to die!\You should die over and over, once for each person you killed!\You've killed many latent criminals yourself, have you not?\Enforcer, how many times will you have to die?\Well, if I really do end up in Hell the first time, I'm sure the man in charge can tell me.\And here I thought we could become friends. response:	My friends are fighting your boss upstairs.
context: But I can't stand the idea of the guys who're making them kill each other getting off scot-free.\You should be the first to die!\You should die over and over, once for each person you killed!\You've killed many latent criminals yourself, have you not?\Enforcer, how many times will you have to die?\Well, if I really do end up in Hell the first time, I'm sure the man in charge can tell me.\And here I thought we could become friends.\My friends are fighting your boss upstairs. response:	In other words, I won't betray them.
context: You should be the first to die!\You should die over and over, once for each person you killed!\You've killed many latent criminals yourself, have you not?\Enforcer, how many times will you have to die?\Well, if I really do end up in Hell the first time, I'm sure the man in charge can tell me.\And here I thought we could become friends.\My friends are fighting your boss upstairs.\In other words, I won't betray them. response:	I'll come over and kill you as soon as I can.
context: You should die over and over, once for each person you killed!\You've killed many latent criminals yourself, have you not?\Enforcer, how many times will you have to die?\Well, if I really do end up in Hell the first time, I'm sure the man in charge can tell me.\And here I thought we could become friends.\My friends are fighting your boss upstairs.\In other words, I won't betray them.\I'll come over and kill you as soon as I can. response:	Though, if you've got some time to spare,
context: You've killed many latent criminals yourself, have you not?\Enforcer, how many times will you have to die?\Well, if I really do end up in Hell the first time, I'm sure the man in charge can tell me.\And here I thought we could become friends.\My friends are fighting your boss upstairs.\In other words, I won't betray them.\I'll come over and kill you as soon as I can.\Though, if you've got some time to spare, response:	it'd be nice if you could destroy Sibyl before I get there.
context: Enforcer, how many times will you have to die?\Well, if I really do end up in Hell the first time, I'm sure the man in charge can tell me.\And here I thought we could become friends.\My friends are fighting your boss upstairs.\In other words, I won't betray them.\I'll come over and kill you as soon as I can.\Though, if you've got some time to spare,\it'd be nice if you could destroy Sibyl before I get there. response:	That way, the two things I hate most will disappear from this world at the same time.
context: Well, if I really do end up in Hell the first time, I'm sure the man in charge can tell me.\And here I thought we could become friends.\My friends are fighting your boss upstairs.\In other words, I won't betray them.\I'll come over and kill you as soon as I can.\Though, if you've got some time to spare,\it'd be nice if you could destroy Sibyl before I get there.\That way, the two things I hate most will disappear from this world at the same time. response:	I'll try my best, though the security on this last door is proving hard to crack.
context: And here I thought we could become friends.\My friends are fighting your boss upstairs.\In other words, I won't betray them.\I'll come over and kill you as soon as I can.\Though, if you've got some time to spare,\it'd be nice if you could destroy Sibyl before I get there.\That way, the two things I hate most will disappear from this world at the same time.\I'll try my best, though the security on this last door is proving hard to crack. response:	Makishima is in the very back of the top floor, by the emergency stairway!
context: My friends are fighting your boss upstairs.\In other words, I won't betray them.\I'll come over and kill you as soon as I can.\Though, if you've got some time to spare,\it'd be nice if you could destroy Sibyl before I get there.\That way, the two things I hate most will disappear from this world at the same time.\I'll try my best, though the security on this last door is proving hard to crack.\Makishima is in the very back of the top floor, by the emergency stairway! response:	There are no security cameras around there, so I can't help you!
context: In other words, I won't betray them.\I'll come over and kill you as soon as I can.\Though, if you've got some time to spare,\it'd be nice if you could destroy Sibyl before I get there.\That way, the two things I hate most will disappear from this world at the same time.\I'll try my best, though the security on this last door is proving hard to crack.\Makishima is in the very back of the top floor, by the emergency stairway!\There are no security cameras around there, so I can't help you! response:	That info is more than enough.
context: I'll come over and kill you as soon as I can.\Though, if you've got some time to spare,\it'd be nice if you could destroy Sibyl before I get there.\That way, the two things I hate most will disappear from this world at the same time.\I'll try my best, though the security on this last door is proving hard to crack.\Makishima is in the very back of the top floor, by the emergency stairway!\There are no security cameras around there, so I can't help you!\That info is more than enough. response:	Crime Coefficient is 24.
context: Though, if you've got some time to spare,\it'd be nice if you could destroy Sibyl before I get there.\That way, the two things I hate most will disappear from this world at the same time.\I'll try my best, though the security on this last door is proving hard to crack.\Makishima is in the very back of the top floor, by the emergency stairway!\There are no security cameras around there, so I can't help you!\That info is more than enough.\Crime Coefficient is 24. response:	Not a target for enforcement action.
context: it'd be nice if you could destroy Sibyl before I get there.\That way, the two things I hate most will disappear from this world at the same time.\I'll try my best, though the security on this last door is proving hard to crack.\Makishima is in the very back of the top floor, by the emergency stairway!\There are no security cameras around there, so I can't help you!\That info is more than enough.\Crime Coefficient is 24.\Not a target for enforcement action. response:	What?!
context: That way, the two things I hate most will disappear from this world at the same time.\I'll try my best, though the security on this last door is proving hard to crack.\Makishima is in the very back of the top floor, by the emergency stairway!\There are no security cameras around there, so I can't help you!\That info is more than enough.\Crime Coefficient is 24.\Not a target for enforcement action.\What?! response:	The trigger will be locked.
context: I'll try my best, though the security on this last door is proving hard to crack.\Makishima is in the very back of the top floor, by the emergency stairway!\There are no security cameras around there, so I can't help you!\That info is more than enough.\Crime Coefficient is 24.\Not a target for enforcement action.\What?!\The trigger will be locked. response:	Inspector?!
context: Makishima is in the very back of the top floor, by the emergency stairway!\There are no security cameras around there, so I can't help you!\That info is more than enough.\Crime Coefficient is 24.\Not a target for enforcement action.\What?!\The trigger will be locked.\Inspector?! response:	I'm okay.
context: There are no security cameras around there, so I can't help you!\That info is more than enough.\Crime Coefficient is 24.\Not a target for enforcement action.\What?!\The trigger will be locked.\Inspector?!\I'm okay. response:	But why didn't the Dominator work?
context: That info is more than enough.\Crime Coefficient is 24.\Not a target for enforcement action.\What?!\The trigger will be locked.\Inspector?!\I'm okay.\But why didn't the Dominator work? response:	How careless of me. Makishima's here.
context: Crime Coefficient is 24.\Not a target for enforcement action.\What?!\The trigger will be locked.\Inspector?!\I'm okay.\But why didn't the Dominator work?\How careless of me. Makishima's here. response:	His Psycho-Pass is being copied to their helmets.
context: Not a target for enforcement action.\What?!\The trigger will be locked.\Inspector?!\I'm okay.\But why didn't the Dominator work?\How careless of me. Makishima's here.\His Psycho-Pass is being copied to their helmets. response:	So I was wearing one for nothing, huh?
context: What?!\The trigger will be locked.\Inspector?!\I'm okay.\But why didn't the Dominator work?\How careless of me. Makishima's here.\His Psycho-Pass is being copied to their helmets.\So I was wearing one for nothing, huh? response:	Once I stop the bleeding, I'll catch up with you.
context: The trigger will be locked.\Inspector?!\I'm okay.\But why didn't the Dominator work?\How careless of me. Makishima's here.\His Psycho-Pass is being copied to their helmets.\So I was wearing one for nothing, huh?\Once I stop the bleeding, I'll catch up with you. response:	Please go on ahead!
context: Inspector?!\I'm okay.\But why didn't the Dominator work?\How careless of me. Makishima's here.\His Psycho-Pass is being copied to their helmets.\So I was wearing one for nothing, huh?\Once I stop the bleeding, I'll catch up with you.\Please go on ahead! response:	But you're...
context: I'm okay.\But why didn't the Dominator work?\How careless of me. Makishima's here.\His Psycho-Pass is being copied to their helmets.\So I was wearing one for nothing, huh?\Once I stop the bleeding, I'll catch up with you.\Please go on ahead!\But you're... response:	Don't let Makishima get away!
context: But why didn't the Dominator work?\How careless of me. Makishima's here.\His Psycho-Pass is being copied to their helmets.\So I was wearing one for nothing, huh?\Once I stop the bleeding, I'll catch up with you.\Please go on ahead!\But you're...\Don't let Makishima get away! response:	That's an order!
context: How careless of me. Makishima's here.\His Psycho-Pass is being copied to their helmets.\So I was wearing one for nothing, huh?\Once I stop the bleeding, I'll catch up with you.\Please go on ahead!\But you're...\Don't let Makishima get away!\That's an order! response:	Shit!
context: His Psycho-Pass is being copied to their helmets.\So I was wearing one for nothing, huh?\Once I stop the bleeding, I'll catch up with you.\Please go on ahead!\But you're...\Don't let Makishima get away!\That's an order!\Shit! response:	You fought quite well, considering your wounds.
context: So I was wearing one for nothing, huh?\Once I stop the bleeding, I'll catch up with you.\Please go on ahead!\But you're...\Don't let Makishima get away!\That's an order!\Shit!\You fought quite well, considering your wounds. response:	You are Kougami Shinya.
context: Once I stop the bleeding, I'll catch up with you.\Please go on ahead!\But you're...\Don't let Makishima get away!\That's an order!\Shit!\You fought quite well, considering your wounds.\You are Kougami Shinya. response:	You are Makishima Shougo!
context: Please go on ahead!\But you're...\Don't let Makishima get away!\That's an order!\Shit!\You fought quite well, considering your wounds.\You are Kougami Shinya.\You are Makishima Shougo! response:	Crime Coefficient is 0.
context: But you're...\Don't let Makishima get away!\That's an order!\Shit!\You fought quite well, considering your wounds.\You are Kougami Shinya.\You are Makishima Shougo!\Crime Coefficient is 0. response:	Justice is subject to dispute; might is easily recognized and is not disputed.
context: Don't let Makishima get away!\That's an order!\Shit!\You fought quite well, considering your wounds.\You are Kougami Shinya.\You are Makishima Shougo!\Crime Coefficient is 0.\Justice is subject to dispute; might is easily recognized and is not disputed. response:	So we cannot give might to justice.
context: That's an order!\Shit!\You fought quite well, considering your wounds.\You are Kougami Shinya.\You are Makishima Shougo!\Crime Coefficient is 0.\Justice is subject to dispute; might is easily recognized and is not disputed.\So we cannot give might to justice. response:	Sorry, but I have long since learned, as a measure of elementary hygiene,
context: Shit!\You fought quite well, considering your wounds.\You are Kougami Shinya.\You are Makishima Shougo!\Crime Coefficient is 0.\Justice is subject to dispute; might is easily recognized and is not disputed.\So we cannot give might to justice.\Sorry, but I have long since learned, as a measure of elementary hygiene, response:	to be on guard when anyone quotes Pascal.
context: You fought quite well, considering your wounds.\You are Kougami Shinya.\You are Makishima Shougo!\Crime Coefficient is 0.\Justice is subject to dispute; might is easily recognized and is not disputed.\So we cannot give might to justice.\Sorry, but I have long since learned, as a measure of elementary hygiene,\to be on guard when anyone quotes Pascal. response:	I knew you'd say that.
context: You are Kougami Shinya.\You are Makishima Shougo!\Crime Coefficient is 0.\Justice is subject to dispute; might is easily recognized and is not disputed.\So we cannot give might to justice.\Sorry, but I have long since learned, as a measure of elementary hygiene,\to be on guard when anyone quotes Pascal.\I knew you'd say that. response:	That's Ortega, right?
context: You are Makishima Shougo!\Crime Coefficient is 0.\Justice is subject to dispute; might is easily recognized and is not disputed.\So we cannot give might to justice.\Sorry, but I have long since learned, as a measure of elementary hygiene,\to be on guard when anyone quotes Pascal.\I knew you'd say that.\That's Ortega, right? response:	If you'd quoted Pascal, I would've said the same words to you.
context: Crime Coefficient is 0.\Justice is subject to dispute; might is easily recognized and is not disputed.\So we cannot give might to justice.\Sorry, but I have long since learned, as a measure of elementary hygiene,\to be on guard when anyone quotes Pascal.\I knew you'd say that.\That's Ortega, right?\If you'd quoted Pascal, I would've said the same words to you. response:	Finding something we agree on doesn't really make me happy.
context: Justice is subject to dispute; might is easily recognized and is not disputed.\So we cannot give might to justice.\Sorry, but I have long since learned, as a measure of elementary hygiene,\to be on guard when anyone quotes Pascal.\I knew you'd say that.\That's Ortega, right?\If you'd quoted Pascal, I would've said the same words to you.\Finding something we agree on doesn't really make me happy. response:	I'd love to talk the night away with you,
context: So we cannot give might to justice.\Sorry, but I have long since learned, as a measure of elementary hygiene,\to be on guard when anyone quotes Pascal.\I knew you'd say that.\That's Ortega, right?\If you'd quoted Pascal, I would've said the same words to you.\Finding something we agree on doesn't really make me happy.\I'd love to talk the night away with you, response:	but unfortunately I'm rather preoccupied at the moment.
context: Sorry, but I have long since learned, as a measure of elementary hygiene,\to be on guard when anyone quotes Pascal.\I knew you'd say that.\That's Ortega, right?\If you'd quoted Pascal, I would've said the same words to you.\Finding something we agree on doesn't really make me happy.\I'd love to talk the night away with you,\but unfortunately I'm rather preoccupied at the moment. response:	That's not my problem.
context: to be on guard when anyone quotes Pascal.\I knew you'd say that.\That's Ortega, right?\If you'd quoted Pascal, I would've said the same words to you.\Finding something we agree on doesn't really make me happy.\I'd love to talk the night away with you,\but unfortunately I'm rather preoccupied at the moment.\That's not my problem. response:	I'll kill you right here, right now.
context: I knew you'd say that.\That's Ortega, right?\If you'd quoted Pascal, I would've said the same words to you.\Finding something we agree on doesn't really make me happy.\I'd love to talk the night away with you,\but unfortunately I'm rather preoccupied at the moment.\That's not my problem.\I'll kill you right here, right now. response:	I'm surprised to hear those words from a detective.
context: That's Ortega, right?\If you'd quoted Pascal, I would've said the same words to you.\Finding something we agree on doesn't really make me happy.\I'd love to talk the night away with you,\but unfortunately I'm rather preoccupied at the moment.\That's not my problem.\I'll kill you right here, right now.\I'm surprised to hear those words from a detective. response:	There's no one else pulling your strings.
context: If you'd quoted Pascal, I would've said the same words to you.\Finding something we agree on doesn't really make me happy.\I'd love to talk the night away with you,\but unfortunately I'm rather preoccupied at the moment.\That's not my problem.\I'll kill you right here, right now.\I'm surprised to hear those words from a detective.\There's no one else pulling your strings. response:	All the other small-timers are just being manipulated by you.
context: Finding something we agree on doesn't really make me happy.\I'd love to talk the night away with you,\but unfortunately I'm rather preoccupied at the moment.\That's not my problem.\I'll kill you right here, right now.\I'm surprised to hear those words from a detective.\There's no one else pulling your strings.\All the other small-timers are just being manipulated by you. response:	There'll be time to investigate the truth behind this case after I kill you.
context: I'd love to talk the night away with you,\but unfortunately I'm rather preoccupied at the moment.\That's not my problem.\I'll kill you right here, right now.\I'm surprised to hear those words from a detective.\There's no one else pulling your strings.\All the other small-timers are just being manipulated by you.\There'll be time to investigate the truth behind this case after I kill you. response:	You know, the last time we met, I could've finished you off as you lay dying.
context: but unfortunately I'm rather preoccupied at the moment.\That's not my problem.\I'll kill you right here, right now.\I'm surprised to hear those words from a detective.\There's no one else pulling your strings.\All the other small-timers are just being manipulated by you.\There'll be time to investigate the truth behind this case after I kill you.\You know, the last time we met, I could've finished you off as you lay dying. response:	Don't you feel you owe me something for letting you live?
context: That's not my problem.\I'll kill you right here, right now.\I'm surprised to hear those words from a detective.\There's no one else pulling your strings.\All the other small-timers are just being manipulated by you.\There'll be time to investigate the truth behind this case after I kill you.\You know, the last time we met, I could've finished you off as you lay dying.\Don't you feel you owe me something for letting you live? response:	Sorry, but you might end up regretting that decision!
context: I'll kill you right here, right now.\I'm surprised to hear those words from a detective.\There's no one else pulling your strings.\All the other small-timers are just being manipulated by you.\There'll be time to investigate the truth behind this case after I kill you.\You know, the last time we met, I could've finished you off as you lay dying.\Don't you feel you owe me something for letting you live?\Sorry, but you might end up regretting that decision! response:	Don't you want to know the truth about the Sibyl System?!
context: I'm surprised to hear those words from a detective.\There's no one else pulling your strings.\All the other small-timers are just being manipulated by you.\There'll be time to investigate the truth behind this case after I kill you.\You know, the last time we met, I could've finished you off as you lay dying.\Don't you feel you owe me something for letting you live?\Sorry, but you might end up regretting that decision!\Don't you want to know the truth about the Sibyl System?! response:	That can wait!
context: There's no one else pulling your strings.\All the other small-timers are just being manipulated by you.\There'll be time to investigate the truth behind this case after I kill you.\You know, the last time we met, I could've finished you off as you lay dying.\Don't you feel you owe me something for letting you live?\Sorry, but you might end up regretting that decision!\Don't you want to know the truth about the Sibyl System?!\That can wait! response:	I had hoped this would end in a less disappointing manner.
context: All the other small-timers are just being manipulated by you.\There'll be time to investigate the truth behind this case after I kill you.\You know, the last time we met, I could've finished you off as you lay dying.\Don't you feel you owe me something for letting you live?\Sorry, but you might end up regretting that decision!\Don't you want to know the truth about the Sibyl System?!\That can wait!\I had hoped this would end in a less disappointing manner. response:	Even so, for the first time in a long while, I was able to leave my daily tedium behind.
context: There'll be time to investigate the truth behind this case after I kill you.\You know, the last time we met, I could've finished you off as you lay dying.\Don't you feel you owe me something for letting you live?\Sorry, but you might end up regretting that decision!\Don't you want to know the truth about the Sibyl System?!\That can wait!\I had hoped this would end in a less disappointing manner.\Even so, for the first time in a long while, I was able to leave my daily tedium behind. response:	I appreciate it.
context: You know, the last time we met, I could've finished you off as you lay dying.\Don't you feel you owe me something for letting you live?\Sorry, but you might end up regretting that decision!\Don't you want to know the truth about the Sibyl System?!\That can wait!\I had hoped this would end in a less disappointing manner.\Even so, for the first time in a long while, I was able to leave my daily tedium behind.\I appreciate it. response:	Kougami!
context: Don't you feel you owe me something for letting you live?\Sorry, but you might end up regretting that decision!\Don't you want to know the truth about the Sibyl System?!\That can wait!\I had hoped this would end in a less disappointing manner.\Even so, for the first time in a long while, I was able to leave my daily tedium behind.\I appreciate it.\Kougami! response:	Inspector...
context: Sorry, but you might end up regretting that decision!\Don't you want to know the truth about the Sibyl System?!\That can wait!\I had hoped this would end in a less disappointing manner.\Even so, for the first time in a long while, I was able to leave my daily tedium behind.\I appreciate it.\Kougami!\Inspector... response:	Kill him.
context: Don't you want to know the truth about the Sibyl System?!\That can wait!\I had hoped this would end in a less disappointing manner.\Even so, for the first time in a long while, I was able to leave my daily tedium behind.\I appreciate it.\Kougami!\Inspector...\Kill him. response:	Makishima Shougo.
context: That can wait!\I had hoped this would end in a less disappointing manner.\Even so, for the first time in a long while, I was able to leave my daily tedium behind.\I appreciate it.\Kougami!\Inspector...\Kill him.\Makishima Shougo. response:	You're under arrest.
context: I had hoped this would end in a less disappointing manner.\Even so, for the first time in a long while, I was able to leave my daily tedium behind.\I appreciate it.\Kougami!\Inspector...\Kill him.\Makishima Shougo.\You're under arrest. response:	What the hell is this?!
context: Even so, for the first time in a long while, I was able to leave my daily tedium behind.\I appreciate it.\Kougami!\Inspector...\Kill him.\Makishima Shougo.\You're under arrest.\What the hell is this?! response:	This is the true form of the Sibyl System!
context: I appreciate it.\Kougami!\Inspector...\Kill him.\Makishima Shougo.\You're under arrest.\What the hell is this?!\This is the true form of the Sibyl System! response:	We don't even have to destroy this.
context: Kougami!\Inspector...\Kill him.\Makishima Shougo.\You're under arrest.\What the hell is this?!\This is the true form of the Sibyl System!\We don't even have to destroy this. response:	If we make this public, it'll be the end of this country.
context: Inspector...\Kill him.\Makishima Shougo.\You're under arrest.\What the hell is this?!\This is the true form of the Sibyl System!\We don't even have to destroy this.\If we make this public, it'll be the end of this country. response:	And this time, people will riot for real.
context: Kill him.\Makishima Shougo.\You're under arrest.\What the hell is this?!\This is the true form of the Sibyl System!\We don't even have to destroy this.\If we make this public, it'll be the end of this country.\And this time, people will riot for real. response:	No one will be able to stop them!
context: Makishima Shougo.\You're under arrest.\What the hell is this?!\This is the true form of the Sibyl System!\We don't even have to destroy this.\If we make this public, it'll be the end of this country.\And this time, people will riot for real.\No one will be able to stop them! response:	Target's Threat Judgment has been updated.
context: You're under arrest.\What the hell is this?!\This is the true form of the Sibyl System!\We don't even have to destroy this.\If we make this public, it'll be the end of this country.\And this time, people will riot for real.\No one will be able to stop them!\Target's Threat Judgment has been updated. response:	Enforcement mode is Lethal Eliminator.
context: What the hell is this?!\This is the true form of the Sibyl System!\We don't even have to destroy this.\If we make this public, it'll be the end of this country.\And this time, people will riot for real.\No one will be able to stop them!\Target's Threat Judgment has been updated.\Enforcement mode is Lethal Eliminator. response:	Aim carefully and eliminate the target.
context: This is the true form of the Sibyl System!\We don't even have to destroy this.\If we make this public, it'll be the end of this country.\And this time, people will riot for real.\No one will be able to stop them!\Target's Threat Judgment has been updated.\Enforcement mode is Lethal Eliminator.\Aim carefully and eliminate the target. response:	Ch-Chief?!
context: We don't even have to destroy this.\If we make this public, it'll be the end of this country.\And this time, people will riot for real.\No one will be able to stop them!\Target's Threat Judgment has been updated.\Enforcement mode is Lethal Eliminator.\Aim carefully and eliminate the target.\Ch-Chief?! response:	You're...
context: If we make this public, it'll be the end of this country.\And this time, people will riot for real.\No one will be able to stop them!\Target's Threat Judgment has been updated.\Enforcement mode is Lethal Eliminator.\Aim carefully and eliminate the target.\Ch-Chief?!\You're... response:	Enforcement mode is Non-Lethal Paralyzer.
context: And this time, people will riot for real.\No one will be able to stop them!\Target's Threat Judgment has been updated.\Enforcement mode is Lethal Eliminator.\Aim carefully and eliminate the target.\Ch-Chief?!\You're...\Enforcement mode is Non-Lethal Paralyzer. response:	Aim calmly... and bring... the...
context: No one will be able to stop them!\Target's Threat Judgment has been updated.\Enforcement mode is Lethal Eliminator.\Aim carefully and eliminate the target.\Ch-Chief?!\You're...\Enforcement mode is Non-Lethal Paralyzer.\Aim calmly... and bring... the... response:	Oh, gimme a break... This bites.
context: Target's Threat Judgment has been updated.\Enforcement mode is Lethal Eliminator.\Aim carefully and eliminate the target.\Ch-Chief?!\You're...\Enforcement mode is Non-Lethal Paralyzer.\Aim calmly... and bring... the...\Oh, gimme a break... This bites. response:	There's no way I could love anyone,
context: Enforcement mode is Lethal Eliminator.\Aim carefully and eliminate the target.\Ch-Chief?!\You're...\Enforcement mode is Non-Lethal Paralyzer.\Aim calmly... and bring... the...\Oh, gimme a break... This bites.\There's no way I could love anyone, response:	There's no way I could love anyone,
context: Aim carefully and eliminate the target.\Ch-Chief?!\You're...\Enforcement mode is Non-Lethal Paralyzer.\Aim calmly... and bring... the...\Oh, gimme a break... This bites.\There's no way I could love anyone,\There's no way I could love anyone, response:	but I wish to be loved by someone in turn
context: Ch-Chief?!\You're...\Enforcement mode is Non-Lethal Paralyzer.\Aim calmly... and bring... the...\Oh, gimme a break... This bites.\There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn response:	but I wish to be loved by someone in turn
context: You're...\Enforcement mode is Non-Lethal Paralyzer.\Aim calmly... and bring... the...\Oh, gimme a break... This bites.\There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn response:	The world may not have
context: Enforcement mode is Non-Lethal Paralyzer.\Aim calmly... and bring... the...\Oh, gimme a break... This bites.\There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have response:	The world may not have
context: Aim calmly... and bring... the...\Oh, gimme a break... This bites.\There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have\The world may not have response:	ended yesterday after all,
context: Oh, gimme a break... This bites.\There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have\The world may not have\ended yesterday after all, response:	ended yesterday after all,
context: There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all, response:	but we will not budge
context: There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge response:	but we will not budge
context: but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge response:	from where we are
context: but I wish to be loved by someone in turn\The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge\from where we are response:	from where we are
context: The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge\from where we are\from where we are response:	God, in favor of which parts have you left us?
context: The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us? response:	God, in favor of which parts have you left us?
context: ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us? response:	I receive no reply
context: ended yesterday after all,\but we will not budge\but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply response:	I receive no reply
context: but we will not budge\but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply response:	I never do
context: but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do response:	I never do
context: from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do\I never do response:	Are you still here?
context: from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do\I never do\Are you still here? response:	Are you still here?
context: God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do\I never do\Are you still here?\Are you still here? response:	You'll never walk alone
context: God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do\I never do\Are you still here?\Are you still here?\You'll never walk alone response:	You'll never walk alone
context: I receive no reply\I receive no reply\I never do\I never do\Are you still here?\Are you still here?\You'll never walk alone\You'll never walk alone response:	I walk with you
context: I receive no reply\I never do\I never do\Are you still here?\Are you still here?\You'll never walk alone\You'll never walk alone\I walk with you response:	I walk with you
context: I never do\I never do\Are you still here?\Are you still here?\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you response:	I will share all your sins
context: I never do\Are you still here?\Are you still here?\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins response:	I will share all your sins
context: Are you still here?\Are you still here?\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins response:	Together with you
context: Are you still here?\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you response:	Together with you
context: You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you response:	I walk
context: You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you\I walk response:	I walk
context: I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you\I walk\I walk response:	a trackless path
context: I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you\I walk\I walk\a trackless path response:	a trackless path
context: I will share all your sins\I will share all your sins\Together with you\Together with you\I walk\I walk\a trackless path\a trackless path response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: I will share all your sins\Together with you\Together with you\I walk\I walk\a trackless path\a trackless path\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: Together with you\Together with you\I walk\I walk\a trackless path\a trackless path\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
