context: Composing Message response:	Eat up.
context: was my first kiss.\I guess he didn't come after all.\Sorry for making you wait in the cold with me, Hau-hau.\Wait. You don't know yet.\I'll try calling Soichiro-kun and get him to call Mitaka.\It's fine, really.\What?\I'll have plenty of other chances to go after him! response:	I know! I'll buy you a bun to thank you for staying with me.
context: I guess he didn't come after all.\Sorry for making you wait in the cold with me, Hau-hau.\Wait. You don't know yet.\I'll try calling Soichiro-kun and get him to call Mitaka.\It's fine, really.\What?\I'll have plenty of other chances to go after him!\I know! I'll buy you a bun to thank you for staying with me. response:	You can have a pork bun, a red bean bun, or even a pizza bun.
context: Sorry for making you wait in the cold with me, Hau-hau.\Wait. You don't know yet.\I'll try calling Soichiro-kun and get him to call Mitaka.\It's fine, really.\What?\I'll have plenty of other chances to go after him!\I know! I'll buy you a bun to thank you for staying with me.\You can have a pork bun, a red bean bun, or even a pizza bun. response:	Now, let's bun!
context: Wait. You don't know yet.\I'll try calling Soichiro-kun and get him to call Mitaka.\It's fine, really.\What?\I'll have plenty of other chances to go after him!\I know! I'll buy you a bun to thank you for staying with me.\You can have a pork bun, a red bean bun, or even a pizza bun.\Now, let's bun! response:	Misaki?
context: I'll try calling Soichiro-kun and get him to call Mitaka.\It's fine, really.\What?\I'll have plenty of other chances to go after him!\I know! I'll buy you a bun to thank you for staying with me.\You can have a pork bun, a red bean bun, or even a pizza bun.\Now, let's bun!\Misaki? response:	Bun!
context: It's fine, really.\What?\I'll have plenty of other chances to go after him!\I know! I'll buy you a bun to thank you for staying with me.\You can have a pork bun, a red bean bun, or even a pizza bun.\Now, let's bun!\Misaki?\Bun! response:	This has happened before.
context: What?\I'll have plenty of other chances to go after him!\I know! I'll buy you a bun to thank you for staying with me.\You can have a pork bun, a red bean bun, or even a pizza bun.\Now, let's bun!\Misaki?\Bun!\This has happened before. response:	Aoyama!
context: I'll have plenty of other chances to go after him!\I know! I'll buy you a bun to thank you for staying with me.\You can have a pork bun, a red bean bun, or even a pizza bun.\Now, let's bun!\Misaki?\Bun!\This has happened before.\Aoyama! response:	Y-Yes?!
context: I know! I'll buy you a bun to thank you for staying with me.\You can have a pork bun, a red bean bun, or even a pizza bun.\Now, let's bun!\Misaki?\Bun!\This has happened before.\Aoyama!\Y-Yes?! response:	Do you want to practice your script?
context: You can have a pork bun, a red bean bun, or even a pizza bun.\Now, let's bun!\Misaki?\Bun!\This has happened before.\Aoyama!\Y-Yes?!\Do you want to practice your script? response:	What?
context: Now, let's bun!\Misaki?\Bun!\This has happened before.\Aoyama!\Y-Yes?!\Do you want to practice your script?\What? response:	Since we're riding a bike, it's harder for us to hear each other.
context: Misaki?\Bun!\This has happened before.\Aoyama!\Y-Yes?!\Do you want to practice your script?\What?\Since we're riding a bike, it's harder for us to hear each other. response:	We'll have to speak up, so it'll be good for practicing your projection, right?
context: Bun!\This has happened before.\Aoyama!\Y-Yes?!\Do you want to practice your script?\What?\Since we're riding a bike, it's harder for us to hear each other.\We'll have to speak up, so it'll be good for practicing your projection, right? response:	Kanda-kun, you're always so kind.
context: This has happened before.\Aoyama!\Y-Yes?!\Do you want to practice your script?\What?\Since we're riding a bike, it's harder for us to hear each other.\We'll have to speak up, so it'll be good for practicing your projection, right?\Kanda-kun, you're always so kind. response:	Sure.
context: Aoyama!\Y-Yes?!\Do you want to practice your script?\What?\Since we're riding a bike, it's harder for us to hear each other.\We'll have to speak up, so it'll be good for practicing your projection, right?\Kanda-kun, you're always so kind.\Sure. response:	All right.
context: Y-Yes?!\Do you want to practice your script?\What?\Since we're riding a bike, it's harder for us to hear each other.\We'll have to speak up, so it'll be good for practicing your projection, right?\Kanda-kun, you're always so kind.\Sure.\All right. response:	Um, what did you want to talk to me about?
context: Do you want to practice your script?\What?\Since we're riding a bike, it's harder for us to hear each other.\We'll have to speak up, so it'll be good for practicing your projection, right?\Kanda-kun, you're always so kind.\Sure.\All right.\Um, what did you want to talk to me about? response:	It's actually pretty important, I guess.
context: What?\Since we're riding a bike, it's harder for us to hear each other.\We'll have to speak up, so it'll be good for practicing your projection, right?\Kanda-kun, you're always so kind.\Sure.\All right.\Um, what did you want to talk to me about?\It's actually pretty important, I guess. response:	He's always so close to my heart.
context: Since we're riding a bike, it's harder for us to hear each other.\We'll have to speak up, so it'll be good for practicing your projection, right?\Kanda-kun, you're always so kind.\Sure.\All right.\Um, what did you want to talk to me about?\It's actually pretty important, I guess.\He's always so close to my heart. response:	There's actually something I've always wanted to tell you...
context: We'll have to speak up, so it'll be good for practicing your projection, right?\Kanda-kun, you're always so kind.\Sure.\All right.\Um, what did you want to talk to me about?\It's actually pretty important, I guess.\He's always so close to my heart.\There's actually something I've always wanted to tell you... response:	Really?
context: Kanda-kun, you're always so kind.\Sure.\All right.\Um, what did you want to talk to me about?\It's actually pretty important, I guess.\He's always so close to my heart.\There's actually something I've always wanted to tell you...\Really? response:	Yeah.
context: Sure.\All right.\Um, what did you want to talk to me about?\It's actually pretty important, I guess.\He's always so close to my heart.\There's actually something I've always wanted to tell you...\Really?\Yeah. response:	I've always... always...
context: All right.\Um, what did you want to talk to me about?\It's actually pretty important, I guess.\He's always so close to my heart.\There's actually something I've always wanted to tell you...\Really?\Yeah.\I've always... always... response:	I've always loved you.
context: Um, what did you want to talk to me about?\It's actually pretty important, I guess.\He's always so close to my heart.\There's actually something I've always wanted to tell you...\Really?\Yeah.\I've always... always...\I've always loved you. response:	I love you.
context: It's actually pretty important, I guess.\He's always so close to my heart.\There's actually something I've always wanted to tell you...\Really?\Yeah.\I've always... always...\I've always loved you.\I love you. response:	Aoyama. I, u-um...
context: He's always so close to my heart.\There's actually something I've always wanted to tell you...\Really?\Yeah.\I've always... always...\I've always loved you.\I love you.\Aoyama. I, u-um... response:	How was that? Was it believable?
context: There's actually something I've always wanted to tell you...\Really?\Yeah.\I've always... always...\I've always loved you.\I love you.\Aoyama. I, u-um...\How was that? Was it believable? response:	Oh, yeah. You surprised me.
context: Really?\Yeah.\I've always... always...\I've always loved you.\I love you.\Aoyama. I, u-um...\How was that? Was it believable?\Oh, yeah. You surprised me. response:	Y-You're right. There's no way...
context: Yeah.\I've always... always...\I've always loved you.\I love you.\Aoyama. I, u-um...\How was that? Was it believable?\Oh, yeah. You surprised me.\Y-You're right. There's no way... response:	This is close enough. I think I'll make it.
context: I've always... always...\I've always loved you.\I love you.\Aoyama. I, u-um...\How was that? Was it believable?\Oh, yeah. You surprised me.\Y-You're right. There's no way...\This is close enough. I think I'll make it. response:	Thanks, Kanda-kun. See you later.
context: I've always loved you.\I love you.\Aoyama. I, u-um...\How was that? Was it believable?\Oh, yeah. You surprised me.\Y-You're right. There's no way...\This is close enough. I think I'll make it.\Thanks, Kanda-kun. See you later. response:	Aoyama.
context: I love you.\Aoyama. I, u-um...\How was that? Was it believable?\Oh, yeah. You surprised me.\Y-You're right. There's no way...\This is close enough. I think I'll make it.\Thanks, Kanda-kun. See you later.\Aoyama. response:	Shiina's still waiting for me!
context: Aoyama. I, u-um...\How was that? Was it believable?\Oh, yeah. You surprised me.\Y-You're right. There's no way...\This is close enough. I think I'll make it.\Thanks, Kanda-kun. See you later.\Aoyama.\Shiina's still waiting for me! response:	I can't...
context: How was that? Was it believable?\Oh, yeah. You surprised me.\Y-You're right. There's no way...\This is close enough. I think I'll make it.\Thanks, Kanda-kun. See you later.\Aoyama.\Shiina's still waiting for me!\I can't... response:	My legs feel so weak...
context: Oh, yeah. You surprised me.\Y-You're right. There's no way...\This is close enough. I think I'll make it.\Thanks, Kanda-kun. See you later.\Aoyama.\Shiina's still waiting for me!\I can't...\My legs feel so weak... response:	One last spurt!
context: Y-You're right. There's no way...\This is close enough. I think I'll make it.\Thanks, Kanda-kun. See you later.\Aoyama.\Shiina's still waiting for me!\I can't...\My legs feel so weak...\One last spurt! response:	If she's still waiting for me...
context: This is close enough. I think I'll make it.\Thanks, Kanda-kun. See you later.\Aoyama.\Shiina's still waiting for me!\I can't...\My legs feel so weak...\One last spurt!\If she's still waiting for me... response:	Today is Valentine's Day.
context: Thanks, Kanda-kun. See you later.\Aoyama.\Shiina's still waiting for me!\I can't...\My legs feel so weak...\One last spurt!\If she's still waiting for me...\Today is Valentine's Day. response:	Shiina!
context: Aoyama.\Shiina's still waiting for me!\I can't...\My legs feel so weak...\One last spurt!\If she's still waiting for me...\Today is Valentine's Day.\Shiina! response:	She left already...
context: Shiina's still waiting for me!\I can't...\My legs feel so weak...\One last spurt!\If she's still waiting for me...\Today is Valentine's Day.\Shiina!\She left already... response:	Shiina.
context: I can't...\My legs feel so weak...\One last spurt!\If she's still waiting for me...\Today is Valentine's Day.\Shiina!\She left already...\Shiina. response:	Sorry I'm late.
context: My legs feel so weak...\One last spurt!\If she's still waiting for me...\Today is Valentine's Day.\Shiina!\She left already...\Shiina.\Sorry I'm late. response:	You always break your promises.
context: One last spurt!\If she's still waiting for me...\Today is Valentine's Day.\Shiina!\She left already...\Shiina.\Sorry I'm late.\You always break your promises. response:	I told you, I'm sorry.
context: If she's still waiting for me...\Today is Valentine's Day.\Shiina!\She left already...\Shiina.\Sorry I'm late.\You always break your promises.\I told you, I'm sorry. response:	When it's just the two of us, call me Mashiro.
context: Today is Valentine's Day.\Shiina!\She left already...\Shiina.\Sorry I'm late.\You always break your promises.\I told you, I'm sorry.\When it's just the two of us, call me Mashiro. response:	S-Sorry, Mashiro.
context: Shiina!\She left already...\Shiina.\Sorry I'm late.\You always break your promises.\I told you, I'm sorry.\When it's just the two of us, call me Mashiro.\S-Sorry, Mashiro. response:	You can have this.
context: She left already...\Shiina.\Sorry I'm late.\You always break your promises.\I told you, I'm sorry.\When it's just the two of us, call me Mashiro.\S-Sorry, Mashiro.\You can have this. response:	B-Bamboo shoots?
context: Shiina.\Sorry I'm late.\You always break your promises.\I told you, I'm sorry.\When it's just the two of us, call me Mashiro.\S-Sorry, Mashiro.\You can have this.\B-Bamboo shoots? response:	Valentine's Day is chocolate day.
context: Sorry I'm late.\You always break your promises.\I told you, I'm sorry.\When it's just the two of us, call me Mashiro.\S-Sorry, Mashiro.\You can have this.\B-Bamboo shoots?\Valentine's Day is chocolate day. response:	Thanks.
context: You always break your promises.\I told you, I'm sorry.\When it's just the two of us, call me Mashiro.\S-Sorry, Mashiro.\You can have this.\B-Bamboo shoots?\Valentine's Day is chocolate day.\Thanks. response:	But you could've waited until we got back to Sakura Hall.
context: I told you, I'm sorry.\When it's just the two of us, call me Mashiro.\S-Sorry, Mashiro.\You can have this.\B-Bamboo shoots?\Valentine's Day is chocolate day.\Thanks.\But you could've waited until we got back to Sakura Hall. response:	I wanted to do it normally.
context: When it's just the two of us, call me Mashiro.\S-Sorry, Mashiro.\You can have this.\B-Bamboo shoots?\Valentine's Day is chocolate day.\Thanks.\But you could've waited until we got back to Sakura Hall.\I wanted to do it normally. response:	Normally?
context: S-Sorry, Mashiro.\You can have this.\B-Bamboo shoots?\Valentine's Day is chocolate day.\Thanks.\But you could've waited until we got back to Sakura Hall.\I wanted to do it normally.\Normally? response:	There were lots of girls giving their chocolate to guys on the roof.
context: You can have this.\B-Bamboo shoots?\Valentine's Day is chocolate day.\Thanks.\But you could've waited until we got back to Sakura Hall.\I wanted to do it normally.\Normally?\There were lots of girls giving their chocolate to guys on the roof. response:	Even in the manga Ayano gave me.
context: B-Bamboo shoots?\Valentine's Day is chocolate day.\Thanks.\But you could've waited until we got back to Sakura Hall.\I wanted to do it normally.\Normally?\There were lots of girls giving their chocolate to guys on the roof.\Even in the manga Ayano gave me. response:	I'm not normal.
context: Valentine's Day is chocolate day.\Thanks.\But you could've waited until we got back to Sakura Hall.\I wanted to do it normally.\Normally?\There were lots of girls giving their chocolate to guys on the roof.\Even in the manga Ayano gave me.\I'm not normal. response:	That's why I haven't understood you recently.
context: Thanks.\But you could've waited until we got back to Sakura Hall.\I wanted to do it normally.\Normally?\There were lots of girls giving their chocolate to guys on the roof.\Even in the manga Ayano gave me.\I'm not normal.\That's why I haven't understood you recently. response:	Me?
context: But you could've waited until we got back to Sakura Hall.\I wanted to do it normally.\Normally?\There were lots of girls giving their chocolate to guys on the roof.\Even in the manga Ayano gave me.\I'm not normal.\That's why I haven't understood you recently.\Me? response:	You're so far away.
context: I wanted to do it normally.\Normally?\There were lots of girls giving their chocolate to guys on the roof.\Even in the manga Ayano gave me.\I'm not normal.\That's why I haven't understood you recently.\Me?\You're so far away. response:	F-Far away?
context: Normally?\There were lots of girls giving their chocolate to guys on the roof.\Even in the manga Ayano gave me.\I'm not normal.\That's why I haven't understood you recently.\Me?\You're so far away.\F-Far away? response:	You're saying I'm...
context: There were lots of girls giving their chocolate to guys on the roof.\Even in the manga Ayano gave me.\I'm not normal.\That's why I haven't understood you recently.\Me?\You're so far away.\F-Far away?\You're saying I'm... response:	You get along well with Yuko.
context: Even in the manga Ayano gave me.\I'm not normal.\That's why I haven't understood you recently.\Me?\You're so far away.\F-Far away?\You're saying I'm...\You get along well with Yuko. response:	That's because she's my sister.
context: I'm not normal.\That's why I haven't understood you recently.\Me?\You're so far away.\F-Far away?\You're saying I'm...\You get along well with Yuko.\That's because she's my sister. response:	Then, what about Nanami?
context: That's why I haven't understood you recently.\Me?\You're so far away.\F-Far away?\You're saying I'm...\You get along well with Yuko.\That's because she's my sister.\Then, what about Nanami? response:	Aoyama?
context: Me?\You're so far away.\F-Far away?\You're saying I'm...\You get along well with Yuko.\That's because she's my sister.\Then, what about Nanami?\Aoyama? response:	You went to Nanami's side today.
context: You're so far away.\F-Far away?\You're saying I'm...\You get along well with Yuko.\That's because she's my sister.\Then, what about Nanami?\Aoyama?\You went to Nanami's side today. response:	Of course I did.
context: F-Far away?\You're saying I'm...\You get along well with Yuko.\That's because she's my sister.\Then, what about Nanami?\Aoyama?\You went to Nanami's side today.\Of course I did. response:	Today's an important day for Aoyama.
context: You're saying I'm...\You get along well with Yuko.\That's because she's my sister.\Then, what about Nanami?\Aoyama?\You went to Nanami's side today.\Of course I did.\Today's an important day for Aoyama. response:	It was an important day for me, too.
context: You get along well with Yuko.\That's because she's my sister.\Then, what about Nanami?\Aoyama?\You went to Nanami's side today.\Of course I did.\Today's an important day for Aoyama.\It was an important day for me, too. response:	You didn't say to me that we'd work hard together.
context: That's because she's my sister.\Then, what about Nanami?\Aoyama?\You went to Nanami's side today.\Of course I did.\Today's an important day for Aoyama.\It was an important day for me, too.\You didn't say to me that we'd work hard together. response:	Together?
context: Then, what about Nanami?\Aoyama?\You went to Nanami's side today.\Of course I did.\Today's an important day for Aoyama.\It was an important day for me, too.\You didn't say to me that we'd work hard together.\Together? response:	But you're already a professional.
context: Aoyama?\You went to Nanami's side today.\Of course I did.\Today's an important day for Aoyama.\It was an important day for me, too.\You didn't say to me that we'd work hard together.\Together?\But you're already a professional. response:	You're leagues ahead of...
context: You went to Nanami's side today.\Of course I did.\Today's an important day for Aoyama.\It was an important day for me, too.\You didn't say to me that we'd work hard together.\Together?\But you're already a professional.\You're leagues ahead of... response:	That's it.
context: Of course I did.\Today's an important day for Aoyama.\It was an important day for me, too.\You didn't say to me that we'd work hard together.\Together?\But you're already a professional.\You're leagues ahead of...\That's it. response:	Shiina's always been running way ahead of me.
context: Today's an important day for Aoyama.\It was an important day for me, too.\You didn't say to me that we'd work hard together.\Together?\But you're already a professional.\You're leagues ahead of...\That's it.\Shiina's always been running way ahead of me. response:	She's so far ahead, I can't even see her back.
context: It was an important day for me, too.\You didn't say to me that we'd work hard together.\Together?\But you're already a professional.\You're leagues ahead of...\That's it.\Shiina's always been running way ahead of me.\She's so far ahead, I can't even see her back. response:	But I'm not the only one who can't see.
context: You didn't say to me that we'd work hard together.\Together?\But you're already a professional.\You're leagues ahead of...\That's it.\Shiina's always been running way ahead of me.\She's so far ahead, I can't even see her back.\But I'm not the only one who can't see. response:	If Shiina looks back,
context: Together?\But you're already a professional.\You're leagues ahead of...\That's it.\Shiina's always been running way ahead of me.\She's so far ahead, I can't even see her back.\But I'm not the only one who can't see.\If Shiina looks back, response:	she can't see me, either.
context: But you're already a professional.\You're leagues ahead of...\That's it.\Shiina's always been running way ahead of me.\She's so far ahead, I can't even see her back.\But I'm not the only one who can't see.\If Shiina looks back,\she can't see me, either. response:	I was looking forward to this, too.
context: You're leagues ahead of...\That's it.\Shiina's always been running way ahead of me.\She's so far ahead, I can't even see her back.\But I'm not the only one who can't see.\If Shiina looks back,\she can't see me, either.\I was looking forward to this, too. response:	Sorata?
context: That's it.\Shiina's always been running way ahead of me.\She's so far ahead, I can't even see her back.\But I'm not the only one who can't see.\If Shiina looks back,\she can't see me, either.\I was looking forward to this, too.\Sorata? response:	I thought you might give me some chocolate.
context: Shiina's always been running way ahead of me.\She's so far ahead, I can't even see her back.\But I'm not the only one who can't see.\If Shiina looks back,\she can't see me, either.\I was looking forward to this, too.\Sorata?\I thought you might give me some chocolate. response:	After I received your text during class,
context: She's so far ahead, I can't even see her back.\But I'm not the only one who can't see.\If Shiina looks back,\she can't see me, either.\I was looking forward to this, too.\Sorata?\I thought you might give me some chocolate.\After I received your text during class, response:	I couldn't wait for school to end.
context: But I'm not the only one who can't see.\If Shiina looks back,\she can't see me, either.\I was looking forward to this, too.\Sorata?\I thought you might give me some chocolate.\After I received your text during class,\I couldn't wait for school to end. response:	Really? Does the chocolate make you happy?
context: If Shiina looks back,\she can't see me, either.\I was looking forward to this, too.\Sorata?\I thought you might give me some chocolate.\After I received your text during class,\I couldn't wait for school to end.\Really? Does the chocolate make you happy? response:	The bamboo shoots are my favorite.
context: she can't see me, either.\I was looking forward to this, too.\Sorata?\I thought you might give me some chocolate.\After I received your text during class,\I couldn't wait for school to end.\Really? Does the chocolate make you happy?\The bamboo shoots are my favorite. response:	Good.
context: I was looking forward to this, too.\Sorata?\I thought you might give me some chocolate.\After I received your text during class,\I couldn't wait for school to end.\Really? Does the chocolate make you happy?\The bamboo shoots are my favorite.\Good. response:	Mashiro.
context: Sorata?\I thought you might give me some chocolate.\After I received your text during class,\I couldn't wait for school to end.\Really? Does the chocolate make you happy?\The bamboo shoots are my favorite.\Good.\Mashiro. response:	I-I don't want you to catch cold. Let's go home.
context: I thought you might give me some chocolate.\After I received your text during class,\I couldn't wait for school to end.\Really? Does the chocolate make you happy?\The bamboo shoots are my favorite.\Good.\Mashiro.\I-I don't want you to catch cold. Let's go home. response:	Sorata.
context: After I received your text during class,\I couldn't wait for school to end.\Really? Does the chocolate make you happy?\The bamboo shoots are my favorite.\Good.\Mashiro.\I-I don't want you to catch cold. Let's go home.\Sorata. response:	Can I hold your hand?
context: I couldn't wait for school to end.\Really? Does the chocolate make you happy?\The bamboo shoots are my favorite.\Good.\Mashiro.\I-I don't want you to catch cold. Let's go home.\Sorata.\Can I hold your hand? response:	Actually, never mind.
context: Really? Does the chocolate make you happy?\The bamboo shoots are my favorite.\Good.\Mashiro.\I-I don't want you to catch cold. Let's go home.\Sorata.\Can I hold your hand?\Actually, never mind. response:	What?!
context: The bamboo shoots are my favorite.\Good.\Mashiro.\I-I don't want you to catch cold. Let's go home.\Sorata.\Can I hold your hand?\Actually, never mind.\What?! response:	Why would you say that?!
context: Good.\Mashiro.\I-I don't want you to catch cold. Let's go home.\Sorata.\Can I hold your hand?\Actually, never mind.\What?!\Why would you say that?! response:	Because...
context: Mashiro.\I-I don't want you to catch cold. Let's go home.\Sorata.\Can I hold your hand?\Actually, never mind.\What?!\Why would you say that?!\Because... response:	Because it makes me feel uneasy.
context: I-I don't want you to catch cold. Let's go home.\Sorata.\Can I hold your hand?\Actually, never mind.\What?!\Why would you say that?!\Because...\Because it makes me feel uneasy. response:	My heart is pounding.
context: Sorata.\Can I hold your hand?\Actually, never mind.\What?!\Why would you say that?!\Because...\Because it makes me feel uneasy.\My heart is pounding. response:	Mashiro...
context: Can I hold your hand?\Actually, never mind.\What?!\Why would you say that?!\Because...\Because it makes me feel uneasy.\My heart is pounding.\Mashiro... response:	You've always been so far away.
context: Actually, never mind.\What?!\Why would you say that?!\Because...\Because it makes me feel uneasy.\My heart is pounding.\Mashiro...\You've always been so far away. response:	But now...
context: What?!\Why would you say that?!\Because...\Because it makes me feel uneasy.\My heart is pounding.\Mashiro...\You've always been so far away.\But now... response:	Sorata...
context: Why would you say that?!\Because...\Because it makes me feel uneasy.\My heart is pounding.\Mashiro...\You've always been so far away.\But now...\Sorata... response:	Your heart is pounding because you're alive.
context: Because...\Because it makes me feel uneasy.\My heart is pounding.\Mashiro...\You've always been so far away.\But now...\Sorata...\Your heart is pounding because you're alive. response:	What about you?
context: Because it makes me feel uneasy.\My heart is pounding.\Mashiro...\You've always been so far away.\But now...\Sorata...\Your heart is pounding because you're alive.\What about you? response:	I feel even more alive than you!
context: My heart is pounding.\Mashiro...\You've always been so far away.\But now...\Sorata...\Your heart is pounding because you're alive.\What about you?\I feel even more alive than you! response:	We're home.
context: Mashiro...\You've always been so far away.\But now...\Sorata...\Your heart is pounding because you're alive.\What about you?\I feel even more alive than you!\We're home. response:	Aoyama, you're back already?
context: You've always been so far away.\But now...\Sorata...\Your heart is pounding because you're alive.\What about you?\I feel even more alive than you!\We're home.\Aoyama, you're back already? response:	How did your audition go?
context: But now...\Sorata...\Your heart is pounding because you're alive.\What about you?\I feel even more alive than you!\We're home.\Aoyama, you're back already?\How did your audition go? response:	Yeah.
context: Sorata...\Your heart is pounding because you're alive.\What about you?\I feel even more alive than you!\We're home.\Aoyama, you're back already?\How did your audition go?\Yeah. response:	I think I did everything I could.
context: Your heart is pounding because you're alive.\What about you?\I feel even more alive than you!\We're home.\Aoyama, you're back already?\How did your audition go?\Yeah.\I think I did everything I could. response:	Dinner's ready.
context: What about you?\I feel even more alive than you!\We're home.\Aoyama, you're back already?\How did your audition go?\Yeah.\I think I did everything I could.\Dinner's ready. response:	Misaki-senpai said we're having a Valentine's pot sticker party.
context: I feel even more alive than you!\We're home.\Aoyama, you're back already?\How did your audition go?\Yeah.\I think I did everything I could.\Dinner's ready.\Misaki-senpai said we're having a Valentine's pot sticker party. response:	Why pot stickers on Valentine's Day?
context: We're home.\Aoyama, you're back already?\How did your audition go?\Yeah.\I think I did everything I could.\Dinner's ready.\Misaki-senpai said we're having a Valentine's pot sticker party.\Why pot stickers on Valentine's Day? response:	She even forced Akasaka-kun to help her wrap them.
context: Aoyama, you're back already?\How did your audition go?\Yeah.\I think I did everything I could.\Dinner's ready.\Misaki-senpai said we're having a Valentine's pot sticker party.\Why pot stickers on Valentine's Day?\She even forced Akasaka-kun to help her wrap them. response:	Nanami.
context: How did your audition go?\Yeah.\I think I did everything I could.\Dinner's ready.\Misaki-senpai said we're having a Valentine's pot sticker party.\Why pot stickers on Valentine's Day?\She even forced Akasaka-kun to help her wrap them.\Nanami. response:	Where's Rita?
context: Yeah.\I think I did everything I could.\Dinner's ready.\Misaki-senpai said we're having a Valentine's pot sticker party.\Why pot stickers on Valentine's Day?\She even forced Akasaka-kun to help her wrap them.\Nanami.\Where's Rita? response:	Huh? Rita-san?
context: I think I did everything I could.\Dinner's ready.\Misaki-senpai said we're having a Valentine's pot sticker party.\Why pot stickers on Valentine's Day?\She even forced Akasaka-kun to help her wrap them.\Nanami.\Where's Rita?\Huh? Rita-san? response:	The ex-freeloader went home.
context: Dinner's ready.\Misaki-senpai said we're having a Valentine's pot sticker party.\Why pot stickers on Valentine's Day?\She even forced Akasaka-kun to help her wrap them.\Nanami.\Where's Rita?\Huh? Rita-san?\The ex-freeloader went home. response:	What?!
context: Misaki-senpai said we're having a Valentine's pot sticker party.\Why pot stickers on Valentine's Day?\She even forced Akasaka-kun to help her wrap them.\Nanami.\Where's Rita?\Huh? Rita-san?\The ex-freeloader went home.\What?! response:	Rittan was here?!
context: Why pot stickers on Valentine's Day?\She even forced Akasaka-kun to help her wrap them.\Nanami.\Where's Rita?\Huh? Rita-san?\The ex-freeloader went home.\What?!\Rittan was here?! response:	Why didn't you stop her from leaving, Dragon?!
context: She even forced Akasaka-kun to help her wrap them.\Nanami.\Where's Rita?\Huh? Rita-san?\The ex-freeloader went home.\What?!\Rittan was here?!\Why didn't you stop her from leaving, Dragon?! response:	She seemed busy. Not much I could do.
context: Nanami.\Where's Rita?\Huh? Rita-san?\The ex-freeloader went home.\What?!\Rittan was here?!\Why didn't you stop her from leaving, Dragon?!\She seemed busy. Not much I could do. response:	But she came all the way to Japan...
context: Where's Rita?\Huh? Rita-san?\The ex-freeloader went home.\What?!\Rittan was here?!\Why didn't you stop her from leaving, Dragon?!\She seemed busy. Not much I could do.\But she came all the way to Japan... response:	Something happened, didn't it, Akasaka-kun?
context: Huh? Rita-san?\The ex-freeloader went home.\What?!\Rittan was here?!\Why didn't you stop her from leaving, Dragon?!\She seemed busy. Not much I could do.\But she came all the way to Japan...\Something happened, didn't it, Akasaka-kun? response:	Well, I suppose everyone has a secret or two.
context: The ex-freeloader went home.\What?!\Rittan was here?!\Why didn't you stop her from leaving, Dragon?!\She seemed busy. Not much I could do.\But she came all the way to Japan...\Something happened, didn't it, Akasaka-kun?\Well, I suppose everyone has a secret or two. response:	Nothing. I'm sure Rittan will be back again real soon!
context: What?!\Rittan was here?!\Why didn't you stop her from leaving, Dragon?!\She seemed busy. Not much I could do.\But she came all the way to Japan...\Something happened, didn't it, Akasaka-kun?\Well, I suppose everyone has a secret or two.\Nothing. I'm sure Rittan will be back again real soon! response:	Anyway...
context: Rittan was here?!\Why didn't you stop her from leaving, Dragon?!\She seemed busy. Not much I could do.\But she came all the way to Japan...\Something happened, didn't it, Akasaka-kun?\Well, I suppose everyone has a secret or two.\Nothing. I'm sure Rittan will be back again real soon!\Anyway... response:	Let's eat some delicious food!
context: Why didn't you stop her from leaving, Dragon?!\She seemed busy. Not much I could do.\But she came all the way to Japan...\Something happened, didn't it, Akasaka-kun?\Well, I suppose everyone has a secret or two.\Nothing. I'm sure Rittan will be back again real soon!\Anyway...\Let's eat some delicious food! response:	Misaki-senpai?
context: She seemed busy. Not much I could do.\But she came all the way to Japan...\Something happened, didn't it, Akasaka-kun?\Well, I suppose everyone has a secret or two.\Nothing. I'm sure Rittan will be back again real soon!\Anyway...\Let's eat some delicious food!\Misaki-senpai? response:	Now that I think of it,
context: But she came all the way to Japan...\Something happened, didn't it, Akasaka-kun?\Well, I suppose everyone has a secret or two.\Nothing. I'm sure Rittan will be back again real soon!\Anyway...\Let's eat some delicious food!\Misaki-senpai?\Now that I think of it, response:	I wonder if she managed to give her chocolate to Jin-san...
context: Something happened, didn't it, Akasaka-kun?\Well, I suppose everyone has a secret or two.\Nothing. I'm sure Rittan will be back again real soon!\Anyway...\Let's eat some delicious food!\Misaki-senpai?\Now that I think of it,\I wonder if she managed to give her chocolate to Jin-san... response:	She might be right.
context: Well, I suppose everyone has a secret or two.\Nothing. I'm sure Rittan will be back again real soon!\Anyway...\Let's eat some delicious food!\Misaki-senpai?\Now that I think of it,\I wonder if she managed to give her chocolate to Jin-san...\She might be right. response:	No matter how close you are to someone,
context: Nothing. I'm sure Rittan will be back again real soon!\Anyway...\Let's eat some delicious food!\Misaki-senpai?\Now that I think of it,\I wonder if she managed to give her chocolate to Jin-san...\She might be right.\No matter how close you are to someone, response:	there are some things you just can't say.
context: Anyway...\Let's eat some delicious food!\Misaki-senpai?\Now that I think of it,\I wonder if she managed to give her chocolate to Jin-san...\She might be right.\No matter how close you are to someone,\there are some things you just can't say. response:	Oh, yeah.
context: Let's eat some delicious food!\Misaki-senpai?\Now that I think of it,\I wonder if she managed to give her chocolate to Jin-san...\She might be right.\No matter how close you are to someone,\there are some things you just can't say.\Oh, yeah. response:	That thing Aoyama said this morning...
