context: Ryu. response:	Ryu!
context: Yes, because it was very shocking to me.\Shocking?\I thought it was such a wonderful idea.\I'll grind them, so will you put in the rainbow leaf and koko grass, in that order?\Sure.\Is something the matter?\For some reason, I've been feeling queasy...\I'd like you to give me some medicine I can take right away... response:	All right. Ryu, please.
context: Shocking?\I thought it was such a wonderful idea.\I'll grind them, so will you put in the rainbow leaf and koko grass, in that order?\Sure.\Is something the matter?\For some reason, I've been feeling queasy...\I'd like you to give me some medicine I can take right away...\All right. Ryu, please. response:	What?!
context: I thought it was such a wonderful idea.\I'll grind them, so will you put in the rainbow leaf and koko grass, in that order?\Sure.\Is something the matter?\For some reason, I've been feeling queasy...\I'd like you to give me some medicine I can take right away...\All right. Ryu, please.\What?! response:	That patient would be better off with medicine from the Chief or one of the others.
context: I'll grind them, so will you put in the rainbow leaf and koko grass, in that order?\Sure.\Is something the matter?\For some reason, I've been feeling queasy...\I'd like you to give me some medicine I can take right away...\All right. Ryu, please.\What?!\That patient would be better off with medicine from the Chief or one of the others. response:	Huh? Ryu...
context: Sure.\Is something the matter?\For some reason, I've been feeling queasy...\I'd like you to give me some medicine I can take right away...\All right. Ryu, please.\What?!\That patient would be better off with medicine from the Chief or one of the others.\Huh? Ryu... response:	Thank goodness... I'm too scared to take medicine from that boy.
context: Is something the matter?\For some reason, I've been feeling queasy...\I'd like you to give me some medicine I can take right away...\All right. Ryu, please.\What?!\That patient would be better off with medicine from the Chief or one of the others.\Huh? Ryu...\Thank goodness... I'm too scared to take medicine from that boy. response:	Did it cause problems for you before?
context: For some reason, I've been feeling queasy...\I'd like you to give me some medicine I can take right away...\All right. Ryu, please.\What?!\That patient would be better off with medicine from the Chief or one of the others.\Huh? Ryu...\Thank goodness... I'm too scared to take medicine from that boy.\Did it cause problems for you before? response:	I mean, all he does is research plant poisons,
context: I'd like you to give me some medicine I can take right away...\All right. Ryu, please.\What?!\That patient would be better off with medicine from the Chief or one of the others.\Huh? Ryu...\Thank goodness... I'm too scared to take medicine from that boy.\Did it cause problems for you before?\I mean, all he does is research plant poisons, response:	and he's always looking for test subjects, right?
context: All right. Ryu, please.\What?!\That patient would be better off with medicine from the Chief or one of the others.\Huh? Ryu...\Thank goodness... I'm too scared to take medicine from that boy.\Did it cause problems for you before?\I mean, all he does is research plant poisons,\and he's always looking for test subjects, right? response:	I'm saying that I'd rather not get involved with him.
context: What?!\That patient would be better off with medicine from the Chief or one of the others.\Huh? Ryu...\Thank goodness... I'm too scared to take medicine from that boy.\Did it cause problems for you before?\I mean, all he does is research plant poisons,\and he's always looking for test subjects, right?\I'm saying that I'd rather not get involved with him. response:	Did you know that the toxins created by plants to protect themselves from outside enemies
context: That patient would be better off with medicine from the Chief or one of the others.\Huh? Ryu...\Thank goodness... I'm too scared to take medicine from that boy.\Did it cause problems for you before?\I mean, all he does is research plant poisons,\and he's always looking for test subjects, right?\I'm saying that I'd rather not get involved with him.\Did you know that the toxins created by plants to protect themselves from outside enemies response:	are often used as medicines for humans?
context: Huh? Ryu...\Thank goodness... I'm too scared to take medicine from that boy.\Did it cause problems for you before?\I mean, all he does is research plant poisons,\and he's always looking for test subjects, right?\I'm saying that I'd rather not get involved with him.\Did you know that the toxins created by plants to protect themselves from outside enemies\are often used as medicines for humans? response:	But there may or may not have been victims-
context: Thank goodness... I'm too scared to take medicine from that boy.\Did it cause problems for you before?\I mean, all he does is research plant poisons,\and he's always looking for test subjects, right?\I'm saying that I'd rather not get involved with him.\Did you know that the toxins created by plants to protect themselves from outside enemies\are often used as medicines for humans?\But there may or may not have been victims- response:	It's not something you can talk about with such groundless judgment!
context: Did it cause problems for you before?\I mean, all he does is research plant poisons,\and he's always looking for test subjects, right?\I'm saying that I'd rather not get involved with him.\Did you know that the toxins created by plants to protect themselves from outside enemies\are often used as medicines for humans?\But there may or may not have been victims-\It's not something you can talk about with such groundless judgment! response:	Will you take that back?
context: I mean, all he does is research plant poisons,\and he's always looking for test subjects, right?\I'm saying that I'd rather not get involved with him.\Did you know that the toxins created by plants to protect themselves from outside enemies\are often used as medicines for humans?\But there may or may not have been victims-\It's not something you can talk about with such groundless judgment!\Will you take that back? response:	Y-Yes...
context: and he's always looking for test subjects, right?\I'm saying that I'd rather not get involved with him.\Did you know that the toxins created by plants to protect themselves from outside enemies\are often used as medicines for humans?\But there may or may not have been victims-\It's not something you can talk about with such groundless judgment!\Will you take that back?\Y-Yes... response:	Please excuse me.
context: I'm saying that I'd rather not get involved with him.\Did you know that the toxins created by plants to protect themselves from outside enemies\are often used as medicines for humans?\But there may or may not have been victims-\It's not something you can talk about with such groundless judgment!\Will you take that back?\Y-Yes...\Please excuse me. response:	You don't have to get so worked up about it.
context: Did you know that the toxins created by plants to protect themselves from outside enemies\are often used as medicines for humans?\But there may or may not have been victims-\It's not something you can talk about with such groundless judgment!\Will you take that back?\Y-Yes...\Please excuse me.\You don't have to get so worked up about it. response:	Don't say foolish things.
context: are often used as medicines for humans?\But there may or may not have been victims-\It's not something you can talk about with such groundless judgment!\Will you take that back?\Y-Yes...\Please excuse me.\You don't have to get so worked up about it.\Don't say foolish things. response:	I'll go get the chief herbalist.
context: But there may or may not have been victims-\It's not something you can talk about with such groundless judgment!\Will you take that back?\Y-Yes...\Please excuse me.\You don't have to get so worked up about it.\Don't say foolish things.\I'll go get the chief herbalist. response:	F-Foolish...?
context: It's not something you can talk about with such groundless judgment!\Will you take that back?\Y-Yes...\Please excuse me.\You don't have to get so worked up about it.\Don't say foolish things.\I'll go get the chief herbalist.\F-Foolish...? response:	Was that the first time someone's said that to you?
context: Will you take that back?\Y-Yes...\Please excuse me.\You don't have to get so worked up about it.\Don't say foolish things.\I'll go get the chief herbalist.\F-Foolish...?\Was that the first time someone's said that to you? response:	Prince?!
context: Y-Yes...\Please excuse me.\You don't have to get so worked up about it.\Don't say foolish things.\I'll go get the chief herbalist.\F-Foolish...?\Was that the first time someone's said that to you?\Prince?! response:	I wonder if she's mad at me.
context: Please excuse me.\You don't have to get so worked up about it.\Don't say foolish things.\I'll go get the chief herbalist.\F-Foolish...?\Was that the first time someone's said that to you?\Prince?!\I wonder if she's mad at me. response:	For some reason, I don't really understand people.
context: You don't have to get so worked up about it.\Don't say foolish things.\I'll go get the chief herbalist.\F-Foolish...?\Was that the first time someone's said that to you?\Prince?!\I wonder if she's mad at me.\For some reason, I don't really understand people. response:	Perhaps because my comprehension is beyond what people normally attribute to children.
context: Don't say foolish things.\I'll go get the chief herbalist.\F-Foolish...?\Was that the first time someone's said that to you?\Prince?!\I wonder if she's mad at me.\For some reason, I don't really understand people.\Perhaps because my comprehension is beyond what people normally attribute to children. response:	If you want to know if she's mad or not, it would be quickest to just ask her.
context: I'll go get the chief herbalist.\F-Foolish...?\Was that the first time someone's said that to you?\Prince?!\I wonder if she's mad at me.\For some reason, I don't really understand people.\Perhaps because my comprehension is beyond what people normally attribute to children.\If you want to know if she's mad or not, it would be quickest to just ask her. response:	Huh?
context: F-Foolish...?\Was that the first time someone's said that to you?\Prince?!\I wonder if she's mad at me.\For some reason, I don't really understand people.\Perhaps because my comprehension is beyond what people normally attribute to children.\If you want to know if she's mad or not, it would be quickest to just ask her.\Huh? response:	Especially in Shirayuki's case, I recommend facing her straight on.
context: Was that the first time someone's said that to you?\Prince?!\I wonder if she's mad at me.\For some reason, I don't really understand people.\Perhaps because my comprehension is beyond what people normally attribute to children.\If you want to know if she's mad or not, it would be quickest to just ask her.\Huh?\Especially in Shirayuki's case, I recommend facing her straight on. response:	If you weren't a child, I wouldn't give you advice like this, though.
context: Prince?!\I wonder if she's mad at me.\For some reason, I don't really understand people.\Perhaps because my comprehension is beyond what people normally attribute to children.\If you want to know if she's mad or not, it would be quickest to just ask her.\Huh?\Especially in Shirayuki's case, I recommend facing her straight on.\If you weren't a child, I wouldn't give you advice like this, though. response:	Oh, it's time for practice. See ya.
context: I wonder if she's mad at me.\For some reason, I don't really understand people.\Perhaps because my comprehension is beyond what people normally attribute to children.\If you want to know if she's mad or not, it would be quickest to just ask her.\Huh?\Especially in Shirayuki's case, I recommend facing her straight on.\If you weren't a child, I wouldn't give you advice like this, though.\Oh, it's time for practice. See ya. response:	Shirayuki, once you finish the records for the patient just now, take this.
context: For some reason, I don't really understand people.\Perhaps because my comprehension is beyond what people normally attribute to children.\If you want to know if she's mad or not, it would be quickest to just ask her.\Huh?\Especially in Shirayuki's case, I recommend facing her straight on.\If you weren't a child, I wouldn't give you advice like this, though.\Oh, it's time for practice. See ya.\Shirayuki, once you finish the records for the patient just now, take this. response:	It's Prince Zen's medical history.
context: Perhaps because my comprehension is beyond what people normally attribute to children.\If you want to know if she's mad or not, it would be quickest to just ask her.\Huh?\Especially in Shirayuki's case, I recommend facing her straight on.\If you weren't a child, I wouldn't give you advice like this, though.\Oh, it's time for practice. See ya.\Shirayuki, once you finish the records for the patient just now, take this.\It's Prince Zen's medical history. response:	I brought it out on my own judgment.
context: If you want to know if she's mad or not, it would be quickest to just ask her.\Huh?\Especially in Shirayuki's case, I recommend facing her straight on.\If you weren't a child, I wouldn't give you advice like this, though.\Oh, it's time for practice. See ya.\Shirayuki, once you finish the records for the patient just now, take this.\It's Prince Zen's medical history.\I brought it out on my own judgment. response:	Prince Zen's?
context: Huh?\Especially in Shirayuki's case, I recommend facing her straight on.\If you weren't a child, I wouldn't give you advice like this, though.\Oh, it's time for practice. See ya.\Shirayuki, once you finish the records for the patient just now, take this.\It's Prince Zen's medical history.\I brought it out on my own judgment.\Prince Zen's? response:	Because you are with him the most out of all the court herbalists.
context: Especially in Shirayuki's case, I recommend facing her straight on.\If you weren't a child, I wouldn't give you advice like this, though.\Oh, it's time for practice. See ya.\Shirayuki, once you finish the records for the patient just now, take this.\It's Prince Zen's medical history.\I brought it out on my own judgment.\Prince Zen's?\Because you are with him the most out of all the court herbalists. response:	Take a look to help you deal with emergencies,
context: If you weren't a child, I wouldn't give you advice like this, though.\Oh, it's time for practice. See ya.\Shirayuki, once you finish the records for the patient just now, take this.\It's Prince Zen's medical history.\I brought it out on my own judgment.\Prince Zen's?\Because you are with him the most out of all the court herbalists.\Take a look to help you deal with emergencies, response:	and for the sake of your resolve.
context: Oh, it's time for practice. See ya.\Shirayuki, once you finish the records for the patient just now, take this.\It's Prince Zen's medical history.\I brought it out on my own judgment.\Prince Zen's?\Because you are with him the most out of all the court herbalists.\Take a look to help you deal with emergencies,\and for the sake of your resolve. response:	This part is all medication for injuries.
context: Shirayuki, once you finish the records for the patient just now, take this.\It's Prince Zen's medical history.\I brought it out on my own judgment.\Prince Zen's?\Because you are with him the most out of all the court herbalists.\Take a look to help you deal with emergencies,\and for the sake of your resolve.\This part is all medication for injuries. response:	A scratch from sword practice, and a sprain.
context: It's Prince Zen's medical history.\I brought it out on my own judgment.\Prince Zen's?\Because you are with him the most out of all the court herbalists.\Take a look to help you deal with emergencies,\and for the sake of your resolve.\This part is all medication for injuries.\A scratch from sword practice, and a sprain. response:	A bruise from falling off the castle wall in the middle of the night.
context: I brought it out on my own judgment.\Prince Zen's?\Because you are with him the most out of all the court herbalists.\Take a look to help you deal with emergencies,\and for the sake of your resolve.\This part is all medication for injuries.\A scratch from sword practice, and a sprain.\A bruise from falling off the castle wall in the middle of the night. response:	Why was he on the wall...?
context: Prince Zen's?\Because you are with him the most out of all the court herbalists.\Take a look to help you deal with emergencies,\and for the sake of your resolve.\This part is all medication for injuries.\A scratch from sword practice, and a sprain.\A bruise from falling off the castle wall in the middle of the night.\Why was he on the wall...? response:	Zen, age 13. Poisoning symptoms and their progression?
context: Because you are with him the most out of all the court herbalists.\Take a look to help you deal with emergencies,\and for the sake of your resolve.\This part is all medication for injuries.\A scratch from sword practice, and a sprain.\A bruise from falling off the castle wall in the middle of the night.\Why was he on the wall...?\Zen, age 13. Poisoning symptoms and their progression? response:	A record of the administration of poison?!
context: Take a look to help you deal with emergencies,\and for the sake of your resolve.\This part is all medication for injuries.\A scratch from sword practice, and a sprain.\A bruise from falling off the castle wall in the middle of the night.\Why was he on the wall...?\Zen, age 13. Poisoning symptoms and their progression?\A record of the administration of poison?! response:	February 5th. Seven hours after administration, he broke out in a fever.
context: and for the sake of your resolve.\This part is all medication for injuries.\A scratch from sword practice, and a sprain.\A bruise from falling off the castle wall in the middle of the night.\Why was he on the wall...?\Zen, age 13. Poisoning symptoms and their progression?\A record of the administration of poison?!\February 5th. Seven hours after administration, he broke out in a fever. response:	There was some shallow disturbance to his breathing,
context: This part is all medication for injuries.\A scratch from sword practice, and a sprain.\A bruise from falling off the castle wall in the middle of the night.\Why was he on the wall...?\Zen, age 13. Poisoning symptoms and their progression?\A record of the administration of poison?!\February 5th. Seven hours after administration, he broke out in a fever.\There was some shallow disturbance to his breathing, response:	but no abnormalities in his speech or conduct.
context: A scratch from sword practice, and a sprain.\A bruise from falling off the castle wall in the middle of the night.\Why was he on the wall...?\Zen, age 13. Poisoning symptoms and their progression?\A record of the administration of poison?!\February 5th. Seven hours after administration, he broke out in a fever.\There was some shallow disturbance to his breathing,\but no abnormalities in his speech or conduct. response:	Stable for 31 hours.
context: A bruise from falling off the castle wall in the middle of the night.\Why was he on the wall...?\Zen, age 13. Poisoning symptoms and their progression?\A record of the administration of poison?!\February 5th. Seven hours after administration, he broke out in a fever.\There was some shallow disturbance to his breathing,\but no abnormalities in his speech or conduct.\Stable for 31 hours. response:	May 11th. Right after administration, he had difficulty walking.
context: Why was he on the wall...?\Zen, age 13. Poisoning symptoms and their progression?\A record of the administration of poison?!\February 5th. Seven hours after administration, he broke out in a fever.\There was some shallow disturbance to his breathing,\but no abnormalities in his speech or conduct.\Stable for 31 hours.\May 11th. Right after administration, he had difficulty walking. response:	Called for antidote three hours later.
context: Zen, age 13. Poisoning symptoms and their progression?\A record of the administration of poison?!\February 5th. Seven hours after administration, he broke out in a fever.\There was some shallow disturbance to his breathing,\but no abnormalities in his speech or conduct.\Stable for 31 hours.\May 11th. Right after administration, he had difficulty walking.\Called for antidote three hours later. response:	July 1st. Thirty minutes after administration, he broke out in a fever...
context: A record of the administration of poison?!\February 5th. Seven hours after administration, he broke out in a fever.\There was some shallow disturbance to his breathing,\but no abnormalities in his speech or conduct.\Stable for 31 hours.\May 11th. Right after administration, he had difficulty walking.\Called for antidote three hours later.\July 1st. Thirty minutes after administration, he broke out in a fever... response:	I've been building up an immunity to poison.
context: February 5th. Seven hours after administration, he broke out in a fever.\There was some shallow disturbance to his breathing,\but no abnormalities in his speech or conduct.\Stable for 31 hours.\May 11th. Right after administration, he had difficulty walking.\Called for antidote three hours later.\July 1st. Thirty minutes after administration, he broke out in a fever...\I've been building up an immunity to poison. response:	Prince!
context: There was some shallow disturbance to his breathing,\but no abnormalities in his speech or conduct.\Stable for 31 hours.\May 11th. Right after administration, he had difficulty walking.\Called for antidote three hours later.\July 1st. Thirty minutes after administration, he broke out in a fever...\I've been building up an immunity to poison.\Prince! response:	Prince!
context: but no abnormalities in his speech or conduct.\Stable for 31 hours.\May 11th. Right after administration, he had difficulty walking.\Called for antidote three hours later.\July 1st. Thirty minutes after administration, he broke out in a fever...\I've been building up an immunity to poison.\Prince!\Prince! response:	Ryu? What's wrong?
context: Stable for 31 hours.\May 11th. Right after administration, he had difficulty walking.\Called for antidote three hours later.\July 1st. Thirty minutes after administration, he broke out in a fever...\I've been building up an immunity to poison.\Prince!\Prince!\Ryu? What's wrong? response:	Uh, um...
context: May 11th. Right after administration, he had difficulty walking.\Called for antidote three hours later.\July 1st. Thirty minutes after administration, he broke out in a fever...\I've been building up an immunity to poison.\Prince!\Prince!\Ryu? What's wrong?\Uh, um... response:	Hey, you okay?
context: Called for antidote three hours later.\July 1st. Thirty minutes after administration, he broke out in a fever...\I've been building up an immunity to poison.\Prince!\Prince!\Ryu? What's wrong?\Uh, um...\Hey, you okay? response:	I don't know why, but she's... crying... by herself...
context: July 1st. Thirty minutes after administration, he broke out in a fever...\I've been building up an immunity to poison.\Prince!\Prince!\Ryu? What's wrong?\Uh, um...\Hey, you okay?\I don't know why, but she's... crying... by herself... response:	You saw that, huh?
context: I've been building up an immunity to poison.\Prince!\Prince!\Ryu? What's wrong?\Uh, um...\Hey, you okay?\I don't know why, but she's... crying... by herself...\You saw that, huh? response:	You know what this is?
context: Prince!\Prince!\Ryu? What's wrong?\Uh, um...\Hey, you okay?\I don't know why, but she's... crying... by herself...\You saw that, huh?\You know what this is? response:	Well, it's about me.
context: Prince!\Ryu? What's wrong?\Uh, um...\Hey, you okay?\I don't know why, but she's... crying... by herself...\You saw that, huh?\You know what this is?\Well, it's about me. response:	You're not going to look this way?
context: Ryu? What's wrong?\Uh, um...\Hey, you okay?\I don't know why, but she's... crying... by herself...\You saw that, huh?\You know what this is?\Well, it's about me.\You're not going to look this way? response:	I'll stay here until you're done looking at it. Okay, Shirayuki?
context: Uh, um...\Hey, you okay?\I don't know why, but she's... crying... by herself...\You saw that, huh?\You know what this is?\Well, it's about me.\You're not going to look this way?\I'll stay here until you're done looking at it. Okay, Shirayuki? response:	Okay.
context: Hey, you okay?\I don't know why, but she's... crying... by herself...\You saw that, huh?\You know what this is?\Well, it's about me.\You're not going to look this way?\I'll stay here until you're done looking at it. Okay, Shirayuki?\Okay. response:	Are you still thirsty?
context: I don't know why, but she's... crying... by herself...\You saw that, huh?\You know what this is?\Well, it's about me.\You're not going to look this way?\I'll stay here until you're done looking at it. Okay, Shirayuki?\Okay.\Are you still thirsty? response:	How about some snacks?
context: You saw that, huh?\You know what this is?\Well, it's about me.\You're not going to look this way?\I'll stay here until you're done looking at it. Okay, Shirayuki?\Okay.\Are you still thirsty?\How about some snacks? response:	Ryu! Ryu!
context: You know what this is?\Well, it's about me.\You're not going to look this way?\I'll stay here until you're done looking at it. Okay, Shirayuki?\Okay.\Are you still thirsty?\How about some snacks?\Ryu! Ryu! response:	Are you all right?
context: Well, it's about me.\You're not going to look this way?\I'll stay here until you're done looking at it. Okay, Shirayuki?\Okay.\Are you still thirsty?\How about some snacks?\Ryu! Ryu!\Are you all right? response:	Huh?
context: You're not going to look this way?\I'll stay here until you're done looking at it. Okay, Shirayuki?\Okay.\Are you still thirsty?\How about some snacks?\Ryu! Ryu!\Are you all right?\Huh? response:	I heard from Zen. Looks like I scared you...
context: I'll stay here until you're done looking at it. Okay, Shirayuki?\Okay.\Are you still thirsty?\How about some snacks?\Ryu! Ryu!\Are you all right?\Huh?\I heard from Zen. Looks like I scared you... response:	I'm sorry!
context: Okay.\Are you still thirsty?\How about some snacks?\Ryu! Ryu!\Are you all right?\Huh?\I heard from Zen. Looks like I scared you...\I'm sorry! response:	Why... did you come?
context: Are you still thirsty?\How about some snacks?\Ryu! Ryu!\Are you all right?\Huh?\I heard from Zen. Looks like I scared you...\I'm sorry!\Why... did you come? response:	Didn't I just... make you angry?
context: How about some snacks?\Ryu! Ryu!\Are you all right?\Huh?\I heard from Zen. Looks like I scared you...\I'm sorry!\Why... did you come?\Didn't I just... make you angry? response:	Ryu...
context: Ryu! Ryu!\Are you all right?\Huh?\I heard from Zen. Looks like I scared you...\I'm sorry!\Why... did you come?\Didn't I just... make you angry?\Ryu... response:	Do you remember my name?
context: Are you all right?\Huh?\I heard from Zen. Looks like I scared you...\I'm sorry!\Why... did you come?\Didn't I just... make you angry?\Ryu...\Do you remember my name? response:	Huh? I do, but...
context: Huh?\I heard from Zen. Looks like I scared you...\I'm sorry!\Why... did you come?\Didn't I just... make you angry?\Ryu...\Do you remember my name?\Huh? I do, but... response:	Then, if you call me by my name, I'll tell you if I'm mad or not.
context: I heard from Zen. Looks like I scared you...\I'm sorry!\Why... did you come?\Didn't I just... make you angry?\Ryu...\Do you remember my name?\Huh? I do, but...\Then, if you call me by my name, I'll tell you if I'm mad or not. response:	Huh? No, I...
context: I'm sorry!\Why... did you come?\Didn't I just... make you angry?\Ryu...\Do you remember my name?\Huh? I do, but...\Then, if you call me by my name, I'll tell you if I'm mad or not.\Huh? No, I... response:	Especially in Shirayuki's case, I recommend facing her straight on.
context: Why... did you come?\Didn't I just... make you angry?\Ryu...\Do you remember my name?\Huh? I do, but...\Then, if you call me by my name, I'll tell you if I'm mad or not.\Huh? No, I...\Especially in Shirayuki's case, I recommend facing her straight on. response:	Sh...
context: Didn't I just... make you angry?\Ryu...\Do you remember my name?\Huh? I do, but...\Then, if you call me by my name, I'll tell you if I'm mad or not.\Huh? No, I...\Especially in Shirayuki's case, I recommend facing her straight on.\Sh... response:	Sh... Shira...
context: Ryu...\Do you remember my name?\Huh? I do, but...\Then, if you call me by my name, I'll tell you if I'm mad or not.\Huh? No, I...\Especially in Shirayuki's case, I recommend facing her straight on.\Sh...\Sh... Shira... response:	Shira... yu... ki...
context: Do you remember my name?\Huh? I do, but...\Then, if you call me by my name, I'll tell you if I'm mad or not.\Huh? No, I...\Especially in Shirayuki's case, I recommend facing her straight on.\Sh...\Sh... Shira...\Shira... yu... ki... response:	Yes!
context: Huh? I do, but...\Then, if you call me by my name, I'll tell you if I'm mad or not.\Huh? No, I...\Especially in Shirayuki's case, I recommend facing her straight on.\Sh...\Sh... Shira...\Shira... yu... ki...\Yes! response:	Ryu, thanks for running for me.
context: Then, if you call me by my name, I'll tell you if I'm mad or not.\Huh? No, I...\Especially in Shirayuki's case, I recommend facing her straight on.\Sh...\Sh... Shira...\Shira... yu... ki...\Yes!\Ryu, thanks for running for me. response:	Sure...
context: Huh? No, I...\Especially in Shirayuki's case, I recommend facing her straight on.\Sh...\Sh... Shira...\Shira... yu... ki...\Yes!\Ryu, thanks for running for me.\Sure... response:	Sure.
context: Especially in Shirayuki's case, I recommend facing her straight on.\Sh...\Sh... Shira...\Shira... yu... ki...\Yes!\Ryu, thanks for running for me.\Sure...\Sure. response:	Yura shigure...
context: Sh...\Sh... Shira...\Shira... yu... ki...\Yes!\Ryu, thanks for running for me.\Sure...\Sure.\Yura shigure... response:	Is that the flower that was on the exam?
context: Sh... Shira...\Shira... yu... ki...\Yes!\Ryu, thanks for running for me.\Sure...\Sure.\Yura shigure...\Is that the flower that was on the exam? response:	Of the medicinal herbs, you like yura shigure, Ryu?
context: Shira... yu... ki...\Yes!\Ryu, thanks for running for me.\Sure...\Sure.\Yura shigure...\Is that the flower that was on the exam?\Of the medicinal herbs, you like yura shigure, Ryu? response:	Yes, but...
context: Yes!\Ryu, thanks for running for me.\Sure...\Sure.\Yura shigure...\Is that the flower that was on the exam?\Of the medicinal herbs, you like yura shigure, Ryu?\Yes, but... response:	Is there a reason?
context: Ryu, thanks for running for me.\Sure...\Sure.\Yura shigure...\Is that the flower that was on the exam?\Of the medicinal herbs, you like yura shigure, Ryu?\Yes, but...\Is there a reason? response:	Because it's pretty and red.
context: Sure...\Sure.\Yura shigure...\Is that the flower that was on the exam?\Of the medicinal herbs, you like yura shigure, Ryu?\Yes, but...\Is there a reason?\Because it's pretty and red. response:	I want to see it, too.
context: Sure.\Yura shigure...\Is that the flower that was on the exam?\Of the medicinal herbs, you like yura shigure, Ryu?\Yes, but...\Is there a reason?\Because it's pretty and red.\I want to see it, too. response:	Yura shigure. I'm the only one who doesn't know what kind of flower that is.
context: Yura shigure...\Is that the flower that was on the exam?\Of the medicinal herbs, you like yura shigure, Ryu?\Yes, but...\Is there a reason?\Because it's pretty and red.\I want to see it, too.\Yura shigure. I'm the only one who doesn't know what kind of flower that is. response:	Is he jealous?
context: Is that the flower that was on the exam?\Of the medicinal herbs, you like yura shigure, Ryu?\Yes, but...\Is there a reason?\Because it's pretty and red.\I want to see it, too.\Yura shigure. I'm the only one who doesn't know what kind of flower that is.\Is he jealous? response:	Yeah, he's jealous.
context: Of the medicinal herbs, you like yura shigure, Ryu?\Yes, but...\Is there a reason?\Because it's pretty and red.\I want to see it, too.\Yura shigure. I'm the only one who doesn't know what kind of flower that is.\Is he jealous?\Yeah, he's jealous. response:	Let's go see it together sometime.
context: Yes, but...\Is there a reason?\Because it's pretty and red.\I want to see it, too.\Yura shigure. I'm the only one who doesn't know what kind of flower that is.\Is he jealous?\Yeah, he's jealous.\Let's go see it together sometime. response:	If I can learn something today that I did not know yesterday...
context: Is there a reason?\Because it's pretty and red.\I want to see it, too.\Yura shigure. I'm the only one who doesn't know what kind of flower that is.\Is he jealous?\Yeah, he's jealous.\Let's go see it together sometime.\If I can learn something today that I did not know yesterday... response:	Inside me, or someone else...
context: Because it's pretty and red.\I want to see it, too.\Yura shigure. I'm the only one who doesn't know what kind of flower that is.\Is he jealous?\Yeah, he's jealous.\Let's go see it together sometime.\If I can learn something today that I did not know yesterday...\Inside me, or someone else... response:	Finding one thing and picking it up...
context: I want to see it, too.\Yura shigure. I'm the only one who doesn't know what kind of flower that is.\Is he jealous?\Yeah, he's jealous.\Let's go see it together sometime.\If I can learn something today that I did not know yesterday...\Inside me, or someone else...\Finding one thing and picking it up... response:	The bitter and the sweet...
context: Yura shigure. I'm the only one who doesn't know what kind of flower that is.\Is he jealous?\Yeah, he's jealous.\Let's go see it together sometime.\If I can learn something today that I did not know yesterday...\Inside me, or someone else...\Finding one thing and picking it up...\The bitter and the sweet... response:	All in order to know the name of that flower.
context: Is he jealous?\Yeah, he's jealous.\Let's go see it together sometime.\If I can learn something today that I did not know yesterday...\Inside me, or someone else...\Finding one thing and picking it up...\The bitter and the sweet...\All in order to know the name of that flower. response:	What if it really was an evil spirit?
context: Yeah, he's jealous.\Let's go see it together sometime.\If I can learn something today that I did not know yesterday...\Inside me, or someone else...\Finding one thing and picking it up...\The bitter and the sweet...\All in order to know the name of that flower.\What if it really was an evil spirit? response:	Right now, you have to think of your own position.
context: Let's go see it together sometime.\If I can learn something today that I did not know yesterday...\Inside me, or someone else...\Finding one thing and picking it up...\The bitter and the sweet...\All in order to know the name of that flower.\What if it really was an evil spirit?\Right now, you have to think of your own position. response:	Do you think I can leave by myself after calling you here?
context: If I can learn something today that I did not know yesterday...\Inside me, or someone else...\Finding one thing and picking it up...\The bitter and the sweet...\All in order to know the name of that flower.\What if it really was an evil spirit?\Right now, you have to think of your own position.\Do you think I can leave by myself after calling you here? response:	What would I follow her for?
context: Inside me, or someone else...\Finding one thing and picking it up...\The bitter and the sweet...\All in order to know the name of that flower.\What if it really was an evil spirit?\Right now, you have to think of your own position.\Do you think I can leave by myself after calling you here?\What would I follow her for? response:	Episode 5: This Path, the Crystallization of Premonition
