context: There you are. response:	They threw my gym clothes in the garbage.
context: -I have no idea, man!\Oh, Miyamura-kun. Could I please borrow your Math B textbook?\Man, seriously, Prez? You forgot yours? Get your shit together, man!\Ishikawa-kun!\Don't look at me! I got no clue what's going on!\What's up with you today, Miyamura?\Gloom\What's up with you today, Miyamura? response:	Gloom
context: Oh, Miyamura-kun. Could I please borrow your Math B textbook?\Man, seriously, Prez? You forgot yours? Get your shit together, man!\Ishikawa-kun!\Don't look at me! I got no clue what's going on!\What's up with you today, Miyamura?\Gloom\What's up with you today, Miyamura?\Gloom response:	Kill me.
context: Man, seriously, Prez? You forgot yours? Get your shit together, man!\Ishikawa-kun!\Don't look at me! I got no clue what's going on!\What's up with you today, Miyamura?\Gloom\What's up with you today, Miyamura?\Gloom\Kill me. response:	Gloom
context: Ishikawa-kun!\Don't look at me! I got no clue what's going on!\What's up with you today, Miyamura?\Gloom\What's up with you today, Miyamura?\Gloom\Kill me.\Gloom response:	Huh?
context: Don't look at me! I got no clue what's going on!\What's up with you today, Miyamura?\Gloom\What's up with you today, Miyamura?\Gloom\Kill me.\Gloom\Huh? response:	Huh?
context: What's up with you today, Miyamura?\Gloom\What's up with you today, Miyamura?\Gloom\Kill me.\Gloom\Huh?\Huh? response:	I'm guessing this is something Her Highness the Ice Queen wanted you to do.
context: Gloom\What's up with you today, Miyamura?\Gloom\Kill me.\Gloom\Huh?\Huh?\I'm guessing this is something Her Highness the Ice Queen wanted you to do. response:	Yep.
context: What's up with you today, Miyamura?\Gloom\Kill me.\Gloom\Huh?\Huh?\I'm guessing this is something Her Highness the Ice Queen wanted you to do.\Yep. response:	If you don't want to do this, then you should tell her.
context: Gloom\Kill me.\Gloom\Huh?\Huh?\I'm guessing this is something Her Highness the Ice Queen wanted you to do.\Yep.\If you don't want to do this, then you should tell her. response:	Morning!
context: Kill me.\Gloom\Huh?\Huh?\I'm guessing this is something Her Highness the Ice Queen wanted you to do.\Yep.\If you don't want to do this, then you should tell her.\Morning! response:	I'm begging you, Ishikawa-kun, get it together!
context: Gloom\Huh?\Huh?\I'm guessing this is something Her Highness the Ice Queen wanted you to do.\Yep.\If you don't want to do this, then you should tell her.\Morning!\I'm begging you, Ishikawa-kun, get it together! response:	Stop making this my problem!
context: Huh?\Huh?\I'm guessing this is something Her Highness the Ice Queen wanted you to do.\Yep.\If you don't want to do this, then you should tell her.\Morning!\I'm begging you, Ishikawa-kun, get it together!\Stop making this my problem! response:	Wow, it was that tough?
context: Huh?\I'm guessing this is something Her Highness the Ice Queen wanted you to do.\Yep.\If you don't want to do this, then you should tell her.\Morning!\I'm begging you, Ishikawa-kun, get it together!\Stop making this my problem!\Wow, it was that tough? response:	Guess I'll never get to see you get all violent with me, then.
context: I'm guessing this is something Her Highness the Ice Queen wanted you to do.\Yep.\If you don't want to do this, then you should tell her.\Morning!\I'm begging you, Ishikawa-kun, get it together!\Stop making this my problem!\Wow, it was that tough?\Guess I'll never get to see you get all violent with me, then. response:	Well, I'll just wait for you to forget, then give it a try.
context: Yep.\If you don't want to do this, then you should tell her.\Morning!\I'm begging you, Ishikawa-kun, get it together!\Stop making this my problem!\Wow, it was that tough?\Guess I'll never get to see you get all violent with me, then.\Well, I'll just wait for you to forget, then give it a try. response:	Really?! Oh, man, I can't wait!
context: If you don't want to do this, then you should tell her.\Morning!\I'm begging you, Ishikawa-kun, get it together!\Stop making this my problem!\Wow, it was that tough?\Guess I'll never get to see you get all violent with me, then.\Well, I'll just wait for you to forget, then give it a try.\Really?! Oh, man, I can't wait! response:	Later.
context: Morning!\I'm begging you, Ishikawa-kun, get it together!\Stop making this my problem!\Wow, it was that tough?\Guess I'll never get to see you get all violent with me, then.\Well, I'll just wait for you to forget, then give it a try.\Really?! Oh, man, I can't wait!\Later. response:	See ya!
context: I'm begging you, Ishikawa-kun, get it together!\Stop making this my problem!\Wow, it was that tough?\Guess I'll never get to see you get all violent with me, then.\Well, I'll just wait for you to forget, then give it a try.\Really?! Oh, man, I can't wait!\Later.\See ya! response:	Yup!
context: Stop making this my problem!\Wow, it was that tough?\Guess I'll never get to see you get all violent with me, then.\Well, I'll just wait for you to forget, then give it a try.\Really?! Oh, man, I can't wait!\Later.\See ya!\Yup! response:	Wait, I don't think the physics room is open during lunch.
context: Wow, it was that tough?\Guess I'll never get to see you get all violent with me, then.\Well, I'll just wait for you to forget, then give it a try.\Really?! Oh, man, I can't wait!\Later.\See ya!\Yup!\Wait, I don't think the physics room is open during lunch. response:	What? Oh, I think you're right!
context: Guess I'll never get to see you get all violent with me, then.\Well, I'll just wait for you to forget, then give it a try.\Really?! Oh, man, I can't wait!\Later.\See ya!\Yup!\Wait, I don't think the physics room is open during lunch.\What? Oh, I think you're right! response:	Ugh, I'll drop these off after lunch. Just tell our teacher I'll be late.
context: Well, I'll just wait for you to forget, then give it a try.\Really?! Oh, man, I can't wait!\Later.\See ya!\Yup!\Wait, I don't think the physics room is open during lunch.\What? Oh, I think you're right!\Ugh, I'll drop these off after lunch. Just tell our teacher I'll be late. response:	Want me to go instead?
context: Really?! Oh, man, I can't wait!\Later.\See ya!\Yup!\Wait, I don't think the physics room is open during lunch.\What? Oh, I think you're right!\Ugh, I'll drop these off after lunch. Just tell our teacher I'll be late.\Want me to go instead? response:	Nah, I got it.
context: Later.\See ya!\Yup!\Wait, I don't think the physics room is open during lunch.\What? Oh, I think you're right!\Ugh, I'll drop these off after lunch. Just tell our teacher I'll be late.\Want me to go instead?\Nah, I got it. response:	Sigh
context: See ya!\Yup!\Wait, I don't think the physics room is open during lunch.\What? Oh, I think you're right!\Ugh, I'll drop these off after lunch. Just tell our teacher I'll be late.\Want me to go instead?\Nah, I got it.\Sigh response:	Excuse me. Do you have a moment?
context: Yup!\Wait, I don't think the physics room is open during lunch.\What? Oh, I think you're right!\Ugh, I'll drop these off after lunch. Just tell our teacher I'll be late.\Want me to go instead?\Nah, I got it.\Sigh\Excuse me. Do you have a moment? response:	Huh?
context: Wait, I don't think the physics room is open during lunch.\What? Oh, I think you're right!\Ugh, I'll drop these off after lunch. Just tell our teacher I'll be late.\Want me to go instead?\Nah, I got it.\Sigh\Excuse me. Do you have a moment?\Huh? response:	Wait, hold on. Is this it? Is now the time to try that?
context: What? Oh, I think you're right!\Ugh, I'll drop these off after lunch. Just tell our teacher I'll be late.\Want me to go instead?\Nah, I got it.\Sigh\Excuse me. Do you have a moment?\Huh?\Wait, hold on. Is this it? Is now the time to try that? response:	But how should I act? What would make her happy?
context: Ugh, I'll drop these off after lunch. Just tell our teacher I'll be late.\Want me to go instead?\Nah, I got it.\Sigh\Excuse me. Do you have a moment?\Huh?\Wait, hold on. Is this it? Is now the time to try that?\But how should I act? What would make her happy? response:	Oh, hey, remember that-
context: Want me to go instead?\Nah, I got it.\Sigh\Excuse me. Do you have a moment?\Huh?\Wait, hold on. Is this it? Is now the time to try that?\But how should I act? What would make her happy?\Oh, hey, remember that- response:	Who the hell do you think you're talking to, you frickin' airhead?!
context: Nah, I got it.\Sigh\Excuse me. Do you have a moment?\Huh?\Wait, hold on. Is this it? Is now the time to try that?\But how should I act? What would make her happy?\Oh, hey, remember that-\Who the hell do you think you're talking to, you frickin' airhead?! response:	Stop actin' like we're all buddy-buddy,'cause we're not! Now shut the hell up!
context: Sigh\Excuse me. Do you have a moment?\Huh?\Wait, hold on. Is this it? Is now the time to try that?\But how should I act? What would make her happy?\Oh, hey, remember that-\Who the hell do you think you're talking to, you frickin' airhead?!\Stop actin' like we're all buddy-buddy,'cause we're not! Now shut the hell up! response:	Hori-san, I really can't do this!
context: Excuse me. Do you have a moment?\Huh?\Wait, hold on. Is this it? Is now the time to try that?\But how should I act? What would make her happy?\Oh, hey, remember that-\Who the hell do you think you're talking to, you frickin' airhead?!\Stop actin' like we're all buddy-buddy,'cause we're not! Now shut the hell up!\Hori-san, I really can't do this! response:	That's the last time I'm gonna yell at you.
context: Huh?\Wait, hold on. Is this it? Is now the time to try that?\But how should I act? What would make her happy?\Oh, hey, remember that-\Who the hell do you think you're talking to, you frickin' airhead?!\Stop actin' like we're all buddy-buddy,'cause we're not! Now shut the hell up!\Hori-san, I really can't do this!\That's the last time I'm gonna yell at you. response:	Hori-san... I'm so lost.
context: Wait, hold on. Is this it? Is now the time to try that?\But how should I act? What would make her happy?\Oh, hey, remember that-\Who the hell do you think you're talking to, you frickin' airhead?!\Stop actin' like we're all buddy-buddy,'cause we're not! Now shut the hell up!\Hori-san, I really can't do this!\That's the last time I'm gonna yell at you.\Hori-san... I'm so lost. response:	And now they're all talking about how we were fighting in the AV room.
context: But how should I act? What would make her happy?\Oh, hey, remember that-\Who the hell do you think you're talking to, you frickin' airhead?!\Stop actin' like we're all buddy-buddy,'cause we're not! Now shut the hell up!\Hori-san, I really can't do this!\That's the last time I'm gonna yell at you.\Hori-san... I'm so lost.\And now they're all talking about how we were fighting in the AV room. response:	I feel bad for freaking out the underclassmen.
context: Oh, hey, remember that-\Who the hell do you think you're talking to, you frickin' airhead?!\Stop actin' like we're all buddy-buddy,'cause we're not! Now shut the hell up!\Hori-san, I really can't do this!\That's the last time I'm gonna yell at you.\Hori-san... I'm so lost.\And now they're all talking about how we were fighting in the AV room.\I feel bad for freaking out the underclassmen. response:	What's up, Yuki?
context: Who the hell do you think you're talking to, you frickin' airhead?!\Stop actin' like we're all buddy-buddy,'cause we're not! Now shut the hell up!\Hori-san, I really can't do this!\That's the last time I'm gonna yell at you.\Hori-san... I'm so lost.\And now they're all talking about how we were fighting in the AV room.\I feel bad for freaking out the underclassmen.\What's up, Yuki? response:	Huh?
context: Stop actin' like we're all buddy-buddy,'cause we're not! Now shut the hell up!\Hori-san, I really can't do this!\That's the last time I'm gonna yell at you.\Hori-san... I'm so lost.\And now they're all talking about how we were fighting in the AV room.\I feel bad for freaking out the underclassmen.\What's up, Yuki?\Huh? response:	Oh, just...
context: Hori-san, I really can't do this!\That's the last time I'm gonna yell at you.\Hori-san... I'm so lost.\And now they're all talking about how we were fighting in the AV room.\I feel bad for freaking out the underclassmen.\What's up, Yuki?\Huh?\Oh, just... response:	Just what?
context: That's the last time I'm gonna yell at you.\Hori-san... I'm so lost.\And now they're all talking about how we were fighting in the AV room.\I feel bad for freaking out the underclassmen.\What's up, Yuki?\Huh?\Oh, just...\Just what? response:	You got asked out?
context: Hori-san... I'm so lost.\And now they're all talking about how we were fighting in the AV room.\I feel bad for freaking out the underclassmen.\What's up, Yuki?\Huh?\Oh, just...\Just what?\You got asked out? response:	Yeah, four days ago.
context: And now they're all talking about how we were fighting in the AV room.\I feel bad for freaking out the underclassmen.\What's up, Yuki?\Huh?\Oh, just...\Just what?\You got asked out?\Yeah, four days ago. response:	That long ago?
context: I feel bad for freaking out the underclassmen.\What's up, Yuki?\Huh?\Oh, just...\Just what?\You got asked out?\Yeah, four days ago.\That long ago? response:	Don't leave him hanging.
context: What's up, Yuki?\Huh?\Oh, just...\Just what?\You got asked out?\Yeah, four days ago.\That long ago?\Don't leave him hanging. response:	W-Well, I have to go turn him down!
context: Huh?\Oh, just...\Just what?\You got asked out?\Yeah, four days ago.\That long ago?\Don't leave him hanging.\W-Well, I have to go turn him down! response:	Huh? You're turning him down?
context: Oh, just...\Just what?\You got asked out?\Yeah, four days ago.\That long ago?\Don't leave him hanging.\W-Well, I have to go turn him down!\Huh? You're turning him down? response:	Of course I am! I don't even know him.
context: Just what?\You got asked out?\Yeah, four days ago.\That long ago?\Don't leave him hanging.\W-Well, I have to go turn him down!\Huh? You're turning him down?\Of course I am! I don't even know him. response:	He looked, like, really serious, too.
context: You got asked out?\Yeah, four days ago.\That long ago?\Don't leave him hanging.\W-Well, I have to go turn him down!\Huh? You're turning him down?\Of course I am! I don't even know him.\He looked, like, really serious, too. response:	I just feel bad going up to him with only a Sorry, no dice!
context: Yeah, four days ago.\That long ago?\Don't leave him hanging.\W-Well, I have to go turn him down!\Huh? You're turning him down?\Of course I am! I don't even know him.\He looked, like, really serious, too.\I just feel bad going up to him with only a Sorry, no dice! response:	Why don't you have someone pretend to be your boyfriend?
context: That long ago?\Don't leave him hanging.\W-Well, I have to go turn him down!\Huh? You're turning him down?\Of course I am! I don't even know him.\He looked, like, really serious, too.\I just feel bad going up to him with only a Sorry, no dice!\Why don't you have someone pretend to be your boyfriend? response:	Like Toru!
context: Don't leave him hanging.\W-Well, I have to go turn him down!\Huh? You're turning him down?\Of course I am! I don't even know him.\He looked, like, really serious, too.\I just feel bad going up to him with only a Sorry, no dice!\Why don't you have someone pretend to be your boyfriend?\Like Toru! response:	Oh, he'd hate that.
context: W-Well, I have to go turn him down!\Huh? You're turning him down?\Of course I am! I don't even know him.\He looked, like, really serious, too.\I just feel bad going up to him with only a Sorry, no dice!\Why don't you have someone pretend to be your boyfriend?\Like Toru!\Oh, he'd hate that. response:	I don't think he would, as long as you explained what's going on.
context: Huh? You're turning him down?\Of course I am! I don't even know him.\He looked, like, really serious, too.\I just feel bad going up to him with only a Sorry, no dice!\Why don't you have someone pretend to be your boyfriend?\Like Toru!\Oh, he'd hate that.\I don't think he would, as long as you explained what's going on. response:	I dunno...
context: Of course I am! I don't even know him.\He looked, like, really serious, too.\I just feel bad going up to him with only a Sorry, no dice!\Why don't you have someone pretend to be your boyfriend?\Like Toru!\Oh, he'd hate that.\I don't think he would, as long as you explained what's going on.\I dunno... response:	Yeah, it's happening after school. Yup. See ya then.
context: He looked, like, really serious, too.\I just feel bad going up to him with only a Sorry, no dice!\Why don't you have someone pretend to be your boyfriend?\Like Toru!\Oh, he'd hate that.\I don't think he would, as long as you explained what's going on.\I dunno...\Yeah, it's happening after school. Yup. See ya then. response:	Ishikawa-kun's in.
context: I just feel bad going up to him with only a Sorry, no dice!\Why don't you have someone pretend to be your boyfriend?\Like Toru!\Oh, he'd hate that.\I don't think he would, as long as you explained what's going on.\I dunno...\Yeah, it's happening after school. Yup. See ya then.\Ishikawa-kun's in. response:	That was fast!
context: Why don't you have someone pretend to be your boyfriend?\Like Toru!\Oh, he'd hate that.\I don't think he would, as long as you explained what's going on.\I dunno...\Yeah, it's happening after school. Yup. See ya then.\Ishikawa-kun's in.\That was fast! response:	So, what do you want me to do?
context: Like Toru!\Oh, he'd hate that.\I don't think he would, as long as you explained what's going on.\I dunno...\Yeah, it's happening after school. Yup. See ya then.\Ishikawa-kun's in.\That was fast!\So, what do you want me to do? response:	Just kind of feel her up while she turns him down.
context: Oh, he'd hate that.\I don't think he would, as long as you explained what's going on.\I dunno...\Yeah, it's happening after school. Yup. See ya then.\Ishikawa-kun's in.\That was fast!\So, what do you want me to do?\Just kind of feel her up while she turns him down. response:	Calm down, Satan! I can't do him dirty like that!
context: I don't think he would, as long as you explained what's going on.\I dunno...\Yeah, it's happening after school. Yup. See ya then.\Ishikawa-kun's in.\That was fast!\So, what do you want me to do?\Just kind of feel her up while she turns him down.\Calm down, Satan! I can't do him dirty like that! response:	C'mon, Hori!
context: I dunno...\Yeah, it's happening after school. Yup. See ya then.\Ishikawa-kun's in.\That was fast!\So, what do you want me to do?\Just kind of feel her up while she turns him down.\Calm down, Satan! I can't do him dirty like that!\C'mon, Hori! response:	So what class is he in?
context: Yeah, it's happening after school. Yup. See ya then.\Ishikawa-kun's in.\That was fast!\So, what do you want me to do?\Just kind of feel her up while she turns him down.\Calm down, Satan! I can't do him dirty like that!\C'mon, Hori!\So what class is he in? response:	Class 6, I think?
context: Ishikawa-kun's in.\That was fast!\So, what do you want me to do?\Just kind of feel her up while she turns him down.\Calm down, Satan! I can't do him dirty like that!\C'mon, Hori!\So what class is he in?\Class 6, I think? response:	Yeah, Class 6. His name's Yanagi-kun.
context: That was fast!\So, what do you want me to do?\Just kind of feel her up while she turns him down.\Calm down, Satan! I can't do him dirty like that!\C'mon, Hori!\So what class is he in?\Class 6, I think?\Yeah, Class 6. His name's Yanagi-kun. response:	Hold on, Yoshikawa. You sure you wanna use me for this?
context: So, what do you want me to do?\Just kind of feel her up while she turns him down.\Calm down, Satan! I can't do him dirty like that!\C'mon, Hori!\So what class is he in?\Class 6, I think?\Yeah, Class 6. His name's Yanagi-kun.\Hold on, Yoshikawa. You sure you wanna use me for this? response:	Wouldn't you want, like, a way hotter guy to pull this off?
context: Just kind of feel her up while she turns him down.\Calm down, Satan! I can't do him dirty like that!\C'mon, Hori!\So what class is he in?\Class 6, I think?\Yeah, Class 6. His name's Yanagi-kun.\Hold on, Yoshikawa. You sure you wanna use me for this?\Wouldn't you want, like, a way hotter guy to pull this off? response:	W-Well, you're definitely a little hotter than him, so it's fine!
context: Calm down, Satan! I can't do him dirty like that!\C'mon, Hori!\So what class is he in?\Class 6, I think?\Yeah, Class 6. His name's Yanagi-kun.\Hold on, Yoshikawa. You sure you wanna use me for this?\Wouldn't you want, like, a way hotter guy to pull this off?\W-Well, you're definitely a little hotter than him, so it's fine! response:	Oh.'Kay.
context: C'mon, Hori!\So what class is he in?\Class 6, I think?\Yeah, Class 6. His name's Yanagi-kun.\Hold on, Yoshikawa. You sure you wanna use me for this?\Wouldn't you want, like, a way hotter guy to pull this off?\W-Well, you're definitely a little hotter than him, so it's fine!\Oh.'Kay. response:	Just a little! Just a little, okay?!
context: So what class is he in?\Class 6, I think?\Yeah, Class 6. His name's Yanagi-kun.\Hold on, Yoshikawa. You sure you wanna use me for this?\Wouldn't you want, like, a way hotter guy to pull this off?\W-Well, you're definitely a little hotter than him, so it's fine!\Oh.'Kay.\Just a little! Just a little, okay?! response:	Heard you loud and clear.
context: Class 6, I think?\Yeah, Class 6. His name's Yanagi-kun.\Hold on, Yoshikawa. You sure you wanna use me for this?\Wouldn't you want, like, a way hotter guy to pull this off?\W-Well, you're definitely a little hotter than him, so it's fine!\Oh.'Kay.\Just a little! Just a little, okay?!\Heard you loud and clear. response:	Shouldn't we head out already?
context: Yeah, Class 6. His name's Yanagi-kun.\Hold on, Yoshikawa. You sure you wanna use me for this?\Wouldn't you want, like, a way hotter guy to pull this off?\W-Well, you're definitely a little hotter than him, so it's fine!\Oh.'Kay.\Just a little! Just a little, okay?!\Heard you loud and clear.\Shouldn't we head out already? response:	Yeah.
context: Hold on, Yoshikawa. You sure you wanna use me for this?\Wouldn't you want, like, a way hotter guy to pull this off?\W-Well, you're definitely a little hotter than him, so it's fine!\Oh.'Kay.\Just a little! Just a little, okay?!\Heard you loud and clear.\Shouldn't we head out already?\Yeah. response:	Wait, you're coming, too?!
context: Wouldn't you want, like, a way hotter guy to pull this off?\W-Well, you're definitely a little hotter than him, so it's fine!\Oh.'Kay.\Just a little! Just a little, okay?!\Heard you loud and clear.\Shouldn't we head out already?\Yeah.\Wait, you're coming, too?! response:	I wanna see who it is!
context: W-Well, you're definitely a little hotter than him, so it's fine!\Oh.'Kay.\Just a little! Just a little, okay?!\Heard you loud and clear.\Shouldn't we head out already?\Yeah.\Wait, you're coming, too?!\I wanna see who it is! response:	Wait, you're coming, too?!
context: Oh.'Kay.\Just a little! Just a little, okay?!\Heard you loud and clear.\Shouldn't we head out already?\Yeah.\Wait, you're coming, too?!\I wanna see who it is!\Wait, you're coming, too?! response:	I wanna see who it is!
context: Just a little! Just a little, okay?!\Heard you loud and clear.\Shouldn't we head out already?\Yeah.\Wait, you're coming, too?!\I wanna see who it is!\Wait, you're coming, too?!\I wanna see who it is! response:	Heck yeah! I'm worried about you!
context: Heard you loud and clear.\Shouldn't we head out already?\Yeah.\Wait, you're coming, too?!\I wanna see who it is!\Wait, you're coming, too?!\I wanna see who it is!\Heck yeah! I'm worried about you! response:	I wanna see who it is!
context: Shouldn't we head out already?\Yeah.\Wait, you're coming, too?!\I wanna see who it is!\Wait, you're coming, too?!\I wanna see who it is!\Heck yeah! I'm worried about you!\I wanna see who it is! response:	Oh. Thanks, Hori.
context: Yeah.\Wait, you're coming, too?!\I wanna see who it is!\Wait, you're coming, too?!\I wanna see who it is!\Heck yeah! I'm worried about you!\I wanna see who it is!\Oh. Thanks, Hori. response:	Oh. Thanks, Hori.
context: Wait, you're coming, too?!\I wanna see who it is!\Wait, you're coming, too?!\I wanna see who it is!\Heck yeah! I'm worried about you!\I wanna see who it is!\Oh. Thanks, Hori.\Oh. Thanks, Hori. response:	Okay, let's go.
context: I wanna see who it is!\Wait, you're coming, too?!\I wanna see who it is!\Heck yeah! I'm worried about you!\I wanna see who it is!\Oh. Thanks, Hori.\Oh. Thanks, Hori.\Okay, let's go. response:	Huh?
context: Wait, you're coming, too?!\I wanna see who it is!\Heck yeah! I'm worried about you!\I wanna see who it is!\Oh. Thanks, Hori.\Oh. Thanks, Hori.\Okay, let's go.\Huh? response:	We're dating, right? Just for today.
context: I wanna see who it is!\Heck yeah! I'm worried about you!\I wanna see who it is!\Oh. Thanks, Hori.\Oh. Thanks, Hori.\Okay, let's go.\Huh?\We're dating, right? Just for today. response:	I forget who's even in Class 6.
context: Heck yeah! I'm worried about you!\I wanna see who it is!\Oh. Thanks, Hori.\Oh. Thanks, Hori.\Okay, let's go.\Huh?\We're dating, right? Just for today.\I forget who's even in Class 6. response:	Yeah, hard to remember when they're not in your class.
context: I wanna see who it is!\Oh. Thanks, Hori.\Oh. Thanks, Hori.\Okay, let's go.\Huh?\We're dating, right? Just for today.\I forget who's even in Class 6.\Yeah, hard to remember when they're not in your class. response:	Maybe Ayasaki-san knows?
context: Oh. Thanks, Hori.\Oh. Thanks, Hori.\Okay, let's go.\Huh?\We're dating, right? Just for today.\I forget who's even in Class 6.\Yeah, hard to remember when they're not in your class.\Maybe Ayasaki-san knows? response:	Just for today.
context: Oh. Thanks, Hori.\Okay, let's go.\Huh?\We're dating, right? Just for today.\I forget who's even in Class 6.\Yeah, hard to remember when they're not in your class.\Maybe Ayasaki-san knows?\Just for today. response:	You don't have to say anything, Toru.
context: Okay, let's go.\Huh?\We're dating, right? Just for today.\I forget who's even in Class 6.\Yeah, hard to remember when they're not in your class.\Maybe Ayasaki-san knows?\Just for today.\You don't have to say anything, Toru. response:	You sure?
context: Huh?\We're dating, right? Just for today.\I forget who's even in Class 6.\Yeah, hard to remember when they're not in your class.\Maybe Ayasaki-san knows?\Just for today.\You don't have to say anything, Toru.\You sure? response:	Yeah. Sorry for making you go along with all this.
context: We're dating, right? Just for today.\I forget who's even in Class 6.\Yeah, hard to remember when they're not in your class.\Maybe Ayasaki-san knows?\Just for today.\You don't have to say anything, Toru.\You sure?\Yeah. Sorry for making you go along with all this. response:	You better be sorry.
context: I forget who's even in Class 6.\Yeah, hard to remember when they're not in your class.\Maybe Ayasaki-san knows?\Just for today.\You don't have to say anything, Toru.\You sure?\Yeah. Sorry for making you go along with all this.\You better be sorry. response:	Let me say just one thing to him, then.
context: Yeah, hard to remember when they're not in your class.\Maybe Ayasaki-san knows?\Just for today.\You don't have to say anything, Toru.\You sure?\Yeah. Sorry for making you go along with all this.\You better be sorry.\Let me say just one thing to him, then. response:	Like, She's my girlfriend. That okay?
context: Maybe Ayasaki-san knows?\Just for today.\You don't have to say anything, Toru.\You sure?\Yeah. Sorry for making you go along with all this.\You better be sorry.\Let me say just one thing to him, then.\Like, She's my girlfriend. That okay? response:	What?!
context: Just for today.\You don't have to say anything, Toru.\You sure?\Yeah. Sorry for making you go along with all this.\You better be sorry.\Let me say just one thing to him, then.\Like, She's my girlfriend. That okay?\What?! response:	Y-You just have to pretend to be my boyfriend, you know!
context: You don't have to say anything, Toru.\You sure?\Yeah. Sorry for making you go along with all this.\You better be sorry.\Let me say just one thing to him, then.\Like, She's my girlfriend. That okay?\What?!\Y-You just have to pretend to be my boyfriend, you know! response:	Yeah. That's pretending.
context: You sure?\Yeah. Sorry for making you go along with all this.\You better be sorry.\Let me say just one thing to him, then.\Like, She's my girlfriend. That okay?\What?!\Y-You just have to pretend to be my boyfriend, you know!\Yeah. That's pretending. response:	Sure, whatever, say it!
context: Yeah. Sorry for making you go along with all this.\You better be sorry.\Let me say just one thing to him, then.\Like, She's my girlfriend. That okay?\What?!\Y-You just have to pretend to be my boyfriend, you know!\Yeah. That's pretending.\Sure, whatever, say it! response:	I can't hear what they're saying.
context: You better be sorry.\Let me say just one thing to him, then.\Like, She's my girlfriend. That okay?\What?!\Y-You just have to pretend to be my boyfriend, you know!\Yeah. That's pretending.\Sure, whatever, say it!\I can't hear what they're saying. response:	Oh, there he is!
context: Let me say just one thing to him, then.\Like, She's my girlfriend. That okay?\What?!\Y-You just have to pretend to be my boyfriend, you know!\Yeah. That's pretending.\Sure, whatever, say it!\I can't hear what they're saying.\Oh, there he is! response:	I'm so sorry I'm late, Yoshikawa-san!
context: Like, She's my girlfriend. That okay?\What?!\Y-You just have to pretend to be my boyfriend, you know!\Yeah. That's pretending.\Sure, whatever, say it!\I can't hear what they're saying.\Oh, there he is!\I'm so sorry I'm late, Yoshikawa-san! response:	Our teacher needed me for something.
context: What?!\Y-You just have to pretend to be my boyfriend, you know!\Yeah. That's pretending.\Sure, whatever, say it!\I can't hear what they're saying.\Oh, there he is!\I'm so sorry I'm late, Yoshikawa-san!\Our teacher needed me for something. response:	Holy crap, he's gorgeous!
context: Y-You just have to pretend to be my boyfriend, you know!\Yeah. That's pretending.\Sure, whatever, say it!\I can't hear what they're saying.\Oh, there he is!\I'm so sorry I'm late, Yoshikawa-san!\Our teacher needed me for something.\Holy crap, he's gorgeous! response:	He's a zillion times hotter than Toru!
context: Yeah. That's pretending.\Sure, whatever, say it!\I can't hear what they're saying.\Oh, there he is!\I'm so sorry I'm late, Yoshikawa-san!\Our teacher needed me for something.\Holy crap, he's gorgeous!\He's a zillion times hotter than Toru! response:	C'mon.
context: Sure, whatever, say it!\I can't hear what they're saying.\Oh, there he is!\I'm so sorry I'm late, Yoshikawa-san!\Our teacher needed me for something.\Holy crap, he's gorgeous!\He's a zillion times hotter than Toru!\C'mon. response:	Um, uh, I'm...
context: I can't hear what they're saying.\Oh, there he is!\I'm so sorry I'm late, Yoshikawa-san!\Our teacher needed me for something.\Holy crap, he's gorgeous!\He's a zillion times hotter than Toru!\C'mon.\Um, uh, I'm... response:	Oh, hello. I'm Akane Yanagi from Class 6.
context: Oh, there he is!\I'm so sorry I'm late, Yoshikawa-san!\Our teacher needed me for something.\Holy crap, he's gorgeous!\He's a zillion times hotter than Toru!\C'mon.\Um, uh, I'm...\Oh, hello. I'm Akane Yanagi from Class 6. response:	God, even his name is cool!
context: I'm so sorry I'm late, Yoshikawa-san!\Our teacher needed me for something.\Holy crap, he's gorgeous!\He's a zillion times hotter than Toru!\C'mon.\Um, uh, I'm...\Oh, hello. I'm Akane Yanagi from Class 6.\God, even his name is cool! response:	I'm Ishikawa.
context: Our teacher needed me for something.\Holy crap, he's gorgeous!\He's a zillion times hotter than Toru!\C'mon.\Um, uh, I'm...\Oh, hello. I'm Akane Yanagi from Class 6.\God, even his name is cool!\I'm Ishikawa. response:	Miyamura's the pretty guy in our group, and even he pales in comparison!
context: Holy crap, he's gorgeous!\He's a zillion times hotter than Toru!\C'mon.\Um, uh, I'm...\Oh, hello. I'm Akane Yanagi from Class 6.\God, even his name is cool!\I'm Ishikawa.\Miyamura's the pretty guy in our group, and even he pales in comparison! response:	Hang in there, Ishikawa-kun!
context: He's a zillion times hotter than Toru!\C'mon.\Um, uh, I'm...\Oh, hello. I'm Akane Yanagi from Class 6.\God, even his name is cool!\I'm Ishikawa.\Miyamura's the pretty guy in our group, and even he pales in comparison!\Hang in there, Ishikawa-kun! response:	So you have a boyfriend.
context: C'mon.\Um, uh, I'm...\Oh, hello. I'm Akane Yanagi from Class 6.\God, even his name is cool!\I'm Ishikawa.\Miyamura's the pretty guy in our group, and even he pales in comparison!\Hang in there, Ishikawa-kun!\So you have a boyfriend. response:	Yeah. Sorry.
