context: Doctor! Big news! response:	What?! Yamamoto Yumi-san?!
context: Impassioned was your...\She went for Impassionate instead of Impassioned was!\Did Chihaya hear wrong?\And she touched a card on the opponent's side\while the correct one was on her own!\It's a double fault!\Chihaya-chan...\I can't see! I can't see a thing! response:	What am I doing?
context: She went for Impassionate instead of Impassioned was!\Did Chihaya hear wrong?\And she touched a card on the opponent's side\while the correct one was on her own!\It's a double fault!\Chihaya-chan...\I can't see! I can't see a thing!\What am I doing? response:	She made a mistake.
context: Did Chihaya hear wrong?\And she touched a card on the opponent's side\while the correct one was on her own!\It's a double fault!\Chihaya-chan...\I can't see! I can't see a thing!\What am I doing?\She made a mistake. response:	Pathetic.
context: And she touched a card on the opponent's side\while the correct one was on her own!\It's a double fault!\Chihaya-chan...\I can't see! I can't see a thing!\What am I doing?\She made a mistake.\Pathetic. response:	The previous Queen needs her opponents to make mistakes.
context: while the correct one was on her own!\It's a double fault!\Chihaya-chan...\I can't see! I can't see a thing!\What am I doing?\She made a mistake.\Pathetic.\The previous Queen needs her opponents to make mistakes. response:	the red that is the Tatsuta River
context: It's a double fault!\Chihaya-chan...\I can't see! I can't see a thing!\What am I doing?\She made a mistake.\Pathetic.\The previous Queen needs her opponents to make mistakes.\the red that is the Tatsuta River response:	From a 7 card lead to a 4 card lead.
context: Chihaya-chan...\I can't see! I can't see a thing!\What am I doing?\She made a mistake.\Pathetic.\The previous Queen needs her opponents to make mistakes.\the red that is the Tatsuta River\From a 7 card lead to a 4 card lead. response:	I've played hundreds of matches, so I know.
context: I can't see! I can't see a thing!\What am I doing?\She made a mistake.\Pathetic.\The previous Queen needs her opponents to make mistakes.\the red that is the Tatsuta River\From a 7 card lead to a 4 card lead.\I've played hundreds of matches, so I know. response:	The match will be determined here.
context: What am I doing?\She made a mistake.\Pathetic.\The previous Queen needs her opponents to make mistakes.\the red that is the Tatsuta River\From a 7 card lead to a 4 card lead.\I've played hundreds of matches, so I know.\The match will be determined here. response:	What am I doing?
context: She made a mistake.\Pathetic.\The previous Queen needs her opponents to make mistakes.\the red that is the Tatsuta River\From a 7 card lead to a 4 card lead.\I've played hundreds of matches, so I know.\The match will be determined here.\What am I doing? response:	How could I make a mistake now?
context: Pathetic.\The previous Queen needs her opponents to make mistakes.\the red that is the Tatsuta River\From a 7 card lead to a 4 card lead.\I've played hundreds of matches, so I know.\The match will be determined here.\What am I doing?\How could I make a mistake now? response:	How could I mess up Impassionate?
context: The previous Queen needs her opponents to make mistakes.\the red that is the Tatsuta River\From a 7 card lead to a 4 card lead.\I've played hundreds of matches, so I know.\The match will be determined here.\What am I doing?\How could I make a mistake now?\How could I mess up Impassionate? response:	Why?
context: the red that is the Tatsuta River\From a 7 card lead to a 4 card lead.\I've played hundreds of matches, so I know.\The match will be determined here.\What am I doing?\How could I make a mistake now?\How could I mess up Impassionate?\Why? response:	I still have a chance.
context: From a 7 card lead to a 4 card lead.\I've played hundreds of matches, so I know.\The match will be determined here.\What am I doing?\How could I make a mistake now?\How could I mess up Impassionate?\Why?\I still have a chance. response:	I can do this.
context: I've played hundreds of matches, so I know.\The match will be determined here.\What am I doing?\How could I make a mistake now?\How could I mess up Impassionate?\Why?\I still have a chance.\I can do this. response:	Ki-Kitano-san!
context: The match will be determined here.\What am I doing?\How could I make a mistake now?\How could I mess up Impassionate?\Why?\I still have a chance.\I can do this.\Ki-Kitano-san! response:	You can't open a window during the match!
context: What am I doing?\How could I make a mistake now?\How could I mess up Impassionate?\Why?\I still have a chance.\I can do this.\Ki-Kitano-san!\You can't open a window during the match! response:	Fool!
context: How could I make a mistake now?\How could I mess up Impassionate?\Why?\I still have a chance.\I can do this.\Ki-Kitano-san!\You can't open a window during the match!\Fool! response:	If it's too hot, they're going to suffocate!
context: How could I mess up Impassionate?\Why?\I still have a chance.\I can do this.\Ki-Kitano-san!\You can't open a window during the match!\Fool!\If it's too hot, they're going to suffocate! response:	You have to let some air in
context: Why?\I still have a chance.\I can do this.\Ki-Kitano-san!\You can't open a window during the match!\Fool!\If it's too hot, they're going to suffocate!\You have to let some air in response:	or the players will keep suffering!
context: I still have a chance.\I can do this.\Ki-Kitano-san!\You can't open a window during the match!\Fool!\If it's too hot, they're going to suffocate!\You have to let some air in\or the players will keep suffering! response:	You're not supposed to do anything without permission!
context: I can do this.\Ki-Kitano-san!\You can't open a window during the match!\Fool!\If it's too hot, they're going to suffocate!\You have to let some air in\or the players will keep suffering!\You're not supposed to do anything without permission! response:	I don't give a damn! Wipe the windows!
context: Ki-Kitano-san!\You can't open a window during the match!\Fool!\If it's too hot, they're going to suffocate!\You have to let some air in\or the players will keep suffering!\You're not supposed to do anything without permission!\I don't give a damn! Wipe the windows! response:	Coach Kitano...
context: You can't open a window during the match!\Fool!\If it's too hot, they're going to suffocate!\You have to let some air in\or the players will keep suffering!\You're not supposed to do anything without permission!\I don't give a damn! Wipe the windows!\Coach Kitano... response:	That feels so good.
context: Fool!\If it's too hot, they're going to suffocate!\You have to let some air in\or the players will keep suffering!\You're not supposed to do anything without permission!\I don't give a damn! Wipe the windows!\Coach Kitano...\That feels so good. response:	You just helped my opponent recover.
context: If it's too hot, they're going to suffocate!\You have to let some air in\or the players will keep suffering!\You're not supposed to do anything without permission!\I don't give a damn! Wipe the windows!\Coach Kitano...\That feels so good.\You just helped my opponent recover. response:	Come on, Kitano-san! That's enough!
context: You have to let some air in\or the players will keep suffering!\You're not supposed to do anything without permission!\I don't give a damn! Wipe the windows!\Coach Kitano...\That feels so good.\You just helped my opponent recover.\Come on, Kitano-san! That's enough! response:	You're still in good shape!
context: or the players will keep suffering!\You're not supposed to do anything without permission!\I don't give a damn! Wipe the windows!\Coach Kitano...\That feels so good.\You just helped my opponent recover.\Come on, Kitano-san! That's enough!\You're still in good shape! response:	Play your own karuta!
context: You're not supposed to do anything without permission!\I don't give a damn! Wipe the windows!\Coach Kitano...\That feels so good.\You just helped my opponent recover.\Come on, Kitano-san! That's enough!\You're still in good shape!\Play your own karuta! response:	Enough already!
context: I don't give a damn! Wipe the windows!\Coach Kitano...\That feels so good.\You just helped my opponent recover.\Come on, Kitano-san! That's enough!\You're still in good shape!\Play your own karuta!\Enough already! response:	I'm going to close the window.
context: Coach Kitano...\That feels so good.\You just helped my opponent recover.\Come on, Kitano-san! That's enough!\You're still in good shape!\Play your own karuta!\Enough already!\I'm going to close the window. response:	If you don't want me to open the window again,
context: That feels so good.\You just helped my opponent recover.\Come on, Kitano-san! That's enough!\You're still in good shape!\Play your own karuta!\Enough already!\I'm going to close the window.\If you don't want me to open the window again, response:	you better wipe it every ten minutes!
context: You just helped my opponent recover.\Come on, Kitano-san! That's enough!\You're still in good shape!\Play your own karuta!\Enough already!\I'm going to close the window.\If you don't want me to open the window again,\you better wipe it every ten minutes! response:	Coach Kitano...
context: Come on, Kitano-san! That's enough!\You're still in good shape!\Play your own karuta!\Enough already!\I'm going to close the window.\If you don't want me to open the window again,\you better wipe it every ten minutes!\Coach Kitano... response:	My own karuta...
context: You're still in good shape!\Play your own karuta!\Enough already!\I'm going to close the window.\If you don't want me to open the window again,\you better wipe it every ten minutes!\Coach Kitano...\My own karuta... response:	Yes, my own karuta...
context: Play your own karuta!\Enough already!\I'm going to close the window.\If you don't want me to open the window again,\you better wipe it every ten minutes!\Coach Kitano...\My own karuta...\Yes, my own karuta... response:	My own karuta...
context: Enough already!\I'm going to close the window.\If you don't want me to open the window again,\you better wipe it every ten minutes!\Coach Kitano...\My own karuta...\Yes, my own karuta...\My own karuta... response:	He just helped every simple-minded player in the room.
context: I'm going to close the window.\If you don't want me to open the window again,\you better wipe it every ten minutes!\Coach Kitano...\My own karuta...\Yes, my own karuta...\My own karuta...\He just helped every simple-minded player in the room. response:	My own karuta...
context: If you don't want me to open the window again,\you better wipe it every ten minutes!\Coach Kitano...\My own karuta...\Yes, my own karuta...\My own karuta...\He just helped every simple-minded player in the room.\My own karuta... response:	My own karuta.
context: you better wipe it every ten minutes!\Coach Kitano...\My own karuta...\Yes, my own karuta...\My own karuta...\He just helped every simple-minded player in the room.\My own karuta...\My own karuta. response:	Next time, you can avenge yourself against Wakamiya.
context: Coach Kitano...\My own karuta...\Yes, my own karuta...\My own karuta...\He just helped every simple-minded player in the room.\My own karuta...\My own karuta.\Next time, you can avenge yourself against Wakamiya. response:	You should be excited, Yumin.
context: My own karuta...\Yes, my own karuta...\My own karuta...\He just helped every simple-minded player in the room.\My own karuta...\My own karuta.\Next time, you can avenge yourself against Wakamiya.\You should be excited, Yumin. response:	You get to be a challenger again!
context: Yes, my own karuta...\My own karuta...\He just helped every simple-minded player in the room.\My own karuta...\My own karuta.\Next time, you can avenge yourself against Wakamiya.\You should be excited, Yumin.\You get to be a challenger again! response:	My own karuta.
context: My own karuta...\He just helped every simple-minded player in the room.\My own karuta...\My own karuta.\Next time, you can avenge yourself against Wakamiya.\You should be excited, Yumin.\You get to be a challenger again!\My own karuta. response:	My own...
context: He just helped every simple-minded player in the room.\My own karuta...\My own karuta.\Next time, you can avenge yourself against Wakamiya.\You should be excited, Yumin.\You get to be a challenger again!\My own karuta.\My own... response:	The karuta that comes from all the practice I've done with everyone.
context: My own karuta...\My own karuta.\Next time, you can avenge yourself against Wakamiya.\You should be excited, Yumin.\You get to be a challenger again!\My own karuta.\My own...\The karuta that comes from all the practice I've done with everyone. response:	I'm going to play...
context: My own karuta.\Next time, you can avenge yourself against Wakamiya.\You should be excited, Yumin.\You get to be a challenger again!\My own karuta.\My own...\The karuta that comes from all the practice I've done with everyone.\I'm going to play... response:	My own karuta!
context: Next time, you can avenge yourself against Wakamiya.\You should be excited, Yumin.\You get to be a challenger again!\My own karuta.\My own...\The karuta that comes from all the practice I've done with everyone.\I'm going to play...\My own karuta! response:	Alas, another autumn has passed in vain
context: You should be excited, Yumin.\You get to be a challenger again!\My own karuta.\My own...\The karuta that comes from all the practice I've done with everyone.\I'm going to play...\My own karuta!\Alas, another autumn has passed in vain response:	I know that my heart is all aflutter
context: You get to be a challenger again!\My own karuta.\My own...\The karuta that comes from all the practice I've done with everyone.\I'm going to play...\My own karuta!\Alas, another autumn has passed in vain\I know that my heart is all aflutter response:	Yes! Got it!
context: My own karuta.\My own...\The karuta that comes from all the practice I've done with everyone.\I'm going to play...\My own karuta!\Alas, another autumn has passed in vain\I know that my heart is all aflutter\Yes! Got it! response:	What? Please wait.
context: My own...\The karuta that comes from all the practice I've done with everyone.\I'm going to play...\My own karuta!\Alas, another autumn has passed in vain\I know that my heart is all aflutter\Yes! Got it!\What? Please wait. response:	I believe that card is mine.
context: The karuta that comes from all the practice I've done with everyone.\I'm going to play...\My own karuta!\Alas, another autumn has passed in vain\I know that my heart is all aflutter\Yes! Got it!\What? Please wait.\I believe that card is mine. response:	Huh?
context: I'm going to play...\My own karuta!\Alas, another autumn has passed in vain\I know that my heart is all aflutter\Yes! Got it!\What? Please wait.\I believe that card is mine.\Huh? response:	But I'm the one who hit it...
context: My own karuta!\Alas, another autumn has passed in vain\I know that my heart is all aflutter\Yes! Got it!\What? Please wait.\I believe that card is mine.\Huh?\But I'm the one who hit it... response:	You may have knocked it away,
context: Alas, another autumn has passed in vain\I know that my heart is all aflutter\Yes! Got it!\What? Please wait.\I believe that card is mine.\Huh?\But I'm the one who hit it...\You may have knocked it away, response:	but my pinky touched it first.
context: I know that my heart is all aflutter\Yes! Got it!\What? Please wait.\I believe that card is mine.\Huh?\But I'm the one who hit it...\You may have knocked it away,\but my pinky touched it first. response:	Like this.
context: Yes! Got it!\What? Please wait.\I believe that card is mine.\Huh?\But I'm the one who hit it...\You may have knocked it away,\but my pinky touched it first.\Like this. response:	Huh?
context: What? Please wait.\I believe that card is mine.\Huh?\But I'm the one who hit it...\You may have knocked it away,\but my pinky touched it first.\Like this.\Huh? response:	You just happened to knock it away.
context: I believe that card is mine.\Huh?\But I'm the one who hit it...\You may have knocked it away,\but my pinky touched it first.\Like this.\Huh?\You just happened to knock it away. response:	B-But...
context: Huh?\But I'm the one who hit it...\You may have knocked it away,\but my pinky touched it first.\Like this.\Huh?\You just happened to knock it away.\B-But... response:	Are you sure you touched it first?
context: But I'm the one who hit it...\You may have knocked it away,\but my pinky touched it first.\Like this.\Huh?\You just happened to knock it away.\B-But...\Are you sure you touched it first? response:	I saw everything happen.
context: You may have knocked it away,\but my pinky touched it first.\Like this.\Huh?\You just happened to knock it away.\B-But...\Are you sure you touched it first?\I saw everything happen. response:	My pinky was on the edge of the card.
context: but my pinky touched it first.\Like this.\Huh?\You just happened to knock it away.\B-But...\Are you sure you touched it first?\I saw everything happen.\My pinky was on the edge of the card. response:	But, um...
context: Like this.\Huh?\You just happened to knock it away.\B-But...\Are you sure you touched it first?\I saw everything happen.\My pinky was on the edge of the card.\But, um... response:	I think I was first...
context: Huh?\You just happened to knock it away.\B-But...\Are you sure you touched it first?\I saw everything happen.\My pinky was on the edge of the card.\But, um...\I think I was first... response:	After that, you knocked the card away from above.
context: You just happened to knock it away.\B-But...\Are you sure you touched it first?\I saw everything happen.\My pinky was on the edge of the card.\But, um...\I think I was first...\After that, you knocked the card away from above. response:	Watch.
context: B-But...\Are you sure you touched it first?\I saw everything happen.\My pinky was on the edge of the card.\But, um...\I think I was first...\After that, you knocked the card away from above.\Watch. response:	This is what happened.
context: Are you sure you touched it first?\I saw everything happen.\My pinky was on the edge of the card.\But, um...\I think I was first...\After that, you knocked the card away from above.\Watch.\This is what happened. response:	U-Um...
context: I saw everything happen.\My pinky was on the edge of the card.\But, um...\I think I was first...\After that, you knocked the card away from above.\Watch.\This is what happened.\U-Um... response:	Then you can take it...
context: My pinky was on the edge of the card.\But, um...\I think I was first...\After that, you knocked the card away from above.\Watch.\This is what happened.\U-Um...\Then you can take it... response:	What was that?
context: But, um...\I think I was first...\After that, you knocked the card away from above.\Watch.\This is what happened.\U-Um...\Then you can take it...\What was that? response:	Sh-She's back!
context: I think I was first...\After that, you knocked the card away from above.\Watch.\This is what happened.\U-Um...\Then you can take it...\What was that?\Sh-She's back! response:	The legendary Contest Yumi!
context: After that, you knocked the card away from above.\Watch.\This is what happened.\U-Um...\Then you can take it...\What was that?\Sh-She's back!\The legendary Contest Yumi! response:	Contest Yumi?
context: Watch.\This is what happened.\U-Um...\Then you can take it...\What was that?\Sh-She's back!\The legendary Contest Yumi!\Contest Yumi? response:	Yeah.
context: This is what happened.\U-Um...\Then you can take it...\What was that?\Sh-She's back!\The legendary Contest Yumi!\Contest Yumi?\Yeah. response:	She's known for contesting every close call with absolute confidence.
context: U-Um...\Then you can take it...\What was that?\Sh-She's back!\The legendary Contest Yumi!\Contest Yumi?\Yeah.\She's known for contesting every close call with absolute confidence. response:	I touched it first. I'm positive!
context: Then you can take it...\What was that?\Sh-She's back!\The legendary Contest Yumi!\Contest Yumi?\Yeah.\She's known for contesting every close call with absolute confidence.\I touched it first. I'm positive! response:	While she's arguing, everyone else has to stop playing,
context: What was that?\Sh-She's back!\The legendary Contest Yumi!\Contest Yumi?\Yeah.\She's known for contesting every close call with absolute confidence.\I touched it first. I'm positive!\While she's arguing, everyone else has to stop playing, response:	so most people frown upon her habit.
context: Sh-She's back!\The legendary Contest Yumi!\Contest Yumi?\Yeah.\She's known for contesting every close call with absolute confidence.\I touched it first. I'm positive!\While she's arguing, everyone else has to stop playing,\so most people frown upon her habit. response:	She stopped because it was unfitting for the Queen.
context: The legendary Contest Yumi!\Contest Yumi?\Yeah.\She's known for contesting every close call with absolute confidence.\I touched it first. I'm positive!\While she's arguing, everyone else has to stop playing,\so most people frown upon her habit.\She stopped because it was unfitting for the Queen. response:	That doesn't matter anymore.
context: Contest Yumi?\Yeah.\She's known for contesting every close call with absolute confidence.\I touched it first. I'm positive!\While she's arguing, everyone else has to stop playing,\so most people frown upon her habit.\She stopped because it was unfitting for the Queen.\That doesn't matter anymore. response:	I'm just a challenger now.
context: Yeah.\She's known for contesting every close call with absolute confidence.\I touched it first. I'm positive!\While she's arguing, everyone else has to stop playing,\so most people frown upon her habit.\She stopped because it was unfitting for the Queen.\That doesn't matter anymore.\I'm just a challenger now. response:	Th-This makes it harder...
context: She's known for contesting every close call with absolute confidence.\I touched it first. I'm positive!\While she's arguing, everyone else has to stop playing,\so most people frown upon her habit.\She stopped because it was unfitting for the Queen.\That doesn't matter anymore.\I'm just a challenger now.\Th-This makes it harder... response:	Your right hand is on the playing field.
context: I touched it first. I'm positive!\While she's arguing, everyone else has to stop playing,\so most people frown upon her habit.\She stopped because it was unfitting for the Queen.\That doesn't matter anymore.\I'm just a challenger now.\Th-This makes it harder...\Your right hand is on the playing field. response:	Huh?
context: While she's arguing, everyone else has to stop playing,\so most people frown upon her habit.\She stopped because it was unfitting for the Queen.\That doesn't matter anymore.\I'm just a challenger now.\Th-This makes it harder...\Your right hand is on the playing field.\Huh? response:	Oh, I'm sorry!
context: so most people frown upon her habit.\She stopped because it was unfitting for the Queen.\That doesn't matter anymore.\I'm just a challenger now.\Th-This makes it harder...\Your right hand is on the playing field.\Huh?\Oh, I'm sorry! response:	She's making it harder.
context: She stopped because it was unfitting for the Queen.\That doesn't matter anymore.\I'm just a challenger now.\Th-This makes it harder...\Your right hand is on the playing field.\Huh?\Oh, I'm sorry!\She's making it harder. response:	Focus... Focus!
context: That doesn't matter anymore.\I'm just a challenger now.\Th-This makes it harder...\Your right hand is on the playing field.\Huh?\Oh, I'm sorry!\She's making it harder.\Focus... Focus! response:	It might be harder, but I still have to focus on taking the cards I can!
context: I'm just a challenger now.\Th-This makes it harder...\Your right hand is on the playing field.\Huh?\Oh, I'm sorry!\She's making it harder.\Focus... Focus!\It might be harder, but I still have to focus on taking the cards I can! response:	There are plenty of my sweet cards on the field!
context: Th-This makes it harder...\Your right hand is on the playing field.\Huh?\Oh, I'm sorry!\She's making it harder.\Focus... Focus!\It might be harder, but I still have to focus on taking the cards I can!\There are plenty of my sweet cards on the field! response:	and by no fault of mine
context: Your right hand is on the playing field.\Huh?\Oh, I'm sorry!\She's making it harder.\Focus... Focus!\It might be harder, but I still have to focus on taking the cards I can!\There are plenty of my sweet cards on the field!\and by no fault of mine response:	Swift waters parted...
context: Huh?\Oh, I'm sorry!\She's making it harder.\Focus... Focus!\It might be harder, but I still have to focus on taking the cards I can!\There are plenty of my sweet cards on the field!\and by no fault of mine\Swift waters parted... response:	Yes!
context: Oh, I'm sorry!\She's making it harder.\Focus... Focus!\It might be harder, but I still have to focus on taking the cards I can!\There are plenty of my sweet cards on the field!\and by no fault of mine\Swift waters parted...\Yes! response:	She did it!
context: She's making it harder.\Focus... Focus!\It might be harder, but I still have to focus on taking the cards I can!\There are plenty of my sweet cards on the field!\and by no fault of mine\Swift waters parted...\Yes!\She did it! response:	You seem to be confused.
context: Focus... Focus!\It might be harder, but I still have to focus on taking the cards I can!\There are plenty of my sweet cards on the field!\and by no fault of mine\Swift waters parted...\Yes!\She did it!\You seem to be confused. response:	I'm supposed to keep one-syllable cards on my own side.
context: It might be harder, but I still have to focus on taking the cards I can!\There are plenty of my sweet cards on the field!\and by no fault of mine\Swift waters parted...\Yes!\She did it!\You seem to be confused.\I'm supposed to keep one-syllable cards on my own side. response:	I won't let her take a single card off me.
context: There are plenty of my sweet cards on the field!\and by no fault of mine\Swift waters parted...\Yes!\She did it!\You seem to be confused.\I'm supposed to keep one-syllable cards on my own side.\I won't let her take a single card off me. response:	Why would I think that?
context: and by no fault of mine\Swift waters parted...\Yes!\She did it!\You seem to be confused.\I'm supposed to keep one-syllable cards on my own side.\I won't let her take a single card off me.\Why would I think that? response:	I'm playing against the previous queen!
context: Swift waters parted...\Yes!\She did it!\You seem to be confused.\I'm supposed to keep one-syllable cards on my own side.\I won't let her take a single card off me.\Why would I think that?\I'm playing against the previous queen! response:	No matter where...
context: Yes!\She did it!\You seem to be confused.\I'm supposed to keep one-syllable cards on my own side.\I won't let her take a single card off me.\Why would I think that?\I'm playing against the previous queen!\No matter where... response:	For the cold nights...
context: She did it!\You seem to be confused.\I'm supposed to keep one-syllable cards on my own side.\I won't let her take a single card off me.\Why would I think that?\I'm playing against the previous queen!\No matter where...\For the cold nights... response:	Karuta is scary...
context: You seem to be confused.\I'm supposed to keep one-syllable cards on my own side.\I won't let her take a single card off me.\Why would I think that?\I'm playing against the previous queen!\No matter where...\For the cold nights...\Karuta is scary... response:	Chihaya has lost all of her confidence.
context: I'm supposed to keep one-syllable cards on my own side.\I won't let her take a single card off me.\Why would I think that?\I'm playing against the previous queen!\No matter where...\For the cold nights...\Karuta is scary...\Chihaya has lost all of her confidence. response:	She's freezing up and making mistakes.
context: I won't let her take a single card off me.\Why would I think that?\I'm playing against the previous queen!\No matter where...\For the cold nights...\Karuta is scary...\Chihaya has lost all of her confidence.\She's freezing up and making mistakes. response:	I didn't realize that mental strength was so important.
context: Why would I think that?\I'm playing against the previous queen!\No matter where...\For the cold nights...\Karuta is scary...\Chihaya has lost all of her confidence.\She's freezing up and making mistakes.\I didn't realize that mental strength was so important. response:	Mental strength.
context: I'm playing against the previous queen!\No matter where...\For the cold nights...\Karuta is scary...\Chihaya has lost all of her confidence.\She's freezing up and making mistakes.\I didn't realize that mental strength was so important.\Mental strength. response:	How badly you want it...
context: No matter where...\For the cold nights...\Karuta is scary...\Chihaya has lost all of her confidence.\She's freezing up and making mistakes.\I didn't realize that mental strength was so important.\Mental strength.\How badly you want it... response:	Yes!
context: For the cold nights...\Karuta is scary...\Chihaya has lost all of her confidence.\She's freezing up and making mistakes.\I didn't realize that mental strength was so important.\Mental strength.\How badly you want it...\Yes! response:	Please wait.
context: Karuta is scary...\Chihaya has lost all of her confidence.\She's freezing up and making mistakes.\I didn't realize that mental strength was so important.\Mental strength.\How badly you want it...\Yes!\Please wait. response:	I touched that card before you did.
context: Chihaya has lost all of her confidence.\She's freezing up and making mistakes.\I didn't realize that mental strength was so important.\Mental strength.\How badly you want it...\Yes!\Please wait.\I touched that card before you did. response:	What?
context: She's freezing up and making mistakes.\I didn't realize that mental strength was so important.\Mental strength.\How badly you want it...\Yes!\Please wait.\I touched that card before you did.\What? response:	Look, I hit it here.
context: I didn't realize that mental strength was so important.\Mental strength.\How badly you want it...\Yes!\Please wait.\I touched that card before you did.\What?\Look, I hit it here. response:	That pair keeps arguing.
context: Mental strength.\How badly you want it...\Yes!\Please wait.\I touched that card before you did.\What?\Look, I hit it here.\That pair keeps arguing. response:	The match will never end.
context: How badly you want it...\Yes!\Please wait.\I touched that card before you did.\What?\Look, I hit it here.\That pair keeps arguing.\The match will never end. response:	Don't worry about it, Yumin.
context: Yes!\Please wait.\I touched that card before you did.\What?\Look, I hit it here.\That pair keeps arguing.\The match will never end.\Don't worry about it, Yumin. response:	People will remember your tendency to contest cards,
context: Please wait.\I touched that card before you did.\What?\Look, I hit it here.\That pair keeps arguing.\The match will never end.\Don't worry about it, Yumin.\People will remember your tendency to contest cards, response:	but your karuta happens to be that much more refined,
context: I touched that card before you did.\What?\Look, I hit it here.\That pair keeps arguing.\The match will never end.\Don't worry about it, Yumin.\People will remember your tendency to contest cards,\but your karuta happens to be that much more refined, response:	that much more accurate.
context: What?\Look, I hit it here.\That pair keeps arguing.\The match will never end.\Don't worry about it, Yumin.\People will remember your tendency to contest cards,\but your karuta happens to be that much more refined,\that much more accurate. response:	Everyone here knows how difficult it is to get to that point.
context: Look, I hit it here.\That pair keeps arguing.\The match will never end.\Don't worry about it, Yumin.\People will remember your tendency to contest cards,\but your karuta happens to be that much more refined,\that much more accurate.\Everyone here knows how difficult it is to get to that point. response:	I hide in the mountains, only to hear the haunting cry of a deer
context: That pair keeps arguing.\The match will never end.\Don't worry about it, Yumin.\People will remember your tendency to contest cards,\but your karuta happens to be that much more refined,\that much more accurate.\Everyone here knows how difficult it is to get to that point.\I hide in the mountains, only to hear the haunting cry of a deer response:	You can do it!
context: The match will never end.\Don't worry about it, Yumin.\People will remember your tendency to contest cards,\but your karuta happens to be that much more refined,\that much more accurate.\Everyone here knows how difficult it is to get to that point.\I hide in the mountains, only to hear the haunting cry of a deer\You can do it! response:	Yumin!
context: Don't worry about it, Yumin.\People will remember your tendency to contest cards,\but your karuta happens to be that much more refined,\that much more accurate.\Everyone here knows how difficult it is to get to that point.\I hide in the mountains, only to hear the haunting cry of a deer\You can do it!\Yumin! response:	None are left...
context: People will remember your tendency to contest cards,\but your karuta happens to be that much more refined,\that much more accurate.\Everyone here knows how difficult it is to get to that point.\I hide in the mountains, only to hear the haunting cry of a deer\You can do it!\Yumin!\None are left... response:	You did it, Yumin!
context: but your karuta happens to be that much more refined,\that much more accurate.\Everyone here knows how difficult it is to get to that point.\I hide in the mountains, only to hear the haunting cry of a deer\You can do it!\Yumin!\None are left...\You did it, Yumin! response:	Thank you very much.
context: that much more accurate.\Everyone here knows how difficult it is to get to that point.\I hide in the mountains, only to hear the haunting cry of a deer\You can do it!\Yumin!\None are left...\You did it, Yumin!\Thank you very much. response:	Thank you very much.
