context: Suicide? response:	That idiot...
context: Wait!\Throw down the gun, Matoba.\Chief...\Do it.\Oh, right... Sir Matoba, was it?\You've grown so handsome.\I barely recognized you from the time we met in that swamp.\It was you? response:	It was you, wasn't it?
context: Throw down the gun, Matoba.\Chief...\Do it.\Oh, right... Sir Matoba, was it?\You've grown so handsome.\I barely recognized you from the time we met in that swamp.\It was you?\It was you, wasn't it? response:	You wiped out my unit during the war!
context: Chief...\Do it.\Oh, right... Sir Matoba, was it?\You've grown so handsome.\I barely recognized you from the time we met in that swamp.\It was you?\It was you, wasn't it?\You wiped out my unit during the war! response:	Have a lovely evening.
context: Do it.\Oh, right... Sir Matoba, was it?\You've grown so handsome.\I barely recognized you from the time we met in that swamp.\It was you?\It was you, wasn't it?\You wiped out my unit during the war!\Have a lovely evening. response:	Don't move, Matoba.
context: Oh, right... Sir Matoba, was it?\You've grown so handsome.\I barely recognized you from the time we met in that swamp.\It was you?\It was you, wasn't it?\You wiped out my unit during the war!\Have a lovely evening.\Don't move, Matoba. response:	He killed Rick!
context: You've grown so handsome.\I barely recognized you from the time we met in that swamp.\It was you?\It was you, wasn't it?\You wiped out my unit during the war!\Have a lovely evening.\Don't move, Matoba.\He killed Rick! response:	Were you the one informing him about the investigation?
context: I barely recognized you from the time we met in that swamp.\It was you?\It was you, wasn't it?\You wiped out my unit during the war!\Have a lovely evening.\Don't move, Matoba.\He killed Rick!\Were you the one informing him about the investigation? response:	Yeah. It was all me.
context: It was you?\It was you, wasn't it?\You wiped out my unit during the war!\Have a lovely evening.\Don't move, Matoba.\He killed Rick!\Were you the one informing him about the investigation?\Yeah. It was all me. response:	I'm the one who gave you an inexperienced Semanian to slow you down.
context: It was you, wasn't it?\You wiped out my unit during the war!\Have a lovely evening.\Don't move, Matoba.\He killed Rick!\Were you the one informing him about the investigation?\Yeah. It was all me.\I'm the one who gave you an inexperienced Semanian to slow you down. response:	The one who had an assassin sent after Alvarez.
context: You wiped out my unit during the war!\Have a lovely evening.\Don't move, Matoba.\He killed Rick!\Were you the one informing him about the investigation?\Yeah. It was all me.\I'm the one who gave you an inexperienced Semanian to slow you down.\The one who had an assassin sent after Alvarez. response:	And told Zelada that the temple hideout had been found.
context: Have a lovely evening.\Don't move, Matoba.\He killed Rick!\Were you the one informing him about the investigation?\Yeah. It was all me.\I'm the one who gave you an inexperienced Semanian to slow you down.\The one who had an assassin sent after Alvarez.\And told Zelada that the temple hideout had been found. response:	And killed Rick, too?
context: Don't move, Matoba.\He killed Rick!\Were you the one informing him about the investigation?\Yeah. It was all me.\I'm the one who gave you an inexperienced Semanian to slow you down.\The one who had an assassin sent after Alvarez.\And told Zelada that the temple hideout had been found.\And killed Rick, too? response:	Answer me!
context: He killed Rick!\Were you the one informing him about the investigation?\Yeah. It was all me.\I'm the one who gave you an inexperienced Semanian to slow you down.\The one who had an assassin sent after Alvarez.\And told Zelada that the temple hideout had been found.\And killed Rick, too?\Answer me! response:	Fury had almost found me out.
context: Were you the one informing him about the investigation?\Yeah. It was all me.\I'm the one who gave you an inexperienced Semanian to slow you down.\The one who had an assassin sent after Alvarez.\And told Zelada that the temple hideout had been found.\And killed Rick, too?\Answer me!\Fury had almost found me out. response:	I couldn't help it.
context: Yeah. It was all me.\I'm the one who gave you an inexperienced Semanian to slow you down.\The one who had an assassin sent after Alvarez.\And told Zelada that the temple hideout had been found.\And killed Rick, too?\Answer me!\Fury had almost found me out.\I couldn't help it. response:	I don't get it...
context: I'm the one who gave you an inexperienced Semanian to slow you down.\The one who had an assassin sent after Alvarez.\And told Zelada that the temple hideout had been found.\And killed Rick, too?\Answer me!\Fury had almost found me out.\I couldn't help it.\I don't get it... response:	Roth, you of all people...
context: The one who had an assassin sent after Alvarez.\And told Zelada that the temple hideout had been found.\And killed Rick, too?\Answer me!\Fury had almost found me out.\I couldn't help it.\I don't get it...\Roth, you of all people... response:	Why?
context: And told Zelada that the temple hideout had been found.\And killed Rick, too?\Answer me!\Fury had almost found me out.\I couldn't help it.\I don't get it...\Roth, you of all people...\Why? response:	He and I want the same thing.
context: And killed Rick, too?\Answer me!\Fury had almost found me out.\I couldn't help it.\I don't get it...\Roth, you of all people...\Why?\He and I want the same thing. response:	That man, Zelada, hates Earth's civilization.
context: Answer me!\Fury had almost found me out.\I couldn't help it.\I don't get it...\Roth, you of all people...\Why?\He and I want the same thing.\That man, Zelada, hates Earth's civilization. response:	He wants terrorism to sow hatred between Earth and the Semanians.
context: Fury had almost found me out.\I couldn't help it.\I don't get it...\Roth, you of all people...\Why?\He and I want the same thing.\That man, Zelada, hates Earth's civilization.\He wants terrorism to sow hatred between Earth and the Semanians. response:	And so do I.
context: I couldn't help it.\I don't get it...\Roth, you of all people...\Why?\He and I want the same thing.\That man, Zelada, hates Earth's civilization.\He wants terrorism to sow hatred between Earth and the Semanians.\And so do I. response:	Coexistence and peace are lies the idealists tell.
context: I don't get it...\Roth, you of all people...\Why?\He and I want the same thing.\That man, Zelada, hates Earth's civilization.\He wants terrorism to sow hatred between Earth and the Semanians.\And so do I.\Coexistence and peace are lies the idealists tell. response:	We can never understand each other.
context: Roth, you of all people...\Why?\He and I want the same thing.\That man, Zelada, hates Earth's civilization.\He wants terrorism to sow hatred between Earth and the Semanians.\And so do I.\Coexistence and peace are lies the idealists tell.\We can never understand each other. response:	We have to be separated.
context: Why?\He and I want the same thing.\That man, Zelada, hates Earth's civilization.\He wants terrorism to sow hatred between Earth and the Semanians.\And so do I.\Coexistence and peace are lies the idealists tell.\We can never understand each other.\We have to be separated. response:	Some people are adapting just fine.
context: He and I want the same thing.\That man, Zelada, hates Earth's civilization.\He wants terrorism to sow hatred between Earth and the Semanians.\And so do I.\Coexistence and peace are lies the idealists tell.\We can never understand each other.\We have to be separated.\Some people are adapting just fine. response:	And their ability to adapt is what scares me!
context: That man, Zelada, hates Earth's civilization.\He wants terrorism to sow hatred between Earth and the Semanians.\And so do I.\Coexistence and peace are lies the idealists tell.\We can never understand each other.\We have to be separated.\Some people are adapting just fine.\And their ability to adapt is what scares me! response:	Look at their vitality.
context: He wants terrorism to sow hatred between Earth and the Semanians.\And so do I.\Coexistence and peace are lies the idealists tell.\We can never understand each other.\We have to be separated.\Some people are adapting just fine.\And their ability to adapt is what scares me!\Look at their vitality. response:	Three generations from now, they'll be ruling the Earth!
context: And so do I.\Coexistence and peace are lies the idealists tell.\We can never understand each other.\We have to be separated.\Some people are adapting just fine.\And their ability to adapt is what scares me!\Look at their vitality.\Three generations from now, they'll be ruling the Earth! response:	The invasion will be over before anybody realizes...
context: Coexistence and peace are lies the idealists tell.\We can never understand each other.\We have to be separated.\Some people are adapting just fine.\And their ability to adapt is what scares me!\Look at their vitality.\Three generations from now, they'll be ruling the Earth!\The invasion will be over before anybody realizes... response:	Yes... Even the invaders don't know they're doing it!
context: We can never understand each other.\We have to be separated.\Some people are adapting just fine.\And their ability to adapt is what scares me!\Look at their vitality.\Three generations from now, they'll be ruling the Earth!\The invasion will be over before anybody realizes...\Yes... Even the invaders don't know they're doing it! response:	The world needs to know how dangerous they are.
context: We have to be separated.\Some people are adapting just fine.\And their ability to adapt is what scares me!\Look at their vitality.\Three generations from now, they'll be ruling the Earth!\The invasion will be over before anybody realizes...\Yes... Even the invaders don't know they're doing it!\The world needs to know how dangerous they are. response:	And that psychic bomb can make them afraid
context: Some people are adapting just fine.\And their ability to adapt is what scares me!\Look at their vitality.\Three generations from now, they'll be ruling the Earth!\The invasion will be over before anybody realizes...\Yes... Even the invaders don't know they're doing it!\The world needs to know how dangerous they are.\And that psychic bomb can make them afraid response:	without damaging the infrastructure of society.
context: And their ability to adapt is what scares me!\Look at their vitality.\Three generations from now, they'll be ruling the Earth!\The invasion will be over before anybody realizes...\Yes... Even the invaders don't know they're doing it!\The world needs to know how dangerous they are.\And that psychic bomb can make them afraid\without damaging the infrastructure of society. response:	And you call yourself a police officer?
context: Look at their vitality.\Three generations from now, they'll be ruling the Earth!\The invasion will be over before anybody realizes...\Yes... Even the invaders don't know they're doing it!\The world needs to know how dangerous they are.\And that psychic bomb can make them afraid\without damaging the infrastructure of society.\And you call yourself a police officer? response:	An officer? But more importantly, I'm a human living on Earth.
context: Three generations from now, they'll be ruling the Earth!\The invasion will be over before anybody realizes...\Yes... Even the invaders don't know they're doing it!\The world needs to know how dangerous they are.\And that psychic bomb can make them afraid\without damaging the infrastructure of society.\And you call yourself a police officer?\An officer? But more importantly, I'm a human living on Earth. response:	Kei Matoba, I thought you might understand.
context: The invasion will be over before anybody realizes...\Yes... Even the invaders don't know they're doing it!\The world needs to know how dangerous they are.\And that psychic bomb can make them afraid\without damaging the infrastructure of society.\And you call yourself a police officer?\An officer? But more importantly, I'm a human living on Earth.\Kei Matoba, I thought you might understand. response:	You want me to join you? Screw you.
context: Yes... Even the invaders don't know they're doing it!\The world needs to know how dangerous they are.\And that psychic bomb can make them afraid\without damaging the infrastructure of society.\And you call yourself a police officer?\An officer? But more importantly, I'm a human living on Earth.\Kei Matoba, I thought you might understand.\You want me to join you? Screw you. response:	I'm sorry to hear that.
context: The world needs to know how dangerous they are.\And that psychic bomb can make them afraid\without damaging the infrastructure of society.\And you call yourself a police officer?\An officer? But more importantly, I'm a human living on Earth.\Kei Matoba, I thought you might understand.\You want me to join you? Screw you.\I'm sorry to hear that. response:	You always hide a revolver at your ankle, right?
context: And that psychic bomb can make them afraid\without damaging the infrastructure of society.\And you call yourself a police officer?\An officer? But more importantly, I'm a human living on Earth.\Kei Matoba, I thought you might understand.\You want me to join you? Screw you.\I'm sorry to hear that.\You always hide a revolver at your ankle, right? response:	Give it a try, if you want.
context: without damaging the infrastructure of society.\And you call yourself a police officer?\An officer? But more importantly, I'm a human living on Earth.\Kei Matoba, I thought you might understand.\You want me to join you? Screw you.\I'm sorry to hear that.\You always hide a revolver at your ankle, right?\Give it a try, if you want. response:	You were like a dad to me.
context: And you call yourself a police officer?\An officer? But more importantly, I'm a human living on Earth.\Kei Matoba, I thought you might understand.\You want me to join you? Screw you.\I'm sorry to hear that.\You always hide a revolver at your ankle, right?\Give it a try, if you want.\You were like a dad to me. response:	I see.
context: An officer? But more importantly, I'm a human living on Earth.\Kei Matoba, I thought you might understand.\You want me to join you? Screw you.\I'm sorry to hear that.\You always hide a revolver at your ankle, right?\Give it a try, if you want.\You were like a dad to me.\I see. response:	I'm sorry.
context: Kei Matoba, I thought you might understand.\You want me to join you? Screw you.\I'm sorry to hear that.\You always hide a revolver at your ankle, right?\Give it a try, if you want.\You were like a dad to me.\I see.\I'm sorry. response:	Kei...
context: You want me to join you? Screw you.\I'm sorry to hear that.\You always hide a revolver at your ankle, right?\Give it a try, if you want.\You were like a dad to me.\I see.\I'm sorry.\Kei... response:	No, I'm fine.
context: I'm sorry to hear that.\You always hide a revolver at your ankle, right?\Give it a try, if you want.\You were like a dad to me.\I see.\I'm sorry.\Kei...\No, I'm fine. response:	I'm amazed you survived.
context: You always hide a revolver at your ankle, right?\Give it a try, if you want.\You were like a dad to me.\I see.\I'm sorry.\Kei...\No, I'm fine.\I'm amazed you survived. response:	I can't believe it.
context: Give it a try, if you want.\You were like a dad to me.\I see.\I'm sorry.\Kei...\No, I'm fine.\I'm amazed you survived.\I can't believe it. response:	Neither can I.
context: You were like a dad to me.\I see.\I'm sorry.\Kei...\No, I'm fine.\I'm amazed you survived.\I can't believe it.\Neither can I. response:	Let's follow him.
context: I see.\I'm sorry.\Kei...\No, I'm fine.\I'm amazed you survived.\I can't believe it.\Neither can I.\Let's follow him. response:	Zelada?
context: I'm sorry.\Kei...\No, I'm fine.\I'm amazed you survived.\I can't believe it.\Neither can I.\Let's follow him.\Zelada? response:	He's gonna use that bomb. And right now, too.
context: Kei...\No, I'm fine.\I'm amazed you survived.\I can't believe it.\Neither can I.\Let's follow him.\Zelada?\He's gonna use that bomb. And right now, too. response:	We found the chief's car. Forest Tower, in Queen's Valley.
context: No, I'm fine.\I'm amazed you survived.\I can't believe it.\Neither can I.\Let's follow him.\Zelada?\He's gonna use that bomb. And right now, too.\We found the chief's car. Forest Tower, in Queen's Valley. response:	Thanks.
context: I'm amazed you survived.\I can't believe it.\Neither can I.\Let's follow him.\Zelada?\He's gonna use that bomb. And right now, too.\We found the chief's car. Forest Tower, in Queen's Valley.\Thanks. response:	Kei. About the chief...
context: I can't believe it.\Neither can I.\Let's follow him.\Zelada?\He's gonna use that bomb. And right now, too.\We found the chief's car. Forest Tower, in Queen's Valley.\Thanks.\Kei. About the chief... response:	We'll talk later. Get some officers there.
context: Neither can I.\Let's follow him.\Zelada?\He's gonna use that bomb. And right now, too.\We found the chief's car. Forest Tower, in Queen's Valley.\Thanks.\Kei. About the chief...\We'll talk later. Get some officers there. response:	Forest Tower is one of the tallest buildings in the city.
context: Let's follow him.\Zelada?\He's gonna use that bomb. And right now, too.\We found the chief's car. Forest Tower, in Queen's Valley.\Thanks.\Kei. About the chief...\We'll talk later. Get some officers there.\Forest Tower is one of the tallest buildings in the city. response:	He's going to use the psychic bomb there?
context: Zelada?\He's gonna use that bomb. And right now, too.\We found the chief's car. Forest Tower, in Queen's Valley.\Thanks.\Kei. About the chief...\We'll talk later. Get some officers there.\Forest Tower is one of the tallest buildings in the city.\He's going to use the psychic bomb there? response:	It may be more effective there than on the ground.
context: He's gonna use that bomb. And right now, too.\We found the chief's car. Forest Tower, in Queen's Valley.\Thanks.\Kei. About the chief...\We'll talk later. Get some officers there.\Forest Tower is one of the tallest buildings in the city.\He's going to use the psychic bomb there?\It may be more effective there than on the ground. response:	I see.
context: We found the chief's car. Forest Tower, in Queen's Valley.\Thanks.\Kei. About the chief...\We'll talk later. Get some officers there.\Forest Tower is one of the tallest buildings in the city.\He's going to use the psychic bomb there?\It may be more effective there than on the ground.\I see. response:	Just like a nuke, huh?
context: Thanks.\Kei. About the chief...\We'll talk later. Get some officers there.\Forest Tower is one of the tallest buildings in the city.\He's going to use the psychic bomb there?\It may be more effective there than on the ground.\I see.\Just like a nuke, huh? response:	What's this place like?
context: Kei. About the chief...\We'll talk later. Get some officers there.\Forest Tower is one of the tallest buildings in the city.\He's going to use the psychic bomb there?\It may be more effective there than on the ground.\I see.\Just like a nuke, huh?\What's this place like? response:	Loaded with rich folks. Common folk never go there.
context: We'll talk later. Get some officers there.\Forest Tower is one of the tallest buildings in the city.\He's going to use the psychic bomb there?\It may be more effective there than on the ground.\I see.\Just like a nuke, huh?\What's this place like?\Loaded with rich folks. Common folk never go there. response:	Maybe it's not even worth stopping him.
context: Forest Tower is one of the tallest buildings in the city.\He's going to use the psychic bomb there?\It may be more effective there than on the ground.\I see.\Just like a nuke, huh?\What's this place like?\Loaded with rich folks. Common folk never go there.\Maybe it's not even worth stopping him. response:	I know. It was a joke.
context: He's going to use the psychic bomb there?\It may be more effective there than on the ground.\I see.\Just like a nuke, huh?\What's this place like?\Loaded with rich folks. Common folk never go there.\Maybe it's not even worth stopping him.\I know. It was a joke. response:	Good, then.
context: It may be more effective there than on the ground.\I see.\Just like a nuke, huh?\What's this place like?\Loaded with rich folks. Common folk never go there.\Maybe it's not even worth stopping him.\I know. It was a joke.\Good, then. response:	Kei.
context: I see.\Just like a nuke, huh?\What's this place like?\Loaded with rich folks. Common folk never go there.\Maybe it's not even worth stopping him.\I know. It was a joke.\Good, then.\Kei. response:	What?
context: Just like a nuke, huh?\What's this place like?\Loaded with rich folks. Common folk never go there.\Maybe it's not even worth stopping him.\I know. It was a joke.\Good, then.\Kei.\What? response:	That wizard... Zelada... You know him?
context: What's this place like?\Loaded with rich folks. Common folk never go there.\Maybe it's not even worth stopping him.\I know. It was a joke.\Good, then.\Kei.\What?\That wizard... Zelada... You know him? response:	Who knows? To me, he's just another perp.
context: Loaded with rich folks. Common folk never go there.\Maybe it's not even worth stopping him.\I know. It was a joke.\Good, then.\Kei.\What?\That wizard... Zelada... You know him?\Who knows? To me, he's just another perp. response:	It's that wizard Zelada's doing.
context: Maybe it's not even worth stopping him.\I know. It was a joke.\Good, then.\Kei.\What?\That wizard... Zelada... You know him?\Who knows? To me, he's just another perp.\It's that wizard Zelada's doing. response:	Above!
context: I know. It was a joke.\Good, then.\Kei.\What?\That wizard... Zelada... You know him?\Who knows? To me, he's just another perp.\It's that wizard Zelada's doing.\Above! response:	Is he dangerous?
context: Good, then.\Kei.\What?\That wizard... Zelada... You know him?\Who knows? To me, he's just another perp.\It's that wizard Zelada's doing.\Above!\Is he dangerous? response:	A wizard's power is something to be feared.
context: Kei.\What?\That wizard... Zelada... You know him?\Who knows? To me, he's just another perp.\It's that wizard Zelada's doing.\Above!\Is he dangerous?\A wizard's power is something to be feared. response:	They can blind a warrior or create poisonous flames.
context: What?\That wizard... Zelada... You know him?\Who knows? To me, he's just another perp.\It's that wizard Zelada's doing.\Above!\Is he dangerous?\A wizard's power is something to be feared.\They can blind a warrior or create poisonous flames. response:	Your weapons are no match...
context: That wizard... Zelada... You know him?\Who knows? To me, he's just another perp.\It's that wizard Zelada's doing.\Above!\Is he dangerous?\A wizard's power is something to be feared.\They can blind a warrior or create poisonous flames.\Your weapons are no match... response:	Even this thing? It's a good gun, and I've been using it for a long time.
context: Who knows? To me, he's just another perp.\It's that wizard Zelada's doing.\Above!\Is he dangerous?\A wizard's power is something to be feared.\They can blind a warrior or create poisonous flames.\Your weapons are no match...\Even this thing? It's a good gun, and I've been using it for a long time. response:	Your doreany weapons have no soul.
context: It's that wizard Zelada's doing.\Above!\Is he dangerous?\A wizard's power is something to be feared.\They can blind a warrior or create poisonous flames.\Your weapons are no match...\Even this thing? It's a good gun, and I've been using it for a long time.\Your doreany weapons have no soul. response:	No... I feel a faint latena from this gun.
context: Above!\Is he dangerous?\A wizard's power is something to be feared.\They can blind a warrior or create poisonous flames.\Your weapons are no match...\Even this thing? It's a good gun, and I've been using it for a long time.\Your doreany weapons have no soul.\No... I feel a faint latena from this gun. response:	Feelings put into an object, no matter what it is, will create latena.
context: Is he dangerous?\A wizard's power is something to be feared.\They can blind a warrior or create poisonous flames.\Your weapons are no match...\Even this thing? It's a good gun, and I've been using it for a long time.\Your doreany weapons have no soul.\No... I feel a faint latena from this gun.\Feelings put into an object, no matter what it is, will create latena. response:	Stay close to me, Kei. I'm the only one who can spot the enemy's ambush.
context: A wizard's power is something to be feared.\They can blind a warrior or create poisonous flames.\Your weapons are no match...\Even this thing? It's a good gun, and I've been using it for a long time.\Your doreany weapons have no soul.\No... I feel a faint latena from this gun.\Feelings put into an object, no matter what it is, will create latena.\Stay close to me, Kei. I'm the only one who can spot the enemy's ambush. response:	But...
context: They can blind a warrior or create poisonous flames.\Your weapons are no match...\Even this thing? It's a good gun, and I've been using it for a long time.\Your doreany weapons have no soul.\No... I feel a faint latena from this gun.\Feelings put into an object, no matter what it is, will create latena.\Stay close to me, Kei. I'm the only one who can spot the enemy's ambush.\But... response:	If you're my partner, trust me.
context: Your weapons are no match...\Even this thing? It's a good gun, and I've been using it for a long time.\Your doreany weapons have no soul.\No... I feel a faint latena from this gun.\Feelings put into an object, no matter what it is, will create latena.\Stay close to me, Kei. I'm the only one who can spot the enemy's ambush.\But...\If you're my partner, trust me. response:	Got it.
context: Even this thing? It's a good gun, and I've been using it for a long time.\Your doreany weapons have no soul.\No... I feel a faint latena from this gun.\Feelings put into an object, no matter what it is, will create latena.\Stay close to me, Kei. I'm the only one who can spot the enemy's ambush.\But...\If you're my partner, trust me.\Got it. response:	Get back!
context: Your doreany weapons have no soul.\No... I feel a faint latena from this gun.\Feelings put into an object, no matter what it is, will create latena.\Stay close to me, Kei. I'm the only one who can spot the enemy's ambush.\But...\If you're my partner, trust me.\Got it.\Get back! response:	Ahead! Run!
context: No... I feel a faint latena from this gun.\Feelings put into an object, no matter what it is, will create latena.\Stay close to me, Kei. I'm the only one who can spot the enemy's ambush.\But...\If you're my partner, trust me.\Got it.\Get back!\Ahead! Run! response:	That fire will burn your lungs. You won't be able to breathe...
context: Feelings put into an object, no matter what it is, will create latena.\Stay close to me, Kei. I'm the only one who can spot the enemy's ambush.\But...\If you're my partner, trust me.\Got it.\Get back!\Ahead! Run!\That fire will burn your lungs. You won't be able to breathe... response:	So you'll choke to death, huh? Damn.
context: Stay close to me, Kei. I'm the only one who can spot the enemy's ambush.\But...\If you're my partner, trust me.\Got it.\Get back!\Ahead! Run!\That fire will burn your lungs. You won't be able to breathe...\So you'll choke to death, huh? Damn. response:	That's her!
context: But...\If you're my partner, trust me.\Got it.\Get back!\Ahead! Run!\That fire will burn your lungs. You won't be able to breathe...\So you'll choke to death, huh? Damn.\That's her! response:	Leahyah!
context: If you're my partner, trust me.\Got it.\Get back!\Ahead! Run!\That fire will burn your lungs. You won't be able to breathe...\So you'll choke to death, huh? Damn.\That's her!\Leahyah! response:	Next time
context: Got it.\Get back!\Ahead! Run!\That fire will burn your lungs. You won't be able to breathe...\So you'll choke to death, huh? Damn.\That's her!\Leahyah!\Next time response:	Next time on COP CRAFT.
