context: Lily, you saved my life. response:	I am glad I was able to protect your homeland...
context: Nonsense...\These are Earthland wizards...?\Sure is strong. It ain't called a dragon for nothing.\Give me a break. This ain't even close to a dragon!\Even though he's the king of this land, he doesn't have a single bodyguard.\He's got incredible self-confidence.\I'm fired up!\These are Dragon Slayers... response:	However, all the more for me...
context: These are Earthland wizards...?\Sure is strong. It ain't called a dragon for nothing.\Give me a break. This ain't even close to a dragon!\Even though he's the king of this land, he doesn't have a single bodyguard.\He's got incredible self-confidence.\I'm fired up!\These are Dragon Slayers...\However, all the more for me... response:	What's this?
context: Sure is strong. It ain't called a dragon for nothing.\Give me a break. This ain't even close to a dragon!\Even though he's the king of this land, he doesn't have a single bodyguard.\He's got incredible self-confidence.\I'm fired up!\These are Dragon Slayers...\However, all the more for me...\What's this? response:	It's collecting magic power from the air?
context: Give me a break. This ain't even close to a dragon!\Even though he's the king of this land, he doesn't have a single bodyguard.\He's got incredible self-confidence.\I'm fired up!\These are Dragon Slayers...\However, all the more for me...\What's this?\It's collecting magic power from the air? response:	It's flowing into that thing?
context: Even though he's the king of this land, he doesn't have a single bodyguard.\He's got incredible self-confidence.\I'm fired up!\These are Dragon Slayers...\However, all the more for me...\What's this?\It's collecting magic power from the air?\It's flowing into that thing? response:	As long as they're here,
context: He's got incredible self-confidence.\I'm fired up!\These are Dragon Slayers...\However, all the more for me...\What's this?\It's collecting magic power from the air?\It's flowing into that thing?\As long as they're here, response:	I can put my Anima plan into motion once again!
context: I'm fired up!\These are Dragon Slayers...\However, all the more for me...\What's this?\It's collecting magic power from the air?\It's flowing into that thing?\As long as they're here,\I can put my Anima plan into motion once again! response:	For a future of eternal magic power, I will capture these three.
context: These are Dragon Slayers...\However, all the more for me...\What's this?\It's collecting magic power from the air?\It's flowing into that thing?\As long as they're here,\I can put my Anima plan into motion once again!\For a future of eternal magic power, I will capture these three. response:	No... They are already dangerous weapons.
context: However, all the more for me...\What's this?\It's collecting magic power from the air?\It's flowing into that thing?\As long as they're here,\I can put my Anima plan into motion once again!\For a future of eternal magic power, I will capture these three.\No... They are already dangerous weapons. response:	No imprisonment... I'll have to break them into a couple of pieces each.
context: What's this?\It's collecting magic power from the air?\It's flowing into that thing?\As long as they're here,\I can put my Anima plan into motion once again!\For a future of eternal magic power, I will capture these three.\No... They are already dangerous weapons.\No imprisonment... I'll have to break them into a couple of pieces each. response:	First, I will rid everyone of the will to fight!
context: It's collecting magic power from the air?\It's flowing into that thing?\As long as they're here,\I can put my Anima plan into motion once again!\For a future of eternal magic power, I will capture these three.\No... They are already dangerous weapons.\No imprisonment... I'll have to break them into a couple of pieces each.\First, I will rid everyone of the will to fight! response:	With the Black Heavens power Droma Anim has!
context: It's flowing into that thing?\As long as they're here,\I can put my Anima plan into motion once again!\For a future of eternal magic power, I will capture these three.\No... They are already dangerous weapons.\No imprisonment... I'll have to break them into a couple of pieces each.\First, I will rid everyone of the will to fight!\With the Black Heavens power Droma Anim has! response:	Go!
context: As long as they're here,\I can put my Anima plan into motion once again!\For a future of eternal magic power, I will capture these three.\No... They are already dangerous weapons.\No imprisonment... I'll have to break them into a couple of pieces each.\First, I will rid everyone of the will to fight!\With the Black Heavens power Droma Anim has!\Go! response:	Did a mosquito just try and bite me?
context: I can put my Anima plan into motion once again!\For a future of eternal magic power, I will capture these three.\No... They are already dangerous weapons.\No imprisonment... I'll have to break them into a couple of pieces each.\First, I will rid everyone of the will to fight!\With the Black Heavens power Droma Anim has!\Go!\Did a mosquito just try and bite me? response:	Natsu-san!
context: For a future of eternal magic power, I will capture these three.\No... They are already dangerous weapons.\No imprisonment... I'll have to break them into a couple of pieces each.\First, I will rid everyone of the will to fight!\With the Black Heavens power Droma Anim has!\Go!\Did a mosquito just try and bite me?\Natsu-san! response:	Even with the power of Arms, our attacks won't work!
context: No... They are already dangerous weapons.\No imprisonment... I'll have to break them into a couple of pieces each.\First, I will rid everyone of the will to fight!\With the Black Heavens power Droma Anim has!\Go!\Did a mosquito just try and bite me?\Natsu-san!\Even with the power of Arms, our attacks won't work! response:	Can you feel this overwhelmingly powerful magic?
context: No imprisonment... I'll have to break them into a couple of pieces each.\First, I will rid everyone of the will to fight!\With the Black Heavens power Droma Anim has!\Go!\Did a mosquito just try and bite me?\Natsu-san!\Even with the power of Arms, our attacks won't work!\Can you feel this overwhelmingly powerful magic? response:	It is incredible! Don't kneel before me! Don't plead for your life!
context: First, I will rid everyone of the will to fight!\With the Black Heavens power Droma Anim has!\Go!\Did a mosquito just try and bite me?\Natsu-san!\Even with the power of Arms, our attacks won't work!\Can you feel this overwhelmingly powerful magic?\It is incredible! Don't kneel before me! Don't plead for your life! response:	I want you to just keep standing there shaking like leaves!
context: With the Black Heavens power Droma Anim has!\Go!\Did a mosquito just try and bite me?\Natsu-san!\Even with the power of Arms, our attacks won't work!\Can you feel this overwhelmingly powerful magic?\It is incredible! Don't kneel before me! Don't plead for your life!\I want you to just keep standing there shaking like leaves! response:	Be afraid, Dragon Wizards!
context: Go!\Did a mosquito just try and bite me?\Natsu-san!\Even with the power of Arms, our attacks won't work!\Can you feel this overwhelmingly powerful magic?\It is incredible! Don't kneel before me! Don't plead for your life!\I want you to just keep standing there shaking like leaves!\Be afraid, Dragon Wizards! response:	I'm sorry, Natsu...
context: Did a mosquito just try and bite me?\Natsu-san!\Even with the power of Arms, our attacks won't work!\Can you feel this overwhelmingly powerful magic?\It is incredible! Don't kneel before me! Don't plead for your life!\I want you to just keep standing there shaking like leaves!\Be afraid, Dragon Wizards!\I'm sorry, Natsu... response:	Prince...
context: Natsu-san!\Even with the power of Arms, our attacks won't work!\Can you feel this overwhelmingly powerful magic?\It is incredible! Don't kneel before me! Don't plead for your life!\I want you to just keep standing there shaking like leaves!\Be afraid, Dragon Wizards!\I'm sorry, Natsu...\Prince... response:	What is the meaning of this?
context: Even with the power of Arms, our attacks won't work!\Can you feel this overwhelmingly powerful magic?\It is incredible! Don't kneel before me! Don't plead for your life!\I want you to just keep standing there shaking like leaves!\Be afraid, Dragon Wizards!\I'm sorry, Natsu...\Prince...\What is the meaning of this? response:	You let yourself be done in on purpose before?
context: Can you feel this overwhelmingly powerful magic?\It is incredible! Don't kneel before me! Don't plead for your life!\I want you to just keep standing there shaking like leaves!\Be afraid, Dragon Wizards!\I'm sorry, Natsu...\Prince...\What is the meaning of this?\You let yourself be done in on purpose before? response:	In order to save me?
context: It is incredible! Don't kneel before me! Don't plead for your life!\I want you to just keep standing there shaking like leaves!\Be afraid, Dragon Wizards!\I'm sorry, Natsu...\Prince...\What is the meaning of this?\You let yourself be done in on purpose before?\In order to save me? response:	How are your injuries?
context: I want you to just keep standing there shaking like leaves!\Be afraid, Dragon Wizards!\I'm sorry, Natsu...\Prince...\What is the meaning of this?\You let yourself be done in on purpose before?\In order to save me?\How are your injuries? response:	This? It's nothing serious.
context: Be afraid, Dragon Wizards!\I'm sorry, Natsu...\Prince...\What is the meaning of this?\You let yourself be done in on purpose before?\In order to save me?\How are your injuries?\This? It's nothing serious. response:	You can't! You're just barely able to stand!
context: I'm sorry, Natsu...\Prince...\What is the meaning of this?\You let yourself be done in on purpose before?\In order to save me?\How are your injuries?\This? It's nothing serious.\You can't! You're just barely able to stand! response:	We have no choice but to leave Droma Anim up to Natsu and the others.
context: Prince...\What is the meaning of this?\You let yourself be done in on purpose before?\In order to save me?\How are your injuries?\This? It's nothing serious.\You can't! You're just barely able to stand!\We have no choice but to leave Droma Anim up to Natsu and the others. response:	We have something we must do.
context: What is the meaning of this?\You let yourself be done in on purpose before?\In order to save me?\How are your injuries?\This? It's nothing serious.\You can't! You're just barely able to stand!\We have no choice but to leave Droma Anim up to Natsu and the others.\We have something we must do. response:	Something to do?
context: You let yourself be done in on purpose before?\In order to save me?\How are your injuries?\This? It's nothing serious.\You can't! You're just barely able to stand!\We have no choice but to leave Droma Anim up to Natsu and the others.\We have something we must do.\Something to do? response:	My final work.
context: In order to save me?\How are your injuries?\This? It's nothing serious.\You can't! You're just barely able to stand!\We have no choice but to leave Droma Anim up to Natsu and the others.\We have something we must do.\Something to do?\My final work. response:	For that, I'll need your help.
context: How are your injuries?\This? It's nothing serious.\You can't! You're just barely able to stand!\We have no choice but to leave Droma Anim up to Natsu and the others.\We have something we must do.\Something to do?\My final work.\For that, I'll need your help. response:	Oh, no!
context: This? It's nothing serious.\You can't! You're just barely able to stand!\We have no choice but to leave Droma Anim up to Natsu and the others.\We have something we must do.\Something to do?\My final work.\For that, I'll need your help.\Oh, no! response:	I can hear screams all the way over here!
context: You can't! You're just barely able to stand!\We have no choice but to leave Droma Anim up to Natsu and the others.\We have something we must do.\Something to do?\My final work.\For that, I'll need your help.\Oh, no!\I can hear screams all the way over here! response:	They caught up to them!
context: We have no choice but to leave Droma Anim up to Natsu and the others.\We have something we must do.\Something to do?\My final work.\For that, I'll need your help.\Oh, no!\I can hear screams all the way over here!\They caught up to them! response:	The Royal Army has...
context: We have something we must do.\Something to do?\My final work.\For that, I'll need your help.\Oh, no!\I can hear screams all the way over here!\They caught up to them!\The Royal Army has... response:	And in so many numbers...
context: Something to do?\My final work.\For that, I'll need your help.\Oh, no!\I can hear screams all the way over here!\They caught up to them!\The Royal Army has...\And in so many numbers... response:	What'll we do?
context: My final work.\For that, I'll need your help.\Oh, no!\I can hear screams all the way over here!\They caught up to them!\The Royal Army has...\And in so many numbers...\What'll we do? response:	We must go.
context: For that, I'll need your help.\Oh, no!\I can hear screams all the way over here!\They caught up to them!\The Royal Army has...\And in so many numbers...\What'll we do?\We must go. response:	If we don't, then the Exceed are finished!
context: Oh, no!\I can hear screams all the way over here!\They caught up to them!\The Royal Army has...\And in so many numbers...\What'll we do?\We must go.\If we don't, then the Exceed are finished! response:	We'll fight, too!
context: I can hear screams all the way over here!\They caught up to them!\The Royal Army has...\And in so many numbers...\What'll we do?\We must go.\If we don't, then the Exceed are finished!\We'll fight, too! response:	Yes. We'll protect our homeland!
context: They caught up to them!\The Royal Army has...\And in so many numbers...\What'll we do?\We must go.\If we don't, then the Exceed are finished!\We'll fight, too!\Yes. We'll protect our homeland! response:	I've been waiting for you, Scarlet.
context: The Royal Army has...\And in so many numbers...\What'll we do?\We must go.\If we don't, then the Exceed are finished!\We'll fight, too!\Yes. We'll protect our homeland!\I've been waiting for you, Scarlet. response:	Waiting for me?!
context: And in so many numbers...\What'll we do?\We must go.\If we don't, then the Exceed are finished!\We'll fight, too!\Yes. We'll protect our homeland!\I've been waiting for you, Scarlet.\Waiting for me?! response:	Crap, it was a trap!
context: What'll we do?\We must go.\If we don't, then the Exceed are finished!\We'll fight, too!\Yes. We'll protect our homeland!\I've been waiting for you, Scarlet.\Waiting for me?!\Crap, it was a trap! response:	An ambush?!
context: We must go.\If we don't, then the Exceed are finished!\We'll fight, too!\Yes. We'll protect our homeland!\I've been waiting for you, Scarlet.\Waiting for me?!\Crap, it was a trap!\An ambush?! response:	Dodge, Legipyon!
context: If we don't, then the Exceed are finished!\We'll fight, too!\Yes. We'll protect our homeland!\I've been waiting for you, Scarlet.\Waiting for me?!\Crap, it was a trap!\An ambush?!\Dodge, Legipyon! response:	Legipyon!!
context: We'll fight, too!\Yes. We'll protect our homeland!\I've been waiting for you, Scarlet.\Waiting for me?!\Crap, it was a trap!\An ambush?!\Dodge, Legipyon!\Legipyon!! response:	Happy!
context: Yes. We'll protect our homeland!\I've been waiting for you, Scarlet.\Waiting for me?!\Crap, it was a trap!\An ambush?!\Dodge, Legipyon!\Legipyon!!\Happy! response:	Aye, sir!
context: I've been waiting for you, Scarlet.\Waiting for me?!\Crap, it was a trap!\An ambush?!\Dodge, Legipyon!\Legipyon!!\Happy!\Aye, sir! response:	Those who turn against the King cannot be allowed to live.
context: Waiting for me?!\Crap, it was a trap!\An ambush?!\Dodge, Legipyon!\Legipyon!!\Happy!\Aye, sir!\Those who turn against the King cannot be allowed to live. response:	I will finish you for good!
context: Crap, it was a trap!\An ambush?!\Dodge, Legipyon!\Legipyon!!\Happy!\Aye, sir!\Those who turn against the King cannot be allowed to live.\I will finish you for good! response:	I'm getting off onto the ground!
context: An ambush?!\Dodge, Legipyon!\Legipyon!!\Happy!\Aye, sir!\Those who turn against the King cannot be allowed to live.\I will finish you for good!\I'm getting off onto the ground! response:	Holding the both of you up is impossible!
context: Dodge, Legipyon!\Legipyon!!\Happy!\Aye, sir!\Those who turn against the King cannot be allowed to live.\I will finish you for good!\I'm getting off onto the ground!\Holding the both of you up is impossible! response:	Legipyon!
context: Legipyon!!\Happy!\Aye, sir!\Those who turn against the King cannot be allowed to live.\I will finish you for good!\I'm getting off onto the ground!\Holding the both of you up is impossible!\Legipyon! response:	I'm sorry, Carla! And would you stop squirming?!
context: Happy!\Aye, sir!\Those who turn against the King cannot be allowed to live.\I will finish you for good!\I'm getting off onto the ground!\Holding the both of you up is impossible!\Legipyon!\I'm sorry, Carla! And would you stop squirming?! response:	So heavy...
context: Aye, sir!\Those who turn against the King cannot be allowed to live.\I will finish you for good!\I'm getting off onto the ground!\Holding the both of you up is impossible!\Legipyon!\I'm sorry, Carla! And would you stop squirming?!\So heavy... response:	Even though there's only one of me!
context: Those who turn against the King cannot be allowed to live.\I will finish you for good!\I'm getting off onto the ground!\Holding the both of you up is impossible!\Legipyon!\I'm sorry, Carla! And would you stop squirming?!\So heavy...\Even though there's only one of me! response:	Oh yeah, now I'm wondering...
context: I will finish you for good!\I'm getting off onto the ground!\Holding the both of you up is impossible!\Legipyon!\I'm sorry, Carla! And would you stop squirming?!\So heavy...\Even though there's only one of me!\Oh yeah, now I'm wondering... response:	Where's Erza?
context: I'm getting off onto the ground!\Holding the both of you up is impossible!\Legipyon!\I'm sorry, Carla! And would you stop squirming?!\So heavy...\Even though there's only one of me!\Oh yeah, now I'm wondering...\Where's Erza? response:	Scarlet!
context: Holding the both of you up is impossible!\Legipyon!\I'm sorry, Carla! And would you stop squirming?!\So heavy...\Even though there's only one of me!\Oh yeah, now I'm wondering...\Where's Erza?\Scarlet! response:	I think it's time we finished this, Knightwalker.
context: Legipyon!\I'm sorry, Carla! And would you stop squirming?!\So heavy...\Even though there's only one of me!\Oh yeah, now I'm wondering...\Where's Erza?\Scarlet!\I think it's time we finished this, Knightwalker. response:	Everyone, dismount to the ground!
context: I'm sorry, Carla! And would you stop squirming?!\So heavy...\Even though there's only one of me!\Oh yeah, now I'm wondering...\Where's Erza?\Scarlet!\I think it's time we finished this, Knightwalker.\Everyone, dismount to the ground! response:	I'll fight her myself!
context: So heavy...\Even though there's only one of me!\Oh yeah, now I'm wondering...\Where's Erza?\Scarlet!\I think it's time we finished this, Knightwalker.\Everyone, dismount to the ground!\I'll fight her myself! response:	Yes, ma'am!
context: Even though there's only one of me!\Oh yeah, now I'm wondering...\Where's Erza?\Scarlet!\I think it's time we finished this, Knightwalker.\Everyone, dismount to the ground!\I'll fight her myself!\Yes, ma'am! response:	The old capital of those filthy cats?
context: Oh yeah, now I'm wondering...\Where's Erza?\Scarlet!\I think it's time we finished this, Knightwalker.\Everyone, dismount to the ground!\I'll fight her myself!\Yes, ma'am!\The old capital of those filthy cats? response:	A fitting place to make your grave.
context: Where's Erza?\Scarlet!\I think it's time we finished this, Knightwalker.\Everyone, dismount to the ground!\I'll fight her myself!\Yes, ma'am!\The old capital of those filthy cats?\A fitting place to make your grave. response:	I say the same back to you.
context: Scarlet!\I think it's time we finished this, Knightwalker.\Everyone, dismount to the ground!\I'll fight her myself!\Yes, ma'am!\The old capital of those filthy cats?\A fitting place to make your grave.\I say the same back to you. response:	Even as you are Erza, you have hurt Fairy Tail far too much.
context: I think it's time we finished this, Knightwalker.\Everyone, dismount to the ground!\I'll fight her myself!\Yes, ma'am!\The old capital of those filthy cats?\A fitting place to make your grave.\I say the same back to you.\Even as you are Erza, you have hurt Fairy Tail far too much. response:	Even as you are Erza, you have turned against our King.
context: Everyone, dismount to the ground!\I'll fight her myself!\Yes, ma'am!\The old capital of those filthy cats?\A fitting place to make your grave.\I say the same back to you.\Even as you are Erza, you have hurt Fairy Tail far too much.\Even as you are Erza, you have turned against our King. response:	There's no need for two Erzas.
context: I'll fight her myself!\Yes, ma'am!\The old capital of those filthy cats?\A fitting place to make your grave.\I say the same back to you.\Even as you are Erza, you have hurt Fairy Tail far too much.\Even as you are Erza, you have turned against our King.\There's no need for two Erzas. response:	This fight continues until only one of us remains!
context: Yes, ma'am!\The old capital of those filthy cats?\A fitting place to make your grave.\I say the same back to you.\Even as you are Erza, you have hurt Fairy Tail far too much.\Even as you are Erza, you have turned against our King.\There's no need for two Erzas.\This fight continues until only one of us remains! response:	Natsu, what does it mean to be alive?
context: The old capital of those filthy cats?\A fitting place to make your grave.\I say the same back to you.\Even as you are Erza, you have hurt Fairy Tail far too much.\Even as you are Erza, you have turned against our King.\There's no need for two Erzas.\This fight continues until only one of us remains!\Natsu, what does it mean to be alive? response:	What's this all of a sudden, Happy?
context: A fitting place to make your grave.\I say the same back to you.\Even as you are Erza, you have hurt Fairy Tail far too much.\Even as you are Erza, you have turned against our King.\There's no need for two Erzas.\This fight continues until only one of us remains!\Natsu, what does it mean to be alive?\What's this all of a sudden, Happy? response:	Did you eat something funky?
context: I say the same back to you.\Even as you are Erza, you have hurt Fairy Tail far too much.\Even as you are Erza, you have turned against our King.\There's no need for two Erzas.\This fight continues until only one of us remains!\Natsu, what does it mean to be alive?\What's this all of a sudden, Happy?\Did you eat something funky? response:	I'm just like always!
context: Even as you are Erza, you have hurt Fairy Tail far too much.\Even as you are Erza, you have turned against our King.\There's no need for two Erzas.\This fight continues until only one of us remains!\Natsu, what does it mean to be alive?\What's this all of a sudden, Happy?\Did you eat something funky?\I'm just like always! response:	Anyway, what's your answer, Natsu?
context: Even as you are Erza, you have turned against our King.\There's no need for two Erzas.\This fight continues until only one of us remains!\Natsu, what does it mean to be alive?\What's this all of a sudden, Happy?\Did you eat something funky?\I'm just like always!\Anyway, what's your answer, Natsu? response:	It's simple, really.
context: There's no need for two Erzas.\This fight continues until only one of us remains!\Natsu, what does it mean to be alive?\What's this all of a sudden, Happy?\Did you eat something funky?\I'm just like always!\Anyway, what's your answer, Natsu?\It's simple, really. response:	Living is eatin', sleepin' and gettin' into fights!
context: This fight continues until only one of us remains!\Natsu, what does it mean to be alive?\What's this all of a sudden, Happy?\Did you eat something funky?\I'm just like always!\Anyway, what's your answer, Natsu?\It's simple, really.\Living is eatin', sleepin' and gettin' into fights! response:	You're actually quite the philosopher, Natsu.
context: Natsu, what does it mean to be alive?\What's this all of a sudden, Happy?\Did you eat something funky?\I'm just like always!\Anyway, what's your answer, Natsu?\It's simple, really.\Living is eatin', sleepin' and gettin' into fights!\You're actually quite the philosopher, Natsu. response:	Next time: Those Who Are Alive.
context: What's this all of a sudden, Happy?\Did you eat something funky?\I'm just like always!\Anyway, what's your answer, Natsu?\It's simple, really.\Living is eatin', sleepin' and gettin' into fights!\You're actually quite the philosopher, Natsu.\Next time: Those Who Are Alive. response:	So, what's your answer, Happy?
context: Did you eat something funky?\I'm just like always!\Anyway, what's your answer, Natsu?\It's simple, really.\Living is eatin', sleepin' and gettin' into fights!\You're actually quite the philosopher, Natsu.\Next time: Those Who Are Alive.\So, what's your answer, Happy? response:	Catching fish, cooking fish, and eating fish, I suppose.
context: I'm just like always!\Anyway, what's your answer, Natsu?\It's simple, really.\Living is eatin', sleepin' and gettin' into fights!\You're actually quite the philosopher, Natsu.\Next time: Those Who Are Alive.\So, what's your answer, Happy?\Catching fish, cooking fish, and eating fish, I suppose. response:	Pretty much the same things...
