context: Hey, little boy! That thing I asked you to do yesterday response:	Right, right!
context: No way could I ever believe that!\Believe it!\For once in your life, why don't you just...\Trust in me!\She's gone?\Yes. She said her flight was leaving early because of the snow.\The airport, then! Come on, hurry!\Okay! response:	The snow is intensifying.
context: Believe it!\For once in your life, why don't you just...\Trust in me!\She's gone?\Yes. She said her flight was leaving early because of the snow.\The airport, then! Come on, hurry!\Okay!\The snow is intensifying. response:	Please hurry.
context: For once in your life, why don't you just...\Trust in me!\She's gone?\Yes. She said her flight was leaving early because of the snow.\The airport, then! Come on, hurry!\Okay!\The snow is intensifying.\Please hurry. response:	If you were to miss this meeting,
context: Trust in me!\She's gone?\Yes. She said her flight was leaving early because of the snow.\The airport, then! Come on, hurry!\Okay!\The snow is intensifying.\Please hurry.\If you were to miss this meeting, response:	it will mean a loss of several billion yen for our company.
context: She's gone?\Yes. She said her flight was leaving early because of the snow.\The airport, then! Come on, hurry!\Okay!\The snow is intensifying.\Please hurry.\If you were to miss this meeting,\it will mean a loss of several billion yen for our company. response:	We're not gonna make...
context: Yes. She said her flight was leaving early because of the snow.\The airport, then! Come on, hurry!\Okay!\The snow is intensifying.\Please hurry.\If you were to miss this meeting,\it will mean a loss of several billion yen for our company.\We're not gonna make... response:	It's not too late!
context: The airport, then! Come on, hurry!\Okay!\The snow is intensifying.\Please hurry.\If you were to miss this meeting,\it will mean a loss of several billion yen for our company.\We're not gonna make...\It's not too late! response:	Please ditch that appointment, Ms. Hana!
context: Okay!\The snow is intensifying.\Please hurry.\If you were to miss this meeting,\it will mean a loss of several billion yen for our company.\We're not gonna make...\It's not too late!\Please ditch that appointment, Ms. Hana! response:	Little boy...
context: The snow is intensifying.\Please hurry.\If you were to miss this meeting,\it will mean a loss of several billion yen for our company.\We're not gonna make...\It's not too late!\Please ditch that appointment, Ms. Hana!\Little boy... response:	Thank you, little boy.
context: Please hurry.\If you were to miss this meeting,\it will mean a loss of several billion yen for our company.\We're not gonna make...\It's not too late!\Please ditch that appointment, Ms. Hana!\Little boy...\Thank you, little boy. response:	But that's enough, all right?
context: If you were to miss this meeting,\it will mean a loss of several billion yen for our company.\We're not gonna make...\It's not too late!\Please ditch that appointment, Ms. Hana!\Little boy...\Thank you, little boy.\But that's enough, all right? response:	It made me happy to hear how Chitoge feels about me,
context: it will mean a loss of several billion yen for our company.\We're not gonna make...\It's not too late!\Please ditch that appointment, Ms. Hana!\Little boy...\Thank you, little boy.\But that's enough, all right?\It made me happy to hear how Chitoge feels about me, response:	but... I've got to go.
context: We're not gonna make...\It's not too late!\Please ditch that appointment, Ms. Hana!\Little boy...\Thank you, little boy.\But that's enough, all right?\It made me happy to hear how Chitoge feels about me,\but... I've got to go. response:	Please give her my regards, will you?
context: It's not too late!\Please ditch that appointment, Ms. Hana!\Little boy...\Thank you, little boy.\But that's enough, all right?\It made me happy to hear how Chitoge feels about me,\but... I've got to go.\Please give her my regards, will you? response:	There you go, blaming it on your work...
context: Please ditch that appointment, Ms. Hana!\Little boy...\Thank you, little boy.\But that's enough, all right?\It made me happy to hear how Chitoge feels about me,\but... I've got to go.\Please give her my regards, will you?\There you go, blaming it on your work... response:	The truth is, you're just scared, aren't you?!
context: Little boy...\Thank you, little boy.\But that's enough, all right?\It made me happy to hear how Chitoge feels about me,\but... I've got to go.\Please give her my regards, will you?\There you go, blaming it on your work...\The truth is, you're just scared, aren't you?! response:	A woman your age, what are you doing running away?!
context: Thank you, little boy.\But that's enough, all right?\It made me happy to hear how Chitoge feels about me,\but... I've got to go.\Please give her my regards, will you?\There you go, blaming it on your work...\The truth is, you're just scared, aren't you?!\A woman your age, what are you doing running away?! response:	Which is more important, your work, or her?
context: But that's enough, all right?\It made me happy to hear how Chitoge feels about me,\but... I've got to go.\Please give her my regards, will you?\There you go, blaming it on your work...\The truth is, you're just scared, aren't you?!\A woman your age, what are you doing running away?!\Which is more important, your work, or her? response:	I want you to think long and hard about that!
context: It made me happy to hear how Chitoge feels about me,\but... I've got to go.\Please give her my regards, will you?\There you go, blaming it on your work...\The truth is, you're just scared, aren't you?!\A woman your age, what are you doing running away?!\Which is more important, your work, or her?\I want you to think long and hard about that! response:	Mom...
context: but... I've got to go.\Please give her my regards, will you?\There you go, blaming it on your work...\The truth is, you're just scared, aren't you?!\A woman your age, what are you doing running away?!\Which is more important, your work, or her?\I want you to think long and hard about that!\Mom... response:	Please...
context: Please give her my regards, will you?\There you go, blaming it on your work...\The truth is, you're just scared, aren't you?!\A woman your age, what are you doing running away?!\Which is more important, your work, or her?\I want you to think long and hard about that!\Mom...\Please... response:	Mom!
context: There you go, blaming it on your work...\The truth is, you're just scared, aren't you?!\A woman your age, what are you doing running away?!\Which is more important, your work, or her?\I want you to think long and hard about that!\Mom...\Please...\Mom! response:	Mom?
context: The truth is, you're just scared, aren't you?!\A woman your age, what are you doing running away?!\Which is more important, your work, or her?\I want you to think long and hard about that!\Mom...\Please...\Mom!\Mom? response:	Chitoge...
context: A woman your age, what are you doing running away?!\Which is more important, your work, or her?\I want you to think long and hard about that!\Mom...\Please...\Mom!\Mom?\Chitoge... response:	I-I...
context: Which is more important, your work, or her?\I want you to think long and hard about that!\Mom...\Please...\Mom!\Mom?\Chitoge...\I-I... response:	Do you...
context: I want you to think long and hard about that!\Mom...\Please...\Mom!\Mom?\Chitoge...\I-I...\Do you... response:	Do you still love your mom?
context: Mom...\Please...\Mom!\Mom?\Chitoge...\I-I...\Do you...\Do you still love your mom? response:	I do... love you...
context: Please...\Mom!\Mom?\Chitoge...\I-I...\Do you...\Do you still love your mom?\I do... love you... response:	Even though you're scary...
context: Mom!\Mom?\Chitoge...\I-I...\Do you...\Do you still love your mom?\I do... love you...\Even though you're scary... response:	And I never get to see you,
context: Mom?\Chitoge...\I-I...\Do you...\Do you still love your mom?\I do... love you...\Even though you're scary...\And I never get to see you, response:	and even when you're with me, all you do is yell at me...
context: Chitoge...\I-I...\Do you...\Do you still love your mom?\I do... love you...\Even though you're scary...\And I never get to see you,\and even when you're with me, all you do is yell at me... response:	And even though you never even look at me...
context: I-I...\Do you...\Do you still love your mom?\I do... love you...\Even though you're scary...\And I never get to see you,\and even when you're with me, all you do is yell at me...\And even though you never even look at me... response:	And I have no idea what you're thinking...
context: Do you...\Do you still love your mom?\I do... love you...\Even though you're scary...\And I never get to see you,\and even when you're with me, all you do is yell at me...\And even though you never even look at me...\And I have no idea what you're thinking... response:	And did I mention that I'm terrified of you?
context: Do you still love your mom?\I do... love you...\Even though you're scary...\And I never get to see you,\and even when you're with me, all you do is yell at me...\And even though you never even look at me...\And I have no idea what you're thinking...\And did I mention that I'm terrified of you? response:	But I still love you!
context: I do... love you...\Even though you're scary...\And I never get to see you,\and even when you're with me, all you do is yell at me...\And even though you never even look at me...\And I have no idea what you're thinking...\And did I mention that I'm terrified of you?\But I still love you! response:	Chitoge!
context: Even though you're scary...\And I never get to see you,\and even when you're with me, all you do is yell at me...\And even though you never even look at me...\And I have no idea what you're thinking...\And did I mention that I'm terrified of you?\But I still love you!\Chitoge! response:	Chitoge!
context: And I never get to see you,\and even when you're with me, all you do is yell at me...\And even though you never even look at me...\And I have no idea what you're thinking...\And did I mention that I'm terrified of you?\But I still love you!\Chitoge!\Chitoge! response:	Mom!
context: and even when you're with me, all you do is yell at me...\And even though you never even look at me...\And I have no idea what you're thinking...\And did I mention that I'm terrified of you?\But I still love you!\Chitoge!\Chitoge!\Mom! response:	What the heck...
context: And even though you never even look at me...\And I have no idea what you're thinking...\And did I mention that I'm terrified of you?\But I still love you!\Chitoge!\Chitoge!\Mom!\What the heck... response:	Just as I thought, they're two of a kind.
context: And I have no idea what you're thinking...\And did I mention that I'm terrified of you?\But I still love you!\Chitoge!\Chitoge!\Mom!\What the heck...\Just as I thought, they're two of a kind. response:	I'm sorry!
context: And did I mention that I'm terrified of you?\But I still love you!\Chitoge!\Chitoge!\Mom!\What the heck...\Just as I thought, they're two of a kind.\I'm sorry! response:	I'm so sorry, Chitoge!
context: But I still love you!\Chitoge!\Chitoge!\Mom!\What the heck...\Just as I thought, they're two of a kind.\I'm sorry!\I'm so sorry, Chitoge! response:	Mom! Mom!
context: Chitoge!\Chitoge!\Mom!\What the heck...\Just as I thought, they're two of a kind.\I'm sorry!\I'm so sorry, Chitoge!\Mom! Mom! response:	Ms. Hana?
context: Chitoge!\Mom!\What the heck...\Just as I thought, they're two of a kind.\I'm sorry!\I'm so sorry, Chitoge!\Mom! Mom!\Ms. Hana? response:	It's too cold for you to have a long heart-to-heart here.
context: Mom!\What the heck...\Just as I thought, they're two of a kind.\I'm sorry!\I'm so sorry, Chitoge!\Mom! Mom!\Ms. Hana?\It's too cold for you to have a long heart-to-heart here. response:	I'm going to head back to the office,
context: What the heck...\Just as I thought, they're two of a kind.\I'm sorry!\I'm so sorry, Chitoge!\Mom! Mom!\Ms. Hana?\It's too cold for you to have a long heart-to-heart here.\I'm going to head back to the office, response:	and deal with the aftermath as best I can,
context: Just as I thought, they're two of a kind.\I'm sorry!\I'm so sorry, Chitoge!\Mom! Mom!\Ms. Hana?\It's too cold for you to have a long heart-to-heart here.\I'm going to head back to the office,\and deal with the aftermath as best I can, response:	so you go on to the hotel
context: I'm sorry!\I'm so sorry, Chitoge!\Mom! Mom!\Ms. Hana?\It's too cold for you to have a long heart-to-heart here.\I'm going to head back to the office,\and deal with the aftermath as best I can,\so you go on to the hotel response:	and spend a relaxing Christmas Eve with her, all right?
context: I'm so sorry, Chitoge!\Mom! Mom!\Ms. Hana?\It's too cold for you to have a long heart-to-heart here.\I'm going to head back to the office,\and deal with the aftermath as best I can,\so you go on to the hotel\and spend a relaxing Christmas Eve with her, all right? response:	You need to dial down the heroics, little boy.
context: Mom! Mom!\Ms. Hana?\It's too cold for you to have a long heart-to-heart here.\I'm going to head back to the office,\and deal with the aftermath as best I can,\so you go on to the hotel\and spend a relaxing Christmas Eve with her, all right?\You need to dial down the heroics, little boy. response:	Come on, you can make an exception. For today...
context: Ms. Hana?\It's too cold for you to have a long heart-to-heart here.\I'm going to head back to the office,\and deal with the aftermath as best I can,\so you go on to the hotel\and spend a relaxing Christmas Eve with her, all right?\You need to dial down the heroics, little boy.\Come on, you can make an exception. For today... response:	Come to think of it,
context: It's too cold for you to have a long heart-to-heart here.\I'm going to head back to the office,\and deal with the aftermath as best I can,\so you go on to the hotel\and spend a relaxing Christmas Eve with her, all right?\You need to dial down the heroics, little boy.\Come on, you can make an exception. For today...\Come to think of it, response:	I still haven't given you your Christmas present, have I?
context: I'm going to head back to the office,\and deal with the aftermath as best I can,\so you go on to the hotel\and spend a relaxing Christmas Eve with her, all right?\You need to dial down the heroics, little boy.\Come on, you can make an exception. For today...\Come to think of it,\I still haven't given you your Christmas present, have I? response:	Here you go.
context: and deal with the aftermath as best I can,\so you go on to the hotel\and spend a relaxing Christmas Eve with her, all right?\You need to dial down the heroics, little boy.\Come on, you can make an exception. For today...\Come to think of it,\I still haven't given you your Christmas present, have I?\Here you go. response:	A new ribbon - I picked it out for you!
context: so you go on to the hotel\and spend a relaxing Christmas Eve with her, all right?\You need to dial down the heroics, little boy.\Come on, you can make an exception. For today...\Come to think of it,\I still haven't given you your Christmas present, have I?\Here you go.\A new ribbon - I picked it out for you! response:	It does make me very happy to know that you treasure that ribbon.
context: and spend a relaxing Christmas Eve with her, all right?\You need to dial down the heroics, little boy.\Come on, you can make an exception. For today...\Come to think of it,\I still haven't given you your Christmas present, have I?\Here you go.\A new ribbon - I picked it out for you!\It does make me very happy to know that you treasure that ribbon. response:	But you are a girl, after all...
context: You need to dial down the heroics, little boy.\Come on, you can make an exception. For today...\Come to think of it,\I still haven't given you your Christmas present, have I?\Here you go.\A new ribbon - I picked it out for you!\It does make me very happy to know that you treasure that ribbon.\But you are a girl, after all... response:	Thank you, Mom.
context: Come on, you can make an exception. For today...\Come to think of it,\I still haven't given you your Christmas present, have I?\Here you go.\A new ribbon - I picked it out for you!\It does make me very happy to know that you treasure that ribbon.\But you are a girl, after all...\Thank you, Mom. response:	But...
context: Come to think of it,\I still haven't given you your Christmas present, have I?\Here you go.\A new ribbon - I picked it out for you!\It does make me very happy to know that you treasure that ribbon.\But you are a girl, after all...\Thank you, Mom.\But... response:	I still want to go on treasuring this one.
context: I still haven't given you your Christmas present, have I?\Here you go.\A new ribbon - I picked it out for you!\It does make me very happy to know that you treasure that ribbon.\But you are a girl, after all...\Thank you, Mom.\But...\I still want to go on treasuring this one. response:	Since this one brings back so many memories.
context: Here you go.\A new ribbon - I picked it out for you!\It does make me very happy to know that you treasure that ribbon.\But you are a girl, after all...\Thank you, Mom.\But...\I still want to go on treasuring this one.\Since this one brings back so many memories. response:	I see.
context: A new ribbon - I picked it out for you!\It does make me very happy to know that you treasure that ribbon.\But you are a girl, after all...\Thank you, Mom.\But...\I still want to go on treasuring this one.\Since this one brings back so many memories.\I see. response:	I'm sure that will make that boy very happy as well.
context: It does make me very happy to know that you treasure that ribbon.\But you are a girl, after all...\Thank you, Mom.\But...\I still want to go on treasuring this one.\Since this one brings back so many memories.\I see.\I'm sure that will make that boy very happy as well. response:	Raku? Why?
context: But you are a girl, after all...\Thank you, Mom.\But...\I still want to go on treasuring this one.\Since this one brings back so many memories.\I see.\I'm sure that will make that boy very happy as well.\Raku? Why? response:	What, have you forgotten?
context: Thank you, Mom.\But...\I still want to go on treasuring this one.\Since this one brings back so many memories.\I see.\I'm sure that will make that boy very happy as well.\Raku? Why?\What, have you forgotten? response:	That boy is the reason you started wearing that ribbon, you know.
context: But...\I still want to go on treasuring this one.\Since this one brings back so many memories.\I see.\I'm sure that will make that boy very happy as well.\Raku? Why?\What, have you forgotten?\That boy is the reason you started wearing that ribbon, you know. response:	Ten years ago, you and that boy spent a summer playing together, see,
context: I still want to go on treasuring this one.\Since this one brings back so many memories.\I see.\I'm sure that will make that boy very happy as well.\Raku? Why?\What, have you forgotten?\That boy is the reason you started wearing that ribbon, you know.\Ten years ago, you and that boy spent a summer playing together, see, response:	and there was a girl wearing a ribbon like that
context: Since this one brings back so many memories.\I see.\I'm sure that will make that boy very happy as well.\Raku? Why?\What, have you forgotten?\That boy is the reason you started wearing that ribbon, you know.\Ten years ago, you and that boy spent a summer playing together, see,\and there was a girl wearing a ribbon like that response:	in one of the picture books you adored at the time.
context: I see.\I'm sure that will make that boy very happy as well.\Raku? Why?\What, have you forgotten?\That boy is the reason you started wearing that ribbon, you know.\Ten years ago, you and that boy spent a summer playing together, see,\and there was a girl wearing a ribbon like that\in one of the picture books you adored at the time. response:	And that boy said to you, I bet this ribbon would look good on you.
context: I'm sure that will make that boy very happy as well.\Raku? Why?\What, have you forgotten?\That boy is the reason you started wearing that ribbon, you know.\Ten years ago, you and that boy spent a summer playing together, see,\and there was a girl wearing a ribbon like that\in one of the picture books you adored at the time.\And that boy said to you, I bet this ribbon would look good on you. response:	And you rushed over to pester me for one.
context: Raku? Why?\What, have you forgotten?\That boy is the reason you started wearing that ribbon, you know.\Ten years ago, you and that boy spent a summer playing together, see,\and there was a girl wearing a ribbon like that\in one of the picture books you adored at the time.\And that boy said to you, I bet this ribbon would look good on you.\And you rushed over to pester me for one. response:	Don't you remember?
context: What, have you forgotten?\That boy is the reason you started wearing that ribbon, you know.\Ten years ago, you and that boy spent a summer playing together, see,\and there was a girl wearing a ribbon like that\in one of the picture books you adored at the time.\And that boy said to you, I bet this ribbon would look good on you.\And you rushed over to pester me for one.\Don't you remember? response:	He said that?
context: That boy is the reason you started wearing that ribbon, you know.\Ten years ago, you and that boy spent a summer playing together, see,\and there was a girl wearing a ribbon like that\in one of the picture books you adored at the time.\And that boy said to you, I bet this ribbon would look good on you.\And you rushed over to pester me for one.\Don't you remember?\He said that? response:	Why don't you go to him? Chitoge...
context: Ten years ago, you and that boy spent a summer playing together, see,\and there was a girl wearing a ribbon like that\in one of the picture books you adored at the time.\And that boy said to you, I bet this ribbon would look good on you.\And you rushed over to pester me for one.\Don't you remember?\He said that?\Why don't you go to him? Chitoge... response:	It was all thanks to that boy that I got to have this long talk with you.
context: and there was a girl wearing a ribbon like that\in one of the picture books you adored at the time.\And that boy said to you, I bet this ribbon would look good on you.\And you rushed over to pester me for one.\Don't you remember?\He said that?\Why don't you go to him? Chitoge...\It was all thanks to that boy that I got to have this long talk with you. response:	He's your boyfriend, isn't he?
context: in one of the picture books you adored at the time.\And that boy said to you, I bet this ribbon would look good on you.\And you rushed over to pester me for one.\Don't you remember?\He said that?\Why don't you go to him? Chitoge...\It was all thanks to that boy that I got to have this long talk with you.\He's your boyfriend, isn't he? response:	You should go to him.
context: And that boy said to you, I bet this ribbon would look good on you.\And you rushed over to pester me for one.\Don't you remember?\He said that?\Why don't you go to him? Chitoge...\It was all thanks to that boy that I got to have this long talk with you.\He's your boyfriend, isn't he?\You should go to him. response:	Okay.
context: And you rushed over to pester me for one.\Don't you remember?\He said that?\Why don't you go to him? Chitoge...\It was all thanks to that boy that I got to have this long talk with you.\He's your boyfriend, isn't he?\You should go to him.\Okay. response:	If you sleep here, you'll catch a cold.
context: Don't you remember?\He said that?\Why don't you go to him? Chitoge...\It was all thanks to that boy that I got to have this long talk with you.\He's your boyfriend, isn't he?\You should go to him.\Okay.\If you sleep here, you'll catch a cold. response:	Stupid bean sprout...
context: He said that?\Why don't you go to him? Chitoge...\It was all thanks to that boy that I got to have this long talk with you.\He's your boyfriend, isn't he?\You should go to him.\Okay.\If you sleep here, you'll catch a cold.\Stupid bean sprout... response:	There, now...
context: Why don't you go to him? Chitoge...\It was all thanks to that boy that I got to have this long talk with you.\He's your boyfriend, isn't he?\You should go to him.\Okay.\If you sleep here, you'll catch a cold.\Stupid bean sprout...\There, now... response:	Thank you, Raku.
context: It was all thanks to that boy that I got to have this long talk with you.\He's your boyfriend, isn't he?\You should go to him.\Okay.\If you sleep here, you'll catch a cold.\Stupid bean sprout...\There, now...\Thank you, Raku. response:	Thank you, little boy.
context: He's your boyfriend, isn't he?\You should go to him.\Okay.\If you sleep here, you'll catch a cold.\Stupid bean sprout...\There, now...\Thank you, Raku.\Thank you, little boy. response:	I really owe you one.
context: You should go to him.\Okay.\If you sleep here, you'll catch a cold.\Stupid bean sprout...\There, now...\Thank you, Raku.\Thank you, little boy.\I really owe you one. response:	I never thought you'd help me out this much, both in business and in private.
context: Okay.\If you sleep here, you'll catch a cold.\Stupid bean sprout...\There, now...\Thank you, Raku.\Thank you, little boy.\I really owe you one.\I never thought you'd help me out this much, both in business and in private. response:	Still, to think that
context: If you sleep here, you'll catch a cold.\Stupid bean sprout...\There, now...\Thank you, Raku.\Thank you, little boy.\I really owe you one.\I never thought you'd help me out this much, both in business and in private.\Still, to think that response:	I'd be reunited like this with that little boy who played with Chitoge ten years ago...
context: Stupid bean sprout...\There, now...\Thank you, Raku.\Thank you, little boy.\I really owe you one.\I never thought you'd help me out this much, both in business and in private.\Still, to think that\I'd be reunited like this with that little boy who played with Chitoge ten years ago... response:	It really is a strange twist of fate, isn't it?
context: There, now...\Thank you, Raku.\Thank you, little boy.\I really owe you one.\I never thought you'd help me out this much, both in business and in private.\Still, to think that\I'd be reunited like this with that little boy who played with Chitoge ten years ago...\It really is a strange twist of fate, isn't it? response:	Ms. Hana, you were there, too, ten years ago?
context: Thank you, Raku.\Thank you, little boy.\I really owe you one.\I never thought you'd help me out this much, both in business and in private.\Still, to think that\I'd be reunited like this with that little boy who played with Chitoge ten years ago...\It really is a strange twist of fate, isn't it?\Ms. Hana, you were there, too, ten years ago? response:	Well, just for a few days.
context: Thank you, little boy.\I really owe you one.\I never thought you'd help me out this much, both in business and in private.\Still, to think that\I'd be reunited like this with that little boy who played with Chitoge ten years ago...\It really is a strange twist of fate, isn't it?\Ms. Hana, you were there, too, ten years ago?\Well, just for a few days. response:	But I remember you very well.
context: I really owe you one.\I never thought you'd help me out this much, both in business and in private.\Still, to think that\I'd be reunited like this with that little boy who played with Chitoge ten years ago...\It really is a strange twist of fate, isn't it?\Ms. Hana, you were there, too, ten years ago?\Well, just for a few days.\But I remember you very well. response:	Um... Ms. Hana...
context: I never thought you'd help me out this much, both in business and in private.\Still, to think that\I'd be reunited like this with that little boy who played with Chitoge ten years ago...\It really is a strange twist of fate, isn't it?\Ms. Hana, you were there, too, ten years ago?\Well, just for a few days.\But I remember you very well.\Um... Ms. Hana... response:	Does this locket look at all familiar to you?
context: Still, to think that\I'd be reunited like this with that little boy who played with Chitoge ten years ago...\It really is a strange twist of fate, isn't it?\Ms. Hana, you were there, too, ten years ago?\Well, just for a few days.\But I remember you very well.\Um... Ms. Hana...\Does this locket look at all familiar to you? response:	There's something about that time that I want to remember.
context: I'd be reunited like this with that little boy who played with Chitoge ten years ago...\It really is a strange twist of fate, isn't it?\Ms. Hana, you were there, too, ten years ago?\Well, just for a few days.\But I remember you very well.\Um... Ms. Hana...\Does this locket look at all familiar to you?\There's something about that time that I want to remember. response:	But I just can't seem to recall it.
context: It really is a strange twist of fate, isn't it?\Ms. Hana, you were there, too, ten years ago?\Well, just for a few days.\But I remember you very well.\Um... Ms. Hana...\Does this locket look at all familiar to you?\There's something about that time that I want to remember.\But I just can't seem to recall it. response:	I don't think I can help you with that. Sorry.
context: Ms. Hana, you were there, too, ten years ago?\Well, just for a few days.\But I remember you very well.\Um... Ms. Hana...\Does this locket look at all familiar to you?\There's something about that time that I want to remember.\But I just can't seem to recall it.\I don't think I can help you with that. Sorry. response:	I see.
context: Well, just for a few days.\But I remember you very well.\Um... Ms. Hana...\Does this locket look at all familiar to you?\There's something about that time that I want to remember.\But I just can't seem to recall it.\I don't think I can help you with that. Sorry.\I see. response:	Little boy,
context: But I remember you very well.\Um... Ms. Hana...\Does this locket look at all familiar to you?\There's something about that time that I want to remember.\But I just can't seem to recall it.\I don't think I can help you with that. Sorry.\I see.\Little boy, response:	come here for a second.
context: Um... Ms. Hana...\Does this locket look at all familiar to you?\There's something about that time that I want to remember.\But I just can't seem to recall it.\I don't think I can help you with that. Sorry.\I see.\Little boy,\come here for a second. response:	Okay.
context: Does this locket look at all familiar to you?\There's something about that time that I want to remember.\But I just can't seem to recall it.\I don't think I can help you with that. Sorry.\I see.\Little boy,\come here for a second.\Okay. response:	Listen... I hear you and Chitoge are just pretending to be dating, aren't you?
context: There's something about that time that I want to remember.\But I just can't seem to recall it.\I don't think I can help you with that. Sorry.\I see.\Little boy,\come here for a second.\Okay.\Listen... I hear you and Chitoge are just pretending to be dating, aren't you? response:	Ms. Hana... you knew all along?
context: But I just can't seem to recall it.\I don't think I can help you with that. Sorry.\I see.\Little boy,\come here for a second.\Okay.\Listen... I hear you and Chitoge are just pretending to be dating, aren't you?\Ms. Hana... you knew all along? response:	Of course I did.
context: I don't think I can help you with that. Sorry.\I see.\Little boy,\come here for a second.\Okay.\Listen... I hear you and Chitoge are just pretending to be dating, aren't you?\Ms. Hana... you knew all along?\Of course I did. response:	Well, not from the start, but still...
context: I see.\Little boy,\come here for a second.\Okay.\Listen... I hear you and Chitoge are just pretending to be dating, aren't you?\Ms. Hana... you knew all along?\Of course I did.\Well, not from the start, but still... response:	Then you should've told us.
context: Little boy,\come here for a second.\Okay.\Listen... I hear you and Chitoge are just pretending to be dating, aren't you?\Ms. Hana... you knew all along?\Of course I did.\Well, not from the start, but still...\Then you should've told us. response:	Now I feel stupid for going all-out to fake it!
context: come here for a second.\Okay.\Listen... I hear you and Chitoge are just pretending to be dating, aren't you?\Ms. Hana... you knew all along?\Of course I did.\Well, not from the start, but still...\Then you should've told us.\Now I feel stupid for going all-out to fake it! response:	I'm starting to feel embarrassed.
context: Okay.\Listen... I hear you and Chitoge are just pretending to be dating, aren't you?\Ms. Hana... you knew all along?\Of course I did.\Well, not from the start, but still...\Then you should've told us.\Now I feel stupid for going all-out to fake it!\I'm starting to feel embarrassed. response:	Faking it, eh?
context: Listen... I hear you and Chitoge are just pretending to be dating, aren't you?\Ms. Hana... you knew all along?\Of course I did.\Well, not from the start, but still...\Then you should've told us.\Now I feel stupid for going all-out to fake it!\I'm starting to feel embarrassed.\Faking it, eh? response:	If I work extra hard, do you think you can go see Chitoge?
context: Ms. Hana... you knew all along?\Of course I did.\Well, not from the start, but still...\Then you should've told us.\Now I feel stupid for going all-out to fake it!\I'm starting to feel embarrassed.\Faking it, eh?\If I work extra hard, do you think you can go see Chitoge? response:	I'm asking you now! Please go see her!
context: Of course I did.\Well, not from the start, but still...\Then you should've told us.\Now I feel stupid for going all-out to fake it!\I'm starting to feel embarrassed.\Faking it, eh?\If I work extra hard, do you think you can go see Chitoge?\I'm asking you now! Please go see her! response:	Is this really nothing but a sham, I wonder?
context: Well, not from the start, but still...\Then you should've told us.\Now I feel stupid for going all-out to fake it!\I'm starting to feel embarrassed.\Faking it, eh?\If I work extra hard, do you think you can go see Chitoge?\I'm asking you now! Please go see her!\Is this really nothing but a sham, I wonder? response:	Are your feelings for that girl really nothing more than a sham?
context: Then you should've told us.\Now I feel stupid for going all-out to fake it!\I'm starting to feel embarrassed.\Faking it, eh?\If I work extra hard, do you think you can go see Chitoge?\I'm asking you now! Please go see her!\Is this really nothing but a sham, I wonder?\Are your feelings for that girl really nothing more than a sham? response:	All right, then - please look after my daughter.
context: Now I feel stupid for going all-out to fake it!\I'm starting to feel embarrassed.\Faking it, eh?\If I work extra hard, do you think you can go see Chitoge?\I'm asking you now! Please go see her!\Is this really nothing but a sham, I wonder?\Are your feelings for that girl really nothing more than a sham?\All right, then - please look after my daughter. response:	After Chitoge and I saw Ms. Hana off,
context: I'm starting to feel embarrassed.\Faking it, eh?\If I work extra hard, do you think you can go see Chitoge?\I'm asking you now! Please go see her!\Is this really nothing but a sham, I wonder?\Are your feelings for that girl really nothing more than a sham?\All right, then - please look after my daughter.\After Chitoge and I saw Ms. Hana off, response:	I got a call from Shu.
context: Faking it, eh?\If I work extra hard, do you think you can go see Chitoge?\I'm asking you now! Please go see her!\Is this really nothing but a sham, I wonder?\Are your feelings for that girl really nothing more than a sham?\All right, then - please look after my daughter.\After Chitoge and I saw Ms. Hana off,\I got a call from Shu. response:	Apparently, they were under the impression
context: If I work extra hard, do you think you can go see Chitoge?\I'm asking you now! Please go see her!\Is this really nothing but a sham, I wonder?\Are your feelings for that girl really nothing more than a sham?\All right, then - please look after my daughter.\After Chitoge and I saw Ms. Hana off,\I got a call from Shu.\Apparently, they were under the impression response:	that Chitoge and I had spent the night in a hotel suite,
context: I'm asking you now! Please go see her!\Is this really nothing but a sham, I wonder?\Are your feelings for that girl really nothing more than a sham?\All right, then - please look after my daughter.\After Chitoge and I saw Ms. Hana off,\I got a call from Shu.\Apparently, they were under the impression\that Chitoge and I had spent the night in a hotel suite, response:	and wanting to know what we'd been up to, they interrogated us.
context: Is this really nothing but a sham, I wonder?\Are your feelings for that girl really nothing more than a sham?\All right, then - please look after my daughter.\After Chitoge and I saw Ms. Hana off,\I got a call from Shu.\Apparently, they were under the impression\that Chitoge and I had spent the night in a hotel suite,\and wanting to know what we'd been up to, they interrogated us. response:	Though we did manage to straighten them out,
context: Are your feelings for that girl really nothing more than a sham?\All right, then - please look after my daughter.\After Chitoge and I saw Ms. Hana off,\I got a call from Shu.\Apparently, they were under the impression\that Chitoge and I had spent the night in a hotel suite,\and wanting to know what we'd been up to, they interrogated us.\Though we did manage to straighten them out, response:	it ended up being a hell of a Christmas.
context: All right, then - please look after my daughter.\After Chitoge and I saw Ms. Hana off,\I got a call from Shu.\Apparently, they were under the impression\that Chitoge and I had spent the night in a hotel suite,\and wanting to know what we'd been up to, they interrogated us.\Though we did manage to straighten them out,\it ended up being a hell of a Christmas. response:	Hey, now I remember.
