context: The world has become a superhuman society, response:	and about 80 of the world's population now has some kind of special trait.
context: They haven't been getting as much airtime, but this class is also full of talent!\Hero course, Class 1-B!\Next up, general studies Classes C, D, and E!\Support course, Classes F, G, and H are here, too!\And business course, Classes I, J, and K!\All of U.A.'s first years are here now!\We're just here to make those guys look better, huh?\I'm not really feeling it... response:	Time for the player pledge!
context: Hero course, Class 1-B!\Next up, general studies Classes C, D, and E!\Support course, Classes F, G, and H are here, too!\And business course, Classes I, J, and K!\All of U.A.'s first years are here now!\We're just here to make those guys look better, huh?\I'm not really feeling it...\Time for the player pledge! response:	Oh, this year's chief umpire for the first years is the R-Rated Hero, Midnight?
context: Next up, general studies Classes C, D, and E!\Support course, Classes F, G, and H are here, too!\And business course, Classes I, J, and K!\All of U.A.'s first years are here now!\We're just here to make those guys look better, huh?\I'm not really feeling it...\Time for the player pledge!\Oh, this year's chief umpire for the first years is the R-Rated Hero, Midnight? response:	What about the principal?
context: Support course, Classes F, G, and H are here, too!\And business course, Classes I, J, and K!\All of U.A.'s first years are here now!\We're just here to make those guys look better, huh?\I'm not really feeling it...\Time for the player pledge!\Oh, this year's chief umpire for the first years is the R-Rated Hero, Midnight?\What about the principal? response:	The principal is at the third-year stage every year.
context: And business course, Classes I, J, and K!\All of U.A.'s first years are here now!\We're just here to make those guys look better, huh?\I'm not really feeling it...\Time for the player pledge!\Oh, this year's chief umpire for the first years is the R-Rated Hero, Midnight?\What about the principal?\The principal is at the third-year stage every year. response:	What is Ms. Midnight wearing?
context: All of U.A.'s first years are here now!\We're just here to make those guys look better, huh?\I'm not really feeling it...\Time for the player pledge!\Oh, this year's chief umpire for the first years is the R-Rated Hero, Midnight?\What about the principal?\The principal is at the third-year stage every year.\What is Ms. Midnight wearing? response:	That's an R-Rated Hero for you.
context: We're just here to make those guys look better, huh?\I'm not really feeling it...\Time for the player pledge!\Oh, this year's chief umpire for the first years is the R-Rated Hero, Midnight?\What about the principal?\The principal is at the third-year stage every year.\What is Ms. Midnight wearing?\That's an R-Rated Hero for you. response:	Is it okay for her to be at a high school even though she's R-Rated?
context: I'm not really feeling it...\Time for the player pledge!\Oh, this year's chief umpire for the first years is the R-Rated Hero, Midnight?\What about the principal?\The principal is at the third-year stage every year.\What is Ms. Midnight wearing?\That's an R-Rated Hero for you.\Is it okay for her to be at a high school even though she's R-Rated? response:	Yes!
context: Time for the player pledge!\Oh, this year's chief umpire for the first years is the R-Rated Hero, Midnight?\What about the principal?\The principal is at the third-year stage every year.\What is Ms. Midnight wearing?\That's an R-Rated Hero for you.\Is it okay for her to be at a high school even though she's R-Rated?\Yes! response:	Quiet, everyone!
context: Oh, this year's chief umpire for the first years is the R-Rated Hero, Midnight?\What about the principal?\The principal is at the third-year stage every year.\What is Ms. Midnight wearing?\That's an R-Rated Hero for you.\Is it okay for her to be at a high school even though she's R-Rated?\Yes!\Quiet, everyone! response:	Representing the students is Katsuki Bakugo from Class 1-A!
context: What about the principal?\The principal is at the third-year stage every year.\What is Ms. Midnight wearing?\That's an R-Rated Hero for you.\Is it okay for her to be at a high school even though she's R-Rated?\Yes!\Quiet, everyone!\Representing the students is Katsuki Bakugo from Class 1-A! response:	What? It's Kacchan?
context: The principal is at the third-year stage every year.\What is Ms. Midnight wearing?\That's an R-Rated Hero for you.\Is it okay for her to be at a high school even though she's R-Rated?\Yes!\Quiet, everyone!\Representing the students is Katsuki Bakugo from Class 1-A!\What? It's Kacchan? response:	That guy did finish first in the entrance exam.
context: What is Ms. Midnight wearing?\That's an R-Rated Hero for you.\Is it okay for her to be at a high school even though she's R-Rated?\Yes!\Quiet, everyone!\Representing the students is Katsuki Bakugo from Class 1-A!\What? It's Kacchan?\That guy did finish first in the entrance exam. response:	In the hero course.
context: That's an R-Rated Hero for you.\Is it okay for her to be at a high school even though she's R-Rated?\Yes!\Quiet, everyone!\Representing the students is Katsuki Bakugo from Class 1-A!\What? It's Kacchan?\That guy did finish first in the entrance exam.\In the hero course. response:	R-Right.
context: Is it okay for her to be at a high school even though she's R-Rated?\Yes!\Quiet, everyone!\Representing the students is Katsuki Bakugo from Class 1-A!\What? It's Kacchan?\That guy did finish first in the entrance exam.\In the hero course.\R-Right. response:	It's obvious she hates us.
context: Yes!\Quiet, everyone!\Representing the students is Katsuki Bakugo from Class 1-A!\What? It's Kacchan?\That guy did finish first in the entrance exam.\In the hero course.\R-Right.\It's obvious she hates us. response:	And it's all Bakugo's fault.
context: Quiet, everyone!\Representing the students is Katsuki Bakugo from Class 1-A!\What? It's Kacchan?\That guy did finish first in the entrance exam.\In the hero course.\R-Right.\It's obvious she hates us.\And it's all Bakugo's fault. response:	I pledge-
context: Representing the students is Katsuki Bakugo from Class 1-A!\What? It's Kacchan?\That guy did finish first in the entrance exam.\In the hero course.\R-Right.\It's obvious she hates us.\And it's all Bakugo's fault.\I pledge- response:	That I'll be number one.
context: What? It's Kacchan?\That guy did finish first in the entrance exam.\In the hero course.\R-Right.\It's obvious she hates us.\And it's all Bakugo's fault.\I pledge-\That I'll be number one. response:	I knew he'd do that!
context: That guy did finish first in the entrance exam.\In the hero course.\R-Right.\It's obvious she hates us.\And it's all Bakugo's fault.\I pledge-\That I'll be number one.\I knew he'd do that! response:	-What the heck! -Stop messing around!
context: In the hero course.\R-Right.\It's obvious she hates us.\And it's all Bakugo's fault.\I pledge-\That I'll be number one.\I knew he'd do that!\-What the heck! -Stop messing around! response:	-Don't be so full of yourselves, Class A! -You sludge bastard!
context: R-Right.\It's obvious she hates us.\And it's all Bakugo's fault.\I pledge-\That I'll be number one.\I knew he'd do that!\-What the heck! -Stop messing around!\-Don't be so full of yourselves, Class A! -You sludge bastard! response:	Why are you doing something so disgraceful?!
context: It's obvious she hates us.\And it's all Bakugo's fault.\I pledge-\That I'll be number one.\I knew he'd do that!\-What the heck! -Stop messing around!\-Don't be so full of yourselves, Class A! -You sludge bastard!\Why are you doing something so disgraceful?! response:	At least become a nice bouncy step for me to jump off of.
context: And it's all Bakugo's fault.\I pledge-\That I'll be number one.\I knew he'd do that!\-What the heck! -Stop messing around!\-Don't be so full of yourselves, Class A! -You sludge bastard!\Why are you doing something so disgraceful?!\At least become a nice bouncy step for me to jump off of. response:	How overconfident can you get?
context: I pledge-\That I'll be number one.\I knew he'd do that!\-What the heck! -Stop messing around!\-Don't be so full of yourselves, Class A! -You sludge bastard!\Why are you doing something so disgraceful?!\At least become a nice bouncy step for me to jump off of.\How overconfident can you get? response:	I'll crush you!
context: That I'll be number one.\I knew he'd do that!\-What the heck! -Stop messing around!\-Don't be so full of yourselves, Class A! -You sludge bastard!\Why are you doing something so disgraceful?!\At least become a nice bouncy step for me to jump off of.\How overconfident can you get?\I'll crush you! response:	Confidence? No...
context: I knew he'd do that!\-What the heck! -Stop messing around!\-Don't be so full of yourselves, Class A! -You sludge bastard!\Why are you doing something so disgraceful?!\At least become a nice bouncy step for me to jump off of.\How overconfident can you get?\I'll crush you!\Confidence? No... response:	The old Kacchan would've laughed while saying that.
context: -What the heck! -Stop messing around!\-Don't be so full of yourselves, Class A! -You sludge bastard!\Why are you doing something so disgraceful?!\At least become a nice bouncy step for me to jump off of.\How overconfident can you get?\I'll crush you!\Confidence? No...\The old Kacchan would've laughed while saying that. response:	He's driving himself into a corner.
context: -Don't be so full of yourselves, Class A! -You sludge bastard!\Why are you doing something so disgraceful?!\At least become a nice bouncy step for me to jump off of.\How overconfident can you get?\I'll crush you!\Confidence? No...\The old Kacchan would've laughed while saying that.\He's driving himself into a corner. response:	Getting the rest of us caught up in it is just like Kacchan, though.
context: Why are you doing something so disgraceful?!\At least become a nice bouncy step for me to jump off of.\How overconfident can you get?\I'll crush you!\Confidence? No...\The old Kacchan would've laughed while saying that.\He's driving himself into a corner.\Getting the rest of us caught up in it is just like Kacchan, though. response:	Now, let's get started right away.
context: At least become a nice bouncy step for me to jump off of.\How overconfident can you get?\I'll crush you!\Confidence? No...\The old Kacchan would've laughed while saying that.\He's driving himself into a corner.\Getting the rest of us caught up in it is just like Kacchan, though.\Now, let's get started right away. response:	-U.A. does everything right away, huh?
context: How overconfident can you get?\I'll crush you!\Confidence? No...\The old Kacchan would've laughed while saying that.\He's driving himself into a corner.\Getting the rest of us caught up in it is just like Kacchan, though.\Now, let's get started right away.\-U.A. does everything right away, huh? response:	-The first game is what you'd call a qualifier!
context: I'll crush you!\Confidence? No...\The old Kacchan would've laughed while saying that.\He's driving himself into a corner.\Getting the rest of us caught up in it is just like Kacchan, though.\Now, let's get started right away.\-U.A. does everything right away, huh?\-The first game is what you'd call a qualifier! response:	Every year, many drink their tears here!
context: Confidence? No...\The old Kacchan would've laughed while saying that.\He's driving himself into a corner.\Getting the rest of us caught up in it is just like Kacchan, though.\Now, let's get started right away.\-U.A. does everything right away, huh?\-The first game is what you'd call a qualifier!\Every year, many drink their tears here! response:	Now, here is the fateful first game!
context: The old Kacchan would've laughed while saying that.\He's driving himself into a corner.\Getting the rest of us caught up in it is just like Kacchan, though.\Now, let's get started right away.\-U.A. does everything right away, huh?\-The first game is what you'd call a qualifier!\Every year, many drink their tears here!\Now, here is the fateful first game! response:	This year, it's...
context: He's driving himself into a corner.\Getting the rest of us caught up in it is just like Kacchan, though.\Now, let's get started right away.\-U.A. does everything right away, huh?\-The first game is what you'd call a qualifier!\Every year, many drink their tears here!\Now, here is the fateful first game!\This year, it's... response:	An obstacle course race.
context: Getting the rest of us caught up in it is just like Kacchan, though.\Now, let's get started right away.\-U.A. does everything right away, huh?\-The first game is what you'd call a qualifier!\Every year, many drink their tears here!\Now, here is the fateful first game!\This year, it's...\An obstacle course race. response:	All 11 classes will participate in this race.
context: Now, let's get started right away.\-U.A. does everything right away, huh?\-The first game is what you'd call a qualifier!\Every year, many drink their tears here!\Now, here is the fateful first game!\This year, it's...\An obstacle course race.\All 11 classes will participate in this race. response:	Full Participation
context: -U.A. does everything right away, huh?\-The first game is what you'd call a qualifier!\Every year, many drink their tears here!\Now, here is the fateful first game!\This year, it's...\An obstacle course race.\All 11 classes will participate in this race.\Full Participation response:	The course will be the outer circumference of this stadium-about four kilometers!
context: -The first game is what you'd call a qualifier!\Every year, many drink their tears here!\Now, here is the fateful first game!\This year, it's...\An obstacle course race.\All 11 classes will participate in this race.\Full Participation\The course will be the outer circumference of this stadium-about four kilometers! response:	Our school's selling point is freedom!
context: Every year, many drink their tears here!\Now, here is the fateful first game!\This year, it's...\An obstacle course race.\All 11 classes will participate in this race.\Full Participation\The course will be the outer circumference of this stadium-about four kilometers!\Our school's selling point is freedom! response:	As long as you stay on the course, it doesn't matter what you do!
context: Now, here is the fateful first game!\This year, it's...\An obstacle course race.\All 11 classes will participate in this race.\Full Participation\The course will be the outer circumference of this stadium-about four kilometers!\Our school's selling point is freedom!\As long as you stay on the course, it doesn't matter what you do! response:	Now, take your places everyone!
context: This year, it's...\An obstacle course race.\All 11 classes will participate in this race.\Full Participation\The course will be the outer circumference of this stadium-about four kilometers!\Our school's selling point is freedom!\As long as you stay on the course, it doesn't matter what you do!\Now, take your places everyone! response:	All Might...
context: An obstacle course race.\All 11 classes will participate in this race.\Full Participation\The course will be the outer circumference of this stadium-about four kilometers!\Our school's selling point is freedom!\As long as you stay on the course, it doesn't matter what you do!\Now, take your places everyone!\All Might... response:	I want you to tell the world I am here!
context: All 11 classes will participate in this race.\Full Participation\The course will be the outer circumference of this stadium-about four kilometers!\Our school's selling point is freedom!\As long as you stay on the course, it doesn't matter what you do!\Now, take your places everyone!\All Might...\I want you to tell the world I am here! response:	Thinking about it realistically,
context: Full Participation\The course will be the outer circumference of this stadium-about four kilometers!\Our school's selling point is freedom!\As long as you stay on the course, it doesn't matter what you do!\Now, take your places everyone!\All Might...\I want you to tell the world I am here!\Thinking about it realistically, response:	without really being able to regulate One For All...
context: The course will be the outer circumference of this stadium-about four kilometers!\Our school's selling point is freedom!\As long as you stay on the course, it doesn't matter what you do!\Now, take your places everyone!\All Might...\I want you to tell the world I am here!\Thinking about it realistically,\without really being able to regulate One For All... response:	That's too unreasonable...
context: Our school's selling point is freedom!\As long as you stay on the course, it doesn't matter what you do!\Now, take your places everyone!\All Might...\I want you to tell the world I am here!\Thinking about it realistically,\without really being able to regulate One For All...\That's too unreasonable... response:	That's why I have to go beyond.
context: As long as you stay on the course, it doesn't matter what you do!\Now, take your places everyone!\All Might...\I want you to tell the world I am here!\Thinking about it realistically,\without really being able to regulate One For All...\That's too unreasonable...\That's why I have to go beyond. response:	Please watch me!
context: Now, take your places everyone!\All Might...\I want you to tell the world I am here!\Thinking about it realistically,\without really being able to regulate One For All...\That's too unreasonable...\That's why I have to go beyond.\Please watch me! response:	Start!
context: All Might...\I want you to tell the world I am here!\Thinking about it realistically,\without really being able to regulate One For All...\That's too unreasonable...\That's why I have to go beyond.\Please watch me!\Start! response:	Okay, here's the play-by-play!
context: I want you to tell the world I am here!\Thinking about it realistically,\without really being able to regulate One For All...\That's too unreasonable...\That's why I have to go beyond.\Please watch me!\Start!\Okay, here's the play-by-play! response:	Are you ready to do the commentary, Mummy Man?
context: Thinking about it realistically,\without really being able to regulate One For All...\That's too unreasonable...\That's why I have to go beyond.\Please watch me!\Start!\Okay, here's the play-by-play!\Are you ready to do the commentary, Mummy Man? response:	You're the one who forced me to come.
context: without really being able to regulate One For All...\That's too unreasonable...\That's why I have to go beyond.\Please watch me!\Start!\Okay, here's the play-by-play!\Are you ready to do the commentary, Mummy Man?\You're the one who forced me to come. response:	Let's get started right away, Mummy Man.
context: That's too unreasonable...\That's why I have to go beyond.\Please watch me!\Start!\Okay, here's the play-by-play!\Are you ready to do the commentary, Mummy Man?\You're the one who forced me to come.\Let's get started right away, Mummy Man. response:	What should we pay attention to in the early stages?
context: That's why I have to go beyond.\Please watch me!\Start!\Okay, here's the play-by-play!\Are you ready to do the commentary, Mummy Man?\You're the one who forced me to come.\Let's get started right away, Mummy Man.\What should we pay attention to in the early stages? response:	This part right now.
context: Please watch me!\Start!\Okay, here's the play-by-play!\Are you ready to do the commentary, Mummy Man?\You're the one who forced me to come.\Let's get started right away, Mummy Man.\What should we pay attention to in the early stages?\This part right now. response:	-Hey, hey! -This is too narrow!
context: Start!\Okay, here's the play-by-play!\Are you ready to do the commentary, Mummy Man?\You're the one who forced me to come.\Let's get started right away, Mummy Man.\What should we pay attention to in the early stages?\This part right now.\-Hey, hey! -This is too narrow! response:	-Ouch! -Hey, move!
context: Okay, here's the play-by-play!\Are you ready to do the commentary, Mummy Man?\You're the one who forced me to come.\Let's get started right away, Mummy Man.\What should we pay attention to in the early stages?\This part right now.\-Hey, hey! -This is too narrow!\-Ouch! -Hey, move! response:	I see...
context: Are you ready to do the commentary, Mummy Man?\You're the one who forced me to come.\Let's get started right away, Mummy Man.\What should we pay attention to in the early stages?\This part right now.\-Hey, hey! -This is too narrow!\-Ouch! -Hey, move!\I see... response:	This means, from the start, it's already...
context: You're the one who forced me to come.\Let's get started right away, Mummy Man.\What should we pay attention to in the early stages?\This part right now.\-Hey, hey! -This is too narrow!\-Ouch! -Hey, move!\I see...\This means, from the start, it's already... response:	The first sifting.
context: Let's get started right away, Mummy Man.\What should we pay attention to in the early stages?\This part right now.\-Hey, hey! -This is too narrow!\-Ouch! -Hey, move!\I see...\This means, from the start, it's already...\The first sifting. response:	Sorry, but...
context: What should we pay attention to in the early stages?\This part right now.\-Hey, hey! -This is too narrow!\-Ouch! -Hey, move!\I see...\This means, from the start, it's already...\The first sifting.\Sorry, but... response:	-Owww! What the-? -It's freezing over! I can't move!
context: This part right now.\-Hey, hey! -This is too narrow!\-Ouch! -Hey, move!\I see...\This means, from the start, it's already...\The first sifting.\Sorry, but...\-Owww! What the-? -It's freezing over! I can't move! response:	-So cold! -Outta the way! I can't get it off!
context: -Hey, hey! -This is too narrow!\-Ouch! -Hey, move!\I see...\This means, from the start, it's already...\The first sifting.\Sorry, but...\-Owww! What the-? -It's freezing over! I can't move!\-So cold! -Outta the way! I can't get it off! response:	Take that!
context: -Ouch! -Hey, move!\I see...\This means, from the start, it's already...\The first sifting.\Sorry, but...\-Owww! What the-? -It's freezing over! I can't move!\-So cold! -Outta the way! I can't get it off!\Take that! response:	Naive, Todoroki!
context: I see...\This means, from the start, it's already...\The first sifting.\Sorry, but...\-Owww! What the-? -It's freezing over! I can't move!\-So cold! -Outta the way! I can't get it off!\Take that!\Naive, Todoroki! response:	I won't let you get away so easily!
context: This means, from the start, it's already...\The first sifting.\Sorry, but...\-Owww! What the-? -It's freezing over! I can't move!\-So cold! -Outta the way! I can't get it off!\Take that!\Naive, Todoroki!\I won't let you get away so easily! response:	You half-and-half bastard!
context: The first sifting.\Sorry, but...\-Owww! What the-? -It's freezing over! I can't move!\-So cold! -Outta the way! I can't get it off!\Take that!\Naive, Todoroki!\I won't let you get away so easily!\You half-and-half bastard! response:	You got me with that once. You won't get me again!
context: Sorry, but...\-Owww! What the-? -It's freezing over! I can't move!\-So cold! -Outta the way! I can't get it off!\Take that!\Naive, Todoroki!\I won't let you get away so easily!\You half-and-half bastard!\You got me with that once. You won't get me again! response:	Woah, that was close!
context: -Owww! What the-? -It's freezing over! I can't move!\-So cold! -Outta the way! I can't get it off!\Take that!\Naive, Todoroki!\I won't let you get away so easily!\You half-and-half bastard!\You got me with that once. You won't get me again!\Woah, that was close! response:	I can't use my special move yet...
context: -So cold! -Outta the way! I can't get it off!\Take that!\Naive, Todoroki!\I won't let you get away so easily!\You half-and-half bastard!\You got me with that once. You won't get me again!\Woah, that was close!\I can't use my special move yet... response:	They're used to using their Quirks, huh...
context: Take that!\Naive, Todoroki!\I won't let you get away so easily!\You half-and-half bastard!\You got me with that once. You won't get me again!\Woah, that was close!\I can't use my special move yet...\They're used to using their Quirks, huh... response:	More people outside of Class A were able to dodge that than I expected...
context: Naive, Todoroki!\I won't let you get away so easily!\You half-and-half bastard!\You got me with that once. You won't get me again!\Woah, that was close!\I can't use my special move yet...\They're used to using their Quirks, huh...\More people outside of Class A were able to dodge that than I expected... response:	I've outwitted you, Todoroki! How pathetic!
context: I won't let you get away so easily!\You half-and-half bastard!\You got me with that once. You won't get me again!\Woah, that was close!\I can't use my special move yet...\They're used to using their Quirks, huh...\More people outside of Class A were able to dodge that than I expected...\I've outwitted you, Todoroki! How pathetic! response:	Take this! My special attack!
context: You half-and-half bastard!\You got me with that once. You won't get me again!\Woah, that was close!\I can't use my special move yet...\They're used to using their Quirks, huh...\More people outside of Class A were able to dodge that than I expected...\I've outwitted you, Todoroki! How pathetic!\Take this! My special attack! response:	Gra-
context: You got me with that once. You won't get me again!\Woah, that was close!\I can't use my special move yet...\They're used to using their Quirks, huh...\More people outside of Class A were able to dodge that than I expected...\I've outwitted you, Todoroki! How pathetic!\Take this! My special attack!\Gra- response:	Mineta!
context: Woah, that was close!\I can't use my special move yet...\They're used to using their Quirks, huh...\More people outside of Class A were able to dodge that than I expected...\I've outwitted you, Todoroki! How pathetic!\Take this! My special attack!\Gra-\Mineta! response:	Targets found...
context: I can't use my special move yet...\They're used to using their Quirks, huh...\More people outside of Class A were able to dodge that than I expected...\I've outwitted you, Todoroki! How pathetic!\Take this! My special attack!\Gra-\Mineta!\Targets found... response:	Lots!!
context: They're used to using their Quirks, huh...\More people outside of Class A were able to dodge that than I expected...\I've outwitted you, Todoroki! How pathetic!\Take this! My special attack!\Gra-\Mineta!\Targets found...\Lots!! response:	The faux villains from the entrance exam?
context: More people outside of Class A were able to dodge that than I expected...\I've outwitted you, Todoroki! How pathetic!\Take this! My special attack!\Gra-\Mineta!\Targets found...\Lots!!\The faux villains from the entrance exam? response:	Obstacles have shown up suddenly!
context: I've outwitted you, Todoroki! How pathetic!\Take this! My special attack!\Gra-\Mineta!\Targets found...\Lots!!\The faux villains from the entrance exam?\Obstacles have shown up suddenly! response:	Starting with...
context: Take this! My special attack!\Gra-\Mineta!\Targets found...\Lots!!\The faux villains from the entrance exam?\Obstacles have shown up suddenly!\Starting with... response:	Robo Inferno!
context: Gra-\Mineta!\Targets found...\Lots!!\The faux villains from the entrance exam?\Obstacles have shown up suddenly!\Starting with...\Robo Inferno! response:	Aren't those the zero-point villains from the entrance exam?
context: Mineta!\Targets found...\Lots!!\The faux villains from the entrance exam?\Obstacles have shown up suddenly!\Starting with...\Robo Inferno!\Aren't those the zero-point villains from the entrance exam? response:	-Seriously? The hero course had to fight those?
context: Targets found...\Lots!!\The faux villains from the entrance exam?\Obstacles have shown up suddenly!\Starting with...\Robo Inferno!\Aren't those the zero-point villains from the entrance exam?\-Seriously? The hero course had to fight those? response:	-This is what they meant by obstacles?! -There are too many! I can't get through!
context: Lots!!\The faux villains from the entrance exam?\Obstacles have shown up suddenly!\Starting with...\Robo Inferno!\Aren't those the zero-point villains from the entrance exam?\-Seriously? The hero course had to fight those?\-This is what they meant by obstacles?! -There are too many! I can't get through! response:	So this is what they used in the general entrance exam?
context: The faux villains from the entrance exam?\Obstacles have shown up suddenly!\Starting with...\Robo Inferno!\Aren't those the zero-point villains from the entrance exam?\-Seriously? The hero course had to fight those?\-This is what they meant by obstacles?! -There are too many! I can't get through!\So this is what they used in the general entrance exam? response:	I wonder where they got the money for it?
context: Obstacles have shown up suddenly!\Starting with...\Robo Inferno!\Aren't those the zero-point villains from the entrance exam?\-Seriously? The hero course had to fight those?\-This is what they meant by obstacles?! -There are too many! I can't get through!\So this is what they used in the general entrance exam?\I wonder where they got the money for it? response:	If they went through all this trouble, I wish they would've prepared something better.
context: Starting with...\Robo Inferno!\Aren't those the zero-point villains from the entrance exam?\-Seriously? The hero course had to fight those?\-This is what they meant by obstacles?! -There are too many! I can't get through!\So this is what they used in the general entrance exam?\I wonder where they got the money for it?\If they went through all this trouble, I wish they would've prepared something better. response:	Since my stupid old man is watching.
context: Robo Inferno!\Aren't those the zero-point villains from the entrance exam?\-Seriously? The hero course had to fight those?\-This is what they meant by obstacles?! -There are too many! I can't get through!\So this is what they used in the general entrance exam?\I wonder where they got the money for it?\If they went through all this trouble, I wish they would've prepared something better.\Since my stupid old man is watching. response:	He stopped them!
context: Aren't those the zero-point villains from the entrance exam?\-Seriously? The hero course had to fight those?\-This is what they meant by obstacles?! -There are too many! I can't get through!\So this is what they used in the general entrance exam?\I wonder where they got the money for it?\If they went through all this trouble, I wish they would've prepared something better.\Since my stupid old man is watching.\He stopped them! response:	Between their legs! We can get through!
context: -Seriously? The hero course had to fight those?\-This is what they meant by obstacles?! -There are too many! I can't get through!\So this is what they used in the general entrance exam?\I wonder where they got the money for it?\If they went through all this trouble, I wish they would've prepared something better.\Since my stupid old man is watching.\He stopped them!\Between their legs! We can get through! response:	I wouldn't if I were you.
context: -This is what they meant by obstacles?! -There are too many! I can't get through!\So this is what they used in the general entrance exam?\I wonder where they got the money for it?\If they went through all this trouble, I wish they would've prepared something better.\Since my stupid old man is watching.\He stopped them!\Between their legs! We can get through!\I wouldn't if I were you. response:	I froze them when they were unbalanced.
context: So this is what they used in the general entrance exam?\I wonder where they got the money for it?\If they went through all this trouble, I wish they would've prepared something better.\Since my stupid old man is watching.\He stopped them!\Between their legs! We can get through!\I wouldn't if I were you.\I froze them when they were unbalanced. response:	They'll fall over.
context: I wonder where they got the money for it?\If they went through all this trouble, I wish they would've prepared something better.\Since my stupid old man is watching.\He stopped them!\Between their legs! We can get through!\I wouldn't if I were you.\I froze them when they were unbalanced.\They'll fall over. response:	Todoroki from Class 1-A!
context: If they went through all this trouble, I wish they would've prepared something better.\Since my stupid old man is watching.\He stopped them!\Between their legs! We can get through!\I wouldn't if I were you.\I froze them when they were unbalanced.\They'll fall over.\Todoroki from Class 1-A! response:	He attacked and defended in one hit!
context: Since my stupid old man is watching.\He stopped them!\Between their legs! We can get through!\I wouldn't if I were you.\I froze them when they were unbalanced.\They'll fall over.\Todoroki from Class 1-A!\He attacked and defended in one hit! response:	How elegant!
context: He stopped them!\Between their legs! We can get through!\I wouldn't if I were you.\I froze them when they were unbalanced.\They'll fall over.\Todoroki from Class 1-A!\He attacked and defended in one hit!\How elegant! response:	Amazing! He's the first one through!
context: Between their legs! We can get through!\I wouldn't if I were you.\I froze them when they were unbalanced.\They'll fall over.\Todoroki from Class 1-A!\He attacked and defended in one hit!\How elegant!\Amazing! He's the first one through! response:	It's, you know, practically unfair!
context: I wouldn't if I were you.\I froze them when they were unbalanced.\They'll fall over.\Todoroki from Class 1-A!\He attacked and defended in one hit!\How elegant!\Amazing! He's the first one through!\It's, you know, practically unfair! response:	His actions are logical and strategic.
context: I froze them when they were unbalanced.\They'll fall over.\Todoroki from Class 1-A!\He attacked and defended in one hit!\How elegant!\Amazing! He's the first one through!\It's, you know, practically unfair!\His actions are logical and strategic. response:	As expected of someone who got in through recommendations!
context: They'll fall over.\Todoroki from Class 1-A!\He attacked and defended in one hit!\How elegant!\Amazing! He's the first one through!\It's, you know, practically unfair!\His actions are logical and strategic.\As expected of someone who got in through recommendations! response:	He'd never fought them before,
context: Todoroki from Class 1-A!\He attacked and defended in one hit!\How elegant!\Amazing! He's the first one through!\It's, you know, practically unfair!\His actions are logical and strategic.\As expected of someone who got in through recommendations!\He'd never fought them before, response:	but those Robo Infernos couldn't get past his elite moves!
context: He attacked and defended in one hit!\How elegant!\Amazing! He's the first one through!\It's, you know, practically unfair!\His actions are logical and strategic.\As expected of someone who got in through recommendations!\He'd never fought them before,\but those Robo Infernos couldn't get past his elite moves! response:	Gotta hurry...!
context: How elegant!\Amazing! He's the first one through!\It's, you know, practically unfair!\His actions are logical and strategic.\As expected of someone who got in through recommendations!\He'd never fought them before,\but those Robo Infernos couldn't get past his elite moves!\Gotta hurry...! response:	You can't beat those.
context: Amazing! He's the first one through!\It's, you know, practically unfair!\His actions are logical and strategic.\As expected of someone who got in through recommendations!\He'd never fought them before,\but those Robo Infernos couldn't get past his elite moves!\Gotta hurry...!\You can't beat those. response:	Run...
context: It's, you know, practically unfair!\His actions are logical and strategic.\As expected of someone who got in through recommendations!\He'd never fought them before,\but those Robo Infernos couldn't get past his elite moves!\Gotta hurry...!\You can't beat those.\Run... response:	Run away, Izuku!
context: His actions are logical and strategic.\As expected of someone who got in through recommendations!\He'd never fought them before,\but those Robo Infernos couldn't get past his elite moves!\Gotta hurry...!\You can't beat those.\Run...\Run away, Izuku! response:	I have to get past these robots while also paying attention
context: As expected of someone who got in through recommendations!\He'd never fought them before,\but those Robo Infernos couldn't get past his elite moves!\Gotta hurry...!\You can't beat those.\Run...\Run away, Izuku!\I have to get past these robots while also paying attention response:	to the obstacles around me.
context: He'd never fought them before,\but those Robo Infernos couldn't get past his elite moves!\Gotta hurry...!\You can't beat those.\Run...\Run away, Izuku!\I have to get past these robots while also paying attention\to the obstacles around me. response:	Idiot, why?!
context: but those Robo Infernos couldn't get past his elite moves!\Gotta hurry...!\You can't beat those.\Run...\Run away, Izuku!\I have to get past these robots while also paying attention\to the obstacles around me.\Idiot, why?! response:	Why can't I move?
context: Gotta hurry...!\You can't beat those.\Run...\Run away, Izuku!\I have to get past these robots while also paying attention\to the obstacles around me.\Idiot, why?!\Why can't I move? response:	Come on, think!
context: You can't beat those.\Run...\Run away, Izuku!\I have to get past these robots while also paying attention\to the obstacles around me.\Idiot, why?!\Why can't I move?\Come on, think! response:	Now what?
context: Run...\Run away, Izuku!\I have to get past these robots while also paying attention\to the obstacles around me.\Idiot, why?!\Why can't I move?\Come on, think!\Now what? response:	Preview
context: Run away, Izuku!\I have to get past these robots while also paying attention\to the obstacles around me.\Idiot, why?!\Why can't I move?\Come on, think!\Now what?\Preview response:	Time for the preview! Listen to me and listen good!
context: I have to get past these robots while also paying attention\to the obstacles around me.\Idiot, why?!\Why can't I move?\Come on, think!\Now what?\Preview\Time for the preview! Listen to me and listen good! response:	It's the preview! Why are you so mad, Kacchan?
