context: Be careful out there, Jintan! response:	Yadomi?
context: You can't forget the Yadomi that can't forget about Menma.\Back then...\What?\Back then you said Yadomi's name.\You said you'd been hanging out together.\We're letting an express train pass. Please wait for a moment.\We've been left behind.\There we go. response:	Ding-dong.
context: Back then...\What?\Back then you said Yadomi's name.\You said you'd been hanging out together.\We're letting an express train pass. Please wait for a moment.\We've been left behind.\There we go.\Ding-dong. response:	This is delicious!
context: What?\Back then you said Yadomi's name.\You said you'd been hanging out together.\We're letting an express train pass. Please wait for a moment.\We've been left behind.\There we go.\Ding-dong.\This is delicious! response:	So why are you eating at my house?
context: Back then you said Yadomi's name.\You said you'd been hanging out together.\We're letting an express train pass. Please wait for a moment.\We've been left behind.\There we go.\Ding-dong.\This is delicious!\So why are you eating at my house? response:	Didn't I bring you some wild plants in exchange?
context: You said you'd been hanging out together.\We're letting an express train pass. Please wait for a moment.\We've been left behind.\There we go.\Ding-dong.\This is delicious!\So why are you eating at my house?\Didn't I bring you some wild plants in exchange? response:	Tempura was the right choice.
context: We're letting an express train pass. Please wait for a moment.\We've been left behind.\There we go.\Ding-dong.\This is delicious!\So why are you eating at my house?\Didn't I bring you some wild plants in exchange?\Tempura was the right choice. response:	He looks like he's really enjoying it.
context: We've been left behind.\There we go.\Ding-dong.\This is delicious!\So why are you eating at my house?\Didn't I bring you some wild plants in exchange?\Tempura was the right choice.\He looks like he's really enjoying it. response:	You've got dirt above your nose.
context: There we go.\Ding-dong.\This is delicious!\So why are you eating at my house?\Didn't I bring you some wild plants in exchange?\Tempura was the right choice.\He looks like he's really enjoying it.\You've got dirt above your nose. response:	Oh, yeah. Is Menma here?
context: Ding-dong.\This is delicious!\So why are you eating at my house?\Didn't I bring you some wild plants in exchange?\Tempura was the right choice.\He looks like he's really enjoying it.\You've got dirt above your nose.\Oh, yeah. Is Menma here? response:	Yes! I'm here!
context: This is delicious!\So why are you eating at my house?\Didn't I bring you some wild plants in exchange?\Tempura was the right choice.\He looks like he's really enjoying it.\You've got dirt above your nose.\Oh, yeah. Is Menma here?\Yes! I'm here! response:	Menma should eat some tempura too.
context: So why are you eating at my house?\Didn't I bring you some wild plants in exchange?\Tempura was the right choice.\He looks like he's really enjoying it.\You've got dirt above your nose.\Oh, yeah. Is Menma here?\Yes! I'm here!\Menma should eat some tempura too. response:	Do you seriously believe in her?
context: Didn't I bring you some wild plants in exchange?\Tempura was the right choice.\He looks like he's really enjoying it.\You've got dirt above your nose.\Oh, yeah. Is Menma here?\Yes! I'm here!\Menma should eat some tempura too.\Do you seriously believe in her? response:	Didn't I already say so?
context: Tempura was the right choice.\He looks like he's really enjoying it.\You've got dirt above your nose.\Oh, yeah. Is Menma here?\Yes! I'm here!\Menma should eat some tempura too.\Do you seriously believe in her?\Didn't I already say so? response:	But...
context: He looks like he's really enjoying it.\You've got dirt above your nose.\Oh, yeah. Is Menma here?\Yes! I'm here!\Menma should eat some tempura too.\Do you seriously believe in her?\Didn't I already say so?\But... response:	I've thought it over once more.
context: You've got dirt above your nose.\Oh, yeah. Is Menma here?\Yes! I'm here!\Menma should eat some tempura too.\Do you seriously believe in her?\Didn't I already say so?\But...\I've thought it over once more. response:	And?
context: Oh, yeah. Is Menma here?\Yes! I'm here!\Menma should eat some tempura too.\Do you seriously believe in her?\Didn't I already say so?\But...\I've thought it over once more.\And? response:	I'm not sure about this, but Menma being here probably isn't a good thing, right?
context: Yes! I'm here!\Menma should eat some tempura too.\Do you seriously believe in her?\Didn't I already say so?\But...\I've thought it over once more.\And?\I'm not sure about this, but Menma being here probably isn't a good thing, right? response:	It means she couldn't go to heaven.
context: Menma should eat some tempura too.\Do you seriously believe in her?\Didn't I already say so?\But...\I've thought it over once more.\And?\I'm not sure about this, but Menma being here probably isn't a good thing, right?\It means she couldn't go to heaven. response:	So that must be why she's here.
context: Do you seriously believe in her?\Didn't I already say so?\But...\I've thought it over once more.\And?\I'm not sure about this, but Menma being here probably isn't a good thing, right?\It means she couldn't go to heaven.\So that must be why she's here. response:	Go to heaven?
context: Didn't I already say so?\But...\I've thought it over once more.\And?\I'm not sure about this, but Menma being here probably isn't a good thing, right?\It means she couldn't go to heaven.\So that must be why she's here.\Go to heaven? response:	I don't know. I just don't...
context: But...\I've thought it over once more.\And?\I'm not sure about this, but Menma being here probably isn't a good thing, right?\It means she couldn't go to heaven.\So that must be why she's here.\Go to heaven?\I don't know. I just don't... response:	Jintan?
context: I've thought it over once more.\And?\I'm not sure about this, but Menma being here probably isn't a good thing, right?\It means she couldn't go to heaven.\So that must be why she's here.\Go to heaven?\I don't know. I just don't...\Jintan? response:	Is Menma over there?
context: And?\I'm not sure about this, but Menma being here probably isn't a good thing, right?\It means she couldn't go to heaven.\So that must be why she's here.\Go to heaven?\I don't know. I just don't...\Jintan?\Is Menma over there? response:	Um... well...
context: I'm not sure about this, but Menma being here probably isn't a good thing, right?\It means she couldn't go to heaven.\So that must be why she's here.\Go to heaven?\I don't know. I just don't...\Jintan?\Is Menma over there?\Um... well... response:	Alrighty.
context: It means she couldn't go to heaven.\So that must be why she's here.\Go to heaven?\I don't know. I just don't...\Jintan?\Is Menma over there?\Um... well...\Alrighty. response:	What? Hey...
context: So that must be why she's here.\Go to heaven?\I don't know. I just don't...\Jintan?\Is Menma over there?\Um... well...\Alrighty.\What? Hey... response:	Hey Menma, how about giving us a little hint?
context: Go to heaven?\I don't know. I just don't...\Jintan?\Is Menma over there?\Um... well...\Alrighty.\What? Hey...\Hey Menma, how about giving us a little hint? response:	I'll grant it quicker than you can ring a bell.
context: I don't know. I just don't...\Jintan?\Is Menma over there?\Um... well...\Alrighty.\What? Hey...\Hey Menma, how about giving us a little hint?\I'll grant it quicker than you can ring a bell. response:	There's something you want right?
context: Jintan?\Is Menma over there?\Um... well...\Alrighty.\What? Hey...\Hey Menma, how about giving us a little hint?\I'll grant it quicker than you can ring a bell.\There's something you want right? response:	You can rely on me a bit, too, you know?
context: Is Menma over there?\Um... well...\Alrighty.\What? Hey...\Hey Menma, how about giving us a little hint?\I'll grant it quicker than you can ring a bell.\There's something you want right?\You can rely on me a bit, too, you know? response:	I want to let you go to heaven.
context: Um... well...\Alrighty.\What? Hey...\Hey Menma, how about giving us a little hint?\I'll grant it quicker than you can ring a bell.\There's something you want right?\You can rely on me a bit, too, you know?\I want to let you go to heaven. response:	Hey, Hisakawa...
context: Alrighty.\What? Hey...\Hey Menma, how about giving us a little hint?\I'll grant it quicker than you can ring a bell.\There's something you want right?\You can rely on me a bit, too, you know?\I want to let you go to heaven.\Hey, Hisakawa... response:	Come on, Menma! Please, tell me.
context: What? Hey...\Hey Menma, how about giving us a little hint?\I'll grant it quicker than you can ring a bell.\There's something you want right?\You can rely on me a bit, too, you know?\I want to let you go to heaven.\Hey, Hisakawa...\Come on, Menma! Please, tell me. response:	And let me see you, too.
context: Hey Menma, how about giving us a little hint?\I'll grant it quicker than you can ring a bell.\There's something you want right?\You can rely on me a bit, too, you know?\I want to let you go to heaven.\Hey, Hisakawa...\Come on, Menma! Please, tell me.\And let me see you, too. response:	No good? Come on!
context: I'll grant it quicker than you can ring a bell.\There's something you want right?\You can rely on me a bit, too, you know?\I want to let you go to heaven.\Hey, Hisakawa...\Come on, Menma! Please, tell me.\And let me see you, too.\No good? Come on! response:	But...
context: There's something you want right?\You can rely on me a bit, too, you know?\I want to let you go to heaven.\Hey, Hisakawa...\Come on, Menma! Please, tell me.\And let me see you, too.\No good? Come on!\But... response:	I want to talk with everyone else!
context: You can rely on me a bit, too, you know?\I want to let you go to heaven.\Hey, Hisakawa...\Come on, Menma! Please, tell me.\And let me see you, too.\No good? Come on!\But...\I want to talk with everyone else! response:	But I just don't know...
context: I want to let you go to heaven.\Hey, Hisakawa...\Come on, Menma! Please, tell me.\And let me see you, too.\No good? Come on!\But...\I want to talk with everyone else!\But I just don't know... response:	How about we all think about it together, Menma?
context: Hey, Hisakawa...\Come on, Menma! Please, tell me.\And let me see you, too.\No good? Come on!\But...\I want to talk with everyone else!\But I just don't know...\How about we all think about it together, Menma? response:	I don't know about my wish, or about going to heaven.
context: Come on, Menma! Please, tell me.\And let me see you, too.\No good? Come on!\But...\I want to talk with everyone else!\But I just don't know...\How about we all think about it together, Menma?\I don't know about my wish, or about going to heaven. response:	I just don't know!
context: And let me see you, too.\No good? Come on!\But...\I want to talk with everyone else!\But I just don't know...\How about we all think about it together, Menma?\I don't know about my wish, or about going to heaven.\I just don't know! response:	Can't we? Let's think about it together.
context: No good? Come on!\But...\I want to talk with everyone else!\But I just don't know...\How about we all think about it together, Menma?\I don't know about my wish, or about going to heaven.\I just don't know!\Can't we? Let's think about it together. response:	I don't know...
context: But...\I want to talk with everyone else!\But I just don't know...\How about we all think about it together, Menma?\I don't know about my wish, or about going to heaven.\I just don't know!\Can't we? Let's think about it together.\I don't know... response:	And then you can...
context: I want to talk with everyone else!\But I just don't know...\How about we all think about it together, Menma?\I don't know about my wish, or about going to heaven.\I just don't know!\Can't we? Let's think about it together.\I don't know...\And then you can... response:	We still don't know the name of the flower we saw that day.
context: But I just don't know...\How about we all think about it together, Menma?\I don't know about my wish, or about going to heaven.\I just don't know!\Can't we? Let's think about it together.\I don't know...\And then you can...\We still don't know the name of the flower we saw that day. response:	nanpeeji mo tsuiyashite
context: How about we all think about it together, Menma?\I don't know about my wish, or about going to heaven.\I just don't know!\Can't we? Let's think about it together.\I don't know...\And then you can...\We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite response:	tuzurareta bokura no kibun
context: I don't know about my wish, or about going to heaven.\I just don't know!\Can't we? Let's think about it together.\I don't know...\And then you can...\We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun response:	doushiteka ichigyou no
context: I just don't know!\Can't we? Let's think about it together.\I don't know...\And then you can...\We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no response:	kuuhaku wo umerarenai
context: Can't we? Let's think about it together.\I don't know...\And then you can...\We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai response:	oshibana no shiori hasande
context: I don't know...\And then you can...\We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande response:	kimi to korogasu tsukaisute no jitensha
context: And then you can...\We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha response:	wasurekake no renga wo
context: We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo response:	tsumiageta basho ni yukou
context: nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou response:	umi wo miwatasu saka wo kakenobotte
context: tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte response:	kowaikurai ni aoi sora to
context: doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to response:	migite ni saidaa hidarite wa
context: kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa response:	zutto kimi wo sagashiteiru
context: oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru response:	souyatte ima wa boku no hou e
context: kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e response:	toitsumeru koto mo nakute
context: wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute response:	mada futari wa sugu soko ni irunoni
context: tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni response:	douka mata aemasuyouni nante
context: umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante response:	douka shiteru mitai
context: kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai response:	Upon pages and pages of entries
context: migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai\Upon pages and pages of entries response:	We've put down all our emotions
context: zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai\Upon pages and pages of entries\We've put down all our emotions response:	But now I've hit a writer's block
context: souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai\Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block response:	I don't know how to finish this page anymore
context: toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai\Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore response:	Putting a bookmark in my diary
context: mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai\Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary response:	You and I go out to ride the bike we found in the dumpster
context: douka mata aemasuyouni nante\douka shiteru mitai\Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster response:	Let's go to our secret place
context: douka shiteru mitai\Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place response:	Where we piled up our bricks of memories
context: Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories response:	Run up the hill, where we can see the horizon
context: We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon response:	Where we can see the sky so fearfully blue
context: But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue response:	With cider in my right hand
context: I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand response:	My other hand helps me search for you
context: Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you response:	You used to come find me way back when
context: You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you\You used to come find me way back when response:	You used to demand me of so much more
context: Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more response:	You're both still standing right by my side
context: Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side response:	Yet why do I pray to see you both again?
context: Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again? response:	There must be something off with me
context: Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me response:	deai wa futtoshita shunkan
context: With cider in my right hand\My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me\deai wa futtoshita shunkan response:	kaerimichi no kousaten de koe wo kaketekureta ne
context: My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne response:	issho ni kaerou
context: You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou response:	aa hanabi ga yozora kirei ni saite chotto setsunaku
context: You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\aa hanabi ga yozora kirei ni saite chotto setsunaku response:	aa kaze ga jikan to tomo ni nagareru
context: You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru response:	ureshikute tanoshikute bouken mo iro iro shita ne
context: Yet why do I pray to see you both again?\There must be something off with me\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne response:	futari no himitsu no kichi no naka
context: There must be something off with me\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka response:	kimi to natsu no owari shourai no yume ookina kibou wasurenai
context: deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai response:	jyuunen no ato hachigatsu mata deaeru no wo shinjite
context: kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite response:	kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo
context: issho ni kaerou\aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo response:	namida wo koraete egao
context: aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao response:	de sayounara setsunai yo ne
context: aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao\de sayounara setsunai yo ne response:	saikou no omoide wo
context: ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao\de sayounara setsunai yo ne\saikou no omoide wo response:	The fireworks blossomed heartrendingly beautiful across the night sky,
context: futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao\de sayounara setsunai yo ne\saikou no omoide wo\The fireworks blossomed heartrendingly beautiful across the night sky, response:	and time passed as swiftly as the wind.
context: kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao\de sayounara setsunai yo ne\saikou no omoide wo\The fireworks blossomed heartrendingly beautiful across the night sky,\and time passed as swiftly as the wind. response:	We met in an unexpected moment
context: jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao\de sayounara setsunai yo ne\saikou no omoide wo\The fireworks blossomed heartrendingly beautiful across the night sky,\and time passed as swiftly as the wind.\We met in an unexpected moment response:	when you called out to me at the crosswalk,
context: kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao\de sayounara setsunai yo ne\saikou no omoide wo\The fireworks blossomed heartrendingly beautiful across the night sky,\and time passed as swiftly as the wind.\We met in an unexpected moment\when you called out to me at the crosswalk, response:	Let's walk home together.
context: namida wo koraete egao\de sayounara setsunai yo ne\saikou no omoide wo\The fireworks blossomed heartrendingly beautiful across the night sky,\and time passed as swiftly as the wind.\We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together. response:	We shared so many happy times and thrilling adventures
context: de sayounara setsunai yo ne\saikou no omoide wo\The fireworks blossomed heartrendingly beautiful across the night sky,\and time passed as swiftly as the wind.\We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together.\We shared so many happy times and thrilling adventures response:	together in our secret base.
context: saikou no omoide wo\The fireworks blossomed heartrendingly beautiful across the night sky,\and time passed as swiftly as the wind.\We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together.\We shared so many happy times and thrilling adventures\together in our secret base. response:	I will never forget the hopes and dreams we shared during that one summer's end.
context: The fireworks blossomed heartrendingly beautiful across the night sky,\and time passed as swiftly as the wind.\We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together.\We shared so many happy times and thrilling adventures\together in our secret base.\I will never forget the hopes and dreams we shared during that one summer's end. response:	I'm sure we will meet again in another August, in maybe ten years time.
context: and time passed as swiftly as the wind.\We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together.\We shared so many happy times and thrilling adventures\together in our secret base.\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time. response:	I could feel your heartfelt thanks all the way until the end.
context: We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together.\We shared so many happy times and thrilling adventures\together in our secret base.\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time.\I could feel your heartfelt thanks all the way until the end. response:	And I know it must've been painful
context: when you called out to me at the crosswalk,\Let's walk home together.\We shared so many happy times and thrilling adventures\together in our secret base.\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time.\I could feel your heartfelt thanks all the way until the end.\And I know it must've been painful response:	to hold back your tears and say goodbye with a smile.
context: Let's walk home together.\We shared so many happy times and thrilling adventures\together in our secret base.\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time.\I could feel your heartfelt thanks all the way until the end.\And I know it must've been painful\to hold back your tears and say goodbye with a smile. response:	But those are my best memories.
context: We shared so many happy times and thrilling adventures\together in our secret base.\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time.\I could feel your heartfelt thanks all the way until the end.\And I know it must've been painful\to hold back your tears and say goodbye with a smile.\But those are my best memories. response:	Episode 5 Tunnel
context: together in our secret base.\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time.\I could feel your heartfelt thanks all the way until the end.\And I know it must've been painful\to hold back your tears and say goodbye with a smile.\But those are my best memories.\Episode 5 Tunnel response:	Poppo.
context: I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time.\I could feel your heartfelt thanks all the way until the end.\And I know it must've been painful\to hold back your tears and say goodbye with a smile.\But those are my best memories.\Episode 5 Tunnel\Poppo. response:	Could you let it go?
context: I'm sure we will meet again in another August, in maybe ten years time.\I could feel your heartfelt thanks all the way until the end.\And I know it must've been painful\to hold back your tears and say goodbye with a smile.\But those are my best memories.\Episode 5 Tunnel\Poppo.\Could you let it go? response:	Please, just let it go.
context: I could feel your heartfelt thanks all the way until the end.\And I know it must've been painful\to hold back your tears and say goodbye with a smile.\But those are my best memories.\Episode 5 Tunnel\Poppo.\Could you let it go?\Please, just let it go. response:	I don't get it.
context: And I know it must've been painful\to hold back your tears and say goodbye with a smile.\But those are my best memories.\Episode 5 Tunnel\Poppo.\Could you let it go?\Please, just let it go.\I don't get it. response:	I don't get it at all.
