context: I want to see how you live in this country, response:	and the place where I'll be able to do that is where I've decided to go.
context: Zen, let's spar a little.\Right now?\I want to move around.\Following that prince around makes my shoulders stiff.\Besides, you aren't just here to chat, are you?\Go ahead. Start talking.\Why are you treating Shirayuki as a nuisance before trying to get to know her?\Because I'm too busy to slowly observe a single girl! response:	You're so busy that you will reach a decision without knowing anything?
context: Right now?\I want to move around.\Following that prince around makes my shoulders stiff.\Besides, you aren't just here to chat, are you?\Go ahead. Start talking.\Why are you treating Shirayuki as a nuisance before trying to get to know her?\Because I'm too busy to slowly observe a single girl!\You're so busy that you will reach a decision without knowing anything? response:	You've learned to speak up, huh?
context: I want to move around.\Following that prince around makes my shoulders stiff.\Besides, you aren't just here to chat, are you?\Go ahead. Start talking.\Why are you treating Shirayuki as a nuisance before trying to get to know her?\Because I'm too busy to slowly observe a single girl!\You're so busy that you will reach a decision without knowing anything?\You've learned to speak up, huh? response:	It is because of the subject matter.
context: Following that prince around makes my shoulders stiff.\Besides, you aren't just here to chat, are you?\Go ahead. Start talking.\Why are you treating Shirayuki as a nuisance before trying to get to know her?\Because I'm too busy to slowly observe a single girl!\You're so busy that you will reach a decision without knowing anything?\You've learned to speak up, huh?\It is because of the subject matter. response:	That's my point.
context: Besides, you aren't just here to chat, are you?\Go ahead. Start talking.\Why are you treating Shirayuki as a nuisance before trying to get to know her?\Because I'm too busy to slowly observe a single girl!\You're so busy that you will reach a decision without knowing anything?\You've learned to speak up, huh?\It is because of the subject matter.\That's my point. response:	See? I didn't need any time to figure out how hard you'd fallen for her.
context: Go ahead. Start talking.\Why are you treating Shirayuki as a nuisance before trying to get to know her?\Because I'm too busy to slowly observe a single girl!\You're so busy that you will reach a decision without knowing anything?\You've learned to speak up, huh?\It is because of the subject matter.\That's my point.\See? I didn't need any time to figure out how hard you'd fallen for her. response:	Well, leaving that aside, this has nothing to do with your heart.
context: Why are you treating Shirayuki as a nuisance before trying to get to know her?\Because I'm too busy to slowly observe a single girl!\You're so busy that you will reach a decision without knowing anything?\You've learned to speak up, huh?\It is because of the subject matter.\That's my point.\See? I didn't need any time to figure out how hard you'd fallen for her.\Well, leaving that aside, this has nothing to do with your heart. response:	There are other girls who have more political worth.
context: Because I'm too busy to slowly observe a single girl!\You're so busy that you will reach a decision without knowing anything?\You've learned to speak up, huh?\It is because of the subject matter.\That's my point.\See? I didn't need any time to figure out how hard you'd fallen for her.\Well, leaving that aside, this has nothing to do with your heart.\There are other girls who have more political worth. response:	People will expect the girl to be more than just her red hair,
context: You're so busy that you will reach a decision without knowing anything?\You've learned to speak up, huh?\It is because of the subject matter.\That's my point.\See? I didn't need any time to figure out how hard you'd fallen for her.\Well, leaving that aside, this has nothing to do with your heart.\There are other girls who have more political worth.\People will expect the girl to be more than just her red hair, response:	and once they realize there is nothing more, they will look at you with cold eyes.
context: You've learned to speak up, huh?\It is because of the subject matter.\That's my point.\See? I didn't need any time to figure out how hard you'd fallen for her.\Well, leaving that aside, this has nothing to do with your heart.\There are other girls who have more political worth.\People will expect the girl to be more than just her red hair,\and once they realize there is nothing more, they will look at you with cold eyes. response:	You seem to be doing badly today, Zen.
context: It is because of the subject matter.\That's my point.\See? I didn't need any time to figure out how hard you'd fallen for her.\Well, leaving that aside, this has nothing to do with your heart.\There are other girls who have more political worth.\People will expect the girl to be more than just her red hair,\and once they realize there is nothing more, they will look at you with cold eyes.\You seem to be doing badly today, Zen. response:	It's fine.
context: That's my point.\See? I didn't need any time to figure out how hard you'd fallen for her.\Well, leaving that aside, this has nothing to do with your heart.\There are other girls who have more political worth.\People will expect the girl to be more than just her red hair,\and once they realize there is nothing more, they will look at you with cold eyes.\You seem to be doing badly today, Zen.\It's fine. response:	That girl is good at acting to break down preconceptions.
context: See? I didn't need any time to figure out how hard you'd fallen for her.\Well, leaving that aside, this has nothing to do with your heart.\There are other girls who have more political worth.\People will expect the girl to be more than just her red hair,\and once they realize there is nothing more, they will look at you with cold eyes.\You seem to be doing badly today, Zen.\It's fine.\That girl is good at acting to break down preconceptions. response:	That's annoying.
context: Well, leaving that aside, this has nothing to do with your heart.\There are other girls who have more political worth.\People will expect the girl to be more than just her red hair,\and once they realize there is nothing more, they will look at you with cold eyes.\You seem to be doing badly today, Zen.\It's fine.\That girl is good at acting to break down preconceptions.\That's annoying. response:	Come, let's go back.
context: There are other girls who have more political worth.\People will expect the girl to be more than just her red hair,\and once they realize there is nothing more, they will look at you with cold eyes.\You seem to be doing badly today, Zen.\It's fine.\That girl is good at acting to break down preconceptions.\That's annoying.\Come, let's go back. response:	Lord Brother!
context: People will expect the girl to be more than just her red hair,\and once they realize there is nothing more, they will look at you with cold eyes.\You seem to be doing badly today, Zen.\It's fine.\That girl is good at acting to break down preconceptions.\That's annoying.\Come, let's go back.\Lord Brother! response:	I do not think meeting Shirayuki will prevent me from reaching my true path!
context: and once they realize there is nothing more, they will look at you with cold eyes.\You seem to be doing badly today, Zen.\It's fine.\That girl is good at acting to break down preconceptions.\That's annoying.\Come, let's go back.\Lord Brother!\I do not think meeting Shirayuki will prevent me from reaching my true path! response:	Then leave her behind.
context: You seem to be doing badly today, Zen.\It's fine.\That girl is good at acting to break down preconceptions.\That's annoying.\Come, let's go back.\Lord Brother!\I do not think meeting Shirayuki will prevent me from reaching my true path!\Then leave her behind. response:	Like I would.
context: It's fine.\That girl is good at acting to break down preconceptions.\That's annoying.\Come, let's go back.\Lord Brother!\I do not think meeting Shirayuki will prevent me from reaching my true path!\Then leave her behind.\Like I would. response:	Even though you were by his side, he brought in a nuisance.
context: That girl is good at acting to break down preconceptions.\That's annoying.\Come, let's go back.\Lord Brother!\I do not think meeting Shirayuki will prevent me from reaching my true path!\Then leave her behind.\Like I would.\Even though you were by his side, he brought in a nuisance. response:	I think it's because I was by his side, though.
context: That's annoying.\Come, let's go back.\Lord Brother!\I do not think meeting Shirayuki will prevent me from reaching my true path!\Then leave her behind.\Like I would.\Even though you were by his side, he brought in a nuisance.\I think it's because I was by his side, though. response:	You have also become impertinent.
context: Come, let's go back.\Lord Brother!\I do not think meeting Shirayuki will prevent me from reaching my true path!\Then leave her behind.\Like I would.\Even though you were by his side, he brought in a nuisance.\I think it's because I was by his side, though.\You have also become impertinent. response:	It looks like our master said something impertinent, huh?
context: Lord Brother!\I do not think meeting Shirayuki will prevent me from reaching my true path!\Then leave her behind.\Like I would.\Even though you were by his side, he brought in a nuisance.\I think it's because I was by his side, though.\You have also become impertinent.\It looks like our master said something impertinent, huh? response:	Then he's showing his true nature, huh?
context: I do not think meeting Shirayuki will prevent me from reaching my true path!\Then leave her behind.\Like I would.\Even though you were by his side, he brought in a nuisance.\I think it's because I was by his side, though.\You have also become impertinent.\It looks like our master said something impertinent, huh?\Then he's showing his true nature, huh? response:	What is that man doing?
context: Then leave her behind.\Like I would.\Even though you were by his side, he brought in a nuisance.\I think it's because I was by his side, though.\You have also become impertinent.\It looks like our master said something impertinent, huh?\Then he's showing his true nature, huh?\What is that man doing? response:	Is he waiting for a hole to open in my stomach?
context: Like I would.\Even though you were by his side, he brought in a nuisance.\I think it's because I was by his side, though.\You have also become impertinent.\It looks like our master said something impertinent, huh?\Then he's showing his true nature, huh?\What is that man doing?\Is he waiting for a hole to open in my stomach? response:	I-It looks like you're working hard in Clarines.
context: Even though you were by his side, he brought in a nuisance.\I think it's because I was by his side, though.\You have also become impertinent.\It looks like our master said something impertinent, huh?\Then he's showing his true nature, huh?\What is that man doing?\Is he waiting for a hole to open in my stomach?\I-It looks like you're working hard in Clarines. response:	It seems like this is a nice place.
context: I think it's because I was by his side, though.\You have also become impertinent.\It looks like our master said something impertinent, huh?\Then he's showing his true nature, huh?\What is that man doing?\Is he waiting for a hole to open in my stomach?\I-It looks like you're working hard in Clarines.\It seems like this is a nice place. response:	Thank you.
context: You have also become impertinent.\It looks like our master said something impertinent, huh?\Then he's showing his true nature, huh?\What is that man doing?\Is he waiting for a hole to open in my stomach?\I-It looks like you're working hard in Clarines.\It seems like this is a nice place.\Thank you. response:	E-Excuse me.
context: It looks like our master said something impertinent, huh?\Then he's showing his true nature, huh?\What is that man doing?\Is he waiting for a hole to open in my stomach?\I-It looks like you're working hard in Clarines.\It seems like this is a nice place.\Thank you.\E-Excuse me. response:	Is something the matter?
context: Then he's showing his true nature, huh?\What is that man doing?\Is he waiting for a hole to open in my stomach?\I-It looks like you're working hard in Clarines.\It seems like this is a nice place.\Thank you.\E-Excuse me.\Is something the matter? response:	D-D-Don't worry about me...
context: What is that man doing?\Is he waiting for a hole to open in my stomach?\I-It looks like you're working hard in Clarines.\It seems like this is a nice place.\Thank you.\E-Excuse me.\Is something the matter?\D-D-Don't worry about me... response:	Is this medicine?
context: Is he waiting for a hole to open in my stomach?\I-It looks like you're working hard in Clarines.\It seems like this is a nice place.\Thank you.\E-Excuse me.\Is something the matter?\D-D-Don't worry about me...\Is this medicine? response:	Yes, but...
context: I-It looks like you're working hard in Clarines.\It seems like this is a nice place.\Thank you.\E-Excuse me.\Is something the matter?\D-D-Don't worry about me...\Is this medicine?\Yes, but... response:	What, they just had you bring the medicine?
context: It seems like this is a nice place.\Thank you.\E-Excuse me.\Is something the matter?\D-D-Don't worry about me...\Is this medicine?\Yes, but...\What, they just had you bring the medicine? response:	Wh-Why are you opening that?!
context: Thank you.\E-Excuse me.\Is something the matter?\D-D-Don't worry about me...\Is this medicine?\Yes, but...\What, they just had you bring the medicine?\Wh-Why are you opening that?! response:	Huh? Isn't this what I asked for?
context: E-Excuse me.\Is something the matter?\D-D-Don't worry about me...\Is this medicine?\Yes, but...\What, they just had you bring the medicine?\Wh-Why are you opening that?!\Huh? Isn't this what I asked for? response:	No, it's not! I didn't hear anything about it.
context: Is something the matter?\D-D-Don't worry about me...\Is this medicine?\Yes, but...\What, they just had you bring the medicine?\Wh-Why are you opening that?!\Huh? Isn't this what I asked for?\No, it's not! I didn't hear anything about it. response:	I told him not to say it was for me!
context: D-D-Don't worry about me...\Is this medicine?\Yes, but...\What, they just had you bring the medicine?\Wh-Why are you opening that?!\Huh? Isn't this what I asked for?\No, it's not! I didn't hear anything about it.\I told him not to say it was for me! response:	I'm taking it!
context: Is this medicine?\Yes, but...\What, they just had you bring the medicine?\Wh-Why are you opening that?!\Huh? Isn't this what I asked for?\No, it's not! I didn't hear anything about it.\I told him not to say it was for me!\I'm taking it! response:	That's topical medication! For wounds!
context: Yes, but...\What, they just had you bring the medicine?\Wh-Why are you opening that?!\Huh? Isn't this what I asked for?\No, it's not! I didn't hear anything about it.\I told him not to say it was for me!\I'm taking it!\That's topical medication! For wounds! response:	Wh-? It wasn't stomach medicine?
context: What, they just had you bring the medicine?\Wh-Why are you opening that?!\Huh? Isn't this what I asked for?\No, it's not! I didn't hear anything about it.\I told him not to say it was for me!\I'm taking it!\That's topical medication! For wounds!\Wh-? It wasn't stomach medicine? response:	You can't drink it!
context: Wh-Why are you opening that?!\Huh? Isn't this what I asked for?\No, it's not! I didn't hear anything about it.\I told him not to say it was for me!\I'm taking it!\That's topical medication! For wounds!\Wh-? It wasn't stomach medicine?\You can't drink it! response:	That was close...
context: Huh? Isn't this what I asked for?\No, it's not! I didn't hear anything about it.\I told him not to say it was for me!\I'm taking it!\That's topical medication! For wounds!\Wh-? It wasn't stomach medicine?\You can't drink it!\That was close... response:	I can't say too much because I just had it lying around.
context: No, it's not! I didn't hear anything about it.\I told him not to say it was for me!\I'm taking it!\That's topical medication! For wounds!\Wh-? It wasn't stomach medicine?\You can't drink it!\That was close...\I can't say too much because I just had it lying around. response:	But you are a prince, and this is the castle of another country.
context: I told him not to say it was for me!\I'm taking it!\That's topical medication! For wounds!\Wh-? It wasn't stomach medicine?\You can't drink it!\That was close...\I can't say too much because I just had it lying around.\But you are a prince, and this is the castle of another country. response:	You need to take responsibility for taking care of yourself.
context: I'm taking it!\That's topical medication! For wounds!\Wh-? It wasn't stomach medicine?\You can't drink it!\That was close...\I can't say too much because I just had it lying around.\But you are a prince, and this is the castle of another country.\You need to take responsibility for taking care of yourself. response:	Even though my being a prince doesn't help you at all.
context: That's topical medication! For wounds!\Wh-? It wasn't stomach medicine?\You can't drink it!\That was close...\I can't say too much because I just had it lying around.\But you are a prince, and this is the castle of another country.\You need to take responsibility for taking care of yourself.\Even though my being a prince doesn't help you at all. response:	I can't believe you can say something like that.
context: Wh-? It wasn't stomach medicine?\You can't drink it!\That was close...\I can't say too much because I just had it lying around.\But you are a prince, and this is the castle of another country.\You need to take responsibility for taking care of yourself.\Even though my being a prince doesn't help you at all.\I can't believe you can say something like that. response:	Then, please become someone that I can be glad is the prince of my home country.
context: You can't drink it!\That was close...\I can't say too much because I just had it lying around.\But you are a prince, and this is the castle of another country.\You need to take responsibility for taking care of yourself.\Even though my being a prince doesn't help you at all.\I can't believe you can say something like that.\Then, please become someone that I can be glad is the prince of my home country. response:	Th-That's rude!
context: That was close...\I can't say too much because I just had it lying around.\But you are a prince, and this is the castle of another country.\You need to take responsibility for taking care of yourself.\Even though my being a prince doesn't help you at all.\I can't believe you can say something like that.\Then, please become someone that I can be glad is the prince of my home country.\Th-That's rude! response:	It might be rude, but that is what I desire, as someone born in Tanbarun...
context: I can't say too much because I just had it lying around.\But you are a prince, and this is the castle of another country.\You need to take responsibility for taking care of yourself.\Even though my being a prince doesn't help you at all.\I can't believe you can say something like that.\Then, please become someone that I can be glad is the prince of my home country.\Th-That's rude!\It might be rude, but that is what I desire, as someone born in Tanbarun... response:	Are you serious?
context: But you are a prince, and this is the castle of another country.\You need to take responsibility for taking care of yourself.\Even though my being a prince doesn't help you at all.\I can't believe you can say something like that.\Then, please become someone that I can be glad is the prince of my home country.\Th-That's rude!\It might be rude, but that is what I desire, as someone born in Tanbarun...\Are you serious? response:	I-I know that without you telling me!
context: You need to take responsibility for taking care of yourself.\Even though my being a prince doesn't help you at all.\I can't believe you can say something like that.\Then, please become someone that I can be glad is the prince of my home country.\Th-That's rude!\It might be rude, but that is what I desire, as someone born in Tanbarun...\Are you serious?\I-I know that without you telling me! response:	Your highness! Please do not wander around by yourself!
context: Even though my being a prince doesn't help you at all.\I can't believe you can say something like that.\Then, please become someone that I can be glad is the prince of my home country.\Th-That's rude!\It might be rude, but that is what I desire, as someone born in Tanbarun...\Are you serious?\I-I know that without you telling me!\Your highness! Please do not wander around by yourself! response:	It's because you were slow!
context: I can't believe you can say something like that.\Then, please become someone that I can be glad is the prince of my home country.\Th-That's rude!\It might be rude, but that is what I desire, as someone born in Tanbarun...\Are you serious?\I-I know that without you telling me!\Your highness! Please do not wander around by yourself!\It's because you were slow! response:	Where's the medicine?
context: Then, please become someone that I can be glad is the prince of my home country.\Th-That's rude!\It might be rude, but that is what I desire, as someone born in Tanbarun...\Are you serious?\I-I know that without you telling me!\Your highness! Please do not wander around by yourself!\It's because you were slow!\Where's the medicine? response:	They want to see how you are before prescribing anything.
context: Th-That's rude!\It might be rude, but that is what I desire, as someone born in Tanbarun...\Are you serious?\I-I know that without you telling me!\Your highness! Please do not wander around by yourself!\It's because you were slow!\Where's the medicine?\They want to see how you are before prescribing anything. response:	Shall I accompany you to the treatment room?
context: It might be rude, but that is what I desire, as someone born in Tanbarun...\Are you serious?\I-I know that without you telling me!\Your highness! Please do not wander around by yourself!\It's because you were slow!\Where's the medicine?\They want to see how you are before prescribing anything.\Shall I accompany you to the treatment room? response:	No, thank you!
context: Are you serious?\I-I know that without you telling me!\Your highness! Please do not wander around by yourself!\It's because you were slow!\Where's the medicine?\They want to see how you are before prescribing anything.\Shall I accompany you to the treatment room?\No, thank you! response:	Please wait!
context: I-I know that without you telling me!\Your highness! Please do not wander around by yourself!\It's because you were slow!\Where's the medicine?\They want to see how you are before prescribing anything.\Shall I accompany you to the treatment room?\No, thank you!\Please wait! response:	I can't wait anymore! It's because you were so slow!
context: Your highness! Please do not wander around by yourself!\It's because you were slow!\Where's the medicine?\They want to see how you are before prescribing anything.\Shall I accompany you to the treatment room?\No, thank you!\Please wait!\I can't wait anymore! It's because you were so slow! response:	The chief herbalist will get mad at me...
context: It's because you were slow!\Where's the medicine?\They want to see how you are before prescribing anything.\Shall I accompany you to the treatment room?\No, thank you!\Please wait!\I can't wait anymore! It's because you were so slow!\The chief herbalist will get mad at me... response:	No, she won't.
context: Where's the medicine?\They want to see how you are before prescribing anything.\Shall I accompany you to the treatment room?\No, thank you!\Please wait!\I can't wait anymore! It's because you were so slow!\The chief herbalist will get mad at me...\No, she won't. response:	Because I saw the whole thing.
context: They want to see how you are before prescribing anything.\Shall I accompany you to the treatment room?\No, thank you!\Please wait!\I can't wait anymore! It's because you were so slow!\The chief herbalist will get mad at me...\No, she won't.\Because I saw the whole thing. response:	I think you'd be better off with Raj, though.
context: Shall I accompany you to the treatment room?\No, thank you!\Please wait!\I can't wait anymore! It's because you were so slow!\The chief herbalist will get mad at me...\No, she won't.\Because I saw the whole thing.\I think you'd be better off with Raj, though. response:	You'd dislike being in a country with a man like me around, right?
context: No, thank you!\Please wait!\I can't wait anymore! It's because you were so slow!\The chief herbalist will get mad at me...\No, she won't.\Because I saw the whole thing.\I think you'd be better off with Raj, though.\You'd dislike being in a country with a man like me around, right? response:	Prince Izana...
context: Please wait!\I can't wait anymore! It's because you were so slow!\The chief herbalist will get mad at me...\No, she won't.\Because I saw the whole thing.\I think you'd be better off with Raj, though.\You'd dislike being in a country with a man like me around, right?\Prince Izana... response:	I have no intention of going back to Tanbarun.
context: I can't wait anymore! It's because you were so slow!\The chief herbalist will get mad at me...\No, she won't.\Because I saw the whole thing.\I think you'd be better off with Raj, though.\You'd dislike being in a country with a man like me around, right?\Prince Izana...\I have no intention of going back to Tanbarun. response:	Really? That's too bad.
context: The chief herbalist will get mad at me...\No, she won't.\Because I saw the whole thing.\I think you'd be better off with Raj, though.\You'd dislike being in a country with a man like me around, right?\Prince Izana...\I have no intention of going back to Tanbarun.\Really? That's too bad. response:	You won't back off?
context: No, she won't.\Because I saw the whole thing.\I think you'd be better off with Raj, though.\You'd dislike being in a country with a man like me around, right?\Prince Izana...\I have no intention of going back to Tanbarun.\Really? That's too bad.\You won't back off? response:	I will not back off.
context: Because I saw the whole thing.\I think you'd be better off with Raj, though.\You'd dislike being in a country with a man like me around, right?\Prince Izana...\I have no intention of going back to Tanbarun.\Really? That's too bad.\You won't back off?\I will not back off. response:	You won't avert your eyes, huh?
context: I think you'd be better off with Raj, though.\You'd dislike being in a country with a man like me around, right?\Prince Izana...\I have no intention of going back to Tanbarun.\Really? That's too bad.\You won't back off?\I will not back off.\You won't avert your eyes, huh? response:	Well, princess? Have you come to dislike it?
context: You'd dislike being in a country with a man like me around, right?\Prince Izana...\I have no intention of going back to Tanbarun.\Really? That's too bad.\You won't back off?\I will not back off.\You won't avert your eyes, huh?\Well, princess? Have you come to dislike it? response:	No, I never will!
context: Prince Izana...\I have no intention of going back to Tanbarun.\Really? That's too bad.\You won't back off?\I will not back off.\You won't avert your eyes, huh?\Well, princess? Have you come to dislike it?\No, I never will! response:	It's the country where I met Zen.
context: I have no intention of going back to Tanbarun.\Really? That's too bad.\You won't back off?\I will not back off.\You won't avert your eyes, huh?\Well, princess? Have you come to dislike it?\No, I never will!\It's the country where I met Zen. response:	What strange children.
context: Really? That's too bad.\You won't back off?\I will not back off.\You won't avert your eyes, huh?\Well, princess? Have you come to dislike it?\No, I never will!\It's the country where I met Zen.\What strange children. response:	She won't show up at the send off, right?
context: You won't back off?\I will not back off.\You won't avert your eyes, huh?\Well, princess? Have you come to dislike it?\No, I never will!\It's the country where I met Zen.\What strange children.\She won't show up at the send off, right? response:	Huh?
context: I will not back off.\You won't avert your eyes, huh?\Well, princess? Have you come to dislike it?\No, I never will!\It's the country where I met Zen.\What strange children.\She won't show up at the send off, right?\Huh? response:	Is something the matter?
context: You won't avert your eyes, huh?\Well, princess? Have you come to dislike it?\No, I never will!\It's the country where I met Zen.\What strange children.\She won't show up at the send off, right?\Huh?\Is something the matter? response:	Sakaki, bow once toward the castle for me.
context: Well, princess? Have you come to dislike it?\No, I never will!\It's the country where I met Zen.\What strange children.\She won't show up at the send off, right?\Huh?\Is something the matter?\Sakaki, bow once toward the castle for me. response:	What?
context: No, I never will!\It's the country where I met Zen.\What strange children.\She won't show up at the send off, right?\Huh?\Is something the matter?\Sakaki, bow once toward the castle for me.\What? response:	It's fine, just do it!
context: It's the country where I met Zen.\What strange children.\She won't show up at the send off, right?\Huh?\Is something the matter?\Sakaki, bow once toward the castle for me.\What?\It's fine, just do it! response:	I can't leave like this!
context: What strange children.\She won't show up at the send off, right?\Huh?\Is something the matter?\Sakaki, bow once toward the castle for me.\What?\It's fine, just do it!\I can't leave like this! response:	Right...
context: She won't show up at the send off, right?\Huh?\Is something the matter?\Sakaki, bow once toward the castle for me.\What?\It's fine, just do it!\I can't leave like this!\Right... response:	The path I've reached...
context: Huh?\Is something the matter?\Sakaki, bow once toward the castle for me.\What?\It's fine, just do it!\I can't leave like this!\Right...\The path I've reached... response:	The flag hanging as a guidepost...
context: Is something the matter?\Sakaki, bow once toward the castle for me.\What?\It's fine, just do it!\I can't leave like this!\Right...\The path I've reached...\The flag hanging as a guidepost... response:	My steps that continue forward...
context: Sakaki, bow once toward the castle for me.\What?\It's fine, just do it!\I can't leave like this!\Right...\The path I've reached...\The flag hanging as a guidepost...\My steps that continue forward... response:	As we hold hands...
context: What?\It's fine, just do it!\I can't leave like this!\Right...\The path I've reached...\The flag hanging as a guidepost...\My steps that continue forward...\As we hold hands... response:	That wind will never stop blowing through!
context: It's fine, just do it!\I can't leave like this!\Right...\The path I've reached...\The flag hanging as a guidepost...\My steps that continue forward...\As we hold hands...\That wind will never stop blowing through! response:	His back, eyes, and heart were still young...
context: I can't leave like this!\Right...\The path I've reached...\The flag hanging as a guidepost...\My steps that continue forward...\As we hold hands...\That wind will never stop blowing through!\His back, eyes, and heart were still young... response:	Prince Zen...
context: Right...\The path I've reached...\The flag hanging as a guidepost...\My steps that continue forward...\As we hold hands...\That wind will never stop blowing through!\His back, eyes, and heart were still young...\Prince Zen... response:	Back then, I didn't know anything about the burden he bore...
context: The path I've reached...\The flag hanging as a guidepost...\My steps that continue forward...\As we hold hands...\That wind will never stop blowing through!\His back, eyes, and heart were still young...\Prince Zen...\Back then, I didn't know anything about the burden he bore... response:	Episode 8: Memories Draw Spirals of the Past...
