context: The world has become a superhuman society, response:	and about 80 of the world's population now has some kind of special trait.
context: The rankings keep changing in the final stages!\It's the passion of youth!\Tsunotori!\Damn it!\It's fine. We're in fourth!\Kendo's been frozen and can't move.\Yeah... As long as we defend this one to the death,\we'll definitely... response:	I told you to say something if you're gonna jump!
context: It's the passion of youth!\Tsunotori!\Damn it!\It's fine. We're in fourth!\Kendo's been frozen and can't move.\Yeah... As long as we defend this one to the death,\we'll definitely...\I told you to say something if you're gonna jump! response:	But this means we'll definitely get through to the next round-
context: Tsunotori!\Damn it!\It's fine. We're in fourth!\Kendo's been frozen and can't move.\Yeah... As long as we defend this one to the death,\we'll definitely...\I told you to say something if you're gonna jump!\But this means we'll definitely get through to the next round- response:	Not yet!
context: Damn it!\It's fine. We're in fourth!\Kendo's been frozen and can't move.\Yeah... As long as we defend this one to the death,\we'll definitely...\I told you to say something if you're gonna jump!\But this means we'll definitely get through to the next round-\Not yet! response:	What?!
context: It's fine. We're in fourth!\Kendo's been frozen and can't move.\Yeah... As long as we defend this one to the death,\we'll definitely...\I told you to say something if you're gonna jump!\But this means we'll definitely get through to the next round-\Not yet!\What?! response:	We're gonna get an indisputable first place!
context: Kendo's been frozen and can't move.\Yeah... As long as we defend this one to the death,\we'll definitely...\I told you to say something if you're gonna jump!\But this means we'll definitely get through to the next round-\Not yet!\What?!\We're gonna get an indisputable first place! response:	Monoma...
context: Yeah... As long as we defend this one to the death,\we'll definitely...\I told you to say something if you're gonna jump!\But this means we'll definitely get through to the next round-\Not yet!\What?!\We're gonna get an indisputable first place!\Monoma... response:	Class B's strategy was certainly reasonable and good.
context: we'll definitely...\I told you to say something if you're gonna jump!\But this means we'll definitely get through to the next round-\Not yet!\What?!\We're gonna get an indisputable first place!\Monoma...\Class B's strategy was certainly reasonable and good. response:	But there's just one thing that is unfortunate...
context: I told you to say something if you're gonna jump!\But this means we'll definitely get through to the next round-\Not yet!\What?!\We're gonna get an indisputable first place!\Monoma...\Class B's strategy was certainly reasonable and good.\But there's just one thing that is unfortunate... response:	I couldn't brace myself enough earlier on my own!
context: But this means we'll definitely get through to the next round-\Not yet!\What?!\We're gonna get an indisputable first place!\Monoma...\Class B's strategy was certainly reasonable and good.\But there's just one thing that is unfortunate...\I couldn't brace myself enough earlier on my own! response:	Go!
context: Not yet!\What?!\We're gonna get an indisputable first place!\Monoma...\Class B's strategy was certainly reasonable and good.\But there's just one thing that is unfortunate...\I couldn't brace myself enough earlier on my own!\Go! response:	We'll get our points back, too, and then go for the ten million!
context: What?!\We're gonna get an indisputable first place!\Monoma...\Class B's strategy was certainly reasonable and good.\But there's just one thing that is unfortunate...\I couldn't brace myself enough earlier on my own!\Go!\We'll get our points back, too, and then go for the ten million! response:	Jeez...
context: We're gonna get an indisputable first place!\Monoma...\Class B's strategy was certainly reasonable and good.\But there's just one thing that is unfortunate...\I couldn't brace myself enough earlier on my own!\Go!\We'll get our points back, too, and then go for the ten million!\Jeez... response:	Flat Face! Tape!
context: Monoma...\Class B's strategy was certainly reasonable and good.\But there's just one thing that is unfortunate...\I couldn't brace myself enough earlier on my own!\Go!\We'll get our points back, too, and then go for the ten million!\Jeez...\Flat Face! Tape! response:	It's Sero!
context: Class B's strategy was certainly reasonable and good.\But there's just one thing that is unfortunate...\I couldn't brace myself enough earlier on my own!\Go!\We'll get our points back, too, and then go for the ten million!\Jeez...\Flat Face! Tape!\It's Sero! response:	You missed!
context: But there's just one thing that is unfortunate...\I couldn't brace myself enough earlier on my own!\Go!\We'll get our points back, too, and then go for the ten million!\Jeez...\Flat Face! Tape!\It's Sero!\You missed! response:	Raccoon Eyes!
context: I couldn't brace myself enough earlier on my own!\Go!\We'll get our points back, too, and then go for the ten million!\Jeez...\Flat Face! Tape!\It's Sero!\You missed!\Raccoon Eyes! response:	Lay down a weak dissolving solution in the direction we're going!
context: Go!\We'll get our points back, too, and then go for the ten million!\Jeez...\Flat Face! Tape!\It's Sero!\You missed!\Raccoon Eyes!\Lay down a weak dissolving solution in the direction we're going! response:	My name's Mina Ashido!
context: We'll get our points back, too, and then go for the ten million!\Jeez...\Flat Face! Tape!\It's Sero!\You missed!\Raccoon Eyes!\Lay down a weak dissolving solution in the direction we're going!\My name's Mina Ashido! response:	Young Bakugo, you understand very well without being told, don't you?
context: Jeez...\Flat Face! Tape!\It's Sero!\You missed!\Raccoon Eyes!\Lay down a weak dissolving solution in the direction we're going!\My name's Mina Ashido!\Young Bakugo, you understand very well without being told, don't you? response:	Those who are always aiming for the top,
context: Flat Face! Tape!\It's Sero!\You missed!\Raccoon Eyes!\Lay down a weak dissolving solution in the direction we're going!\My name's Mina Ashido!\Young Bakugo, you understand very well without being told, don't you?\Those who are always aiming for the top, response:	and those who aren't.
context: It's Sero!\You missed!\Raccoon Eyes!\Lay down a weak dissolving solution in the direction we're going!\My name's Mina Ashido!\Young Bakugo, you understand very well without being told, don't you?\Those who are always aiming for the top,\and those who aren't. response:	Their difference...
context: You missed!\Raccoon Eyes!\Lay down a weak dissolving solution in the direction we're going!\My name's Mina Ashido!\Young Bakugo, you understand very well without being told, don't you?\Those who are always aiming for the top,\and those who aren't.\Their difference... response:	You didn't take the difference in tenacity into consideration, did you?
context: Raccoon Eyes!\Lay down a weak dissolving solution in the direction we're going!\My name's Mina Ashido!\Young Bakugo, you understand very well without being told, don't you?\Those who are always aiming for the top,\and those who aren't.\Their difference...\You didn't take the difference in tenacity into consideration, did you? response:	Bakugo is merciless!
context: Lay down a weak dissolving solution in the direction we're going!\My name's Mina Ashido!\Young Bakugo, you understand very well without being told, don't you?\Those who are always aiming for the top,\and those who aren't.\Their difference...\You didn't take the difference in tenacity into consideration, did you?\Bakugo is merciless! response:	If he's gonna do it, he's gonna be thorough!
context: My name's Mina Ashido!\Young Bakugo, you understand very well without being told, don't you?\Those who are always aiming for the top,\and those who aren't.\Their difference...\You didn't take the difference in tenacity into consideration, did you?\Bakugo is merciless!\If he's gonna do it, he's gonna be thorough! response:	He's, you know, a perfectionist!
context: Young Bakugo, you understand very well without being told, don't you?\Those who are always aiming for the top,\and those who aren't.\Their difference...\You didn't take the difference in tenacity into consideration, did you?\Bakugo is merciless!\If he's gonna do it, he's gonna be thorough!\He's, you know, a perfectionist! response:	Now, there are only seconds left!
context: Those who are always aiming for the top,\and those who aren't.\Their difference...\You didn't take the difference in tenacity into consideration, did you?\Bakugo is merciless!\If he's gonna do it, he's gonna be thorough!\He's, you know, a perfectionist!\Now, there are only seconds left! response:	Next! We're going to where Deku and Todoroki are!
context: and those who aren't.\Their difference...\You didn't take the difference in tenacity into consideration, did you?\Bakugo is merciless!\If he's gonna do it, he's gonna be thorough!\He's, you know, a perfectionist!\Now, there are only seconds left!\Next! We're going to where Deku and Todoroki are! response:	It was the first time... I tried to use this power on a person...
context: Their difference...\You didn't take the difference in tenacity into consideration, did you?\Bakugo is merciless!\If he's gonna do it, he's gonna be thorough!\He's, you know, a perfectionist!\Now, there are only seconds left!\Next! We're going to where Deku and Todoroki are!\It was the first time... I tried to use this power on a person... response:	It's fine. Either way, I'm not gonna hit him.
context: You didn't take the difference in tenacity into consideration, did you?\Bakugo is merciless!\If he's gonna do it, he's gonna be thorough!\He's, you know, a perfectionist!\Now, there are only seconds left!\Next! We're going to where Deku and Todoroki are!\It was the first time... I tried to use this power on a person...\It's fine. Either way, I'm not gonna hit him. response:	Like cutting through air...
context: Bakugo is merciless!\If he's gonna do it, he's gonna be thorough!\He's, you know, a perfectionist!\Now, there are only seconds left!\Next! We're going to where Deku and Todoroki are!\It was the first time... I tried to use this power on a person...\It's fine. Either way, I'm not gonna hit him.\Like cutting through air... response:	My left... What am I...?
context: If he's gonna do it, he's gonna be thorough!\He's, you know, a perfectionist!\Now, there are only seconds left!\Next! We're going to where Deku and Todoroki are!\It was the first time... I tried to use this power on a person...\It's fine. Either way, I'm not gonna hit him.\Like cutting through air...\My left... What am I...? response:	It hurts, but it's not broken!
context: He's, you know, a perfectionist!\Now, there are only seconds left!\Next! We're going to where Deku and Todoroki are!\It was the first time... I tried to use this power on a person...\It's fine. Either way, I'm not gonna hit him.\Like cutting through air...\My left... What am I...?\It hurts, but it's not broken! response:	He's turned them inside out to hide the point values,
context: Now, there are only seconds left!\Next! We're going to where Deku and Todoroki are!\It was the first time... I tried to use this power on a person...\It's fine. Either way, I'm not gonna hit him.\Like cutting through air...\My left... What am I...?\It hurts, but it's not broken!\He's turned them inside out to hide the point values, response:	but he took the ten million last and put it on,
context: Next! We're going to where Deku and Todoroki are!\It was the first time... I tried to use this power on a person...\It's fine. Either way, I'm not gonna hit him.\Like cutting through air...\My left... What am I...?\It hurts, but it's not broken!\He's turned them inside out to hide the point values,\but he took the ten million last and put it on, response:	so it must be the one on top-
context: It was the first time... I tried to use this power on a person...\It's fine. Either way, I'm not gonna hit him.\Like cutting through air...\My left... What am I...?\It hurts, but it's not broken!\He's turned them inside out to hide the point values,\but he took the ten million last and put it on,\so it must be the one on top- response:	This one!
context: It's fine. Either way, I'm not gonna hit him.\Like cutting through air...\My left... What am I...?\It hurts, but it's not broken!\He's turned them inside out to hide the point values,\but he took the ten million last and put it on,\so it must be the one on top-\This one! response:	I got it...
context: Like cutting through air...\My left... What am I...?\It hurts, but it's not broken!\He's turned them inside out to hide the point values,\but he took the ten million last and put it on,\so it must be the one on top-\This one!\I got it... response:	I got it!
context: My left... What am I...?\It hurts, but it's not broken!\He's turned them inside out to hide the point values,\but he took the ten million last and put it on,\so it must be the one on top-\This one!\I got it...\I got it! response:	With just eleven seconds left, there's an angry retrieval here, too!
context: It hurts, but it's not broken!\He's turned them inside out to hide the point values,\but he took the ten million last and put it on,\so it must be the one on top-\This one!\I got it...\I got it!\With just eleven seconds left, there's an angry retrieval here, too! response:	Wait a minute. Isn't this the wrong headband?
context: He's turned them inside out to hide the point values,\but he took the ten million last and put it on,\so it must be the one on top-\This one!\I got it...\I got it!\With just eleven seconds left, there's an angry retrieval here, too!\Wait a minute. Isn't this the wrong headband? response:	They got us!
context: but he took the ten million last and put it on,\so it must be the one on top-\This one!\I got it...\I got it!\With just eleven seconds left, there's an angry retrieval here, too!\Wait a minute. Isn't this the wrong headband?\They got us! response:	Just in case, we changed the position of the headbands!
context: so it must be the one on top-\This one!\I got it...\I got it!\With just eleven seconds left, there's an angry retrieval here, too!\Wait a minute. Isn't this the wrong headband?\They got us!\Just in case, we changed the position of the headbands! response:	You were naIve, Midoriya!
context: This one!\I got it...\I got it!\With just eleven seconds left, there's an angry retrieval here, too!\Wait a minute. Isn't this the wrong headband?\They got us!\Just in case, we changed the position of the headbands!\You were naIve, Midoriya! response:	Todoroki, get a hold of yourself!
context: I got it...\I got it!\With just eleven seconds left, there's an angry retrieval here, too!\Wait a minute. Isn't this the wrong headband?\They got us!\Just in case, we changed the position of the headbands!\You were naIve, Midoriya!\Todoroki, get a hold of yourself! response:	That was close!
context: I got it!\With just eleven seconds left, there's an angry retrieval here, too!\Wait a minute. Isn't this the wrong headband?\They got us!\Just in case, we changed the position of the headbands!\You were naIve, Midoriya!\Todoroki, get a hold of yourself!\That was close! response:	Oh no! Team Midoriya didn't retrieve the ten million points!
context: With just eleven seconds left, there's an angry retrieval here, too!\Wait a minute. Isn't this the wrong headband?\They got us!\Just in case, we changed the position of the headbands!\You were naIve, Midoriya!\Todoroki, get a hold of yourself!\That was close!\Oh no! Team Midoriya didn't retrieve the ten million points! response:	Seventy points...
context: Wait a minute. Isn't this the wrong headband?\They got us!\Just in case, we changed the position of the headbands!\You were naIve, Midoriya!\Todoroki, get a hold of yourself!\That was close!\Oh no! Team Midoriya didn't retrieve the ten million points!\Seventy points... response:	Time's just about up!
context: They got us!\Just in case, we changed the position of the headbands!\You were naIve, Midoriya!\Todoroki, get a hold of yourself!\That was close!\Oh no! Team Midoriya didn't retrieve the ten million points!\Seventy points...\Time's just about up! response:	Start the countdown!
context: Just in case, we changed the position of the headbands!\You were naIve, Midoriya!\Todoroki, get a hold of yourself!\That was close!\Oh no! Team Midoriya didn't retrieve the ten million points!\Seventy points...\Time's just about up!\Start the countdown! response:	Tokoyami!
context: You were naIve, Midoriya!\Todoroki, get a hold of yourself!\That was close!\Oh no! Team Midoriya didn't retrieve the ten million points!\Seventy points...\Time's just about up!\Start the countdown!\Tokoyami! response:	Kaminari!
context: Todoroki, get a hold of yourself!\That was close!\Oh no! Team Midoriya didn't retrieve the ten million points!\Seventy points...\Time's just about up!\Start the countdown!\Tokoyami!\Kaminari! response:	Damn Deku!
context: That was close!\Oh no! Team Midoriya didn't retrieve the ten million points!\Seventy points...\Time's just about up!\Start the countdown!\Tokoyami!\Kaminari!\Damn Deku! response:	Bakugo!
context: Oh no! Team Midoriya didn't retrieve the ten million points!\Seventy points...\Time's just about up!\Start the countdown!\Tokoyami!\Kaminari!\Damn Deku!\Bakugo! response:	Huh...?
context: Seventy points...\Time's just about up!\Start the countdown!\Tokoyami!\Kaminari!\Damn Deku!\Bakugo!\Huh...? response:	Uraraka!
context: Time's just about up!\Start the countdown!\Tokoyami!\Kaminari!\Damn Deku!\Bakugo!\Huh...?\Uraraka! response:	Got it!
context: Start the countdown!\Tokoyami!\Kaminari!\Damn Deku!\Bakugo!\Huh...?\Uraraka!\Got it! response:	Yaoyorozu!
context: Tokoyami!\Kaminari!\Damn Deku!\Bakugo!\Huh...?\Uraraka!\Got it!\Yaoyorozu! response:	The ten million points are...?!
context: Kaminari!\Damn Deku!\Bakugo!\Huh...?\Uraraka!\Got it!\Yaoyorozu!\The ten million points are...?! response:	Half-and-Half Bastard!
context: Damn Deku!\Bakugo!\Huh...?\Uraraka!\Got it!\Yaoyorozu!\The ten million points are...?!\Half-and-Half Bastard! response:	Time's up!
context: Bakugo!\Huh...?\Uraraka!\Got it!\Yaoyorozu!\The ten million points are...?!\Half-and-Half Bastard!\Time's up! response:	That's the end of the second round, the cavalry battle!
context: Huh...?\Uraraka!\Got it!\Yaoyorozu!\The ten million points are...?!\Half-and-Half Bastard!\Time's up!\That's the end of the second round, the cavalry battle! response:	Bakugo!
context: Uraraka!\Got it!\Yaoyorozu!\The ten million points are...?!\Half-and-Half Bastard!\Time's up!\That's the end of the second round, the cavalry battle!\Bakugo! response:	You okay?
context: Got it!\Yaoyorozu!\The ten million points are...?!\Half-and-Half Bastard!\Time's up!\That's the end of the second round, the cavalry battle!\Bakugo!\You okay? response:	Damn it.
context: Yaoyorozu!\The ten million points are...?!\Half-and-Half Bastard!\Time's up!\That's the end of the second round, the cavalry battle!\Bakugo!\You okay?\Damn it. response:	Now, let's take a look at the top four teams right away!
context: The ten million points are...?!\Half-and-Half Bastard!\Time's up!\That's the end of the second round, the cavalry battle!\Bakugo!\You okay?\Damn it.\Now, let's take a look at the top four teams right away! response:	In first place, Team Todoroki!
context: Half-and-Half Bastard!\Time's up!\That's the end of the second round, the cavalry battle!\Bakugo!\You okay?\Damn it.\Now, let's take a look at the top four teams right away!\In first place, Team Todoroki! response:	Even though we won, it felt like we were skating on thin ice.
context: Time's up!\That's the end of the second round, the cavalry battle!\Bakugo!\You okay?\Damn it.\Now, let's take a look at the top four teams right away!\In first place, Team Todoroki!\Even though we won, it felt like we were skating on thin ice. response:	Sorry...
context: That's the end of the second round, the cavalry battle!\Bakugo!\You okay?\Damn it.\Now, let's take a look at the top four teams right away!\In first place, Team Todoroki!\Even though we won, it felt like we were skating on thin ice.\Sorry... response:	I caused everyone trouble...
context: Bakugo!\You okay?\Damn it.\Now, let's take a look at the top four teams right away!\In first place, Team Todoroki!\Even though we won, it felt like we were skating on thin ice.\Sorry...\I caused everyone trouble... response:	That's not true.
context: You okay?\Damn it.\Now, let's take a look at the top four teams right away!\In first place, Team Todoroki!\Even though we won, it felt like we were skating on thin ice.\Sorry...\I caused everyone trouble...\That's not true. response:	Without you, we would not have won.
context: Damn it.\Now, let's take a look at the top four teams right away!\In first place, Team Todoroki!\Even though we won, it felt like we were skating on thin ice.\Sorry...\I caused everyone trouble...\That's not true.\Without you, we would not have won. response:	In second place, Team Bakugo!
context: Now, let's take a look at the top four teams right away!\In first place, Team Todoroki!\Even though we won, it felt like we were skating on thin ice.\Sorry...\I caused everyone trouble...\That's not true.\Without you, we would not have won.\In second place, Team Bakugo! response:	Ah, we were so close!
context: In first place, Team Todoroki!\Even though we won, it felt like we were skating on thin ice.\Sorry...\I caused everyone trouble...\That's not true.\Without you, we would not have won.\In second place, Team Bakugo!\Ah, we were so close! response:	Well, second place isn't bad.
context: Even though we won, it felt like we were skating on thin ice.\Sorry...\I caused everyone trouble...\That's not true.\Without you, we would not have won.\In second place, Team Bakugo!\Ah, we were so close!\Well, second place isn't bad. response:	All's well that ends well.
context: Sorry...\I caused everyone trouble...\That's not true.\Without you, we would not have won.\In second place, Team Bakugo!\Ah, we were so close!\Well, second place isn't bad.\All's well that ends well. response:	Do you really think that's how he feels?
context: I caused everyone trouble...\That's not true.\Without you, we would not have won.\In second place, Team Bakugo!\Ah, we were so close!\Well, second place isn't bad.\All's well that ends well.\Do you really think that's how he feels? response:	In third place, Tetsute- Huh? What, it's Team Shinso?!
context: That's not true.\Without you, we would not have won.\In second place, Team Bakugo!\Ah, we were so close!\Well, second place isn't bad.\All's well that ends well.\Do you really think that's how he feels?\In third place, Tetsute- Huh? What, it's Team Shinso?! response:	When did you come from behind?!
context: Without you, we would not have won.\In second place, Team Bakugo!\Ah, we were so close!\Well, second place isn't bad.\All's well that ends well.\Do you really think that's how he feels?\In third place, Tetsute- Huh? What, it's Team Shinso?!\When did you come from behind?! response:	Thanks for your hard work.
context: In second place, Team Bakugo!\Ah, we were so close!\Well, second place isn't bad.\All's well that ends well.\Do you really think that's how he feels?\In third place, Tetsute- Huh? What, it's Team Shinso?!\When did you come from behind?!\Thanks for your hard work. response:	Deku?
context: Ah, we were so close!\Well, second place isn't bad.\All's well that ends well.\Do you really think that's how he feels?\In third place, Tetsute- Huh? What, it's Team Shinso?!\When did you come from behind?!\Thanks for your hard work.\Deku? response:	Um... I'm really sorry...
context: Well, second place isn't bad.\All's well that ends well.\Do you really think that's how he feels?\In third place, Tetsute- Huh? What, it's Team Shinso?!\When did you come from behind?!\Thanks for your hard work.\Deku?\Um... I'm really sorry... response:	Todoroki was clearly shaken by your first attack.
context: All's well that ends well.\Do you really think that's how he feels?\In third place, Tetsute- Huh? What, it's Team Shinso?!\When did you come from behind?!\Thanks for your hard work.\Deku?\Um... I'm really sorry...\Todoroki was clearly shaken by your first attack. response:	I had hoped to get the ten million points,
context: Do you really think that's how he feels?\In third place, Tetsute- Huh? What, it's Team Shinso?!\When did you come from behind?!\Thanks for your hard work.\Deku?\Um... I'm really sorry...\Todoroki was clearly shaken by your first attack.\I had hoped to get the ten million points, response:	but things don't always go as you wish.
context: In third place, Tetsute- Huh? What, it's Team Shinso?!\When did you come from behind?!\Thanks for your hard work.\Deku?\Um... I'm really sorry...\Todoroki was clearly shaken by your first attack.\I had hoped to get the ten million points,\but things don't always go as you wish. response:	Even so, I got one.
context: When did you come from behind?!\Thanks for your hard work.\Deku?\Um... I'm really sorry...\Todoroki was clearly shaken by your first attack.\I had hoped to get the ten million points,\but things don't always go as you wish.\Even so, I got one. response:	I took the one on his head where his guard was the weakest.
context: Thanks for your hard work.\Deku?\Um... I'm really sorry...\Todoroki was clearly shaken by your first attack.\I had hoped to get the ten million points,\but things don't always go as you wish.\Even so, I got one.\I took the one on his head where his guard was the weakest. response:	Midoriya, this was thanks to the opening you created with your last spurt.
context: Deku?\Um... I'm really sorry...\Todoroki was clearly shaken by your first attack.\I had hoped to get the ten million points,\but things don't always go as you wish.\Even so, I got one.\I took the one on his head where his guard was the weakest.\Midoriya, this was thanks to the opening you created with your last spurt. response:	In fourth place, Team Midoriya!
context: Um... I'm really sorry...\Todoroki was clearly shaken by your first attack.\I had hoped to get the ten million points,\but things don't always go as you wish.\Even so, I got one.\I took the one on his head where his guard was the weakest.\Midoriya, this was thanks to the opening you created with your last spurt.\In fourth place, Team Midoriya! response:	These four teams...
context: Todoroki was clearly shaken by your first attack.\I had hoped to get the ten million points,\but things don't always go as you wish.\Even so, I got one.\I took the one on his head where his guard was the weakest.\Midoriya, this was thanks to the opening you created with your last spurt.\In fourth place, Team Midoriya!\These four teams... response:	I won't use this to attack.
context: I had hoped to get the ten million points,\but things don't always go as you wish.\Even so, I got one.\I took the one on his head where his guard was the weakest.\Midoriya, this was thanks to the opening you created with your last spurt.\In fourth place, Team Midoriya!\These four teams...\I won't use this to attack. response:	That's what I had decided, but I was overwhelmed...
context: but things don't always go as you wish.\Even so, I got one.\I took the one on his head where his guard was the weakest.\Midoriya, this was thanks to the opening you created with your last spurt.\In fourth place, Team Midoriya!\These four teams...\I won't use this to attack.\That's what I had decided, but I was overwhelmed... response:	I can't...
context: Even so, I got one.\I took the one on his head where his guard was the weakest.\Midoriya, this was thanks to the opening you created with your last spurt.\In fourth place, Team Midoriya!\These four teams...\I won't use this to attack.\That's what I had decided, but I was overwhelmed...\I can't... response:	At this rate, I'll be doing what my old man wants...
context: I took the one on his head where his guard was the weakest.\Midoriya, this was thanks to the opening you created with your last spurt.\In fourth place, Team Midoriya!\These four teams...\I won't use this to attack.\That's what I had decided, but I was overwhelmed...\I can't...\At this rate, I'll be doing what my old man wants... response:	Now, we'll take an hour's break
context: Midoriya, this was thanks to the opening you created with your last spurt.\In fourth place, Team Midoriya!\These four teams...\I won't use this to attack.\That's what I had decided, but I was overwhelmed...\I can't...\At this rate, I'll be doing what my old man wants...\Now, we'll take an hour's break response:	for lunch before we start the afternoon festivities!
context: In fourth place, Team Midoriya!\These four teams...\I won't use this to attack.\That's what I had decided, but I was overwhelmed...\I can't...\At this rate, I'll be doing what my old man wants...\Now, we'll take an hour's break\for lunch before we start the afternoon festivities! response:	See ya!
context: These four teams...\I won't use this to attack.\That's what I had decided, but I was overwhelmed...\I can't...\At this rate, I'll be doing what my old man wants...\Now, we'll take an hour's break\for lunch before we start the afternoon festivities!\See ya! response:	Hey, Eraser Head, let's go grab food.
context: I won't use this to attack.\That's what I had decided, but I was overwhelmed...\I can't...\At this rate, I'll be doing what my old man wants...\Now, we'll take an hour's break\for lunch before we start the afternoon festivities!\See ya!\Hey, Eraser Head, let's go grab food. response:	I'm going to sleep.
context: That's what I had decided, but I was overwhelmed...\I can't...\At this rate, I'll be doing what my old man wants...\Now, we'll take an hour's break\for lunch before we start the afternoon festivities!\See ya!\Hey, Eraser Head, let's go grab food.\I'm going to sleep. response:	What happened?
context: I can't...\At this rate, I'll be doing what my old man wants...\Now, we'll take an hour's break\for lunch before we start the afternoon festivities!\See ya!\Hey, Eraser Head, let's go grab food.\I'm going to sleep.\What happened? response:	Before I knew it, we had zero points, and it was over...
context: At this rate, I'll be doing what my old man wants...\Now, we'll take an hour's break\for lunch before we start the afternoon festivities!\See ya!\Hey, Eraser Head, let's go grab food.\I'm going to sleep.\What happened?\Before I knew it, we had zero points, and it was over... response:	Could it be punishment...
context: Now, we'll take an hour's break\for lunch before we start the afternoon festivities!\See ya!\Hey, Eraser Head, let's go grab food.\I'm going to sleep.\What happened?\Before I knew it, we had zero points, and it was over...\Could it be punishment... response:	My headband's gone!
context: for lunch before we start the afternoon festivities!\See ya!\Hey, Eraser Head, let's go grab food.\I'm going to sleep.\What happened?\Before I knew it, we had zero points, and it was over...\Could it be punishment...\My headband's gone! response:	I can't accept this!
context: See ya!\Hey, Eraser Head, let's go grab food.\I'm going to sleep.\What happened?\Before I knew it, we had zero points, and it was over...\Could it be punishment...\My headband's gone!\I can't accept this! response:	How disappointing...
context: Hey, Eraser Head, let's go grab food.\I'm going to sleep.\What happened?\Before I knew it, we had zero points, and it was over...\Could it be punishment...\My headband's gone!\I can't accept this!\How disappointing... response:	Mina, congratulations.
context: I'm going to sleep.\What happened?\Before I knew it, we had zero points, and it was over...\Could it be punishment...\My headband's gone!\I can't accept this!\How disappointing...\Mina, congratulations. response:	Well, Bakugo just let me join to use against Todoroki's ice,
context: What happened?\Before I knew it, we had zero points, and it was over...\Could it be punishment...\My headband's gone!\I can't accept this!\How disappointing...\Mina, congratulations.\Well, Bakugo just let me join to use against Todoroki's ice, response:	so I don't know if it reflects my abilities.
context: Before I knew it, we had zero points, and it was over...\Could it be punishment...\My headband's gone!\I can't accept this!\How disappointing...\Mina, congratulations.\Well, Bakugo just let me join to use against Todoroki's ice,\so I don't know if it reflects my abilities. response:	Iida, I didn't know you had a special move like that! No fair!
context: Could it be punishment...\My headband's gone!\I can't accept this!\How disappointing...\Mina, congratulations.\Well, Bakugo just let me join to use against Todoroki's ice,\so I don't know if it reflects my abilities.\Iida, I didn't know you had a special move like that! No fair! response:	It has nothing to do with fairness!
context: My headband's gone!\I can't accept this!\How disappointing...\Mina, congratulations.\Well, Bakugo just let me join to use against Todoroki's ice,\so I don't know if it reflects my abilities.\Iida, I didn't know you had a special move like that! No fair!\It has nothing to do with fairness! response:	I just wasn't using it as intended.
context: I can't accept this!\How disappointing...\Mina, congratulations.\Well, Bakugo just let me join to use against Todoroki's ice,\so I don't know if it reflects my abilities.\Iida, I didn't know you had a special move like that! No fair!\It has nothing to do with fairness!\I just wasn't using it as intended. response:	That was fun.
context: How disappointing...\Mina, congratulations.\Well, Bakugo just let me join to use against Todoroki's ice,\so I don't know if it reflects my abilities.\Iida, I didn't know you had a special move like that! No fair!\It has nothing to do with fairness!\I just wasn't using it as intended.\That was fun. response:	I'm hungry.
context: Mina, congratulations.\Well, Bakugo just let me join to use against Todoroki's ice,\so I don't know if it reflects my abilities.\Iida, I didn't know you had a special move like that! No fair!\It has nothing to do with fairness!\I just wasn't using it as intended.\That was fun.\I'm hungry. response:	I wanted to do something that could compete with Midoriya.
context: Well, Bakugo just let me join to use against Todoroki's ice,\so I don't know if it reflects my abilities.\Iida, I didn't know you had a special move like that! No fair!\It has nothing to do with fairness!\I just wasn't using it as intended.\That was fun.\I'm hungry.\I wanted to do something that could compete with Midoriya. response:	It's that manly thing, huh?
context: so I don't know if it reflects my abilities.\Iida, I didn't know you had a special move like that! No fair!\It has nothing to do with fairness!\I just wasn't using it as intended.\That was fun.\I'm hungry.\I wanted to do something that could compete with Midoriya.\It's that manly thing, huh? response:	Speaking of which, where is that Midoriya?
context: Iida, I didn't know you had a special move like that! No fair!\It has nothing to do with fairness!\I just wasn't using it as intended.\That was fun.\I'm hungry.\I wanted to do something that could compete with Midoriya.\It's that manly thing, huh?\Speaking of which, where is that Midoriya? response:	Where's Deku?
context: It has nothing to do with fairness!\I just wasn't using it as intended.\That was fun.\I'm hungry.\I wanted to do something that could compete with Midoriya.\It's that manly thing, huh?\Speaking of which, where is that Midoriya?\Where's Deku? response:	Faculty and Student Entrance
context: I just wasn't using it as intended.\That was fun.\I'm hungry.\I wanted to do something that could compete with Midoriya.\It's that manly thing, huh?\Speaking of which, where is that Midoriya?\Where's Deku?\Faculty and Student Entrance response:	What did you want to talk about?
context: That was fun.\I'm hungry.\I wanted to do something that could compete with Midoriya.\It's that manly thing, huh?\Speaking of which, where is that Midoriya?\Where's Deku?\Faculty and Student Entrance\What did you want to talk about? response:	Hey!
context: I'm hungry.\I wanted to do something that could compete with Midoriya.\It's that manly thing, huh?\Speaking of which, where is that Midoriya?\Where's Deku?\Faculty and Student Entrance\What did you want to talk about?\Hey! response:	Long time no see!
context: I wanted to do something that could compete with Midoriya.\It's that manly thing, huh?\Speaking of which, where is that Midoriya?\Where's Deku?\Faculty and Student Entrance\What did you want to talk about?\Hey!\Long time no see! response:	Let's have tea, Endeavor!
context: It's that manly thing, huh?\Speaking of which, where is that Midoriya?\Where's Deku?\Faculty and Student Entrance\What did you want to talk about?\Hey!\Long time no see!\Let's have tea, Endeavor! response:	All Might...
