context: The illustrations done by a mysterious beauty, Yumemi Yumeno, response:	are said to make romantic wishes come true.
context: But maybe, you would have preferred Mamoru to walk you home.\No way! Please! You're misunderstanding!\Oh, it's Yumemi Yumeno!\It's so pretty!\Someone who can draw like this must be a wonderful person.\Miss Yumemi, I think you're thinking too much.\You can draw these wonderful pictures,\you're nice and you're really good at baking cookies. response:	You're a very wonderful person!
context: No way! Please! You're misunderstanding!\Oh, it's Yumemi Yumeno!\It's so pretty!\Someone who can draw like this must be a wonderful person.\Miss Yumemi, I think you're thinking too much.\You can draw these wonderful pictures,\you're nice and you're really good at baking cookies.\You're a very wonderful person! response:	Usa...
context: Oh, it's Yumemi Yumeno!\It's so pretty!\Someone who can draw like this must be a wonderful person.\Miss Yumemi, I think you're thinking too much.\You can draw these wonderful pictures,\you're nice and you're really good at baking cookies.\You're a very wonderful person!\Usa... response:	Cheer up! Okay? Good night!
context: It's so pretty!\Someone who can draw like this must be a wonderful person.\Miss Yumemi, I think you're thinking too much.\You can draw these wonderful pictures,\you're nice and you're really good at baking cookies.\You're a very wonderful person!\Usa...\Cheer up! Okay? Good night! response:	You're a very wonderful person!
context: Someone who can draw like this must be a wonderful person.\Miss Yumemi, I think you're thinking too much.\You can draw these wonderful pictures,\you're nice and you're really good at baking cookies.\You're a very wonderful person!\Usa...\Cheer up! Okay? Good night!\You're a very wonderful person! response:	That was a great thing to say, if I do say so myself!
context: Miss Yumemi, I think you're thinking too much.\You can draw these wonderful pictures,\you're nice and you're really good at baking cookies.\You're a very wonderful person!\Usa...\Cheer up! Okay? Good night!\You're a very wonderful person!\That was a great thing to say, if I do say so myself! response:	I hope Miss Yumemi cheers up!
context: You can draw these wonderful pictures,\you're nice and you're really good at baking cookies.\You're a very wonderful person!\Usa...\Cheer up! Okay? Good night!\You're a very wonderful person!\That was a great thing to say, if I do say so myself!\I hope Miss Yumemi cheers up! response:	Usagi!
context: you're nice and you're really good at baking cookies.\You're a very wonderful person!\Usa...\Cheer up! Okay? Good night!\You're a very wonderful person!\That was a great thing to say, if I do say so myself!\I hope Miss Yumemi cheers up!\Usagi! response:	Oh, it's the Crescent Moon Wand.
context: You're a very wonderful person!\Usa...\Cheer up! Okay? Good night!\You're a very wonderful person!\That was a great thing to say, if I do say so myself!\I hope Miss Yumemi cheers up!\Usagi!\Oh, it's the Crescent Moon Wand. response:	You dropped it in the park.
context: Usa...\Cheer up! Okay? Good night!\You're a very wonderful person!\That was a great thing to say, if I do say so myself!\I hope Miss Yumemi cheers up!\Usagi!\Oh, it's the Crescent Moon Wand.\You dropped it in the park. response:	If you don't want it, I'll have someone else take care of it.
context: Cheer up! Okay? Good night!\You're a very wonderful person!\That was a great thing to say, if I do say so myself!\I hope Miss Yumemi cheers up!\Usagi!\Oh, it's the Crescent Moon Wand.\You dropped it in the park.\If you don't want it, I'll have someone else take care of it. response:	No, don't! It's just because I was thinking about Tuxedo Mask.
context: You're a very wonderful person!\That was a great thing to say, if I do say so myself!\I hope Miss Yumemi cheers up!\Usagi!\Oh, it's the Crescent Moon Wand.\You dropped it in the park.\If you don't want it, I'll have someone else take care of it.\No, don't! It's just because I was thinking about Tuxedo Mask. response:	But you seem all cheered up now.
context: That was a great thing to say, if I do say so myself!\I hope Miss Yumemi cheers up!\Usagi!\Oh, it's the Crescent Moon Wand.\You dropped it in the park.\If you don't want it, I'll have someone else take care of it.\No, don't! It's just because I was thinking about Tuxedo Mask.\But you seem all cheered up now. response:	What? Oh, well...
context: I hope Miss Yumemi cheers up!\Usagi!\Oh, it's the Crescent Moon Wand.\You dropped it in the park.\If you don't want it, I'll have someone else take care of it.\No, don't! It's just because I was thinking about Tuxedo Mask.\But you seem all cheered up now.\What? Oh, well... response:	I'm so relieved. Your problems are so small and simple.
context: Usagi!\Oh, it's the Crescent Moon Wand.\You dropped it in the park.\If you don't want it, I'll have someone else take care of it.\No, don't! It's just because I was thinking about Tuxedo Mask.\But you seem all cheered up now.\What? Oh, well...\I'm so relieved. Your problems are so small and simple. response:	And you recover quickly, too.
context: Oh, it's the Crescent Moon Wand.\You dropped it in the park.\If you don't want it, I'll have someone else take care of it.\No, don't! It's just because I was thinking about Tuxedo Mask.\But you seem all cheered up now.\What? Oh, well...\I'm so relieved. Your problems are so small and simple.\And you recover quickly, too. response:	Ouch! And you recover quickly, too.
context: You dropped it in the park.\If you don't want it, I'll have someone else take care of it.\No, don't! It's just because I was thinking about Tuxedo Mask.\But you seem all cheered up now.\What? Oh, well...\I'm so relieved. Your problems are so small and simple.\And you recover quickly, too.\Ouch! And you recover quickly, too. response:	Ouch!
context: If you don't want it, I'll have someone else take care of it.\No, don't! It's just because I was thinking about Tuxedo Mask.\But you seem all cheered up now.\What? Oh, well...\I'm so relieved. Your problems are so small and simple.\And you recover quickly, too.\Ouch! And you recover quickly, too.\Ouch! response:	Fine, so I'm simple! Luna, you jerk!
context: No, don't! It's just because I was thinking about Tuxedo Mask.\But you seem all cheered up now.\What? Oh, well...\I'm so relieved. Your problems are so small and simple.\And you recover quickly, too.\Ouch! And you recover quickly, too.\Ouch!\Fine, so I'm simple! Luna, you jerk! response:	Oops. I just told her the truth. Did I go too far?
context: But you seem all cheered up now.\What? Oh, well...\I'm so relieved. Your problems are so small and simple.\And you recover quickly, too.\Ouch! And you recover quickly, too.\Ouch!\Fine, so I'm simple! Luna, you jerk!\Oops. I just told her the truth. Did I go too far? response:	Oh, Luna!
context: What? Oh, well...\I'm so relieved. Your problems are so small and simple.\And you recover quickly, too.\Ouch! And you recover quickly, too.\Ouch!\Fine, so I'm simple! Luna, you jerk!\Oops. I just told her the truth. Did I go too far?\Oh, Luna! response:	Girls worry a lot because we're complicated!
context: I'm so relieved. Your problems are so small and simple.\And you recover quickly, too.\Ouch! And you recover quickly, too.\Ouch!\Fine, so I'm simple! Luna, you jerk!\Oops. I just told her the truth. Did I go too far?\Oh, Luna!\Girls worry a lot because we're complicated! response:	It's responding in the direction of Miss Yumemi's house!
context: And you recover quickly, too.\Ouch! And you recover quickly, too.\Ouch!\Fine, so I'm simple! Luna, you jerk!\Oops. I just told her the truth. Did I go too far?\Oh, Luna!\Girls worry a lot because we're complicated!\It's responding in the direction of Miss Yumemi's house! response:	Quietly hand over the rainbow crystal and revert back into a monster.
context: Ouch! And you recover quickly, too.\Ouch!\Fine, so I'm simple! Luna, you jerk!\Oops. I just told her the truth. Did I go too far?\Oh, Luna!\Girls worry a lot because we're complicated!\It's responding in the direction of Miss Yumemi's house!\Quietly hand over the rainbow crystal and revert back into a monster. response:	He's beautiful, but he's also scary. Who are you?
context: Ouch!\Fine, so I'm simple! Luna, you jerk!\Oops. I just told her the truth. Did I go too far?\Oh, Luna!\Girls worry a lot because we're complicated!\It's responding in the direction of Miss Yumemi's house!\Quietly hand over the rainbow crystal and revert back into a monster.\He's beautiful, but he's also scary. Who are you? response:	Zoi!
context: Fine, so I'm simple! Luna, you jerk!\Oops. I just told her the truth. Did I go too far?\Oh, Luna!\Girls worry a lot because we're complicated!\It's responding in the direction of Miss Yumemi's house!\Quietly hand over the rainbow crystal and revert back into a monster.\He's beautiful, but he's also scary. Who are you?\Zoi! response:	Wake up, monster Vena!
context: Oops. I just told her the truth. Did I go too far?\Oh, Luna!\Girls worry a lot because we're complicated!\It's responding in the direction of Miss Yumemi's house!\Quietly hand over the rainbow crystal and revert back into a monster.\He's beautiful, but he's also scary. Who are you?\Zoi!\Wake up, monster Vena! response:	I had no idea Yumemi was a monster!
context: Oh, Luna!\Girls worry a lot because we're complicated!\It's responding in the direction of Miss Yumemi's house!\Quietly hand over the rainbow crystal and revert back into a monster.\He's beautiful, but he's also scary. Who are you?\Zoi!\Wake up, monster Vena!\I had no idea Yumemi was a monster! response:	This can't be...
context: Girls worry a lot because we're complicated!\It's responding in the direction of Miss Yumemi's house!\Quietly hand over the rainbow crystal and revert back into a monster.\He's beautiful, but he's also scary. Who are you?\Zoi!\Wake up, monster Vena!\I had no idea Yumemi was a monster!\This can't be... response:	Oh, I'm scared.
context: It's responding in the direction of Miss Yumemi's house!\Quietly hand over the rainbow crystal and revert back into a monster.\He's beautiful, but he's also scary. Who are you?\Zoi!\Wake up, monster Vena!\I had no idea Yumemi was a monster!\This can't be...\Oh, I'm scared. response:	I don't have time to be scared, but I'm still scared.
context: Quietly hand over the rainbow crystal and revert back into a monster.\He's beautiful, but he's also scary. Who are you?\Zoi!\Wake up, monster Vena!\I had no idea Yumemi was a monster!\This can't be...\Oh, I'm scared.\I don't have time to be scared, but I'm still scared. response:	Everyone, a monster's appeared!
context: He's beautiful, but he's also scary. Who are you?\Zoi!\Wake up, monster Vena!\I had no idea Yumemi was a monster!\This can't be...\Oh, I'm scared.\I don't have time to be scared, but I'm still scared.\Everyone, a monster's appeared! response:	Math III
context: Zoi!\Wake up, monster Vena!\I had no idea Yumemi was a monster!\This can't be...\Oh, I'm scared.\I don't have time to be scared, but I'm still scared.\Everyone, a monster's appeared!\Math III response:	Sailor warriors, gather together!
context: Wake up, monster Vena!\I had no idea Yumemi was a monster!\This can't be...\Oh, I'm scared.\I don't have time to be scared, but I'm still scared.\Everyone, a monster's appeared!\Math III\Sailor warriors, gather together! response:	Okay!
context: I had no idea Yumemi was a monster!\This can't be...\Oh, I'm scared.\I don't have time to be scared, but I'm still scared.\Everyone, a monster's appeared!\Math III\Sailor warriors, gather together!\Okay! response:	Moon Prism Power Makeup!
context: This can't be...\Oh, I'm scared.\I don't have time to be scared, but I'm still scared.\Everyone, a monster's appeared!\Math III\Sailor warriors, gather together!\Okay!\Moon Prism Power Makeup! response:	How well it worked!
context: Oh, I'm scared.\I don't have time to be scared, but I'm still scared.\Everyone, a monster's appeared!\Math III\Sailor warriors, gather together!\Okay!\Moon Prism Power Makeup!\How well it worked! response:	Safety First Juban Construction How well it worked!
context: I don't have time to be scared, but I'm still scared.\Everyone, a monster's appeared!\Math III\Sailor warriors, gather together!\Okay!\Moon Prism Power Makeup!\How well it worked!\Safety First Juban Construction How well it worked! response:	Safety First Juban Construction Not so fast!
context: Everyone, a monster's appeared!\Math III\Sailor warriors, gather together!\Okay!\Moon Prism Power Makeup!\How well it worked!\Safety First Juban Construction How well it worked!\Safety First Juban Construction Not so fast! response:	Safety First Juban Construction
context: Math III\Sailor warriors, gather together!\Okay!\Moon Prism Power Makeup!\How well it worked!\Safety First Juban Construction How well it worked!\Safety First Juban Construction Not so fast!\Safety First Juban Construction response:	What?!
context: Sailor warriors, gather together!\Okay!\Moon Prism Power Makeup!\How well it worked!\Safety First Juban Construction How well it worked!\Safety First Juban Construction Not so fast!\Safety First Juban Construction\What?! response:	Miss Yumemi is so nice and full of dreams,
context: Okay!\Moon Prism Power Makeup!\How well it worked!\Safety First Juban Construction How well it worked!\Safety First Juban Construction Not so fast!\Safety First Juban Construction\What?!\Miss Yumemi is so nice and full of dreams, response:	I can't forgive you for taking her away!
context: Moon Prism Power Makeup!\How well it worked!\Safety First Juban Construction How well it worked!\Safety First Juban Construction Not so fast!\Safety First Juban Construction\What?!\Miss Yumemi is so nice and full of dreams,\I can't forgive you for taking her away! response:	I'm the sailor warrior of love and justice, Sailor Moon!
context: How well it worked!\Safety First Juban Construction How well it worked!\Safety First Juban Construction Not so fast!\Safety First Juban Construction\What?!\Miss Yumemi is so nice and full of dreams,\I can't forgive you for taking her away!\I'm the sailor warrior of love and justice, Sailor Moon! response:	In the name of the moon, I will punish you!
context: Safety First Juban Construction How well it worked!\Safety First Juban Construction Not so fast!\Safety First Juban Construction\What?!\Miss Yumemi is so nice and full of dreams,\I can't forgive you for taking her away!\I'm the sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you! response:	Sailor Moon, whatever! Go, monster Vena!
context: Safety First Juban Construction Not so fast!\Safety First Juban Construction\What?!\Miss Yumemi is so nice and full of dreams,\I can't forgive you for taking her away!\I'm the sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Sailor Moon, whatever! Go, monster Vena! response:	That's good, Vena! Play with her more!
context: Safety First Juban Construction\What?!\Miss Yumemi is so nice and full of dreams,\I can't forgive you for taking her away!\I'm the sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Sailor Moon, whatever! Go, monster Vena!\That's good, Vena! Play with her more! response:	Oh, no!
context: What?!\Miss Yumemi is so nice and full of dreams,\I can't forgive you for taking her away!\I'm the sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Sailor Moon, whatever! Go, monster Vena!\That's good, Vena! Play with her more!\Oh, no! response:	Ouch!
context: Miss Yumemi is so nice and full of dreams,\I can't forgive you for taking her away!\I'm the sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Sailor Moon, whatever! Go, monster Vena!\That's good, Vena! Play with her more!\Oh, no!\Ouch! response:	No!
context: I can't forgive you for taking her away!\I'm the sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Sailor Moon, whatever! Go, monster Vena!\That's good, Vena! Play with her more!\Oh, no!\Ouch!\No! response:	Tuxedo Mask!
context: I'm the sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Sailor Moon, whatever! Go, monster Vena!\That's good, Vena! Play with her more!\Oh, no!\Ouch!\No!\Tuxedo Mask! response:	Leaving so soon? You're not getting away!
context: In the name of the moon, I will punish you!\Sailor Moon, whatever! Go, monster Vena!\That's good, Vena! Play with her more!\Oh, no!\Ouch!\No!\Tuxedo Mask!\Leaving so soon? You're not getting away! response:	Oh, Tuxedo Mask!
context: Sailor Moon, whatever! Go, monster Vena!\That's good, Vena! Play with her more!\Oh, no!\Ouch!\No!\Tuxedo Mask!\Leaving so soon? You're not getting away!\Oh, Tuxedo Mask! response:	Miss Yumemi, please don't get in my way!
context: That's good, Vena! Play with her more!\Oh, no!\Ouch!\No!\Tuxedo Mask!\Leaving so soon? You're not getting away!\Oh, Tuxedo Mask!\Miss Yumemi, please don't get in my way! response:	Remember the kindness in your heart! Please!
context: Oh, no!\Ouch!\No!\Tuxedo Mask!\Leaving so soon? You're not getting away!\Oh, Tuxedo Mask!\Miss Yumemi, please don't get in my way!\Remember the kindness in your heart! Please! response:	Fire Soul!
context: Ouch!\No!\Tuxedo Mask!\Leaving so soon? You're not getting away!\Oh, Tuxedo Mask!\Miss Yumemi, please don't get in my way!\Remember the kindness in your heart! Please!\Fire Soul! response:	Everyone!
context: No!\Tuxedo Mask!\Leaving so soon? You're not getting away!\Oh, Tuxedo Mask!\Miss Yumemi, please don't get in my way!\Remember the kindness in your heart! Please!\Fire Soul!\Everyone! response:	Sailor Moon, you've done well by yourself!
context: Tuxedo Mask!\Leaving so soon? You're not getting away!\Oh, Tuxedo Mask!\Miss Yumemi, please don't get in my way!\Remember the kindness in your heart! Please!\Fire Soul!\Everyone!\Sailor Moon, you've done well by yourself! response:	Bubble
context: Leaving so soon? You're not getting away!\Oh, Tuxedo Mask!\Miss Yumemi, please don't get in my way!\Remember the kindness in your heart! Please!\Fire Soul!\Everyone!\Sailor Moon, you've done well by yourself!\Bubble response:	Spray!
context: Oh, Tuxedo Mask!\Miss Yumemi, please don't get in my way!\Remember the kindness in your heart! Please!\Fire Soul!\Everyone!\Sailor Moon, you've done well by yourself!\Bubble\Spray! response:	Everyone, she's a nice, good person! Please go easy on her!
context: Miss Yumemi, please don't get in my way!\Remember the kindness in your heart! Please!\Fire Soul!\Everyone!\Sailor Moon, you've done well by yourself!\Bubble\Spray!\Everyone, she's a nice, good person! Please go easy on her! response:	Let's have the rainbow crystal!
context: Remember the kindness in your heart! Please!\Fire Soul!\Everyone!\Sailor Moon, you've done well by yourself!\Bubble\Spray!\Everyone, she's a nice, good person! Please go easy on her!\Let's have the rainbow crystal! response:	Impertinent bastard!
context: Fire Soul!\Everyone!\Sailor Moon, you've done well by yourself!\Bubble\Spray!\Everyone, she's a nice, good person! Please go easy on her!\Let's have the rainbow crystal!\Impertinent bastard! response:	Zoi!
context: Everyone!\Sailor Moon, you've done well by yourself!\Bubble\Spray!\Everyone, she's a nice, good person! Please go easy on her!\Let's have the rainbow crystal!\Impertinent bastard!\Zoi! response:	This will be the end of you!
context: Sailor Moon, you've done well by yourself!\Bubble\Spray!\Everyone, she's a nice, good person! Please go easy on her!\Let's have the rainbow crystal!\Impertinent bastard!\Zoi!\This will be the end of you! response:	Moon Tiara Action!
context: Bubble\Spray!\Everyone, she's a nice, good person! Please go easy on her!\Let's have the rainbow crystal!\Impertinent bastard!\Zoi!\This will be the end of you!\Moon Tiara Action! response:	Sailor Moon!
context: Spray!\Everyone, she's a nice, good person! Please go easy on her!\Let's have the rainbow crystal!\Impertinent bastard!\Zoi!\This will be the end of you!\Moon Tiara Action!\Sailor Moon! response:	Tuxedo Mask!
context: Everyone, she's a nice, good person! Please go easy on her!\Let's have the rainbow crystal!\Impertinent bastard!\Zoi!\This will be the end of you!\Moon Tiara Action!\Sailor Moon!\Tuxedo Mask! response:	You saved me tonight.
context: Let's have the rainbow crystal!\Impertinent bastard!\Zoi!\This will be the end of you!\Moon Tiara Action!\Sailor Moon!\Tuxedo Mask!\You saved me tonight. response:	Oh, no... Oh!
context: Impertinent bastard!\Zoi!\This will be the end of you!\Moon Tiara Action!\Sailor Moon!\Tuxedo Mask!\You saved me tonight.\Oh, no... Oh! response:	That is your pendant, isn't it?
context: Zoi!\This will be the end of you!\Moon Tiara Action!\Sailor Moon!\Tuxedo Mask!\You saved me tonight.\Oh, no... Oh!\That is your pendant, isn't it? response:	Princess...
context: This will be the end of you!\Moon Tiara Action!\Sailor Moon!\Tuxedo Mask!\You saved me tonight.\Oh, no... Oh!\That is your pendant, isn't it?\Princess... response:	What? Do you know the princess?! We're looking for her.
context: Moon Tiara Action!\Sailor Moon!\Tuxedo Mask!\You saved me tonight.\Oh, no... Oh!\That is your pendant, isn't it?\Princess...\What? Do you know the princess?! We're looking for her. response:	No, I don't know anything.
context: Sailor Moon!\Tuxedo Mask!\You saved me tonight.\Oh, no... Oh!\That is your pendant, isn't it?\Princess...\What? Do you know the princess?! We're looking for her.\No, I don't know anything. response:	But if that is your mission,
context: Tuxedo Mask!\You saved me tonight.\Oh, no... Oh!\That is your pendant, isn't it?\Princess...\What? Do you know the princess?! We're looking for her.\No, I don't know anything.\But if that is your mission, response:	you hold onto it.
context: You saved me tonight.\Oh, no... Oh!\That is your pendant, isn't it?\Princess...\What? Do you know the princess?! We're looking for her.\No, I don't know anything.\But if that is your mission,\you hold onto it. response:	Are you giving this to me?
context: Oh, no... Oh!\That is your pendant, isn't it?\Princess...\What? Do you know the princess?! We're looking for her.\No, I don't know anything.\But if that is your mission,\you hold onto it.\Are you giving this to me? response:	Well, then could I have something else, too?
context: That is your pendant, isn't it?\Princess...\What? Do you know the princess?! We're looking for her.\No, I don't know anything.\But if that is your mission,\you hold onto it.\Are you giving this to me?\Well, then could I have something else, too? response:	Would you return the rainbow crystal from the other day to me?
context: Princess...\What? Do you know the princess?! We're looking for her.\No, I don't know anything.\But if that is your mission,\you hold onto it.\Are you giving this to me?\Well, then could I have something else, too?\Would you return the rainbow crystal from the other day to me? response:	No. I cannot give that up.
context: What? Do you know the princess?! We're looking for her.\No, I don't know anything.\But if that is your mission,\you hold onto it.\Are you giving this to me?\Well, then could I have something else, too?\Would you return the rainbow crystal from the other day to me?\No. I cannot give that up. response:	The rainbow crystals are significant to me as well.
context: No, I don't know anything.\But if that is your mission,\you hold onto it.\Are you giving this to me?\Well, then could I have something else, too?\Would you return the rainbow crystal from the other day to me?\No. I cannot give that up.\The rainbow crystals are significant to me as well. response:	Even the rainbow crystal that you obtained...
context: But if that is your mission,\you hold onto it.\Are you giving this to me?\Well, then could I have something else, too?\Would you return the rainbow crystal from the other day to me?\No. I cannot give that up.\The rainbow crystals are significant to me as well.\Even the rainbow crystal that you obtained... response:	Given the chance, I will take it without hesitation.
context: you hold onto it.\Are you giving this to me?\Well, then could I have something else, too?\Would you return the rainbow crystal from the other day to me?\No. I cannot give that up.\The rainbow crystals are significant to me as well.\Even the rainbow crystal that you obtained...\Given the chance, I will take it without hesitation. response:	What?! Then are you our enemy after all?!
context: Are you giving this to me?\Well, then could I have something else, too?\Would you return the rainbow crystal from the other day to me?\No. I cannot give that up.\The rainbow crystals are significant to me as well.\Even the rainbow crystal that you obtained...\Given the chance, I will take it without hesitation.\What?! Then are you our enemy after all?! response:	With regards to the rainbow crystals, perhaps so.
context: Well, then could I have something else, too?\Would you return the rainbow crystal from the other day to me?\No. I cannot give that up.\The rainbow crystals are significant to me as well.\Even the rainbow crystal that you obtained...\Given the chance, I will take it without hesitation.\What?! Then are you our enemy after all?!\With regards to the rainbow crystals, perhaps so. response:	Good-bye!
context: Would you return the rainbow crystal from the other day to me?\No. I cannot give that up.\The rainbow crystals are significant to me as well.\Even the rainbow crystal that you obtained...\Given the chance, I will take it without hesitation.\What?! Then are you our enemy after all?!\With regards to the rainbow crystals, perhaps so.\Good-bye! response:	Tuxedo Mask...
context: No. I cannot give that up.\The rainbow crystals are significant to me as well.\Even the rainbow crystal that you obtained...\Given the chance, I will take it without hesitation.\What?! Then are you our enemy after all?!\With regards to the rainbow crystals, perhaps so.\Good-bye!\Tuxedo Mask... response:	Oh, no! It's not over yet!
context: The rainbow crystals are significant to me as well.\Even the rainbow crystal that you obtained...\Given the chance, I will take it without hesitation.\What?! Then are you our enemy after all?!\With regards to the rainbow crystals, perhaps so.\Good-bye!\Tuxedo Mask...\Oh, no! It's not over yet! response:	Supreme
context: Even the rainbow crystal that you obtained...\Given the chance, I will take it without hesitation.\What?! Then are you our enemy after all?!\With regards to the rainbow crystals, perhaps so.\Good-bye!\Tuxedo Mask...\Oh, no! It's not over yet!\Supreme response:	Thunder!
context: Given the chance, I will take it without hesitation.\What?! Then are you our enemy after all?!\With regards to the rainbow crystals, perhaps so.\Good-bye!\Tuxedo Mask...\Oh, no! It's not over yet!\Supreme\Thunder! response:	Please stop attacking her!
context: What?! Then are you our enemy after all?!\With regards to the rainbow crystals, perhaps so.\Good-bye!\Tuxedo Mask...\Oh, no! It's not over yet!\Supreme\Thunder!\Please stop attacking her! response:	She's pretty weak now.
context: With regards to the rainbow crystals, perhaps so.\Good-bye!\Tuxedo Mask...\Oh, no! It's not over yet!\Supreme\Thunder!\Please stop attacking her!\She's pretty weak now. response:	Sailor Moon, now!
context: Good-bye!\Tuxedo Mask...\Oh, no! It's not over yet!\Supreme\Thunder!\Please stop attacking her!\She's pretty weak now.\Sailor Moon, now! response:	Okay!
context: Tuxedo Mask...\Oh, no! It's not over yet!\Supreme\Thunder!\Please stop attacking her!\She's pretty weak now.\Sailor Moon, now!\Okay! response:	Moon Healing Escalation!
context: Oh, no! It's not over yet!\Supreme\Thunder!\Please stop attacking her!\She's pretty weak now.\Sailor Moon, now!\Okay!\Moon Healing Escalation! response:	Refresh!
context: Supreme\Thunder!\Please stop attacking her!\She's pretty weak now.\Sailor Moon, now!\Okay!\Moon Healing Escalation!\Refresh! response:	Juban Gallery
context: Thunder!\Please stop attacking her!\She's pretty weak now.\Sailor Moon, now!\Okay!\Moon Healing Escalation!\Refresh!\Juban Gallery response:	Usa!
context: Please stop attacking her!\She's pretty weak now.\Sailor Moon, now!\Okay!\Moon Healing Escalation!\Refresh!\Juban Gallery\Usa! response:	Miss Yumemi!
context: She's pretty weak now.\Sailor Moon, now!\Okay!\Moon Healing Escalation!\Refresh!\Juban Gallery\Usa!\Miss Yumemi! response:	Why did you invite us out here?
context: Sailor Moon, now!\Okay!\Moon Healing Escalation!\Refresh!\Juban Gallery\Usa!\Miss Yumemi!\Why did you invite us out here? response:	I thought you didn't want people to find out what you look like?
context: Okay!\Moon Healing Escalation!\Refresh!\Juban Gallery\Usa!\Miss Yumemi!\Why did you invite us out here?\I thought you didn't want people to find out what you look like? response:	I've quit hiding.
context: Moon Healing Escalation!\Refresh!\Juban Gallery\Usa!\Miss Yumemi!\Why did you invite us out here?\I thought you didn't want people to find out what you look like?\I've quit hiding. response:	Wow! It's so beautiful!
context: Refresh!\Juban Gallery\Usa!\Miss Yumemi!\Why did you invite us out here?\I thought you didn't want people to find out what you look like?\I've quit hiding.\Wow! It's so beautiful! response:	It looks pretty good, considering the model.
context: Juban Gallery\Usa!\Miss Yumemi!\Why did you invite us out here?\I thought you didn't want people to find out what you look like?\I've quit hiding.\Wow! It's so beautiful!\It looks pretty good, considering the model. response:	Oh, you're so twisted.
context: Usa!\Miss Yumemi!\Why did you invite us out here?\I thought you didn't want people to find out what you look like?\I've quit hiding.\Wow! It's so beautiful!\It looks pretty good, considering the model.\Oh, you're so twisted. response:	Oh, this picture...
context: Miss Yumemi!\Why did you invite us out here?\I thought you didn't want people to find out what you look like?\I've quit hiding.\Wow! It's so beautiful!\It looks pretty good, considering the model.\Oh, you're so twisted.\Oh, this picture... response:	From now on, this will be my self-portrait.
context: Why did you invite us out here?\I thought you didn't want people to find out what you look like?\I've quit hiding.\Wow! It's so beautiful!\It looks pretty good, considering the model.\Oh, you're so twisted.\Oh, this picture...\From now on, this will be my self-portrait. response:	Thank you!
context: I thought you didn't want people to find out what you look like?\I've quit hiding.\Wow! It's so beautiful!\It looks pretty good, considering the model.\Oh, you're so twisted.\Oh, this picture...\From now on, this will be my self-portrait.\Thank you! response:	You gave me the courage to openly announce that I'm me.
context: I've quit hiding.\Wow! It's so beautiful!\It looks pretty good, considering the model.\Oh, you're so twisted.\Oh, this picture...\From now on, this will be my self-portrait.\Thank you!\You gave me the courage to openly announce that I'm me. response:	Wow, I'm so glad, Miss Yumemi!
context: Wow! It's so beautiful!\It looks pretty good, considering the model.\Oh, you're so twisted.\Oh, this picture...\From now on, this will be my self-portrait.\Thank you!\You gave me the courage to openly announce that I'm me.\Wow, I'm so glad, Miss Yumemi! response:	Hiru ni wa hana no kaori
context: It looks pretty good, considering the model.\Oh, you're so twisted.\Oh, this picture...\From now on, this will be my self-portrait.\Thank you!\You gave me the courage to openly announce that I'm me.\Wow, I'm so glad, Miss Yumemi!\Hiru ni wa hana no kaori response:	Yoru ni wa hoshi no matataki
context: Oh, you're so twisted.\Oh, this picture...\From now on, this will be my self-portrait.\Thank you!\You gave me the courage to openly announce that I'm me.\Wow, I'm so glad, Miss Yumemi!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki response:	Soko wa daremo shiranai sekai nano
context: Oh, this picture...\From now on, this will be my self-portrait.\Thank you!\You gave me the courage to openly announce that I'm me.\Wow, I'm so glad, Miss Yumemi!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano response:	Shiroi kutsu o narashite
context: From now on, this will be my self-portrait.\Thank you!\You gave me the courage to openly announce that I'm me.\Wow, I'm so glad, Miss Yumemi!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite response:	Shiroi tsuki no hashi watatte
context: Thank you!\You gave me the courage to openly announce that I'm me.\Wow, I'm so glad, Miss Yumemi!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte response:	Amai kisu no yume o miteru ohimesama ga sunde iru no
context: You gave me the courage to openly announce that I'm me.\Wow, I'm so glad, Miss Yumemi!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no response:	Inori o sasagete moon
