context: True Calendar year 61. response:	Hurry up and catch him!
context: Now, while it can't move!\Crap!\What?!\I'm going to buy him time to charge up.\Miss Sakurai, are you watching?\I never got the chance to tell you.\I'm there!\Your target is the fleet behind you. response:	Coordinates are 032-316.
context: Crap!\What?!\I'm going to buy him time to charge up.\Miss Sakurai, are you watching?\I never got the chance to tell you.\I'm there!\Your target is the fleet behind you.\Coordinates are 032-316. response:	I'm gonna destroy you, that sword and all!
context: What?!\I'm going to buy him time to charge up.\Miss Sakurai, are you watching?\I never got the chance to tell you.\I'm there!\Your target is the fleet behind you.\Coordinates are 032-316.\I'm gonna destroy you, that sword and all! response:	You have a nasty habit of moving in straight lines, X-eins.
context: I'm going to buy him time to charge up.\Miss Sakurai, are you watching?\I never got the chance to tell you.\I'm there!\Your target is the fleet behind you.\Coordinates are 032-316.\I'm gonna destroy you, that sword and all!\You have a nasty habit of moving in straight lines, X-eins. response:	L-elf!
context: Miss Sakurai, are you watching?\I never got the chance to tell you.\I'm there!\Your target is the fleet behind you.\Coordinates are 032-316.\I'm gonna destroy you, that sword and all!\You have a nasty habit of moving in straight lines, X-eins.\L-elf! response:	Retreat! Hurry!
context: I never got the chance to tell you.\I'm there!\Your target is the fleet behind you.\Coordinates are 032-316.\I'm gonna destroy you, that sword and all!\You have a nasty habit of moving in straight lines, X-eins.\L-elf!\Retreat! Hurry! response:	Just as I thought, this is the Light of Rune!
context: I'm there!\Your target is the fleet behind you.\Coordinates are 032-316.\I'm gonna destroy you, that sword and all!\You have a nasty habit of moving in straight lines, X-eins.\L-elf!\Retreat! Hurry!\Just as I thought, this is the Light of Rune! response:	We did it!
context: Your target is the fleet behind you.\Coordinates are 032-316.\I'm gonna destroy you, that sword and all!\You have a nasty habit of moving in straight lines, X-eins.\L-elf!\Retreat! Hurry!\Just as I thought, this is the Light of Rune!\We did it! response:	I couldn't do anything...
context: Coordinates are 032-316.\I'm gonna destroy you, that sword and all!\You have a nasty habit of moving in straight lines, X-eins.\L-elf!\Retreat! Hurry!\Just as I thought, this is the Light of Rune!\We did it!\I couldn't do anything... response:	Let go of Her Highness! We'll shoot!
context: I'm gonna destroy you, that sword and all!\You have a nasty habit of moving in straight lines, X-eins.\L-elf!\Retreat! Hurry!\Just as I thought, this is the Light of Rune!\We did it!\I couldn't do anything...\Let go of Her Highness! We'll shoot! response:	Let's go halvsies then.
context: You have a nasty habit of moving in straight lines, X-eins.\L-elf!\Retreat! Hurry!\Just as I thought, this is the Light of Rune!\We did it!\I couldn't do anything...\Let go of Her Highness! We'll shoot!\Let's go halvsies then. response:	Halvsies?
context: L-elf!\Retreat! Hurry!\Just as I thought, this is the Light of Rune!\We did it!\I couldn't do anything...\Let go of Her Highness! We'll shoot!\Let's go halvsies then.\Halvsies? response:	Everyone, I'm giving this boy half my life.
context: Retreat! Hurry!\Just as I thought, this is the Light of Rune!\We did it!\I couldn't do anything...\Let go of Her Highness! We'll shoot!\Let's go halvsies then.\Halvsies?\Everyone, I'm giving this boy half my life. response:	So would you be so kind as to give him one?
context: Just as I thought, this is the Light of Rune!\We did it!\I couldn't do anything...\Let go of Her Highness! We'll shoot!\Let's go halvsies then.\Halvsies?\Everyone, I'm giving this boy half my life.\So would you be so kind as to give him one? response:	You can't give half your life to someone!
context: We did it!\I couldn't do anything...\Let go of Her Highness! We'll shoot!\Let's go halvsies then.\Halvsies?\Everyone, I'm giving this boy half my life.\So would you be so kind as to give him one?\You can't give half your life to someone! response:	My mother told me that a woman's hair is her life.
context: I couldn't do anything...\Let go of Her Highness! We'll shoot!\Let's go halvsies then.\Halvsies?\Everyone, I'm giving this boy half my life.\So would you be so kind as to give him one?\You can't give half your life to someone!\My mother told me that a woman's hair is her life. response:	Wha?
context: Let go of Her Highness! We'll shoot!\Let's go halvsies then.\Halvsies?\Everyone, I'm giving this boy half my life.\So would you be so kind as to give him one?\You can't give half your life to someone!\My mother told me that a woman's hair is her life.\Wha? response:	You and your halvsies... That sentimentality...
context: Let's go halvsies then.\Halvsies?\Everyone, I'm giving this boy half my life.\So would you be so kind as to give him one?\You can't give half your life to someone!\My mother told me that a woman's hair is her life.\Wha?\You and your halvsies... That sentimentality... response:	Do you have any idea how long I've been looking for you?
context: Halvsies?\Everyone, I'm giving this boy half my life.\So would you be so kind as to give him one?\You can't give half your life to someone!\My mother told me that a woman's hair is her life.\Wha?\You and your halvsies... That sentimentality...\Do you have any idea how long I've been looking for you? response:	We said zero losses, remember?
context: Everyone, I'm giving this boy half my life.\So would you be so kind as to give him one?\You can't give half your life to someone!\My mother told me that a woman's hair is her life.\Wha?\You and your halvsies... That sentimentality...\Do you have any idea how long I've been looking for you?\We said zero losses, remember? response:	Trying to break our pact on the first day?
context: So would you be so kind as to give him one?\You can't give half your life to someone!\My mother told me that a woman's hair is her life.\Wha?\You and your halvsies... That sentimentality...\Do you have any idea how long I've been looking for you?\We said zero losses, remember?\Trying to break our pact on the first day? response:	No, it's all according to plan.
context: You can't give half your life to someone!\My mother told me that a woman's hair is her life.\Wha?\You and your halvsies... That sentimentality...\Do you have any idea how long I've been looking for you?\We said zero losses, remember?\Trying to break our pact on the first day?\No, it's all according to plan. response:	I knew that you would come looking for me.
context: My mother told me that a woman's hair is her life.\Wha?\You and your halvsies... That sentimentality...\Do you have any idea how long I've been looking for you?\We said zero losses, remember?\Trying to break our pact on the first day?\No, it's all according to plan.\I knew that you would come looking for me. response:	I've factored your saccharine nature into my calculations.
context: Wha?\You and your halvsies... That sentimentality...\Do you have any idea how long I've been looking for you?\We said zero losses, remember?\Trying to break our pact on the first day?\No, it's all according to plan.\I knew that you would come looking for me.\I've factored your saccharine nature into my calculations. response:	You're one bitter guy.
context: You and your halvsies... That sentimentality...\Do you have any idea how long I've been looking for you?\We said zero losses, remember?\Trying to break our pact on the first day?\No, it's all according to plan.\I knew that you would come looking for me.\I've factored your saccharine nature into my calculations.\You're one bitter guy. response:	With this, our clan can sustain itself...
context: Do you have any idea how long I've been looking for you?\We said zero losses, remember?\Trying to break our pact on the first day?\No, it's all according to plan.\I knew that you would come looking for me.\I've factored your saccharine nature into my calculations.\You're one bitter guy.\With this, our clan can sustain itself... response:	I can hear the bells ringing out to bless our union...
context: We said zero losses, remember?\Trying to break our pact on the first day?\No, it's all according to plan.\I knew that you would come looking for me.\I've factored your saccharine nature into my calculations.\You're one bitter guy.\With this, our clan can sustain itself...\I can hear the bells ringing out to bless our union... response:	Our...
context: Trying to break our pact on the first day?\No, it's all according to plan.\I knew that you would come looking for me.\I've factored your saccharine nature into my calculations.\You're one bitter guy.\With this, our clan can sustain itself...\I can hear the bells ringing out to bless our union...\Our... response:	bride!
context: No, it's all according to plan.\I knew that you would come looking for me.\I've factored your saccharine nature into my calculations.\You're one bitter guy.\With this, our clan can sustain itself...\I can hear the bells ringing out to bless our union...\Our...\bride! response:	Next time, episode 9.
context: I knew that you would come looking for me.\I've factored your saccharine nature into my calculations.\You're one bitter guy.\With this, our clan can sustain itself...\I can hear the bells ringing out to bless our union...\Our...\bride!\Next time, episode 9. response:	Dogs and Thunder.
context: I've factored your saccharine nature into my calculations.\You're one bitter guy.\With this, our clan can sustain itself...\I can hear the bells ringing out to bless our union...\Our...\bride!\Next time, episode 9.\Dogs and Thunder. response:	Valvrave the Liberator...
context: You're one bitter guy.\With this, our clan can sustain itself...\I can hear the bells ringing out to bless our union...\Our...\bride!\Next time, episode 9.\Dogs and Thunder.\Valvrave the Liberator... response:	The system that will expose the truth of the world.
