context: Tsuritama Episode 5 response:	Discouraged Jerking
context: You're the one who doesn't understand.\Yuki will be here.\He won't let something like that get him down.\We'll see.\You don't have any friends, do you?\He's here.\Sorry.\You were fixing that? response:	Yeah.
context: Yuki will be here.\He won't let something like that get him down.\We'll see.\You don't have any friends, do you?\He's here.\Sorry.\You were fixing that?\Yeah. response:	Let's go!
context: He won't let something like that get him down.\We'll see.\You don't have any friends, do you?\He's here.\Sorry.\You were fixing that?\Yeah.\Let's go! response:	Mahi-mahi gather in currents with driftwood and jetsam.
context: We'll see.\You don't have any friends, do you?\He's here.\Sorry.\You were fixing that?\Yeah.\Let's go!\Mahi-mahi gather in currents with driftwood and jetsam. response:	Aim for those areas when you cast.
context: You don't have any friends, do you?\He's here.\Sorry.\You were fixing that?\Yeah.\Let's go!\Mahi-mahi gather in currents with driftwood and jetsam.\Aim for those areas when you cast. response:	Then bait them to you by jerking your lure back and forth.
context: He's here.\Sorry.\You were fixing that?\Yeah.\Let's go!\Mahi-mahi gather in currents with driftwood and jetsam.\Aim for those areas when you cast.\Then bait them to you by jerking your lure back and forth. response:	Got one!
context: Sorry.\You were fixing that?\Yeah.\Let's go!\Mahi-mahi gather in currents with driftwood and jetsam.\Aim for those areas when you cast.\Then bait them to you by jerking your lure back and forth.\Got one! response:	Once you've got him, raise your pole and reel in.
context: You were fixing that?\Yeah.\Let's go!\Mahi-mahi gather in currents with driftwood and jetsam.\Aim for those areas when you cast.\Then bait them to you by jerking your lure back and forth.\Got one!\Once you've got him, raise your pole and reel in. response:	If tries to run, wait him out.
context: Yeah.\Let's go!\Mahi-mahi gather in currents with driftwood and jetsam.\Aim for those areas when you cast.\Then bait them to you by jerking your lure back and forth.\Got one!\Once you've got him, raise your pole and reel in.\If tries to run, wait him out. response:	When he stops, reel him in.
context: Let's go!\Mahi-mahi gather in currents with driftwood and jetsam.\Aim for those areas when you cast.\Then bait them to you by jerking your lure back and forth.\Got one!\Once you've got him, raise your pole and reel in.\If tries to run, wait him out.\When he stops, reel him in. response:	Keep doing that and wait for him to tire himself out.
context: Mahi-mahi gather in currents with driftwood and jetsam.\Aim for those areas when you cast.\Then bait them to you by jerking your lure back and forth.\Got one!\Once you've got him, raise your pole and reel in.\If tries to run, wait him out.\When he stops, reel him in.\Keep doing that and wait for him to tire himself out. response:	Come on!
context: Aim for those areas when you cast.\Then bait them to you by jerking your lure back and forth.\Got one!\Once you've got him, raise your pole and reel in.\If tries to run, wait him out.\When he stops, reel him in.\Keep doing that and wait for him to tire himself out.\Come on! response:	Amazing!
context: Then bait them to you by jerking your lure back and forth.\Got one!\Once you've got him, raise your pole and reel in.\If tries to run, wait him out.\When he stops, reel him in.\Keep doing that and wait for him to tire himself out.\Come on!\Amazing! response:	Cast away!
context: Got one!\Once you've got him, raise your pole and reel in.\If tries to run, wait him out.\When he stops, reel him in.\Keep doing that and wait for him to tire himself out.\Come on!\Amazing!\Cast away! response:	Natsuki's so cool.
context: Once you've got him, raise your pole and reel in.\If tries to run, wait him out.\When he stops, reel him in.\Keep doing that and wait for him to tire himself out.\Come on!\Amazing!\Cast away!\Natsuki's so cool. response:	I want to fish, too!
context: If tries to run, wait him out.\When he stops, reel him in.\Keep doing that and wait for him to tire himself out.\Come on!\Amazing!\Cast away!\Natsuki's so cool.\I want to fish, too! response:	Yuki!
context: When he stops, reel him in.\Keep doing that and wait for him to tire himself out.\Come on!\Amazing!\Cast away!\Natsuki's so cool.\I want to fish, too!\Yuki! response:	You're standing!
context: Keep doing that and wait for him to tire himself out.\Come on!\Amazing!\Cast away!\Natsuki's so cool.\I want to fish, too!\Yuki!\You're standing! response:	Huh? What?
context: Come on!\Amazing!\Cast away!\Natsuki's so cool.\I want to fish, too!\Yuki!\You're standing!\Huh? What? response:	Kid, could I get a net?
context: Amazing!\Cast away!\Natsuki's so cool.\I want to fish, too!\Yuki!\You're standing!\Huh? What?\Kid, could I get a net? response:	Yes.
context: Cast away!\Natsuki's so cool.\I want to fish, too!\Yuki!\You're standing!\Huh? What?\Kid, could I get a net?\Yes. response:	Yuki, perpendicular!
context: Natsuki's so cool.\I want to fish, too!\Yuki!\You're standing!\Huh? What?\Kid, could I get a net?\Yes.\Yuki, perpendicular! response:	Perpendicular, perpendicular, perpendicular!
context: I want to fish, too!\Yuki!\You're standing!\Huh? What?\Kid, could I get a net?\Yes.\Yuki, perpendicular!\Perpendicular, perpendicular, perpendicular! response:	I did it!
context: Yuki!\You're standing!\Huh? What?\Kid, could I get a net?\Yes.\Yuki, perpendicular!\Perpendicular, perpendicular, perpendicular!\I did it! response:	I did it!
context: You're standing!\Huh? What?\Kid, could I get a net?\Yes.\Yuki, perpendicular!\Perpendicular, perpendicular, perpendicular!\I did it!\I did it! response:	Good work.
context: Huh? What?\Kid, could I get a net?\Yes.\Yuki, perpendicular!\Perpendicular, perpendicular, perpendicular!\I did it!\I did it!\Good work. response:	Hey, Yuki.
context: Kid, could I get a net?\Yes.\Yuki, perpendicular!\Perpendicular, perpendicular, perpendicular!\I did it!\I did it!\Good work.\Hey, Yuki. response:	Why were you suddenly able to stand today?
context: Yes.\Yuki, perpendicular!\Perpendicular, perpendicular, perpendicular!\I did it!\I did it!\Good work.\Hey, Yuki.\Why were you suddenly able to stand today? response:	I don't know.
context: Yuki, perpendicular!\Perpendicular, perpendicular, perpendicular!\I did it!\I did it!\Good work.\Hey, Yuki.\Why were you suddenly able to stand today?\I don't know. response:	I was just watching Natsuki catch a mahi-mahi,
context: Perpendicular, perpendicular, perpendicular!\I did it!\I did it!\Good work.\Hey, Yuki.\Why were you suddenly able to stand today?\I don't know.\I was just watching Natsuki catch a mahi-mahi, response:	and before I knew it...
context: I did it!\I did it!\Good work.\Hey, Yuki.\Why were you suddenly able to stand today?\I don't know.\I was just watching Natsuki catch a mahi-mahi,\and before I knew it... response:	That's amazing!
context: I did it!\Good work.\Hey, Yuki.\Why were you suddenly able to stand today?\I don't know.\I was just watching Natsuki catch a mahi-mahi,\and before I knew it...\That's amazing! response:	Did you hear that, Keito?
context: Good work.\Hey, Yuki.\Why were you suddenly able to stand today?\I don't know.\I was just watching Natsuki catch a mahi-mahi,\and before I knew it...\That's amazing!\Did you hear that, Keito? response:	What? Yes, yes, yes.
context: Hey, Yuki.\Why were you suddenly able to stand today?\I don't know.\I was just watching Natsuki catch a mahi-mahi,\and before I knew it...\That's amazing!\Did you hear that, Keito?\What? Yes, yes, yes. response:	Of course.
context: Why were you suddenly able to stand today?\I don't know.\I was just watching Natsuki catch a mahi-mahi,\and before I knew it...\That's amazing!\Did you hear that, Keito?\What? Yes, yes, yes.\Of course. response:	She says you were probably able
context: I don't know.\I was just watching Natsuki catch a mahi-mahi,\and before I knew it...\That's amazing!\Did you hear that, Keito?\What? Yes, yes, yes.\Of course.\She says you were probably able response:	to stand because you love fishing.
context: I was just watching Natsuki catch a mahi-mahi,\and before I knew it...\That's amazing!\Did you hear that, Keito?\What? Yes, yes, yes.\Of course.\She says you were probably able\to stand because you love fishing. response:	I see you smiling, Yuki!
context: and before I knew it...\That's amazing!\Did you hear that, Keito?\What? Yes, yes, yes.\Of course.\She says you were probably able\to stand because you love fishing.\I see you smiling, Yuki! response:	Just eat your food!
context: That's amazing!\Did you hear that, Keito?\What? Yes, yes, yes.\Of course.\She says you were probably able\to stand because you love fishing.\I see you smiling, Yuki!\Just eat your food! response:	Drinks, drinks.
context: Did you hear that, Keito?\What? Yes, yes, yes.\Of course.\She says you were probably able\to stand because you love fishing.\I see you smiling, Yuki!\Just eat your food!\Drinks, drinks. response:	Drinks, drinks.
context: What? Yes, yes, yes.\Of course.\She says you were probably able\to stand because you love fishing.\I see you smiling, Yuki!\Just eat your food!\Drinks, drinks.\Drinks, drinks. response:	Yuki.
context: Of course.\She says you were probably able\to stand because you love fishing.\I see you smiling, Yuki!\Just eat your food!\Drinks, drinks.\Drinks, drinks.\Yuki. response:	I can't do this!
context: She says you were probably able\to stand because you love fishing.\I see you smiling, Yuki!\Just eat your food!\Drinks, drinks.\Drinks, drinks.\Yuki.\I can't do this! response:	You said you'd do it.
context: to stand because you love fishing.\I see you smiling, Yuki!\Just eat your food!\Drinks, drinks.\Drinks, drinks.\Yuki.\I can't do this!\You said you'd do it. response:	Yeah, but...
context: I see you smiling, Yuki!\Just eat your food!\Drinks, drinks.\Drinks, drinks.\Yuki.\I can't do this!\You said you'd do it.\Yeah, but... response:	Yuki, I can see them.
context: Just eat your food!\Drinks, drinks.\Drinks, drinks.\Yuki.\I can't do this!\You said you'd do it.\Yeah, but...\Yuki, I can see them. response:	Fish, fish.
context: Drinks, drinks.\Drinks, drinks.\Yuki.\I can't do this!\You said you'd do it.\Yeah, but...\Yuki, I can see them.\Fish, fish. response:	I can see them! There's tons of them!
context: Drinks, drinks.\Yuki.\I can't do this!\You said you'd do it.\Yeah, but...\Yuki, I can see them.\Fish, fish.\I can see them! There's tons of them! response:	Mahi-mahi.
context: Yuki.\I can't do this!\You said you'd do it.\Yeah, but...\Yuki, I can see them.\Fish, fish.\I can see them! There's tons of them!\Mahi-mahi. response:	Enoshima bowl!
context: I can't do this!\You said you'd do it.\Yeah, but...\Yuki, I can see them.\Fish, fish.\I can see them! There's tons of them!\Mahi-mahi.\Enoshima bowl! response:	Don't be scared!
context: You said you'd do it.\Yeah, but...\Yuki, I can see them.\Fish, fish.\I can see them! There's tons of them!\Mahi-mahi.\Enoshima bowl!\Don't be scared! response:	Even if you cast too far, you can always reel it in!
context: Yeah, but...\Yuki, I can see them.\Fish, fish.\I can see them! There's tons of them!\Mahi-mahi.\Enoshima bowl!\Don't be scared!\Even if you cast too far, you can always reel it in! response:	Okay.
context: Yuki, I can see them.\Fish, fish.\I can see them! There's tons of them!\Mahi-mahi.\Enoshima bowl!\Don't be scared!\Even if you cast too far, you can always reel it in!\Okay. response:	Is that kid okay?
context: Fish, fish.\I can see them! There's tons of them!\Mahi-mahi.\Enoshima bowl!\Don't be scared!\Even if you cast too far, you can always reel it in!\Okay.\Is that kid okay? response:	He's fine.
context: I can see them! There's tons of them!\Mahi-mahi.\Enoshima bowl!\Don't be scared!\Even if you cast too far, you can always reel it in!\Okay.\Is that kid okay?\He's fine. response:	Well, Yuki? Fun, isn't it?
context: Mahi-mahi.\Enoshima bowl!\Don't be scared!\Even if you cast too far, you can always reel it in!\Okay.\Is that kid okay?\He's fine.\Well, Yuki? Fun, isn't it? response:	Then smile.
context: Enoshima bowl!\Don't be scared!\Even if you cast too far, you can always reel it in!\Okay.\Is that kid okay?\He's fine.\Well, Yuki? Fun, isn't it?\Then smile. response:	The mahi-mahi are smiling, too.
context: Don't be scared!\Even if you cast too far, you can always reel it in!\Okay.\Is that kid okay?\He's fine.\Well, Yuki? Fun, isn't it?\Then smile.\The mahi-mahi are smiling, too. response:	Enoshima bowl!
context: Even if you cast too far, you can always reel it in!\Okay.\Is that kid okay?\He's fine.\Well, Yuki? Fun, isn't it?\Then smile.\The mahi-mahi are smiling, too.\Enoshima bowl! response:	All right!
context: Okay.\Is that kid okay?\He's fine.\Well, Yuki? Fun, isn't it?\Then smile.\The mahi-mahi are smiling, too.\Enoshima bowl!\All right! response:	Bait them by jerking the lure back and forth.
context: Is that kid okay?\He's fine.\Well, Yuki? Fun, isn't it?\Then smile.\The mahi-mahi are smiling, too.\Enoshima bowl!\All right!\Bait them by jerking the lure back and forth. response:	Come on, come on.
context: He's fine.\Well, Yuki? Fun, isn't it?\Then smile.\The mahi-mahi are smiling, too.\Enoshima bowl!\All right!\Bait them by jerking the lure back and forth.\Come on, come on. response:	Got one!
context: Well, Yuki? Fun, isn't it?\Then smile.\The mahi-mahi are smiling, too.\Enoshima bowl!\All right!\Bait them by jerking the lure back and forth.\Come on, come on.\Got one! response:	Raise the pole and reel in.
context: Then smile.\The mahi-mahi are smiling, too.\Enoshima bowl!\All right!\Bait them by jerking the lure back and forth.\Come on, come on.\Got one!\Raise the pole and reel in. response:	Wait him out when he runs.
context: The mahi-mahi are smiling, too.\Enoshima bowl!\All right!\Bait them by jerking the lure back and forth.\Come on, come on.\Got one!\Raise the pole and reel in.\Wait him out when he runs. response:	Reel him in when he stops running.
context: Enoshima bowl!\All right!\Bait them by jerking the lure back and forth.\Come on, come on.\Got one!\Raise the pole and reel in.\Wait him out when he runs.\Reel him in when he stops running. response:	He's huge!
context: All right!\Bait them by jerking the lure back and forth.\Come on, come on.\Got one!\Raise the pole and reel in.\Wait him out when he runs.\Reel him in when he stops running.\He's huge! response:	Amazing, amazing, amazing!
context: Bait them by jerking the lure back and forth.\Come on, come on.\Got one!\Raise the pole and reel in.\Wait him out when he runs.\Reel him in when he stops running.\He's huge!\Amazing, amazing, amazing! response:	Amazing, amazing, amazing, amazing, amazing!
context: Come on, come on.\Got one!\Raise the pole and reel in.\Wait him out when he runs.\Reel him in when he stops running.\He's huge!\Amazing, amazing, amazing!\Amazing, amazing, amazing, amazing, amazing! response:	Got it!
context: Got one!\Raise the pole and reel in.\Wait him out when he runs.\Reel him in when he stops running.\He's huge!\Amazing, amazing, amazing!\Amazing, amazing, amazing, amazing, amazing!\Got it! response:	Cast away.
context: Raise the pole and reel in.\Wait him out when he runs.\Reel him in when he stops running.\He's huge!\Amazing, amazing, amazing!\Amazing, amazing, amazing, amazing, amazing!\Got it!\Cast away. response:	What'd you say?
context: Wait him out when he runs.\Reel him in when he stops running.\He's huge!\Amazing, amazing, amazing!\Amazing, amazing, amazing, amazing, amazing!\Got it!\Cast away.\What'd you say? response:	Say it louder.
context: Reel him in when he stops running.\He's huge!\Amazing, amazing, amazing!\Amazing, amazing, amazing, amazing, amazing!\Got it!\Cast away.\What'd you say?\Say it louder. response:	Cast away!
context: He's huge!\Amazing, amazing, amazing!\Amazing, amazing, amazing, amazing, amazing!\Got it!\Cast away.\What'd you say?\Say it louder.\Cast away! response:	Cast away!
context: Amazing, amazing, amazing!\Amazing, amazing, amazing, amazing, amazing!\Got it!\Cast away.\What'd you say?\Say it louder.\Cast away!\Cast away! response:	Catch as many as you can!
context: Amazing, amazing, amazing, amazing, amazing!\Got it!\Cast away.\What'd you say?\Say it louder.\Cast away!\Cast away!\Catch as many as you can! response:	Good work!
context: Got it!\Cast away.\What'd you say?\Say it louder.\Cast away!\Cast away!\Catch as many as you can!\Good work! response:	Here.
context: Cast away.\What'd you say?\Say it louder.\Cast away!\Cast away!\Catch as many as you can!\Good work!\Here. response:	Thank you very much!
context: What'd you say?\Say it louder.\Cast away!\Cast away!\Catch as many as you can!\Good work!\Here.\Thank you very much! response:	See? You're a man of the sea, now.
context: Say it louder.\Cast away!\Cast away!\Catch as many as you can!\Good work!\Here.\Thank you very much!\See? You're a man of the sea, now. response:	Ow, ow. That hurts.
context: Cast away!\Cast away!\Catch as many as you can!\Good work!\Here.\Thank you very much!\See? You're a man of the sea, now.\Ow, ow. That hurts. response:	Tapioca, let's go.
context: Cast away!\Catch as many as you can!\Good work!\Here.\Thank you very much!\See? You're a man of the sea, now.\Ow, ow. That hurts.\Tapioca, let's go. response:	No, I'm fine.
context: Catch as many as you can!\Good work!\Here.\Thank you very much!\See? You're a man of the sea, now.\Ow, ow. That hurts.\Tapioca, let's go.\No, I'm fine. response:	I don't need friends now.
context: Good work!\Here.\Thank you very much!\See? You're a man of the sea, now.\Ow, ow. That hurts.\Tapioca, let's go.\No, I'm fine.\I don't need friends now. response:	That summer...
context: Here.\Thank you very much!\See? You're a man of the sea, now.\Ow, ow. That hurts.\Tapioca, let's go.\No, I'm fine.\I don't need friends now.\That summer... response:	Good morning, Tamocchan!
context: Thank you very much!\See? You're a man of the sea, now.\Ow, ow. That hurts.\Tapioca, let's go.\No, I'm fine.\I don't need friends now.\That summer...\Good morning, Tamocchan! response:	Hey.
context: See? You're a man of the sea, now.\Ow, ow. That hurts.\Tapioca, let's go.\No, I'm fine.\I don't need friends now.\That summer...\Good morning, Tamocchan!\Hey. response:	I changed.
context: Ow, ow. That hurts.\Tapioca, let's go.\No, I'm fine.\I don't need friends now.\That summer...\Good morning, Tamocchan!\Hey.\I changed. response:	Good morning!
context: Tapioca, let's go.\No, I'm fine.\I don't need friends now.\That summer...\Good morning, Tamocchan!\Hey.\I changed.\Good morning! response:	Yeah!
context: No, I'm fine.\I don't need friends now.\That summer...\Good morning, Tamocchan!\Hey.\I changed.\Good morning!\Yeah! response:	I finally found something I was really interested in.
context: I don't need friends now.\That summer...\Good morning, Tamocchan!\Hey.\I changed.\Good morning!\Yeah!\I finally found something I was really interested in. response:	They're already practicing.
context: That summer...\Good morning, Tamocchan!\Hey.\I changed.\Good morning!\Yeah!\I finally found something I was really interested in.\They're already practicing. response:	What?
context: Good morning, Tamocchan!\Hey.\I changed.\Good morning!\Yeah!\I finally found something I was really interested in.\They're already practicing.\What? response:	The Enoshima dance.
context: Hey.\I changed.\Good morning!\Yeah!\I finally found something I was really interested in.\They're already practicing.\What?\The Enoshima dance. response:	I always had friends by my side.
context: I changed.\Good morning!\Yeah!\I finally found something I was really interested in.\They're already practicing.\What?\The Enoshima dance.\I always had friends by my side. response:	And I even surprised myself...
context: Good morning!\Yeah!\I finally found something I was really interested in.\They're already practicing.\What?\The Enoshima dance.\I always had friends by my side.\And I even surprised myself... response:	Enoshima bowl!
context: Yeah!\I finally found something I was really interested in.\They're already practicing.\What?\The Enoshima dance.\I always had friends by my side.\And I even surprised myself...\Enoshima bowl! response:	They took it!
context: I finally found something I was really interested in.\They're already practicing.\What?\The Enoshima dance.\I always had friends by my side.\And I even surprised myself...\Enoshima bowl!\They took it! response:	by how loudly...
context: They're already practicing.\What?\The Enoshima dance.\I always had friends by my side.\And I even surprised myself...\Enoshima bowl!\They took it!\by how loudly... response:	Cast away!
context: What?\The Enoshima dance.\I always had friends by my side.\And I even surprised myself...\Enoshima bowl!\They took it!\by how loudly...\Cast away! response:	I learned to laugh.
context: The Enoshima dance.\I always had friends by my side.\And I even surprised myself...\Enoshima bowl!\They took it!\by how loudly...\Cast away!\I learned to laugh. response:	Continued in 6
