context: Yuueisha response:	What are you doing?!
context: WhWhat?\Why did you change clothes?\You said you would show me your new uniform.\I told you, I went straight there from the studio.\I'd look weird wearing a uniform there.\How did this last audition go?\What was it?\The high-handed lady, or something... response:	Ah, sorry...
context: Why did you change clothes?\You said you would show me your new uniform.\I told you, I went straight there from the studio.\I'd look weird wearing a uniform there.\How did this last audition go?\What was it?\The high-handed lady, or something...\Ah, sorry... response:	You've got nothing to apologize for.
context: You said you would show me your new uniform.\I told you, I went straight there from the studio.\I'd look weird wearing a uniform there.\How did this last audition go?\What was it?\The high-handed lady, or something...\Ah, sorry...\You've got nothing to apologize for. response:	I'm just no good.
context: I told you, I went straight there from the studio.\I'd look weird wearing a uniform there.\How did this last audition go?\What was it?\The high-handed lady, or something...\Ah, sorry...\You've got nothing to apologize for.\I'm just no good. response:	Ooh, so this is where the kind of place you have this time!
context: I'd look weird wearing a uniform there.\How did this last audition go?\What was it?\The high-handed lady, or something...\Ah, sorry...\You've got nothing to apologize for.\I'm just no good.\Ooh, so this is where the kind of place you have this time! response:	Kaya-chan!
context: How did this last audition go?\What was it?\The high-handed lady, or something...\Ah, sorry...\You've got nothing to apologize for.\I'm just no good.\Ooh, so this is where the kind of place you have this time!\Kaya-chan! response:	You grew again.
context: What was it?\The high-handed lady, or something...\Ah, sorry...\You've got nothing to apologize for.\I'm just no good.\Ooh, so this is where the kind of place you have this time!\Kaya-chan!\You grew again. response:	What did?
context: The high-handed lady, or something...\Ah, sorry...\You've got nothing to apologize for.\I'm just no good.\Ooh, so this is where the kind of place you have this time!\Kaya-chan!\You grew again.\What did? response:	You look a lot more mature in the short time since we last met.
context: Ah, sorry...\You've got nothing to apologize for.\I'm just no good.\Ooh, so this is where the kind of place you have this time!\Kaya-chan!\You grew again.\What did?\You look a lot more mature in the short time since we last met. response:	Really?
context: You've got nothing to apologize for.\I'm just no good.\Ooh, so this is where the kind of place you have this time!\Kaya-chan!\You grew again.\What did?\You look a lot more mature in the short time since we last met.\Really? response:	You want to go drop off your bag?
context: I'm just no good.\Ooh, so this is where the kind of place you have this time!\Kaya-chan!\You grew again.\What did?\You look a lot more mature in the short time since we last met.\Really?\You want to go drop off your bag? response:	Momo, you're looking well!
context: Ooh, so this is where the kind of place you have this time!\Kaya-chan!\You grew again.\What did?\You look a lot more mature in the short time since we last met.\Really?\You want to go drop off your bag?\Momo, you're looking well! response:	Aw, there there!
context: Kaya-chan!\You grew again.\What did?\You look a lot more mature in the short time since we last met.\Really?\You want to go drop off your bag?\Momo, you're looking well!\Aw, there there! response:	Oh, mature Miyoshi-san?
context: You grew again.\What did?\You look a lot more mature in the short time since we last met.\Really?\You want to go drop off your bag?\Momo, you're looking well!\Aw, there there!\Oh, mature Miyoshi-san? response:	Your clothes are getting wrinkles.
context: What did?\You look a lot more mature in the short time since we last met.\Really?\You want to go drop off your bag?\Momo, you're looking well!\Aw, there there!\Oh, mature Miyoshi-san?\Your clothes are getting wrinkles. response:	That's because my mental age is the same as Mina-chan's.
context: You look a lot more mature in the short time since we last met.\Really?\You want to go drop off your bag?\Momo, you're looking well!\Aw, there there!\Oh, mature Miyoshi-san?\Your clothes are getting wrinkles.\That's because my mental age is the same as Mina-chan's. response:	Sei Visual Jyogakuin Koutou Bu?
context: Really?\You want to go drop off your bag?\Momo, you're looking well!\Aw, there there!\Oh, mature Miyoshi-san?\Your clothes are getting wrinkles.\That's because my mental age is the same as Mina-chan's.\Sei Visual Jyogakuin Koutou Bu? response:	What's this?
context: You want to go drop off your bag?\Momo, you're looking well!\Aw, there there!\Oh, mature Miyoshi-san?\Your clothes are getting wrinkles.\That's because my mental age is the same as Mina-chan's.\Sei Visual Jyogakuin Koutou Bu?\What's this? response:	Ah, for my next audition.
context: Momo, you're looking well!\Aw, there there!\Oh, mature Miyoshi-san?\Your clothes are getting wrinkles.\That's because my mental age is the same as Mina-chan's.\Sei Visual Jyogakuin Koutou Bu?\What's this?\Ah, for my next audition. response:	Audition?
context: Aw, there there!\Oh, mature Miyoshi-san?\Your clothes are getting wrinkles.\That's because my mental age is the same as Mina-chan's.\Sei Visual Jyogakuin Koutou Bu?\What's this?\Ah, for my next audition.\Audition? response:	Sorry, I have somewhat long legs.
context: Oh, mature Miyoshi-san?\Your clothes are getting wrinkles.\That's because my mental age is the same as Mina-chan's.\Sei Visual Jyogakuin Koutou Bu?\What's this?\Ah, for my next audition.\Audition?\Sorry, I have somewhat long legs. response:	Or something like...
context: Your clothes are getting wrinkles.\That's because my mental age is the same as Mina-chan's.\Sei Visual Jyogakuin Koutou Bu?\What's this?\Ah, for my next audition.\Audition?\Sorry, I have somewhat long legs.\Or something like... response:	Hm? Huh? Hm?
context: That's because my mental age is the same as Mina-chan's.\Sei Visual Jyogakuin Koutou Bu?\What's this?\Ah, for my next audition.\Audition?\Sorry, I have somewhat long legs.\Or something like...\Hm? Huh? Hm? response:	Oh, this is where it was.
context: Sei Visual Jyogakuin Koutou Bu?\What's this?\Ah, for my next audition.\Audition?\Sorry, I have somewhat long legs.\Or something like...\Hm? Huh? Hm?\Oh, this is where it was. response:	I wonder who did it?
context: What's this?\Ah, for my next audition.\Audition?\Sorry, I have somewhat long legs.\Or something like...\Hm? Huh? Hm?\Oh, this is where it was.\I wonder who did it? response:	Or something like that happens.
context: Ah, for my next audition.\Audition?\Sorry, I have somewhat long legs.\Or something like...\Hm? Huh? Hm?\Oh, this is where it was.\I wonder who did it?\Or something like that happens. response:	I'll bet! It's an all-girls school, after all.
context: Audition?\Sorry, I have somewhat long legs.\Or something like...\Hm? Huh? Hm?\Oh, this is where it was.\I wonder who did it?\Or something like that happens.\I'll bet! It's an all-girls school, after all. response:	I told you, it doesn't.
context: Sorry, I have somewhat long legs.\Or something like...\Hm? Huh? Hm?\Oh, this is where it was.\I wonder who did it?\Or something like that happens.\I'll bet! It's an all-girls school, after all.\I told you, it doesn't. response:	It definitely does.
context: Or something like...\Hm? Huh? Hm?\Oh, this is where it was.\I wonder who did it?\Or something like that happens.\I'll bet! It's an all-girls school, after all.\I told you, it doesn't.\It definitely does. response:	Set a thief to catch a thief, they say.
context: Hm? Huh? Hm?\Oh, this is where it was.\I wonder who did it?\Or something like that happens.\I'll bet! It's an all-girls school, after all.\I told you, it doesn't.\It definitely does.\Set a thief to catch a thief, they say. response:	What's that mean?
context: Oh, this is where it was.\I wonder who did it?\Or something like that happens.\I'll bet! It's an all-girls school, after all.\I told you, it doesn't.\It definitely does.\Set a thief to catch a thief, they say.\What's that mean? response:	I don't think you're using that phrase right.
context: I wonder who did it?\Or something like that happens.\I'll bet! It's an all-girls school, after all.\I told you, it doesn't.\It definitely does.\Set a thief to catch a thief, they say.\What's that mean?\I don't think you're using that phrase right. response:	You think so?
context: Or something like that happens.\I'll bet! It's an all-girls school, after all.\I told you, it doesn't.\It definitely does.\Set a thief to catch a thief, they say.\What's that mean?\I don't think you're using that phrase right.\You think so? response:	I'm glad to hear you have another audition.
context: I'll bet! It's an all-girls school, after all.\I told you, it doesn't.\It definitely does.\Set a thief to catch a thief, they say.\What's that mean?\I don't think you're using that phrase right.\You think so?\I'm glad to hear you have another audition. response:	YYeah.
context: I told you, it doesn't.\It definitely does.\Set a thief to catch a thief, they say.\What's that mean?\I don't think you're using that phrase right.\You think so?\I'm glad to hear you have another audition.\YYeah. response:	J Ah! The seasons never last...! J
context: It definitely does.\Set a thief to catch a thief, they say.\What's that mean?\I don't think you're using that phrase right.\You think so?\I'm glad to hear you have another audition.\YYeah.\J Ah! The seasons never last...! J response:	They run so beautifully in us...
context: Set a thief to catch a thief, they say.\What's that mean?\I don't think you're using that phrase right.\You think so?\I'm glad to hear you have another audition.\YYeah.\J Ah! The seasons never last...! J\They run so beautifully in us... response:	fleeting.
context: What's that mean?\I don't think you're using that phrase right.\You think so?\I'm glad to hear you have another audition.\YYeah.\J Ah! The seasons never last...! J\They run so beautifully in us...\fleeting. response:	Kaya, I brought you a bath towel.
context: I don't think you're using that phrase right.\You think so?\I'm glad to hear you have another audition.\YYeah.\J Ah! The seasons never last...! J\They run so beautifully in us...\fleeting.\Kaya, I brought you a bath towel. response:	Okay! Thanks!
context: You think so?\I'm glad to hear you have another audition.\YYeah.\J Ah! The seasons never last...! J\They run so beautifully in us...\fleeting.\Kaya, I brought you a bath towel.\Okay! Thanks! response:	Ah the seasons never last!
context: I'm glad to hear you have another audition.\YYeah.\J Ah! The seasons never last...! J\They run so beautifully in us...\fleeting.\Kaya, I brought you a bath towel.\Okay! Thanks!\Ah the seasons never last! response:	I wonder if I should be trying to do this.
context: YYeah.\J Ah! The seasons never last...! J\They run so beautifully in us...\fleeting.\Kaya, I brought you a bath towel.\Okay! Thanks!\Ah the seasons never last!\I wonder if I should be trying to do this. response:	Hey, hey. How's your boyfriend doing?
context: J Ah! The seasons never last...! J\They run so beautifully in us...\fleeting.\Kaya, I brought you a bath towel.\Okay! Thanks!\Ah the seasons never last!\I wonder if I should be trying to do this.\Hey, hey. How's your boyfriend doing? response:	I'm a bit interested, too.
context: They run so beautifully in us...\fleeting.\Kaya, I brought you a bath towel.\Okay! Thanks!\Ah the seasons never last!\I wonder if I should be trying to do this.\Hey, hey. How's your boyfriend doing?\I'm a bit interested, too. response:	Have you two kissed yet?
context: fleeting.\Kaya, I brought you a bath towel.\Okay! Thanks!\Ah the seasons never last!\I wonder if I should be trying to do this.\Hey, hey. How's your boyfriend doing?\I'm a bit interested, too.\Have you two kissed yet? response:	No...
context: Kaya, I brought you a bath towel.\Okay! Thanks!\Ah the seasons never last!\I wonder if I should be trying to do this.\Hey, hey. How's your boyfriend doing?\I'm a bit interested, too.\Have you two kissed yet?\No... response:	We haven't even gone on that many dates yet.
context: Okay! Thanks!\Ah the seasons never last!\I wonder if I should be trying to do this.\Hey, hey. How's your boyfriend doing?\I'm a bit interested, too.\Have you two kissed yet?\No...\We haven't even gone on that many dates yet. response:	Takagi's been busy lately.
context: Ah the seasons never last!\I wonder if I should be trying to do this.\Hey, hey. How's your boyfriend doing?\I'm a bit interested, too.\Have you two kissed yet?\No...\We haven't even gone on that many dates yet.\Takagi's been busy lately. response:	You must be kind of lonely.
context: I wonder if I should be trying to do this.\Hey, hey. How's your boyfriend doing?\I'm a bit interested, too.\Have you two kissed yet?\No...\We haven't even gone on that many dates yet.\Takagi's been busy lately.\You must be kind of lonely. response:	But I really want to cheer him on.
context: Hey, hey. How's your boyfriend doing?\I'm a bit interested, too.\Have you two kissed yet?\No...\We haven't even gone on that many dates yet.\Takagi's been busy lately.\You must be kind of lonely.\But I really want to cheer him on. response:	Takagi, together with Mashiro, are working really hard to draw manga.
context: I'm a bit interested, too.\Have you two kissed yet?\No...\We haven't even gone on that many dates yet.\Takagi's been busy lately.\You must be kind of lonely.\But I really want to cheer him on.\Takagi, together with Mashiro, are working really hard to draw manga. response:	Is that so?
context: Have you two kissed yet?\No...\We haven't even gone on that many dates yet.\Takagi's been busy lately.\You must be kind of lonely.\But I really want to cheer him on.\Takagi, together with Mashiro, are working really hard to draw manga.\Is that so? response:	We fought each other to help Takagi write a battle manga.
context: No...\We haven't even gone on that many dates yet.\Takagi's been busy lately.\You must be kind of lonely.\But I really want to cheer him on.\Takagi, together with Mashiro, are working really hard to draw manga.\Is that so?\We fought each other to help Takagi write a battle manga. response:	And Mashiro's really amazing, he's practicing by doing several hundred drawings.
context: We haven't even gone on that many dates yet.\Takagi's been busy lately.\You must be kind of lonely.\But I really want to cheer him on.\Takagi, together with Mashiro, are working really hard to draw manga.\Is that so?\We fought each other to help Takagi write a battle manga.\And Mashiro's really amazing, he's practicing by doing several hundred drawings. response:	They never say it's hard or painful.
context: Takagi's been busy lately.\You must be kind of lonely.\But I really want to cheer him on.\Takagi, together with Mashiro, are working really hard to draw manga.\Is that so?\We fought each other to help Takagi write a battle manga.\And Mashiro's really amazing, he's practicing by doing several hundred drawings.\They never say it's hard or painful. response:	For the sake of realizing their dreams, they keep doing their best.
context: You must be kind of lonely.\But I really want to cheer him on.\Takagi, together with Mashiro, are working really hard to draw manga.\Is that so?\We fought each other to help Takagi write a battle manga.\And Mashiro's really amazing, he's practicing by doing several hundred drawings.\They never say it's hard or painful.\For the sake of realizing their dreams, they keep doing their best. response:	Miho.
context: But I really want to cheer him on.\Takagi, together with Mashiro, are working really hard to draw manga.\Is that so?\We fought each other to help Takagi write a battle manga.\And Mashiro's really amazing, he's practicing by doing several hundred drawings.\They never say it's hard or painful.\For the sake of realizing their dreams, they keep doing their best.\Miho. response:	What?
context: Takagi, together with Mashiro, are working really hard to draw manga.\Is that so?\We fought each other to help Takagi write a battle manga.\And Mashiro's really amazing, he's practicing by doing several hundred drawings.\They never say it's hard or painful.\For the sake of realizing their dreams, they keep doing their best.\Miho.\What? response:	Do you not want to take the audition?
context: Is that so?\We fought each other to help Takagi write a battle manga.\And Mashiro's really amazing, he's practicing by doing several hundred drawings.\They never say it's hard or painful.\For the sake of realizing their dreams, they keep doing their best.\Miho.\What?\Do you not want to take the audition? response:	You seemed down all day.
context: We fought each other to help Takagi write a battle manga.\And Mashiro's really amazing, he's practicing by doing several hundred drawings.\They never say it's hard or painful.\For the sake of realizing their dreams, they keep doing their best.\Miho.\What?\Do you not want to take the audition?\You seemed down all day. response:	If you don't want to, it's okay to say no, right?
context: And Mashiro's really amazing, he's practicing by doing several hundred drawings.\They never say it's hard or painful.\For the sake of realizing their dreams, they keep doing their best.\Miho.\What?\Do you not want to take the audition?\You seemed down all day.\If you don't want to, it's okay to say no, right? response:	And if they give you a hard time about it, I'll go knock their lights out.
context: They never say it's hard or painful.\For the sake of realizing their dreams, they keep doing their best.\Miho.\What?\Do you not want to take the audition?\You seemed down all day.\If you don't want to, it's okay to say no, right?\And if they give you a hard time about it, I'll go knock their lights out. response:	Thanks.
context: For the sake of realizing their dreams, they keep doing their best.\Miho.\What?\Do you not want to take the audition?\You seemed down all day.\If you don't want to, it's okay to say no, right?\And if they give you a hard time about it, I'll go knock their lights out.\Thanks. response:	I'm... still way off from giving a performance.
context: Miho.\What?\Do you not want to take the audition?\You seemed down all day.\If you don't want to, it's okay to say no, right?\And if they give you a hard time about it, I'll go knock their lights out.\Thanks.\I'm... still way off from giving a performance. response:	I have no confidence about this at all.
context: What?\Do you not want to take the audition?\You seemed down all day.\If you don't want to, it's okay to say no, right?\And if they give you a hard time about it, I'll go knock their lights out.\Thanks.\I'm... still way off from giving a performance.\I have no confidence about this at all. response:	For a while now, I've been wondering if I should even try to audition.
context: Do you not want to take the audition?\You seemed down all day.\If you don't want to, it's okay to say no, right?\And if they give you a hard time about it, I'll go knock their lights out.\Thanks.\I'm... still way off from giving a performance.\I have no confidence about this at all.\For a while now, I've been wondering if I should even try to audition. response:	But I'm going to try hard!
context: You seemed down all day.\If you don't want to, it's okay to say no, right?\And if they give you a hard time about it, I'll go knock their lights out.\Thanks.\I'm... still way off from giving a performance.\I have no confidence about this at all.\For a while now, I've been wondering if I should even try to audition.\But I'm going to try hard! response:	I want to give my best, just like Mashiro-kun and Takagi-kun!
context: If you don't want to, it's okay to say no, right?\And if they give you a hard time about it, I'll go knock their lights out.\Thanks.\I'm... still way off from giving a performance.\I have no confidence about this at all.\For a while now, I've been wondering if I should even try to audition.\But I'm going to try hard!\I want to give my best, just like Mashiro-kun and Takagi-kun! response:	Great! Do your best!
context: And if they give you a hard time about it, I'll go knock their lights out.\Thanks.\I'm... still way off from giving a performance.\I have no confidence about this at all.\For a while now, I've been wondering if I should even try to audition.\But I'm going to try hard!\I want to give my best, just like Mashiro-kun and Takagi-kun!\Great! Do your best! response:	Yeah!
context: Thanks.\I'm... still way off from giving a performance.\I have no confidence about this at all.\For a while now, I've been wondering if I should even try to audition.\But I'm going to try hard!\I want to give my best, just like Mashiro-kun and Takagi-kun!\Great! Do your best!\Yeah! response:	Are you all right?
context: I'm... still way off from giving a performance.\I have no confidence about this at all.\For a while now, I've been wondering if I should even try to audition.\But I'm going to try hard!\I want to give my best, just like Mashiro-kun and Takagi-kun!\Great! Do your best!\Yeah!\Are you all right? response:	Ah, sorry. I'm just a bit nervous.
context: I have no confidence about this at all.\For a while now, I've been wondering if I should even try to audition.\But I'm going to try hard!\I want to give my best, just like Mashiro-kun and Takagi-kun!\Great! Do your best!\Yeah!\Are you all right?\Ah, sorry. I'm just a bit nervous. response:	Thank you very much!
context: For a while now, I've been wondering if I should even try to audition.\But I'm going to try hard!\I want to give my best, just like Mashiro-kun and Takagi-kun!\Great! Do your best!\Yeah!\Are you all right?\Ah, sorry. I'm just a bit nervous.\Thank you very much! response:	Nanba Kana-san. Please come in.
context: But I'm going to try hard!\I want to give my best, just like Mashiro-kun and Takagi-kun!\Great! Do your best!\Yeah!\Are you all right?\Ah, sorry. I'm just a bit nervous.\Thank you very much!\Nanba Kana-san. Please come in. response:	Ah, yes, sir!
context: I want to give my best, just like Mashiro-kun and Takagi-kun!\Great! Do your best!\Yeah!\Are you all right?\Ah, sorry. I'm just a bit nervous.\Thank you very much!\Nanba Kana-san. Please come in.\Ah, yes, sir! response:	Well, I guess I'm going first.
context: Great! Do your best!\Yeah!\Are you all right?\Ah, sorry. I'm just a bit nervous.\Thank you very much!\Nanba Kana-san. Please come in.\Ah, yes, sir!\Well, I guess I'm going first. response:	All right then, please say your affiliated studio and name.
context: Yeah!\Are you all right?\Ah, sorry. I'm just a bit nervous.\Thank you very much!\Nanba Kana-san. Please come in.\Ah, yes, sir!\Well, I guess I'm going first.\All right then, please say your affiliated studio and name. response:	Prince Eight, Azuki Miho.
context: Are you all right?\Ah, sorry. I'm just a bit nervous.\Thank you very much!\Nanba Kana-san. Please come in.\Ah, yes, sir!\Well, I guess I'm going first.\All right then, please say your affiliated studio and name.\Prince Eight, Azuki Miho. response:	Happy to be working with you.
context: Ah, sorry. I'm just a bit nervous.\Thank you very much!\Nanba Kana-san. Please come in.\Ah, yes, sir!\Well, I guess I'm going first.\All right then, please say your affiliated studio and name.\Prince Eight, Azuki Miho.\Happy to be working with you. response:	Sorry I'm late!
context: Thank you very much!\Nanba Kana-san. Please come in.\Ah, yes, sir!\Well, I guess I'm going first.\All right then, please say your affiliated studio and name.\Prince Eight, Azuki Miho.\Happy to be working with you.\Sorry I'm late! response:	Hey, thanks for coming straight here.
context: Nanba Kana-san. Please come in.\Ah, yes, sir!\Well, I guess I'm going first.\All right then, please say your affiliated studio and name.\Prince Eight, Azuki Miho.\Happy to be working with you.\Sorry I'm late!\Hey, thanks for coming straight here. response:	Come up with anything?
context: Ah, yes, sir!\Well, I guess I'm going first.\All right then, please say your affiliated studio and name.\Prince Eight, Azuki Miho.\Happy to be working with you.\Sorry I'm late!\Hey, thanks for coming straight here.\Come up with anything? response:	No, not yet. Forget about tears, even laughs...
context: Well, I guess I'm going first.\All right then, please say your affiliated studio and name.\Prince Eight, Azuki Miho.\Happy to be working with you.\Sorry I'm late!\Hey, thanks for coming straight here.\Come up with anything?\No, not yet. Forget about tears, even laughs... response:	I can't get laughs without calculating them.
context: All right then, please say your affiliated studio and name.\Prince Eight, Azuki Miho.\Happy to be working with you.\Sorry I'm late!\Hey, thanks for coming straight here.\Come up with anything?\No, not yet. Forget about tears, even laughs...\I can't get laughs without calculating them. response:	Wouldn't there be laughs that can appear naturally in the flow of the story?
context: Prince Eight, Azuki Miho.\Happy to be working with you.\Sorry I'm late!\Hey, thanks for coming straight here.\Come up with anything?\No, not yet. Forget about tears, even laughs...\I can't get laughs without calculating them.\Wouldn't there be laughs that can appear naturally in the flow of the story? response:	In the flow of the story, huh...?
context: Happy to be working with you.\Sorry I'm late!\Hey, thanks for coming straight here.\Come up with anything?\No, not yet. Forget about tears, even laughs...\I can't get laughs without calculating them.\Wouldn't there be laughs that can appear naturally in the flow of the story?\In the flow of the story, huh...? response:	Thinking that Eiji could have done CROW from NEXT! without even writing a name,
context: Sorry I'm late!\Hey, thanks for coming straight here.\Come up with anything?\No, not yet. Forget about tears, even laughs...\I can't get laughs without calculating them.\Wouldn't there be laughs that can appear naturally in the flow of the story?\In the flow of the story, huh...?\Thinking that Eiji could have done CROW from NEXT! without even writing a name, response:	it's truly frightening.
context: Hey, thanks for coming straight here.\Come up with anything?\No, not yet. Forget about tears, even laughs...\I can't get laughs without calculating them.\Wouldn't there be laughs that can appear naturally in the flow of the story?\In the flow of the story, huh...?\Thinking that Eiji could have done CROW from NEXT! without even writing a name,\it's truly frightening. response:	But I'm glad we met him.
context: Come up with anything?\No, not yet. Forget about tears, even laughs...\I can't get laughs without calculating them.\Wouldn't there be laughs that can appear naturally in the flow of the story?\In the flow of the story, huh...?\Thinking that Eiji could have done CROW from NEXT! without even writing a name,\it's truly frightening.\But I'm glad we met him. response:	Meeting Eiji got me more fired up than ever before.
context: No, not yet. Forget about tears, even laughs...\I can't get laughs without calculating them.\Wouldn't there be laughs that can appear naturally in the flow of the story?\In the flow of the story, huh...?\Thinking that Eiji could have done CROW from NEXT! without even writing a name,\it's truly frightening.\But I'm glad we met him.\Meeting Eiji got me more fired up than ever before. response:	Me too.
context: I can't get laughs without calculating them.\Wouldn't there be laughs that can appear naturally in the flow of the story?\In the flow of the story, huh...?\Thinking that Eiji could have done CROW from NEXT! without even writing a name,\it's truly frightening.\But I'm glad we met him.\Meeting Eiji got me more fired up than ever before.\Me too. response:	That's a good indication, if we're still fired up a year into it.
context: Wouldn't there be laughs that can appear naturally in the flow of the story?\In the flow of the story, huh...?\Thinking that Eiji could have done CROW from NEXT! without even writing a name,\it's truly frightening.\But I'm glad we met him.\Meeting Eiji got me more fired up than ever before.\Me too.\That's a good indication, if we're still fired up a year into it. response:	A year?
context: In the flow of the story, huh...?\Thinking that Eiji could have done CROW from NEXT! without even writing a name,\it's truly frightening.\But I'm glad we met him.\Meeting Eiji got me more fired up than ever before.\Me too.\That's a good indication, if we're still fired up a year into it.\A year? response:	Yes.
context: Thinking that Eiji could have done CROW from NEXT! without even writing a name,\it's truly frightening.\But I'm glad we met him.\Meeting Eiji got me more fired up than ever before.\Me too.\That's a good indication, if we're still fired up a year into it.\A year?\Yes. response:	It's been a year since I proposed to you the idea of becoming mangakas.
context: it's truly frightening.\But I'm glad we met him.\Meeting Eiji got me more fired up than ever before.\Me too.\That's a good indication, if we're still fired up a year into it.\A year?\Yes.\It's been a year since I proposed to you the idea of becoming mangakas. response:	Really?
context: But I'm glad we met him.\Meeting Eiji got me more fired up than ever before.\Me too.\That's a good indication, if we're still fired up a year into it.\A year?\Yes.\It's been a year since I proposed to you the idea of becoming mangakas.\Really? response:	It was the day before midterms, wasn't it?
context: Meeting Eiji got me more fired up than ever before.\Me too.\That's a good indication, if we're still fired up a year into it.\A year?\Yes.\It's been a year since I proposed to you the idea of becoming mangakas.\Really?\It was the day before midterms, wasn't it? response:	Anyway, being nostalgic won't help anything.
context: Me too.\That's a good indication, if we're still fired up a year into it.\A year?\Yes.\It's been a year since I proposed to you the idea of becoming mangakas.\Really?\It was the day before midterms, wasn't it?\Anyway, being nostalgic won't help anything. response:	Let's hurry to the workplace.
context: That's a good indication, if we're still fired up a year into it.\A year?\Yes.\It's been a year since I proposed to you the idea of becoming mangakas.\Really?\It was the day before midterms, wasn't it?\Anyway, being nostalgic won't help anything.\Let's hurry to the workplace. response:	Anyway, making a perfect mainstream manga is hard...
context: A year?\Yes.\It's been a year since I proposed to you the idea of becoming mangakas.\Really?\It was the day before midterms, wasn't it?\Anyway, being nostalgic won't help anything.\Let's hurry to the workplace.\Anyway, making a perfect mainstream manga is hard... response:	How do you get the hang of making it flow naturally?
context: Yes.\It's been a year since I proposed to you the idea of becoming mangakas.\Really?\It was the day before midterms, wasn't it?\Anyway, being nostalgic won't help anything.\Let's hurry to the workplace.\Anyway, making a perfect mainstream manga is hard...\How do you get the hang of making it flow naturally? response:	One year, huh...?
context: It's been a year since I proposed to you the idea of becoming mangakas.\Really?\It was the day before midterms, wasn't it?\Anyway, being nostalgic won't help anything.\Let's hurry to the workplace.\Anyway, making a perfect mainstream manga is hard...\How do you get the hang of making it flow naturally?\One year, huh...? response:	An anime by age eighteen...
context: Really?\It was the day before midterms, wasn't it?\Anyway, being nostalgic won't help anything.\Let's hurry to the workplace.\Anyway, making a perfect mainstream manga is hard...\How do you get the hang of making it flow naturally?\One year, huh...?\An anime by age eighteen... response:	In the end, even if we call that our goal...
context: It was the day before midterms, wasn't it?\Anyway, being nostalgic won't help anything.\Let's hurry to the workplace.\Anyway, making a perfect mainstream manga is hard...\How do you get the hang of making it flow naturally?\One year, huh...?\An anime by age eighteen...\In the end, even if we call that our goal... response:	Azuki's had her debut as a seiyuu decided.
context: Anyway, being nostalgic won't help anything.\Let's hurry to the workplace.\Anyway, making a perfect mainstream manga is hard...\How do you get the hang of making it flow naturally?\One year, huh...?\An anime by age eighteen...\In the end, even if we call that our goal...\Azuki's had her debut as a seiyuu decided. response:	You're kidding?
context: Let's hurry to the workplace.\Anyway, making a perfect mainstream manga is hard...\How do you get the hang of making it flow naturally?\One year, huh...?\An anime by age eighteen...\In the end, even if we call that our goal...\Azuki's had her debut as a seiyuu decided.\You're kidding? response:	Am I allowed to look?
context: Anyway, making a perfect mainstream manga is hard...\How do you get the hang of making it flow naturally?\One year, huh...?\An anime by age eighteen...\In the end, even if we call that our goal...\Azuki's had her debut as a seiyuu decided.\You're kidding?\Am I allowed to look? response:	Woah, it's true!
context: How do you get the hang of making it flow naturally?\One year, huh...?\An anime by age eighteen...\In the end, even if we call that our goal...\Azuki's had her debut as a seiyuu decided.\You're kidding?\Am I allowed to look?\Woah, it's true! response:	That's the one serialized in Young Three!
context: One year, huh...?\An anime by age eighteen...\In the end, even if we call that our goal...\Azuki's had her debut as a seiyuu decided.\You're kidding?\Am I allowed to look?\Woah, it's true!\That's the one serialized in Young Three! response:	Seems like a small part, but she really did it!
context: An anime by age eighteen...\In the end, even if we call that our goal...\Azuki's had her debut as a seiyuu decided.\You're kidding?\Am I allowed to look?\Woah, it's true!\That's the one serialized in Young Three!\Seems like a small part, but she really did it! response:	Azuki... is really having her debut as a seiyuu...?
context: In the end, even if we call that our goal...\Azuki's had her debut as a seiyuu decided.\You're kidding?\Am I allowed to look?\Woah, it's true!\That's the one serialized in Young Three!\Seems like a small part, but she really did it!\Azuki... is really having her debut as a seiyuu...? response:	Even we had a debut in NEXT!...
context: Azuki's had her debut as a seiyuu decided.\You're kidding?\Am I allowed to look?\Woah, it's true!\That's the one serialized in Young Three!\Seems like a small part, but she really did it!\Azuki... is really having her debut as a seiyuu...?\Even we had a debut in NEXT!... response:	this means both you and Azuki are taking steps towards your dreams.
context: You're kidding?\Am I allowed to look?\Woah, it's true!\That's the one serialized in Young Three!\Seems like a small part, but she really did it!\Azuki... is really having her debut as a seiyuu...?\Even we had a debut in NEXT!...\this means both you and Azuki are taking steps towards your dreams. response:	don't understand a lot about seiyuus, but...
context: Am I allowed to look?\Woah, it's true!\That's the one serialized in Young Three!\Seems like a small part, but she really did it!\Azuki... is really having her debut as a seiyuu...?\Even we had a debut in NEXT!...\this means both you and Azuki are taking steps towards your dreams.\don't understand a lot about seiyuus, but... response:	but they can sell and get popular a lot faster than mangakas, can't they?
context: Woah, it's true!\That's the one serialized in Young Three!\Seems like a small part, but she really did it!\Azuki... is really having her debut as a seiyuu...?\Even we had a debut in NEXT!...\this means both you and Azuki are taking steps towards your dreams.\don't understand a lot about seiyuus, but...\but they can sell and get popular a lot faster than mangakas, can't they? response:	I think you're right.
context: That's the one serialized in Young Three!\Seems like a small part, but she really did it!\Azuki... is really having her debut as a seiyuu...?\Even we had a debut in NEXT!...\this means both you and Azuki are taking steps towards your dreams.\don't understand a lot about seiyuus, but...\but they can sell and get popular a lot faster than mangakas, can't they?\I think you're right. response:	Maybe if she went on TV and people saw her face,
