context: This is your last chance to surrender, Garo! response:	You're thinking, This isn't how it was supposed to go down, huh?
context: Oh, yeah. He hasn't been home since yesterday.\Huh? Is he okay?\Something called the Monster Association apparently showed up.\Maybe someone took him out yesterday...\I'm sure he's fine. He's Genos, after all.\Noodle Soup\Guess I'll check it out anyway.\A Class S hero showed up? response:	Thank goodness...
context: Huh? Is he okay?\Something called the Monster Association apparently showed up.\Maybe someone took him out yesterday...\I'm sure he's fine. He's Genos, after all.\Noodle Soup\Guess I'll check it out anyway.\A Class S hero showed up?\Thank goodness... response:	He's strong...
context: Something called the Monster Association apparently showed up.\Maybe someone took him out yesterday...\I'm sure he's fine. He's Genos, after all.\Noodle Soup\Guess I'll check it out anyway.\A Class S hero showed up?\Thank goodness...\He's strong... response:	He's got incredible speed and the same level of power as Tank-Top Master.
context: Maybe someone took him out yesterday...\I'm sure he's fine. He's Genos, after all.\Noodle Soup\Guess I'll check it out anyway.\A Class S hero showed up?\Thank goodness...\He's strong...\He's got incredible speed and the same level of power as Tank-Top Master. response:	He also keeps blasting that heat cannon of his.
context: I'm sure he's fine. He's Genos, after all.\Noodle Soup\Guess I'll check it out anyway.\A Class S hero showed up?\Thank goodness...\He's strong...\He's got incredible speed and the same level of power as Tank-Top Master.\He also keeps blasting that heat cannon of his. response:	He's a pain in the ass to deal with in my current condition.
context: Noodle Soup\Guess I'll check it out anyway.\A Class S hero showed up?\Thank goodness...\He's strong...\He's got incredible speed and the same level of power as Tank-Top Master.\He also keeps blasting that heat cannon of his.\He's a pain in the ass to deal with in my current condition. response:	Damn it...
context: Guess I'll check it out anyway.\A Class S hero showed up?\Thank goodness...\He's strong...\He's got incredible speed and the same level of power as Tank-Top Master.\He also keeps blasting that heat cannon of his.\He's a pain in the ass to deal with in my current condition.\Damn it... response:	Give it up. There's no way you can escape from me.
context: A Class S hero showed up?\Thank goodness...\He's strong...\He's got incredible speed and the same level of power as Tank-Top Master.\He also keeps blasting that heat cannon of his.\He's a pain in the ass to deal with in my current condition.\Damn it...\Give it up. There's no way you can escape from me. response:	Those moves... Remember that guy's moves...
context: Thank goodness...\He's strong...\He's got incredible speed and the same level of power as Tank-Top Master.\He also keeps blasting that heat cannon of his.\He's a pain in the ass to deal with in my current condition.\Damn it...\Give it up. There's no way you can escape from me.\Those moves... Remember that guy's moves... response:	His movement pattern changed.
context: He's strong...\He's got incredible speed and the same level of power as Tank-Top Master.\He also keeps blasting that heat cannon of his.\He's a pain in the ass to deal with in my current condition.\Damn it...\Give it up. There's no way you can escape from me.\Those moves... Remember that guy's moves...\His movement pattern changed. response:	He's moving on all fours?
context: He's got incredible speed and the same level of power as Tank-Top Master.\He also keeps blasting that heat cannon of his.\He's a pain in the ass to deal with in my current condition.\Damn it...\Give it up. There's no way you can escape from me.\Those moves... Remember that guy's moves...\His movement pattern changed.\He's moving on all fours? response:	Shake.
context: He also keeps blasting that heat cannon of his.\He's a pain in the ass to deal with in my current condition.\Damn it...\Give it up. There's no way you can escape from me.\Those moves... Remember that guy's moves...\His movement pattern changed.\He's moving on all fours?\Shake. response:	I've always been pretty good with handling high-tech machinery!
context: He's a pain in the ass to deal with in my current condition.\Damn it...\Give it up. There's no way you can escape from me.\Those moves... Remember that guy's moves...\His movement pattern changed.\He's moving on all fours?\Shake.\I've always been pretty good with handling high-tech machinery! response:	Especially breaking them!
context: Damn it...\Give it up. There's no way you can escape from me.\Those moves... Remember that guy's moves...\His movement pattern changed.\He's moving on all fours?\Shake.\I've always been pretty good with handling high-tech machinery!\Especially breaking them! response:	It's no use.
context: Give it up. There's no way you can escape from me.\Those moves... Remember that guy's moves...\His movement pattern changed.\He's moving on all fours?\Shake.\I've always been pretty good with handling high-tech machinery!\Especially breaking them!\It's no use. response:	One after another...
context: Those moves... Remember that guy's moves...\His movement pattern changed.\He's moving on all fours?\Shake.\I've always been pretty good with handling high-tech machinery!\Especially breaking them!\It's no use.\One after another... response:	Looks like I've caught the attention of all the heroes.
context: His movement pattern changed.\He's moving on all fours?\Shake.\I've always been pretty good with handling high-tech machinery!\Especially breaking them!\It's no use.\One after another...\Looks like I've caught the attention of all the heroes. response:	I'm glad to be such a celebrity now.
context: He's moving on all fours?\Shake.\I've always been pretty good with handling high-tech machinery!\Especially breaking them!\It's no use.\One after another...\Looks like I've caught the attention of all the heroes.\I'm glad to be such a celebrity now. response:	Currently,
context: Shake.\I've always been pretty good with handling high-tech machinery!\Especially breaking them!\It's no use.\One after another...\Looks like I've caught the attention of all the heroes.\I'm glad to be such a celebrity now.\Currently, response:	the world is in chaos due to the emergence of the evil Monster Association.
context: I've always been pretty good with handling high-tech machinery!\Especially breaking them!\It's no use.\One after another...\Looks like I've caught the attention of all the heroes.\I'm glad to be such a celebrity now.\Currently,\the world is in chaos due to the emergence of the evil Monster Association. response:	Everyone in the Hero Association should be working together to defeat them.
context: Especially breaking them!\It's no use.\One after another...\Looks like I've caught the attention of all the heroes.\I'm glad to be such a celebrity now.\Currently,\the world is in chaos due to the emergence of the evil Monster Association.\Everyone in the Hero Association should be working together to defeat them. response:	We don't have time to deal with small fry like you.
context: It's no use.\One after another...\Looks like I've caught the attention of all the heroes.\I'm glad to be such a celebrity now.\Currently,\the world is in chaos due to the emergence of the evil Monster Association.\Everyone in the Hero Association should be working together to defeat them.\We don't have time to deal with small fry like you. response:	Who are you calling a small fry?!
context: One after another...\Looks like I've caught the attention of all the heroes.\I'm glad to be such a celebrity now.\Currently,\the world is in chaos due to the emergence of the evil Monster Association.\Everyone in the Hero Association should be working together to defeat them.\We don't have time to deal with small fry like you.\Who are you calling a small fry?! response:	Then help me out, Demon Cyborg.
context: Looks like I've caught the attention of all the heroes.\I'm glad to be such a celebrity now.\Currently,\the world is in chaos due to the emergence of the evil Monster Association.\Everyone in the Hero Association should be working together to defeat them.\We don't have time to deal with small fry like you.\Who are you calling a small fry?!\Then help me out, Demon Cyborg. response:	If I take you down, society will fear me more, right?!
context: I'm glad to be such a celebrity now.\Currently,\the world is in chaos due to the emergence of the evil Monster Association.\Everyone in the Hero Association should be working together to defeat them.\We don't have time to deal with small fry like you.\Who are you calling a small fry?!\Then help me out, Demon Cyborg.\If I take you down, society will fear me more, right?! response:	Let everyone know that there's no hero who'll stand a chance...
context: Currently,\the world is in chaos due to the emergence of the evil Monster Association.\Everyone in the Hero Association should be working together to defeat them.\We don't have time to deal with small fry like you.\Who are you calling a small fry?!\Then help me out, Demon Cyborg.\If I take you down, society will fear me more, right?!\Let everyone know that there's no hero who'll stand a chance... response:	Because the ultimate monster is right here!
context: the world is in chaos due to the emergence of the evil Monster Association.\Everyone in the Hero Association should be working together to defeat them.\We don't have time to deal with small fry like you.\Who are you calling a small fry?!\Then help me out, Demon Cyborg.\If I take you down, society will fear me more, right?!\Let everyone know that there's no hero who'll stand a chance...\Because the ultimate monster is right here! response:	There's no such thing.
context: Everyone in the Hero Association should be working together to defeat them.\We don't have time to deal with small fry like you.\Who are you calling a small fry?!\Then help me out, Demon Cyborg.\If I take you down, society will fear me more, right?!\Let everyone know that there's no hero who'll stand a chance...\Because the ultimate monster is right here!\There's no such thing. response:	Now!
context: We don't have time to deal with small fry like you.\Who are you calling a small fry?!\Then help me out, Demon Cyborg.\If I take you down, society will fear me more, right?!\Let everyone know that there's no hero who'll stand a chance...\Because the ultimate monster is right here!\There's no such thing.\Now! response:	Back up the hero hunter!
context: Who are you calling a small fry?!\Then help me out, Demon Cyborg.\If I take you down, society will fear me more, right?!\Let everyone know that there's no hero who'll stand a chance...\Because the ultimate monster is right here!\There's no such thing.\Now!\Back up the hero hunter! response:	What the hell?
context: Then help me out, Demon Cyborg.\If I take you down, society will fear me more, right?!\Let everyone know that there's no hero who'll stand a chance...\Because the ultimate monster is right here!\There's no such thing.\Now!\Back up the hero hunter!\What the hell? response:	The Monster Association is here.
context: If I take you down, society will fear me more, right?!\Let everyone know that there's no hero who'll stand a chance...\Because the ultimate monster is right here!\There's no such thing.\Now!\Back up the hero hunter!\What the hell?\The Monster Association is here. response:	We've come for you, Garo.
context: Let everyone know that there's no hero who'll stand a chance...\Because the ultimate monster is right here!\There's no such thing.\Now!\Back up the hero hunter!\What the hell?\The Monster Association is here.\We've come for you, Garo. response:	You seem to be in a bit of trouble. We'll help you out.
context: Because the ultimate monster is right here!\There's no such thing.\Now!\Back up the hero hunter!\What the hell?\The Monster Association is here.\We've come for you, Garo.\You seem to be in a bit of trouble. We'll help you out. response:	You dumbasses again?
context: There's no such thing.\Now!\Back up the hero hunter!\What the hell?\The Monster Association is here.\We've come for you, Garo.\You seem to be in a bit of trouble. We'll help you out.\You dumbasses again? response:	Good for you.
context: Now!\Back up the hero hunter!\What the hell?\The Monster Association is here.\We've come for you, Garo.\You seem to be in a bit of trouble. We'll help you out.\You dumbasses again?\Good for you. response:	Not interested.
context: Back up the hero hunter!\What the hell?\The Monster Association is here.\We've come for you, Garo.\You seem to be in a bit of trouble. We'll help you out.\You dumbasses again?\Good for you.\Not interested. response:	Get lost.
context: What the hell?\The Monster Association is here.\We've come for you, Garo.\You seem to be in a bit of trouble. We'll help you out.\You dumbasses again?\Good for you.\Not interested.\Get lost. response:	No, no, we can't do that this time.
context: The Monster Association is here.\We've come for you, Garo.\You seem to be in a bit of trouble. We'll help you out.\You dumbasses again?\Good for you.\Not interested.\Get lost.\No, no, we can't do that this time. response:	We're under orders ourselves, you see.
context: We've come for you, Garo.\You seem to be in a bit of trouble. We'll help you out.\You dumbasses again?\Good for you.\Not interested.\Get lost.\No, no, we can't do that this time.\We're under orders ourselves, you see. response:	No way!
context: You seem to be in a bit of trouble. We'll help you out.\You dumbasses again?\Good for you.\Not interested.\Get lost.\No, no, we can't do that this time.\We're under orders ourselves, you see.\No way! response:	To think that the hero hunter had connections with the Monster Association...
context: You dumbasses again?\Good for you.\Not interested.\Get lost.\No, no, we can't do that this time.\We're under orders ourselves, you see.\No way!\To think that the hero hunter had connections with the Monster Association... response:	Huh?
context: Good for you.\Not interested.\Get lost.\No, no, we can't do that this time.\We're under orders ourselves, you see.\No way!\To think that the hero hunter had connections with the Monster Association...\Huh? response:	I lost yesterday,
context: Not interested.\Get lost.\No, no, we can't do that this time.\We're under orders ourselves, you see.\No way!\To think that the hero hunter had connections with the Monster Association...\Huh?\I lost yesterday, response:	but I learned that there are still monsters with powers way beyond my comprehension.
context: Get lost.\No, no, we can't do that this time.\We're under orders ourselves, you see.\No way!\To think that the hero hunter had connections with the Monster Association...\Huh?\I lost yesterday,\but I learned that there are still monsters with powers way beyond my comprehension. response:	I will never let my guard down again whenever a threat shows up.
context: No, no, we can't do that this time.\We're under orders ourselves, you see.\No way!\To think that the hero hunter had connections with the Monster Association...\Huh?\I lost yesterday,\but I learned that there are still monsters with powers way beyond my comprehension.\I will never let my guard down again whenever a threat shows up. response:	Tch.
context: We're under orders ourselves, you see.\No way!\To think that the hero hunter had connections with the Monster Association...\Huh?\I lost yesterday,\but I learned that there are still monsters with powers way beyond my comprehension.\I will never let my guard down again whenever a threat shows up.\Tch. response:	And today...
context: No way!\To think that the hero hunter had connections with the Monster Association...\Huh?\I lost yesterday,\but I learned that there are still monsters with powers way beyond my comprehension.\I will never let my guard down again whenever a threat shows up.\Tch.\And today... response:	I'm much stronger than yesterday.
context: To think that the hero hunter had connections with the Monster Association...\Huh?\I lost yesterday,\but I learned that there are still monsters with powers way beyond my comprehension.\I will never let my guard down again whenever a threat shows up.\Tch.\And today...\I'm much stronger than yesterday. response:	Master Saitama told me to mentally train myself to achieve the height of herodom.
context: Huh?\I lost yesterday,\but I learned that there are still monsters with powers way beyond my comprehension.\I will never let my guard down again whenever a threat shows up.\Tch.\And today...\I'm much stronger than yesterday.\Master Saitama told me to mentally train myself to achieve the height of herodom. response:	I'm just starting to understand what he meant.
context: I lost yesterday,\but I learned that there are still monsters with powers way beyond my comprehension.\I will never let my guard down again whenever a threat shows up.\Tch.\And today...\I'm much stronger than yesterday.\Master Saitama told me to mentally train myself to achieve the height of herodom.\I'm just starting to understand what he meant. response:	This isn't enough to defeat me.
context: but I learned that there are still monsters with powers way beyond my comprehension.\I will never let my guard down again whenever a threat shows up.\Tch.\And today...\I'm much stronger than yesterday.\Master Saitama told me to mentally train myself to achieve the height of herodom.\I'm just starting to understand what he meant.\This isn't enough to defeat me. response:	Master Saitama?
context: I will never let my guard down again whenever a threat shows up.\Tch.\And today...\I'm much stronger than yesterday.\Master Saitama told me to mentally train myself to achieve the height of herodom.\I'm just starting to understand what he meant.\This isn't enough to defeat me.\Master Saitama? response:	He's the ultimate hero. No monster could stand a chance against him.
context: Tch.\And today...\I'm much stronger than yesterday.\Master Saitama told me to mentally train myself to achieve the height of herodom.\I'm just starting to understand what he meant.\This isn't enough to defeat me.\Master Saitama?\He's the ultimate hero. No monster could stand a chance against him. response:	He actually exists.
context: And today...\I'm much stronger than yesterday.\Master Saitama told me to mentally train myself to achieve the height of herodom.\I'm just starting to understand what he meant.\This isn't enough to defeat me.\Master Saitama?\He's the ultimate hero. No monster could stand a chance against him.\He actually exists. response:	Incinerate.
context: I'm much stronger than yesterday.\Master Saitama told me to mentally train myself to achieve the height of herodom.\I'm just starting to understand what he meant.\This isn't enough to defeat me.\Master Saitama?\He's the ultimate hero. No monster could stand a chance against him.\He actually exists.\Incinerate. response:	Genos.
context: Master Saitama told me to mentally train myself to achieve the height of herodom.\I'm just starting to understand what he meant.\This isn't enough to defeat me.\Master Saitama?\He's the ultimate hero. No monster could stand a chance against him.\He actually exists.\Incinerate.\Genos. response:	Bang?
context: I'm just starting to understand what he meant.\This isn't enough to defeat me.\Master Saitama?\He's the ultimate hero. No monster could stand a chance against him.\He actually exists.\Incinerate.\Genos.\Bang? response:	Do you mind letting us handle this?
context: This isn't enough to defeat me.\Master Saitama?\He's the ultimate hero. No monster could stand a chance against him.\He actually exists.\Incinerate.\Genos.\Bang?\Do you mind letting us handle this? response:	Fist of Whirling Wind, Slashing Steel!
context: Master Saitama?\He's the ultimate hero. No monster could stand a chance against him.\He actually exists.\Incinerate.\Genos.\Bang?\Do you mind letting us handle this?\Fist of Whirling Wind, Slashing Steel! response:	Leave the monsters to me, Bang.
context: He's the ultimate hero. No monster could stand a chance against him.\He actually exists.\Incinerate.\Genos.\Bang?\Do you mind letting us handle this?\Fist of Whirling Wind, Slashing Steel!\Leave the monsters to me, Bang. response:	You take care of Garo!
context: He actually exists.\Incinerate.\Genos.\Bang?\Do you mind letting us handle this?\Fist of Whirling Wind, Slashing Steel!\Leave the monsters to me, Bang.\You take care of Garo! response:	Thanks, Big Bro.
context: Incinerate.\Genos.\Bang?\Do you mind letting us handle this?\Fist of Whirling Wind, Slashing Steel!\Leave the monsters to me, Bang.\You take care of Garo!\Thanks, Big Bro. response:	Now, then...
context: Genos.\Bang?\Do you mind letting us handle this?\Fist of Whirling Wind, Slashing Steel!\Leave the monsters to me, Bang.\You take care of Garo!\Thanks, Big Bro.\Now, then... response:	Long time no see, Garo.
context: Bang?\Do you mind letting us handle this?\Fist of Whirling Wind, Slashing Steel!\Leave the monsters to me, Bang.\You take care of Garo!\Thanks, Big Bro.\Now, then...\Long time no see, Garo. response:	That voice...
context: Do you mind letting us handle this?\Fist of Whirling Wind, Slashing Steel!\Leave the monsters to me, Bang.\You take care of Garo!\Thanks, Big Bro.\Now, then...\Long time no see, Garo.\That voice... response:	Looks like the geezer who's going to be the biggest pain in my ass is here.
context: Fist of Whirling Wind, Slashing Steel!\Leave the monsters to me, Bang.\You take care of Garo!\Thanks, Big Bro.\Now, then...\Long time no see, Garo.\That voice...\Looks like the geezer who's going to be the biggest pain in my ass is here. response:	Just look at you...
context: Leave the monsters to me, Bang.\You take care of Garo!\Thanks, Big Bro.\Now, then...\Long time no see, Garo.\That voice...\Looks like the geezer who's going to be the biggest pain in my ass is here.\Just look at you... response:	I'll end this now.
context: You take care of Garo!\Thanks, Big Bro.\Now, then...\Long time no see, Garo.\That voice...\Looks like the geezer who's going to be the biggest pain in my ass is here.\Just look at you...\I'll end this now. response:	Come at me!
context: Thanks, Big Bro.\Now, then...\Long time no see, Garo.\That voice...\Looks like the geezer who's going to be the biggest pain in my ass is here.\Just look at you...\I'll end this now.\Come at me! response:	Are you strong?
context: Now, then...\Long time no see, Garo.\That voice...\Looks like the geezer who's going to be the biggest pain in my ass is here.\Just look at you...\I'll end this now.\Come at me!\Are you strong? response:	Who the heck is this rude little kid?
context: Long time no see, Garo.\That voice...\Looks like the geezer who's going to be the biggest pain in my ass is here.\Just look at you...\I'll end this now.\Come at me!\Are you strong?\Who the heck is this rude little kid? response:	This little...
context: That voice...\Looks like the geezer who's going to be the biggest pain in my ass is here.\Just look at you...\I'll end this now.\Come at me!\Are you strong?\Who the heck is this rude little kid?\This little... response:	Shall I throw him out?
context: Looks like the geezer who's going to be the biggest pain in my ass is here.\Just look at you...\I'll end this now.\Come at me!\Are you strong?\Who the heck is this rude little kid?\This little...\Shall I throw him out? response:	Nah. Give him something to eat once he wakes up.
context: Just look at you...\I'll end this now.\Come at me!\Are you strong?\Who the heck is this rude little kid?\This little...\Shall I throw him out?\Nah. Give him something to eat once he wakes up. response:	Make sure he gets his fill.
context: I'll end this now.\Come at me!\Are you strong?\Who the heck is this rude little kid?\This little...\Shall I throw him out?\Nah. Give him something to eat once he wakes up.\Make sure he gets his fill. response:	Fist of Flowing Water, Crushed Rock!
context: Come at me!\Are you strong?\Who the heck is this rude little kid?\This little...\Shall I throw him out?\Nah. Give him something to eat once he wakes up.\Make sure he gets his fill.\Fist of Flowing Water, Crushed Rock! response:	Cleaning Up the Disciple's Mess
