context: If you're Type B, you need to take care. response:	If you continue to let it be, it could become a serious,
context: And what about Kazumi?\She made raising Kazumi her first priority,\so she ended up as you can see, arrogant and bossy!\How are you on time? Do you want Dad to drop you off?\Nah, that's all right. We'll still make it in time if we walk.\Can we come back again?\She says, Can we come back again?\Aunty will be here waiting for you, so come back anytime. response:	Bye.
context: She made raising Kazumi her first priority,\so she ended up as you can see, arrogant and bossy!\How are you on time? Do you want Dad to drop you off?\Nah, that's all right. We'll still make it in time if we walk.\Can we come back again?\She says, Can we come back again?\Aunty will be here waiting for you, so come back anytime.\Bye. response:	W-What are you talking about?!
context: so she ended up as you can see, arrogant and bossy!\How are you on time? Do you want Dad to drop you off?\Nah, that's all right. We'll still make it in time if we walk.\Can we come back again?\She says, Can we come back again?\Aunty will be here waiting for you, so come back anytime.\Bye.\W-What are you talking about?! response:	What's wrong with wanting a grandchild?!
context: How are you on time? Do you want Dad to drop you off?\Nah, that's all right. We'll still make it in time if we walk.\Can we come back again?\She says, Can we come back again?\Aunty will be here waiting for you, so come back anytime.\Bye.\W-What are you talking about?!\What's wrong with wanting a grandchild?! response:	I'd take care of the baby...
context: Nah, that's all right. We'll still make it in time if we walk.\Can we come back again?\She says, Can we come back again?\Aunty will be here waiting for you, so come back anytime.\Bye.\W-What are you talking about?!\What's wrong with wanting a grandchild?!\I'd take care of the baby... response:	I can't work and raise a child at the same time!
context: Can we come back again?\She says, Can we come back again?\Aunty will be here waiting for you, so come back anytime.\Bye.\W-What are you talking about?!\What's wrong with wanting a grandchild?!\I'd take care of the baby...\I can't work and raise a child at the same time! response:	For a woman, that's a huge loss!
context: She says, Can we come back again?\Aunty will be here waiting for you, so come back anytime.\Bye.\W-What are you talking about?!\What's wrong with wanting a grandchild?!\I'd take care of the baby...\I can't work and raise a child at the same time!\For a woman, that's a huge loss! response:	Besides, I still wanna wear a swimsuit and go out drinking...
context: Aunty will be here waiting for you, so come back anytime.\Bye.\W-What are you talking about?!\What's wrong with wanting a grandchild?!\I'd take care of the baby...\I can't work and raise a child at the same time!\For a woman, that's a huge loss!\Besides, I still wanna wear a swimsuit and go out drinking... response:	Hey, Rin, did Grandpa have a computer?
context: Bye.\W-What are you talking about?!\What's wrong with wanting a grandchild?!\I'd take care of the baby...\I can't work and raise a child at the same time!\For a woman, that's a huge loss!\Besides, I still wanna wear a swimsuit and go out drinking...\Hey, Rin, did Grandpa have a computer? response:	Do you know what a computer is?
context: W-What are you talking about?!\What's wrong with wanting a grandchild?!\I'd take care of the baby...\I can't work and raise a child at the same time!\For a woman, that's a huge loss!\Besides, I still wanna wear a swimsuit and go out drinking...\Hey, Rin, did Grandpa have a computer?\Do you know what a computer is? response:	Yeah.
context: What's wrong with wanting a grandchild?!\I'd take care of the baby...\I can't work and raise a child at the same time!\For a woman, that's a huge loss!\Besides, I still wanna wear a swimsuit and go out drinking...\Hey, Rin, did Grandpa have a computer?\Do you know what a computer is?\Yeah. response:	Did Grandpa use it?
context: I'd take care of the baby...\I can't work and raise a child at the same time!\For a woman, that's a huge loss!\Besides, I still wanna wear a swimsuit and go out drinking...\Hey, Rin, did Grandpa have a computer?\Do you know what a computer is?\Yeah.\Did Grandpa use it? response:	The maid used it.
context: I can't work and raise a child at the same time!\For a woman, that's a huge loss!\Besides, I still wanna wear a swimsuit and go out drinking...\Hey, Rin, did Grandpa have a computer?\Do you know what a computer is?\Yeah.\Did Grandpa use it?\The maid used it. response:	He had a maid?
context: For a woman, that's a huge loss!\Besides, I still wanna wear a swimsuit and go out drinking...\Hey, Rin, did Grandpa have a computer?\Do you know what a computer is?\Yeah.\Did Grandpa use it?\The maid used it.\He had a maid? response:	The maid's name was Masako-san.
context: Besides, I still wanna wear a swimsuit and go out drinking...\Hey, Rin, did Grandpa have a computer?\Do you know what a computer is?\Yeah.\Did Grandpa use it?\The maid used it.\He had a maid?\The maid's name was Masako-san. response:	Mother-Child Health Record Book Masako Yoshii
context: Hey, Rin, did Grandpa have a computer?\Do you know what a computer is?\Yeah.\Did Grandpa use it?\The maid used it.\He had a maid?\The maid's name was Masako-san.\Mother-Child Health Record Book Masako Yoshii response:	W-What was she like?
context: Do you know what a computer is?\Yeah.\Did Grandpa use it?\The maid used it.\He had a maid?\The maid's name was Masako-san.\Mother-Child Health Record Book Masako Yoshii\W-What was she like? response:	I don't remember so much...
context: Yeah.\Did Grandpa use it?\The maid used it.\He had a maid?\The maid's name was Masako-san.\Mother-Child Health Record Book Masako Yoshii\W-What was she like?\I don't remember so much... response:	I hate Masako-san...
context: Did Grandpa use it?\The maid used it.\He had a maid?\The maid's name was Masako-san.\Mother-Child Health Record Book Masako Yoshii\W-What was she like?\I don't remember so much...\I hate Masako-san... response:	She hated me and was always angry.
context: The maid used it.\He had a maid?\The maid's name was Masako-san.\Mother-Child Health Record Book Masako Yoshii\W-What was she like?\I don't remember so much...\I hate Masako-san...\She hated me and was always angry. response:	I was scared of her...
context: He had a maid?\The maid's name was Masako-san.\Mother-Child Health Record Book Masako Yoshii\W-What was she like?\I don't remember so much...\I hate Masako-san...\She hated me and was always angry.\I was scared of her... response:	That's why I forgot about her.
context: The maid's name was Masako-san.\Mother-Child Health Record Book Masako Yoshii\W-What was she like?\I don't remember so much...\I hate Masako-san...\She hated me and was always angry.\I was scared of her...\That's why I forgot about her. response:	I see.
context: Mother-Child Health Record Book Masako Yoshii\W-What was she like?\I don't remember so much...\I hate Masako-san...\She hated me and was always angry.\I was scared of her...\That's why I forgot about her.\I see. response:	It's a little late to be saying this,
context: W-What was she like?\I don't remember so much...\I hate Masako-san...\She hated me and was always angry.\I was scared of her...\That's why I forgot about her.\I see.\It's a little late to be saying this, response:	but it's tough to work full-time and raise a kid, isn't it?
context: I don't remember so much...\I hate Masako-san...\She hated me and was always angry.\I was scared of her...\That's why I forgot about her.\I see.\It's a little late to be saying this,\but it's tough to work full-time and raise a kid, isn't it? response:	You've got that right.
context: I hate Masako-san...\She hated me and was always angry.\I was scared of her...\That's why I forgot about her.\I see.\It's a little late to be saying this,\but it's tough to work full-time and raise a kid, isn't it?\You've got that right. response:	There's never a dull moment, that's for sure.
context: She hated me and was always angry.\I was scared of her...\That's why I forgot about her.\I see.\It's a little late to be saying this,\but it's tough to work full-time and raise a kid, isn't it?\You've got that right.\There's never a dull moment, that's for sure. response:	Um, have you ever thought that you were sacrificing yourself
context: I was scared of her...\That's why I forgot about her.\I see.\It's a little late to be saying this,\but it's tough to work full-time and raise a kid, isn't it?\You've got that right.\There's never a dull moment, that's for sure.\Um, have you ever thought that you were sacrificing yourself response:	by having a child, Gotou-san?
context: That's why I forgot about her.\I see.\It's a little late to be saying this,\but it's tough to work full-time and raise a kid, isn't it?\You've got that right.\There's never a dull moment, that's for sure.\Um, have you ever thought that you were sacrificing yourself\by having a child, Gotou-san? response:	Are you referring to my change in position?
context: I see.\It's a little late to be saying this,\but it's tough to work full-time and raise a kid, isn't it?\You've got that right.\There's never a dull moment, that's for sure.\Um, have you ever thought that you were sacrificing yourself\by having a child, Gotou-san?\Are you referring to my change in position? response:	Sorry. I know this is being rude, but...
context: It's a little late to be saying this,\but it's tough to work full-time and raise a kid, isn't it?\You've got that right.\There's never a dull moment, that's for sure.\Um, have you ever thought that you were sacrificing yourself\by having a child, Gotou-san?\Are you referring to my change in position?\Sorry. I know this is being rude, but... response:	Mmm, at the time, I thought that was the best choice,
context: but it's tough to work full-time and raise a kid, isn't it?\You've got that right.\There's never a dull moment, that's for sure.\Um, have you ever thought that you were sacrificing yourself\by having a child, Gotou-san?\Are you referring to my change in position?\Sorry. I know this is being rude, but...\Mmm, at the time, I thought that was the best choice, response:	and it turned out all right, so I have no problem with it.
context: You've got that right.\There's never a dull moment, that's for sure.\Um, have you ever thought that you were sacrificing yourself\by having a child, Gotou-san?\Are you referring to my change in position?\Sorry. I know this is being rude, but...\Mmm, at the time, I thought that was the best choice,\and it turned out all right, so I have no problem with it. response:	But even if it was a sacrifice for me,
context: There's never a dull moment, that's for sure.\Um, have you ever thought that you were sacrificing yourself\by having a child, Gotou-san?\Are you referring to my change in position?\Sorry. I know this is being rude, but...\Mmm, at the time, I thought that was the best choice,\and it turned out all right, so I have no problem with it.\But even if it was a sacrifice for me, response:	I wouldn't want to talk about it.
context: Um, have you ever thought that you were sacrificing yourself\by having a child, Gotou-san?\Are you referring to my change in position?\Sorry. I know this is being rude, but...\Mmm, at the time, I thought that was the best choice,\and it turned out all right, so I have no problem with it.\But even if it was a sacrifice for me,\I wouldn't want to talk about it. response:	Because words have a strong power, see?
context: by having a child, Gotou-san?\Are you referring to my change in position?\Sorry. I know this is being rude, but...\Mmm, at the time, I thought that was the best choice,\and it turned out all right, so I have no problem with it.\But even if it was a sacrifice for me,\I wouldn't want to talk about it.\Because words have a strong power, see? response:	What do some people say, the spirit of language?
context: Are you referring to my change in position?\Sorry. I know this is being rude, but...\Mmm, at the time, I thought that was the best choice,\and it turned out all right, so I have no problem with it.\But even if it was a sacrifice for me,\I wouldn't want to talk about it.\Because words have a strong power, see?\What do some people say, the spirit of language? response:	Is that too abstract?
context: Sorry. I know this is being rude, but...\Mmm, at the time, I thought that was the best choice,\and it turned out all right, so I have no problem with it.\But even if it was a sacrifice for me,\I wouldn't want to talk about it.\Because words have a strong power, see?\What do some people say, the spirit of language?\Is that too abstract? response:	No...
context: Mmm, at the time, I thought that was the best choice,\and it turned out all right, so I have no problem with it.\But even if it was a sacrifice for me,\I wouldn't want to talk about it.\Because words have a strong power, see?\What do some people say, the spirit of language?\Is that too abstract?\No... response:	I understand exactly what you mean!
context: and it turned out all right, so I have no problem with it.\But even if it was a sacrifice for me,\I wouldn't want to talk about it.\Because words have a strong power, see?\What do some people say, the spirit of language?\Is that too abstract?\No...\I understand exactly what you mean! response:	Please tell me more about kids again sometime.
context: But even if it was a sacrifice for me,\I wouldn't want to talk about it.\Because words have a strong power, see?\What do some people say, the spirit of language?\Is that too abstract?\No...\I understand exactly what you mean!\Please tell me more about kids again sometime. response:	Kawachi-kun, your child is older than mine, isn't she?
context: I wouldn't want to talk about it.\Because words have a strong power, see?\What do some people say, the spirit of language?\Is that too abstract?\No...\I understand exactly what you mean!\Please tell me more about kids again sometime.\Kawachi-kun, your child is older than mine, isn't she? response:	I want you to teach me, Senpai!
context: Because words have a strong power, see?\What do some people say, the spirit of language?\Is that too abstract?\No...\I understand exactly what you mean!\Please tell me more about kids again sometime.\Kawachi-kun, your child is older than mine, isn't she?\I want you to teach me, Senpai! response:	Rin...
context: What do some people say, the spirit of language?\Is that too abstract?\No...\I understand exactly what you mean!\Please tell me more about kids again sometime.\Kawachi-kun, your child is older than mine, isn't she?\I want you to teach me, Senpai!\Rin... response:	You can wake me up.
context: Is that too abstract?\No...\I understand exactly what you mean!\Please tell me more about kids again sometime.\Kawachi-kun, your child is older than mine, isn't she?\I want you to teach me, Senpai!\Rin...\You can wake me up. response:	But, it's sweat!
context: No...\I understand exactly what you mean!\Please tell me more about kids again sometime.\Kawachi-kun, your child is older than mine, isn't she?\I want you to teach me, Senpai!\Rin...\You can wake me up.\But, it's sweat! response:	Whether it's sweat or whatever, it's fine.
context: I understand exactly what you mean!\Please tell me more about kids again sometime.\Kawachi-kun, your child is older than mine, isn't she?\I want you to teach me, Senpai!\Rin...\You can wake me up.\But, it's sweat!\Whether it's sweat or whatever, it's fine. response:	Did you have a bad dream?
context: Please tell me more about kids again sometime.\Kawachi-kun, your child is older than mine, isn't she?\I want you to teach me, Senpai!\Rin...\You can wake me up.\But, it's sweat!\Whether it's sweat or whatever, it's fine.\Did you have a bad dream? response:	What's it like to die?
context: Kawachi-kun, your child is older than mine, isn't she?\I want you to teach me, Senpai!\Rin...\You can wake me up.\But, it's sweat!\Whether it's sweat or whatever, it's fine.\Did you have a bad dream?\What's it like to die? response:	Daikichi, are you gonna die before me?
context: I want you to teach me, Senpai!\Rin...\You can wake me up.\But, it's sweat!\Whether it's sweat or whatever, it's fine.\Did you have a bad dream?\What's it like to die?\Daikichi, are you gonna die before me? response:	Sadness about Grandpa's death...
context: Rin...\You can wake me up.\But, it's sweat!\Whether it's sweat or whatever, it's fine.\Did you have a bad dream?\What's it like to die?\Daikichi, are you gonna die before me?\Sadness about Grandpa's death... response:	Anxiety over what would happen if I died...
context: You can wake me up.\But, it's sweat!\Whether it's sweat or whatever, it's fine.\Did you have a bad dream?\What's it like to die?\Daikichi, are you gonna die before me?\Sadness about Grandpa's death...\Anxiety over what would happen if I died... response:	Fear of her own death...
context: But, it's sweat!\Whether it's sweat or whatever, it's fine.\Did you have a bad dream?\What's it like to die?\Daikichi, are you gonna die before me?\Sadness about Grandpa's death...\Anxiety over what would happen if I died...\Fear of her own death... response:	She isn't able to sort these out one by one, so she's all jumbled up.
context: Whether it's sweat or whatever, it's fine.\Did you have a bad dream?\What's it like to die?\Daikichi, are you gonna die before me?\Sadness about Grandpa's death...\Anxiety over what would happen if I died...\Fear of her own death...\She isn't able to sort these out one by one, so she's all jumbled up. response:	Rin, everything will be fine'til you're a young lady.
context: Did you have a bad dream?\What's it like to die?\Daikichi, are you gonna die before me?\Sadness about Grandpa's death...\Anxiety over what would happen if I died...\Fear of her own death...\She isn't able to sort these out one by one, so she's all jumbled up.\Rin, everything will be fine'til you're a young lady. response:	When will I start to be a young lady?
context: What's it like to die?\Daikichi, are you gonna die before me?\Sadness about Grandpa's death...\Anxiety over what would happen if I died...\Fear of her own death...\She isn't able to sort these out one by one, so she's all jumbled up.\Rin, everything will be fine'til you're a young lady.\When will I start to be a young lady? response:	I mean everything will be fine'til you're a middle-aged lady.
context: Daikichi, are you gonna die before me?\Sadness about Grandpa's death...\Anxiety over what would happen if I died...\Fear of her own death...\She isn't able to sort these out one by one, so she's all jumbled up.\Rin, everything will be fine'til you're a young lady.\When will I start to be a young lady?\I mean everything will be fine'til you're a middle-aged lady. response:	Until then, I am not gonna die!
context: Sadness about Grandpa's death...\Anxiety over what would happen if I died...\Fear of her own death...\She isn't able to sort these out one by one, so she's all jumbled up.\Rin, everything will be fine'til you're a young lady.\When will I start to be a young lady?\I mean everything will be fine'til you're a middle-aged lady.\Until then, I am not gonna die! response:	Count on it!
context: Anxiety over what would happen if I died...\Fear of her own death...\She isn't able to sort these out one by one, so she's all jumbled up.\Rin, everything will be fine'til you're a young lady.\When will I start to be a young lady?\I mean everything will be fine'til you're a middle-aged lady.\Until then, I am not gonna die!\Count on it! response:	Okay.
context: Fear of her own death...\She isn't able to sort these out one by one, so she's all jumbled up.\Rin, everything will be fine'til you're a young lady.\When will I start to be a young lady?\I mean everything will be fine'til you're a middle-aged lady.\Until then, I am not gonna die!\Count on it!\Okay. response:	And don't worry about wetting the bed either.
context: She isn't able to sort these out one by one, so she's all jumbled up.\Rin, everything will be fine'til you're a young lady.\When will I start to be a young lady?\I mean everything will be fine'til you're a middle-aged lady.\Until then, I am not gonna die!\Count on it!\Okay.\And don't worry about wetting the bed either. response:	You'll be fine as long as you go to the toilet before bedtime.
context: Rin, everything will be fine'til you're a young lady.\When will I start to be a young lady?\I mean everything will be fine'til you're a middle-aged lady.\Until then, I am not gonna die!\Count on it!\Okay.\And don't worry about wetting the bed either.\You'll be fine as long as you go to the toilet before bedtime. response:	The toilet is scary!
context: When will I start to be a young lady?\I mean everything will be fine'til you're a middle-aged lady.\Until then, I am not gonna die!\Count on it!\Okay.\And don't worry about wetting the bed either.\You'll be fine as long as you go to the toilet before bedtime.\The toilet is scary! response:	I'll go with you at night.
context: I mean everything will be fine'til you're a middle-aged lady.\Until then, I am not gonna die!\Count on it!\Okay.\And don't worry about wetting the bed either.\You'll be fine as long as you go to the toilet before bedtime.\The toilet is scary!\I'll go with you at night. response:	And if you still have an accident after that,
context: Until then, I am not gonna die!\Count on it!\Okay.\And don't worry about wetting the bed either.\You'll be fine as long as you go to the toilet before bedtime.\The toilet is scary!\I'll go with you at night.\And if you still have an accident after that, response:	all we have to do is change your pajamas.
context: Count on it!\Okay.\And don't worry about wetting the bed either.\You'll be fine as long as you go to the toilet before bedtime.\The toilet is scary!\I'll go with you at night.\And if you still have an accident after that,\all we have to do is change your pajamas. response:	Will you be mad?
context: Okay.\And don't worry about wetting the bed either.\You'll be fine as long as you go to the toilet before bedtime.\The toilet is scary!\I'll go with you at night.\And if you still have an accident after that,\all we have to do is change your pajamas.\Will you be mad? response:	It's nothing to be mad about, and it's nothing to be laughed at.
context: And don't worry about wetting the bed either.\You'll be fine as long as you go to the toilet before bedtime.\The toilet is scary!\I'll go with you at night.\And if you still have an accident after that,\all we have to do is change your pajamas.\Will you be mad?\It's nothing to be mad about, and it's nothing to be laughed at. response:	Okay.
context: You'll be fine as long as you go to the toilet before bedtime.\The toilet is scary!\I'll go with you at night.\And if you still have an accident after that,\all we have to do is change your pajamas.\Will you be mad?\It's nothing to be mad about, and it's nothing to be laughed at.\Okay. response:	What'd you want to talk to me about?
context: The toilet is scary!\I'll go with you at night.\And if you still have an accident after that,\all we have to do is change your pajamas.\Will you be mad?\It's nothing to be mad about, and it's nothing to be laughed at.\Okay.\What'd you want to talk to me about? response:	I'm sorry this is so sudden, Hidaka-san...
context: I'll go with you at night.\And if you still have an accident after that,\all we have to do is change your pajamas.\Will you be mad?\It's nothing to be mad about, and it's nothing to be laughed at.\Okay.\What'd you want to talk to me about?\I'm sorry this is so sudden, Hidaka-san... response:	Um... This is out of the blue,
context: And if you still have an accident after that,\all we have to do is change your pajamas.\Will you be mad?\It's nothing to be mad about, and it's nothing to be laughed at.\Okay.\What'd you want to talk to me about?\I'm sorry this is so sudden, Hidaka-san...\Um... This is out of the blue, response:	but please transfer me to a section that doesn't require working overtime!
context: all we have to do is change your pajamas.\Will you be mad?\It's nothing to be mad about, and it's nothing to be laughed at.\Okay.\What'd you want to talk to me about?\I'm sorry this is so sudden, Hidaka-san...\Um... This is out of the blue,\but please transfer me to a section that doesn't require working overtime! response:	What? Kawachi... Are you serious about this?
context: Will you be mad?\It's nothing to be mad about, and it's nothing to be laughed at.\Okay.\What'd you want to talk to me about?\I'm sorry this is so sudden, Hidaka-san...\Um... This is out of the blue,\but please transfer me to a section that doesn't require working overtime!\What? Kawachi... Are you serious about this? response:	Totally serious!
context: It's nothing to be mad about, and it's nothing to be laughed at.\Okay.\What'd you want to talk to me about?\I'm sorry this is so sudden, Hidaka-san...\Um... This is out of the blue,\but please transfer me to a section that doesn't require working overtime!\What? Kawachi... Are you serious about this?\Totally serious! response:	I see. So that's what's new in your life...
context: Okay.\What'd you want to talk to me about?\I'm sorry this is so sudden, Hidaka-san...\Um... This is out of the blue,\but please transfer me to a section that doesn't require working overtime!\What? Kawachi... Are you serious about this?\Totally serious!\I see. So that's what's new in your life... response:	Personally, I think it's a real shame...
context: What'd you want to talk to me about?\I'm sorry this is so sudden, Hidaka-san...\Um... This is out of the blue,\but please transfer me to a section that doesn't require working overtime!\What? Kawachi... Are you serious about this?\Totally serious!\I see. So that's what's new in your life...\Personally, I think it's a real shame... response:	But I've got a kid, too.
context: I'm sorry this is so sudden, Hidaka-san...\Um... This is out of the blue,\but please transfer me to a section that doesn't require working overtime!\What? Kawachi... Are you serious about this?\Totally serious!\I see. So that's what's new in your life...\Personally, I think it's a real shame...\But I've got a kid, too. response:	Somehow, I'll try to convince the section chief.
context: Um... This is out of the blue,\but please transfer me to a section that doesn't require working overtime!\What? Kawachi... Are you serious about this?\Totally serious!\I see. So that's what's new in your life...\Personally, I think it's a real shame...\But I've got a kid, too.\Somehow, I'll try to convince the section chief. response:	I'm sorry. But I really appreciate your help.
context: but please transfer me to a section that doesn't require working overtime!\What? Kawachi... Are you serious about this?\Totally serious!\I see. So that's what's new in your life...\Personally, I think it's a real shame...\But I've got a kid, too.\Somehow, I'll try to convince the section chief.\I'm sorry. But I really appreciate your help. response:	You do know the people under you will make a fuss.
context: What? Kawachi... Are you serious about this?\Totally serious!\I see. So that's what's new in your life...\Personally, I think it's a real shame...\But I've got a kid, too.\Somehow, I'll try to convince the section chief.\I'm sorry. But I really appreciate your help.\You do know the people under you will make a fuss. response:	I can't understand it!
context: Totally serious!\I see. So that's what's new in your life...\Personally, I think it's a real shame...\But I've got a kid, too.\Somehow, I'll try to convince the section chief.\I'm sorry. But I really appreciate your help.\You do know the people under you will make a fuss.\I can't understand it! response:	Why did it have to be you, Kawachi-san?!
context: I see. So that's what's new in your life...\Personally, I think it's a real shame...\But I've got a kid, too.\Somehow, I'll try to convince the section chief.\I'm sorry. But I really appreciate your help.\You do know the people under you will make a fuss.\I can't understand it!\Why did it have to be you, Kawachi-san?! response:	Can't you ask another relative?!
context: Personally, I think it's a real shame...\But I've got a kid, too.\Somehow, I'll try to convince the section chief.\I'm sorry. But I really appreciate your help.\You do know the people under you will make a fuss.\I can't understand it!\Why did it have to be you, Kawachi-san?!\Can't you ask another relative?! response:	I can't tell him that I insisted on taking her in myself.
context: But I've got a kid, too.\Somehow, I'll try to convince the section chief.\I'm sorry. But I really appreciate your help.\You do know the people under you will make a fuss.\I can't understand it!\Why did it have to be you, Kawachi-san?!\Can't you ask another relative?!\I can't tell him that I insisted on taking her in myself. response:	And aren't there nursery schools that'll keep the kids'til late at night?!
context: Somehow, I'll try to convince the section chief.\I'm sorry. But I really appreciate your help.\You do know the people under you will make a fuss.\I can't understand it!\Why did it have to be you, Kawachi-san?!\Can't you ask another relative?!\I can't tell him that I insisted on taking her in myself.\And aren't there nursery schools that'll keep the kids'til late at night?! response:	I don't wanna work for anyone but you, Kawachi-san!
context: I'm sorry. But I really appreciate your help.\You do know the people under you will make a fuss.\I can't understand it!\Why did it have to be you, Kawachi-san?!\Can't you ask another relative?!\I can't tell him that I insisted on taking her in myself.\And aren't there nursery schools that'll keep the kids'til late at night?!\I don't wanna work for anyone but you, Kawachi-san! response:	Certainly, this is sudden...
context: You do know the people under you will make a fuss.\I can't understand it!\Why did it have to be you, Kawachi-san?!\Can't you ask another relative?!\I can't tell him that I insisted on taking her in myself.\And aren't there nursery schools that'll keep the kids'til late at night?!\I don't wanna work for anyone but you, Kawachi-san!\Certainly, this is sudden... response:	But higher-ups often make sudden transfers.
context: I can't understand it!\Why did it have to be you, Kawachi-san?!\Can't you ask another relative?!\I can't tell him that I insisted on taking her in myself.\And aren't there nursery schools that'll keep the kids'til late at night?!\I don't wanna work for anyone but you, Kawachi-san!\Certainly, this is sudden...\But higher-ups often make sudden transfers. response:	So don't make a mountain out of a molehill!
context: Why did it have to be you, Kawachi-san?!\Can't you ask another relative?!\I can't tell him that I insisted on taking her in myself.\And aren't there nursery schools that'll keep the kids'til late at night?!\I don't wanna work for anyone but you, Kawachi-san!\Certainly, this is sudden...\But higher-ups often make sudden transfers.\So don't make a mountain out of a molehill! response:	But... I really am sorry.
context: Can't you ask another relative?!\I can't tell him that I insisted on taking her in myself.\And aren't there nursery schools that'll keep the kids'til late at night?!\I don't wanna work for anyone but you, Kawachi-san!\Certainly, this is sudden...\But higher-ups often make sudden transfers.\So don't make a mountain out of a molehill!\But... I really am sorry. response:	Even without me, my section will eventually get settled.
context: I can't tell him that I insisted on taking her in myself.\And aren't there nursery schools that'll keep the kids'til late at night?!\I don't wanna work for anyone but you, Kawachi-san!\Certainly, this is sudden...\But higher-ups often make sudden transfers.\So don't make a mountain out of a molehill!\But... I really am sorry.\Even without me, my section will eventually get settled. response:	And they should be able to shuffle people around.
context: And aren't there nursery schools that'll keep the kids'til late at night?!\I don't wanna work for anyone but you, Kawachi-san!\Certainly, this is sudden...\But higher-ups often make sudden transfers.\So don't make a mountain out of a molehill!\But... I really am sorry.\Even without me, my section will eventually get settled.\And they should be able to shuffle people around. response:	If not, there's something wrong with the organization.
context: I don't wanna work for anyone but you, Kawachi-san!\Certainly, this is sudden...\But higher-ups often make sudden transfers.\So don't make a mountain out of a molehill!\But... I really am sorry.\Even without me, my section will eventually get settled.\And they should be able to shuffle people around.\If not, there's something wrong with the organization. response:	But I can't let Rin go on like this!
context: Certainly, this is sudden...\But higher-ups often make sudden transfers.\So don't make a mountain out of a molehill!\But... I really am sorry.\Even without me, my section will eventually get settled.\And they should be able to shuffle people around.\If not, there's something wrong with the organization.\But I can't let Rin go on like this! response:	I don't think...
context: But higher-ups often make sudden transfers.\So don't make a mountain out of a molehill!\But... I really am sorry.\Even without me, my section will eventually get settled.\And they should be able to shuffle people around.\If not, there's something wrong with the organization.\But I can't let Rin go on like this!\I don't think... response:	My line of thinking isn't wrong...
context: So don't make a mountain out of a molehill!\But... I really am sorry.\Even without me, my section will eventually get settled.\And they should be able to shuffle people around.\If not, there's something wrong with the organization.\But I can't let Rin go on like this!\I don't think...\My line of thinking isn't wrong... response:	Right?
context: But... I really am sorry.\Even without me, my section will eventually get settled.\And they should be able to shuffle people around.\If not, there's something wrong with the organization.\But I can't let Rin go on like this!\I don't think...\My line of thinking isn't wrong...\Right? response:	Maybe...
context: Even without me, my section will eventually get settled.\And they should be able to shuffle people around.\If not, there's something wrong with the organization.\But I can't let Rin go on like this!\I don't think...\My line of thinking isn't wrong...\Right?\Maybe... response:	Did you finish?
context: And they should be able to shuffle people around.\If not, there's something wrong with the organization.\But I can't let Rin go on like this!\I don't think...\My line of thinking isn't wrong...\Right?\Maybe...\Did you finish? response:	You want this much rice?
context: If not, there's something wrong with the organization.\But I can't let Rin go on like this!\I don't think...\My line of thinking isn't wrong...\Right?\Maybe...\Did you finish?\You want this much rice? response:	Yeah, that's perfect!
context: But I can't let Rin go on like this!\I don't think...\My line of thinking isn't wrong...\Right?\Maybe...\Did you finish?\You want this much rice?\Yeah, that's perfect! response:	Admittance Guide
context: I don't think...\My line of thinking isn't wrong...\Right?\Maybe...\Did you finish?\You want this much rice?\Yeah, that's perfect!\Admittance Guide response:	Towel, box lunch, slippers, toothbrush, cup...
context: My line of thinking isn't wrong...\Right?\Maybe...\Did you finish?\You want this much rice?\Yeah, that's perfect!\Admittance Guide\Towel, box lunch, slippers, toothbrush, cup... response:	With your name on everything!
context: Right?\Maybe...\Did you finish?\You want this much rice?\Yeah, that's perfect!\Admittance Guide\Towel, box lunch, slippers, toothbrush, cup...\With your name on everything! response:	Futon?!
context: Maybe...\Did you finish?\You want this much rice?\Yeah, that's perfect!\Admittance Guide\Towel, box lunch, slippers, toothbrush, cup...\With your name on everything!\Futon?! response:	Oh, that's only for the babies...
context: Did you finish?\You want this much rice?\Yeah, that's perfect!\Admittance Guide\Towel, box lunch, slippers, toothbrush, cup...\With your name on everything!\Futon?!\Oh, that's only for the babies... response:	All right!
context: You want this much rice?\Yeah, that's perfect!\Admittance Guide\Towel, box lunch, slippers, toothbrush, cup...\With your name on everything!\Futon?!\Oh, that's only for the babies...\All right! response:	Daikichi, hurry up!
context: Yeah, that's perfect!\Admittance Guide\Towel, box lunch, slippers, toothbrush, cup...\With your name on everything!\Futon?!\Oh, that's only for the babies...\All right!\Daikichi, hurry up! response:	Right now, I couldn't state This isn't a sacrifice
context: Admittance Guide\Towel, box lunch, slippers, toothbrush, cup...\With your name on everything!\Futon?!\Oh, that's only for the babies...\All right!\Daikichi, hurry up!\Right now, I couldn't state This isn't a sacrifice response:	without having it sound like a lie...
context: Towel, box lunch, slippers, toothbrush, cup...\With your name on everything!\Futon?!\Oh, that's only for the babies...\All right!\Daikichi, hurry up!\Right now, I couldn't state This isn't a sacrifice\without having it sound like a lie... response:	But I hope I will be able to think that way some years from now.
context: With your name on everything!\Futon?!\Oh, that's only for the babies...\All right!\Daikichi, hurry up!\Right now, I couldn't state This isn't a sacrifice\without having it sound like a lie...\But I hope I will be able to think that way some years from now. response:	A sunny early Sunday afternoon
