context: The other team chose to receive the ball first. response:	We'll be serving first.
context: Shut up!\I'll eventually be able to do that...\Eventually.\Nice kill!\Nice kill!\Nice!\We're not gonna lose...\Karasuno Johzenji response:	Chance ball!
context: I'll eventually be able to do that...\Eventually.\Nice kill!\Nice kill!\Nice!\We're not gonna lose...\Karasuno Johzenji\Chance ball! response:	Got it!
context: Eventually.\Nice kill!\Nice kill!\Nice!\We're not gonna lose...\Karasuno Johzenji\Chance ball!\Got it! response:	Synchronized attack: Sugawara version!
context: Nice kill!\Nice kill!\Nice!\We're not gonna lose...\Karasuno Johzenji\Chance ball!\Got it!\Synchronized attack: Sugawara version! response:	All right!
context: Nice kill!\Nice!\We're not gonna lose...\Karasuno Johzenji\Chance ball!\Got it!\Synchronized attack: Sugawara version!\All right! response:	Now they're at...
context: Nice!\We're not gonna lose...\Karasuno Johzenji\Chance ball!\Got it!\Synchronized attack: Sugawara version!\All right!\Now they're at... response:	Karasuno Johzenji
context: We're not gonna lose...\Karasuno Johzenji\Chance ball!\Got it!\Synchronized attack: Sugawara version!\All right!\Now they're at...\Karasuno Johzenji response:	Set point.
context: Karasuno Johzenji\Chance ball!\Got it!\Synchronized attack: Sugawara version!\All right!\Now they're at...\Karasuno Johzenji\Set point. response:	That thing where they all move at once...
context: Chance ball!\Got it!\Synchronized attack: Sugawara version!\All right!\Now they're at...\Karasuno Johzenji\Set point.\That thing where they all move at once... response:	That's so cool!
context: Got it!\Synchronized attack: Sugawara version!\All right!\Now they're at...\Karasuno Johzenji\Set point.\That thing where they all move at once...\That's so cool! response:	Hey, so, like...
context: Synchronized attack: Sugawara version!\All right!\Now they're at...\Karasuno Johzenji\Set point.\That thing where they all move at once...\That's so cool!\Hey, so, like... response:	Don't tell me they're...
context: All right!\Now they're at...\Karasuno Johzenji\Set point.\That thing where they all move at once...\That's so cool!\Hey, so, like...\Don't tell me they're... response:	Narita, one more! Nice serve!
context: Now they're at...\Karasuno Johzenji\Set point.\That thing where they all move at once...\That's so cool!\Hey, so, like...\Don't tell me they're...\Narita, one more! Nice serve! response:	Johzenji's also doing a synchronized play?
context: Karasuno Johzenji\Set point.\That thing where they all move at once...\That's so cool!\Hey, so, like...\Don't tell me they're...\Narita, one more! Nice serve!\Johzenji's also doing a synchronized play? response:	All right!
context: Set point.\That thing where they all move at once...\That's so cool!\Hey, so, like...\Don't tell me they're...\Narita, one more! Nice serve!\Johzenji's also doing a synchronized play?\All right! response:	Karasuno Johzenji
context: That thing where they all move at once...\That's so cool!\Hey, so, like...\Don't tell me they're...\Narita, one more! Nice serve!\Johzenji's also doing a synchronized play?\All right!\Karasuno Johzenji response:	We did that a lot, too...
context: That's so cool!\Hey, so, like...\Don't tell me they're...\Narita, one more! Nice serve!\Johzenji's also doing a synchronized play?\All right!\Karasuno Johzenji\We did that a lot, too... response:	Not bad, Narita.
context: Hey, so, like...\Don't tell me they're...\Narita, one more! Nice serve!\Johzenji's also doing a synchronized play?\All right!\Karasuno Johzenji\We did that a lot, too...\Not bad, Narita. response:	We still do, from time to time.
context: Don't tell me they're...\Narita, one more! Nice serve!\Johzenji's also doing a synchronized play?\All right!\Karasuno Johzenji\We did that a lot, too...\Not bad, Narita.\We still do, from time to time. response:	Johzenji's synchronized attack just now
context: Narita, one more! Nice serve!\Johzenji's also doing a synchronized play?\All right!\Karasuno Johzenji\We did that a lot, too...\Not bad, Narita.\We still do, from time to time.\Johzenji's synchronized attack just now response:	was most likely monkey see, monkey do.
context: Johzenji's also doing a synchronized play?\All right!\Karasuno Johzenji\We did that a lot, too...\Not bad, Narita.\We still do, from time to time.\Johzenji's synchronized attack just now\was most likely monkey see, monkey do. response:	They just did it on a whim.
context: All right!\Karasuno Johzenji\We did that a lot, too...\Not bad, Narita.\We still do, from time to time.\Johzenji's synchronized attack just now\was most likely monkey see, monkey do.\They just did it on a whim. response:	What? But that'd put them at a disadvantage...
context: Karasuno Johzenji\We did that a lot, too...\Not bad, Narita.\We still do, from time to time.\Johzenji's synchronized attack just now\was most likely monkey see, monkey do.\They just did it on a whim.\What? But that'd put them at a disadvantage... response:	Not to mention, it was a set point.
context: We did that a lot, too...\Not bad, Narita.\We still do, from time to time.\Johzenji's synchronized attack just now\was most likely monkey see, monkey do.\They just did it on a whim.\What? But that'd put them at a disadvantage...\Not to mention, it was a set point. response:	It probably also has to do with the fact
context: Not bad, Narita.\We still do, from time to time.\Johzenji's synchronized attack just now\was most likely monkey see, monkey do.\They just did it on a whim.\What? But that'd put them at a disadvantage...\Not to mention, it was a set point.\It probably also has to do with the fact response:	I totally thought I could do it!
context: We still do, from time to time.\Johzenji's synchronized attack just now\was most likely monkey see, monkey do.\They just did it on a whim.\What? But that'd put them at a disadvantage...\Not to mention, it was a set point.\It probably also has to do with the fact\I totally thought I could do it! response:	that we're in our first set,
context: Johzenji's synchronized attack just now\was most likely monkey see, monkey do.\They just did it on a whim.\What? But that'd put them at a disadvantage...\Not to mention, it was a set point.\It probably also has to do with the fact\I totally thought I could do it!\that we're in our first set, response:	but their recklessness is scary.
context: was most likely monkey see, monkey do.\They just did it on a whim.\What? But that'd put them at a disadvantage...\Not to mention, it was a set point.\It probably also has to do with the fact\I totally thought I could do it!\that we're in our first set,\but their recklessness is scary. response:	I've been wondering about this, but...
context: They just did it on a whim.\What? But that'd put them at a disadvantage...\Not to mention, it was a set point.\It probably also has to do with the fact\I totally thought I could do it!\that we're in our first set,\but their recklessness is scary.\I've been wondering about this, but... response:	Johzenji High School's banner...
context: What? But that'd put them at a disadvantage...\Not to mention, it was a set point.\It probably also has to do with the fact\I totally thought I could do it!\that we're in our first set,\but their recklessness is scary.\I've been wondering about this, but...\Johzenji High School's banner... response:	Simplicity and Fortitude Johzenji Parents' Association
context: Not to mention, it was a set point.\It probably also has to do with the fact\I totally thought I could do it!\that we're in our first set,\but their recklessness is scary.\I've been wondering about this, but...\Johzenji High School's banner...\Simplicity and Fortitude Johzenji Parents' Association response:	How do I put this?
context: It probably also has to do with the fact\I totally thought I could do it!\that we're in our first set,\but their recklessness is scary.\I've been wondering about this, but...\Johzenji High School's banner...\Simplicity and Fortitude Johzenji Parents' Association\How do I put this? response:	It doesn't really fit the team... Does it?
context: I totally thought I could do it!\that we're in our first set,\but their recklessness is scary.\I've been wondering about this, but...\Johzenji High School's banner...\Simplicity and Fortitude Johzenji Parents' Association\How do I put this?\It doesn't really fit the team... Does it? response:	I'd say they're more wild and free.
context: that we're in our first set,\but their recklessness is scary.\I've been wondering about this, but...\Johzenji High School's banner...\Simplicity and Fortitude Johzenji Parents' Association\How do I put this?\It doesn't really fit the team... Does it?\I'd say they're more wild and free. response:	Actually a long time ago, or rather, up until recently,
context: but their recklessness is scary.\I've been wondering about this, but...\Johzenji High School's banner...\Simplicity and Fortitude Johzenji Parents' Association\How do I put this?\It doesn't really fit the team... Does it?\I'd say they're more wild and free.\Actually a long time ago, or rather, up until recently, response:	simplicity and fortitude described Johzenji's team accurately.
context: I've been wondering about this, but...\Johzenji High School's banner...\Simplicity and Fortitude Johzenji Parents' Association\How do I put this?\It doesn't really fit the team... Does it?\I'd say they're more wild and free.\Actually a long time ago, or rather, up until recently,\simplicity and fortitude described Johzenji's team accurately. response:	You guys seriously need to think about when to do things.
context: Johzenji High School's banner...\Simplicity and Fortitude Johzenji Parents' Association\How do I put this?\It doesn't really fit the team... Does it?\I'd say they're more wild and free.\Actually a long time ago, or rather, up until recently,\simplicity and fortitude described Johzenji's team accurately.\You guys seriously need to think about when to do things. response:	I totally thought I could do it.
context: Simplicity and Fortitude Johzenji Parents' Association\How do I put this?\It doesn't really fit the team... Does it?\I'd say they're more wild and free.\Actually a long time ago, or rather, up until recently,\simplicity and fortitude described Johzenji's team accurately.\You guys seriously need to think about when to do things.\I totally thought I could do it. response:	Now they got a set from us!
context: How do I put this?\It doesn't really fit the team... Does it?\I'd say they're more wild and free.\Actually a long time ago, or rather, up until recently,\simplicity and fortitude described Johzenji's team accurately.\You guys seriously need to think about when to do things.\I totally thought I could do it.\Now they got a set from us! response:	Just like you guys, they're a pretty troublesome team if you get them riled up.
context: It doesn't really fit the team... Does it?\I'd say they're more wild and free.\Actually a long time ago, or rather, up until recently,\simplicity and fortitude described Johzenji's team accurately.\You guys seriously need to think about when to do things.\I totally thought I could do it.\Now they got a set from us!\Just like you guys, they're a pretty troublesome team if you get them riled up. response:	That 10 sure jumps well.
context: I'd say they're more wild and free.\Actually a long time ago, or rather, up until recently,\simplicity and fortitude described Johzenji's team accurately.\You guys seriously need to think about when to do things.\I totally thought I could do it.\Now they got a set from us!\Just like you guys, they're a pretty troublesome team if you get them riled up.\That 10 sure jumps well. response:	Well, I mean, their motto is...
context: Actually a long time ago, or rather, up until recently,\simplicity and fortitude described Johzenji's team accurately.\You guys seriously need to think about when to do things.\I totally thought I could do it.\Now they got a set from us!\Just like you guys, they're a pretty troublesome team if you get them riled up.\That 10 sure jumps well.\Well, I mean, their motto is... response:	Fly
context: simplicity and fortitude described Johzenji's team accurately.\You guys seriously need to think about when to do things.\I totally thought I could do it.\Now they got a set from us!\Just like you guys, they're a pretty troublesome team if you get them riled up.\That 10 sure jumps well.\Well, I mean, their motto is...\Fly response:	Fly!
context: You guys seriously need to think about when to do things.\I totally thought I could do it.\Now they got a set from us!\Just like you guys, they're a pretty troublesome team if you get them riled up.\That 10 sure jumps well.\Well, I mean, their motto is...\Fly\Fly! response:	And yet, we get that.
context: I totally thought I could do it.\Now they got a set from us!\Just like you guys, they're a pretty troublesome team if you get them riled up.\That 10 sure jumps well.\Well, I mean, their motto is...\Fly\Fly!\And yet, we get that. response:	Simplicity and Fortitude Johzenji Parents' Association
context: Now they got a set from us!\Just like you guys, they're a pretty troublesome team if you get them riled up.\That 10 sure jumps well.\Well, I mean, their motto is...\Fly\Fly!\And yet, we get that.\Simplicity and Fortitude Johzenji Parents' Association response:	Our banner is so lame.
context: Just like you guys, they're a pretty troublesome team if you get them riled up.\That 10 sure jumps well.\Well, I mean, their motto is...\Fly\Fly!\And yet, we get that.\Simplicity and Fortitude Johzenji Parents' Association\Our banner is so lame. response:	Let's hurry and get a new one.
context: That 10 sure jumps well.\Well, I mean, their motto is...\Fly\Fly!\And yet, we get that.\Simplicity and Fortitude Johzenji Parents' Association\Our banner is so lame.\Let's hurry and get a new one. response:	Simplicity and Fortitude is cool, too!
context: Well, I mean, their motto is...\Fly\Fly!\And yet, we get that.\Simplicity and Fortitude Johzenji Parents' Association\Our banner is so lame.\Let's hurry and get a new one.\Simplicity and Fortitude is cool, too! response:	I guess that depends on taste,
context: Fly\Fly!\And yet, we get that.\Simplicity and Fortitude Johzenji Parents' Association\Our banner is so lame.\Let's hurry and get a new one.\Simplicity and Fortitude is cool, too!\I guess that depends on taste, response:	but it doesn't fit the team.
context: Fly!\And yet, we get that.\Simplicity and Fortitude Johzenji Parents' Association\Our banner is so lame.\Let's hurry and get a new one.\Simplicity and Fortitude is cool, too!\I guess that depends on taste,\but it doesn't fit the team. response:	At least our generation.
context: And yet, we get that.\Simplicity and Fortitude Johzenji Parents' Association\Our banner is so lame.\Let's hurry and get a new one.\Simplicity and Fortitude is cool, too!\I guess that depends on taste,\but it doesn't fit the team.\At least our generation. response:	Or rather, it won't fit the future generations, either.
context: Simplicity and Fortitude Johzenji Parents' Association\Our banner is so lame.\Let's hurry and get a new one.\Simplicity and Fortitude is cool, too!\I guess that depends on taste,\but it doesn't fit the team.\At least our generation.\Or rather, it won't fit the future generations, either. response:	I know, right?
context: Our banner is so lame.\Let's hurry and get a new one.\Simplicity and Fortitude is cool, too!\I guess that depends on taste,\but it doesn't fit the team.\At least our generation.\Or rather, it won't fit the future generations, either.\I know, right? response:	Miyagi Prefecture Johzenji High School
context: Let's hurry and get a new one.\Simplicity and Fortitude is cool, too!\I guess that depends on taste,\but it doesn't fit the team.\At least our generation.\Or rather, it won't fit the future generations, either.\I know, right?\Miyagi Prefecture Johzenji High School response:	I'm Anabara, and I'm gonna be your coach starting this year.
context: Simplicity and Fortitude is cool, too!\I guess that depends on taste,\but it doesn't fit the team.\At least our generation.\Or rather, it won't fit the future generations, either.\I know, right?\Miyagi Prefecture Johzenji High School\I'm Anabara, and I'm gonna be your coach starting this year. response:	I'm going to rebuild this team from the ground up.
context: I guess that depends on taste,\but it doesn't fit the team.\At least our generation.\Or rather, it won't fit the future generations, either.\I know, right?\Miyagi Prefecture Johzenji High School\I'm Anabara, and I'm gonna be your coach starting this year.\I'm going to rebuild this team from the ground up. response:	First, you'll get better at playing two-on-two.
context: but it doesn't fit the team.\At least our generation.\Or rather, it won't fit the future generations, either.\I know, right?\Miyagi Prefecture Johzenji High School\I'm Anabara, and I'm gonna be your coach starting this year.\I'm going to rebuild this team from the ground up.\First, you'll get better at playing two-on-two. response:	That team apparently has five second-years.
context: At least our generation.\Or rather, it won't fit the future generations, either.\I know, right?\Miyagi Prefecture Johzenji High School\I'm Anabara, and I'm gonna be your coach starting this year.\I'm going to rebuild this team from the ground up.\First, you'll get better at playing two-on-two.\That team apparently has five second-years. response:	Seriously? And they got into the semifinals? That's awesome.
context: Or rather, it won't fit the future generations, either.\I know, right?\Miyagi Prefecture Johzenji High School\I'm Anabara, and I'm gonna be your coach starting this year.\I'm going to rebuild this team from the ground up.\First, you'll get better at playing two-on-two.\That team apparently has five second-years.\Seriously? And they got into the semifinals? That's awesome. response:	Yahoo!
context: I know, right?\Miyagi Prefecture Johzenji High School\I'm Anabara, and I'm gonna be your coach starting this year.\I'm going to rebuild this team from the ground up.\First, you'll get better at playing two-on-two.\That team apparently has five second-years.\Seriously? And they got into the semifinals? That's awesome.\Yahoo! response:	Terushima!
context: Miyagi Prefecture Johzenji High School\I'm Anabara, and I'm gonna be your coach starting this year.\I'm going to rebuild this team from the ground up.\First, you'll get better at playing two-on-two.\That team apparently has five second-years.\Seriously? And they got into the semifinals? That's awesome.\Yahoo!\Terushima! response:	Huh?
context: I'm Anabara, and I'm gonna be your coach starting this year.\I'm going to rebuild this team from the ground up.\First, you'll get better at playing two-on-two.\That team apparently has five second-years.\Seriously? And they got into the semifinals? That's awesome.\Yahoo!\Terushima!\Huh? response:	Eventually, there will come a time that's not fun.
context: I'm going to rebuild this team from the ground up.\First, you'll get better at playing two-on-two.\That team apparently has five second-years.\Seriously? And they got into the semifinals? That's awesome.\Yahoo!\Terushima!\Huh?\Eventually, there will come a time that's not fun. response:	What are you going to do then?
context: First, you'll get better at playing two-on-two.\That team apparently has five second-years.\Seriously? And they got into the semifinals? That's awesome.\Yahoo!\Terushima!\Huh?\Eventually, there will come a time that's not fun.\What are you going to do then? response:	Even then,
context: That team apparently has five second-years.\Seriously? And they got into the semifinals? That's awesome.\Yahoo!\Terushima!\Huh?\Eventually, there will come a time that's not fun.\What are you going to do then?\Even then, response:	I'll do my best to have fun.
context: Seriously? And they got into the semifinals? That's awesome.\Yahoo!\Terushima!\Huh?\Eventually, there will come a time that's not fun.\What are you going to do then?\Even then,\I'll do my best to have fun. response:	We're gonna fool around even more!
context: Yahoo!\Terushima!\Huh?\Eventually, there will come a time that's not fun.\What are you going to do then?\Even then,\I'll do my best to have fun.\We're gonna fool around even more! response:	Yeah!
context: Terushima!\Huh?\Eventually, there will come a time that's not fun.\What are you going to do then?\Even then,\I'll do my best to have fun.\We're gonna fool around even more!\Yeah! response:	Johzenji Karasuno
context: Huh?\Eventually, there will come a time that's not fun.\What are you going to do then?\Even then,\I'll do my best to have fun.\We're gonna fool around even more!\Yeah!\Johzenji Karasuno response:	Man...
context: Eventually, there will come a time that's not fun.\What are you going to do then?\Even then,\I'll do my best to have fun.\We're gonna fool around even more!\Yeah!\Johzenji Karasuno\Man... response:	That weird duo's coming back?
context: What are you going to do then?\Even then,\I'll do my best to have fun.\We're gonna fool around even more!\Yeah!\Johzenji Karasuno\Man...\That weird duo's coming back? response:	Hinata, Kageyama, stay calm.
context: Even then,\I'll do my best to have fun.\We're gonna fool around even more!\Yeah!\Johzenji Karasuno\Man...\That weird duo's coming back?\Hinata, Kageyama, stay calm. response:	Shut up, jeez.
context: I'll do my best to have fun.\We're gonna fool around even more!\Yeah!\Johzenji Karasuno\Man...\That weird duo's coming back?\Hinata, Kageyama, stay calm.\Shut up, jeez. response:	Looks like you're back, Mini Spider-Man.
context: We're gonna fool around even more!\Yeah!\Johzenji Karasuno\Man...\That weird duo's coming back?\Hinata, Kageyama, stay calm.\Shut up, jeez.\Looks like you're back, Mini Spider-Man. response:	It's boring without your attacks!
context: Yeah!\Johzenji Karasuno\Man...\That weird duo's coming back?\Hinata, Kageyama, stay calm.\Shut up, jeez.\Looks like you're back, Mini Spider-Man.\It's boring without your attacks! response:	Boring?
context: Johzenji Karasuno\Man...\That weird duo's coming back?\Hinata, Kageyama, stay calm.\Shut up, jeez.\Looks like you're back, Mini Spider-Man.\It's boring without your attacks!\Boring? response:	Like your captain.
context: Man...\That weird duo's coming back?\Hinata, Kageyama, stay calm.\Shut up, jeez.\Looks like you're back, Mini Spider-Man.\It's boring without your attacks!\Boring?\Like your captain. response:	He may be good, but he's boring.
context: That weird duo's coming back?\Hinata, Kageyama, stay calm.\Shut up, jeez.\Looks like you're back, Mini Spider-Man.\It's boring without your attacks!\Boring?\Like your captain.\He may be good, but he's boring. response:	Right... Though I don't really understand.
context: Hinata, Kageyama, stay calm.\Shut up, jeez.\Looks like you're back, Mini Spider-Man.\It's boring without your attacks!\Boring?\Like your captain.\He may be good, but he's boring.\Right... Though I don't really understand. response:	Anyway, we're gonna have tons of fun and win this next one.
context: Shut up, jeez.\Looks like you're back, Mini Spider-Man.\It's boring without your attacks!\Boring?\Like your captain.\He may be good, but he's boring.\Right... Though I don't really understand.\Anyway, we're gonna have tons of fun and win this next one. response:	I can't beat you one-on-one, though, Mr. Close-Cropped Hair...
context: Looks like you're back, Mini Spider-Man.\It's boring without your attacks!\Boring?\Like your captain.\He may be good, but he's boring.\Right... Though I don't really understand.\Anyway, we're gonna have tons of fun and win this next one.\I can't beat you one-on-one, though, Mr. Close-Cropped Hair... response:	Hey, don't give me a weird nickname!
context: It's boring without your attacks!\Boring?\Like your captain.\He may be good, but he's boring.\Right... Though I don't really understand.\Anyway, we're gonna have tons of fun and win this next one.\I can't beat you one-on-one, though, Mr. Close-Cropped Hair...\Hey, don't give me a weird nickname! response:	Got it. I'll be more careful.
context: Boring?\Like your captain.\He may be good, but he's boring.\Right... Though I don't really understand.\Anyway, we're gonna have tons of fun and win this next one.\I can't beat you one-on-one, though, Mr. Close-Cropped Hair...\Hey, don't give me a weird nickname!\Got it. I'll be more careful. response:	But if these guys are with me, I'm not gonna lose!
context: Like your captain.\He may be good, but he's boring.\Right... Though I don't really understand.\Anyway, we're gonna have tons of fun and win this next one.\I can't beat you one-on-one, though, Mr. Close-Cropped Hair...\Hey, don't give me a weird nickname!\Got it. I'll be more careful.\But if these guys are with me, I'm not gonna lose! response:	Thanks.
context: He may be good, but he's boring.\Right... Though I don't really understand.\Anyway, we're gonna have tons of fun and win this next one.\I can't beat you one-on-one, though, Mr. Close-Cropped Hair...\Hey, don't give me a weird nickname!\Got it. I'll be more careful.\But if these guys are with me, I'm not gonna lose!\Thanks. response:	Please.
context: Right... Though I don't really understand.\Anyway, we're gonna have tons of fun and win this next one.\I can't beat you one-on-one, though, Mr. Close-Cropped Hair...\Hey, don't give me a weird nickname!\Got it. I'll be more careful.\But if these guys are with me, I'm not gonna lose!\Thanks.\Please. response:	Leave it to me!
context: Anyway, we're gonna have tons of fun and win this next one.\I can't beat you one-on-one, though, Mr. Close-Cropped Hair...\Hey, don't give me a weird nickname!\Got it. I'll be more careful.\But if these guys are with me, I'm not gonna lose!\Thanks.\Please.\Leave it to me! response:	Fly
context: I can't beat you one-on-one, though, Mr. Close-Cropped Hair...\Hey, don't give me a weird nickname!\Got it. I'll be more careful.\But if these guys are with me, I'm not gonna lose!\Thanks.\Please.\Leave it to me!\Fly response:	Higashi, nice serve!
context: Hey, don't give me a weird nickname!\Got it. I'll be more careful.\But if these guys are with me, I'm not gonna lose!\Thanks.\Please.\Leave it to me!\Fly\Higashi, nice serve! response:	Nishinoya!
context: Got it. I'll be more careful.\But if these guys are with me, I'm not gonna lose!\Thanks.\Please.\Leave it to me!\Fly\Higashi, nice serve!\Nishinoya! response:	Got it!
context: But if these guys are with me, I'm not gonna lose!\Thanks.\Please.\Leave it to me!\Fly\Higashi, nice serve!\Nishinoya!\Got it! response:	Ah!
context: Thanks.\Please.\Leave it to me!\Fly\Higashi, nice serve!\Nishinoya!\Got it!\Ah! response:	I warned you guys!
context: Please.\Leave it to me!\Fly\Higashi, nice serve!\Nishinoya!\Got it!\Ah!\I warned you guys! response:	Wow! Those are some amazing reflexes!
context: Leave it to me!\Fly\Higashi, nice serve!\Nishinoya!\Got it!\Ah!\I warned you guys!\Wow! Those are some amazing reflexes! response:	Actually, I think he was expecting that.
context: Fly\Higashi, nice serve!\Nishinoya!\Got it!\Ah!\I warned you guys!\Wow! Those are some amazing reflexes!\Actually, I think he was expecting that. response:	Huh?
context: Higashi, nice serve!\Nishinoya!\Got it!\Ah!\I warned you guys!\Wow! Those are some amazing reflexes!\Actually, I think he was expecting that.\Huh? response:	Daichi-san, nice job covering their asses!
context: Nishinoya!\Got it!\Ah!\I warned you guys!\Wow! Those are some amazing reflexes!\Actually, I think he was expecting that.\Huh?\Daichi-san, nice job covering their asses! response:	Don't say it like that!
context: Got it!\Ah!\I warned you guys!\Wow! Those are some amazing reflexes!\Actually, I think he was expecting that.\Huh?\Daichi-san, nice job covering their asses!\Don't say it like that! response:	Here!
context: Ah!\I warned you guys!\Wow! Those are some amazing reflexes!\Actually, I think he was expecting that.\Huh?\Daichi-san, nice job covering their asses!\Don't say it like that!\Here! response:	He's going for another insane hit!
context: I warned you guys!\Wow! Those are some amazing reflexes!\Actually, I think he was expecting that.\Huh?\Daichi-san, nice job covering their asses!\Don't say it like that!\Here!\He's going for another insane hit! response:	All right!
context: Wow! Those are some amazing reflexes!\Actually, I think he was expecting that.\Huh?\Daichi-san, nice job covering their asses!\Don't say it like that!\Here!\He's going for another insane hit!\All right! response:	All right!
context: Actually, I think he was expecting that.\Huh?\Daichi-san, nice job covering their asses!\Don't say it like that!\Here!\He's going for another insane hit!\All right!\All right! response:	We got it this time!
context: Huh?\Daichi-san, nice job covering their asses!\Don't say it like that!\Here!\He's going for another insane hit!\All right!\All right!\We got it this time! response:	I-I'm sorry! Nice cover!
context: Daichi-san, nice job covering their asses!\Don't say it like that!\Here!\He's going for another insane hit!\All right!\All right!\We got it this time!\I-I'm sorry! Nice cover! response:	Thanks!
context: Don't say it like that!\Here!\He's going for another insane hit!\All right!\All right!\We got it this time!\I-I'm sorry! Nice cover!\Thanks! response:	No matter how much you were told to calm down,
context: Here!\He's going for another insane hit!\All right!\All right!\We got it this time!\I-I'm sorry! Nice cover!\Thanks!\No matter how much you were told to calm down, response:	I figured you guys might do something like that right when you got back,
context: He's going for another insane hit!\All right!\All right!\We got it this time!\I-I'm sorry! Nice cover!\Thanks!\No matter how much you were told to calm down,\I figured you guys might do something like that right when you got back, response:	because you would get too excited.
context: All right!\All right!\We got it this time!\I-I'm sorry! Nice cover!\Thanks!\No matter how much you were told to calm down,\I figured you guys might do something like that right when you got back,\because you would get too excited. response:	I can't do any fancy plays,
context: All right!\We got it this time!\I-I'm sorry! Nice cover!\Thanks!\No matter how much you were told to calm down,\I figured you guys might do something like that right when you got back,\because you would get too excited.\I can't do any fancy plays, response:	but I can give you guys a solid foundation.
context: We got it this time!\I-I'm sorry! Nice cover!\Thanks!\No matter how much you were told to calm down,\I figured you guys might do something like that right when you got back,\because you would get too excited.\I can't do any fancy plays,\but I can give you guys a solid foundation. response:	Well, go all out.
context: I-I'm sorry! Nice cover!\Thanks!\No matter how much you were told to calm down,\I figured you guys might do something like that right when you got back,\because you would get too excited.\I can't do any fancy plays,\but I can give you guys a solid foundation.\Well, go all out. response:	Thanks!
context: Thanks!\No matter how much you were told to calm down,\I figured you guys might do something like that right when you got back,\because you would get too excited.\I can't do any fancy plays,\but I can give you guys a solid foundation.\Well, go all out.\Thanks! response:	Well, in the terms of wild and free,
context: No matter how much you were told to calm down,\I figured you guys might do something like that right when you got back,\because you would get too excited.\I can't do any fancy plays,\but I can give you guys a solid foundation.\Well, go all out.\Thanks!\Well, in the terms of wild and free, response:	it's not guaranteed that Johzenji would beat us.
context: I figured you guys might do something like that right when you got back,\because you would get too excited.\I can't do any fancy plays,\but I can give you guys a solid foundation.\Well, go all out.\Thanks!\Well, in the terms of wild and free,\it's not guaranteed that Johzenji would beat us. response:	But...
context: because you would get too excited.\I can't do any fancy plays,\but I can give you guys a solid foundation.\Well, go all out.\Thanks!\Well, in the terms of wild and free,\it's not guaranteed that Johzenji would beat us.\But... response:	That's not all that we have.
context: I can't do any fancy plays,\but I can give you guys a solid foundation.\Well, go all out.\Thanks!\Well, in the terms of wild and free,\it's not guaranteed that Johzenji would beat us.\But...\That's not all that we have. response:	Fly
context: but I can give you guys a solid foundation.\Well, go all out.\Thanks!\Well, in the terms of wild and free,\it's not guaranteed that Johzenji would beat us.\But...\That's not all that we have.\Fly response:	Johzenji Karasuno
context: Well, go all out.\Thanks!\Well, in the terms of wild and free,\it's not guaranteed that Johzenji would beat us.\But...\That's not all that we have.\Fly\Johzenji Karasuno response:	All right!
context: Thanks!\Well, in the terms of wild and free,\it's not guaranteed that Johzenji would beat us.\But...\That's not all that we have.\Fly\Johzenji Karasuno\All right! response:	The point difference is getting bigger.
context: Well, in the terms of wild and free,\it's not guaranteed that Johzenji would beat us.\But...\That's not all that we have.\Fly\Johzenji Karasuno\All right!\The point difference is getting bigger. response:	Let's get hyped up!
context: it's not guaranteed that Johzenji would beat us.\But...\That's not all that we have.\Fly\Johzenji Karasuno\All right!\The point difference is getting bigger.\Let's get hyped up! response:	Yeah!
context: But...\That's not all that we have.\Fly\Johzenji Karasuno\All right!\The point difference is getting bigger.\Let's get hyped up!\Yeah! response:	Damn it!
context: That's not all that we have.\Fly\Johzenji Karasuno\All right!\The point difference is getting bigger.\Let's get hyped up!\Yeah!\Damn it! response:	It's up. Get the last!
context: Fly\Johzenji Karasuno\All right!\The point difference is getting bigger.\Let's get hyped up!\Yeah!\Damn it!\It's up. Get the last! response:	Get back!
context: Johzenji Karasuno\All right!\The point difference is getting bigger.\Let's get hyped up!\Yeah!\Damn it!\It's up. Get the last!\Get back! response:	Tanaka, nice!
context: All right!\The point difference is getting bigger.\Let's get hyped up!\Yeah!\Damn it!\It's up. Get the last!\Get back!\Tanaka, nice! response:	All right!
context: The point difference is getting bigger.\Let's get hyped up!\Yeah!\Damn it!\It's up. Get the last!\Get back!\Tanaka, nice!\All right! response:	Counter!
context: Let's get hyped up!\Yeah!\Damn it!\It's up. Get the last!\Get back!\Tanaka, nice!\All right!\Counter! response:	Yeah!
context: Yeah!\Damn it!\It's up. Get the last!\Get back!\Tanaka, nice!\All right!\Counter!\Yeah! response:	Damn it.
context: Damn it!\It's up. Get the last!\Get back!\Tanaka, nice!\All right!\Counter!\Yeah!\Damn it. response:	We can't handle that 10.
context: It's up. Get the last!\Get back!\Tanaka, nice!\All right!\Counter!\Yeah!\Damn it.\We can't handle that 10. response:	Hinata, nice kill!
context: Get back!\Tanaka, nice!\All right!\Counter!\Yeah!\Damn it.\We can't handle that 10.\Hinata, nice kill! response:	Thanks!
context: Tanaka, nice!\All right!\Counter!\Yeah!\Damn it.\We can't handle that 10.\Hinata, nice kill!\Thanks! response:	I-I'm sorry!
context: All right!\Counter!\Yeah!\Damn it.\We can't handle that 10.\Hinata, nice kill!\Thanks!\I-I'm sorry! response:	Johzenji Karasuno
