context: The Third Plate response:	Eleven
context: Oh, I'd been wound up so tight\that once the class was over,\I lost all my tension.\That was really scary,\being asked to cook in front of so many students.\To think, I might've forgotten to tell them something important.\I wonder if Rindo's going to get mad at me again\for sounding so unsure of myself. response:	He sure is a perfectionist.
context: that once the class was over,\I lost all my tension.\That was really scary,\being asked to cook in front of so many students.\To think, I might've forgotten to tell them something important.\I wonder if Rindo's going to get mad at me again\for sounding so unsure of myself.\He sure is a perfectionist. response:	Anyway, you were impressive, Yukihira.
context: I lost all my tension.\That was really scary,\being asked to cook in front of so many students.\To think, I might've forgotten to tell them something important.\I wonder if Rindo's going to get mad at me again\for sounding so unsure of myself.\He sure is a perfectionist.\Anyway, you were impressive, Yukihira. response:	You're more skilled than I'd thought.
context: That was really scary,\being asked to cook in front of so many students.\To think, I might've forgotten to tell them something important.\I wonder if Rindo's going to get mad at me again\for sounding so unsure of myself.\He sure is a perfectionist.\Anyway, you were impressive, Yukihira.\You're more skilled than I'd thought. response:	Oh, I had fun.
context: being asked to cook in front of so many students.\To think, I might've forgotten to tell them something important.\I wonder if Rindo's going to get mad at me again\for sounding so unsure of myself.\He sure is a perfectionist.\Anyway, you were impressive, Yukihira.\You're more skilled than I'd thought.\Oh, I had fun. response:	I learned a lot, too.
context: To think, I might've forgotten to tell them something important.\I wonder if Rindo's going to get mad at me again\for sounding so unsure of myself.\He sure is a perfectionist.\Anyway, you were impressive, Yukihira.\You're more skilled than I'd thought.\Oh, I had fun.\I learned a lot, too. response:	You're a capable man.
context: I wonder if Rindo's going to get mad at me again\for sounding so unsure of myself.\He sure is a perfectionist.\Anyway, you were impressive, Yukihira.\You're more skilled than I'd thought.\Oh, I had fun.\I learned a lot, too.\You're a capable man. response:	Would you be interested in becoming my right-hand man?
context: for sounding so unsure of myself.\He sure is a perfectionist.\Anyway, you were impressive, Yukihira.\You're more skilled than I'd thought.\Oh, I had fun.\I learned a lot, too.\You're a capable man.\Would you be interested in becoming my right-hand man? response:	Will you join Central?
context: He sure is a perfectionist.\Anyway, you were impressive, Yukihira.\You're more skilled than I'd thought.\Oh, I had fun.\I learned a lot, too.\You're a capable man.\Would you be interested in becoming my right-hand man?\Will you join Central? response:	What?
context: Anyway, you were impressive, Yukihira.\You're more skilled than I'd thought.\Oh, I had fun.\I learned a lot, too.\You're a capable man.\Would you be interested in becoming my right-hand man?\Will you join Central?\What? response:	Women's Changing Room
context: You're more skilled than I'd thought.\Oh, I had fun.\I learned a lot, too.\You're a capable man.\Would you be interested in becoming my right-hand man?\Will you join Central?\What?\Women's Changing Room response:	Erina-sama, I hear the next survivor hunt has been scheduled for three days from now.
context: Oh, I had fun.\I learned a lot, too.\You're a capable man.\Would you be interested in becoming my right-hand man?\Will you join Central?\What?\Women's Changing Room\Erina-sama, I hear the next survivor hunt has been scheduled for three days from now. response:	Women's Changing Room
context: I learned a lot, too.\You're a capable man.\Would you be interested in becoming my right-hand man?\Will you join Central?\What?\Women's Changing Room\Erina-sama, I hear the next survivor hunt has been scheduled for three days from now.\Women's Changing Room response:	I see.
context: You're a capable man.\Would you be interested in becoming my right-hand man?\Will you join Central?\What?\Women's Changing Room\Erina-sama, I hear the next survivor hunt has been scheduled for three days from now.\Women's Changing Room\I see. response:	Many more organizations will be disbanded, it seems.
context: Would you be interested in becoming my right-hand man?\Will you join Central?\What?\Women's Changing Room\Erina-sama, I hear the next survivor hunt has been scheduled for three days from now.\Women's Changing Room\I see.\Many more organizations will be disbanded, it seems. response:	But like Alice, there may yet be another organization who seizes a victory.
context: Will you join Central?\What?\Women's Changing Room\Erina-sama, I hear the next survivor hunt has been scheduled for three days from now.\Women's Changing Room\I see.\Many more organizations will be disbanded, it seems.\But like Alice, there may yet be another organization who seizes a victory. response:	Father'sNakiri Azami's Central isn't absolute, after all.
context: What?\Women's Changing Room\Erina-sama, I hear the next survivor hunt has been scheduled for three days from now.\Women's Changing Room\I see.\Many more organizations will be disbanded, it seems.\But like Alice, there may yet be another organization who seizes a victory.\Father'sNakiri Azami's Central isn't absolute, after all. response:	What?
context: Women's Changing Room\Erina-sama, I hear the next survivor hunt has been scheduled for three days from now.\Women's Changing Room\I see.\Many more organizations will be disbanded, it seems.\But like Alice, there may yet be another organization who seizes a victory.\Father'sNakiri Azami's Central isn't absolute, after all.\What? response:	Why are you staring like that?
context: Erina-sama, I hear the next survivor hunt has been scheduled for three days from now.\Women's Changing Room\I see.\Many more organizations will be disbanded, it seems.\But like Alice, there may yet be another organization who seizes a victory.\Father'sNakiri Azami's Central isn't absolute, after all.\What?\Why are you staring like that? response:	Oh, well...
context: Women's Changing Room\I see.\Many more organizations will be disbanded, it seems.\But like Alice, there may yet be another organization who seizes a victory.\Father'sNakiri Azami's Central isn't absolute, after all.\What?\Why are you staring like that?\Oh, well... response:	You seem different than usual, that's all.
context: I see.\Many more organizations will be disbanded, it seems.\But like Alice, there may yet be another organization who seizes a victory.\Father'sNakiri Azami's Central isn't absolute, after all.\What?\Why are you staring like that?\Oh, well...\You seem different than usual, that's all. response:	It's as though you've had a change of heart in some way.
context: Many more organizations will be disbanded, it seems.\But like Alice, there may yet be another organization who seizes a victory.\Father'sNakiri Azami's Central isn't absolute, after all.\What?\Why are you staring like that?\Oh, well...\You seem different than usual, that's all.\It's as though you've had a change of heart in some way. response:	That's...
context: But like Alice, there may yet be another organization who seizes a victory.\Father'sNakiri Azami's Central isn't absolute, after all.\What?\Why are you staring like that?\Oh, well...\You seem different than usual, that's all.\It's as though you've had a change of heart in some way.\That's... response:	Until now, I've always done what Father said without question.
context: Father'sNakiri Azami's Central isn't absolute, after all.\What?\Why are you staring like that?\Oh, well...\You seem different than usual, that's all.\It's as though you've had a change of heart in some way.\That's...\Until now, I've always done what Father said without question. response:	I didn't even think of doing anything else.
context: What?\Why are you staring like that?\Oh, well...\You seem different than usual, that's all.\It's as though you've had a change of heart in some way.\That's...\Until now, I've always done what Father said without question.\I didn't even think of doing anything else. response:	I just took it for granted that I was supposed to obey.
context: Why are you staring like that?\Oh, well...\You seem different than usual, that's all.\It's as though you've had a change of heart in some way.\That's...\Until now, I've always done what Father said without question.\I didn't even think of doing anything else.\I just took it for granted that I was supposed to obey. response:	But Yukihira-kun and other Polar Star Dormitory members
context: Oh, well...\You seem different than usual, that's all.\It's as though you've had a change of heart in some way.\That's...\Until now, I've always done what Father said without question.\I didn't even think of doing anything else.\I just took it for granted that I was supposed to obey.\But Yukihira-kun and other Polar Star Dormitory members response:	refused to change themselves.
context: You seem different than usual, that's all.\It's as though you've had a change of heart in some way.\That's...\Until now, I've always done what Father said without question.\I didn't even think of doing anything else.\I just took it for granted that I was supposed to obey.\But Yukihira-kun and other Polar Star Dormitory members\refused to change themselves. response:	They would not bow down before Father.
context: It's as though you've had a change of heart in some way.\That's...\Until now, I've always done what Father said without question.\I didn't even think of doing anything else.\I just took it for granted that I was supposed to obey.\But Yukihira-kun and other Polar Star Dormitory members\refused to change themselves.\They would not bow down before Father. response:	And Alice told Father how angry she was to his face.
context: That's...\Until now, I've always done what Father said without question.\I didn't even think of doing anything else.\I just took it for granted that I was supposed to obey.\But Yukihira-kun and other Polar Star Dormitory members\refused to change themselves.\They would not bow down before Father.\And Alice told Father how angry she was to his face. response:	When I saw her like that, I...
context: Until now, I've always done what Father said without question.\I didn't even think of doing anything else.\I just took it for granted that I was supposed to obey.\But Yukihira-kun and other Polar Star Dormitory members\refused to change themselves.\They would not bow down before Father.\And Alice told Father how angry she was to his face.\When I saw her like that, I... response:	You have to show him!
context: I didn't even think of doing anything else.\I just took it for granted that I was supposed to obey.\But Yukihira-kun and other Polar Star Dormitory members\refused to change themselves.\They would not bow down before Father.\And Alice told Father how angry she was to his face.\When I saw her like that, I...\You have to show him! response:	You have to show him that you're your own person!
context: I just took it for granted that I was supposed to obey.\But Yukihira-kun and other Polar Star Dormitory members\refused to change themselves.\They would not bow down before Father.\And Alice told Father how angry she was to his face.\When I saw her like that, I...\You have to show him!\You have to show him that you're your own person! response:	I started thinking as well about what it is that I want to do...
context: But Yukihira-kun and other Polar Star Dormitory members\refused to change themselves.\They would not bow down before Father.\And Alice told Father how angry she was to his face.\When I saw her like that, I...\You have to show him!\You have to show him that you're your own person!\I started thinking as well about what it is that I want to do... response:	Erina-sama...
context: refused to change themselves.\They would not bow down before Father.\And Alice told Father how angry she was to his face.\When I saw her like that, I...\You have to show him!\You have to show him that you're your own person!\I started thinking as well about what it is that I want to do...\Erina-sama... response:	I-It's not because I've been influenced by Alice and Yukihira-kun, understand?
context: They would not bow down before Father.\And Alice told Father how angry she was to his face.\When I saw her like that, I...\You have to show him!\You have to show him that you're your own person!\I started thinking as well about what it is that I want to do...\Erina-sama...\I-It's not because I've been influenced by Alice and Yukihira-kun, understand? response:	I just want to make my own decision
context: And Alice told Father how angry she was to his face.\When I saw her like that, I...\You have to show him!\You have to show him that you're your own person!\I started thinking as well about what it is that I want to do...\Erina-sama...\I-It's not because I've been influenced by Alice and Yukihira-kun, understand?\I just want to make my own decision response:	Yukihira?
context: When I saw her like that, I...\You have to show him!\You have to show him that you're your own person!\I started thinking as well about what it is that I want to do...\Erina-sama...\I-It's not because I've been influenced by Alice and Yukihira-kun, understand?\I just want to make my own decision\Yukihira? response:	S-So Yukihira-kun has nothing to do with this
context: You have to show him!\You have to show him that you're your own person!\I started thinking as well about what it is that I want to do...\Erina-sama...\I-It's not because I've been influenced by Alice and Yukihira-kun, understand?\I just want to make my own decision\Yukihira?\S-So Yukihira-kun has nothing to do with this response:	Tsukasa-san and Yukihira-kun?!
context: You have to show him that you're your own person!\I started thinking as well about what it is that I want to do...\Erina-sama...\I-It's not because I've been influenced by Alice and Yukihira-kun, understand?\I just want to make my own decision\Yukihira?\S-So Yukihira-kun has nothing to do with this\Tsukasa-san and Yukihira-kun?! response:	Why are they talking to each other?
context: I started thinking as well about what it is that I want to do...\Erina-sama...\I-It's not because I've been influenced by Alice and Yukihira-kun, understand?\I just want to make my own decision\Yukihira?\S-So Yukihira-kun has nothing to do with this\Tsukasa-san and Yukihira-kun?!\Why are they talking to each other? response:	What is the matter, Erina-sama?
context: Erina-sama...\I-It's not because I've been influenced by Alice and Yukihira-kun, understand?\I just want to make my own decision\Yukihira?\S-So Yukihira-kun has nothing to do with this\Tsukasa-san and Yukihira-kun?!\Why are they talking to each other?\What is the matter, Erina-sama? response:	Why are we hiding?
context: I-It's not because I've been influenced by Alice and Yukihira-kun, understand?\I just want to make my own decision\Yukihira?\S-So Yukihira-kun has nothing to do with this\Tsukasa-san and Yukihira-kun?!\Why are they talking to each other?\What is the matter, Erina-sama?\Why are we hiding? response:	Um, I am not sure why.
context: I just want to make my own decision\Yukihira?\S-So Yukihira-kun has nothing to do with this\Tsukasa-san and Yukihira-kun?!\Why are they talking to each other?\What is the matter, Erina-sama?\Why are we hiding?\Um, I am not sure why. response:	Are you telling me to join Central?
context: Yukihira?\S-So Yukihira-kun has nothing to do with this\Tsukasa-san and Yukihira-kun?!\Why are they talking to each other?\What is the matter, Erina-sama?\Why are we hiding?\Um, I am not sure why.\Are you telling me to join Central? response:	Yeah.
context: S-So Yukihira-kun has nothing to do with this\Tsukasa-san and Yukihira-kun?!\Why are they talking to each other?\What is the matter, Erina-sama?\Why are we hiding?\Um, I am not sure why.\Are you telling me to join Central?\Yeah. response:	That's a bad joke, Tsukasa-senpai.
context: Tsukasa-san and Yukihira-kun?!\Why are they talking to each other?\What is the matter, Erina-sama?\Why are we hiding?\Um, I am not sure why.\Are you telling me to join Central?\Yeah.\That's a bad joke, Tsukasa-senpai. response:	Why would I do that?
context: Why are they talking to each other?\What is the matter, Erina-sama?\Why are we hiding?\Um, I am not sure why.\Are you telling me to join Central?\Yeah.\That's a bad joke, Tsukasa-senpai.\Why would I do that? response:	I see.
context: What is the matter, Erina-sama?\Why are we hiding?\Um, I am not sure why.\Are you telling me to join Central?\Yeah.\That's a bad joke, Tsukasa-senpai.\Why would I do that?\I see. response:	I guess you wouldn't.
context: Why are we hiding?\Um, I am not sure why.\Are you telling me to join Central?\Yeah.\That's a bad joke, Tsukasa-senpai.\Why would I do that?\I see.\I guess you wouldn't. response:	Hey, that shouldn't make you feel so bad!
context: Um, I am not sure why.\Are you telling me to join Central?\Yeah.\That's a bad joke, Tsukasa-senpai.\Why would I do that?\I see.\I guess you wouldn't.\Hey, that shouldn't make you feel so bad! response:	Well, I mean it's honestly nice that you've recognized my skills.
context: Are you telling me to join Central?\Yeah.\That's a bad joke, Tsukasa-senpai.\Why would I do that?\I see.\I guess you wouldn't.\Hey, that shouldn't make you feel so bad!\Well, I mean it's honestly nice that you've recognized my skills. response:	But I don't feel like presenting Yukihira Diner's cooking at Central, so...
context: Yeah.\That's a bad joke, Tsukasa-senpai.\Why would I do that?\I see.\I guess you wouldn't.\Hey, that shouldn't make you feel so bad!\Well, I mean it's honestly nice that you've recognized my skills.\But I don't feel like presenting Yukihira Diner's cooking at Central, so... response:	Oh, that wouldn't be necessary.
context: That's a bad joke, Tsukasa-senpai.\Why would I do that?\I see.\I guess you wouldn't.\Hey, that shouldn't make you feel so bad!\Well, I mean it's honestly nice that you've recognized my skills.\But I don't feel like presenting Yukihira Diner's cooking at Central, so...\Oh, that wouldn't be necessary. response:	Huh?
context: Why would I do that?\I see.\I guess you wouldn't.\Hey, that shouldn't make you feel so bad!\Well, I mean it's honestly nice that you've recognized my skills.\But I don't feel like presenting Yukihira Diner's cooking at Central, so...\Oh, that wouldn't be necessary.\Huh? response:	Yukihira Diner's cooking isn't necessary.
context: I see.\I guess you wouldn't.\Hey, that shouldn't make you feel so bad!\Well, I mean it's honestly nice that you've recognized my skills.\But I don't feel like presenting Yukihira Diner's cooking at Central, so...\Oh, that wouldn't be necessary.\Huh?\Yukihira Diner's cooking isn't necessary. response:	What I wanted was your supportive capabilities.
context: I guess you wouldn't.\Hey, that shouldn't make you feel so bad!\Well, I mean it's honestly nice that you've recognized my skills.\But I don't feel like presenting Yukihira Diner's cooking at Central, so...\Oh, that wouldn't be necessary.\Huh?\Yukihira Diner's cooking isn't necessary.\What I wanted was your supportive capabilities. response:	With you at my side,
context: Hey, that shouldn't make you feel so bad!\Well, I mean it's honestly nice that you've recognized my skills.\But I don't feel like presenting Yukihira Diner's cooking at Central, so...\Oh, that wouldn't be necessary.\Huh?\Yukihira Diner's cooking isn't necessary.\What I wanted was your supportive capabilities.\With you at my side, response:	I feel I could further refine my cooking.
context: Well, I mean it's honestly nice that you've recognized my skills.\But I don't feel like presenting Yukihira Diner's cooking at Central, so...\Oh, that wouldn't be necessary.\Huh?\Yukihira Diner's cooking isn't necessary.\What I wanted was your supportive capabilities.\With you at my side,\I feel I could further refine my cooking. response:	Um, so it'd be nice if you could think it over...
context: But I don't feel like presenting Yukihira Diner's cooking at Central, so...\Oh, that wouldn't be necessary.\Huh?\Yukihira Diner's cooking isn't necessary.\What I wanted was your supportive capabilities.\With you at my side,\I feel I could further refine my cooking.\Um, so it'd be nice if you could think it over... response:	for my cooking's sake.
context: Oh, that wouldn't be necessary.\Huh?\Yukihira Diner's cooking isn't necessary.\What I wanted was your supportive capabilities.\With you at my side,\I feel I could further refine my cooking.\Um, so it'd be nice if you could think it over...\for my cooking's sake. response:	You're pretty casual about saying some incredibly selfish things.
context: Huh?\Yukihira Diner's cooking isn't necessary.\What I wanted was your supportive capabilities.\With you at my side,\I feel I could further refine my cooking.\Um, so it'd be nice if you could think it over...\for my cooking's sake.\You're pretty casual about saying some incredibly selfish things. response:	Man, chefs are all such selfish assholes.
context: Yukihira Diner's cooking isn't necessary.\What I wanted was your supportive capabilities.\With you at my side,\I feel I could further refine my cooking.\Um, so it'd be nice if you could think it over...\for my cooking's sake.\You're pretty casual about saying some incredibly selfish things.\Man, chefs are all such selfish assholes. response:	Nakiri-san, Arato-san...
context: What I wanted was your supportive capabilities.\With you at my side,\I feel I could further refine my cooking.\Um, so it'd be nice if you could think it over...\for my cooking's sake.\You're pretty casual about saying some incredibly selfish things.\Man, chefs are all such selfish assholes.\Nakiri-san, Arato-san... response:	What are you doing?
context: With you at my side,\I feel I could further refine my cooking.\Um, so it'd be nice if you could think it over...\for my cooking's sake.\You're pretty casual about saying some incredibly selfish things.\Man, chefs are all such selfish assholes.\Nakiri-san, Arato-san...\What are you doing? response:	Hurry, hide!
context: I feel I could further refine my cooking.\Um, so it'd be nice if you could think it over...\for my cooking's sake.\You're pretty casual about saying some incredibly selfish things.\Man, chefs are all such selfish assholes.\Nakiri-san, Arato-san...\What are you doing?\Hurry, hide! response:	Huh?
context: Um, so it'd be nice if you could think it over...\for my cooking's sake.\You're pretty casual about saying some incredibly selfish things.\Man, chefs are all such selfish assholes.\Nakiri-san, Arato-san...\What are you doing?\Hurry, hide!\Huh? response:	There will be advantages for you too, Yukihira.
context: for my cooking's sake.\You're pretty casual about saying some incredibly selfish things.\Man, chefs are all such selfish assholes.\Nakiri-san, Arato-san...\What are you doing?\Hurry, hide!\Huh?\There will be advantages for you too, Yukihira. response:	If you join Central and team up with me,
context: You're pretty casual about saying some incredibly selfish things.\Man, chefs are all such selfish assholes.\Nakiri-san, Arato-san...\What are you doing?\Hurry, hide!\Huh?\There will be advantages for you too, Yukihira.\If you join Central and team up with me, response:	you'll be able to cook at a level far above what you currently have access to.
context: Man, chefs are all such selfish assholes.\Nakiri-san, Arato-san...\What are you doing?\Hurry, hide!\Huh?\There will be advantages for you too, Yukihira.\If you join Central and team up with me,\you'll be able to cook at a level far above what you currently have access to. response:	But that's just as your assistant, right?
context: Nakiri-san, Arato-san...\What are you doing?\Hurry, hide!\Huh?\There will be advantages for you too, Yukihira.\If you join Central and team up with me,\you'll be able to cook at a level far above what you currently have access to.\But that's just as your assistant, right? response:	What's the point if I can't serve my own cooking?
context: What are you doing?\Hurry, hide!\Huh?\There will be advantages for you too, Yukihira.\If you join Central and team up with me,\you'll be able to cook at a level far above what you currently have access to.\But that's just as your assistant, right?\What's the point if I can't serve my own cooking? response:	Oh, I guess that's true.
context: Hurry, hide!\Huh?\There will be advantages for you too, Yukihira.\If you join Central and team up with me,\you'll be able to cook at a level far above what you currently have access to.\But that's just as your assistant, right?\What's the point if I can't serve my own cooking?\Oh, I guess that's true. response:	You really think about nothing but your own cooking, don't you?
context: Huh?\There will be advantages for you too, Yukihira.\If you join Central and team up with me,\you'll be able to cook at a level far above what you currently have access to.\But that's just as your assistant, right?\What's the point if I can't serve my own cooking?\Oh, I guess that's true.\You really think about nothing but your own cooking, don't you? response:	Besides, you've never seen any of my dishes, have you?
context: There will be advantages for you too, Yukihira.\If you join Central and team up with me,\you'll be able to cook at a level far above what you currently have access to.\But that's just as your assistant, right?\What's the point if I can't serve my own cooking?\Oh, I guess that's true.\You really think about nothing but your own cooking, don't you?\Besides, you've never seen any of my dishes, have you? response:	It could be that I'm better at cooking than you!
context: If you join Central and team up with me,\you'll be able to cook at a level far above what you currently have access to.\But that's just as your assistant, right?\What's the point if I can't serve my own cooking?\Oh, I guess that's true.\You really think about nothing but your own cooking, don't you?\Besides, you've never seen any of my dishes, have you?\It could be that I'm better at cooking than you! response:	I see.
context: you'll be able to cook at a level far above what you currently have access to.\But that's just as your assistant, right?\What's the point if I can't serve my own cooking?\Oh, I guess that's true.\You really think about nothing but your own cooking, don't you?\Besides, you've never seen any of my dishes, have you?\It could be that I'm better at cooking than you!\I see. response:	Then let's test it out...
context: But that's just as your assistant, right?\What's the point if I can't serve my own cooking?\Oh, I guess that's true.\You really think about nothing but your own cooking, don't you?\Besides, you've never seen any of my dishes, have you?\It could be that I'm better at cooking than you!\I see.\Then let's test it out... response:	And see whose skills are superior.
context: What's the point if I can't serve my own cooking?\Oh, I guess that's true.\You really think about nothing but your own cooking, don't you?\Besides, you've never seen any of my dishes, have you?\It could be that I'm better at cooking than you!\I see.\Then let's test it out...\And see whose skills are superior. response:	If I'm acceptable,
context: Oh, I guess that's true.\You really think about nothing but your own cooking, don't you?\Besides, you've never seen any of my dishes, have you?\It could be that I'm better at cooking than you!\I see.\Then let's test it out...\And see whose skills are superior.\If I'm acceptable, response:	I can face you here and now.
context: You really think about nothing but your own cooking, don't you?\Besides, you've never seen any of my dishes, have you?\It could be that I'm better at cooking than you!\I see.\Then let's test it out...\And see whose skills are superior.\If I'm acceptable,\I can face you here and now. response:	And I'll wager the Elite Ten's First Seat.
context: Besides, you've never seen any of my dishes, have you?\It could be that I'm better at cooking than you!\I see.\Then let's test it out...\And see whose skills are superior.\If I'm acceptable,\I can face you here and now.\And I'll wager the Elite Ten's First Seat. response:	The First Seat
context: It could be that I'm better at cooking than you!\I see.\Then let's test it out...\And see whose skills are superior.\If I'm acceptable,\I can face you here and now.\And I'll wager the Elite Ten's First Seat.\The First Seat response:	First
context: I see.\Then let's test it out...\And see whose skills are superior.\If I'm acceptable,\I can face you here and now.\And I'll wager the Elite Ten's First Seat.\The First Seat\First response:	Are you serious?
context: Then let's test it out...\And see whose skills are superior.\If I'm acceptable,\I can face you here and now.\And I'll wager the Elite Ten's First Seat.\The First Seat\First\Are you serious? response:	Very serious.
context: And see whose skills are superior.\If I'm acceptable,\I can face you here and now.\And I'll wager the Elite Ten's First Seat.\The First Seat\First\Are you serious?\Very serious. response:	But if I win, you'll have to join Central and work for me.
context: If I'm acceptable,\I can face you here and now.\And I'll wager the Elite Ten's First Seat.\The First Seat\First\Are you serious?\Very serious.\But if I win, you'll have to join Central and work for me. response:	Will you accept this challenge, Yukihira Soma?
context: I can face you here and now.\And I'll wager the Elite Ten's First Seat.\The First Seat\First\Are you serious?\Very serious.\But if I win, you'll have to join Central and work for me.\Will you accept this challenge, Yukihira Soma? response:	Great.
context: And I'll wager the Elite Ten's First Seat.\The First Seat\First\Are you serious?\Very serious.\But if I win, you'll have to join Central and work for me.\Will you accept this challenge, Yukihira Soma?\Great. response:	Let's do it!
context: The First Seat\First\Are you serious?\Very serious.\But if I win, you'll have to join Central and work for me.\Will you accept this challenge, Yukihira Soma?\Great.\Let's do it! response:	I'll face the first seat!
context: First\Are you serious?\Very serious.\But if I win, you'll have to join Central and work for me.\Will you accept this challenge, Yukihira Soma?\Great.\Let's do it!\I'll face the first seat! response:	It's decided, then.
context: Are you serious?\Very serious.\But if I win, you'll have to join Central and work for me.\Will you accept this challenge, Yukihira Soma?\Great.\Let's do it!\I'll face the first seat!\It's decided, then. response:	About the topic, how about venison?
context: Very serious.\But if I win, you'll have to join Central and work for me.\Will you accept this challenge, Yukihira Soma?\Great.\Let's do it!\I'll face the first seat!\It's decided, then.\About the topic, how about venison? response:	We were supposed to use the venison during class earlier,
context: But if I win, you'll have to join Central and work for me.\Will you accept this challenge, Yukihira Soma?\Great.\Let's do it!\I'll face the first seat!\It's decided, then.\About the topic, how about venison?\We were supposed to use the venison during class earlier, response:	so there are many different cuts still available.
context: Will you accept this challenge, Yukihira Soma?\Great.\Let's do it!\I'll face the first seat!\It's decided, then.\About the topic, how about venison?\We were supposed to use the venison during class earlier,\so there are many different cuts still available. response:	I see.
context: Great.\Let's do it!\I'll face the first seat!\It's decided, then.\About the topic, how about venison?\We were supposed to use the venison during class earlier,\so there are many different cuts still available.\I see. response:	That's fine by me.
context: Let's do it!\I'll face the first seat!\It's decided, then.\About the topic, how about venison?\We were supposed to use the venison during class earlier,\so there are many different cuts still available.\I see.\That's fine by me. response:	As for the cooking genre...
context: I'll face the first seat!\It's decided, then.\About the topic, how about venison?\We were supposed to use the venison during class earlier,\so there are many different cuts still available.\I see.\That's fine by me.\As for the cooking genre... response:	Let's go with French cuisine!
context: It's decided, then.\About the topic, how about venison?\We were supposed to use the venison during class earlier,\so there are many different cuts still available.\I see.\That's fine by me.\As for the cooking genre...\Let's go with French cuisine! response:	I see.
context: About the topic, how about venison?\We were supposed to use the venison during class earlier,\so there are many different cuts still available.\I see.\That's fine by me.\As for the cooking genre...\Let's go with French cuisine!\I see. response:	Sure.
context: We were supposed to use the venison during class earlier,\so there are many different cuts still available.\I see.\That's fine by me.\As for the cooking genre...\Let's go with French cuisine!\I see.\Sure. response:	Let's begin, then.
context: so there are many different cuts still available.\I see.\That's fine by me.\As for the cooking genre...\Let's go with French cuisine!\I see.\Sure.\Let's begin, then. response:	The match has begun.
context: I see.\That's fine by me.\As for the cooking genre...\Let's go with French cuisine!\I see.\Sure.\Let's begin, then.\The match has begun. response:	The French cuisine I had at Tsukasa-senpai's booth during the Moon Festival
context: That's fine by me.\As for the cooking genre...\Let's go with French cuisine!\I see.\Sure.\Let's begin, then.\The match has begun.\The French cuisine I had at Tsukasa-senpai's booth during the Moon Festival response:	was a shocking revelation.
context: As for the cooking genre...\Let's go with French cuisine!\I see.\Sure.\Let's begin, then.\The match has begun.\The French cuisine I had at Tsukasa-senpai's booth during the Moon Festival\was a shocking revelation. response:	But I learned a lot at Master Shinomiya's restaurant, too!
context: Let's go with French cuisine!\I see.\Sure.\Let's begin, then.\The match has begun.\The French cuisine I had at Tsukasa-senpai's booth during the Moon Festival\was a shocking revelation.\But I learned a lot at Master Shinomiya's restaurant, too! response:	I'll face him with my own French cuisine!
context: I see.\Sure.\Let's begin, then.\The match has begun.\The French cuisine I had at Tsukasa-senpai's booth during the Moon Festival\was a shocking revelation.\But I learned a lot at Master Shinomiya's restaurant, too!\I'll face him with my own French cuisine! response:	H-H-H-How's this even happening?!
context: Sure.\Let's begin, then.\The match has begun.\The French cuisine I had at Tsukasa-senpai's booth during the Moon Festival\was a shocking revelation.\But I learned a lot at Master Shinomiya's restaurant, too!\I'll face him with my own French cuisine!\H-H-H-How's this even happening?! response:	Well, we don't know, either.
context: Let's begin, then.\The match has begun.\The French cuisine I had at Tsukasa-senpai's booth during the Moon Festival\was a shocking revelation.\But I learned a lot at Master Shinomiya's restaurant, too!\I'll face him with my own French cuisine!\H-H-H-How's this even happening?!\Well, we don't know, either. response:	But now that they've begun their cooking match,
context: The match has begun.\The French cuisine I had at Tsukasa-senpai's booth during the Moon Festival\was a shocking revelation.\But I learned a lot at Master Shinomiya's restaurant, too!\I'll face him with my own French cuisine!\H-H-H-How's this even happening?!\Well, we don't know, either.\But now that they've begun their cooking match, response:	we can only observe what will happen
context: The French cuisine I had at Tsukasa-senpai's booth during the Moon Festival\was a shocking revelation.\But I learned a lot at Master Shinomiya's restaurant, too!\I'll face him with my own French cuisine!\H-H-H-How's this even happening?!\Well, we don't know, either.\But now that they've begun their cooking match,\we can only observe what will happen response:	how Yukihira-kun will challenge the Tsukasa Eishi.
context: was a shocking revelation.\But I learned a lot at Master Shinomiya's restaurant, too!\I'll face him with my own French cuisine!\H-H-H-How's this even happening?!\Well, we don't know, either.\But now that they've begun their cooking match,\we can only observe what will happen\how Yukihira-kun will challenge the Tsukasa Eishi. response:	Yes, Erina-sama.
context: But I learned a lot at Master Shinomiya's restaurant, too!\I'll face him with my own French cuisine!\H-H-H-How's this even happening?!\Well, we don't know, either.\But now that they've begun their cooking match,\we can only observe what will happen\how Yukihira-kun will challenge the Tsukasa Eishi.\Yes, Erina-sama. response:	But if he loses...
context: I'll face him with my own French cuisine!\H-H-H-How's this even happening?!\Well, we don't know, either.\But now that they've begun their cooking match,\we can only observe what will happen\how Yukihira-kun will challenge the Tsukasa Eishi.\Yes, Erina-sama.\But if he loses... response:	Okay, so venison.
context: H-H-H-How's this even happening?!\Well, we don't know, either.\But now that they've begun their cooking match,\we can only observe what will happen\how Yukihira-kun will challenge the Tsukasa Eishi.\Yes, Erina-sama.\But if he loses...\Okay, so venison. response:	What kind of dish should I make?
context: Well, we don't know, either.\But now that they've begun their cooking match,\we can only observe what will happen\how Yukihira-kun will challenge the Tsukasa Eishi.\Yes, Erina-sama.\But if he loses...\Okay, so venison.\What kind of dish should I make? response:	What kind of dish will let me win against Tsukasa Eishi?
