context: Ladies and gentlemen, good evening. response:	There are men who sniff around the mystery that surrounds myself and my friend.
context: This isn't what Eugenie wants. There's something behind it.\Come on, you know Eugenie would never voluntarily get engaged to a guy like that.\I'm not so sure...\I don't know anymore.\I can't tell what's true, and what's a lie.\I just don't know anymore.\Albert...\Franz... I'm still me, aren't I? response:	Whatever happens, I'll still be...
context: Come on, you know Eugenie would never voluntarily get engaged to a guy like that.\I'm not so sure...\I don't know anymore.\I can't tell what's true, and what's a lie.\I just don't know anymore.\Albert...\Franz... I'm still me, aren't I?\Whatever happens, I'll still be... response:	Please, Franz, tell me! I won't change, right?!
context: I'm not so sure...\I don't know anymore.\I can't tell what's true, and what's a lie.\I just don't know anymore.\Albert...\Franz... I'm still me, aren't I?\Whatever happens, I'll still be...\Please, Franz, tell me! I won't change, right?! response:	No matter what happens, I'm still gonna be me, right?!
context: I don't know anymore.\I can't tell what's true, and what's a lie.\I just don't know anymore.\Albert...\Franz... I'm still me, aren't I?\Whatever happens, I'll still be...\Please, Franz, tell me! I won't change, right?!\No matter what happens, I'm still gonna be me, right?! response:	Death is certain, its hour uncertain, huh? Talk about a sinister expression...
context: I can't tell what's true, and what's a lie.\I just don't know anymore.\Albert...\Franz... I'm still me, aren't I?\Whatever happens, I'll still be...\Please, Franz, tell me! I won't change, right?!\No matter what happens, I'm still gonna be me, right?!\Death is certain, its hour uncertain, huh? Talk about a sinister expression... response:	Albert.
context: I just don't know anymore.\Albert...\Franz... I'm still me, aren't I?\Whatever happens, I'll still be...\Please, Franz, tell me! I won't change, right?!\No matter what happens, I'm still gonna be me, right?!\Death is certain, its hour uncertain, huh? Talk about a sinister expression...\Albert. response:	As far as I'm concerned, I think I'd rather know the truth.
context: Albert...\Franz... I'm still me, aren't I?\Whatever happens, I'll still be...\Please, Franz, tell me! I won't change, right?!\No matter what happens, I'm still gonna be me, right?!\Death is certain, its hour uncertain, huh? Talk about a sinister expression...\Albert.\As far as I'm concerned, I think I'd rather know the truth. response:	Even if learning the truth changed who I am.
context: Franz... I'm still me, aren't I?\Whatever happens, I'll still be...\Please, Franz, tell me! I won't change, right?!\No matter what happens, I'm still gonna be me, right?!\Death is certain, its hour uncertain, huh? Talk about a sinister expression...\Albert.\As far as I'm concerned, I think I'd rather know the truth.\Even if learning the truth changed who I am. response:	Franz...
context: Whatever happens, I'll still be...\Please, Franz, tell me! I won't change, right?!\No matter what happens, I'm still gonna be me, right?!\Death is certain, its hour uncertain, huh? Talk about a sinister expression...\Albert.\As far as I'm concerned, I think I'd rather know the truth.\Even if learning the truth changed who I am.\Franz... response:	I'm thinking of leaving Paris for a while.
context: Please, Franz, tell me! I won't change, right?!\No matter what happens, I'm still gonna be me, right?!\Death is certain, its hour uncertain, huh? Talk about a sinister expression...\Albert.\As far as I'm concerned, I think I'd rather know the truth.\Even if learning the truth changed who I am.\Franz...\I'm thinking of leaving Paris for a while. response:	You're going back to Luna or something?
context: No matter what happens, I'm still gonna be me, right?!\Death is certain, its hour uncertain, huh? Talk about a sinister expression...\Albert.\As far as I'm concerned, I think I'd rather know the truth.\Even if learning the truth changed who I am.\Franz...\I'm thinking of leaving Paris for a while.\You're going back to Luna or something? response:	That's a good idea! At a time like this, a trip is the best thing to...
context: Death is certain, its hour uncertain, huh? Talk about a sinister expression...\Albert.\As far as I'm concerned, I think I'd rather know the truth.\Even if learning the truth changed who I am.\Franz...\I'm thinking of leaving Paris for a while.\You're going back to Luna or something?\That's a good idea! At a time like this, a trip is the best thing to... response:	I'm sorry, but I can't take you with me.
context: Albert.\As far as I'm concerned, I think I'd rather know the truth.\Even if learning the truth changed who I am.\Franz...\I'm thinking of leaving Paris for a while.\You're going back to Luna or something?\That's a good idea! At a time like this, a trip is the best thing to...\I'm sorry, but I can't take you with me. response:	Why the hell not?! What's the big idea?!
context: As far as I'm concerned, I think I'd rather know the truth.\Even if learning the truth changed who I am.\Franz...\I'm thinking of leaving Paris for a while.\You're going back to Luna or something?\That's a good idea! At a time like this, a trip is the best thing to...\I'm sorry, but I can't take you with me.\Why the hell not?! What's the big idea?! response:	I'm sorry.
context: Even if learning the truth changed who I am.\Franz...\I'm thinking of leaving Paris for a while.\You're going back to Luna or something?\That's a good idea! At a time like this, a trip is the best thing to...\I'm sorry, but I can't take you with me.\Why the hell not?! What's the big idea?!\I'm sorry. response:	You, too, huh?
context: Franz...\I'm thinking of leaving Paris for a while.\You're going back to Luna or something?\That's a good idea! At a time like this, a trip is the best thing to...\I'm sorry, but I can't take you with me.\Why the hell not?! What's the big idea?!\I'm sorry.\You, too, huh? response:	Now I get it. We've all grown up.
context: I'm thinking of leaving Paris for a while.\You're going back to Luna or something?\That's a good idea! At a time like this, a trip is the best thing to...\I'm sorry, but I can't take you with me.\Why the hell not?! What's the big idea?!\I'm sorry.\You, too, huh?\Now I get it. We've all grown up. response:	We're supposed to keep secrets from each other.
context: You're going back to Luna or something?\That's a good idea! At a time like this, a trip is the best thing to...\I'm sorry, but I can't take you with me.\Why the hell not?! What's the big idea?!\I'm sorry.\You, too, huh?\Now I get it. We've all grown up.\We're supposed to keep secrets from each other. response:	You and I should call it quits, too, Franz.
context: That's a good idea! At a time like this, a trip is the best thing to...\I'm sorry, but I can't take you with me.\Why the hell not?! What's the big idea?!\I'm sorry.\You, too, huh?\Now I get it. We've all grown up.\We're supposed to keep secrets from each other.\You and I should call it quits, too, Franz. response:	I mean, a secret hideout? What are we, kids?
context: I'm sorry, but I can't take you with me.\Why the hell not?! What's the big idea?!\I'm sorry.\You, too, huh?\Now I get it. We've all grown up.\We're supposed to keep secrets from each other.\You and I should call it quits, too, Franz.\I mean, a secret hideout? What are we, kids? response:	Albert...
context: Why the hell not?! What's the big idea?!\I'm sorry.\You, too, huh?\Now I get it. We've all grown up.\We're supposed to keep secrets from each other.\You and I should call it quits, too, Franz.\I mean, a secret hideout? What are we, kids?\Albert... response:	Wait for me, Albert. Trust me, I'll get to the truth.
context: I'm sorry.\You, too, huh?\Now I get it. We've all grown up.\We're supposed to keep secrets from each other.\You and I should call it quits, too, Franz.\I mean, a secret hideout? What are we, kids?\Albert...\Wait for me, Albert. Trust me, I'll get to the truth. response:	Albert!
context: You, too, huh?\Now I get it. We've all grown up.\We're supposed to keep secrets from each other.\You and I should call it quits, too, Franz.\I mean, a secret hideout? What are we, kids?\Albert...\Wait for me, Albert. Trust me, I'll get to the truth.\Albert! response:	Count?
context: Now I get it. We've all grown up.\We're supposed to keep secrets from each other.\You and I should call it quits, too, Franz.\I mean, a secret hideout? What are we, kids?\Albert...\Wait for me, Albert. Trust me, I'll get to the truth.\Albert!\Count? response:	You weren't hurt!
context: We're supposed to keep secrets from each other.\You and I should call it quits, too, Franz.\I mean, a secret hideout? What are we, kids?\Albert...\Wait for me, Albert. Trust me, I'll get to the truth.\Albert!\Count?\You weren't hurt! response:	Yes, I am right as rain.
context: You and I should call it quits, too, Franz.\I mean, a secret hideout? What are we, kids?\Albert...\Wait for me, Albert. Trust me, I'll get to the truth.\Albert!\Count?\You weren't hurt!\Yes, I am right as rain. response:	Is something the matter? You're out without an umbrella.
context: I mean, a secret hideout? What are we, kids?\Albert...\Wait for me, Albert. Trust me, I'll get to the truth.\Albert!\Count?\You weren't hurt!\Yes, I am right as rain.\Is something the matter? You're out without an umbrella. response:	Oh, I thought that getting soaked for a change wouldn't be such a bad thing.
context: Albert...\Wait for me, Albert. Trust me, I'll get to the truth.\Albert!\Count?\You weren't hurt!\Yes, I am right as rain.\Is something the matter? You're out without an umbrella.\Oh, I thought that getting soaked for a change wouldn't be such a bad thing. response:	So I see.
context: Wait for me, Albert. Trust me, I'll get to the truth.\Albert!\Count?\You weren't hurt!\Yes, I am right as rain.\Is something the matter? You're out without an umbrella.\Oh, I thought that getting soaked for a change wouldn't be such a bad thing.\So I see. response:	That reminds me, I'm on my way to go off into space again.
context: Albert!\Count?\You weren't hurt!\Yes, I am right as rain.\Is something the matter? You're out without an umbrella.\Oh, I thought that getting soaked for a change wouldn't be such a bad thing.\So I see.\That reminds me, I'm on my way to go off into space again. response:	What do you say? Would you care to join me?
context: Count?\You weren't hurt!\Yes, I am right as rain.\Is something the matter? You're out without an umbrella.\Oh, I thought that getting soaked for a change wouldn't be such a bad thing.\So I see.\That reminds me, I'm on my way to go off into space again.\What do you say? Would you care to join me? response:	Um... Today isn't a good time.
context: You weren't hurt!\Yes, I am right as rain.\Is something the matter? You're out without an umbrella.\Oh, I thought that getting soaked for a change wouldn't be such a bad thing.\So I see.\That reminds me, I'm on my way to go off into space again.\What do you say? Would you care to join me?\Um... Today isn't a good time. response:	Oh, I see.
context: Yes, I am right as rain.\Is something the matter? You're out without an umbrella.\Oh, I thought that getting soaked for a change wouldn't be such a bad thing.\So I see.\That reminds me, I'm on my way to go off into space again.\What do you say? Would you care to join me?\Um... Today isn't a good time.\Oh, I see. response:	I'm sorry.
context: Is something the matter? You're out without an umbrella.\Oh, I thought that getting soaked for a change wouldn't be such a bad thing.\So I see.\That reminds me, I'm on my way to go off into space again.\What do you say? Would you care to join me?\Um... Today isn't a good time.\Oh, I see.\I'm sorry. response:	Oh, there is no need to apologize. I hope that you will accept my offer some other time, then.
context: Oh, I thought that getting soaked for a change wouldn't be such a bad thing.\So I see.\That reminds me, I'm on my way to go off into space again.\What do you say? Would you care to join me?\Um... Today isn't a good time.\Oh, I see.\I'm sorry.\Oh, there is no need to apologize. I hope that you will accept my offer some other time, then. response:	I cannot bring myself to leave you here; not with that look on your face.
context: So I see.\That reminds me, I'm on my way to go off into space again.\What do you say? Would you care to join me?\Um... Today isn't a good time.\Oh, I see.\I'm sorry.\Oh, there is no need to apologize. I hope that you will accept my offer some other time, then.\I cannot bring myself to leave you here; not with that look on your face. response:	Come, let us go together.
context: That reminds me, I'm on my way to go off into space again.\What do you say? Would you care to join me?\Um... Today isn't a good time.\Oh, I see.\I'm sorry.\Oh, there is no need to apologize. I hope that you will accept my offer some other time, then.\I cannot bring myself to leave you here; not with that look on your face.\Come, let us go together. response:	We waited for you, but dinner has ended.
context: What do you say? Would you care to join me?\Um... Today isn't a good time.\Oh, I see.\I'm sorry.\Oh, there is no need to apologize. I hope that you will accept my offer some other time, then.\I cannot bring myself to leave you here; not with that look on your face.\Come, let us go together.\We waited for you, but dinner has ended. response:	I was out looking for Albert.
context: Um... Today isn't a good time.\Oh, I see.\I'm sorry.\Oh, there is no need to apologize. I hope that you will accept my offer some other time, then.\I cannot bring myself to leave you here; not with that look on your face.\Come, let us go together.\We waited for you, but dinner has ended.\I was out looking for Albert. response:	I see that there is still room in your heart for no one but him.
context: Oh, I see.\I'm sorry.\Oh, there is no need to apologize. I hope that you will accept my offer some other time, then.\I cannot bring myself to leave you here; not with that look on your face.\Come, let us go together.\We waited for you, but dinner has ended.\I was out looking for Albert.\I see that there is still room in your heart for no one but him. response:	Monsieur Albert has gone off into deep space.
context: I'm sorry.\Oh, there is no need to apologize. I hope that you will accept my offer some other time, then.\I cannot bring myself to leave you here; not with that look on your face.\Come, let us go together.\We waited for you, but dinner has ended.\I was out looking for Albert.\I see that there is still room in your heart for no one but him.\Monsieur Albert has gone off into deep space. response:	Apparently, he is going to spend time with the Count at his summer retreat.
context: Oh, there is no need to apologize. I hope that you will accept my offer some other time, then.\I cannot bring myself to leave you here; not with that look on your face.\Come, let us go together.\We waited for you, but dinner has ended.\I was out looking for Albert.\I see that there is still room in your heart for no one but him.\Monsieur Albert has gone off into deep space.\Apparently, he is going to spend time with the Count at his summer retreat. response:	Oh... He is?
context: I cannot bring myself to leave you here; not with that look on your face.\Come, let us go together.\We waited for you, but dinner has ended.\I was out looking for Albert.\I see that there is still room in your heart for no one but him.\Monsieur Albert has gone off into deep space.\Apparently, he is going to spend time with the Count at his summer retreat.\Oh... He is? response:	Oh, that's right. There's been a steady stream of flowers to congratulate you.
context: Come, let us go together.\We waited for you, but dinner has ended.\I was out looking for Albert.\I see that there is still room in your heart for no one but him.\Monsieur Albert has gone off into deep space.\Apparently, he is going to spend time with the Count at his summer retreat.\Oh... He is?\Oh, that's right. There's been a steady stream of flowers to congratulate you. response:	This one is from me.
context: We waited for you, but dinner has ended.\I was out looking for Albert.\I see that there is still room in your heart for no one but him.\Monsieur Albert has gone off into deep space.\Apparently, he is going to spend time with the Count at his summer retreat.\Oh... He is?\Oh, that's right. There's been a steady stream of flowers to congratulate you.\This one is from me. response:	Why? Why do these things keep happening to me?
context: I was out looking for Albert.\I see that there is still room in your heart for no one but him.\Monsieur Albert has gone off into deep space.\Apparently, he is going to spend time with the Count at his summer retreat.\Oh... He is?\Oh, that's right. There's been a steady stream of flowers to congratulate you.\This one is from me.\Why? Why do these things keep happening to me? response:	Why do you suppose that is?
context: I see that there is still room in your heart for no one but him.\Monsieur Albert has gone off into deep space.\Apparently, he is going to spend time with the Count at his summer retreat.\Oh... He is?\Oh, that's right. There's been a steady stream of flowers to congratulate you.\This one is from me.\Why? Why do these things keep happening to me?\Why do you suppose that is? response:	Count, I'm afraid...
context: Monsieur Albert has gone off into deep space.\Apparently, he is going to spend time with the Count at his summer retreat.\Oh... He is?\Oh, that's right. There's been a steady stream of flowers to congratulate you.\This one is from me.\Why? Why do these things keep happening to me?\Why do you suppose that is?\Count, I'm afraid... response:	What's the truth? What is a lie?
context: Apparently, he is going to spend time with the Count at his summer retreat.\Oh... He is?\Oh, that's right. There's been a steady stream of flowers to congratulate you.\This one is from me.\Why? Why do these things keep happening to me?\Why do you suppose that is?\Count, I'm afraid...\What's the truth? What is a lie? response:	That is something that you must decide for yourself.
context: Oh... He is?\Oh, that's right. There's been a steady stream of flowers to congratulate you.\This one is from me.\Why? Why do these things keep happening to me?\Why do you suppose that is?\Count, I'm afraid...\What's the truth? What is a lie?\That is something that you must decide for yourself. response:	Do you have the resolve to overcome your limitations and press ever onward?
context: Oh, that's right. There's been a steady stream of flowers to congratulate you.\This one is from me.\Why? Why do these things keep happening to me?\Why do you suppose that is?\Count, I'm afraid...\What's the truth? What is a lie?\That is something that you must decide for yourself.\Do you have the resolve to overcome your limitations and press ever onward? response:	You will be all right.
context: This one is from me.\Why? Why do these things keep happening to me?\Why do you suppose that is?\Count, I'm afraid...\What's the truth? What is a lie?\That is something that you must decide for yourself.\Do you have the resolve to overcome your limitations and press ever onward?\You will be all right. response:	Count...
context: Why? Why do these things keep happening to me?\Why do you suppose that is?\Count, I'm afraid...\What's the truth? What is a lie?\That is something that you must decide for yourself.\Do you have the resolve to overcome your limitations and press ever onward?\You will be all right.\Count... response:	The first public speech by presidential race forerunner General Fernand de Morcerf...
context: Why do you suppose that is?\Count, I'm afraid...\What's the truth? What is a lie?\That is something that you must decide for yourself.\Do you have the resolve to overcome your limitations and press ever onward?\You will be all right.\Count...\The first public speech by presidential race forerunner General Fernand de Morcerf... response:	Numerous public figures have also rushed here to show their support,
context: Count, I'm afraid...\What's the truth? What is a lie?\That is something that you must decide for yourself.\Do you have the resolve to overcome your limitations and press ever onward?\You will be all right.\Count...\The first public speech by presidential race forerunner General Fernand de Morcerf...\Numerous public figures have also rushed here to show their support, response:	General Morcerf, it's time.
context: What's the truth? What is a lie?\That is something that you must decide for yourself.\Do you have the resolve to overcome your limitations and press ever onward?\You will be all right.\Count...\The first public speech by presidential race forerunner General Fernand de Morcerf...\Numerous public figures have also rushed here to show their support,\General Morcerf, it's time. response:	Please take your place on the stage, sir.
context: That is something that you must decide for yourself.\Do you have the resolve to overcome your limitations and press ever onward?\You will be all right.\Count...\The first public speech by presidential race forerunner General Fernand de Morcerf...\Numerous public figures have also rushed here to show their support,\General Morcerf, it's time.\Please take your place on the stage, sir. response:	I only made it this far because I had you at my side.
context: Do you have the resolve to overcome your limitations and press ever onward?\You will be all right.\Count...\The first public speech by presidential race forerunner General Fernand de Morcerf...\Numerous public figures have also rushed here to show their support,\General Morcerf, it's time.\Please take your place on the stage, sir.\I only made it this far because I had you at my side. response:	I'm so proud of you.
context: You will be all right.\Count...\The first public speech by presidential race forerunner General Fernand de Morcerf...\Numerous public figures have also rushed here to show their support,\General Morcerf, it's time.\Please take your place on the stage, sir.\I only made it this far because I had you at my side.\I'm so proud of you. response:	Get the car ready! I'm going to the National Assembly!
context: Count...\The first public speech by presidential race forerunner General Fernand de Morcerf...\Numerous public figures have also rushed here to show their support,\General Morcerf, it's time.\Please take your place on the stage, sir.\I only made it this far because I had you at my side.\I'm so proud of you.\Get the car ready! I'm going to the National Assembly! response:	Away from the worlds of men, I find myself alone with the Count.
context: The first public speech by presidential race forerunner General Fernand de Morcerf...\Numerous public figures have also rushed here to show their support,\General Morcerf, it's time.\Please take your place on the stage, sir.\I only made it this far because I had you at my side.\I'm so proud of you.\Get the car ready! I'm going to the National Assembly!\Away from the worlds of men, I find myself alone with the Count. response:	But there is no escaping from the truth.
context: Numerous public figures have also rushed here to show their support,\General Morcerf, it's time.\Please take your place on the stage, sir.\I only made it this far because I had you at my side.\I'm so proud of you.\Get the car ready! I'm going to the National Assembly!\Away from the worlds of men, I find myself alone with the Count.\But there is no escaping from the truth. response:	Act 15: The End of Happiness, The Beginning of Truth
context: General Morcerf, it's time.\Please take your place on the stage, sir.\I only made it this far because I had you at my side.\I'm so proud of you.\Get the car ready! I'm going to the National Assembly!\Away from the worlds of men, I find myself alone with the Count.\But there is no escaping from the truth.\Act 15: The End of Happiness, The Beginning of Truth response:	Bide your time, and hold out hope!
