context: Time flies. response:	It's already late November.
context: I might.\It's not for me to decide what to do after that.\I thought that's what you'd say.\Yeah, I guess.\It'd end up like a really bad drama if she saw my brother without knowing the truth.\But I can't.\A miniskirt? For New Year's?\Sounds good. response:	Yeah?
context: It's not for me to decide what to do after that.\I thought that's what you'd say.\Yeah, I guess.\It'd end up like a really bad drama if she saw my brother without knowing the truth.\But I can't.\A miniskirt? For New Year's?\Sounds good.\Yeah? response:	How about a frilly one...
context: I thought that's what you'd say.\Yeah, I guess.\It'd end up like a really bad drama if she saw my brother without knowing the truth.\But I can't.\A miniskirt? For New Year's?\Sounds good.\Yeah?\How about a frilly one... response:	How about one that'll look good on you?
context: Yeah, I guess.\It'd end up like a really bad drama if she saw my brother without knowing the truth.\But I can't.\A miniskirt? For New Year's?\Sounds good.\Yeah?\How about a frilly one...\How about one that'll look good on you? response:	It wouldn't look good on me?
context: It'd end up like a really bad drama if she saw my brother without knowing the truth.\But I can't.\A miniskirt? For New Year's?\Sounds good.\Yeah?\How about a frilly one...\How about one that'll look good on you?\It wouldn't look good on me? response:	Girl talk!
context: But I can't.\A miniskirt? For New Year's?\Sounds good.\Yeah?\How about a frilly one...\How about one that'll look good on you?\It wouldn't look good on me?\Girl talk! response:	I wonder what your crush is like.
context: A miniskirt? For New Year's?\Sounds good.\Yeah?\How about a frilly one...\How about one that'll look good on you?\It wouldn't look good on me?\Girl talk!\I wonder what your crush is like. response:	Can we come too?
context: Sounds good.\Yeah?\How about a frilly one...\How about one that'll look good on you?\It wouldn't look good on me?\Girl talk!\I wonder what your crush is like.\Can we come too? response:	That's embarrassing.
context: Yeah?\How about a frilly one...\How about one that'll look good on you?\It wouldn't look good on me?\Girl talk!\I wonder what your crush is like.\Can we come too?\That's embarrassing. response:	Chizu-chan looks so happy.
context: How about a frilly one...\How about one that'll look good on you?\It wouldn't look good on me?\Girl talk!\I wonder what your crush is like.\Can we come too?\That's embarrassing.\Chizu-chan looks so happy. response:	I'm getting all hyped up while Yano-chin's upset.
context: How about one that'll look good on you?\It wouldn't look good on me?\Girl talk!\I wonder what your crush is like.\Can we come too?\That's embarrassing.\Chizu-chan looks so happy.\I'm getting all hyped up while Yano-chin's upset. response:	It's fine.
context: It wouldn't look good on me?\Girl talk!\I wonder what your crush is like.\Can we come too?\That's embarrassing.\Chizu-chan looks so happy.\I'm getting all hyped up while Yano-chin's upset.\It's fine. response:	Sorry, Yano-chin.
context: Girl talk!\I wonder what your crush is like.\Can we come too?\That's embarrassing.\Chizu-chan looks so happy.\I'm getting all hyped up while Yano-chin's upset.\It's fine.\Sorry, Yano-chin. response:	Cheer up!
context: I wonder what your crush is like.\Can we come too?\That's embarrassing.\Chizu-chan looks so happy.\I'm getting all hyped up while Yano-chin's upset.\It's fine.\Sorry, Yano-chin.\Cheer up! response:	Let's meet at my place to cheer you up.
context: Can we come too?\That's embarrassing.\Chizu-chan looks so happy.\I'm getting all hyped up while Yano-chin's upset.\It's fine.\Sorry, Yano-chin.\Cheer up!\Let's meet at my place to cheer you up. response:	Fine, fine.
context: That's embarrassing.\Chizu-chan looks so happy.\I'm getting all hyped up while Yano-chin's upset.\It's fine.\Sorry, Yano-chin.\Cheer up!\Let's meet at my place to cheer you up.\Fine, fine. response:	You can sleep over.
context: Chizu-chan looks so happy.\I'm getting all hyped up while Yano-chin's upset.\It's fine.\Sorry, Yano-chin.\Cheer up!\Let's meet at my place to cheer you up.\Fine, fine.\You can sleep over. response:	You should come too, Sawako.
context: I'm getting all hyped up while Yano-chin's upset.\It's fine.\Sorry, Yano-chin.\Cheer up!\Let's meet at my place to cheer you up.\Fine, fine.\You can sleep over.\You should come too, Sawako. response:	Sleep over? Me too?
context: It's fine.\Sorry, Yano-chin.\Cheer up!\Let's meet at my place to cheer you up.\Fine, fine.\You can sleep over.\You should come too, Sawako.\Sleep over? Me too? response:	Let's all play against each other!
context: Sorry, Yano-chin.\Cheer up!\Let's meet at my place to cheer you up.\Fine, fine.\You can sleep over.\You should come too, Sawako.\Sleep over? Me too?\Let's all play against each other! response:	G-Game?
context: Cheer up!\Let's meet at my place to cheer you up.\Fine, fine.\You can sleep over.\You should come too, Sawako.\Sleep over? Me too?\Let's all play against each other!\G-Game? response:	Chizuru, it's me.
context: Let's meet at my place to cheer you up.\Fine, fine.\You can sleep over.\You should come too, Sawako.\Sleep over? Me too?\Let's all play against each other!\G-Game?\Chizuru, it's me. response:	I'm coming in.
context: Fine, fine.\You can sleep over.\You should come too, Sawako.\Sleep over? Me too?\Let's all play against each other!\G-Game?\Chizuru, it's me.\I'm coming in. response:	At least wait'til I say so.
context: You can sleep over.\You should come too, Sawako.\Sleep over? Me too?\Let's all play against each other!\G-Game?\Chizuru, it's me.\I'm coming in.\At least wait'til I say so. response:	What if I was changing?
context: You should come too, Sawako.\Sleep over? Me too?\Let's all play against each other!\G-Game?\Chizuru, it's me.\I'm coming in.\At least wait'til I say so.\What if I was changing? response:	Right back at you.
context: Sleep over? Me too?\Let's all play against each other!\G-Game?\Chizuru, it's me.\I'm coming in.\At least wait'til I say so.\What if I was changing?\Right back at you. response:	What's up?
context: Let's all play against each other!\G-Game?\Chizuru, it's me.\I'm coming in.\At least wait'til I say so.\What if I was changing?\Right back at you.\What's up? response:	You don't come too often.
context: G-Game?\Chizuru, it's me.\I'm coming in.\At least wait'til I say so.\What if I was changing?\Right back at you.\What's up?\You don't come too often. response:	Here.
context: Chizuru, it's me.\I'm coming in.\At least wait'til I say so.\What if I was changing?\Right back at you.\What's up?\You don't come too often.\Here. response:	Aren't you having any?
context: I'm coming in.\At least wait'til I say so.\What if I was changing?\Right back at you.\What's up?\You don't come too often.\Here.\Aren't you having any? response:	Hey...
context: At least wait'til I say so.\What if I was changing?\Right back at you.\What's up?\You don't come too often.\Here.\Aren't you having any?\Hey... response:	That was close.
context: What if I was changing?\Right back at you.\What's up?\You don't come too often.\Here.\Aren't you having any?\Hey...\That was close. response:	What?
context: Right back at you.\What's up?\You don't come too often.\Here.\Aren't you having any?\Hey...\That was close.\What? response:	Nothing.
context: What's up?\You don't come too often.\Here.\Aren't you having any?\Hey...\That was close.\What?\Nothing. response:	Hey, Chizuru...
context: You don't come too often.\Here.\Aren't you having any?\Hey...\That was close.\What?\Nothing.\Hey, Chizuru... response:	Go.
context: Here.\Aren't you having any?\Hey...\That was close.\What?\Nothing.\Hey, Chizuru...\Go. response:	Huh?
context: Aren't you having any?\Hey...\That was close.\What?\Nothing.\Hey, Chizuru...\Go.\Huh? response:	Just go.
context: Hey...\That was close.\What?\Nothing.\Hey, Chizuru...\Go.\Huh?\Just go. response:	But I have to
context: That was close.\What?\Nothing.\Hey, Chizuru...\Go.\Huh?\Just go.\But I have to response:	Go!
context: What?\Nothing.\Hey, Chizuru...\Go.\Huh?\Just go.\But I have to\Go! response:	Well, damn.
context: Nothing.\Hey, Chizuru...\Go.\Huh?\Just go.\But I have to\Go!\Well, damn. response:	I was always busy just trying to talk to people.
context: Hey, Chizuru...\Go.\Huh?\Just go.\But I have to\Go!\Well, damn.\I was always busy just trying to talk to people. response:	I'd never had time to think about relationships.
context: Go.\Huh?\Just go.\But I have to\Go!\Well, damn.\I was always busy just trying to talk to people.\I'd never had time to think about relationships. response:	Relationships must be just as hard as friendships.
context: Huh?\Just go.\But I have to\Go!\Well, damn.\I was always busy just trying to talk to people.\I'd never had time to think about relationships.\Relationships must be just as hard as friendships. response:	It must be because I like Kazehaya-kun, that I can tell.
context: Just go.\But I have to\Go!\Well, damn.\I was always busy just trying to talk to people.\I'd never had time to think about relationships.\Relationships must be just as hard as friendships.\It must be because I like Kazehaya-kun, that I can tell. response:	Crumbling smiles, never tarnished.
context: But I have to\Go!\Well, damn.\I was always busy just trying to talk to people.\I'd never had time to think about relationships.\Relationships must be just as hard as friendships.\It must be because I like Kazehaya-kun, that I can tell.\Crumbling smiles, never tarnished. response:	Next episode: Dream
