context: I can win! response:	Against Reiner, I can win!
context: If it means getting back to those plain, ordinary days...\No matter how long it takes to get there.\I'm coming, too.\Without you three together again, I can't bring back the good old days.\They're here!\Hey!\Isn't that...?\Commander Erwin! response:	And the Military Police!
context: No matter how long it takes to get there.\I'm coming, too.\Without you three together again, I can't bring back the good old days.\They're here!\Hey!\Isn't that...?\Commander Erwin!\And the Military Police! response:	I never thought they'd ride along the wall.
context: I'm coming, too.\Without you three together again, I can't bring back the good old days.\They're here!\Hey!\Isn't that...?\Commander Erwin!\And the Military Police!\I never thought they'd ride along the wall. response:	That's probably the quickest route.
context: Without you three together again, I can't bring back the good old days.\They're here!\Hey!\Isn't that...?\Commander Erwin!\And the Military Police!\I never thought they'd ride along the wall.\That's probably the quickest route. response:	Christa...
context: They're here!\Hey!\Isn't that...?\Commander Erwin!\And the Military Police!\I never thought they'd ride along the wall.\That's probably the quickest route.\Christa... response:	I'd prefer if you stayed back, but...
context: Hey!\Isn't that...?\Commander Erwin!\And the Military Police!\I never thought they'd ride along the wall.\That's probably the quickest route.\Christa...\I'd prefer if you stayed back, but... response:	No matter what you say, I won't.
context: Isn't that...?\Commander Erwin!\And the Military Police!\I never thought they'd ride along the wall.\That's probably the quickest route.\Christa...\I'd prefer if you stayed back, but...\No matter what you say, I won't. response:	I refuse to wait here when Ymir was taken away.
context: Commander Erwin!\And the Military Police!\I never thought they'd ride along the wall.\That's probably the quickest route.\Christa...\I'd prefer if you stayed back, but...\No matter what you say, I won't.\I refuse to wait here when Ymir was taken away. response:	You two should know how I feel.
context: And the Military Police!\I never thought they'd ride along the wall.\That's probably the quickest route.\Christa...\I'd prefer if you stayed back, but...\No matter what you say, I won't.\I refuse to wait here when Ymir was taken away.\You two should know how I feel. response:	Christa has a point, Armin.
context: I never thought they'd ride along the wall.\That's probably the quickest route.\Christa...\I'd prefer if you stayed back, but...\No matter what you say, I won't.\I refuse to wait here when Ymir was taken away.\You two should know how I feel.\Christa has a point, Armin. response:	We have plenty of reasons for chasing after them.
context: That's probably the quickest route.\Christa...\I'd prefer if you stayed back, but...\No matter what you say, I won't.\I refuse to wait here when Ymir was taken away.\You two should know how I feel.\Christa has a point, Armin.\We have plenty of reasons for chasing after them. response:	One of which I still can't believe...
context: Christa...\I'd prefer if you stayed back, but...\No matter what you say, I won't.\I refuse to wait here when Ymir was taken away.\You two should know how I feel.\Christa has a point, Armin.\We have plenty of reasons for chasing after them.\One of which I still can't believe... response:	That Reiner and Bertholdt are our enemies.
context: I'd prefer if you stayed back, but...\No matter what you say, I won't.\I refuse to wait here when Ymir was taken away.\You two should know how I feel.\Christa has a point, Armin.\We have plenty of reasons for chasing after them.\One of which I still can't believe...\That Reiner and Bertholdt are our enemies. response:	I've gotta hear it straight from their mouths.
context: No matter what you say, I won't.\I refuse to wait here when Ymir was taken away.\You two should know how I feel.\Christa has a point, Armin.\We have plenty of reasons for chasing after them.\One of which I still can't believe...\That Reiner and Bertholdt are our enemies.\I've gotta hear it straight from their mouths. response:	You made it, Commander Erwin!
context: I refuse to wait here when Ymir was taken away.\You two should know how I feel.\Christa has a point, Armin.\We have plenty of reasons for chasing after them.\One of which I still can't believe...\That Reiner and Bertholdt are our enemies.\I've gotta hear it straight from their mouths.\You made it, Commander Erwin! response:	Is the situation the same?
context: You two should know how I feel.\Christa has a point, Armin.\We have plenty of reasons for chasing after them.\One of which I still can't believe...\That Reiner and Bertholdt are our enemies.\I've gotta hear it straight from their mouths.\You made it, Commander Erwin!\Is the situation the same? response:	Yes, sir!
context: Christa has a point, Armin.\We have plenty of reasons for chasing after them.\One of which I still can't believe...\That Reiner and Bertholdt are our enemies.\I've gotta hear it straight from their mouths.\You made it, Commander Erwin!\Is the situation the same?\Yes, sir! response:	Good.
context: We have plenty of reasons for chasing after them.\One of which I still can't believe...\That Reiner and Bertholdt are our enemies.\I've gotta hear it straight from their mouths.\You made it, Commander Erwin!\Is the situation the same?\Yes, sir!\Good. response:	Deploy the lifts!
context: One of which I still can't believe...\That Reiner and Bertholdt are our enemies.\I've gotta hear it straight from their mouths.\You made it, Commander Erwin!\Is the situation the same?\Yes, sir!\Good.\Deploy the lifts! response:	Hange?!
context: That Reiner and Bertholdt are our enemies.\I've gotta hear it straight from their mouths.\You made it, Commander Erwin!\Is the situation the same?\Yes, sir!\Good.\Deploy the lifts!\Hange?! response:	Moblit...
context: I've gotta hear it straight from their mouths.\You made it, Commander Erwin!\Is the situation the same?\Yes, sir!\Good.\Deploy the lifts!\Hange?!\Moblit... response:	G-Gimme a map.
context: You made it, Commander Erwin!\Is the situation the same?\Yes, sir!\Good.\Deploy the lifts!\Hange?!\Moblit...\G-Gimme a map. response:	It might be a long shot, but there's a giant forest here.
context: Is the situation the same?\Yes, sir!\Good.\Deploy the lifts!\Hange?!\Moblit...\G-Gimme a map.\It might be a long shot, but there's a giant forest here. response:	We should head straight for it.
context: Yes, sir!\Good.\Deploy the lifts!\Hange?!\Moblit...\G-Gimme a map.\It might be a long shot, but there's a giant forest here.\We should head straight for it. response:	Though, it's not like they have a way to hide the Armored Titan's footsteps, but...
context: Good.\Deploy the lifts!\Hange?!\Moblit...\G-Gimme a map.\It might be a long shot, but there's a giant forest here.\We should head straight for it.\Though, it's not like they have a way to hide the Armored Titan's footsteps, but... response:	Why's that?
context: Deploy the lifts!\Hange?!\Moblit...\G-Gimme a map.\It might be a long shot, but there's a giant forest here.\We should head straight for it.\Though, it's not like they have a way to hide the Armored Titan's footsteps, but...\Why's that? response:	It's a gamble, but even if they have the strength to change into Titans,
context: Hange?!\Moblit...\G-Gimme a map.\It might be a long shot, but there's a giant forest here.\We should head straight for it.\Though, it's not like they have a way to hide the Armored Titan's footsteps, but...\Why's that?\It's a gamble, but even if they have the strength to change into Titans, response:	the other Titans outside the wall might still be a threat.
context: Moblit...\G-Gimme a map.\It might be a long shot, but there's a giant forest here.\We should head straight for it.\Though, it's not like they have a way to hide the Armored Titan's footsteps, but...\Why's that?\It's a gamble, but even if they have the strength to change into Titans,\the other Titans outside the wall might still be a threat. response:	Especially after all that fighting.
context: G-Gimme a map.\It might be a long shot, but there's a giant forest here.\We should head straight for it.\Though, it's not like they have a way to hide the Armored Titan's footsteps, but...\Why's that?\It's a gamble, but even if they have the strength to change into Titans,\the other Titans outside the wall might still be a threat.\Especially after all that fighting. response:	They might not be as bad off as Eren, but I'm sure they're exhausted.
context: It might be a long shot, but there's a giant forest here.\We should head straight for it.\Though, it's not like they have a way to hide the Armored Titan's footsteps, but...\Why's that?\It's a gamble, but even if they have the strength to change into Titans,\the other Titans outside the wall might still be a threat.\Especially after all that fighting.\They might not be as bad off as Eren, but I'm sure they're exhausted. response:	Like how Annie was out cold for a while.
context: We should head straight for it.\Though, it's not like they have a way to hide the Armored Titan's footsteps, but...\Why's that?\It's a gamble, but even if they have the strength to change into Titans,\the other Titans outside the wall might still be a threat.\Especially after all that fighting.\They might not be as bad off as Eren, but I'm sure they're exhausted.\Like how Annie was out cold for a while. response:	Let's assume for now that their
context: Though, it's not like they have a way to hide the Armored Titan's footsteps, but...\Why's that?\It's a gamble, but even if they have the strength to change into Titans,\the other Titans outside the wall might still be a threat.\Especially after all that fighting.\They might not be as bad off as Eren, but I'm sure they're exhausted.\Like how Annie was out cold for a while.\Let's assume for now that their response:	destination is somewhere outside of Wall Maria.
context: Why's that?\It's a gamble, but even if they have the strength to change into Titans,\the other Titans outside the wall might still be a threat.\Especially after all that fighting.\They might not be as bad off as Eren, but I'm sure they're exhausted.\Like how Annie was out cold for a while.\Let's assume for now that their\destination is somewhere outside of Wall Maria. response:	Considering the distance they'll have to cover,
context: It's a gamble, but even if they have the strength to change into Titans,\the other Titans outside the wall might still be a threat.\Especially after all that fighting.\They might not be as bad off as Eren, but I'm sure they're exhausted.\Like how Annie was out cold for a while.\Let's assume for now that their\destination is somewhere outside of Wall Maria.\Considering the distance they'll have to cover, response:	we can assume they'll need to recover their stamina.
context: the other Titans outside the wall might still be a threat.\Especially after all that fighting.\They might not be as bad off as Eren, but I'm sure they're exhausted.\Like how Annie was out cold for a while.\Let's assume for now that their\destination is somewhere outside of Wall Maria.\Considering the distance they'll have to cover,\we can assume they'll need to recover their stamina. response:	Which means...
context: Especially after all that fighting.\They might not be as bad off as Eren, but I'm sure they're exhausted.\Like how Annie was out cold for a while.\Let's assume for now that their\destination is somewhere outside of Wall Maria.\Considering the distance they'll have to cover,\we can assume they'll need to recover their stamina.\Which means... response:	they'll want to rest somewhere where Titans are unable to reach them.
context: They might not be as bad off as Eren, but I'm sure they're exhausted.\Like how Annie was out cold for a while.\Let's assume for now that their\destination is somewhere outside of Wall Maria.\Considering the distance they'll have to cover,\we can assume they'll need to recover their stamina.\Which means...\they'll want to rest somewhere where Titans are unable to reach them. response:	At least until nightfall when Titans can't move.
context: Like how Annie was out cold for a while.\Let's assume for now that their\destination is somewhere outside of Wall Maria.\Considering the distance they'll have to cover,\we can assume they'll need to recover their stamina.\Which means...\they'll want to rest somewhere where Titans are unable to reach them.\At least until nightfall when Titans can't move. response:	Oh, Eren...
context: Let's assume for now that their\destination is somewhere outside of Wall Maria.\Considering the distance they'll have to cover,\we can assume they'll need to recover their stamina.\Which means...\they'll want to rest somewhere where Titans are unable to reach them.\At least until nightfall when Titans can't move.\Oh, Eren... response:	You're awake?
context: destination is somewhere outside of Wall Maria.\Considering the distance they'll have to cover,\we can assume they'll need to recover their stamina.\Which means...\they'll want to rest somewhere where Titans are unable to reach them.\At least until nightfall when Titans can't move.\Oh, Eren...\You're awake? response:	We have until night!
context: Considering the distance they'll have to cover,\we can assume they'll need to recover their stamina.\Which means...\they'll want to rest somewhere where Titans are unable to reach them.\At least until nightfall when Titans can't move.\Oh, Eren...\You're awake?\We have until night! response:	If we reach the forest before nightfall, we still might make it in time!
context: we can assume they'll need to recover their stamina.\Which means...\they'll want to rest somewhere where Titans are unable to reach them.\At least until nightfall when Titans can't move.\Oh, Eren...\You're awake?\We have until night!\If we reach the forest before nightfall, we still might make it in time! response:	Let's move!
context: Which means...\they'll want to rest somewhere where Titans are unable to reach them.\At least until nightfall when Titans can't move.\Oh, Eren...\You're awake?\We have until night!\If we reach the forest before nightfall, we still might make it in time!\Let's move! response:	Eren wakes up within the giant forest.
context: they'll want to rest somewhere where Titans are unable to reach them.\At least until nightfall when Titans can't move.\Oh, Eren...\You're awake?\We have until night!\If we reach the forest before nightfall, we still might make it in time!\Let's move!\Eren wakes up within the giant forest. response:	Desperate to escape,
context: At least until nightfall when Titans can't move.\Oh, Eren...\You're awake?\We have until night!\If we reach the forest before nightfall, we still might make it in time!\Let's move!\Eren wakes up within the giant forest.\Desperate to escape, response:	Eren attempts to transform once again, but is stopped by Ymir.
context: Oh, Eren...\You're awake?\We have until night!\If we reach the forest before nightfall, we still might make it in time!\Let's move!\Eren wakes up within the giant forest.\Desperate to escape,\Eren attempts to transform once again, but is stopped by Ymir. response:	Deep in the isolated forest, the emotions of Eren and Reiner violently clash.
context: You're awake?\We have until night!\If we reach the forest before nightfall, we still might make it in time!\Let's move!\Eren wakes up within the giant forest.\Desperate to escape,\Eren attempts to transform once again, but is stopped by Ymir.\Deep in the isolated forest, the emotions of Eren and Reiner violently clash. response:	They must settle things once and for all.
context: We have until night!\If we reach the forest before nightfall, we still might make it in time!\Let's move!\Eren wakes up within the giant forest.\Desperate to escape,\Eren attempts to transform once again, but is stopped by Ymir.\Deep in the isolated forest, the emotions of Eren and Reiner violently clash.\They must settle things once and for all. response:	Not only for themselves, but for all those who've died.
context: If we reach the forest before nightfall, we still might make it in time!\Let's move!\Eren wakes up within the giant forest.\Desperate to escape,\Eren attempts to transform once again, but is stopped by Ymir.\Deep in the isolated forest, the emotions of Eren and Reiner violently clash.\They must settle things once and for all.\Not only for themselves, but for all those who've died. response:	Opening
context: Let's move!\Eren wakes up within the giant forest.\Desperate to escape,\Eren attempts to transform once again, but is stopped by Ymir.\Deep in the isolated forest, the emotions of Eren and Reiner violently clash.\They must settle things once and for all.\Not only for themselves, but for all those who've died.\Opening response:	Next episode: Opening.
