context: Rikudo will win! response:	At the same time, I will beat myself and beat you, Kurahara.
context: I have nothing to tell him.\It's as if he's trying to reach another dimension by running.\I can't interfere with that.\No one must touch Kakeru.\Tokaido Line\He ran Gontazaka in 2:50.\He's a monster.\I know because I ran it. response:	No one can keep that up until the end.
context: It's as if he's trying to reach another dimension by running.\I can't interfere with that.\No one must touch Kakeru.\Tokaido Line\He ran Gontazaka in 2:50.\He's a monster.\I know because I ran it.\No one can keep that up until the end. response:	He's still got more than 15 kilometers to go.
context: I can't interfere with that.\No one must touch Kakeru.\Tokaido Line\He ran Gontazaka in 2:50.\He's a monster.\I know because I ran it.\No one can keep that up until the end.\He's still got more than 15 kilometers to go. response:	Can he not hear the landlord?
context: No one must touch Kakeru.\Tokaido Line\He ran Gontazaka in 2:50.\He's a monster.\I know because I ran it.\No one can keep that up until the end.\He's still got more than 15 kilometers to go.\Can he not hear the landlord? response:	I think Haiji's letting him do it.
context: Tokaido Line\He ran Gontazaka in 2:50.\He's a monster.\I know because I ran it.\No one can keep that up until the end.\He's still got more than 15 kilometers to go.\Can he not hear the landlord?\I think Haiji's letting him do it. response:	Hurry, King!
context: He ran Gontazaka in 2:50.\He's a monster.\I know because I ran it.\No one can keep that up until the end.\He's still got more than 15 kilometers to go.\Can he not hear the landlord?\I think Haiji's letting him do it.\Hurry, King! response:	Kansei University
context: He's a monster.\I know because I ran it.\No one can keep that up until the end.\He's still got more than 15 kilometers to go.\Can he not hear the landlord?\I think Haiji's letting him do it.\Hurry, King!\Kansei University response:	Kakeru's so fast, we're not gonna make it!
context: I know because I ran it.\No one can keep that up until the end.\He's still got more than 15 kilometers to go.\Can he not hear the landlord?\I think Haiji's letting him do it.\Hurry, King!\Kansei University\Kakeru's so fast, we're not gonna make it! response:	Section 9
context: No one can keep that up until the end.\He's still got more than 15 kilometers to go.\Can he not hear the landlord?\I think Haiji's letting him do it.\Hurry, King!\Kansei University\Kakeru's so fast, we're not gonna make it!\Section 9 response:	Car 4
context: He's still got more than 15 kilometers to go.\Can he not hear the landlord?\I think Haiji's letting him do it.\Hurry, King!\Kansei University\Kakeru's so fast, we're not gonna make it!\Section 9\Car 4 response:	Kansei/Kurahara Kakeru First-Year
context: Can he not hear the landlord?\I think Haiji's letting him do it.\Hurry, King!\Kansei University\Kakeru's so fast, we're not gonna make it!\Section 9\Car 4\Kansei/Kurahara Kakeru First-Year response:	Show some consideration for your seniors!
context: I think Haiji's letting him do it.\Hurry, King!\Kansei University\Kakeru's so fast, we're not gonna make it!\Section 9\Car 4\Kansei/Kurahara Kakeru First-Year\Show some consideration for your seniors! response:	I love these sights.
context: Hurry, King!\Kansei University\Kakeru's so fast, we're not gonna make it!\Section 9\Car 4\Kansei/Kurahara Kakeru First-Year\Show some consideration for your seniors!\I love these sights. response:	You Can Do It
context: Kansei University\Kakeru's so fast, we're not gonna make it!\Section 9\Car 4\Kansei/Kurahara Kakeru First-Year\Show some consideration for your seniors!\I love these sights.\You Can Do It response:	It feels like Hakone.
context: Kakeru's so fast, we're not gonna make it!\Section 9\Car 4\Kansei/Kurahara Kakeru First-Year\Show some consideration for your seniors!\I love these sights.\You Can Do It\It feels like Hakone. response:	Is the wind keeping the snow from piling up?
context: Section 9\Car 4\Kansei/Kurahara Kakeru First-Year\Show some consideration for your seniors!\I love these sights.\You Can Do It\It feels like Hakone.\Is the wind keeping the snow from piling up? response:	Right.
context: Car 4\Kansei/Kurahara Kakeru First-Year\Show some consideration for your seniors!\I love these sights.\You Can Do It\It feels like Hakone.\Is the wind keeping the snow from piling up?\Right. response:	I have to stay calm today.
context: Kansei/Kurahara Kakeru First-Year\Show some consideration for your seniors!\I love these sights.\You Can Do It\It feels like Hakone.\Is the wind keeping the snow from piling up?\Right.\I have to stay calm today. response:	I feel light.
context: Show some consideration for your seniors!\I love these sights.\You Can Do It\It feels like Hakone.\Is the wind keeping the snow from piling up?\Right.\I have to stay calm today.\I feel light. response:	I need to go faster.
context: I love these sights.\You Can Do It\It feels like Hakone.\Is the wind keeping the snow from piling up?\Right.\I have to stay calm today.\I feel light.\I need to go faster. response:	There they are.
context: You Can Do It\It feels like Hakone.\Is the wind keeping the snow from piling up?\Right.\I have to stay calm today.\I feel light.\I need to go faster.\There they are. response:	They're right there.
context: It feels like Hakone.\Is the wind keeping the snow from piling up?\Right.\I have to stay calm today.\I feel light.\I need to go faster.\There they are.\They're right there. response:	Section 9
context: Is the wind keeping the snow from piling up?\Right.\I have to stay calm today.\I feel light.\I need to go faster.\There they are.\They're right there.\Section 9 response:	Car 4
context: Right.\I have to stay calm today.\I feel light.\I need to go faster.\There they are.\They're right there.\Section 9\Car 4 response:	Kansei's Kurahara instantly passes Akebono and Kofu Academy.
context: I have to stay calm today.\I feel light.\I need to go faster.\There they are.\They're right there.\Section 9\Car 4\Kansei's Kurahara instantly passes Akebono and Kofu Academy. response:	He just pulled ahead of Tokyo Sport. He's pulled ahead.
context: I feel light.\I need to go faster.\There they are.\They're right there.\Section 9\Car 4\Kansei's Kurahara instantly passes Akebono and Kofu Academy.\He just pulled ahead of Tokyo Sport. He's pulled ahead. response:	He's overtaking everyone.
context: I need to go faster.\There they are.\They're right there.\Section 9\Car 4\Kansei's Kurahara instantly passes Akebono and Kofu Academy.\He just pulled ahead of Tokyo Sport. He's pulled ahead.\He's overtaking everyone. response:	That probably puts me in tenth.
context: There they are.\They're right there.\Section 9\Car 4\Kansei's Kurahara instantly passes Akebono and Kofu Academy.\He just pulled ahead of Tokyo Sport. He's pulled ahead.\He's overtaking everyone.\That probably puts me in tenth. response:	I've got about 13 kilometers left.
context: They're right there.\Section 9\Car 4\Kansei's Kurahara instantly passes Akebono and Kofu Academy.\He just pulled ahead of Tokyo Sport. He's pulled ahead.\He's overtaking everyone.\That probably puts me in tenth.\I've got about 13 kilometers left. response:	Since Section 10 is 23 kilometers, that's 36 all together.
context: Section 9\Car 4\Kansei's Kurahara instantly passes Akebono and Kofu Academy.\He just pulled ahead of Tokyo Sport. He's pulled ahead.\He's overtaking everyone.\That probably puts me in tenth.\I've got about 13 kilometers left.\Since Section 10 is 23 kilometers, that's 36 all together. response:	It's too short.
context: Car 4\Kansei's Kurahara instantly passes Akebono and Kofu Academy.\He just pulled ahead of Tokyo Sport. He's pulled ahead.\He's overtaking everyone.\That probably puts me in tenth.\I've got about 13 kilometers left.\Since Section 10 is 23 kilometers, that's 36 all together.\It's too short. response:	I could pass everyone if I kept running like this.
context: Kansei's Kurahara instantly passes Akebono and Kofu Academy.\He just pulled ahead of Tokyo Sport. He's pulled ahead.\He's overtaking everyone.\That probably puts me in tenth.\I've got about 13 kilometers left.\Since Section 10 is 23 kilometers, that's 36 all together.\It's too short.\I could pass everyone if I kept running like this. response:	Keep running?
context: He just pulled ahead of Tokyo Sport. He's pulled ahead.\He's overtaking everyone.\That probably puts me in tenth.\I've got about 13 kilometers left.\Since Section 10 is 23 kilometers, that's 36 all together.\It's too short.\I could pass everyone if I kept running like this.\Keep running? response:	Alone, forever?
context: He's overtaking everyone.\That probably puts me in tenth.\I've got about 13 kilometers left.\Since Section 10 is 23 kilometers, that's 36 all together.\It's too short.\I could pass everyone if I kept running like this.\Keep running?\Alone, forever? response:	What will you show me?
context: That probably puts me in tenth.\I've got about 13 kilometers left.\Since Section 10 is 23 kilometers, that's 36 all together.\It's too short.\I could pass everyone if I kept running like this.\Keep running?\Alone, forever?\What will you show me? response:	Section 9
context: I've got about 13 kilometers left.\Since Section 10 is 23 kilometers, that's 36 all together.\It's too short.\I could pass everyone if I kept running like this.\Keep running?\Alone, forever?\What will you show me?\Section 9 response:	Car 2
context: Since Section 10 is 23 kilometers, that's 36 all together.\It's too short.\I could pass everyone if I kept running like this.\Keep running?\Alone, forever?\What will you show me?\Section 9\Car 2 response:	Rikudo/Fujioka Kazuma Fourth-Year
context: It's too short.\I could pass everyone if I kept running like this.\Keep running?\Alone, forever?\What will you show me?\Section 9\Car 2\Rikudo/Fujioka Kazuma Fourth-Year response:	Rikudo's Fujioka has finally caught up to Boso's Sawachi.
context: I could pass everyone if I kept running like this.\Keep running?\Alone, forever?\What will you show me?\Section 9\Car 2\Rikudo/Fujioka Kazuma Fourth-Year\Rikudo's Fujioka has finally caught up to Boso's Sawachi. response:	Section 9
context: Keep running?\Alone, forever?\What will you show me?\Section 9\Car 2\Rikudo/Fujioka Kazuma Fourth-Year\Rikudo's Fujioka has finally caught up to Boso's Sawachi.\Section 9 response:	Car 1
context: Alone, forever?\What will you show me?\Section 9\Car 2\Rikudo/Fujioka Kazuma Fourth-Year\Rikudo's Fujioka has finally caught up to Boso's Sawachi.\Section 9\Car 1 response:	He passed him. He passed him instantly.
context: What will you show me?\Section 9\Car 2\Rikudo/Fujioka Kazuma Fourth-Year\Rikudo's Fujioka has finally caught up to Boso's Sawachi.\Section 9\Car 1\He passed him. He passed him instantly. response:	1st Boso/Sawachi Kosuke Fourth-Year 2nd Rikudo/Fujioka Kazuma Fourth-Year
context: Section 9\Car 2\Rikudo/Fujioka Kazuma Fourth-Year\Rikudo's Fujioka has finally caught up to Boso's Sawachi.\Section 9\Car 1\He passed him. He passed him instantly.\1st Boso/Sawachi Kosuke Fourth-Year 2nd Rikudo/Fujioka Kazuma Fourth-Year response:	Reigning champions Rikudo finally make their comeback in Section 9.
context: Car 2\Rikudo/Fujioka Kazuma Fourth-Year\Rikudo's Fujioka has finally caught up to Boso's Sawachi.\Section 9\Car 1\He passed him. He passed him instantly.\1st Boso/Sawachi Kosuke Fourth-Year 2nd Rikudo/Fujioka Kazuma Fourth-Year\Reigning champions Rikudo finally make their comeback in Section 9. response:	No watching the Hakone Ekiden from the pedestrian bridge
context: Rikudo/Fujioka Kazuma Fourth-Year\Rikudo's Fujioka has finally caught up to Boso's Sawachi.\Section 9\Car 1\He passed him. He passed him instantly.\1st Boso/Sawachi Kosuke Fourth-Year 2nd Rikudo/Fujioka Kazuma Fourth-Year\Reigning champions Rikudo finally make their comeback in Section 9.\No watching the Hakone Ekiden from the pedestrian bridge response:	Section 10 Expected Time 12:17
context: Rikudo's Fujioka has finally caught up to Boso's Sawachi.\Section 9\Car 1\He passed him. He passed him instantly.\1st Boso/Sawachi Kosuke Fourth-Year 2nd Rikudo/Fujioka Kazuma Fourth-Year\Reigning champions Rikudo finally make their comeback in Section 9.\No watching the Hakone Ekiden from the pedestrian bridge\Section 10 Expected Time 12:17 response:	Kakeru's crazy, but so is he.
context: Section 9\Car 1\He passed him. He passed him instantly.\1st Boso/Sawachi Kosuke Fourth-Year 2nd Rikudo/Fujioka Kazuma Fourth-Year\Reigning champions Rikudo finally make their comeback in Section 9.\No watching the Hakone Ekiden from the pedestrian bridge\Section 10 Expected Time 12:17\Kakeru's crazy, but so is he. response:	They could do it because they're Rikudo.
context: Car 1\He passed him. He passed him instantly.\1st Boso/Sawachi Kosuke Fourth-Year 2nd Rikudo/Fujioka Kazuma Fourth-Year\Reigning champions Rikudo finally make their comeback in Section 9.\No watching the Hakone Ekiden from the pedestrian bridge\Section 10 Expected Time 12:17\Kakeru's crazy, but so is he.\They could do it because they're Rikudo. response:	Each man passed along the sash
context: He passed him. He passed him instantly.\1st Boso/Sawachi Kosuke Fourth-Year 2nd Rikudo/Fujioka Kazuma Fourth-Year\Reigning champions Rikudo finally make their comeback in Section 9.\No watching the Hakone Ekiden from the pedestrian bridge\Section 10 Expected Time 12:17\Kakeru's crazy, but so is he.\They could do it because they're Rikudo.\Each man passed along the sash response:	Section 9
context: 1st Boso/Sawachi Kosuke Fourth-Year 2nd Rikudo/Fujioka Kazuma Fourth-Year\Reigning champions Rikudo finally make their comeback in Section 9.\No watching the Hakone Ekiden from the pedestrian bridge\Section 10 Expected Time 12:17\Kakeru's crazy, but so is he.\They could do it because they're Rikudo.\Each man passed along the sash\Section 9 response:	Car 1
context: Reigning champions Rikudo finally make their comeback in Section 9.\No watching the Hakone Ekiden from the pedestrian bridge\Section 10 Expected Time 12:17\Kakeru's crazy, but so is he.\They could do it because they're Rikudo.\Each man passed along the sash\Section 9\Car 1 response:	and trusted Fujioka to make a comeback.
context: No watching the Hakone Ekiden from the pedestrian bridge\Section 10 Expected Time 12:17\Kakeru's crazy, but so is he.\They could do it because they're Rikudo.\Each man passed along the sash\Section 9\Car 1\and trusted Fujioka to make a comeback. response:	It's not something he could've done alone.
context: Section 10 Expected Time 12:17\Kakeru's crazy, but so is he.\They could do it because they're Rikudo.\Each man passed along the sash\Section 9\Car 1\and trusted Fujioka to make a comeback.\It's not something he could've done alone. response:	But when I think of the guys riding on Fujioka's shoulders, it makes me tremble.
context: Kakeru's crazy, but so is he.\They could do it because they're Rikudo.\Each man passed along the sash\Section 9\Car 1\and trusted Fujioka to make a comeback.\It's not something he could've done alone.\But when I think of the guys riding on Fujioka's shoulders, it makes me tremble. response:	They must've been under incredible pressure.
context: They could do it because they're Rikudo.\Each man passed along the sash\Section 9\Car 1\and trusted Fujioka to make a comeback.\It's not something he could've done alone.\But when I think of the guys riding on Fujioka's shoulders, it makes me tremble.\They must've been under incredible pressure. response:	Boso's Sawachi is falling behind.
context: Each man passed along the sash\Section 9\Car 1\and trusted Fujioka to make a comeback.\It's not something he could've done alone.\But when I think of the guys riding on Fujioka's shoulders, it makes me tremble.\They must've been under incredible pressure.\Boso's Sawachi is falling behind. response:	Section 9
context: Section 9\Car 1\and trusted Fujioka to make a comeback.\It's not something he could've done alone.\But when I think of the guys riding on Fujioka's shoulders, it makes me tremble.\They must've been under incredible pressure.\Boso's Sawachi is falling behind.\Section 9 response:	Car 1
context: Car 1\and trusted Fujioka to make a comeback.\It's not something he could've done alone.\But when I think of the guys riding on Fujioka's shoulders, it makes me tremble.\They must've been under incredible pressure.\Boso's Sawachi is falling behind.\Section 9\Car 1 response:	He can't keep up with Fujioka.
context: and trusted Fujioka to make a comeback.\It's not something he could've done alone.\But when I think of the guys riding on Fujioka's shoulders, it makes me tremble.\They must've been under incredible pressure.\Boso's Sawachi is falling behind.\Section 9\Car 1\He can't keep up with Fujioka. response:	He's trying to break the section record.
context: It's not something he could've done alone.\But when I think of the guys riding on Fujioka's shoulders, it makes me tremble.\They must've been under incredible pressure.\Boso's Sawachi is falling behind.\Section 9\Car 1\He can't keep up with Fujioka.\He's trying to break the section record. response:	Of course he is.
context: But when I think of the guys riding on Fujioka's shoulders, it makes me tremble.\They must've been under incredible pressure.\Boso's Sawachi is falling behind.\Section 9\Car 1\He can't keep up with Fujioka.\He's trying to break the section record.\Of course he is. response:	Helping his team win isn't enough to satisfy him.
context: They must've been under incredible pressure.\Boso's Sawachi is falling behind.\Section 9\Car 1\He can't keep up with Fujioka.\He's trying to break the section record.\Of course he is.\Helping his team win isn't enough to satisfy him. response:	The man who wants to pile victory upon victory.
context: Boso's Sawachi is falling behind.\Section 9\Car 1\He can't keep up with Fujioka.\He's trying to break the section record.\Of course he is.\Helping his team win isn't enough to satisfy him.\The man who wants to pile victory upon victory. response:	In all respects, he is undoubtedly the current champion.
context: Section 9\Car 1\He can't keep up with Fujioka.\He's trying to break the section record.\Of course he is.\Helping his team win isn't enough to satisfy him.\The man who wants to pile victory upon victory.\In all respects, he is undoubtedly the current champion. response:	Current?
context: Car 1\He can't keep up with Fujioka.\He's trying to break the section record.\Of course he is.\Helping his team win isn't enough to satisfy him.\The man who wants to pile victory upon victory.\In all respects, he is undoubtedly the current champion.\Current? response:	That's what you said.
context: He can't keep up with Fujioka.\He's trying to break the section record.\Of course he is.\Helping his team win isn't enough to satisfy him.\The man who wants to pile victory upon victory.\In all respects, he is undoubtedly the current champion.\Current?\That's what you said. response:	I can't ignore that.
context: He's trying to break the section record.\Of course he is.\Helping his team win isn't enough to satisfy him.\The man who wants to pile victory upon victory.\In all respects, he is undoubtedly the current champion.\Current?\That's what you said.\I can't ignore that. response:	I can catch up.
context: Of course he is.\Helping his team win isn't enough to satisfy him.\The man who wants to pile victory upon victory.\In all respects, he is undoubtedly the current champion.\Current?\That's what you said.\I can't ignore that.\I can catch up. response:	No, I'll pass them.
context: Helping his team win isn't enough to satisfy him.\The man who wants to pile victory upon victory.\In all respects, he is undoubtedly the current champion.\Current?\That's what you said.\I can't ignore that.\I can catch up.\No, I'll pass them. response:	I'm already ahead of them.
context: The man who wants to pile victory upon victory.\In all respects, he is undoubtedly the current champion.\Current?\That's what you said.\I can't ignore that.\I can catch up.\No, I'll pass them.\I'm already ahead of them. response:	The real me.
context: In all respects, he is undoubtedly the current champion.\Current?\That's what you said.\I can't ignore that.\I can catch up.\No, I'll pass them.\I'm already ahead of them.\The real me. response:	Kurahara! Kurahara!
context: Current?\That's what you said.\I can't ignore that.\I can catch up.\No, I'll pass them.\I'm already ahead of them.\The real me.\Kurahara! Kurahara! response:	Rikudo's Fujioka might break the section record!
context: That's what you said.\I can't ignore that.\I can catch up.\No, I'll pass them.\I'm already ahead of them.\The real me.\Kurahara! Kurahara!\Rikudo's Fujioka might break the section record! response:	He could break the section record!
context: I can't ignore that.\I can catch up.\No, I'll pass them.\I'm already ahead of them.\The real me.\Kurahara! Kurahara!\Rikudo's Fujioka might break the section record!\He could break the section record! response:	I'm sure he will.
context: I can catch up.\No, I'll pass them.\I'm already ahead of them.\The real me.\Kurahara! Kurahara!\Rikudo's Fujioka might break the section record!\He could break the section record!\I'm sure he will. response:	He's inhuman.
context: No, I'll pass them.\I'm already ahead of them.\The real me.\Kurahara! Kurahara!\Rikudo's Fujioka might break the section record!\He could break the section record!\I'm sure he will.\He's inhuman. response:	I don't care about my apparent position.
context: I'm already ahead of them.\The real me.\Kurahara! Kurahara!\Rikudo's Fujioka might break the section record!\He could break the section record!\I'm sure he will.\He's inhuman.\I don't care about my apparent position. response:	The real problem is my time.
context: The real me.\Kurahara! Kurahara!\Rikudo's Fujioka might break the section record!\He could break the section record!\I'm sure he will.\He's inhuman.\I don't care about my apparent position.\The real problem is my time. response:	What's happening?
context: Kurahara! Kurahara!\Rikudo's Fujioka might break the section record!\He could break the section record!\I'm sure he will.\He's inhuman.\I don't care about my apparent position.\The real problem is my time.\What's happening? response:	My field of vision is too broad.
context: Rikudo's Fujioka might break the section record!\He could break the section record!\I'm sure he will.\He's inhuman.\I don't care about my apparent position.\The real problem is my time.\What's happening?\My field of vision is too broad. response:	I can't focus.
context: He could break the section record!\I'm sure he will.\He's inhuman.\I don't care about my apparent position.\The real problem is my time.\What's happening?\My field of vision is too broad.\I can't focus. response:	I feel like I've slowed down again.
context: I'm sure he will.\He's inhuman.\I don't care about my apparent position.\The real problem is my time.\What's happening?\My field of vision is too broad.\I can't focus.\I feel like I've slowed down again. response:	How are my legs?
context: He's inhuman.\I don't care about my apparent position.\The real problem is my time.\What's happening?\My field of vision is too broad.\I can't focus.\I feel like I've slowed down again.\How are my legs? response:	My body? My heart? My lungs?
context: I don't care about my apparent position.\The real problem is my time.\What's happening?\My field of vision is too broad.\I can't focus.\I feel like I've slowed down again.\How are my legs?\My body? My heart? My lungs? response:	I can go faster.
context: The real problem is my time.\What's happening?\My field of vision is too broad.\I can't focus.\I feel like I've slowed down again.\How are my legs?\My body? My heart? My lungs?\I can go faster. response:	I can keep going.
context: What's happening?\My field of vision is too broad.\I can't focus.\I feel like I've slowed down again.\How are my legs?\My body? My heart? My lungs?\I can go faster.\I can keep going. response:	I can keep running.
context: My field of vision is too broad.\I can't focus.\I feel like I've slowed down again.\How are my legs?\My body? My heart? My lungs?\I can go faster.\I can keep going.\I can keep running. response:	Accelerate.
context: I can't focus.\I feel like I've slowed down again.\How are my legs?\My body? My heart? My lungs?\I can go faster.\I can keep going.\I can keep running.\Accelerate. response:	You won't beat me!
context: I feel like I've slowed down again.\How are my legs?\My body? My heart? My lungs?\I can go faster.\I can keep going.\I can keep running.\Accelerate.\You won't beat me! response:	Final episode: In The Wind
context: How are my legs?\My body? My heart? My lungs?\I can go faster.\I can keep going.\I can keep running.\Accelerate.\You won't beat me!\Final episode: In The Wind response:	Final episode, In The Wind.”
