context: It is near... response:	It is near!
context: And you get the most out of things that other people say you're not ready for.\Remember how you went off on an S Class quest right after you joined, Lucy?\Now that you mention it...\Okay. Well, why don't you come along?\Yay!\Everyone will be together, and if anything happens, I'll protect you!\Alrighty!\This'll be the Bandit Hunt in Honor of Lucy Getting a Little Sister! I'm all fired up! response:	According to the request flier, the victims now all suffer from nightmares.
context: Remember how you went off on an S Class quest right after you joined, Lucy?\Now that you mention it...\Okay. Well, why don't you come along?\Yay!\Everyone will be together, and if anything happens, I'll protect you!\Alrighty!\This'll be the Bandit Hunt in Honor of Lucy Getting a Little Sister! I'm all fired up!\According to the request flier, the victims now all suffer from nightmares. response:	Sounds like they had a real number done on'em.
context: Now that you mention it...\Okay. Well, why don't you come along?\Yay!\Everyone will be together, and if anything happens, I'll protect you!\Alrighty!\This'll be the Bandit Hunt in Honor of Lucy Getting a Little Sister! I'm all fired up!\According to the request flier, the victims now all suffer from nightmares.\Sounds like they had a real number done on'em. response:	The soldiers from the kingdom scoured the mountains,
context: Okay. Well, why don't you come along?\Yay!\Everyone will be together, and if anything happens, I'll protect you!\Alrighty!\This'll be the Bandit Hunt in Honor of Lucy Getting a Little Sister! I'm all fired up!\According to the request flier, the victims now all suffer from nightmares.\Sounds like they had a real number done on'em.\The soldiers from the kingdom scoured the mountains, response:	but they all came back crying like babies, it says.
context: Yay!\Everyone will be together, and if anything happens, I'll protect you!\Alrighty!\This'll be the Bandit Hunt in Honor of Lucy Getting a Little Sister! I'm all fired up!\According to the request flier, the victims now all suffer from nightmares.\Sounds like they had a real number done on'em.\The soldiers from the kingdom scoured the mountains,\but they all came back crying like babies, it says. response:	Yeah, I knew this sounded dangerous...
context: Everyone will be together, and if anything happens, I'll protect you!\Alrighty!\This'll be the Bandit Hunt in Honor of Lucy Getting a Little Sister! I'm all fired up!\According to the request flier, the victims now all suffer from nightmares.\Sounds like they had a real number done on'em.\The soldiers from the kingdom scoured the mountains,\but they all came back crying like babies, it says.\Yeah, I knew this sounded dangerous... response:	Oh yes, is anyone else hungry?
context: Alrighty!\This'll be the Bandit Hunt in Honor of Lucy Getting a Little Sister! I'm all fired up!\According to the request flier, the victims now all suffer from nightmares.\Sounds like they had a real number done on'em.\The soldiers from the kingdom scoured the mountains,\but they all came back crying like babies, it says.\Yeah, I knew this sounded dangerous...\Oh yes, is anyone else hungry? response:	You are? I'm fine, thanks.
context: This'll be the Bandit Hunt in Honor of Lucy Getting a Little Sister! I'm all fired up!\According to the request flier, the victims now all suffer from nightmares.\Sounds like they had a real number done on'em.\The soldiers from the kingdom scoured the mountains,\but they all came back crying like babies, it says.\Yeah, I knew this sounded dangerous...\Oh yes, is anyone else hungry?\You are? I'm fine, thanks. response:	It's amazing that you're more reliable than the kingdom's soldiers!
context: According to the request flier, the victims now all suffer from nightmares.\Sounds like they had a real number done on'em.\The soldiers from the kingdom scoured the mountains,\but they all came back crying like babies, it says.\Yeah, I knew this sounded dangerous...\Oh yes, is anyone else hungry?\You are? I'm fine, thanks.\It's amazing that you're more reliable than the kingdom's soldiers! response:	When you put it that way, I suppose.
context: Sounds like they had a real number done on'em.\The soldiers from the kingdom scoured the mountains,\but they all came back crying like babies, it says.\Yeah, I knew this sounded dangerous...\Oh yes, is anyone else hungry?\You are? I'm fine, thanks.\It's amazing that you're more reliable than the kingdom's soldiers!\When you put it that way, I suppose. response:	I borrowed it from the client!
context: The soldiers from the kingdom scoured the mountains,\but they all came back crying like babies, it says.\Yeah, I knew this sounded dangerous...\Oh yes, is anyone else hungry?\You are? I'm fine, thanks.\It's amazing that you're more reliable than the kingdom's soldiers!\When you put it that way, I suppose.\I borrowed it from the client! response:	Your driving is nuts!
context: but they all came back crying like babies, it says.\Yeah, I knew this sounded dangerous...\Oh yes, is anyone else hungry?\You are? I'm fine, thanks.\It's amazing that you're more reliable than the kingdom's soldiers!\When you put it that way, I suppose.\I borrowed it from the client!\Your driving is nuts! response:	Here's the plan.
context: Yeah, I knew this sounded dangerous...\Oh yes, is anyone else hungry?\You are? I'm fine, thanks.\It's amazing that you're more reliable than the kingdom's soldiers!\When you put it that way, I suppose.\I borrowed it from the client!\Your driving is nuts!\Here's the plan. response:	First, in order to catch the bandits off guard, Lucy and I will ride in the front,
context: Oh yes, is anyone else hungry?\You are? I'm fine, thanks.\It's amazing that you're more reliable than the kingdom's soldiers!\When you put it that way, I suppose.\I borrowed it from the client!\Your driving is nuts!\Here's the plan.\First, in order to catch the bandits off guard, Lucy and I will ride in the front, response:	to provide the illusion of two women traveling.
context: You are? I'm fine, thanks.\It's amazing that you're more reliable than the kingdom's soldiers!\When you put it that way, I suppose.\I borrowed it from the client!\Your driving is nuts!\Here's the plan.\First, in order to catch the bandits off guard, Lucy and I will ride in the front,\to provide the illusion of two women traveling. response:	Natsu, Gray, and Michelle who is here to observe, will hide themselves in the back.
context: It's amazing that you're more reliable than the kingdom's soldiers!\When you put it that way, I suppose.\I borrowed it from the client!\Your driving is nuts!\Here's the plan.\First, in order to catch the bandits off guard, Lucy and I will ride in the front,\to provide the illusion of two women traveling.\Natsu, Gray, and Michelle who is here to observe, will hide themselves in the back. response:	After they surround us, Lucy will use her sex appeal to distract the ones in front,
context: When you put it that way, I suppose.\I borrowed it from the client!\Your driving is nuts!\Here's the plan.\First, in order to catch the bandits off guard, Lucy and I will ride in the front,\to provide the illusion of two women traveling.\Natsu, Gray, and Michelle who is here to observe, will hide themselves in the back.\After they surround us, Lucy will use her sex appeal to distract the ones in front, response:	and in the meantime, Natsu and Gray will clean up the guys in the back.
context: I borrowed it from the client!\Your driving is nuts!\Here's the plan.\First, in order to catch the bandits off guard, Lucy and I will ride in the front,\to provide the illusion of two women traveling.\Natsu, Gray, and Michelle who is here to observe, will hide themselves in the back.\After they surround us, Lucy will use her sex appeal to distract the ones in front,\and in the meantime, Natsu and Gray will clean up the guys in the back. response:	For the rest, we'll attack on both sides and...
context: Your driving is nuts!\Here's the plan.\First, in order to catch the bandits off guard, Lucy and I will ride in the front,\to provide the illusion of two women traveling.\Natsu, Gray, and Michelle who is here to observe, will hide themselves in the back.\After they surround us, Lucy will use her sex appeal to distract the ones in front,\and in the meantime, Natsu and Gray will clean up the guys in the back.\For the rest, we'll attack on both sides and... response:	Hold it a sec!
context: Here's the plan.\First, in order to catch the bandits off guard, Lucy and I will ride in the front,\to provide the illusion of two women traveling.\Natsu, Gray, and Michelle who is here to observe, will hide themselves in the back.\After they surround us, Lucy will use her sex appeal to distract the ones in front,\and in the meantime, Natsu and Gray will clean up the guys in the back.\For the rest, we'll attack on both sides and...\Hold it a sec! response:	I can't go riding in no carriage!
context: First, in order to catch the bandits off guard, Lucy and I will ride in the front,\to provide the illusion of two women traveling.\Natsu, Gray, and Michelle who is here to observe, will hide themselves in the back.\After they surround us, Lucy will use her sex appeal to distract the ones in front,\and in the meantime, Natsu and Gray will clean up the guys in the back.\For the rest, we'll attack on both sides and...\Hold it a sec!\I can't go riding in no carriage! response:	Oho? You have an objection to my plan? Some nerve you've got.
context: to provide the illusion of two women traveling.\Natsu, Gray, and Michelle who is here to observe, will hide themselves in the back.\After they surround us, Lucy will use her sex appeal to distract the ones in front,\and in the meantime, Natsu and Gray will clean up the guys in the back.\For the rest, we'll attack on both sides and...\Hold it a sec!\I can't go riding in no carriage!\Oho? You have an objection to my plan? Some nerve you've got. response:	I'm not budging from this position!
context: Natsu, Gray, and Michelle who is here to observe, will hide themselves in the back.\After they surround us, Lucy will use her sex appeal to distract the ones in front,\and in the meantime, Natsu and Gray will clean up the guys in the back.\For the rest, we'll attack on both sides and...\Hold it a sec!\I can't go riding in no carriage!\Oho? You have an objection to my plan? Some nerve you've got.\I'm not budging from this position! response:	What's the matter?
context: After they surround us, Lucy will use her sex appeal to distract the ones in front,\and in the meantime, Natsu and Gray will clean up the guys in the back.\For the rest, we'll attack on both sides and...\Hold it a sec!\I can't go riding in no carriage!\Oho? You have an objection to my plan? Some nerve you've got.\I'm not budging from this position!\What's the matter? response:	He can't handle transportation.
context: and in the meantime, Natsu and Gray will clean up the guys in the back.\For the rest, we'll attack on both sides and...\Hold it a sec!\I can't go riding in no carriage!\Oho? You have an objection to my plan? Some nerve you've got.\I'm not budging from this position!\What's the matter?\He can't handle transportation. response:	That's an odd weakness.
context: For the rest, we'll attack on both sides and...\Hold it a sec!\I can't go riding in no carriage!\Oho? You have an objection to my plan? Some nerve you've got.\I'm not budging from this position!\What's the matter?\He can't handle transportation.\That's an odd weakness. response:	Figure it out yet?
context: Hold it a sec!\I can't go riding in no carriage!\Oho? You have an objection to my plan? Some nerve you've got.\I'm not budging from this position!\What's the matter?\He can't handle transportation.\That's an odd weakness.\Figure it out yet? response:	Put your clothes back on!
context: I can't go riding in no carriage!\Oho? You have an objection to my plan? Some nerve you've got.\I'm not budging from this position!\What's the matter?\He can't handle transportation.\That's an odd weakness.\Figure it out yet?\Put your clothes back on! response:	If you'd like, I can handle the reins.
context: Oho? You have an objection to my plan? Some nerve you've got.\I'm not budging from this position!\What's the matter?\He can't handle transportation.\That's an odd weakness.\Figure it out yet?\Put your clothes back on!\If you'd like, I can handle the reins. response:	That means you'll be a decoy, you know.
context: I'm not budging from this position!\What's the matter?\He can't handle transportation.\That's an odd weakness.\Figure it out yet?\Put your clothes back on!\If you'd like, I can handle the reins.\That means you'll be a decoy, you know. response:	It's dangerous.
context: What's the matter?\He can't handle transportation.\That's an odd weakness.\Figure it out yet?\Put your clothes back on!\If you'd like, I can handle the reins.\That means you'll be a decoy, you know.\It's dangerous. response:	It'll be easier if we concentrate our attack power in the back, right?
context: He can't handle transportation.\That's an odd weakness.\Figure it out yet?\Put your clothes back on!\If you'd like, I can handle the reins.\That means you'll be a decoy, you know.\It's dangerous.\It'll be easier if we concentrate our attack power in the back, right? response:	And I want to be helpful, too!
context: That's an odd weakness.\Figure it out yet?\Put your clothes back on!\If you'd like, I can handle the reins.\That means you'll be a decoy, you know.\It's dangerous.\It'll be easier if we concentrate our attack power in the back, right?\And I want to be helpful, too! response:	What'll we do?
context: Figure it out yet?\Put your clothes back on!\If you'd like, I can handle the reins.\That means you'll be a decoy, you know.\It's dangerous.\It'll be easier if we concentrate our attack power in the back, right?\And I want to be helpful, too!\What'll we do? response:	Oh, my...
context: Put your clothes back on!\If you'd like, I can handle the reins.\That means you'll be a decoy, you know.\It's dangerous.\It'll be easier if we concentrate our attack power in the back, right?\And I want to be helpful, too!\What'll we do?\Oh, my... response:	More customers?
context: If you'd like, I can handle the reins.\That means you'll be a decoy, you know.\It's dangerous.\It'll be easier if we concentrate our attack power in the back, right?\And I want to be helpful, too!\What'll we do?\Oh, my...\More customers? response:	Quite a large haul today.
context: That means you'll be a decoy, you know.\It's dangerous.\It'll be easier if we concentrate our attack power in the back, right?\And I want to be helpful, too!\What'll we do?\Oh, my...\More customers?\Quite a large haul today. response:	In the end, this is the compromise...
context: It's dangerous.\It'll be easier if we concentrate our attack power in the back, right?\And I want to be helpful, too!\What'll we do?\Oh, my...\More customers?\Quite a large haul today.\In the end, this is the compromise... response:	Quiet already.
context: It'll be easier if we concentrate our attack power in the back, right?\And I want to be helpful, too!\What'll we do?\Oh, my...\More customers?\Quite a large haul today.\In the end, this is the compromise...\Quiet already. response:	This is all thanks to Erza and her annoying plans, anyway.
context: And I want to be helpful, too!\What'll we do?\Oh, my...\More customers?\Quite a large haul today.\In the end, this is the compromise...\Quiet already.\This is all thanks to Erza and her annoying plans, anyway. response:	Complain to Erza, then!
context: What'll we do?\Oh, my...\More customers?\Quite a large haul today.\In the end, this is the compromise...\Quiet already.\This is all thanks to Erza and her annoying plans, anyway.\Complain to Erza, then! response:	No thanks!
context: Oh, my...\More customers?\Quite a large haul today.\In the end, this is the compromise...\Quiet already.\This is all thanks to Erza and her annoying plans, anyway.\Complain to Erza, then!\No thanks! response:	You tell her.
context: More customers?\Quite a large haul today.\In the end, this is the compromise...\Quiet already.\This is all thanks to Erza and her annoying plans, anyway.\Complain to Erza, then!\No thanks!\You tell her. response:	Figured you'd say that.
context: Quite a large haul today.\In the end, this is the compromise...\Quiet already.\This is all thanks to Erza and her annoying plans, anyway.\Complain to Erza, then!\No thanks!\You tell her.\Figured you'd say that. response:	Here they are.
context: In the end, this is the compromise...\Quiet already.\This is all thanks to Erza and her annoying plans, anyway.\Complain to Erza, then!\No thanks!\You tell her.\Figured you'd say that.\Here they are. response:	Don't leave my side, okay?
context: Quiet already.\This is all thanks to Erza and her annoying plans, anyway.\Complain to Erza, then!\No thanks!\You tell her.\Figured you'd say that.\Here they are.\Don't leave my side, okay? response:	Here we go... Erza plan, step one!
context: This is all thanks to Erza and her annoying plans, anyway.\Complain to Erza, then!\No thanks!\You tell her.\Figured you'd say that.\Here they are.\Don't leave my side, okay?\Here we go... Erza plan, step one! response:	Right!
context: Complain to Erza, then!\No thanks!\You tell her.\Figured you'd say that.\Here they are.\Don't leave my side, okay?\Here we go... Erza plan, step one!\Right! response:	Well hellooo there, fellas!
context: No thanks!\You tell her.\Figured you'd say that.\Here they are.\Don't leave my side, okay?\Here we go... Erza plan, step one!\Right!\Well hellooo there, fellas! response:	All set?
context: You tell her.\Figured you'd say that.\Here they are.\Don't leave my side, okay?\Here we go... Erza plan, step one!\Right!\Well hellooo there, fellas!\All set? response:	Sure.
context: Figured you'd say that.\Here they are.\Don't leave my side, okay?\Here we go... Erza plan, step one!\Right!\Well hellooo there, fellas!\All set?\Sure. response:	And what's this Erza plan, again?
context: Here they are.\Don't leave my side, okay?\Here we go... Erza plan, step one!\Right!\Well hellooo there, fellas!\All set?\Sure.\And what's this Erza plan, again? response:	We're like, totally lost!
context: Don't leave my side, okay?\Here we go... Erza plan, step one!\Right!\Well hellooo there, fellas!\All set?\Sure.\And what's this Erza plan, again?\We're like, totally lost! response:	Step one, success!
context: Here we go... Erza plan, step one!\Right!\Well hellooo there, fellas!\All set?\Sure.\And what's this Erza plan, again?\We're like, totally lost!\Step one, success! response:	Oh my, how indecent!
context: Right!\Well hellooo there, fellas!\All set?\Sure.\And what's this Erza plan, again?\We're like, totally lost!\Step one, success!\Oh my, how indecent! response:	This girl is just...
context: Well hellooo there, fellas!\All set?\Sure.\And what's this Erza plan, again?\We're like, totally lost!\Step one, success!\Oh my, how indecent!\This girl is just... response:	I can't believe this!
context: All set?\Sure.\And what's this Erza plan, again?\We're like, totally lost!\Step one, success!\Oh my, how indecent!\This girl is just...\I can't believe this! response:	My skin is just as shiny as yours!
context: Sure.\And what's this Erza plan, again?\We're like, totally lost!\Step one, success!\Oh my, how indecent!\This girl is just...\I can't believe this!\My skin is just as shiny as yours! response:	Same for me!
context: And what's this Erza plan, again?\We're like, totally lost!\Step one, success!\Oh my, how indecent!\This girl is just...\I can't believe this!\My skin is just as shiny as yours!\Same for me! response:	Enough with Miss Ugly, let's get the cargo.
context: We're like, totally lost!\Step one, success!\Oh my, how indecent!\This girl is just...\I can't believe this!\My skin is just as shiny as yours!\Same for me!\Enough with Miss Ugly, let's get the cargo. response:	This wasn't in the plan!
context: Step one, success!\Oh my, how indecent!\This girl is just...\I can't believe this!\My skin is just as shiny as yours!\Same for me!\Enough with Miss Ugly, let's get the cargo.\This wasn't in the plan! response:	Maybe they've got cosmetic supplies!
context: Oh my, how indecent!\This girl is just...\I can't believe this!\My skin is just as shiny as yours!\Same for me!\Enough with Miss Ugly, let's get the cargo.\This wasn't in the plan!\Maybe they've got cosmetic supplies! response:	Me, I want sweets!
context: This girl is just...\I can't believe this!\My skin is just as shiny as yours!\Same for me!\Enough with Miss Ugly, let's get the cargo.\This wasn't in the plan!\Maybe they've got cosmetic supplies!\Me, I want sweets! response:	Sorry, but we're the cargo!
context: I can't believe this!\My skin is just as shiny as yours!\Same for me!\Enough with Miss Ugly, let's get the cargo.\This wasn't in the plan!\Maybe they've got cosmetic supplies!\Me, I want sweets!\Sorry, but we're the cargo! response:	It's a man!
context: My skin is just as shiny as yours!\Same for me!\Enough with Miss Ugly, let's get the cargo.\This wasn't in the plan!\Maybe they've got cosmetic supplies!\Me, I want sweets!\Sorry, but we're the cargo!\It's a man! response:	He's cute!
context: Same for me!\Enough with Miss Ugly, let's get the cargo.\This wasn't in the plan!\Maybe they've got cosmetic supplies!\Me, I want sweets!\Sorry, but we're the cargo!\It's a man!\He's cute! response:	Fools!
context: Enough with Miss Ugly, let's get the cargo.\This wasn't in the plan!\Maybe they've got cosmetic supplies!\Me, I want sweets!\Sorry, but we're the cargo!\It's a man!\He's cute!\Fools! response:	How dare you make a mockery of my plan I stayed up all night thinking of!
context: This wasn't in the plan!\Maybe they've got cosmetic supplies!\Me, I want sweets!\Sorry, but we're the cargo!\It's a man!\He's cute!\Fools!\How dare you make a mockery of my plan I stayed up all night thinking of! response:	I'll arrest you all at once!
context: Maybe they've got cosmetic supplies!\Me, I want sweets!\Sorry, but we're the cargo!\It's a man!\He's cute!\Fools!\How dare you make a mockery of my plan I stayed up all night thinking of!\I'll arrest you all at once! response:	Stop right there, criminal scum!
context: Me, I want sweets!\Sorry, but we're the cargo!\It's a man!\He's cute!\Fools!\How dare you make a mockery of my plan I stayed up all night thinking of!\I'll arrest you all at once!\Stop right there, criminal scum! response:	Stayed up all night? Sheesh...
context: Sorry, but we're the cargo!\It's a man!\He's cute!\Fools!\How dare you make a mockery of my plan I stayed up all night thinking of!\I'll arrest you all at once!\Stop right there, criminal scum!\Stayed up all night? Sheesh... response:	You're wizards?! You tricked us!
context: It's a man!\He's cute!\Fools!\How dare you make a mockery of my plan I stayed up all night thinking of!\I'll arrest you all at once!\Stop right there, criminal scum!\Stayed up all night? Sheesh...\You're wizards?! You tricked us! response:	You're not what we expected, either.
context: He's cute!\Fools!\How dare you make a mockery of my plan I stayed up all night thinking of!\I'll arrest you all at once!\Stop right there, criminal scum!\Stayed up all night? Sheesh...\You're wizards?! You tricked us!\You're not what we expected, either. response:	This is unforgivable.
context: Fools!\How dare you make a mockery of my plan I stayed up all night thinking of!\I'll arrest you all at once!\Stop right there, criminal scum!\Stayed up all night? Sheesh...\You're wizards?! You tricked us!\You're not what we expected, either.\This is unforgivable. response:	Onee-sama!
context: How dare you make a mockery of my plan I stayed up all night thinking of!\I'll arrest you all at once!\Stop right there, criminal scum!\Stayed up all night? Sheesh...\You're wizards?! You tricked us!\You're not what we expected, either.\This is unforgivable.\Onee-sama! response:	How dare you defile we pure maidens with your filthy deceit!
context: I'll arrest you all at once!\Stop right there, criminal scum!\Stayed up all night? Sheesh...\You're wizards?! You tricked us!\You're not what we expected, either.\This is unforgivable.\Onee-sama!\How dare you defile we pure maidens with your filthy deceit! response:	How dare you look down on us just because you were born a woman!
context: Stop right there, criminal scum!\Stayed up all night? Sheesh...\You're wizards?! You tricked us!\You're not what we expected, either.\This is unforgivable.\Onee-sama!\How dare you defile we pure maidens with your filthy deceit!\How dare you look down on us just because you were born a woman! response:	Onee-sama, so cute!
context: Stayed up all night? Sheesh...\You're wizards?! You tricked us!\You're not what we expected, either.\This is unforgivable.\Onee-sama!\How dare you defile we pure maidens with your filthy deceit!\How dare you look down on us just because you were born a woman!\Onee-sama, so cute! response:	I see now...
context: You're wizards?! You tricked us!\You're not what we expected, either.\This is unforgivable.\Onee-sama!\How dare you defile we pure maidens with your filthy deceit!\How dare you look down on us just because you were born a woman!\Onee-sama, so cute!\I see now... response:	I guess this is what people were having nightmares of.
context: You're not what we expected, either.\This is unforgivable.\Onee-sama!\How dare you defile we pure maidens with your filthy deceit!\How dare you look down on us just because you were born a woman!\Onee-sama, so cute!\I see now...\I guess this is what people were having nightmares of. response:	It's time for your punishment!
context: This is unforgivable.\Onee-sama!\How dare you defile we pure maidens with your filthy deceit!\How dare you look down on us just because you were born a woman!\Onee-sama, so cute!\I see now...\I guess this is what people were having nightmares of.\It's time for your punishment! response:	Get down, Lucy-neesan!
context: Onee-sama!\How dare you defile we pure maidens with your filthy deceit!\How dare you look down on us just because you were born a woman!\Onee-sama, so cute!\I see now...\I guess this is what people were having nightmares of.\It's time for your punishment!\Get down, Lucy-neesan! response:	Hey, what are you doing?
context: How dare you defile we pure maidens with your filthy deceit!\How dare you look down on us just because you were born a woman!\Onee-sama, so cute!\I see now...\I guess this is what people were having nightmares of.\It's time for your punishment!\Get down, Lucy-neesan!\Hey, what are you doing? response:	Now! Fleuve d'Etoile!
context: How dare you look down on us just because you were born a woman!\Onee-sama, so cute!\I see now...\I guess this is what people were having nightmares of.\It's time for your punishment!\Get down, Lucy-neesan!\Hey, what are you doing?\Now! Fleuve d'Etoile! response:	Huh? Hey, what's the deal?!
context: Onee-sama, so cute!\I see now...\I guess this is what people were having nightmares of.\It's time for your punishment!\Get down, Lucy-neesan!\Hey, what are you doing?\Now! Fleuve d'Etoile!\Huh? Hey, what's the deal?! response:	Out of magic power? That shouldn't be...
context: I see now...\I guess this is what people were having nightmares of.\It's time for your punishment!\Get down, Lucy-neesan!\Hey, what are you doing?\Now! Fleuve d'Etoile!\Huh? Hey, what's the deal?!\Out of magic power? That shouldn't be... response:	Here we go, Happy!
context: I guess this is what people were having nightmares of.\It's time for your punishment!\Get down, Lucy-neesan!\Hey, what are you doing?\Now! Fleuve d'Etoile!\Huh? Hey, what's the deal?!\Out of magic power? That shouldn't be...\Here we go, Happy! response:	Aye, sir!
context: It's time for your punishment!\Get down, Lucy-neesan!\Hey, what are you doing?\Now! Fleuve d'Etoile!\Huh? Hey, what's the deal?!\Out of magic power? That shouldn't be...\Here we go, Happy!\Aye, sir! response:	Dazzling Blaze of the Fire Dragon!
context: Get down, Lucy-neesan!\Hey, what are you doing?\Now! Fleuve d'Etoile!\Huh? Hey, what's the deal?!\Out of magic power? That shouldn't be...\Here we go, Happy!\Aye, sir!\Dazzling Blaze of the Fire Dragon! response:	So, will you come with us without resistance?
context: Hey, what are you doing?\Now! Fleuve d'Etoile!\Huh? Hey, what's the deal?!\Out of magic power? That shouldn't be...\Here we go, Happy!\Aye, sir!\Dazzling Blaze of the Fire Dragon!\So, will you come with us without resistance? response:	Wow! I'm dazzled!
context: Now! Fleuve d'Etoile!\Huh? Hey, what's the deal?!\Out of magic power? That shouldn't be...\Here we go, Happy!\Aye, sir!\Dazzling Blaze of the Fire Dragon!\So, will you come with us without resistance?\Wow! I'm dazzled! response:	Your team really is strong, Nee-san!
context: Huh? Hey, what's the deal?!\Out of magic power? That shouldn't be...\Here we go, Happy!\Aye, sir!\Dazzling Blaze of the Fire Dragon!\So, will you come with us without resistance?\Wow! I'm dazzled!\Your team really is strong, Nee-san! response:	Yeah, I'll try and work hard too next time.
context: Out of magic power? That shouldn't be...\Here we go, Happy!\Aye, sir!\Dazzling Blaze of the Fire Dragon!\So, will you come with us without resistance?\Wow! I'm dazzled!\Your team really is strong, Nee-san!\Yeah, I'll try and work hard too next time. response:	How was it?
context: Here we go, Happy!\Aye, sir!\Dazzling Blaze of the Fire Dragon!\So, will you come with us without resistance?\Wow! I'm dazzled!\Your team really is strong, Nee-san!\Yeah, I'll try and work hard too next time.\How was it? response:	Wizards are amazing...
context: Aye, sir!\Dazzling Blaze of the Fire Dragon!\So, will you come with us without resistance?\Wow! I'm dazzled!\Your team really is strong, Nee-san!\Yeah, I'll try and work hard too next time.\How was it?\Wizards are amazing... response:	Guilds are a lot of fun!
context: Dazzling Blaze of the Fire Dragon!\So, will you come with us without resistance?\Wow! I'm dazzled!\Your team really is strong, Nee-san!\Yeah, I'll try and work hard too next time.\How was it?\Wizards are amazing...\Guilds are a lot of fun! response:	Yup. We make a ton of racket, but there's never a dull day.
context: So, will you come with us without resistance?\Wow! I'm dazzled!\Your team really is strong, Nee-san!\Yeah, I'll try and work hard too next time.\How was it?\Wizards are amazing...\Guilds are a lot of fun!\Yup. We make a ton of racket, but there's never a dull day. response:	So, what'd you find?
context: Wow! I'm dazzled!\Your team really is strong, Nee-san!\Yeah, I'll try and work hard too next time.\How was it?\Wizards are amazing...\Guilds are a lot of fun!\Yup. We make a ton of racket, but there's never a dull day.\So, what'd you find? response:	I got an acquaintance of mine to look into things.
context: Your team really is strong, Nee-san!\Yeah, I'll try and work hard too next time.\How was it?\Wizards are amazing...\Guilds are a lot of fun!\Yup. We make a ton of racket, but there's never a dull day.\So, what'd you find?\I got an acquaintance of mine to look into things. response:	Laki's gone to get the report.
context: Yeah, I'll try and work hard too next time.\How was it?\Wizards are amazing...\Guilds are a lot of fun!\Yup. We make a ton of racket, but there's never a dull day.\So, what'd you find?\I got an acquaintance of mine to look into things.\Laki's gone to get the report. response:	Oh, speak of the devil.
context: How was it?\Wizards are amazing...\Guilds are a lot of fun!\Yup. We make a ton of racket, but there's never a dull day.\So, what'd you find?\I got an acquaintance of mine to look into things.\Laki's gone to get the report.\Oh, speak of the devil. response:	Good work.
context: Wizards are amazing...\Guilds are a lot of fun!\Yup. We make a ton of racket, but there's never a dull day.\So, what'd you find?\I got an acquaintance of mine to look into things.\Laki's gone to get the report.\Oh, speak of the devil.\Good work. response:	Sorry about making you handle this kind of stuff.
context: Guilds are a lot of fun!\Yup. We make a ton of racket, but there's never a dull day.\So, what'd you find?\I got an acquaintance of mine to look into things.\Laki's gone to get the report.\Oh, speak of the devil.\Good work.\Sorry about making you handle this kind of stuff. response:	At any rate, this is what they found.
context: Yup. We make a ton of racket, but there's never a dull day.\So, what'd you find?\I got an acquaintance of mine to look into things.\Laki's gone to get the report.\Oh, speak of the devil.\Good work.\Sorry about making you handle this kind of stuff.\At any rate, this is what they found. response:	The Lobster Family really was a wealthy plantation family concentrated in the Zentopia Church Parish.
context: So, what'd you find?\I got an acquaintance of mine to look into things.\Laki's gone to get the report.\Oh, speak of the devil.\Good work.\Sorry about making you handle this kind of stuff.\At any rate, this is what they found.\The Lobster Family really was a wealthy plantation family concentrated in the Zentopia Church Parish. response:	Guess I was worried for nothing.
context: I got an acquaintance of mine to look into things.\Laki's gone to get the report.\Oh, speak of the devil.\Good work.\Sorry about making you handle this kind of stuff.\At any rate, this is what they found.\The Lobster Family really was a wealthy plantation family concentrated in the Zentopia Church Parish.\Guess I was worried for nothing. response:	Well, there was the time with Mest... I mean, Dranbalt.
context: Laki's gone to get the report.\Oh, speak of the devil.\Good work.\Sorry about making you handle this kind of stuff.\At any rate, this is what they found.\The Lobster Family really was a wealthy plantation family concentrated in the Zentopia Church Parish.\Guess I was worried for nothing.\Well, there was the time with Mest... I mean, Dranbalt. response:	But it's still a relief.
context: Oh, speak of the devil.\Good work.\Sorry about making you handle this kind of stuff.\At any rate, this is what they found.\The Lobster Family really was a wealthy plantation family concentrated in the Zentopia Church Parish.\Guess I was worried for nothing.\Well, there was the time with Mest... I mean, Dranbalt.\But it's still a relief. response:	Hold up a second. The Lobster family was a wealthy plantation family? Why the past tense?
context: Good work.\Sorry about making you handle this kind of stuff.\At any rate, this is what they found.\The Lobster Family really was a wealthy plantation family concentrated in the Zentopia Church Parish.\Guess I was worried for nothing.\Well, there was the time with Mest... I mean, Dranbalt.\But it's still a relief.\Hold up a second. The Lobster family was a wealthy plantation family? Why the past tense? response:	That's because a number of years ago there was a terrible incident.
context: Sorry about making you handle this kind of stuff.\At any rate, this is what they found.\The Lobster Family really was a wealthy plantation family concentrated in the Zentopia Church Parish.\Guess I was worried for nothing.\Well, there was the time with Mest... I mean, Dranbalt.\But it's still a relief.\Hold up a second. The Lobster family was a wealthy plantation family? Why the past tense?\That's because a number of years ago there was a terrible incident. response:	Oh, you mean that.
context: At any rate, this is what they found.\The Lobster Family really was a wealthy plantation family concentrated in the Zentopia Church Parish.\Guess I was worried for nothing.\Well, there was the time with Mest... I mean, Dranbalt.\But it's still a relief.\Hold up a second. The Lobster family was a wealthy plantation family? Why the past tense?\That's because a number of years ago there was a terrible incident.\Oh, you mean that. response:	Then, Michelle is a survivor?
