context: When we lived at the monastery, response:	it was easy to tell whether Rin was home or not.
context: Neuhaus!\Snakefang!\Let me go! Don't get in the way!\You're the one in the way!\You were trying to use that demon to attack Rin!\She's... She's my wife!\What?\Start explaining what the hell's going on! response:	Hot-hot-hot!
context: Snakefang!\Let me go! Don't get in the way!\You're the one in the way!\You were trying to use that demon to attack Rin!\She's... She's my wife!\What?\Start explaining what the hell's going on!\Hot-hot-hot! response:	What are you fussing about?
context: Let me go! Don't get in the way!\You're the one in the way!\You were trying to use that demon to attack Rin!\She's... She's my wife!\What?\Start explaining what the hell's going on!\Hot-hot-hot!\What are you fussing about? response:	It's hot! You did that on purpose!
context: You're the one in the way!\You were trying to use that demon to attack Rin!\She's... She's my wife!\What?\Start explaining what the hell's going on!\Hot-hot-hot!\What are you fussing about?\It's hot! You did that on purpose! response:	They have minor injuries, but none requiring hospitalization.
context: You were trying to use that demon to attack Rin!\She's... She's my wife!\What?\Start explaining what the hell's going on!\Hot-hot-hot!\What are you fussing about?\It's hot! You did that on purpose!\They have minor injuries, but none requiring hospitalization. response:	Please rest for a while.
context: She's... She's my wife!\What?\Start explaining what the hell's going on!\Hot-hot-hot!\What are you fussing about?\It's hot! You did that on purpose!\They have minor injuries, but none requiring hospitalization.\Please rest for a while. response:	Man, you saved us.
context: What?\Start explaining what the hell's going on!\Hot-hot-hot!\What are you fussing about?\It's hot! You did that on purpose!\They have minor injuries, but none requiring hospitalization.\Please rest for a while.\Man, you saved us. response:	Thanks.
context: Start explaining what the hell's going on!\Hot-hot-hot!\What are you fussing about?\It's hot! You did that on purpose!\They have minor injuries, but none requiring hospitalization.\Please rest for a while.\Man, you saved us.\Thanks. response:	I wanted Father Fujimoto to see how much you've grown...
context: Hot-hot-hot!\What are you fussing about?\It's hot! You did that on purpose!\They have minor injuries, but none requiring hospitalization.\Please rest for a while.\Man, you saved us.\Thanks.\I wanted Father Fujimoto to see how much you've grown... response:	By the way, where's Yukio?
context: What are you fussing about?\It's hot! You did that on purpose!\They have minor injuries, but none requiring hospitalization.\Please rest for a while.\Man, you saved us.\Thanks.\I wanted Father Fujimoto to see how much you've grown...\By the way, where's Yukio? response:	Huh? What?
context: It's hot! You did that on purpose!\They have minor injuries, but none requiring hospitalization.\Please rest for a while.\Man, you saved us.\Thanks.\I wanted Father Fujimoto to see how much you've grown...\By the way, where's Yukio?\Huh? What? response:	Mr. Yukio Okumura?
context: They have minor injuries, but none requiring hospitalization.\Please rest for a while.\Man, you saved us.\Thanks.\I wanted Father Fujimoto to see how much you've grown...\By the way, where's Yukio?\Huh? What?\Mr. Yukio Okumura? response:	And you are?
context: Please rest for a while.\Man, you saved us.\Thanks.\I wanted Father Fujimoto to see how much you've grown...\By the way, where's Yukio?\Huh? What?\Mr. Yukio Okumura?\And you are? response:	There is someone who would like to meet you.
context: Man, you saved us.\Thanks.\I wanted Father Fujimoto to see how much you've grown...\By the way, where's Yukio?\Huh? What?\Mr. Yukio Okumura?\And you are?\There is someone who would like to meet you. response:	Come in.
context: Thanks.\I wanted Father Fujimoto to see how much you've grown...\By the way, where's Yukio?\Huh? What?\Mr. Yukio Okumura?\And you are?\There is someone who would like to meet you.\Come in. response:	Who are you?
context: I wanted Father Fujimoto to see how much you've grown...\By the way, where's Yukio?\Huh? What?\Mr. Yukio Okumura?\And you are?\There is someone who would like to meet you.\Come in.\Who are you? response:	I am Ernest Frederick Aegin.
context: By the way, where's Yukio?\Huh? What?\Mr. Yukio Okumura?\And you are?\There is someone who would like to meet you.\Come in.\Who are you?\I am Ernest Frederick Aegin. response:	I'm glad to see you, Grandson.
context: Huh? What?\Mr. Yukio Okumura?\And you are?\There is someone who would like to meet you.\Come in.\Who are you?\I am Ernest Frederick Aegin.\I'm glad to see you, Grandson. response:	She's my wife.
context: Mr. Yukio Okumura?\And you are?\There is someone who would like to meet you.\Come in.\Who are you?\I am Ernest Frederick Aegin.\I'm glad to see you, Grandson.\She's my wife. response:	Just to protect you...
context: And you are?\There is someone who would like to meet you.\Come in.\Who are you?\I am Ernest Frederick Aegin.\I'm glad to see you, Grandson.\She's my wife.\Just to protect you... response:	No! I haven't asked for that!
context: There is someone who would like to meet you.\Come in.\Who are you?\I am Ernest Frederick Aegin.\I'm glad to see you, Grandson.\She's my wife.\Just to protect you...\No! I haven't asked for that! response:	Is this the best you can do, son of Satan?
context: Come in.\Who are you?\I am Ernest Frederick Aegin.\I'm glad to see you, Grandson.\She's my wife.\Just to protect you...\No! I haven't asked for that!\Is this the best you can do, son of Satan? response:	Get out of my way!
context: Who are you?\I am Ernest Frederick Aegin.\I'm glad to see you, Grandson.\She's my wife.\Just to protect you...\No! I haven't asked for that!\Is this the best you can do, son of Satan?\Get out of my way! response:	Episode 20 sz Mask
context: I am Ernest Frederick Aegin.\I'm glad to see you, Grandson.\She's my wife.\Just to protect you...\No! I haven't asked for that!\Is this the best you can do, son of Satan?\Get out of my way!\Episode 20 sz Mask response:	Next Episode Preview
context: I'm glad to see you, Grandson.\She's my wife.\Just to protect you...\No! I haven't asked for that!\Is this the best you can do, son of Satan?\Get out of my way!\Episode 20 sz Mask\Next Episode Preview response:	Secret Garden
context: She's my wife.\Just to protect you...\No! I haven't asked for that!\Is this the best you can do, son of Satan?\Get out of my way!\Episode 20 sz Mask\Next Episode Preview\Secret Garden response:	The Blue Exorcist
context: Just to protect you...\No! I haven't asked for that!\Is this the best you can do, son of Satan?\Get out of my way!\Episode 20 sz Mask\Next Episode Preview\Secret Garden\The Blue Exorcist response:	The Blue Exorcist
context: No! I haven't asked for that!\Is this the best you can do, son of Satan?\Get out of my way!\Episode 20 sz Mask\Next Episode Preview\Secret Garden\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Is this the best you can do, son of Satan?\Get out of my way!\Episode 20 sz Mask\Next Episode Preview\Secret Garden\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Get out of my way!\Episode 20 sz Mask\Next Episode Preview\Secret Garden\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Episode 20 sz Mask\Next Episode Preview\Secret Garden\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Next Episode Preview\Secret Garden\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	nuguisarenai kako no kanashimi
context: Secret Garden\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi response:	It's alright kokoro ni mo nai
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai response:	Blastar hanachi te wo nobashita
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita response:	sakete toorenai michi wa itsu kara ka konna datta
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta response:	soshite daremo inakunatta...
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta... response:	unmei nante kuso kurae
context: The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae response:	yarikirenakute cry for pride
context: The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride response:	hibiku ai no uta
context: nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta response:	yuganda sekai magatta negai
context: It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai response:	kuzuresatte iku risou to ashita
context: Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita response:	haite suteru hodo ni taikutsu datta
context: sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta response:	unmei nante nurikaete
context: soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete response:	kizu darake ni natte try for pride
context: unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride response:	soredemo ai wo utau
context: yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau response:	hizunda sekai todokazu negai
context: hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai response:	kizuki ageteku kizuna to ashita
context: yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita response:	haite sutete mo kekkyoku taisetsu nanda
context: kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda response:	harewatari michi ni hikari wa sashita
context: haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita response:	Let's fight osore wa nai
context: unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai response:	moroha no tsurugi furikazashita
context: kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita response:	Dark side in my heart is
context: soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is response:	the unerasable sadness of the past.
context: hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past. response:	It's alright if I don't really mean it,
context: kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it, response:	so I fire my blasters and stretch out my hands.
context: haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands. response:	Since when has my way been unavoidable like this?
context: harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this? response:	And now there's no one left...
context: Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left... response:	Fuck this destiny,
context: moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny, response:	I cry for my pride, I can't bear it.
context: Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it. response:	Ah, ah, ah, alone in my world.
context: the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world. response:	An aria of love resounding through
context: It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through response:	this distorted reality of twisted prayers.
context: so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers. response:	My dreams and tomorrow are collapsing,
context: Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing, response:	because throwing away the lies would be boring.
context: And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing,\because throwing away the lies would be boring. response:	Good bye precious life.
context: Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing,\because throwing away the lies would be boring.\Good bye precious life. response:	Go and repaint this destiny,
context: I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing,\because throwing away the lies would be boring.\Good bye precious life.\Go and repaint this destiny, response:	try it for your pride, covered in wounds.
context: Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing,\because throwing away the lies would be boring.\Good bye precious life.\Go and repaint this destiny,\try it for your pride, covered in wounds. response:	Ah, ah, ah, alone in my world.
context: An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing,\because throwing away the lies would be boring.\Good bye precious life.\Go and repaint this destiny,\try it for your pride, covered in wounds.\Ah, ah, ah, alone in my world. response:	Even so, I sing the song of love and
context: this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing,\because throwing away the lies would be boring.\Good bye precious life.\Go and repaint this destiny,\try it for your pride, covered in wounds.\Ah, ah, ah, alone in my world.\Even so, I sing the song of love and response:	let its wish reach through this distorted world
context: My dreams and tomorrow are collapsing,\because throwing away the lies would be boring.\Good bye precious life.\Go and repaint this destiny,\try it for your pride, covered in wounds.\Ah, ah, ah, alone in my world.\Even so, I sing the song of love and\let its wish reach through this distorted world response:	to build our bonds and the tomorrow to come.
context: because throwing away the lies would be boring.\Good bye precious life.\Go and repaint this destiny,\try it for your pride, covered in wounds.\Ah, ah, ah, alone in my world.\Even so, I sing the song of love and\let its wish reach through this distorted world\to build our bonds and the tomorrow to come. response:	Throwing away the lies was important after all,
context: Good bye precious life.\Go and repaint this destiny,\try it for your pride, covered in wounds.\Ah, ah, ah, alone in my world.\Even so, I sing the song of love and\let its wish reach through this distorted world\to build our bonds and the tomorrow to come.\Throwing away the lies was important after all, response:	because this is my precious life.
context: Go and repaint this destiny,\try it for your pride, covered in wounds.\Ah, ah, ah, alone in my world.\Even so, I sing the song of love and\let its wish reach through this distorted world\to build our bonds and the tomorrow to come.\Throwing away the lies was important after all,\because this is my precious life. response:	Dark cloud in my heart is
context: try it for your pride, covered in wounds.\Ah, ah, ah, alone in my world.\Even so, I sing the song of love and\let its wish reach through this distorted world\to build our bonds and the tomorrow to come.\Throwing away the lies was important after all,\because this is my precious life.\Dark cloud in my heart is response:	disappearing and light is shining on the road I'm on.
context: Ah, ah, ah, alone in my world.\Even so, I sing the song of love and\let its wish reach through this distorted world\to build our bonds and the tomorrow to come.\Throwing away the lies was important after all,\because this is my precious life.\Dark cloud in my heart is\disappearing and light is shining on the road I'm on. response:	Let's fight, there's no fear.
context: Even so, I sing the song of love and\let its wish reach through this distorted world\to build our bonds and the tomorrow to come.\Throwing away the lies was important after all,\because this is my precious life.\Dark cloud in my heart is\disappearing and light is shining on the road I'm on.\Let's fight, there's no fear. response:	I brandished my two-edged sword.
context: let its wish reach through this distorted world\to build our bonds and the tomorrow to come.\Throwing away the lies was important after all,\because this is my precious life.\Dark cloud in my heart is\disappearing and light is shining on the road I'm on.\Let's fight, there's no fear.\I brandished my two-edged sword. response:	mau chou no you ni hirari
context: to build our bonds and the tomorrow to come.\Throwing away the lies was important after all,\because this is my precious life.\Dark cloud in my heart is\disappearing and light is shining on the road I'm on.\Let's fight, there's no fear.\I brandished my two-edged sword.\mau chou no you ni hirari response:	chuu ni tadayou fukashikina hikari
context: Throwing away the lies was important after all,\because this is my precious life.\Dark cloud in my heart is\disappearing and light is shining on the road I'm on.\Let's fight, there's no fear.\I brandished my two-edged sword.\mau chou no you ni hirari\chuu ni tadayou fukashikina hikari response:	koko wa dokoka betsu no sekai
context: because this is my precious life.\Dark cloud in my heart is\disappearing and light is shining on the road I'm on.\Let's fight, there's no fear.\I brandished my two-edged sword.\mau chou no you ni hirari\chuu ni tadayou fukashikina hikari\koko wa dokoka betsu no sekai response:	rakka suru sokudo wa kawaranai
context: Dark cloud in my heart is\disappearing and light is shining on the road I'm on.\Let's fight, there's no fear.\I brandished my two-edged sword.\mau chou no you ni hirari\chuu ni tadayou fukashikina hikari\koko wa dokoka betsu no sekai\rakka suru sokudo wa kawaranai response:	atama wo meguru suuchi wa
context: disappearing and light is shining on the road I'm on.\Let's fight, there's no fear.\I brandished my two-edged sword.\mau chou no you ni hirari\chuu ni tadayou fukashikina hikari\koko wa dokoka betsu no sekai\rakka suru sokudo wa kawaranai\atama wo meguru suuchi wa response:	rasen wo egaki kyuujoushou
context: Let's fight, there's no fear.\I brandished my two-edged sword.\mau chou no you ni hirari\chuu ni tadayou fukashikina hikari\koko wa dokoka betsu no sekai\rakka suru sokudo wa kawaranai\atama wo meguru suuchi wa\rasen wo egaki kyuujoushou response:	juudaina ayamachi ni mo kizukazu ni
context: I brandished my two-edged sword.\mau chou no you ni hirari\chuu ni tadayou fukashikina hikari\koko wa dokoka betsu no sekai\rakka suru sokudo wa kawaranai\atama wo meguru suuchi wa\rasen wo egaki kyuujoushou\juudaina ayamachi ni mo kizukazu ni response:	hito kara hito e to tsunagaru
context: mau chou no you ni hirari\chuu ni tadayou fukashikina hikari\koko wa dokoka betsu no sekai\rakka suru sokudo wa kawaranai\atama wo meguru suuchi wa\rasen wo egaki kyuujoushou\juudaina ayamachi ni mo kizukazu ni\hito kara hito e to tsunagaru response:	awaku seiran ni kagayaku wire
context: chuu ni tadayou fukashikina hikari\koko wa dokoka betsu no sekai\rakka suru sokudo wa kawaranai\atama wo meguru suuchi wa\rasen wo egaki kyuujoushou\juudaina ayamachi ni mo kizukazu ni\hito kara hito e to tsunagaru\awaku seiran ni kagayaku wire response:	totemo kirei de maru de kinu no ito
context: koko wa dokoka betsu no sekai\rakka suru sokudo wa kawaranai\atama wo meguru suuchi wa\rasen wo egaki kyuujoushou\juudaina ayamachi ni mo kizukazu ni\hito kara hito e to tsunagaru\awaku seiran ni kagayaku wire\totemo kirei de maru de kinu no ito response:	kore ga unmei to iu kusari nano ka
context: rakka suru sokudo wa kawaranai\atama wo meguru suuchi wa\rasen wo egaki kyuujoushou\juudaina ayamachi ni mo kizukazu ni\hito kara hito e to tsunagaru\awaku seiran ni kagayaku wire\totemo kirei de maru de kinu no ito\kore ga unmei to iu kusari nano ka response:	sagashite demo karamatte
context: atama wo meguru suuchi wa\rasen wo egaki kyuujoushou\juudaina ayamachi ni mo kizukazu ni\hito kara hito e to tsunagaru\awaku seiran ni kagayaku wire\totemo kirei de maru de kinu no ito\kore ga unmei to iu kusari nano ka\sagashite demo karamatte response:	tadori tsukenai
context: rasen wo egaki kyuujoushou\juudaina ayamachi ni mo kizukazu ni\hito kara hito e to tsunagaru\awaku seiran ni kagayaku wire\totemo kirei de maru de kinu no ito\kore ga unmei to iu kusari nano ka\sagashite demo karamatte\tadori tsukenai response:	nogarerarenai nante
context: juudaina ayamachi ni mo kizukazu ni\hito kara hito e to tsunagaru\awaku seiran ni kagayaku wire\totemo kirei de maru de kinu no ito\kore ga unmei to iu kusari nano ka\sagashite demo karamatte\tadori tsukenai\nogarerarenai nante response:	oroka de utsukushii
context: hito kara hito e to tsunagaru\awaku seiran ni kagayaku wire\totemo kirei de maru de kinu no ito\kore ga unmei to iu kusari nano ka\sagashite demo karamatte\tadori tsukenai\nogarerarenai nante\oroka de utsukushii response:	sagashite demo karamatte
context: awaku seiran ni kagayaku wire\totemo kirei de maru de kinu no ito\kore ga unmei to iu kusari nano ka\sagashite demo karamatte\tadori tsukenai\nogarerarenai nante\oroka de utsukushii\sagashite demo karamatte response:	tadori tsukenai
context: totemo kirei de maru de kinu no ito\kore ga unmei to iu kusari nano ka\sagashite demo karamatte\tadori tsukenai\nogarerarenai nante\oroka de utsukushii\sagashite demo karamatte\tadori tsukenai response:	nogarerarenai nante
context: kore ga unmei to iu kusari nano ka\sagashite demo karamatte\tadori tsukenai\nogarerarenai nante\oroka de utsukushii\sagashite demo karamatte\tadori tsukenai\nogarerarenai nante response:	oroka de utsukushii
context: sagashite demo karamatte\tadori tsukenai\nogarerarenai nante\oroka de utsukushii\sagashite demo karamatte\tadori tsukenai\nogarerarenai nante\oroka de utsukushii response:	(WIRED...)
context: tadori tsukenai\nogarerarenai nante\oroka de utsukushii\sagashite demo karamatte\tadori tsukenai\nogarerarenai nante\oroka de utsukushii\(WIRED...) response:	I'm lightly fluttering in wondrous light
context: nogarerarenai nante\oroka de utsukushii\sagashite demo karamatte\tadori tsukenai\nogarerarenai nante\oroka de utsukushii\(WIRED...)\I'm lightly fluttering in wondrous light response:	like a dancing butterfly in midair.
context: oroka de utsukushii\sagashite demo karamatte\tadori tsukenai\nogarerarenai nante\oroka de utsukushii\(WIRED...)\I'm lightly fluttering in wondrous light\like a dancing butterfly in midair. response:	Is this place in another world?
context: sagashite demo karamatte\tadori tsukenai\nogarerarenai nante\oroka de utsukushii\(WIRED...)\I'm lightly fluttering in wondrous light\like a dancing butterfly in midair.\Is this place in another world? response:	My fall isn't slowing down so
context: tadori tsukenai\nogarerarenai nante\oroka de utsukushii\(WIRED...)\I'm lightly fluttering in wondrous light\like a dancing butterfly in midair.\Is this place in another world?\My fall isn't slowing down so response:	cut the rope.
context: nogarerarenai nante\oroka de utsukushii\(WIRED...)\I'm lightly fluttering in wondrous light\like a dancing butterfly in midair.\Is this place in another world?\My fall isn't slowing down so\cut the rope. response:	Cut the rope.
context: oroka de utsukushii\(WIRED...)\I'm lightly fluttering in wondrous light\like a dancing butterfly in midair.\Is this place in another world?\My fall isn't slowing down so\cut the rope.\Cut the rope. response:	The numbers that make my head spin
context: (WIRED...)\I'm lightly fluttering in wondrous light\like a dancing butterfly in midair.\Is this place in another world?\My fall isn't slowing down so\cut the rope.\Cut the rope.\The numbers that make my head spin response:	are forming a rising spiral
context: I'm lightly fluttering in wondrous light\like a dancing butterfly in midair.\Is this place in another world?\My fall isn't slowing down so\cut the rope.\Cut the rope.\The numbers that make my head spin\are forming a rising spiral response:	and there I notice a terrible error.
context: like a dancing butterfly in midair.\Is this place in another world?\My fall isn't slowing down so\cut the rope.\Cut the rope.\The numbers that make my head spin\are forming a rising spiral\and there I notice a terrible error. response:	Connecting people to one another
context: Is this place in another world?\My fall isn't slowing down so\cut the rope.\Cut the rope.\The numbers that make my head spin\are forming a rising spiral\and there I notice a terrible error.\Connecting people to one another response:	is a shining pale indigo blue wire.
context: My fall isn't slowing down so\cut the rope.\Cut the rope.\The numbers that make my head spin\are forming a rising spiral\and there I notice a terrible error.\Connecting people to one another\is a shining pale indigo blue wire. response:	It's beautiful like a thread of silk.
context: cut the rope.\Cut the rope.\The numbers that make my head spin\are forming a rising spiral\and there I notice a terrible error.\Connecting people to one another\is a shining pale indigo blue wire.\It's beautiful like a thread of silk. response:	I wonder if it's what they call the chains of fate?
context: Cut the rope.\The numbers that make my head spin\are forming a rising spiral\and there I notice a terrible error.\Connecting people to one another\is a shining pale indigo blue wire.\It's beautiful like a thread of silk.\I wonder if it's what they call the chains of fate? response:	You seek for it and yet you're already caught,
context: The numbers that make my head spin\are forming a rising spiral\and there I notice a terrible error.\Connecting people to one another\is a shining pale indigo blue wire.\It's beautiful like a thread of silk.\I wonder if it's what they call the chains of fate?\You seek for it and yet you're already caught, response:	so don't try to struggle.
context: are forming a rising spiral\and there I notice a terrible error.\Connecting people to one another\is a shining pale indigo blue wire.\It's beautiful like a thread of silk.\I wonder if it's what they call the chains of fate?\You seek for it and yet you're already caught,\so don't try to struggle. response:	What is wired life?
context: and there I notice a terrible error.\Connecting people to one another\is a shining pale indigo blue wire.\It's beautiful like a thread of silk.\I wonder if it's what they call the chains of fate?\You seek for it and yet you're already caught,\so don't try to struggle.\What is wired life? response:	You're a beautiful fool in
context: Connecting people to one another\is a shining pale indigo blue wire.\It's beautiful like a thread of silk.\I wonder if it's what they call the chains of fate?\You seek for it and yet you're already caught,\so don't try to struggle.\What is wired life?\You're a beautiful fool in response:	the way you get entwined in this
context: is a shining pale indigo blue wire.\It's beautiful like a thread of silk.\I wonder if it's what they call the chains of fate?\You seek for it and yet you're already caught,\so don't try to struggle.\What is wired life?\You're a beautiful fool in\the way you get entwined in this response:	wired life.
context: It's beautiful like a thread of silk.\I wonder if it's what they call the chains of fate?\You seek for it and yet you're already caught,\so don't try to struggle.\What is wired life?\You're a beautiful fool in\the way you get entwined in this\wired life. response:	You seek for it and yet you're already caught,
context: I wonder if it's what they call the chains of fate?\You seek for it and yet you're already caught,\so don't try to struggle.\What is wired life?\You're a beautiful fool in\the way you get entwined in this\wired life.\You seek for it and yet you're already caught, response:	so don't try to struggle.
