context: My name is Motoyama Tomomichi. response:	I'm ugly.
context: Kana...\Wait a second!\Did you drink something weird?\I don't want to do it like this!\You keep telling me to take the initiative!\That doesn't mean anything goes!\Besides, our first kiss is going to be a precious memory.\Kana! response:	Listen to me!
context: Wait a second!\Did you drink something weird?\I don't want to do it like this!\You keep telling me to take the initiative!\That doesn't mean anything goes!\Besides, our first kiss is going to be a precious memory.\Kana!\Listen to me! response:	I do want to kiss you, too, but I want to kiss the normal Chiaki.
context: Did you drink something weird?\I don't want to do it like this!\You keep telling me to take the initiative!\That doesn't mean anything goes!\Besides, our first kiss is going to be a precious memory.\Kana!\Listen to me!\I do want to kiss you, too, but I want to kiss the normal Chiaki. response:	I don't need a special mood or anything.
context: I don't want to do it like this!\You keep telling me to take the initiative!\That doesn't mean anything goes!\Besides, our first kiss is going to be a precious memory.\Kana!\Listen to me!\I do want to kiss you, too, but I want to kiss the normal Chiaki.\I don't need a special mood or anything. response:	I just want to kiss you normally.
context: You keep telling me to take the initiative!\That doesn't mean anything goes!\Besides, our first kiss is going to be a precious memory.\Kana!\Listen to me!\I do want to kiss you, too, but I want to kiss the normal Chiaki.\I don't need a special mood or anything.\I just want to kiss you normally. response:	I can't believe you'd rely on that stuff.
context: That doesn't mean anything goes!\Besides, our first kiss is going to be a precious memory.\Kana!\Listen to me!\I do want to kiss you, too, but I want to kiss the normal Chiaki.\I don't need a special mood or anything.\I just want to kiss you normally.\I can't believe you'd rely on that stuff. response:	You're right.
context: Besides, our first kiss is going to be a precious memory.\Kana!\Listen to me!\I do want to kiss you, too, but I want to kiss the normal Chiaki.\I don't need a special mood or anything.\I just want to kiss you normally.\I can't believe you'd rely on that stuff.\You're right. response:	This is wrong.
context: Kana!\Listen to me!\I do want to kiss you, too, but I want to kiss the normal Chiaki.\I don't need a special mood or anything.\I just want to kiss you normally.\I can't believe you'd rely on that stuff.\You're right.\This is wrong. response:	Chiaki...
context: Listen to me!\I do want to kiss you, too, but I want to kiss the normal Chiaki.\I don't need a special mood or anything.\I just want to kiss you normally.\I can't believe you'd rely on that stuff.\You're right.\This is wrong.\Chiaki... response:	Psyche! I'm just acting!
context: I do want to kiss you, too, but I want to kiss the normal Chiaki.\I don't need a special mood or anything.\I just want to kiss you normally.\I can't believe you'd rely on that stuff.\You're right.\This is wrong.\Chiaki...\Psyche! I'm just acting! response:	Yes!
context: I don't need a special mood or anything.\I just want to kiss you normally.\I can't believe you'd rely on that stuff.\You're right.\This is wrong.\Chiaki...\Psyche! I'm just acting!\Yes! response:	I've finally kissed you!
context: I just want to kiss you normally.\I can't believe you'd rely on that stuff.\You're right.\This is wrong.\Chiaki...\Psyche! I'm just acting!\Yes!\I've finally kissed you! response:	You're so low.
context: I can't believe you'd rely on that stuff.\You're right.\This is wrong.\Chiaki...\Psyche! I'm just acting!\Yes!\I've finally kissed you!\You're so low. response:	Why so serious?
context: You're right.\This is wrong.\Chiaki...\Psyche! I'm just acting!\Yes!\I've finally kissed you!\You're so low.\Why so serious? response:	You gotta play along.
context: This is wrong.\Chiaki...\Psyche! I'm just acting!\Yes!\I've finally kissed you!\You're so low.\Why so serious?\You gotta play along. response:	Next time, why not start one pretending that you're getting attacked by an alien?
context: Chiaki...\Psyche! I'm just acting!\Yes!\I've finally kissed you!\You're so low.\Why so serious?\You gotta play along.\Next time, why not start one pretending that you're getting attacked by an alien? response:	Or how about a soccer PK goal into one?
context: Psyche! I'm just acting!\Yes!\I've finally kissed you!\You're so low.\Why so serious?\You gotta play along.\Next time, why not start one pretending that you're getting attacked by an alien?\Or how about a soccer PK goal into one? response:	Ow!
context: Yes!\I've finally kissed you!\You're so low.\Why so serious?\You gotta play along.\Next time, why not start one pretending that you're getting attacked by an alien?\Or how about a soccer PK goal into one?\Ow! response:	I'm going home.
context: I've finally kissed you!\You're so low.\Why so serious?\You gotta play along.\Next time, why not start one pretending that you're getting attacked by an alien?\Or how about a soccer PK goal into one?\Ow!\I'm going home. response:	Are you actually upset?
context: You're so low.\Why so serious?\You gotta play along.\Next time, why not start one pretending that you're getting attacked by an alien?\Or how about a soccer PK goal into one?\Ow!\I'm going home.\Are you actually upset? response:	That was just another one of our skits.
context: Why so serious?\You gotta play along.\Next time, why not start one pretending that you're getting attacked by an alien?\Or how about a soccer PK goal into one?\Ow!\I'm going home.\Are you actually upset?\That was just another one of our skits. response:	I'm done with our duo!
context: You gotta play along.\Next time, why not start one pretending that you're getting attacked by an alien?\Or how about a soccer PK goal into one?\Ow!\I'm going home.\Are you actually upset?\That was just another one of our skits.\I'm done with our duo! response:	Wait, say what?
context: Next time, why not start one pretending that you're getting attacked by an alien?\Or how about a soccer PK goal into one?\Ow!\I'm going home.\Are you actually upset?\That was just another one of our skits.\I'm done with our duo!\Wait, say what? response:	How am I supposed to react to that?
context: Or how about a soccer PK goal into one?\Ow!\I'm going home.\Are you actually upset?\That was just another one of our skits.\I'm done with our duo!\Wait, say what?\How am I supposed to react to that? response:	Kana-chan?
context: Ow!\I'm going home.\Are you actually upset?\That was just another one of our skits.\I'm done with our duo!\Wait, say what?\How am I supposed to react to that?\Kana-chan? response:	Next episode: Tuning.
context: I'm going home.\Are you actually upset?\That was just another one of our skits.\I'm done with our duo!\Wait, say what?\How am I supposed to react to that?\Kana-chan?\Next episode: Tuning. response:	Tuning
