context: I was simply entranced by that outfit's beauty. response:	This will be your wedding dress.
context: Rejoice, Ryuko Matoi.\You will be the first offering to my Junketsu.\Junketsu...\Purity? Is there anything about you that's pure?\Allow me to show you.\Life Fiber Override, Kamui Junketsu!\KAMUI JUNKETSU\What the hell?! response:	That's right, this is my Junketsu.
context: You will be the first offering to my Junketsu.\Junketsu...\Purity? Is there anything about you that's pure?\Allow me to show you.\Life Fiber Override, Kamui Junketsu!\KAMUI JUNKETSU\What the hell?!\That's right, this is my Junketsu. response:	You aren't the only one in possession of a Kamui.
context: Junketsu...\Purity? Is there anything about you that's pure?\Allow me to show you.\Life Fiber Override, Kamui Junketsu!\KAMUI JUNKETSU\What the hell?!\That's right, this is my Junketsu.\You aren't the only one in possession of a Kamui. response:	Uh-oh. Little Miss Satsuki went and
context: Purity? Is there anything about you that's pure?\Allow me to show you.\Life Fiber Override, Kamui Junketsu!\KAMUI JUNKETSU\What the hell?!\That's right, this is my Junketsu.\You aren't the only one in possession of a Kamui.\Uh-oh. Little Miss Satsuki went and response:	brought something dangerous to Show and Tell.
context: Allow me to show you.\Life Fiber Override, Kamui Junketsu!\KAMUI JUNKETSU\What the hell?!\That's right, this is my Junketsu.\You aren't the only one in possession of a Kamui.\Uh-oh. Little Miss Satsuki went and\brought something dangerous to Show and Tell. response:	Let's do it, Senketsu!
context: Life Fiber Override, Kamui Junketsu!\KAMUI JUNKETSU\What the hell?!\That's right, this is my Junketsu.\You aren't the only one in possession of a Kamui.\Uh-oh. Little Miss Satsuki went and\brought something dangerous to Show and Tell.\Let's do it, Senketsu! response:	The reason you were afraid
context: KAMUI JUNKETSU\What the hell?!\That's right, this is my Junketsu.\You aren't the only one in possession of a Kamui.\Uh-oh. Little Miss Satsuki went and\brought something dangerous to Show and Tell.\Let's do it, Senketsu!\The reason you were afraid response:	yesterday is because you sensed that thing?
context: What the hell?!\That's right, this is my Junketsu.\You aren't the only one in possession of a Kamui.\Uh-oh. Little Miss Satsuki went and\brought something dangerous to Show and Tell.\Let's do it, Senketsu!\The reason you were afraid\yesterday is because you sensed that thing? response:	Ryuko, I feel I should warn you.
context: That's right, this is my Junketsu.\You aren't the only one in possession of a Kamui.\Uh-oh. Little Miss Satsuki went and\brought something dangerous to Show and Tell.\Let's do it, Senketsu!\The reason you were afraid\yesterday is because you sensed that thing?\Ryuko, I feel I should warn you. response:	Your opponent is more powerful than you are.
context: You aren't the only one in possession of a Kamui.\Uh-oh. Little Miss Satsuki went and\brought something dangerous to Show and Tell.\Let's do it, Senketsu!\The reason you were afraid\yesterday is because you sensed that thing?\Ryuko, I feel I should warn you.\Your opponent is more powerful than you are. response:	Gee, thanks for your concern.
context: Uh-oh. Little Miss Satsuki went and\brought something dangerous to Show and Tell.\Let's do it, Senketsu!\The reason you were afraid\yesterday is because you sensed that thing?\Ryuko, I feel I should warn you.\Your opponent is more powerful than you are.\Gee, thanks for your concern. response:	This blast of wind is from just their willpower?
context: brought something dangerous to Show and Tell.\Let's do it, Senketsu!\The reason you were afraid\yesterday is because you sensed that thing?\Ryuko, I feel I should warn you.\Your opponent is more powerful than you are.\Gee, thanks for your concern.\This blast of wind is from just their willpower? response:	Incredible!
context: Let's do it, Senketsu!\The reason you were afraid\yesterday is because you sensed that thing?\Ryuko, I feel I should warn you.\Your opponent is more powerful than you are.\Gee, thanks for your concern.\This blast of wind is from just their willpower?\Incredible! response:	It's impressive, I'll admit.
context: The reason you were afraid\yesterday is because you sensed that thing?\Ryuko, I feel I should warn you.\Your opponent is more powerful than you are.\Gee, thanks for your concern.\This blast of wind is from just their willpower?\Incredible!\It's impressive, I'll admit. response:	But if you lose mentally, it's all over!
context: yesterday is because you sensed that thing?\Ryuko, I feel I should warn you.\Your opponent is more powerful than you are.\Gee, thanks for your concern.\This blast of wind is from just their willpower?\Incredible!\It's impressive, I'll admit.\But if you lose mentally, it's all over! response:	Be careful.
context: Ryuko, I feel I should warn you.\Your opponent is more powerful than you are.\Gee, thanks for your concern.\This blast of wind is from just their willpower?\Incredible!\It's impressive, I'll admit.\But if you lose mentally, it's all over!\Be careful. response:	You should avoid blood loss as much as possible.
context: Your opponent is more powerful than you are.\Gee, thanks for your concern.\This blast of wind is from just their willpower?\Incredible!\It's impressive, I'll admit.\But if you lose mentally, it's all over!\Be careful.\You should avoid blood loss as much as possible. response:	You'll lose consciousness more quickly.
context: Gee, thanks for your concern.\This blast of wind is from just their willpower?\Incredible!\It's impressive, I'll admit.\But if you lose mentally, it's all over!\Be careful.\You should avoid blood loss as much as possible.\You'll lose consciousness more quickly. response:	You don't have to tell me that!
context: This blast of wind is from just their willpower?\Incredible!\It's impressive, I'll admit.\But if you lose mentally, it's all over!\Be careful.\You should avoid blood loss as much as possible.\You'll lose consciousness more quickly.\You don't have to tell me that! response:	Magnificent!
context: Incredible!\It's impressive, I'll admit.\But if you lose mentally, it's all over!\Be careful.\You should avoid blood loss as much as possible.\You'll lose consciousness more quickly.\You don't have to tell me that!\Magnificent! response:	Truly fantastic... This is the power of a Kamui!
context: It's impressive, I'll admit.\But if you lose mentally, it's all over!\Be careful.\You should avoid blood loss as much as possible.\You'll lose consciousness more quickly.\You don't have to tell me that!\Magnificent!\Truly fantastic... This is the power of a Kamui! response:	You have all this power at your disposal,
context: But if you lose mentally, it's all over!\Be careful.\You should avoid blood loss as much as possible.\You'll lose consciousness more quickly.\You don't have to tell me that!\Magnificent!\Truly fantastic... This is the power of a Kamui!\You have all this power at your disposal, response:	and that is all you can do with it, Matoi?!
context: Be careful.\You should avoid blood loss as much as possible.\You'll lose consciousness more quickly.\You don't have to tell me that!\Magnificent!\Truly fantastic... This is the power of a Kamui!\You have all this power at your disposal,\and that is all you can do with it, Matoi?! response:	What did you say
context: You should avoid blood loss as much as possible.\You'll lose consciousness more quickly.\You don't have to tell me that!\Magnificent!\Truly fantastic... This is the power of a Kamui!\You have all this power at your disposal,\and that is all you can do with it, Matoi?!\What did you say response:	If that's the case, you're nothing but a mindless
context: You'll lose consciousness more quickly.\You don't have to tell me that!\Magnificent!\Truly fantastic... This is the power of a Kamui!\You have all this power at your disposal,\and that is all you can do with it, Matoi?!\What did you say\If that's the case, you're nothing but a mindless response:	lump of flesh squeezed into that Kamui!
context: You don't have to tell me that!\Magnificent!\Truly fantastic... This is the power of a Kamui!\You have all this power at your disposal,\and that is all you can do with it, Matoi?!\What did you say\If that's the case, you're nothing but a mindless\lump of flesh squeezed into that Kamui! response:	Then what are you?!
context: Magnificent!\Truly fantastic... This is the power of a Kamui!\You have all this power at your disposal,\and that is all you can do with it, Matoi?!\What did you say\If that's the case, you're nothing but a mindless\lump of flesh squeezed into that Kamui!\Then what are you?! response:	I'm nothing like you!
context: Truly fantastic... This is the power of a Kamui!\You have all this power at your disposal,\and that is all you can do with it, Matoi?!\What did you say\If that's the case, you're nothing but a mindless\lump of flesh squeezed into that Kamui!\Then what are you?!\I'm nothing like you! response:	I've already mastered the art of wearing my Kamui!
context: You have all this power at your disposal,\and that is all you can do with it, Matoi?!\What did you say\If that's the case, you're nothing but a mindless\lump of flesh squeezed into that Kamui!\Then what are you?!\I'm nothing like you!\I've already mastered the art of wearing my Kamui! response:	Of wearing Junketsu!
context: and that is all you can do with it, Matoi?!\What did you say\If that's the case, you're nothing but a mindless\lump of flesh squeezed into that Kamui!\Then what are you?!\I'm nothing like you!\I've already mastered the art of wearing my Kamui!\Of wearing Junketsu! response:	This is bad, Ryuko.
context: What did you say\If that's the case, you're nothing but a mindless\lump of flesh squeezed into that Kamui!\Then what are you?!\I'm nothing like you!\I've already mastered the art of wearing my Kamui!\Of wearing Junketsu!\This is bad, Ryuko. response:	If this keeps up, you'll pass out from blood loss in five minutes.
context: If that's the case, you're nothing but a mindless\lump of flesh squeezed into that Kamui!\Then what are you?!\I'm nothing like you!\I've already mastered the art of wearing my Kamui!\Of wearing Junketsu!\This is bad, Ryuko.\If this keeps up, you'll pass out from blood loss in five minutes. response:	Is that all you ever talk about?
context: lump of flesh squeezed into that Kamui!\Then what are you?!\I'm nothing like you!\I've already mastered the art of wearing my Kamui!\Of wearing Junketsu!\This is bad, Ryuko.\If this keeps up, you'll pass out from blood loss in five minutes.\Is that all you ever talk about? response:	Stop drinking so much blood, then!
context: Then what are you?!\I'm nothing like you!\I've already mastered the art of wearing my Kamui!\Of wearing Junketsu!\This is bad, Ryuko.\If this keeps up, you'll pass out from blood loss in five minutes.\Is that all you ever talk about?\Stop drinking so much blood, then! response:	I cannot be donned by you unless I drink your blood.
context: I'm nothing like you!\I've already mastered the art of wearing my Kamui!\Of wearing Junketsu!\This is bad, Ryuko.\If this keeps up, you'll pass out from blood loss in five minutes.\Is that all you ever talk about?\Stop drinking so much blood, then!\I cannot be donned by you unless I drink your blood. response:	What?
context: I've already mastered the art of wearing my Kamui!\Of wearing Junketsu!\This is bad, Ryuko.\If this keeps up, you'll pass out from blood loss in five minutes.\Is that all you ever talk about?\Stop drinking so much blood, then!\I cannot be donned by you unless I drink your blood.\What? response:	When you wear me and
context: Of wearing Junketsu!\This is bad, Ryuko.\If this keeps up, you'll pass out from blood loss in five minutes.\Is that all you ever talk about?\Stop drinking so much blood, then!\I cannot be donned by you unless I drink your blood.\What?\When you wear me and response:	I am put on by you, that is when the power manifests.
context: This is bad, Ryuko.\If this keeps up, you'll pass out from blood loss in five minutes.\Is that all you ever talk about?\Stop drinking so much blood, then!\I cannot be donned by you unless I drink your blood.\What?\When you wear me and\I am put on by you, that is when the power manifests. response:	But you have yet to put me on.
context: If this keeps up, you'll pass out from blood loss in five minutes.\Is that all you ever talk about?\Stop drinking so much blood, then!\I cannot be donned by you unless I drink your blood.\What?\When you wear me and\I am put on by you, that is when the power manifests.\But you have yet to put me on. response:	I'm wearing you right now!
context: Is that all you ever talk about?\Stop drinking so much blood, then!\I cannot be donned by you unless I drink your blood.\What?\When you wear me and\I am put on by you, that is when the power manifests.\But you have yet to put me on.\I'm wearing you right now! response:	You're drinking my blood and I'm dying of embarrassment!
context: Stop drinking so much blood, then!\I cannot be donned by you unless I drink your blood.\What?\When you wear me and\I am put on by you, that is when the power manifests.\But you have yet to put me on.\I'm wearing you right now!\You're drinking my blood and I'm dying of embarrassment! response:	What more do you want from me?!
context: I cannot be donned by you unless I drink your blood.\What?\When you wear me and\I am put on by you, that is when the power manifests.\But you have yet to put me on.\I'm wearing you right now!\You're drinking my blood and I'm dying of embarrassment!\What more do you want from me?! response:	Don't get worked up.
context: What?\When you wear me and\I am put on by you, that is when the power manifests.\But you have yet to put me on.\I'm wearing you right now!\You're drinking my blood and I'm dying of embarrassment!\What more do you want from me?!\Don't get worked up. response:	That outburst just cost you 15 seconds.
context: When you wear me and\I am put on by you, that is when the power manifests.\But you have yet to put me on.\I'm wearing you right now!\You're drinking my blood and I'm dying of embarrassment!\What more do you want from me?!\Don't get worked up.\That outburst just cost you 15 seconds. response:	That's it, I'm done...
context: I am put on by you, that is when the power manifests.\But you have yet to put me on.\I'm wearing you right now!\You're drinking my blood and I'm dying of embarrassment!\What more do you want from me?!\Don't get worked up.\That outburst just cost you 15 seconds.\That's it, I'm done... response:	Senketsu... Why?
context: But you have yet to put me on.\I'm wearing you right now!\You're drinking my blood and I'm dying of embarrassment!\What more do you want from me?!\Don't get worked up.\That outburst just cost you 15 seconds.\That's it, I'm done...\Senketsu... Why? response:	How pathetic.
context: I'm wearing you right now!\You're drinking my blood and I'm dying of embarrassment!\What more do you want from me?!\Don't get worked up.\That outburst just cost you 15 seconds.\That's it, I'm done...\Senketsu... Why?\How pathetic. response:	The Kamui saved you from passing out from blood loss?
context: You're drinking my blood and I'm dying of embarrassment!\What more do you want from me?!\Don't get worked up.\That outburst just cost you 15 seconds.\That's it, I'm done...\Senketsu... Why?\How pathetic.\The Kamui saved you from passing out from blood loss? response:	But in a dormant Kamui, you may as well be naked.
context: What more do you want from me?!\Don't get worked up.\That outburst just cost you 15 seconds.\That's it, I'm done...\Senketsu... Why?\How pathetic.\The Kamui saved you from passing out from blood loss?\But in a dormant Kamui, you may as well be naked. response:	I'm not sure how I feel about
context: Don't get worked up.\That outburst just cost you 15 seconds.\That's it, I'm done...\Senketsu... Why?\How pathetic.\The Kamui saved you from passing out from blood loss?\But in a dormant Kamui, you may as well be naked.\I'm not sure how I feel about response:	being laughed at by you in that exhibitionist getup...
context: That outburst just cost you 15 seconds.\That's it, I'm done...\Senketsu... Why?\How pathetic.\The Kamui saved you from passing out from blood loss?\But in a dormant Kamui, you may as well be naked.\I'm not sure how I feel about\being laughed at by you in that exhibitionist getup... response:	Exhibitionist? Nonsense!
context: That's it, I'm done...\Senketsu... Why?\How pathetic.\The Kamui saved you from passing out from blood loss?\But in a dormant Kamui, you may as well be naked.\I'm not sure how I feel about\being laughed at by you in that exhibitionist getup...\Exhibitionist? Nonsense! response:	This is the form in which a Kamui is able to unleash the most power!
context: Senketsu... Why?\How pathetic.\The Kamui saved you from passing out from blood loss?\But in a dormant Kamui, you may as well be naked.\I'm not sure how I feel about\being laughed at by you in that exhibitionist getup...\Exhibitionist? Nonsense!\This is the form in which a Kamui is able to unleash the most power! response:	The fact that you are embarrassed by
context: How pathetic.\The Kamui saved you from passing out from blood loss?\But in a dormant Kamui, you may as well be naked.\I'm not sure how I feel about\being laughed at by you in that exhibitionist getup...\Exhibitionist? Nonsense!\This is the form in which a Kamui is able to unleash the most power!\The fact that you are embarrassed by response:	the values of the masses only proves how small you are!
context: The Kamui saved you from passing out from blood loss?\But in a dormant Kamui, you may as well be naked.\I'm not sure how I feel about\being laughed at by you in that exhibitionist getup...\Exhibitionist? Nonsense!\This is the form in which a Kamui is able to unleash the most power!\The fact that you are embarrassed by\the values of the masses only proves how small you are! response:	If it means fulfilling her ambitions,
context: But in a dormant Kamui, you may as well be naked.\I'm not sure how I feel about\being laughed at by you in that exhibitionist getup...\Exhibitionist? Nonsense!\This is the form in which a Kamui is able to unleash the most power!\The fact that you are embarrassed by\the values of the masses only proves how small you are!\If it means fulfilling her ambitions, response:	Satsuki Kiryuin will show neither shame
context: I'm not sure how I feel about\being laughed at by you in that exhibitionist getup...\Exhibitionist? Nonsense!\This is the form in which a Kamui is able to unleash the most power!\The fact that you are embarrassed by\the values of the masses only proves how small you are!\If it means fulfilling her ambitions,\Satsuki Kiryuin will show neither shame response:	nor hesitation, even if she bares her breasts
context: being laughed at by you in that exhibitionist getup...\Exhibitionist? Nonsense!\This is the form in which a Kamui is able to unleash the most power!\The fact that you are embarrassed by\the values of the masses only proves how small you are!\If it means fulfilling her ambitions,\Satsuki Kiryuin will show neither shame\nor hesitation, even if she bares her breasts response:	for all the world to see!
context: Exhibitionist? Nonsense!\This is the form in which a Kamui is able to unleash the most power!\The fact that you are embarrassed by\the values of the masses only proves how small you are!\If it means fulfilling her ambitions,\Satsuki Kiryuin will show neither shame\nor hesitation, even if she bares her breasts\for all the world to see! response:	My actions are utterly pure!
context: This is the form in which a Kamui is able to unleash the most power!\The fact that you are embarrassed by\the values of the masses only proves how small you are!\If it means fulfilling her ambitions,\Satsuki Kiryuin will show neither shame\nor hesitation, even if she bares her breasts\for all the world to see!\My actions are utterly pure! response:	Like I thought, Satsuki is on a whole other level.
context: The fact that you are embarrassed by\the values of the masses only proves how small you are!\If it means fulfilling her ambitions,\Satsuki Kiryuin will show neither shame\nor hesitation, even if she bares her breasts\for all the world to see!\My actions are utterly pure!\Like I thought, Satsuki is on a whole other level. response:	I'd better
context: the values of the masses only proves how small you are!\If it means fulfilling her ambitions,\Satsuki Kiryuin will show neither shame\nor hesitation, even if she bares her breasts\for all the world to see!\My actions are utterly pure!\Like I thought, Satsuki is on a whole other level.\I'd better response:	Get naked, Ryuko!
context: If it means fulfilling her ambitions,\Satsuki Kiryuin will show neither shame\nor hesitation, even if she bares her breasts\for all the world to see!\My actions are utterly pure!\Like I thought, Satsuki is on a whole other level.\I'd better\Get naked, Ryuko! response:	I can say beyond a doubt that
context: Satsuki Kiryuin will show neither shame\nor hesitation, even if she bares her breasts\for all the world to see!\My actions are utterly pure!\Like I thought, Satsuki is on a whole other level.\I'd better\Get naked, Ryuko!\I can say beyond a doubt that response:	you are not inferior to Lady Satsuki!
context: nor hesitation, even if she bares her breasts\for all the world to see!\My actions are utterly pure!\Like I thought, Satsuki is on a whole other level.\I'd better\Get naked, Ryuko!\I can say beyond a doubt that\you are not inferior to Lady Satsuki! response:	Your boobs are bigger than hers!
context: for all the world to see!\My actions are utterly pure!\Like I thought, Satsuki is on a whole other level.\I'd better\Get naked, Ryuko!\I can say beyond a doubt that\you are not inferior to Lady Satsuki!\Your boobs are bigger than hers! response:	I saw them!
context: My actions are utterly pure!\Like I thought, Satsuki is on a whole other level.\I'd better\Get naked, Ryuko!\I can say beyond a doubt that\you are not inferior to Lady Satsuki!\Your boobs are bigger than hers!\I saw them! response:	That Ryuko, she's got a great rack!
context: Like I thought, Satsuki is on a whole other level.\I'd better\Get naked, Ryuko!\I can say beyond a doubt that\you are not inferior to Lady Satsuki!\Your boobs are bigger than hers!\I saw them!\That Ryuko, she's got a great rack! response:	My whole family was talking about them!
context: I'd better\Get naked, Ryuko!\I can say beyond a doubt that\you are not inferior to Lady Satsuki!\Your boobs are bigger than hers!\I saw them!\That Ryuko, she's got a great rack!\My whole family was talking about them! response:	So don't be embarrassed!
context: Get naked, Ryuko!\I can say beyond a doubt that\you are not inferior to Lady Satsuki!\Your boobs are bigger than hers!\I saw them!\That Ryuko, she's got a great rack!\My whole family was talking about them!\So don't be embarrassed! response:	Just rip it off and get naked!
context: I can say beyond a doubt that\you are not inferior to Lady Satsuki!\Your boobs are bigger than hers!\I saw them!\That Ryuko, she's got a great rack!\My whole family was talking about them!\So don't be embarrassed!\Just rip it off and get naked! response:	Get... naked?
context: you are not inferior to Lady Satsuki!\Your boobs are bigger than hers!\I saw them!\That Ryuko, she's got a great rack!\My whole family was talking about them!\So don't be embarrassed!\Just rip it off and get naked!\Get... naked? response:	What nonsense is this?!
context: Your boobs are bigger than hers!\I saw them!\That Ryuko, she's got a great rack!\My whole family was talking about them!\So don't be embarrassed!\Just rip it off and get naked!\Get... naked?\What nonsense is this?! response:	Your immaturity causes people to spout garbage!
context: I saw them!\That Ryuko, she's got a great rack!\My whole family was talking about them!\So don't be embarrassed!\Just rip it off and get naked!\Get... naked?\What nonsense is this?!\Your immaturity causes people to spout garbage! response:	You have disappointed me utterly, Matoi!
context: That Ryuko, she's got a great rack!\My whole family was talking about them!\So don't be embarrassed!\Just rip it off and get naked!\Get... naked?\What nonsense is this?!\Your immaturity causes people to spout garbage!\You have disappointed me utterly, Matoi! response:	What?!
context: My whole family was talking about them!\So don't be embarrassed!\Just rip it off and get naked!\Get... naked?\What nonsense is this?!\Your immaturity causes people to spout garbage!\You have disappointed me utterly, Matoi!\What?! response:	It ain't nonsense!
context: So don't be embarrassed!\Just rip it off and get naked!\Get... naked?\What nonsense is this?!\Your immaturity causes people to spout garbage!\You have disappointed me utterly, Matoi!\What?!\It ain't nonsense! response:	It ain't nonsense at all!
context: Just rip it off and get naked!\Get... naked?\What nonsense is this?!\Your immaturity causes people to spout garbage!\You have disappointed me utterly, Matoi!\What?!\It ain't nonsense!\It ain't nonsense at all! response:	Ryuko!
context: Get... naked?\What nonsense is this?!\Your immaturity causes people to spout garbage!\You have disappointed me utterly, Matoi!\What?!\It ain't nonsense!\It ain't nonsense at all!\Ryuko! response:	Yeah.
context: What nonsense is this?!\Your immaturity causes people to spout garbage!\You have disappointed me utterly, Matoi!\What?!\It ain't nonsense!\It ain't nonsense at all!\Ryuko!\Yeah. response:	I finally get it now. I need to get naked.
context: Your immaturity causes people to spout garbage!\You have disappointed me utterly, Matoi!\What?!\It ain't nonsense!\It ain't nonsense at all!\Ryuko!\Yeah.\I finally get it now. I need to get naked. response:	Putting on a Kamui means becoming one with you!
context: You have disappointed me utterly, Matoi!\What?!\It ain't nonsense!\It ain't nonsense at all!\Ryuko!\Yeah.\I finally get it now. I need to get naked.\Putting on a Kamui means becoming one with you! response:	It means you becoming my skin!
context: What?!\It ain't nonsense!\It ain't nonsense at all!\Ryuko!\Yeah.\I finally get it now. I need to get naked.\Putting on a Kamui means becoming one with you!\It means you becoming my skin! response:	That's what it means to master wearing you!
context: It ain't nonsense!\It ain't nonsense at all!\Ryuko!\Yeah.\I finally get it now. I need to get naked.\Putting on a Kamui means becoming one with you!\It means you becoming my skin!\That's what it means to master wearing you! response:	Isn't that right, Senketsu?!
context: It ain't nonsense at all!\Ryuko!\Yeah.\I finally get it now. I need to get naked.\Putting on a Kamui means becoming one with you!\It means you becoming my skin!\That's what it means to master wearing you!\Isn't that right, Senketsu?! response:	Yes! That's exactly right!
context: Ryuko!\Yeah.\I finally get it now. I need to get naked.\Putting on a Kamui means becoming one with you!\It means you becoming my skin!\That's what it means to master wearing you!\Isn't that right, Senketsu?!\Yes! That's exactly right! response:	Life Fiber Synchronize, Kamui Senketsu!
context: Yeah.\I finally get it now. I need to get naked.\Putting on a Kamui means becoming one with you!\It means you becoming my skin!\That's what it means to master wearing you!\Isn't that right, Senketsu?!\Yes! That's exactly right!\Life Fiber Synchronize, Kamui Senketsu! response:	KAMUI SENKETSU
context: I finally get it now. I need to get naked.\Putting on a Kamui means becoming one with you!\It means you becoming my skin!\That's what it means to master wearing you!\Isn't that right, Senketsu?!\Yes! That's exactly right!\Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU response:	She's fast!
context: Putting on a Kamui means becoming one with you!\It means you becoming my skin!\That's what it means to master wearing you!\Isn't that right, Senketsu?!\Yes! That's exactly right!\Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU\She's fast! response:	I feel it! This is the real you, Senketsu!
context: It means you becoming my skin!\That's what it means to master wearing you!\Isn't that right, Senketsu?!\Yes! That's exactly right!\Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU\She's fast!\I feel it! This is the real you, Senketsu! response:	This is our power, mine and yours.
context: That's what it means to master wearing you!\Isn't that right, Senketsu?!\Yes! That's exactly right!\Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU\She's fast!\I feel it! This is the real you, Senketsu!\This is our power, mine and yours. response:	The reason you were drinking so much blood
context: Isn't that right, Senketsu?!\Yes! That's exactly right!\Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU\She's fast!\I feel it! This is the real you, Senketsu!\This is our power, mine and yours.\The reason you were drinking so much blood response:	is because I was rejecting you out of embarrassment!
context: Yes! That's exactly right!\Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU\She's fast!\I feel it! This is the real you, Senketsu!\This is our power, mine and yours.\The reason you were drinking so much blood\is because I was rejecting you out of embarrassment! response:	The more my heart was closed,
context: Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU\She's fast!\I feel it! This is the real you, Senketsu!\This is our power, mine and yours.\The reason you were drinking so much blood\is because I was rejecting you out of embarrassment!\The more my heart was closed, response:	the more you yearned for a blood connection!
context: KAMUI SENKETSU\She's fast!\I feel it! This is the real you, Senketsu!\This is our power, mine and yours.\The reason you were drinking so much blood\is because I was rejecting you out of embarrassment!\The more my heart was closed,\the more you yearned for a blood connection! response:	That's what happened, right?!
context: She's fast!\I feel it! This is the real you, Senketsu!\This is our power, mine and yours.\The reason you were drinking so much blood\is because I was rejecting you out of embarrassment!\The more my heart was closed,\the more you yearned for a blood connection!\That's what happened, right?! response:	As you are now, the blood I just drank is more than sufficient!
context: I feel it! This is the real you, Senketsu!\This is our power, mine and yours.\The reason you were drinking so much blood\is because I was rejecting you out of embarrassment!\The more my heart was closed,\the more you yearned for a blood connection!\That's what happened, right?!\As you are now, the blood I just drank is more than sufficient! response:	You are wearing me, and I have been put on by you!
context: This is our power, mine and yours.\The reason you were drinking so much blood\is because I was rejecting you out of embarrassment!\The more my heart was closed,\the more you yearned for a blood connection!\That's what happened, right?!\As you are now, the blood I just drank is more than sufficient!\You are wearing me, and I have been put on by you! response:	Senketsu!
context: The reason you were drinking so much blood\is because I was rejecting you out of embarrassment!\The more my heart was closed,\the more you yearned for a blood connection!\That's what happened, right?!\As you are now, the blood I just drank is more than sufficient!\You are wearing me, and I have been put on by you!\Senketsu! response:	Let's do it!
context: is because I was rejecting you out of embarrassment!\The more my heart was closed,\the more you yearned for a blood connection!\That's what happened, right?!\As you are now, the blood I just drank is more than sufficient!\You are wearing me, and I have been put on by you!\Senketsu!\Let's do it! response:	Scissor Blade! Decapitation Mode!
context: The more my heart was closed,\the more you yearned for a blood connection!\That's what happened, right?!\As you are now, the blood I just drank is more than sufficient!\You are wearing me, and I have been put on by you!\Senketsu!\Let's do it!\Scissor Blade! Decapitation Mode! response:	SCISSOR BLADE DECAPITATION MODE
context: the more you yearned for a blood connection!\That's what happened, right?!\As you are now, the blood I just drank is more than sufficient!\You are wearing me, and I have been put on by you!\Senketsu!\Let's do it!\Scissor Blade! Decapitation Mode!\SCISSOR BLADE DECAPITATION MODE response:	This fight has finally become interesting.
context: That's what happened, right?!\As you are now, the blood I just drank is more than sufficient!\You are wearing me, and I have been put on by you!\Senketsu!\Let's do it!\Scissor Blade! Decapitation Mode!\SCISSOR BLADE DECAPITATION MODE\This fight has finally become interesting. response:	Now you're going to tell me, Satsuki Kiryuin!
context: As you are now, the blood I just drank is more than sufficient!\You are wearing me, and I have been put on by you!\Senketsu!\Let's do it!\Scissor Blade! Decapitation Mode!\SCISSOR BLADE DECAPITATION MODE\This fight has finally become interesting.\Now you're going to tell me, Satsuki Kiryuin! response:	Was it you who killed my father?!
context: You are wearing me, and I have been put on by you!\Senketsu!\Let's do it!\Scissor Blade! Decapitation Mode!\SCISSOR BLADE DECAPITATION MODE\This fight has finally become interesting.\Now you're going to tell me, Satsuki Kiryuin!\Was it you who killed my father?! response:	What good will knowing that do you?
context: Senketsu!\Let's do it!\Scissor Blade! Decapitation Mode!\SCISSOR BLADE DECAPITATION MODE\This fight has finally become interesting.\Now you're going to tell me, Satsuki Kiryuin!\Was it you who killed my father?!\What good will knowing that do you? response:	I don't know!
context: Let's do it!\Scissor Blade! Decapitation Mode!\SCISSOR BLADE DECAPITATION MODE\This fight has finally become interesting.\Now you're going to tell me, Satsuki Kiryuin!\Was it you who killed my father?!\What good will knowing that do you?\I don't know! response:	But not knowing who did it, it just doesn't sit right!
context: Scissor Blade! Decapitation Mode!\SCISSOR BLADE DECAPITATION MODE\This fight has finally become interesting.\Now you're going to tell me, Satsuki Kiryuin!\Was it you who killed my father?!\What good will knowing that do you?\I don't know!\But not knowing who did it, it just doesn't sit right! response:	I have nothing to say to someone as devoid of aspirations as you!
context: SCISSOR BLADE DECAPITATION MODE\This fight has finally become interesting.\Now you're going to tell me, Satsuki Kiryuin!\Was it you who killed my father?!\What good will knowing that do you?\I don't know!\But not knowing who did it, it just doesn't sit right!\I have nothing to say to someone as devoid of aspirations as you! response:	The way you talk pisses me off!
context: This fight has finally become interesting.\Now you're going to tell me, Satsuki Kiryuin!\Was it you who killed my father?!\What good will knowing that do you?\I don't know!\But not knowing who did it, it just doesn't sit right!\I have nothing to say to someone as devoid of aspirations as you!\The way you talk pisses me off! response:	That is totally fine with me!
context: Now you're going to tell me, Satsuki Kiryuin!\Was it you who killed my father?!\What good will knowing that do you?\I don't know!\But not knowing who did it, it just doesn't sit right!\I have nothing to say to someone as devoid of aspirations as you!\The way you talk pisses me off!\That is totally fine with me! response:	I'm gonna crush them.
context: Was it you who killed my father?!\What good will knowing that do you?\I don't know!\But not knowing who did it, it just doesn't sit right!\I have nothing to say to someone as devoid of aspirations as you!\The way you talk pisses me off!\That is totally fine with me!\I'm gonna crush them. response:	What?
