context: All right! response:	Boys' Bathroom
context: Gymnasium 1\Yamaguchi-kun said something in a weird voice as he ran off,\but I wonder if he's okay.\Weird voice?\Tsukki!\Like that.\Oh, so he went to see Tsukishima.\Did something happen? response:	Yeah... He seemed a bit worried about Tsukishima.
context: Yamaguchi-kun said something in a weird voice as he ran off,\but I wonder if he's okay.\Weird voice?\Tsukki!\Like that.\Oh, so he went to see Tsukishima.\Did something happen?\Yeah... He seemed a bit worried about Tsukishima. response:	I see.
context: but I wonder if he's okay.\Weird voice?\Tsukki!\Like that.\Oh, so he went to see Tsukishima.\Did something happen?\Yeah... He seemed a bit worried about Tsukishima.\I see. response:	Tsukishima never does anything that's lame.
context: Weird voice?\Tsukki!\Like that.\Oh, so he went to see Tsukishima.\Did something happen?\Yeah... He seemed a bit worried about Tsukishima.\I see.\Tsukishima never does anything that's lame. response:	He never fails at tests.
context: Tsukki!\Like that.\Oh, so he went to see Tsukishima.\Did something happen?\Yeah... He seemed a bit worried about Tsukishima.\I see.\Tsukishima never does anything that's lame.\He never fails at tests. response:	He always does things like whoosh!
context: Like that.\Oh, so he went to see Tsukishima.\Did something happen?\Yeah... He seemed a bit worried about Tsukishima.\I see.\Tsukishima never does anything that's lame.\He never fails at tests.\He always does things like whoosh! response:	And swish!
context: Oh, so he went to see Tsukishima.\Did something happen?\Yeah... He seemed a bit worried about Tsukishima.\I see.\Tsukishima never does anything that's lame.\He never fails at tests.\He always does things like whoosh!\And swish! response:	Yeah...
context: Did something happen?\Yeah... He seemed a bit worried about Tsukishima.\I see.\Tsukishima never does anything that's lame.\He never fails at tests.\He always does things like whoosh!\And swish!\Yeah... response:	What exactly is the difference between whoosh and swish?
context: Yeah... He seemed a bit worried about Tsukishima.\I see.\Tsukishima never does anything that's lame.\He never fails at tests.\He always does things like whoosh!\And swish!\Yeah...\What exactly is the difference between whoosh and swish? response:	So I think he'll be okay.
context: I see.\Tsukishima never does anything that's lame.\He never fails at tests.\He always does things like whoosh!\And swish!\Yeah...\What exactly is the difference between whoosh and swish?\So I think he'll be okay. response:	Being good in volleyball or sucking at it,
context: Tsukishima never does anything that's lame.\He never fails at tests.\He always does things like whoosh!\And swish!\Yeah...\What exactly is the difference between whoosh and swish?\So I think he'll be okay.\Being good in volleyball or sucking at it, response:	I think it's obvious which one's cooler.
context: He never fails at tests.\He always does things like whoosh!\And swish!\Yeah...\What exactly is the difference between whoosh and swish?\So I think he'll be okay.\Being good in volleyball or sucking at it,\I think it's obvious which one's cooler. response:	Gymnasium 3
context: He always does things like whoosh!\And swish!\Yeah...\What exactly is the difference between whoosh and swish?\So I think he'll be okay.\Being good in volleyball or sucking at it,\I think it's obvious which one's cooler.\Gymnasium 3 response:	Oh?
context: And swish!\Yeah...\What exactly is the difference between whoosh and swish?\So I think he'll be okay.\Being good in volleyball or sucking at it,\I think it's obvious which one's cooler.\Gymnasium 3\Oh? response:	What's this?
context: Yeah...\What exactly is the difference between whoosh and swish?\So I think he'll be okay.\Being good in volleyball or sucking at it,\I think it's obvious which one's cooler.\Gymnasium 3\Oh?\What's this? response:	What's this? What's this?
context: What exactly is the difference between whoosh and swish?\So I think he'll be okay.\Being good in volleyball or sucking at it,\I think it's obvious which one's cooler.\Gymnasium 3\Oh?\What's this?\What's this? What's this? response:	There's something I'd like to ask you. May I?
context: So I think he'll be okay.\Being good in volleyball or sucking at it,\I think it's obvious which one's cooler.\Gymnasium 3\Oh?\What's this?\What's this? What's this?\There's something I'd like to ask you. May I? response:	Sure!
context: Being good in volleyball or sucking at it,\I think it's obvious which one's cooler.\Gymnasium 3\Oh?\What's this?\What's this? What's this?\There's something I'd like to ask you. May I?\Sure! response:	Thank you very much.
context: I think it's obvious which one's cooler.\Gymnasium 3\Oh?\What's this?\What's this? What's this?\There's something I'd like to ask you. May I?\Sure!\Thank you very much. response:	Both of your schools
context: Gymnasium 3\Oh?\What's this?\What's this? What's this?\There's something I'd like to ask you. May I?\Sure!\Thank you very much.\Both of your schools response:	are sometimes considered powerhouse schools, right?
context: Oh?\What's this?\What's this? What's this?\There's something I'd like to ask you. May I?\Sure!\Thank you very much.\Both of your schools\are sometimes considered powerhouse schools, right? response:	Well, yeah.
context: What's this?\What's this? What's this?\There's something I'd like to ask you. May I?\Sure!\Thank you very much.\Both of your schools\are sometimes considered powerhouse schools, right?\Well, yeah. response:	Even if you were able to make it to nationals,
context: What's this? What's this?\There's something I'd like to ask you. May I?\Sure!\Thank you very much.\Both of your schools\are sometimes considered powerhouse schools, right?\Well, yeah.\Even if you were able to make it to nationals, response:	actually winning there would be difficult, right?
context: There's something I'd like to ask you. May I?\Sure!\Thank you very much.\Both of your schools\are sometimes considered powerhouse schools, right?\Well, yeah.\Even if you were able to make it to nationals,\actually winning there would be difficult, right? response:	But not impossible!
context: Sure!\Thank you very much.\Both of your schools\are sometimes considered powerhouse schools, right?\Well, yeah.\Even if you were able to make it to nationals,\actually winning there would be difficult, right?\But not impossible! response:	Now, now, let's hear him out.
context: Thank you very much.\Both of your schools\are sometimes considered powerhouse schools, right?\Well, yeah.\Even if you were able to make it to nationals,\actually winning there would be difficult, right?\But not impossible!\Now, now, let's hear him out. response:	This is just a what-if.
context: Both of your schools\are sometimes considered powerhouse schools, right?\Well, yeah.\Even if you were able to make it to nationals,\actually winning there would be difficult, right?\But not impossible!\Now, now, let's hear him out.\This is just a what-if. response:	I seriously can't figure out how everyone can be so determined.
context: are sometimes considered powerhouse schools, right?\Well, yeah.\Even if you were able to make it to nationals,\actually winning there would be difficult, right?\But not impossible!\Now, now, let's hear him out.\This is just a what-if.\I seriously can't figure out how everyone can be so determined. response:	Volleyball is just a club,
context: Well, yeah.\Even if you were able to make it to nationals,\actually winning there would be difficult, right?\But not impossible!\Now, now, let's hear him out.\This is just a what-if.\I seriously can't figure out how everyone can be so determined.\Volleyball is just a club, response:	and maybe you'll get to write,
context: Even if you were able to make it to nationals,\actually winning there would be difficult, right?\But not impossible!\Now, now, let's hear him out.\This is just a what-if.\I seriously can't figure out how everyone can be so determined.\Volleyball is just a club,\and maybe you'll get to write, response:	I worked really hard in my club in high school,
context: actually winning there would be difficult, right?\But not impossible!\Now, now, let's hear him out.\This is just a what-if.\I seriously can't figure out how everyone can be so determined.\Volleyball is just a club,\and maybe you'll get to write,\I worked really hard in my club in high school, response:	on your resume, right?
context: But not impossible!\Now, now, let's hear him out.\This is just a what-if.\I seriously can't figure out how everyone can be so determined.\Volleyball is just a club,\and maybe you'll get to write,\I worked really hard in my club in high school,\on your resume, right? response:	Just a club?
context: Now, now, let's hear him out.\This is just a what-if.\I seriously can't figure out how everyone can be so determined.\Volleyball is just a club,\and maybe you'll get to write,\I worked really hard in my club in high school,\on your resume, right?\Just a club? response:	That almost sounds like someone's name.
context: This is just a what-if.\I seriously can't figure out how everyone can be so determined.\Volleyball is just a club,\and maybe you'll get to write,\I worked really hard in my club in high school,\on your resume, right?\Just a club?\That almost sounds like someone's name. response:	Ooh, like Mary Club?
context: I seriously can't figure out how everyone can be so determined.\Volleyball is just a club,\and maybe you'll get to write,\I worked really hard in my club in high school,\on your resume, right?\Just a club?\That almost sounds like someone's name.\Ooh, like Mary Club? response:	No wait, I guess it was just some club.
context: Volleyball is just a club,\and maybe you'll get to write,\I worked really hard in my club in high school,\on your resume, right?\Just a club?\That almost sounds like someone's name.\Ooh, like Mary Club?\No wait, I guess it was just some club. response:	Aw, man! So it doesn't sound like someone's name.
context: and maybe you'll get to write,\I worked really hard in my club in high school,\on your resume, right?\Just a club?\That almost sounds like someone's name.\Ooh, like Mary Club?\No wait, I guess it was just some club.\Aw, man! So it doesn't sound like someone's name. response:	Man, I was so close!
context: I worked really hard in my club in high school,\on your resume, right?\Just a club?\That almost sounds like someone's name.\Ooh, like Mary Club?\No wait, I guess it was just some club.\Aw, man! So it doesn't sound like someone's name.\Man, I was so close! response:	Damn it!
context: on your resume, right?\Just a club?\That almost sounds like someone's name.\Ooh, like Mary Club?\No wait, I guess it was just some club.\Aw, man! So it doesn't sound like someone's name.\Man, I was so close!\Damn it! response:	Are you basically asking me to retort?
context: Just a club?\That almost sounds like someone's name.\Ooh, like Mary Club?\No wait, I guess it was just some club.\Aw, man! So it doesn't sound like someone's name.\Man, I was so close!\Damn it!\Are you basically asking me to retort? response:	Nah. There'll be no end to it.
context: That almost sounds like someone's name.\Ooh, like Mary Club?\No wait, I guess it was just some club.\Aw, man! So it doesn't sound like someone's name.\Man, I was so close!\Damn it!\Are you basically asking me to retort?\Nah. There'll be no end to it. response:	Say, four-eyes.
context: Ooh, like Mary Club?\No wait, I guess it was just some club.\Aw, man! So it doesn't sound like someone's name.\Man, I was so close!\Damn it!\Are you basically asking me to retort?\Nah. There'll be no end to it.\Say, four-eyes. response:	It's Tsukishima.
context: No wait, I guess it was just some club.\Aw, man! So it doesn't sound like someone's name.\Man, I was so close!\Damn it!\Are you basically asking me to retort?\Nah. There'll be no end to it.\Say, four-eyes.\It's Tsukishima. response:	Say, Tsukishima-kun...
context: Aw, man! So it doesn't sound like someone's name.\Man, I was so close!\Damn it!\Are you basically asking me to retort?\Nah. There'll be no end to it.\Say, four-eyes.\It's Tsukishima.\Say, Tsukishima-kun... response:	Is volleyball fun?
context: Man, I was so close!\Damn it!\Are you basically asking me to retort?\Nah. There'll be no end to it.\Say, four-eyes.\It's Tsukishima.\Say, Tsukishima-kun...\Is volleyball fun? response:	No, not really...
context: Damn it!\Are you basically asking me to retort?\Nah. There'll be no end to it.\Say, four-eyes.\It's Tsukishima.\Say, Tsukishima-kun...\Is volleyball fun?\No, not really... response:	Maybe that's because you suck.
context: Are you basically asking me to retort?\Nah. There'll be no end to it.\Say, four-eyes.\It's Tsukishima.\Say, Tsukishima-kun...\Is volleyball fun?\No, not really...\Maybe that's because you suck. response:	I'm a third-year and I've been to nationals,
context: Nah. There'll be no end to it.\Say, four-eyes.\It's Tsukishima.\Say, Tsukishima-kun...\Is volleyball fun?\No, not really...\Maybe that's because you suck.\I'm a third-year and I've been to nationals, response:	and I'm better than you. Like way better.
context: Say, four-eyes.\It's Tsukishima.\Say, Tsukishima-kun...\Is volleyball fun?\No, not really...\Maybe that's because you suck.\I'm a third-year and I've been to nationals,\and I'm better than you. Like way better. response:	You don't have to tell me that.
context: It's Tsukishima.\Say, Tsukishima-kun...\Is volleyball fun?\No, not really...\Maybe that's because you suck.\I'm a third-year and I've been to nationals,\and I'm better than you. Like way better.\You don't have to tell me that. response:	But I only recently starting thinking that volleyball was fun.
context: Say, Tsukishima-kun...\Is volleyball fun?\No, not really...\Maybe that's because you suck.\I'm a third-year and I've been to nationals,\and I'm better than you. Like way better.\You don't have to tell me that.\But I only recently starting thinking that volleyball was fun. response:	Ever since my straight became usable in matches.
context: Is volleyball fun?\No, not really...\Maybe that's because you suck.\I'm a third-year and I've been to nationals,\and I'm better than you. Like way better.\You don't have to tell me that.\But I only recently starting thinking that volleyball was fun.\Ever since my straight became usable in matches. response:	Straight
context: No, not really...\Maybe that's because you suck.\I'm a third-year and I've been to nationals,\and I'm better than you. Like way better.\You don't have to tell me that.\But I only recently starting thinking that volleyball was fun.\Ever since my straight became usable in matches.\Straight response:	Because my cross hits that I was really good at kept getting blocked,
context: Maybe that's because you suck.\I'm a third-year and I've been to nationals,\and I'm better than you. Like way better.\You don't have to tell me that.\But I only recently starting thinking that volleyball was fun.\Ever since my straight became usable in matches.\Straight\Because my cross hits that I was really good at kept getting blocked, response:	Cross
context: I'm a third-year and I've been to nationals,\and I'm better than you. Like way better.\You don't have to tell me that.\But I only recently starting thinking that volleyball was fun.\Ever since my straight became usable in matches.\Straight\Because my cross hits that I was really good at kept getting blocked,\Cross response:	I got frustrated and practiced the hell out of straights.
context: and I'm better than you. Like way better.\You don't have to tell me that.\But I only recently starting thinking that volleyball was fun.\Ever since my straight became usable in matches.\Straight\Because my cross hits that I was really good at kept getting blocked,\Cross\I got frustrated and practiced the hell out of straights. response:	And...
context: You don't have to tell me that.\But I only recently starting thinking that volleyball was fun.\Ever since my straight became usable in matches.\Straight\Because my cross hits that I was really good at kept getting blocked,\Cross\I got frustrated and practiced the hell out of straights.\And... response:	At the next tournament, the same blockers couldn't touch it.
context: But I only recently starting thinking that volleyball was fun.\Ever since my straight became usable in matches.\Straight\Because my cross hits that I was really good at kept getting blocked,\Cross\I got frustrated and practiced the hell out of straights.\And...\At the next tournament, the same blockers couldn't touch it. response:	I got right past them.
context: Ever since my straight became usable in matches.\Straight\Because my cross hits that I was really good at kept getting blocked,\Cross\I got frustrated and practiced the hell out of straights.\And...\At the next tournament, the same blockers couldn't touch it.\I got right past them. response:	Just that one shot made me feel like my time had finally come.
context: Straight\Because my cross hits that I was really good at kept getting blocked,\Cross\I got frustrated and practiced the hell out of straights.\And...\At the next tournament, the same blockers couldn't touch it.\I got right past them.\Just that one shot made me feel like my time had finally come. response:	It all depends on if you have that moment or not.
context: Because my cross hits that I was really good at kept getting blocked,\Cross\I got frustrated and practiced the hell out of straights.\And...\At the next tournament, the same blockers couldn't touch it.\I got right past them.\Just that one shot made me feel like my time had finally come.\It all depends on if you have that moment or not. response:	It doesn't really matter what happens in the future,
context: Cross\I got frustrated and practiced the hell out of straights.\And...\At the next tournament, the same blockers couldn't touch it.\I got right past them.\Just that one shot made me feel like my time had finally come.\It all depends on if you have that moment or not.\It doesn't really matter what happens in the future, response:	or if you can win your next match.
context: I got frustrated and practiced the hell out of straights.\And...\At the next tournament, the same blockers couldn't touch it.\I got right past them.\Just that one shot made me feel like my time had finally come.\It all depends on if you have that moment or not.\It doesn't really matter what happens in the future,\or if you can win your next match. response:	The joy you feel beating the guy in front of you,
context: And...\At the next tournament, the same blockers couldn't touch it.\I got right past them.\Just that one shot made me feel like my time had finally come.\It all depends on if you have that moment or not.\It doesn't really matter what happens in the future,\or if you can win your next match.\The joy you feel beating the guy in front of you, response:	and when you're able to pull out 120 of your potential, is everything.
context: At the next tournament, the same blockers couldn't touch it.\I got right past them.\Just that one shot made me feel like my time had finally come.\It all depends on if you have that moment or not.\It doesn't really matter what happens in the future,\or if you can win your next match.\The joy you feel beating the guy in front of you,\and when you're able to pull out 120 of your potential, is everything. response:	Well, at least that's how it is for me,
context: I got right past them.\Just that one shot made me feel like my time had finally come.\It all depends on if you have that moment or not.\It doesn't really matter what happens in the future,\or if you can win your next match.\The joy you feel beating the guy in front of you,\and when you're able to pull out 120 of your potential, is everything.\Well, at least that's how it is for me, response:	and it doesn't mean that applies to everyone.
context: Just that one shot made me feel like my time had finally come.\It all depends on if you have that moment or not.\It doesn't really matter what happens in the future,\or if you can win your next match.\The joy you feel beating the guy in front of you,\and when you're able to pull out 120 of your potential, is everything.\Well, at least that's how it is for me,\and it doesn't mean that applies to everyone. response:	I don't really understand why you say it's just a club,
context: It all depends on if you have that moment or not.\It doesn't really matter what happens in the future,\or if you can win your next match.\The joy you feel beating the guy in front of you,\and when you're able to pull out 120 of your potential, is everything.\Well, at least that's how it is for me,\and it doesn't mean that applies to everyone.\I don't really understand why you say it's just a club, response:	but I don't think you're wrong.
context: It doesn't really matter what happens in the future,\or if you can win your next match.\The joy you feel beating the guy in front of you,\and when you're able to pull out 120 of your potential, is everything.\Well, at least that's how it is for me,\and it doesn't mean that applies to everyone.\I don't really understand why you say it's just a club,\but I don't think you're wrong. response:	But once that moment arrives for you,
context: or if you can win your next match.\The joy you feel beating the guy in front of you,\and when you're able to pull out 120 of your potential, is everything.\Well, at least that's how it is for me,\and it doesn't mean that applies to everyone.\I don't really understand why you say it's just a club,\but I don't think you're wrong.\But once that moment arrives for you, response:	that's the moment you'll be hooked on volleyball.
context: The joy you feel beating the guy in front of you,\and when you're able to pull out 120 of your potential, is everything.\Well, at least that's how it is for me,\and it doesn't mean that applies to everyone.\I don't really understand why you say it's just a club,\but I don't think you're wrong.\But once that moment arrives for you,\that's the moment you'll be hooked on volleyball. response:	All right. I answered your question, now help with blocking.
context: and when you're able to pull out 120 of your potential, is everything.\Well, at least that's how it is for me,\and it doesn't mean that applies to everyone.\I don't really understand why you say it's just a club,\but I don't think you're wrong.\But once that moment arrives for you,\that's the moment you'll be hooked on volleyball.\All right. I answered your question, now help with blocking. response:	All right, now. Come on, hurry it up.
context: Well, at least that's how it is for me,\and it doesn't mean that applies to everyone.\I don't really understand why you say it's just a club,\but I don't think you're wrong.\But once that moment arrives for you,\that's the moment you'll be hooked on volleyball.\All right. I answered your question, now help with blocking.\All right, now. Come on, hurry it up. response:	Wait, what...
context: and it doesn't mean that applies to everyone.\I don't really understand why you say it's just a club,\but I don't think you're wrong.\But once that moment arrives for you,\that's the moment you'll be hooked on volleyball.\All right. I answered your question, now help with blocking.\All right, now. Come on, hurry it up.\Wait, what... response:	Ah, Yamaguchi-kun came back.
context: I don't really understand why you say it's just a club,\but I don't think you're wrong.\But once that moment arrives for you,\that's the moment you'll be hooked on volleyball.\All right. I answered your question, now help with blocking.\All right, now. Come on, hurry it up.\Wait, what...\Ah, Yamaguchi-kun came back. response:	Yamaguchi, where's Tsukishima?
context: but I don't think you're wrong.\But once that moment arrives for you,\that's the moment you'll be hooked on volleyball.\All right. I answered your question, now help with blocking.\All right, now. Come on, hurry it up.\Wait, what...\Ah, Yamaguchi-kun came back.\Yamaguchi, where's Tsukishima? response:	It looks like he got caught by the Nekoma and Fukurodani captains.
context: But once that moment arrives for you,\that's the moment you'll be hooked on volleyball.\All right. I answered your question, now help with blocking.\All right, now. Come on, hurry it up.\Wait, what...\Ah, Yamaguchi-kun came back.\Yamaguchi, where's Tsukishima?\It looks like he got caught by the Nekoma and Fukurodani captains. response:	What?! I'm so jealous.
context: that's the moment you'll be hooked on volleyball.\All right. I answered your question, now help with blocking.\All right, now. Come on, hurry it up.\Wait, what...\Ah, Yamaguchi-kun came back.\Yamaguchi, where's Tsukishima?\It looks like he got caught by the Nekoma and Fukurodani captains.\What?! I'm so jealous. response:	Maybe I'll go, too.
context: All right. I answered your question, now help with blocking.\All right, now. Come on, hurry it up.\Wait, what...\Ah, Yamaguchi-kun came back.\Yamaguchi, where's Tsukishima?\It looks like he got caught by the Nekoma and Fukurodani captains.\What?! I'm so jealous.\Maybe I'll go, too. response:	Hinata, do you think of Tsukki as your rival?
context: All right, now. Come on, hurry it up.\Wait, what...\Ah, Yamaguchi-kun came back.\Yamaguchi, where's Tsukishima?\It looks like he got caught by the Nekoma and Fukurodani captains.\What?! I'm so jealous.\Maybe I'll go, too.\Hinata, do you think of Tsukki as your rival? response:	Huh?
context: Wait, what...\Ah, Yamaguchi-kun came back.\Yamaguchi, where's Tsukishima?\It looks like he got caught by the Nekoma and Fukurodani captains.\What?! I'm so jealous.\Maybe I'll go, too.\Hinata, do you think of Tsukki as your rival?\Huh? response:	Of course I do!
context: Ah, Yamaguchi-kun came back.\Yamaguchi, where's Tsukishima?\It looks like he got caught by the Nekoma and Fukurodani captains.\What?! I'm so jealous.\Maybe I'll go, too.\Hinata, do you think of Tsukki as your rival?\Huh?\Of course I do! response:	We play the same position, and he has everything I don't.
context: Yamaguchi, where's Tsukishima?\It looks like he got caught by the Nekoma and Fukurodani captains.\What?! I'm so jealous.\Maybe I'll go, too.\Hinata, do you think of Tsukki as your rival?\Huh?\Of course I do!\We play the same position, and he has everything I don't. response:	But I'm not gonna lose to him!
context: It looks like he got caught by the Nekoma and Fukurodani captains.\What?! I'm so jealous.\Maybe I'll go, too.\Hinata, do you think of Tsukki as your rival?\Huh?\Of course I do!\We play the same position, and he has everything I don't.\But I'm not gonna lose to him! response:	I've gotta practice!
context: What?! I'm so jealous.\Maybe I'll go, too.\Hinata, do you think of Tsukki as your rival?\Huh?\Of course I do!\We play the same position, and he has everything I don't.\But I'm not gonna lose to him!\I've gotta practice! response:	Captain! I'm coming in!
context: Maybe I'll go, too.\Hinata, do you think of Tsukki as your rival?\Huh?\Of course I do!\We play the same position, and he has everything I don't.\But I'm not gonna lose to him!\I've gotta practice!\Captain! I'm coming in! response:	If Hinata and Tsukishima-kun are rivals,
context: Hinata, do you think of Tsukki as your rival?\Huh?\Of course I do!\We play the same position, and he has everything I don't.\But I'm not gonna lose to him!\I've gotta practice!\Captain! I'm coming in!\If Hinata and Tsukishima-kun are rivals, response:	Sure.
context: Huh?\Of course I do!\We play the same position, and he has everything I don't.\But I'm not gonna lose to him!\I've gotta practice!\Captain! I'm coming in!\If Hinata and Tsukishima-kun are rivals,\Sure. response:	it's like the sun versus the moon.
context: Of course I do!\We play the same position, and he has everything I don't.\But I'm not gonna lose to him!\I've gotta practice!\Captain! I'm coming in!\If Hinata and Tsukishima-kun are rivals,\Sure.\it's like the sun versus the moon. response:	Hi means sun and tsuki means moon.
context: We play the same position, and he has everything I don't.\But I'm not gonna lose to him!\I've gotta practice!\Captain! I'm coming in!\If Hinata and Tsukishima-kun are rivals,\Sure.\it's like the sun versus the moon.\Hi means sun and tsuki means moon. response:	Yeah, you're right!
context: But I'm not gonna lose to him!\I've gotta practice!\Captain! I'm coming in!\If Hinata and Tsukishima-kun are rivals,\Sure.\it's like the sun versus the moon.\Hi means sun and tsuki means moon.\Yeah, you're right! response:	Yeah!
context: I've gotta practice!\Captain! I'm coming in!\If Hinata and Tsukishima-kun are rivals,\Sure.\it's like the sun versus the moon.\Hi means sun and tsuki means moon.\Yeah, you're right!\Yeah! response:	I hope that happens...
context: Captain! I'm coming in!\If Hinata and Tsukishima-kun are rivals,\Sure.\it's like the sun versus the moon.\Hi means sun and tsuki means moon.\Yeah, you're right!\Yeah!\I hope that happens... response:	4!
context: If Hinata and Tsukishima-kun are rivals,\Sure.\it's like the sun versus the moon.\Hi means sun and tsuki means moon.\Yeah, you're right!\Yeah!\I hope that happens...\4! response:	Eek...
context: Sure.\it's like the sun versus the moon.\Hi means sun and tsuki means moon.\Yeah, you're right!\Yeah!\I hope that happens...\4!\Eek... response:	All right!
context: it's like the sun versus the moon.\Hi means sun and tsuki means moon.\Yeah, you're right!\Yeah!\I hope that happens...\4!\Eek...\All right! response:	That 4 is really intense again today.
context: Hi means sun and tsuki means moon.\Yeah, you're right!\Yeah!\I hope that happens...\4!\Eek...\All right!\That 4 is really intense again today. response:	Sensei.
context: Yeah, you're right!\Yeah!\I hope that happens...\4!\Eek...\All right!\That 4 is really intense again today.\Sensei. response:	Fukurodani Karasuno
context: Yeah!\I hope that happens...\4!\Eek...\All right!\That 4 is really intense again today.\Sensei.\Fukurodani Karasuno response:	All right!
context: I hope that happens...\4!\Eek...\All right!\That 4 is really intense again today.\Sensei.\Fukurodani Karasuno\All right! response:	Even if you're not able to stop 4's spikes,
context: 4!\Eek...\All right!\That 4 is really intense again today.\Sensei.\Fukurodani Karasuno\All right!\Even if you're not able to stop 4's spikes, response:	at least try to touch it.
context: Eek...\All right!\That 4 is really intense again today.\Sensei.\Fukurodani Karasuno\All right!\Even if you're not able to stop 4's spikes,\at least try to touch it. response:	Right!
context: All right!\That 4 is really intense again today.\Sensei.\Fukurodani Karasuno\All right!\Even if you're not able to stop 4's spikes,\at least try to touch it.\Right! response:	I see... So even if they aren't able to stop it,
context: That 4 is really intense again today.\Sensei.\Fukurodani Karasuno\All right!\Even if you're not able to stop 4's spikes,\at least try to touch it.\Right!\I see... So even if they aren't able to stop it, response:	if they're able to touch the ball, it reduces the momentum?
context: Sensei.\Fukurodani Karasuno\All right!\Even if you're not able to stop 4's spikes,\at least try to touch it.\Right!\I see... So even if they aren't able to stop it,\if they're able to touch the ball, it reduces the momentum? response:	Right. There are usually two goals in blocking.
context: Fukurodani Karasuno\All right!\Even if you're not able to stop 4's spikes,\at least try to touch it.\Right!\I see... So even if they aren't able to stop it,\if they're able to touch the ball, it reduces the momentum?\Right. There are usually two goals in blocking. response:	There's the soft block that's used in order to make the ball easier to receive,
context: All right!\Even if you're not able to stop 4's spikes,\at least try to touch it.\Right!\I see... So even if they aren't able to stop it,\if they're able to touch the ball, it reduces the momentum?\Right. There are usually two goals in blocking.\There's the soft block that's used in order to make the ball easier to receive, response:	and the kill block that's used to completely shut the ball out.
context: Even if you're not able to stop 4's spikes,\at least try to touch it.\Right!\I see... So even if they aren't able to stop it,\if they're able to touch the ball, it reduces the momentum?\Right. There are usually two goals in blocking.\There's the soft block that's used in order to make the ball easier to receive,\and the kill block that's used to completely shut the ball out. response:	Kill... as in, killing something?
context: at least try to touch it.\Right!\I see... So even if they aren't able to stop it,\if they're able to touch the ball, it reduces the momentum?\Right. There are usually two goals in blocking.\There's the soft block that's used in order to make the ball easier to receive,\and the kill block that's used to completely shut the ball out.\Kill... as in, killing something? response:	Yes.
context: Right!\I see... So even if they aren't able to stop it,\if they're able to touch the ball, it reduces the momentum?\Right. There are usually two goals in blocking.\There's the soft block that's used in order to make the ball easier to receive,\and the kill block that's used to completely shut the ball out.\Kill... as in, killing something?\Yes. response:	Eek!
context: I see... So even if they aren't able to stop it,\if they're able to touch the ball, it reduces the momentum?\Right. There are usually two goals in blocking.\There's the soft block that's used in order to make the ball easier to receive,\and the kill block that's used to completely shut the ball out.\Kill... as in, killing something?\Yes.\Eek! response:	We don't have to stop it?
context: if they're able to touch the ball, it reduces the momentum?\Right. There are usually two goals in blocking.\There's the soft block that's used in order to make the ball easier to receive,\and the kill block that's used to completely shut the ball out.\Kill... as in, killing something?\Yes.\Eek!\We don't have to stop it? response:	Well...
context: Right. There are usually two goals in blocking.\There's the soft block that's used in order to make the ball easier to receive,\and the kill block that's used to completely shut the ball out.\Kill... as in, killing something?\Yes.\Eek!\We don't have to stop it?\Well... response:	If you're able to actually shut the ball out, there's nothing better.
context: There's the soft block that's used in order to make the ball easier to receive,\and the kill block that's used to completely shut the ball out.\Kill... as in, killing something?\Yes.\Eek!\We don't have to stop it?\Well...\If you're able to actually shut the ball out, there's nothing better. response:	All right!
context: and the kill block that's used to completely shut the ball out.\Kill... as in, killing something?\Yes.\Eek!\We don't have to stop it?\Well...\If you're able to actually shut the ball out, there's nothing better.\All right! response:	Fukurodani Karasuno
context: Kill... as in, killing something?\Yes.\Eek!\We don't have to stop it?\Well...\If you're able to actually shut the ball out, there's nothing better.\All right!\Fukurodani Karasuno response:	Nice receive!
context: Yes.\Eek!\We don't have to stop it?\Well...\If you're able to actually shut the ball out, there's nothing better.\All right!\Fukurodani Karasuno\Nice receive! response:	Give it to me!
context: Eek!\We don't have to stop it?\Well...\If you're able to actually shut the ball out, there's nothing better.\All right!\Fukurodani Karasuno\Nice receive!\Give it to me! response:	Left! 4, 4!
context: We don't have to stop it?\Well...\If you're able to actually shut the ball out, there's nothing better.\All right!\Fukurodani Karasuno\Nice receive!\Give it to me!\Left! 4, 4! response:	First, you need to visualize it.
context: Well...\If you're able to actually shut the ball out, there's nothing better.\All right!\Fukurodani Karasuno\Nice receive!\Give it to me!\Left! 4, 4!\First, you need to visualize it. response:	Concentrate your strength to your fingertips,
context: If you're able to actually shut the ball out, there's nothing better.\All right!\Fukurodani Karasuno\Nice receive!\Give it to me!\Left! 4, 4!\First, you need to visualize it.\Concentrate your strength to your fingertips, response:	so you're not blown back.
context: All right!\Fukurodani Karasuno\Nice receive!\Give it to me!\Left! 4, 4!\First, you need to visualize it.\Concentrate your strength to your fingertips,\so you're not blown back. response:	And put your hands in front of you, instead of over your head.
context: Fukurodani Karasuno\Nice receive!\Give it to me!\Left! 4, 4!\First, you need to visualize it.\Concentrate your strength to your fingertips,\so you're not blown back.\And put your hands in front of you, instead of over your head. response:	In front.
context: Nice receive!\Give it to me!\Left! 4, 4!\First, you need to visualize it.\Concentrate your strength to your fingertips,\so you're not blown back.\And put your hands in front of you, instead of over your head.\In front. response:	And then, make this annoying owl shut up!
