context: You mustn't disturb him. response:	He has passed on.
context: In order to protect us.\Hiding the truth within her own heart.\Your story makes sense...\If I seal your lips...\That would be the logical course of action.\Oh, no! Oh, no!\Koizumi-kun is...\Koizumi-kun is dead! response:	He had a knife stuck in his chest!
context: Hiding the truth within her own heart.\Your story makes sense...\If I seal your lips...\That would be the logical course of action.\Oh, no! Oh, no!\Koizumi-kun is...\Koizumi-kun is dead!\He had a knife stuck in his chest! response:	What did you say!?
context: Your story makes sense...\If I seal your lips...\That would be the logical course of action.\Oh, no! Oh, no!\Koizumi-kun is...\Koizumi-kun is dead!\He had a knife stuck in his chest!\What did you say!? response:	It couldn't be!
context: If I seal your lips...\That would be the logical course of action.\Oh, no! Oh, no!\Koizumi-kun is...\Koizumi-kun is dead!\He had a knife stuck in his chest!\What did you say!?\It couldn't be! response:	Come quick!
context: That would be the logical course of action.\Oh, no! Oh, no!\Koizumi-kun is...\Koizumi-kun is dead!\He had a knife stuck in his chest!\What did you say!?\It couldn't be!\Come quick! response:	Hurry!
context: Oh, no! Oh, no!\Koizumi-kun is...\Koizumi-kun is dead!\He had a knife stuck in his chest!\What did you say!?\It couldn't be!\Come quick!\Hurry! response:	Come on!
context: Koizumi-kun is...\Koizumi-kun is dead!\He had a knife stuck in his chest!\What did you say!?\It couldn't be!\Come quick!\Hurry!\Come on! response:	I didn't expect you to be so evil.
context: Koizumi-kun is dead!\He had a knife stuck in his chest!\What did you say!?\It couldn't be!\Come quick!\Hurry!\Come on!\I didn't expect you to be so evil. response:	I won't kill you...
context: He had a knife stuck in his chest!\What did you say!?\It couldn't be!\Come quick!\Hurry!\Come on!\I didn't expect you to be so evil.\I won't kill you... response:	Koizumi was killed by Yutaka-san who had secretly returned.
context: What did you say!?\It couldn't be!\Come quick!\Hurry!\Come on!\I didn't expect you to be so evil.\I won't kill you...\Koizumi was killed by Yutaka-san who had secretly returned. response:	Only the killer knows the motive...
context: It couldn't be!\Come quick!\Hurry!\Come on!\I didn't expect you to be so evil.\I won't kill you...\Koizumi was killed by Yutaka-san who had secretly returned.\Only the killer knows the motive... response:	That would be the story.
context: Come quick!\Hurry!\Come on!\I didn't expect you to be so evil.\I won't kill you...\Koizumi was killed by Yutaka-san who had secretly returned.\Only the killer knows the motive...\That would be the story. response:	Do you think the police will buy it?
context: Hurry!\Come on!\I didn't expect you to be so evil.\I won't kill you...\Koizumi was killed by Yutaka-san who had secretly returned.\Only the killer knows the motive...\That would be the story.\Do you think the police will buy it? response:	Just as a precaution, we'll stab this body a few more times.
context: Come on!\I didn't expect you to be so evil.\I won't kill you...\Koizumi was killed by Yutaka-san who had secretly returned.\Only the killer knows the motive...\That would be the story.\Do you think the police will buy it?\Just as a precaution, we'll stab this body a few more times. response:	To make Yutaka-san's unusual character more pronounced.
context: I didn't expect you to be so evil.\I won't kill you...\Koizumi was killed by Yutaka-san who had secretly returned.\Only the killer knows the motive...\That would be the story.\Do you think the police will buy it?\Just as a precaution, we'll stab this body a few more times.\To make Yutaka-san's unusual character more pronounced. response:	Let's go!
context: I won't kill you...\Koizumi was killed by Yutaka-san who had secretly returned.\Only the killer knows the motive...\That would be the story.\Do you think the police will buy it?\Just as a precaution, we'll stab this body a few more times.\To make Yutaka-san's unusual character more pronounced.\Let's go! response:	W-Wait!
context: Koizumi was killed by Yutaka-san who had secretly returned.\Only the killer knows the motive...\That would be the story.\Do you think the police will buy it?\Just as a precaution, we'll stab this body a few more times.\To make Yutaka-san's unusual character more pronounced.\Let's go!\W-Wait! response:	The gig is up.
context: Only the killer knows the motive...\That would be the story.\Do you think the police will buy it?\Just as a precaution, we'll stab this body a few more times.\To make Yutaka-san's unusual character more pronounced.\Let's go!\W-Wait!\The gig is up. response:	We've lost.
context: That would be the story.\Do you think the police will buy it?\Just as a precaution, we'll stab this body a few more times.\To make Yutaka-san's unusual character more pronounced.\Let's go!\W-Wait!\The gig is up.\We've lost. response:	We were soundly beaten.
context: Do you think the police will buy it?\Just as a precaution, we'll stab this body a few more times.\To make Yutaka-san's unusual character more pronounced.\Let's go!\W-Wait!\The gig is up.\We've lost.\We were soundly beaten. response:	Sorry!
context: Just as a precaution, we'll stab this body a few more times.\To make Yutaka-san's unusual character more pronounced.\Let's go!\W-Wait!\The gig is up.\We've lost.\We were soundly beaten.\Sorry! response:	I just did what Kyon-kun told me to.
context: To make Yutaka-san's unusual character more pronounced.\Let's go!\W-Wait!\The gig is up.\We've lost.\We were soundly beaten.\Sorry!\I just did what Kyon-kun told me to. response:	Ultra
context: Let's go!\W-Wait!\The gig is up.\We've lost.\We were soundly beaten.\Sorry!\I just did what Kyon-kun told me to.\Ultra response:	Detective
context: W-Wait!\The gig is up.\We've lost.\We were soundly beaten.\Sorry!\I just did what Kyon-kun told me to.\Ultra\Detective response:	Okay!
context: The gig is up.\We've lost.\We were soundly beaten.\Sorry!\I just did what Kyon-kun told me to.\Ultra\Detective\Okay! response:	Time for the superhuman genius and ultra detective, Haruhi Suzumiya-sama's ultra deduction!
context: We've lost.\We were soundly beaten.\Sorry!\I just did what Kyon-kun told me to.\Ultra\Detective\Okay!\Time for the superhuman genius and ultra detective, Haruhi Suzumiya-sama's ultra deduction! response:	It's amazing how much you kiss your own ass.
context: We were soundly beaten.\Sorry!\I just did what Kyon-kun told me to.\Ultra\Detective\Okay!\Time for the superhuman genius and ultra detective, Haruhi Suzumiya-sama's ultra deduction!\It's amazing how much you kiss your own ass. response:	As you're probably all aware...
context: Sorry!\I just did what Kyon-kun told me to.\Ultra\Detective\Okay!\Time for the superhuman genius and ultra detective, Haruhi Suzumiya-sama's ultra deduction!\It's amazing how much you kiss your own ass.\As you're probably all aware... response:	They even had a false truth prepared.
context: I just did what Kyon-kun told me to.\Ultra\Detective\Okay!\Time for the superhuman genius and ultra detective, Haruhi Suzumiya-sama's ultra deduction!\It's amazing how much you kiss your own ass.\As you're probably all aware...\They even had a false truth prepared. response:	Quite an elaborate performance.
context: Ultra\Detective\Okay!\Time for the superhuman genius and ultra detective, Haruhi Suzumiya-sama's ultra deduction!\It's amazing how much you kiss your own ass.\As you're probably all aware...\They even had a false truth prepared.\Quite an elaborate performance. response:	Well spotted.
context: Detective\Okay!\Time for the superhuman genius and ultra detective, Haruhi Suzumiya-sama's ultra deduction!\It's amazing how much you kiss your own ass.\As you're probably all aware...\They even had a false truth prepared.\Quite an elaborate performance.\Well spotted. response:	It was for a bit of entertainment.
context: Okay!\Time for the superhuman genius and ultra detective, Haruhi Suzumiya-sama's ultra deduction!\It's amazing how much you kiss your own ass.\As you're probably all aware...\They even had a false truth prepared.\Quite an elaborate performance.\Well spotted.\It was for a bit of entertainment. response:	A surprise party, if you will.
context: Time for the superhuman genius and ultra detective, Haruhi Suzumiya-sama's ultra deduction!\It's amazing how much you kiss your own ass.\As you're probably all aware...\They even had a false truth prepared.\Quite an elaborate performance.\Well spotted.\It was for a bit of entertainment.\A surprise party, if you will. response:	She probably knew everything from the beginning.
context: It's amazing how much you kiss your own ass.\As you're probably all aware...\They even had a false truth prepared.\Quite an elaborate performance.\Well spotted.\It was for a bit of entertainment.\A surprise party, if you will.\She probably knew everything from the beginning. response:	I was fooled for a good part of it.
context: As you're probably all aware...\They even had a false truth prepared.\Quite an elaborate performance.\Well spotted.\It was for a bit of entertainment.\A surprise party, if you will.\She probably knew everything from the beginning.\I was fooled for a good part of it. response:	The false truth.
context: They even had a false truth prepared.\Quite an elaborate performance.\Well spotted.\It was for a bit of entertainment.\A surprise party, if you will.\She probably knew everything from the beginning.\I was fooled for a good part of it.\The false truth. response:	Keiichi-san's death was caused by the ones who broke down the door, Kyon and the others.
context: Quite an elaborate performance.\Well spotted.\It was for a bit of entertainment.\A surprise party, if you will.\She probably knew everything from the beginning.\I was fooled for a good part of it.\The false truth.\Keiichi-san's death was caused by the ones who broke down the door, Kyon and the others. response:	But that's when I noticed.
context: Well spotted.\It was for a bit of entertainment.\A surprise party, if you will.\She probably knew everything from the beginning.\I was fooled for a good part of it.\The false truth.\Keiichi-san's death was caused by the ones who broke down the door, Kyon and the others.\But that's when I noticed. response:	If there was enough force to drive the knife into his heart...
context: It was for a bit of entertainment.\A surprise party, if you will.\She probably knew everything from the beginning.\I was fooled for a good part of it.\The false truth.\Keiichi-san's death was caused by the ones who broke down the door, Kyon and the others.\But that's when I noticed.\If there was enough force to drive the knife into his heart... response:	Yet there wasn't a scratch on the door.
context: A surprise party, if you will.\She probably knew everything from the beginning.\I was fooled for a good part of it.\The false truth.\Keiichi-san's death was caused by the ones who broke down the door, Kyon and the others.\But that's when I noticed.\If there was enough force to drive the knife into his heart...\Yet there wasn't a scratch on the door. response:	I'm the one who actually noticed it.
context: She probably knew everything from the beginning.\I was fooled for a good part of it.\The false truth.\Keiichi-san's death was caused by the ones who broke down the door, Kyon and the others.\But that's when I noticed.\If there was enough force to drive the knife into his heart...\Yet there wasn't a scratch on the door.\I'm the one who actually noticed it. response:	But it could have been a sturdy door.
context: I was fooled for a good part of it.\The false truth.\Keiichi-san's death was caused by the ones who broke down the door, Kyon and the others.\But that's when I noticed.\If there was enough force to drive the knife into his heart...\Yet there wasn't a scratch on the door.\I'm the one who actually noticed it.\But it could have been a sturdy door. response:	Wouldn't that be insufficient evidence for you to suspect anything?
context: The false truth.\Keiichi-san's death was caused by the ones who broke down the door, Kyon and the others.\But that's when I noticed.\If there was enough force to drive the knife into his heart...\Yet there wasn't a scratch on the door.\I'm the one who actually noticed it.\But it could have been a sturdy door.\Wouldn't that be insufficient evidence for you to suspect anything? response:	There are other discrepancies.
context: Keiichi-san's death was caused by the ones who broke down the door, Kyon and the others.\But that's when I noticed.\If there was enough force to drive the knife into his heart...\Yet there wasn't a scratch on the door.\I'm the one who actually noticed it.\But it could have been a sturdy door.\Wouldn't that be insufficient evidence for you to suspect anything?\There are other discrepancies. response:	When Koizumi-kun and Arakawa-san first met.
context: But that's when I noticed.\If there was enough force to drive the knife into his heart...\Yet there wasn't a scratch on the door.\I'm the one who actually noticed it.\But it could have been a sturdy door.\Wouldn't that be insufficient evidence for you to suspect anything?\There are other discrepancies.\When Koizumi-kun and Arakawa-san first met. response:	He said, It's been quite some time, right?
context: If there was enough force to drive the knife into his heart...\Yet there wasn't a scratch on the door.\I'm the one who actually noticed it.\But it could have been a sturdy door.\Wouldn't that be insufficient evidence for you to suspect anything?\There are other discrepancies.\When Koizumi-kun and Arakawa-san first met.\He said, It's been quite some time, right? response:	If Arakawa-san had been hired a week ago and this was their first meeting...
context: Yet there wasn't a scratch on the door.\I'm the one who actually noticed it.\But it could have been a sturdy door.\Wouldn't that be insufficient evidence for you to suspect anything?\There are other discrepancies.\When Koizumi-kun and Arakawa-san first met.\He said, It's been quite some time, right?\If Arakawa-san had been hired a week ago and this was their first meeting... response:	You are absolutely correct.
context: I'm the one who actually noticed it.\But it could have been a sturdy door.\Wouldn't that be insufficient evidence for you to suspect anything?\There are other discrepancies.\When Koizumi-kun and Arakawa-san first met.\He said, It's been quite some time, right?\If Arakawa-san had been hired a week ago and this was their first meeting...\You are absolutely correct. response:	I'm the one who noticed that one, too.
context: But it could have been a sturdy door.\Wouldn't that be insufficient evidence for you to suspect anything?\There are other discrepancies.\When Koizumi-kun and Arakawa-san first met.\He said, It's been quite some time, right?\If Arakawa-san had been hired a week ago and this was their first meeting...\You are absolutely correct.\I'm the one who noticed that one, too. response:	There's more.
context: Wouldn't that be insufficient evidence for you to suspect anything?\There are other discrepancies.\When Koizumi-kun and Arakawa-san first met.\He said, It's been quite some time, right?\If Arakawa-san had been hired a week ago and this was their first meeting...\You are absolutely correct.\I'm the one who noticed that one, too.\There's more. response:	It was when we were racing to Keiichi-san's room.
context: There are other discrepancies.\When Koizumi-kun and Arakawa-san first met.\He said, It's been quite some time, right?\If Arakawa-san had been hired a week ago and this was their first meeting...\You are absolutely correct.\I'm the one who noticed that one, too.\There's more.\It was when we were racing to Keiichi-san's room. response:	Koizumi-kun went straight to Keiichi-san's room, right?
context: When Koizumi-kun and Arakawa-san first met.\He said, It's been quite some time, right?\If Arakawa-san had been hired a week ago and this was their first meeting...\You are absolutely correct.\I'm the one who noticed that one, too.\There's more.\It was when we were racing to Keiichi-san's room.\Koizumi-kun went straight to Keiichi-san's room, right? response:	How did he know which room it was?
context: He said, It's been quite some time, right?\If Arakawa-san had been hired a week ago and this was their first meeting...\You are absolutely correct.\I'm the one who noticed that one, too.\There's more.\It was when we were racing to Keiichi-san's room.\Koizumi-kun went straight to Keiichi-san's room, right?\How did he know which room it was? response:	He said that it was his first time in this villa.
context: If Arakawa-san had been hired a week ago and this was their first meeting...\You are absolutely correct.\I'm the one who noticed that one, too.\There's more.\It was when we were racing to Keiichi-san's room.\Koizumi-kun went straight to Keiichi-san's room, right?\How did he know which room it was?\He said that it was his first time in this villa. response:	Quite the blunder.
context: You are absolutely correct.\I'm the one who noticed that one, too.\There's more.\It was when we were racing to Keiichi-san's room.\Koizumi-kun went straight to Keiichi-san's room, right?\How did he know which room it was?\He said that it was his first time in this villa.\Quite the blunder. response:	Not once, but twice.
context: I'm the one who noticed that one, too.\There's more.\It was when we were racing to Keiichi-san's room.\Koizumi-kun went straight to Keiichi-san's room, right?\How did he know which room it was?\He said that it was his first time in this villa.\Quite the blunder.\Not once, but twice. response:	But it wouldn't be that odd for him to know.
context: There's more.\It was when we were racing to Keiichi-san's room.\Koizumi-kun went straight to Keiichi-san's room, right?\How did he know which room it was?\He said that it was his first time in this villa.\Quite the blunder.\Not once, but twice.\But it wouldn't be that odd for him to know. response:	Perhaps he found out which room was mine in his own time.
context: It was when we were racing to Keiichi-san's room.\Koizumi-kun went straight to Keiichi-san's room, right?\How did he know which room it was?\He said that it was his first time in this villa.\Quite the blunder.\Not once, but twice.\But it wouldn't be that odd for him to know.\Perhaps he found out which room was mine in his own time. response:	That's true.
context: Koizumi-kun went straight to Keiichi-san's room, right?\How did he know which room it was?\He said that it was his first time in this villa.\Quite the blunder.\Not once, but twice.\But it wouldn't be that odd for him to know.\Perhaps he found out which room was mine in his own time.\That's true. response:	But the final piece of the puzzle was the food Kyon saw in the kitchen.
context: How did he know which room it was?\He said that it was his first time in this villa.\Quite the blunder.\Not once, but twice.\But it wouldn't be that odd for him to know.\Perhaps he found out which room was mine in his own time.\That's true.\But the final piece of the puzzle was the food Kyon saw in the kitchen. response:	Kyon. You explain.
context: He said that it was his first time in this villa.\Quite the blunder.\Not once, but twice.\But it wouldn't be that odd for him to know.\Perhaps he found out which room was mine in his own time.\That's true.\But the final piece of the puzzle was the food Kyon saw in the kitchen.\Kyon. You explain. response:	I wasn't there.
context: Quite the blunder.\Not once, but twice.\But it wouldn't be that odd for him to know.\Perhaps he found out which room was mine in his own time.\That's true.\But the final piece of the puzzle was the food Kyon saw in the kitchen.\Kyon. You explain.\I wasn't there. response:	The only person here who ate using knife and fork was Keiichi-san.
context: Not once, but twice.\But it wouldn't be that odd for him to know.\Perhaps he found out which room was mine in his own time.\That's true.\But the final piece of the puzzle was the food Kyon saw in the kitchen.\Kyon. You explain.\I wasn't there.\The only person here who ate using knife and fork was Keiichi-san. response:	Of course, there was a possibility that Arakawa-san ate using knife and fork.
context: But it wouldn't be that odd for him to know.\Perhaps he found out which room was mine in his own time.\That's true.\But the final piece of the puzzle was the food Kyon saw in the kitchen.\Kyon. You explain.\I wasn't there.\The only person here who ate using knife and fork was Keiichi-san.\Of course, there was a possibility that Arakawa-san ate using knife and fork. response:	However, the issue would be that the carrots were left untouched.
context: Perhaps he found out which room was mine in his own time.\That's true.\But the final piece of the puzzle was the food Kyon saw in the kitchen.\Kyon. You explain.\I wasn't there.\The only person here who ate using knife and fork was Keiichi-san.\Of course, there was a possibility that Arakawa-san ate using knife and fork.\However, the issue would be that the carrots were left untouched. response:	That's when I got the idea that it might have been eaten by Keiichi-san.
context: That's true.\But the final piece of the puzzle was the food Kyon saw in the kitchen.\Kyon. You explain.\I wasn't there.\The only person here who ate using knife and fork was Keiichi-san.\Of course, there was a possibility that Arakawa-san ate using knife and fork.\However, the issue would be that the carrots were left untouched.\That's when I got the idea that it might have been eaten by Keiichi-san. response:	If you look at all the evidence before us, there can be only one conclusion!
context: But the final piece of the puzzle was the food Kyon saw in the kitchen.\Kyon. You explain.\I wasn't there.\The only person here who ate using knife and fork was Keiichi-san.\Of course, there was a possibility that Arakawa-san ate using knife and fork.\However, the issue would be that the carrots were left untouched.\That's when I got the idea that it might have been eaten by Keiichi-san.\If you look at all the evidence before us, there can be only one conclusion! response:	That would be...
context: Kyon. You explain.\I wasn't there.\The only person here who ate using knife and fork was Keiichi-san.\Of course, there was a possibility that Arakawa-san ate using knife and fork.\However, the issue would be that the carrots were left untouched.\That's when I got the idea that it might have been eaten by Keiichi-san.\If you look at all the evidence before us, there can be only one conclusion!\That would be... response:	It was all a rehearsed performance!
context: I wasn't there.\The only person here who ate using knife and fork was Keiichi-san.\Of course, there was a possibility that Arakawa-san ate using knife and fork.\However, the issue would be that the carrots were left untouched.\That's when I got the idea that it might have been eaten by Keiichi-san.\If you look at all the evidence before us, there can be only one conclusion!\That would be...\It was all a rehearsed performance! response:	I'm sure that in Haruhi's mind...
context: The only person here who ate using knife and fork was Keiichi-san.\Of course, there was a possibility that Arakawa-san ate using knife and fork.\However, the issue would be that the carrots were left untouched.\That's when I got the idea that it might have been eaten by Keiichi-san.\If you look at all the evidence before us, there can be only one conclusion!\That would be...\It was all a rehearsed performance!\I'm sure that in Haruhi's mind... response:	Wow!
context: Of course, there was a possibility that Arakawa-san ate using knife and fork.\However, the issue would be that the carrots were left untouched.\That's when I got the idea that it might have been eaten by Keiichi-san.\If you look at all the evidence before us, there can be only one conclusion!\That would be...\It was all a rehearsed performance!\I'm sure that in Haruhi's mind...\Wow! response:	And so...
context: However, the issue would be that the carrots were left untouched.\That's when I got the idea that it might have been eaten by Keiichi-san.\If you look at all the evidence before us, there can be only one conclusion!\That would be...\It was all a rehearsed performance!\I'm sure that in Haruhi's mind...\Wow!\And so... response:	So the fighting I saw on the balcony was just an act, right?
context: That's when I got the idea that it might have been eaten by Keiichi-san.\If you look at all the evidence before us, there can be only one conclusion!\That would be...\It was all a rehearsed performance!\I'm sure that in Haruhi's mind...\Wow!\And so...\So the fighting I saw on the balcony was just an act, right? response:	Absolutely right.
context: If you look at all the evidence before us, there can be only one conclusion!\That would be...\It was all a rehearsed performance!\I'm sure that in Haruhi's mind...\Wow!\And so...\So the fighting I saw on the balcony was just an act, right?\Absolutely right. response:	The same goes for the call in the middle of the night.
context: That would be...\It was all a rehearsed performance!\I'm sure that in Haruhi's mind...\Wow!\And so...\So the fighting I saw on the balcony was just an act, right?\Absolutely right.\The same goes for the call in the middle of the night. response:	We were planning on coming clean eventually...
context: It was all a rehearsed performance!\I'm sure that in Haruhi's mind...\Wow!\And so...\So the fighting I saw on the balcony was just an act, right?\Absolutely right.\The same goes for the call in the middle of the night.\We were planning on coming clean eventually... response:	But we didn't expect to be caught so soon.
context: I'm sure that in Haruhi's mind...\Wow!\And so...\So the fighting I saw on the balcony was just an act, right?\Absolutely right.\The same goes for the call in the middle of the night.\We were planning on coming clean eventually...\But we didn't expect to be caught so soon. response:	Well.
context: Wow!\And so...\So the fighting I saw on the balcony was just an act, right?\Absolutely right.\The same goes for the call in the middle of the night.\We were planning on coming clean eventually...\But we didn't expect to be caught so soon.\Well. response:	Your deduction got us on the right track.
context: And so...\So the fighting I saw on the balcony was just an act, right?\Absolutely right.\The same goes for the call in the middle of the night.\We were planning on coming clean eventually...\But we didn't expect to be caught so soon.\Well.\Your deduction got us on the right track. response:	Impressive detective work.
context: So the fighting I saw on the balcony was just an act, right?\Absolutely right.\The same goes for the call in the middle of the night.\We were planning on coming clean eventually...\But we didn't expect to be caught so soon.\Well.\Your deduction got us on the right track.\Impressive detective work. response:	But of course!
context: Absolutely right.\The same goes for the call in the middle of the night.\We were planning on coming clean eventually...\But we didn't expect to be caught so soon.\Well.\Your deduction got us on the right track.\Impressive detective work.\But of course! response:	Elementary, my dear Watson!
context: The same goes for the call in the middle of the night.\We were planning on coming clean eventually...\But we didn't expect to be caught so soon.\Well.\Your deduction got us on the right track.\Impressive detective work.\But of course!\Elementary, my dear Watson! response:	So your organization was pulling the strings, huh?
context: We were planning on coming clean eventually...\But we didn't expect to be caught so soon.\Well.\Your deduction got us on the right track.\Impressive detective work.\But of course!\Elementary, my dear Watson!\So your organization was pulling the strings, huh? response:	The Tamaru brothers, Arakawa-san, and Mori-san are all my colleagues.
context: But we didn't expect to be caught so soon.\Well.\Your deduction got us on the right track.\Impressive detective work.\But of course!\Elementary, my dear Watson!\So your organization was pulling the strings, huh?\The Tamaru brothers, Arakawa-san, and Mori-san are all my colleagues. response:	How did you like my ultra deduction?
context: Well.\Your deduction got us on the right track.\Impressive detective work.\But of course!\Elementary, my dear Watson!\So your organization was pulling the strings, huh?\The Tamaru brothers, Arakawa-san, and Mori-san are all my colleagues.\How did you like my ultra deduction? response:	In order to prevent Suzumiya-san from getting any strange ideas...
context: Your deduction got us on the right track.\Impressive detective work.\But of course!\Elementary, my dear Watson!\So your organization was pulling the strings, huh?\The Tamaru brothers, Arakawa-san, and Mori-san are all my colleagues.\How did you like my ultra deduction?\In order to prevent Suzumiya-san from getting any strange ideas... response:	Awesome!
context: Impressive detective work.\But of course!\Elementary, my dear Watson!\So your organization was pulling the strings, huh?\The Tamaru brothers, Arakawa-san, and Mori-san are all my colleagues.\How did you like my ultra deduction?\In order to prevent Suzumiya-san from getting any strange ideas...\Awesome! response:	Wasn't I cool?
context: But of course!\Elementary, my dear Watson!\So your organization was pulling the strings, huh?\The Tamaru brothers, Arakawa-san, and Mori-san are all my colleagues.\How did you like my ultra deduction?\In order to prevent Suzumiya-san from getting any strange ideas...\Awesome!\Wasn't I cool? response:	The little sister's presence was unexpected though.
context: Elementary, my dear Watson!\So your organization was pulling the strings, huh?\The Tamaru brothers, Arakawa-san, and Mori-san are all my colleagues.\How did you like my ultra deduction?\In order to prevent Suzumiya-san from getting any strange ideas...\Awesome!\Wasn't I cool?\The little sister's presence was unexpected though. response:	During the trip here...
context: So your organization was pulling the strings, huh?\The Tamaru brothers, Arakawa-san, and Mori-san are all my colleagues.\How did you like my ultra deduction?\In order to prevent Suzumiya-san from getting any strange ideas...\Awesome!\Wasn't I cool?\The little sister's presence was unexpected though.\During the trip here... response:	I couldn't possibly have told you...
context: The Tamaru brothers, Arakawa-san, and Mori-san are all my colleagues.\How did you like my ultra deduction?\In order to prevent Suzumiya-san from getting any strange ideas...\Awesome!\Wasn't I cool?\The little sister's presence was unexpected though.\During the trip here...\I couldn't possibly have told you... response:	When did you realize the truth?
context: How did you like my ultra deduction?\In order to prevent Suzumiya-san from getting any strange ideas...\Awesome!\Wasn't I cool?\The little sister's presence was unexpected though.\During the trip here...\I couldn't possibly have told you...\When did you realize the truth? response:	Truth be told...
context: In order to prevent Suzumiya-san from getting any strange ideas...\Awesome!\Wasn't I cool?\The little sister's presence was unexpected though.\During the trip here...\I couldn't possibly have told you...\When did you realize the truth?\Truth be told... response:	The very beginning...
context: Awesome!\Wasn't I cool?\The little sister's presence was unexpected though.\During the trip here...\I couldn't possibly have told you...\When did you realize the truth?\Truth be told...\The very beginning... response:	An incident like this couldn't really happen.
context: Wasn't I cool?\The little sister's presence was unexpected though.\During the trip here...\I couldn't possibly have told you...\When did you realize the truth?\Truth be told...\The very beginning...\An incident like this couldn't really happen. response:	That would be because...
context: The little sister's presence was unexpected though.\During the trip here...\I couldn't possibly have told you...\When did you realize the truth?\Truth be told...\The very beginning...\An incident like this couldn't really happen.\That would be because... response:	That's how she is.
context: During the trip here...\I couldn't possibly have told you...\When did you realize the truth?\Truth be told...\The very beginning...\An incident like this couldn't really happen.\That would be because...\That's how she is. response:	You have faith in Suzumiya-san.
context: I couldn't possibly have told you...\When did you realize the truth?\Truth be told...\The very beginning...\An incident like this couldn't really happen.\That would be because...\That's how she is.\You have faith in Suzumiya-san. response:	Let me ask one more thing.
context: When did you realize the truth?\Truth be told...\The very beginning...\An incident like this couldn't really happen.\That would be because...\That's how she is.\You have faith in Suzumiya-san.\Let me ask one more thing. response:	The suspicious shadow Haruhi saw...
context: Truth be told...\The very beginning...\An incident like this couldn't really happen.\That would be because...\That's how she is.\You have faith in Suzumiya-san.\Let me ask one more thing.\The suspicious shadow Haruhi saw... response:	That was also your doing, right?
context: The very beginning...\An incident like this couldn't really happen.\That would be because...\That's how she is.\You have faith in Suzumiya-san.\Let me ask one more thing.\The suspicious shadow Haruhi saw...\That was also your doing, right? response:	Suspicious shadow?
context: An incident like this couldn't really happen.\That would be because...\That's how she is.\You have faith in Suzumiya-san.\Let me ask one more thing.\The suspicious shadow Haruhi saw...\That was also your doing, right?\Suspicious shadow? response:	I'm not lying!
context: That would be because...\That's how she is.\You have faith in Suzumiya-san.\Let me ask one more thing.\The suspicious shadow Haruhi saw...\That was also your doing, right?\Suspicious shadow?\I'm not lying! response:	There's no reason for me to continue acting.
context: That's how she is.\You have faith in Suzumiya-san.\Let me ask one more thing.\The suspicious shadow Haruhi saw...\That was also your doing, right?\Suspicious shadow?\I'm not lying!\There's no reason for me to continue acting. response:	Then what was that shadow?
context: You have faith in Suzumiya-san.\Let me ask one more thing.\The suspicious shadow Haruhi saw...\That was also your doing, right?\Suspicious shadow?\I'm not lying!\There's no reason for me to continue acting.\Then what was that shadow? response:	It couldn't be...
context: Let me ask one more thing.\The suspicious shadow Haruhi saw...\That was also your doing, right?\Suspicious shadow?\I'm not lying!\There's no reason for me to continue acting.\Then what was that shadow?\It couldn't be... response:	Suzumiya-san wished...
context: The suspicious shadow Haruhi saw...\That was also your doing, right?\Suspicious shadow?\I'm not lying!\There's no reason for me to continue acting.\Then what was that shadow?\It couldn't be...\Suzumiya-san wished... response:	If that was created by Haruhi...
context: That was also your doing, right?\Suspicious shadow?\I'm not lying!\There's no reason for me to continue acting.\Then what was that shadow?\It couldn't be...\Suzumiya-san wished...\If that was created by Haruhi... response:	That island...
context: Suspicious shadow?\I'm not lying!\There's no reason for me to continue acting.\Then what was that shadow?\It couldn't be...\Suzumiya-san wished...\If that was created by Haruhi...\That island... response:	No.
context: I'm not lying!\There's no reason for me to continue acting.\Then what was that shadow?\It couldn't be...\Suzumiya-san wished...\If that was created by Haruhi...\That island...\No. response:	Maybe Haruhi was just seeing things.
context: There's no reason for me to continue acting.\Then what was that shadow?\It couldn't be...\Suzumiya-san wished...\If that was created by Haruhi...\That island...\No.\Maybe Haruhi was just seeing things. response:	Where should we go next time?
context: Then what was that shadow?\It couldn't be...\Suzumiya-san wished...\If that was created by Haruhi...\That island...\No.\Maybe Haruhi was just seeing things.\Where should we go next time? response:	How about the Bermuda Triangle?
