context: Go out with you? response:	I don't really know.
context: Yeah.\Passing Shower\Ryouko-sensei and Roman 3 In Kyoto\She's so cute!\Huh...\Aren't you interested in maikos, Sensei?\Not especially, I guess.\I'm Roman the maiko. response:	Holy crap, she's gorgeous!
context: Passing Shower\Ryouko-sensei and Roman 3 In Kyoto\She's so cute!\Huh...\Aren't you interested in maikos, Sensei?\Not especially, I guess.\I'm Roman the maiko.\Holy crap, she's gorgeous! response:	I thought you weren't interested...
context: Ryouko-sensei and Roman 3 In Kyoto\She's so cute!\Huh...\Aren't you interested in maikos, Sensei?\Not especially, I guess.\I'm Roman the maiko.\Holy crap, she's gorgeous!\I thought you weren't interested... response:	How?!
context: She's so cute!\Huh...\Aren't you interested in maikos, Sensei?\Not especially, I guess.\I'm Roman the maiko.\Holy crap, she's gorgeous!\I thought you weren't interested...\How?! response:	Setsuko and Nagahara 2 Kyoto Travel Sentiments
context: Huh...\Aren't you interested in maikos, Sensei?\Not especially, I guess.\I'm Roman the maiko.\Holy crap, she's gorgeous!\I thought you weren't interested...\How?!\Setsuko and Nagahara 2 Kyoto Travel Sentiments response:	Where should we go first?
context: Aren't you interested in maikos, Sensei?\Not especially, I guess.\I'm Roman the maiko.\Holy crap, she's gorgeous!\I thought you weren't interested...\How?!\Setsuko and Nagahara 2 Kyoto Travel Sentiments\Where should we go first? response:	I'll show you around.
context: Not especially, I guess.\I'm Roman the maiko.\Holy crap, she's gorgeous!\I thought you weren't interested...\How?!\Setsuko and Nagahara 2 Kyoto Travel Sentiments\Where should we go first?\I'll show you around. response:	Wow, he's actually really dependable!
context: I'm Roman the maiko.\Holy crap, she's gorgeous!\I thought you weren't interested...\How?!\Setsuko and Nagahara 2 Kyoto Travel Sentiments\Where should we go first?\I'll show you around.\Wow, he's actually really dependable! response:	Shou-chan must be especially pumped because it's the school trip.
context: Holy crap, she's gorgeous!\I thought you weren't interested...\How?!\Setsuko and Nagahara 2 Kyoto Travel Sentiments\Where should we go first?\I'll show you around.\Wow, he's actually really dependable!\Shou-chan must be especially pumped because it's the school trip. response:	That's so cute.
context: I thought you weren't interested...\How?!\Setsuko and Nagahara 2 Kyoto Travel Sentiments\Where should we go first?\I'll show you around.\Wow, he's actually really dependable!\Shou-chan must be especially pumped because it's the school trip.\That's so cute. response:	A school trip is special, isn't it?
context: How?!\Setsuko and Nagahara 2 Kyoto Travel Sentiments\Where should we go first?\I'll show you around.\Wow, he's actually really dependable!\Shou-chan must be especially pumped because it's the school trip.\That's so cute.\A school trip is special, isn't it? response:	A Rest Area, Somewhere in Kyoto
context: Setsuko and Nagahara 2 Kyoto Travel Sentiments\Where should we go first?\I'll show you around.\Wow, he's actually really dependable!\Shou-chan must be especially pumped because it's the school trip.\That's so cute.\A school trip is special, isn't it?\A Rest Area, Somewhere in Kyoto response:	But we're in Kyoto.
context: Where should we go first?\I'll show you around.\Wow, he's actually really dependable!\Shou-chan must be especially pumped because it's the school trip.\That's so cute.\A school trip is special, isn't it?\A Rest Area, Somewhere in Kyoto\But we're in Kyoto. response:	Setsuko and Nagahara 3 Memories of Kyoto
context: I'll show you around.\Wow, he's actually really dependable!\Shou-chan must be especially pumped because it's the school trip.\That's so cute.\A school trip is special, isn't it?\A Rest Area, Somewhere in Kyoto\But we're in Kyoto.\Setsuko and Nagahara 3 Memories of Kyoto response:	A Rest Area, Somewhere in Kyoto
context: Wow, he's actually really dependable!\Shou-chan must be especially pumped because it's the school trip.\That's so cute.\A school trip is special, isn't it?\A Rest Area, Somewhere in Kyoto\But we're in Kyoto.\Setsuko and Nagahara 3 Memories of Kyoto\A Rest Area, Somewhere in Kyoto response:	Shoot, I don't have any money.
context: Shou-chan must be especially pumped because it's the school trip.\That's so cute.\A school trip is special, isn't it?\A Rest Area, Somewhere in Kyoto\But we're in Kyoto.\Setsuko and Nagahara 3 Memories of Kyoto\A Rest Area, Somewhere in Kyoto\Shoot, I don't have any money. response:	Crap!
context: That's so cute.\A school trip is special, isn't it?\A Rest Area, Somewhere in Kyoto\But we're in Kyoto.\Setsuko and Nagahara 3 Memories of Kyoto\A Rest Area, Somewhere in Kyoto\Shoot, I don't have any money.\Crap! response:	Breaks Weekdays (Monday to Friday) Second Impact Basic 1 hour 1980 yen 2180 yen 2 hours 2680 yen 3170 yen 4 hours 2980 yen 3670 yen
context: A school trip is special, isn't it?\A Rest Area, Somewhere in Kyoto\But we're in Kyoto.\Setsuko and Nagahara 3 Memories of Kyoto\A Rest Area, Somewhere in Kyoto\Shoot, I don't have any money.\Crap!\Breaks Weekdays (Monday to Friday) Second Impact Basic 1 hour 1980 yen 2180 yen 2 hours 2680 yen 3170 yen 4 hours 2980 yen 3670 yen response:	Let's go back, then.
context: A Rest Area, Somewhere in Kyoto\But we're in Kyoto.\Setsuko and Nagahara 3 Memories of Kyoto\A Rest Area, Somewhere in Kyoto\Shoot, I don't have any money.\Crap!\Breaks Weekdays (Monday to Friday) Second Impact Basic 1 hour 1980 yen 2180 yen 2 hours 2680 yen 3170 yen 4 hours 2980 yen 3670 yen\Let's go back, then. response:	Sorry, Setsuko, can you take care of it?
context: But we're in Kyoto.\Setsuko and Nagahara 3 Memories of Kyoto\A Rest Area, Somewhere in Kyoto\Shoot, I don't have any money.\Crap!\Breaks Weekdays (Monday to Friday) Second Impact Basic 1 hour 1980 yen 2180 yen 2 hours 2680 yen 3170 yen 4 hours 2980 yen 3670 yen\Let's go back, then.\Sorry, Setsuko, can you take care of it? response:	What?!
context: Setsuko and Nagahara 3 Memories of Kyoto\A Rest Area, Somewhere in Kyoto\Shoot, I don't have any money.\Crap!\Breaks Weekdays (Monday to Friday) Second Impact Basic 1 hour 1980 yen 2180 yen 2 hours 2680 yen 3170 yen 4 hours 2980 yen 3670 yen\Let's go back, then.\Sorry, Setsuko, can you take care of it?\What?! response:	Let's go home with some good memories.
context: A Rest Area, Somewhere in Kyoto\Shoot, I don't have any money.\Crap!\Breaks Weekdays (Monday to Friday) Second Impact Basic 1 hour 1980 yen 2180 yen 2 hours 2680 yen 3170 yen 4 hours 2980 yen 3670 yen\Let's go back, then.\Sorry, Setsuko, can you take care of it?\What?!\Let's go home with some good memories. response:	Businesses Affecting Public Morals Regulation Act (Prohibitions) Article 22 states entertainment businesses must not engage in the following: 1. Pull customers into said business 2. Stand in the way of or follow other people on the streets or in other public places in order to pull customers into said business 3. Allow those under the age of eighteen to serve customers at said business 4. Allow those under the age of eighteen to perform duties that entail interactions with customers between the hours of 10 PM and 6 AM 5. Allow those under the age of eighteen to enter said business as customers (In the case of businesses to which Article 2, Paragraph 1, Item 5 pertains, allow those under the age of eighteen to enter said business as customers) 6. Serve alcohol or tobacco products to those under the age of twenty
context: Shoot, I don't have any money.\Crap!\Breaks Weekdays (Monday to Friday) Second Impact Basic 1 hour 1980 yen 2180 yen 2 hours 2680 yen 3170 yen 4 hours 2980 yen 3670 yen\Let's go back, then.\Sorry, Setsuko, can you take care of it?\What?!\Let's go home with some good memories.\Businesses Affecting Public Morals Regulation Act (Prohibitions) Article 22 states entertainment businesses must not engage in the following: 1. Pull customers into said business 2. Stand in the way of or follow other people on the streets or in other public places in order to pull customers into said business 3. Allow those under the age of eighteen to serve customers at said business 4. Allow those under the age of eighteen to perform duties that entail interactions with customers between the hours of 10 PM and 6 AM 5. Allow those under the age of eighteen to enter said business as customers (In the case of businesses to which Article 2, Paragraph 1, Item 5 pertains, allow those under the age of eighteen to enter said business as customers) 6. Serve alcohol or tobacco products to those under the age of twenty response:	This kid's no good.
