context: My place is close by. Wanna stop by? response:	B-But didn't you say you have a boyfriend?
context: Sorry about the other day.\We may have been drinking, but I shouldn't have said all that.\That was insensitive of me.\What? I shouldn't have said what I did\Nah.\Your girlfriend was absolutely right.\I was being awful.\I didn't know she was worrying about it. response:	She really is a nice girl.
context: We may have been drinking, but I shouldn't have said all that.\That was insensitive of me.\What? I shouldn't have said what I did\Nah.\Your girlfriend was absolutely right.\I was being awful.\I didn't know she was worrying about it.\She really is a nice girl. response:	We only went out for a month, but I made so many memories!
context: That was insensitive of me.\What? I shouldn't have said what I did\Nah.\Your girlfriend was absolutely right.\I was being awful.\I didn't know she was worrying about it.\She really is a nice girl.\We only went out for a month, but I made so many memories! response:	Really?
context: What? I shouldn't have said what I did\Nah.\Your girlfriend was absolutely right.\I was being awful.\I didn't know she was worrying about it.\She really is a nice girl.\We only went out for a month, but I made so many memories!\Really? response:	We went to an amusement park, to Skytree, and to Tokyo Dome.
context: Nah.\Your girlfriend was absolutely right.\I was being awful.\I didn't know she was worrying about it.\She really is a nice girl.\We only went out for a month, but I made so many memories!\Really?\We went to an amusement park, to Skytree, and to Tokyo Dome. response:	Yeah.
context: Your girlfriend was absolutely right.\I was being awful.\I didn't know she was worrying about it.\She really is a nice girl.\We only went out for a month, but I made so many memories!\Really?\We went to an amusement park, to Skytree, and to Tokyo Dome.\Yeah. response:	We even kissed in the heat of a moment, just the once.
context: I was being awful.\I didn't know she was worrying about it.\She really is a nice girl.\We only went out for a month, but I made so many memories!\Really?\We went to an amusement park, to Skytree, and to Tokyo Dome.\Yeah.\We even kissed in the heat of a moment, just the once. response:	Her lips were so soft...
context: I didn't know she was worrying about it.\She really is a nice girl.\We only went out for a month, but I made so many memories!\Really?\We went to an amusement park, to Skytree, and to Tokyo Dome.\Yeah.\We even kissed in the heat of a moment, just the once.\Her lips were so soft... response:	Do you remember?
context: She really is a nice girl.\We only went out for a month, but I made so many memories!\Really?\We went to an amusement park, to Skytree, and to Tokyo Dome.\Yeah.\We even kissed in the heat of a moment, just the once.\Her lips were so soft...\Do you remember? response:	H-Huh?
context: We only went out for a month, but I made so many memories!\Really?\We went to an amusement park, to Skytree, and to Tokyo Dome.\Yeah.\We even kissed in the heat of a moment, just the once.\Her lips were so soft...\Do you remember?\H-Huh? response:	We even picked a name for our future kid.
context: Really?\We went to an amusement park, to Skytree, and to Tokyo Dome.\Yeah.\We even kissed in the heat of a moment, just the once.\Her lips were so soft...\Do you remember?\H-Huh?\We even picked a name for our future kid. response:	M-Maya, right?
context: We went to an amusement park, to Skytree, and to Tokyo Dome.\Yeah.\We even kissed in the heat of a moment, just the once.\Her lips were so soft...\Do you remember?\H-Huh?\We even picked a name for our future kid.\M-Maya, right? response:	Yeah, Maya!
context: Yeah.\We even kissed in the heat of a moment, just the once.\Her lips were so soft...\Do you remember?\H-Huh?\We even picked a name for our future kid.\M-Maya, right?\Yeah, Maya! response:	We took a syllable each from both of our names
context: We even kissed in the heat of a moment, just the once.\Her lips were so soft...\Do you remember?\H-Huh?\We even picked a name for our future kid.\M-Maya, right?\Yeah, Maya!\We took a syllable each from both of our names response:	and decided to use it whether we had a boy or a girl.
context: Her lips were so soft...\Do you remember?\H-Huh?\We even picked a name for our future kid.\M-Maya, right?\Yeah, Maya!\We took a syllable each from both of our names\and decided to use it whether we had a boy or a girl. response:	And when I asked you how many kids you'd like,
context: Do you remember?\H-Huh?\We even picked a name for our future kid.\M-Maya, right?\Yeah, Maya!\We took a syllable each from both of our names\and decided to use it whether we had a boy or a girl.\And when I asked you how many kids you'd like, response:	you said you wanted enough to fill up a soccer team.
context: H-Huh?\We even picked a name for our future kid.\M-Maya, right?\Yeah, Maya!\We took a syllable each from both of our names\and decided to use it whether we had a boy or a girl.\And when I asked you how many kids you'd like,\you said you wanted enough to fill up a soccer team. response:	H-Hey, the more the m-m-merrier, right?
context: We even picked a name for our future kid.\M-Maya, right?\Yeah, Maya!\We took a syllable each from both of our names\and decided to use it whether we had a boy or a girl.\And when I asked you how many kids you'd like,\you said you wanted enough to fill up a soccer team.\H-Hey, the more the m-m-merrier, right? response:	Yeah, but my body has to keep up!
context: M-Maya, right?\Yeah, Maya!\We took a syllable each from both of our names\and decided to use it whether we had a boy or a girl.\And when I asked you how many kids you'd like,\you said you wanted enough to fill up a soccer team.\H-Hey, the more the m-m-merrier, right?\Yeah, but my body has to keep up! response:	Keep up? Keep up with what?!
context: Yeah, Maya!\We took a syllable each from both of our names\and decided to use it whether we had a boy or a girl.\And when I asked you how many kids you'd like,\you said you wanted enough to fill up a soccer team.\H-Hey, the more the m-m-merrier, right?\Yeah, but my body has to keep up!\Keep up? Keep up with what?! response:	I'm sure that would've been fun.
context: We took a syllable each from both of our names\and decided to use it whether we had a boy or a girl.\And when I asked you how many kids you'd like,\you said you wanted enough to fill up a soccer team.\H-Hey, the more the m-m-merrier, right?\Yeah, but my body has to keep up!\Keep up? Keep up with what?!\I'm sure that would've been fun. response:	But your girlfriend is a nice girl, and you two seem very in love.
context: and decided to use it whether we had a boy or a girl.\And when I asked you how many kids you'd like,\you said you wanted enough to fill up a soccer team.\H-Hey, the more the m-m-merrier, right?\Yeah, but my body has to keep up!\Keep up? Keep up with what?!\I'm sure that would've been fun.\But your girlfriend is a nice girl, and you two seem very in love. response:	Maya can never be born now, huh?
context: And when I asked you how many kids you'd like,\you said you wanted enough to fill up a soccer team.\H-Hey, the more the m-m-merrier, right?\Yeah, but my body has to keep up!\Keep up? Keep up with what?!\I'm sure that would've been fun.\But your girlfriend is a nice girl, and you two seem very in love.\Maya can never be born now, huh? response:	Mami-chan?
context: you said you wanted enough to fill up a soccer team.\H-Hey, the more the m-m-merrier, right?\Yeah, but my body has to keep up!\Keep up? Keep up with what?!\I'm sure that would've been fun.\But your girlfriend is a nice girl, and you two seem very in love.\Maya can never be born now, huh?\Mami-chan? response:	It's not what you think. Mizuhara's a rental girlfriend.
context: H-Hey, the more the m-m-merrier, right?\Yeah, but my body has to keep up!\Keep up? Keep up with what?!\I'm sure that would've been fun.\But your girlfriend is a nice girl, and you two seem very in love.\Maya can never be born now, huh?\Mami-chan?\It's not what you think. Mizuhara's a rental girlfriend. response:	I'm paying her to be with me.
context: Yeah, but my body has to keep up!\Keep up? Keep up with what?!\I'm sure that would've been fun.\But your girlfriend is a nice girl, and you two seem very in love.\Maya can never be born now, huh?\Mami-chan?\It's not what you think. Mizuhara's a rental girlfriend.\I'm paying her to be with me. response:	She and I have no future together.
context: Keep up? Keep up with what?!\I'm sure that would've been fun.\But your girlfriend is a nice girl, and you two seem very in love.\Maya can never be born now, huh?\Mami-chan?\It's not what you think. Mizuhara's a rental girlfriend.\I'm paying her to be with me.\She and I have no future together. response:	I want to be with you...
context: I'm sure that would've been fun.\But your girlfriend is a nice girl, and you two seem very in love.\Maya can never be born now, huh?\Mami-chan?\It's not what you think. Mizuhara's a rental girlfriend.\I'm paying her to be with me.\She and I have no future together.\I want to be with you... response:	Hey!
context: But your girlfriend is a nice girl, and you two seem very in love.\Maya can never be born now, huh?\Mami-chan?\It's not what you think. Mizuhara's a rental girlfriend.\I'm paying her to be with me.\She and I have no future together.\I want to be with you...\Hey! response:	The truth is,
context: Maya can never be born now, huh?\Mami-chan?\It's not what you think. Mizuhara's a rental girlfriend.\I'm paying her to be with me.\She and I have no future together.\I want to be with you...\Hey!\The truth is, response:	Chizuru and I are really...
context: Mami-chan?\It's not what you think. Mizuhara's a rental girlfriend.\I'm paying her to be with me.\She and I have no future together.\I want to be with you...\Hey!\The truth is,\Chizuru and I are really... response:	Huh?
context: It's not what you think. Mizuhara's a rental girlfriend.\I'm paying her to be with me.\She and I have no future together.\I want to be with you...\Hey!\The truth is,\Chizuru and I are really...\Huh? response:	Imai-san?
context: I'm paying her to be with me.\She and I have no future together.\I want to be with you...\Hey!\The truth is,\Chizuru and I are really...\Huh?\Imai-san? response:	Shinbo-chan?
context: She and I have no future together.\I want to be with you...\Hey!\The truth is,\Chizuru and I are really...\Huh?\Imai-san?\Shinbo-chan? response:	What's up? You know each other?
context: I want to be with you...\Hey!\The truth is,\Chizuru and I are really...\Huh?\Imai-san?\Shinbo-chan?\What's up? You know each other? response:	Yeah, we're in international comms together.
context: Hey!\The truth is,\Chizuru and I are really...\Huh?\Imai-san?\Shinbo-chan?\What's up? You know each other?\Yeah, we're in international comms together. response:	Fancy running into you here!
context: The truth is,\Chizuru and I are really...\Huh?\Imai-san?\Shinbo-chan?\What's up? You know each other?\Yeah, we're in international comms together.\Fancy running into you here! response:	I guess we both decided to take a post-exam holiday.
context: Chizuru and I are really...\Huh?\Imai-san?\Shinbo-chan?\What's up? You know each other?\Yeah, we're in international comms together.\Fancy running into you here!\I guess we both decided to take a post-exam holiday. response:	What's Mizuhara doing here?!
context: Huh?\Imai-san?\Shinbo-chan?\What's up? You know each other?\Yeah, we're in international comms together.\Fancy running into you here!\I guess we both decided to take a post-exam holiday.\What's Mizuhara doing here?! response:	Wait, Mizuhara?
context: Imai-san?\Shinbo-chan?\What's up? You know each other?\Yeah, we're in international comms together.\Fancy running into you here!\I guess we both decided to take a post-exam holiday.\What's Mizuhara doing here?!\Wait, Mizuhara? response:	No, that's Ichinose!
context: Shinbo-chan?\What's up? You know each other?\Yeah, we're in international comms together.\Fancy running into you here!\I guess we both decided to take a post-exam holiday.\What's Mizuhara doing here?!\Wait, Mizuhara?\No, that's Ichinose! response:	I know the other two from literature. Kawanaka-san and... Ichihara-san?
context: What's up? You know each other?\Yeah, we're in international comms together.\Fancy running into you here!\I guess we both decided to take a post-exam holiday.\What's Mizuhara doing here?!\Wait, Mizuhara?\No, that's Ichinose!\I know the other two from literature. Kawanaka-san and... Ichihara-san? response:	It's Ichinose.
context: Yeah, we're in international comms together.\Fancy running into you here!\I guess we both decided to take a post-exam holiday.\What's Mizuhara doing here?!\Wait, Mizuhara?\No, that's Ichinose!\I know the other two from literature. Kawanaka-san and... Ichihara-san?\It's Ichinose. response:	Oh, sorry.
context: Fancy running into you here!\I guess we both decided to take a post-exam holiday.\What's Mizuhara doing here?!\Wait, Mizuhara?\No, that's Ichinose!\I know the other two from literature. Kawanaka-san and... Ichihara-san?\It's Ichinose.\Oh, sorry. response:	Nobody's realized that Ichinose is Mizuhara?
context: I guess we both decided to take a post-exam holiday.\What's Mizuhara doing here?!\Wait, Mizuhara?\No, that's Ichinose!\I know the other two from literature. Kawanaka-san and... Ichihara-san?\It's Ichinose.\Oh, sorry.\Nobody's realized that Ichinose is Mizuhara? response:	Wait, don't Kazuya and Ichinose-san know each other?
context: What's Mizuhara doing here?!\Wait, Mizuhara?\No, that's Ichinose!\I know the other two from literature. Kawanaka-san and... Ichihara-san?\It's Ichinose.\Oh, sorry.\Nobody's realized that Ichinose is Mizuhara?\Wait, don't Kazuya and Ichinose-san know each other? response:	What? Oh, uh...
context: Wait, Mizuhara?\No, that's Ichinose!\I know the other two from literature. Kawanaka-san and... Ichihara-san?\It's Ichinose.\Oh, sorry.\Nobody's realized that Ichinose is Mizuhara?\Wait, don't Kazuya and Ichinose-san know each other?\What? Oh, uh... response:	It's our first time speaking, isn't it, Kazuya-san?
context: No, that's Ichinose!\I know the other two from literature. Kawanaka-san and... Ichihara-san?\It's Ichinose.\Oh, sorry.\Nobody's realized that Ichinose is Mizuhara?\Wait, don't Kazuya and Ichinose-san know each other?\What? Oh, uh...\It's our first time speaking, isn't it, Kazuya-san? response:	N-Nice to meet you.
context: I know the other two from literature. Kawanaka-san and... Ichihara-san?\It's Ichinose.\Oh, sorry.\Nobody's realized that Ichinose is Mizuhara?\Wait, don't Kazuya and Ichinose-san know each other?\What? Oh, uh...\It's our first time speaking, isn't it, Kazuya-san?\N-Nice to meet you. response:	That's some pressure...
context: It's Ichinose.\Oh, sorry.\Nobody's realized that Ichinose is Mizuhara?\Wait, don't Kazuya and Ichinose-san know each other?\What? Oh, uh...\It's our first time speaking, isn't it, Kazuya-san?\N-Nice to meet you.\That's some pressure... response:	I don't believe it!
context: Oh, sorry.\Nobody's realized that Ichinose is Mizuhara?\Wait, don't Kazuya and Ichinose-san know each other?\What? Oh, uh...\It's our first time speaking, isn't it, Kazuya-san?\N-Nice to meet you.\That's some pressure...\I don't believe it! response:	I mean, are you really...
context: Nobody's realized that Ichinose is Mizuhara?\Wait, don't Kazuya and Ichinose-san know each other?\What? Oh, uh...\It's our first time speaking, isn't it, Kazuya-san?\N-Nice to meet you.\That's some pressure...\I don't believe it!\I mean, are you really... response:	B-Busted?!
context: Wait, don't Kazuya and Ichinose-san know each other?\What? Oh, uh...\It's our first time speaking, isn't it, Kazuya-san?\N-Nice to meet you.\That's some pressure...\I don't believe it!\I mean, are you really...\B-Busted?! response:	His brain's what's busted!
context: What? Oh, uh...\It's our first time speaking, isn't it, Kazuya-san?\N-Nice to meet you.\That's some pressure...\I don't believe it!\I mean, are you really...\B-Busted?!\His brain's what's busted! response:	Let's go, Yoko.
context: It's our first time speaking, isn't it, Kazuya-san?\N-Nice to meet you.\That's some pressure...\I don't believe it!\I mean, are you really...\B-Busted?!\His brain's what's busted!\Let's go, Yoko. response:	Yeah, okay.
context: N-Nice to meet you.\That's some pressure...\I don't believe it!\I mean, are you really...\B-Busted?!\His brain's what's busted!\Let's go, Yoko.\Yeah, okay. response:	Sorry, see you later.
context: That's some pressure...\I don't believe it!\I mean, are you really...\B-Busted?!\His brain's what's busted!\Let's go, Yoko.\Yeah, okay.\Sorry, see you later. response:	No worries. Later.
context: I don't believe it!\I mean, are you really...\B-Busted?!\His brain's what's busted!\Let's go, Yoko.\Yeah, okay.\Sorry, see you later.\No worries. Later. response:	Thank goodness.
context: I mean, are you really...\B-Busted?!\His brain's what's busted!\Let's go, Yoko.\Yeah, okay.\Sorry, see you later.\No worries. Later.\Thank goodness. response:	She must've been freaking out, too.
context: B-Busted?!\His brain's what's busted!\Let's go, Yoko.\Yeah, okay.\Sorry, see you later.\No worries. Later.\Thank goodness.\She must've been freaking out, too. response:	Mizuhara Chizuru's got nerves of steel.
context: His brain's what's busted!\Let's go, Yoko.\Yeah, okay.\Sorry, see you later.\No worries. Later.\Thank goodness.\She must've been freaking out, too.\Mizuhara Chizuru's got nerves of steel. response:	Kazu-kun, Kazu-kun.
context: Let's go, Yoko.\Yeah, okay.\Sorry, see you later.\No worries. Later.\Thank goodness.\She must've been freaking out, too.\Mizuhara Chizuru's got nerves of steel.\Kazu-kun, Kazu-kun. response:	What were you about to say?
context: Yeah, okay.\Sorry, see you later.\No worries. Later.\Thank goodness.\She must've been freaking out, too.\Mizuhara Chizuru's got nerves of steel.\Kazu-kun, Kazu-kun.\What were you about to say? response:	You two are really... what?
context: Sorry, see you later.\No worries. Later.\Thank goodness.\She must've been freaking out, too.\Mizuhara Chizuru's got nerves of steel.\Kazu-kun, Kazu-kun.\What were you about to say?\You two are really... what? response:	O-Oh, that wasn't...
context: No worries. Later.\Thank goodness.\She must've been freaking out, too.\Mizuhara Chizuru's got nerves of steel.\Kazu-kun, Kazu-kun.\What were you about to say?\You two are really... what?\O-Oh, that wasn't... response:	I wanna know.
context: Thank goodness.\She must've been freaking out, too.\Mizuhara Chizuru's got nerves of steel.\Kazu-kun, Kazu-kun.\What were you about to say?\You two are really... what?\O-Oh, that wasn't...\I wanna know. response:	Tell me.
context: She must've been freaking out, too.\Mizuhara Chizuru's got nerves of steel.\Kazu-kun, Kazu-kun.\What were you about to say?\You two are really... what?\O-Oh, that wasn't...\I wanna know.\Tell me. response:	Tell me the truth about you and your girlfriend.
context: Mizuhara Chizuru's got nerves of steel.\Kazu-kun, Kazu-kun.\What were you about to say?\You two are really... what?\O-Oh, that wasn't...\I wanna know.\Tell me.\Tell me the truth about you and your girlfriend. response:	W-Well, the thing is...
context: Kazu-kun, Kazu-kun.\What were you about to say?\You two are really... what?\O-Oh, that wasn't...\I wanna know.\Tell me.\Tell me the truth about you and your girlfriend.\W-Well, the thing is... response:	Kazuya, we're playing to see who goes shopping.
context: What were you about to say?\You two are really... what?\O-Oh, that wasn't...\I wanna know.\Tell me.\Tell me the truth about you and your girlfriend.\W-Well, the thing is...\Kazuya, we're playing to see who goes shopping. response:	C-Coming.
context: You two are really... what?\O-Oh, that wasn't...\I wanna know.\Tell me.\Tell me the truth about you and your girlfriend.\W-Well, the thing is...\Kazuya, we're playing to see who goes shopping.\C-Coming. response:	Sorry.
context: O-Oh, that wasn't...\I wanna know.\Tell me.\Tell me the truth about you and your girlfriend.\W-Well, the thing is...\Kazuya, we're playing to see who goes shopping.\C-Coming.\Sorry. response:	Rock-paper-scissors!
context: I wanna know.\Tell me.\Tell me the truth about you and your girlfriend.\W-Well, the thing is...\Kazuya, we're playing to see who goes shopping.\C-Coming.\Sorry.\Rock-paper-scissors! response:	I suck so much.
context: Tell me.\Tell me the truth about you and your girlfriend.\W-Well, the thing is...\Kazuya, we're playing to see who goes shopping.\C-Coming.\Sorry.\Rock-paper-scissors!\I suck so much. response:	I need to tell Mami-chan the truth if I want to know how she really feels.
context: Tell me the truth about you and your girlfriend.\W-Well, the thing is...\Kazuya, we're playing to see who goes shopping.\C-Coming.\Sorry.\Rock-paper-scissors!\I suck so much.\I need to tell Mami-chan the truth if I want to know how she really feels. response:	Gloom
context: W-Well, the thing is...\Kazuya, we're playing to see who goes shopping.\C-Coming.\Sorry.\Rock-paper-scissors!\I suck so much.\I need to tell Mami-chan the truth if I want to know how she really feels.\Gloom response:	Racks his brain in the restroom a lot
context: Kazuya, we're playing to see who goes shopping.\C-Coming.\Sorry.\Rock-paper-scissors!\I suck so much.\I need to tell Mami-chan the truth if I want to know how she really feels.\Gloom\Racks his brain in the restroom a lot response:	But if I tell them about the rental girlfriend thing...
context: C-Coming.\Sorry.\Rock-paper-scissors!\I suck so much.\I need to tell Mami-chan the truth if I want to know how she really feels.\Gloom\Racks his brain in the restroom a lot\But if I tell them about the rental girlfriend thing... response:	I'm so sorry I let this happen, Nagomi-san!
context: Sorry.\Rock-paper-scissors!\I suck so much.\I need to tell Mami-chan the truth if I want to know how she really feels.\Gloom\Racks his brain in the restroom a lot\But if I tell them about the rental girlfriend thing...\I'm so sorry I let this happen, Nagomi-san! response:	I feel you, bro.
context: Rock-paper-scissors!\I suck so much.\I need to tell Mami-chan the truth if I want to know how she really feels.\Gloom\Racks his brain in the restroom a lot\But if I tell them about the rental girlfriend thing...\I'm so sorry I let this happen, Nagomi-san!\I feel you, bro. response:	Pretending they heard nothing
context: I suck so much.\I need to tell Mami-chan the truth if I want to know how she really feels.\Gloom\Racks his brain in the restroom a lot\But if I tell them about the rental girlfriend thing...\I'm so sorry I let this happen, Nagomi-san!\I feel you, bro.\Pretending they heard nothing response:	Y-Yeah, well, you are a virgin.
context: I need to tell Mami-chan the truth if I want to know how she really feels.\Gloom\Racks his brain in the restroom a lot\But if I tell them about the rental girlfriend thing...\I'm so sorry I let this happen, Nagomi-san!\I feel you, bro.\Pretending they heard nothing\Y-Yeah, well, you are a virgin. response:	And virgins gonna virgin.
context: Gloom\Racks his brain in the restroom a lot\But if I tell them about the rental girlfriend thing...\I'm so sorry I let this happen, Nagomi-san!\I feel you, bro.\Pretending they heard nothing\Y-Yeah, well, you are a virgin.\And virgins gonna virgin. response:	I wouldn't be able to live after that!
context: Racks his brain in the restroom a lot\But if I tell them about the rental girlfriend thing...\I'm so sorry I let this happen, Nagomi-san!\I feel you, bro.\Pretending they heard nothing\Y-Yeah, well, you are a virgin.\And virgins gonna virgin.\I wouldn't be able to live after that! response:	Oh, sorry, I forgot to lock the door.
context: But if I tell them about the rental girlfriend thing...\I'm so sorry I let this happen, Nagomi-san!\I feel you, bro.\Pretending they heard nothing\Y-Yeah, well, you are a virgin.\And virgins gonna virgin.\I wouldn't be able to live after that!\Oh, sorry, I forgot to lock the door. response:	What are you playing at? Didn't you agree to stay away from me?!
context: I'm so sorry I let this happen, Nagomi-san!\I feel you, bro.\Pretending they heard nothing\Y-Yeah, well, you are a virgin.\And virgins gonna virgin.\I wouldn't be able to live after that!\Oh, sorry, I forgot to lock the door.\What are you playing at? Didn't you agree to stay away from me?! response:	Why are you in Shimoda?
context: I feel you, bro.\Pretending they heard nothing\Y-Yeah, well, you are a virgin.\And virgins gonna virgin.\I wouldn't be able to live after that!\Oh, sorry, I forgot to lock the door.\What are you playing at? Didn't you agree to stay away from me?!\Why are you in Shimoda? response:	Right back at you!
context: Pretending they heard nothing\Y-Yeah, well, you are a virgin.\And virgins gonna virgin.\I wouldn't be able to live after that!\Oh, sorry, I forgot to lock the door.\What are you playing at? Didn't you agree to stay away from me?!\Why are you in Shimoda?\Right back at you! response:	My friends wanted to hit the beach, and I was forced to tag along.
context: Y-Yeah, well, you are a virgin.\And virgins gonna virgin.\I wouldn't be able to live after that!\Oh, sorry, I forgot to lock the door.\What are you playing at? Didn't you agree to stay away from me?!\Why are you in Shimoda?\Right back at you!\My friends wanted to hit the beach, and I was forced to tag along. response:	So, what do you want?
context: And virgins gonna virgin.\I wouldn't be able to live after that!\Oh, sorry, I forgot to lock the door.\What are you playing at? Didn't you agree to stay away from me?!\Why are you in Shimoda?\Right back at you!\My friends wanted to hit the beach, and I was forced to tag along.\So, what do you want? response:	Um...
context: I wouldn't be able to live after that!\Oh, sorry, I forgot to lock the door.\What are you playing at? Didn't you agree to stay away from me?!\Why are you in Shimoda?\Right back at you!\My friends wanted to hit the beach, and I was forced to tag along.\So, what do you want?\Um... response:	I'm not lending you any money.
context: Oh, sorry, I forgot to lock the door.\What are you playing at? Didn't you agree to stay away from me?!\Why are you in Shimoda?\Right back at you!\My friends wanted to hit the beach, and I was forced to tag along.\So, what do you want?\Um...\I'm not lending you any money. response:	What do you think I am? That's not it.
context: What are you playing at? Didn't you agree to stay away from me?!\Why are you in Shimoda?\Right back at you!\My friends wanted to hit the beach, and I was forced to tag along.\So, what do you want?\Um...\I'm not lending you any money.\What do you think I am? That's not it. response:	Then what?
context: Why are you in Shimoda?\Right back at you!\My friends wanted to hit the beach, and I was forced to tag along.\So, what do you want?\Um...\I'm not lending you any money.\What do you think I am? That's not it.\Then what? response:	Why did you say what you did last time?
context: Right back at you!\My friends wanted to hit the beach, and I was forced to tag along.\So, what do you want?\Um...\I'm not lending you any money.\What do you think I am? That's not it.\Then what?\Why did you say what you did last time? response:	I didn't mean anything by it.
context: My friends wanted to hit the beach, and I was forced to tag along.\So, what do you want?\Um...\I'm not lending you any money.\What do you think I am? That's not it.\Then what?\Why did you say what you did last time?\I didn't mean anything by it. response:	You seemed to be down in the dumps,
context: So, what do you want?\Um...\I'm not lending you any money.\What do you think I am? That's not it.\Then what?\Why did you say what you did last time?\I didn't mean anything by it.\You seemed to be down in the dumps, response:	so I told you it was okay to rent a girlfriend to heal after getting dumped, is all.
context: Um...\I'm not lending you any money.\What do you think I am? That's not it.\Then what?\Why did you say what you did last time?\I didn't mean anything by it.\You seemed to be down in the dumps,\so I told you it was okay to rent a girlfriend to heal after getting dumped, is all. response:	Oh...
context: I'm not lending you any money.\What do you think I am? That's not it.\Then what?\Why did you say what you did last time?\I didn't mean anything by it.\You seemed to be down in the dumps,\so I told you it was okay to rent a girlfriend to heal after getting dumped, is all.\Oh... response:	So she was only saying that as a rental girlfriend.
context: What do you think I am? That's not it.\Then what?\Why did you say what you did last time?\I didn't mean anything by it.\You seemed to be down in the dumps,\so I told you it was okay to rent a girlfriend to heal after getting dumped, is all.\Oh...\So she was only saying that as a rental girlfriend. response:	But still, she's definitely a nice girl.
context: Then what?\Why did you say what you did last time?\I didn't mean anything by it.\You seemed to be down in the dumps,\so I told you it was okay to rent a girlfriend to heal after getting dumped, is all.\Oh...\So she was only saying that as a rental girlfriend.\But still, she's definitely a nice girl. response:	That's a relief, then.
context: Why did you say what you did last time?\I didn't mean anything by it.\You seemed to be down in the dumps,\so I told you it was okay to rent a girlfriend to heal after getting dumped, is all.\Oh...\So she was only saying that as a rental girlfriend.\But still, she's definitely a nice girl.\That's a relief, then. response:	Well, uh, I'm getting pretty cozy with Mami-chan right now.
context: I didn't mean anything by it.\You seemed to be down in the dumps,\so I told you it was okay to rent a girlfriend to heal after getting dumped, is all.\Oh...\So she was only saying that as a rental girlfriend.\But still, she's definitely a nice girl.\That's a relief, then.\Well, uh, I'm getting pretty cozy with Mami-chan right now. response:	I might actually have a chance.
context: You seemed to be down in the dumps,\so I told you it was okay to rent a girlfriend to heal after getting dumped, is all.\Oh...\So she was only saying that as a rental girlfriend.\But still, she's definitely a nice girl.\That's a relief, then.\Well, uh, I'm getting pretty cozy with Mami-chan right now.\I might actually have a chance. response:	Really? Good for you.
context: so I told you it was okay to rent a girlfriend to heal after getting dumped, is all.\Oh...\So she was only saying that as a rental girlfriend.\But still, she's definitely a nice girl.\That's a relief, then.\Well, uh, I'm getting pretty cozy with Mami-chan right now.\I might actually have a chance.\Really? Good for you. response:	You were just a rental girlfriend, so I did think it'd be weird to say this...
context: Oh...\So she was only saying that as a rental girlfriend.\But still, she's definitely a nice girl.\That's a relief, then.\Well, uh, I'm getting pretty cozy with Mami-chan right now.\I might actually have a chance.\Really? Good for you.\You were just a rental girlfriend, so I did think it'd be weird to say this... response:	But, hey, we're Wednesday partners and all, and you've been so nice to me.
context: So she was only saying that as a rental girlfriend.\But still, she's definitely a nice girl.\That's a relief, then.\Well, uh, I'm getting pretty cozy with Mami-chan right now.\I might actually have a chance.\Really? Good for you.\You were just a rental girlfriend, so I did think it'd be weird to say this...\But, hey, we're Wednesday partners and all, and you've been so nice to me. response:	I was a little worried you might take offense if I got back with Mami-chan.
context: But still, she's definitely a nice girl.\That's a relief, then.\Well, uh, I'm getting pretty cozy with Mami-chan right now.\I might actually have a chance.\Really? Good for you.\You were just a rental girlfriend, so I did think it'd be weird to say this...\But, hey, we're Wednesday partners and all, and you've been so nice to me.\I was a little worried you might take offense if I got back with Mami-chan. response:	Man, I really can't thank you enough...
context: That's a relief, then.\Well, uh, I'm getting pretty cozy with Mami-chan right now.\I might actually have a chance.\Really? Good for you.\You were just a rental girlfriend, so I did think it'd be weird to say this...\But, hey, we're Wednesday partners and all, and you've been so nice to me.\I was a little worried you might take offense if I got back with Mami-chan.\Man, I really can't thank you enough... response:	Let's get one thing straight!
context: Well, uh, I'm getting pretty cozy with Mami-chan right now.\I might actually have a chance.\Really? Good for you.\You were just a rental girlfriend, so I did think it'd be weird to say this...\But, hey, we're Wednesday partners and all, and you've been so nice to me.\I was a little worried you might take offense if I got back with Mami-chan.\Man, I really can't thank you enough...\Let's get one thing straight! response:	Me and you are rental girlfriend and client!
context: I might actually have a chance.\Really? Good for you.\You were just a rental girlfriend, so I did think it'd be weird to say this...\But, hey, we're Wednesday partners and all, and you've been so nice to me.\I was a little worried you might take offense if I got back with Mami-chan.\Man, I really can't thank you enough...\Let's get one thing straight!\Me and you are rental girlfriend and client! response:	I have zero interest in you!
context: Really? Good for you.\You were just a rental girlfriend, so I did think it'd be weird to say this...\But, hey, we're Wednesday partners and all, and you've been so nice to me.\I was a little worried you might take offense if I got back with Mami-chan.\Man, I really can't thank you enough...\Let's get one thing straight!\Me and you are rental girlfriend and client!\I have zero interest in you! response:	I was just being nice to you out of pity! Does your brain misinterpret everything?!
context: You were just a rental girlfriend, so I did think it'd be weird to say this...\But, hey, we're Wednesday partners and all, and you've been so nice to me.\I was a little worried you might take offense if I got back with Mami-chan.\Man, I really can't thank you enough...\Let's get one thing straight!\Me and you are rental girlfriend and client!\I have zero interest in you!\I was just being nice to you out of pity! Does your brain misinterpret everything?! response:	Don't come talking to me about crap like that! Have you no self-preservation instincts?!
