context: Once upon a time, there was a knight. response:	The knight never faltered in his duty, no matter what it was.
context: You know everything, don't you?\Is that from getting your heart back too?\Princes need strong knights.\What if you got the famous ghost knight on your side?\That's a good idea.\After all, you can't do anything, Kraehe.\Don't get angry. It's the truth, isn't it?\I know. I'll do as you say, Kraehe. response:	Why am I getting this bad feeling?
context: Is that from getting your heart back too?\Princes need strong knights.\What if you got the famous ghost knight on your side?\That's a good idea.\After all, you can't do anything, Kraehe.\Don't get angry. It's the truth, isn't it?\I know. I'll do as you say, Kraehe.\Why am I getting this bad feeling? response:	I wonder if this is that script's...
context: Princes need strong knights.\What if you got the famous ghost knight on your side?\That's a good idea.\After all, you can't do anything, Kraehe.\Don't get angry. It's the truth, isn't it?\I know. I'll do as you say, Kraehe.\Why am I getting this bad feeling?\I wonder if this is that script's... response:	No, is this the ghost knight's fault?
context: What if you got the famous ghost knight on your side?\That's a good idea.\After all, you can't do anything, Kraehe.\Don't get angry. It's the truth, isn't it?\I know. I'll do as you say, Kraehe.\Why am I getting this bad feeling?\I wonder if this is that script's...\No, is this the ghost knight's fault? response:	This is kinda creepy...
context: That's a good idea.\After all, you can't do anything, Kraehe.\Don't get angry. It's the truth, isn't it?\I know. I'll do as you say, Kraehe.\Why am I getting this bad feeling?\I wonder if this is that script's...\No, is this the ghost knight's fault?\This is kinda creepy... response:	Hey, did this town have a forest like this in it?
context: After all, you can't do anything, Kraehe.\Don't get angry. It's the truth, isn't it?\I know. I'll do as you say, Kraehe.\Why am I getting this bad feeling?\I wonder if this is that script's...\No, is this the ghost knight's fault?\This is kinda creepy...\Hey, did this town have a forest like this in it? response:	It's just a horse, right?
context: Don't get angry. It's the truth, isn't it?\I know. I'll do as you say, Kraehe.\Why am I getting this bad feeling?\I wonder if this is that script's...\No, is this the ghost knight's fault?\This is kinda creepy...\Hey, did this town have a forest like this in it?\It's just a horse, right? response:	There isn't really such a thing as the ghost knight, right?
context: I know. I'll do as you say, Kraehe.\Why am I getting this bad feeling?\I wonder if this is that script's...\No, is this the ghost knight's fault?\This is kinda creepy...\Hey, did this town have a forest like this in it?\It's just a horse, right?\There isn't really such a thing as the ghost knight, right? response:	It's coming this way?
context: Why am I getting this bad feeling?\I wonder if this is that script's...\No, is this the ghost knight's fault?\This is kinda creepy...\Hey, did this town have a forest like this in it?\It's just a horse, right?\There isn't really such a thing as the ghost knight, right?\It's coming this way? response:	NO!
context: I wonder if this is that script's...\No, is this the ghost knight's fault?\This is kinda creepy...\Hey, did this town have a forest like this in it?\It's just a horse, right?\There isn't really such a thing as the ghost knight, right?\It's coming this way?\NO! response:	Qua...
context: No, is this the ghost knight's fault?\This is kinda creepy...\Hey, did this town have a forest like this in it?\It's just a horse, right?\There isn't really such a thing as the ghost knight, right?\It's coming this way?\NO!\Qua... response:	Is that the...
context: This is kinda creepy...\Hey, did this town have a forest like this in it?\It's just a horse, right?\There isn't really such a thing as the ghost knight, right?\It's coming this way?\NO!\Qua...\Is that the... response:	He was real!
context: Hey, did this town have a forest like this in it?\It's just a horse, right?\There isn't really such a thing as the ghost knight, right?\It's coming this way?\NO!\Qua...\Is that the...\He was real! response:	Huh? Does this mean the ghost knight just now had...
context: It's just a horse, right?\There isn't really such a thing as the ghost knight, right?\It's coming this way?\NO!\Qua...\Is that the...\He was real!\Huh? Does this mean the ghost knight just now had... response:	Huh?! Again?!
context: There isn't really such a thing as the ghost knight, right?\It's coming this way?\NO!\Qua...\Is that the...\He was real!\Huh? Does this mean the ghost knight just now had...\Huh?! Again?! response:	Ahiru! Are you there?
context: It's coming this way?\NO!\Qua...\Is that the...\He was real!\Huh? Does this mean the ghost knight just now had...\Huh?! Again?!\Ahiru! Are you there? response:	Oh, Fakir!
context: NO!\Qua...\Is that the...\He was real!\Huh? Does this mean the ghost knight just now had...\Huh?! Again?!\Ahiru! Are you there?\Oh, Fakir! response:	Just now, the ghost knight...
context: Qua...\Is that the...\He was real!\Huh? Does this mean the ghost knight just now had...\Huh?! Again?!\Ahiru! Are you there?\Oh, Fakir!\Just now, the ghost knight... response:	You saw him?
context: Is that the...\He was real!\Huh? Does this mean the ghost knight just now had...\Huh?! Again?!\Ahiru! Are you there?\Oh, Fakir!\Just now, the ghost knight...\You saw him? response:	Yeah. And he might have a shard of Mytho's heart!
context: He was real!\Huh? Does this mean the ghost knight just now had...\Huh?! Again?!\Ahiru! Are you there?\Oh, Fakir!\Just now, the ghost knight...\You saw him?\Yeah. And he might have a shard of Mytho's heart! response:	What?
context: Huh? Does this mean the ghost knight just now had...\Huh?! Again?!\Ahiru! Are you there?\Oh, Fakir!\Just now, the ghost knight...\You saw him?\Yeah. And he might have a shard of Mytho's heart!\What? response:	I see, so I still had a duty I could carry out as a knight.
context: Huh?! Again?!\Ahiru! Are you there?\Oh, Fakir!\Just now, the ghost knight...\You saw him?\Yeah. And he might have a shard of Mytho's heart!\What?\I see, so I still had a duty I could carry out as a knight. response:	Fakir, you don't mean to fight with that knight, do you?
context: Ahiru! Are you there?\Oh, Fakir!\Just now, the ghost knight...\You saw him?\Yeah. And he might have a shard of Mytho's heart!\What?\I see, so I still had a duty I could carry out as a knight.\Fakir, you don't mean to fight with that knight, do you? response:	Yes. He's seeking the enemy he should fight.
context: Oh, Fakir!\Just now, the ghost knight...\You saw him?\Yeah. And he might have a shard of Mytho's heart!\What?\I see, so I still had a duty I could carry out as a knight.\Fakir, you don't mean to fight with that knight, do you?\Yes. He's seeking the enemy he should fight. response:	But...
context: Just now, the ghost knight...\You saw him?\Yeah. And he might have a shard of Mytho's heart!\What?\I see, so I still had a duty I could carry out as a knight.\Fakir, you don't mean to fight with that knight, do you?\Yes. He's seeking the enemy he should fight.\But... response:	After I defeat him, you return the heart shard to Mytho.
context: You saw him?\Yeah. And he might have a shard of Mytho's heart!\What?\I see, so I still had a duty I could carry out as a knight.\Fakir, you don't mean to fight with that knight, do you?\Yes. He's seeking the enemy he should fight.\But...\After I defeat him, you return the heart shard to Mytho. response:	Even if we end up dying on each other's swords, just leave me be.
context: Yeah. And he might have a shard of Mytho's heart!\What?\I see, so I still had a duty I could carry out as a knight.\Fakir, you don't mean to fight with that knight, do you?\Yes. He's seeking the enemy he should fight.\But...\After I defeat him, you return the heart shard to Mytho.\Even if we end up dying on each other's swords, just leave me be. response:	Fakir! Wait!
context: What?\I see, so I still had a duty I could carry out as a knight.\Fakir, you don't mean to fight with that knight, do you?\Yes. He's seeking the enemy he should fight.\But...\After I defeat him, you return the heart shard to Mytho.\Even if we end up dying on each other's swords, just leave me be.\Fakir! Wait! response:	It looks like that horse already senses who should be its master.
context: I see, so I still had a duty I could carry out as a knight.\Fakir, you don't mean to fight with that knight, do you?\Yes. He's seeking the enemy he should fight.\But...\After I defeat him, you return the heart shard to Mytho.\Even if we end up dying on each other's swords, just leave me be.\Fakir! Wait!\It looks like that horse already senses who should be its master. response:	That's right!
context: Fakir, you don't mean to fight with that knight, do you?\Yes. He's seeking the enemy he should fight.\But...\After I defeat him, you return the heart shard to Mytho.\Even if we end up dying on each other's swords, just leave me be.\Fakir! Wait!\It looks like that horse already senses who should be its master.\That's right! response:	I can give you an enemy you should defeat.
context: Yes. He's seeking the enemy he should fight.\But...\After I defeat him, you return the heart shard to Mytho.\Even if we end up dying on each other's swords, just leave me be.\Fakir! Wait!\It looks like that horse already senses who should be its master.\That's right!\I can give you an enemy you should defeat. response:	Your sword is seeking blood, isn't it?
context: But...\After I defeat him, you return the heart shard to Mytho.\Even if we end up dying on each other's swords, just leave me be.\Fakir! Wait!\It looks like that horse already senses who should be its master.\That's right!\I can give you an enemy you should defeat.\Your sword is seeking blood, isn't it? response:	Cut down that useless knight!
context: After I defeat him, you return the heart shard to Mytho.\Even if we end up dying on each other's swords, just leave me be.\Fakir! Wait!\It looks like that horse already senses who should be its master.\That's right!\I can give you an enemy you should defeat.\Your sword is seeking blood, isn't it?\Cut down that useless knight! response:	Mytho.
context: Even if we end up dying on each other's swords, just leave me be.\Fakir! Wait!\It looks like that horse already senses who should be its master.\That's right!\I can give you an enemy you should defeat.\Your sword is seeking blood, isn't it?\Cut down that useless knight!\Mytho. response:	So it's just like the dream?
context: Fakir! Wait!\It looks like that horse already senses who should be its master.\That's right!\I can give you an enemy you should defeat.\Your sword is seeking blood, isn't it?\Cut down that useless knight!\Mytho.\So it's just like the dream? response:	Now, if you are a true knight, do the job!
context: It looks like that horse already senses who should be its master.\That's right!\I can give you an enemy you should defeat.\Your sword is seeking blood, isn't it?\Cut down that useless knight!\Mytho.\So it's just like the dream?\Now, if you are a true knight, do the job! response:	You're the one who showed me the end of the story, aren't you?
context: That's right!\I can give you an enemy you should defeat.\Your sword is seeking blood, isn't it?\Cut down that useless knight!\Mytho.\So it's just like the dream?\Now, if you are a true knight, do the job!\You're the one who showed me the end of the story, aren't you? response:	Just as you wish, I'll take this sword... and plunge it through your heart!
context: I can give you an enemy you should defeat.\Your sword is seeking blood, isn't it?\Cut down that useless knight!\Mytho.\So it's just like the dream?\Now, if you are a true knight, do the job!\You're the one who showed me the end of the story, aren't you?\Just as you wish, I'll take this sword... and plunge it through your heart! response:	And then...
context: Your sword is seeking blood, isn't it?\Cut down that useless knight!\Mytho.\So it's just like the dream?\Now, if you are a true knight, do the job!\You're the one who showed me the end of the story, aren't you?\Just as you wish, I'll take this sword... and plunge it through your heart!\And then... response:	you can finally die!
context: Cut down that useless knight!\Mytho.\So it's just like the dream?\Now, if you are a true knight, do the job!\You're the one who showed me the end of the story, aren't you?\Just as you wish, I'll take this sword... and plunge it through your heart!\And then...\you can finally die! response:	No!
context: Mytho.\So it's just like the dream?\Now, if you are a true knight, do the job!\You're the one who showed me the end of the story, aren't you?\Just as you wish, I'll take this sword... and plunge it through your heart!\And then...\you can finally die!\No! response:	Stop!
context: So it's just like the dream?\Now, if you are a true knight, do the job!\You're the one who showed me the end of the story, aren't you?\Just as you wish, I'll take this sword... and plunge it through your heart!\And then...\you can finally die!\No!\Stop! response:	You idiot, what are you doing?!
context: Now, if you are a true knight, do the job!\You're the one who showed me the end of the story, aren't you?\Just as you wish, I'll take this sword... and plunge it through your heart!\And then...\you can finally die!\No!\Stop!\You idiot, what are you doing?! response:	Don't fight, Fakir.
context: You're the one who showed me the end of the story, aren't you?\Just as you wish, I'll take this sword... and plunge it through your heart!\And then...\you can finally die!\No!\Stop!\You idiot, what are you doing?!\Don't fight, Fakir. response:	Wait, Tutu!
context: Just as you wish, I'll take this sword... and plunge it through your heart!\And then...\you can finally die!\No!\Stop!\You idiot, what are you doing?!\Don't fight, Fakir.\Wait, Tutu! response:	Damn it, where are you, Tutu?!
context: And then...\you can finally die!\No!\Stop!\You idiot, what are you doing?!\Don't fight, Fakir.\Wait, Tutu!\Damn it, where are you, Tutu?! response:	Tutu.
context: you can finally die!\No!\Stop!\You idiot, what are you doing?!\Don't fight, Fakir.\Wait, Tutu!\Damn it, where are you, Tutu?!\Tutu. response:	Dance with me.
context: No!\Stop!\You idiot, what are you doing?!\Don't fight, Fakir.\Wait, Tutu!\Damn it, where are you, Tutu?!\Tutu.\Dance with me. response:	Tutu!
context: Stop!\You idiot, what are you doing?!\Don't fight, Fakir.\Wait, Tutu!\Damn it, where are you, Tutu?!\Tutu.\Dance with me.\Tutu! response:	What happened?! Where are you?!
context: You idiot, what are you doing?!\Don't fight, Fakir.\Wait, Tutu!\Damn it, where are you, Tutu?!\Tutu.\Dance with me.\Tutu!\What happened?! Where are you?! response:	Stay away!
context: Don't fight, Fakir.\Wait, Tutu!\Damn it, where are you, Tutu?!\Tutu.\Dance with me.\Tutu!\What happened?! Where are you?!\Stay away! response:	No matter how many times you swing your sword, your heart won't be satisfied.
context: Wait, Tutu!\Damn it, where are you, Tutu?!\Tutu.\Dance with me.\Tutu!\What happened?! Where are you?!\Stay away!\No matter how many times you swing your sword, your heart won't be satisfied. response:	I think you've already realized that.
context: Damn it, where are you, Tutu?!\Tutu.\Dance with me.\Tutu!\What happened?! Where are you?!\Stay away!\No matter how many times you swing your sword, your heart won't be satisfied.\I think you've already realized that. response:	Because that's not your real heart.
context: Tutu.\Dance with me.\Tutu!\What happened?! Where are you?!\Stay away!\No matter how many times you swing your sword, your heart won't be satisfied.\I think you've already realized that.\Because that's not your real heart. response:	What do you want so badly that you took your lover's life?
context: Dance with me.\Tutu!\What happened?! Where are you?!\Stay away!\No matter how many times you swing your sword, your heart won't be satisfied.\I think you've already realized that.\Because that's not your real heart.\What do you want so badly that you took your lover's life? response:	You can't stop fighting even after you've died, you're so sad, you suffer so much, you hold so much hate...
context: Tutu!\What happened?! Where are you?!\Stay away!\No matter how many times you swing your sword, your heart won't be satisfied.\I think you've already realized that.\Because that's not your real heart.\What do you want so badly that you took your lover's life?\You can't stop fighting even after you've died, you're so sad, you suffer so much, you hold so much hate... response:	What do you want that much?
context: What happened?! Where are you?!\Stay away!\No matter how many times you swing your sword, your heart won't be satisfied.\I think you've already realized that.\Because that's not your real heart.\What do you want so badly that you took your lover's life?\You can't stop fighting even after you've died, you're so sad, you suffer so much, you hold so much hate...\What do you want that much? response:	Is it really something more precious than a lover's life?
context: Stay away!\No matter how many times you swing your sword, your heart won't be satisfied.\I think you've already realized that.\Because that's not your real heart.\What do you want so badly that you took your lover's life?\You can't stop fighting even after you've died, you're so sad, you suffer so much, you hold so much hate...\What do you want that much?\Is it really something more precious than a lover's life? response:	Stop fighting and give back Mytho's heart.
context: No matter how many times you swing your sword, your heart won't be satisfied.\I think you've already realized that.\Because that's not your real heart.\What do you want so badly that you took your lover's life?\You can't stop fighting even after you've died, you're so sad, you suffer so much, you hold so much hate...\What do you want that much?\Is it really something more precious than a lover's life?\Stop fighting and give back Mytho's heart. response:	Stop this and give up your sword.
context: I think you've already realized that.\Because that's not your real heart.\What do you want so badly that you took your lover's life?\You can't stop fighting even after you've died, you're so sad, you suffer so much, you hold so much hate...\What do you want that much?\Is it really something more precious than a lover's life?\Stop fighting and give back Mytho's heart.\Stop this and give up your sword. response:	It's true that I'm from an enemy kingdom.
context: Because that's not your real heart.\What do you want so badly that you took your lover's life?\You can't stop fighting even after you've died, you're so sad, you suffer so much, you hold so much hate...\What do you want that much?\Is it really something more precious than a lover's life?\Stop fighting and give back Mytho's heart.\Stop this and give up your sword.\It's true that I'm from an enemy kingdom. response:	But I'm not saying this for my kingdom's sake.
context: What do you want so badly that you took your lover's life?\You can't stop fighting even after you've died, you're so sad, you suffer so much, you hold so much hate...\What do you want that much?\Is it really something more precious than a lover's life?\Stop fighting and give back Mytho's heart.\Stop this and give up your sword.\It's true that I'm from an enemy kingdom.\But I'm not saying this for my kingdom's sake. response:	I'm saying it because I love you...
context: You can't stop fighting even after you've died, you're so sad, you suffer so much, you hold so much hate...\What do you want that much?\Is it really something more precious than a lover's life?\Stop fighting and give back Mytho's heart.\Stop this and give up your sword.\It's true that I'm from an enemy kingdom.\But I'm not saying this for my kingdom's sake.\I'm saying it because I love you... response:	Because I don't want you to bear any more sorrow.
context: What do you want that much?\Is it really something more precious than a lover's life?\Stop fighting and give back Mytho's heart.\Stop this and give up your sword.\It's true that I'm from an enemy kingdom.\But I'm not saying this for my kingdom's sake.\I'm saying it because I love you...\Because I don't want you to bear any more sorrow. response:	That's right. Your battle is already over.
context: Is it really something more precious than a lover's life?\Stop fighting and give back Mytho's heart.\Stop this and give up your sword.\It's true that I'm from an enemy kingdom.\But I'm not saying this for my kingdom's sake.\I'm saying it because I love you...\Because I don't want you to bear any more sorrow.\That's right. Your battle is already over. response:	I'm the feeling of pride.
context: Stop fighting and give back Mytho's heart.\Stop this and give up your sword.\It's true that I'm from an enemy kingdom.\But I'm not saying this for my kingdom's sake.\I'm saying it because I love you...\Because I don't want you to bear any more sorrow.\That's right. Your battle is already over.\I'm the feeling of pride. response:	The feeling of pride...
context: Stop this and give up your sword.\It's true that I'm from an enemy kingdom.\But I'm not saying this for my kingdom's sake.\I'm saying it because I love you...\Because I don't want you to bear any more sorrow.\That's right. Your battle is already over.\I'm the feeling of pride.\The feeling of pride... response:	The shards of Mytho's heart that I gave back are making him suffer.
context: It's true that I'm from an enemy kingdom.\But I'm not saying this for my kingdom's sake.\I'm saying it because I love you...\Because I don't want you to bear any more sorrow.\That's right. Your battle is already over.\I'm the feeling of pride.\The feeling of pride...\The shards of Mytho's heart that I gave back are making him suffer. response:	But this is the one thing I can do right now.
context: But I'm not saying this for my kingdom's sake.\I'm saying it because I love you...\Because I don't want you to bear any more sorrow.\That's right. Your battle is already over.\I'm the feeling of pride.\The feeling of pride...\The shards of Mytho's heart that I gave back are making him suffer.\But this is the one thing I can do right now. response:	I have to get all of my feelings back as soon as I can, with help from Princess Tutu.
context: I'm saying it because I love you...\Because I don't want you to bear any more sorrow.\That's right. Your battle is already over.\I'm the feeling of pride.\The feeling of pride...\The shards of Mytho's heart that I gave back are making him suffer.\But this is the one thing I can do right now.\I have to get all of my feelings back as soon as I can, with help from Princess Tutu. response:	And then, I'll go back into the story.
context: Because I don't want you to bear any more sorrow.\That's right. Your battle is already over.\I'm the feeling of pride.\The feeling of pride...\The shards of Mytho's heart that I gave back are making him suffer.\But this is the one thing I can do right now.\I have to get all of my feelings back as soon as I can, with help from Princess Tutu.\And then, I'll go back into the story. response:	It makes sense that it's best for pieces of Mytho's heart to go back inside Mytho.
context: That's right. Your battle is already over.\I'm the feeling of pride.\The feeling of pride...\The shards of Mytho's heart that I gave back are making him suffer.\But this is the one thing I can do right now.\I have to get all of my feelings back as soon as I can, with help from Princess Tutu.\And then, I'll go back into the story.\It makes sense that it's best for pieces of Mytho's heart to go back inside Mytho. response:	Right, Mytho?
context: I'm the feeling of pride.\The feeling of pride...\The shards of Mytho's heart that I gave back are making him suffer.\But this is the one thing I can do right now.\I have to get all of my feelings back as soon as I can, with help from Princess Tutu.\And then, I'll go back into the story.\It makes sense that it's best for pieces of Mytho's heart to go back inside Mytho.\Right, Mytho? response:	Tutu...
context: The feeling of pride...\The shards of Mytho's heart that I gave back are making him suffer.\But this is the one thing I can do right now.\I have to get all of my feelings back as soon as I can, with help from Princess Tutu.\And then, I'll go back into the story.\It makes sense that it's best for pieces of Mytho's heart to go back inside Mytho.\Right, Mytho?\Tutu... response:	Was the ghost knight able to die?
context: The shards of Mytho's heart that I gave back are making him suffer.\But this is the one thing I can do right now.\I have to get all of my feelings back as soon as I can, with help from Princess Tutu.\And then, I'll go back into the story.\It makes sense that it's best for pieces of Mytho's heart to go back inside Mytho.\Right, Mytho?\Tutu...\Was the ghost knight able to die? response:	Ahiru!
context: But this is the one thing I can do right now.\I have to get all of my feelings back as soon as I can, with help from Princess Tutu.\And then, I'll go back into the story.\It makes sense that it's best for pieces of Mytho's heart to go back inside Mytho.\Right, Mytho?\Tutu...\Was the ghost knight able to die?\Ahiru! response:	Fakir, is it okay if I sleep a little?
context: I have to get all of my feelings back as soon as I can, with help from Princess Tutu.\And then, I'll go back into the story.\It makes sense that it's best for pieces of Mytho's heart to go back inside Mytho.\Right, Mytho?\Tutu...\Was the ghost knight able to die?\Ahiru!\Fakir, is it okay if I sleep a little? response:	Can't my sword even protect her?
context: And then, I'll go back into the story.\It makes sense that it's best for pieces of Mytho's heart to go back inside Mytho.\Right, Mytho?\Tutu...\Was the ghost knight able to die?\Ahiru!\Fakir, is it okay if I sleep a little?\Can't my sword even protect her? response:	Now I'm in a bind.
context: It makes sense that it's best for pieces of Mytho's heart to go back inside Mytho.\Right, Mytho?\Tutu...\Was the ghost knight able to die?\Ahiru!\Fakir, is it okay if I sleep a little?\Can't my sword even protect her?\Now I'm in a bind. response:	Something sinister is going on, but every single one of them is totally useless!
context: Right, Mytho?\Tutu...\Was the ghost knight able to die?\Ahiru!\Fakir, is it okay if I sleep a little?\Can't my sword even protect her?\Now I'm in a bind.\Something sinister is going on, but every single one of them is totally useless! response:	If only Edel were here at times like this...
context: Tutu...\Was the ghost knight able to die?\Ahiru!\Fakir, is it okay if I sleep a little?\Can't my sword even protect her?\Now I'm in a bind.\Something sinister is going on, but every single one of them is totally useless!\If only Edel were here at times like this... response:	Oh, what a bind!
context: Was the ghost knight able to die?\Ahiru!\Fakir, is it okay if I sleep a little?\Can't my sword even protect her?\Now I'm in a bind.\Something sinister is going on, but every single one of them is totally useless!\If only Edel were here at times like this...\Oh, what a bind! response:	I don't really want you brandishing a sword. I mean...
context: Ahiru!\Fakir, is it okay if I sleep a little?\Can't my sword even protect her?\Now I'm in a bind.\Something sinister is going on, but every single one of them is totally useless!\If only Edel were here at times like this...\Oh, what a bind!\I don't really want you brandishing a sword. I mean... response:	So you don't acknowledge me as a knight?
context: Fakir, is it okay if I sleep a little?\Can't my sword even protect her?\Now I'm in a bind.\Something sinister is going on, but every single one of them is totally useless!\If only Edel were here at times like this...\Oh, what a bind!\I don't really want you brandishing a sword. I mean...\So you don't acknowledge me as a knight? response:	You have raven's blood running through your veins, just like I do.
context: Can't my sword even protect her?\Now I'm in a bind.\Something sinister is going on, but every single one of them is totally useless!\If only Edel were here at times like this...\Oh, what a bind!\I don't really want you brandishing a sword. I mean...\So you don't acknowledge me as a knight?\You have raven's blood running through your veins, just like I do. response:	If I have you, I can become a prima ballerina, can't I?
context: Now I'm in a bind.\Something sinister is going on, but every single one of them is totally useless!\If only Edel were here at times like this...\Oh, what a bind!\I don't really want you brandishing a sword. I mean...\So you don't acknowledge me as a knight?\You have raven's blood running through your veins, just like I do.\If I have you, I can become a prima ballerina, can't I? response:	The feeling that's grown to the bursting point inside you, that's real love.
context: Something sinister is going on, but every single one of them is totally useless!\If only Edel were here at times like this...\Oh, what a bind!\I don't really want you brandishing a sword. I mean...\So you don't acknowledge me as a knight?\You have raven's blood running through your veins, just like I do.\If I have you, I can become a prima ballerina, can't I?\The feeling that's grown to the bursting point inside you, that's real love. response:	Shut up! What is this real love?!
context: If only Edel were here at times like this...\Oh, what a bind!\I don't really want you brandishing a sword. I mean...\So you don't acknowledge me as a knight?\You have raven's blood running through your veins, just like I do.\If I have you, I can become a prima ballerina, can't I?\The feeling that's grown to the bursting point inside you, that's real love.\Shut up! What is this real love?! response:	What you're seeking is false love.
context: Oh, what a bind!\I don't really want you brandishing a sword. I mean...\So you don't acknowledge me as a knight?\You have raven's blood running through your veins, just like I do.\If I have you, I can become a prima ballerina, can't I?\The feeling that's grown to the bursting point inside you, that's real love.\Shut up! What is this real love?!\What you're seeking is false love. response:	If this love is false, then all the love in the world is false love!
context: I don't really want you brandishing a sword. I mean...\So you don't acknowledge me as a knight?\You have raven's blood running through your veins, just like I do.\If I have you, I can become a prima ballerina, can't I?\The feeling that's grown to the bursting point inside you, that's real love.\Shut up! What is this real love?!\What you're seeking is false love.\If this love is false, then all the love in the world is false love! response:	A Midsummer Night's Dream
context: So you don't acknowledge me as a knight?\You have raven's blood running through your veins, just like I do.\If I have you, I can become a prima ballerina, can't I?\The feeling that's grown to the bursting point inside you, that's real love.\Shut up! What is this real love?!\What you're seeking is false love.\If this love is false, then all the love in the world is false love!\A Midsummer Night's Dream response:	All you children who love stories, come gather around.
context: You have raven's blood running through your veins, just like I do.\If I have you, I can become a prima ballerina, can't I?\The feeling that's grown to the bursting point inside you, that's real love.\Shut up! What is this real love?!\What you're seeking is false love.\If this love is false, then all the love in the world is false love!\A Midsummer Night's Dream\All you children who love stories, come gather around. response:	The voice calling, come now, wake up
context: If I have you, I can become a prima ballerina, can't I?\The feeling that's grown to the bursting point inside you, that's real love.\Shut up! What is this real love?!\What you're seeking is false love.\If this love is false, then all the love in the world is false love!\A Midsummer Night's Dream\All you children who love stories, come gather around.\The voice calling, come now, wake up response:	Wiping a tearstained face
context: The feeling that's grown to the bursting point inside you, that's real love.\Shut up! What is this real love?!\What you're seeking is false love.\If this love is false, then all the love in the world is false love!\A Midsummer Night's Dream\All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face response:	The brilliant light and the dew on trees are born
context: Shut up! What is this real love?!\What you're seeking is false love.\If this love is false, then all the love in the world is false love!\A Midsummer Night's Dream\All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born response:	By the secret water's edge that no one knows of
context: What you're seeking is false love.\If this love is false, then all the love in the world is false love!\A Midsummer Night's Dream\All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of response:	Dance the pas de deux of life
context: If this love is false, then all the love in the world is false love!\A Midsummer Night's Dream\All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life response:	Dreaming again today
context: A Midsummer Night's Dream\All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today response:	It is a gentle, yet fierce current
context: All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current response:	How far does the labyrinth stretch?
context: The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch? response:	I shall go
context: Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go response:	The dream I hold tight
context: The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight response:	I loved like I was dreaming
context: By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming response:	It swells... My heart swells
context: Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells response:	I thought how wonderful it was to be alive
context: Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive response:	I can't wait for tomorrow
context: It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow response:	I want to be there for you
context: How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you response:	At all times
context: I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times response:	Wait, it won't wait
context: The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait response:	Running, running along
context: I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait\Running, running along response:	Passing by even the wind and the rain clouds
context: It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait\Running, running along\Passing by even the wind and the rain clouds response:	Just beating my own wings
