context: I love this place. response:	I can walk on my own two feet here!
context: Stygis 2, by your command.\Stygis 3, by your command.\Intense heat signatures closing in from LEO at high speed!\Not reading an IFF signal!\From below?!\They will pass within 2km of this base\on a trajectory that will take them to the Mars Army's Marineros Base!\Orders from HQ to intercept, ma'am! response:	Ships closing in at high speed. 7 mid-sized ships, and 3 small units.
context: Stygis 3, by your command.\Intense heat signatures closing in from LEO at high speed!\Not reading an IFF signal!\From below?!\They will pass within 2km of this base\on a trajectory that will take them to the Mars Army's Marineros Base!\Orders from HQ to intercept, ma'am!\Ships closing in at high speed. 7 mid-sized ships, and 3 small units. response:	They intend to launch a surprise attack prior to the all-out offensive.
context: Intense heat signatures closing in from LEO at high speed!\Not reading an IFF signal!\From below?!\They will pass within 2km of this base\on a trajectory that will take them to the Mars Army's Marineros Base!\Orders from HQ to intercept, ma'am!\Ships closing in at high speed. 7 mid-sized ships, and 3 small units.\They intend to launch a surprise attack prior to the all-out offensive. response:	Scramble all operational shipboard Kataphrakts!
context: Not reading an IFF signal!\From below?!\They will pass within 2km of this base\on a trajectory that will take them to the Mars Army's Marineros Base!\Orders from HQ to intercept, ma'am!\Ships closing in at high speed. 7 mid-sized ships, and 3 small units.\They intend to launch a surprise attack prior to the all-out offensive.\Scramble all operational shipboard Kataphrakts! response:	And prep the ship for emergency launch!
context: From below?!\They will pass within 2km of this base\on a trajectory that will take them to the Mars Army's Marineros Base!\Orders from HQ to intercept, ma'am!\Ships closing in at high speed. 7 mid-sized ships, and 3 small units.\They intend to launch a surprise attack prior to the all-out offensive.\Scramble all operational shipboard Kataphrakts!\And prep the ship for emergency launch! response:	Calm.
context: They will pass within 2km of this base\on a trajectory that will take them to the Mars Army's Marineros Base!\Orders from HQ to intercept, ma'am!\Ships closing in at high speed. 7 mid-sized ships, and 3 small units.\They intend to launch a surprise attack prior to the all-out offensive.\Scramble all operational shipboard Kataphrakts!\And prep the ship for emergency launch!\Calm. response:	Is mine ready?
context: on a trajectory that will take them to the Mars Army's Marineros Base!\Orders from HQ to intercept, ma'am!\Ships closing in at high speed. 7 mid-sized ships, and 3 small units.\They intend to launch a surprise attack prior to the all-out offensive.\Scramble all operational shipboard Kataphrakts!\And prep the ship for emergency launch!\Calm.\Is mine ready? response:	Repairs are complete. It's also fully kitted out with a space loadout.
context: Orders from HQ to intercept, ma'am!\Ships closing in at high speed. 7 mid-sized ships, and 3 small units.\They intend to launch a surprise attack prior to the all-out offensive.\Scramble all operational shipboard Kataphrakts!\And prep the ship for emergency launch!\Calm.\Is mine ready?\Repairs are complete. It's also fully kitted out with a space loadout. response:	Thanks.
context: Ships closing in at high speed. 7 mid-sized ships, and 3 small units.\They intend to launch a surprise attack prior to the all-out offensive.\Scramble all operational shipboard Kataphrakts!\And prep the ship for emergency launch!\Calm.\Is mine ready?\Repairs are complete. It's also fully kitted out with a space loadout.\Thanks. response:	Are you sure you want to keep this gaudy color? Give the word, and I'll paint it.
context: They intend to launch a surprise attack prior to the all-out offensive.\Scramble all operational shipboard Kataphrakts!\And prep the ship for emergency launch!\Calm.\Is mine ready?\Repairs are complete. It's also fully kitted out with a space loadout.\Thanks.\Are you sure you want to keep this gaudy color? Give the word, and I'll paint it. response:	It's okay. It's supposed to attract attention.
context: Scramble all operational shipboard Kataphrakts!\And prep the ship for emergency launch!\Calm.\Is mine ready?\Repairs are complete. It's also fully kitted out with a space loadout.\Thanks.\Are you sure you want to keep this gaudy color? Give the word, and I'll paint it.\It's okay. It's supposed to attract attention. response:	Huh?
context: And prep the ship for emergency launch!\Calm.\Is mine ready?\Repairs are complete. It's also fully kitted out with a space loadout.\Thanks.\Are you sure you want to keep this gaudy color? Give the word, and I'll paint it.\It's okay. It's supposed to attract attention.\Huh? response:	Don't worry about it.
context: Calm.\Is mine ready?\Repairs are complete. It's also fully kitted out with a space loadout.\Thanks.\Are you sure you want to keep this gaudy color? Give the word, and I'll paint it.\It's okay. It's supposed to attract attention.\Huh?\Don't worry about it. response:	Ghanaati Platoon, in position.
context: Is mine ready?\Repairs are complete. It's also fully kitted out with a space loadout.\Thanks.\Are you sure you want to keep this gaudy color? Give the word, and I'll paint it.\It's okay. It's supposed to attract attention.\Huh?\Don't worry about it.\Ghanaati Platoon, in position. response:	Harroway Platoon, in position.
context: Repairs are complete. It's also fully kitted out with a space loadout.\Thanks.\Are you sure you want to keep this gaudy color? Give the word, and I'll paint it.\It's okay. It's supposed to attract attention.\Huh?\Don't worry about it.\Ghanaati Platoon, in position.\Harroway Platoon, in position. response:	Mustang 11, in position!
context: Thanks.\Are you sure you want to keep this gaudy color? Give the word, and I'll paint it.\It's okay. It's supposed to attract attention.\Huh?\Don't worry about it.\Ghanaati Platoon, in position.\Harroway Platoon, in position.\Mustang 11, in position! response:	Mustang 22, in position!
context: Are you sure you want to keep this gaudy color? Give the word, and I'll paint it.\It's okay. It's supposed to attract attention.\Huh?\Don't worry about it.\Ghanaati Platoon, in position.\Harroway Platoon, in position.\Mustang 11, in position!\Mustang 22, in position! response:	Relative velocity with enemy units is 3kps. They'll pass by in a flash.
context: It's okay. It's supposed to attract attention.\Huh?\Don't worry about it.\Ghanaati Platoon, in position.\Harroway Platoon, in position.\Mustang 11, in position!\Mustang 22, in position!\Relative velocity with enemy units is 3kps. They'll pass by in a flash. response:	Meaning that their chances of attacking are slim.
context: Huh?\Don't worry about it.\Ghanaati Platoon, in position.\Harroway Platoon, in position.\Mustang 11, in position!\Mustang 22, in position!\Relative velocity with enemy units is 3kps. They'll pass by in a flash.\Meaning that their chances of attacking are slim. response:	Stygis 1, commencing attack.
context: Don't worry about it.\Ghanaati Platoon, in position.\Harroway Platoon, in position.\Mustang 11, in position!\Mustang 22, in position!\Relative velocity with enemy units is 3kps. They'll pass by in a flash.\Meaning that their chances of attacking are slim.\Stygis 1, commencing attack. response:	Stygis 2, commencing attack.
context: Ghanaati Platoon, in position.\Harroway Platoon, in position.\Mustang 11, in position!\Mustang 22, in position!\Relative velocity with enemy units is 3kps. They'll pass by in a flash.\Meaning that their chances of attacking are slim.\Stygis 1, commencing attack.\Stygis 2, commencing attack. response:	Stygis 3, commencing attack.
context: Harroway Platoon, in position.\Mustang 11, in position!\Mustang 22, in position!\Relative velocity with enemy units is 3kps. They'll pass by in a flash.\Meaning that their chances of attacking are slim.\Stygis 1, commencing attack.\Stygis 2, commencing attack.\Stygis 3, commencing attack. response:	Fire incoming!
context: Mustang 11, in position!\Mustang 22, in position!\Relative velocity with enemy units is 3kps. They'll pass by in a flash.\Meaning that their chances of attacking are slim.\Stygis 1, commencing attack.\Stygis 2, commencing attack.\Stygis 3, commencing attack.\Fire incoming! response:	Bastard!
context: Mustang 22, in position!\Relative velocity with enemy units is 3kps. They'll pass by in a flash.\Meaning that their chances of attacking are slim.\Stygis 1, commencing attack.\Stygis 2, commencing attack.\Stygis 3, commencing attack.\Fire incoming!\Bastard! response:	The wind is complicated. Neither one of us will land a hit at this range.
context: Relative velocity with enemy units is 3kps. They'll pass by in a flash.\Meaning that their chances of attacking are slim.\Stygis 1, commencing attack.\Stygis 2, commencing attack.\Stygis 3, commencing attack.\Fire incoming!\Bastard!\The wind is complicated. Neither one of us will land a hit at this range. response:	Someone's shots landed?
context: Meaning that their chances of attacking are slim.\Stygis 1, commencing attack.\Stygis 2, commencing attack.\Stygis 3, commencing attack.\Fire incoming!\Bastard!\The wind is complicated. Neither one of us will land a hit at this range.\Someone's shots landed? response:	At this range?
context: Stygis 1, commencing attack.\Stygis 2, commencing attack.\Stygis 3, commencing attack.\Fire incoming!\Bastard!\The wind is complicated. Neither one of us will land a hit at this range.\Someone's shots landed?\At this range? response:	Mustang 00, commencing attack.
context: Stygis 2, commencing attack.\Stygis 3, commencing attack.\Fire incoming!\Bastard!\The wind is complicated. Neither one of us will land a hit at this range.\Someone's shots landed?\At this range?\Mustang 00, commencing attack. response:	Inaho!
context: Stygis 3, commencing attack.\Fire incoming!\Bastard!\The wind is complicated. Neither one of us will land a hit at this range.\Someone's shots landed?\At this range?\Mustang 00, commencing attack.\Inaho! response:	Compensating for gravity gradient resulting from dense satellite clusters.
context: Fire incoming!\Bastard!\The wind is complicated. Neither one of us will land a hit at this range.\Someone's shots landed?\At this range?\Mustang 00, commencing attack.\Inaho!\Compensating for gravity gradient resulting from dense satellite clusters. response:	Ready.
context: Bastard!\The wind is complicated. Neither one of us will land a hit at this range.\Someone's shots landed?\At this range?\Mustang 00, commencing attack.\Inaho!\Compensating for gravity gradient resulting from dense satellite clusters.\Ready. response:	Target set...
context: The wind is complicated. Neither one of us will land a hit at this range.\Someone's shots landed?\At this range?\Mustang 00, commencing attack.\Inaho!\Compensating for gravity gradient resulting from dense satellite clusters.\Ready.\Target set... response:	Fire.
context: Someone's shots landed?\At this range?\Mustang 00, commencing attack.\Inaho!\Compensating for gravity gradient resulting from dense satellite clusters.\Ready.\Target set...\Fire. response:	Next!
context: At this range?\Mustang 00, commencing attack.\Inaho!\Compensating for gravity gradient resulting from dense satellite clusters.\Ready.\Target set...\Fire.\Next! response:	Next!
context: Mustang 00, commencing attack.\Inaho!\Compensating for gravity gradient resulting from dense satellite clusters.\Ready.\Target set...\Fire.\Next!\Next! response:	The Stygis Platoon, it's
context: Inaho!\Compensating for gravity gradient resulting from dense satellite clusters.\Ready.\Target set...\Fire.\Next!\Next!\The Stygis Platoon, it's response:	Inaho!
context: Compensating for gravity gradient resulting from dense satellite clusters.\Ready.\Target set...\Fire.\Next!\Next!\The Stygis Platoon, it's\Inaho! response:	Are you all right, Count?
context: Ready.\Target set...\Fire.\Next!\Next!\The Stygis Platoon, it's\Inaho!\Are you all right, Count? response:	Slaine!
context: Target set...\Fire.\Next!\Next!\The Stygis Platoon, it's\Inaho!\Are you all right, Count?\Slaine! response:	I will act as a decoy to draw their fire.
context: Fire.\Next!\Next!\The Stygis Platoon, it's\Inaho!\Are you all right, Count?\Slaine!\I will act as a decoy to draw their fire. response:	Mr. Harklight, take evasive action.
context: Next!\Next!\The Stygis Platoon, it's\Inaho!\Are you all right, Count?\Slaine!\I will act as a decoy to draw their fire.\Mr. Harklight, take evasive action. response:	Understood!
context: Next!\The Stygis Platoon, it's\Inaho!\Are you all right, Count?\Slaine!\I will act as a decoy to draw their fire.\Mr. Harklight, take evasive action.\Understood! response:	They're going to hit!
context: The Stygis Platoon, it's\Inaho!\Are you all right, Count?\Slaine!\I will act as a decoy to draw their fire.\Mr. Harklight, take evasive action.\Understood!\They're going to hit! response:	He dodged it?
context: Inaho!\Are you all right, Count?\Slaine!\I will act as a decoy to draw their fire.\Mr. Harklight, take evasive action.\Understood!\They're going to hit!\He dodged it? response:	How did it move like that?
context: Are you all right, Count?\Slaine!\I will act as a decoy to draw their fire.\Mr. Harklight, take evasive action.\Understood!\They're going to hit!\He dodged it?\How did it move like that? response:	That's pinpoint accuracy! How are shots landing in this wind?
context: Slaine!\I will act as a decoy to draw their fire.\Mr. Harklight, take evasive action.\Understood!\They're going to hit!\He dodged it?\How did it move like that?\That's pinpoint accuracy! How are shots landing in this wind? response:	Speed?
context: I will act as a decoy to draw their fire.\Mr. Harklight, take evasive action.\Understood!\They're going to hit!\He dodged it?\How did it move like that?\That's pinpoint accuracy! How are shots landing in this wind?\Speed? response:	No, that's not it.
context: Mr. Harklight, take evasive action.\Understood!\They're going to hit!\He dodged it?\How did it move like that?\That's pinpoint accuracy! How are shots landing in this wind?\Speed?\No, that's not it. response:	It's anticipating the rounds' trajectory.
context: Understood!\They're going to hit!\He dodged it?\How did it move like that?\That's pinpoint accuracy! How are shots landing in this wind?\Speed?\No, that's not it.\It's anticipating the rounds' trajectory. response:	But how?
context: They're going to hit!\He dodged it?\How did it move like that?\That's pinpoint accuracy! How are shots landing in this wind?\Speed?\No, that's not it.\It's anticipating the rounds' trajectory.\But how? response:	Who is this person?
context: He dodged it?\How did it move like that?\That's pinpoint accuracy! How are shots landing in this wind?\Speed?\No, that's not it.\It's anticipating the rounds' trajectory.\But how?\Who is this person? response:	It's him.
context: How did it move like that?\That's pinpoint accuracy! How are shots landing in this wind?\Speed?\No, that's not it.\It's anticipating the rounds' trajectory.\But how?\Who is this person?\It's him. response:	An orange Kataphrakt...
context: That's pinpoint accuracy! How are shots landing in this wind?\Speed?\No, that's not it.\It's anticipating the rounds' trajectory.\But how?\Who is this person?\It's him.\An orange Kataphrakt... response:	It can't be!
context: Speed?\No, that's not it.\It's anticipating the rounds' trajectory.\But how?\Who is this person?\It's him.\An orange Kataphrakt...\It can't be! response:	I've been looking for you, Bat...
context: No, that's not it.\It's anticipating the rounds' trajectory.\But how?\Who is this person?\It's him.\An orange Kataphrakt...\It can't be!\I've been looking for you, Bat... response:	No, I guess you did a class change and are Gull now.
context: It's anticipating the rounds' trajectory.\But how?\Who is this person?\It's him.\An orange Kataphrakt...\It can't be!\I've been looking for you, Bat...\No, I guess you did a class change and are Gull now. response:	Enemy convoy is almost in effective firing range!
context: But how?\Who is this person?\It's him.\An orange Kataphrakt...\It can't be!\I've been looking for you, Bat...\No, I guess you did a class change and are Gull now.\Enemy convoy is almost in effective firing range! response:	Fire at will!
context: Who is this person?\It's him.\An orange Kataphrakt...\It can't be!\I've been looking for you, Bat...\No, I guess you did a class change and are Gull now.\Enemy convoy is almost in effective firing range!\Fire at will! response:	Inaho!
context: It's him.\An orange Kataphrakt...\It can't be!\I've been looking for you, Bat...\No, I guess you did a class change and are Gull now.\Enemy convoy is almost in effective firing range!\Fire at will!\Inaho! response:	Enemy convoy has passed. Now breaking away.
context: An orange Kataphrakt...\It can't be!\I've been looking for you, Bat...\No, I guess you did a class change and are Gull now.\Enemy convoy is almost in effective firing range!\Fire at will!\Inaho!\Enemy convoy has passed. Now breaking away. response:	Continue firing until enemy is out of range! Give me a damage report.
context: It can't be!\I've been looking for you, Bat...\No, I guess you did a class change and are Gull now.\Enemy convoy is almost in effective firing range!\Fire at will!\Inaho!\Enemy convoy has passed. Now breaking away.\Continue firing until enemy is out of range! Give me a damage report. response:	Tharsis...
context: I've been looking for you, Bat...\No, I guess you did a class change and are Gull now.\Enemy convoy is almost in effective firing range!\Fire at will!\Inaho!\Enemy convoy has passed. Now breaking away.\Continue firing until enemy is out of range! Give me a damage report.\Tharsis... response:	The personal Kataphrakt of Orbital Knight Count Cruhteo.
context: No, I guess you did a class change and are Gull now.\Enemy convoy is almost in effective firing range!\Fire at will!\Inaho!\Enemy convoy has passed. Now breaking away.\Continue firing until enemy is out of range! Give me a damage report.\Tharsis...\The personal Kataphrakt of Orbital Knight Count Cruhteo. response:	Later owned by Count Saazbaum and piloted by a knight under his command.
context: Enemy convoy is almost in effective firing range!\Fire at will!\Inaho!\Enemy convoy has passed. Now breaking away.\Continue firing until enemy is out of range! Give me a damage report.\Tharsis...\The personal Kataphrakt of Orbital Knight Count Cruhteo.\Later owned by Count Saazbaum and piloted by a knight under his command. response:	The pilot's name...
context: Fire at will!\Inaho!\Enemy convoy has passed. Now breaking away.\Continue firing until enemy is out of range! Give me a damage report.\Tharsis...\The personal Kataphrakt of Orbital Knight Count Cruhteo.\Later owned by Count Saazbaum and piloted by a knight under his command.\The pilot's name... response:	The orange Kataphrakt...
context: Inaho!\Enemy convoy has passed. Now breaking away.\Continue firing until enemy is out of range! Give me a damage report.\Tharsis...\The personal Kataphrakt of Orbital Knight Count Cruhteo.\Later owned by Count Saazbaum and piloted by a knight under his command.\The pilot's name...\The orange Kataphrakt... response:	It's a trainer.
context: Enemy convoy has passed. Now breaking away.\Continue firing until enemy is out of range! Give me a damage report.\Tharsis...\The personal Kataphrakt of Orbital Knight Count Cruhteo.\Later owned by Count Saazbaum and piloted by a knight under his command.\The pilot's name...\The orange Kataphrakt...\It's a trainer. response:	A trainer?
context: Continue firing until enemy is out of range! Give me a damage report.\Tharsis...\The personal Kataphrakt of Orbital Knight Count Cruhteo.\Later owned by Count Saazbaum and piloted by a knight under his command.\The pilot's name...\The orange Kataphrakt...\It's a trainer.\A trainer? response:	Yes, that boy prefers to only pilot trainers.
context: Tharsis...\The personal Kataphrakt of Orbital Knight Count Cruhteo.\Later owned by Count Saazbaum and piloted by a knight under his command.\The pilot's name...\The orange Kataphrakt...\It's a trainer.\A trainer?\Yes, that boy prefers to only pilot trainers. response:	That boy?
context: The personal Kataphrakt of Orbital Knight Count Cruhteo.\Later owned by Count Saazbaum and piloted by a knight under his command.\The pilot's name...\The orange Kataphrakt...\It's a trainer.\A trainer?\Yes, that boy prefers to only pilot trainers.\That boy? response:	Yes. His name is...
context: Later owned by Count Saazbaum and piloted by a knight under his command.\The pilot's name...\The orange Kataphrakt...\It's a trainer.\A trainer?\Yes, that boy prefers to only pilot trainers.\That boy?\Yes. His name is... response:	Inaho Kaizuka...
context: The pilot's name...\The orange Kataphrakt...\It's a trainer.\A trainer?\Yes, that boy prefers to only pilot trainers.\That boy?\Yes. His name is...\Inaho Kaizuka... response:	So you're alive.
context: The orange Kataphrakt...\It's a trainer.\A trainer?\Yes, that boy prefers to only pilot trainers.\That boy?\Yes. His name is...\Inaho Kaizuka...\So you're alive. response:	I've found you,
context: It's a trainer.\A trainer?\Yes, that boy prefers to only pilot trainers.\That boy?\Yes. His name is...\Inaho Kaizuka...\So you're alive.\I've found you, response:	Slaine Troyard.
