context: The scenery's pretty invigorating, isn't it? response:	Yunosagi's over there.
context: Okay, guess I had better head back to work.\I'm going to peel the white radish.\Now that Tomoe mentioned it, Tohru's also excited...\Why is everyone so hyped?\What's a chef going to do in a movie anyway?\But I get the feeling that Tohru would look good on screen...\Oops.\Okay! response:	Okay!
context: I'm going to peel the white radish.\Now that Tomoe mentioned it, Tohru's also excited...\Why is everyone so hyped?\What's a chef going to do in a movie anyway?\But I get the feeling that Tohru would look good on screen...\Oops.\Okay!\Okay! response:	Okay!
context: Now that Tomoe mentioned it, Tohru's also excited...\Why is everyone so hyped?\What's a chef going to do in a movie anyway?\But I get the feeling that Tohru would look good on screen...\Oops.\Okay!\Okay!\Okay! response:	Wow! Awesome!
context: Why is everyone so hyped?\What's a chef going to do in a movie anyway?\But I get the feeling that Tohru would look good on screen...\Oops.\Okay!\Okay!\Okay!\Wow! Awesome! response:	It's a crane!
context: What's a chef going to do in a movie anyway?\But I get the feeling that Tohru would look good on screen...\Oops.\Okay!\Okay!\Okay!\Wow! Awesome!\It's a crane! response:	Yeah, a movie's gotta have a crane!
context: But I get the feeling that Tohru would look good on screen...\Oops.\Okay!\Okay!\Okay!\Wow! Awesome!\It's a crane!\Yeah, a movie's gotta have a crane! response:	This is Ms. Suehiro, the lead actress of the film.
context: Oops.\Okay!\Okay!\Okay!\Wow! Awesome!\It's a crane!\Yeah, a movie's gotta have a crane!\This is Ms. Suehiro, the lead actress of the film. response:	Thank you for coming. Thank you for coming.
context: Okay!\Okay!\Okay!\Wow! Awesome!\It's a crane!\Yeah, a movie's gotta have a crane!\This is Ms. Suehiro, the lead actress of the film.\Thank you for coming. Thank you for coming. response:	I look forward to working with you all.
context: Okay!\Okay!\Wow! Awesome!\It's a crane!\Yeah, a movie's gotta have a crane!\This is Ms. Suehiro, the lead actress of the film.\Thank you for coming. Thank you for coming.\I look forward to working with you all. response:	Actresses are so different from ordinary people, aren't they, Nakochi?
context: Okay!\Wow! Awesome!\It's a crane!\Yeah, a movie's gotta have a crane!\This is Ms. Suehiro, the lead actress of the film.\Thank you for coming. Thank you for coming.\I look forward to working with you all.\Actresses are so different from ordinary people, aren't they, Nakochi? response:	That day, they started doing the test shoots...
context: Wow! Awesome!\It's a crane!\Yeah, a movie's gotta have a crane!\This is Ms. Suehiro, the lead actress of the film.\Thank you for coming. Thank you for coming.\I look forward to working with you all.\Actresses are so different from ordinary people, aren't they, Nakochi?\That day, they started doing the test shoots... response:	I-I'm so nervous!
context: It's a crane!\Yeah, a movie's gotta have a crane!\This is Ms. Suehiro, the lead actress of the film.\Thank you for coming. Thank you for coming.\I look forward to working with you all.\Actresses are so different from ordinary people, aren't they, Nakochi?\That day, they started doing the test shoots...\I-I'm so nervous! response:	Calm down, Ohana!
context: Yeah, a movie's gotta have a crane!\This is Ms. Suehiro, the lead actress of the film.\Thank you for coming. Thank you for coming.\I look forward to working with you all.\Actresses are so different from ordinary people, aren't they, Nakochi?\That day, they started doing the test shoots...\I-I'm so nervous!\Calm down, Ohana! response:	I've brought some cold tea.
context: This is Ms. Suehiro, the lead actress of the film.\Thank you for coming. Thank you for coming.\I look forward to working with you all.\Actresses are so different from ordinary people, aren't they, Nakochi?\That day, they started doing the test shoots...\I-I'm so nervous!\Calm down, Ohana!\I've brought some cold tea. response:	Oh, thank you. Please come in.
context: Thank you for coming. Thank you for coming.\I look forward to working with you all.\Actresses are so different from ordinary people, aren't they, Nakochi?\That day, they started doing the test shoots...\I-I'm so nervous!\Calm down, Ohana!\I've brought some cold tea.\Oh, thank you. Please come in. response:	This is so good!
context: I look forward to working with you all.\Actresses are so different from ordinary people, aren't they, Nakochi?\That day, they started doing the test shoots...\I-I'm so nervous!\Calm down, Ohana!\I've brought some cold tea.\Oh, thank you. Please come in.\This is so good! response:	Thank you.
context: Actresses are so different from ordinary people, aren't they, Nakochi?\That day, they started doing the test shoots...\I-I'm so nervous!\Calm down, Ohana!\I've brought some cold tea.\Oh, thank you. Please come in.\This is so good!\Thank you. response:	This is a wonderful inn.
context: That day, they started doing the test shoots...\I-I'm so nervous!\Calm down, Ohana!\I've brought some cold tea.\Oh, thank you. Please come in.\This is so good!\Thank you.\This is a wonderful inn. response:	I really like it here.
context: I-I'm so nervous!\Calm down, Ohana!\I've brought some cold tea.\Oh, thank you. Please come in.\This is so good!\Thank you.\This is a wonderful inn.\I really like it here. response:	Yeah! I'd like to make a personal visit here sometime.
context: Calm down, Ohana!\I've brought some cold tea.\Oh, thank you. Please come in.\This is so good!\Thank you.\This is a wonderful inn.\I really like it here.\Yeah! I'd like to make a personal visit here sometime. response:	Thank you for your kind words.
context: I've brought some cold tea.\Oh, thank you. Please come in.\This is so good!\Thank you.\This is a wonderful inn.\I really like it here.\Yeah! I'd like to make a personal visit here sometime.\Thank you for your kind words. response:	It's quite an old building.
context: Oh, thank you. Please come in.\This is so good!\Thank you.\This is a wonderful inn.\I really like it here.\Yeah! I'd like to make a personal visit here sometime.\Thank you for your kind words.\It's quite an old building. response:	I'm sure it's hard to keep everything down.
context: This is so good!\Thank you.\This is a wonderful inn.\I really like it here.\Yeah! I'd like to make a personal visit here sometime.\Thank you for your kind words.\It's quite an old building.\I'm sure it's hard to keep everything down. response:	Yes, it was already 60 years old when
context: Thank you.\This is a wonderful inn.\I really like it here.\Yeah! I'd like to make a personal visit here sometime.\Thank you for your kind words.\It's quite an old building.\I'm sure it's hard to keep everything down.\Yes, it was already 60 years old when response:	it was passed down to me.
context: This is a wonderful inn.\I really like it here.\Yeah! I'd like to make a personal visit here sometime.\Thank you for your kind words.\It's quite an old building.\I'm sure it's hard to keep everything down.\Yes, it was already 60 years old when\it was passed down to me. response:	Wow, 60 years?!
context: I really like it here.\Yeah! I'd like to make a personal visit here sometime.\Thank you for your kind words.\It's quite an old building.\I'm sure it's hard to keep everything down.\Yes, it was already 60 years old when\it was passed down to me.\Wow, 60 years?! response:	After such a long time,
context: Yeah! I'd like to make a personal visit here sometime.\Thank you for your kind words.\It's quite an old building.\I'm sure it's hard to keep everything down.\Yes, it was already 60 years old when\it was passed down to me.\Wow, 60 years?!\After such a long time, response:	seams come apart in places that can't be seen.
context: Thank you for your kind words.\It's quite an old building.\I'm sure it's hard to keep everything down.\Yes, it was already 60 years old when\it was passed down to me.\Wow, 60 years?!\After such a long time,\seams come apart in places that can't be seen. response:	Please excuse me.
context: It's quite an old building.\I'm sure it's hard to keep everything down.\Yes, it was already 60 years old when\it was passed down to me.\Wow, 60 years?!\After such a long time,\seams come apart in places that can't be seen.\Please excuse me. response:	Oh, Madam Manager!
context: I'm sure it's hard to keep everything down.\Yes, it was already 60 years old when\it was passed down to me.\Wow, 60 years?!\After such a long time,\seams come apart in places that can't be seen.\Please excuse me.\Oh, Madam Manager! response:	Ms. Suehiro, I was wondering
context: Yes, it was already 60 years old when\it was passed down to me.\Wow, 60 years?!\After such a long time,\seams come apart in places that can't be seen.\Please excuse me.\Oh, Madam Manager!\Ms. Suehiro, I was wondering response:	if you could give us an autograph
context: it was passed down to me.\Wow, 60 years?!\After such a long time,\seams come apart in places that can't be seen.\Please excuse me.\Oh, Madam Manager!\Ms. Suehiro, I was wondering\if you could give us an autograph response:	which we could use to decorate the hallway.
context: Wow, 60 years?!\After such a long time,\seams come apart in places that can't be seen.\Please excuse me.\Oh, Madam Manager!\Ms. Suehiro, I was wondering\if you could give us an autograph\which we could use to decorate the hallway. response:	Of course.
context: After such a long time,\seams come apart in places that can't be seen.\Please excuse me.\Oh, Madam Manager!\Ms. Suehiro, I was wondering\if you could give us an autograph\which we could use to decorate the hallway.\Of course. response:	Excuse me.
context: seams come apart in places that can't be seen.\Please excuse me.\Oh, Madam Manager!\Ms. Suehiro, I was wondering\if you could give us an autograph\which we could use to decorate the hallway.\Of course.\Excuse me. response:	I was surprised to hear that Madam Manager
context: Please excuse me.\Oh, Madam Manager!\Ms. Suehiro, I was wondering\if you could give us an autograph\which we could use to decorate the hallway.\Of course.\Excuse me.\I was surprised to hear that Madam Manager response:	agreed to the filming in the first place!
context: Oh, Madam Manager!\Ms. Suehiro, I was wondering\if you could give us an autograph\which we could use to decorate the hallway.\Of course.\Excuse me.\I was surprised to hear that Madam Manager\agreed to the filming in the first place! response:	Yeah, I heard she gave her consent right away.
context: Ms. Suehiro, I was wondering\if you could give us an autograph\which we could use to decorate the hallway.\Of course.\Excuse me.\I was surprised to hear that Madam Manager\agreed to the filming in the first place!\Yeah, I heard she gave her consent right away. response:	Maybe she really wanted a role in the movie.
context: if you could give us an autograph\which we could use to decorate the hallway.\Of course.\Excuse me.\I was surprised to hear that Madam Manager\agreed to the filming in the first place!\Yeah, I heard she gave her consent right away.\Maybe she really wanted a role in the movie. response:	Maybe!
context: which we could use to decorate the hallway.\Of course.\Excuse me.\I was surprised to hear that Madam Manager\agreed to the filming in the first place!\Yeah, I heard she gave her consent right away.\Maybe she really wanted a role in the movie.\Maybe! response:	What?
context: Of course.\Excuse me.\I was surprised to hear that Madam Manager\agreed to the filming in the first place!\Yeah, I heard she gave her consent right away.\Maybe she really wanted a role in the movie.\Maybe!\What? response:	I'm going to take the main character's place for now?!
context: Excuse me.\I was surprised to hear that Madam Manager\agreed to the filming in the first place!\Yeah, I heard she gave her consent right away.\Maybe she really wanted a role in the movie.\Maybe!\What?\I'm going to take the main character's place for now?! response:	It's just for the camera test.
context: I was surprised to hear that Madam Manager\agreed to the filming in the first place!\Yeah, I heard she gave her consent right away.\Maybe she really wanted a role in the movie.\Maybe!\What?\I'm going to take the main character's place for now?!\It's just for the camera test. response:	Yeah, but...
context: agreed to the filming in the first place!\Yeah, I heard she gave her consent right away.\Maybe she really wanted a role in the movie.\Maybe!\What?\I'm going to take the main character's place for now?!\It's just for the camera test.\Yeah, but... response:	The main character's running late.
context: Yeah, I heard she gave her consent right away.\Maybe she really wanted a role in the movie.\Maybe!\What?\I'm going to take the main character's place for now?!\It's just for the camera test.\Yeah, but...\The main character's running late. response:	Think of it as an additional benefit!
context: Maybe she really wanted a role in the movie.\Maybe!\What?\I'm going to take the main character's place for now?!\It's just for the camera test.\Yeah, but...\The main character's running late.\Think of it as an additional benefit! response:	You can walk arm-in-arm with Ms. Suehiro.
context: Maybe!\What?\I'm going to take the main character's place for now?!\It's just for the camera test.\Yeah, but...\The main character's running late.\Think of it as an additional benefit!\You can walk arm-in-arm with Ms. Suehiro. response:	A just married couple!
context: What?\I'm going to take the main character's place for now?!\It's just for the camera test.\Yeah, but...\The main character's running late.\Think of it as an additional benefit!\You can walk arm-in-arm with Ms. Suehiro.\A just married couple! response:	Wow, that's incredible!
context: I'm going to take the main character's place for now?!\It's just for the camera test.\Yeah, but...\The main character's running late.\Think of it as an additional benefit!\You can walk arm-in-arm with Ms. Suehiro.\A just married couple!\Wow, that's incredible! response:	Show us what you've got, young master!
context: It's just for the camera test.\Yeah, but...\The main character's running late.\Think of it as an additional benefit!\You can walk arm-in-arm with Ms. Suehiro.\A just married couple!\Wow, that's incredible!\Show us what you've got, young master! response:	What?
context: Yeah, but...\The main character's running late.\Think of it as an additional benefit!\You can walk arm-in-arm with Ms. Suehiro.\A just married couple!\Wow, that's incredible!\Show us what you've got, young master!\What? response:	Okay.
context: The main character's running late.\Think of it as an additional benefit!\You can walk arm-in-arm with Ms. Suehiro.\A just married couple!\Wow, that's incredible!\Show us what you've got, young master!\What?\Okay. response:	Takako, I'm ready.
context: Think of it as an additional benefit!\You can walk arm-in-arm with Ms. Suehiro.\A just married couple!\Wow, that's incredible!\Show us what you've got, young master!\What?\Okay.\Takako, I'm ready. response:	I'm sorry.
context: You can walk arm-in-arm with Ms. Suehiro.\A just married couple!\Wow, that's incredible!\Show us what you've got, young master!\What?\Okay.\Takako, I'm ready.\I'm sorry. response:	Okay, get a little closer!
context: A just married couple!\Wow, that's incredible!\Show us what you've got, young master!\What?\Okay.\Takako, I'm ready.\I'm sorry.\Okay, get a little closer! response:	The director insisted on someone more muscular for the role.
context: Wow, that's incredible!\Show us what you've got, young master!\What?\Okay.\Takako, I'm ready.\I'm sorry.\Okay, get a little closer!\The director insisted on someone more muscular for the role. response:	There! Perfect!
context: Show us what you've got, young master!\What?\Okay.\Takako, I'm ready.\I'm sorry.\Okay, get a little closer!\The director insisted on someone more muscular for the role.\There! Perfect! response:	Very nice!
context: What?\Okay.\Takako, I'm ready.\I'm sorry.\Okay, get a little closer!\The director insisted on someone more muscular for the role.\There! Perfect!\Very nice! response:	I see...
context: Okay.\Takako, I'm ready.\I'm sorry.\Okay, get a little closer!\The director insisted on someone more muscular for the role.\There! Perfect!\Very nice!\I see... response:	Come on, stop playing around!
context: Takako, I'm ready.\I'm sorry.\Okay, get a little closer!\The director insisted on someone more muscular for the role.\There! Perfect!\Very nice!\I see...\Come on, stop playing around! response:	Minchi! Hurry up!
context: I'm sorry.\Okay, get a little closer!\The director insisted on someone more muscular for the role.\There! Perfect!\Very nice!\I see...\Come on, stop playing around!\Minchi! Hurry up! response:	I'm so tired!
context: Okay, get a little closer!\The director insisted on someone more muscular for the role.\There! Perfect!\Very nice!\I see...\Come on, stop playing around!\Minchi! Hurry up!\I'm so tired! response:	Let's take a short break...
context: The director insisted on someone more muscular for the role.\There! Perfect!\Very nice!\I see...\Come on, stop playing around!\Minchi! Hurry up!\I'm so tired!\Let's take a short break... response:	Yeah!
context: There! Perfect!\Very nice!\I see...\Come on, stop playing around!\Minchi! Hurry up!\I'm so tired!\Let's take a short break...\Yeah! response:	Let's take a break, Minchi!
context: Very nice!\I see...\Come on, stop playing around!\Minchi! Hurry up!\I'm so tired!\Let's take a short break...\Yeah!\Let's take a break, Minchi! response:	I'm so tired...
context: I see...\Come on, stop playing around!\Minchi! Hurry up!\I'm so tired!\Let's take a short break...\Yeah!\Let's take a break, Minchi!\I'm so tired... response:	Me too, but we've gotten this place pretty clean.
context: Come on, stop playing around!\Minchi! Hurry up!\I'm so tired!\Let's take a short break...\Yeah!\Let's take a break, Minchi!\I'm so tired...\Me too, but we've gotten this place pretty clean. response:	Yeah, it's a lot better than it was before.
context: Minchi! Hurry up!\I'm so tired!\Let's take a short break...\Yeah!\Let's take a break, Minchi!\I'm so tired...\Me too, but we've gotten this place pretty clean.\Yeah, it's a lot better than it was before. response:	We've only got a bit more to do.
context: I'm so tired!\Let's take a short break...\Yeah!\Let's take a break, Minchi!\I'm so tired...\Me too, but we've gotten this place pretty clean.\Yeah, it's a lot better than it was before.\We've only got a bit more to do. response:	Yeah, only a-
context: Let's take a short break...\Yeah!\Let's take a break, Minchi!\I'm so tired...\Me too, but we've gotten this place pretty clean.\Yeah, it's a lot better than it was before.\We've only got a bit more to do.\Yeah, only a- response:	What? What?!
context: Yeah!\Let's take a break, Minchi!\I'm so tired...\Me too, but we've gotten this place pretty clean.\Yeah, it's a lot better than it was before.\We've only got a bit more to do.\Yeah, only a-\What? What?! response:	Minchi!
context: Let's take a break, Minchi!\I'm so tired...\Me too, but we've gotten this place pretty clean.\Yeah, it's a lot better than it was before.\We've only got a bit more to do.\Yeah, only a-\What? What?!\Minchi! response:	I'm very thankful to you, Takako.
context: I'm so tired...\Me too, but we've gotten this place pretty clean.\Yeah, it's a lot better than it was before.\We've only got a bit more to do.\Yeah, only a-\What? What?!\Minchi!\I'm very thankful to you, Takako. response:	It's a movie.
context: Me too, but we've gotten this place pretty clean.\Yeah, it's a lot better than it was before.\We've only got a bit more to do.\Yeah, only a-\What? What?!\Minchi!\I'm very thankful to you, Takako.\It's a movie. response:	I definitely wouldn't have been able to do this myself.
context: Yeah, it's a lot better than it was before.\We've only got a bit more to do.\Yeah, only a-\What? What?!\Minchi!\I'm very thankful to you, Takako.\It's a movie.\I definitely wouldn't have been able to do this myself. response:	Mom!
context: We've only got a bit more to do.\Yeah, only a-\What? What?!\Minchi!\I'm very thankful to you, Takako.\It's a movie.\I definitely wouldn't have been able to do this myself.\Mom! response:	Mom?
context: Yeah, only a-\What? What?!\Minchi!\I'm very thankful to you, Takako.\It's a movie.\I definitely wouldn't have been able to do this myself.\Mom!\Mom? response:	Mom!
context: What? What?!\Minchi!\I'm very thankful to you, Takako.\It's a movie.\I definitely wouldn't have been able to do this myself.\Mom!\Mom?\Mom! response:	Mom!
context: Minchi!\I'm very thankful to you, Takako.\It's a movie.\I definitely wouldn't have been able to do this myself.\Mom!\Mom?\Mom!\Mom! response:	Do you remember when we went
context: I'm very thankful to you, Takako.\It's a movie.\I definitely wouldn't have been able to do this myself.\Mom!\Mom?\Mom!\Mom!\Do you remember when we went response:	to the presentation for the movie the Film Club made?
context: It's a movie.\I definitely wouldn't have been able to do this myself.\Mom!\Mom?\Mom!\Mom!\Do you remember when we went\to the presentation for the movie the Film Club made? response:	What?
context: I definitely wouldn't have been able to do this myself.\Mom!\Mom?\Mom!\Mom!\Do you remember when we went\to the presentation for the movie the Film Club made?\What? response:	During college, the fall when you were a freshman.
context: Mom!\Mom?\Mom!\Mom!\Do you remember when we went\to the presentation for the movie the Film Club made?\What?\During college, the fall when you were a freshman. response:	Nope, not really.
context: Mom?\Mom!\Mom!\Do you remember when we went\to the presentation for the movie the Film Club made?\What?\During college, the fall when you were a freshman.\Nope, not really. response:	Sorry.
context: Mom!\Mom!\Do you remember when we went\to the presentation for the movie the Film Club made?\What?\During college, the fall when you were a freshman.\Nope, not really.\Sorry. response:	I see...
context: Mom!\Do you remember when we went\to the presentation for the movie the Film Club made?\What?\During college, the fall when you were a freshman.\Nope, not really.\Sorry.\I see... response:	You remember it?
context: Do you remember when we went\to the presentation for the movie the Film Club made?\What?\During college, the fall when you were a freshman.\Nope, not really.\Sorry.\I see...\You remember it? response:	Oh, that perverted film that only consisted of
context: to the presentation for the movie the Film Club made?\What?\During college, the fall when you were a freshman.\Nope, not really.\Sorry.\I see...\You remember it?\Oh, that perverted film that only consisted of response:	clips of a middle school girl in a school swimsuit.
context: What?\During college, the fall when you were a freshman.\Nope, not really.\Sorry.\I see...\You remember it?\Oh, that perverted film that only consisted of\clips of a middle school girl in a school swimsuit. response:	In this day and age,
context: During college, the fall when you were a freshman.\Nope, not really.\Sorry.\I see...\You remember it?\Oh, that perverted film that only consisted of\clips of a middle school girl in a school swimsuit.\In this day and age, response:	that director would be sent straight to jail.
context: Nope, not really.\Sorry.\I see...\You remember it?\Oh, that perverted film that only consisted of\clips of a middle school girl in a school swimsuit.\In this day and age,\that director would be sent straight to jail. response:	That was my first piece of work as a writer.
context: Sorry.\I see...\You remember it?\Oh, that perverted film that only consisted of\clips of a middle school girl in a school swimsuit.\In this day and age,\that director would be sent straight to jail.\That was my first piece of work as a writer. response:	What?
context: I see...\You remember it?\Oh, that perverted film that only consisted of\clips of a middle school girl in a school swimsuit.\In this day and age,\that director would be sent straight to jail.\That was my first piece of work as a writer.\What? response:	First and last, though.
context: You remember it?\Oh, that perverted film that only consisted of\clips of a middle school girl in a school swimsuit.\In this day and age,\that director would be sent straight to jail.\That was my first piece of work as a writer.\What?\First and last, though. response:	We were originally going to make a longer version of it at the Film Club,
context: Oh, that perverted film that only consisted of\clips of a middle school girl in a school swimsuit.\In this day and age,\that director would be sent straight to jail.\That was my first piece of work as a writer.\What?\First and last, though.\We were originally going to make a longer version of it at the Film Club, response:	but the guy who was supposed to direct it quit.
context: clips of a middle school girl in a school swimsuit.\In this day and age,\that director would be sent straight to jail.\That was my first piece of work as a writer.\What?\First and last, though.\We were originally going to make a longer version of it at the Film Club,\but the guy who was supposed to direct it quit. response:	That made all the other members lose interest too.
context: In this day and age,\that director would be sent straight to jail.\That was my first piece of work as a writer.\What?\First and last, though.\We were originally going to make a longer version of it at the Film Club,\but the guy who was supposed to direct it quit.\That made all the other members lose interest too. response:	I see.
context: that director would be sent straight to jail.\That was my first piece of work as a writer.\What?\First and last, though.\We were originally going to make a longer version of it at the Film Club,\but the guy who was supposed to direct it quit.\That made all the other members lose interest too.\I see. response:	Yeah, so I decided to film it myself.
context: That was my first piece of work as a writer.\What?\First and last, though.\We were originally going to make a longer version of it at the Film Club,\but the guy who was supposed to direct it quit.\That made all the other members lose interest too.\I see.\Yeah, so I decided to film it myself. response:	How should I put it...
context: What?\First and last, though.\We were originally going to make a longer version of it at the Film Club,\but the guy who was supposed to direct it quit.\That made all the other members lose interest too.\I see.\Yeah, so I decided to film it myself.\How should I put it... response:	Something I experienced in my youth...
context: First and last, though.\We were originally going to make a longer version of it at the Film Club,\but the guy who was supposed to direct it quit.\That made all the other members lose interest too.\I see.\Yeah, so I decided to film it myself.\How should I put it...\Something I experienced in my youth... response:	My identity...
context: We were originally going to make a longer version of it at the Film Club,\but the guy who was supposed to direct it quit.\That made all the other members lose interest too.\I see.\Yeah, so I decided to film it myself.\How should I put it...\Something I experienced in my youth...\My identity... response:	Are those girls doing their job?
context: but the guy who was supposed to direct it quit.\That made all the other members lose interest too.\I see.\Yeah, so I decided to film it myself.\How should I put it...\Something I experienced in my youth...\My identity...\Are those girls doing their job? response:	My sister is definitely more suited
context: That made all the other members lose interest too.\I see.\Yeah, so I decided to film it myself.\How should I put it...\Something I experienced in my youth...\My identity...\Are those girls doing their job?\My sister is definitely more suited response:	to running Kissuiso than I am.
context: I see.\Yeah, so I decided to film it myself.\How should I put it...\Something I experienced in my youth...\My identity...\Are those girls doing their job?\My sister is definitely more suited\to running Kissuiso than I am. response:	What?
context: Yeah, so I decided to film it myself.\How should I put it...\Something I experienced in my youth...\My identity...\Are those girls doing their job?\My sister is definitely more suited\to running Kissuiso than I am.\What? response:	Both my mother and I thought that.
context: How should I put it...\Something I experienced in my youth...\My identity...\Are those girls doing their job?\My sister is definitely more suited\to running Kissuiso than I am.\What?\Both my mother and I thought that. response:	Shijima...
context: Something I experienced in my youth...\My identity...\Are those girls doing their job?\My sister is definitely more suited\to running Kissuiso than I am.\What?\Both my mother and I thought that.\Shijima... response:	You haven't called me by that name since college!
context: My identity...\Are those girls doing their job?\My sister is definitely more suited\to running Kissuiso than I am.\What?\Both my mother and I thought that.\Shijima...\You haven't called me by that name since college! response:	Really?
context: Are those girls doing their job?\My sister is definitely more suited\to running Kissuiso than I am.\What?\Both my mother and I thought that.\Shijima...\You haven't called me by that name since college!\Really? response:	I'll get some tea.
context: My sister is definitely more suited\to running Kissuiso than I am.\What?\Both my mother and I thought that.\Shijima...\You haven't called me by that name since college!\Really?\I'll get some tea. response:	Your sister's name is Satsuki, right?
context: to running Kissuiso than I am.\What?\Both my mother and I thought that.\Shijima...\You haven't called me by that name since college!\Really?\I'll get some tea.\Your sister's name is Satsuki, right? response:	She's really quick-minded.
context: What?\Both my mother and I thought that.\Shijima...\You haven't called me by that name since college!\Really?\I'll get some tea.\Your sister's name is Satsuki, right?\She's really quick-minded. response:	She always talks in a precise, clipped style.
context: Both my mother and I thought that.\Shijima...\You haven't called me by that name since college!\Really?\I'll get some tea.\Your sister's name is Satsuki, right?\She's really quick-minded.\She always talks in a precise, clipped style. response:	I think she's got charisma.
context: Shijima...\You haven't called me by that name since college!\Really?\I'll get some tea.\Your sister's name is Satsuki, right?\She's really quick-minded.\She always talks in a precise, clipped style.\I think she's got charisma. response:	She was really popular at school...
context: You haven't called me by that name since college!\Really?\I'll get some tea.\Your sister's name is Satsuki, right?\She's really quick-minded.\She always talks in a precise, clipped style.\I think she's got charisma.\She was really popular at school... response:	She looked so bright in my eyes.
context: Really?\I'll get some tea.\Your sister's name is Satsuki, right?\She's really quick-minded.\She always talks in a precise, clipped style.\I think she's got charisma.\She was really popular at school...\She looked so bright in my eyes. response:	Beautiful, intelligent...
context: I'll get some tea.\Your sister's name is Satsuki, right?\She's really quick-minded.\She always talks in a precise, clipped style.\I think she's got charisma.\She was really popular at school...\She looked so bright in my eyes.\Beautiful, intelligent... response:	It was as though she was living in a different world.
context: Your sister's name is Satsuki, right?\She's really quick-minded.\She always talks in a precise, clipped style.\I think she's got charisma.\She was really popular at school...\She looked so bright in my eyes.\Beautiful, intelligent...\It was as though she was living in a different world. response:	A creature completely unrelated to me.
context: She's really quick-minded.\She always talks in a precise, clipped style.\I think she's got charisma.\She was really popular at school...\She looked so bright in my eyes.\Beautiful, intelligent...\It was as though she was living in a different world.\A creature completely unrelated to me. response:	You didn't agree to that, did you?
context: She always talks in a precise, clipped style.\I think she's got charisma.\She was really popular at school...\She looked so bright in my eyes.\Beautiful, intelligent...\It was as though she was living in a different world.\A creature completely unrelated to me.\You didn't agree to that, did you? response:	Don't say something so rash.
context: I think she's got charisma.\She was really popular at school...\She looked so bright in my eyes.\Beautiful, intelligent...\It was as though she was living in a different world.\A creature completely unrelated to me.\You didn't agree to that, did you?\Don't say something so rash. response:	I'm finished! The manuscript is complete!
context: She was really popular at school...\She looked so bright in my eyes.\Beautiful, intelligent...\It was as though she was living in a different world.\A creature completely unrelated to me.\You didn't agree to that, did you?\Don't say something so rash.\I'm finished! The manuscript is complete! response:	We won't be finished like this! You hear me?!
context: She looked so bright in my eyes.\Beautiful, intelligent...\It was as though she was living in a different world.\A creature completely unrelated to me.\You didn't agree to that, did you?\Don't say something so rash.\I'm finished! The manuscript is complete!\We won't be finished like this! You hear me?! response:	We shall return!
context: Beautiful, intelligent...\It was as though she was living in a different world.\A creature completely unrelated to me.\You didn't agree to that, did you?\Don't say something so rash.\I'm finished! The manuscript is complete!\We won't be finished like this! You hear me?!\We shall return! response:	Episode 17 Pool on the Hill
