context: Second Plate response:	Episode 5
context: they have to follow a strict protocol by being evaluated about\whether they are worthy of such service, then pay a massive contract fee.\That's how valuable my taste buds are!\Seriously?\Mitsuru, how much do you have on you right now?\What?\I have to pay, too?\Your spare change would hardly be enough! response:	Either way, I don't have the time to entertain you two!
context: whether they are worthy of such service, then pay a massive contract fee.\That's how valuable my taste buds are!\Seriously?\Mitsuru, how much do you have on you right now?\What?\I have to pay, too?\Your spare change would hardly be enough!\Either way, I don't have the time to entertain you two! response:	I'm busy.
context: That's how valuable my taste buds are!\Seriously?\Mitsuru, how much do you have on you right now?\What?\I have to pay, too?\Your spare change would hardly be enough!\Either way, I don't have the time to entertain you two!\I'm busy. response:	Busy... as in busy reading manga?
context: Seriously?\Mitsuru, how much do you have on you right now?\What?\I have to pay, too?\Your spare change would hardly be enough!\Either way, I don't have the time to entertain you two!\I'm busy.\Busy... as in busy reading manga? response:	With Heart
context: Mitsuru, how much do you have on you right now?\What?\I have to pay, too?\Your spare change would hardly be enough!\Either way, I don't have the time to entertain you two!\I'm busy.\Busy... as in busy reading manga?\With Heart response:	Huh?
context: What?\I have to pay, too?\Your spare change would hardly be enough!\Either way, I don't have the time to entertain you two!\I'm busy.\Busy... as in busy reading manga?\With Heart\Huh? response:	That's none of your business!
context: I have to pay, too?\Your spare change would hardly be enough!\Either way, I don't have the time to entertain you two!\I'm busy.\Busy... as in busy reading manga?\With Heart\Huh?\That's none of your business! response:	I think someone in Polar Star Dormitory has that manga.
context: Your spare change would hardly be enough!\Either way, I don't have the time to entertain you two!\I'm busy.\Busy... as in busy reading manga?\With Heart\Huh?\That's none of your business!\I think someone in Polar Star Dormitory has that manga. response:	The complete set.
context: Either way, I don't have the time to entertain you two!\I'm busy.\Busy... as in busy reading manga?\With Heart\Huh?\That's none of your business!\I think someone in Polar Star Dormitory has that manga.\The complete set. response:	Well, I guess there's nothing left to do, since you turned us down.
context: I'm busy.\Busy... as in busy reading manga?\With Heart\Huh?\That's none of your business!\I think someone in Polar Star Dormitory has that manga.\The complete set.\Well, I guess there's nothing left to do, since you turned us down. response:	Wait!
context: Busy... as in busy reading manga?\With Heart\Huh?\That's none of your business!\I think someone in Polar Star Dormitory has that manga.\The complete set.\Well, I guess there's nothing left to do, since you turned us down.\Wait! response:	U-Um...
context: With Heart\Huh?\That's none of your business!\I think someone in Polar Star Dormitory has that manga.\The complete set.\Well, I guess there's nothing left to do, since you turned us down.\Wait!\U-Um... response:	I could try your dish as a special favor, for today only!
context: Huh?\That's none of your business!\I think someone in Polar Star Dormitory has that manga.\The complete set.\Well, I guess there's nothing left to do, since you turned us down.\Wait!\U-Um...\I could try your dish as a special favor, for today only! response:	Huh?
context: That's none of your business!\I think someone in Polar Star Dormitory has that manga.\The complete set.\Well, I guess there's nothing left to do, since you turned us down.\Wait!\U-Um...\I could try your dish as a special favor, for today only!\Huh? response:	But I don't have the money.
context: I think someone in Polar Star Dormitory has that manga.\The complete set.\Well, I guess there's nothing left to do, since you turned us down.\Wait!\U-Um...\I could try your dish as a special favor, for today only!\Huh?\But I don't have the money. response:	The compensation is not strictly limited to money.
context: The complete set.\Well, I guess there's nothing left to do, since you turned us down.\Wait!\U-Um...\I could try your dish as a special favor, for today only!\Huh?\But I don't have the money.\The compensation is not strictly limited to money. response:	That can be subject to negotiation.
context: Well, I guess there's nothing left to do, since you turned us down.\Wait!\U-Um...\I could try your dish as a special favor, for today only!\Huh?\But I don't have the money.\The compensation is not strictly limited to money.\That can be subject to negotiation. response:	Oh.
context: Wait!\U-Um...\I could try your dish as a special favor, for today only!\Huh?\But I don't have the money.\The compensation is not strictly limited to money.\That can be subject to negotiation.\Oh. response:	However, given my position, I cannot give you any advice,
context: U-Um...\I could try your dish as a special favor, for today only!\Huh?\But I don't have the money.\The compensation is not strictly limited to money.\That can be subject to negotiation.\Oh.\However, given my position, I cannot give you any advice, response:	so I'll just tell you what I think of the taste!
context: I could try your dish as a special favor, for today only!\Huh?\But I don't have the money.\The compensation is not strictly limited to money.\That can be subject to negotiation.\Oh.\However, given my position, I cannot give you any advice,\so I'll just tell you what I think of the taste! response:	Okay, thanks for the help.
context: Huh?\But I don't have the money.\The compensation is not strictly limited to money.\That can be subject to negotiation.\Oh.\However, given my position, I cannot give you any advice,\so I'll just tell you what I think of the taste!\Okay, thanks for the help. response:	I simmered beef rib meat with herbs.
context: But I don't have the money.\The compensation is not strictly limited to money.\That can be subject to negotiation.\Oh.\However, given my position, I cannot give you any advice,\so I'll just tell you what I think of the taste!\Okay, thanks for the help.\I simmered beef rib meat with herbs. response:	The demi-glace sauce is homemade.
context: The compensation is not strictly limited to money.\That can be subject to negotiation.\Oh.\However, given my position, I cannot give you any advice,\so I'll just tell you what I think of the taste!\Okay, thanks for the help.\I simmered beef rib meat with herbs.\The demi-glace sauce is homemade. response:	The secret ingredient is...
context: That can be subject to negotiation.\Oh.\However, given my position, I cannot give you any advice,\so I'll just tell you what I think of the taste!\Okay, thanks for the help.\I simmered beef rib meat with herbs.\The demi-glace sauce is homemade.\The secret ingredient is... response:	White miso.
context: Oh.\However, given my position, I cannot give you any advice,\so I'll just tell you what I think of the taste!\Okay, thanks for the help.\I simmered beef rib meat with herbs.\The demi-glace sauce is homemade.\The secret ingredient is...\White miso. response:	I would ask that you not underestimate me.
context: However, given my position, I cannot give you any advice,\so I'll just tell you what I think of the taste!\Okay, thanks for the help.\I simmered beef rib meat with herbs.\The demi-glace sauce is homemade.\The secret ingredient is...\White miso.\I would ask that you not underestimate me. response:	I can tell that much before I even taste it.
context: so I'll just tell you what I think of the taste!\Okay, thanks for the help.\I simmered beef rib meat with herbs.\The demi-glace sauce is homemade.\The secret ingredient is...\White miso.\I would ask that you not underestimate me.\I can tell that much before I even taste it. response:	Wow!
context: Okay, thanks for the help.\I simmered beef rib meat with herbs.\The demi-glace sauce is homemade.\The secret ingredient is...\White miso.\I would ask that you not underestimate me.\I can tell that much before I even taste it.\Wow! response:	She has the God Tongue for sure!
context: I simmered beef rib meat with herbs.\The demi-glace sauce is homemade.\The secret ingredient is...\White miso.\I would ask that you not underestimate me.\I can tell that much before I even taste it.\Wow!\She has the God Tongue for sure! response:	How is it?
context: The demi-glace sauce is homemade.\The secret ingredient is...\White miso.\I would ask that you not underestimate me.\I can tell that much before I even taste it.\Wow!\She has the God Tongue for sure!\How is it? response:	Isn't it amazing?!
context: The secret ingredient is...\White miso.\I would ask that you not underestimate me.\I can tell that much before I even taste it.\Wow!\She has the God Tongue for sure!\How is it?\Isn't it amazing?! response:	I was so impressed
context: White miso.\I would ask that you not underestimate me.\I can tell that much before I even taste it.\Wow!\She has the God Tongue for sure!\How is it?\Isn't it amazing?!\I was so impressed response:	It's not any good.
context: I would ask that you not underestimate me.\I can tell that much before I even taste it.\Wow!\She has the God Tongue for sure!\How is it?\Isn't it amazing?!\I was so impressed\It's not any good. response:	What?
context: I can tell that much before I even taste it.\Wow!\She has the God Tongue for sure!\How is it?\Isn't it amazing?!\I was so impressed\It's not any good.\What? response:	I'm sure it's good enough for a diner catering to the general public,
context: Wow!\She has the God Tongue for sure!\How is it?\Isn't it amazing?!\I was so impressed\It's not any good.\What?\I'm sure it's good enough for a diner catering to the general public, response:	but you are competing in a festival of gourmet food.
context: She has the God Tongue for sure!\How is it?\Isn't it amazing?!\I was so impressed\It's not any good.\What?\I'm sure it's good enough for a diner catering to the general public,\but you are competing in a festival of gourmet food. response:	This is out of the question.
context: How is it?\Isn't it amazing?!\I was so impressed\It's not any good.\What?\I'm sure it's good enough for a diner catering to the general public,\but you are competing in a festival of gourmet food.\This is out of the question. response:	It's a joke.
context: Isn't it amazing?!\I was so impressed\It's not any good.\What?\I'm sure it's good enough for a diner catering to the general public,\but you are competing in a festival of gourmet food.\This is out of the question.\It's a joke. response:	You don't understand anything about the match's topic.
context: I was so impressed\It's not any good.\What?\I'm sure it's good enough for a diner catering to the general public,\but you are competing in a festival of gourmet food.\This is out of the question.\It's a joke.\You don't understand anything about the match's topic. response:	Well, I must ask you to leave.
context: It's not any good.\What?\I'm sure it's good enough for a diner catering to the general public,\but you are competing in a festival of gourmet food.\This is out of the question.\It's a joke.\You don't understand anything about the match's topic.\Well, I must ask you to leave. response:	Wait.
context: What?\I'm sure it's good enough for a diner catering to the general public,\but you are competing in a festival of gourmet food.\This is out of the question.\It's a joke.\You don't understand anything about the match's topic.\Well, I must ask you to leave.\Wait. response:	Nakiri-senpai, what did you mean?
context: I'm sure it's good enough for a diner catering to the general public,\but you are competing in a festival of gourmet food.\This is out of the question.\It's a joke.\You don't understand anything about the match's topic.\Well, I must ask you to leave.\Wait.\Nakiri-senpai, what did you mean? response:	Why is the beef stew out of the question?
context: but you are competing in a festival of gourmet food.\This is out of the question.\It's a joke.\You don't understand anything about the match's topic.\Well, I must ask you to leave.\Wait.\Nakiri-senpai, what did you mean?\Why is the beef stew out of the question? response:	It's just like I said.
context: This is out of the question.\It's a joke.\You don't understand anything about the match's topic.\Well, I must ask you to leave.\Wait.\Nakiri-senpai, what did you mean?\Why is the beef stew out of the question?\It's just like I said. response:	The dish is as if...
context: It's a joke.\You don't understand anything about the match's topic.\Well, I must ask you to leave.\Wait.\Nakiri-senpai, what did you mean?\Why is the beef stew out of the question?\It's just like I said.\The dish is as if... response:	Never mind.
context: You don't understand anything about the match's topic.\Well, I must ask you to leave.\Wait.\Nakiri-senpai, what did you mean?\Why is the beef stew out of the question?\It's just like I said.\The dish is as if...\Never mind. response:	I don't have anything more to say to you.
context: Well, I must ask you to leave.\Wait.\Nakiri-senpai, what did you mean?\Why is the beef stew out of the question?\It's just like I said.\The dish is as if...\Never mind.\I don't have anything more to say to you. response:	Excuse me.
context: Wait.\Nakiri-senpai, what did you mean?\Why is the beef stew out of the question?\It's just like I said.\The dish is as if...\Never mind.\I don't have anything more to say to you.\Excuse me. response:	Hmm...
context: Nakiri-senpai, what did you mean?\Why is the beef stew out of the question?\It's just like I said.\The dish is as if...\Never mind.\I don't have anything more to say to you.\Excuse me.\Hmm... response:	Regarding compensation for the taste-testing service,
context: Why is the beef stew out of the question?\It's just like I said.\The dish is as if...\Never mind.\I don't have anything more to say to you.\Excuse me.\Hmm...\Regarding compensation for the taste-testing service, response:	I'll consider it done if you can lend me the rest of this series.
context: It's just like I said.\The dish is as if...\Never mind.\I don't have anything more to say to you.\Excuse me.\Hmm...\Regarding compensation for the taste-testing service,\I'll consider it done if you can lend me the rest of this series. response:	I'll tell my security to accept the manga volumes from you.
context: The dish is as if...\Never mind.\I don't have anything more to say to you.\Excuse me.\Hmm...\Regarding compensation for the taste-testing service,\I'll consider it done if you can lend me the rest of this series.\I'll tell my security to accept the manga volumes from you. response:	Is that clear?
context: Never mind.\I don't have anything more to say to you.\Excuse me.\Hmm...\Regarding compensation for the taste-testing service,\I'll consider it done if you can lend me the rest of this series.\I'll tell my security to accept the manga volumes from you.\Is that clear? response:	I didn't think that she'd flat-out reject it.
context: I don't have anything more to say to you.\Excuse me.\Hmm...\Regarding compensation for the taste-testing service,\I'll consider it done if you can lend me the rest of this series.\I'll tell my security to accept the manga volumes from you.\Is that clear?\I didn't think that she'd flat-out reject it. response:	I could've kept on eating that beef stew forever because it was so tasty!
context: Excuse me.\Hmm...\Regarding compensation for the taste-testing service,\I'll consider it done if you can lend me the rest of this series.\I'll tell my security to accept the manga volumes from you.\Is that clear?\I didn't think that she'd flat-out reject it.\I could've kept on eating that beef stew forever because it was so tasty! response:	She really did trash my dish, huh?
context: Hmm...\Regarding compensation for the taste-testing service,\I'll consider it done if you can lend me the rest of this series.\I'll tell my security to accept the manga volumes from you.\Is that clear?\I didn't think that she'd flat-out reject it.\I could've kept on eating that beef stew forever because it was so tasty!\She really did trash my dish, huh? response:	She had nothing positive to say!
context: Regarding compensation for the taste-testing service,\I'll consider it done if you can lend me the rest of this series.\I'll tell my security to accept the manga volumes from you.\Is that clear?\I didn't think that she'd flat-out reject it.\I could've kept on eating that beef stew forever because it was so tasty!\She really did trash my dish, huh?\She had nothing positive to say! response:	She didn't even give you any helpful hints!
context: I'll consider it done if you can lend me the rest of this series.\I'll tell my security to accept the manga volumes from you.\Is that clear?\I didn't think that she'd flat-out reject it.\I could've kept on eating that beef stew forever because it was so tasty!\She really did trash my dish, huh?\She had nothing positive to say!\She didn't even give you any helpful hints! response:	You think so?
context: I'll tell my security to accept the manga volumes from you.\Is that clear?\I didn't think that she'd flat-out reject it.\I could've kept on eating that beef stew forever because it was so tasty!\She really did trash my dish, huh?\She had nothing positive to say!\She didn't even give you any helpful hints!\You think so? response:	Huh?
context: Is that clear?\I didn't think that she'd flat-out reject it.\I could've kept on eating that beef stew forever because it was so tasty!\She really did trash my dish, huh?\She had nothing positive to say!\She didn't even give you any helpful hints!\You think so?\Huh? response:	What Nakiri said... Something bothers me about it.
context: I didn't think that she'd flat-out reject it.\I could've kept on eating that beef stew forever because it was so tasty!\She really did trash my dish, huh?\She had nothing positive to say!\She didn't even give you any helpful hints!\You think so?\Huh?\What Nakiri said... Something bothers me about it. response:	Yukihira Diner
context: I could've kept on eating that beef stew forever because it was so tasty!\She really did trash my dish, huh?\She had nothing positive to say!\She didn't even give you any helpful hints!\You think so?\Huh?\What Nakiri said... Something bothers me about it.\Yukihira Diner response:	Soma-chan, seconds!
context: She really did trash my dish, huh?\She had nothing positive to say!\She didn't even give you any helpful hints!\You think so?\Huh?\What Nakiri said... Something bothers me about it.\Yukihira Diner\Soma-chan, seconds! response:	Soma-chan, the food's great today, too!
context: She had nothing positive to say!\She didn't even give you any helpful hints!\You think so?\Huh?\What Nakiri said... Something bothers me about it.\Yukihira Diner\Soma-chan, seconds!\Soma-chan, the food's great today, too! response:	Yukihira-kun!
context: She didn't even give you any helpful hints!\You think so?\Huh?\What Nakiri said... Something bothers me about it.\Yukihira Diner\Soma-chan, seconds!\Soma-chan, the food's great today, too!\Yukihira-kun! response:	Hey, coming right up!
context: You think so?\Huh?\What Nakiri said... Something bothers me about it.\Yukihira Diner\Soma-chan, seconds!\Soma-chan, the food's great today, too!\Yukihira-kun!\Hey, coming right up! response:	Wow!
context: Huh?\What Nakiri said... Something bothers me about it.\Yukihira Diner\Soma-chan, seconds!\Soma-chan, the food's great today, too!\Yukihira-kun!\Hey, coming right up!\Wow! response:	Ooh!
context: What Nakiri said... Something bothers me about it.\Yukihira Diner\Soma-chan, seconds!\Soma-chan, the food's great today, too!\Yukihira-kun!\Hey, coming right up!\Wow!\Ooh! response:	Enjoy!
context: Yukihira Diner\Soma-chan, seconds!\Soma-chan, the food's great today, too!\Yukihira-kun!\Hey, coming right up!\Wow!\Ooh!\Enjoy! response:	Yum!
context: Soma-chan, seconds!\Soma-chan, the food's great today, too!\Yukihira-kun!\Hey, coming right up!\Wow!\Ooh!\Enjoy!\Yum! response:	Delicious!
context: Soma-chan, the food's great today, too!\Yukihira-kun!\Hey, coming right up!\Wow!\Ooh!\Enjoy!\Yum!\Delicious! response:	So good!
context: Yukihira-kun!\Hey, coming right up!\Wow!\Ooh!\Enjoy!\Yum!\Delicious!\So good! response:	Thanks!
context: Hey, coming right up!\Wow!\Ooh!\Enjoy!\Yum!\Delicious!\So good!\Thanks! response:	Yukihira Diner
context: Wow!\Ooh!\Enjoy!\Yum!\Delicious!\So good!\Thanks!\Yukihira Diner response:	I'm Yukihira Soma.
context: Ooh!\Enjoy!\Yum!\Delicious!\So good!\Thanks!\Yukihira Diner\I'm Yukihira Soma. response:	My dream is to surpass my dad someday
context: Enjoy!\Yum!\Delicious!\So good!\Thanks!\Yukihira Diner\I'm Yukihira Soma.\My dream is to surpass my dad someday response:	and become a chef to carry on this diner! And...!
context: Yum!\Delicious!\So good!\Thanks!\Yukihira Diner\I'm Yukihira Soma.\My dream is to surpass my dad someday\and become a chef to carry on this diner! And...! response:	Yukihira Diner Secret Menu Item No. 5 Beef Stew
context: Delicious!\So good!\Thanks!\Yukihira Diner\I'm Yukihira Soma.\My dream is to surpass my dad someday\and become a chef to carry on this diner! And...!\Yukihira Diner Secret Menu Item No. 5 Beef Stew response:	beef stew!
context: So good!\Thanks!\Yukihira Diner\I'm Yukihira Soma.\My dream is to surpass my dad someday\and become a chef to carry on this diner! And...!\Yukihira Diner Secret Menu Item No. 5 Beef Stew\beef stew! response:	So delicious.
context: Thanks!\Yukihira Diner\I'm Yukihira Soma.\My dream is to surpass my dad someday\and become a chef to carry on this diner! And...!\Yukihira Diner Secret Menu Item No. 5 Beef Stew\beef stew!\So delicious. response:	I'm enjoying my youth!
context: Yukihira Diner\I'm Yukihira Soma.\My dream is to surpass my dad someday\and become a chef to carry on this diner! And...!\Yukihira Diner Secret Menu Item No. 5 Beef Stew\beef stew!\So delicious.\I'm enjoying my youth! response:	First things first: I'll make it taste even better!
context: I'm Yukihira Soma.\My dream is to surpass my dad someday\and become a chef to carry on this diner! And...!\Yukihira Diner Secret Menu Item No. 5 Beef Stew\beef stew!\So delicious.\I'm enjoying my youth!\First things first: I'll make it taste even better! response:	My best dish before coming to Totsuki...
context: My dream is to surpass my dad someday\and become a chef to carry on this diner! And...!\Yukihira Diner Secret Menu Item No. 5 Beef Stew\beef stew!\So delicious.\I'm enjoying my youth!\First things first: I'll make it taste even better!\My best dish before coming to Totsuki... response:	Glad you liked it.
context: and become a chef to carry on this diner! And...!\Yukihira Diner Secret Menu Item No. 5 Beef Stew\beef stew!\So delicious.\I'm enjoying my youth!\First things first: I'll make it taste even better!\My best dish before coming to Totsuki...\Glad you liked it. response:	Kitchen No. 6
context: Yukihira Diner Secret Menu Item No. 5 Beef Stew\beef stew!\So delicious.\I'm enjoying my youth!\First things first: I'll make it taste even better!\My best dish before coming to Totsuki...\Glad you liked it.\Kitchen No. 6 response:	How much further can I evolve this dish now?
context: beef stew!\So delicious.\I'm enjoying my youth!\First things first: I'll make it taste even better!\My best dish before coming to Totsuki...\Glad you liked it.\Kitchen No. 6\How much further can I evolve this dish now? response:	It will be a battle of creativity.
context: So delicious.\I'm enjoying my youth!\First things first: I'll make it taste even better!\My best dish before coming to Totsuki...\Glad you liked it.\Kitchen No. 6\How much further can I evolve this dish now?\It will be a battle of creativity. response:	Image training. He never lets up, no matter how many times he's done it before.
context: I'm enjoying my youth!\First things first: I'll make it taste even better!\My best dish before coming to Totsuki...\Glad you liked it.\Kitchen No. 6\How much further can I evolve this dish now?\It will be a battle of creativity.\Image training. He never lets up, no matter how many times he's done it before. response:	So, Yukihira Soma... let's see you try to claw your way out of this one.
context: First things first: I'll make it taste even better!\My best dish before coming to Totsuki...\Glad you liked it.\Kitchen No. 6\How much further can I evolve this dish now?\It will be a battle of creativity.\Image training. He never lets up, no matter how many times he's done it before.\So, Yukihira Soma... let's see you try to claw your way out of this one. response:	Hmm...
context: My best dish before coming to Totsuki...\Glad you liked it.\Kitchen No. 6\How much further can I evolve this dish now?\It will be a battle of creativity.\Image training. He never lets up, no matter how many times he's done it before.\So, Yukihira Soma... let's see you try to claw your way out of this one.\Hmm... response:	U-Um, Yukihira-senpai!
context: Glad you liked it.\Kitchen No. 6\How much further can I evolve this dish now?\It will be a battle of creativity.\Image training. He never lets up, no matter how many times he's done it before.\So, Yukihira Soma... let's see you try to claw your way out of this one.\Hmm...\U-Um, Yukihira-senpai! response:	Why don't we go for a change of pace?
context: Kitchen No. 6\How much further can I evolve this dish now?\It will be a battle of creativity.\Image training. He never lets up, no matter how many times he's done it before.\So, Yukihira Soma... let's see you try to claw your way out of this one.\Hmm...\U-Um, Yukihira-senpai!\Why don't we go for a change of pace? response:	5 Days Left Until the Semi-Finals
context: How much further can I evolve this dish now?\It will be a battle of creativity.\Image training. He never lets up, no matter how many times he's done it before.\So, Yukihira Soma... let's see you try to claw your way out of this one.\Hmm...\U-Um, Yukihira-senpai!\Why don't we go for a change of pace?\5 Days Left Until the Semi-Finals response:	Look!
context: It will be a battle of creativity.\Image training. He never lets up, no matter how many times he's done it before.\So, Yukihira Soma... let's see you try to claw your way out of this one.\Hmm...\U-Um, Yukihira-senpai!\Why don't we go for a change of pace?\5 Days Left Until the Semi-Finals\Look! response:	In the most recent edition of Totsuki Sports,
context: Image training. He never lets up, no matter how many times he's done it before.\So, Yukihira Soma... let's see you try to claw your way out of this one.\Hmm...\U-Um, Yukihira-senpai!\Why don't we go for a change of pace?\5 Days Left Until the Semi-Finals\Look!\In the most recent edition of Totsuki Sports, response:	there's an article about the judges in the semi-finals!
context: So, Yukihira Soma... let's see you try to claw your way out of this one.\Hmm...\U-Um, Yukihira-senpai!\Why don't we go for a change of pace?\5 Days Left Until the Semi-Finals\Look!\In the most recent edition of Totsuki Sports,\there's an article about the judges in the semi-finals! response:	Oh, so Dojima-senpai, Mizuhara-senpai, and Hinako-senpai are all coming?
context: Hmm...\U-Um, Yukihira-senpai!\Why don't we go for a change of pace?\5 Days Left Until the Semi-Finals\Look!\In the most recent edition of Totsuki Sports,\there's an article about the judges in the semi-finals!\Oh, so Dojima-senpai, Mizuhara-senpai, and Hinako-senpai are all coming? response:	It's been a while.
context: U-Um, Yukihira-senpai!\Why don't we go for a change of pace?\5 Days Left Until the Semi-Finals\Look!\In the most recent edition of Totsuki Sports,\there's an article about the judges in the semi-finals!\Oh, so Dojima-senpai, Mizuhara-senpai, and Hinako-senpai are all coming?\It's been a while. response:	Come to think of it, Hinako-senpai's topic for us
context: Why don't we go for a change of pace?\5 Days Left Until the Semi-Finals\Look!\In the most recent edition of Totsuki Sports,\there's an article about the judges in the semi-finals!\Oh, so Dojima-senpai, Mizuhara-senpai, and Hinako-senpai are all coming?\It's been a while.\Come to think of it, Hinako-senpai's topic for us response:	at camp was a Japanese main dish.
context: 5 Days Left Until the Semi-Finals\Look!\In the most recent edition of Totsuki Sports,\there's an article about the judges in the semi-finals!\Oh, so Dojima-senpai, Mizuhara-senpai, and Hinako-senpai are all coming?\It's been a while.\Come to think of it, Hinako-senpai's topic for us\at camp was a Japanese main dish. response:	It's kind of similar to this match's topic.
context: Look!\In the most recent edition of Totsuki Sports,\there's an article about the judges in the semi-finals!\Oh, so Dojima-senpai, Mizuhara-senpai, and Hinako-senpai are all coming?\It's been a while.\Come to think of it, Hinako-senpai's topic for us\at camp was a Japanese main dish.\It's kind of similar to this match's topic. response:	Nikumi?
context: In the most recent edition of Totsuki Sports,\there's an article about the judges in the semi-finals!\Oh, so Dojima-senpai, Mizuhara-senpai, and Hinako-senpai are all coming?\It's been a while.\Come to think of it, Hinako-senpai's topic for us\at camp was a Japanese main dish.\It's kind of similar to this match's topic.\Nikumi? response:	What's wrong? Did something happen?
context: there's an article about the judges in the semi-finals!\Oh, so Dojima-senpai, Mizuhara-senpai, and Hinako-senpai are all coming?\It's been a while.\Come to think of it, Hinako-senpai's topic for us\at camp was a Japanese main dish.\It's kind of similar to this match's topic.\Nikumi?\What's wrong? Did something happen? response:	Just a care package.
context: Oh, so Dojima-senpai, Mizuhara-senpai, and Hinako-senpai are all coming?\It's been a while.\Come to think of it, Hinako-senpai's topic for us\at camp was a Japanese main dish.\It's kind of similar to this match's topic.\Nikumi?\What's wrong? Did something happen?\Just a care package. response:	It's only because of our ties to Don RS!
context: It's been a while.\Come to think of it, Hinako-senpai's topic for us\at camp was a Japanese main dish.\It's kind of similar to this match's topic.\Nikumi?\What's wrong? Did something happen?\Just a care package.\It's only because of our ties to Don RS! response:	It's not that I'm trying to root for you.
context: Come to think of it, Hinako-senpai's topic for us\at camp was a Japanese main dish.\It's kind of similar to this match's topic.\Nikumi?\What's wrong? Did something happen?\Just a care package.\It's only because of our ties to Don RS!\It's not that I'm trying to root for you. response:	I just don't want a bastard like Mimasaka winning, that's all.
context: at camp was a Japanese main dish.\It's kind of similar to this match's topic.\Nikumi?\What's wrong? Did something happen?\Just a care package.\It's only because of our ties to Don RS!\It's not that I'm trying to root for you.\I just don't want a bastard like Mimasaka winning, that's all. response:	Thanks, Nikumi.
context: It's kind of similar to this match's topic.\Nikumi?\What's wrong? Did something happen?\Just a care package.\It's only because of our ties to Don RS!\It's not that I'm trying to root for you.\I just don't want a bastard like Mimasaka winning, that's all.\Thanks, Nikumi. response:	L-Like I just said, it's not for you!
context: Nikumi?\What's wrong? Did something happen?\Just a care package.\It's only because of our ties to Don RS!\It's not that I'm trying to root for you.\I just don't want a bastard like Mimasaka winning, that's all.\Thanks, Nikumi.\L-Like I just said, it's not for you! response:	Anyway!
context: What's wrong? Did something happen?\Just a care package.\It's only because of our ties to Don RS!\It's not that I'm trying to root for you.\I just don't want a bastard like Mimasaka winning, that's all.\Thanks, Nikumi.\L-Like I just said, it's not for you!\Anyway! response:	I won't let you lose to that jerk or quit being a chef,
context: Just a care package.\It's only because of our ties to Don RS!\It's not that I'm trying to root for you.\I just don't want a bastard like Mimasaka winning, that's all.\Thanks, Nikumi.\L-Like I just said, it's not for you!\Anyway!\I won't let you lose to that jerk or quit being a chef, response:	okay, Yukihira?!
context: It's only because of our ties to Don RS!\It's not that I'm trying to root for you.\I just don't want a bastard like Mimasaka winning, that's all.\Thanks, Nikumi.\L-Like I just said, it's not for you!\Anyway!\I won't let you lose to that jerk or quit being a chef,\okay, Yukihira?! response:	Oh, there's beef rib, tenderloin, and even beef round.
context: It's not that I'm trying to root for you.\I just don't want a bastard like Mimasaka winning, that's all.\Thanks, Nikumi.\L-Like I just said, it's not for you!\Anyway!\I won't let you lose to that jerk or quit being a chef,\okay, Yukihira?!\Oh, there's beef rib, tenderloin, and even beef round. response:	All the various parts of a cow. That's our Nikumi. High quality, too.
context: I just don't want a bastard like Mimasaka winning, that's all.\Thanks, Nikumi.\L-Like I just said, it's not for you!\Anyway!\I won't let you lose to that jerk or quit being a chef,\okay, Yukihira?!\Oh, there's beef rib, tenderloin, and even beef round.\All the various parts of a cow. That's our Nikumi. High quality, too. response:	There are some uncommon parts included, too.
context: Thanks, Nikumi.\L-Like I just said, it's not for you!\Anyway!\I won't let you lose to that jerk or quit being a chef,\okay, Yukihira?!\Oh, there's beef rib, tenderloin, and even beef round.\All the various parts of a cow. That's our Nikumi. High quality, too.\There are some uncommon parts included, too. response:	I guess I can't use them, though.
context: L-Like I just said, it's not for you!\Anyway!\I won't let you lose to that jerk or quit being a chef,\okay, Yukihira?!\Oh, there's beef rib, tenderloin, and even beef round.\All the various parts of a cow. That's our Nikumi. High quality, too.\There are some uncommon parts included, too.\I guess I can't use them, though. response:	If I made stew with this meat...
context: Anyway!\I won't let you lose to that jerk or quit being a chef,\okay, Yukihira?!\Oh, there's beef rib, tenderloin, and even beef round.\All the various parts of a cow. That's our Nikumi. High quality, too.\There are some uncommon parts included, too.\I guess I can't use them, though.\If I made stew with this meat... response:	You don't understand anything!
context: I won't let you lose to that jerk or quit being a chef,\okay, Yukihira?!\Oh, there's beef rib, tenderloin, and even beef round.\All the various parts of a cow. That's our Nikumi. High quality, too.\There are some uncommon parts included, too.\I guess I can't use them, though.\If I made stew with this meat...\You don't understand anything! response:	Yukihira-senpai?
context: okay, Yukihira?!\Oh, there's beef rib, tenderloin, and even beef round.\All the various parts of a cow. That's our Nikumi. High quality, too.\There are some uncommon parts included, too.\I guess I can't use them, though.\If I made stew with this meat...\You don't understand anything!\Yukihira-senpai? response:	What's wrong?
context: Oh, there's beef rib, tenderloin, and even beef round.\All the various parts of a cow. That's our Nikumi. High quality, too.\There are some uncommon parts included, too.\I guess I can't use them, though.\If I made stew with this meat...\You don't understand anything!\Yukihira-senpai?\What's wrong? response:	I'm grateful to you, Mitsuru.
context: All the various parts of a cow. That's our Nikumi. High quality, too.\There are some uncommon parts included, too.\I guess I can't use them, though.\If I made stew with this meat...\You don't understand anything!\Yukihira-senpai?\What's wrong?\I'm grateful to you, Mitsuru. response:	I'm glad you've been around.
