context: Okay, on to the next scene. response:	Yuki, use your magic to take out Mikuru.
context: Are you all right?\Huh?\Oh, what are you two doing?\Please don't do anything that's not in the script.\Huh? Mikuru, what happened to the contact lens?\Huh?\At a time like this, you ask the one person who looks like they know what's going on.\Nagato, do you know what happened to Miss Asahina's color contact? response:	- I don't. - That's a lie.
context: Huh?\Oh, what are you two doing?\Please don't do anything that's not in the script.\Huh? Mikuru, what happened to the contact lens?\Huh?\At a time like this, you ask the one person who looks like they know what's going on.\Nagato, do you know what happened to Miss Asahina's color contact?\- I don't. - That's a lie. response:	I wonder if it fell out during your struggle.
context: Oh, what are you two doing?\Please don't do anything that's not in the script.\Huh? Mikuru, what happened to the contact lens?\Huh?\At a time like this, you ask the one person who looks like they know what's going on.\Nagato, do you know what happened to Miss Asahina's color contact?\- I don't. - That's a lie.\I wonder if it fell out during your struggle. response:	Why can't we find it?
context: Please don't do anything that's not in the script.\Huh? Mikuru, what happened to the contact lens?\Huh?\At a time like this, you ask the one person who looks like they know what's going on.\Nagato, do you know what happened to Miss Asahina's color contact?\- I don't. - That's a lie.\I wonder if it fell out during your struggle.\Why can't we find it? response:	Act like you're looking, too.
context: Huh? Mikuru, what happened to the contact lens?\Huh?\At a time like this, you ask the one person who looks like they know what's going on.\Nagato, do you know what happened to Miss Asahina's color contact?\- I don't. - That's a lie.\I wonder if it fell out during your struggle.\Why can't we find it?\Act like you're looking, too. response:	It might have been blown away by the wind. It is light, after all.
context: Huh?\At a time like this, you ask the one person who looks like they know what's going on.\Nagato, do you know what happened to Miss Asahina's color contact?\- I don't. - That's a lie.\I wonder if it fell out during your struggle.\Why can't we find it?\Act like you're looking, too.\It might have been blown away by the wind. It is light, after all. response:	What happened? Did it break?
context: At a time like this, you ask the one person who looks like they know what's going on.\Nagato, do you know what happened to Miss Asahina's color contact?\- I don't. - That's a lie.\I wonder if it fell out during your struggle.\Why can't we find it?\Act like you're looking, too.\It might have been blown away by the wind. It is light, after all.\What happened? Did it break? response:	I guess it was cheap.
context: Nagato, do you know what happened to Miss Asahina's color contact?\- I don't. - That's a lie.\I wonder if it fell out during your struggle.\Why can't we find it?\Act like you're looking, too.\It might have been blown away by the wind. It is light, after all.\What happened? Did it break?\I guess it was cheap. response:	Well, it's the Photography Club's, so I guess that's to be expected.
context: - I don't. - That's a lie.\I wonder if it fell out during your struggle.\Why can't we find it?\Act like you're looking, too.\It might have been blown away by the wind. It is light, after all.\What happened? Did it break?\I guess it was cheap.\Well, it's the Photography Club's, so I guess that's to be expected. response:	Koizumi, please tape up the back or something.
context: I wonder if it fell out during your struggle.\Why can't we find it?\Act like you're looking, too.\It might have been blown away by the wind. It is light, after all.\What happened? Did it break?\I guess it was cheap.\Well, it's the Photography Club's, so I guess that's to be expected.\Koizumi, please tape up the back or something. response:	Right.
context: Why can't we find it?\Act like you're looking, too.\It might have been blown away by the wind. It is light, after all.\What happened? Did it break?\I guess it was cheap.\Well, it's the Photography Club's, so I guess that's to be expected.\Koizumi, please tape up the back or something.\Right. response:	Without the color contact, the video won't match up.
context: Act like you're looking, too.\It might have been blown away by the wind. It is light, after all.\What happened? Did it break?\I guess it was cheap.\Well, it's the Photography Club's, so I guess that's to be expected.\Koizumi, please tape up the back or something.\Right.\Without the color contact, the video won't match up. response:	What do we do?
context: It might have been blown away by the wind. It is light, after all.\What happened? Did it break?\I guess it was cheap.\Well, it's the Photography Club's, so I guess that's to be expected.\Koizumi, please tape up the back or something.\Right.\Without the color contact, the video won't match up.\What do we do? response:	Got it! We'll have the eye color change happen after she transforms!
context: What happened? Did it break?\I guess it was cheap.\Well, it's the Photography Club's, so I guess that's to be expected.\Koizumi, please tape up the back or something.\Right.\Without the color contact, the video won't match up.\What do we do?\Got it! We'll have the eye color change happen after she transforms! response:	T-Transform?
context: I guess it was cheap.\Well, it's the Photography Club's, so I guess that's to be expected.\Koizumi, please tape up the back or something.\Right.\Without the color contact, the video won't match up.\What do we do?\Got it! We'll have the eye color change happen after she transforms!\T-Transform? response:	Of course! It wouldn't be realistic if you wore that costume all the time!
context: Well, it's the Photography Club's, so I guess that's to be expected.\Koizumi, please tape up the back or something.\Right.\Without the color contact, the video won't match up.\What do we do?\Got it! We'll have the eye color change happen after she transforms!\T-Transform?\Of course! It wouldn't be realistic if you wore that costume all the time! response:	There's something unrealistic about people who want reality in their fiction.
context: Koizumi, please tape up the back or something.\Right.\Without the color contact, the video won't match up.\What do we do?\Got it! We'll have the eye color change happen after she transforms!\T-Transform?\Of course! It wouldn't be realistic if you wore that costume all the time!\There's something unrealistic about people who want reality in their fiction. response:	T-That's good. I really would like to wear a more normal outfit!
context: Right.\Without the color contact, the video won't match up.\What do we do?\Got it! We'll have the eye color change happen after she transforms!\T-Transform?\Of course! It wouldn't be realistic if you wore that costume all the time!\There's something unrealistic about people who want reality in their fiction.\T-That's good. I really would like to wear a more normal outfit! response:	So your normal clothes are going to be the bunny girl outfit!
context: Without the color contact, the video won't match up.\What do we do?\Got it! We'll have the eye color change happen after she transforms!\T-Transform?\Of course! It wouldn't be realistic if you wore that costume all the time!\There's something unrealistic about people who want reality in their fiction.\T-That's good. I really would like to wear a more normal outfit!\So your normal clothes are going to be the bunny girl outfit! response:	W-W-W-Why!?
context: What do we do?\Got it! We'll have the eye color change happen after she transforms!\T-Transform?\Of course! It wouldn't be realistic if you wore that costume all the time!\There's something unrealistic about people who want reality in their fiction.\T-That's good. I really would like to wear a more normal outfit!\So your normal clothes are going to be the bunny girl outfit!\W-W-W-Why!? response:	Because that's all I brought.
context: Got it! We'll have the eye color change happen after she transforms!\T-Transform?\Of course! It wouldn't be realistic if you wore that costume all the time!\There's something unrealistic about people who want reality in their fiction.\T-That's good. I really would like to wear a more normal outfit!\So your normal clothes are going to be the bunny girl outfit!\W-W-W-Why!?\Because that's all I brought. response:	And besides, there'd be nothing showy on the screen if she wore normal clothes.
context: T-Transform?\Of course! It wouldn't be realistic if you wore that costume all the time!\There's something unrealistic about people who want reality in their fiction.\T-That's good. I really would like to wear a more normal outfit!\So your normal clothes are going to be the bunny girl outfit!\W-W-W-Why!?\Because that's all I brought.\And besides, there'd be nothing showy on the screen if she wore normal clothes. response:	- Well... - Wait!
context: Of course! It wouldn't be realistic if you wore that costume all the time!\There's something unrealistic about people who want reality in their fiction.\T-That's good. I really would like to wear a more normal outfit!\So your normal clothes are going to be the bunny girl outfit!\W-W-W-Why!?\Because that's all I brought.\And besides, there'd be nothing showy on the screen if she wore normal clothes.\- Well... - Wait! response:	I just thought of something!
context: There's something unrealistic about people who want reality in their fiction.\T-That's good. I really would like to wear a more normal outfit!\So your normal clothes are going to be the bunny girl outfit!\W-W-W-Why!?\Because that's all I brought.\And besides, there'd be nothing showy on the screen if she wore normal clothes.\- Well... - Wait!\I just thought of something! response:	Mikuru is normally a bunny girl who brings in customers for the shopping strip stores.
context: T-That's good. I really would like to wear a more normal outfit!\So your normal clothes are going to be the bunny girl outfit!\W-W-W-Why!?\Because that's all I brought.\And besides, there'd be nothing showy on the screen if she wore normal clothes.\- Well... - Wait!\I just thought of something!\Mikuru is normally a bunny girl who brings in customers for the shopping strip stores. response:	But when she senses danger, she transforms!
context: So your normal clothes are going to be the bunny girl outfit!\W-W-W-Why!?\Because that's all I brought.\And besides, there'd be nothing showy on the screen if she wore normal clothes.\- Well... - Wait!\I just thought of something!\Mikuru is normally a bunny girl who brings in customers for the shopping strip stores.\But when she senses danger, she transforms! response:	That's when she becomes a battling waitress!
context: W-W-W-Why!?\Because that's all I brought.\And besides, there'd be nothing showy on the screen if she wore normal clothes.\- Well... - Wait!\I just thought of something!\Mikuru is normally a bunny girl who brings in customers for the shopping strip stores.\But when she senses danger, she transforms!\That's when she becomes a battling waitress! response:	What do you think? Perfect, right?
context: Because that's all I brought.\And besides, there'd be nothing showy on the screen if she wore normal clothes.\- Well... - Wait!\I just thought of something!\Mikuru is normally a bunny girl who brings in customers for the shopping strip stores.\But when she senses danger, she transforms!\That's when she becomes a battling waitress!\What do you think? Perfect, right? response:	What happened to the reality you mentioned before?
context: And besides, there'd be nothing showy on the screen if she wore normal clothes.\- Well... - Wait!\I just thought of something!\Mikuru is normally a bunny girl who brings in customers for the shopping strip stores.\But when she senses danger, she transforms!\That's when she becomes a battling waitress!\What do you think? Perfect, right?\What happened to the reality you mentioned before? response:	All right, let's get going.
context: - Well... - Wait!\I just thought of something!\Mikuru is normally a bunny girl who brings in customers for the shopping strip stores.\But when she senses danger, she transforms!\That's when she becomes a battling waitress!\What do you think? Perfect, right?\What happened to the reality you mentioned before?\All right, let's get going. response:	Ow ow ow ow...
context: I just thought of something!\Mikuru is normally a bunny girl who brings in customers for the shopping strip stores.\But when she senses danger, she transforms!\That's when she becomes a battling waitress!\What do you think? Perfect, right?\What happened to the reality you mentioned before?\All right, let's get going.\Ow ow ow ow... response:	Thank you for all the hard work...
context: Mikuru is normally a bunny girl who brings in customers for the shopping strip stores.\But when she senses danger, she transforms!\That's when she becomes a battling waitress!\What do you think? Perfect, right?\What happened to the reality you mentioned before?\All right, let's get going.\Ow ow ow ow...\Thank you for all the hard work... response:	So what was all that ad libbing about?
context: But when she senses danger, she transforms!\That's when she becomes a battling waitress!\What do you think? Perfect, right?\What happened to the reality you mentioned before?\All right, let's get going.\Ow ow ow ow...\Thank you for all the hard work...\So what was all that ad libbing about? response:	Here.
context: That's when she becomes a battling waitress!\What do you think? Perfect, right?\What happened to the reality you mentioned before?\All right, let's get going.\Ow ow ow ow...\Thank you for all the hard work...\So what was all that ad libbing about?\Here. response:	So it was you that took it.
context: What do you think? Perfect, right?\What happened to the reality you mentioned before?\All right, let's get going.\Ow ow ow ow...\Thank you for all the hard work...\So what was all that ad libbing about?\Here.\So it was you that took it. response:	Laser.
context: What happened to the reality you mentioned before?\All right, let's get going.\Ow ow ow ow...\Thank you for all the hard work...\So what was all that ad libbing about?\Here.\So it was you that took it.\Laser. response:	Hey, Nagato.
context: All right, let's get going.\Ow ow ow ow...\Thank you for all the hard work...\So what was all that ad libbing about?\Here.\So it was you that took it.\Laser.\Hey, Nagato. response:	I've always noticed that you keep your explanations to the bare minimum.
context: Ow ow ow ow...\Thank you for all the hard work...\So what was all that ad libbing about?\Here.\So it was you that took it.\Laser.\Hey, Nagato.\I've always noticed that you keep your explanations to the bare minimum. response:	How about you speak for at least ten seconds?
context: Thank you for all the hard work...\So what was all that ad libbing about?\Here.\So it was you that took it.\Laser.\Hey, Nagato.\I've always noticed that you keep your explanations to the bare minimum.\How about you speak for at least ten seconds? response:	A coherent, narrow beam of light invisible to the human eye.
context: So what was all that ad libbing about?\Here.\So it was you that took it.\Laser.\Hey, Nagato.\I've always noticed that you keep your explanations to the bare minimum.\How about you speak for at least ten seconds?\A coherent, narrow beam of light invisible to the human eye. response:	I see. A coherent, narrow beam... invisible...
context: Here.\So it was you that took it.\Laser.\Hey, Nagato.\I've always noticed that you keep your explanations to the bare minimum.\How about you speak for at least ten seconds?\A coherent, narrow beam of light invisible to the human eye.\I see. A coherent, narrow beam... invisible... response:	Sorry, I'm even more confused now.
context: So it was you that took it.\Laser.\Hey, Nagato.\I've always noticed that you keep your explanations to the bare minimum.\How about you speak for at least ten seconds?\A coherent, narrow beam of light invisible to the human eye.\I see. A coherent, narrow beam... invisible...\Sorry, I'm even more confused now. response:	- A laser? - Yes.
context: Laser.\Hey, Nagato.\I've always noticed that you keep your explanations to the bare minimum.\How about you speak for at least ten seconds?\A coherent, narrow beam of light invisible to the human eye.\I see. A coherent, narrow beam... invisible...\Sorry, I'm even more confused now.\- A laser? - Yes. response:	That's surprising. May I?
context: Hey, Nagato.\I've always noticed that you keep your explanations to the bare minimum.\How about you speak for at least ten seconds?\A coherent, narrow beam of light invisible to the human eye.\I see. A coherent, narrow beam... invisible...\Sorry, I'm even more confused now.\- A laser? - Yes.\That's surprising. May I? response:	It looks like a normal contact to me.
context: I've always noticed that you keep your explanations to the bare minimum.\How about you speak for at least ten seconds?\A coherent, narrow beam of light invisible to the human eye.\I see. A coherent, narrow beam... invisible...\Sorry, I'm even more confused now.\- A laser? - Yes.\That's surprising. May I?\It looks like a normal contact to me. response:	What do you mean?
context: How about you speak for at least ten seconds?\A coherent, narrow beam of light invisible to the human eye.\I see. A coherent, narrow beam... invisible...\Sorry, I'm even more confused now.\- A laser? - Yes.\That's surprising. May I?\It looks like a normal contact to me.\What do you mean? response:	Would you show me your right palm?
context: A coherent, narrow beam of light invisible to the human eye.\I see. A coherent, narrow beam... invisible...\Sorry, I'm even more confused now.\- A laser? - Yes.\That's surprising. May I?\It looks like a normal contact to me.\What do you mean?\Would you show me your right palm? response:	Oh, not you. I mean Miss Nagato.
context: I see. A coherent, narrow beam... invisible...\Sorry, I'm even more confused now.\- A laser? - Yes.\That's surprising. May I?\It looks like a normal contact to me.\What do you mean?\Would you show me your right palm?\Oh, not you. I mean Miss Nagato. response:	It broke through my shield.
context: Sorry, I'm even more confused now.\- A laser? - Yes.\That's surprising. May I?\It looks like a normal contact to me.\What do you mean?\Would you show me your right palm?\Oh, not you. I mean Miss Nagato.\It broke through my shield. response:	Don't be so blase when you say that. Just looking at it hurts.
context: - A laser? - Yes.\That's surprising. May I?\It looks like a normal contact to me.\What do you mean?\Would you show me your right palm?\Oh, not you. I mean Miss Nagato.\It broke through my shield.\Don't be so blase when you say that. Just looking at it hurts. response:	Incredibly strong. I had to act fast.
context: That's surprising. May I?\It looks like a normal contact to me.\What do you mean?\Would you show me your right palm?\Oh, not you. I mean Miss Nagato.\It broke through my shield.\Don't be so blase when you say that. Just looking at it hurts.\Incredibly strong. I had to act fast. response:	Did the beam come from Miss Asahina's left eye?
context: It looks like a normal contact to me.\What do you mean?\Would you show me your right palm?\Oh, not you. I mean Miss Nagato.\It broke through my shield.\Don't be so blase when you say that. Just looking at it hurts.\Incredibly strong. I had to act fast.\Did the beam come from Miss Asahina's left eye? response:	Correct.
context: What do you mean?\Would you show me your right palm?\Oh, not you. I mean Miss Nagato.\It broke through my shield.\Don't be so blase when you say that. Just looking at it hurts.\Incredibly strong. I had to act fast.\Did the beam come from Miss Asahina's left eye?\Correct. response:	Just correct!?
context: Would you show me your right palm?\Oh, not you. I mean Miss Nagato.\It broke through my shield.\Don't be so blase when you say that. Just looking at it hurts.\Incredibly strong. I had to act fast.\Did the beam come from Miss Asahina's left eye?\Correct.\Just correct!? response:	It will be repaired soon.
context: Oh, not you. I mean Miss Nagato.\It broke through my shield.\Don't be so blase when you say that. Just looking at it hurts.\Incredibly strong. I had to act fast.\Did the beam come from Miss Asahina's left eye?\Correct.\Just correct!?\It will be repaired soon. response:	Oh, good grief.
context: It broke through my shield.\Don't be so blase when you say that. Just looking at it hurts.\Incredibly strong. I had to act fast.\Did the beam come from Miss Asahina's left eye?\Correct.\Just correct!?\It will be repaired soon.\Oh, good grief. response:	Did Miss Asahina actually shoot a beam from her eye?
context: Don't be so blase when you say that. Just looking at it hurts.\Incredibly strong. I had to act fast.\Did the beam come from Miss Asahina's left eye?\Correct.\Just correct!?\It will be repaired soon.\Oh, good grief.\Did Miss Asahina actually shoot a beam from her eye? response:	It's not a particle acceleration cannon. It's cohesive light.
context: Incredibly strong. I had to act fast.\Did the beam come from Miss Asahina's left eye?\Correct.\Just correct!?\It will be repaired soon.\Oh, good grief.\Did Miss Asahina actually shoot a beam from her eye?\It's not a particle acceleration cannon. It's cohesive light. response:	Whatever.
context: Did the beam come from Miss Asahina's left eye?\Correct.\Just correct!?\It will be repaired soon.\Oh, good grief.\Did Miss Asahina actually shoot a beam from her eye?\It's not a particle acceleration cannon. It's cohesive light.\Whatever. response:	Laser, maser, marker-light FAHP, they're all the same to normal people.
context: Correct.\Just correct!?\It will be repaired soon.\Oh, good grief.\Did Miss Asahina actually shoot a beam from her eye?\It's not a particle acceleration cannon. It's cohesive light.\Whatever.\Laser, maser, marker-light FAHP, they're all the same to normal people. response:	The problem remains the fact that Miss Asahina fired off a heat ray.
context: Just correct!?\It will be repaired soon.\Oh, good grief.\Did Miss Asahina actually shoot a beam from her eye?\It's not a particle acceleration cannon. It's cohesive light.\Whatever.\Laser, maser, marker-light FAHP, they're all the same to normal people.\The problem remains the fact that Miss Asahina fired off a heat ray. response:	Not a heat ray. A photon laser.
context: It will be repaired soon.\Oh, good grief.\Did Miss Asahina actually shoot a beam from her eye?\It's not a particle acceleration cannon. It's cohesive light.\Whatever.\Laser, maser, marker-light FAHP, they're all the same to normal people.\The problem remains the fact that Miss Asahina fired off a heat ray.\Not a heat ray. A photon laser. response:	I told you, we don't need the scientific details.
context: Oh, good grief.\Did Miss Asahina actually shoot a beam from her eye?\It's not a particle acceleration cannon. It's cohesive light.\Whatever.\Laser, maser, marker-light FAHP, they're all the same to normal people.\The problem remains the fact that Miss Asahina fired off a heat ray.\Not a heat ray. A photon laser.\I told you, we don't need the scientific details. response:	Is this an ability that Miss Asahina has always possessed?
context: Did Miss Asahina actually shoot a beam from her eye?\It's not a particle acceleration cannon. It's cohesive light.\Whatever.\Laser, maser, marker-light FAHP, they're all the same to normal people.\The problem remains the fact that Miss Asahina fired off a heat ray.\Not a heat ray. A photon laser.\I told you, we don't need the scientific details.\Is this an ability that Miss Asahina has always possessed? response:	No. Currently, Mikuru Asahina is a normal human being.
context: It's not a particle acceleration cannon. It's cohesive light.\Whatever.\Laser, maser, marker-light FAHP, they're all the same to normal people.\The problem remains the fact that Miss Asahina fired off a heat ray.\Not a heat ray. A photon laser.\I told you, we don't need the scientific details.\Is this an ability that Miss Asahina has always possessed?\No. Currently, Mikuru Asahina is a normal human being. response:	She is not any different than anyone else.
context: Whatever.\Laser, maser, marker-light FAHP, they're all the same to normal people.\The problem remains the fact that Miss Asahina fired off a heat ray.\Not a heat ray. A photon laser.\I told you, we don't need the scientific details.\Is this an ability that Miss Asahina has always possessed?\No. Currently, Mikuru Asahina is a normal human being.\She is not any different than anyone else. response:	Could there be some sort of mechanism in that contact?
context: Laser, maser, marker-light FAHP, they're all the same to normal people.\The problem remains the fact that Miss Asahina fired off a heat ray.\Not a heat ray. A photon laser.\I told you, we don't need the scientific details.\Is this an ability that Miss Asahina has always possessed?\No. Currently, Mikuru Asahina is a normal human being.\She is not any different than anyone else.\Could there be some sort of mechanism in that contact? response:	No. It's a simple cosmetic accessory.
context: The problem remains the fact that Miss Asahina fired off a heat ray.\Not a heat ray. A photon laser.\I told you, we don't need the scientific details.\Is this an ability that Miss Asahina has always possessed?\No. Currently, Mikuru Asahina is a normal human being.\She is not any different than anyone else.\Could there be some sort of mechanism in that contact?\No. It's a simple cosmetic accessory. response:	Which means...
context: Not a heat ray. A photon laser.\I told you, we don't need the scientific details.\Is this an ability that Miss Asahina has always possessed?\No. Currently, Mikuru Asahina is a normal human being.\She is not any different than anyone else.\Could there be some sort of mechanism in that contact?\No. It's a simple cosmetic accessory.\Which means... response:	If Nagato hadn't protected me, the laser beam that shot out of Miss Asahina's eye
context: I told you, we don't need the scientific details.\Is this an ability that Miss Asahina has always possessed?\No. Currently, Mikuru Asahina is a normal human being.\She is not any different than anyone else.\Could there be some sort of mechanism in that contact?\No. It's a simple cosmetic accessory.\Which means...\If Nagato hadn't protected me, the laser beam that shot out of Miss Asahina's eye response:	would have probably pierced the video camera's lens, gone through my eye,
context: Is this an ability that Miss Asahina has always possessed?\No. Currently, Mikuru Asahina is a normal human being.\She is not any different than anyone else.\Could there be some sort of mechanism in that contact?\No. It's a simple cosmetic accessory.\Which means...\If Nagato hadn't protected me, the laser beam that shot out of Miss Asahina's eye\would have probably pierced the video camera's lens, gone through my eye, response:	roasted various other bits, and then come out the back of my head.
context: No. Currently, Mikuru Asahina is a normal human being.\She is not any different than anyone else.\Could there be some sort of mechanism in that contact?\No. It's a simple cosmetic accessory.\Which means...\If Nagato hadn't protected me, the laser beam that shot out of Miss Asahina's eye\would have probably pierced the video camera's lens, gone through my eye,\roasted various other bits, and then come out the back of my head. response:	This was Miss Suzumiya's doing.
context: She is not any different than anyone else.\Could there be some sort of mechanism in that contact?\No. It's a simple cosmetic accessory.\Which means...\If Nagato hadn't protected me, the laser beam that shot out of Miss Asahina's eye\would have probably pierced the video camera's lens, gone through my eye,\roasted various other bits, and then come out the back of my head.\This was Miss Suzumiya's doing. response:	Because she wanted there to be a Mikuru Beam,
context: Could there be some sort of mechanism in that contact?\No. It's a simple cosmetic accessory.\Which means...\If Nagato hadn't protected me, the laser beam that shot out of Miss Asahina's eye\would have probably pierced the video camera's lens, gone through my eye,\roasted various other bits, and then come out the back of my head.\This was Miss Suzumiya's doing.\Because she wanted there to be a Mikuru Beam, response:	reality changed so that there was one.
context: No. It's a simple cosmetic accessory.\Which means...\If Nagato hadn't protected me, the laser beam that shot out of Miss Asahina's eye\would have probably pierced the video camera's lens, gone through my eye,\roasted various other bits, and then come out the back of my head.\This was Miss Suzumiya's doing.\Because she wanted there to be a Mikuru Beam,\reality changed so that there was one. response:	Wait a second.
context: Which means...\If Nagato hadn't protected me, the laser beam that shot out of Miss Asahina's eye\would have probably pierced the video camera's lens, gone through my eye,\roasted various other bits, and then come out the back of my head.\This was Miss Suzumiya's doing.\Because she wanted there to be a Mikuru Beam,\reality changed so that there was one.\Wait a second. response:	That contact lens hasn't had any magic cast on it, right?
context: If Nagato hadn't protected me, the laser beam that shot out of Miss Asahina's eye\would have probably pierced the video camera's lens, gone through my eye,\roasted various other bits, and then come out the back of my head.\This was Miss Suzumiya's doing.\Because she wanted there to be a Mikuru Beam,\reality changed so that there was one.\Wait a second.\That contact lens hasn't had any magic cast on it, right? response:	Even if Haruhi wished for it, why did a killer laser beam come out of it?
context: would have probably pierced the video camera's lens, gone through my eye,\roasted various other bits, and then come out the back of my head.\This was Miss Suzumiya's doing.\Because she wanted there to be a Mikuru Beam,\reality changed so that there was one.\Wait a second.\That contact lens hasn't had any magic cast on it, right?\Even if Haruhi wished for it, why did a killer laser beam come out of it? response:	Miss Suzumiya doesn't need magic or strange scientific technology.
context: roasted various other bits, and then come out the back of my head.\This was Miss Suzumiya's doing.\Because she wanted there to be a Mikuru Beam,\reality changed so that there was one.\Wait a second.\That contact lens hasn't had any magic cast on it, right?\Even if Haruhi wished for it, why did a killer laser beam come out of it?\Miss Suzumiya doesn't need magic or strange scientific technology. response:	All she needs to do is think something exists, and it will.
context: This was Miss Suzumiya's doing.\Because she wanted there to be a Mikuru Beam,\reality changed so that there was one.\Wait a second.\That contact lens hasn't had any magic cast on it, right?\Even if Haruhi wished for it, why did a killer laser beam come out of it?\Miss Suzumiya doesn't need magic or strange scientific technology.\All she needs to do is think something exists, and it will. response:	But there's no way she actually thinks that a beam would come shooting out of it.
context: Because she wanted there to be a Mikuru Beam,\reality changed so that there was one.\Wait a second.\That contact lens hasn't had any magic cast on it, right?\Even if Haruhi wished for it, why did a killer laser beam come out of it?\Miss Suzumiya doesn't need magic or strange scientific technology.\All she needs to do is think something exists, and it will.\But there's no way she actually thinks that a beam would come shooting out of it. response:	That's true.
context: reality changed so that there was one.\Wait a second.\That contact lens hasn't had any magic cast on it, right?\Even if Haruhi wished for it, why did a killer laser beam come out of it?\Miss Suzumiya doesn't need magic or strange scientific technology.\All she needs to do is think something exists, and it will.\But there's no way she actually thinks that a beam would come shooting out of it.\That's true. response:	We all know that Miss Suzumiya possesses common sense.
context: Wait a second.\That contact lens hasn't had any magic cast on it, right?\Even if Haruhi wished for it, why did a killer laser beam come out of it?\Miss Suzumiya doesn't need magic or strange scientific technology.\All she needs to do is think something exists, and it will.\But there's no way she actually thinks that a beam would come shooting out of it.\That's true.\We all know that Miss Suzumiya possesses common sense. response:	However, it's also true that she doesn't subscribe
context: That contact lens hasn't had any magic cast on it, right?\Even if Haruhi wished for it, why did a killer laser beam come out of it?\Miss Suzumiya doesn't need magic or strange scientific technology.\All she needs to do is think something exists, and it will.\But there's no way she actually thinks that a beam would come shooting out of it.\That's true.\We all know that Miss Suzumiya possesses common sense.\However, it's also true that she doesn't subscribe response:	to the world's sensibilities, either.
context: Even if Haruhi wished for it, why did a killer laser beam come out of it?\Miss Suzumiya doesn't need magic or strange scientific technology.\All she needs to do is think something exists, and it will.\But there's no way she actually thinks that a beam would come shooting out of it.\That's true.\We all know that Miss Suzumiya possesses common sense.\However, it's also true that she doesn't subscribe\to the world's sensibilities, either. response:	There's probably some sort of special situation going on.
context: Miss Suzumiya doesn't need magic or strange scientific technology.\All she needs to do is think something exists, and it will.\But there's no way she actually thinks that a beam would come shooting out of it.\That's true.\We all know that Miss Suzumiya possesses common sense.\However, it's also true that she doesn't subscribe\to the world's sensibilities, either.\There's probably some sort of special situation going on. response:	That's... Oh, and she's back.
context: All she needs to do is think something exists, and it will.\But there's no way she actually thinks that a beam would come shooting out of it.\That's true.\We all know that Miss Suzumiya possesses common sense.\However, it's also true that she doesn't subscribe\to the world's sensibilities, either.\There's probably some sort of special situation going on.\That's... Oh, and she's back. response:	We'll continue this discussion later...
context: But there's no way she actually thinks that a beam would come shooting out of it.\That's true.\We all know that Miss Suzumiya possesses common sense.\However, it's also true that she doesn't subscribe\to the world's sensibilities, either.\There's probably some sort of special situation going on.\That's... Oh, and she's back.\We'll continue this discussion later... response:	How long are you going to complain? Act more like an actress!
context: That's true.\We all know that Miss Suzumiya possesses common sense.\However, it's also true that she doesn't subscribe\to the world's sensibilities, either.\There's probably some sort of special situation going on.\That's... Oh, and she's back.\We'll continue this discussion later...\How long are you going to complain? Act more like an actress! response:	A willingness to strip will put you on the fast track to the blue ribbon!
context: We all know that Miss Suzumiya possesses common sense.\However, it's also true that she doesn't subscribe\to the world's sensibilities, either.\There's probably some sort of special situation going on.\That's... Oh, and she's back.\We'll continue this discussion later...\How long are you going to complain? Act more like an actress!\A willingness to strip will put you on the fast track to the blue ribbon! response:	Okay, sorry to keep you waiting!
context: However, it's also true that she doesn't subscribe\to the world's sensibilities, either.\There's probably some sort of special situation going on.\That's... Oh, and she's back.\We'll continue this discussion later...\How long are you going to complain? Act more like an actress!\A willingness to strip will put you on the fast track to the blue ribbon!\Okay, sorry to keep you waiting! response:	Zoom in!
context: to the world's sensibilities, either.\There's probably some sort of special situation going on.\That's... Oh, and she's back.\We'll continue this discussion later...\How long are you going to complain? Act more like an actress!\A willingness to strip will put you on the fast track to the blue ribbon!\Okay, sorry to keep you waiting!\Zoom in! response:	Confirmation completed. It's definitely the Miss Asahina I know.
context: There's probably some sort of special situation going on.\That's... Oh, and she's back.\We'll continue this discussion later...\How long are you going to complain? Act more like an actress!\A willingness to strip will put you on the fast track to the blue ribbon!\Okay, sorry to keep you waiting!\Zoom in!\Confirmation completed. It's definitely the Miss Asahina I know. response:	What are you doing?
context: That's... Oh, and she's back.\We'll continue this discussion later...\How long are you going to complain? Act more like an actress!\A willingness to strip will put you on the fast track to the blue ribbon!\Okay, sorry to keep you waiting!\Zoom in!\Confirmation completed. It's definitely the Miss Asahina I know.\What are you doing? response:	You mustn't film anything unless I tell you to.
context: We'll continue this discussion later...\How long are you going to complain? Act more like an actress!\A willingness to strip will put you on the fast track to the blue ribbon!\Okay, sorry to keep you waiting!\Zoom in!\Confirmation completed. It's definitely the Miss Asahina I know.\What are you doing?\You mustn't film anything unless I tell you to. response:	I know that. Here's your proof - I didn't hit the record button.
context: How long are you going to complain? Act more like an actress!\A willingness to strip will put you on the fast track to the blue ribbon!\Okay, sorry to keep you waiting!\Zoom in!\Confirmation completed. It's definitely the Miss Asahina I know.\What are you doing?\You mustn't film anything unless I tell you to.\I know that. Here's your proof - I didn't hit the record button. response:	I was just looking at her.
