context: Huh? Wait, what? response:	Sorry, are you okay?!
context: Oh, but don't worry, I'll tell him right now that we're not dating.\Uh-huh.\I mean, you don't have to tell him we aren't...\Speak of the devil! It's my friend!\He just texted me...\What's that look for?\Ooh, he sent a picture. Lemme see!\C'mon, I wanna see! response:	One moment, please.
context: Uh-huh.\I mean, you don't have to tell him we aren't...\Speak of the devil! It's my friend!\He just texted me...\What's that look for?\Ooh, he sent a picture. Lemme see!\C'mon, I wanna see!\One moment, please. response:	Don't get all polite on me!
context: I mean, you don't have to tell him we aren't...\Speak of the devil! It's my friend!\He just texted me...\What's that look for?\Ooh, he sent a picture. Lemme see!\C'mon, I wanna see!\One moment, please.\Don't get all polite on me! response:	C'mon, please?
context: Speak of the devil! It's my friend!\He just texted me...\What's that look for?\Ooh, he sent a picture. Lemme see!\C'mon, I wanna see!\One moment, please.\Don't get all polite on me!\C'mon, please? response:	I got me a girlfriend! Cute, isn't she? I told her we're gonna do a double date sometime! Don't forget to use protection, wink wink!
context: He just texted me...\What's that look for?\Ooh, he sent a picture. Lemme see!\C'mon, I wanna see!\One moment, please.\Don't get all polite on me!\C'mon, please?\I got me a girlfriend! Cute, isn't she? I told her we're gonna do a double date sometime! Don't forget to use protection, wink wink! response:	What is that moron thinking?!
context: What's that look for?\Ooh, he sent a picture. Lemme see!\C'mon, I wanna see!\One moment, please.\Don't get all polite on me!\C'mon, please?\I got me a girlfriend! Cute, isn't she? I told her we're gonna do a double date sometime! Don't forget to use protection, wink wink!\What is that moron thinking?! response:	I got me a girlfriend! Cute, isn't she? I told her we're gonna do a double date sometime! Don't forget to use protection, wink wink!
context: Ooh, he sent a picture. Lemme see!\C'mon, I wanna see!\One moment, please.\Don't get all polite on me!\C'mon, please?\I got me a girlfriend! Cute, isn't she? I told her we're gonna do a double date sometime! Don't forget to use protection, wink wink!\What is that moron thinking?!\I got me a girlfriend! Cute, isn't she? I told her we're gonna do a double date sometime! Don't forget to use protection, wink wink! response:	-C'mon. Are you listening? C'mon, Miyamura...
context: C'mon, I wanna see!\One moment, please.\Don't get all polite on me!\C'mon, please?\I got me a girlfriend! Cute, isn't she? I told her we're gonna do a double date sometime! Don't forget to use protection, wink wink!\What is that moron thinking?!\I got me a girlfriend! Cute, isn't she? I told her we're gonna do a double date sometime! Don't forget to use protection, wink wink!\-C'mon. Are you listening? C'mon, Miyamura... response:	Don't forget to use protection, wink wink!
context: One moment, please.\Don't get all polite on me!\C'mon, please?\I got me a girlfriend! Cute, isn't she? I told her we're gonna do a double date sometime! Don't forget to use protection, wink wink!\What is that moron thinking?!\I got me a girlfriend! Cute, isn't she? I told her we're gonna do a double date sometime! Don't forget to use protection, wink wink!\-C'mon. Are you listening? C'mon, Miyamura...\Don't forget to use protection, wink wink! response:	-C'mon. Are you listening? C'mon, Miyamura...
context: Don't get all polite on me!\C'mon, please?\I got me a girlfriend! Cute, isn't she? I told her we're gonna do a double date sometime! Don't forget to use protection, wink wink!\What is that moron thinking?!\I got me a girlfriend! Cute, isn't she? I told her we're gonna do a double date sometime! Don't forget to use protection, wink wink!\-C'mon. Are you listening? C'mon, Miyamura...\Don't forget to use protection, wink wink!\-C'mon. Are you listening? C'mon, Miyamura... response:	-Like hell I'm letting you see that! -C'mon. Are you listening? C'mon, Miyamura...
context: C'mon, please?\I got me a girlfriend! Cute, isn't she? I told her we're gonna do a double date sometime! Don't forget to use protection, wink wink!\What is that moron thinking?!\I got me a girlfriend! Cute, isn't she? I told her we're gonna do a double date sometime! Don't forget to use protection, wink wink!\-C'mon. Are you listening? C'mon, Miyamura...\Don't forget to use protection, wink wink!\-C'mon. Are you listening? C'mon, Miyamura...\-Like hell I'm letting you see that! -C'mon. Are you listening? C'mon, Miyamura... response:	Whoa! Volume!
context: I got me a girlfriend! Cute, isn't she? I told her we're gonna do a double date sometime! Don't forget to use protection, wink wink!\What is that moron thinking?!\I got me a girlfriend! Cute, isn't she? I told her we're gonna do a double date sometime! Don't forget to use protection, wink wink!\-C'mon. Are you listening? C'mon, Miyamura...\Don't forget to use protection, wink wink!\-C'mon. Are you listening? C'mon, Miyamura...\-Like hell I'm letting you see that! -C'mon. Are you listening? C'mon, Miyamura...\Whoa! Volume! response:	AAAnd delete.
context: What is that moron thinking?!\I got me a girlfriend! Cute, isn't she? I told her we're gonna do a double date sometime! Don't forget to use protection, wink wink!\-C'mon. Are you listening? C'mon, Miyamura...\Don't forget to use protection, wink wink!\-C'mon. Are you listening? C'mon, Miyamura...\-Like hell I'm letting you see that! -C'mon. Are you listening? C'mon, Miyamura...\Whoa! Volume!\AAAnd delete. response:	I've never seen you this worked up before, Miyamura.
context: I got me a girlfriend! Cute, isn't she? I told her we're gonna do a double date sometime! Don't forget to use protection, wink wink!\-C'mon. Are you listening? C'mon, Miyamura...\Don't forget to use protection, wink wink!\-C'mon. Are you listening? C'mon, Miyamura...\-Like hell I'm letting you see that! -C'mon. Are you listening? C'mon, Miyamura...\Whoa! Volume!\AAAnd delete.\I've never seen you this worked up before, Miyamura. response:	Huh? Oh, no, it's just'cause he's such a moron.
context: -C'mon. Are you listening? C'mon, Miyamura...\Don't forget to use protection, wink wink!\-C'mon. Are you listening? C'mon, Miyamura...\-Like hell I'm letting you see that! -C'mon. Are you listening? C'mon, Miyamura...\Whoa! Volume!\AAAnd delete.\I've never seen you this worked up before, Miyamura.\Huh? Oh, no, it's just'cause he's such a moron. response:	-Like, for real...
context: Don't forget to use protection, wink wink!\-C'mon. Are you listening? C'mon, Miyamura...\-Like hell I'm letting you see that! -C'mon. Are you listening? C'mon, Miyamura...\Whoa! Volume!\AAAnd delete.\I've never seen you this worked up before, Miyamura.\Huh? Oh, no, it's just'cause he's such a moron.\-Like, for real... response:	-Hello? Oh, sup, Miyamura? -Like, for real...
context: -C'mon. Are you listening? C'mon, Miyamura...\-Like hell I'm letting you see that! -C'mon. Are you listening? C'mon, Miyamura...\Whoa! Volume!\AAAnd delete.\I've never seen you this worked up before, Miyamura.\Huh? Oh, no, it's just'cause he's such a moron.\-Like, for real...\-Hello? Oh, sup, Miyamura? -Like, for real... response:	-Hello? Oh, sup, Miyamura?
context: -Like hell I'm letting you see that! -C'mon. Are you listening? C'mon, Miyamura...\Whoa! Volume!\AAAnd delete.\I've never seen you this worked up before, Miyamura.\Huh? Oh, no, it's just'cause he's such a moron.\-Like, for real...\-Hello? Oh, sup, Miyamura? -Like, for real...\-Hello? Oh, sup, Miyamura? response:	Piss off!
context: Whoa! Volume!\AAAnd delete.\I've never seen you this worked up before, Miyamura.\Huh? Oh, no, it's just'cause he's such a moron.\-Like, for real...\-Hello? Oh, sup, Miyamura? -Like, for real...\-Hello? Oh, sup, Miyamura?\Piss off! response:	Is that how you always talk to your friends from middle school?
context: AAAnd delete.\I've never seen you this worked up before, Miyamura.\Huh? Oh, no, it's just'cause he's such a moron.\-Like, for real...\-Hello? Oh, sup, Miyamura? -Like, for real...\-Hello? Oh, sup, Miyamura?\Piss off!\Is that how you always talk to your friends from middle school? response:	Kinda.
context: I've never seen you this worked up before, Miyamura.\Huh? Oh, no, it's just'cause he's such a moron.\-Like, for real...\-Hello? Oh, sup, Miyamura? -Like, for real...\-Hello? Oh, sup, Miyamura?\Piss off!\Is that how you always talk to your friends from middle school?\Kinda. response:	I thought Miyamura was the kind of guy who never god mad.
context: Huh? Oh, no, it's just'cause he's such a moron.\-Like, for real...\-Hello? Oh, sup, Miyamura? -Like, for real...\-Hello? Oh, sup, Miyamura?\Piss off!\Is that how you always talk to your friends from middle school?\Kinda.\I thought Miyamura was the kind of guy who never god mad. response:	Why don't you try that kind of reaction with Toru?
context: -Like, for real...\-Hello? Oh, sup, Miyamura? -Like, for real...\-Hello? Oh, sup, Miyamura?\Piss off!\Is that how you always talk to your friends from middle school?\Kinda.\I thought Miyamura was the kind of guy who never god mad.\Why don't you try that kind of reaction with Toru? response:	Maybe once we get to be better friends.
context: -Hello? Oh, sup, Miyamura? -Like, for real...\-Hello? Oh, sup, Miyamura?\Piss off!\Is that how you always talk to your friends from middle school?\Kinda.\I thought Miyamura was the kind of guy who never god mad.\Why don't you try that kind of reaction with Toru?\Maybe once we get to be better friends. response:	He's shy about the weirdest stuff.
context: -Hello? Oh, sup, Miyamura?\Piss off!\Is that how you always talk to your friends from middle school?\Kinda.\I thought Miyamura was the kind of guy who never god mad.\Why don't you try that kind of reaction with Toru?\Maybe once we get to be better friends.\He's shy about the weirdest stuff. response:	You guys are pretty good friends already though, yeah?
context: Piss off!\Is that how you always talk to your friends from middle school?\Kinda.\I thought Miyamura was the kind of guy who never god mad.\Why don't you try that kind of reaction with Toru?\Maybe once we get to be better friends.\He's shy about the weirdest stuff.\You guys are pretty good friends already though, yeah? response:	Y-You really think so?
context: Is that how you always talk to your friends from middle school?\Kinda.\I thought Miyamura was the kind of guy who never god mad.\Why don't you try that kind of reaction with Toru?\Maybe once we get to be better friends.\He's shy about the weirdest stuff.\You guys are pretty good friends already though, yeah?\Y-You really think so? response:	Well, that's creepy.
context: Kinda.\I thought Miyamura was the kind of guy who never god mad.\Why don't you try that kind of reaction with Toru?\Maybe once we get to be better friends.\He's shy about the weirdest stuff.\You guys are pretty good friends already though, yeah?\Y-You really think so?\Well, that's creepy. response:	There's so much I don't know about Miyamura.
context: I thought Miyamura was the kind of guy who never god mad.\Why don't you try that kind of reaction with Toru?\Maybe once we get to be better friends.\He's shy about the weirdest stuff.\You guys are pretty good friends already though, yeah?\Y-You really think so?\Well, that's creepy.\There's so much I don't know about Miyamura. response:	I wonder what he was like in middle school...
context: Why don't you try that kind of reaction with Toru?\Maybe once we get to be better friends.\He's shy about the weirdest stuff.\You guys are pretty good friends already though, yeah?\Y-You really think so?\Well, that's creepy.\There's so much I don't know about Miyamura.\I wonder what he was like in middle school... response:	Mmkay, I got that, and that...
context: Maybe once we get to be better friends.\He's shy about the weirdest stuff.\You guys are pretty good friends already though, yeah?\Y-You really think so?\Well, that's creepy.\There's so much I don't know about Miyamura.\I wonder what he was like in middle school...\Mmkay, I got that, and that... response:	Am I coming down with a cold?
context: He's shy about the weirdest stuff.\You guys are pretty good friends already though, yeah?\Y-You really think so?\Well, that's creepy.\There's so much I don't know about Miyamura.\I wonder what he was like in middle school...\Mmkay, I got that, and that...\Am I coming down with a cold? response:	Is it because I blasted the A/C after it was fixed?
context: You guys are pretty good friends already though, yeah?\Y-You really think so?\Well, that's creepy.\There's so much I don't know about Miyamura.\I wonder what he was like in middle school...\Mmkay, I got that, and that...\Am I coming down with a cold?\Is it because I blasted the A/C after it was fixed? response:	-No way, only morons catch colds in the summer. I can't be sick.
context: Y-You really think so?\Well, that's creepy.\There's so much I don't know about Miyamura.\I wonder what he was like in middle school...\Mmkay, I got that, and that...\Am I coming down with a cold?\Is it because I blasted the A/C after it was fixed?\-No way, only morons catch colds in the summer. I can't be sick. response:	-Hey, Hori-san! -No way, only morons catch colds in the summer. I can't be sick.
context: Well, that's creepy.\There's so much I don't know about Miyamura.\I wonder what he was like in middle school...\Mmkay, I got that, and that...\Am I coming down with a cold?\Is it because I blasted the A/C after it was fixed?\-No way, only morons catch colds in the summer. I can't be sick.\-Hey, Hori-san! -No way, only morons catch colds in the summer. I can't be sick. response:	Who're you?
context: There's so much I don't know about Miyamura.\I wonder what he was like in middle school...\Mmkay, I got that, and that...\Am I coming down with a cold?\Is it because I blasted the A/C after it was fixed?\-No way, only morons catch colds in the summer. I can't be sick.\-Hey, Hori-san! -No way, only morons catch colds in the summer. I can't be sick.\Who're you? response:	Wait, their new song's out?
context: I wonder what he was like in middle school...\Mmkay, I got that, and that...\Am I coming down with a cold?\Is it because I blasted the A/C after it was fixed?\-No way, only morons catch colds in the summer. I can't be sick.\-Hey, Hori-san! -No way, only morons catch colds in the summer. I can't be sick.\Who're you?\Wait, their new song's out? response:	Yeah, I borrowed the CD from Shu.
context: Mmkay, I got that, and that...\Am I coming down with a cold?\Is it because I blasted the A/C after it was fixed?\-No way, only morons catch colds in the summer. I can't be sick.\-Hey, Hori-san! -No way, only morons catch colds in the summer. I can't be sick.\Who're you?\Wait, their new song's out?\Yeah, I borrowed the CD from Shu. response:	Apparently it came out last week.
context: Am I coming down with a cold?\Is it because I blasted the A/C after it was fixed?\-No way, only morons catch colds in the summer. I can't be sick.\-Hey, Hori-san! -No way, only morons catch colds in the summer. I can't be sick.\Who're you?\Wait, their new song's out?\Yeah, I borrowed the CD from Shu.\Apparently it came out last week. response:	Maybe I'll ask to borrow it, too.
context: Is it because I blasted the A/C after it was fixed?\-No way, only morons catch colds in the summer. I can't be sick.\-Hey, Hori-san! -No way, only morons catch colds in the summer. I can't be sick.\Who're you?\Wait, their new song's out?\Yeah, I borrowed the CD from Shu.\Apparently it came out last week.\Maybe I'll ask to borrow it, too. response:	The vocals are awesome...
context: -No way, only morons catch colds in the summer. I can't be sick.\-Hey, Hori-san! -No way, only morons catch colds in the summer. I can't be sick.\Who're you?\Wait, their new song's out?\Yeah, I borrowed the CD from Shu.\Apparently it came out last week.\Maybe I'll ask to borrow it, too.\The vocals are awesome... response:	Huh? Isn't that Hori? Is that guy hitting on her?
context: -Hey, Hori-san! -No way, only morons catch colds in the summer. I can't be sick.\Who're you?\Wait, their new song's out?\Yeah, I borrowed the CD from Shu.\Apparently it came out last week.\Maybe I'll ask to borrow it, too.\The vocals are awesome...\Huh? Isn't that Hori? Is that guy hitting on her? response:	Wait, Hori-sa...
context: Who're you?\Wait, their new song's out?\Yeah, I borrowed the CD from Shu.\Apparently it came out last week.\Maybe I'll ask to borrow it, too.\The vocals are awesome...\Huh? Isn't that Hori? Is that guy hitting on her?\Wait, Hori-sa... response:	Hey, Hori-
context: Wait, their new song's out?\Yeah, I borrowed the CD from Shu.\Apparently it came out last week.\Maybe I'll ask to borrow it, too.\The vocals are awesome...\Huh? Isn't that Hori? Is that guy hitting on her?\Wait, Hori-sa...\Hey, Hori- response:	What the hell are you doing, Shindo?!
context: Yeah, I borrowed the CD from Shu.\Apparently it came out last week.\Maybe I'll ask to borrow it, too.\The vocals are awesome...\Huh? Isn't that Hori? Is that guy hitting on her?\Wait, Hori-sa...\Hey, Hori-\What the hell are you doing, Shindo?! response:	-Hey, Miyamura! What a coinkidink!
context: Apparently it came out last week.\Maybe I'll ask to borrow it, too.\The vocals are awesome...\Huh? Isn't that Hori? Is that guy hitting on her?\Wait, Hori-sa...\Hey, Hori-\What the hell are you doing, Shindo?!\-Hey, Miyamura! What a coinkidink! response:	-He punched him without a second thought! -Hey, Miyamura! What a coinkidink!
context: Maybe I'll ask to borrow it, too.\The vocals are awesome...\Huh? Isn't that Hori? Is that guy hitting on her?\Wait, Hori-sa...\Hey, Hori-\What the hell are you doing, Shindo?!\-Hey, Miyamura! What a coinkidink!\-He punched him without a second thought! -Hey, Miyamura! What a coinkidink! response:	Shut up!
context: The vocals are awesome...\Huh? Isn't that Hori? Is that guy hitting on her?\Wait, Hori-sa...\Hey, Hori-\What the hell are you doing, Shindo?!\-Hey, Miyamura! What a coinkidink!\-He punched him without a second thought! -Hey, Miyamura! What a coinkidink!\Shut up! response:	I've been your friend for forever! You should at least introduce me!
context: Huh? Isn't that Hori? Is that guy hitting on her?\Wait, Hori-sa...\Hey, Hori-\What the hell are you doing, Shindo?!\-Hey, Miyamura! What a coinkidink!\-He punched him without a second thought! -Hey, Miyamura! What a coinkidink!\Shut up!\I've been your friend for forever! You should at least introduce me! response:	Koichi Shindo, second year, went to my school. There.
context: Wait, Hori-sa...\Hey, Hori-\What the hell are you doing, Shindo?!\-Hey, Miyamura! What a coinkidink!\-He punched him without a second thought! -Hey, Miyamura! What a coinkidink!\Shut up!\I've been your friend for forever! You should at least introduce me!\Koichi Shindo, second year, went to my school. There. response:	Sounds like how you'd find him on Google...
context: Hey, Hori-\What the hell are you doing, Shindo?!\-Hey, Miyamura! What a coinkidink!\-He punched him without a second thought! -Hey, Miyamura! What a coinkidink!\Shut up!\I've been your friend for forever! You should at least introduce me!\Koichi Shindo, second year, went to my school. There.\Sounds like how you'd find him on Google... response:	You know this guy, Miyamura?
context: What the hell are you doing, Shindo?!\-Hey, Miyamura! What a coinkidink!\-He punched him without a second thought! -Hey, Miyamura! What a coinkidink!\Shut up!\I've been your friend for forever! You should at least introduce me!\Koichi Shindo, second year, went to my school. There.\Sounds like how you'd find him on Google...\You know this guy, Miyamura? response:	Huh? Nope.
context: -Hey, Miyamura! What a coinkidink!\-He punched him without a second thought! -Hey, Miyamura! What a coinkidink!\Shut up!\I've been your friend for forever! You should at least introduce me!\Koichi Shindo, second year, went to my school. There.\Sounds like how you'd find him on Google...\You know this guy, Miyamura?\Huh? Nope. response:	You just said he went to your school.
context: -He punched him without a second thought! -Hey, Miyamura! What a coinkidink!\Shut up!\I've been your friend for forever! You should at least introduce me!\Koichi Shindo, second year, went to my school. There.\Sounds like how you'd find him on Google...\You know this guy, Miyamura?\Huh? Nope.\You just said he went to your school. response:	Wait, second year?
context: Shut up!\I've been your friend for forever! You should at least introduce me!\Koichi Shindo, second year, went to my school. There.\Sounds like how you'd find him on Google...\You know this guy, Miyamura?\Huh? Nope.\You just said he went to your school.\Wait, second year? response:	Yup. I'm repeating the grade.
context: I've been your friend for forever! You should at least introduce me!\Koichi Shindo, second year, went to my school. There.\Sounds like how you'd find him on Google...\You know this guy, Miyamura?\Huh? Nope.\You just said he went to your school.\Wait, second year?\Yup. I'm repeating the grade. response:	So he's...
context: Koichi Shindo, second year, went to my school. There.\Sounds like how you'd find him on Google...\You know this guy, Miyamura?\Huh? Nope.\You just said he went to your school.\Wait, second year?\Yup. I'm repeating the grade.\So he's... response:	An idiot. It's'cause he's stupid.
context: Sounds like how you'd find him on Google...\You know this guy, Miyamura?\Huh? Nope.\You just said he went to your school.\Wait, second year?\Yup. I'm repeating the grade.\So he's...\An idiot. It's'cause he's stupid. response:	Yeah, but I'm at Yasaka! You're so mean.
context: You know this guy, Miyamura?\Huh? Nope.\You just said he went to your school.\Wait, second year?\Yup. I'm repeating the grade.\So he's...\An idiot. It's'cause he's stupid.\Yeah, but I'm at Yasaka! You're so mean. response:	Hasaka High = Best School in the City AKA Pachi High. Yeah, but I'm at Yasaka! You're so mean.
context: Huh? Nope.\You just said he went to your school.\Wait, second year?\Yup. I'm repeating the grade.\So he's...\An idiot. It's'cause he's stupid.\Yeah, but I'm at Yasaka! You're so mean.\Hasaka High = Best School in the City AKA Pachi High. Yeah, but I'm at Yasaka! You're so mean. response:	Hasaka High = Best School in the City AKA Pachi High. Pachi High?!
context: You just said he went to your school.\Wait, second year?\Yup. I'm repeating the grade.\So he's...\An idiot. It's'cause he's stupid.\Yeah, but I'm at Yasaka! You're so mean.\Hasaka High = Best School in the City AKA Pachi High. Yeah, but I'm at Yasaka! You're so mean.\Hasaka High = Best School in the City AKA Pachi High. Pachi High?! response:	Pachi High?!
context: Wait, second year?\Yup. I'm repeating the grade.\So he's...\An idiot. It's'cause he's stupid.\Yeah, but I'm at Yasaka! You're so mean.\Hasaka High = Best School in the City AKA Pachi High. Yeah, but I'm at Yasaka! You're so mean.\Hasaka High = Best School in the City AKA Pachi High. Pachi High?!\Pachi High?! response:	Still wish I could've gone to Katagiri with you.
context: Yup. I'm repeating the grade.\So he's...\An idiot. It's'cause he's stupid.\Yeah, but I'm at Yasaka! You're so mean.\Hasaka High = Best School in the City AKA Pachi High. Yeah, but I'm at Yasaka! You're so mean.\Hasaka High = Best School in the City AKA Pachi High. Pachi High?!\Pachi High?!\Still wish I could've gone to Katagiri with you. response:	What? Why?
context: So he's...\An idiot. It's'cause he's stupid.\Yeah, but I'm at Yasaka! You're so mean.\Hasaka High = Best School in the City AKA Pachi High. Yeah, but I'm at Yasaka! You're so mean.\Hasaka High = Best School in the City AKA Pachi High. Pachi High?!\Pachi High?!\Still wish I could've gone to Katagiri with you.\What? Why? response:	'Cause you seem to be having a good time there.
context: An idiot. It's'cause he's stupid.\Yeah, but I'm at Yasaka! You're so mean.\Hasaka High = Best School in the City AKA Pachi High. Yeah, but I'm at Yasaka! You're so mean.\Hasaka High = Best School in the City AKA Pachi High. Pachi High?!\Pachi High?!\Still wish I could've gone to Katagiri with you.\What? Why?\'Cause you seem to be having a good time there. response:	Though maybe'cause of your girlfriend.
context: Yeah, but I'm at Yasaka! You're so mean.\Hasaka High = Best School in the City AKA Pachi High. Yeah, but I'm at Yasaka! You're so mean.\Hasaka High = Best School in the City AKA Pachi High. Pachi High?!\Pachi High?!\Still wish I could've gone to Katagiri with you.\What? Why?\'Cause you seem to be having a good time there.\Though maybe'cause of your girlfriend. response:	I told you, we're not like that!
context: Hasaka High = Best School in the City AKA Pachi High. Yeah, but I'm at Yasaka! You're so mean.\Hasaka High = Best School in the City AKA Pachi High. Pachi High?!\Pachi High?!\Still wish I could've gone to Katagiri with you.\What? Why?\'Cause you seem to be having a good time there.\Though maybe'cause of your girlfriend.\I told you, we're not like that! response:	C'mon, don't be shy!
context: Hasaka High = Best School in the City AKA Pachi High. Pachi High?!\Pachi High?!\Still wish I could've gone to Katagiri with you.\What? Why?\'Cause you seem to be having a good time there.\Though maybe'cause of your girlfriend.\I told you, we're not like that!\C'mon, don't be shy! response:	Shut your mouth!
context: Pachi High?!\Still wish I could've gone to Katagiri with you.\What? Why?\'Cause you seem to be having a good time there.\Though maybe'cause of your girlfriend.\I told you, we're not like that!\C'mon, don't be shy!\Shut your mouth! response:	Guys, if we're gonna stop and chat, can we do it somewhere with A/C?
context: Still wish I could've gone to Katagiri with you.\What? Why?\'Cause you seem to be having a good time there.\Though maybe'cause of your girlfriend.\I told you, we're not like that!\C'mon, don't be shy!\Shut your mouth!\Guys, if we're gonna stop and chat, can we do it somewhere with A/C? response:	Oh! Why don't we hit up a restaurant, then?
context: What? Why?\'Cause you seem to be having a good time there.\Though maybe'cause of your girlfriend.\I told you, we're not like that!\C'mon, don't be shy!\Shut your mouth!\Guys, if we're gonna stop and chat, can we do it somewhere with A/C?\Oh! Why don't we hit up a restaurant, then? response:	C'mon, Shindo!
context: 'Cause you seem to be having a good time there.\Though maybe'cause of your girlfriend.\I told you, we're not like that!\C'mon, don't be shy!\Shut your mouth!\Guys, if we're gonna stop and chat, can we do it somewhere with A/C?\Oh! Why don't we hit up a restaurant, then?\C'mon, Shindo! response:	Aw, crap, that's the bell. We gotta change classrooms, right? Let's go!
context: Though maybe'cause of your girlfriend.\I told you, we're not like that!\C'mon, don't be shy!\Shut your mouth!\Guys, if we're gonna stop and chat, can we do it somewhere with A/C?\Oh! Why don't we hit up a restaurant, then?\C'mon, Shindo!\Aw, crap, that's the bell. We gotta change classrooms, right? Let's go! response:	Hold up, Shindo!
context: I told you, we're not like that!\C'mon, don't be shy!\Shut your mouth!\Guys, if we're gonna stop and chat, can we do it somewhere with A/C?\Oh! Why don't we hit up a restaurant, then?\C'mon, Shindo!\Aw, crap, that's the bell. We gotta change classrooms, right? Let's go!\Hold up, Shindo! response:	Crap, I forgot my notebook. Go on without me.
context: C'mon, don't be shy!\Shut your mouth!\Guys, if we're gonna stop and chat, can we do it somewhere with A/C?\Oh! Why don't we hit up a restaurant, then?\C'mon, Shindo!\Aw, crap, that's the bell. We gotta change classrooms, right? Let's go!\Hold up, Shindo!\Crap, I forgot my notebook. Go on without me. response:	You gonna go to class?
context: Shut your mouth!\Guys, if we're gonna stop and chat, can we do it somewhere with A/C?\Oh! Why don't we hit up a restaurant, then?\C'mon, Shindo!\Aw, crap, that's the bell. We gotta change classrooms, right? Let's go!\Hold up, Shindo!\Crap, I forgot my notebook. Go on without me.\You gonna go to class? response:	It starts in two minutes!
context: Guys, if we're gonna stop and chat, can we do it somewhere with A/C?\Oh! Why don't we hit up a restaurant, then?\C'mon, Shindo!\Aw, crap, that's the bell. We gotta change classrooms, right? Let's go!\Hold up, Shindo!\Crap, I forgot my notebook. Go on without me.\You gonna go to class?\It starts in two minutes! response:	Sheesh, at least pick up your stuff!
context: Oh! Why don't we hit up a restaurant, then?\C'mon, Shindo!\Aw, crap, that's the bell. We gotta change classrooms, right? Let's go!\Hold up, Shindo!\Crap, I forgot my notebook. Go on without me.\You gonna go to class?\It starts in two minutes!\Sheesh, at least pick up your stuff! response:	Here.
context: C'mon, Shindo!\Aw, crap, that's the bell. We gotta change classrooms, right? Let's go!\Hold up, Shindo!\Crap, I forgot my notebook. Go on without me.\You gonna go to class?\It starts in two minutes!\Sheesh, at least pick up your stuff!\Here. response:	Uhh, Yamamura?
context: Aw, crap, that's the bell. We gotta change classrooms, right? Let's go!\Hold up, Shindo!\Crap, I forgot my notebook. Go on without me.\You gonna go to class?\It starts in two minutes!\Sheesh, at least pick up your stuff!\Here.\Uhh, Yamamura? response:	Not my name.
context: Hold up, Shindo!\Crap, I forgot my notebook. Go on without me.\You gonna go to class?\It starts in two minutes!\Sheesh, at least pick up your stuff!\Here.\Uhh, Yamamura?\Not my name. response:	Huh? What'd you say?
context: Crap, I forgot my notebook. Go on without me.\You gonna go to class?\It starts in two minutes!\Sheesh, at least pick up your stuff!\Here.\Uhh, Yamamura?\Not my name.\Huh? What'd you say? response:	That's not my name.
context: You gonna go to class?\It starts in two minutes!\Sheesh, at least pick up your stuff!\Here.\Uhh, Yamamura?\Not my name.\Huh? What'd you say?\That's not my name. response:	Sorry! Your name's Yamamoto, right?
context: It starts in two minutes!\Sheesh, at least pick up your stuff!\Here.\Uhh, Yamamura?\Not my name.\Huh? What'd you say?\That's not my name.\Sorry! Your name's Yamamoto, right? response:	You're getting even colder.
context: Sheesh, at least pick up your stuff!\Here.\Uhh, Yamamura?\Not my name.\Huh? What'd you say?\That's not my name.\Sorry! Your name's Yamamoto, right?\You're getting even colder. response:	Just kidding, Yamakawa!
context: Here.\Uhh, Yamamura?\Not my name.\Huh? What'd you say?\That's not my name.\Sorry! Your name's Yamamoto, right?\You're getting even colder.\Just kidding, Yamakawa! response:	Yama isn't in my name!
context: Uhh, Yamamura?\Not my name.\Huh? What'd you say?\That's not my name.\Sorry! Your name's Yamamoto, right?\You're getting even colder.\Just kidding, Yamakawa!\Yama isn't in my name! response:	Kawada!
context: Not my name.\Huh? What'd you say?\That's not my name.\Sorry! Your name's Yamamoto, right?\You're getting even colder.\Just kidding, Yamakawa!\Yama isn't in my name!\Kawada! response:	Now you're just trying all the Kawa names! Come on!
context: Huh? What'd you say?\That's not my name.\Sorry! Your name's Yamamoto, right?\You're getting even colder.\Just kidding, Yamakawa!\Yama isn't in my name!\Kawada!\Now you're just trying all the Kawa names! Come on! response:	-I haven't talked to a classmate or raised my voice in so long...
context: That's not my name.\Sorry! Your name's Yamamoto, right?\You're getting even colder.\Just kidding, Yamakawa!\Yama isn't in my name!\Kawada!\Now you're just trying all the Kawa names! Come on!\-I haven't talked to a classmate or raised my voice in so long... response:	-Wait, was there a hashi in your name? -I haven't talked to a classmate or raised my voice in so long...
context: Sorry! Your name's Yamamoto, right?\You're getting even colder.\Just kidding, Yamakawa!\Yama isn't in my name!\Kawada!\Now you're just trying all the Kawa names! Come on!\-I haven't talked to a classmate or raised my voice in so long...\-Wait, was there a hashi in your name? -I haven't talked to a classmate or raised my voice in so long... response:	- No! -I haven't talked to a classmate or raised my voice in so long...
context: You're getting even colder.\Just kidding, Yamakawa!\Yama isn't in my name!\Kawada!\Now you're just trying all the Kawa names! Come on!\-I haven't talked to a classmate or raised my voice in so long...\-Wait, was there a hashi in your name? -I haven't talked to a classmate or raised my voice in so long...\- No! -I haven't talked to a classmate or raised my voice in so long... response:	Miyamura!
