context: /** TS by scol **/ response:	/** name move **/
context: SEMI-FINALIST PRIZE WINNER!!\Prize\1 Million Yen\It's the semi-finalist prize winner for the Tezuka award.\Th-This semi-finalist...\What?\The age, look at it!\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Prize\1 Million Yen\It's the semi-finalist prize winner for the Tezuka award.\Th-This semi-finalist...\What?\The age, look at it!\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: 1 Million Yen\It's the semi-finalist prize winner for the Tezuka award.\Th-This semi-finalist...\What?\The age, look at it!\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: It's the semi-finalist prize winner for the Tezuka award.\Th-This semi-finalist...\What?\The age, look at it!\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Th-This semi-finalist...\What?\The age, look at it!\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: What?\The age, look at it!\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: The age, look at it!\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Niizuma Eiji (15) Aomori
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori response:	Fifteen years old?
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Fifteen years old? response:	Fifteen years old?
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Fifteen years old?\Fifteen years old? response:	It says here he's a high school student.
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Fifteen years old?\Fifteen years old?\It says here he's a high school student. response:	Received high praise from all the judges.
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Fifteen years old?\Fifteen years old?\It says here he's a high school student.\Received high praise from all the judges. response:	Niizuma Eiji.
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Fifteen years old?\Fifteen years old?\It says here he's a high school student.\Received high praise from all the judges.\Niizuma Eiji. response:	This is kind of annoying.
context: Niizuma Eiji (15) Aomori\Niizuma Eiji (15) Aomori\Fifteen years old?\Fifteen years old?\It says here he's a high school student.\Received high praise from all the judges.\Niizuma Eiji.\This is kind of annoying. response:	His acceptance speech.
context: Niizuma Eiji (15) Aomori\Fifteen years old?\Fifteen years old?\It says here he's a high school student.\Received high praise from all the judges.\Niizuma Eiji.\This is kind of annoying.\His acceptance speech. response:	Even when everyone was playing video games and hanging out,
context: Fifteen years old?\Fifteen years old?\It says here he's a high school student.\Received high praise from all the judges.\Niizuma Eiji.\This is kind of annoying.\His acceptance speech.\Even when everyone was playing video games and hanging out, response:	I found it worthwhile to work hard.
context: Fifteen years old?\It says here he's a high school student.\Received high praise from all the judges.\Niizuma Eiji.\This is kind of annoying.\His acceptance speech.\Even when everyone was playing video games and hanging out,\I found it worthwhile to work hard. response:	I am looking forward to continuing that work and contributing energetically to the pages of Jack Magazine.
context: It says here he's a high school student.\Received high praise from all the judges.\Niizuma Eiji.\This is kind of annoying.\His acceptance speech.\Even when everyone was playing video games and hanging out,\I found it worthwhile to work hard.\I am looking forward to continuing that work and contributing energetically to the pages of Jack Magazine. response:	It's like he's taking a jab at me, since all I did was play video games up until now.
context: Received high praise from all the judges.\Niizuma Eiji.\This is kind of annoying.\His acceptance speech.\Even when everyone was playing video games and hanging out,\I found it worthwhile to work hard.\I am looking forward to continuing that work and contributing energetically to the pages of Jack Magazine.\It's like he's taking a jab at me, since all I did was play video games up until now. response:	It'll take us no time at all to surpass this guy.
context: Niizuma Eiji.\This is kind of annoying.\His acceptance speech.\Even when everyone was playing video games and hanging out,\I found it worthwhile to work hard.\I am looking forward to continuing that work and contributing energetically to the pages of Jack Magazine.\It's like he's taking a jab at me, since all I did was play video games up until now.\It'll take us no time at all to surpass this guy. response:	If you look closely, you'll see that the only thing he's being praised for is his art.
context: This is kind of annoying.\His acceptance speech.\Even when everyone was playing video games and hanging out,\I found it worthwhile to work hard.\I am looking forward to continuing that work and contributing energetically to the pages of Jack Magazine.\It's like he's taking a jab at me, since all I did was play video games up until now.\It'll take us no time at all to surpass this guy.\If you look closely, you'll see that the only thing he's being praised for is his art. response:	That's some confidence.
context: His acceptance speech.\Even when everyone was playing video games and hanging out,\I found it worthwhile to work hard.\I am looking forward to continuing that work and contributing energetically to the pages of Jack Magazine.\It's like he's taking a jab at me, since all I did was play video games up until now.\It'll take us no time at all to surpass this guy.\If you look closely, you'll see that the only thing he's being praised for is his art.\That's some confidence. response:	Confidence, effort and luck are all that count.
context: Even when everyone was playing video games and hanging out,\I found it worthwhile to work hard.\I am looking forward to continuing that work and contributing energetically to the pages of Jack Magazine.\It's like he's taking a jab at me, since all I did was play video games up until now.\It'll take us no time at all to surpass this guy.\If you look closely, you'll see that the only thing he's being praised for is his art.\That's some confidence.\Confidence, effort and luck are all that count. response:	More like hubris, effort and luck.
context: I found it worthwhile to work hard.\I am looking forward to continuing that work and contributing energetically to the pages of Jack Magazine.\It's like he's taking a jab at me, since all I did was play video games up until now.\It'll take us no time at all to surpass this guy.\If you look closely, you'll see that the only thing he's being praised for is his art.\That's some confidence.\Confidence, effort and luck are all that count.\More like hubris, effort and luck. response:	I think confidence sounds better.
context: I am looking forward to continuing that work and contributing energetically to the pages of Jack Magazine.\It's like he's taking a jab at me, since all I did was play video games up until now.\It'll take us no time at all to surpass this guy.\If you look closely, you'll see that the only thing he's being praised for is his art.\That's some confidence.\Confidence, effort and luck are all that count.\More like hubris, effort and luck.\I think confidence sounds better. response:	Anyway, check out the new Kochikame.
context: It's like he's taking a jab at me, since all I did was play video games up until now.\It'll take us no time at all to surpass this guy.\If you look closely, you'll see that the only thing he's being praised for is his art.\That's some confidence.\Confidence, effort and luck are all that count.\More like hubris, effort and luck.\I think confidence sounds better.\Anyway, check out the new Kochikame. response:	15 years old and he's a semi-finalist.
context: It'll take us no time at all to surpass this guy.\If you look closely, you'll see that the only thing he's being praised for is his art.\That's some confidence.\Confidence, effort and luck are all that count.\More like hubris, effort and luck.\I think confidence sounds better.\Anyway, check out the new Kochikame.\15 years old and he's a semi-finalist. response:	Moritaka.
context: If you look closely, you'll see that the only thing he's being praised for is his art.\That's some confidence.\Confidence, effort and luck are all that count.\More like hubris, effort and luck.\I think confidence sounds better.\Anyway, check out the new Kochikame.\15 years old and he's a semi-finalist.\Moritaka. response:	I understand you're happy about getting that key,
context: That's some confidence.\Confidence, effort and luck are all that count.\More like hubris, effort and luck.\I think confidence sounds better.\Anyway, check out the new Kochikame.\15 years old and he's a semi-finalist.\Moritaka.\I understand you're happy about getting that key, response:	but do you have to spend every day hanging around your uncle's studio?
context: Confidence, effort and luck are all that count.\More like hubris, effort and luck.\I think confidence sounds better.\Anyway, check out the new Kochikame.\15 years old and he's a semi-finalist.\Moritaka.\I understand you're happy about getting that key,\but do you have to spend every day hanging around your uncle's studio? response:	You have exams to worry about.
context: More like hubris, effort and luck.\I think confidence sounds better.\Anyway, check out the new Kochikame.\15 years old and he's a semi-finalist.\Moritaka.\I understand you're happy about getting that key,\but do you have to spend every day hanging around your uncle's studio?\You have exams to worry about. response:	I know that.
context: I think confidence sounds better.\Anyway, check out the new Kochikame.\15 years old and he's a semi-finalist.\Moritaka.\I understand you're happy about getting that key,\but do you have to spend every day hanging around your uncle's studio?\You have exams to worry about.\I know that. response:	Do you really?
context: Anyway, check out the new Kochikame.\15 years old and he's a semi-finalist.\Moritaka.\I understand you're happy about getting that key,\but do you have to spend every day hanging around your uncle's studio?\You have exams to worry about.\I know that.\Do you really? response:	If you do, then start studying.
context: 15 years old and he's a semi-finalist.\Moritaka.\I understand you're happy about getting that key,\but do you have to spend every day hanging around your uncle's studio?\You have exams to worry about.\I know that.\Do you really?\If you do, then start studying. response:	Can I get seconds please?
context: Moritaka.\I understand you're happy about getting that key,\but do you have to spend every day hanging around your uncle's studio?\You have exams to worry about.\I know that.\Do you really?\If you do, then start studying.\Can I get seconds please? response:	Sure.
context: I understand you're happy about getting that key,\but do you have to spend every day hanging around your uncle's studio?\You have exams to worry about.\I know that.\Do you really?\If you do, then start studying.\Can I get seconds please?\Sure. response:	Thank you, Kayoko-san.
context: but do you have to spend every day hanging around your uncle's studio?\You have exams to worry about.\I know that.\Do you really?\If you do, then start studying.\Can I get seconds please?\Sure.\Thank you, Kayoko-san. response:	I'm heading up to the roof.
context: You have exams to worry about.\I know that.\Do you really?\If you do, then start studying.\Can I get seconds please?\Sure.\Thank you, Kayoko-san.\I'm heading up to the roof. response:	Wait up, I'm coming too.
context: I know that.\Do you really?\If you do, then start studying.\Can I get seconds please?\Sure.\Thank you, Kayoko-san.\I'm heading up to the roof.\Wait up, I'm coming too. response:	Awesome, it's totally moe.
context: Do you really?\If you do, then start studying.\Can I get seconds please?\Sure.\Thank you, Kayoko-san.\I'm heading up to the roof.\Wait up, I'm coming too.\Awesome, it's totally moe. response:	It's like, you're gonna be a pro mangaka in no time.
context: If you do, then start studying.\Can I get seconds please?\Sure.\Thank you, Kayoko-san.\I'm heading up to the roof.\Wait up, I'm coming too.\Awesome, it's totally moe.\It's like, you're gonna be a pro mangaka in no time. response:	Well you know, if I really get serious I might just change the industry.
context: Can I get seconds please?\Sure.\Thank you, Kayoko-san.\I'm heading up to the roof.\Wait up, I'm coming too.\Awesome, it's totally moe.\It's like, you're gonna be a pro mangaka in no time.\Well you know, if I really get serious I might just change the industry. response:	Yeah!
context: Sure.\Thank you, Kayoko-san.\I'm heading up to the roof.\Wait up, I'm coming too.\Awesome, it's totally moe.\It's like, you're gonna be a pro mangaka in no time.\Well you know, if I really get serious I might just change the industry.\Yeah! response:	I'll come up with the story this time, so you can just focus on the art.
context: Thank you, Kayoko-san.\I'm heading up to the roof.\Wait up, I'm coming too.\Awesome, it's totally moe.\It's like, you're gonna be a pro mangaka in no time.\Well you know, if I really get serious I might just change the industry.\Yeah!\I'll come up with the story this time, so you can just focus on the art. response:	Well, I don't mind, but I have high standards.
context: I'm heading up to the roof.\Wait up, I'm coming too.\Awesome, it's totally moe.\It's like, you're gonna be a pro mangaka in no time.\Well you know, if I really get serious I might just change the industry.\Yeah!\I'll come up with the story this time, so you can just focus on the art.\Well, I don't mind, but I have high standards. response:	Hey, can I ask you a question?
context: Wait up, I'm coming too.\Awesome, it's totally moe.\It's like, you're gonna be a pro mangaka in no time.\Well you know, if I really get serious I might just change the industry.\Yeah!\I'll come up with the story this time, so you can just focus on the art.\Well, I don't mind, but I have high standards.\Hey, can I ask you a question? response:	What?
context: Awesome, it's totally moe.\It's like, you're gonna be a pro mangaka in no time.\Well you know, if I really get serious I might just change the industry.\Yeah!\I'll come up with the story this time, so you can just focus on the art.\Well, I don't mind, but I have high standards.\Hey, can I ask you a question?\What? response:	Why are they all looking in the same direction?
context: It's like, you're gonna be a pro mangaka in no time.\Well you know, if I really get serious I might just change the industry.\Yeah!\I'll come up with the story this time, so you can just focus on the art.\Well, I don't mind, but I have high standards.\Hey, can I ask you a question?\What?\Why are they all looking in the same direction? response:	And you've only drawn them to the shoulders.
context: Well you know, if I really get serious I might just change the industry.\Yeah!\I'll come up with the story this time, so you can just focus on the art.\Well, I don't mind, but I have high standards.\Hey, can I ask you a question?\What?\Why are they all looking in the same direction?\And you've only drawn them to the shoulders. response:	Those guys were laughing at us!
context: Yeah!\I'll come up with the story this time, so you can just focus on the art.\Well, I don't mind, but I have high standards.\Hey, can I ask you a question?\What?\Why are they all looking in the same direction?\And you've only drawn them to the shoulders.\Those guys were laughing at us! response:	That was Takagi from Class 2.
context: I'll come up with the story this time, so you can just focus on the art.\Well, I don't mind, but I have high standards.\Hey, can I ask you a question?\What?\Why are they all looking in the same direction?\And you've only drawn them to the shoulders.\Those guys were laughing at us!\That was Takagi from Class 2. response:	Who was the other guy?
context: Well, I don't mind, but I have high standards.\Hey, can I ask you a question?\What?\Why are they all looking in the same direction?\And you've only drawn them to the shoulders.\Those guys were laughing at us!\That was Takagi from Class 2.\Who was the other guy? response:	Not sure, what was his name?
context: Hey, can I ask you a question?\What?\Why are they all looking in the same direction?\And you've only drawn them to the shoulders.\Those guys were laughing at us!\That was Takagi from Class 2.\Who was the other guy?\Not sure, what was his name? response:	Who was that?
context: What?\Why are they all looking in the same direction?\And you've only drawn them to the shoulders.\Those guys were laughing at us!\That was Takagi from Class 2.\Who was the other guy?\Not sure, what was his name?\Who was that? response:	Miyoshi Kaya.
context: Why are they all looking in the same direction?\And you've only drawn them to the shoulders.\Those guys were laughing at us!\That was Takagi from Class 2.\Who was the other guy?\Not sure, what was his name?\Who was that?\Miyoshi Kaya. response:	Azuki's best friend.
context: And you've only drawn them to the shoulders.\Those guys were laughing at us!\That was Takagi from Class 2.\Who was the other guy?\Not sure, what was his name?\Who was that?\Miyoshi Kaya.\Azuki's best friend. response:	I know that.
context: Those guys were laughing at us!\That was Takagi from Class 2.\Who was the other guy?\Not sure, what was his name?\Who was that?\Miyoshi Kaya.\Azuki's best friend.\I know that. response:	I was talking about the guy doing the drawing.
context: That was Takagi from Class 2.\Who was the other guy?\Not sure, what was his name?\Who was that?\Miyoshi Kaya.\Azuki's best friend.\I know that.\I was talking about the guy doing the drawing. response:	Ishizawa, he was in my class during second year.
context: Who was the other guy?\Not sure, what was his name?\Who was that?\Miyoshi Kaya.\Azuki's best friend.\I know that.\I was talking about the guy doing the drawing.\Ishizawa, he was in my class during second year. response:	Is he also trying to become a mangaka?
context: Not sure, what was his name?\Who was that?\Miyoshi Kaya.\Azuki's best friend.\I know that.\I was talking about the guy doing the drawing.\Ishizawa, he was in my class during second year.\Is he also trying to become a mangaka? response:	Who knows?
context: Who was that?\Miyoshi Kaya.\Azuki's best friend.\I know that.\I was talking about the guy doing the drawing.\Ishizawa, he was in my class during second year.\Is he also trying to become a mangaka?\Who knows? response:	I think he's just telling people he's drawing manga in order to attract attention.
context: Miyoshi Kaya.\Azuki's best friend.\I know that.\I was talking about the guy doing the drawing.\Ishizawa, he was in my class during second year.\Is he also trying to become a mangaka?\Who knows?\I think he's just telling people he's drawing manga in order to attract attention. response:	Miyoshi was making fun of him, so I don't think he'll get too far.
context: Azuki's best friend.\I know that.\I was talking about the guy doing the drawing.\Ishizawa, he was in my class during second year.\Is he also trying to become a mangaka?\Who knows?\I think he's just telling people he's drawing manga in order to attract attention.\Miyoshi was making fun of him, so I don't think he'll get too far. response:	Don't start slacking off just because midterms are over.
context: I know that.\I was talking about the guy doing the drawing.\Ishizawa, he was in my class during second year.\Is he also trying to become a mangaka?\Who knows?\I think he's just telling people he's drawing manga in order to attract attention.\Miyoshi was making fun of him, so I don't think he'll get too far.\Don't start slacking off just because midterms are over. response:	Your real test is going to be the high school entrance examination.
context: I was talking about the guy doing the drawing.\Ishizawa, he was in my class during second year.\Is he also trying to become a mangaka?\Who knows?\I think he's just telling people he's drawing manga in order to attract attention.\Miyoshi was making fun of him, so I don't think he'll get too far.\Don't start slacking off just because midterms are over.\Your real test is going to be the high school entrance examination. response:	Please use these midterms as a base to think seriously about your future.
context: Ishizawa, he was in my class during second year.\Is he also trying to become a mangaka?\Who knows?\I think he's just telling people he's drawing manga in order to attract attention.\Miyoshi was making fun of him, so I don't think he'll get too far.\Don't start slacking off just because midterms are over.\Your real test is going to be the high school entrance examination.\Please use these midterms as a base to think seriously about your future. response:	Yes sir.
context: Is he also trying to become a mangaka?\Who knows?\I think he's just telling people he's drawing manga in order to attract attention.\Miyoshi was making fun of him, so I don't think he'll get too far.\Don't start slacking off just because midterms are over.\Your real test is going to be the high school entrance examination.\Please use these midterms as a base to think seriously about your future.\Yes sir. response:	Alright, then I'll begin the class.
context: Who knows?\I think he's just telling people he's drawing manga in order to attract attention.\Miyoshi was making fun of him, so I don't think he'll get too far.\Don't start slacking off just because midterms are over.\Your real test is going to be the high school entrance examination.\Please use these midterms as a base to think seriously about your future.\Yes sir.\Alright, then I'll begin the class. response:	Alright! I was able to polish up the story.
