context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: My son, whose mind was turned into that of a demon.\That's...\But yesterday, we...\Shh! I know why that guy disappeared.\He couldn't rest in peace, could he?\A ghost?\Please save this island!\If things stay like this, all of us will lose our minds and turn to demons! response:	We won't let that happen!
context: That's...\But yesterday, we...\Shh! I know why that guy disappeared.\He couldn't rest in peace, could he?\A ghost?\Please save this island!\If things stay like this, all of us will lose our minds and turn to demons!\We won't let that happen! response:	We'll do something about it!
context: But yesterday, we...\Shh! I know why that guy disappeared.\He couldn't rest in peace, could he?\A ghost?\Please save this island!\If things stay like this, all of us will lose our minds and turn to demons!\We won't let that happen!\We'll do something about it! response:	There is only one way to rid us of the curse.
context: Shh! I know why that guy disappeared.\He couldn't rest in peace, could he?\A ghost?\Please save this island!\If things stay like this, all of us will lose our minds and turn to demons!\We won't let that happen!\We'll do something about it!\There is only one way to rid us of the curse. response:	The moon...
context: He couldn't rest in peace, could he?\A ghost?\Please save this island!\If things stay like this, all of us will lose our minds and turn to demons!\We won't let that happen!\We'll do something about it!\There is only one way to rid us of the curse.\The moon... response:	Please destroy the moon.
context: A ghost?\Please save this island!\If things stay like this, all of us will lose our minds and turn to demons!\We won't let that happen!\We'll do something about it!\There is only one way to rid us of the curse.\The moon...\Please destroy the moon. response:	The moon just keeps getting creepier the more you look at it.
context: Please save this island!\If things stay like this, all of us will lose our minds and turn to demons!\We won't let that happen!\We'll do something about it!\There is only one way to rid us of the curse.\The moon...\Please destroy the moon.\The moon just keeps getting creepier the more you look at it. response:	Happy, hurry and close the window.
context: If things stay like this, all of us will lose our minds and turn to demons!\We won't let that happen!\We'll do something about it!\There is only one way to rid us of the curse.\The moon...\Please destroy the moon.\The moon just keeps getting creepier the more you look at it.\Happy, hurry and close the window. response:	The chief explained, remember?
context: We won't let that happen!\We'll do something about it!\There is only one way to rid us of the curse.\The moon...\Please destroy the moon.\The moon just keeps getting creepier the more you look at it.\Happy, hurry and close the window.\The chief explained, remember? response:	If we get exposed to too much moonlight, we'll turn into demons ourselves.
context: We'll do something about it!\There is only one way to rid us of the curse.\The moon...\Please destroy the moon.\The moon just keeps getting creepier the more you look at it.\Happy, hurry and close the window.\The chief explained, remember?\If we get exposed to too much moonlight, we'll turn into demons ourselves. response:	Anyway, I dunno...
context: There is only one way to rid us of the curse.\The moon...\Please destroy the moon.\The moon just keeps getting creepier the more you look at it.\Happy, hurry and close the window.\The chief explained, remember?\If we get exposed to too much moonlight, we'll turn into demons ourselves.\Anyway, I dunno... response:	Do they seriously expect us to destroy the moon?
context: The moon...\Please destroy the moon.\The moon just keeps getting creepier the more you look at it.\Happy, hurry and close the window.\The chief explained, remember?\If we get exposed to too much moonlight, we'll turn into demons ourselves.\Anyway, I dunno...\Do they seriously expect us to destroy the moon? response:	Who knows how many punches it'll take?
context: Please destroy the moon.\The moon just keeps getting creepier the more you look at it.\Happy, hurry and close the window.\The chief explained, remember?\If we get exposed to too much moonlight, we'll turn into demons ourselves.\Anyway, I dunno...\Do they seriously expect us to destroy the moon?\Who knows how many punches it'll take? response:	You're planning on destroying it?!
context: The moon just keeps getting creepier the more you look at it.\Happy, hurry and close the window.\The chief explained, remember?\If we get exposed to too much moonlight, we'll turn into demons ourselves.\Anyway, I dunno...\Do they seriously expect us to destroy the moon?\Who knows how many punches it'll take?\You're planning on destroying it?! response:	What are you thinking?
context: Happy, hurry and close the window.\The chief explained, remember?\If we get exposed to too much moonlight, we'll turn into demons ourselves.\Anyway, I dunno...\Do they seriously expect us to destroy the moon?\Who knows how many punches it'll take?\You're planning on destroying it?!\What are you thinking? response:	Yeah. I don't think there's a wizard that could actually do that.
context: The chief explained, remember?\If we get exposed to too much moonlight, we'll turn into demons ourselves.\Anyway, I dunno...\Do they seriously expect us to destroy the moon?\Who knows how many punches it'll take?\You're planning on destroying it?!\What are you thinking?\Yeah. I don't think there's a wizard that could actually do that. response:	But destroy the moon is the request.
context: If we get exposed to too much moonlight, we'll turn into demons ourselves.\Anyway, I dunno...\Do they seriously expect us to destroy the moon?\Who knows how many punches it'll take?\You're planning on destroying it?!\What are you thinking?\Yeah. I don't think there's a wizard that could actually do that.\But destroy the moon is the request. response:	If we accept a request and can't complete it, it'll look bad for Fairy Tail.
context: Anyway, I dunno...\Do they seriously expect us to destroy the moon?\Who knows how many punches it'll take?\You're planning on destroying it?!\What are you thinking?\Yeah. I don't think there's a wizard that could actually do that.\But destroy the moon is the request.\If we accept a request and can't complete it, it'll look bad for Fairy Tail. response:	We can't do the impossible!
context: Do they seriously expect us to destroy the moon?\Who knows how many punches it'll take?\You're planning on destroying it?!\What are you thinking?\Yeah. I don't think there's a wizard that could actually do that.\But destroy the moon is the request.\If we accept a request and can't complete it, it'll look bad for Fairy Tail.\We can't do the impossible! response:	And how did you plan on getting to the moon anyway?
context: Who knows how many punches it'll take?\You're planning on destroying it?!\What are you thinking?\Yeah. I don't think there's a wizard that could actually do that.\But destroy the moon is the request.\If we accept a request and can't complete it, it'll look bad for Fairy Tail.\We can't do the impossible!\And how did you plan on getting to the moon anyway? response:	Happy.
context: You're planning on destroying it?!\What are you thinking?\Yeah. I don't think there's a wizard that could actually do that.\But destroy the moon is the request.\If we accept a request and can't complete it, it'll look bad for Fairy Tail.\We can't do the impossible!\And how did you plan on getting to the moon anyway?\Happy. response:	Uh, not happening.
context: What are you thinking?\Yeah. I don't think there's a wizard that could actually do that.\But destroy the moon is the request.\If we accept a request and can't complete it, it'll look bad for Fairy Tail.\We can't do the impossible!\And how did you plan on getting to the moon anyway?\Happy.\Uh, not happening. response:	Well, he said to destroy the moon, but if we poke around maybe we can find another way to lift the curse.
context: Yeah. I don't think there's a wizard that could actually do that.\But destroy the moon is the request.\If we accept a request and can't complete it, it'll look bad for Fairy Tail.\We can't do the impossible!\And how did you plan on getting to the moon anyway?\Happy.\Uh, not happening.\Well, he said to destroy the moon, but if we poke around maybe we can find another way to lift the curse. response:	Walking all day after the shipwreck... I'm beat.
context: But destroy the moon is the request.\If we accept a request and can't complete it, it'll look bad for Fairy Tail.\We can't do the impossible!\And how did you plan on getting to the moon anyway?\Happy.\Uh, not happening.\Well, he said to destroy the moon, but if we poke around maybe we can find another way to lift the curse.\Walking all day after the shipwreck... I'm beat. response:	Why are you stripping?
context: If we accept a request and can't complete it, it'll look bad for Fairy Tail.\We can't do the impossible!\And how did you plan on getting to the moon anyway?\Happy.\Uh, not happening.\Well, he said to destroy the moon, but if we poke around maybe we can find another way to lift the curse.\Walking all day after the shipwreck... I'm beat.\Why are you stripping? response:	Right! So tomorrow we go exploring the island.
context: We can't do the impossible!\And how did you plan on getting to the moon anyway?\Happy.\Uh, not happening.\Well, he said to destroy the moon, but if we poke around maybe we can find another way to lift the curse.\Walking all day after the shipwreck... I'm beat.\Why are you stripping?\Right! So tomorrow we go exploring the island. response:	Now to bed!
context: And how did you plan on getting to the moon anyway?\Happy.\Uh, not happening.\Well, he said to destroy the moon, but if we poke around maybe we can find another way to lift the curse.\Walking all day after the shipwreck... I'm beat.\Why are you stripping?\Right! So tomorrow we go exploring the island.\Now to bed! response:	Aye, sir!
context: Happy.\Uh, not happening.\Well, he said to destroy the moon, but if we poke around maybe we can find another way to lift the curse.\Walking all day after the shipwreck... I'm beat.\Why are you stripping?\Right! So tomorrow we go exploring the island.\Now to bed!\Aye, sir! response:	We'll think about it tomorrow.
context: Uh, not happening.\Well, he said to destroy the moon, but if we poke around maybe we can find another way to lift the curse.\Walking all day after the shipwreck... I'm beat.\Why are you stripping?\Right! So tomorrow we go exploring the island.\Now to bed!\Aye, sir!\We'll think about it tomorrow. response:	Yeah. I'm tired, too. Let's go to sleep.
context: Well, he said to destroy the moon, but if we poke around maybe we can find another way to lift the curse.\Walking all day after the shipwreck... I'm beat.\Why are you stripping?\Right! So tomorrow we go exploring the island.\Now to bed!\Aye, sir!\We'll think about it tomorrow.\Yeah. I'm tired, too. Let's go to sleep. response:	How am I supposed to sleep between a beast and an exhibitionist!
context: Walking all day after the shipwreck... I'm beat.\Why are you stripping?\Right! So tomorrow we go exploring the island.\Now to bed!\Aye, sir!\We'll think about it tomorrow.\Yeah. I'm tired, too. Let's go to sleep.\How am I supposed to sleep between a beast and an exhibitionist! response:	It's early...
context: Why are you stripping?\Right! So tomorrow we go exploring the island.\Now to bed!\Aye, sir!\We'll think about it tomorrow.\Yeah. I'm tired, too. Let's go to sleep.\How am I supposed to sleep between a beast and an exhibitionist!\It's early... response:	Really damn early...
context: Right! So tomorrow we go exploring the island.\Now to bed!\Aye, sir!\We'll think about it tomorrow.\Yeah. I'm tired, too. Let's go to sleep.\How am I supposed to sleep between a beast and an exhibitionist!\It's early...\Really damn early... response:	It's your fault I couldn't sleep.
context: Now to bed!\Aye, sir!\We'll think about it tomorrow.\Yeah. I'm tired, too. Let's go to sleep.\How am I supposed to sleep between a beast and an exhibitionist!\It's early...\Really damn early...\It's your fault I couldn't sleep. response:	Now get motivated and get going!
context: Aye, sir!\We'll think about it tomorrow.\Yeah. I'm tired, too. Let's go to sleep.\How am I supposed to sleep between a beast and an exhibitionist!\It's early...\Really damn early...\It's your fault I couldn't sleep.\Now get motivated and get going! response:	'kay...
context: We'll think about it tomorrow.\Yeah. I'm tired, too. Let's go to sleep.\How am I supposed to sleep between a beast and an exhibitionist!\It's early...\Really damn early...\It's your fault I couldn't sleep.\Now get motivated and get going!\'kay... response:	Gate of the Clock, I open thee!
context: Yeah. I'm tired, too. Let's go to sleep.\How am I supposed to sleep between a beast and an exhibitionist!\It's early...\Really damn early...\It's your fault I couldn't sleep.\Now get motivated and get going!\'kay...\Gate of the Clock, I open thee! response:	Horologium!
context: How am I supposed to sleep between a beast and an exhibitionist!\It's early...\Really damn early...\It's your fault I couldn't sleep.\Now get motivated and get going!\'kay...\Gate of the Clock, I open thee!\Horologium! response:	The time is 7:48.
context: It's early...\Really damn early...\It's your fault I couldn't sleep.\Now get motivated and get going!\'kay...\Gate of the Clock, I open thee!\Horologium!\The time is 7:48. response:	You think we can really lift the curse without destroying the moon?
context: Really damn early...\It's your fault I couldn't sleep.\Now get motivated and get going!\'kay...\Gate of the Clock, I open thee!\Horologium!\The time is 7:48.\You think we can really lift the curse without destroying the moon? response:	Well what other choice do we have?
context: It's your fault I couldn't sleep.\Now get motivated and get going!\'kay...\Gate of the Clock, I open thee!\Horologium!\The time is 7:48.\You think we can really lift the curse without destroying the moon?\Well what other choice do we have? response:	And even if we could destroy it, it's a bad idea!
context: Now get motivated and get going!\'kay...\Gate of the Clock, I open thee!\Horologium!\The time is 7:48.\You think we can really lift the curse without destroying the moon?\Well what other choice do we have?\And even if we could destroy it, it's a bad idea! response:	We wouldn't have the moon-viewing festival anymore!
context: 'kay...\Gate of the Clock, I open thee!\Horologium!\The time is 7:48.\You think we can really lift the curse without destroying the moon?\Well what other choice do we have?\And even if we could destroy it, it's a bad idea!\We wouldn't have the moon-viewing festival anymore! response:	That's true! We'd never eat the limited-time-only Fairy Tail Moon-View Steak again?
context: Gate of the Clock, I open thee!\Horologium!\The time is 7:48.\You think we can really lift the curse without destroying the moon?\Well what other choice do we have?\And even if we could destroy it, it's a bad idea!\We wouldn't have the moon-viewing festival anymore!\That's true! We'd never eat the limited-time-only Fairy Tail Moon-View Steak again? response:	I don't know what I'd do if my favorite Moon-View Salted Fish was gone...
context: Horologium!\The time is 7:48.\You think we can really lift the curse without destroying the moon?\Well what other choice do we have?\And even if we could destroy it, it's a bad idea!\We wouldn't have the moon-viewing festival anymore!\That's true! We'd never eat the limited-time-only Fairy Tail Moon-View Steak again?\I don't know what I'd do if my favorite Moon-View Salted Fish was gone... response:	Hey you two! I don't know what you're blabbing about, but keep it down, will you?
context: The time is 7:48.\You think we can really lift the curse without destroying the moon?\Well what other choice do we have?\And even if we could destroy it, it's a bad idea!\We wouldn't have the moon-viewing festival anymore!\That's true! We'd never eat the limited-time-only Fairy Tail Moon-View Steak again?\I don't know what I'd do if my favorite Moon-View Salted Fish was gone...\Hey you two! I don't know what you're blabbing about, but keep it down, will you? response:	Walk on your own.
context: You think we can really lift the curse without destroying the moon?\Well what other choice do we have?\And even if we could destroy it, it's a bad idea!\We wouldn't have the moon-viewing festival anymore!\That's true! We'd never eat the limited-time-only Fairy Tail Moon-View Steak again?\I don't know what I'd do if my favorite Moon-View Salted Fish was gone...\Hey you two! I don't know what you're blabbing about, but keep it down, will you?\Walk on your own. response:	Hey, can you really use Celestial Spirits like that?
context: Well what other choice do we have?\And even if we could destroy it, it's a bad idea!\We wouldn't have the moon-viewing festival anymore!\That's true! We'd never eat the limited-time-only Fairy Tail Moon-View Steak again?\I don't know what I'd do if my favorite Moon-View Salted Fish was gone...\Hey you two! I don't know what you're blabbing about, but keep it down, will you?\Walk on your own.\Hey, can you really use Celestial Spirits like that? response:	We're up against a curse here, you know.
context: And even if we could destroy it, it's a bad idea!\We wouldn't have the moon-viewing festival anymore!\That's true! We'd never eat the limited-time-only Fairy Tail Moon-View Steak again?\I don't know what I'd do if my favorite Moon-View Salted Fish was gone...\Hey you two! I don't know what you're blabbing about, but keep it down, will you?\Walk on your own.\Hey, can you really use Celestial Spirits like that?\We're up against a curse here, you know. response:	It's scary when it's something ephemeral.
context: We wouldn't have the moon-viewing festival anymore!\That's true! We'd never eat the limited-time-only Fairy Tail Moon-View Steak again?\I don't know what I'd do if my favorite Moon-View Salted Fish was gone...\Hey you two! I don't know what you're blabbing about, but keep it down, will you?\Walk on your own.\Hey, can you really use Celestial Spirits like that?\We're up against a curse here, you know.\It's scary when it's something ephemeral. response:	That's what I call an S class quest!
context: That's true! We'd never eat the limited-time-only Fairy Tail Moon-View Steak again?\I don't know what I'd do if my favorite Moon-View Salted Fish was gone...\Hey you two! I don't know what you're blabbing about, but keep it down, will you?\Walk on your own.\Hey, can you really use Celestial Spirits like that?\We're up against a curse here, you know.\It's scary when it's something ephemeral.\That's what I call an S class quest! response:	I'm fired up!
context: I don't know what I'd do if my favorite Moon-View Salted Fish was gone...\Hey you two! I don't know what you're blabbing about, but keep it down, will you?\Walk on your own.\Hey, can you really use Celestial Spirits like that?\We're up against a curse here, you know.\It's scary when it's something ephemeral.\That's what I call an S class quest!\I'm fired up! response:	I'll freeze that curse up no prob! Nothing to be scared of!
context: Hey you two! I don't know what you're blabbing about, but keep it down, will you?\Walk on your own.\Hey, can you really use Celestial Spirits like that?\We're up against a curse here, you know.\It's scary when it's something ephemeral.\That's what I call an S class quest!\I'm fired up!\I'll freeze that curse up no prob! Nothing to be scared of! response:	You guys really are idiots she says.
context: Walk on your own.\Hey, can you really use Celestial Spirits like that?\We're up against a curse here, you know.\It's scary when it's something ephemeral.\That's what I call an S class quest!\I'm fired up!\I'll freeze that curse up no prob! Nothing to be scared of!\You guys really are idiots she says. response:	Aye!
context: Hey, can you really use Celestial Spirits like that?\We're up against a curse here, you know.\It's scary when it's something ephemeral.\That's what I call an S class quest!\I'm fired up!\I'll freeze that curse up no prob! Nothing to be scared of!\You guys really are idiots she says.\Aye! response:	What's that?
context: We're up against a curse here, you know.\It's scary when it's something ephemeral.\That's what I call an S class quest!\I'm fired up!\I'll freeze that curse up no prob! Nothing to be scared of!\You guys really are idiots she says.\Aye!\What's that? response:	W-What the heck?
context: It's scary when it's something ephemeral.\That's what I call an S class quest!\I'm fired up!\I'll freeze that curse up no prob! Nothing to be scared of!\You guys really are idiots she says.\Aye!\What's that?\W-What the heck? response:	It's huge!
context: That's what I call an S class quest!\I'm fired up!\I'll freeze that curse up no prob! Nothing to be scared of!\You guys really are idiots she says.\Aye!\What's that?\W-What the heck?\It's huge! response:	Hurry up and get it, guys! she says.
context: I'm fired up!\I'll freeze that curse up no prob! Nothing to be scared of!\You guys really are idiots she says.\Aye!\What's that?\W-What the heck?\It's huge!\Hurry up and get it, guys! she says. response:	Ice Make Shield!
context: I'll freeze that curse up no prob! Nothing to be scared of!\You guys really are idiots she says.\Aye!\What's that?\W-What the heck?\It's huge!\Hurry up and get it, guys! she says.\Ice Make Shield! response:	Hey, what's the matter?
context: You guys really are idiots she says.\Aye!\What's that?\W-What the heck?\It's huge!\Hurry up and get it, guys! she says.\Ice Make Shield!\Hey, what's the matter? response:	Wait, when did you get in here?
context: Aye!\What's that?\W-What the heck?\It's huge!\Hurry up and get it, guys! she says.\Ice Make Shield!\Hey, what's the matter?\Wait, when did you get in here? response:	Aye! they say.
context: What's that?\W-What the heck?\It's huge!\Hurry up and get it, guys! she says.\Ice Make Shield!\Hey, what's the matter?\Wait, when did you get in here?\Aye! they say. response:	Eww!
context: W-What the heck?\It's huge!\Hurry up and get it, guys! she says.\Ice Make Shield!\Hey, what's the matter?\Wait, when did you get in here?\Aye! they say.\Eww! response:	A mouse?
context: It's huge!\Hurry up and get it, guys! she says.\Ice Make Shield!\Hey, what's the matter?\Wait, when did you get in here?\Aye! they say.\Eww!\A mouse? response:	Natsu's down!
context: Hurry up and get it, guys! she says.\Ice Make Shield!\Hey, what's the matter?\Wait, when did you get in here?\Aye! they say.\Eww!\A mouse?\Natsu's down! response:	He's got a strong sense of smell.
context: Ice Make Shield!\Hey, what's the matter?\Wait, when did you get in here?\Aye! they say.\Eww!\A mouse?\Natsu's down!\He's got a strong sense of smell. response:	Run away!
context: Hey, what's the matter?\Wait, when did you get in here?\Aye! they say.\Eww!\A mouse?\Natsu's down!\He's got a strong sense of smell.\Run away! response:	Ice Make Floor!
context: Wait, when did you get in here?\Aye! they say.\Eww!\A mouse?\Natsu's down!\He's got a strong sense of smell.\Run away!\Ice Make Floor! response:	Do that from the start!
context: Aye! they say.\Eww!\A mouse?\Natsu's down!\He's got a strong sense of smell.\Run away!\Ice Make Floor!\Do that from the start! response:	No complaining!
context: Eww!\A mouse?\Natsu's down!\He's got a strong sense of smell.\Run away!\Ice Make Floor!\Do that from the start!\No complaining! response:	Look, there's some kind of building.
context: A mouse?\Natsu's down!\He's got a strong sense of smell.\Run away!\Ice Make Floor!\Do that from the start!\No complaining!\Look, there's some kind of building. response:	Let's go in there while we have the chance.
context: Natsu's down!\He's got a strong sense of smell.\Run away!\Ice Make Floor!\Do that from the start!\No complaining!\Look, there's some kind of building.\Let's go in there while we have the chance. response:	Beat it up while we have the chance!
context: He's got a strong sense of smell.\Run away!\Ice Make Floor!\Do that from the start!\No complaining!\Look, there's some kind of building.\Let's go in there while we have the chance.\Beat it up while we have the chance! response:	Guys...
context: Run away!\Ice Make Floor!\Do that from the start!\No complaining!\Look, there's some kind of building.\Let's go in there while we have the chance.\Beat it up while we have the chance!\Guys... response:	Temple of the Moon.
context: Ice Make Floor!\Do that from the start!\No complaining!\Look, there's some kind of building.\Let's go in there while we have the chance.\Beat it up while we have the chance!\Guys...\Temple of the Moon. response:	Quite large.
context: Do that from the start!\No complaining!\Look, there's some kind of building.\Let's go in there while we have the chance.\Beat it up while we have the chance!\Guys...\Temple of the Moon.\Quite large. response:	It's falling apart.
context: No complaining!\Look, there's some kind of building.\Let's go in there while we have the chance.\Beat it up while we have the chance!\Guys...\Temple of the Moon.\Quite large.\It's falling apart. response:	What era is this thing from?
context: Look, there's some kind of building.\Let's go in there while we have the chance.\Beat it up while we have the chance!\Guys...\Temple of the Moon.\Quite large.\It's falling apart.\What era is this thing from? response:	What?
context: Let's go in there while we have the chance.\Beat it up while we have the chance!\Guys...\Temple of the Moon.\Quite large.\It's falling apart.\What era is this thing from?\What? response:	The moon, huh?
context: Beat it up while we have the chance!\Guys...\Temple of the Moon.\Quite large.\It's falling apart.\What era is this thing from?\What?\The moon, huh? response:	The island was originally called The Island of the Moon.
context: Guys...\Temple of the Moon.\Quite large.\It's falling apart.\What era is this thing from?\What?\The moon, huh?\The island was originally called The Island of the Moon. response:	Island of the Moon, the moon's curse, moon symbols...
context: Temple of the Moon.\Quite large.\It's falling apart.\What era is this thing from?\What?\The moon, huh?\The island was originally called The Island of the Moon.\Island of the Moon, the moon's curse, moon symbols... response:	These ruins are really suspicious.
context: Quite large.\It's falling apart.\What era is this thing from?\What?\The moon, huh?\The island was originally called The Island of the Moon.\Island of the Moon, the moon's curse, moon symbols...\These ruins are really suspicious. response:	But they're in horrible shape.
context: It's falling apart.\What era is this thing from?\What?\The moon, huh?\The island was originally called The Island of the Moon.\Island of the Moon, the moon's curse, moon symbols...\These ruins are really suspicious.\But they're in horrible shape. response:	Is this floor even safe?
context: What era is this thing from?\What?\The moon, huh?\The island was originally called The Island of the Moon.\Island of the Moon, the moon's curse, moon symbols...\These ruins are really suspicious.\But they're in horrible shape.\Is this floor even safe? response:	Hey, stop that!
context: What?\The moon, huh?\The island was originally called The Island of the Moon.\Island of the Moon, the moon's curse, moon symbols...\These ruins are really suspicious.\But they're in horrible shape.\Is this floor even safe?\Hey, stop that! response:	Natsu, you idiot! Look what you did!
context: The moon, huh?\The island was originally called The Island of the Moon.\Island of the Moon, the moon's curse, moon symbols...\These ruins are really suspicious.\But they're in horrible shape.\Is this floor even safe?\Hey, stop that!\Natsu, you idiot! Look what you did! response:	Hey, is everyone okay?
context: The island was originally called The Island of the Moon.\Island of the Moon, the moon's curse, moon symbols...\These ruins are really suspicious.\But they're in horrible shape.\Is this floor even safe?\Hey, stop that!\Natsu, you idiot! Look what you did!\Hey, is everyone okay? response:	No, not at all thanks to you!
context: Island of the Moon, the moon's curse, moon symbols...\These ruins are really suspicious.\But they're in horrible shape.\Is this floor even safe?\Hey, stop that!\Natsu, you idiot! Look what you did!\Hey, is everyone okay?\No, not at all thanks to you! response:	Why can't you think before destroying things, you idiot!
context: These ruins are really suspicious.\But they're in horrible shape.\Is this floor even safe?\Hey, stop that!\Natsu, you idiot! Look what you did!\Hey, is everyone okay?\No, not at all thanks to you!\Why can't you think before destroying things, you idiot! response:	Happy, can you fly up with everyone?
context: But they're in horrible shape.\Is this floor even safe?\Hey, stop that!\Natsu, you idiot! Look what you did!\Hey, is everyone okay?\No, not at all thanks to you!\Why can't you think before destroying things, you idiot!\Happy, can you fly up with everyone? response:	I can't...
context: Is this floor even safe?\Hey, stop that!\Natsu, you idiot! Look what you did!\Hey, is everyone okay?\No, not at all thanks to you!\Why can't you think before destroying things, you idiot!\Happy, can you fly up with everyone?\I can't... response:	Underground ruins, huh?
context: Hey, stop that!\Natsu, you idiot! Look what you did!\Hey, is everyone okay?\No, not at all thanks to you!\Why can't you think before destroying things, you idiot!\Happy, can you fly up with everyone?\I can't...\Underground ruins, huh? response:	It's a secret cave!
context: Natsu, you idiot! Look what you did!\Hey, is everyone okay?\No, not at all thanks to you!\Why can't you think before destroying things, you idiot!\Happy, can you fly up with everyone?\I can't...\Underground ruins, huh?\It's a secret cave! response:	We're here and all, so let's go exploring!
context: Hey, is everyone okay?\No, not at all thanks to you!\Why can't you think before destroying things, you idiot!\Happy, can you fly up with everyone?\I can't...\Underground ruins, huh?\It's a secret cave!\We're here and all, so let's go exploring! response:	That's enough running amuck out of you!
context: No, not at all thanks to you!\Why can't you think before destroying things, you idiot!\Happy, can you fly up with everyone?\I can't...\Underground ruins, huh?\It's a secret cave!\We're here and all, so let's go exploring!\That's enough running amuck out of you! response:	Natsu?
context: Why can't you think before destroying things, you idiot!\Happy, can you fly up with everyone?\I can't...\Underground ruins, huh?\It's a secret cave!\We're here and all, so let's go exploring!\That's enough running amuck out of you!\Natsu? response:	What's the matter?
context: Happy, can you fly up with everyone?\I can't...\Underground ruins, huh?\It's a secret cave!\We're here and all, so let's go exploring!\That's enough running amuck out of you!\Natsu?\What's the matter? response:	What is this?
context: I can't...\Underground ruins, huh?\It's a secret cave!\We're here and all, so let's go exploring!\That's enough running amuck out of you!\Natsu?\What's the matter?\What is this? response:	This is...
context: Underground ruins, huh?\It's a secret cave!\We're here and all, so let's go exploring!\That's enough running amuck out of you!\Natsu?\What's the matter?\What is this?\This is... response:	Deliora!
context: It's a secret cave!\We're here and all, so let's go exploring!\That's enough running amuck out of you!\Natsu?\What's the matter?\What is this?\This is...\Deliora! response:	You're joking... Why is Deliora here?
context: We're here and all, so let's go exploring!\That's enough running amuck out of you!\Natsu?\What's the matter?\What is this?\This is...\Deliora!\You're joking... Why is Deliora here? response:	I can't believe this!
context: That's enough running amuck out of you!\Natsu?\What's the matter?\What is this?\This is...\Deliora!\You're joking... Why is Deliora here?\I can't believe this! response:	There's no way it'd be in a place like this!
context: Natsu?\What's the matter?\What is this?\This is...\Deliora!\You're joking... Why is Deliora here?\I can't believe this!\There's no way it'd be in a place like this! response:	You know this thing?
context: What's the matter?\What is this?\This is...\Deliora!\You're joking... Why is Deliora here?\I can't believe this!\There's no way it'd be in a place like this!\You know this thing? response:	That's...
context: What is this?\This is...\Deliora!\You're joking... Why is Deliora here?\I can't believe this!\There's no way it'd be in a place like this!\You know this thing?\That's... response:	That's...
context: This is...\Deliora!\You're joking... Why is Deliora here?\I can't believe this!\There's no way it'd be in a place like this!\You know this thing?\That's...\That's... response:	Gray, calm down.
context: Deliora!\You're joking... Why is Deliora here?\I can't believe this!\There's no way it'd be in a place like this!\You know this thing?\That's...\That's...\Gray, calm down. response:	So, what is it?
context: You're joking... Why is Deliora here?\I can't believe this!\There's no way it'd be in a place like this!\You know this thing?\That's...\That's...\Gray, calm down.\So, what is it? response:	It's Deliora.
context: I can't believe this!\There's no way it'd be in a place like this!\You know this thing?\That's...\That's...\Gray, calm down.\So, what is it?\It's Deliora. response:	Demon of Disaster.
context: There's no way it'd be in a place like this!\You know this thing?\That's...\That's...\Gray, calm down.\So, what is it?\It's Deliora.\Demon of Disaster. response:	Demon of The Ashtray?
context: You know this thing?\That's...\That's...\Gray, calm down.\So, what is it?\It's Deliora.\Demon of Disaster.\Demon of The Ashtray? response:	Disaster.
context: That's...\That's...\Gray, calm down.\So, what is it?\It's Deliora.\Demon of Disaster.\Demon of The Ashtray?\Disaster. response:	It's just like it was back then.
context: That's...\Gray, calm down.\So, what is it?\It's Deliora.\Demon of Disaster.\Demon of The Ashtray?\Disaster.\It's just like it was back then. response:	What the hell happened?
context: Gray, calm down.\So, what is it?\It's Deliora.\Demon of Disaster.\Demon of The Ashtray?\Disaster.\It's just like it was back then.\What the hell happened? response:	You heard people's voices around here?
context: So, what is it?\It's Deliora.\Demon of Disaster.\Demon of The Ashtray?\Disaster.\It's just like it was back then.\What the hell happened?\You heard people's voices around here? response:	It's noon, I'm sleepy.
context: It's Deliora.\Demon of Disaster.\Demon of The Ashtray?\Disaster.\It's just like it was back then.\What the hell happened?\You heard people's voices around here?\It's noon, I'm sleepy. response:	Toby, you got exposed to the Moon Drip?
context: Demon of Disaster.\Demon of The Ashtray?\Disaster.\It's just like it was back then.\What the hell happened?\You heard people's voices around here?\It's noon, I'm sleepy.\Toby, you got exposed to the Moon Drip? response:	You got like, ears and stuff!
context: Demon of The Ashtray?\Disaster.\It's just like it was back then.\What the hell happened?\You heard people's voices around here?\It's noon, I'm sleepy.\Toby, you got exposed to the Moon Drip?\You got like, ears and stuff! response:	No dude! They're like, fashion, yo!
context: Disaster.\It's just like it was back then.\What the hell happened?\You heard people's voices around here?\It's noon, I'm sleepy.\Toby, you got exposed to the Moon Drip?\You got like, ears and stuff!\No dude! They're like, fashion, yo! response:	Just teasing, you dolt.
context: It's just like it was back then.\What the hell happened?\You heard people's voices around here?\It's noon, I'm sleepy.\Toby, you got exposed to the Moon Drip?\You got like, ears and stuff!\No dude! They're like, fashion, yo!\Just teasing, you dolt. response:	Yuka, you're so mean.
context: What the hell happened?\You heard people's voices around here?\It's noon, I'm sleepy.\Toby, you got exposed to the Moon Drip?\You got like, ears and stuff!\No dude! They're like, fashion, yo!\Just teasing, you dolt.\Yuka, you're so mean. response:	Moon Drip?
