context: Work Log response:	Is that so, Denroku?
context: But it's kind of a waste, isn't it?\It's not like we can help it.\Let's get this out of the way and have lunch, okay?\I wonder if we can use this...\What?\Where's Madam Manager and the others?\I hear Madam Manager's at a meeting.\The young master is with Takako, planning their wedding. response:	Planning their wedding, eh?
context: It's not like we can help it.\Let's get this out of the way and have lunch, okay?\I wonder if we can use this...\What?\Where's Madam Manager and the others?\I hear Madam Manager's at a meeting.\The young master is with Takako, planning their wedding.\Planning their wedding, eh? response:	Takako's looking out into the blue.
context: Let's get this out of the way and have lunch, okay?\I wonder if we can use this...\What?\Where's Madam Manager and the others?\I hear Madam Manager's at a meeting.\The young master is with Takako, planning their wedding.\Planning their wedding, eh?\Takako's looking out into the blue. response:	She doesn't really seem to be so gung-ho about the idea.
context: I wonder if we can use this...\What?\Where's Madam Manager and the others?\I hear Madam Manager's at a meeting.\The young master is with Takako, planning their wedding.\Planning their wedding, eh?\Takako's looking out into the blue.\She doesn't really seem to be so gung-ho about the idea. response:	I'm sure she has a lot to worry about.
context: What?\Where's Madam Manager and the others?\I hear Madam Manager's at a meeting.\The young master is with Takako, planning their wedding.\Planning their wedding, eh?\Takako's looking out into the blue.\She doesn't really seem to be so gung-ho about the idea.\I'm sure she has a lot to worry about. response:	What was it... marriage browns?
context: Where's Madam Manager and the others?\I hear Madam Manager's at a meeting.\The young master is with Takako, planning their wedding.\Planning their wedding, eh?\Takako's looking out into the blue.\She doesn't really seem to be so gung-ho about the idea.\I'm sure she has a lot to worry about.\What was it... marriage browns? response:	You mean Bryans.
context: I hear Madam Manager's at a meeting.\The young master is with Takako, planning their wedding.\Planning their wedding, eh?\Takako's looking out into the blue.\She doesn't really seem to be so gung-ho about the idea.\I'm sure she has a lot to worry about.\What was it... marriage browns?\You mean Bryans. response:	But you know, we're helping out with their marriage.
context: The young master is with Takako, planning their wedding.\Planning their wedding, eh?\Takako's looking out into the blue.\She doesn't really seem to be so gung-ho about the idea.\I'm sure she has a lot to worry about.\What was it... marriage browns?\You mean Bryans.\But you know, we're helping out with their marriage. response:	Why is the person we're helping out acting this way?!
context: Planning their wedding, eh?\Takako's looking out into the blue.\She doesn't really seem to be so gung-ho about the idea.\I'm sure she has a lot to worry about.\What was it... marriage browns?\You mean Bryans.\But you know, we're helping out with their marriage.\Why is the person we're helping out acting this way?! response:	Your natto's starting to bubble up.
context: Takako's looking out into the blue.\She doesn't really seem to be so gung-ho about the idea.\I'm sure she has a lot to worry about.\What was it... marriage browns?\You mean Bryans.\But you know, we're helping out with their marriage.\Why is the person we're helping out acting this way?!\Your natto's starting to bubble up. response:	What?
context: She doesn't really seem to be so gung-ho about the idea.\I'm sure she has a lot to worry about.\What was it... marriage browns?\You mean Bryans.\But you know, we're helping out with their marriage.\Why is the person we're helping out acting this way?!\Your natto's starting to bubble up.\What? response:	Natto tastes better if you stir it until it gets bubbly.
context: I'm sure she has a lot to worry about.\What was it... marriage browns?\You mean Bryans.\But you know, we're helping out with their marriage.\Why is the person we're helping out acting this way?!\Your natto's starting to bubble up.\What?\Natto tastes better if you stir it until it gets bubbly. response:	Really?
context: What was it... marriage browns?\You mean Bryans.\But you know, we're helping out with their marriage.\Why is the person we're helping out acting this way?!\Your natto's starting to bubble up.\What?\Natto tastes better if you stir it until it gets bubbly.\Really? response:	That's what I'm talking about!
context: You mean Bryans.\But you know, we're helping out with their marriage.\Why is the person we're helping out acting this way?!\Your natto's starting to bubble up.\What?\Natto tastes better if you stir it until it gets bubbly.\Really?\That's what I'm talking about! response:	Perhaps I should search somewhere nearer for someone to marry.
context: But you know, we're helping out with their marriage.\Why is the person we're helping out acting this way?!\Your natto's starting to bubble up.\What?\Natto tastes better if you stir it until it gets bubbly.\Really?\That's what I'm talking about!\Perhaps I should search somewhere nearer for someone to marry. response:	Ah, I went off the line!
context: Why is the person we're helping out acting this way?!\Your natto's starting to bubble up.\What?\Natto tastes better if you stir it until it gets bubbly.\Really?\That's what I'm talking about!\Perhaps I should search somewhere nearer for someone to marry.\Ah, I went off the line! response:	We've got a lot of curtains, so don't worry if you mess up.
context: Your natto's starting to bubble up.\What?\Natto tastes better if you stir it until it gets bubbly.\Really?\That's what I'm talking about!\Perhaps I should search somewhere nearer for someone to marry.\Ah, I went off the line!\We've got a lot of curtains, so don't worry if you mess up. response:	Still, making a wedding dress out of curtains, eh?
context: What?\Natto tastes better if you stir it until it gets bubbly.\Really?\That's what I'm talking about!\Perhaps I should search somewhere nearer for someone to marry.\Ah, I went off the line!\We've got a lot of curtains, so don't worry if you mess up.\Still, making a wedding dress out of curtains, eh? response:	That's an incredible idea.
context: Natto tastes better if you stir it until it gets bubbly.\Really?\That's what I'm talking about!\Perhaps I should search somewhere nearer for someone to marry.\Ah, I went off the line!\We've got a lot of curtains, so don't worry if you mess up.\Still, making a wedding dress out of curtains, eh?\That's an incredible idea. response:	I wanted to be of some help to Takako's wedding.
context: Really?\That's what I'm talking about!\Perhaps I should search somewhere nearer for someone to marry.\Ah, I went off the line!\We've got a lot of curtains, so don't worry if you mess up.\Still, making a wedding dress out of curtains, eh?\That's an incredible idea.\I wanted to be of some help to Takako's wedding. response:	I didn't think you'd lend us a hand!
context: That's what I'm talking about!\Perhaps I should search somewhere nearer for someone to marry.\Ah, I went off the line!\We've got a lot of curtains, so don't worry if you mess up.\Still, making a wedding dress out of curtains, eh?\That's an incredible idea.\I wanted to be of some help to Takako's wedding.\I didn't think you'd lend us a hand! response:	Oh, don't worry about it. I love events like this.
context: Perhaps I should search somewhere nearer for someone to marry.\Ah, I went off the line!\We've got a lot of curtains, so don't worry if you mess up.\Still, making a wedding dress out of curtains, eh?\That's an incredible idea.\I wanted to be of some help to Takako's wedding.\I didn't think you'd lend us a hand!\Oh, don't worry about it. I love events like this. response:	Isn't Ohana going to use the sewing machine?
context: Ah, I went off the line!\We've got a lot of curtains, so don't worry if you mess up.\Still, making a wedding dress out of curtains, eh?\That's an incredible idea.\I wanted to be of some help to Takako's wedding.\I didn't think you'd lend us a hand!\Oh, don't worry about it. I love events like this.\Isn't Ohana going to use the sewing machine? response:	She's apparently not very good with technology.
context: We've got a lot of curtains, so don't worry if you mess up.\Still, making a wedding dress out of curtains, eh?\That's an incredible idea.\I wanted to be of some help to Takako's wedding.\I didn't think you'd lend us a hand!\Oh, don't worry about it. I love events like this.\Isn't Ohana going to use the sewing machine?\She's apparently not very good with technology. response:	Oh...
context: Still, making a wedding dress out of curtains, eh?\That's an incredible idea.\I wanted to be of some help to Takako's wedding.\I didn't think you'd lend us a hand!\Oh, don't worry about it. I love events like this.\Isn't Ohana going to use the sewing machine?\She's apparently not very good with technology.\Oh... response:	What about cellphones?
context: That's an incredible idea.\I wanted to be of some help to Takako's wedding.\I didn't think you'd lend us a hand!\Oh, don't worry about it. I love events like this.\Isn't Ohana going to use the sewing machine?\She's apparently not very good with technology.\Oh...\What about cellphones? response:	I asked Minchi, but she refused to help.
context: I wanted to be of some help to Takako's wedding.\I didn't think you'd lend us a hand!\Oh, don't worry about it. I love events like this.\Isn't Ohana going to use the sewing machine?\She's apparently not very good with technology.\Oh...\What about cellphones?\I asked Minchi, but she refused to help. response:	Tohru likes me?
context: I didn't think you'd lend us a hand!\Oh, don't worry about it. I love events like this.\Isn't Ohana going to use the sewing machine?\She's apparently not very good with technology.\Oh...\What about cellphones?\I asked Minchi, but she refused to help.\Tohru likes me? response:	No, that can't be true.
context: Oh, don't worry about it. I love events like this.\Isn't Ohana going to use the sewing machine?\She's apparently not very good with technology.\Oh...\What about cellphones?\I asked Minchi, but she refused to help.\Tohru likes me?\No, that can't be true. response:	Well, I'm not exactly good at noticing things...
context: Isn't Ohana going to use the sewing machine?\She's apparently not very good with technology.\Oh...\What about cellphones?\I asked Minchi, but she refused to help.\Tohru likes me?\No, that can't be true.\Well, I'm not exactly good at noticing things... response:	like that situation with Ko...
context: She's apparently not very good with technology.\Oh...\What about cellphones?\I asked Minchi, but she refused to help.\Tohru likes me?\No, that can't be true.\Well, I'm not exactly good at noticing things...\like that situation with Ko... response:	No, but Ko is...
context: Oh...\What about cellphones?\I asked Minchi, but she refused to help.\Tohru likes me?\No, that can't be true.\Well, I'm not exactly good at noticing things...\like that situation with Ko...\No, but Ko is... response:	No, it's...
context: What about cellphones?\I asked Minchi, but she refused to help.\Tohru likes me?\No, that can't be true.\Well, I'm not exactly good at noticing things...\like that situation with Ko...\No, but Ko is...\No, it's... response:	W-Wow, she's so fast!
context: I asked Minchi, but she refused to help.\Tohru likes me?\No, that can't be true.\Well, I'm not exactly good at noticing things...\like that situation with Ko...\No, but Ko is...\No, it's...\W-Wow, she's so fast! response:	And so accurate!
context: Tohru likes me?\No, that can't be true.\Well, I'm not exactly good at noticing things...\like that situation with Ko...\No, but Ko is...\No, it's...\W-Wow, she's so fast!\And so accurate! response:	Can't you make it cheaper? I was your brother's classmate.
context: No, that can't be true.\Well, I'm not exactly good at noticing things...\like that situation with Ko...\No, but Ko is...\No, it's...\W-Wow, she's so fast!\And so accurate!\Can't you make it cheaper? I was your brother's classmate. response:	What? You don't remember me?
context: Well, I'm not exactly good at noticing things...\like that situation with Ko...\No, but Ko is...\No, it's...\W-Wow, she's so fast!\And so accurate!\Can't you make it cheaper? I was your brother's classmate.\What? You don't remember me? response:	It's been 15 years, but I still remember you.
context: like that situation with Ko...\No, but Ko is...\No, it's...\W-Wow, she's so fast!\And so accurate!\Can't you make it cheaper? I was your brother's classmate.\What? You don't remember me?\It's been 15 years, but I still remember you. response:	W-Wait, don't hang up!
context: No, but Ko is...\No, it's...\W-Wow, she's so fast!\And so accurate!\Can't you make it cheaper? I was your brother's classmate.\What? You don't remember me?\It's been 15 years, but I still remember you.\W-Wait, don't hang up! response:	No, I'm not done yet!
context: No, it's...\W-Wow, she's so fast!\And so accurate!\Can't you make it cheaper? I was your brother's classmate.\What? You don't remember me?\It's been 15 years, but I still remember you.\W-Wait, don't hang up!\No, I'm not done yet! response:	Hello, I'm from Kissuiso.
context: W-Wow, she's so fast!\And so accurate!\Can't you make it cheaper? I was your brother's classmate.\What? You don't remember me?\It's been 15 years, but I still remember you.\W-Wait, don't hang up!\No, I'm not done yet!\Hello, I'm from Kissuiso. response:	We bought a large quantity of futons from your store six years ago.
context: And so accurate!\Can't you make it cheaper? I was your brother's classmate.\What? You don't remember me?\It's been 15 years, but I still remember you.\W-Wait, don't hang up!\No, I'm not done yet!\Hello, I'm from Kissuiso.\We bought a large quantity of futons from your store six years ago. response:	I'd like to call off the wedding with Enishi.
context: Can't you make it cheaper? I was your brother's classmate.\What? You don't remember me?\It's been 15 years, but I still remember you.\W-Wait, don't hang up!\No, I'm not done yet!\Hello, I'm from Kissuiso.\We bought a large quantity of futons from your store six years ago.\I'd like to call off the wedding with Enishi. response:	I understand why you won't acknowledge me!
context: What? You don't remember me?\It's been 15 years, but I still remember you.\W-Wait, don't hang up!\No, I'm not done yet!\Hello, I'm from Kissuiso.\We bought a large quantity of futons from your store six years ago.\I'd like to call off the wedding with Enishi.\I understand why you won't acknowledge me! response:	I also understand why you can't leave us in charge of this inn.
context: It's been 15 years, but I still remember you.\W-Wait, don't hang up!\No, I'm not done yet!\Hello, I'm from Kissuiso.\We bought a large quantity of futons from your store six years ago.\I'd like to call off the wedding with Enishi.\I understand why you won't acknowledge me!\I also understand why you can't leave us in charge of this inn. response:	say anything to each other!
context: W-Wait, don't hang up!\No, I'm not done yet!\Hello, I'm from Kissuiso.\We bought a large quantity of futons from your store six years ago.\I'd like to call off the wedding with Enishi.\I understand why you won't acknowledge me!\I also understand why you can't leave us in charge of this inn.\say anything to each other! response:	But you...
context: No, I'm not done yet!\Hello, I'm from Kissuiso.\We bought a large quantity of futons from your store six years ago.\I'd like to call off the wedding with Enishi.\I understand why you won't acknowledge me!\I also understand why you can't leave us in charge of this inn.\say anything to each other!\But you... response:	This is something I was given by my late husband.
context: Hello, I'm from Kissuiso.\We bought a large quantity of futons from your store six years ago.\I'd like to call off the wedding with Enishi.\I understand why you won't acknowledge me!\I also understand why you can't leave us in charge of this inn.\say anything to each other!\But you...\This is something I was given by my late husband. response:	He and I worked at the same inn.
context: We bought a large quantity of futons from your store six years ago.\I'd like to call off the wedding with Enishi.\I understand why you won't acknowledge me!\I also understand why you can't leave us in charge of this inn.\say anything to each other!\But you...\This is something I was given by my late husband.\He and I worked at the same inn. response:	He was a chef, and I was a waitress.
context: I'd like to call off the wedding with Enishi.\I understand why you won't acknowledge me!\I also understand why you can't leave us in charge of this inn.\say anything to each other!\But you...\This is something I was given by my late husband.\He and I worked at the same inn.\He was a chef, and I was a waitress. response:	Around the same time we decided to get married,
context: I understand why you won't acknowledge me!\I also understand why you can't leave us in charge of this inn.\say anything to each other!\But you...\This is something I was given by my late husband.\He and I worked at the same inn.\He was a chef, and I was a waitress.\Around the same time we decided to get married, response:	the owner gave us an offer.
context: I also understand why you can't leave us in charge of this inn.\say anything to each other!\But you...\This is something I was given by my late husband.\He and I worked at the same inn.\He was a chef, and I was a waitress.\Around the same time we decided to get married,\the owner gave us an offer. response:	He asked whether we'd like to succeed
context: say anything to each other!\But you...\This is something I was given by my late husband.\He and I worked at the same inn.\He was a chef, and I was a waitress.\Around the same time we decided to get married,\the owner gave us an offer.\He asked whether we'd like to succeed response:	an inn that had no successor.
context: But you...\This is something I was given by my late husband.\He and I worked at the same inn.\He was a chef, and I was a waitress.\Around the same time we decided to get married,\the owner gave us an offer.\He asked whether we'd like to succeed\an inn that had no successor. response:	From then on, we worked hard in order to restore it.
context: This is something I was given by my late husband.\He and I worked at the same inn.\He was a chef, and I was a waitress.\Around the same time we decided to get married,\the owner gave us an offer.\He asked whether we'd like to succeed\an inn that had no successor.\From then on, we worked hard in order to restore it. response:	Denroku, who worked at the previous inn, helped us too.
context: He and I worked at the same inn.\He was a chef, and I was a waitress.\Around the same time we decided to get married,\the owner gave us an offer.\He asked whether we'd like to succeed\an inn that had no successor.\From then on, we worked hard in order to restore it.\Denroku, who worked at the previous inn, helped us too. response:	We had no time or money to hold a wedding,
context: He was a chef, and I was a waitress.\Around the same time we decided to get married,\the owner gave us an offer.\He asked whether we'd like to succeed\an inn that had no successor.\From then on, we worked hard in order to restore it.\Denroku, who worked at the previous inn, helped us too.\We had no time or money to hold a wedding, response:	but he gave me this.
context: Around the same time we decided to get married,\the owner gave us an offer.\He asked whether we'd like to succeed\an inn that had no successor.\From then on, we worked hard in order to restore it.\Denroku, who worked at the previous inn, helped us too.\We had no time or money to hold a wedding,\but he gave me this. response:	In hopes of Kissuiso becoming successful.
context: the owner gave us an offer.\He asked whether we'd like to succeed\an inn that had no successor.\From then on, we worked hard in order to restore it.\Denroku, who worked at the previous inn, helped us too.\We had no time or money to hold a wedding,\but he gave me this.\In hopes of Kissuiso becoming successful. response:	Kissuiso?
context: He asked whether we'd like to succeed\an inn that had no successor.\From then on, we worked hard in order to restore it.\Denroku, who worked at the previous inn, helped us too.\We had no time or money to hold a wedding,\but he gave me this.\In hopes of Kissuiso becoming successful.\Kissuiso? response:	Yeah, that's what our inn will be called.
context: an inn that had no successor.\From then on, we worked hard in order to restore it.\Denroku, who worked at the previous inn, helped us too.\We had no time or money to hold a wedding,\but he gave me this.\In hopes of Kissuiso becoming successful.\Kissuiso?\Yeah, that's what our inn will be called. response:	What?
context: From then on, we worked hard in order to restore it.\Denroku, who worked at the previous inn, helped us too.\We had no time or money to hold a wedding,\but he gave me this.\In hopes of Kissuiso becoming successful.\Kissuiso?\Yeah, that's what our inn will be called.\What? response:	The kanji in the name means, an inn to please you, Sui.
context: Denroku, who worked at the previous inn, helped us too.\We had no time or money to hold a wedding,\but he gave me this.\In hopes of Kissuiso becoming successful.\Kissuiso?\Yeah, that's what our inn will be called.\What?\The kanji in the name means, an inn to please you, Sui. response:	But we should think about the customers, not me.
context: We had no time or money to hold a wedding,\but he gave me this.\In hopes of Kissuiso becoming successful.\Kissuiso?\Yeah, that's what our inn will be called.\What?\The kanji in the name means, an inn to please you, Sui.\But we should think about the customers, not me. response:	We can't please our customers without pleasing ourselves first.
context: but he gave me this.\In hopes of Kissuiso becoming successful.\Kissuiso?\Yeah, that's what our inn will be called.\What?\The kanji in the name means, an inn to please you, Sui.\But we should think about the customers, not me.\We can't please our customers without pleasing ourselves first. response:	But...
context: In hopes of Kissuiso becoming successful.\Kissuiso?\Yeah, that's what our inn will be called.\What?\The kanji in the name means, an inn to please you, Sui.\But we should think about the customers, not me.\We can't please our customers without pleasing ourselves first.\But... response:	Besides, it's not just for you.
context: Kissuiso?\Yeah, that's what our inn will be called.\What?\The kanji in the name means, an inn to please you, Sui.\But we should think about the customers, not me.\We can't please our customers without pleasing ourselves first.\But...\Besides, it's not just for you. response:	If you're pleased, so am I.
context: Yeah, that's what our inn will be called.\What?\The kanji in the name means, an inn to please you, Sui.\But we should think about the customers, not me.\We can't please our customers without pleasing ourselves first.\But...\Besides, it's not just for you.\If you're pleased, so am I. response:	It's so beautiful...
context: What?\The kanji in the name means, an inn to please you, Sui.\But we should think about the customers, not me.\We can't please our customers without pleasing ourselves first.\But...\Besides, it's not just for you.\If you're pleased, so am I.\It's so beautiful... response:	Yeah.
context: The kanji in the name means, an inn to please you, Sui.\But we should think about the customers, not me.\We can't please our customers without pleasing ourselves first.\But...\Besides, it's not just for you.\If you're pleased, so am I.\It's so beautiful...\Yeah. response:	He was always by my side after that.
context: But we should think about the customers, not me.\We can't please our customers without pleasing ourselves first.\But...\Besides, it's not just for you.\If you're pleased, so am I.\It's so beautiful...\Yeah.\He was always by my side after that. response:	He'd always wish for my happiness.
context: We can't please our customers without pleasing ourselves first.\But...\Besides, it's not just for you.\If you're pleased, so am I.\It's so beautiful...\Yeah.\He was always by my side after that.\He'd always wish for my happiness. response:	It's still the same even after he passed away.
context: But...\Besides, it's not just for you.\If you're pleased, so am I.\It's so beautiful...\Yeah.\He was always by my side after that.\He'd always wish for my happiness.\It's still the same even after he passed away. response:	Marriage
context: Besides, it's not just for you.\If you're pleased, so am I.\It's so beautiful...\Yeah.\He was always by my side after that.\He'd always wish for my happiness.\It's still the same even after he passed away.\Marriage response:	is a promise not to let your spouse be alone, ever again.
context: If you're pleased, so am I.\It's so beautiful...\Yeah.\He was always by my side after that.\He'd always wish for my happiness.\It's still the same even after he passed away.\Marriage\is a promise not to let your spouse be alone, ever again. response:	Your spouse...
context: It's so beautiful...\Yeah.\He was always by my side after that.\He'd always wish for my happiness.\It's still the same even after he passed away.\Marriage\is a promise not to let your spouse be alone, ever again.\Your spouse... response:	Yes, even if one of you passes away first.
context: Yeah.\He was always by my side after that.\He'd always wish for my happiness.\It's still the same even after he passed away.\Marriage\is a promise not to let your spouse be alone, ever again.\Your spouse...\Yes, even if one of you passes away first. response:	So...
context: He was always by my side after that.\He'd always wish for my happiness.\It's still the same even after he passed away.\Marriage\is a promise not to let your spouse be alone, ever again.\Your spouse...\Yes, even if one of you passes away first.\So... response:	Takako, I entrust Enishi's happiness to you.
context: He'd always wish for my happiness.\It's still the same even after he passed away.\Marriage\is a promise not to let your spouse be alone, ever again.\Your spouse...\Yes, even if one of you passes away first.\So...\Takako, I entrust Enishi's happiness to you. response:	When you told us to have the marriage ceremony,
context: It's still the same even after he passed away.\Marriage\is a promise not to let your spouse be alone, ever again.\Your spouse...\Yes, even if one of you passes away first.\So...\Takako, I entrust Enishi's happiness to you.\When you told us to have the marriage ceremony, response:	I assumed you weren't planning on letting us succeed the inn.
context: Marriage\is a promise not to let your spouse be alone, ever again.\Your spouse...\Yes, even if one of you passes away first.\So...\Takako, I entrust Enishi's happiness to you.\When you told us to have the marriage ceremony,\I assumed you weren't planning on letting us succeed the inn. response:	Yes, that's correct.
context: is a promise not to let your spouse be alone, ever again.\Your spouse...\Yes, even if one of you passes away first.\So...\Takako, I entrust Enishi's happiness to you.\When you told us to have the marriage ceremony,\I assumed you weren't planning on letting us succeed the inn.\Yes, that's correct. response:	I'm not.
context: Your spouse...\Yes, even if one of you passes away first.\So...\Takako, I entrust Enishi's happiness to you.\When you told us to have the marriage ceremony,\I assumed you weren't planning on letting us succeed the inn.\Yes, that's correct.\I'm not. response:	What?
context: Yes, even if one of you passes away first.\So...\Takako, I entrust Enishi's happiness to you.\When you told us to have the marriage ceremony,\I assumed you weren't planning on letting us succeed the inn.\Yes, that's correct.\I'm not.\What? response:	Now, for the baiser amor!
context: So...\Takako, I entrust Enishi's happiness to you.\When you told us to have the marriage ceremony,\I assumed you weren't planning on letting us succeed the inn.\Yes, that's correct.\I'm not.\What?\Now, for the baiser amor! response:	Come at me if you can!
context: Takako, I entrust Enishi's happiness to you.\When you told us to have the marriage ceremony,\I assumed you weren't planning on letting us succeed the inn.\Yes, that's correct.\I'm not.\What?\Now, for the baiser amor!\Come at me if you can! response:	I'm so touched!
context: When you told us to have the marriage ceremony,\I assumed you weren't planning on letting us succeed the inn.\Yes, that's correct.\I'm not.\What?\Now, for the baiser amor!\Come at me if you can!\I'm so touched! response:	What?
context: I assumed you weren't planning on letting us succeed the inn.\Yes, that's correct.\I'm not.\What?\Now, for the baiser amor!\Come at me if you can!\I'm so touched!\What? response:	Touched? Oh, please...
context: Yes, that's correct.\I'm not.\What?\Now, for the baiser amor!\Come at me if you can!\I'm so touched!\What?\Touched? Oh, please... response:	Episode 22 A Determined One-Sided Crush
context: I'm not.\What?\Now, for the baiser amor!\Come at me if you can!\I'm so touched!\What?\Touched? Oh, please...\Episode 22 A Determined One-Sided Crush response:	It's not weird.
