context: Trapnest means a nest box with a trap. response:	Once you enter, you cannot get out on your own.
context: Oh, but it's just the summer heat. I'm all right.\I can't really explain it. Like, maternal instinct?\Nobu... you...\When you do it with Hachi, do you use a condom?\Answer me!\Of course I do.\Every time?\Yeah. response:	From before you insert?!
context: I can't really explain it. Like, maternal instinct?\Nobu... you...\When you do it with Hachi, do you use a condom?\Answer me!\Of course I do.\Every time?\Yeah.\From before you insert?! response:	Yeah.
context: Nobu... you...\When you do it with Hachi, do you use a condom?\Answer me!\Of course I do.\Every time?\Yeah.\From before you insert?!\Yeah. response:	You liar! You must've done it at least a bit without any protection!
context: When you do it with Hachi, do you use a condom?\Answer me!\Of course I do.\Every time?\Yeah.\From before you insert?!\Yeah.\You liar! You must've done it at least a bit without any protection! response:	Never without protection!
context: Answer me!\Of course I do.\Every time?\Yeah.\From before you insert?!\Yeah.\You liar! You must've done it at least a bit without any protection!\Never without protection! response:	Why are you so damn serious all the time?
context: Of course I do.\Every time?\Yeah.\From before you insert?!\Yeah.\You liar! You must've done it at least a bit without any protection!\Never without protection!\Why are you so damn serious all the time? response:	What are you saying?
context: Every time?\Yeah.\From before you insert?!\Yeah.\You liar! You must've done it at least a bit without any protection!\Never without protection!\Why are you so damn serious all the time?\What are you saying? response:	Is being serious a bad thing?!
context: Yeah.\From before you insert?!\Yeah.\You liar! You must've done it at least a bit without any protection!\Never without protection!\Why are you so damn serious all the time?\What are you saying?\Is being serious a bad thing?! response:	If she gets pregnant, I don't have the money to raise a kid!
context: From before you insert?!\Yeah.\You liar! You must've done it at least a bit without any protection!\Never without protection!\Why are you so damn serious all the time?\What are you saying?\Is being serious a bad thing?!\If she gets pregnant, I don't have the money to raise a kid! response:	So, of course!
context: Yeah.\You liar! You must've done it at least a bit without any protection!\Never without protection!\Why are you so damn serious all the time?\What are you saying?\Is being serious a bad thing?!\If she gets pregnant, I don't have the money to raise a kid!\So, of course! response:	Then it's Takumi's child?
context: You liar! You must've done it at least a bit without any protection!\Never without protection!\Why are you so damn serious all the time?\What are you saying?\Is being serious a bad thing?!\If she gets pregnant, I don't have the money to raise a kid!\So, of course!\Then it's Takumi's child? response:	What are you crying for? I'm the one who wants to cry.
context: Never without protection!\Why are you so damn serious all the time?\What are you saying?\Is being serious a bad thing?!\If she gets pregnant, I don't have the money to raise a kid!\So, of course!\Then it's Takumi's child?\What are you crying for? I'm the one who wants to cry. response:	If it's not your child, then say so!
context: Why are you so damn serious all the time?\What are you saying?\Is being serious a bad thing?!\If she gets pregnant, I don't have the money to raise a kid!\So, of course!\Then it's Takumi's child?\What are you crying for? I'm the one who wants to cry.\If it's not your child, then say so! response:	Then I'm sure Hachi won't have it!
context: What are you saying?\Is being serious a bad thing?!\If she gets pregnant, I don't have the money to raise a kid!\So, of course!\Then it's Takumi's child?\What are you crying for? I'm the one who wants to cry.\If it's not your child, then say so!\Then I'm sure Hachi won't have it! response:	I can't say that! I'll sound like I'm irresponsible.
context: Is being serious a bad thing?!\If she gets pregnant, I don't have the money to raise a kid!\So, of course!\Then it's Takumi's child?\What are you crying for? I'm the one who wants to cry.\If it's not your child, then say so!\Then I'm sure Hachi won't have it!\I can't say that! I'll sound like I'm irresponsible. response:	I did it with her too,
context: If she gets pregnant, I don't have the money to raise a kid!\So, of course!\Then it's Takumi's child?\What are you crying for? I'm the one who wants to cry.\If it's not your child, then say so!\Then I'm sure Hachi won't have it!\I can't say that! I'll sound like I'm irresponsible.\I did it with her too, response:	so the possibility of it being my child is not zero percent.
context: So, of course!\Then it's Takumi's child?\What are you crying for? I'm the one who wants to cry.\If it's not your child, then say so!\Then I'm sure Hachi won't have it!\I can't say that! I'll sound like I'm irresponsible.\I did it with her too,\so the possibility of it being my child is not zero percent. response:	Besides, Hachi probably already knows that it's Takumi's child.
context: Then it's Takumi's child?\What are you crying for? I'm the one who wants to cry.\If it's not your child, then say so!\Then I'm sure Hachi won't have it!\I can't say that! I'll sound like I'm irresponsible.\I did it with her too,\so the possibility of it being my child is not zero percent.\Besides, Hachi probably already knows that it's Takumi's child. response:	Isn't that why she told him?
context: What are you crying for? I'm the one who wants to cry.\If it's not your child, then say so!\Then I'm sure Hachi won't have it!\I can't say that! I'll sound like I'm irresponsible.\I did it with her too,\so the possibility of it being my child is not zero percent.\Besides, Hachi probably already knows that it's Takumi's child.\Isn't that why she told him? response:	Otherwise, she wouldn't be seeing him.
context: If it's not your child, then say so!\Then I'm sure Hachi won't have it!\I can't say that! I'll sound like I'm irresponsible.\I did it with her too,\so the possibility of it being my child is not zero percent.\Besides, Hachi probably already knows that it's Takumi's child.\Isn't that why she told him?\Otherwise, she wouldn't be seeing him. response:	I mean, there's no other reason.
context: Then I'm sure Hachi won't have it!\I can't say that! I'll sound like I'm irresponsible.\I did it with her too,\so the possibility of it being my child is not zero percent.\Besides, Hachi probably already knows that it's Takumi's child.\Isn't that why she told him?\Otherwise, she wouldn't be seeing him.\I mean, there's no other reason. response:	He's the one who fooled around with someone else's woman.
context: I can't say that! I'll sound like I'm irresponsible.\I did it with her too,\so the possibility of it being my child is not zero percent.\Besides, Hachi probably already knows that it's Takumi's child.\Isn't that why she told him?\Otherwise, she wouldn't be seeing him.\I mean, there's no other reason.\He's the one who fooled around with someone else's woman. response:	Then you should become the father.
context: I did it with her too,\so the possibility of it being my child is not zero percent.\Besides, Hachi probably already knows that it's Takumi's child.\Isn't that why she told him?\Otherwise, she wouldn't be seeing him.\I mean, there's no other reason.\He's the one who fooled around with someone else's woman.\Then you should become the father. response:	What are you saying? Don't make it sound so simple.
context: so the possibility of it being my child is not zero percent.\Besides, Hachi probably already knows that it's Takumi's child.\Isn't that why she told him?\Otherwise, she wouldn't be seeing him.\I mean, there's no other reason.\He's the one who fooled around with someone else's woman.\Then you should become the father.\What are you saying? Don't make it sound so simple. response:	If it's about money, I'm sure we can work it out!
context: Besides, Hachi probably already knows that it's Takumi's child.\Isn't that why she told him?\Otherwise, she wouldn't be seeing him.\I mean, there's no other reason.\He's the one who fooled around with someone else's woman.\Then you should become the father.\What are you saying? Don't make it sound so simple.\If it's about money, I'm sure we can work it out! response:	We've got our debut coming up for one thing.
context: Isn't that why she told him?\Otherwise, she wouldn't be seeing him.\I mean, there's no other reason.\He's the one who fooled around with someone else's woman.\Then you should become the father.\What are you saying? Don't make it sound so simple.\If it's about money, I'm sure we can work it out!\We've got our debut coming up for one thing. response:	And I can't imagine Takumi becoming the guardian
context: Otherwise, she wouldn't be seeing him.\I mean, there's no other reason.\He's the one who fooled around with someone else's woman.\Then you should become the father.\What are you saying? Don't make it sound so simple.\If it's about money, I'm sure we can work it out!\We've got our debut coming up for one thing.\And I can't imagine Takumi becoming the guardian response:	of the child he had by accident!
context: I mean, there's no other reason.\He's the one who fooled around with someone else's woman.\Then you should become the father.\What are you saying? Don't make it sound so simple.\If it's about money, I'm sure we can work it out!\We've got our debut coming up for one thing.\And I can't imagine Takumi becoming the guardian\of the child he had by accident! response:	He said he would.
context: He's the one who fooled around with someone else's woman.\Then you should become the father.\What are you saying? Don't make it sound so simple.\If it's about money, I'm sure we can work it out!\We've got our debut coming up for one thing.\And I can't imagine Takumi becoming the guardian\of the child he had by accident!\He said he would. response:	Even if it were my child.
context: Then you should become the father.\What are you saying? Don't make it sound so simple.\If it's about money, I'm sure we can work it out!\We've got our debut coming up for one thing.\And I can't imagine Takumi becoming the guardian\of the child he had by accident!\He said he would.\Even if it were my child. response:	He's just saying that so he can keep Hachi to himself!
context: What are you saying? Don't make it sound so simple.\If it's about money, I'm sure we can work it out!\We've got our debut coming up for one thing.\And I can't imagine Takumi becoming the guardian\of the child he had by accident!\He said he would.\Even if it were my child.\He's just saying that so he can keep Hachi to himself! response:	That man wants to take advantage of the child to get her for himself!
context: If it's about money, I'm sure we can work it out!\We've got our debut coming up for one thing.\And I can't imagine Takumi becoming the guardian\of the child he had by accident!\He said he would.\Even if it were my child.\He's just saying that so he can keep Hachi to himself!\That man wants to take advantage of the child to get her for himself! response:	Aren't you doing the same?!
context: We've got our debut coming up for one thing.\And I can't imagine Takumi becoming the guardian\of the child he had by accident!\He said he would.\Even if it were my child.\He's just saying that so he can keep Hachi to himself!\That man wants to take advantage of the child to get her for himself!\Aren't you doing the same?! response:	You're taking advantage of me to get Hachi for yourself, right?!
context: And I can't imagine Takumi becoming the guardian\of the child he had by accident!\He said he would.\Even if it were my child.\He's just saying that so he can keep Hachi to himself!\That man wants to take advantage of the child to get her for himself!\Aren't you doing the same?!\You're taking advantage of me to get Hachi for yourself, right?! response:	Cut it out already. That's definitely screwed up.
context: of the child he had by accident!\He said he would.\Even if it were my child.\He's just saying that so he can keep Hachi to himself!\That man wants to take advantage of the child to get her for himself!\Aren't you doing the same?!\You're taking advantage of me to get Hachi for yourself, right?!\Cut it out already. That's definitely screwed up. response:	If you're gonna insist, why don't you become the father?
context: He said he would.\Even if it were my child.\He's just saying that so he can keep Hachi to himself!\That man wants to take advantage of the child to get her for himself!\Aren't you doing the same?!\You're taking advantage of me to get Hachi for yourself, right?!\Cut it out already. That's definitely screwed up.\If you're gonna insist, why don't you become the father? response:	Although, I can't imagine you feeling any love for Takumi's child.
context: Even if it were my child.\He's just saying that so he can keep Hachi to himself!\That man wants to take advantage of the child to get her for himself!\Aren't you doing the same?!\You're taking advantage of me to get Hachi for yourself, right?!\Cut it out already. That's definitely screwed up.\If you're gonna insist, why don't you become the father?\Although, I can't imagine you feeling any love for Takumi's child. response:	There's no way I could.
context: He's just saying that so he can keep Hachi to himself!\That man wants to take advantage of the child to get her for himself!\Aren't you doing the same?!\You're taking advantage of me to get Hachi for yourself, right?!\Cut it out already. That's definitely screwed up.\If you're gonna insist, why don't you become the father?\Although, I can't imagine you feeling any love for Takumi's child.\There's no way I could. response:	No!
context: That man wants to take advantage of the child to get her for himself!\Aren't you doing the same?!\You're taking advantage of me to get Hachi for yourself, right?!\Cut it out already. That's definitely screwed up.\If you're gonna insist, why don't you become the father?\Although, I can't imagine you feeling any love for Takumi's child.\There's no way I could.\No! response:	Don't keep it!
context: Aren't you doing the same?!\You're taking advantage of me to get Hachi for yourself, right?!\Cut it out already. That's definitely screwed up.\If you're gonna insist, why don't you become the father?\Although, I can't imagine you feeling any love for Takumi's child.\There's no way I could.\No!\Don't keep it! response:	Those two are sure taking their time.
context: You're taking advantage of me to get Hachi for yourself, right?!\Cut it out already. That's definitely screwed up.\If you're gonna insist, why don't you become the father?\Although, I can't imagine you feeling any love for Takumi's child.\There's no way I could.\No!\Don't keep it!\Those two are sure taking their time. response:	Don't get so stressed. Right now, you need to lie down.
context: Cut it out already. That's definitely screwed up.\If you're gonna insist, why don't you become the father?\Although, I can't imagine you feeling any love for Takumi's child.\There's no way I could.\No!\Don't keep it!\Those two are sure taking their time.\Don't get so stressed. Right now, you need to lie down. response:	You wouldn't want a miscarriage, would you?
context: If you're gonna insist, why don't you become the father?\Although, I can't imagine you feeling any love for Takumi's child.\There's no way I could.\No!\Don't keep it!\Those two are sure taking their time.\Don't get so stressed. Right now, you need to lie down.\You wouldn't want a miscarriage, would you? response:	You know, I think you've gained a little weight.
context: Although, I can't imagine you feeling any love for Takumi's child.\There's no way I could.\No!\Don't keep it!\Those two are sure taking their time.\Don't get so stressed. Right now, you need to lie down.\You wouldn't want a miscarriage, would you?\You know, I think you've gained a little weight. response:	I thought women usually lose weight
context: There's no way I could.\No!\Don't keep it!\Those two are sure taking their time.\Don't get so stressed. Right now, you need to lie down.\You wouldn't want a miscarriage, would you?\You know, I think you've gained a little weight.\I thought women usually lose weight response:	during the days of morning sickness.
context: No!\Don't keep it!\Those two are sure taking their time.\Don't get so stressed. Right now, you need to lie down.\You wouldn't want a miscarriage, would you?\You know, I think you've gained a little weight.\I thought women usually lose weight\during the days of morning sickness. response:	My older sister had a bad case of morning sickness, too.
context: Don't keep it!\Those two are sure taking their time.\Don't get so stressed. Right now, you need to lie down.\You wouldn't want a miscarriage, would you?\You know, I think you've gained a little weight.\I thought women usually lose weight\during the days of morning sickness.\My older sister had a bad case of morning sickness, too. response:	I was in eleventh grade and she was twenty.
context: Those two are sure taking their time.\Don't get so stressed. Right now, you need to lie down.\You wouldn't want a miscarriage, would you?\You know, I think you've gained a little weight.\I thought women usually lose weight\during the days of morning sickness.\My older sister had a bad case of morning sickness, too.\I was in eleventh grade and she was twenty. response:	She got married as a result.
context: Don't get so stressed. Right now, you need to lie down.\You wouldn't want a miscarriage, would you?\You know, I think you've gained a little weight.\I thought women usually lose weight\during the days of morning sickness.\My older sister had a bad case of morning sickness, too.\I was in eleventh grade and she was twenty.\She got married as a result. response:	Her husband is a hard-working office worker,
context: You wouldn't want a miscarriage, would you?\You know, I think you've gained a little weight.\I thought women usually lose weight\during the days of morning sickness.\My older sister had a bad case of morning sickness, too.\I was in eleventh grade and she was twenty.\She got married as a result.\Her husband is a hard-working office worker, response:	a very reliable man, unlike me.
context: You know, I think you've gained a little weight.\I thought women usually lose weight\during the days of morning sickness.\My older sister had a bad case of morning sickness, too.\I was in eleventh grade and she was twenty.\She got married as a result.\Her husband is a hard-working office worker,\a very reliable man, unlike me. response:	But I got so pissed off when I found out,
context: I thought women usually lose weight\during the days of morning sickness.\My older sister had a bad case of morning sickness, too.\I was in eleventh grade and she was twenty.\She got married as a result.\Her husband is a hard-working office worker,\a very reliable man, unlike me.\But I got so pissed off when I found out, response:	and I beat him up pretty badly.
context: during the days of morning sickness.\My older sister had a bad case of morning sickness, too.\I was in eleventh grade and she was twenty.\She got married as a result.\Her husband is a hard-working office worker,\a very reliable man, unlike me.\But I got so pissed off when I found out,\and I beat him up pretty badly. response:	My sister cried and Reira laughed at me for being so possessive.
context: My older sister had a bad case of morning sickness, too.\I was in eleventh grade and she was twenty.\She got married as a result.\Her husband is a hard-working office worker,\a very reliable man, unlike me.\But I got so pissed off when I found out,\and I beat him up pretty badly.\My sister cried and Reira laughed at me for being so possessive. response:	It was horrible.
context: I was in eleventh grade and she was twenty.\She got married as a result.\Her husband is a hard-working office worker,\a very reliable man, unlike me.\But I got so pissed off when I found out,\and I beat him up pretty badly.\My sister cried and Reira laughed at me for being so possessive.\It was horrible. response:	Come to think of it, you're also twenty years old.
context: She got married as a result.\Her husband is a hard-working office worker,\a very reliable man, unlike me.\But I got so pissed off when I found out,\and I beat him up pretty badly.\My sister cried and Reira laughed at me for being so possessive.\It was horrible.\Come to think of it, you're also twenty years old. response:	Though, you're not very mature for your age.
context: Her husband is a hard-working office worker,\a very reliable man, unlike me.\But I got so pissed off when I found out,\and I beat him up pretty badly.\My sister cried and Reira laughed at me for being so possessive.\It was horrible.\Come to think of it, you're also twenty years old.\Though, you're not very mature for your age. response:	You don't have a full-time job
context: a very reliable man, unlike me.\But I got so pissed off when I found out,\and I beat him up pretty badly.\My sister cried and Reira laughed at me for being so possessive.\It was horrible.\Come to think of it, you're also twenty years old.\Though, you're not very mature for your age.\You don't have a full-time job response:	and when you get lonely you're quick to sleep with some guy.
context: But I got so pissed off when I found out,\and I beat him up pretty badly.\My sister cried and Reira laughed at me for being so possessive.\It was horrible.\Come to think of it, you're also twenty years old.\Though, you're not very mature for your age.\You don't have a full-time job\and when you get lonely you're quick to sleep with some guy. response:	And as luck would have it, now you're pregnant.
context: and I beat him up pretty badly.\My sister cried and Reira laughed at me for being so possessive.\It was horrible.\Come to think of it, you're also twenty years old.\Though, you're not very mature for your age.\You don't have a full-time job\and when you get lonely you're quick to sleep with some guy.\And as luck would have it, now you're pregnant. response:	You're hopeless.
context: My sister cried and Reira laughed at me for being so possessive.\It was horrible.\Come to think of it, you're also twenty years old.\Though, you're not very mature for your age.\You don't have a full-time job\and when you get lonely you're quick to sleep with some guy.\And as luck would have it, now you're pregnant.\You're hopeless. response:	Your parents are gonna cry.
context: It was horrible.\Come to think of it, you're also twenty years old.\Though, you're not very mature for your age.\You don't have a full-time job\and when you get lonely you're quick to sleep with some guy.\And as luck would have it, now you're pregnant.\You're hopeless.\Your parents are gonna cry. response:	But who am I to tell you this, right?
context: Come to think of it, you're also twenty years old.\Though, you're not very mature for your age.\You don't have a full-time job\and when you get lonely you're quick to sleep with some guy.\And as luck would have it, now you're pregnant.\You're hopeless.\Your parents are gonna cry.\But who am I to tell you this, right? response:	Regardless who the kid's father is,
context: Though, you're not very mature for your age.\You don't have a full-time job\and when you get lonely you're quick to sleep with some guy.\And as luck would have it, now you're pregnant.\You're hopeless.\Your parents are gonna cry.\But who am I to tell you this, right?\Regardless who the kid's father is, response:	there's no mistake that you are the mother.
context: You don't have a full-time job\and when you get lonely you're quick to sleep with some guy.\And as luck would have it, now you're pregnant.\You're hopeless.\Your parents are gonna cry.\But who am I to tell you this, right?\Regardless who the kid's father is,\there's no mistake that you are the mother. response:	So pull yourself together.
context: and when you get lonely you're quick to sleep with some guy.\And as luck would have it, now you're pregnant.\You're hopeless.\Your parents are gonna cry.\But who am I to tell you this, right?\Regardless who the kid's father is,\there's no mistake that you are the mother.\So pull yourself together. response:	They're finally here.
context: And as luck would have it, now you're pregnant.\You're hopeless.\Your parents are gonna cry.\But who am I to tell you this, right?\Regardless who the kid's father is,\there's no mistake that you are the mother.\So pull yourself together.\They're finally here. response:	You're late. I thought you ran away.
context: You're hopeless.\Your parents are gonna cry.\But who am I to tell you this, right?\Regardless who the kid's father is,\there's no mistake that you are the mother.\So pull yourself together.\They're finally here.\You're late. I thought you ran away. response:	Huh? You're alone? What about Nana?
context: Your parents are gonna cry.\But who am I to tell you this, right?\Regardless who the kid's father is,\there's no mistake that you are the mother.\So pull yourself together.\They're finally here.\You're late. I thought you ran away.\Huh? You're alone? What about Nana? response:	I dunno.
context: But who am I to tell you this, right?\Regardless who the kid's father is,\there's no mistake that you are the mother.\So pull yourself together.\They're finally here.\You're late. I thought you ran away.\Huh? You're alone? What about Nana?\I dunno. response:	Geez, she hasn't gone off to Ren's place again, has she?
context: Regardless who the kid's father is,\there's no mistake that you are the mother.\So pull yourself together.\They're finally here.\You're late. I thought you ran away.\Huh? You're alone? What about Nana?\I dunno.\Geez, she hasn't gone off to Ren's place again, has she? response:	Oh, did you find grapefruits?
context: there's no mistake that you are the mother.\So pull yourself together.\They're finally here.\You're late. I thought you ran away.\Huh? You're alone? What about Nana?\I dunno.\Geez, she hasn't gone off to Ren's place again, has she?\Oh, did you find grapefruits? response:	Huh?
context: So pull yourself together.\They're finally here.\You're late. I thought you ran away.\Huh? You're alone? What about Nana?\I dunno.\Geez, she hasn't gone off to Ren's place again, has she?\Oh, did you find grapefruits?\Huh? response:	GARLIC PICKLED IN SOY SAUCE
context: They're finally here.\You're late. I thought you ran away.\Huh? You're alone? What about Nana?\I dunno.\Geez, she hasn't gone off to Ren's place again, has she?\Oh, did you find grapefruits?\Huh?\GARLIC PICKLED IN SOY SAUCE response:	You're not very thoughtful, are you?
context: You're late. I thought you ran away.\Huh? You're alone? What about Nana?\I dunno.\Geez, she hasn't gone off to Ren's place again, has she?\Oh, did you find grapefruits?\Huh?\GARLIC PICKLED IN SOY SAUCE\You're not very thoughtful, are you? response:	Never mind. I'll go buy some.
context: Huh? You're alone? What about Nana?\I dunno.\Geez, she hasn't gone off to Ren's place again, has she?\Oh, did you find grapefruits?\Huh?\GARLIC PICKLED IN SOY SAUCE\You're not very thoughtful, are you?\Never mind. I'll go buy some. response:	It's not really something the three of us can have a friendly chat about anyway.
context: I dunno.\Geez, she hasn't gone off to Ren's place again, has she?\Oh, did you find grapefruits?\Huh?\GARLIC PICKLED IN SOY SAUCE\You're not very thoughtful, are you?\Never mind. I'll go buy some.\It's not really something the three of us can have a friendly chat about anyway. response:	The choice is Nana's.
context: Geez, she hasn't gone off to Ren's place again, has she?\Oh, did you find grapefruits?\Huh?\GARLIC PICKLED IN SOY SAUCE\You're not very thoughtful, are you?\Never mind. I'll go buy some.\It's not really something the three of us can have a friendly chat about anyway.\The choice is Nana's. response:	The child doesn't need two fathers, right?
context: Oh, did you find grapefruits?\Huh?\GARLIC PICKLED IN SOY SAUCE\You're not very thoughtful, are you?\Never mind. I'll go buy some.\It's not really something the three of us can have a friendly chat about anyway.\The choice is Nana's.\The child doesn't need two fathers, right? response:	Nana... Is it true that you're pregnant?
context: Huh?\GARLIC PICKLED IN SOY SAUCE\You're not very thoughtful, are you?\Never mind. I'll go buy some.\It's not really something the three of us can have a friendly chat about anyway.\The choice is Nana's.\The child doesn't need two fathers, right?\Nana... Is it true that you're pregnant? response:	Hey, I wanna hear it directly from you.
context: GARLIC PICKLED IN SOY SAUCE\You're not very thoughtful, are you?\Never mind. I'll go buy some.\It's not really something the three of us can have a friendly chat about anyway.\The choice is Nana's.\The child doesn't need two fathers, right?\Nana... Is it true that you're pregnant?\Hey, I wanna hear it directly from you. response:	It could be my child. There's no need to hide it from me.
context: You're not very thoughtful, are you?\Never mind. I'll go buy some.\It's not really something the three of us can have a friendly chat about anyway.\The choice is Nana's.\The child doesn't need two fathers, right?\Nana... Is it true that you're pregnant?\Hey, I wanna hear it directly from you.\It could be my child. There's no need to hide it from me. response:	And I knew that you had just broken up with Takumi.
context: Never mind. I'll go buy some.\It's not really something the three of us can have a friendly chat about anyway.\The choice is Nana's.\The child doesn't need two fathers, right?\Nana... Is it true that you're pregnant?\Hey, I wanna hear it directly from you.\It could be my child. There's no need to hide it from me.\And I knew that you had just broken up with Takumi. response:	I'm sorry.
context: It's not really something the three of us can have a friendly chat about anyway.\The choice is Nana's.\The child doesn't need two fathers, right?\Nana... Is it true that you're pregnant?\Hey, I wanna hear it directly from you.\It could be my child. There's no need to hide it from me.\And I knew that you had just broken up with Takumi.\I'm sorry. response:	Why... are you apologizing?
context: The choice is Nana's.\The child doesn't need two fathers, right?\Nana... Is it true that you're pregnant?\Hey, I wanna hear it directly from you.\It could be my child. There's no need to hide it from me.\And I knew that you had just broken up with Takumi.\I'm sorry.\Why... are you apologizing? response:	Didn't you break up with him?!
context: The child doesn't need two fathers, right?\Nana... Is it true that you're pregnant?\Hey, I wanna hear it directly from you.\It could be my child. There's no need to hide it from me.\And I knew that you had just broken up with Takumi.\I'm sorry.\Why... are you apologizing?\Didn't you break up with him?! response:	Please make up an excuse.
context: Nana... Is it true that you're pregnant?\Hey, I wanna hear it directly from you.\It could be my child. There's no need to hide it from me.\And I knew that you had just broken up with Takumi.\I'm sorry.\Why... are you apologizing?\Didn't you break up with him?!\Please make up an excuse. response:	I don't care if it's a lie. I'll believe you.
context: Hey, I wanna hear it directly from you.\It could be my child. There's no need to hide it from me.\And I knew that you had just broken up with Takumi.\I'm sorry.\Why... are you apologizing?\Didn't you break up with him?!\Please make up an excuse.\I don't care if it's a lie. I'll believe you. response:	I'm sorry.
context: It could be my child. There's no need to hide it from me.\And I knew that you had just broken up with Takumi.\I'm sorry.\Why... are you apologizing?\Didn't you break up with him?!\Please make up an excuse.\I don't care if it's a lie. I'll believe you.\I'm sorry. response:	A ring of oath
context: And I knew that you had just broken up with Takumi.\I'm sorry.\Why... are you apologizing?\Didn't you break up with him?!\Please make up an excuse.\I don't care if it's a lie. I'll believe you.\I'm sorry.\A ring of oath response:	Our red string We can't see it now
context: I'm sorry.\Why... are you apologizing?\Didn't you break up with him?!\Please make up an excuse.\I don't care if it's a lie. I'll believe you.\I'm sorry.\A ring of oath\Our red string We can't see it now response:	No promises either Don't let go of this hand you've held
context: Why... are you apologizing?\Didn't you break up with him?!\Please make up an excuse.\I don't care if it's a lie. I'll believe you.\I'm sorry.\A ring of oath\Our red string We can't see it now\No promises either Don't let go of this hand you've held response:	It's embarrassing, so don't read it out loud!
context: Didn't you break up with him?!\Please make up an excuse.\I don't care if it's a lie. I'll believe you.\I'm sorry.\A ring of oath\Our red string We can't see it now\No promises either Don't let go of this hand you've held\It's embarrassing, so don't read it out loud! response:	Even I find it bad. I should hire a ghostwriter to write it.
context: Please make up an excuse.\I don't care if it's a lie. I'll believe you.\I'm sorry.\A ring of oath\Our red string We can't see it now\No promises either Don't let go of this hand you've held\It's embarrassing, so don't read it out loud!\Even I find it bad. I should hire a ghostwriter to write it. response:	Say, what's the meaning of this red string?
context: I don't care if it's a lie. I'll believe you.\I'm sorry.\A ring of oath\Our red string We can't see it now\No promises either Don't let go of this hand you've held\It's embarrassing, so don't read it out loud!\Even I find it bad. I should hire a ghostwriter to write it.\Say, what's the meaning of this red string? response:	Huh? Don't you know?
context: I'm sorry.\A ring of oath\Our red string We can't see it now\No promises either Don't let go of this hand you've held\It's embarrassing, so don't read it out loud!\Even I find it bad. I should hire a ghostwriter to write it.\Say, what's the meaning of this red string?\Huh? Don't you know? response:	No.
context: A ring of oath\Our red string We can't see it now\No promises either Don't let go of this hand you've held\It's embarrassing, so don't read it out loud!\Even I find it bad. I should hire a ghostwriter to write it.\Say, what's the meaning of this red string?\Huh? Don't you know?\No. response:	It's an invisible string of fate that's tied onto the little fingers
context: Our red string We can't see it now\No promises either Don't let go of this hand you've held\It's embarrassing, so don't read it out loud!\Even I find it bad. I should hire a ghostwriter to write it.\Say, what's the meaning of this red string?\Huh? Don't you know?\No.\It's an invisible string of fate that's tied onto the little fingers response:	of two lovers who are meant to be together.
context: No promises either Don't let go of this hand you've held\It's embarrassing, so don't read it out loud!\Even I find it bad. I should hire a ghostwriter to write it.\Say, what's the meaning of this red string?\Huh? Don't you know?\No.\It's an invisible string of fate that's tied onto the little fingers\of two lovers who are meant to be together. response:	Wow. I bet girls fall for that sort of stuff.
context: It's embarrassing, so don't read it out loud!\Even I find it bad. I should hire a ghostwriter to write it.\Say, what's the meaning of this red string?\Huh? Don't you know?\No.\It's an invisible string of fate that's tied onto the little fingers\of two lovers who are meant to be together.\Wow. I bet girls fall for that sort of stuff. response:	But I'm not interested in such theories of fate.
context: Even I find it bad. I should hire a ghostwriter to write it.\Say, what's the meaning of this red string?\Huh? Don't you know?\No.\It's an invisible string of fate that's tied onto the little fingers\of two lovers who are meant to be together.\Wow. I bet girls fall for that sort of stuff.\But I'm not interested in such theories of fate. response:	It doesn't matter what the relationship.
context: Say, what's the meaning of this red string?\Huh? Don't you know?\No.\It's an invisible string of fate that's tied onto the little fingers\of two lovers who are meant to be together.\Wow. I bet girls fall for that sort of stuff.\But I'm not interested in such theories of fate.\It doesn't matter what the relationship. response:	I believe people are bound by trust.
context: Huh? Don't you know?\No.\It's an invisible string of fate that's tied onto the little fingers\of two lovers who are meant to be together.\Wow. I bet girls fall for that sort of stuff.\But I'm not interested in such theories of fate.\It doesn't matter what the relationship.\I believe people are bound by trust. response:	Is that what you mean by this hand you've held?
context: No.\It's an invisible string of fate that's tied onto the little fingers\of two lovers who are meant to be together.\Wow. I bet girls fall for that sort of stuff.\But I'm not interested in such theories of fate.\It doesn't matter what the relationship.\I believe people are bound by trust.\Is that what you mean by this hand you've held? response:	Maybe it's sour grapes because I haven't found that someone to love.
context: It's an invisible string of fate that's tied onto the little fingers\of two lovers who are meant to be together.\Wow. I bet girls fall for that sort of stuff.\But I'm not interested in such theories of fate.\It doesn't matter what the relationship.\I believe people are bound by trust.\Is that what you mean by this hand you've held?\Maybe it's sour grapes because I haven't found that someone to love. response:	It's a nice song.
context: of two lovers who are meant to be together.\Wow. I bet girls fall for that sort of stuff.\But I'm not interested in such theories of fate.\It doesn't matter what the relationship.\I believe people are bound by trust.\Is that what you mean by this hand you've held?\Maybe it's sour grapes because I haven't found that someone to love.\It's a nice song. response:	Thank you. You made me feel better, Shin.
context: Wow. I bet girls fall for that sort of stuff.\But I'm not interested in such theories of fate.\It doesn't matter what the relationship.\I believe people are bound by trust.\Is that what you mean by this hand you've held?\Maybe it's sour grapes because I haven't found that someone to love.\It's a nice song.\Thank you. You made me feel better, Shin. response:	I've gotta do my best to go platinum again.
