context: Huh? response:	Something's shining!
context: Looks like we're in another weird place.\Alright! Anyway, I say we keep goin'.\Princess, I repaired this for you.\Fleuve d'Etoile?!\Huh? It's just a normal whip now.\I upgraded it so it responds when you need it.\Wow! Thank you, Virgo!\And with that I will take my leave. response:	So she wants to crack the whip.
context: Alright! Anyway, I say we keep goin'.\Princess, I repaired this for you.\Fleuve d'Etoile?!\Huh? It's just a normal whip now.\I upgraded it so it responds when you need it.\Wow! Thank you, Virgo!\And with that I will take my leave.\So she wants to crack the whip. response:	That's her character.
context: Princess, I repaired this for you.\Fleuve d'Etoile?!\Huh? It's just a normal whip now.\I upgraded it so it responds when you need it.\Wow! Thank you, Virgo!\And with that I will take my leave.\So she wants to crack the whip.\That's her character. response:	I can hear you!
context: Fleuve d'Etoile?!\Huh? It's just a normal whip now.\I upgraded it so it responds when you need it.\Wow! Thank you, Virgo!\And with that I will take my leave.\So she wants to crack the whip.\That's her character.\I can hear you! response:	Let's move on!
context: Huh? It's just a normal whip now.\I upgraded it so it responds when you need it.\Wow! Thank you, Virgo!\And with that I will take my leave.\So she wants to crack the whip.\That's her character.\I can hear you!\Let's move on! response:	Aye!
context: I upgraded it so it responds when you need it.\Wow! Thank you, Virgo!\And with that I will take my leave.\So she wants to crack the whip.\That's her character.\I can hear you!\Let's move on!\Aye! response:	The thing is, there's no door or anything!
context: Wow! Thank you, Virgo!\And with that I will take my leave.\So she wants to crack the whip.\That's her character.\I can hear you!\Let's move on!\Aye!\The thing is, there's no door or anything! response:	Look at these statues!
context: And with that I will take my leave.\So she wants to crack the whip.\That's her character.\I can hear you!\Let's move on!\Aye!\The thing is, there's no door or anything!\Look at these statues! response:	Those are coffins, aren't they?
context: So she wants to crack the whip.\That's her character.\I can hear you!\Let's move on!\Aye!\The thing is, there's no door or anything!\Look at these statues!\Those are coffins, aren't they? response:	All of them?!
context: That's her character.\I can hear you!\Let's move on!\Aye!\The thing is, there's no door or anything!\Look at these statues!\Those are coffins, aren't they?\All of them?! response:	Maybe there's another hidden device...
context: I can hear you!\Let's move on!\Aye!\The thing is, there's no door or anything!\Look at these statues!\Those are coffins, aren't they?\All of them?!\Maybe there's another hidden device... response:	I want to try touching them, but after what happened in that last room...
context: Let's move on!\Aye!\The thing is, there's no door or anything!\Look at these statues!\Those are coffins, aren't they?\All of them?!\Maybe there's another hidden device...\I want to try touching them, but after what happened in that last room... response:	But isn't that human curiosity for you,
context: Aye!\The thing is, there's no door or anything!\Look at these statues!\Those are coffins, aren't they?\All of them?!\Maybe there's another hidden device...\I want to try touching them, but after what happened in that last room...\But isn't that human curiosity for you, response:	wanting to touch something even more when you know you shouldn't...
context: The thing is, there's no door or anything!\Look at these statues!\Those are coffins, aren't they?\All of them?!\Maybe there's another hidden device...\I want to try touching them, but after what happened in that last room...\But isn't that human curiosity for you,\wanting to touch something even more when you know you shouldn't... response:	What the heck are you doing?!
context: Look at these statues!\Those are coffins, aren't they?\All of them?!\Maybe there's another hidden device...\I want to try touching them, but after what happened in that last room...\But isn't that human curiosity for you,\wanting to touch something even more when you know you shouldn't...\What the heck are you doing?! response:	That one resembles Gray, so the blood suddenly rushed to my head...
context: Those are coffins, aren't they?\All of them?!\Maybe there's another hidden device...\I want to try touching them, but after what happened in that last room...\But isn't that human curiosity for you,\wanting to touch something even more when you know you shouldn't...\What the heck are you doing?!\That one resembles Gray, so the blood suddenly rushed to my head... response:	You're something else...
context: All of them?!\Maybe there's another hidden device...\I want to try touching them, but after what happened in that last room...\But isn't that human curiosity for you,\wanting to touch something even more when you know you shouldn't...\What the heck are you doing?!\That one resembles Gray, so the blood suddenly rushed to my head...\You're something else... response:	Is that the earth rumbling?
context: Maybe there's another hidden device...\I want to try touching them, but after what happened in that last room...\But isn't that human curiosity for you,\wanting to touch something even more when you know you shouldn't...\What the heck are you doing?!\That one resembles Gray, so the blood suddenly rushed to my head...\You're something else...\Is that the earth rumbling? response:	I think something's coming closer...
context: I want to try touching them, but after what happened in that last room...\But isn't that human curiosity for you,\wanting to touch something even more when you know you shouldn't...\What the heck are you doing?!\That one resembles Gray, so the blood suddenly rushed to my head...\You're something else...\Is that the earth rumbling?\I think something's coming closer... response:	It looks like breaking the thing was the right answer!
context: But isn't that human curiosity for you,\wanting to touch something even more when you know you shouldn't...\What the heck are you doing?!\That one resembles Gray, so the blood suddenly rushed to my head...\You're something else...\Is that the earth rumbling?\I think something's coming closer...\It looks like breaking the thing was the right answer! response:	I don't know about that...
context: wanting to touch something even more when you know you shouldn't...\What the heck are you doing?!\That one resembles Gray, so the blood suddenly rushed to my head...\You're something else...\Is that the earth rumbling?\I think something's coming closer...\It looks like breaking the thing was the right answer!\I don't know about that... response:	Right answer, my ass!
context: What the heck are you doing?!\That one resembles Gray, so the blood suddenly rushed to my head...\You're something else...\Is that the earth rumbling?\I think something's coming closer...\It looks like breaking the thing was the right answer!\I don't know about that...\Right answer, my ass! response:	Brilliant Blaze of the Fire Dragon!
context: That one resembles Gray, so the blood suddenly rushed to my head...\You're something else...\Is that the earth rumbling?\I think something's coming closer...\It looks like breaking the thing was the right answer!\I don't know about that...\Right answer, my ass!\Brilliant Blaze of the Fire Dragon! response:	Yep, it doesn't work!
context: You're something else...\Is that the earth rumbling?\I think something's coming closer...\It looks like breaking the thing was the right answer!\I don't know about that...\Right answer, my ass!\Brilliant Blaze of the Fire Dragon!\Yep, it doesn't work! response:	When are you gonna learn?!
context: Is that the earth rumbling?\I think something's coming closer...\It looks like breaking the thing was the right answer!\I don't know about that...\Right answer, my ass!\Brilliant Blaze of the Fire Dragon!\Yep, it doesn't work!\When are you gonna learn?! response:	A bridge!
context: I think something's coming closer...\It looks like breaking the thing was the right answer!\I don't know about that...\Right answer, my ass!\Brilliant Blaze of the Fire Dragon!\Yep, it doesn't work!\When are you gonna learn?!\A bridge! response:	Three of them!
context: It looks like breaking the thing was the right answer!\I don't know about that...\Right answer, my ass!\Brilliant Blaze of the Fire Dragon!\Yep, it doesn't work!\When are you gonna learn?!\A bridge!\Three of them! response:	Maybe one of them is the real thing...
context: I don't know about that...\Right answer, my ass!\Brilliant Blaze of the Fire Dragon!\Yep, it doesn't work!\When are you gonna learn?!\A bridge!\Three of them!\Maybe one of them is the real thing... response:	And the other two are dead ends, probably.
context: Right answer, my ass!\Brilliant Blaze of the Fire Dragon!\Yep, it doesn't work!\When are you gonna learn?!\A bridge!\Three of them!\Maybe one of them is the real thing...\And the other two are dead ends, probably. response:	We don't got time to think it over! The right one!
context: Brilliant Blaze of the Fire Dragon!\Yep, it doesn't work!\When are you gonna learn?!\A bridge!\Three of them!\Maybe one of them is the real thing...\And the other two are dead ends, probably.\We don't got time to think it over! The right one! response:	Left!
context: Yep, it doesn't work!\When are you gonna learn?!\A bridge!\Three of them!\Maybe one of them is the real thing...\And the other two are dead ends, probably.\We don't got time to think it over! The right one!\Left! response:	The middle one!
context: When are you gonna learn?!\A bridge!\Three of them!\Maybe one of them is the real thing...\And the other two are dead ends, probably.\We don't got time to think it over! The right one!\Left!\The middle one! response:	Okay, Romeo-san! Who's correct?!
context: A bridge!\Three of them!\Maybe one of them is the real thing...\And the other two are dead ends, probably.\We don't got time to think it over! The right one!\Left!\The middle one!\Okay, Romeo-san! Who's correct?! response:	Um...
context: Three of them!\Maybe one of them is the real thing...\And the other two are dead ends, probably.\We don't got time to think it over! The right one!\Left!\The middle one!\Okay, Romeo-san! Who's correct?!\Um... response:	Michelle, with the middle bridge!
context: Maybe one of them is the real thing...\And the other two are dead ends, probably.\We don't got time to think it over! The right one!\Left!\The middle one!\Okay, Romeo-san! Who's correct?!\Um...\Michelle, with the middle bridge! response:	Hurry up!
context: And the other two are dead ends, probably.\We don't got time to think it over! The right one!\Left!\The middle one!\Okay, Romeo-san! Who's correct?!\Um...\Michelle, with the middle bridge!\Hurry up! response:	Romeo was right!
context: We don't got time to think it over! The right one!\Left!\The middle one!\Okay, Romeo-san! Who's correct?!\Um...\Michelle, with the middle bridge!\Hurry up!\Romeo was right! response:	W-Wait a second! What's that?!
context: Left!\The middle one!\Okay, Romeo-san! Who's correct?!\Um...\Michelle, with the middle bridge!\Hurry up!\Romeo was right!\W-Wait a second! What's that?! response:	From in front, too?!
context: The middle one!\Okay, Romeo-san! Who's correct?!\Um...\Michelle, with the middle bridge!\Hurry up!\Romeo was right!\W-Wait a second! What's that?!\From in front, too?! response:	I don't think it's gonna let us pass!
context: Okay, Romeo-san! Who's correct?!\Um...\Michelle, with the middle bridge!\Hurry up!\Romeo was right!\W-Wait a second! What's that?!\From in front, too?!\I don't think it's gonna let us pass! response:	Between a rock and a hard rock, huh?!
context: Um...\Michelle, with the middle bridge!\Hurry up!\Romeo was right!\W-Wait a second! What's that?!\From in front, too?!\I don't think it's gonna let us pass!\Between a rock and a hard rock, huh?! response:	Alright! We're gonna time this right an' then jump!
context: Michelle, with the middle bridge!\Hurry up!\Romeo was right!\W-Wait a second! What's that?!\From in front, too?!\I don't think it's gonna let us pass!\Between a rock and a hard rock, huh?!\Alright! We're gonna time this right an' then jump! response:	It's impossible!
context: Hurry up!\Romeo was right!\W-Wait a second! What's that?!\From in front, too?!\I don't think it's gonna let us pass!\Between a rock and a hard rock, huh?!\Alright! We're gonna time this right an' then jump!\It's impossible! response:	We gotta do it!
context: Romeo was right!\W-Wait a second! What's that?!\From in front, too?!\I don't think it's gonna let us pass!\Between a rock and a hard rock, huh?!\Alright! We're gonna time this right an' then jump!\It's impossible!\We gotta do it! response:	Natsu-nii...
context: W-Wait a second! What's that?!\From in front, too?!\I don't think it's gonna let us pass!\Between a rock and a hard rock, huh?!\Alright! We're gonna time this right an' then jump!\It's impossible!\We gotta do it!\Natsu-nii... response:	Happy, you pick up Lucy and Michelle!
context: From in front, too?!\I don't think it's gonna let us pass!\Between a rock and a hard rock, huh?!\Alright! We're gonna time this right an' then jump!\It's impossible!\We gotta do it!\Natsu-nii...\Happy, you pick up Lucy and Michelle! response:	Romeo, grab onto me!
context: I don't think it's gonna let us pass!\Between a rock and a hard rock, huh?!\Alright! We're gonna time this right an' then jump!\It's impossible!\We gotta do it!\Natsu-nii...\Happy, you pick up Lucy and Michelle!\Romeo, grab onto me! response:	I-I can do it myself!
context: Between a rock and a hard rock, huh?!\Alright! We're gonna time this right an' then jump!\It's impossible!\We gotta do it!\Natsu-nii...\Happy, you pick up Lucy and Michelle!\Romeo, grab onto me!\I-I can do it myself! response:	Alright! Give it a shot!
context: Alright! We're gonna time this right an' then jump!\It's impossible!\We gotta do it!\Natsu-nii...\Happy, you pick up Lucy and Michelle!\Romeo, grab onto me!\I-I can do it myself!\Alright! Give it a shot! response:	Michelle, sure, but no way can I haul Lucy!
context: It's impossible!\We gotta do it!\Natsu-nii...\Happy, you pick up Lucy and Michelle!\Romeo, grab onto me!\I-I can do it myself!\Alright! Give it a shot!\Michelle, sure, but no way can I haul Lucy! response:	What are you tryin' to say?!
context: We gotta do it!\Natsu-nii...\Happy, you pick up Lucy and Michelle!\Romeo, grab onto me!\I-I can do it myself!\Alright! Give it a shot!\Michelle, sure, but no way can I haul Lucy!\What are you tryin' to say?! response:	Here they come!
context: Natsu-nii...\Happy, you pick up Lucy and Michelle!\Romeo, grab onto me!\I-I can do it myself!\Alright! Give it a shot!\Michelle, sure, but no way can I haul Lucy!\What are you tryin' to say?!\Here they come! response:	I did it!
context: Happy, you pick up Lucy and Michelle!\Romeo, grab onto me!\I-I can do it myself!\Alright! Give it a shot!\Michelle, sure, but no way can I haul Lucy!\What are you tryin' to say?!\Here they come!\I did it! response:	You did awesome, Romeo!
context: Romeo, grab onto me!\I-I can do it myself!\Alright! Give it a shot!\Michelle, sure, but no way can I haul Lucy!\What are you tryin' to say?!\Here they come!\I did it!\You did awesome, Romeo! response:	My right arm's gonna rip off!
context: I-I can do it myself!\Alright! Give it a shot!\Michelle, sure, but no way can I haul Lucy!\What are you tryin' to say?!\Here they come!\I did it!\You did awesome, Romeo!\My right arm's gonna rip off! response:	Enough already!
context: Alright! Give it a shot!\Michelle, sure, but no way can I haul Lucy!\What are you tryin' to say?!\Here they come!\I did it!\You did awesome, Romeo!\My right arm's gonna rip off!\Enough already! response:	Romeo! Grab on with fire!
context: Michelle, sure, but no way can I haul Lucy!\What are you tryin' to say?!\Here they come!\I did it!\You did awesome, Romeo!\My right arm's gonna rip off!\Enough already!\Romeo! Grab on with fire! response:	Alright!
context: What are you tryin' to say?!\Here they come!\I did it!\You did awesome, Romeo!\My right arm's gonna rip off!\Enough already!\Romeo! Grab on with fire!\Alright! response:	Nee-san!
context: Here they come!\I did it!\You did awesome, Romeo!\My right arm's gonna rip off!\Enough already!\Romeo! Grab on with fire!\Alright!\Nee-san! response:	You can count on me!
context: I did it!\You did awesome, Romeo!\My right arm's gonna rip off!\Enough already!\Romeo! Grab on with fire!\Alright!\Nee-san!\You can count on me! response:	I just got you back, but I need your help...
context: You did awesome, Romeo!\My right arm's gonna rip off!\Enough already!\Romeo! Grab on with fire!\Alright!\Nee-san!\You can count on me!\I just got you back, but I need your help... response:	Fleuve d'Etoile!
context: My right arm's gonna rip off!\Enough already!\Romeo! Grab on with fire!\Alright!\Nee-san!\You can count on me!\I just got you back, but I need your help...\Fleuve d'Etoile! response:	Natsu! Romeo! Are you okay?!
context: Enough already!\Romeo! Grab on with fire!\Alright!\Nee-san!\You can count on me!\I just got you back, but I need your help...\Fleuve d'Etoile!\Natsu! Romeo! Are you okay?! response:	Y-Yeah...
context: Romeo! Grab on with fire!\Alright!\Nee-san!\You can count on me!\I just got you back, but I need your help...\Fleuve d'Etoile!\Natsu! Romeo! Are you okay?!\Y-Yeah... response:	More or less...
context: Alright!\Nee-san!\You can count on me!\I just got you back, but I need your help...\Fleuve d'Etoile!\Natsu! Romeo! Are you okay?!\Y-Yeah...\More or less... response:	So now what do we do?
context: Nee-san!\You can count on me!\I just got you back, but I need your help...\Fleuve d'Etoile!\Natsu! Romeo! Are you okay?!\Y-Yeah...\More or less...\So now what do we do? response:	Right now... the only way is down.
context: You can count on me!\I just got you back, but I need your help...\Fleuve d'Etoile!\Natsu! Romeo! Are you okay?!\Y-Yeah...\More or less...\So now what do we do?\Right now... the only way is down. response:	Down... At this height?
context: I just got you back, but I need your help...\Fleuve d'Etoile!\Natsu! Romeo! Are you okay?!\Y-Yeah...\More or less...\So now what do we do?\Right now... the only way is down.\Down... At this height? response:	Get'im, li'l doggy! Yes!
context: Fleuve d'Etoile!\Natsu! Romeo! Are you okay?!\Y-Yeah...\More or less...\So now what do we do?\Right now... the only way is down.\Down... At this height?\Get'im, li'l doggy! Yes! response:	Not so fast!
context: Natsu! Romeo! Are you okay?!\Y-Yeah...\More or less...\So now what do we do?\Right now... the only way is down.\Down... At this height?\Get'im, li'l doggy! Yes!\Not so fast! response:	Oh, spicy! Or more like... cold!
context: Y-Yeah...\More or less...\So now what do we do?\Right now... the only way is down.\Down... At this height?\Get'im, li'l doggy! Yes!\Not so fast!\Oh, spicy! Or more like... cold! response:	Ice Make: Floor!
context: More or less...\So now what do we do?\Right now... the only way is down.\Down... At this height?\Get'im, li'l doggy! Yes!\Not so fast!\Oh, spicy! Or more like... cold!\Ice Make: Floor! response:	Hot!
context: So now what do we do?\Right now... the only way is down.\Down... At this height?\Get'im, li'l doggy! Yes!\Not so fast!\Oh, spicy! Or more like... cold!\Ice Make: Floor!\Hot! response:	Hot! Hot! Hot Boy, yes! Hot! Hot! Hot Boy, yes! Hot Boy, yes!
context: Right now... the only way is down.\Down... At this height?\Get'im, li'l doggy! Yes!\Not so fast!\Oh, spicy! Or more like... cold!\Ice Make: Floor!\Hot!\Hot! Hot! Hot Boy, yes! Hot! Hot! Hot Boy, yes! Hot Boy, yes! response:	What?!
context: Down... At this height?\Get'im, li'l doggy! Yes!\Not so fast!\Oh, spicy! Or more like... cold!\Ice Make: Floor!\Hot!\Hot! Hot! Hot Boy, yes! Hot! Hot! Hot Boy, yes! Hot Boy, yes!\What?! response:	What the...?!
context: Get'im, li'l doggy! Yes!\Not so fast!\Oh, spicy! Or more like... cold!\Ice Make: Floor!\Hot!\Hot! Hot! Hot Boy, yes! Hot! Hot! Hot Boy, yes! Hot Boy, yes!\What?!\What the...?! response:	Gray-sama and the bad guy disappeared?!
context: Not so fast!\Oh, spicy! Or more like... cold!\Ice Make: Floor!\Hot!\Hot! Hot! Hot Boy, yes! Hot! Hot! Hot Boy, yes! Hot Boy, yes!\What?!\What the...?!\Gray-sama and the bad guy disappeared?! response:	No. My bet is they returned to our world. In which case...
context: Oh, spicy! Or more like... cold!\Ice Make: Floor!\Hot!\Hot! Hot! Hot Boy, yes! Hot! Hot! Hot Boy, yes! Hot Boy, yes!\What?!\What the...?!\Gray-sama and the bad guy disappeared?!\No. My bet is they returned to our world. In which case... response:	If we don't jump into that light, too...
context: Ice Make: Floor!\Hot!\Hot! Hot! Hot Boy, yes! Hot! Hot! Hot Boy, yes! Hot Boy, yes!\What?!\What the...?!\Gray-sama and the bad guy disappeared?!\No. My bet is they returned to our world. In which case...\If we don't jump into that light, too... response:	That's not bad either, really...
context: Hot!\Hot! Hot! Hot Boy, yes! Hot! Hot! Hot Boy, yes! Hot Boy, yes!\What?!\What the...?!\Gray-sama and the bad guy disappeared?!\No. My bet is they returned to our world. In which case...\If we don't jump into that light, too...\That's not bad either, really... response:	It's bad for Juvia!
context: Hot! Hot! Hot Boy, yes! Hot! Hot! Hot Boy, yes! Hot Boy, yes!\What?!\What the...?!\Gray-sama and the bad guy disappeared?!\No. My bet is they returned to our world. In which case...\If we don't jump into that light, too...\That's not bad either, really...\It's bad for Juvia! response:	Don't get mad. I was kidding.
context: What?!\What the...?!\Gray-sama and the bad guy disappeared?!\No. My bet is they returned to our world. In which case...\If we don't jump into that light, too...\That's not bad either, really...\It's bad for Juvia!\Don't get mad. I was kidding. response:	Juvia is tired.
context: What the...?!\Gray-sama and the bad guy disappeared?!\No. My bet is they returned to our world. In which case...\If we don't jump into that light, too...\That's not bad either, really...\It's bad for Juvia!\Don't get mad. I was kidding.\Juvia is tired. response:	It's this magic that's doing it.
context: Gray-sama and the bad guy disappeared?!\No. My bet is they returned to our world. In which case...\If we don't jump into that light, too...\That's not bad either, really...\It's bad for Juvia!\Don't get mad. I was kidding.\Juvia is tired.\It's this magic that's doing it. response:	I don't think so...
context: No. My bet is they returned to our world. In which case...\If we don't jump into that light, too...\That's not bad either, really...\It's bad for Juvia!\Don't get mad. I was kidding.\Juvia is tired.\It's this magic that's doing it.\I don't think so... response:	Alright. Time to make a real effort...
context: If we don't jump into that light, too...\That's not bad either, really...\It's bad for Juvia!\Don't get mad. I was kidding.\Juvia is tired.\It's this magic that's doing it.\I don't think so...\Alright. Time to make a real effort... response:	You're in position to do Iced Shell?! Don't tell me...
context: That's not bad either, really...\It's bad for Juvia!\Don't get mad. I was kidding.\Juvia is tired.\It's this magic that's doing it.\I don't think so...\Alright. Time to make a real effort...\You're in position to do Iced Shell?! Don't tell me... response:	Relax! I'm just gonna release some magic.
context: It's bad for Juvia!\Don't get mad. I was kidding.\Juvia is tired.\It's this magic that's doing it.\I don't think so...\Alright. Time to make a real effort...\You're in position to do Iced Shell?! Don't tell me...\Relax! I'm just gonna release some magic. response:	Focus on not getting caught up in its effect!
context: Don't get mad. I was kidding.\Juvia is tired.\It's this magic that's doing it.\I don't think so...\Alright. Time to make a real effort...\You're in position to do Iced Shell?! Don't tell me...\Relax! I'm just gonna release some magic.\Focus on not getting caught up in its effect! response:	Okay.
context: Juvia is tired.\It's this magic that's doing it.\I don't think so...\Alright. Time to make a real effort...\You're in position to do Iced Shell?! Don't tell me...\Relax! I'm just gonna release some magic.\Focus on not getting caught up in its effect!\Okay. response:	You shattered it!
context: It's this magic that's doing it.\I don't think so...\Alright. Time to make a real effort...\You're in position to do Iced Shell?! Don't tell me...\Relax! I'm just gonna release some magic.\Focus on not getting caught up in its effect!\Okay.\You shattered it! response:	Let's go!
context: I don't think so...\Alright. Time to make a real effort...\You're in position to do Iced Shell?! Don't tell me...\Relax! I'm just gonna release some magic.\Focus on not getting caught up in its effect!\Okay.\You shattered it!\Let's go! response:	What's wrong?
context: Alright. Time to make a real effort...\You're in position to do Iced Shell?! Don't tell me...\Relax! I'm just gonna release some magic.\Focus on not getting caught up in its effect!\Okay.\You shattered it!\Let's go!\What's wrong? response:	Nothing! I need to get to Gray-sama quickly!
context: You're in position to do Iced Shell?! Don't tell me...\Relax! I'm just gonna release some magic.\Focus on not getting caught up in its effect!\Okay.\You shattered it!\Let's go!\What's wrong?\Nothing! I need to get to Gray-sama quickly! response:	The exit is over there.
context: Relax! I'm just gonna release some magic.\Focus on not getting caught up in its effect!\Okay.\You shattered it!\Let's go!\What's wrong?\Nothing! I need to get to Gray-sama quickly!\The exit is over there. response:	Gimme the part!
context: Focus on not getting caught up in its effect!\Okay.\You shattered it!\Let's go!\What's wrong?\Nothing! I need to get to Gray-sama quickly!\The exit is over there.\Gimme the part! response:	You'll have to pry it from my... cold... dead...
context: Okay.\You shattered it!\Let's go!\What's wrong?\Nothing! I need to get to Gray-sama quickly!\The exit is over there.\Gimme the part!\You'll have to pry it from my... cold... dead... response:	Let go and back off! Otherwise, I'll...
context: You shattered it!\Let's go!\What's wrong?\Nothing! I need to get to Gray-sama quickly!\The exit is over there.\Gimme the part!\You'll have to pry it from my... cold... dead...\Let go and back off! Otherwise, I'll... response:	Yes! I love you, too!
context: Let's go!\What's wrong?\Nothing! I need to get to Gray-sama quickly!\The exit is over there.\Gimme the part!\You'll have to pry it from my... cold... dead...\Let go and back off! Otherwise, I'll...\Yes! I love you, too! response:	What the hell are you talkin' about?! I mean, I'm not like that!
context: What's wrong?\Nothing! I need to get to Gray-sama quickly!\The exit is over there.\Gimme the part!\You'll have to pry it from my... cold... dead...\Let go and back off! Otherwise, I'll...\Yes! I love you, too!\What the hell are you talkin' about?! I mean, I'm not like that! response:	You're cold in both heart and soul, aren't you, Ice Boy?
context: Nothing! I need to get to Gray-sama quickly!\The exit is over there.\Gimme the part!\You'll have to pry it from my... cold... dead...\Let go and back off! Otherwise, I'll...\Yes! I love you, too!\What the hell are you talkin' about?! I mean, I'm not like that!\You're cold in both heart and soul, aren't you, Ice Boy? response:	In that case, I'll just have to
context: The exit is over there.\Gimme the part!\You'll have to pry it from my... cold... dead...\Let go and back off! Otherwise, I'll...\Yes! I love you, too!\What the hell are you talkin' about?! I mean, I'm not like that!\You're cold in both heart and soul, aren't you, Ice Boy?\In that case, I'll just have to response:	deliver my hot feelings... directly!
context: Gimme the part!\You'll have to pry it from my... cold... dead...\Let go and back off! Otherwise, I'll...\Yes! I love you, too!\What the hell are you talkin' about?! I mean, I'm not like that!\You're cold in both heart and soul, aren't you, Ice Boy?\In that case, I'll just have to\deliver my hot feelings... directly! response:	Hot!
context: You'll have to pry it from my... cold... dead...\Let go and back off! Otherwise, I'll...\Yes! I love you, too!\What the hell are you talkin' about?! I mean, I'm not like that!\You're cold in both heart and soul, aren't you, Ice Boy?\In that case, I'll just have to\deliver my hot feelings... directly!\Hot! response:	Spicy, right?!
context: Let go and back off! Otherwise, I'll...\Yes! I love you, too!\What the hell are you talkin' about?! I mean, I'm not like that!\You're cold in both heart and soul, aren't you, Ice Boy?\In that case, I'll just have to\deliver my hot feelings... directly!\Hot!\Spicy, right?! response:	It's the property of fire I absorbed from Natsu-kun. I guess he was pretty cute, too...
context: Yes! I love you, too!\What the hell are you talkin' about?! I mean, I'm not like that!\You're cold in both heart and soul, aren't you, Ice Boy?\In that case, I'll just have to\deliver my hot feelings... directly!\Hot!\Spicy, right?!\It's the property of fire I absorbed from Natsu-kun. I guess he was pretty cute, too... response:	This goop... ain't nothin'... I can't handle!
context: What the hell are you talkin' about?! I mean, I'm not like that!\You're cold in both heart and soul, aren't you, Ice Boy?\In that case, I'll just have to\deliver my hot feelings... directly!\Hot!\Spicy, right?!\It's the property of fire I absorbed from Natsu-kun. I guess he was pretty cute, too...\This goop... ain't nothin'... I can't handle! response:	I love that expression! Come on, Ice Boy!
context: You're cold in both heart and soul, aren't you, Ice Boy?\In that case, I'll just have to\deliver my hot feelings... directly!\Hot!\Spicy, right?!\It's the property of fire I absorbed from Natsu-kun. I guess he was pretty cute, too...\This goop... ain't nothin'... I can't handle!\I love that expression! Come on, Ice Boy! response:	Gray! How long are you gonna let this goofball walk all over you?!
context: In that case, I'll just have to\deliver my hot feelings... directly!\Hot!\Spicy, right?!\It's the property of fire I absorbed from Natsu-kun. I guess he was pretty cute, too...\This goop... ain't nothin'... I can't handle!\I love that expression! Come on, Ice Boy!\Gray! How long are you gonna let this goofball walk all over you?! response:	Get a hold of yourself! Don't bring shame on Ul!
context: deliver my hot feelings... directly!\Hot!\Spicy, right?!\It's the property of fire I absorbed from Natsu-kun. I guess he was pretty cute, too...\This goop... ain't nothin'... I can't handle!\I love that expression! Come on, Ice Boy!\Gray! How long are you gonna let this goofball walk all over you?!\Get a hold of yourself! Don't bring shame on Ul! response:	Son of a bitch!
context: Hot!\Spicy, right?!\It's the property of fire I absorbed from Natsu-kun. I guess he was pretty cute, too...\This goop... ain't nothin'... I can't handle!\I love that expression! Come on, Ice Boy!\Gray! How long are you gonna let this goofball walk all over you?!\Get a hold of yourself! Don't bring shame on Ul!\Son of a bitch! response:	This wasn't the fault of Ul's magic! I was still just holdin' back!
context: Spicy, right?!\It's the property of fire I absorbed from Natsu-kun. I guess he was pretty cute, too...\This goop... ain't nothin'... I can't handle!\I love that expression! Come on, Ice Boy!\Gray! How long are you gonna let this goofball walk all over you?!\Get a hold of yourself! Don't bring shame on Ul!\Son of a bitch!\This wasn't the fault of Ul's magic! I was still just holdin' back! response:	Gray-sama! Together!
context: It's the property of fire I absorbed from Natsu-kun. I guess he was pretty cute, too...\This goop... ain't nothin'... I can't handle!\I love that expression! Come on, Ice Boy!\Gray! How long are you gonna let this goofball walk all over you?!\Get a hold of yourself! Don't bring shame on Ul!\Son of a bitch!\This wasn't the fault of Ul's magic! I was still just holdin' back!\Gray-sama! Together! response:	Let's go!
context: This goop... ain't nothin'... I can't handle!\I love that expression! Come on, Ice Boy!\Gray! How long are you gonna let this goofball walk all over you?!\Get a hold of yourself! Don't bring shame on Ul!\Son of a bitch!\This wasn't the fault of Ul's magic! I was still just holdin' back!\Gray-sama! Together!\Let's go! response:	Like I said! You're gonna regret the hell out of ever makin' an enemy out of Fairy Tail!
context: I love that expression! Come on, Ice Boy!\Gray! How long are you gonna let this goofball walk all over you?!\Get a hold of yourself! Don't bring shame on Ul!\Son of a bitch!\This wasn't the fault of Ul's magic! I was still just holdin' back!\Gray-sama! Together!\Let's go!\Like I said! You're gonna regret the hell out of ever makin' an enemy out of Fairy Tail! response:	Oh... beautiful...
context: Gray! How long are you gonna let this goofball walk all over you?!\Get a hold of yourself! Don't bring shame on Ul!\Son of a bitch!\This wasn't the fault of Ul's magic! I was still just holdin' back!\Gray-sama! Together!\Let's go!\Like I said! You're gonna regret the hell out of ever makin' an enemy out of Fairy Tail!\Oh... beautiful... response:	I'm taking this.
context: Get a hold of yourself! Don't bring shame on Ul!\Son of a bitch!\This wasn't the fault of Ul's magic! I was still just holdin' back!\Gray-sama! Together!\Let's go!\Like I said! You're gonna regret the hell out of ever makin' an enemy out of Fairy Tail!\Oh... beautiful...\I'm taking this. response:	And so... you're taking along my heart...?
context: Son of a bitch!\This wasn't the fault of Ul's magic! I was still just holdin' back!\Gray-sama! Together!\Let's go!\Like I said! You're gonna regret the hell out of ever makin' an enemy out of Fairy Tail!\Oh... beautiful...\I'm taking this.\And so... you're taking along my heart...? response:	What is this?
