context: That was your last supplementary class. Great work. response:	Thank you very much.
context: They want to use the main stage during the cult\I leave that all in your hands.\But, sir...\All in your hands.\Certainly, sir.\Good day, Mr. Chairman.\I've been waiting for you.\Thank you so much for coming. response:	How may I be of assistance today?
context: I leave that all in your hands.\But, sir...\All in your hands.\Certainly, sir.\Good day, Mr. Chairman.\I've been waiting for you.\Thank you so much for coming.\How may I be of assistance today? response:	How are you feeling?
context: But, sir...\All in your hands.\Certainly, sir.\Good day, Mr. Chairman.\I've been waiting for you.\Thank you so much for coming.\How may I be of assistance today?\How are you feeling? response:	Completely fine, now.
context: All in your hands.\Certainly, sir.\Good day, Mr. Chairman.\I've been waiting for you.\Thank you so much for coming.\How may I be of assistance today?\How are you feeling?\Completely fine, now. response:	I'm sorry for worrying you.
context: Certainly, sir.\Good day, Mr. Chairman.\I've been waiting for you.\Thank you so much for coming.\How may I be of assistance today?\How are you feeling?\Completely fine, now.\I'm sorry for worrying you. response:	You didn't.
context: Good day, Mr. Chairman.\I've been waiting for you.\Thank you so much for coming.\How may I be of assistance today?\How are you feeling?\Completely fine, now.\I'm sorry for worrying you.\You didn't. response:	My only concern is how this might
context: I've been waiting for you.\Thank you so much for coming.\How may I be of assistance today?\How are you feeling?\Completely fine, now.\I'm sorry for worrying you.\You didn't.\My only concern is how this might response:	adversely affect my business plan.
context: Thank you so much for coming.\How may I be of assistance today?\How are you feeling?\Completely fine, now.\I'm sorry for worrying you.\You didn't.\My only concern is how this might\adversely affect my business plan. response:	So it's a sure thing?
context: How may I be of assistance today?\How are you feeling?\Completely fine, now.\I'm sorry for worrying you.\You didn't.\My only concern is how this might\adversely affect my business plan.\So it's a sure thing? response:	Yes, though the roadmap has been slightly accelerated.
context: How are you feeling?\Completely fine, now.\I'm sorry for worrying you.\You didn't.\My only concern is how this might\adversely affect my business plan.\So it's a sure thing?\Yes, though the roadmap has been slightly accelerated. response:	That's what I'm here to discuss.
context: Completely fine, now.\I'm sorry for worrying you.\You didn't.\My only concern is how this might\adversely affect my business plan.\So it's a sure thing?\Yes, though the roadmap has been slightly accelerated.\That's what I'm here to discuss. response:	If you want a comfortable retirement, you'll have to work for it.
context: I'm sorry for worrying you.\You didn't.\My only concern is how this might\adversely affect my business plan.\So it's a sure thing?\Yes, though the roadmap has been slightly accelerated.\That's what I'm here to discuss.\If you want a comfortable retirement, you'll have to work for it. response:	Naturally.
context: You didn't.\My only concern is how this might\adversely affect my business plan.\So it's a sure thing?\Yes, though the roadmap has been slightly accelerated.\That's what I'm here to discuss.\If you want a comfortable retirement, you'll have to work for it.\Naturally. response:	What's wrong?
context: My only concern is how this might\adversely affect my business plan.\So it's a sure thing?\Yes, though the roadmap has been slightly accelerated.\That's what I'm here to discuss.\If you want a comfortable retirement, you'll have to work for it.\Naturally.\What's wrong? response:	My stomach hurts.
context: adversely affect my business plan.\So it's a sure thing?\Yes, though the roadmap has been slightly accelerated.\That's what I'm here to discuss.\If you want a comfortable retirement, you'll have to work for it.\Naturally.\What's wrong?\My stomach hurts. response:	Do you need some medicine?
context: So it's a sure thing?\Yes, though the roadmap has been slightly accelerated.\That's what I'm here to discuss.\If you want a comfortable retirement, you'll have to work for it.\Naturally.\What's wrong?\My stomach hurts.\Do you need some medicine? response:	It's not that bad, thanks.
context: Yes, though the roadmap has been slightly accelerated.\That's what I'm here to discuss.\If you want a comfortable retirement, you'll have to work for it.\Naturally.\What's wrong?\My stomach hurts.\Do you need some medicine?\It's not that bad, thanks. response:	Raise your velum, open your throat, and let your tone be bright.
context: That's what I'm here to discuss.\If you want a comfortable retirement, you'll have to work for it.\Naturally.\What's wrong?\My stomach hurts.\Do you need some medicine?\It's not that bad, thanks.\Raise your velum, open your throat, and let your tone be bright. response:	Listen to each other.
context: If you want a comfortable retirement, you'll have to work for it.\Naturally.\What's wrong?\My stomach hurts.\Do you need some medicine?\It's not that bad, thanks.\Raise your velum, open your throat, and let your tone be bright.\Listen to each other. response:	Sawa?
context: Naturally.\What's wrong?\My stomach hurts.\Do you need some medicine?\It's not that bad, thanks.\Raise your velum, open your throat, and let your tone be bright.\Listen to each other.\Sawa? response:	What's wrong?
context: What's wrong?\My stomach hurts.\Do you need some medicine?\It's not that bad, thanks.\Raise your velum, open your throat, and let your tone be bright.\Listen to each other.\Sawa?\What's wrong? response:	Are you okay?
context: My stomach hurts.\Do you need some medicine?\It's not that bad, thanks.\Raise your velum, open your throat, and let your tone be bright.\Listen to each other.\Sawa?\What's wrong?\Are you okay? response:	Should I get the nurse?
context: Do you need some medicine?\It's not that bad, thanks.\Raise your velum, open your throat, and let your tone be bright.\Listen to each other.\Sawa?\What's wrong?\Are you okay?\Should I get the nurse? response:	Here, sit down.
context: It's not that bad, thanks.\Raise your velum, open your throat, and let your tone be bright.\Listen to each other.\Sawa?\What's wrong?\Are you okay?\Should I get the nurse?\Here, sit down. response:	Are you anemic?
context: Raise your velum, open your throat, and let your tone be bright.\Listen to each other.\Sawa?\What's wrong?\Are you okay?\Should I get the nurse?\Here, sit down.\Are you anemic? response:	Of course not.
context: Listen to each other.\Sawa?\What's wrong?\Are you okay?\Should I get the nurse?\Here, sit down.\Are you anemic?\Of course not. response:	I'm fine.
context: Sawa?\What's wrong?\Are you okay?\Should I get the nurse?\Here, sit down.\Are you anemic?\Of course not.\I'm fine. response:	You're really pale.
context: What's wrong?\Are you okay?\Should I get the nurse?\Here, sit down.\Are you anemic?\Of course not.\I'm fine.\You're really pale. response:	Have you been dieting?
context: Are you okay?\Should I get the nurse?\Here, sit down.\Are you anemic?\Of course not.\I'm fine.\You're really pale.\Have you been dieting? response:	Aren't you going a bit overboard?
context: Should I get the nurse?\Here, sit down.\Are you anemic?\Of course not.\I'm fine.\You're really pale.\Have you been dieting?\Aren't you going a bit overboard? response:	You're on a diet?
context: Here, sit down.\Are you anemic?\Of course not.\I'm fine.\You're really pale.\Have you been dieting?\Aren't you going a bit overboard?\You're on a diet? response:	But you're, like, so far from being fat.
context: Are you anemic?\Of course not.\I'm fine.\You're really pale.\Have you been dieting?\Aren't you going a bit overboard?\You're on a diet?\But you're, like, so far from being fat. response:	Girls worry about this stuff too
context: Of course not.\I'm fine.\You're really pale.\Have you been dieting?\Aren't you going a bit overboard?\You're on a diet?\But you're, like, so far from being fat.\Girls worry about this stuff too response:	Shut up, Tanaka.
context: I'm fine.\You're really pale.\Have you been dieting?\Aren't you going a bit overboard?\You're on a diet?\But you're, like, so far from being fat.\Girls worry about this stuff too\Shut up, Tanaka. response:	Idiot.
context: You're really pale.\Have you been dieting?\Aren't you going a bit overboard?\You're on a diet?\But you're, like, so far from being fat.\Girls worry about this stuff too\Shut up, Tanaka.\Idiot. response:	Insensitive.
context: Have you been dieting?\Aren't you going a bit overboard?\You're on a diet?\But you're, like, so far from being fat.\Girls worry about this stuff too\Shut up, Tanaka.\Idiot.\Insensitive. response:	Jackass.
context: Aren't you going a bit overboard?\You're on a diet?\But you're, like, so far from being fat.\Girls worry about this stuff too\Shut up, Tanaka.\Idiot.\Insensitive.\Jackass. response:	Jackass!
context: You're on a diet?\But you're, like, so far from being fat.\Girls worry about this stuff too\Shut up, Tanaka.\Idiot.\Insensitive.\Jackass.\Jackass! response:	Stupid.
context: But you're, like, so far from being fat.\Girls worry about this stuff too\Shut up, Tanaka.\Idiot.\Insensitive.\Jackass.\Jackass!\Stupid. response:	Jackass!
context: Girls worry about this stuff too\Shut up, Tanaka.\Idiot.\Insensitive.\Jackass.\Jackass!\Stupid.\Jackass! response:	What the hell?
context: Shut up, Tanaka.\Idiot.\Insensitive.\Jackass.\Jackass!\Stupid.\Jackass!\What the hell? response:	I'm worried about her, too!
context: Idiot.\Insensitive.\Jackass.\Jackass!\Stupid.\Jackass!\What the hell?\I'm worried about her, too! response:	Sorry, but I don't feel so good today.
context: Insensitive.\Jackass.\Jackass!\Stupid.\Jackass!\What the hell?\I'm worried about her, too!\Sorry, but I don't feel so good today. response:	I'm going home.
context: Jackass.\Jackass!\Stupid.\Jackass!\What the hell?\I'm worried about her, too!\Sorry, but I don't feel so good today.\I'm going home. response:	She's been acting so weird lately.
context: Jackass!\Stupid.\Jackass!\What the hell?\I'm worried about her, too!\Sorry, but I don't feel so good today.\I'm going home.\She's been acting so weird lately. response:	Yeah.
context: Stupid.\Jackass!\What the hell?\I'm worried about her, too!\Sorry, but I don't feel so good today.\I'm going home.\She's been acting so weird lately.\Yeah. response:	She hasn't been herself.
context: Jackass!\What the hell?\I'm worried about her, too!\Sorry, but I don't feel so good today.\I'm going home.\She's been acting so weird lately.\Yeah.\She hasn't been herself. response:	We should go after her.
context: What the hell?\I'm worried about her, too!\Sorry, but I don't feel so good today.\I'm going home.\She's been acting so weird lately.\Yeah.\She hasn't been herself.\We should go after her. response:	Definitely.
context: I'm worried about her, too!\Sorry, but I don't feel so good today.\I'm going home.\She's been acting so weird lately.\Yeah.\She hasn't been herself.\We should go after her.\Definitely. response:	Was that my fault?
context: Sorry, but I don't feel so good today.\I'm going home.\She's been acting so weird lately.\Yeah.\She hasn't been herself.\We should go after her.\Definitely.\Was that my fault? response:	No clue.
context: I'm going home.\She's been acting so weird lately.\Yeah.\She hasn't been herself.\We should go after her.\Definitely.\Was that my fault?\No clue. response:	Please, just give me a chance!
context: She's been acting so weird lately.\Yeah.\She hasn't been herself.\We should go after her.\Definitely.\Was that my fault?\No clue.\Please, just give me a chance! response:	I've always...
context: Yeah.\She hasn't been herself.\We should go after her.\Definitely.\Was that my fault?\No clue.\Please, just give me a chance!\I've always... response:	Being passionate isn't enough?
context: She hasn't been herself.\We should go after her.\Definitely.\Was that my fault?\No clue.\Please, just give me a chance!\I've always...\Being passionate isn't enough? response:	But I have thought it through! I'm serious!
context: We should go after her.\Definitely.\Was that my fault?\No clue.\Please, just give me a chance!\I've always...\Being passionate isn't enough?\But I have thought it through! I'm serious! response:	Can we at least meet in person?
context: Definitely.\Was that my fault?\No clue.\Please, just give me a chance!\I've always...\Being passionate isn't enough?\But I have thought it through! I'm serious!\Can we at least meet in person? response:	Please!
context: Was that my fault?\No clue.\Please, just give me a chance!\I've always...\Being passionate isn't enough?\But I have thought it through! I'm serious!\Can we at least meet in person?\Please! response:	She fell in love.
context: No clue.\Please, just give me a chance!\I've always...\Being passionate isn't enough?\But I have thought it through! I'm serious!\Can we at least meet in person?\Please!\She fell in love. response:	She fell in love?
context: Please, just give me a chance!\I've always...\Being passionate isn't enough?\But I have thought it through! I'm serious!\Can we at least meet in person?\Please!\She fell in love.\She fell in love? response:	Yup. No doubt about it.
context: I've always...\Being passionate isn't enough?\But I have thought it through! I'm serious!\Can we at least meet in person?\Please!\She fell in love.\She fell in love?\Yup. No doubt about it. response:	Are you sure?
context: Being passionate isn't enough?\But I have thought it through! I'm serious!\Can we at least meet in person?\Please!\She fell in love.\She fell in love?\Yup. No doubt about it.\Are you sure? response:	Her head's been off in the clouds lately,
context: But I have thought it through! I'm serious!\Can we at least meet in person?\Please!\She fell in love.\She fell in love?\Yup. No doubt about it.\Are you sure?\Her head's been off in the clouds lately, response:	and now she's suddenly started a diet.
context: Can we at least meet in person?\Please!\She fell in love.\She fell in love?\Yup. No doubt about it.\Are you sure?\Her head's been off in the clouds lately,\and now she's suddenly started a diet. response:	You probably don't understand because you lack experience,
context: Please!\She fell in love.\She fell in love?\Yup. No doubt about it.\Are you sure?\Her head's been off in the clouds lately,\and now she's suddenly started a diet.\You probably don't understand because you lack experience, response:	but this is a clear case of lovesickness.
context: She fell in love.\She fell in love?\Yup. No doubt about it.\Are you sure?\Her head's been off in the clouds lately,\and now she's suddenly started a diet.\You probably don't understand because you lack experience,\but this is a clear case of lovesickness. response:	That phone call makes me think the guy must be older.
context: She fell in love?\Yup. No doubt about it.\Are you sure?\Her head's been off in the clouds lately,\and now she's suddenly started a diet.\You probably don't understand because you lack experience,\but this is a clear case of lovesickness.\That phone call makes me think the guy must be older. response:	Could he be married with children?
context: Yup. No doubt about it.\Are you sure?\Her head's been off in the clouds lately,\and now she's suddenly started a diet.\You probably don't understand because you lack experience,\but this is a clear case of lovesickness.\That phone call makes me think the guy must be older.\Could he be married with children? response:	Konatsu!
context: Are you sure?\Her head's been off in the clouds lately,\and now she's suddenly started a diet.\You probably don't understand because you lack experience,\but this is a clear case of lovesickness.\That phone call makes me think the guy must be older.\Could he be married with children?\Konatsu! response:	My romance radar is never wrong!
context: Her head's been off in the clouds lately,\and now she's suddenly started a diet.\You probably don't understand because you lack experience,\but this is a clear case of lovesickness.\That phone call makes me think the guy must be older.\Could he be married with children?\Konatsu!\My romance radar is never wrong! response:	Good morning.
context: and now she's suddenly started a diet.\You probably don't understand because you lack experience,\but this is a clear case of lovesickness.\That phone call makes me think the guy must be older.\Could he be married with children?\Konatsu!\My romance radar is never wrong!\Good morning. response:	Sorry I'm late.
context: You probably don't understand because you lack experience,\but this is a clear case of lovesickness.\That phone call makes me think the guy must be older.\Could he be married with children?\Konatsu!\My romance radar is never wrong!\Good morning.\Sorry I'm late. response:	Morning!
context: but this is a clear case of lovesickness.\That phone call makes me think the guy must be older.\Could he be married with children?\Konatsu!\My romance radar is never wrong!\Good morning.\Sorry I'm late.\Morning! response:	Feeling better today?
context: That phone call makes me think the guy must be older.\Could he be married with children?\Konatsu!\My romance radar is never wrong!\Good morning.\Sorry I'm late.\Morning!\Feeling better today? response:	Of course.
context: Could he be married with children?\Konatsu!\My romance radar is never wrong!\Good morning.\Sorry I'm late.\Morning!\Feeling better today?\Of course. response:	Shall we go?
context: Konatsu!\My romance radar is never wrong!\Good morning.\Sorry I'm late.\Morning!\Feeling better today?\Of course.\Shall we go? response:	That was awesome.
context: My romance radar is never wrong!\Good morning.\Sorry I'm late.\Morning!\Feeling better today?\Of course.\Shall we go?\That was awesome. response:	Boy, do I love singing!
context: Good morning.\Sorry I'm late.\Morning!\Feeling better today?\Of course.\Shall we go?\That was awesome.\Boy, do I love singing! response:	You guys feel like going to a cafe or something?
context: Sorry I'm late.\Morning!\Feeling better today?\Of course.\Shall we go?\That was awesome.\Boy, do I love singing!\You guys feel like going to a cafe or something? response:	Sure!
context: Morning!\Feeling better today?\Of course.\Shall we go?\That was awesome.\Boy, do I love singing!\You guys feel like going to a cafe or something?\Sure! response:	I found this pretty cool place,
context: Feeling better today?\Of course.\Shall we go?\That was awesome.\Boy, do I love singing!\You guys feel like going to a cafe or something?\Sure!\I found this pretty cool place, response:	but I felt weird going in alone.
context: Of course.\Shall we go?\That was awesome.\Boy, do I love singing!\You guys feel like going to a cafe or something?\Sure!\I found this pretty cool place,\but I felt weird going in alone. response:	I'm going home.
context: Shall we go?\That was awesome.\Boy, do I love singing!\You guys feel like going to a cafe or something?\Sure!\I found this pretty cool place,\but I felt weird going in alone.\I'm going home. response:	I've got mounted archery practice.
context: That was awesome.\Boy, do I love singing!\You guys feel like going to a cafe or something?\Sure!\I found this pretty cool place,\but I felt weird going in alone.\I'm going home.\I've got mounted archery practice. response:	Practice doesn't start until evening...
context: Boy, do I love singing!\You guys feel like going to a cafe or something?\Sure!\I found this pretty cool place,\but I felt weird going in alone.\I'm going home.\I've got mounted archery practice.\Practice doesn't start until evening... response:	I know.
context: You guys feel like going to a cafe or something?\Sure!\I found this pretty cool place,\but I felt weird going in alone.\I'm going home.\I've got mounted archery practice.\Practice doesn't start until evening...\I know. response:	But I'm taking Sabure with me today.
context: Sure!\I found this pretty cool place,\but I felt weird going in alone.\I'm going home.\I've got mounted archery practice.\Practice doesn't start until evening...\I know.\But I'm taking Sabure with me today. response:	I need to get home early and get everything ready.
context: I found this pretty cool place,\but I felt weird going in alone.\I'm going home.\I've got mounted archery practice.\Practice doesn't start until evening...\I know.\But I'm taking Sabure with me today.\I need to get home early and get everything ready. response:	Sorry.
context: but I felt weird going in alone.\I'm going home.\I've got mounted archery practice.\Practice doesn't start until evening...\I know.\But I'm taking Sabure with me today.\I need to get home early and get everything ready.\Sorry. response:	This is serious.
context: I'm going home.\I've got mounted archery practice.\Practice doesn't start until evening...\I know.\But I'm taking Sabure with me today.\I need to get home early and get everything ready.\Sorry.\This is serious. response:	Want to head to that cafe and come up with a plan?
context: I've got mounted archery practice.\Practice doesn't start until evening...\I know.\But I'm taking Sabure with me today.\I need to get home early and get everything ready.\Sorry.\This is serious.\Want to head to that cafe and come up with a plan? response:	Can we take a little detour first?
context: Practice doesn't start until evening...\I know.\But I'm taking Sabure with me today.\I need to get home early and get everything ready.\Sorry.\This is serious.\Want to head to that cafe and come up with a plan?\Can we take a little detour first? response:	Composition for Dummies
context: I know.\But I'm taking Sabure with me today.\I need to get home early and get everything ready.\Sorry.\This is serious.\Want to head to that cafe and come up with a plan?\Can we take a little detour first?\Composition for Dummies response:	Composition?
context: But I'm taking Sabure with me today.\I need to get home early and get everything ready.\Sorry.\This is serious.\Want to head to that cafe and come up with a plan?\Can we take a little detour first?\Composition for Dummies\Composition? response:	My mom left me a piece she wrote,
context: I need to get home early and get everything ready.\Sorry.\This is serious.\Want to head to that cafe and come up with a plan?\Can we take a little detour first?\Composition for Dummies\Composition?\My mom left me a piece she wrote, response:	but it's not done.
context: Sorry.\This is serious.\Want to head to that cafe and come up with a plan?\Can we take a little detour first?\Composition for Dummies\Composition?\My mom left me a piece she wrote,\but it's not done. response:	So you're going to finish it?
context: This is serious.\Want to head to that cafe and come up with a plan?\Can we take a little detour first?\Composition for Dummies\Composition?\My mom left me a piece she wrote,\but it's not done.\So you're going to finish it? response:	Yeah.
context: Want to head to that cafe and come up with a plan?\Can we take a little detour first?\Composition for Dummies\Composition?\My mom left me a piece she wrote,\but it's not done.\So you're going to finish it?\Yeah. response:	I promised her.
context: Can we take a little detour first?\Composition for Dummies\Composition?\My mom left me a piece she wrote,\but it's not done.\So you're going to finish it?\Yeah.\I promised her. response:	That's great!
context: Composition for Dummies\Composition?\My mom left me a piece she wrote,\but it's not done.\So you're going to finish it?\Yeah.\I promised her.\That's great! response:	I'm feeling inspired!
context: Composition?\My mom left me a piece she wrote,\but it's not done.\So you're going to finish it?\Yeah.\I promised her.\That's great!\I'm feeling inspired! response:	But first, let's scope out the newest manga.
context: My mom left me a piece she wrote,\but it's not done.\So you're going to finish it?\Yeah.\I promised her.\That's great!\I'm feeling inspired!\But first, let's scope out the newest manga. response:	Special!
context: but it's not done.\So you're going to finish it?\Yeah.\I promised her.\That's great!\I'm feeling inspired!\But first, let's scope out the newest manga.\Special! response:	Arts College Corner
context: So you're going to finish it?\Yeah.\I promised her.\That's great!\I'm feeling inspired!\But first, let's scope out the newest manga.\Special!\Arts College Corner response:	Okita-san.
context: Yeah.\I promised her.\That's great!\I'm feeling inspired!\But first, let's scope out the newest manga.\Special!\Arts College Corner\Okita-san. response:	Okita-san, please start.
context: I promised her.\That's great!\I'm feeling inspired!\But first, let's scope out the newest manga.\Special!\Arts College Corner\Okita-san.\Okita-san, please start. response:	Right!
context: That's great!\I'm feeling inspired!\But first, let's scope out the newest manga.\Special!\Arts College Corner\Okita-san.\Okita-san, please start.\Right! response:	Ambulance!
context: I'm feeling inspired!\But first, let's scope out the newest manga.\Special!\Arts College Corner\Okita-san.\Okita-san, please start.\Right!\Ambulance! response:	Somebody call an ambulance!
context: But first, let's scope out the newest manga.\Special!\Arts College Corner\Okita-san.\Okita-san, please start.\Right!\Ambulance!\Somebody call an ambulance! response:	Right away.
context: Special!\Arts College Corner\Okita-san.\Okita-san, please start.\Right!\Ambulance!\Somebody call an ambulance!\Right away. response:	Excuse me, someone's been hurt!
context: Arts College Corner\Okita-san.\Okita-san, please start.\Right!\Ambulance!\Somebody call an ambulance!\Right away.\Excuse me, someone's been hurt! response:	So you're not going to ride professionally?
context: Okita-san.\Okita-san, please start.\Right!\Ambulance!\Somebody call an ambulance!\Right away.\Excuse me, someone's been hurt!\So you're not going to ride professionally? response:	You can hug me, too!
context: Okita-san, please start.\Right!\Ambulance!\Somebody call an ambulance!\Right away.\Excuse me, someone's been hurt!\So you're not going to ride professionally?\You can hug me, too! response:	That's not okay!
context: Right!\Ambulance!\Somebody call an ambulance!\Right away.\Excuse me, someone's been hurt!\So you're not going to ride professionally?\You can hug me, too!\That's not okay! response:	Episode 8 Worrying and Racing Ahead
context: Ambulance!\Somebody call an ambulance!\Right away.\Excuse me, someone's been hurt!\So you're not going to ride professionally?\You can hug me, too!\That's not okay!\Episode 8 Worrying and Racing Ahead response:	I might as well just quit.
context: Somebody call an ambulance!\Right away.\Excuse me, someone's been hurt!\So you're not going to ride professionally?\You can hug me, too!\That's not okay!\Episode 8 Worrying and Racing Ahead\I might as well just quit. response:	I'm on my way, so wait right there.
