context: Say, Nana Komatsu. response:	We used to spend so much time together,
context: But sure, that's not fair to you having her move out so suddenly,\so I'll pay half the rent until you find a new roommate.\I don't need it!\I can't stand the thought of you doing it with some other man.\Don't you worry about a thing and just focus on pleasing me.\You're a lot more important to me than my boyfriend, Nana.\I think I'm head over heels in love with Nobu.\Could you find a new roommate? response:	If you don't like it, I don't want it either. I wanna use it as a set.
context: so I'll pay half the rent until you find a new roommate.\I don't need it!\I can't stand the thought of you doing it with some other man.\Don't you worry about a thing and just focus on pleasing me.\You're a lot more important to me than my boyfriend, Nana.\I think I'm head over heels in love with Nobu.\Could you find a new roommate?\If you don't like it, I don't want it either. I wanna use it as a set. response:	Why don't you use the strawberry glass?
context: I don't need it!\I can't stand the thought of you doing it with some other man.\Don't you worry about a thing and just focus on pleasing me.\You're a lot more important to me than my boyfriend, Nana.\I think I'm head over heels in love with Nobu.\Could you find a new roommate?\If you don't like it, I don't want it either. I wanna use it as a set.\Why don't you use the strawberry glass? response:	Because there are only two of them. What if I break one?
context: I can't stand the thought of you doing it with some other man.\Don't you worry about a thing and just focus on pleasing me.\You're a lot more important to me than my boyfriend, Nana.\I think I'm head over heels in love with Nobu.\Could you find a new roommate?\If you don't like it, I don't want it either. I wanna use it as a set.\Why don't you use the strawberry glass?\Because there are only two of them. What if I break one? response:	But if you don't use them, what's the point of having them?
context: Don't you worry about a thing and just focus on pleasing me.\You're a lot more important to me than my boyfriend, Nana.\I think I'm head over heels in love with Nobu.\Could you find a new roommate?\If you don't like it, I don't want it either. I wanna use it as a set.\Why don't you use the strawberry glass?\Because there are only two of them. What if I break one?\But if you don't use them, what's the point of having them? response:	Yeah, but still, it's too sad if one of a set breaks.
context: You're a lot more important to me than my boyfriend, Nana.\I think I'm head over heels in love with Nobu.\Could you find a new roommate?\If you don't like it, I don't want it either. I wanna use it as a set.\Why don't you use the strawberry glass?\Because there are only two of them. What if I break one?\But if you don't use them, what's the point of having them?\Yeah, but still, it's too sad if one of a set breaks. response:	You can use it, but be sure to be careful, okay?
context: I think I'm head over heels in love with Nobu.\Could you find a new roommate?\If you don't like it, I don't want it either. I wanna use it as a set.\Why don't you use the strawberry glass?\Because there are only two of them. What if I break one?\But if you don't use them, what's the point of having them?\Yeah, but still, it's too sad if one of a set breaks.\You can use it, but be sure to be careful, okay? response:	Nana?
context: Could you find a new roommate?\If you don't like it, I don't want it either. I wanna use it as a set.\Why don't you use the strawberry glass?\Because there are only two of them. What if I break one?\But if you don't use them, what's the point of having them?\Yeah, but still, it's too sad if one of a set breaks.\You can use it, but be sure to be careful, okay?\Nana? response:	Leave her alone.
context: If you don't like it, I don't want it either. I wanna use it as a set.\Why don't you use the strawberry glass?\Because there are only two of them. What if I break one?\But if you don't use them, what's the point of having them?\Yeah, but still, it's too sad if one of a set breaks.\You can use it, but be sure to be careful, okay?\Nana?\Leave her alone. response:	TO NANA
context: Why don't you use the strawberry glass?\Because there are only two of them. What if I break one?\But if you don't use them, what's the point of having them?\Yeah, but still, it's too sad if one of a set breaks.\You can use it, but be sure to be careful, okay?\Nana?\Leave her alone.\TO NANA response:	TO NANA
context: Because there are only two of them. What if I break one?\But if you don't use them, what's the point of having them?\Yeah, but still, it's too sad if one of a set breaks.\You can use it, but be sure to be careful, okay?\Nana?\Leave her alone.\TO NANA\TO NANA response:	What's this?
context: But if you don't use them, what's the point of having them?\Yeah, but still, it's too sad if one of a set breaks.\You can use it, but be sure to be careful, okay?\Nana?\Leave her alone.\TO NANA\TO NANA\What's this? response:	Hachi!
context: Yeah, but still, it's too sad if one of a set breaks.\You can use it, but be sure to be careful, okay?\Nana?\Leave her alone.\TO NANA\TO NANA\What's this?\Hachi! response:	Hachiko, are you here?
context: You can use it, but be sure to be careful, okay?\Nana?\Leave her alone.\TO NANA\TO NANA\What's this?\Hachi!\Hachiko, are you here? response:	I can't count how many nights
context: Nana?\Leave her alone.\TO NANA\TO NANA\What's this?\Hachi!\Hachiko, are you here?\I can't count how many nights response:	I wished tomorrow would never come
context: Leave her alone.\TO NANA\TO NANA\What's this?\Hachi!\Hachiko, are you here?\I can't count how many nights\I wished tomorrow would never come response:	To live as I am without being fake
context: TO NANA\TO NANA\What's this?\Hachi!\Hachiko, are you here?\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake response:	What do I need
context: TO NANA\What's this?\Hachi!\Hachiko, are you here?\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need response:	If I don't believe in myself, what can I believe in
context: What's this?\Hachi!\Hachiko, are you here?\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in response:	The answer is too close to see
context: Hachi!\Hachiko, are you here?\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see response:	Black tears are falling down
context: Hachiko, are you here?\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down response:	I have nothing, only sadness
context: I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down\I have nothing, only sadness response:	I can't put it into words
context: I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down\I have nothing, only sadness\I can't put it into words response:	My whole body starts to ache
context: To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down\I have nothing, only sadness\I can't put it into words\My whole body starts to ache response:	I can't stand it anymore on my own
context: What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down\I have nothing, only sadness\I can't put it into words\My whole body starts to ache\I can't stand it anymore on my own response:	So there you have it.
context: If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down\I have nothing, only sadness\I can't put it into words\My whole body starts to ache\I can't stand it anymore on my own\So there you have it. response:	Did you enjoy the third installment of Junko's room?
context: The answer is too close to see\Black tears are falling down\I have nothing, only sadness\I can't put it into words\My whole body starts to ache\I can't stand it anymore on my own\So there you have it.\Did you enjoy the third installment of Junko's room? response:	Until we meet again some day.
context: Black tears are falling down\I have nothing, only sadness\I can't put it into words\My whole body starts to ache\I can't stand it anymore on my own\So there you have it.\Did you enjoy the third installment of Junko's room?\Until we meet again some day. response:	- Bye-bye. - Huh? Wait a minute.
context: I have nothing, only sadness\I can't put it into words\My whole body starts to ache\I can't stand it anymore on my own\So there you have it.\Did you enjoy the third installment of Junko's room?\Until we meet again some day.\- Bye-bye. - Huh? Wait a minute. response:	Good bye.
context: I can't put it into words\My whole body starts to ache\I can't stand it anymore on my own\So there you have it.\Did you enjoy the third installment of Junko's room?\Until we meet again some day.\- Bye-bye. - Huh? Wait a minute.\Good bye. response:	I-I-I should have more lines. Huh? Huh? Wait!
