context: Wow. response:	It looks delicious.
context: The Ojoshi-sama?!\The girl who became the Sea God's sacrifice\and had his child...\She came while leaving someone she loved on the surface.\Seeing that she was never able to forget those feelings\and started to shut everything out,\the Sea God returned her to the surface...\Taking something in return. response:	I know that story.
context: The girl who became the Sea God's sacrifice\and had his child...\She came while leaving someone she loved on the surface.\Seeing that she was never able to forget those feelings\and started to shut everything out,\the Sea God returned her to the surface...\Taking something in return.\I know that story. response:	The Sea God took her Ena, right?
context: and had his child...\She came while leaving someone she loved on the surface.\Seeing that she was never able to forget those feelings\and started to shut everything out,\the Sea God returned her to the surface...\Taking something in return.\I know that story.\The Sea God took her Ena, right? response:	What does that have to do with anything?
context: She came while leaving someone she loved on the surface.\Seeing that she was never able to forget those feelings\and started to shut everything out,\the Sea God returned her to the surface...\Taking something in return.\I know that story.\The Sea God took her Ena, right?\What does that have to do with anything? response:	The Ojoshi-sama returned to the surface,
context: Seeing that she was never able to forget those feelings\and started to shut everything out,\the Sea God returned her to the surface...\Taking something in return.\I know that story.\The Sea God took her Ena, right?\What does that have to do with anything?\The Ojoshi-sama returned to the surface, response:	and many years passed.
context: and started to shut everything out,\the Sea God returned her to the surface...\Taking something in return.\I know that story.\The Sea God took her Ena, right?\What does that have to do with anything?\The Ojoshi-sama returned to the surface,\and many years passed. response:	The Sea God lost his life,
context: the Sea God returned her to the surface...\Taking something in return.\I know that story.\The Sea God took her Ena, right?\What does that have to do with anything?\The Ojoshi-sama returned to the surface,\and many years passed.\The Sea God lost his life, response:	and his body melted into the sea, becoming one with it.
context: Taking something in return.\I know that story.\The Sea God took her Ena, right?\What does that have to do with anything?\The Ojoshi-sama returned to the surface,\and many years passed.\The Sea God lost his life,\and his body melted into the sea, becoming one with it. response:	And one of the scales that fell off at that time is me.
context: I know that story.\The Sea God took her Ena, right?\What does that have to do with anything?\The Ojoshi-sama returned to the surface,\and many years passed.\The Sea God lost his life,\and his body melted into the sea, becoming one with it.\And one of the scales that fell off at that time is me. response:	Even now, some of the fragments of the Sea God's emotions
context: The Sea God took her Ena, right?\What does that have to do with anything?\The Ojoshi-sama returned to the surface,\and many years passed.\The Sea God lost his life,\and his body melted into the sea, becoming one with it.\And one of the scales that fell off at that time is me.\Even now, some of the fragments of the Sea God's emotions response:	that had melted into the sea still remain.
context: What does that have to do with anything?\The Ojoshi-sama returned to the surface,\and many years passed.\The Sea God lost his life,\and his body melted into the sea, becoming one with it.\And one of the scales that fell off at that time is me.\Even now, some of the fragments of the Sea God's emotions\that had melted into the sea still remain. response:	Fragments of his emotions?
context: The Ojoshi-sama returned to the surface,\and many years passed.\The Sea God lost his life,\and his body melted into the sea, becoming one with it.\And one of the scales that fell off at that time is me.\Even now, some of the fragments of the Sea God's emotions\that had melted into the sea still remain.\Fragments of his emotions? response:	Neither good nor evil.
context: and many years passed.\The Sea God lost his life,\and his body melted into the sea, becoming one with it.\And one of the scales that fell off at that time is me.\Even now, some of the fragments of the Sea God's emotions\that had melted into the sea still remain.\Fragments of his emotions?\Neither good nor evil. response:	Rage, sadness, happiness, envy.
context: The Sea God lost his life,\and his body melted into the sea, becoming one with it.\And one of the scales that fell off at that time is me.\Even now, some of the fragments of the Sea God's emotions\that had melted into the sea still remain.\Fragments of his emotions?\Neither good nor evil.\Rage, sadness, happiness, envy. response:	All raw emotions.
context: and his body melted into the sea, becoming one with it.\And one of the scales that fell off at that time is me.\Even now, some of the fragments of the Sea God's emotions\that had melted into the sea still remain.\Fragments of his emotions?\Neither good nor evil.\Rage, sadness, happiness, envy.\All raw emotions. response:	The sacred fire is also a part of the Sea God,
context: And one of the scales that fell off at that time is me.\Even now, some of the fragments of the Sea God's emotions\that had melted into the sea still remain.\Fragments of his emotions?\Neither good nor evil.\Rage, sadness, happiness, envy.\All raw emotions.\The sacred fire is also a part of the Sea God, response:	but it's a bit more structured...
context: Even now, some of the fragments of the Sea God's emotions\that had melted into the sea still remain.\Fragments of his emotions?\Neither good nor evil.\Rage, sadness, happiness, envy.\All raw emotions.\The sacred fire is also a part of the Sea God,\but it's a bit more structured... response:	Well, it's something like his consciousness.
context: that had melted into the sea still remain.\Fragments of his emotions?\Neither good nor evil.\Rage, sadness, happiness, envy.\All raw emotions.\The sacred fire is also a part of the Sea God,\but it's a bit more structured...\Well, it's something like his consciousness. response:	It wishes to stop whatever is about to befall the sea and the surface.
context: Fragments of his emotions?\Neither good nor evil.\Rage, sadness, happiness, envy.\All raw emotions.\The sacred fire is also a part of the Sea God,\but it's a bit more structured...\Well, it's something like his consciousness.\It wishes to stop whatever is about to befall the sea and the surface. response:	However, the fragments of his emotions that remain in the sea
context: Neither good nor evil.\Rage, sadness, happiness, envy.\All raw emotions.\The sacred fire is also a part of the Sea God,\but it's a bit more structured...\Well, it's something like his consciousness.\It wishes to stop whatever is about to befall the sea and the surface.\However, the fragments of his emotions that remain in the sea response:	felt the air of the world of humans.
context: Rage, sadness, happiness, envy.\All raw emotions.\The sacred fire is also a part of the Sea God,\but it's a bit more structured...\Well, it's something like his consciousness.\It wishes to stop whatever is about to befall the sea and the surface.\However, the fragments of his emotions that remain in the sea\felt the air of the world of humans. response:	And at times, they become the menace of the sea, acting on their own.
context: All raw emotions.\The sacred fire is also a part of the Sea God,\but it's a bit more structured...\Well, it's something like his consciousness.\It wishes to stop whatever is about to befall the sea and the surface.\However, the fragments of his emotions that remain in the sea\felt the air of the world of humans.\And at times, they become the menace of the sea, acting on their own. response:	At that time,
context: The sacred fire is also a part of the Sea God,\but it's a bit more structured...\Well, it's something like his consciousness.\It wishes to stop whatever is about to befall the sea and the surface.\However, the fragments of his emotions that remain in the sea\felt the air of the world of humans.\And at times, they become the menace of the sea, acting on their own.\At that time, response:	Manaka was dragged in by the Sea God's feelings,
context: but it's a bit more structured...\Well, it's something like his consciousness.\It wishes to stop whatever is about to befall the sea and the surface.\However, the fragments of his emotions that remain in the sea\felt the air of the world of humans.\And at times, they become the menace of the sea, acting on their own.\At that time,\Manaka was dragged in by the Sea God's feelings, response:	and became the sacrifice.
context: Well, it's something like his consciousness.\It wishes to stop whatever is about to befall the sea and the surface.\However, the fragments of his emotions that remain in the sea\felt the air of the world of humans.\And at times, they become the menace of the sea, acting on their own.\At that time,\Manaka was dragged in by the Sea God's feelings,\and became the sacrifice. response:	Apparently the feelings when the Sea God
context: It wishes to stop whatever is about to befall the sea and the surface.\However, the fragments of his emotions that remain in the sea\felt the air of the world of humans.\And at times, they become the menace of the sea, acting on their own.\At that time,\Manaka was dragged in by the Sea God's feelings,\and became the sacrifice.\Apparently the feelings when the Sea God response:	was longing for the Ojoshi-sama had remained.
context: However, the fragments of his emotions that remain in the sea\felt the air of the world of humans.\And at times, they become the menace of the sea, acting on their own.\At that time,\Manaka was dragged in by the Sea God's feelings,\and became the sacrifice.\Apparently the feelings when the Sea God\was longing for the Ojoshi-sama had remained. response:	At the graveyard of Ojoshi-samas,
context: felt the air of the world of humans.\And at times, they become the menace of the sea, acting on their own.\At that time,\Manaka was dragged in by the Sea God's feelings,\and became the sacrifice.\Apparently the feelings when the Sea God\was longing for the Ojoshi-sama had remained.\At the graveyard of Ojoshi-samas, response:	Manaka was wrapped up in even thicker Ena and became the sacrifice.
context: And at times, they become the menace of the sea, acting on their own.\At that time,\Manaka was dragged in by the Sea God's feelings,\and became the sacrifice.\Apparently the feelings when the Sea God\was longing for the Ojoshi-sama had remained.\At the graveyard of Ojoshi-samas,\Manaka was wrapped up in even thicker Ena and became the sacrifice. response:	Because of that, the sea had calmed itself,
context: At that time,\Manaka was dragged in by the Sea God's feelings,\and became the sacrifice.\Apparently the feelings when the Sea God\was longing for the Ojoshi-sama had remained.\At the graveyard of Ojoshi-samas,\Manaka was wrapped up in even thicker Ena and became the sacrifice.\Because of that, the sea had calmed itself, response:	and the end of the surface was halted.
context: Manaka was dragged in by the Sea God's feelings,\and became the sacrifice.\Apparently the feelings when the Sea God\was longing for the Ojoshi-sama had remained.\At the graveyard of Ojoshi-samas,\Manaka was wrapped up in even thicker Ena and became the sacrifice.\Because of that, the sea had calmed itself,\and the end of the surface was halted. response:	The fragments of emotions that were left in the sea and the sacred fire became one,
context: and became the sacrifice.\Apparently the feelings when the Sea God\was longing for the Ojoshi-sama had remained.\At the graveyard of Ojoshi-samas,\Manaka was wrapped up in even thicker Ena and became the sacrifice.\Because of that, the sea had calmed itself,\and the end of the surface was halted.\The fragments of emotions that were left in the sea and the sacred fire became one, response:	and an equilibrium was reached.
context: Apparently the feelings when the Sea God\was longing for the Ojoshi-sama had remained.\At the graveyard of Ojoshi-samas,\Manaka was wrapped up in even thicker Ena and became the sacrifice.\Because of that, the sea had calmed itself,\and the end of the surface was halted.\The fragments of emotions that were left in the sea and the sacred fire became one,\and an equilibrium was reached. response:	However...
context: was longing for the Ojoshi-sama had remained.\At the graveyard of Ojoshi-samas,\Manaka was wrapped up in even thicker Ena and became the sacrifice.\Because of that, the sea had calmed itself,\and the end of the surface was halted.\The fragments of emotions that were left in the sea and the sacred fire became one,\and an equilibrium was reached.\However... response:	a certain sentiment within Manaka did not accept that she was the sacrifice,
context: At the graveyard of Ojoshi-samas,\Manaka was wrapped up in even thicker Ena and became the sacrifice.\Because of that, the sea had calmed itself,\and the end of the surface was halted.\The fragments of emotions that were left in the sea and the sacred fire became one,\and an equilibrium was reached.\However...\a certain sentiment within Manaka did not accept that she was the sacrifice, response:	and tried to free itself.
context: Manaka was wrapped up in even thicker Ena and became the sacrifice.\Because of that, the sea had calmed itself,\and the end of the surface was halted.\The fragments of emotions that were left in the sea and the sacred fire became one,\and an equilibrium was reached.\However...\a certain sentiment within Manaka did not accept that she was the sacrifice,\and tried to free itself. response:	That sentiment destroyed her Ena,
context: Because of that, the sea had calmed itself,\and the end of the surface was halted.\The fragments of emotions that were left in the sea and the sacred fire became one,\and an equilibrium was reached.\However...\a certain sentiment within Manaka did not accept that she was the sacrifice,\and tried to free itself.\That sentiment destroyed her Ena, response:	and started flowing little by little, creating a small current.
context: and the end of the surface was halted.\The fragments of emotions that were left in the sea and the sacred fire became one,\and an equilibrium was reached.\However...\a certain sentiment within Manaka did not accept that she was the sacrifice,\and tried to free itself.\That sentiment destroyed her Ena,\and started flowing little by little, creating a small current. response:	The current that led to Shioshishio?
context: The fragments of emotions that were left in the sea and the sacred fire became one,\and an equilibrium was reached.\However...\a certain sentiment within Manaka did not accept that she was the sacrifice,\and tried to free itself.\That sentiment destroyed her Ena,\and started flowing little by little, creating a small current.\The current that led to Shioshishio? response:	The tiny grains of Ena that flowed from Manaka bumped into each other,
context: and an equilibrium was reached.\However...\a certain sentiment within Manaka did not accept that she was the sacrifice,\and tried to free itself.\That sentiment destroyed her Ena,\and started flowing little by little, creating a small current.\The current that led to Shioshishio?\The tiny grains of Ena that flowed from Manaka bumped into each other, response:	making a sound,
context: However...\a certain sentiment within Manaka did not accept that she was the sacrifice,\and tried to free itself.\That sentiment destroyed her Ena,\and started flowing little by little, creating a small current.\The current that led to Shioshishio?\The tiny grains of Ena that flowed from Manaka bumped into each other,\making a sound, response:	and that is what the girl from the surface heard.
context: a certain sentiment within Manaka did not accept that she was the sacrifice,\and tried to free itself.\That sentiment destroyed her Ena,\and started flowing little by little, creating a small current.\The current that led to Shioshishio?\The tiny grains of Ena that flowed from Manaka bumped into each other,\making a sound,\and that is what the girl from the surface heard. response:	Then that was...
context: and tried to free itself.\That sentiment destroyed her Ena,\and started flowing little by little, creating a small current.\The current that led to Shioshishio?\The tiny grains of Ena that flowed from Manaka bumped into each other,\making a sound,\and that is what the girl from the surface heard.\Then that was... response:	So that sound was Manaka-san's Ena...
context: That sentiment destroyed her Ena,\and started flowing little by little, creating a small current.\The current that led to Shioshishio?\The tiny grains of Ena that flowed from Manaka bumped into each other,\making a sound,\and that is what the girl from the surface heard.\Then that was...\So that sound was Manaka-san's Ena... response:	No, Manaka-san's emotions...
context: and started flowing little by little, creating a small current.\The current that led to Shioshishio?\The tiny grains of Ena that flowed from Manaka bumped into each other,\making a sound,\and that is what the girl from the surface heard.\Then that was...\So that sound was Manaka-san's Ena...\No, Manaka-san's emotions... response:	Where are Miuna and Hikari-kun?
context: The current that led to Shioshishio?\The tiny grains of Ena that flowed from Manaka bumped into each other,\making a sound,\and that is what the girl from the surface heard.\Then that was...\So that sound was Manaka-san's Ena...\No, Manaka-san's emotions...\Where are Miuna and Hikari-kun? response:	Not back yet.
context: The tiny grains of Ena that flowed from Manaka bumped into each other,\making a sound,\and that is what the girl from the surface heard.\Then that was...\So that sound was Manaka-san's Ena...\No, Manaka-san's emotions...\Where are Miuna and Hikari-kun?\Not back yet. response:	I wonder if they're okay...
context: making a sound,\and that is what the girl from the surface heard.\Then that was...\So that sound was Manaka-san's Ena...\No, Manaka-san's emotions...\Where are Miuna and Hikari-kun?\Not back yet.\I wonder if they're okay... response:	They're not little kids anymore.
context: and that is what the girl from the surface heard.\Then that was...\So that sound was Manaka-san's Ena...\No, Manaka-san's emotions...\Where are Miuna and Hikari-kun?\Not back yet.\I wonder if they're okay...\They're not little kids anymore. response:	There's nothing to worry about.
context: Then that was...\So that sound was Manaka-san's Ena...\No, Manaka-san's emotions...\Where are Miuna and Hikari-kun?\Not back yet.\I wonder if they're okay...\They're not little kids anymore.\There's nothing to worry about. response:	When you went to look for Manaka,
context: So that sound was Manaka-san's Ena...\No, Manaka-san's emotions...\Where are Miuna and Hikari-kun?\Not back yet.\I wonder if they're okay...\They're not little kids anymore.\There's nothing to worry about.\When you went to look for Manaka, response:	the Sea God's fragments of emotions thought that Ojoshi-sama would be taken away,
context: No, Manaka-san's emotions...\Where are Miuna and Hikari-kun?\Not back yet.\I wonder if they're okay...\They're not little kids anymore.\There's nothing to worry about.\When you went to look for Manaka,\the Sea God's fragments of emotions thought that Ojoshi-sama would be taken away, response:	took something away from Manaka, just as it had done before.
context: Where are Miuna and Hikari-kun?\Not back yet.\I wonder if they're okay...\They're not little kids anymore.\There's nothing to worry about.\When you went to look for Manaka,\the Sea God's fragments of emotions thought that Ojoshi-sama would be taken away,\took something away from Manaka, just as it had done before. response:	Namaka, rawr!
context: Not back yet.\I wonder if they're okay...\They're not little kids anymore.\There's nothing to worry about.\When you went to look for Manaka,\the Sea God's fragments of emotions thought that Ojoshi-sama would be taken away,\took something away from Manaka, just as it had done before.\Namaka, rawr! response:	That is when the Ena protecting Manaka came off all at once.
context: I wonder if they're okay...\They're not little kids anymore.\There's nothing to worry about.\When you went to look for Manaka,\the Sea God's fragments of emotions thought that Ojoshi-sama would be taken away,\took something away from Manaka, just as it had done before.\Namaka, rawr!\That is when the Ena protecting Manaka came off all at once. response:	Rawr!
context: They're not little kids anymore.\There's nothing to worry about.\When you went to look for Manaka,\the Sea God's fragments of emotions thought that Ojoshi-sama would be taken away,\took something away from Manaka, just as it had done before.\Namaka, rawr!\That is when the Ena protecting Manaka came off all at once.\Rawr! response:	Because Manaka was the sacrifice, the sea was calm.
context: There's nothing to worry about.\When you went to look for Manaka,\the Sea God's fragments of emotions thought that Ojoshi-sama would be taken away,\took something away from Manaka, just as it had done before.\Namaka, rawr!\That is when the Ena protecting Manaka came off all at once.\Rawr!\Because Manaka was the sacrifice, the sea was calm. response:	Because it lost Manaka,
context: When you went to look for Manaka,\the Sea God's fragments of emotions thought that Ojoshi-sama would be taken away,\took something away from Manaka, just as it had done before.\Namaka, rawr!\That is when the Ena protecting Manaka came off all at once.\Rawr!\Because Manaka was the sacrifice, the sea was calm.\Because it lost Manaka, response:	the end of the surface may come even sooner.
context: the Sea God's fragments of emotions thought that Ojoshi-sama would be taken away,\took something away from Manaka, just as it had done before.\Namaka, rawr!\That is when the Ena protecting Manaka came off all at once.\Rawr!\Because Manaka was the sacrifice, the sea was calm.\Because it lost Manaka,\the end of the surface may come even sooner. response:	What the hell does that mean?
context: took something away from Manaka, just as it had done before.\Namaka, rawr!\That is when the Ena protecting Manaka came off all at once.\Rawr!\Because Manaka was the sacrifice, the sea was calm.\Because it lost Manaka,\the end of the surface may come even sooner.\What the hell does that mean? response:	You're saying that the surface got all messed up
context: Namaka, rawr!\That is when the Ena protecting Manaka came off all at once.\Rawr!\Because Manaka was the sacrifice, the sea was calm.\Because it lost Manaka,\the end of the surface may come even sooner.\What the hell does that mean?\You're saying that the surface got all messed up response:	because of Manaka?
context: That is when the Ena protecting Manaka came off all at once.\Rawr!\Because Manaka was the sacrifice, the sea was calm.\Because it lost Manaka,\the end of the surface may come even sooner.\What the hell does that mean?\You're saying that the surface got all messed up\because of Manaka? response:	So you're saying it was better if Manaka had stayed asleep in the sea forever?!
context: Rawr!\Because Manaka was the sacrifice, the sea was calm.\Because it lost Manaka,\the end of the surface may come even sooner.\What the hell does that mean?\You're saying that the surface got all messed up\because of Manaka?\So you're saying it was better if Manaka had stayed asleep in the sea forever?! response:	What the hell?!
context: Because Manaka was the sacrifice, the sea was calm.\Because it lost Manaka,\the end of the surface may come even sooner.\What the hell does that mean?\You're saying that the surface got all messed up\because of Manaka?\So you're saying it was better if Manaka had stayed asleep in the sea forever?!\What the hell?! response:	What the hell is that supposed to mean?!
context: Because it lost Manaka,\the end of the surface may come even sooner.\What the hell does that mean?\You're saying that the surface got all messed up\because of Manaka?\So you're saying it was better if Manaka had stayed asleep in the sea forever?!\What the hell?!\What the hell is that supposed to mean?! response:	Calm down.
context: the end of the surface may come even sooner.\What the hell does that mean?\You're saying that the surface got all messed up\because of Manaka?\So you're saying it was better if Manaka had stayed asleep in the sea forever?!\What the hell?!\What the hell is that supposed to mean?!\Calm down. response:	Even though I said it may come even sooner,
context: What the hell does that mean?\You're saying that the surface got all messed up\because of Manaka?\So you're saying it was better if Manaka had stayed asleep in the sea forever?!\What the hell?!\What the hell is that supposed to mean?!\Calm down.\Even though I said it may come even sooner, response:	we're talking about after you die as well as long after your children die.
context: You're saying that the surface got all messed up\because of Manaka?\So you're saying it was better if Manaka had stayed asleep in the sea forever?!\What the hell?!\What the hell is that supposed to mean?!\Calm down.\Even though I said it may come even sooner,\we're talking about after you die as well as long after your children die. response:	U-Um...
context: because of Manaka?\So you're saying it was better if Manaka had stayed asleep in the sea forever?!\What the hell?!\What the hell is that supposed to mean?!\Calm down.\Even though I said it may come even sooner,\we're talking about after you die as well as long after your children die.\U-Um... response:	You said that something was taken,
context: So you're saying it was better if Manaka had stayed asleep in the sea forever?!\What the hell?!\What the hell is that supposed to mean?!\Calm down.\Even though I said it may come even sooner,\we're talking about after you die as well as long after your children die.\U-Um...\You said that something was taken, response:	and that's when her Ena came off...
context: What the hell?!\What the hell is that supposed to mean?!\Calm down.\Even though I said it may come even sooner,\we're talking about after you die as well as long after your children die.\U-Um...\You said that something was taken,\and that's when her Ena came off... response:	Then the thing stolen from Manaka-san wasn't her Ena?
context: What the hell is that supposed to mean?!\Calm down.\Even though I said it may come even sooner,\we're talking about after you die as well as long after your children die.\U-Um...\You said that something was taken,\and that's when her Ena came off...\Then the thing stolen from Manaka-san wasn't her Ena? response:	Oh, yeah...
context: Calm down.\Even though I said it may come even sooner,\we're talking about after you die as well as long after your children die.\U-Um...\You said that something was taken,\and that's when her Ena came off...\Then the thing stolen from Manaka-san wasn't her Ena?\Oh, yeah... response:	Then what...
context: Even though I said it may come even sooner,\we're talking about after you die as well as long after your children die.\U-Um...\You said that something was taken,\and that's when her Ena came off...\Then the thing stolen from Manaka-san wasn't her Ena?\Oh, yeah...\Then what... response:	Hikari, you are in love with Manaka, are you not?
context: we're talking about after you die as well as long after your children die.\U-Um...\You said that something was taken,\and that's when her Ena came off...\Then the thing stolen from Manaka-san wasn't her Ena?\Oh, yeah...\Then what...\Hikari, you are in love with Manaka, are you not? response:	Wh
context: U-Um...\You said that something was taken,\and that's when her Ena came off...\Then the thing stolen from Manaka-san wasn't her Ena?\Oh, yeah...\Then what...\Hikari, you are in love with Manaka, are you not?\Wh response:	That doesn't have to do with anything right now!
context: You said that something was taken,\and that's when her Ena came off...\Then the thing stolen from Manaka-san wasn't her Ena?\Oh, yeah...\Then what...\Hikari, you are in love with Manaka, are you not?\Wh\That doesn't have to do with anything right now! response:	Your feelings for her may never... reach Manaka.
context: and that's when her Ena came off...\Then the thing stolen from Manaka-san wasn't her Ena?\Oh, yeah...\Then what...\Hikari, you are in love with Manaka, are you not?\Wh\That doesn't have to do with anything right now!\Your feelings for her may never... reach Manaka. response:	Actually, no one's may ever reach her.
context: Then the thing stolen from Manaka-san wasn't her Ena?\Oh, yeah...\Then what...\Hikari, you are in love with Manaka, are you not?\Wh\That doesn't have to do with anything right now!\Your feelings for her may never... reach Manaka.\Actually, no one's may ever reach her. response:	God damn it!
context: Oh, yeah...\Then what...\Hikari, you are in love with Manaka, are you not?\Wh\That doesn't have to do with anything right now!\Your feelings for her may never... reach Manaka.\Actually, no one's may ever reach her.\God damn it! response:	Hikari?!
context: Then what...\Hikari, you are in love with Manaka, are you not?\Wh\That doesn't have to do with anything right now!\Your feelings for her may never... reach Manaka.\Actually, no one's may ever reach her.\God damn it!\Hikari?! response:	The thing that Manaka lost...
context: Hikari, you are in love with Manaka, are you not?\Wh\That doesn't have to do with anything right now!\Your feelings for her may never... reach Manaka.\Actually, no one's may ever reach her.\God damn it!\Hikari?!\The thing that Manaka lost... response:	is...
context: Wh\That doesn't have to do with anything right now!\Your feelings for her may never... reach Manaka.\Actually, no one's may ever reach her.\God damn it!\Hikari?!\The thing that Manaka lost...\is... response:	Rawr! Boom!
context: That doesn't have to do with anything right now!\Your feelings for her may never... reach Manaka.\Actually, no one's may ever reach her.\God damn it!\Hikari?!\The thing that Manaka lost...\is...\Rawr! Boom! response:	Is...
context: Your feelings for her may never... reach Manaka.\Actually, no one's may ever reach her.\God damn it!\Hikari?!\The thing that Manaka lost...\is...\Rawr! Boom!\Is... response:	the heart to fall in love with someone.
context: Actually, no one's may ever reach her.\God damn it!\Hikari?!\The thing that Manaka lost...\is...\Rawr! Boom!\Is...\the heart to fall in love with someone. response:	All right, how about this?!
context: God damn it!\Hikari?!\The thing that Manaka lost...\is...\Rawr! Boom!\Is...\the heart to fall in love with someone.\All right, how about this?! response:	I'm not gonna lose!
context: Hikari?!\The thing that Manaka lost...\is...\Rawr! Boom!\Is...\the heart to fall in love with someone.\All right, how about this?!\I'm not gonna lose! response:	Take that!
context: The thing that Manaka lost...\is...\Rawr! Boom!\Is...\the heart to fall in love with someone.\All right, how about this?!\I'm not gonna lose!\Take that! response:	Manaka is now unable to love anyone.
context: is...\Rawr! Boom!\Is...\the heart to fall in love with someone.\All right, how about this?!\I'm not gonna lose!\Take that!\Manaka is now unable to love anyone. response:	Oh no, you got me!
context: Rawr! Boom!\Is...\the heart to fall in love with someone.\All right, how about this?!\I'm not gonna lose!\Take that!\Manaka is now unable to love anyone.\Oh no, you got me! response:	Miuna-chan, Hii-kun.
context: Is...\the heart to fall in love with someone.\All right, how about this?!\I'm not gonna lose!\Take that!\Manaka is now unable to love anyone.\Oh no, you got me!\Miuna-chan, Hii-kun. response:	Are you doubting Manaka's feelings?!
context: the heart to fall in love with someone.\All right, how about this?!\I'm not gonna lose!\Take that!\Manaka is now unable to love anyone.\Oh no, you got me!\Miuna-chan, Hii-kun.\Are you doubting Manaka's feelings?! response:	It's selfish to say that it's better to not be able to love someone!
context: All right, how about this?!\I'm not gonna lose!\Take that!\Manaka is now unable to love anyone.\Oh no, you got me!\Miuna-chan, Hii-kun.\Are you doubting Manaka's feelings?!\It's selfish to say that it's better to not be able to love someone! response:	Well, Manaka looks like she's having fun.
context: I'm not gonna lose!\Take that!\Manaka is now unable to love anyone.\Oh no, you got me!\Miuna-chan, Hii-kun.\Are you doubting Manaka's feelings?!\It's selfish to say that it's better to not be able to love someone!\Well, Manaka looks like she's having fun. response:	If you lose the ability to love someone...
context: Take that!\Manaka is now unable to love anyone.\Oh no, you got me!\Miuna-chan, Hii-kun.\Are you doubting Manaka's feelings?!\It's selfish to say that it's better to not be able to love someone!\Well, Manaka looks like she's having fun.\If you lose the ability to love someone... response:	I won't lose it!
context: Manaka is now unable to love anyone.\Oh no, you got me!\Miuna-chan, Hii-kun.\Are you doubting Manaka's feelings?!\It's selfish to say that it's better to not be able to love someone!\Well, Manaka looks like she's having fun.\If you lose the ability to love someone...\I won't lose it! response:	Episode Twenty-Three: Who Do These Feelings Belong To?
context: Oh no, you got me!\Miuna-chan, Hii-kun.\Are you doubting Manaka's feelings?!\It's selfish to say that it's better to not be able to love someone!\Well, Manaka looks like she's having fun.\If you lose the ability to love someone...\I won't lose it!\Episode Twenty-Three: Who Do These Feelings Belong To? response:	I won't lose it...
