context: A Ki! There's another unknown Ki coming this way from over there! response:	Hide! Gohan! Bulma- san!
context: Uh, the bathroom, kitchen and bedroom are down that ladder...\Say, then what still ain't done yet?\I can't quite settle on the placement for the stereo speakers.\As long as you're listening to it, you want it to sound good, don't you?\T- that's all!? When you say it ain't finished, is that all you mean!?\Is that all?\When you consider reverberations and everything, it's quite difficult.\I- I don't care where the stereo is placed! I'm in a hurry here! I'll leave right now! response:	What are you in such a rush for?
context: Say, then what still ain't done yet?\I can't quite settle on the placement for the stereo speakers.\As long as you're listening to it, you want it to sound good, don't you?\T- that's all!? When you say it ain't finished, is that all you mean!?\Is that all?\When you consider reverberations and everything, it's quite difficult.\I- I don't care where the stereo is placed! I'm in a hurry here! I'll leave right now!\What are you in such a rush for? response:	We got a message from Bulma, and anyhow, I just have to hurry!
context: I can't quite settle on the placement for the stereo speakers.\As long as you're listening to it, you want it to sound good, don't you?\T- that's all!? When you say it ain't finished, is that all you mean!?\Is that all?\When you consider reverberations and everything, it's quite difficult.\I- I don't care where the stereo is placed! I'm in a hurry here! I'll leave right now!\What are you in such a rush for?\We got a message from Bulma, and anyhow, I just have to hurry! response:	Tell me how to make this thing fly, quickly!
context: As long as you're listening to it, you want it to sound good, don't you?\T- that's all!? When you say it ain't finished, is that all you mean!?\Is that all?\When you consider reverberations and everything, it's quite difficult.\I- I don't care where the stereo is placed! I'm in a hurry here! I'll leave right now!\What are you in such a rush for?\We got a message from Bulma, and anyhow, I just have to hurry!\Tell me how to make this thing fly, quickly! response:	All right. Now, you're sure about the placement of the stereo?
context: T- that's all!? When you say it ain't finished, is that all you mean!?\Is that all?\When you consider reverberations and everything, it's quite difficult.\I- I don't care where the stereo is placed! I'm in a hurry here! I'll leave right now!\What are you in such a rush for?\We got a message from Bulma, and anyhow, I just have to hurry!\Tell me how to make this thing fly, quickly!\All right. Now, you're sure about the placement of the stereo? response:	Uh-huh!
context: Is that all?\When you consider reverberations and everything, it's quite difficult.\I- I don't care where the stereo is placed! I'm in a hurry here! I'll leave right now!\What are you in such a rush for?\We got a message from Bulma, and anyhow, I just have to hurry!\Tell me how to make this thing fly, quickly!\All right. Now, you're sure about the placement of the stereo?\Uh-huh! response:	The data has all been input. All you have to do is give the switch a little boi-oing,
context: When you consider reverberations and everything, it's quite difficult.\I- I don't care where the stereo is placed! I'm in a hurry here! I'll leave right now!\What are you in such a rush for?\We got a message from Bulma, and anyhow, I just have to hurry!\Tell me how to make this thing fly, quickly!\All right. Now, you're sure about the placement of the stereo?\Uh-huh!\The data has all been input. All you have to do is give the switch a little boi-oing, response:	and six days later, you will arrive on Planet Namek.
context: I- I don't care where the stereo is placed! I'm in a hurry here! I'll leave right now!\What are you in such a rush for?\We got a message from Bulma, and anyhow, I just have to hurry!\Tell me how to make this thing fly, quickly!\All right. Now, you're sure about the placement of the stereo?\Uh-huh!\The data has all been input. All you have to do is give the switch a little boi-oing,\and six days later, you will arrive on Planet Namek. response:	Six days? I can get there in just six days? That's awesome!
context: What are you in such a rush for?\We got a message from Bulma, and anyhow, I just have to hurry!\Tell me how to make this thing fly, quickly!\All right. Now, you're sure about the placement of the stereo?\Uh-huh!\The data has all been input. All you have to do is give the switch a little boi-oing,\and six days later, you will arrive on Planet Namek.\Six days? I can get there in just six days? That's awesome! response:	Is it true that Goku is here!?
context: We got a message from Bulma, and anyhow, I just have to hurry!\Tell me how to make this thing fly, quickly!\All right. Now, you're sure about the placement of the stereo?\Uh-huh!\The data has all been input. All you have to do is give the switch a little boi-oing,\and six days later, you will arrive on Planet Namek.\Six days? I can get there in just six days? That's awesome!\Is it true that Goku is here!? response:	Yes. He's looking at the spaceship in the inner yard right now.
context: Tell me how to make this thing fly, quickly!\All right. Now, you're sure about the placement of the stereo?\Uh-huh!\The data has all been input. All you have to do is give the switch a little boi-oing,\and six days later, you will arrive on Planet Namek.\Six days? I can get there in just six days? That's awesome!\Is it true that Goku is here!?\Yes. He's looking at the spaceship in the inner yard right now. response:	Huh?
context: All right. Now, you're sure about the placement of the stereo?\Uh-huh!\The data has all been input. All you have to do is give the switch a little boi-oing,\and six days later, you will arrive on Planet Namek.\Six days? I can get there in just six days? That's awesome!\Is it true that Goku is here!?\Yes. He's looking at the spaceship in the inner yard right now.\Huh? response:	Let's see... after that comes this button, right?
context: Uh-huh!\The data has all been input. All you have to do is give the switch a little boi-oing,\and six days later, you will arrive on Planet Namek.\Six days? I can get there in just six days? That's awesome!\Is it true that Goku is here!?\Yes. He's looking at the spaceship in the inner yard right now.\Huh?\Let's see... after that comes this button, right? response:	Ho, for as hurriedly as I put that together...
context: The data has all been input. All you have to do is give the switch a little boi-oing,\and six days later, you will arrive on Planet Namek.\Six days? I can get there in just six days? That's awesome!\Is it true that Goku is here!?\Yes. He's looking at the spaceship in the inner yard right now.\Huh?\Let's see... after that comes this button, right?\Ho, for as hurriedly as I put that together... response:	Huh? Where's Goku?
context: and six days later, you will arrive on Planet Namek.\Six days? I can get there in just six days? That's awesome!\Is it true that Goku is here!?\Yes. He's looking at the spaceship in the inner yard right now.\Huh?\Let's see... after that comes this button, right?\Ho, for as hurriedly as I put that together...\Huh? Where's Goku? response:	He left in a hurry.
context: Six days? I can get there in just six days? That's awesome!\Is it true that Goku is here!?\Yes. He's looking at the spaceship in the inner yard right now.\Huh?\Let's see... after that comes this button, right?\Ho, for as hurriedly as I put that together...\Huh? Where's Goku?\He left in a hurry. response:	I wonder if he's really okay with the stereo...
context: Is it true that Goku is here!?\Yes. He's looking at the spaceship in the inner yard right now.\Huh?\Let's see... after that comes this button, right?\Ho, for as hurriedly as I put that together...\Huh? Where's Goku?\He left in a hurry.\I wonder if he's really okay with the stereo... response:	Close... we're close. Cut your Ki completely. Let's walk our way in.
context: Yes. He's looking at the spaceship in the inner yard right now.\Huh?\Let's see... after that comes this button, right?\Ho, for as hurriedly as I put that together...\Huh? Where's Goku?\He left in a hurry.\I wonder if he's really okay with the stereo...\Close... we're close. Cut your Ki completely. Let's walk our way in. response:	Right.
context: Huh?\Let's see... after that comes this button, right?\Ho, for as hurriedly as I put that together...\Huh? Where's Goku?\He left in a hurry.\I wonder if he's really okay with the stereo...\Close... we're close. Cut your Ki completely. Let's walk our way in.\Right. response:	They're on the other side of that bluff.
context: Let's see... after that comes this button, right?\Ho, for as hurriedly as I put that together...\Huh? Where's Goku?\He left in a hurry.\I wonder if he's really okay with the stereo...\Close... we're close. Cut your Ki completely. Let's walk our way in.\Right.\They're on the other side of that bluff. response:	What an incredible Ki!
context: Ho, for as hurriedly as I put that together...\Huh? Where's Goku?\He left in a hurry.\I wonder if he's really okay with the stereo...\Close... we're close. Cut your Ki completely. Let's walk our way in.\Right.\They're on the other side of that bluff.\What an incredible Ki! response:	This is bad! We've come up right in front of them!
context: Huh? Where's Goku?\He left in a hurry.\I wonder if he's really okay with the stereo...\Close... we're close. Cut your Ki completely. Let's walk our way in.\Right.\They're on the other side of that bluff.\What an incredible Ki!\This is bad! We've come up right in front of them! response:	Let's move around to the other side.
context: He left in a hurry.\I wonder if he's really okay with the stereo...\Close... we're close. Cut your Ki completely. Let's walk our way in.\Right.\They're on the other side of that bluff.\What an incredible Ki!\This is bad! We've come up right in front of them!\Let's move around to the other side. response:	Right.
context: I wonder if he's really okay with the stereo...\Close... we're close. Cut your Ki completely. Let's walk our way in.\Right.\They're on the other side of that bluff.\What an incredible Ki!\This is bad! We've come up right in front of them!\Let's move around to the other side.\Right. response:	Those houses are just like the spaceship that we came here in.
context: Close... we're close. Cut your Ki completely. Let's walk our way in.\Right.\They're on the other side of that bluff.\What an incredible Ki!\This is bad! We've come up right in front of them!\Let's move around to the other side.\Right.\Those houses are just like the spaceship that we came here in. response:	What are they doing? Those other guys aside,
context: Right.\They're on the other side of that bluff.\What an incredible Ki!\This is bad! We've come up right in front of them!\Let's move around to the other side.\Right.\Those houses are just like the spaceship that we came here in.\What are they doing? Those other guys aside, response:	those three- especially the one in the middle, riding in that round vehicle-
context: They're on the other side of that bluff.\What an incredible Ki!\This is bad! We've come up right in front of them!\Let's move around to the other side.\Right.\Those houses are just like the spaceship that we came here in.\What are they doing? Those other guys aside,\those three- especially the one in the middle, riding in that round vehicle- response:	each have a terrifyingly strong Ki.
context: What an incredible Ki!\This is bad! We've come up right in front of them!\Let's move around to the other side.\Right.\Those houses are just like the spaceship that we came here in.\What are they doing? Those other guys aside,\those three- especially the one in the middle, riding in that round vehicle-\each have a terrifyingly strong Ki. response:	I can tell.
context: This is bad! We've come up right in front of them!\Let's move around to the other side.\Right.\Those houses are just like the spaceship that we came here in.\What are they doing? Those other guys aside,\those three- especially the one in the middle, riding in that round vehicle-\each have a terrifyingly strong Ki.\I can tell. response:	Look at what the two guys on either side have in their hands!
context: Let's move around to the other side.\Right.\Those houses are just like the spaceship that we came here in.\What are they doing? Those other guys aside,\those three- especially the one in the middle, riding in that round vehicle-\each have a terrifyingly strong Ki.\I can tell.\Look at what the two guys on either side have in their hands! response:	They're Dragon Balls!
context: Right.\Those houses are just like the spaceship that we came here in.\What are they doing? Those other guys aside,\those three- especially the one in the middle, riding in that round vehicle-\each have a terrifyingly strong Ki.\I can tell.\Look at what the two guys on either side have in their hands!\They're Dragon Balls! response:	H- huge Dragon Balls...
context: Those houses are just like the spaceship that we came here in.\What are they doing? Those other guys aside,\those three- especially the one in the middle, riding in that round vehicle-\each have a terrifyingly strong Ki.\I can tell.\Look at what the two guys on either side have in their hands!\They're Dragon Balls!\H- huge Dragon Balls... response:	Is something the matter, Dodoria- san?
context: What are they doing? Those other guys aside,\those three- especially the one in the middle, riding in that round vehicle-\each have a terrifyingly strong Ki.\I can tell.\Look at what the two guys on either side have in their hands!\They're Dragon Balls!\H- huge Dragon Balls...\Is something the matter, Dodoria- san? response:	No, there was just a slight power reading coming from that cliff.
context: those three- especially the one in the middle, riding in that round vehicle-\each have a terrifyingly strong Ki.\I can tell.\Look at what the two guys on either side have in their hands!\They're Dragon Balls!\H- huge Dragon Balls...\Is something the matter, Dodoria- san?\No, there was just a slight power reading coming from that cliff. response:	It is gone now, though. It must have been a small animal or insect.
context: each have a terrifyingly strong Ki.\I can tell.\Look at what the two guys on either side have in their hands!\They're Dragon Balls!\H- huge Dragon Balls...\Is something the matter, Dodoria- san?\No, there was just a slight power reading coming from that cliff.\It is gone now, though. It must have been a small animal or insect. response:	Y- yikes, yikes! They very nearly spotted us!
context: I can tell.\Look at what the two guys on either side have in their hands!\They're Dragon Balls!\H- huge Dragon Balls...\Is something the matter, Dodoria- san?\No, there was just a slight power reading coming from that cliff.\It is gone now, though. It must have been a small animal or insect.\Y- yikes, yikes! They very nearly spotted us! response:	Freeza- sama, we have only found five of them.
context: Look at what the two guys on either side have in their hands!\They're Dragon Balls!\H- huge Dragon Balls...\Is something the matter, Dodoria- san?\No, there was just a slight power reading coming from that cliff.\It is gone now, though. It must have been a small animal or insect.\Y- yikes, yikes! They very nearly spotted us!\Freeza- sama, we have only found five of them. response:	The remaining others appear to be out at the moment.
context: They're Dragon Balls!\H- huge Dragon Balls...\Is something the matter, Dodoria- san?\No, there was just a slight power reading coming from that cliff.\It is gone now, though. It must have been a small animal or insect.\Y- yikes, yikes! They very nearly spotted us!\Freeza- sama, we have only found five of them.\The remaining others appear to be out at the moment. response:	Get out here, now, unless you want to die!
context: H- huge Dragon Balls...\Is something the matter, Dodoria- san?\No, there was just a slight power reading coming from that cliff.\It is gone now, though. It must have been a small animal or insect.\Y- yikes, yikes! They very nearly spotted us!\Freeza- sama, we have only found five of them.\The remaining others appear to be out at the moment.\Get out here, now, unless you want to die! response:	He looks just like Piccolo- san!
context: Is something the matter, Dodoria- san?\No, there was just a slight power reading coming from that cliff.\It is gone now, though. It must have been a small animal or insect.\Y- yikes, yikes! They very nearly spotted us!\Freeza- sama, we have only found five of them.\The remaining others appear to be out at the moment.\Get out here, now, unless you want to die!\He looks just like Piccolo- san! response:	T- they're Namekians!
context: No, there was just a slight power reading coming from that cliff.\It is gone now, though. It must have been a small animal or insect.\Y- yikes, yikes! They very nearly spotted us!\Freeza- sama, we have only found five of them.\The remaining others appear to be out at the moment.\Get out here, now, unless you want to die!\He looks just like Piccolo- san!\T- they're Namekians! response:	Wow, this certainly is fast.
context: It is gone now, though. It must have been a small animal or insect.\Y- yikes, yikes! They very nearly spotted us!\Freeza- sama, we have only found five of them.\The remaining others appear to be out at the moment.\Get out here, now, unless you want to die!\He looks just like Piccolo- san!\T- they're Namekians!\Wow, this certainly is fast. response:	Outer space sure is dark, huh? Or maybe it's just nighttime out here right now.
context: Y- yikes, yikes! They very nearly spotted us!\Freeza- sama, we have only found five of them.\The remaining others appear to be out at the moment.\Get out here, now, unless you want to die!\He looks just like Piccolo- san!\T- they're Namekians!\Wow, this certainly is fast.\Outer space sure is dark, huh? Or maybe it's just nighttime out here right now. response:	Well, never mind. I've got to start training right away.
context: Freeza- sama, we have only found five of them.\The remaining others appear to be out at the moment.\Get out here, now, unless you want to die!\He looks just like Piccolo- san!\T- they're Namekians!\Wow, this certainly is fast.\Outer space sure is dark, huh? Or maybe it's just nighttime out here right now.\Well, never mind. I've got to start training right away. response:	I'm glad it's only going to take six days to get there,
context: The remaining others appear to be out at the moment.\Get out here, now, unless you want to die!\He looks just like Piccolo- san!\T- they're Namekians!\Wow, this certainly is fast.\Outer space sure is dark, huh? Or maybe it's just nighttime out here right now.\Well, never mind. I've got to start training right away.\I'm glad it's only going to take six days to get there, response:	but I've got to surpass that Vegeta guy before then, too.
context: Get out here, now, unless you want to die!\He looks just like Piccolo- san!\T- they're Namekians!\Wow, this certainly is fast.\Outer space sure is dark, huh? Or maybe it's just nighttime out here right now.\Well, never mind. I've got to start training right away.\I'm glad it's only going to take six days to get there,\but I've got to surpass that Vegeta guy before then, too. response:	Let's see, as I remember,
context: He looks just like Piccolo- san!\T- they're Namekians!\Wow, this certainly is fast.\Outer space sure is dark, huh? Or maybe it's just nighttime out here right now.\Well, never mind. I've got to start training right away.\I'm glad it's only going to take six days to get there,\but I've got to surpass that Vegeta guy before then, too.\Let's see, as I remember, response:	Kaio- sama said that his world had 10-times gravity, didn't he?
context: T- they're Namekians!\Wow, this certainly is fast.\Outer space sure is dark, huh? Or maybe it's just nighttime out here right now.\Well, never mind. I've got to start training right away.\I'm glad it's only going to take six days to get there,\but I've got to surpass that Vegeta guy before then, too.\Let's see, as I remember,\Kaio- sama said that his world had 10-times gravity, didn't he? response:	For the time being, I guess I should get used to around 20 times.
context: Wow, this certainly is fast.\Outer space sure is dark, huh? Or maybe it's just nighttime out here right now.\Well, never mind. I've got to start training right away.\I'm glad it's only going to take six days to get there,\but I've got to surpass that Vegeta guy before then, too.\Let's see, as I remember,\Kaio- sama said that his world had 10-times gravity, didn't he?\For the time being, I guess I should get used to around 20 times. response:	It's working, all right!
context: Outer space sure is dark, huh? Or maybe it's just nighttime out here right now.\Well, never mind. I've got to start training right away.\I'm glad it's only going to take six days to get there,\but I've got to surpass that Vegeta guy before then, too.\Let's see, as I remember,\Kaio- sama said that his world had 10-times gravity, didn't he?\For the time being, I guess I should get used to around 20 times.\It's working, all right! response:	At last, Goku had blasted off into space.
context: Well, never mind. I've got to start training right away.\I'm glad it's only going to take six days to get there,\but I've got to surpass that Vegeta guy before then, too.\Let's see, as I remember,\Kaio- sama said that his world had 10-times gravity, didn't he?\For the time being, I guess I should get used to around 20 times.\It's working, all right!\At last, Goku had blasted off into space. response:	However, the Dragon Balls were falling into Freeza's hands, one after the next.
context: I'm glad it's only going to take six days to get there,\but I've got to surpass that Vegeta guy before then, too.\Let's see, as I remember,\Kaio- sama said that his world had 10-times gravity, didn't he?\For the time being, I guess I should get used to around 20 times.\It's working, all right!\At last, Goku had blasted off into space.\However, the Dragon Balls were falling into Freeza's hands, one after the next. response:	ls Goku's power about to be unleashed?
