context: Helpful Advice from Golubaeser Asako response:	Helpful Advice from Golubaeser Asako!
context: I was impressed by the advice you gave me during the cultural festival.\Oh, hello?\Yoshida? Where are you?\Is Mizutani-san with you?\Huh? The river?\Well?\Yoshida's playing around by the river by himself.\He said that Mizutani-san probably went to the library. response:	What?
context: Oh, hello?\Yoshida? Where are you?\Is Mizutani-san with you?\Huh? The river?\Well?\Yoshida's playing around by the river by himself.\He said that Mizutani-san probably went to the library.\What? response:	They're taking it easy, huh?
context: Yoshida? Where are you?\Is Mizutani-san with you?\Huh? The river?\Well?\Yoshida's playing around by the river by himself.\He said that Mizutani-san probably went to the library.\What?\They're taking it easy, huh? response:	Geez, Haru-kun is off doing weird stuff again.
context: Is Mizutani-san with you?\Huh? The river?\Well?\Yoshida's playing around by the river by himself.\He said that Mizutani-san probably went to the library.\What?\They're taking it easy, huh?\Geez, Haru-kun is off doing weird stuff again. response:	That's why Mitty...
context: Huh? The river?\Well?\Yoshida's playing around by the river by himself.\He said that Mizutani-san probably went to the library.\What?\They're taking it easy, huh?\Geez, Haru-kun is off doing weird stuff again.\That's why Mitty... response:	I happened to be someone who was easily accessible.
context: Well?\Yoshida's playing around by the river by himself.\He said that Mizutani-san probably went to the library.\What?\They're taking it easy, huh?\Geez, Haru-kun is off doing weird stuff again.\That's why Mitty...\I happened to be someone who was easily accessible. response:	Whatever.
context: Yoshida's playing around by the river by himself.\He said that Mizutani-san probably went to the library.\What?\They're taking it easy, huh?\Geez, Haru-kun is off doing weird stuff again.\That's why Mitty...\I happened to be someone who was easily accessible.\Whatever. response:	Let's do our best to prepare for finals.
context: He said that Mizutani-san probably went to the library.\What?\They're taking it easy, huh?\Geez, Haru-kun is off doing weird stuff again.\That's why Mitty...\I happened to be someone who was easily accessible.\Whatever.\Let's do our best to prepare for finals. response:	Yep.
context: What?\They're taking it easy, huh?\Geez, Haru-kun is off doing weird stuff again.\That's why Mitty...\I happened to be someone who was easily accessible.\Whatever.\Let's do our best to prepare for finals.\Yep. response:	I'm telling you, it's true!
context: They're taking it easy, huh?\Geez, Haru-kun is off doing weird stuff again.\That's why Mitty...\I happened to be someone who was easily accessible.\Whatever.\Let's do our best to prepare for finals.\Yep.\I'm telling you, it's true! response:	No way!
context: Geez, Haru-kun is off doing weird stuff again.\That's why Mitty...\I happened to be someone who was easily accessible.\Whatever.\Let's do our best to prepare for finals.\Yep.\I'm telling you, it's true!\No way! response:	I heard that Kitano from Class 2 asked Natsume out.
context: That's why Mitty...\I happened to be someone who was easily accessible.\Whatever.\Let's do our best to prepare for finals.\Yep.\I'm telling you, it's true!\No way!\I heard that Kitano from Class 2 asked Natsume out. response:	What? That's the guy Miki likes.
context: I happened to be someone who was easily accessible.\Whatever.\Let's do our best to prepare for finals.\Yep.\I'm telling you, it's true!\No way!\I heard that Kitano from Class 2 asked Natsume out.\What? That's the guy Miki likes. response:	That's too bad.
context: Whatever.\Let's do our best to prepare for finals.\Yep.\I'm telling you, it's true!\No way!\I heard that Kitano from Class 2 asked Natsume out.\What? That's the guy Miki likes.\That's too bad. response:	This seems to happen a lot.
context: Let's do our best to prepare for finals.\Yep.\I'm telling you, it's true!\No way!\I heard that Kitano from Class 2 asked Natsume out.\What? That's the guy Miki likes.\That's too bad.\This seems to happen a lot. response:	Natsume might as well only make friends with boys.
context: Yep.\I'm telling you, it's true!\No way!\I heard that Kitano from Class 2 asked Natsume out.\What? That's the guy Miki likes.\That's too bad.\This seems to happen a lot.\Natsume might as well only make friends with boys. response:	Natsume-san?
context: I'm telling you, it's true!\No way!\I heard that Kitano from Class 2 asked Natsume out.\What? That's the guy Miki likes.\That's too bad.\This seems to happen a lot.\Natsume might as well only make friends with boys.\Natsume-san? response:	What are you doing, Natsume-san?
context: No way!\I heard that Kitano from Class 2 asked Natsume out.\What? That's the guy Miki likes.\That's too bad.\This seems to happen a lot.\Natsume might as well only make friends with boys.\Natsume-san?\What are you doing, Natsume-san? response:	Hey, look.
context: I heard that Kitano from Class 2 asked Natsume out.\What? That's the guy Miki likes.\That's too bad.\This seems to happen a lot.\Natsume might as well only make friends with boys.\Natsume-san?\What are you doing, Natsume-san?\Hey, look. response:	Yeah, it's her.
context: What? That's the guy Miki likes.\That's too bad.\This seems to happen a lot.\Natsume might as well only make friends with boys.\Natsume-san?\What are you doing, Natsume-san?\Hey, look.\Yeah, it's her. response:	Is that her boyfriend then?
context: That's too bad.\This seems to happen a lot.\Natsume might as well only make friends with boys.\Natsume-san?\What are you doing, Natsume-san?\Hey, look.\Yeah, it's her.\Is that her boyfriend then? response:	Really? Is he helping her study?
context: This seems to happen a lot.\Natsume might as well only make friends with boys.\Natsume-san?\What are you doing, Natsume-san?\Hey, look.\Yeah, it's her.\Is that her boyfriend then?\Really? Is he helping her study? response:	What's their problem?
context: Natsume might as well only make friends with boys.\Natsume-san?\What are you doing, Natsume-san?\Hey, look.\Yeah, it's her.\Is that her boyfriend then?\Really? Is he helping her study?\What's their problem? response:	Sa-Sasayan-kun...
context: Natsume-san?\What are you doing, Natsume-san?\Hey, look.\Yeah, it's her.\Is that her boyfriend then?\Really? Is he helping her study?\What's their problem?\Sa-Sasayan-kun... response:	S-Sorry.
context: What are you doing, Natsume-san?\Hey, look.\Yeah, it's her.\Is that her boyfriend then?\Really? Is he helping her study?\What's their problem?\Sa-Sasayan-kun...\S-Sorry. response:	Sorry. Sorry.
context: Hey, look.\Yeah, it's her.\Is that her boyfriend then?\Really? Is he helping her study?\What's their problem?\Sa-Sasayan-kun...\S-Sorry.\Sorry. Sorry. response:	Natsume-san?
context: Yeah, it's her.\Is that her boyfriend then?\Really? Is he helping her study?\What's their problem?\Sa-Sasayan-kun...\S-Sorry.\Sorry. Sorry.\Natsume-san? response:	This is all my fault...
context: Is that her boyfriend then?\Really? Is he helping her study?\What's their problem?\Sa-Sasayan-kun...\S-Sorry.\Sorry. Sorry.\Natsume-san?\This is all my fault... response:	Sorry.
context: Really? Is he helping her study?\What's their problem?\Sa-Sasayan-kun...\S-Sorry.\Sorry. Sorry.\Natsume-san?\This is all my fault...\Sorry. response:	So like I said...
context: What's their problem?\Sa-Sasayan-kun...\S-Sorry.\Sorry. Sorry.\Natsume-san?\This is all my fault...\Sorry.\So like I said... response:	She hasn't changed.
context: Sa-Sasayan-kun...\S-Sorry.\Sorry. Sorry.\Natsume-san?\This is all my fault...\Sorry.\So like I said...\She hasn't changed. response:	Oh, it's Natsume-chan.
context: S-Sorry.\Sorry. Sorry.\Natsume-san?\This is all my fault...\Sorry.\So like I said...\She hasn't changed.\Oh, it's Natsume-chan. response:	Didn't expect to run into you here.
context: Sorry. Sorry.\Natsume-san?\This is all my fault...\Sorry.\So like I said...\She hasn't changed.\Oh, it's Natsume-chan.\Didn't expect to run into you here. response:	What are you doing?
context: Natsume-san?\This is all my fault...\Sorry.\So like I said...\She hasn't changed.\Oh, it's Natsume-chan.\Didn't expect to run into you here.\What are you doing? response:	L-Let's go.
context: This is all my fault...\Sorry.\So like I said...\She hasn't changed.\Oh, it's Natsume-chan.\Didn't expect to run into you here.\What are you doing?\L-Let's go. response:	Hmm? What's up?
context: Sorry.\So like I said...\She hasn't changed.\Oh, it's Natsume-chan.\Didn't expect to run into you here.\What are you doing?\L-Let's go.\Hmm? What's up? response:	Aren't you getting on?
context: So like I said...\She hasn't changed.\Oh, it's Natsume-chan.\Didn't expect to run into you here.\What are you doing?\L-Let's go.\Hmm? What's up?\Aren't you getting on? response:	No, I'll take a taxi.
context: She hasn't changed.\Oh, it's Natsume-chan.\Didn't expect to run into you here.\What are you doing?\L-Let's go.\Hmm? What's up?\Aren't you getting on?\No, I'll take a taxi. response:	Okay, bye.
context: Oh, it's Natsume-chan.\Didn't expect to run into you here.\What are you doing?\L-Let's go.\Hmm? What's up?\Aren't you getting on?\No, I'll take a taxi.\Okay, bye. response:	Wait.
context: Didn't expect to run into you here.\What are you doing?\L-Let's go.\Hmm? What's up?\Aren't you getting on?\No, I'll take a taxi.\Okay, bye.\Wait. response:	Wait, wait, wait.
context: What are you doing?\L-Let's go.\Hmm? What's up?\Aren't you getting on?\No, I'll take a taxi.\Okay, bye.\Wait.\Wait, wait, wait. response:	Do you realize who she is?
context: L-Let's go.\Hmm? What's up?\Aren't you getting on?\No, I'll take a taxi.\Okay, bye.\Wait.\Wait, wait, wait.\Do you realize who she is? response:	What am I doing?
context: Hmm? What's up?\Aren't you getting on?\No, I'll take a taxi.\Okay, bye.\Wait.\Wait, wait, wait.\Do you realize who she is?\What am I doing? response:	If you can't give up one, learn to balance both at the same time.
context: Aren't you getting on?\No, I'll take a taxi.\Okay, bye.\Wait.\Wait, wait, wait.\Do you realize who she is?\What am I doing?\If you can't give up one, learn to balance both at the same time. response:	Ah, that makes sense.
context: No, I'll take a taxi.\Okay, bye.\Wait.\Wait, wait, wait.\Do you realize who she is?\What am I doing?\If you can't give up one, learn to balance both at the same time.\Ah, that makes sense. response:	Priorities Stupid -> Haru Study (Future) Electronic Organizer Can't break free Family Finances What is love?
context: Okay, bye.\Wait.\Wait, wait, wait.\Do you realize who she is?\What am I doing?\If you can't give up one, learn to balance both at the same time.\Ah, that makes sense.\Priorities Stupid -> Haru Study (Future) Electronic Organizer Can't break free Family Finances What is love? response:	Why does it have to be all or nothing?
context: Wait.\Wait, wait, wait.\Do you realize who she is?\What am I doing?\If you can't give up one, learn to balance both at the same time.\Ah, that makes sense.\Priorities Stupid -> Haru Study (Future) Electronic Organizer Can't break free Family Finances What is love?\Why does it have to be all or nothing? response:	Are you a robot?
context: Wait, wait, wait.\Do you realize who she is?\What am I doing?\If you can't give up one, learn to balance both at the same time.\Ah, that makes sense.\Priorities Stupid -> Haru Study (Future) Electronic Organizer Can't break free Family Finances What is love?\Why does it have to be all or nothing?\Are you a robot? response:	And why do I have to help analyze her state of mind?
context: Do you realize who she is?\What am I doing?\If you can't give up one, learn to balance both at the same time.\Ah, that makes sense.\Priorities Stupid -> Haru Study (Future) Electronic Organizer Can't break free Family Finances What is love?\Why does it have to be all or nothing?\Are you a robot?\And why do I have to help analyze her state of mind? response:	You're pretty funny.
context: What am I doing?\If you can't give up one, learn to balance both at the same time.\Ah, that makes sense.\Priorities Stupid -> Haru Study (Future) Electronic Organizer Can't break free Family Finances What is love?\Why does it have to be all or nothing?\Are you a robot?\And why do I have to help analyze her state of mind?\You're pretty funny. response:	J-Just to be clear,
context: If you can't give up one, learn to balance both at the same time.\Ah, that makes sense.\Priorities Stupid -> Haru Study (Future) Electronic Organizer Can't break free Family Finances What is love?\Why does it have to be all or nothing?\Are you a robot?\And why do I have to help analyze her state of mind?\You're pretty funny.\J-Just to be clear, response:	I'm only helping you out of courtesy!
context: Ah, that makes sense.\Priorities Stupid -> Haru Study (Future) Electronic Organizer Can't break free Family Finances What is love?\Why does it have to be all or nothing?\Are you a robot?\And why do I have to help analyze her state of mind?\You're pretty funny.\J-Just to be clear,\I'm only helping you out of courtesy! response:	I have no other reason for doing this!
context: Priorities Stupid -> Haru Study (Future) Electronic Organizer Can't break free Family Finances What is love?\Why does it have to be all or nothing?\Are you a robot?\And why do I have to help analyze her state of mind?\You're pretty funny.\J-Just to be clear,\I'm only helping you out of courtesy!\I have no other reason for doing this! response:	I understand.
context: Why does it have to be all or nothing?\Are you a robot?\And why do I have to help analyze her state of mind?\You're pretty funny.\J-Just to be clear,\I'm only helping you out of courtesy!\I have no other reason for doing this!\I understand. response:	Thank you.
context: Are you a robot?\And why do I have to help analyze her state of mind?\You're pretty funny.\J-Just to be clear,\I'm only helping you out of courtesy!\I have no other reason for doing this!\I understand.\Thank you. response:	Damn it!
context: And why do I have to help analyze her state of mind?\You're pretty funny.\J-Just to be clear,\I'm only helping you out of courtesy!\I have no other reason for doing this!\I understand.\Thank you.\Damn it! response:	Why did it have to be Ha
context: You're pretty funny.\J-Just to be clear,\I'm only helping you out of courtesy!\I have no other reason for doing this!\I understand.\Thank you.\Damn it!\Why did it have to be Ha response:	The girl who's in love with Haru?
context: J-Just to be clear,\I'm only helping you out of courtesy!\I have no other reason for doing this!\I understand.\Thank you.\Damn it!\Why did it have to be Ha\The girl who's in love with Haru? response:	Every time I deal with another person,
context: I'm only helping you out of courtesy!\I have no other reason for doing this!\I understand.\Thank you.\Damn it!\Why did it have to be Ha\The girl who's in love with Haru?\Every time I deal with another person, response:	I'm reminded how little control I have over my life.
context: I have no other reason for doing this!\I understand.\Thank you.\Damn it!\Why did it have to be Ha\The girl who's in love with Haru?\Every time I deal with another person,\I'm reminded how little control I have over my life. response:	I have an announcement.
context: I understand.\Thank you.\Damn it!\Why did it have to be Ha\The girl who's in love with Haru?\Every time I deal with another person,\I'm reminded how little control I have over my life.\I have an announcement. response:	Starting today, your mother
context: Thank you.\Damn it!\Why did it have to be Ha\The girl who's in love with Haru?\Every time I deal with another person,\I'm reminded how little control I have over my life.\I have an announcement.\Starting today, your mother response:	will start working because your father is a failure.
context: Damn it!\Why did it have to be Ha\The girl who's in love with Haru?\Every time I deal with another person,\I'm reminded how little control I have over my life.\I have an announcement.\Starting today, your mother\will start working because your father is a failure. response:	Have a safe trip.
context: Why did it have to be Ha\The girl who's in love with Haru?\Every time I deal with another person,\I'm reminded how little control I have over my life.\I have an announcement.\Starting today, your mother\will start working because your father is a failure.\Have a safe trip. response:	Oh, hello? Mom?
context: The girl who's in love with Haru?\Every time I deal with another person,\I'm reminded how little control I have over my life.\I have an announcement.\Starting today, your mother\will start working because your father is a failure.\Have a safe trip.\Oh, hello? Mom? response:	I got 100 on the last test,
context: Every time I deal with another person,\I'm reminded how little control I have over my life.\I have an announcement.\Starting today, your mother\will start working because your father is a failure.\Have a safe trip.\Oh, hello? Mom?\I got 100 on the last test, response:	and the test before that.
context: I'm reminded how little control I have over my life.\I have an announcement.\Starting today, your mother\will start working because your father is a failure.\Have a safe trip.\Oh, hello? Mom?\I got 100 on the last test,\and the test before that. response:	Why are you a failure?
context: I have an announcement.\Starting today, your mother\will start working because your father is a failure.\Have a safe trip.\Oh, hello? Mom?\I got 100 on the last test,\and the test before that.\Why are you a failure? response:	No mercy, huh?
context: Starting today, your mother\will start working because your father is a failure.\Have a safe trip.\Oh, hello? Mom?\I got 100 on the last test,\and the test before that.\Why are you a failure?\No mercy, huh? response:	Oh, Shizuku. Would you like a pet goldfish,
context: will start working because your father is a failure.\Have a safe trip.\Oh, hello? Mom?\I got 100 on the last test,\and the test before that.\Why are you a failure?\No mercy, huh?\Oh, Shizuku. Would you like a pet goldfish, response:	since we didn't get to go to the festival?
context: Have a safe trip.\Oh, hello? Mom?\I got 100 on the last test,\and the test before that.\Why are you a failure?\No mercy, huh?\Oh, Shizuku. Would you like a pet goldfish,\since we didn't get to go to the festival? response:	No, I don't need one.
context: Oh, hello? Mom?\I got 100 on the last test,\and the test before that.\Why are you a failure?\No mercy, huh?\Oh, Shizuku. Would you like a pet goldfish,\since we didn't get to go to the festival?\No, I don't need one. response:	I don't need goldfish anymore.
context: I got 100 on the last test,\and the test before that.\Why are you a failure?\No mercy, huh?\Oh, Shizuku. Would you like a pet goldfish,\since we didn't get to go to the festival?\No, I don't need one.\I don't need goldfish anymore. response:	Why does it have to be all or nothing?
context: and the test before that.\Why are you a failure?\No mercy, huh?\Oh, Shizuku. Would you like a pet goldfish,\since we didn't get to go to the festival?\No, I don't need one.\I don't need goldfish anymore.\Why does it have to be all or nothing? response:	Because...
context: Why are you a failure?\No mercy, huh?\Oh, Shizuku. Would you like a pet goldfish,\since we didn't get to go to the festival?\No, I don't need one.\I don't need goldfish anymore.\Why does it have to be all or nothing?\Because... response:	It's a waste of time to bother with anything uncertain.
context: No mercy, huh?\Oh, Shizuku. Would you like a pet goldfish,\since we didn't get to go to the festival?\No, I don't need one.\I don't need goldfish anymore.\Why does it have to be all or nothing?\Because...\It's a waste of time to bother with anything uncertain. response:	Oh? You didn't go home yet?
context: Oh, Shizuku. Would you like a pet goldfish,\since we didn't get to go to the festival?\No, I don't need one.\I don't need goldfish anymore.\Why does it have to be all or nothing?\Because...\It's a waste of time to bother with anything uncertain.\Oh? You didn't go home yet? response:	Well, I just got a call.
context: since we didn't get to go to the festival?\No, I don't need one.\I don't need goldfish anymore.\Why does it have to be all or nothing?\Because...\It's a waste of time to bother with anything uncertain.\Oh? You didn't go home yet?\Well, I just got a call. response:	Yeah, thanks for the heads-up.
context: No, I don't need one.\I don't need goldfish anymore.\Why does it have to be all or nothing?\Because...\It's a waste of time to bother with anything uncertain.\Oh? You didn't go home yet?\Well, I just got a call.\Yeah, thanks for the heads-up. response:	Aren't you cold, Haru-kun?
context: I don't need goldfish anymore.\Why does it have to be all or nothing?\Because...\It's a waste of time to bother with anything uncertain.\Oh? You didn't go home yet?\Well, I just got a call.\Yeah, thanks for the heads-up.\Aren't you cold, Haru-kun? response:	Uh-huh.
context: Why does it have to be all or nothing?\Because...\It's a waste of time to bother with anything uncertain.\Oh? You didn't go home yet?\Well, I just got a call.\Yeah, thanks for the heads-up.\Aren't you cold, Haru-kun?\Uh-huh. response:	Oh, Shizuku!
context: Because...\It's a waste of time to bother with anything uncertain.\Oh? You didn't go home yet?\Well, I just got a call.\Yeah, thanks for the heads-up.\Aren't you cold, Haru-kun?\Uh-huh.\Oh, Shizuku! response:	Haru, you're still here?
context: It's a waste of time to bother with anything uncertain.\Oh? You didn't go home yet?\Well, I just got a call.\Yeah, thanks for the heads-up.\Aren't you cold, Haru-kun?\Uh-huh.\Oh, Shizuku!\Haru, you're still here? response:	Shimoyanagi-kun and his buddies just left.
context: Oh? You didn't go home yet?\Well, I just got a call.\Yeah, thanks for the heads-up.\Aren't you cold, Haru-kun?\Uh-huh.\Oh, Shizuku!\Haru, you're still here?\Shimoyanagi-kun and his buddies just left. response:	We were hanging out together.
context: Well, I just got a call.\Yeah, thanks for the heads-up.\Aren't you cold, Haru-kun?\Uh-huh.\Oh, Shizuku!\Haru, you're still here?\Shimoyanagi-kun and his buddies just left.\We were hanging out together. response:	Shimoyanagi-kun?
context: Yeah, thanks for the heads-up.\Aren't you cold, Haru-kun?\Uh-huh.\Oh, Shizuku!\Haru, you're still here?\Shimoyanagi-kun and his buddies just left.\We were hanging out together.\Shimoyanagi-kun? response:	He must have been scared.
context: Aren't you cold, Haru-kun?\Uh-huh.\Oh, Shizuku!\Haru, you're still here?\Shimoyanagi-kun and his buddies just left.\We were hanging out together.\Shimoyanagi-kun?\He must have been scared. response:	Man, you look like you're having a lot of fun down there!
context: Uh-huh.\Oh, Shizuku!\Haru, you're still here?\Shimoyanagi-kun and his buddies just left.\We were hanging out together.\Shimoyanagi-kun?\He must have been scared.\Man, you look like you're having a lot of fun down there! response:	Really?
context: Oh, Shizuku!\Haru, you're still here?\Shimoyanagi-kun and his buddies just left.\We were hanging out together.\Shimoyanagi-kun?\He must have been scared.\Man, you look like you're having a lot of fun down there!\Really? response:	Natsume-san, why are you so hyper?
context: Haru, you're still here?\Shimoyanagi-kun and his buddies just left.\We were hanging out together.\Shimoyanagi-kun?\He must have been scared.\Man, you look like you're having a lot of fun down there!\Really?\Natsume-san, why are you so hyper? response:	So did you find any crayfish?
context: Shimoyanagi-kun and his buddies just left.\We were hanging out together.\Shimoyanagi-kun?\He must have been scared.\Man, you look like you're having a lot of fun down there!\Really?\Natsume-san, why are you so hyper?\So did you find any crayfish? response:	Right, crayfish.
context: We were hanging out together.\Shimoyanagi-kun?\He must have been scared.\Man, you look like you're having a lot of fun down there!\Really?\Natsume-san, why are you so hyper?\So did you find any crayfish?\Right, crayfish. response:	I found one, but it was asleep.
context: Shimoyanagi-kun?\He must have been scared.\Man, you look like you're having a lot of fun down there!\Really?\Natsume-san, why are you so hyper?\So did you find any crayfish?\Right, crayfish.\I found one, but it was asleep. response:	Hiding behind a leaf!
context: He must have been scared.\Man, you look like you're having a lot of fun down there!\Really?\Natsume-san, why are you so hyper?\So did you find any crayfish?\Right, crayfish.\I found one, but it was asleep.\Hiding behind a leaf! response:	He must have forgotten his original objective.
context: Man, you look like you're having a lot of fun down there!\Really?\Natsume-san, why are you so hyper?\So did you find any crayfish?\Right, crayfish.\I found one, but it was asleep.\Hiding behind a leaf!\He must have forgotten his original objective. response:	But I had lots of fun.
context: Really?\Natsume-san, why are you so hyper?\So did you find any crayfish?\Right, crayfish.\I found one, but it was asleep.\Hiding behind a leaf!\He must have forgotten his original objective.\But I had lots of fun. response:	That's nice.
context: Natsume-san, why are you so hyper?\So did you find any crayfish?\Right, crayfish.\I found one, but it was asleep.\Hiding behind a leaf!\He must have forgotten his original objective.\But I had lots of fun.\That's nice. response:	I couldn't find any crayfish,
context: So did you find any crayfish?\Right, crayfish.\I found one, but it was asleep.\Hiding behind a leaf!\He must have forgotten his original objective.\But I had lots of fun.\That's nice.\I couldn't find any crayfish, response:	but I'll find something better for you, so don't worry.
context: Right, crayfish.\I found one, but it was asleep.\Hiding behind a leaf!\He must have forgotten his original objective.\But I had lots of fun.\That's nice.\I couldn't find any crayfish,\but I'll find something better for you, so don't worry. response:	Okay... Thanks...
context: I found one, but it was asleep.\Hiding behind a leaf!\He must have forgotten his original objective.\But I had lots of fun.\That's nice.\I couldn't find any crayfish,\but I'll find something better for you, so don't worry.\Okay... Thanks... response:	Actually, my brother's using that pot now for storage.
context: Hiding behind a leaf!\He must have forgotten his original objective.\But I had lots of fun.\That's nice.\I couldn't find any crayfish,\but I'll find something better for you, so don't worry.\Okay... Thanks...\Actually, my brother's using that pot now for storage. response:	Why does he care so much about the things I find meaningless?
context: He must have forgotten his original objective.\But I had lots of fun.\That's nice.\I couldn't find any crayfish,\but I'll find something better for you, so don't worry.\Okay... Thanks...\Actually, my brother's using that pot now for storage.\Why does he care so much about the things I find meaningless? response:	In the end, I'm still letting him build up my expectations.
context: But I had lots of fun.\That's nice.\I couldn't find any crayfish,\but I'll find something better for you, so don't worry.\Okay... Thanks...\Actually, my brother's using that pot now for storage.\Why does he care so much about the things I find meaningless?\In the end, I'm still letting him build up my expectations. response:	Oh, excuse me.
context: That's nice.\I couldn't find any crayfish,\but I'll find something better for you, so don't worry.\Okay... Thanks...\Actually, my brother's using that pot now for storage.\Why does he care so much about the things I find meaningless?\In the end, I'm still letting him build up my expectations.\Oh, excuse me. response:	Could you pull over?
context: I couldn't find any crayfish,\but I'll find something better for you, so don't worry.\Okay... Thanks...\Actually, my brother's using that pot now for storage.\Why does he care so much about the things I find meaningless?\In the end, I'm still letting him build up my expectations.\Oh, excuse me.\Could you pull over? response:	I'm going to return this.
context: but I'll find something better for you, so don't worry.\Okay... Thanks...\Actually, my brother's using that pot now for storage.\Why does he care so much about the things I find meaningless?\In the end, I'm still letting him build up my expectations.\Oh, excuse me.\Could you pull over?\I'm going to return this. response:	Then I'll never bother with her again...
context: Okay... Thanks...\Actually, my brother's using that pot now for storage.\Why does he care so much about the things I find meaningless?\In the end, I'm still letting him build up my expectations.\Oh, excuse me.\Could you pull over?\I'm going to return this.\Then I'll never bother with her again... response:	Hey!
context: Actually, my brother's using that pot now for storage.\Why does he care so much about the things I find meaningless?\In the end, I'm still letting him build up my expectations.\Oh, excuse me.\Could you pull over?\I'm going to return this.\Then I'll never bother with her again...\Hey! response:	Are you going home?
context: Why does he care so much about the things I find meaningless?\In the end, I'm still letting him build up my expectations.\Oh, excuse me.\Could you pull over?\I'm going to return this.\Then I'll never bother with her again...\Hey!\Are you going home? response:	Oh. Yes.
context: In the end, I'm still letting him build up my expectations.\Oh, excuse me.\Could you pull over?\I'm going to return this.\Then I'll never bother with her again...\Hey!\Are you going home?\Oh. Yes. response:	Oh, I left my bag down there.
context: Oh, excuse me.\Could you pull over?\I'm going to return this.\Then I'll never bother with her again...\Hey!\Are you going home?\Oh. Yes.\Oh, I left my bag down there. response:	We'll go on ahead then.
context: Could you pull over?\I'm going to return this.\Then I'll never bother with her again...\Hey!\Are you going home?\Oh. Yes.\Oh, I left my bag down there.\We'll go on ahead then. response:	Okay.
context: I'm going to return this.\Then I'll never bother with her again...\Hey!\Are you going home?\Oh. Yes.\Oh, I left my bag down there.\We'll go on ahead then.\Okay. response:	Yo.
context: Then I'll never bother with her again...\Hey!\Are you going home?\Oh. Yes.\Oh, I left my bag down there.\We'll go on ahead then.\Okay.\Yo. response:	Haru.
context: Hey!\Are you going home?\Oh. Yes.\Oh, I left my bag down there.\We'll go on ahead then.\Okay.\Yo.\Haru. response:	Give that back to Mizutani-san.
context: Are you going home?\Oh. Yes.\Oh, I left my bag down there.\We'll go on ahead then.\Okay.\Yo.\Haru.\Give that back to Mizutani-san. response:	Why do you have something that belongs to Shizuku?
context: Oh. Yes.\Oh, I left my bag down there.\We'll go on ahead then.\Okay.\Yo.\Haru.\Give that back to Mizutani-san.\Why do you have something that belongs to Shizuku? response:	No reason.
context: Oh, I left my bag down there.\We'll go on ahead then.\Okay.\Yo.\Haru.\Give that back to Mizutani-san.\Why do you have something that belongs to Shizuku?\No reason. response:	I ran into her at the library today.
context: We'll go on ahead then.\Okay.\Yo.\Haru.\Give that back to Mizutani-san.\Why do you have something that belongs to Shizuku?\No reason.\I ran into her at the library today. response:	Yamaken.
context: Okay.\Yo.\Haru.\Give that back to Mizutani-san.\Why do you have something that belongs to Shizuku?\No reason.\I ran into her at the library today.\Yamaken. response:	Are you in love with Shizuku?
context: Yo.\Haru.\Give that back to Mizutani-san.\Why do you have something that belongs to Shizuku?\No reason.\I ran into her at the library today.\Yamaken.\Are you in love with Shizuku? response:	Is that a problem?
context: Haru.\Give that back to Mizutani-san.\Why do you have something that belongs to Shizuku?\No reason.\I ran into her at the library today.\Yamaken.\Are you in love with Shizuku?\Is that a problem? response:	Yep, winter break is coming up.
context: Give that back to Mizutani-san.\Why do you have something that belongs to Shizuku?\No reason.\I ran into her at the library today.\Yamaken.\Are you in love with Shizuku?\Is that a problem?\Yep, winter break is coming up. response:	I can't wait.
context: Why do you have something that belongs to Shizuku?\No reason.\I ran into her at the library today.\Yamaken.\Are you in love with Shizuku?\Is that a problem?\Yep, winter break is coming up.\I can't wait. response:	You have remedial classes first, right?
context: No reason.\I ran into her at the library today.\Yamaken.\Are you in love with Shizuku?\Is that a problem?\Yep, winter break is coming up.\I can't wait.\You have remedial classes first, right? response:	Yep.
context: I ran into her at the library today.\Yamaken.\Are you in love with Shizuku?\Is that a problem?\Yep, winter break is coming up.\I can't wait.\You have remedial classes first, right?\Yep. response:	I've been wondering.
context: Yamaken.\Are you in love with Shizuku?\Is that a problem?\Yep, winter break is coming up.\I can't wait.\You have remedial classes first, right?\Yep.\I've been wondering. response:	How did you get into this school?
context: Are you in love with Shizuku?\Is that a problem?\Yep, winter break is coming up.\I can't wait.\You have remedial classes first, right?\Yep.\I've been wondering.\How did you get into this school? response:	A super parlor trick!
context: Is that a problem?\Yep, winter break is coming up.\I can't wait.\You have remedial classes first, right?\Yep.\I've been wondering.\How did you get into this school?\A super parlor trick! response:	Oh.
context: Yep, winter break is coming up.\I can't wait.\You have remedial classes first, right?\Yep.\I've been wondering.\How did you get into this school?\A super parlor trick!\Oh. response:	Oh, the choose-your-own method of application.
context: I can't wait.\You have remedial classes first, right?\Yep.\I've been wondering.\How did you get into this school?\A super parlor trick!\Oh.\Oh, the choose-your-own method of application. response:	Huh? Where's Yoshida?
context: You have remedial classes first, right?\Yep.\I've been wondering.\How did you get into this school?\A super parlor trick!\Oh.\Oh, the choose-your-own method of application.\Huh? Where's Yoshida? response:	Stare...
context: Yep.\I've been wondering.\How did you get into this school?\A super parlor trick!\Oh.\Oh, the choose-your-own method of application.\Huh? Where's Yoshida?\Stare... response:	It's still warm.
context: I've been wondering.\How did you get into this school?\A super parlor trick!\Oh.\Oh, the choose-your-own method of application.\Huh? Where's Yoshida?\Stare...\It's still warm. response:	Huh? Wait, he left a letter behind?
