context: Master. Master. response:	Master! Master! Master!
context: there were changes in Grand Ziming Palace.\The elder prince Li Yuan was banished.\The second prince Li Jing donned the blue cape and became the ruler.\On the day that he succeeded the throne\Li Jing presented Ghost Tribe's sacred item\the winter lotus, to Heavenly Lord as tribute.\Heavenly Lord has accepted it.\What Your Highness means is that response:	the Celestial Tribe and the Ghost Tribe are now in a good relationship
context: The elder prince Li Yuan was banished.\The second prince Li Jing donned the blue cape and became the ruler.\On the day that he succeeded the throne\Li Jing presented Ghost Tribe's sacred item\the winter lotus, to Heavenly Lord as tribute.\Heavenly Lord has accepted it.\What Your Highness means is that\the Celestial Tribe and the Ghost Tribe are now in a good relationship response:	and you won't allow Kunlun Mountain to seek revenge, right?
context: The second prince Li Jing donned the blue cape and became the ruler.\On the day that he succeeded the throne\Li Jing presented Ghost Tribe's sacred item\the winter lotus, to Heavenly Lord as tribute.\Heavenly Lord has accepted it.\What Your Highness means is that\the Celestial Tribe and the Ghost Tribe are now in a good relationship\and you won't allow Kunlun Mountain to seek revenge, right? response:	The new ghost lord has already declared himself Heavenly Lords' vassal.
context: On the day that he succeeded the throne\Li Jing presented Ghost Tribe's sacred item\the winter lotus, to Heavenly Lord as tribute.\Heavenly Lord has accepted it.\What Your Highness means is that\the Celestial Tribe and the Ghost Tribe are now in a good relationship\and you won't allow Kunlun Mountain to seek revenge, right?\The new ghost lord has already declared himself Heavenly Lords' vassal. response:	For the peace of all the realms
context: Li Jing presented Ghost Tribe's sacred item\the winter lotus, to Heavenly Lord as tribute.\Heavenly Lord has accepted it.\What Your Highness means is that\the Celestial Tribe and the Ghost Tribe are now in a good relationship\and you won't allow Kunlun Mountain to seek revenge, right?\The new ghost lord has already declared himself Heavenly Lords' vassal.\For the peace of all the realms response:	it is inappropriate to have any conflicts.
context: the winter lotus, to Heavenly Lord as tribute.\Heavenly Lord has accepted it.\What Your Highness means is that\the Celestial Tribe and the Ghost Tribe are now in a good relationship\and you won't allow Kunlun Mountain to seek revenge, right?\The new ghost lord has already declared himself Heavenly Lords' vassal.\For the peace of all the realms\it is inappropriate to have any conflicts. response:	As Mo Yuan's proudest disciple
context: Heavenly Lord has accepted it.\What Your Highness means is that\the Celestial Tribe and the Ghost Tribe are now in a good relationship\and you won't allow Kunlun Mountain to seek revenge, right?\The new ghost lord has already declared himself Heavenly Lords' vassal.\For the peace of all the realms\it is inappropriate to have any conflicts.\As Mo Yuan's proudest disciple response:	you wouldn't want our world in extreme distress, right?
context: What Your Highness means is that\the Celestial Tribe and the Ghost Tribe are now in a good relationship\and you won't allow Kunlun Mountain to seek revenge, right?\The new ghost lord has already declared himself Heavenly Lords' vassal.\For the peace of all the realms\it is inappropriate to have any conflicts.\As Mo Yuan's proudest disciple\you wouldn't want our world in extreme distress, right? response:	Before I came to Kunlun Mountain, I was just a fox.
context: the Celestial Tribe and the Ghost Tribe are now in a good relationship\and you won't allow Kunlun Mountain to seek revenge, right?\The new ghost lord has already declared himself Heavenly Lords' vassal.\For the peace of all the realms\it is inappropriate to have any conflicts.\As Mo Yuan's proudest disciple\you wouldn't want our world in extreme distress, right?\Before I came to Kunlun Mountain, I was just a fox. response:	While at Kunlun Mountain for the past 20,000 years
context: and you won't allow Kunlun Mountain to seek revenge, right?\The new ghost lord has already declared himself Heavenly Lords' vassal.\For the peace of all the realms\it is inappropriate to have any conflicts.\As Mo Yuan's proudest disciple\you wouldn't want our world in extreme distress, right?\Before I came to Kunlun Mountain, I was just a fox.\While at Kunlun Mountain for the past 20,000 years response:	Master has never suppressed my innate tendencies.
context: The new ghost lord has already declared himself Heavenly Lords' vassal.\For the peace of all the realms\it is inappropriate to have any conflicts.\As Mo Yuan's proudest disciple\you wouldn't want our world in extreme distress, right?\Before I came to Kunlun Mountain, I was just a fox.\While at Kunlun Mountain for the past 20,000 years\Master has never suppressed my innate tendencies. response:	Pretenses at complying and swallowing my anger are not in my nature.
context: For the peace of all the realms\it is inappropriate to have any conflicts.\As Mo Yuan's proudest disciple\you wouldn't want our world in extreme distress, right?\Before I came to Kunlun Mountain, I was just a fox.\While at Kunlun Mountain for the past 20,000 years\Master has never suppressed my innate tendencies.\Pretenses at complying and swallowing my anger are not in my nature. response:	Si Yin, I've been patient again and again since we were once comrades.
context: it is inappropriate to have any conflicts.\As Mo Yuan's proudest disciple\you wouldn't want our world in extreme distress, right?\Before I came to Kunlun Mountain, I was just a fox.\While at Kunlun Mountain for the past 20,000 years\Master has never suppressed my innate tendencies.\Pretenses at complying and swallowing my anger are not in my nature.\Si Yin, I've been patient again and again since we were once comrades. response:	I never would have thought that you were this stubborn.
context: As Mo Yuan's proudest disciple\you wouldn't want our world in extreme distress, right?\Before I came to Kunlun Mountain, I was just a fox.\While at Kunlun Mountain for the past 20,000 years\Master has never suppressed my innate tendencies.\Pretenses at complying and swallowing my anger are not in my nature.\Si Yin, I've been patient again and again since we were once comrades.\I never would have thought that you were this stubborn. response:	Should I teach Mo Yun's disciples for him?
context: you wouldn't want our world in extreme distress, right?\Before I came to Kunlun Mountain, I was just a fox.\While at Kunlun Mountain for the past 20,000 years\Master has never suppressed my innate tendencies.\Pretenses at complying and swallowing my anger are not in my nature.\Si Yin, I've been patient again and again since we were once comrades.\I never would have thought that you were this stubborn.\Should I teach Mo Yun's disciples for him? response:	Your Highness! To protect the Celestial Tribe
context: Before I came to Kunlun Mountain, I was just a fox.\While at Kunlun Mountain for the past 20,000 years\Master has never suppressed my innate tendencies.\Pretenses at complying and swallowing my anger are not in my nature.\Si Yin, I've been patient again and again since we were once comrades.\I never would have thought that you were this stubborn.\Should I teach Mo Yun's disciples for him?\Your Highness! To protect the Celestial Tribe response:	my master used his soul to destroy the bell of the East Emperor.
context: While at Kunlun Mountain for the past 20,000 years\Master has never suppressed my innate tendencies.\Pretenses at complying and swallowing my anger are not in my nature.\Si Yin, I've been patient again and again since we were once comrades.\I never would have thought that you were this stubborn.\Should I teach Mo Yun's disciples for him?\Your Highness! To protect the Celestial Tribe\my master used his soul to destroy the bell of the East Emperor. response:	Why aren't the disciples of Kunlun Mountain allowed to seek revenge?
context: Master has never suppressed my innate tendencies.\Pretenses at complying and swallowing my anger are not in my nature.\Si Yin, I've been patient again and again since we were once comrades.\I never would have thought that you were this stubborn.\Should I teach Mo Yun's disciples for him?\Your Highness! To protect the Celestial Tribe\my master used his soul to destroy the bell of the East Emperor.\Why aren't the disciples of Kunlun Mountain allowed to seek revenge? response:	If there is nothing else, I will take my leave.
context: Pretenses at complying and swallowing my anger are not in my nature.\Si Yin, I've been patient again and again since we were once comrades.\I never would have thought that you were this stubborn.\Should I teach Mo Yun's disciples for him?\Your Highness! To protect the Celestial Tribe\my master used his soul to destroy the bell of the East Emperor.\Why aren't the disciples of Kunlun Mountain allowed to seek revenge?\If there is nothing else, I will take my leave. response:	Seventeenth!
context: Si Yin, I've been patient again and again since we were once comrades.\I never would have thought that you were this stubborn.\Should I teach Mo Yun's disciples for him?\Your Highness! To protect the Celestial Tribe\my master used his soul to destroy the bell of the East Emperor.\Why aren't the disciples of Kunlun Mountain allowed to seek revenge?\If there is nothing else, I will take my leave.\Seventeenth! response:	Your Highness, don't worry.
context: I never would have thought that you were this stubborn.\Should I teach Mo Yun's disciples for him?\Your Highness! To protect the Celestial Tribe\my master used his soul to destroy the bell of the East Emperor.\Why aren't the disciples of Kunlun Mountain allowed to seek revenge?\If there is nothing else, I will take my leave.\Seventeenth!\Your Highness, don't worry. response:	Seventeenth understands Master the most.
context: Should I teach Mo Yun's disciples for him?\Your Highness! To protect the Celestial Tribe\my master used his soul to destroy the bell of the East Emperor.\Why aren't the disciples of Kunlun Mountain allowed to seek revenge?\If there is nothing else, I will take my leave.\Seventeenth!\Your Highness, don't worry.\Seventeenth understands Master the most. response:	Right now, he still hasn't recovered from the pain yet.
context: Your Highness! To protect the Celestial Tribe\my master used his soul to destroy the bell of the East Emperor.\Why aren't the disciples of Kunlun Mountain allowed to seek revenge?\If there is nothing else, I will take my leave.\Seventeenth!\Your Highness, don't worry.\Seventeenth understands Master the most.\Right now, he still hasn't recovered from the pain yet. response:	That's why he's speaking out to you.
context: my master used his soul to destroy the bell of the East Emperor.\Why aren't the disciples of Kunlun Mountain allowed to seek revenge?\If there is nothing else, I will take my leave.\Seventeenth!\Your Highness, don't worry.\Seventeenth understands Master the most.\Right now, he still hasn't recovered from the pain yet.\That's why he's speaking out to you. response:	Please don't take it to heart, Your Highness.
context: Why aren't the disciples of Kunlun Mountain allowed to seek revenge?\If there is nothing else, I will take my leave.\Seventeenth!\Your Highness, don't worry.\Seventeenth understands Master the most.\Right now, he still hasn't recovered from the pain yet.\That's why he's speaking out to you.\Please don't take it to heart, Your Highness. response:	Please report to Heavenly Lord that since Qing Cang has been sealed away
context: If there is nothing else, I will take my leave.\Seventeenth!\Your Highness, don't worry.\Seventeenth understands Master the most.\Right now, he still hasn't recovered from the pain yet.\That's why he's speaking out to you.\Please don't take it to heart, Your Highness.\Please report to Heavenly Lord that since Qing Cang has been sealed away response:	Kunlun Mountain will definitely not seek revenge.
context: Seventeenth!\Your Highness, don't worry.\Seventeenth understands Master the most.\Right now, he still hasn't recovered from the pain yet.\That's why he's speaking out to you.\Please don't take it to heart, Your Highness.\Please report to Heavenly Lord that since Qing Cang has been sealed away\Kunlun Mountain will definitely not seek revenge. response:	Who has touched the golden lotus?
context: Your Highness, don't worry.\Seventeenth understands Master the most.\Right now, he still hasn't recovered from the pain yet.\That's why he's speaking out to you.\Please don't take it to heart, Your Highness.\Please report to Heavenly Lord that since Qing Cang has been sealed away\Kunlun Mountain will definitely not seek revenge.\Who has touched the golden lotus? response:	Master.
context: Seventeenth understands Master the most.\Right now, he still hasn't recovered from the pain yet.\That's why he's speaking out to you.\Please don't take it to heart, Your Highness.\Please report to Heavenly Lord that since Qing Cang has been sealed away\Kunlun Mountain will definitely not seek revenge.\Who has touched the golden lotus?\Master. response:	A-Yin, someone has touched the golden lotus without permission.
context: Right now, he still hasn't recovered from the pain yet.\That's why he's speaking out to you.\Please don't take it to heart, Your Highness.\Please report to Heavenly Lord that since Qing Cang has been sealed away\Kunlun Mountain will definitely not seek revenge.\Who has touched the golden lotus?\Master.\A-Yin, someone has touched the golden lotus without permission. response:	I can't stay on Kunlun Mountain with you.
context: That's why he's speaking out to you.\Please don't take it to heart, Your Highness.\Please report to Heavenly Lord that since Qing Cang has been sealed away\Kunlun Mountain will definitely not seek revenge.\Who has touched the golden lotus?\Master.\A-Yin, someone has touched the golden lotus without permission.\I can't stay on Kunlun Mountain with you. response:	After I've recovered my human form
context: Please don't take it to heart, Your Highness.\Please report to Heavenly Lord that since Qing Cang has been sealed away\Kunlun Mountain will definitely not seek revenge.\Who has touched the golden lotus?\Master.\A-Yin, someone has touched the golden lotus without permission.\I can't stay on Kunlun Mountain with you.\After I've recovered my human form response:	I won't remember this place, or you.
context: Please report to Heavenly Lord that since Qing Cang has been sealed away\Kunlun Mountain will definitely not seek revenge.\Who has touched the golden lotus?\Master.\A-Yin, someone has touched the golden lotus without permission.\I can't stay on Kunlun Mountain with you.\After I've recovered my human form\I won't remember this place, or you. response:	A-Yin.
context: Kunlun Mountain will definitely not seek revenge.\Who has touched the golden lotus?\Master.\A-Yin, someone has touched the golden lotus without permission.\I can't stay on Kunlun Mountain with you.\After I've recovered my human form\I won't remember this place, or you.\A-Yin. response:	Master.
context: Who has touched the golden lotus?\Master.\A-Yin, someone has touched the golden lotus without permission.\I can't stay on Kunlun Mountain with you.\After I've recovered my human form\I won't remember this place, or you.\A-Yin.\Master. response:	Master?
context: Master.\A-Yin, someone has touched the golden lotus without permission.\I can't stay on Kunlun Mountain with you.\After I've recovered my human form\I won't remember this place, or you.\A-Yin.\Master.\Master? response:	Master.
context: A-Yin, someone has touched the golden lotus without permission.\I can't stay on Kunlun Mountain with you.\After I've recovered my human form\I won't remember this place, or you.\A-Yin.\Master.\Master?\Master. response:	Was that you just now, Master?
context: I can't stay on Kunlun Mountain with you.\After I've recovered my human form\I won't remember this place, or you.\A-Yin.\Master.\Master?\Master.\Was that you just now, Master? response:	The golden lotus just withered all of a sudden! It's an omen!
context: After I've recovered my human form\I won't remember this place, or you.\A-Yin.\Master.\Master?\Master.\Was that you just now, Master?\The golden lotus just withered all of a sudden! It's an omen! response:	Senior, what should we do?
context: I won't remember this place, or you.\A-Yin.\Master.\Master?\Master.\Was that you just now, Master?\The golden lotus just withered all of a sudden! It's an omen!\Senior, what should we do? response:	Your Highnesses.
context: A-Yin.\Master.\Master?\Master.\Was that you just now, Master?\The golden lotus just withered all of a sudden! It's an omen!\Senior, what should we do?\Your Highnesses. response:	Because Master's favorite golden lotus withered
context: Master.\Master?\Master.\Was that you just now, Master?\The golden lotus just withered all of a sudden! It's an omen!\Senior, what should we do?\Your Highnesses.\Because Master's favorite golden lotus withered response:	Second Disciple didn't follow proper etiquette.
context: Master?\Master.\Was that you just now, Master?\The golden lotus just withered all of a sudden! It's an omen!\Senior, what should we do?\Your Highnesses.\Because Master's favorite golden lotus withered\Second Disciple didn't follow proper etiquette. response:	Please don't take it to heart.
context: Master.\Was that you just now, Master?\The golden lotus just withered all of a sudden! It's an omen!\Senior, what should we do?\Your Highnesses.\Because Master's favorite golden lotus withered\Second Disciple didn't follow proper etiquette.\Please don't take it to heart. response:	It's okay.
context: Was that you just now, Master?\The golden lotus just withered all of a sudden! It's an omen!\Senior, what should we do?\Your Highnesses.\Because Master's favorite golden lotus withered\Second Disciple didn't follow proper etiquette.\Please don't take it to heart.\It's okay. response:	Could it be that even you have followed Master in death?
context: The golden lotus just withered all of a sudden! It's an omen!\Senior, what should we do?\Your Highnesses.\Because Master's favorite golden lotus withered\Second Disciple didn't follow proper etiquette.\Please don't take it to heart.\It's okay.\Could it be that even you have followed Master in death? response:	Your Highness, no need to panic.
context: Senior, what should we do?\Your Highnesses.\Because Master's favorite golden lotus withered\Second Disciple didn't follow proper etiquette.\Please don't take it to heart.\It's okay.\Could it be that even you have followed Master in death?\Your Highness, no need to panic. response:	Master once said that
context: Your Highnesses.\Because Master's favorite golden lotus withered\Second Disciple didn't follow proper etiquette.\Please don't take it to heart.\It's okay.\Could it be that even you have followed Master in death?\Your Highness, no need to panic.\Master once said that response:	this golden lotus has been waiting for its master.
context: Because Master's favorite golden lotus withered\Second Disciple didn't follow proper etiquette.\Please don't take it to heart.\It's okay.\Could it be that even you have followed Master in death?\Your Highness, no need to panic.\Master once said that\this golden lotus has been waiting for its master. response:	It was just staying at Kunlun Mountain temporarily.
context: Second Disciple didn't follow proper etiquette.\Please don't take it to heart.\It's okay.\Could it be that even you have followed Master in death?\Your Highness, no need to panic.\Master once said that\this golden lotus has been waiting for its master.\It was just staying at Kunlun Mountain temporarily. response:	Now that Your Highness is here
context: Please don't take it to heart.\It's okay.\Could it be that even you have followed Master in death?\Your Highness, no need to panic.\Master once said that\this golden lotus has been waiting for its master.\It was just staying at Kunlun Mountain temporarily.\Now that Your Highness is here response:	the golden lotus first withered
context: It's okay.\Could it be that even you have followed Master in death?\Your Highness, no need to panic.\Master once said that\this golden lotus has been waiting for its master.\It was just staying at Kunlun Mountain temporarily.\Now that Your Highness is here\the golden lotus first withered response:	and then transformed and dissipates golden rays
context: Could it be that even you have followed Master in death?\Your Highness, no need to panic.\Master once said that\this golden lotus has been waiting for its master.\It was just staying at Kunlun Mountain temporarily.\Now that Your Highness is here\the golden lotus first withered\and then transformed and dissipates golden rays response:	I think Your Highness is the master it was waiting for.
context: Your Highness, no need to panic.\Master once said that\this golden lotus has been waiting for its master.\It was just staying at Kunlun Mountain temporarily.\Now that Your Highness is here\the golden lotus first withered\and then transformed and dissipates golden rays\I think Your Highness is the master it was waiting for. response:	Me?
context: Master once said that\this golden lotus has been waiting for its master.\It was just staying at Kunlun Mountain temporarily.\Now that Your Highness is here\the golden lotus first withered\and then transformed and dissipates golden rays\I think Your Highness is the master it was waiting for.\Me? response:	Why would it be me?
context: this golden lotus has been waiting for its master.\It was just staying at Kunlun Mountain temporarily.\Now that Your Highness is here\the golden lotus first withered\and then transformed and dissipates golden rays\I think Your Highness is the master it was waiting for.\Me?\Why would it be me? response:	All things in the world have a special fate.
context: It was just staying at Kunlun Mountain temporarily.\Now that Your Highness is here\the golden lotus first withered\and then transformed and dissipates golden rays\I think Your Highness is the master it was waiting for.\Me?\Why would it be me?\All things in the world have a special fate. response:	Ever since Heavenly Father returned to nothingness
context: Now that Your Highness is here\the golden lotus first withered\and then transformed and dissipates golden rays\I think Your Highness is the master it was waiting for.\Me?\Why would it be me?\All things in the world have a special fate.\Ever since Heavenly Father returned to nothingness response:	Master has been maintaining this golden lotus for tens of thousands of years.
context: the golden lotus first withered\and then transformed and dissipates golden rays\I think Your Highness is the master it was waiting for.\Me?\Why would it be me?\All things in the world have a special fate.\Ever since Heavenly Father returned to nothingness\Master has been maintaining this golden lotus for tens of thousands of years. response:	Now that Master is gone
context: and then transformed and dissipates golden rays\I think Your Highness is the master it was waiting for.\Me?\Why would it be me?\All things in the world have a special fate.\Ever since Heavenly Father returned to nothingness\Master has been maintaining this golden lotus for tens of thousands of years.\Now that Master is gone response:	it's a fortunate thing that this golden lotus has a special fate with you.
context: I think Your Highness is the master it was waiting for.\Me?\Why would it be me?\All things in the world have a special fate.\Ever since Heavenly Father returned to nothingness\Master has been maintaining this golden lotus for tens of thousands of years.\Now that Master is gone\it's a fortunate thing that this golden lotus has a special fate with you. response:	Seventeenth.
context: Me?\Why would it be me?\All things in the world have a special fate.\Ever since Heavenly Father returned to nothingness\Master has been maintaining this golden lotus for tens of thousands of years.\Now that Master is gone\it's a fortunate thing that this golden lotus has a special fate with you.\Seventeenth. response:	Watching you leave so anxiously made me really worried.
context: Why would it be me?\All things in the world have a special fate.\Ever since Heavenly Father returned to nothingness\Master has been maintaining this golden lotus for tens of thousands of years.\Now that Master is gone\it's a fortunate thing that this golden lotus has a special fate with you.\Seventeenth.\Watching you leave so anxiously made me really worried. response:	You must not have thoughts of going to Ghost Realm to seek revenge.
context: All things in the world have a special fate.\Ever since Heavenly Father returned to nothingness\Master has been maintaining this golden lotus for tens of thousands of years.\Now that Master is gone\it's a fortunate thing that this golden lotus has a special fate with you.\Seventeenth.\Watching you leave so anxiously made me really worried.\You must not have thoughts of going to Ghost Realm to seek revenge. response:	Revenge?
context: Ever since Heavenly Father returned to nothingness\Master has been maintaining this golden lotus for tens of thousands of years.\Now that Master is gone\it's a fortunate thing that this golden lotus has a special fate with you.\Seventeenth.\Watching you leave so anxiously made me really worried.\You must not have thoughts of going to Ghost Realm to seek revenge.\Revenge? response:	This is peace that Master sacrificed his life for.
context: Master has been maintaining this golden lotus for tens of thousands of years.\Now that Master is gone\it's a fortunate thing that this golden lotus has a special fate with you.\Seventeenth.\Watching you leave so anxiously made me really worried.\You must not have thoughts of going to Ghost Realm to seek revenge.\Revenge?\This is peace that Master sacrificed his life for. response:	Why would I go seek revenge?
context: Now that Master is gone\it's a fortunate thing that this golden lotus has a special fate with you.\Seventeenth.\Watching you leave so anxiously made me really worried.\You must not have thoughts of going to Ghost Realm to seek revenge.\Revenge?\This is peace that Master sacrificed his life for.\Why would I go seek revenge? response:	Yes.
context: it's a fortunate thing that this golden lotus has a special fate with you.\Seventeenth.\Watching you leave so anxiously made me really worried.\You must not have thoughts of going to Ghost Realm to seek revenge.\Revenge?\This is peace that Master sacrificed his life for.\Why would I go seek revenge?\Yes. response:	You are Master's favorite disciple.
context: Seventeenth.\Watching you leave so anxiously made me really worried.\You must not have thoughts of going to Ghost Realm to seek revenge.\Revenge?\This is peace that Master sacrificed his life for.\Why would I go seek revenge?\Yes.\You are Master's favorite disciple. response:	How could you not know Master's intentions?
context: Watching you leave so anxiously made me really worried.\You must not have thoughts of going to Ghost Realm to seek revenge.\Revenge?\This is peace that Master sacrificed his life for.\Why would I go seek revenge?\Yes.\You are Master's favorite disciple.\How could you not know Master's intentions? response:	Seventeenth is no longer the same Seventeenth of the past.
context: You must not have thoughts of going to Ghost Realm to seek revenge.\Revenge?\This is peace that Master sacrificed his life for.\Why would I go seek revenge?\Yes.\You are Master's favorite disciple.\How could you not know Master's intentions?\Seventeenth is no longer the same Seventeenth of the past. response:	Master's spirit must be at peace now.
context: Revenge?\This is peace that Master sacrificed his life for.\Why would I go seek revenge?\Yes.\You are Master's favorite disciple.\How could you not know Master's intentions?\Seventeenth is no longer the same Seventeenth of the past.\Master's spirit must be at peace now. response:	Master has already been dead for so many days.
context: This is peace that Master sacrificed his life for.\Why would I go seek revenge?\Yes.\You are Master's favorite disciple.\How could you not know Master's intentions?\Seventeenth is no longer the same Seventeenth of the past.\Master's spirit must be at peace now.\Master has already been dead for so many days. response:	Why hasn't there been any changes to his body?
context: Why would I go seek revenge?\Yes.\You are Master's favorite disciple.\How could you not know Master's intentions?\Seventeenth is no longer the same Seventeenth of the past.\Master's spirit must be at peace now.\Master has already been dead for so many days.\Why hasn't there been any changes to his body? response:	Could there be special powers in this cave?
context: Yes.\You are Master's favorite disciple.\How could you not know Master's intentions?\Seventeenth is no longer the same Seventeenth of the past.\Master's spirit must be at peace now.\Master has already been dead for so many days.\Why hasn't there been any changes to his body?\Could there be special powers in this cave? response:	It might be Heavenly Father's protection.
context: You are Master's favorite disciple.\How could you not know Master's intentions?\Seventeenth is no longer the same Seventeenth of the past.\Master's spirit must be at peace now.\Master has already been dead for so many days.\Why hasn't there been any changes to his body?\Could there be special powers in this cave?\It might be Heavenly Father's protection. response:	When Heavenly Father returned to nothingness, his body dissipated.
context: How could you not know Master's intentions?\Seventeenth is no longer the same Seventeenth of the past.\Master's spirit must be at peace now.\Master has already been dead for so many days.\Why hasn't there been any changes to his body?\Could there be special powers in this cave?\It might be Heavenly Father's protection.\When Heavenly Father returned to nothingness, his body dissipated. response:	Seeing Master like this made me remember a rumor.
context: Seventeenth is no longer the same Seventeenth of the past.\Master's spirit must be at peace now.\Master has already been dead for so many days.\Why hasn't there been any changes to his body?\Could there be special powers in this cave?\It might be Heavenly Father's protection.\When Heavenly Father returned to nothingness, his body dissipated.\Seeing Master like this made me remember a rumor. response:	What rumor?
context: Master's spirit must be at peace now.\Master has already been dead for so many days.\Why hasn't there been any changes to his body?\Could there be special powers in this cave?\It might be Heavenly Father's protection.\When Heavenly Father returned to nothingness, his body dissipated.\Seeing Master like this made me remember a rumor.\What rumor? response:	Ghost Tribe's sacred item, the soul jade.
context: Master has already been dead for so many days.\Why hasn't there been any changes to his body?\Could there be special powers in this cave?\It might be Heavenly Father's protection.\When Heavenly Father returned to nothingness, his body dissipated.\Seeing Master like this made me remember a rumor.\What rumor?\Ghost Tribe's sacred item, the soul jade. response:	Soul jade?
context: Why hasn't there been any changes to his body?\Could there be special powers in this cave?\It might be Heavenly Father's protection.\When Heavenly Father returned to nothingness, his body dissipated.\Seeing Master like this made me remember a rumor.\What rumor?\Ghost Tribe's sacred item, the soul jade.\Soul jade? response:	The ancient books have records about Ghost Tribe's soul jade.
context: Could there be special powers in this cave?\It might be Heavenly Father's protection.\When Heavenly Father returned to nothingness, his body dissipated.\Seeing Master like this made me remember a rumor.\What rumor?\Ghost Tribe's sacred item, the soul jade.\Soul jade?\The ancient books have records about Ghost Tribe's soul jade. response:	If a corpse keeps it in his mouth, it will never rot.
context: It might be Heavenly Father's protection.\When Heavenly Father returned to nothingness, his body dissipated.\Seeing Master like this made me remember a rumor.\What rumor?\Ghost Tribe's sacred item, the soul jade.\Soul jade?\The ancient books have records about Ghost Tribe's soul jade.\If a corpse keeps it in his mouth, it will never rot. response:	Is that rumor true?
context: When Heavenly Father returned to nothingness, his body dissipated.\Seeing Master like this made me remember a rumor.\What rumor?\Ghost Tribe's sacred item, the soul jade.\Soul jade?\The ancient books have records about Ghost Tribe's soul jade.\If a corpse keeps it in his mouth, it will never rot.\Is that rumor true? response:	It was recorded in the ancient books, so it should be true.
context: Seeing Master like this made me remember a rumor.\What rumor?\Ghost Tribe's sacred item, the soul jade.\Soul jade?\The ancient books have records about Ghost Tribe's soul jade.\If a corpse keeps it in his mouth, it will never rot.\Is that rumor true?\It was recorded in the ancient books, so it should be true. response:	But now, Kunlun Mountain and Ghost Tribe have irreconcilable differences.
context: What rumor?\Ghost Tribe's sacred item, the soul jade.\Soul jade?\The ancient books have records about Ghost Tribe's soul jade.\If a corpse keeps it in his mouth, it will never rot.\Is that rumor true?\It was recorded in the ancient books, so it should be true.\But now, Kunlun Mountain and Ghost Tribe have irreconcilable differences. response:	Even though it's not bad enough to the point of getting revenge
context: Ghost Tribe's sacred item, the soul jade.\Soul jade?\The ancient books have records about Ghost Tribe's soul jade.\If a corpse keeps it in his mouth, it will never rot.\Is that rumor true?\It was recorded in the ancient books, so it should be true.\But now, Kunlun Mountain and Ghost Tribe have irreconcilable differences.\Even though it's not bad enough to the point of getting revenge response:	it's not good enough to have dealings with each other.
context: Soul jade?\The ancient books have records about Ghost Tribe's soul jade.\If a corpse keeps it in his mouth, it will never rot.\Is that rumor true?\It was recorded in the ancient books, so it should be true.\But now, Kunlun Mountain and Ghost Tribe have irreconcilable differences.\Even though it's not bad enough to the point of getting revenge\it's not good enough to have dealings with each other. response:	Seventeenth, don't get any thoughts about trying to take it by force.
context: The ancient books have records about Ghost Tribe's soul jade.\If a corpse keeps it in his mouth, it will never rot.\Is that rumor true?\It was recorded in the ancient books, so it should be true.\But now, Kunlun Mountain and Ghost Tribe have irreconcilable differences.\Even though it's not bad enough to the point of getting revenge\it's not good enough to have dealings with each other.\Seventeenth, don't get any thoughts about trying to take it by force. response:	Who has come here?
context: If a corpse keeps it in his mouth, it will never rot.\Is that rumor true?\It was recorded in the ancient books, so it should be true.\But now, Kunlun Mountain and Ghost Tribe have irreconcilable differences.\Even though it's not bad enough to the point of getting revenge\it's not good enough to have dealings with each other.\Seventeenth, don't get any thoughts about trying to take it by force.\Who has come here? response:	Kunlun Mountain's seventeenth disciple, Si Yin.
context: Is that rumor true?\It was recorded in the ancient books, so it should be true.\But now, Kunlun Mountain and Ghost Tribe have irreconcilable differences.\Even though it's not bad enough to the point of getting revenge\it's not good enough to have dealings with each other.\Seventeenth, don't get any thoughts about trying to take it by force.\Who has come here?\Kunlun Mountain's seventeenth disciple, Si Yin. response:	I have to see Ghost Lord about an important matter.
context: It was recorded in the ancient books, so it should be true.\But now, Kunlun Mountain and Ghost Tribe have irreconcilable differences.\Even though it's not bad enough to the point of getting revenge\it's not good enough to have dealings with each other.\Seventeenth, don't get any thoughts about trying to take it by force.\Who has come here?\Kunlun Mountain's seventeenth disciple, Si Yin.\I have to see Ghost Lord about an important matter. response:	You want the soul jade?
context: But now, Kunlun Mountain and Ghost Tribe have irreconcilable differences.\Even though it's not bad enough to the point of getting revenge\it's not good enough to have dealings with each other.\Seventeenth, don't get any thoughts about trying to take it by force.\Who has come here?\Kunlun Mountain's seventeenth disciple, Si Yin.\I have to see Ghost Lord about an important matter.\You want the soul jade? response:	On account of our past friendship
context: Even though it's not bad enough to the point of getting revenge\it's not good enough to have dealings with each other.\Seventeenth, don't get any thoughts about trying to take it by force.\Who has come here?\Kunlun Mountain's seventeenth disciple, Si Yin.\I have to see Ghost Lord about an important matter.\You want the soul jade?\On account of our past friendship response:	please lend me the soul jade.
context: it's not good enough to have dealings with each other.\Seventeenth, don't get any thoughts about trying to take it by force.\Who has come here?\Kunlun Mountain's seventeenth disciple, Si Yin.\I have to see Ghost Lord about an important matter.\You want the soul jade?\On account of our past friendship\please lend me the soul jade. response:	Get up first.
context: Seventeenth, don't get any thoughts about trying to take it by force.\Who has come here?\Kunlun Mountain's seventeenth disciple, Si Yin.\I have to see Ghost Lord about an important matter.\You want the soul jade?\On account of our past friendship\please lend me the soul jade.\Get up first. response:	I thought you were here to seek revenge.
