context: Like what? response:	weeelll...
context: It's something I've always longed for.\But\Kuronuma.\Because he's always treated me so normally,\I forgot all about it.\He only cares about you because you look so depressed all the time!\He just cared about me because I seemed depressed.\I guess that's true. response:	I'm happy but I'm also shocked.
context: But\Kuronuma.\Because he's always treated me so normally,\I forgot all about it.\He only cares about you because you look so depressed all the time!\He just cared about me because I seemed depressed.\I guess that's true.\I'm happy but I'm also shocked. response:	I always looked up to that part of Kazehaya.
context: Kuronuma.\Because he's always treated me so normally,\I forgot all about it.\He only cares about you because you look so depressed all the time!\He just cared about me because I seemed depressed.\I guess that's true.\I'm happy but I'm also shocked.\I always looked up to that part of Kazehaya. response:	It's an easy mistake to make.
context: Because he's always treated me so normally,\I forgot all about it.\He only cares about you because you look so depressed all the time!\He just cared about me because I seemed depressed.\I guess that's true.\I'm happy but I'm also shocked.\I always looked up to that part of Kazehaya.\It's an easy mistake to make. response:	With Kazehaya always paying special attention to you and all.
context: I forgot all about it.\He only cares about you because you look so depressed all the time!\He just cared about me because I seemed depressed.\I guess that's true.\I'm happy but I'm also shocked.\I always looked up to that part of Kazehaya.\It's an easy mistake to make.\With Kazehaya always paying special attention to you and all. response:	What?! Does he know?
context: He only cares about you because you look so depressed all the time!\He just cared about me because I seemed depressed.\I guess that's true.\I'm happy but I'm also shocked.\I always looked up to that part of Kazehaya.\It's an easy mistake to make.\With Kazehaya always paying special attention to you and all.\What?! Does he know? response:	Amazing! He really is a psychic!
context: He just cared about me because I seemed depressed.\I guess that's true.\I'm happy but I'm also shocked.\I always looked up to that part of Kazehaya.\It's an easy mistake to make.\With Kazehaya always paying special attention to you and all.\What?! Does he know?\Amazing! He really is a psychic! response:	I'm sure Kazehaya didn't mean to do any harm.
context: I guess that's true.\I'm happy but I'm also shocked.\I always looked up to that part of Kazehaya.\It's an easy mistake to make.\With Kazehaya always paying special attention to you and all.\What?! Does he know?\Amazing! He really is a psychic!\I'm sure Kazehaya didn't mean to do any harm. response:	He's just kind of insensitive I guess.
context: I'm happy but I'm also shocked.\I always looked up to that part of Kazehaya.\It's an easy mistake to make.\With Kazehaya always paying special attention to you and all.\What?! Does he know?\Amazing! He really is a psychic!\I'm sure Kazehaya didn't mean to do any harm.\He's just kind of insensitive I guess. response:	Th-That's not true!
context: I always looked up to that part of Kazehaya.\It's an easy mistake to make.\With Kazehaya always paying special attention to you and all.\What?! Does he know?\Amazing! He really is a psychic!\I'm sure Kazehaya didn't mean to do any harm.\He's just kind of insensitive I guess.\Th-That's not true! response:	Kazehaya's always fair and kind and friendly, no matter who he's dealing with!
context: It's an easy mistake to make.\With Kazehaya always paying special attention to you and all.\What?! Does he know?\Amazing! He really is a psychic!\I'm sure Kazehaya didn't mean to do any harm.\He's just kind of insensitive I guess.\Th-That's not true!\Kazehaya's always fair and kind and friendly, no matter who he's dealing with! response:	He's always greeted even me with a smile!
context: With Kazehaya always paying special attention to you and all.\What?! Does he know?\Amazing! He really is a psychic!\I'm sure Kazehaya didn't mean to do any harm.\He's just kind of insensitive I guess.\Th-That's not true!\Kazehaya's always fair and kind and friendly, no matter who he's dealing with!\He's always greeted even me with a smile! response:	When I told him how I felt, he believed me.
context: What?! Does he know?\Amazing! He really is a psychic!\I'm sure Kazehaya didn't mean to do any harm.\He's just kind of insensitive I guess.\Th-That's not true!\Kazehaya's always fair and kind and friendly, no matter who he's dealing with!\He's always greeted even me with a smile!\When I told him how I felt, he believed me. response:	He's the first person I could talk to without feeling like there was a wall between us.
context: Amazing! He really is a psychic!\I'm sure Kazehaya didn't mean to do any harm.\He's just kind of insensitive I guess.\Th-That's not true!\Kazehaya's always fair and kind and friendly, no matter who he's dealing with!\He's always greeted even me with a smile!\When I told him how I felt, he believed me.\He's the first person I could talk to without feeling like there was a wall between us. response:	It's because he's always like that that I fell in love with him.
context: I'm sure Kazehaya didn't mean to do any harm.\He's just kind of insensitive I guess.\Th-That's not true!\Kazehaya's always fair and kind and friendly, no matter who he's dealing with!\He's always greeted even me with a smile!\When I told him how I felt, he believed me.\He's the first person I could talk to without feeling like there was a wall between us.\It's because he's always like that that I fell in love with him. response:	And yet, that wasn't enough anymore.
context: He's just kind of insensitive I guess.\Th-That's not true!\Kazehaya's always fair and kind and friendly, no matter who he's dealing with!\He's always greeted even me with a smile!\When I told him how I felt, he believed me.\He's the first person I could talk to without feeling like there was a wall between us.\It's because he's always like that that I fell in love with him.\And yet, that wasn't enough anymore. response:	I couldn't believe how greedy I was becoming.
context: Th-That's not true!\Kazehaya's always fair and kind and friendly, no matter who he's dealing with!\He's always greeted even me with a smile!\When I told him how I felt, he believed me.\He's the first person I could talk to without feeling like there was a wall between us.\It's because he's always like that that I fell in love with him.\And yet, that wasn't enough anymore.\I couldn't believe how greedy I was becoming. response:	I interpreted things wrong
context: Kazehaya's always fair and kind and friendly, no matter who he's dealing with!\He's always greeted even me with a smile!\When I told him how I felt, he believed me.\He's the first person I could talk to without feeling like there was a wall between us.\It's because he's always like that that I fell in love with him.\And yet, that wasn't enough anymore.\I couldn't believe how greedy I was becoming.\I interpreted things wrong response:	You knew you were wrong?
context: He's always greeted even me with a smile!\When I told him how I felt, he believed me.\He's the first person I could talk to without feeling like there was a wall between us.\It's because he's always like that that I fell in love with him.\And yet, that wasn't enough anymore.\I couldn't believe how greedy I was becoming.\I interpreted things wrong\You knew you were wrong? response:	Ah, stop! It's hard to admit stuff like this, even to myself.
context: When I told him how I felt, he believed me.\He's the first person I could talk to without feeling like there was a wall between us.\It's because he's always like that that I fell in love with him.\And yet, that wasn't enough anymore.\I couldn't believe how greedy I was becoming.\I interpreted things wrong\You knew you were wrong?\Ah, stop! It's hard to admit stuff like this, even to myself. response:	I understand.
context: He's the first person I could talk to without feeling like there was a wall between us.\It's because he's always like that that I fell in love with him.\And yet, that wasn't enough anymore.\I couldn't believe how greedy I was becoming.\I interpreted things wrong\You knew you were wrong?\Ah, stop! It's hard to admit stuff like this, even to myself.\I understand. response:	That insensitive jerk!
context: It's because he's always like that that I fell in love with him.\And yet, that wasn't enough anymore.\I couldn't believe how greedy I was becoming.\I interpreted things wrong\You knew you were wrong?\Ah, stop! It's hard to admit stuff like this, even to myself.\I understand.\That insensitive jerk! response:	Don't you think it'd be a good idea to avoid Kazehaya from now on?
context: And yet, that wasn't enough anymore.\I couldn't believe how greedy I was becoming.\I interpreted things wrong\You knew you were wrong?\Ah, stop! It's hard to admit stuff like this, even to myself.\I understand.\That insensitive jerk!\Don't you think it'd be a good idea to avoid Kazehaya from now on? response:	For both of your sakes!
context: I couldn't believe how greedy I was becoming.\I interpreted things wrong\You knew you were wrong?\Ah, stop! It's hard to admit stuff like this, even to myself.\I understand.\That insensitive jerk!\Don't you think it'd be a good idea to avoid Kazehaya from now on?\For both of your sakes! response:	Both our sakes?
context: I interpreted things wrong\You knew you were wrong?\Ah, stop! It's hard to admit stuff like this, even to myself.\I understand.\That insensitive jerk!\Don't you think it'd be a good idea to avoid Kazehaya from now on?\For both of your sakes!\Both our sakes? response:	Yeah! You should live your own life, enjoy your youth!
context: You knew you were wrong?\Ah, stop! It's hard to admit stuff like this, even to myself.\I understand.\That insensitive jerk!\Don't you think it'd be a good idea to avoid Kazehaya from now on?\For both of your sakes!\Both our sakes?\Yeah! You should live your own life, enjoy your youth! response:	And Kazehaya's mission would be completed so he could
context: Ah, stop! It's hard to admit stuff like this, even to myself.\I understand.\That insensitive jerk!\Don't you think it'd be a good idea to avoid Kazehaya from now on?\For both of your sakes!\Both our sakes?\Yeah! You should live your own life, enjoy your youth!\And Kazehaya's mission would be completed so he could response:	Sadako, Kazehaya has someone he likes.
context: I understand.\That insensitive jerk!\Don't you think it'd be a good idea to avoid Kazehaya from now on?\For both of your sakes!\Both our sakes?\Yeah! You should live your own life, enjoy your youth!\And Kazehaya's mission would be completed so he could\Sadako, Kazehaya has someone he likes. response:	He's already rejected me.
context: That insensitive jerk!\Don't you think it'd be a good idea to avoid Kazehaya from now on?\For both of your sakes!\Both our sakes?\Yeah! You should live your own life, enjoy your youth!\And Kazehaya's mission would be completed so he could\Sadako, Kazehaya has someone he likes.\He's already rejected me. response:	I didn't want to tell you,
context: Don't you think it'd be a good idea to avoid Kazehaya from now on?\For both of your sakes!\Both our sakes?\Yeah! You should live your own life, enjoy your youth!\And Kazehaya's mission would be completed so he could\Sadako, Kazehaya has someone he likes.\He's already rejected me.\I didn't want to tell you, response:	but now don't you think you can leave him alone?
context: For both of your sakes!\Both our sakes?\Yeah! You should live your own life, enjoy your youth!\And Kazehaya's mission would be completed so he could\Sadako, Kazehaya has someone he likes.\He's already rejected me.\I didn't want to tell you,\but now don't you think you can leave him alone? response:	You don't want to be a bother to him, right?
context: Both our sakes?\Yeah! You should live your own life, enjoy your youth!\And Kazehaya's mission would be completed so he could\Sadako, Kazehaya has someone he likes.\He's already rejected me.\I didn't want to tell you,\but now don't you think you can leave him alone?\You don't want to be a bother to him, right? response:	You should start over.
context: Yeah! You should live your own life, enjoy your youth!\And Kazehaya's mission would be completed so he could\Sadako, Kazehaya has someone he likes.\He's already rejected me.\I didn't want to tell you,\but now don't you think you can leave him alone?\You don't want to be a bother to him, right?\You should start over. response:	Have other crushes!
context: And Kazehaya's mission would be completed so he could\Sadako, Kazehaya has someone he likes.\He's already rejected me.\I didn't want to tell you,\but now don't you think you can leave him alone?\You don't want to be a bother to him, right?\You should start over.\Have other crushes! response:	Experience a lot of fun
context: Sadako, Kazehaya has someone he likes.\He's already rejected me.\I didn't want to tell you,\but now don't you think you can leave him alone?\You don't want to be a bother to him, right?\You should start over.\Have other crushes!\Experience a lot of fun response:	Sadako?
context: He's already rejected me.\I didn't want to tell you,\but now don't you think you can leave him alone?\You don't want to be a bother to him, right?\You should start over.\Have other crushes!\Experience a lot of fun\Sadako? response:	There was someone.
context: I didn't want to tell you,\but now don't you think you can leave him alone?\You don't want to be a bother to him, right?\You should start over.\Have other crushes!\Experience a lot of fun\Sadako?\There was someone. response:	There really was someone.
context: but now don't you think you can leave him alone?\You don't want to be a bother to him, right?\You should start over.\Have other crushes!\Experience a lot of fun\Sadako?\There was someone.\There really was someone. response:	Hey!
context: You don't want to be a bother to him, right?\You should start over.\Have other crushes!\Experience a lot of fun\Sadako?\There was someone.\There really was someone.\Hey! response:	You were that serious about him?!
context: You should start over.\Have other crushes!\Experience a lot of fun\Sadako?\There was someone.\There really was someone.\Hey!\You were that serious about him?! response:	I'm sorry!
context: Have other crushes!\Experience a lot of fun\Sadako?\There was someone.\There really was someone.\Hey!\You were that serious about him?!\I'm sorry! response:	I'm sure there's someone better for you out there though!
context: Experience a lot of fun\Sadako?\There was someone.\There really was someone.\Hey!\You were that serious about him?!\I'm sorry!\I'm sure there's someone better for you out there though! response:	It's okay!
context: Sadako?\There was someone.\There really was someone.\Hey!\You were that serious about him?!\I'm sorry!\I'm sure there's someone better for you out there though!\It's okay! response:	Sadako, you're much cuter when you smile! Smile!
context: There was someone.\There really was someone.\Hey!\You were that serious about him?!\I'm sorry!\I'm sure there's someone better for you out there though!\It's okay!\Sadako, you're much cuter when you smile! Smile! response:	I can't stop crying
context: There really was someone.\Hey!\You were that serious about him?!\I'm sorry!\I'm sure there's someone better for you out there though!\It's okay!\Sadako, you're much cuter when you smile! Smile!\I can't stop crying response:	There was nothing I could do
context: Hey!\You were that serious about him?!\I'm sorry!\I'm sure there's someone better for you out there though!\It's okay!\Sadako, you're much cuter when you smile! Smile!\I can't stop crying\There was nothing I could do response:	I really was too naive.
context: You were that serious about him?!\I'm sorry!\I'm sure there's someone better for you out there though!\It's okay!\Sadako, you're much cuter when you smile! Smile!\I can't stop crying\There was nothing I could do\I really was too naive. response:	It's okay, it's okay!
context: I'm sorry!\I'm sure there's someone better for you out there though!\It's okay!\Sadako, you're much cuter when you smile! Smile!\I can't stop crying\There was nothing I could do\I really was too naive.\It's okay, it's okay! response:	Have some confidence in yourself!
context: I'm sure there's someone better for you out there though!\It's okay!\Sadako, you're much cuter when you smile! Smile!\I can't stop crying\There was nothing I could do\I really was too naive.\It's okay, it's okay!\Have some confidence in yourself! response:	There are tons of guys out there!
context: It's okay!\Sadako, you're much cuter when you smile! Smile!\I can't stop crying\There was nothing I could do\I really was too naive.\It's okay, it's okay!\Have some confidence in yourself!\There are tons of guys out there! response:	Like me.
context: Sadako, you're much cuter when you smile! Smile!\I can't stop crying\There was nothing I could do\I really was too naive.\It's okay, it's okay!\Have some confidence in yourself!\There are tons of guys out there!\Like me. response:	I wouldn't mind...
context: I can't stop crying\There was nothing I could do\I really was too naive.\It's okay, it's okay!\Have some confidence in yourself!\There are tons of guys out there!\Like me.\I wouldn't mind... response:	if you liked me.
context: There was nothing I could do\I really was too naive.\It's okay, it's okay!\Have some confidence in yourself!\There are tons of guys out there!\Like me.\I wouldn't mind...\if you liked me. response:	douka ima dake wa furimukanaide
context: I really was too naive.\It's okay, it's okay!\Have some confidence in yourself!\There are tons of guys out there!\Like me.\I wouldn't mind...\if you liked me.\douka ima dake wa furimukanaide response:	Please don't look at me right now
context: It's okay, it's okay!\Have some confidence in yourself!\There are tons of guys out there!\Like me.\I wouldn't mind...\if you liked me.\douka ima dake wa furimukanaide\Please don't look at me right now response:	yuugure sawagu kaze
context: Have some confidence in yourself!\There are tons of guys out there!\Like me.\I wouldn't mind...\if you liked me.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze response:	The sun's set, the wind's blowing,
context: There are tons of guys out there!\Like me.\I wouldn't mind...\if you liked me.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing, response:	furesouna kyouri
context: Like me.\I wouldn't mind...\if you liked me.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri response:	and we're so close that we can almost touch
context: I wouldn't mind...\if you liked me.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch response:	kimi wo mitsumeteru zutto
context: if you liked me.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto response:	My gaze has always been fixed on you
context: douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you response:	kimi ga suki de
context: Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de response:	I like you
context: yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you response:	kimi ga suki de
context: The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de response:	I've always liked you
context: furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you response:	kono omoi koi demo ii
context: and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii response:	I don't mind if this emotion is what they call love,
context: kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love, response:	kizu tsuitemo ii
context: My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii response:	and I don't care if I get hurt by it
context: kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it response:	nando demo tsutaetai
context: I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai response:	I just want to tell you, over and over again
context: kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again response:	kimi ni todoke
context: I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke response:	I want to reach you
context: kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you response:	Preview
context: I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview response:	Affection and Annoyance
context: kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview\Affection and Annoyance response:	In the beginning, I thought it was only natural
context: and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview\Affection and Annoyance\In the beginning, I thought it was only natural response:	Next time: Affection and Annoyance.
