context: Now you'll be saying goodbye to your johnny, too. response:	Your luck ran out when you met me there.
context: Why? Did you and Takky not come to an agreement?\I am a NEET, but I've always prided myself on being one of the best NEETs.\I don't have any special skills like Saki or Micchon,\so I've studied management and law,\to become an elite NEET that could back up other elite NEETs.\And you succeeded.\Almost, anyway.\Then what are you hung up on? response:	Eden of the East is a paradise for NEETs.
context: I am a NEET, but I've always prided myself on being one of the best NEETs.\I don't have any special skills like Saki or Micchon,\so I've studied management and law,\to become an elite NEET that could back up other elite NEETs.\And you succeeded.\Almost, anyway.\Then what are you hung up on?\Eden of the East is a paradise for NEETs. response:	I don't want to get help from someone who's not a NEET.
context: I don't have any special skills like Saki or Micchon,\so I've studied management and law,\to become an elite NEET that could back up other elite NEETs.\And you succeeded.\Almost, anyway.\Then what are you hung up on?\Eden of the East is a paradise for NEETs.\I don't want to get help from someone who's not a NEET. response:	Think of it as the jealousy of a have-not for one of the haves.
context: so I've studied management and law,\to become an elite NEET that could back up other elite NEETs.\And you succeeded.\Almost, anyway.\Then what are you hung up on?\Eden of the East is a paradise for NEETs.\I don't want to get help from someone who's not a NEET.\Think of it as the jealousy of a have-not for one of the haves. response:	I see.
context: to become an elite NEET that could back up other elite NEETs.\And you succeeded.\Almost, anyway.\Then what are you hung up on?\Eden of the East is a paradise for NEETs.\I don't want to get help from someone who's not a NEET.\Think of it as the jealousy of a have-not for one of the haves.\I see. response:	I get you... not that I understand.
context: And you succeeded.\Almost, anyway.\Then what are you hung up on?\Eden of the East is a paradise for NEETs.\I don't want to get help from someone who's not a NEET.\Think of it as the jealousy of a have-not for one of the haves.\I see.\I get you... not that I understand. response:	What's that mean?!
context: Almost, anyway.\Then what are you hung up on?\Eden of the East is a paradise for NEETs.\I don't want to get help from someone who's not a NEET.\Think of it as the jealousy of a have-not for one of the haves.\I see.\I get you... not that I understand.\What's that mean?! response:	As someone with no memories,
context: Then what are you hung up on?\Eden of the East is a paradise for NEETs.\I don't want to get help from someone who's not a NEET.\Think of it as the jealousy of a have-not for one of the haves.\I see.\I get you... not that I understand.\What's that mean?!\As someone with no memories, response:	I've got my own complicated worries I can't tell anyone about.
context: Eden of the East is a paradise for NEETs.\I don't want to get help from someone who's not a NEET.\Think of it as the jealousy of a have-not for one of the haves.\I see.\I get you... not that I understand.\What's that mean?!\As someone with no memories,\I've got my own complicated worries I can't tell anyone about. response:	I'm actually the one who wants your help.
context: I don't want to get help from someone who's not a NEET.\Think of it as the jealousy of a have-not for one of the haves.\I see.\I get you... not that I understand.\What's that mean?!\As someone with no memories,\I've got my own complicated worries I can't tell anyone about.\I'm actually the one who wants your help. response:	What do you think? I can't explain the circumstances right now,
context: Think of it as the jealousy of a have-not for one of the haves.\I see.\I get you... not that I understand.\What's that mean?!\As someone with no memories,\I've got my own complicated worries I can't tell anyone about.\I'm actually the one who wants your help.\What do you think? I can't explain the circumstances right now, response:	but would you help me carry out my obligations as a have?
context: I see.\I get you... not that I understand.\What's that mean?!\As someone with no memories,\I've got my own complicated worries I can't tell anyone about.\I'm actually the one who wants your help.\What do you think? I can't explain the circumstances right now,\but would you help me carry out my obligations as a have? response:	My funding offer can be your compensation.
context: I get you... not that I understand.\What's that mean?!\As someone with no memories,\I've got my own complicated worries I can't tell anyone about.\I'm actually the one who wants your help.\What do you think? I can't explain the circumstances right now,\but would you help me carry out my obligations as a have?\My funding offer can be your compensation. response:	Please, Hirasawa. I'll prepare myself, too.
context: What's that mean?!\As someone with no memories,\I've got my own complicated worries I can't tell anyone about.\I'm actually the one who wants your help.\What do you think? I can't explain the circumstances right now,\but would you help me carry out my obligations as a have?\My funding offer can be your compensation.\Please, Hirasawa. I'll prepare myself, too. response:	I'll help run Eden with everyone.
context: As someone with no memories,\I've got my own complicated worries I can't tell anyone about.\I'm actually the one who wants your help.\What do you think? I can't explain the circumstances right now,\but would you help me carry out my obligations as a have?\My funding offer can be your compensation.\Please, Hirasawa. I'll prepare myself, too.\I'll help run Eden with everyone. response:	That's that, isn't it?
context: I've got my own complicated worries I can't tell anyone about.\I'm actually the one who wants your help.\What do you think? I can't explain the circumstances right now,\but would you help me carry out my obligations as a have?\My funding offer can be your compensation.\Please, Hirasawa. I'll prepare myself, too.\I'll help run Eden with everyone.\That's that, isn't it? response:	Saki's what troubled you the most, right?
context: I'm actually the one who wants your help.\What do you think? I can't explain the circumstances right now,\but would you help me carry out my obligations as a have?\My funding offer can be your compensation.\Please, Hirasawa. I'll prepare myself, too.\I'll help run Eden with everyone.\That's that, isn't it?\Saki's what troubled you the most, right? response:	What's left to worry about?
context: What do you think? I can't explain the circumstances right now,\but would you help me carry out my obligations as a have?\My funding offer can be your compensation.\Please, Hirasawa. I'll prepare myself, too.\I'll help run Eden with everyone.\That's that, isn't it?\Saki's what troubled you the most, right?\What's left to worry about? response:	So in the end, I'm saved by Saki again, eh?
context: but would you help me carry out my obligations as a have?\My funding offer can be your compensation.\Please, Hirasawa. I'll prepare myself, too.\I'll help run Eden with everyone.\That's that, isn't it?\Saki's what troubled you the most, right?\What's left to worry about?\So in the end, I'm saved by Saki again, eh? response:	That's no big deal, right?
context: My funding offer can be your compensation.\Please, Hirasawa. I'll prepare myself, too.\I'll help run Eden with everyone.\That's that, isn't it?\Saki's what troubled you the most, right?\What's left to worry about?\So in the end, I'm saved by Saki again, eh?\That's no big deal, right? response:	Let's do a sort of give-and-take thing.
context: Please, Hirasawa. I'll prepare myself, too.\I'll help run Eden with everyone.\That's that, isn't it?\Saki's what troubled you the most, right?\What's left to worry about?\So in the end, I'm saved by Saki again, eh?\That's no big deal, right?\Let's do a sort of give-and-take thing. response:	I still don't completely trust you,
context: I'll help run Eden with everyone.\That's that, isn't it?\Saki's what troubled you the most, right?\What's left to worry about?\So in the end, I'm saved by Saki again, eh?\That's no big deal, right?\Let's do a sort of give-and-take thing.\I still don't completely trust you, response:	but right now I'll shake your hand, Mr. Takizawa.
context: That's that, isn't it?\Saki's what troubled you the most, right?\What's left to worry about?\So in the end, I'm saved by Saki again, eh?\That's no big deal, right?\Let's do a sort of give-and-take thing.\I still don't completely trust you,\but right now I'll shake your hand, Mr. Takizawa. response:	No, from now on, I'm just calling you Takizawa.
context: Saki's what troubled you the most, right?\What's left to worry about?\So in the end, I'm saved by Saki again, eh?\That's no big deal, right?\Let's do a sort of give-and-take thing.\I still don't completely trust you,\but right now I'll shake your hand, Mr. Takizawa.\No, from now on, I'm just calling you Takizawa. response:	That's fine. Let's make this a NEET paradise!
context: What's left to worry about?\So in the end, I'm saved by Saki again, eh?\That's no big deal, right?\Let's do a sort of give-and-take thing.\I still don't completely trust you,\but right now I'll shake your hand, Mr. Takizawa.\No, from now on, I'm just calling you Takizawa.\That's fine. Let's make this a NEET paradise! response:	Yay! Now that's settled!
context: So in the end, I'm saved by Saki again, eh?\That's no big deal, right?\Let's do a sort of give-and-take thing.\I still don't completely trust you,\but right now I'll shake your hand, Mr. Takizawa.\No, from now on, I'm just calling you Takizawa.\That's fine. Let's make this a NEET paradise!\Yay! Now that's settled! response:	Thank you, Takizawa. You didn't just help me, you helped everybody.
context: That's no big deal, right?\Let's do a sort of give-and-take thing.\I still don't completely trust you,\but right now I'll shake your hand, Mr. Takizawa.\No, from now on, I'm just calling you Takizawa.\That's fine. Let's make this a NEET paradise!\Yay! Now that's settled!\Thank you, Takizawa. You didn't just help me, you helped everybody. response:	No worries. I really like people like Hirasawa,
context: Let's do a sort of give-and-take thing.\I still don't completely trust you,\but right now I'll shake your hand, Mr. Takizawa.\No, from now on, I'm just calling you Takizawa.\That's fine. Let's make this a NEET paradise!\Yay! Now that's settled!\Thank you, Takizawa. You didn't just help me, you helped everybody.\No worries. I really like people like Hirasawa, response:	who are working to help other people.
context: I still don't completely trust you,\but right now I'll shake your hand, Mr. Takizawa.\No, from now on, I'm just calling you Takizawa.\That's fine. Let's make this a NEET paradise!\Yay! Now that's settled!\Thank you, Takizawa. You didn't just help me, you helped everybody.\No worries. I really like people like Hirasawa,\who are working to help other people. response:	Um, can I ask a question?
context: but right now I'll shake your hand, Mr. Takizawa.\No, from now on, I'm just calling you Takizawa.\That's fine. Let's make this a NEET paradise!\Yay! Now that's settled!\Thank you, Takizawa. You didn't just help me, you helped everybody.\No worries. I really like people like Hirasawa,\who are working to help other people.\Um, can I ask a question? response:	Why did you tell me to come to your place?
context: No, from now on, I'm just calling you Takizawa.\That's fine. Let's make this a NEET paradise!\Yay! Now that's settled!\Thank you, Takizawa. You didn't just help me, you helped everybody.\No worries. I really like people like Hirasawa,\who are working to help other people.\Um, can I ask a question?\Why did you tell me to come to your place? response:	I mean, I hadn't told you about everyone yet.
context: That's fine. Let's make this a NEET paradise!\Yay! Now that's settled!\Thank you, Takizawa. You didn't just help me, you helped everybody.\No worries. I really like people like Hirasawa,\who are working to help other people.\Um, can I ask a question?\Why did you tell me to come to your place?\I mean, I hadn't told you about everyone yet. response:	Do you want to know?
context: Yay! Now that's settled!\Thank you, Takizawa. You didn't just help me, you helped everybody.\No worries. I really like people like Hirasawa,\who are working to help other people.\Um, can I ask a question?\Why did you tell me to come to your place?\I mean, I hadn't told you about everyone yet.\Do you want to know? response:	You were looking for a change of clothes, right?
context: Thank you, Takizawa. You didn't just help me, you helped everybody.\No worries. I really like people like Hirasawa,\who are working to help other people.\Um, can I ask a question?\Why did you tell me to come to your place?\I mean, I hadn't told you about everyone yet.\Do you want to know?\You were looking for a change of clothes, right? response:	I think these would look good on you.
context: No worries. I really like people like Hirasawa,\who are working to help other people.\Um, can I ask a question?\Why did you tell me to come to your place?\I mean, I hadn't told you about everyone yet.\Do you want to know?\You were looking for a change of clothes, right?\I think these would look good on you. response:	Micchon is playing and having fun with some guy she just met!
context: who are working to help other people.\Um, can I ask a question?\Why did you tell me to come to your place?\I mean, I hadn't told you about everyone yet.\Do you want to know?\You were looking for a change of clothes, right?\I think these would look good on you.\Micchon is playing and having fun with some guy she just met! response:	Though it's less like playing and more like he's messing with her.
context: Um, can I ask a question?\Why did you tell me to come to your place?\I mean, I hadn't told you about everyone yet.\Do you want to know?\You were looking for a change of clothes, right?\I think these would look good on you.\Micchon is playing and having fun with some guy she just met!\Though it's less like playing and more like he's messing with her. response:	Come on, if you don't stick it in more firmly, it'll just flip over...
context: Why did you tell me to come to your place?\I mean, I hadn't told you about everyone yet.\Do you want to know?\You were looking for a change of clothes, right?\I think these would look good on you.\Micchon is playing and having fun with some guy she just met!\Though it's less like playing and more like he's messing with her.\Come on, if you don't stick it in more firmly, it'll just flip over... response:	I can't do it that well. And I'm not Mittan...
context: I mean, I hadn't told you about everyone yet.\Do you want to know?\You were looking for a change of clothes, right?\I think these would look good on you.\Micchon is playing and having fun with some guy she just met!\Though it's less like playing and more like he's messing with her.\Come on, if you don't stick it in more firmly, it'll just flip over...\I can't do it that well. And I'm not Mittan... response:	Hey, guys, come on out!
context: Do you want to know?\You were looking for a change of clothes, right?\I think these would look good on you.\Micchon is playing and having fun with some guy she just met!\Though it's less like playing and more like he's messing with her.\Come on, if you don't stick it in more firmly, it'll just flip over...\I can't do it that well. And I'm not Mittan...\Hey, guys, come on out! response:	What've you been setting up?
context: You were looking for a change of clothes, right?\I think these would look good on you.\Micchon is playing and having fun with some guy she just met!\Though it's less like playing and more like he's messing with her.\Come on, if you don't stick it in more firmly, it'll just flip over...\I can't do it that well. And I'm not Mittan...\Hey, guys, come on out!\What've you been setting up? response:	Okay, here we go!
context: I think these would look good on you.\Micchon is playing and having fun with some guy she just met!\Though it's less like playing and more like he's messing with her.\Come on, if you don't stick it in more firmly, it'll just flip over...\I can't do it that well. And I'm not Mittan...\Hey, guys, come on out!\What've you been setting up?\Okay, here we go! response:	You're such a scaredy-cat, Mittan.
context: Micchon is playing and having fun with some guy she just met!\Though it's less like playing and more like he's messing with her.\Come on, if you don't stick it in more firmly, it'll just flip over...\I can't do it that well. And I'm not Mittan...\Hey, guys, come on out!\What've you been setting up?\Okay, here we go!\You're such a scaredy-cat, Mittan. response:	I'm not Mittan.
context: Though it's less like playing and more like he's messing with her.\Come on, if you don't stick it in more firmly, it'll just flip over...\I can't do it that well. And I'm not Mittan...\Hey, guys, come on out!\What've you been setting up?\Okay, here we go!\You're such a scaredy-cat, Mittan.\I'm not Mittan. response:	Hello.
context: Come on, if you don't stick it in more firmly, it'll just flip over...\I can't do it that well. And I'm not Mittan...\Hey, guys, come on out!\What've you been setting up?\Okay, here we go!\You're such a scaredy-cat, Mittan.\I'm not Mittan.\Hello. response:	Oh, hi, Kasuga. Have you found Osugi?
context: I can't do it that well. And I'm not Mittan...\Hey, guys, come on out!\What've you been setting up?\Okay, here we go!\You're such a scaredy-cat, Mittan.\I'm not Mittan.\Hello.\Oh, hi, Kasuga. Have you found Osugi? response:	Well, it's like I kind of have, and I kind of haven't.
context: Hey, guys, come on out!\What've you been setting up?\Okay, here we go!\You're such a scaredy-cat, Mittan.\I'm not Mittan.\Hello.\Oh, hi, Kasuga. Have you found Osugi?\Well, it's like I kind of have, and I kind of haven't. response:	Huh? What do you mean?
context: What've you been setting up?\Okay, here we go!\You're such a scaredy-cat, Mittan.\I'm not Mittan.\Hello.\Oh, hi, Kasuga. Have you found Osugi?\Well, it's like I kind of have, and I kind of haven't.\Huh? What do you mean? response:	Well, the thing is, it's possible Osugi's run into the Johnny Hunter.
context: Okay, here we go!\You're such a scaredy-cat, Mittan.\I'm not Mittan.\Hello.\Oh, hi, Kasuga. Have you found Osugi?\Well, it's like I kind of have, and I kind of haven't.\Huh? What do you mean?\Well, the thing is, it's possible Osugi's run into the Johnny Hunter. response:	The Johnny Hunter?!
context: You're such a scaredy-cat, Mittan.\I'm not Mittan.\Hello.\Oh, hi, Kasuga. Have you found Osugi?\Well, it's like I kind of have, and I kind of haven't.\Huh? What do you mean?\Well, the thing is, it's possible Osugi's run into the Johnny Hunter.\The Johnny Hunter?! response:	I was digging around on the internet looking for him,
context: I'm not Mittan.\Hello.\Oh, hi, Kasuga. Have you found Osugi?\Well, it's like I kind of have, and I kind of haven't.\Huh? What do you mean?\Well, the thing is, it's possible Osugi's run into the Johnny Hunter.\The Johnny Hunter?!\I was digging around on the internet looking for him, response:	and I found some very interesting entries on a certain message board.
context: Hello.\Oh, hi, Kasuga. Have you found Osugi?\Well, it's like I kind of have, and I kind of haven't.\Huh? What do you mean?\Well, the thing is, it's possible Osugi's run into the Johnny Hunter.\The Johnny Hunter?!\I was digging around on the internet looking for him,\and I found some very interesting entries on a certain message board. response:	Why look for Osugi on the internet?
context: Oh, hi, Kasuga. Have you found Osugi?\Well, it's like I kind of have, and I kind of haven't.\Huh? What do you mean?\Well, the thing is, it's possible Osugi's run into the Johnny Hunter.\The Johnny Hunter?!\I was digging around on the internet looking for him,\and I found some very interesting entries on a certain message board.\Why look for Osugi on the internet? response:	I know, but a man who says he's been imprisoned by a suspicious woman
context: Well, it's like I kind of have, and I kind of haven't.\Huh? What do you mean?\Well, the thing is, it's possible Osugi's run into the Johnny Hunter.\The Johnny Hunter?!\I was digging around on the internet looking for him,\and I found some very interesting entries on a certain message board.\Why look for Osugi on the internet?\I know, but a man who says he's been imprisoned by a suspicious woman response:	has been intermittently posting cries for help
context: Huh? What do you mean?\Well, the thing is, it's possible Osugi's run into the Johnny Hunter.\The Johnny Hunter?!\I was digging around on the internet looking for him,\and I found some very interesting entries on a certain message board.\Why look for Osugi on the internet?\I know, but a man who says he's been imprisoned by a suspicious woman\has been intermittently posting cries for help response:	for the last eighteen hours.
context: Well, the thing is, it's possible Osugi's run into the Johnny Hunter.\The Johnny Hunter?!\I was digging around on the internet looking for him,\and I found some very interesting entries on a certain message board.\Why look for Osugi on the internet?\I know, but a man who says he's been imprisoned by a suspicious woman\has been intermittently posting cries for help\for the last eighteen hours. response:	It doesn't look like the police are doing anything yet,
context: The Johnny Hunter?!\I was digging around on the internet looking for him,\and I found some very interesting entries on a certain message board.\Why look for Osugi on the internet?\I know, but a man who says he's been imprisoned by a suspicious woman\has been intermittently posting cries for help\for the last eighteen hours.\It doesn't look like the police are doing anything yet, response:	but there's quite a commotion online.
context: I was digging around on the internet looking for him,\and I found some very interesting entries on a certain message board.\Why look for Osugi on the internet?\I know, but a man who says he's been imprisoned by a suspicious woman\has been intermittently posting cries for help\for the last eighteen hours.\It doesn't look like the police are doing anything yet,\but there's quite a commotion online. response:	And no matter how I look at it, I think this has to be Osugi.
context: and I found some very interesting entries on a certain message board.\Why look for Osugi on the internet?\I know, but a man who says he's been imprisoned by a suspicious woman\has been intermittently posting cries for help\for the last eighteen hours.\It doesn't look like the police are doing anything yet,\but there's quite a commotion online.\And no matter how I look at it, I think this has to be Osugi. response:	Send me the URL of this message board.
context: Why look for Osugi on the internet?\I know, but a man who says he's been imprisoned by a suspicious woman\has been intermittently posting cries for help\for the last eighteen hours.\It doesn't look like the police are doing anything yet,\but there's quite a commotion online.\And no matter how I look at it, I think this has to be Osugi.\Send me the URL of this message board. response:	Okay. Rumors are that the Johnny Hunter
context: I know, but a man who says he's been imprisoned by a suspicious woman\has been intermittently posting cries for help\for the last eighteen hours.\It doesn't look like the police are doing anything yet,\but there's quite a commotion online.\And no matter how I look at it, I think this has to be Osugi.\Send me the URL of this message board.\Okay. Rumors are that the Johnny Hunter response:	has already claimed a full 20,000 victims,
context: has been intermittently posting cries for help\for the last eighteen hours.\It doesn't look like the police are doing anything yet,\but there's quite a commotion online.\And no matter how I look at it, I think this has to be Osugi.\Send me the URL of this message board.\Okay. Rumors are that the Johnny Hunter\has already claimed a full 20,000 victims, response:	so it wouldn't be odd for Osugi to be one of them.
context: for the last eighteen hours.\It doesn't look like the police are doing anything yet,\but there's quite a commotion online.\And no matter how I look at it, I think this has to be Osugi.\Send me the URL of this message board.\Okay. Rumors are that the Johnny Hunter\has already claimed a full 20,000 victims,\so it wouldn't be odd for Osugi to be one of them. response:	Understood.
context: It doesn't look like the police are doing anything yet,\but there's quite a commotion online.\And no matter how I look at it, I think this has to be Osugi.\Send me the URL of this message board.\Okay. Rumors are that the Johnny Hunter\has already claimed a full 20,000 victims,\so it wouldn't be odd for Osugi to be one of them.\Understood. response:	The night is a seal
context: but there's quite a commotion online.\And no matter how I look at it, I think this has to be Osugi.\Send me the URL of this message board.\Okay. Rumors are that the Johnny Hunter\has already claimed a full 20,000 victims,\so it wouldn't be odd for Osugi to be one of them.\Understood.\The night is a seal response:	If we mix in some bewilderment, it will end
context: And no matter how I look at it, I think this has to be Osugi.\Send me the URL of this message board.\Okay. Rumors are that the Johnny Hunter\has already claimed a full 20,000 victims,\so it wouldn't be odd for Osugi to be one of them.\Understood.\The night is a seal\If we mix in some bewilderment, it will end response:	If we're in danger of wavering, let's just abandon our reasons
context: Send me the URL of this message board.\Okay. Rumors are that the Johnny Hunter\has already claimed a full 20,000 victims,\so it wouldn't be odd for Osugi to be one of them.\Understood.\The night is a seal\If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons response:	We drown in dreams again
context: Okay. Rumors are that the Johnny Hunter\has already claimed a full 20,000 victims,\so it wouldn't be odd for Osugi to be one of them.\Understood.\The night is a seal\If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons\We drown in dreams again response:	The future stretches on uncertainly
context: has already claimed a full 20,000 victims,\so it wouldn't be odd for Osugi to be one of them.\Understood.\The night is a seal\If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons\We drown in dreams again\The future stretches on uncertainly response:	I can still forgive you, I can still know the meaning
context: so it wouldn't be odd for Osugi to be one of them.\Understood.\The night is a seal\If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons\We drown in dreams again\The future stretches on uncertainly\I can still forgive you, I can still know the meaning response:	The night exists to be listened to closely
context: Understood.\The night is a seal\If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons\We drown in dreams again\The future stretches on uncertainly\I can still forgive you, I can still know the meaning\The night exists to be listened to closely response:	I can copy that reason, and change
context: The night is a seal\If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons\We drown in dreams again\The future stretches on uncertainly\I can still forgive you, I can still know the meaning\The night exists to be listened to closely\I can copy that reason, and change response:	I wouldn't mind cutting off the future to know your breath
context: If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons\We drown in dreams again\The future stretches on uncertainly\I can still forgive you, I can still know the meaning\The night exists to be listened to closely\I can copy that reason, and change\I wouldn't mind cutting off the future to know your breath response:	I wouldn't mind cutting off the future
