context: Love, it is gentle. Love, it is pure. response:	And yet, he takes advantage of such a girl's affections!
context: The Silver Crystal. If I only had the Silver Crystal...\What is this Silver Crystal?\If I just hand over the Silver Crystal to them, I'll be free.\Oh, no. I'm sorry. Please forget I said anything.\The Silver Crystal...\Wow! It's beautiful!\This type of crystal is very rare in the world.\Wow! It has a silvery sheen! response:	That must be the Silver Crystal.
context: What is this Silver Crystal?\If I just hand over the Silver Crystal to them, I'll be free.\Oh, no. I'm sorry. Please forget I said anything.\The Silver Crystal...\Wow! It's beautiful!\This type of crystal is very rare in the world.\Wow! It has a silvery sheen!\That must be the Silver Crystal. response:	Mr. Sanjoin, please wait here.
context: If I just hand over the Silver Crystal to them, I'll be free.\Oh, no. I'm sorry. Please forget I said anything.\The Silver Crystal...\Wow! It's beautiful!\This type of crystal is very rare in the world.\Wow! It has a silvery sheen!\That must be the Silver Crystal.\Mr. Sanjoin, please wait here. response:	I'll bring it right away.
context: Oh, no. I'm sorry. Please forget I said anything.\The Silver Crystal...\Wow! It's beautiful!\This type of crystal is very rare in the world.\Wow! It has a silvery sheen!\That must be the Silver Crystal.\Mr. Sanjoin, please wait here.\I'll bring it right away. response:	I'm pretty sure it was this key.
context: The Silver Crystal...\Wow! It's beautiful!\This type of crystal is very rare in the world.\Wow! It has a silvery sheen!\That must be the Silver Crystal.\Mr. Sanjoin, please wait here.\I'll bring it right away.\I'm pretty sure it was this key. response:	Oh, it opened!
context: Wow! It's beautiful!\This type of crystal is very rare in the world.\Wow! It has a silvery sheen!\That must be the Silver Crystal.\Mr. Sanjoin, please wait here.\I'll bring it right away.\I'm pretty sure it was this key.\Oh, it opened! response:	This is the one.
context: This type of crystal is very rare in the world.\Wow! It has a silvery sheen!\That must be the Silver Crystal.\Mr. Sanjoin, please wait here.\I'll bring it right away.\I'm pretty sure it was this key.\Oh, it opened!\This is the one. response:	Who's there?! What are you doing?!
context: Wow! It has a silvery sheen!\That must be the Silver Crystal.\Mr. Sanjoin, please wait here.\I'll bring it right away.\I'm pretty sure it was this key.\Oh, it opened!\This is the one.\Who's there?! What are you doing?! response:	Naru, what are you doing with that?
context: That must be the Silver Crystal.\Mr. Sanjoin, please wait here.\I'll bring it right away.\I'm pretty sure it was this key.\Oh, it opened!\This is the one.\Who's there?! What are you doing?!\Naru, what are you doing with that? response:	Naru!
context: Mr. Sanjoin, please wait here.\I'll bring it right away.\I'm pretty sure it was this key.\Oh, it opened!\This is the one.\Who's there?! What are you doing?!\Naru, what are you doing with that?\Naru! response:	Mom, I'm sorry!
context: I'll bring it right away.\I'm pretty sure it was this key.\Oh, it opened!\This is the one.\Who's there?! What are you doing?!\Naru, what are you doing with that?\Naru!\Mom, I'm sorry! response:	Naru!
context: I'm pretty sure it was this key.\Oh, it opened!\This is the one.\Who's there?! What are you doing?!\Naru, what are you doing with that?\Naru!\Mom, I'm sorry!\Naru! response:	Naru, what's happened to you?
context: Oh, it opened!\This is the one.\Who's there?! What are you doing?!\Naru, what are you doing with that?\Naru!\Mom, I'm sorry!\Naru!\Naru, what's happened to you? response:	Hey, Luna, let's not do this.
context: This is the one.\Who's there?! What are you doing?!\Naru, what are you doing with that?\Naru!\Mom, I'm sorry!\Naru!\Naru, what's happened to you?\Hey, Luna, let's not do this. response:	What are you saying?
context: Who's there?! What are you doing?!\Naru, what are you doing with that?\Naru!\Mom, I'm sorry!\Naru!\Naru, what's happened to you?\Hey, Luna, let's not do this.\What are you saying? response:	We're going to make sure Naru understood what you said, right?
context: Naru, what are you doing with that?\Naru!\Mom, I'm sorry!\Naru!\Naru, what's happened to you?\Hey, Luna, let's not do this.\What are you saying?\We're going to make sure Naru understood what you said, right? response:	Besides, we have to do this now
context: Naru!\Mom, I'm sorry!\Naru!\Naru, what's happened to you?\Hey, Luna, let's not do this.\What are you saying?\We're going to make sure Naru understood what you said, right?\Besides, we have to do this now response:	because you didn't do it right the first time!
context: Mom, I'm sorry!\Naru!\Naru, what's happened to you?\Hey, Luna, let's not do this.\What are you saying?\We're going to make sure Naru understood what you said, right?\Besides, we have to do this now\because you didn't do it right the first time! response:	I know that, but...
context: Naru!\Naru, what's happened to you?\Hey, Luna, let's not do this.\What are you saying?\We're going to make sure Naru understood what you said, right?\Besides, we have to do this now\because you didn't do it right the first time!\I know that, but... response:	Oh! It's Naru's mother!
context: Naru, what's happened to you?\Hey, Luna, let's not do this.\What are you saying?\We're going to make sure Naru understood what you said, right?\Besides, we have to do this now\because you didn't do it right the first time!\I know that, but...\Oh! It's Naru's mother! response:	Have you seen my daughter?
context: Hey, Luna, let's not do this.\What are you saying?\We're going to make sure Naru understood what you said, right?\Besides, we have to do this now\because you didn't do it right the first time!\I know that, but...\Oh! It's Naru's mother!\Have you seen my daughter? response:	Is something wrong?
context: What are you saying?\We're going to make sure Naru understood what you said, right?\Besides, we have to do this now\because you didn't do it right the first time!\I know that, but...\Oh! It's Naru's mother!\Have you seen my daughter?\Is something wrong? response:	She grabbed the store's jewelry and took off.
context: We're going to make sure Naru understood what you said, right?\Besides, we have to do this now\because you didn't do it right the first time!\I know that, but...\Oh! It's Naru's mother!\Have you seen my daughter?\Is something wrong?\She grabbed the store's jewelry and took off. response:	What?! Do you have any idea why?
context: Besides, we have to do this now\because you didn't do it right the first time!\I know that, but...\Oh! It's Naru's mother!\Have you seen my daughter?\Is something wrong?\She grabbed the store's jewelry and took off.\What?! Do you have any idea why? response:	She got a phone call from somebody named Masato Sanjoin and...
context: because you didn't do it right the first time!\I know that, but...\Oh! It's Naru's mother!\Have you seen my daughter?\Is something wrong?\She grabbed the store's jewelry and took off.\What?! Do you have any idea why?\She got a phone call from somebody named Masato Sanjoin and... response:	He's a bad guy! I'll help you look for her!
context: I know that, but...\Oh! It's Naru's mother!\Have you seen my daughter?\Is something wrong?\She grabbed the store's jewelry and took off.\What?! Do you have any idea why?\She got a phone call from somebody named Masato Sanjoin and...\He's a bad guy! I'll help you look for her! response:	I can't forgive him! How dare he take advantage of Naru's feelings?!
context: Oh! It's Naru's mother!\Have you seen my daughter?\Is something wrong?\She grabbed the store's jewelry and took off.\What?! Do you have any idea why?\She got a phone call from somebody named Masato Sanjoin and...\He's a bad guy! I'll help you look for her!\I can't forgive him! How dare he take advantage of Naru's feelings?! response:	Usagi, transform now!
context: Have you seen my daughter?\Is something wrong?\She grabbed the store's jewelry and took off.\What?! Do you have any idea why?\She got a phone call from somebody named Masato Sanjoin and...\He's a bad guy! I'll help you look for her!\I can't forgive him! How dare he take advantage of Naru's feelings?!\Usagi, transform now! response:	Moon Prism Power Makeup!
context: Is something wrong?\She grabbed the store's jewelry and took off.\What?! Do you have any idea why?\She got a phone call from somebody named Masato Sanjoin and...\He's a bad guy! I'll help you look for her!\I can't forgive him! How dare he take advantage of Naru's feelings?!\Usagi, transform now!\Moon Prism Power Makeup! response:	Luna, let's go!
context: She grabbed the store's jewelry and took off.\What?! Do you have any idea why?\She got a phone call from somebody named Masato Sanjoin and...\He's a bad guy! I'll help you look for her!\I can't forgive him! How dare he take advantage of Naru's feelings?!\Usagi, transform now!\Moon Prism Power Makeup!\Luna, let's go! response:	Okay!
context: What?! Do you have any idea why?\She got a phone call from somebody named Masato Sanjoin and...\He's a bad guy! I'll help you look for her!\I can't forgive him! How dare he take advantage of Naru's feelings?!\Usagi, transform now!\Moon Prism Power Makeup!\Luna, let's go!\Okay! response:	The Black Crystal is not responding.
context: She got a phone call from somebody named Masato Sanjoin and...\He's a bad guy! I'll help you look for her!\I can't forgive him! How dare he take advantage of Naru's feelings?!\Usagi, transform now!\Moon Prism Power Makeup!\Luna, let's go!\Okay!\The Black Crystal is not responding. response:	This is just a regular crystal.
context: He's a bad guy! I'll help you look for her!\I can't forgive him! How dare he take advantage of Naru's feelings?!\Usagi, transform now!\Moon Prism Power Makeup!\Luna, let's go!\Okay!\The Black Crystal is not responding.\This is just a regular crystal. response:	I'm so glad I was able to help Mr. Sanjoin.
context: I can't forgive him! How dare he take advantage of Naru's feelings?!\Usagi, transform now!\Moon Prism Power Makeup!\Luna, let's go!\Okay!\The Black Crystal is not responding.\This is just a regular crystal.\I'm so glad I was able to help Mr. Sanjoin. response:	This is...
context: Usagi, transform now!\Moon Prism Power Makeup!\Luna, let's go!\Okay!\The Black Crystal is not responding.\This is just a regular crystal.\I'm so glad I was able to help Mr. Sanjoin.\This is... response:	The Black Crystal is showing a response!
context: Moon Prism Power Makeup!\Luna, let's go!\Okay!\The Black Crystal is not responding.\This is just a regular crystal.\I'm so glad I was able to help Mr. Sanjoin.\This is...\The Black Crystal is showing a response! response:	Why?
context: Luna, let's go!\Okay!\The Black Crystal is not responding.\This is just a regular crystal.\I'm so glad I was able to help Mr. Sanjoin.\This is...\The Black Crystal is showing a response!\Why? response:	This girl is worth investigating.
context: Okay!\The Black Crystal is not responding.\This is just a regular crystal.\I'm so glad I was able to help Mr. Sanjoin.\This is...\The Black Crystal is showing a response!\Why?\This girl is worth investigating. response:	I want you to help me with something. Would you come with me?
context: The Black Crystal is not responding.\This is just a regular crystal.\I'm so glad I was able to help Mr. Sanjoin.\This is...\The Black Crystal is showing a response!\Why?\This girl is worth investigating.\I want you to help me with something. Would you come with me? response:	Come, shall we go?
context: This is just a regular crystal.\I'm so glad I was able to help Mr. Sanjoin.\This is...\The Black Crystal is showing a response!\Why?\This girl is worth investigating.\I want you to help me with something. Would you come with me?\Come, shall we go? response:	Yes.
context: I'm so glad I was able to help Mr. Sanjoin.\This is...\The Black Crystal is showing a response!\Why?\This girl is worth investigating.\I want you to help me with something. Would you come with me?\Come, shall we go?\Yes. response:	Wait a second!
context: This is...\The Black Crystal is showing a response!\Why?\This girl is worth investigating.\I want you to help me with something. Would you come with me?\Come, shall we go?\Yes.\Wait a second! response:	How dare you take advantage of a girl's love?!
context: The Black Crystal is showing a response!\Why?\This girl is worth investigating.\I want you to help me with something. Would you come with me?\Come, shall we go?\Yes.\Wait a second!\How dare you take advantage of a girl's love?! response:	I'll arrest you on the charge of romantic fraud!
context: Why?\This girl is worth investigating.\I want you to help me with something. Would you come with me?\Come, shall we go?\Yes.\Wait a second!\How dare you take advantage of a girl's love?!\I'll arrest you on the charge of romantic fraud! response:	Don't interfere in my business!
context: This girl is worth investigating.\I want you to help me with something. Would you come with me?\Come, shall we go?\Yes.\Wait a second!\How dare you take advantage of a girl's love?!\I'll arrest you on the charge of romantic fraud!\Don't interfere in my business! response:	I'm the sailor warrior of love and justice, Sailor Moon!
context: I want you to help me with something. Would you come with me?\Come, shall we go?\Yes.\Wait a second!\How dare you take advantage of a girl's love?!\I'll arrest you on the charge of romantic fraud!\Don't interfere in my business!\I'm the sailor warrior of love and justice, Sailor Moon! response:	In the name of the moon, I will punish you!
context: Come, shall we go?\Yes.\Wait a second!\How dare you take advantage of a girl's love?!\I'll arrest you on the charge of romantic fraud!\Don't interfere in my business!\I'm the sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you! response:	Sailor Moon, what are you doing here?
context: Yes.\Wait a second!\How dare you take advantage of a girl's love?!\I'll arrest you on the charge of romantic fraud!\Don't interfere in my business!\I'm the sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Sailor Moon, what are you doing here? response:	Naru, don't be tricked! Masato Sanjoin is really Nephrite!
context: Wait a second!\How dare you take advantage of a girl's love?!\I'll arrest you on the charge of romantic fraud!\Don't interfere in my business!\I'm the sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Sailor Moon, what are you doing here?\Naru, don't be tricked! Masato Sanjoin is really Nephrite! response:	He's a member of an evil organization called the Dark Kingdom!
context: How dare you take advantage of a girl's love?!\I'll arrest you on the charge of romantic fraud!\Don't interfere in my business!\I'm the sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Sailor Moon, what are you doing here?\Naru, don't be tricked! Masato Sanjoin is really Nephrite!\He's a member of an evil organization called the Dark Kingdom! response:	No! It's a lie! Mr. Sanjoin is not a bad person!
context: I'll arrest you on the charge of romantic fraud!\Don't interfere in my business!\I'm the sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Sailor Moon, what are you doing here?\Naru, don't be tricked! Masato Sanjoin is really Nephrite!\He's a member of an evil organization called the Dark Kingdom!\No! It's a lie! Mr. Sanjoin is not a bad person! response:	Right, Mr. Sanjoin?
context: Don't interfere in my business!\I'm the sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Sailor Moon, what are you doing here?\Naru, don't be tricked! Masato Sanjoin is really Nephrite!\He's a member of an evil organization called the Dark Kingdom!\No! It's a lie! Mr. Sanjoin is not a bad person!\Right, Mr. Sanjoin? response:	Mr. Sanjoin?
context: I'm the sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Sailor Moon, what are you doing here?\Naru, don't be tricked! Masato Sanjoin is really Nephrite!\He's a member of an evil organization called the Dark Kingdom!\No! It's a lie! Mr. Sanjoin is not a bad person!\Right, Mr. Sanjoin?\Mr. Sanjoin? response:	O stars, grant me power.
context: In the name of the moon, I will punish you!\Sailor Moon, what are you doing here?\Naru, don't be tricked! Masato Sanjoin is really Nephrite!\He's a member of an evil organization called the Dark Kingdom!\No! It's a lie! Mr. Sanjoin is not a bad person!\Right, Mr. Sanjoin?\Mr. Sanjoin?\O stars, grant me power. response:	Ouch! Ouch! Ouch! Ouch!
context: Sailor Moon, what are you doing here?\Naru, don't be tricked! Masato Sanjoin is really Nephrite!\He's a member of an evil organization called the Dark Kingdom!\No! It's a lie! Mr. Sanjoin is not a bad person!\Right, Mr. Sanjoin?\Mr. Sanjoin?\O stars, grant me power.\Ouch! Ouch! Ouch! Ouch! response:	Sailor Moon, get a hold of yourself!
context: Naru, don't be tricked! Masato Sanjoin is really Nephrite!\He's a member of an evil organization called the Dark Kingdom!\No! It's a lie! Mr. Sanjoin is not a bad person!\Right, Mr. Sanjoin?\Mr. Sanjoin?\O stars, grant me power.\Ouch! Ouch! Ouch! Ouch!\Sailor Moon, get a hold of yourself! response:	No more games!
context: He's a member of an evil organization called the Dark Kingdom!\No! It's a lie! Mr. Sanjoin is not a bad person!\Right, Mr. Sanjoin?\Mr. Sanjoin?\O stars, grant me power.\Ouch! Ouch! Ouch! Ouch!\Sailor Moon, get a hold of yourself!\No more games! response:	Starlight Attack!
context: No! It's a lie! Mr. Sanjoin is not a bad person!\Right, Mr. Sanjoin?\Mr. Sanjoin?\O stars, grant me power.\Ouch! Ouch! Ouch! Ouch!\Sailor Moon, get a hold of yourself!\No more games!\Starlight Attack! response:	So, you managed to just barely dodge it. But when I strike next,
context: Right, Mr. Sanjoin?\Mr. Sanjoin?\O stars, grant me power.\Ouch! Ouch! Ouch! Ouch!\Sailor Moon, get a hold of yourself!\No more games!\Starlight Attack!\So, you managed to just barely dodge it. But when I strike next, response:	I will not miss.
context: Mr. Sanjoin?\O stars, grant me power.\Ouch! Ouch! Ouch! Ouch!\Sailor Moon, get a hold of yourself!\No more games!\Starlight Attack!\So, you managed to just barely dodge it. But when I strike next,\I will not miss. response:	Oh, you're so pitiful!
context: O stars, grant me power.\Ouch! Ouch! Ouch! Ouch!\Sailor Moon, get a hold of yourself!\No more games!\Starlight Attack!\So, you managed to just barely dodge it. But when I strike next,\I will not miss.\Oh, you're so pitiful! response:	Sailor Moon, hang in there!
context: Ouch! Ouch! Ouch! Ouch!\Sailor Moon, get a hold of yourself!\No more games!\Starlight Attack!\So, you managed to just barely dodge it. But when I strike next,\I will not miss.\Oh, you're so pitiful!\Sailor Moon, hang in there! response:	Sailor Mars has arrived!
context: Sailor Moon, get a hold of yourself!\No more games!\Starlight Attack!\So, you managed to just barely dodge it. But when I strike next,\I will not miss.\Oh, you're so pitiful!\Sailor Moon, hang in there!\Sailor Mars has arrived! response:	Sailor Mercury has arrived!
context: No more games!\Starlight Attack!\So, you managed to just barely dodge it. But when I strike next,\I will not miss.\Oh, you're so pitiful!\Sailor Moon, hang in there!\Sailor Mars has arrived!\Sailor Mercury has arrived! response:	So, the three of you are here. I'll send all of you to Hell together!
context: Starlight Attack!\So, you managed to just barely dodge it. But when I strike next,\I will not miss.\Oh, you're so pitiful!\Sailor Moon, hang in there!\Sailor Mars has arrived!\Sailor Mercury has arrived!\So, the three of you are here. I'll send all of you to Hell together! response:	Bubble
context: So, you managed to just barely dodge it. But when I strike next,\I will not miss.\Oh, you're so pitiful!\Sailor Moon, hang in there!\Sailor Mars has arrived!\Sailor Mercury has arrived!\So, the three of you are here. I'll send all of you to Hell together!\Bubble response:	Spray!
context: I will not miss.\Oh, you're so pitiful!\Sailor Moon, hang in there!\Sailor Mars has arrived!\Sailor Mercury has arrived!\So, the three of you are here. I'll send all of you to Hell together!\Bubble\Spray! response:	Damn! Where are they?!
context: Oh, you're so pitiful!\Sailor Moon, hang in there!\Sailor Mars has arrived!\Sailor Mercury has arrived!\So, the three of you are here. I'll send all of you to Hell together!\Bubble\Spray!\Damn! Where are they?! response:	Fire
context: Sailor Moon, hang in there!\Sailor Mars has arrived!\Sailor Mercury has arrived!\So, the three of you are here. I'll send all of you to Hell together!\Bubble\Spray!\Damn! Where are they?!\Fire response:	Soul!
context: Sailor Mars has arrived!\Sailor Mercury has arrived!\So, the three of you are here. I'll send all of you to Hell together!\Bubble\Spray!\Damn! Where are they?!\Fire\Soul! response:	Mr. Sanjoin!
context: Sailor Mercury has arrived!\So, the three of you are here. I'll send all of you to Hell together!\Bubble\Spray!\Damn! Where are they?!\Fire\Soul!\Mr. Sanjoin! response:	I didn't know she was still here.
context: So, the three of you are here. I'll send all of you to Hell together!\Bubble\Spray!\Damn! Where are they?!\Fire\Soul!\Mr. Sanjoin!\I didn't know she was still here. response:	Moon Tiara Action!
context: Bubble\Spray!\Damn! Where are they?!\Fire\Soul!\Mr. Sanjoin!\I didn't know she was still here.\Moon Tiara Action! response:	Shoot!
context: Spray!\Damn! Where are they?!\Fire\Soul!\Mr. Sanjoin!\I didn't know she was still here.\Moon Tiara Action!\Shoot! response:	Mr. Sanjoin!
context: Damn! Where are they?!\Fire\Soul!\Mr. Sanjoin!\I didn't know she was still here.\Moon Tiara Action!\Shoot!\Mr. Sanjoin! response:	She's crazy!
context: Fire\Soul!\Mr. Sanjoin!\I didn't know she was still here.\Moon Tiara Action!\Shoot!\Mr. Sanjoin!\She's crazy! response:	I will protect Mr. Sanjoin!
context: Soul!\Mr. Sanjoin!\I didn't know she was still here.\Moon Tiara Action!\Shoot!\Mr. Sanjoin!\She's crazy!\I will protect Mr. Sanjoin! response:	Naru!
context: Mr. Sanjoin!\I didn't know she was still here.\Moon Tiara Action!\Shoot!\Mr. Sanjoin!\She's crazy!\I will protect Mr. Sanjoin!\Naru! response:	Please stop!
context: I didn't know she was still here.\Moon Tiara Action!\Shoot!\Mr. Sanjoin!\She's crazy!\I will protect Mr. Sanjoin!\Naru!\Please stop! response:	I don't believe it. It stopped.
context: Moon Tiara Action!\Shoot!\Mr. Sanjoin!\She's crazy!\I will protect Mr. Sanjoin!\Naru!\Please stop!\I don't believe it. It stopped. response:	Please don't hurt Mr. Sanjoin!
context: Shoot!\Mr. Sanjoin!\She's crazy!\I will protect Mr. Sanjoin!\Naru!\Please stop!\I don't believe it. It stopped.\Please don't hurt Mr. Sanjoin! response:	We cannot let him go!
context: Mr. Sanjoin!\She's crazy!\I will protect Mr. Sanjoin!\Naru!\Please stop!\I don't believe it. It stopped.\Please don't hurt Mr. Sanjoin!\We cannot let him go! response:	Get out of our way!
context: She's crazy!\I will protect Mr. Sanjoin!\Naru!\Please stop!\I don't believe it. It stopped.\Please don't hurt Mr. Sanjoin!\We cannot let him go!\Get out of our way! response:	No, I won't! Not even if you kill me!
context: I will protect Mr. Sanjoin!\Naru!\Please stop!\I don't believe it. It stopped.\Please don't hurt Mr. Sanjoin!\We cannot let him go!\Get out of our way!\No, I won't! Not even if you kill me! response:	This girl cares for me...
context: Naru!\Please stop!\I don't believe it. It stopped.\Please don't hurt Mr. Sanjoin!\We cannot let him go!\Get out of our way!\No, I won't! Not even if you kill me!\This girl cares for me... response:	Why do you go to such lengths to protect him?!
context: Please stop!\I don't believe it. It stopped.\Please don't hurt Mr. Sanjoin!\We cannot let him go!\Get out of our way!\No, I won't! Not even if you kill me!\This girl cares for me...\Why do you go to such lengths to protect him?! response:	Because I love him.
context: I don't believe it. It stopped.\Please don't hurt Mr. Sanjoin!\We cannot let him go!\Get out of our way!\No, I won't! Not even if you kill me!\This girl cares for me...\Why do you go to such lengths to protect him?!\Because I love him. response:	I love him with all my heart,
context: Please don't hurt Mr. Sanjoin!\We cannot let him go!\Get out of our way!\No, I won't! Not even if you kill me!\This girl cares for me...\Why do you go to such lengths to protect him?!\Because I love him.\I love him with all my heart, response:	so I'll protect him, even if it costs me my life!
context: We cannot let him go!\Get out of our way!\No, I won't! Not even if you kill me!\This girl cares for me...\Why do you go to such lengths to protect him?!\Because I love him.\I love him with all my heart,\so I'll protect him, even if it costs me my life! response:	Naru...
context: Get out of our way!\No, I won't! Not even if you kill me!\This girl cares for me...\Why do you go to such lengths to protect him?!\Because I love him.\I love him with all my heart,\so I'll protect him, even if it costs me my life!\Naru... response:	Does this Black Crystal respond to a kind heart?
context: No, I won't! Not even if you kill me!\This girl cares for me...\Why do you go to such lengths to protect him?!\Because I love him.\I love him with all my heart,\so I'll protect him, even if it costs me my life!\Naru...\Does this Black Crystal respond to a kind heart? response:	Sacrificing her own life to save another...
context: This girl cares for me...\Why do you go to such lengths to protect him?!\Because I love him.\I love him with all my heart,\so I'll protect him, even if it costs me my life!\Naru...\Does this Black Crystal respond to a kind heart?\Sacrificing her own life to save another... response:	Is this what human love is?
context: Why do you go to such lengths to protect him?!\Because I love him.\I love him with all my heart,\so I'll protect him, even if it costs me my life!\Naru...\Does this Black Crystal respond to a kind heart?\Sacrificing her own life to save another...\Is this what human love is? response:	Is that the Silver Crystal?
context: Because I love him.\I love him with all my heart,\so I'll protect him, even if it costs me my life!\Naru...\Does this Black Crystal respond to a kind heart?\Sacrificing her own life to save another...\Is this what human love is?\Is that the Silver Crystal? response:	Hand it over!
context: I love him with all my heart,\so I'll protect him, even if it costs me my life!\Naru...\Does this Black Crystal respond to a kind heart?\Sacrificing her own life to save another...\Is this what human love is?\Is that the Silver Crystal?\Hand it over! response:	Naru!
context: so I'll protect him, even if it costs me my life!\Naru...\Does this Black Crystal respond to a kind heart?\Sacrificing her own life to save another...\Is this what human love is?\Is that the Silver Crystal?\Hand it over!\Naru! response:	Nephrite saved Naru...
context: Naru...\Does this Black Crystal respond to a kind heart?\Sacrificing her own life to save another...\Is this what human love is?\Is that the Silver Crystal?\Hand it over!\Naru!\Nephrite saved Naru... response:	Mr. Sanjoin saved me.
context: Does this Black Crystal respond to a kind heart?\Sacrificing her own life to save another...\Is this what human love is?\Is that the Silver Crystal?\Hand it over!\Naru!\Nephrite saved Naru...\Mr. Sanjoin saved me. response:	Naru!
context: Sacrificing her own life to save another...\Is this what human love is?\Is that the Silver Crystal?\Hand it over!\Naru!\Nephrite saved Naru...\Mr. Sanjoin saved me.\Naru! response:	Damn you, Nephrite! You intend to protect a human?!
context: Is this what human love is?\Is that the Silver Crystal?\Hand it over!\Naru!\Nephrite saved Naru...\Mr. Sanjoin saved me.\Naru!\Damn you, Nephrite! You intend to protect a human?! response:	Traitors must die!
context: Is that the Silver Crystal?\Hand it over!\Naru!\Nephrite saved Naru...\Mr. Sanjoin saved me.\Naru!\Damn you, Nephrite! You intend to protect a human?!\Traitors must die! response:	Moon Tiara Action!
context: Hand it over!\Naru!\Nephrite saved Naru...\Mr. Sanjoin saved me.\Naru!\Damn you, Nephrite! You intend to protect a human?!\Traitors must die!\Moon Tiara Action! response:	Such regret...
context: Naru!\Nephrite saved Naru...\Mr. Sanjoin saved me.\Naru!\Damn you, Nephrite! You intend to protect a human?!\Traitors must die!\Moon Tiara Action!\Such regret... response:	Nephrite, why don't you be a little considerate of Naru's feelings?!
context: Nephrite saved Naru...\Mr. Sanjoin saved me.\Naru!\Damn you, Nephrite! You intend to protect a human?!\Traitors must die!\Moon Tiara Action!\Such regret...\Nephrite, why don't you be a little considerate of Naru's feelings?! response:	I have returned the favor.
context: Mr. Sanjoin saved me.\Naru!\Damn you, Nephrite! You intend to protect a human?!\Traitors must die!\Moon Tiara Action!\Such regret...\Nephrite, why don't you be a little considerate of Naru's feelings?!\I have returned the favor. response:	Excuse me, that is not what I'm talking about!
context: Naru!\Damn you, Nephrite! You intend to protect a human?!\Traitors must die!\Moon Tiara Action!\Such regret...\Nephrite, why don't you be a little considerate of Naru's feelings?!\I have returned the favor.\Excuse me, that is not what I'm talking about! response:	Don't you have a heart?!
context: Damn you, Nephrite! You intend to protect a human?!\Traitors must die!\Moon Tiara Action!\Such regret...\Nephrite, why don't you be a little considerate of Naru's feelings?!\I have returned the favor.\Excuse me, that is not what I'm talking about!\Don't you have a heart?! response:	You're wasting your breath. Of course, he doesn't!
context: Traitors must die!\Moon Tiara Action!\Such regret...\Nephrite, why don't you be a little considerate of Naru's feelings?!\I have returned the favor.\Excuse me, that is not what I'm talking about!\Don't you have a heart?!\You're wasting your breath. Of course, he doesn't! response:	Obviously, you guys know nothing!
context: Moon Tiara Action!\Such regret...\Nephrite, why don't you be a little considerate of Naru's feelings?!\I have returned the favor.\Excuse me, that is not what I'm talking about!\Don't you have a heart?!\You're wasting your breath. Of course, he doesn't!\Obviously, you guys know nothing! response:	Listen! Once we get the Silver Crystal,
context: Such regret...\Nephrite, why don't you be a little considerate of Naru's feelings?!\I have returned the favor.\Excuse me, that is not what I'm talking about!\Don't you have a heart?!\You're wasting your breath. Of course, he doesn't!\Obviously, you guys know nothing!\Listen! Once we get the Silver Crystal, response:	the whole universe will belong to the Dark Kingdom!
context: Nephrite, why don't you be a little considerate of Naru's feelings?!\I have returned the favor.\Excuse me, that is not what I'm talking about!\Don't you have a heart?!\You're wasting your breath. Of course, he doesn't!\Obviously, you guys know nothing!\Listen! Once we get the Silver Crystal,\the whole universe will belong to the Dark Kingdom! response:	The Silver Crystal? What are you talking about?
context: I have returned the favor.\Excuse me, that is not what I'm talking about!\Don't you have a heart?!\You're wasting your breath. Of course, he doesn't!\Obviously, you guys know nothing!\Listen! Once we get the Silver Crystal,\the whole universe will belong to the Dark Kingdom!\The Silver Crystal? What are you talking about? response:	The Silver Crystal... It sounds familiar.
context: Excuse me, that is not what I'm talking about!\Don't you have a heart?!\You're wasting your breath. Of course, he doesn't!\Obviously, you guys know nothing!\Listen! Once we get the Silver Crystal,\the whole universe will belong to the Dark Kingdom!\The Silver Crystal? What are you talking about?\The Silver Crystal... It sounds familiar. response:	You can pretend to be champions of justice for now,
context: Don't you have a heart?!\You're wasting your breath. Of course, he doesn't!\Obviously, you guys know nothing!\Listen! Once we get the Silver Crystal,\the whole universe will belong to the Dark Kingdom!\The Silver Crystal? What are you talking about?\The Silver Crystal... It sounds familiar.\You can pretend to be champions of justice for now, response:	but that won't last for much longer!
context: You're wasting your breath. Of course, he doesn't!\Obviously, you guys know nothing!\Listen! Once we get the Silver Crystal,\the whole universe will belong to the Dark Kingdom!\The Silver Crystal? What are you talking about?\The Silver Crystal... It sounds familiar.\You can pretend to be champions of justice for now,\but that won't last for much longer! response:	Until then, you can keep blathering on about your love and justice.
context: Obviously, you guys know nothing!\Listen! Once we get the Silver Crystal,\the whole universe will belong to the Dark Kingdom!\The Silver Crystal? What are you talking about?\The Silver Crystal... It sounds familiar.\You can pretend to be champions of justice for now,\but that won't last for much longer!\Until then, you can keep blathering on about your love and justice. response:	Good-bye.
