context: Those are Covers... response:	Run, everyone! Run!
context: Yes. To think that she was the baby\that I thought had died all those years ago.\Soichiro had deceived me about a great many things.\Matoi and I... are siblings...\He was a stupid man.\Soichiro faked his own death and entrusted his revenge to you.\He changed his face and body to become Isshin Matoi,\and not only did he raise the baby whose death he faked, response:	he founded that silly Nudist Beach organization
context: that I thought had died all those years ago.\Soichiro had deceived me about a great many things.\Matoi and I... are siblings...\He was a stupid man.\Soichiro faked his own death and entrusted his revenge to you.\He changed his face and body to become Isshin Matoi,\and not only did he raise the baby whose death he faked,\he founded that silly Nudist Beach organization response:	and gave a Kamui to Ryuko.
context: Soichiro had deceived me about a great many things.\Matoi and I... are siblings...\He was a stupid man.\Soichiro faked his own death and entrusted his revenge to you.\He changed his face and body to become Isshin Matoi,\and not only did he raise the baby whose death he faked,\he founded that silly Nudist Beach organization\and gave a Kamui to Ryuko. response:	Dad... I...
context: Matoi and I... are siblings...\He was a stupid man.\Soichiro faked his own death and entrusted his revenge to you.\He changed his face and body to become Isshin Matoi,\and not only did he raise the baby whose death he faked,\he founded that silly Nudist Beach organization\and gave a Kamui to Ryuko.\Dad... I... response:	Ignorant of all this, you earnestly believed everything he had said
context: He was a stupid man.\Soichiro faked his own death and entrusted his revenge to you.\He changed his face and body to become Isshin Matoi,\and not only did he raise the baby whose death he faked,\he founded that silly Nudist Beach organization\and gave a Kamui to Ryuko.\Dad... I...\Ignorant of all this, you earnestly believed everything he had said response:	and crafted your rebellion plot against me...
context: Soichiro faked his own death and entrusted his revenge to you.\He changed his face and body to become Isshin Matoi,\and not only did he raise the baby whose death he faked,\he founded that silly Nudist Beach organization\and gave a Kamui to Ryuko.\Dad... I...\Ignorant of all this, you earnestly believed everything he had said\and crafted your rebellion plot against me... response:	It's so noble that it brings tears to my eyes!
context: He changed his face and body to become Isshin Matoi,\and not only did he raise the baby whose death he faked,\he founded that silly Nudist Beach organization\and gave a Kamui to Ryuko.\Dad... I...\Ignorant of all this, you earnestly believed everything he had said\and crafted your rebellion plot against me...\It's so noble that it brings tears to my eyes! response:	What garbage.
context: and not only did he raise the baby whose death he faked,\he founded that silly Nudist Beach organization\and gave a Kamui to Ryuko.\Dad... I...\Ignorant of all this, you earnestly believed everything he had said\and crafted your rebellion plot against me...\It's so noble that it brings tears to my eyes!\What garbage. response:	As if a woman whose very tear glands are Life Fibers could cry.
context: he founded that silly Nudist Beach organization\and gave a Kamui to Ryuko.\Dad... I...\Ignorant of all this, you earnestly believed everything he had said\and crafted your rebellion plot against me...\It's so noble that it brings tears to my eyes!\What garbage.\As if a woman whose very tear glands are Life Fibers could cry. response:	Even if that were the case, I am your mother.
context: and gave a Kamui to Ryuko.\Dad... I...\Ignorant of all this, you earnestly believed everything he had said\and crafted your rebellion plot against me...\It's so noble that it brings tears to my eyes!\What garbage.\As if a woman whose very tear glands are Life Fibers could cry.\Even if that were the case, I am your mother. response:	You should graciously accept any kind words I have to offer.
context: Dad... I...\Ignorant of all this, you earnestly believed everything he had said\and crafted your rebellion plot against me...\It's so noble that it brings tears to my eyes!\What garbage.\As if a woman whose very tear glands are Life Fibers could cry.\Even if that were the case, I am your mother.\You should graciously accept any kind words I have to offer. response:	Kind? That doesn't suit you.
context: Ignorant of all this, you earnestly believed everything he had said\and crafted your rebellion plot against me...\It's so noble that it brings tears to my eyes!\What garbage.\As if a woman whose very tear glands are Life Fibers could cry.\Even if that were the case, I am your mother.\You should graciously accept any kind words I have to offer.\Kind? That doesn't suit you. response:	Are you sure?
context: and crafted your rebellion plot against me...\It's so noble that it brings tears to my eyes!\What garbage.\As if a woman whose very tear glands are Life Fibers could cry.\Even if that were the case, I am your mother.\You should graciously accept any kind words I have to offer.\Kind? That doesn't suit you.\Are you sure? response:	I'd like to think that my sparing your life was out of maternal kindness..
context: It's so noble that it brings tears to my eyes!\What garbage.\As if a woman whose very tear glands are Life Fibers could cry.\Even if that were the case, I am your mother.\You should graciously accept any kind words I have to offer.\Kind? That doesn't suit you.\Are you sure?\I'd like to think that my sparing your life was out of maternal kindness.. response:	That is what is garbage.
context: What garbage.\As if a woman whose very tear glands are Life Fibers could cry.\Even if that were the case, I am your mother.\You should graciously accept any kind words I have to offer.\Kind? That doesn't suit you.\Are you sure?\I'd like to think that my sparing your life was out of maternal kindness..\That is what is garbage. response:	You're letting me live because I'm more valuable that way.
context: As if a woman whose very tear glands are Life Fibers could cry.\Even if that were the case, I am your mother.\You should graciously accept any kind words I have to offer.\Kind? That doesn't suit you.\Are you sure?\I'd like to think that my sparing your life was out of maternal kindness..\That is what is garbage.\You're letting me live because I'm more valuable that way. response:	No more, no less.
context: Even if that were the case, I am your mother.\You should graciously accept any kind words I have to offer.\Kind? That doesn't suit you.\Are you sure?\I'd like to think that my sparing your life was out of maternal kindness..\That is what is garbage.\You're letting me live because I'm more valuable that way.\No more, no less. response:	Oh? How so?
context: You should graciously accept any kind words I have to offer.\Kind? That doesn't suit you.\Are you sure?\I'd like to think that my sparing your life was out of maternal kindness..\That is what is garbage.\You're letting me live because I'm more valuable that way.\No more, no less.\Oh? How so? response:	Shinra-Koketsu.
context: Kind? That doesn't suit you.\Are you sure?\I'd like to think that my sparing your life was out of maternal kindness..\That is what is garbage.\You're letting me live because I'm more valuable that way.\No more, no less.\Oh? How so?\Shinra-Koketsu. response:	You also know about that, do you?
context: Are you sure?\I'd like to think that my sparing your life was out of maternal kindness..\That is what is garbage.\You're letting me live because I'm more valuable that way.\No more, no less.\Oh? How so?\Shinra-Koketsu.\You also know about that, do you? response:	I put two and two together.
context: I'd like to think that my sparing your life was out of maternal kindness..\That is what is garbage.\You're letting me live because I'm more valuable that way.\No more, no less.\Oh? How so?\Shinra-Koketsu.\You also know about that, do you?\I put two and two together. response:	I see.
context: That is what is garbage.\You're letting me live because I'm more valuable that way.\No more, no less.\Oh? How so?\Shinra-Koketsu.\You also know about that, do you?\I put two and two together.\I see. response:	In that case, I suggest you get the rage in your heart to seething!
context: You're letting me live because I'm more valuable that way.\No more, no less.\Oh? How so?\Shinra-Koketsu.\You also know about that, do you?\I put two and two together.\I see.\In that case, I suggest you get the rage in your heart to seething! response:	The deeper your rage, the more useful you are to me!
context: No more, no less.\Oh? How so?\Shinra-Koketsu.\You also know about that, do you?\I put two and two together.\I see.\In that case, I suggest you get the rage in your heart to seething!\The deeper your rage, the more useful you are to me! response:	The work seems to be progressing smoothly, I see.
context: Oh? How so?\Shinra-Koketsu.\You also know about that, do you?\I put two and two together.\I see.\In that case, I suggest you get the rage in your heart to seething!\The deeper your rage, the more useful you are to me!\The work seems to be progressing smoothly, I see. response:	I have to hand it to Satsuki!
context: Shinra-Koketsu.\You also know about that, do you?\I put two and two together.\I see.\In that case, I suggest you get the rage in your heart to seething!\The deeper your rage, the more useful you are to me!\The work seems to be progressing smoothly, I see.\I have to hand it to Satsuki! response:	The Sewing Club members here are pretty capable!
context: You also know about that, do you?\I put two and two together.\I see.\In that case, I suggest you get the rage in your heart to seething!\The deeper your rage, the more useful you are to me!\The work seems to be progressing smoothly, I see.\I have to hand it to Satsuki!\The Sewing Club members here are pretty capable! response:	So, it was worth the trouble of Mind Stitching them, eh?
context: I put two and two together.\I see.\In that case, I suggest you get the rage in your heart to seething!\The deeper your rage, the more useful you are to me!\The work seems to be progressing smoothly, I see.\I have to hand it to Satsuki!\The Sewing Club members here are pretty capable!\So, it was worth the trouble of Mind Stitching them, eh? response:	They're way better than Covers!
context: I see.\In that case, I suggest you get the rage in your heart to seething!\The deeper your rage, the more useful you are to me!\The work seems to be progressing smoothly, I see.\I have to hand it to Satsuki!\The Sewing Club members here are pretty capable!\So, it was worth the trouble of Mind Stitching them, eh?\They're way better than Covers! response:	Is Satsuki doing well?
context: In that case, I suggest you get the rage in your heart to seething!\The deeper your rage, the more useful you are to me!\The work seems to be progressing smoothly, I see.\I have to hand it to Satsuki!\The Sewing Club members here are pretty capable!\So, it was worth the trouble of Mind Stitching them, eh?\They're way better than Covers!\Is Satsuki doing well? response:	Yes. She was dying to wear this outfit soon.
context: The deeper your rage, the more useful you are to me!\The work seems to be progressing smoothly, I see.\I have to hand it to Satsuki!\The Sewing Club members here are pretty capable!\So, it was worth the trouble of Mind Stitching them, eh?\They're way better than Covers!\Is Satsuki doing well?\Yes. She was dying to wear this outfit soon. response:	Non, she won't wear it!
context: The work seems to be progressing smoothly, I see.\I have to hand it to Satsuki!\The Sewing Club members here are pretty capable!\So, it was worth the trouble of Mind Stitching them, eh?\They're way better than Covers!\Is Satsuki doing well?\Yes. She was dying to wear this outfit soon.\Non, she won't wear it! response:	Satsuki's gonna get eaten by it. By my masterpiece.
context: I have to hand it to Satsuki!\The Sewing Club members here are pretty capable!\So, it was worth the trouble of Mind Stitching them, eh?\They're way better than Covers!\Is Satsuki doing well?\Yes. She was dying to wear this outfit soon.\Non, she won't wear it!\Satsuki's gonna get eaten by it. By my masterpiece. response:	Anyway, it's Ryuko that we need to worry about!
context: The Sewing Club members here are pretty capable!\So, it was worth the trouble of Mind Stitching them, eh?\They're way better than Covers!\Is Satsuki doing well?\Yes. She was dying to wear this outfit soon.\Non, she won't wear it!\Satsuki's gonna get eaten by it. By my masterpiece.\Anyway, it's Ryuko that we need to worry about! response:	Yes, I know. I've already taken steps.
context: So, it was worth the trouble of Mind Stitching them, eh?\They're way better than Covers!\Is Satsuki doing well?\Yes. She was dying to wear this outfit soon.\Non, she won't wear it!\Satsuki's gonna get eaten by it. By my masterpiece.\Anyway, it's Ryuko that we need to worry about!\Yes, I know. I've already taken steps. response:	Having two teenaged daughters does keep one busy.
context: They're way better than Covers!\Is Satsuki doing well?\Yes. She was dying to wear this outfit soon.\Non, she won't wear it!\Satsuki's gonna get eaten by it. By my masterpiece.\Anyway, it's Ryuko that we need to worry about!\Yes, I know. I've already taken steps.\Having two teenaged daughters does keep one busy. response:	Both of them have grown into fine young ladies, just like their mother!
context: Is Satsuki doing well?\Yes. She was dying to wear this outfit soon.\Non, she won't wear it!\Satsuki's gonna get eaten by it. By my masterpiece.\Anyway, it's Ryuko that we need to worry about!\Yes, I know. I've already taken steps.\Having two teenaged daughters does keep one busy.\Both of them have grown into fine young ladies, just like their mother! response:	La vie est drole!
context: Yes. She was dying to wear this outfit soon.\Non, she won't wear it!\Satsuki's gonna get eaten by it. By my masterpiece.\Anyway, it's Ryuko that we need to worry about!\Yes, I know. I've already taken steps.\Having two teenaged daughters does keep one busy.\Both of them have grown into fine young ladies, just like their mother!\La vie est drole! response:	Yes, life is indeed amusing.
context: Non, she won't wear it!\Satsuki's gonna get eaten by it. By my masterpiece.\Anyway, it's Ryuko that we need to worry about!\Yes, I know. I've already taken steps.\Having two teenaged daughters does keep one busy.\Both of them have grown into fine young ladies, just like their mother!\La vie est drole!\Yes, life is indeed amusing. response:	I can hardly wait to show this to them.
context: Satsuki's gonna get eaten by it. By my masterpiece.\Anyway, it's Ryuko that we need to worry about!\Yes, I know. I've already taken steps.\Having two teenaged daughters does keep one busy.\Both of them have grown into fine young ladies, just like their mother!\La vie est drole!\Yes, life is indeed amusing.\I can hardly wait to show this to them. response:	This ultimate Kamui!
context: Anyway, it's Ryuko that we need to worry about!\Yes, I know. I've already taken steps.\Having two teenaged daughters does keep one busy.\Both of them have grown into fine young ladies, just like their mother!\La vie est drole!\Yes, life is indeed amusing.\I can hardly wait to show this to them.\This ultimate Kamui! response:	They're finally here.
context: Yes, I know. I've already taken steps.\Having two teenaged daughters does keep one busy.\Both of them have grown into fine young ladies, just like their mother!\La vie est drole!\Yes, life is indeed amusing.\I can hardly wait to show this to them.\This ultimate Kamui!\They're finally here. response:	We'll hold out as best as we can.
context: Having two teenaged daughters does keep one busy.\Both of them have grown into fine young ladies, just like their mother!\La vie est drole!\Yes, life is indeed amusing.\I can hardly wait to show this to them.\This ultimate Kamui!\They're finally here.\We'll hold out as best as we can. response:	As long as you're alive, things will work out.
context: Both of them have grown into fine young ladies, just like their mother!\La vie est drole!\Yes, life is indeed amusing.\I can hardly wait to show this to them.\This ultimate Kamui!\They're finally here.\We'll hold out as best as we can.\As long as you're alive, things will work out. response:	It's pretty unusual to hear you sound so wishy-washy.
context: La vie est drole!\Yes, life is indeed amusing.\I can hardly wait to show this to them.\This ultimate Kamui!\They're finally here.\We'll hold out as best as we can.\As long as you're alive, things will work out.\It's pretty unusual to hear you sound so wishy-washy. response:	Maybe.
context: Yes, life is indeed amusing.\I can hardly wait to show this to them.\This ultimate Kamui!\They're finally here.\We'll hold out as best as we can.\As long as you're alive, things will work out.\It's pretty unusual to hear you sound so wishy-washy.\Maybe. response:	DTR, launching! Brace for impact!
context: I can hardly wait to show this to them.\This ultimate Kamui!\They're finally here.\We'll hold out as best as we can.\As long as you're alive, things will work out.\It's pretty unusual to hear you sound so wishy-washy.\Maybe.\DTR, launching! Brace for impact! response:	Use this.
context: This ultimate Kamui!\They're finally here.\We'll hold out as best as we can.\As long as you're alive, things will work out.\It's pretty unusual to hear you sound so wishy-washy.\Maybe.\DTR, launching! Brace for impact!\Use this. response:	Swords are more your thing.
context: They're finally here.\We'll hold out as best as we can.\As long as you're alive, things will work out.\It's pretty unusual to hear you sound so wishy-washy.\Maybe.\DTR, launching! Brace for impact!\Use this.\Swords are more your thing. response:	Thank you.
context: We'll hold out as best as we can.\As long as you're alive, things will work out.\It's pretty unusual to hear you sound so wishy-washy.\Maybe.\DTR, launching! Brace for impact!\Use this.\Swords are more your thing.\Thank you. response:	Well, let's get going, Monkey.
context: As long as you're alive, things will work out.\It's pretty unusual to hear you sound so wishy-washy.\Maybe.\DTR, launching! Brace for impact!\Use this.\Swords are more your thing.\Thank you.\Well, let's get going, Monkey. response:	Looks like I finished up just in time.
context: It's pretty unusual to hear you sound so wishy-washy.\Maybe.\DTR, launching! Brace for impact!\Use this.\Swords are more your thing.\Thank you.\Well, let's get going, Monkey.\Looks like I finished up just in time. response:	It's ready?!
context: Maybe.\DTR, launching! Brace for impact!\Use this.\Swords are more your thing.\Thank you.\Well, let's get going, Monkey.\Looks like I finished up just in time.\It's ready?! response:	Theoretically. Give it a test run.
context: DTR, launching! Brace for impact!\Use this.\Swords are more your thing.\Thank you.\Well, let's get going, Monkey.\Looks like I finished up just in time.\It's ready?!\Theoretically. Give it a test run. response:	There's an awful lot here, too.
context: Use this.\Swords are more your thing.\Thank you.\Well, let's get going, Monkey.\Looks like I finished up just in time.\It's ready?!\Theoretically. Give it a test run.\There's an awful lot here, too. response:	It's like they're having a winter clearance sale.
context: Swords are more your thing.\Thank you.\Well, let's get going, Monkey.\Looks like I finished up just in time.\It's ready?!\Theoretically. Give it a test run.\There's an awful lot here, too.\It's like they're having a winter clearance sale. response:	A whole bunch vs. five, huh? I think I may cry.
context: Thank you.\Well, let's get going, Monkey.\Looks like I finished up just in time.\It's ready?!\Theoretically. Give it a test run.\There's an awful lot here, too.\It's like they're having a winter clearance sale.\A whole bunch vs. five, huh? I think I may cry. response:	Stand firm!
context: Well, let's get going, Monkey.\Looks like I finished up just in time.\It's ready?!\Theoretically. Give it a test run.\There's an awful lot here, too.\It's like they're having a winter clearance sale.\A whole bunch vs. five, huh? I think I may cry.\Stand firm! response:	We're the mightiest five!
context: Looks like I finished up just in time.\It's ready?!\Theoretically. Give it a test run.\There's an awful lot here, too.\It's like they're having a winter clearance sale.\A whole bunch vs. five, huh? I think I may cry.\Stand firm!\We're the mightiest five! response:	Do you seriously mean that?
context: It's ready?!\Theoretically. Give it a test run.\There's an awful lot here, too.\It's like they're having a winter clearance sale.\A whole bunch vs. five, huh? I think I may cry.\Stand firm!\We're the mightiest five!\Do you seriously mean that? response:	We have no choice but to go at this seriously.
context: Theoretically. Give it a test run.\There's an awful lot here, too.\It's like they're having a winter clearance sale.\A whole bunch vs. five, huh? I think I may cry.\Stand firm!\We're the mightiest five!\Do you seriously mean that?\We have no choice but to go at this seriously. response:	Well, I'll give it my best.
context: There's an awful lot here, too.\It's like they're having a winter clearance sale.\A whole bunch vs. five, huh? I think I may cry.\Stand firm!\We're the mightiest five!\Do you seriously mean that?\We have no choice but to go at this seriously.\Well, I'll give it my best. response:	That's the Mankanshoku family's pet dog!
context: It's like they're having a winter clearance sale.\A whole bunch vs. five, huh? I think I may cry.\Stand firm!\We're the mightiest five!\Do you seriously mean that?\We have no choice but to go at this seriously.\Well, I'll give it my best.\That's the Mankanshoku family's pet dog! response:	Could it be?!
context: A whole bunch vs. five, huh? I think I may cry.\Stand firm!\We're the mightiest five!\Do you seriously mean that?\We have no choice but to go at this seriously.\Well, I'll give it my best.\That's the Mankanshoku family's pet dog!\Could it be?! response:	Let's try this out right now!
context: Stand firm!\We're the mightiest five!\Do you seriously mean that?\We have no choice but to go at this seriously.\Well, I'll give it my best.\That's the Mankanshoku family's pet dog!\Could it be?!\Let's try this out right now! response:	Mankanshoku!
context: We're the mightiest five!\Do you seriously mean that?\We have no choice but to go at this seriously.\Well, I'll give it my best.\That's the Mankanshoku family's pet dog!\Could it be?!\Let's try this out right now!\Mankanshoku! response:	- She's out! - She's out!
context: Do you seriously mean that?\We have no choice but to go at this seriously.\Well, I'll give it my best.\That's the Mankanshoku family's pet dog!\Could it be?!\Let's try this out right now!\Mankanshoku!\- She's out! - She's out! response:	Cloth-form Covers are fed energy from their parent body,
context: We have no choice but to go at this seriously.\Well, I'll give it my best.\That's the Mankanshoku family's pet dog!\Could it be?!\Let's try this out right now!\Mankanshoku!\- She's out! - She's out!\Cloth-form Covers are fed energy from their parent body, response:	the Original Life Fiber, via a linkage thread.
context: Well, I'll give it my best.\That's the Mankanshoku family's pet dog!\Could it be?!\Let's try this out right now!\Mankanshoku!\- She's out! - She's out!\Cloth-form Covers are fed energy from their parent body,\the Original Life Fiber, via a linkage thread. response:	That's why we can cause them to shut down if we sever that.
context: That's the Mankanshoku family's pet dog!\Could it be?!\Let's try this out right now!\Mankanshoku!\- She's out! - She's out!\Cloth-form Covers are fed energy from their parent body,\the Original Life Fiber, via a linkage thread.\That's why we can cause them to shut down if we sever that. response:	However, human-form Covers have
context: Could it be?!\Let's try this out right now!\Mankanshoku!\- She's out! - She's out!\Cloth-form Covers are fed energy from their parent body,\the Original Life Fiber, via a linkage thread.\That's why we can cause them to shut down if we sever that.\However, human-form Covers have response:	swallowed humans to use as energy sources,
context: Let's try this out right now!\Mankanshoku!\- She's out! - She's out!\Cloth-form Covers are fed energy from their parent body,\the Original Life Fiber, via a linkage thread.\That's why we can cause them to shut down if we sever that.\However, human-form Covers have\swallowed humans to use as energy sources, response:	so they can operate autonomously!
context: Mankanshoku!\- She's out! - She's out!\Cloth-form Covers are fed energy from their parent body,\the Original Life Fiber, via a linkage thread.\That's why we can cause them to shut down if we sever that.\However, human-form Covers have\swallowed humans to use as energy sources,\so they can operate autonomously! response:	If we can extract the human it's swallowed,
context: - She's out! - She's out!\Cloth-form Covers are fed energy from their parent body,\the Original Life Fiber, via a linkage thread.\That's why we can cause them to shut down if we sever that.\However, human-form Covers have\swallowed humans to use as energy sources,\so they can operate autonomously!\If we can extract the human it's swallowed, response:	the Cover will shut down without its energy source!
context: Cloth-form Covers are fed energy from their parent body,\the Original Life Fiber, via a linkage thread.\That's why we can cause them to shut down if we sever that.\However, human-form Covers have\swallowed humans to use as energy sources,\so they can operate autonomously!\If we can extract the human it's swallowed,\the Cover will shut down without its energy source! response:	Yes! We thin out their number...
context: the Original Life Fiber, via a linkage thread.\That's why we can cause them to shut down if we sever that.\However, human-form Covers have\swallowed humans to use as energy sources,\so they can operate autonomously!\If we can extract the human it's swallowed,\the Cover will shut down without its energy source!\Yes! We thin out their number... response:	And rescue our allies.
context: That's why we can cause them to shut down if we sever that.\However, human-form Covers have\swallowed humans to use as energy sources,\so they can operate autonomously!\If we can extract the human it's swallowed,\the Cover will shut down without its energy source!\Yes! We thin out their number...\And rescue our allies. response:	- A weapon combining offense and defense! - A weapon combining offense and defense!
context: However, human-form Covers have\swallowed humans to use as energy sources,\so they can operate autonomously!\If we can extract the human it's swallowed,\the Cover will shut down without its energy source!\Yes! We thin out their number...\And rescue our allies.\- A weapon combining offense and defense! - A weapon combining offense and defense! response:	This is the Emergency Rescue Suction Device!
context: swallowed humans to use as energy sources,\so they can operate autonomously!\If we can extract the human it's swallowed,\the Cover will shut down without its energy source!\Yes! We thin out their number...\And rescue our allies.\- A weapon combining offense and defense! - A weapon combining offense and defense!\This is the Emergency Rescue Suction Device! response:	EMERGENCY RESCUE SUCTION DEVICE
context: so they can operate autonomously!\If we can extract the human it's swallowed,\the Cover will shut down without its energy source!\Yes! We thin out their number...\And rescue our allies.\- A weapon combining offense and defense! - A weapon combining offense and defense!\This is the Emergency Rescue Suction Device!\EMERGENCY RESCUE SUCTION DEVICE response:	In Heaven's stead, I smite clothing!
context: If we can extract the human it's swallowed,\the Cover will shut down without its energy source!\Yes! We thin out their number...\And rescue our allies.\- A weapon combining offense and defense! - A weapon combining offense and defense!\This is the Emergency Rescue Suction Device!\EMERGENCY RESCUE SUCTION DEVICE\In Heaven's stead, I smite clothing! response:	LIFE FIBER EXPLOSION
context: the Cover will shut down without its energy source!\Yes! We thin out their number...\And rescue our allies.\- A weapon combining offense and defense! - A weapon combining offense and defense!\This is the Emergency Rescue Suction Device!\EMERGENCY RESCUE SUCTION DEVICE\In Heaven's stead, I smite clothing!\LIFE FIBER EXPLOSION response:	I'm saved!
context: Yes! We thin out their number...\And rescue our allies.\- A weapon combining offense and defense! - A weapon combining offense and defense!\This is the Emergency Rescue Suction Device!\EMERGENCY RESCUE SUCTION DEVICE\In Heaven's stead, I smite clothing!\LIFE FIBER EXPLOSION\I'm saved! response:	Mankanshoku, are you all right?
context: And rescue our allies.\- A weapon combining offense and defense! - A weapon combining offense and defense!\This is the Emergency Rescue Suction Device!\EMERGENCY RESCUE SUCTION DEVICE\In Heaven's stead, I smite clothing!\LIFE FIBER EXPLOSION\I'm saved!\Mankanshoku, are you all right? response:	Yep! Mako Mankanshoku has returned!
context: - A weapon combining offense and defense! - A weapon combining offense and defense!\This is the Emergency Rescue Suction Device!\EMERGENCY RESCUE SUCTION DEVICE\In Heaven's stead, I smite clothing!\LIFE FIBER EXPLOSION\I'm saved!\Mankanshoku, are you all right?\Yep! Mako Mankanshoku has returned! response:	Wait, you saved me, Gamagoori?!
context: This is the Emergency Rescue Suction Device!\EMERGENCY RESCUE SUCTION DEVICE\In Heaven's stead, I smite clothing!\LIFE FIBER EXPLOSION\I'm saved!\Mankanshoku, are you all right?\Yep! Mako Mankanshoku has returned!\Wait, you saved me, Gamagoori?! response:	Yes. I gave your little brother my word.
context: EMERGENCY RESCUE SUCTION DEVICE\In Heaven's stead, I smite clothing!\LIFE FIBER EXPLOSION\I'm saved!\Mankanshoku, are you all right?\Yep! Mako Mankanshoku has returned!\Wait, you saved me, Gamagoori?!\Yes. I gave your little brother my word. response:	In any case, put this on.
context: In Heaven's stead, I smite clothing!\LIFE FIBER EXPLOSION\I'm saved!\Mankanshoku, are you all right?\Yep! Mako Mankanshoku has returned!\Wait, you saved me, Gamagoori?!\Yes. I gave your little brother my word.\In any case, put this on. response:	Whoa, I'm in my birthday suit!
context: LIFE FIBER EXPLOSION\I'm saved!\Mankanshoku, are you all right?\Yep! Mako Mankanshoku has returned!\Wait, you saved me, Gamagoori?!\Yes. I gave your little brother my word.\In any case, put this on.\Whoa, I'm in my birthday suit! response:	All right, quit your flirting. If it works, go rescue more people.
context: I'm saved!\Mankanshoku, are you all right?\Yep! Mako Mankanshoku has returned!\Wait, you saved me, Gamagoori?!\Yes. I gave your little brother my word.\In any case, put this on.\Whoa, I'm in my birthday suit!\All right, quit your flirting. If it works, go rescue more people. response:	Hang on, how do you put this thing on?
context: Mankanshoku, are you all right?\Yep! Mako Mankanshoku has returned!\Wait, you saved me, Gamagoori?!\Yes. I gave your little brother my word.\In any case, put this on.\Whoa, I'm in my birthday suit!\All right, quit your flirting. If it works, go rescue more people.\Hang on, how do you put this thing on? response:	I am not flirting!
context: Yep! Mako Mankanshoku has returned!\Wait, you saved me, Gamagoori?!\Yes. I gave your little brother my word.\In any case, put this on.\Whoa, I'm in my birthday suit!\All right, quit your flirting. If it works, go rescue more people.\Hang on, how do you put this thing on?\I am not flirting! response:	We'll talk later.
context: Wait, you saved me, Gamagoori?!\Yes. I gave your little brother my word.\In any case, put this on.\Whoa, I'm in my birthday suit!\All right, quit your flirting. If it works, go rescue more people.\Hang on, how do you put this thing on?\I am not flirting!\We'll talk later. response:	I'm stuck!
context: Yes. I gave your little brother my word.\In any case, put this on.\Whoa, I'm in my birthday suit!\All right, quit your flirting. If it works, go rescue more people.\Hang on, how do you put this thing on?\I am not flirting!\We'll talk later.\I'm stuck! response:	Get clear, Mankanshoku.
context: In any case, put this on.\Whoa, I'm in my birthday suit!\All right, quit your flirting. If it works, go rescue more people.\Hang on, how do you put this thing on?\I am not flirting!\We'll talk later.\I'm stuck!\Get clear, Mankanshoku. response:	Kay!
context: Whoa, I'm in my birthday suit!\All right, quit your flirting. If it works, go rescue more people.\Hang on, how do you put this thing on?\I am not flirting!\We'll talk later.\I'm stuck!\Get clear, Mankanshoku.\Kay! response:	Hang on, isn't this Osaka? When did I get back here?
context: All right, quit your flirting. If it works, go rescue more people.\Hang on, how do you put this thing on?\I am not flirting!\We'll talk later.\I'm stuck!\Get clear, Mankanshoku.\Kay!\Hang on, isn't this Osaka? When did I get back here? response:	Hey!
context: Hang on, how do you put this thing on?\I am not flirting!\We'll talk later.\I'm stuck!\Get clear, Mankanshoku.\Kay!\Hang on, isn't this Osaka? When did I get back here?\Hey! response:	Mako, you're okay!
context: I am not flirting!\We'll talk later.\I'm stuck!\Get clear, Mankanshoku.\Kay!\Hang on, isn't this Osaka? When did I get back here?\Hey!\Mako, you're okay! response:	Sis!
context: We'll talk later.\I'm stuck!\Get clear, Mankanshoku.\Kay!\Hang on, isn't this Osaka? When did I get back here?\Hey!\Mako, you're okay!\Sis! response:	Dad! Mataro!
context: I'm stuck!\Get clear, Mankanshoku.\Kay!\Hang on, isn't this Osaka? When did I get back here?\Hey!\Mako, you're okay!\Sis!\Dad! Mataro! response:	What are they doing?!
context: Get clear, Mankanshoku.\Kay!\Hang on, isn't this Osaka? When did I get back here?\Hey!\Mako, you're okay!\Sis!\Dad! Mataro!\What are they doing?! response:	What is this, the Covers Orchestra Club?
context: Kay!\Hang on, isn't this Osaka? When did I get back here?\Hey!\Mako, you're okay!\Sis!\Dad! Mataro!\What are they doing?!\What is this, the Covers Orchestra Club? response:	Are they calling me out?
context: Hang on, isn't this Osaka? When did I get back here?\Hey!\Mako, you're okay!\Sis!\Dad! Mataro!\What are they doing?!\What is this, the Covers Orchestra Club?\Are they calling me out? response:	What's this noise?
context: Hey!\Mako, you're okay!\Sis!\Dad! Mataro!\What are they doing?!\What is this, the Covers Orchestra Club?\Are they calling me out?\What's this noise? response:	Oh, dear...
context: Mako, you're okay!\Sis!\Dad! Mataro!\What are they doing?!\What is this, the Covers Orchestra Club?\Are they calling me out?\What's this noise?\Oh, dear... response:	That's
context: Sis!\Dad! Mataro!\What are they doing?!\What is this, the Covers Orchestra Club?\Are they calling me out?\What's this noise?\Oh, dear...\That's response:	Ryuko!
context: Dad! Mataro!\What are they doing?!\What is this, the Covers Orchestra Club?\Are they calling me out?\What's this noise?\Oh, dear...\That's\Ryuko! response:	Ryuko!
context: What are they doing?!\What is this, the Covers Orchestra Club?\Are they calling me out?\What's this noise?\Oh, dear...\That's\Ryuko!\Ryuko! response:	Cut out all the sawing racket, you bastards!
context: What is this, the Covers Orchestra Club?\Are they calling me out?\What's this noise?\Oh, dear...\That's\Ryuko!\Ryuko!\Cut out all the sawing racket, you bastards! response:	Get lost!
