context: Hey, do you think people avoid us when we come through? response:	You're just too intimidating.
context: Sunakawa-kun, just pick whichever you'd like.\Okay.\That's from me.\Thanks.\Next!\Um, okay, this one.\Oops!\That's Nanako's... response:	Maybe this one, then.
context: Okay.\That's from me.\Thanks.\Next!\Um, okay, this one.\Oops!\That's Nanako's...\Maybe this one, then. response:	I'm next!
context: That's from me.\Thanks.\Next!\Um, okay, this one.\Oops!\That's Nanako's...\Maybe this one, then.\I'm next! response:	Pick this one.
context: Thanks.\Next!\Um, okay, this one.\Oops!\That's Nanako's...\Maybe this one, then.\I'm next!\Pick this one. response:	Huh? O-Okay...
context: Next!\Um, okay, this one.\Oops!\That's Nanako's...\Maybe this one, then.\I'm next!\Pick this one.\Huh? O-Okay... response:	Oh...
context: Um, okay, this one.\Oops!\That's Nanako's...\Maybe this one, then.\I'm next!\Pick this one.\Huh? O-Okay...\Oh... response:	Huh?
context: Oops!\That's Nanako's...\Maybe this one, then.\I'm next!\Pick this one.\Huh? O-Okay...\Oh...\Huh? response:	Is this from Nanako-chan?
context: That's Nanako's...\Maybe this one, then.\I'm next!\Pick this one.\Huh? O-Okay...\Oh...\Huh?\Is this from Nanako-chan? response:	Wow!
context: Maybe this one, then.\I'm next!\Pick this one.\Huh? O-Okay...\Oh...\Huh?\Is this from Nanako-chan?\Wow! response:	I picked Nanako-chan's gift!
context: I'm next!\Pick this one.\Huh? O-Okay...\Oh...\Huh?\Is this from Nanako-chan?\Wow!\I picked Nanako-chan's gift! response:	Yay!
context: Pick this one.\Huh? O-Okay...\Oh...\Huh?\Is this from Nanako-chan?\Wow!\I picked Nanako-chan's gift!\Yay! response:	Hey, can I open this?
context: Huh? O-Okay...\Oh...\Huh?\Is this from Nanako-chan?\Wow!\I picked Nanako-chan's gift!\Yay!\Hey, can I open this? response:	Yay!
context: Oh...\Huh?\Is this from Nanako-chan?\Wow!\I picked Nanako-chan's gift!\Yay!\Hey, can I open this?\Yay! response:	Xavier!
context: Huh?\Is this from Nanako-chan?\Wow!\I picked Nanako-chan's gift!\Yay!\Hey, can I open this?\Yay!\Xavier! response:	Okay, Nanako, you're next.
context: Is this from Nanako-chan?\Wow!\I picked Nanako-chan's gift!\Yay!\Hey, can I open this?\Yay!\Xavier!\Okay, Nanako, you're next. response:	Um...
context: Wow!\I picked Nanako-chan's gift!\Yay!\Hey, can I open this?\Yay!\Xavier!\Okay, Nanako, you're next.\Um... response:	Okay, this one.
context: I picked Nanako-chan's gift!\Yay!\Hey, can I open this?\Yay!\Xavier!\Okay, Nanako, you're next.\Um...\Okay, this one. response:	That's mine!
context: Yay!\Hey, can I open this?\Yay!\Xavier!\Okay, Nanako, you're next.\Um...\Okay, this one.\That's mine! response:	It went to Nanako-chan!
context: Hey, can I open this?\Yay!\Xavier!\Okay, Nanako, you're next.\Um...\Okay, this one.\That's mine!\It went to Nanako-chan! response:	It's fate!
context: Yay!\Xavier!\Okay, Nanako, you're next.\Um...\Okay, this one.\That's mine!\It went to Nanako-chan!\It's fate! response:	All right!
context: Xavier!\Okay, Nanako, you're next.\Um...\Okay, this one.\That's mine!\It went to Nanako-chan!\It's fate!\All right! response:	Let's sing, guys!
context: Okay, Nanako, you're next.\Um...\Okay, this one.\That's mine!\It went to Nanako-chan!\It's fate!\All right!\Let's sing, guys! response:	Yeah!
context: Um...\Okay, this one.\That's mine!\It went to Nanako-chan!\It's fate!\All right!\Let's sing, guys!\Yeah! response:	I don't really do songs,
context: Okay, this one.\That's mine!\It went to Nanako-chan!\It's fate!\All right!\Let's sing, guys!\Yeah!\I don't really do songs, response:	so I'll just be on the tambourine.
context: That's mine!\It went to Nanako-chan!\It's fate!\All right!\Let's sing, guys!\Yeah!\I don't really do songs,\so I'll just be on the tambourine. response:	I'll be on the maracas today, too.
context: It went to Nanako-chan!\It's fate!\All right!\Let's sing, guys!\Yeah!\I don't really do songs,\so I'll just be on the tambourine.\I'll be on the maracas today, too. response:	We're the cheerleaders.
context: It's fate!\All right!\Let's sing, guys!\Yeah!\I don't really do songs,\so I'll just be on the tambourine.\I'll be on the maracas today, too.\We're the cheerleaders. response:	Can't catch up, but I want to.
context: All right!\Let's sing, guys!\Yeah!\I don't really do songs,\so I'll just be on the tambourine.\I'll be on the maracas today, too.\We're the cheerleaders.\Can't catch up, but I want to. response:	Oh, this song's Kurihara's favorite.
context: Let's sing, guys!\Yeah!\I don't really do songs,\so I'll just be on the tambourine.\I'll be on the maracas today, too.\We're the cheerleaders.\Can't catch up, but I want to.\Oh, this song's Kurihara's favorite. response:	Can one of the girls sing with me?
context: Yeah!\I don't really do songs,\so I'll just be on the tambourine.\I'll be on the maracas today, too.\We're the cheerleaders.\Can't catch up, but I want to.\Oh, this song's Kurihara's favorite.\Can one of the girls sing with me? response:	Nanako, you're good at this song, too.
context: I don't really do songs,\so I'll just be on the tambourine.\I'll be on the maracas today, too.\We're the cheerleaders.\Can't catch up, but I want to.\Oh, this song's Kurihara's favorite.\Can one of the girls sing with me?\Nanako, you're good at this song, too. response:	I want to hear Nanako sing!
context: so I'll just be on the tambourine.\I'll be on the maracas today, too.\We're the cheerleaders.\Can't catch up, but I want to.\Oh, this song's Kurihara's favorite.\Can one of the girls sing with me?\Nanako, you're good at this song, too.\I want to hear Nanako sing! response:	Yeah!
context: I'll be on the maracas today, too.\We're the cheerleaders.\Can't catch up, but I want to.\Oh, this song's Kurihara's favorite.\Can one of the girls sing with me?\Nanako, you're good at this song, too.\I want to hear Nanako sing!\Yeah! response:	Here's the mic.
context: We're the cheerleaders.\Can't catch up, but I want to.\Oh, this song's Kurihara's favorite.\Can one of the girls sing with me?\Nanako, you're good at this song, too.\I want to hear Nanako sing!\Yeah!\Here's the mic. response:	Yay, a duet!
context: Can't catch up, but I want to.\Oh, this song's Kurihara's favorite.\Can one of the girls sing with me?\Nanako, you're good at this song, too.\I want to hear Nanako sing!\Yeah!\Here's the mic.\Yay, a duet! response:	I wish love would work out like sweets, as long as you follow the recipe.
context: Oh, this song's Kurihara's favorite.\Can one of the girls sing with me?\Nanako, you're good at this song, too.\I want to hear Nanako sing!\Yeah!\Here's the mic.\Yay, a duet!\I wish love would work out like sweets, as long as you follow the recipe. response:	Come on, Nanako-chan!
context: Can one of the girls sing with me?\Nanako, you're good at this song, too.\I want to hear Nanako sing!\Yeah!\Here's the mic.\Yay, a duet!\I wish love would work out like sweets, as long as you follow the recipe.\Come on, Nanako-chan! response:	I wish the distance between us would change with time, just like meringues do.
context: Nanako, you're good at this song, too.\I want to hear Nanako sing!\Yeah!\Here's the mic.\Yay, a duet!\I wish love would work out like sweets, as long as you follow the recipe.\Come on, Nanako-chan!\I wish the distance between us would change with time, just like meringues do. response:	Look this way, you two!
context: I want to hear Nanako sing!\Yeah!\Here's the mic.\Yay, a duet!\I wish love would work out like sweets, as long as you follow the recipe.\Come on, Nanako-chan!\I wish the distance between us would change with time, just like meringues do.\Look this way, you two! response:	Calm and
context: Yeah!\Here's the mic.\Yay, a duet!\I wish love would work out like sweets, as long as you follow the recipe.\Come on, Nanako-chan!\I wish the distance between us would change with time, just like meringues do.\Look this way, you two!\Calm and response:	Yeah, take our photo!
context: Here's the mic.\Yay, a duet!\I wish love would work out like sweets, as long as you follow the recipe.\Come on, Nanako-chan!\I wish the distance between us would change with time, just like meringues do.\Look this way, you two!\Calm and\Yeah, take our photo! response:	A two-shot with Nanako-chan!
context: Yay, a duet!\I wish love would work out like sweets, as long as you follow the recipe.\Come on, Nanako-chan!\I wish the distance between us would change with time, just like meringues do.\Look this way, you two!\Calm and\Yeah, take our photo!\A two-shot with Nanako-chan! response:	What's with you guys?
context: I wish love would work out like sweets, as long as you follow the recipe.\Come on, Nanako-chan!\I wish the distance between us would change with time, just like meringues do.\Look this way, you two!\Calm and\Yeah, take our photo!\A two-shot with Nanako-chan!\What's with you guys? response:	You're acting all weird!
context: Come on, Nanako-chan!\I wish the distance between us would change with time, just like meringues do.\Look this way, you two!\Calm and\Yeah, take our photo!\A two-shot with Nanako-chan!\What's with you guys?\You're acting all weird! response:	Oh, really?
context: I wish the distance between us would change with time, just like meringues do.\Look this way, you two!\Calm and\Yeah, take our photo!\A two-shot with Nanako-chan!\What's with you guys?\You're acting all weird!\Oh, really? response:	Can't catch up, but I want
context: Look this way, you two!\Calm and\Yeah, take our photo!\A two-shot with Nanako-chan!\What's with you guys?\You're acting all weird!\Oh, really?\Can't catch up, but I want response:	Suddenly, there's a story. Give me an answer. The more clumsy and awkward we are...
context: Calm and\Yeah, take our photo!\A two-shot with Nanako-chan!\What's with you guys?\You're acting all weird!\Oh, really?\Can't catch up, but I want\Suddenly, there's a story. Give me an answer. The more clumsy and awkward we are... response:	I'll go!
context: Yeah, take our photo!\A two-shot with Nanako-chan!\What's with you guys?\You're acting all weird!\Oh, really?\Can't catch up, but I want\Suddenly, there's a story. Give me an answer. The more clumsy and awkward we are...\I'll go! response:	Hey, shouldn't you go?
context: A two-shot with Nanako-chan!\What's with you guys?\You're acting all weird!\Oh, really?\Can't catch up, but I want\Suddenly, there's a story. Give me an answer. The more clumsy and awkward we are...\I'll go!\Hey, shouldn't you go? response:	I'll go!
context: What's with you guys?\You're acting all weird!\Oh, really?\Can't catch up, but I want\Suddenly, there's a story. Give me an answer. The more clumsy and awkward we are...\I'll go!\Hey, shouldn't you go?\I'll go! response:	Okay.
context: You're acting all weird!\Oh, really?\Can't catch up, but I want\Suddenly, there's a story. Give me an answer. The more clumsy and awkward we are...\I'll go!\Hey, shouldn't you go?\I'll go!\Okay. response:	Nanako!
context: Oh, really?\Can't catch up, but I want\Suddenly, there's a story. Give me an answer. The more clumsy and awkward we are...\I'll go!\Hey, shouldn't you go?\I'll go!\Okay.\Nanako! response:	What's wrong?
context: Can't catch up, but I want\Suddenly, there's a story. Give me an answer. The more clumsy and awkward we are...\I'll go!\Hey, shouldn't you go?\I'll go!\Okay.\Nanako!\What's wrong? response:	Hey, girls...
context: Suddenly, there's a story. Give me an answer. The more clumsy and awkward we are...\I'll go!\Hey, shouldn't you go?\I'll go!\Okay.\Nanako!\What's wrong?\Hey, girls... response:	What're you doing?
context: I'll go!\Hey, shouldn't you go?\I'll go!\Okay.\Nanako!\What's wrong?\Hey, girls...\What're you doing? response:	You're here, just the two of you?
context: Hey, shouldn't you go?\I'll go!\Okay.\Nanako!\What's wrong?\Hey, girls...\What're you doing?\You're here, just the two of you? response:	But it's Christmas!
context: I'll go!\Okay.\Nanako!\What's wrong?\Hey, girls...\What're you doing?\You're here, just the two of you?\But it's Christmas! response:	Come join us in our room!
context: Okay.\Nanako!\What's wrong?\Hey, girls...\What're you doing?\You're here, just the two of you?\But it's Christmas!\Come join us in our room! response:	Huh?
context: Nanako!\What's wrong?\Hey, girls...\What're you doing?\You're here, just the two of you?\But it's Christmas!\Come join us in our room!\Huh? response:	I think I've seen her before...
context: What's wrong?\Hey, girls...\What're you doing?\You're here, just the two of you?\But it's Christmas!\Come join us in our room!\Huh?\I think I've seen her before... response:	Hey, have we met before?
context: Hey, girls...\What're you doing?\You're here, just the two of you?\But it's Christmas!\Come join us in our room!\Huh?\I think I've seen her before...\Hey, have we met before? response:	This way, hurry!
context: What're you doing?\You're here, just the two of you?\But it's Christmas!\Come join us in our room!\Huh?\I think I've seen her before...\Hey, have we met before?\This way, hurry! response:	Right! She's the urban legend's girlfriend!
context: You're here, just the two of you?\But it's Christmas!\Come join us in our room!\Huh?\I think I've seen her before...\Hey, have we met before?\This way, hurry!\Right! She's the urban legend's girlfriend! response:	Takeo-kun!
context: But it's Christmas!\Come join us in our room!\Huh?\I think I've seen her before...\Hey, have we met before?\This way, hurry!\Right! She's the urban legend's girlfriend!\Takeo-kun! response:	Hey, what happened?
context: Come join us in our room!\Huh?\I think I've seen her before...\Hey, have we met before?\This way, hurry!\Right! She's the urban legend's girlfriend!\Takeo-kun!\Hey, what happened? response:	Whew, that was scary...
context: Huh?\I think I've seen her before...\Hey, have we met before?\This way, hurry!\Right! She's the urban legend's girlfriend!\Takeo-kun!\Hey, what happened?\Whew, that was scary... response:	Are you all right, Nanako-chan?
context: I think I've seen her before...\Hey, have we met before?\This way, hurry!\Right! She's the urban legend's girlfriend!\Takeo-kun!\Hey, what happened?\Whew, that was scary...\Are you all right, Nanako-chan? response:	Why didn't you help me yourself?!
context: Hey, have we met before?\This way, hurry!\Right! She's the urban legend's girlfriend!\Takeo-kun!\Hey, what happened?\Whew, that was scary...\Are you all right, Nanako-chan?\Why didn't you help me yourself?! response:	I hate that about you!
context: This way, hurry!\Right! She's the urban legend's girlfriend!\Takeo-kun!\Hey, what happened?\Whew, that was scary...\Are you all right, Nanako-chan?\Why didn't you help me yourself?!\I hate that about you! response:	Nanako!
context: Right! She's the urban legend's girlfriend!\Takeo-kun!\Hey, what happened?\Whew, that was scary...\Are you all right, Nanako-chan?\Why didn't you help me yourself?!\I hate that about you!\Nanako! response:	Wait, Nanako!
context: Takeo-kun!\Hey, what happened?\Whew, that was scary...\Are you all right, Nanako-chan?\Why didn't you help me yourself?!\I hate that about you!\Nanako!\Wait, Nanako! response:	I shouldn't have told you!
context: Hey, what happened?\Whew, that was scary...\Are you all right, Nanako-chan?\Why didn't you help me yourself?!\I hate that about you!\Nanako!\Wait, Nanako!\I shouldn't have told you! response:	Don't try so hard to get us together!
context: Whew, that was scary...\Are you all right, Nanako-chan?\Why didn't you help me yourself?!\I hate that about you!\Nanako!\Wait, Nanako!\I shouldn't have told you!\Don't try so hard to get us together! response:	Not everyone can be like you guys,
context: Are you all right, Nanako-chan?\Why didn't you help me yourself?!\I hate that about you!\Nanako!\Wait, Nanako!\I shouldn't have told you!\Don't try so hard to get us together!\Not everyone can be like you guys, response:	all lovey-dovey and head over heels about each other, okay?!
context: Why didn't you help me yourself?!\I hate that about you!\Nanako!\Wait, Nanako!\I shouldn't have told you!\Don't try so hard to get us together!\Not everyone can be like you guys,\all lovey-dovey and head over heels about each other, okay?! response:	Sorry...
context: I hate that about you!\Nanako!\Wait, Nanako!\I shouldn't have told you!\Don't try so hard to get us together!\Not everyone can be like you guys,\all lovey-dovey and head over heels about each other, okay?!\Sorry... response:	Takeo-kun...
context: Nanako!\Wait, Nanako!\I shouldn't have told you!\Don't try so hard to get us together!\Not everyone can be like you guys,\all lovey-dovey and head over heels about each other, okay?!\Sorry...\Takeo-kun... response:	I was wrong...
context: Wait, Nanako!\I shouldn't have told you!\Don't try so hard to get us together!\Not everyone can be like you guys,\all lovey-dovey and head over heels about each other, okay?!\Sorry...\Takeo-kun...\I was wrong... response:	I guess this wasn't helping her at all.
context: I shouldn't have told you!\Don't try so hard to get us together!\Not everyone can be like you guys,\all lovey-dovey and head over heels about each other, okay?!\Sorry...\Takeo-kun...\I was wrong...\I guess this wasn't helping her at all. response:	I should have been more considerate of Nanako's feelings.
context: Don't try so hard to get us together!\Not everyone can be like you guys,\all lovey-dovey and head over heels about each other, okay?!\Sorry...\Takeo-kun...\I was wrong...\I guess this wasn't helping her at all.\I should have been more considerate of Nanako's feelings. response:	You're right.
context: Not everyone can be like you guys,\all lovey-dovey and head over heels about each other, okay?!\Sorry...\Takeo-kun...\I was wrong...\I guess this wasn't helping her at all.\I should have been more considerate of Nanako's feelings.\You're right. response:	I was wrong, too.
context: all lovey-dovey and head over heels about each other, okay?!\Sorry...\Takeo-kun...\I was wrong...\I guess this wasn't helping her at all.\I should have been more considerate of Nanako's feelings.\You're right.\I was wrong, too. response:	My feelings are my own,
context: Sorry...\Takeo-kun...\I was wrong...\I guess this wasn't helping her at all.\I should have been more considerate of Nanako's feelings.\You're right.\I was wrong, too.\My feelings are my own, response:	but that has nothing to do with how others feel.
context: Takeo-kun...\I was wrong...\I guess this wasn't helping her at all.\I should have been more considerate of Nanako's feelings.\You're right.\I was wrong, too.\My feelings are my own,\but that has nothing to do with how others feel. response:	I can't do anything about how they feel.
context: I was wrong...\I guess this wasn't helping her at all.\I should have been more considerate of Nanako's feelings.\You're right.\I was wrong, too.\My feelings are my own,\but that has nothing to do with how others feel.\I can't do anything about how they feel. response:	I really have to be more careful...
context: I guess this wasn't helping her at all.\I should have been more considerate of Nanako's feelings.\You're right.\I was wrong, too.\My feelings are my own,\but that has nothing to do with how others feel.\I can't do anything about how they feel.\I really have to be more careful... response:	We have to learn how to just watch over them without interfering.
context: I should have been more considerate of Nanako's feelings.\You're right.\I was wrong, too.\My feelings are my own,\but that has nothing to do with how others feel.\I can't do anything about how they feel.\I really have to be more careful...\We have to learn how to just watch over them without interfering. response:	Yeah.
context: You're right.\I was wrong, too.\My feelings are my own,\but that has nothing to do with how others feel.\I can't do anything about how they feel.\I really have to be more careful...\We have to learn how to just watch over them without interfering.\Yeah. response:	That's what Sunakawa-kun did for us.
context: I was wrong, too.\My feelings are my own,\but that has nothing to do with how others feel.\I can't do anything about how they feel.\I really have to be more careful...\We have to learn how to just watch over them without interfering.\Yeah.\That's what Sunakawa-kun did for us. response:	Like Suna.
context: My feelings are my own,\but that has nothing to do with how others feel.\I can't do anything about how they feel.\I really have to be more careful...\We have to learn how to just watch over them without interfering.\Yeah.\That's what Sunakawa-kun did for us.\Like Suna. response:	Right, like Sunakawa-kun.
context: but that has nothing to do with how others feel.\I can't do anything about how they feel.\I really have to be more careful...\We have to learn how to just watch over them without interfering.\Yeah.\That's what Sunakawa-kun did for us.\Like Suna.\Right, like Sunakawa-kun. response:	Being kind enough not to do anything...
context: I can't do anything about how they feel.\I really have to be more careful...\We have to learn how to just watch over them without interfering.\Yeah.\That's what Sunakawa-kun did for us.\Like Suna.\Right, like Sunakawa-kun.\Being kind enough not to do anything... response:	To have the heart to watch over them without saying anythingthat's it.
context: I really have to be more careful...\We have to learn how to just watch over them without interfering.\Yeah.\That's what Sunakawa-kun did for us.\Like Suna.\Right, like Sunakawa-kun.\Being kind enough not to do anything...\To have the heart to watch over them without saying anythingthat's it. response:	Suna...
context: We have to learn how to just watch over them without interfering.\Yeah.\That's what Sunakawa-kun did for us.\Like Suna.\Right, like Sunakawa-kun.\Being kind enough not to do anything...\To have the heart to watch over them without saying anythingthat's it.\Suna... response:	Where is she?
context: Yeah.\That's what Sunakawa-kun did for us.\Like Suna.\Right, like Sunakawa-kun.\Being kind enough not to do anything...\To have the heart to watch over them without saying anythingthat's it.\Suna...\Where is she? response:	Well, for now, let's go back.
context: That's what Sunakawa-kun did for us.\Like Suna.\Right, like Sunakawa-kun.\Being kind enough not to do anything...\To have the heart to watch over them without saying anythingthat's it.\Suna...\Where is she?\Well, for now, let's go back. response:	I mean,
context: Like Suna.\Right, like Sunakawa-kun.\Being kind enough not to do anything...\To have the heart to watch over them without saying anythingthat's it.\Suna...\Where is she?\Well, for now, let's go back.\I mean, response:	how could one of me beat three of them?
context: Right, like Sunakawa-kun.\Being kind enough not to do anything...\To have the heart to watch over them without saying anythingthat's it.\Suna...\Where is she?\Well, for now, let's go back.\I mean,\how could one of me beat three of them? response:	I just thought it'd complicate things
context: Being kind enough not to do anything...\To have the heart to watch over them without saying anythingthat's it.\Suna...\Where is she?\Well, for now, let's go back.\I mean,\how could one of me beat three of them?\I just thought it'd complicate things response:	and risk getting Nanako-chan hurt
context: To have the heart to watch over them without saying anythingthat's it.\Suna...\Where is she?\Well, for now, let's go back.\I mean,\how could one of me beat three of them?\I just thought it'd complicate things\and risk getting Nanako-chan hurt response:	or put her in danger, you know?
context: Suna...\Where is she?\Well, for now, let's go back.\I mean,\how could one of me beat three of them?\I just thought it'd complicate things\and risk getting Nanako-chan hurt\or put her in danger, you know? response:	Be kind enough not to do anything.
context: Where is she?\Well, for now, let's go back.\I mean,\how could one of me beat three of them?\I just thought it'd complicate things\and risk getting Nanako-chan hurt\or put her in danger, you know?\Be kind enough not to do anything. response:	I'm not that manly,
context: Well, for now, let's go back.\I mean,\how could one of me beat three of them?\I just thought it'd complicate things\and risk getting Nanako-chan hurt\or put her in danger, you know?\Be kind enough not to do anything.\I'm not that manly, response:	Have the heart to watch over them without saying anything.
context: I mean,\how could one of me beat three of them?\I just thought it'd complicate things\and risk getting Nanako-chan hurt\or put her in danger, you know?\Be kind enough not to do anything.\I'm not that manly,\Have the heart to watch over them without saying anything. response:	and I'm not as strong as Takeo.
context: how could one of me beat three of them?\I just thought it'd complicate things\and risk getting Nanako-chan hurt\or put her in danger, you know?\Be kind enough not to do anything.\I'm not that manly,\Have the heart to watch over them without saying anything.\and I'm not as strong as Takeo. response:	Not that I have any confidence that I could've talked my way out of it,
context: I just thought it'd complicate things\and risk getting Nanako-chan hurt\or put her in danger, you know?\Be kind enough not to do anything.\I'm not that manly,\Have the heart to watch over them without saying anything.\and I'm not as strong as Takeo.\Not that I have any confidence that I could've talked my way out of it, response:	like Sunakawa might have.
context: and risk getting Nanako-chan hurt\or put her in danger, you know?\Be kind enough not to do anything.\I'm not that manly,\Have the heart to watch over them without saying anything.\and I'm not as strong as Takeo.\Not that I have any confidence that I could've talked my way out of it,\like Sunakawa might have. response:	Maybe I'm just below average in every way.
context: or put her in danger, you know?\Be kind enough not to do anything.\I'm not that manly,\Have the heart to watch over them without saying anything.\and I'm not as strong as Takeo.\Not that I have any confidence that I could've talked my way out of it,\like Sunakawa might have.\Maybe I'm just below average in every way. response:	Be kind enough not to do anything.
context: Be kind enough not to do anything.\I'm not that manly,\Have the heart to watch over them without saying anything.\and I'm not as strong as Takeo.\Not that I have any confidence that I could've talked my way out of it,\like Sunakawa might have.\Maybe I'm just below average in every way.\Be kind enough not to do anything. response:	Watch over them without saying any
context: I'm not that manly,\Have the heart to watch over them without saying anything.\and I'm not as strong as Takeo.\Not that I have any confidence that I could've talked my way out of it,\like Sunakawa might have.\Maybe I'm just below average in every way.\Be kind enough not to do anything.\Watch over them without saying any response:	Or even lower, actually.
context: Have the heart to watch over them without saying anything.\and I'm not as strong as Takeo.\Not that I have any confidence that I could've talked my way out of it,\like Sunakawa might have.\Maybe I'm just below average in every way.\Be kind enough not to do anything.\Watch over them without saying any\Or even lower, actually. response:	But maybe she wanted you to help, anyway!
context: and I'm not as strong as Takeo.\Not that I have any confidence that I could've talked my way out of it,\like Sunakawa might have.\Maybe I'm just below average in every way.\Be kind enough not to do anything.\Watch over them without saying any\Or even lower, actually.\But maybe she wanted you to help, anyway! response:	Don't quibble!
context: Not that I have any confidence that I could've talked my way out of it,\like Sunakawa might have.\Maybe I'm just below average in every way.\Be kind enough not to do anything.\Watch over them without saying any\Or even lower, actually.\But maybe she wanted you to help, anyway!\Don't quibble! response:	Do you really think that?
context: like Sunakawa might have.\Maybe I'm just below average in every way.\Be kind enough not to do anything.\Watch over them without saying any\Or even lower, actually.\But maybe she wanted you to help, anyway!\Don't quibble!\Do you really think that? response:	I can't do anything about this now, but you still can!
context: Maybe I'm just below average in every way.\Be kind enough not to do anything.\Watch over them without saying any\Or even lower, actually.\But maybe she wanted you to help, anyway!\Don't quibble!\Do you really think that?\I can't do anything about this now, but you still can! response:	You're a man!
context: Be kind enough not to do anything.\Watch over them without saying any\Or even lower, actually.\But maybe she wanted you to help, anyway!\Don't quibble!\Do you really think that?\I can't do anything about this now, but you still can!\You're a man! response:	Incoming Call Rinko
context: Watch over them without saying any\Or even lower, actually.\But maybe she wanted you to help, anyway!\Don't quibble!\Do you really think that?\I can't do anything about this now, but you still can!\You're a man!\Incoming Call Rinko response:	Rinko, I'm so sorry about what I said
context: Or even lower, actually.\But maybe she wanted you to help, anyway!\Don't quibble!\Do you really think that?\I can't do anything about this now, but you still can!\You're a man!\Incoming Call Rinko\Rinko, I'm so sorry about what I said response:	No, I'm sorry!
context: But maybe she wanted you to help, anyway!\Don't quibble!\Do you really think that?\I can't do anything about this now, but you still can!\You're a man!\Incoming Call Rinko\Rinko, I'm so sorry about what I said\No, I'm sorry! response:	Nanako, you should know that Kurihara-kun's...
context: Don't quibble!\Do you really think that?\I can't do anything about this now, but you still can!\You're a man!\Incoming Call Rinko\Rinko, I'm so sorry about what I said\No, I'm sorry!\Nanako, you should know that Kurihara-kun's... response:	Go!
context: Do you really think that?\I can't do anything about this now, but you still can!\You're a man!\Incoming Call Rinko\Rinko, I'm so sorry about what I said\No, I'm sorry!\Nanako, you should know that Kurihara-kun's...\Go! response:	Thanks!
context: I can't do anything about this now, but you still can!\You're a man!\Incoming Call Rinko\Rinko, I'm so sorry about what I said\No, I'm sorry!\Nanako, you should know that Kurihara-kun's...\Go!\Thanks! response:	What are you doing, Kurihara?
context: You're a man!\Incoming Call Rinko\Rinko, I'm so sorry about what I said\No, I'm sorry!\Nanako, you should know that Kurihara-kun's...\Go!\Thanks!\What are you doing, Kurihara? response:	Um, Kurihara-kun wants to get that star for you!
context: Incoming Call Rinko\Rinko, I'm so sorry about what I said\No, I'm sorry!\Nanako, you should know that Kurihara-kun's...\Go!\Thanks!\What are you doing, Kurihara?\Um, Kurihara-kun wants to get that star for you! response:	Huh?
context: Rinko, I'm so sorry about what I said\No, I'm sorry!\Nanako, you should know that Kurihara-kun's...\Go!\Thanks!\What are you doing, Kurihara?\Um, Kurihara-kun wants to get that star for you!\Huh? response:	Hey, come on!
context: No, I'm sorry!\Nanako, you should know that Kurihara-kun's...\Go!\Thanks!\What are you doing, Kurihara?\Um, Kurihara-kun wants to get that star for you!\Huh?\Hey, come on! response:	You okay?
context: Nanako, you should know that Kurihara-kun's...\Go!\Thanks!\What are you doing, Kurihara?\Um, Kurihara-kun wants to get that star for you!\Huh?\Hey, come on!\You okay? response:	Stop it already.
context: Go!\Thanks!\What are you doing, Kurihara?\Um, Kurihara-kun wants to get that star for you!\Huh?\Hey, come on!\You okay?\Stop it already. response:	Kurihara!
context: Thanks!\What are you doing, Kurihara?\Um, Kurihara-kun wants to get that star for you!\Huh?\Hey, come on!\You okay?\Stop it already.\Kurihara! response:	You should stop.
context: What are you doing, Kurihara?\Um, Kurihara-kun wants to get that star for you!\Huh?\Hey, come on!\You okay?\Stop it already.\Kurihara!\You should stop. response:	Hey!
context: Um, Kurihara-kun wants to get that star for you!\Huh?\Hey, come on!\You okay?\Stop it already.\Kurihara!\You should stop.\Hey! response:	Hey, quit it!
context: Huh?\Hey, come on!\You okay?\Stop it already.\Kurihara!\You should stop.\Hey!\Hey, quit it! response:	You can't do it.
context: Hey, come on!\You okay?\Stop it already.\Kurihara!\You should stop.\Hey!\Hey, quit it!\You can't do it. response:	How many times have you already fallen off?
context: You okay?\Stop it already.\Kurihara!\You should stop.\Hey!\Hey, quit it!\You can't do it.\How many times have you already fallen off? response:	I'm gonna take that star and ask Nanako-chan out...
context: Stop it already.\Kurihara!\You should stop.\Hey!\Hey, quit it!\You can't do it.\How many times have you already fallen off?\I'm gonna take that star and ask Nanako-chan out... response:	When Yamato-san told us about the star,
context: Kurihara!\You should stop.\Hey!\Hey, quit it!\You can't do it.\How many times have you already fallen off?\I'm gonna take that star and ask Nanako-chan out...\When Yamato-san told us about the star, response:	Nanako-chan looked like she wanted that to happen!
context: You should stop.\Hey!\Hey, quit it!\You can't do it.\How many times have you already fallen off?\I'm gonna take that star and ask Nanako-chan out...\When Yamato-san told us about the star,\Nanako-chan looked like she wanted that to happen! response:	I acted like it was nothing because I felt self-conscious about it...
context: Hey!\Hey, quit it!\You can't do it.\How many times have you already fallen off?\I'm gonna take that star and ask Nanako-chan out...\When Yamato-san told us about the star,\Nanako-chan looked like she wanted that to happen!\I acted like it was nothing because I felt self-conscious about it... response:	I'm not strong like Takeo,
context: Hey, quit it!\You can't do it.\How many times have you already fallen off?\I'm gonna take that star and ask Nanako-chan out...\When Yamato-san told us about the star,\Nanako-chan looked like she wanted that to happen!\I acted like it was nothing because I felt self-conscious about it...\I'm not strong like Takeo, response:	but I do want to show the girl I like what I'm capable of as a man!
