context: Diamond Service! response:	With Diamond Service, you get diamond-level security.
context: Okay, let's go!\Huh?\My, what cute youngsters you are!\Well, you can start by prepping these potatoes.\Um, we're with Diamond Service, regarding data on your customer-\Here, you will address me as Chef.\And in the kitchen, the chef's word is absolute.\You will do this for me. response:	Huh?!
context: Huh?\My, what cute youngsters you are!\Well, you can start by prepping these potatoes.\Um, we're with Diamond Service, regarding data on your customer-\Here, you will address me as Chef.\And in the kitchen, the chef's word is absolute.\You will do this for me.\Huh?! response:	All right, now get moving!
context: My, what cute youngsters you are!\Well, you can start by prepping these potatoes.\Um, we're with Diamond Service, regarding data on your customer-\Here, you will address me as Chef.\And in the kitchen, the chef's word is absolute.\You will do this for me.\Huh?!\All right, now get moving! response:	Y-yes, Chef!
context: Well, you can start by prepping these potatoes.\Um, we're with Diamond Service, regarding data on your customer-\Here, you will address me as Chef.\And in the kitchen, the chef's word is absolute.\You will do this for me.\Huh?!\All right, now get moving!\Y-yes, Chef! response:	Taihei... that outfit looks great on you! You have one hour to prep 300 of these!
context: Um, we're with Diamond Service, regarding data on your customer-\Here, you will address me as Chef.\And in the kitchen, the chef's word is absolute.\You will do this for me.\Huh?!\All right, now get moving!\Y-yes, Chef!\Taihei... that outfit looks great on you! You have one hour to prep 300 of these! response:	Wait, you came because THAT'S what you were worried about?
context: Here, you will address me as Chef.\And in the kitchen, the chef's word is absolute.\You will do this for me.\Huh?!\All right, now get moving!\Y-yes, Chef!\Taihei... that outfit looks great on you! You have one hour to prep 300 of these!\Wait, you came because THAT'S what you were worried about? response:	So sleepy... maybe I shouldn't follow him after all.
context: And in the kitchen, the chef's word is absolute.\You will do this for me.\Huh?!\All right, now get moving!\Y-yes, Chef!\Taihei... that outfit looks great on you! You have one hour to prep 300 of these!\Wait, you came because THAT'S what you were worried about?\So sleepy... maybe I shouldn't follow him after all. response:	I wonder why...
context: You will do this for me.\Huh?!\All right, now get moving!\Y-yes, Chef!\Taihei... that outfit looks great on you! You have one hour to prep 300 of these!\Wait, you came because THAT'S what you were worried about?\So sleepy... maybe I shouldn't follow him after all.\I wonder why... response:	If something is bothering you, just ask for advice.
context: Huh?!\All right, now get moving!\Y-yes, Chef!\Taihei... that outfit looks great on you! You have one hour to prep 300 of these!\Wait, you came because THAT'S what you were worried about?\So sleepy... maybe I shouldn't follow him after all.\I wonder why...\If something is bothering you, just ask for advice. response:	Otherwise, you will regret it!
context: All right, now get moving!\Y-yes, Chef!\Taihei... that outfit looks great on you! You have one hour to prep 300 of these!\Wait, you came because THAT'S what you were worried about?\So sleepy... maybe I shouldn't follow him after all.\I wonder why...\If something is bothering you, just ask for advice.\Otherwise, you will regret it! response:	Huh? Are you hungry?
context: Y-yes, Chef!\Taihei... that outfit looks great on you! You have one hour to prep 300 of these!\Wait, you came because THAT'S what you were worried about?\So sleepy... maybe I shouldn't follow him after all.\I wonder why...\If something is bothering you, just ask for advice.\Otherwise, you will regret it!\Huh? Are you hungry? response:	Huh?! N-no, not at all!
context: Taihei... that outfit looks great on you! You have one hour to prep 300 of these!\Wait, you came because THAT'S what you were worried about?\So sleepy... maybe I shouldn't follow him after all.\I wonder why...\If something is bothering you, just ask for advice.\Otherwise, you will regret it!\Huh? Are you hungry?\Huh?! N-no, not at all! response:	Really? Still, to think there'd be a restaurant HERE of all places...
context: Wait, you came because THAT'S what you were worried about?\So sleepy... maybe I shouldn't follow him after all.\I wonder why...\If something is bothering you, just ask for advice.\Otherwise, you will regret it!\Huh? Are you hungry?\Huh?! N-no, not at all!\Really? Still, to think there'd be a restaurant HERE of all places... response:	Oh, I know! You, me, and Umaru should come here some time.
context: So sleepy... maybe I shouldn't follow him after all.\I wonder why...\If something is bothering you, just ask for advice.\Otherwise, you will regret it!\Huh? Are you hungry?\Huh?! N-no, not at all!\Really? Still, to think there'd be a restaurant HERE of all places...\Oh, I know! You, me, and Umaru should come here some time. response:	Food always tastes better with friends.
context: I wonder why...\If something is bothering you, just ask for advice.\Otherwise, you will regret it!\Huh? Are you hungry?\Huh?! N-no, not at all!\Really? Still, to think there'd be a restaurant HERE of all places...\Oh, I know! You, me, and Umaru should come here some time.\Food always tastes better with friends. response:	Um, there's...
context: If something is bothering you, just ask for advice.\Otherwise, you will regret it!\Huh? Are you hungry?\Huh?! N-no, not at all!\Really? Still, to think there'd be a restaurant HERE of all places...\Oh, I know! You, me, and Umaru should come here some time.\Food always tastes better with friends.\Um, there's... response:	something I'd like to talk to you about.
context: Otherwise, you will regret it!\Huh? Are you hungry?\Huh?! N-no, not at all!\Really? Still, to think there'd be a restaurant HERE of all places...\Oh, I know! You, me, and Umaru should come here some time.\Food always tastes better with friends.\Um, there's...\something I'd like to talk to you about. response:	What is it?
context: Huh? Are you hungry?\Huh?! N-no, not at all!\Really? Still, to think there'd be a restaurant HERE of all places...\Oh, I know! You, me, and Umaru should come here some time.\Food always tastes better with friends.\Um, there's...\something I'd like to talk to you about.\What is it? response:	U-um, well... It's quite embarrassing, but...
context: Huh?! N-no, not at all!\Really? Still, to think there'd be a restaurant HERE of all places...\Oh, I know! You, me, and Umaru should come here some time.\Food always tastes better with friends.\Um, there's...\something I'd like to talk to you about.\What is it?\U-um, well... It's quite embarrassing, but... response:	um, I...
context: Really? Still, to think there'd be a restaurant HERE of all places...\Oh, I know! You, me, and Umaru should come here some time.\Food always tastes better with friends.\Um, there's...\something I'd like to talk to you about.\What is it?\U-um, well... It's quite embarrassing, but...\um, I... response:	am looking for a particular restaurant.
context: Oh, I know! You, me, and Umaru should come here some time.\Food always tastes better with friends.\Um, there's...\something I'd like to talk to you about.\What is it?\U-um, well... It's quite embarrassing, but...\um, I...\am looking for a particular restaurant. response:	It's already been a week since we've come to Hamamatsu.
context: Food always tastes better with friends.\Um, there's...\something I'd like to talk to you about.\What is it?\U-um, well... It's quite embarrassing, but...\um, I...\am looking for a particular restaurant.\It's already been a week since we've come to Hamamatsu. response:	The staff meal's ready. It's break time.
context: Um, there's...\something I'd like to talk to you about.\What is it?\U-um, well... It's quite embarrassing, but...\um, I...\am looking for a particular restaurant.\It's already been a week since we've come to Hamamatsu.\The staff meal's ready. It's break time. response:	Okay.
context: something I'd like to talk to you about.\What is it?\U-um, well... It's quite embarrassing, but...\um, I...\am looking for a particular restaurant.\It's already been a week since we've come to Hamamatsu.\The staff meal's ready. It's break time.\Okay. response:	I'll take Kanau her plate.
context: What is it?\U-um, well... It's quite embarrassing, but...\um, I...\am looking for a particular restaurant.\It's already been a week since we've come to Hamamatsu.\The staff meal's ready. It's break time.\Okay.\I'll take Kanau her plate. response:	Huh? Wait, has Alex always called her Kanau, by her first name?
context: U-um, well... It's quite embarrassing, but...\um, I...\am looking for a particular restaurant.\It's already been a week since we've come to Hamamatsu.\The staff meal's ready. It's break time.\Okay.\I'll take Kanau her plate.\Huh? Wait, has Alex always called her Kanau, by her first name? response:	Huh. I'm not sure.
context: um, I...\am looking for a particular restaurant.\It's already been a week since we've come to Hamamatsu.\The staff meal's ready. It's break time.\Okay.\I'll take Kanau her plate.\Huh? Wait, has Alex always called her Kanau, by her first name?\Huh. I'm not sure. response:	Whoo! Delicious as always!
context: am looking for a particular restaurant.\It's already been a week since we've come to Hamamatsu.\The staff meal's ready. It's break time.\Okay.\I'll take Kanau her plate.\Huh? Wait, has Alex always called her Kanau, by her first name?\Huh. I'm not sure.\Whoo! Delicious as always! response:	Yes, it really is.
context: It's already been a week since we've come to Hamamatsu.\The staff meal's ready. It's break time.\Okay.\I'll take Kanau her plate.\Huh? Wait, has Alex always called her Kanau, by her first name?\Huh. I'm not sure.\Whoo! Delicious as always!\Yes, it really is. response:	I wasn't sure what would happen, being made to work in the kitchen...
context: The staff meal's ready. It's break time.\Okay.\I'll take Kanau her plate.\Huh? Wait, has Alex always called her Kanau, by her first name?\Huh. I'm not sure.\Whoo! Delicious as always!\Yes, it really is.\I wasn't sure what would happen, being made to work in the kitchen... response:	but being here has made it easier to write my report and put together a system plan.
context: Okay.\I'll take Kanau her plate.\Huh? Wait, has Alex always called her Kanau, by her first name?\Huh. I'm not sure.\Whoo! Delicious as always!\Yes, it really is.\I wasn't sure what would happen, being made to work in the kitchen...\but being here has made it easier to write my report and put together a system plan. response:	The chef and the other staff have really opened up as well...
context: I'll take Kanau her plate.\Huh? Wait, has Alex always called her Kanau, by her first name?\Huh. I'm not sure.\Whoo! Delicious as always!\Yes, it really is.\I wasn't sure what would happen, being made to work in the kitchen...\but being here has made it easier to write my report and put together a system plan.\The chef and the other staff have really opened up as well... response:	DELISH!
context: Huh? Wait, has Alex always called her Kanau, by her first name?\Huh. I'm not sure.\Whoo! Delicious as always!\Yes, it really is.\I wasn't sure what would happen, being made to work in the kitchen...\but being here has made it easier to write my report and put together a system plan.\The chef and the other staff have really opened up as well...\DELISH! response:	Be silent. Rather, just leave already.
context: Huh. I'm not sure.\Whoo! Delicious as always!\Yes, it really is.\I wasn't sure what would happen, being made to work in the kitchen...\but being here has made it easier to write my report and put together a system plan.\The chef and the other staff have really opened up as well...\DELISH!\Be silent. Rather, just leave already. response:	You have work to get back to in Tokyo, don't you?
context: Whoo! Delicious as always!\Yes, it really is.\I wasn't sure what would happen, being made to work in the kitchen...\but being here has made it easier to write my report and put together a system plan.\The chef and the other staff have really opened up as well...\DELISH!\Be silent. Rather, just leave already.\You have work to get back to in Tokyo, don't you? response:	Yeah, but doing that means going back to the grind, so...
context: Yes, it really is.\I wasn't sure what would happen, being made to work in the kitchen...\but being here has made it easier to write my report and put together a system plan.\The chef and the other staff have really opened up as well...\DELISH!\Be silent. Rather, just leave already.\You have work to get back to in Tokyo, don't you?\Yeah, but doing that means going back to the grind, so... response:	Oh, my sweet Bomba. Corporate life is hard, isn't it?
context: I wasn't sure what would happen, being made to work in the kitchen...\but being here has made it easier to write my report and put together a system plan.\The chef and the other staff have really opened up as well...\DELISH!\Be silent. Rather, just leave already.\You have work to get back to in Tokyo, don't you?\Yeah, but doing that means going back to the grind, so...\Oh, my sweet Bomba. Corporate life is hard, isn't it? response:	You've got that right!
context: but being here has made it easier to write my report and put together a system plan.\The chef and the other staff have really opened up as well...\DELISH!\Be silent. Rather, just leave already.\You have work to get back to in Tokyo, don't you?\Yeah, but doing that means going back to the grind, so...\Oh, my sweet Bomba. Corporate life is hard, isn't it?\You've got that right! response:	Or, rather, talking to one another has helped us all get along. They just keep giving us more stuff to do!
context: The chef and the other staff have really opened up as well...\DELISH!\Be silent. Rather, just leave already.\You have work to get back to in Tokyo, don't you?\Yeah, but doing that means going back to the grind, so...\Oh, my sweet Bomba. Corporate life is hard, isn't it?\You've got that right!\Or, rather, talking to one another has helped us all get along. They just keep giving us more stuff to do! response:	Our CEO likes to diversify the business, but it's all totally random!
context: DELISH!\Be silent. Rather, just leave already.\You have work to get back to in Tokyo, don't you?\Yeah, but doing that means going back to the grind, so...\Oh, my sweet Bomba. Corporate life is hard, isn't it?\You've got that right!\Or, rather, talking to one another has helped us all get along. They just keep giving us more stuff to do!\Our CEO likes to diversify the business, but it's all totally random! response:	This very restaurant started up in Tokyo, but the CEO got a wild hair and, goodness! Now we're in Hamamatsu.
context: Be silent. Rather, just leave already.\You have work to get back to in Tokyo, don't you?\Yeah, but doing that means going back to the grind, so...\Oh, my sweet Bomba. Corporate life is hard, isn't it?\You've got that right!\Or, rather, talking to one another has helped us all get along. They just keep giving us more stuff to do!\Our CEO likes to diversify the business, but it's all totally random!\This very restaurant started up in Tokyo, but the CEO got a wild hair and, goodness! Now we're in Hamamatsu. response:	Um, I think that's enough talk about that...
context: You have work to get back to in Tokyo, don't you?\Yeah, but doing that means going back to the grind, so...\Oh, my sweet Bomba. Corporate life is hard, isn't it?\You've got that right!\Or, rather, talking to one another has helped us all get along. They just keep giving us more stuff to do!\Our CEO likes to diversify the business, but it's all totally random!\This very restaurant started up in Tokyo, but the CEO got a wild hair and, goodness! Now we're in Hamamatsu.\Um, I think that's enough talk about that... response:	Hey, Spiky-Haired Guy.
context: Yeah, but doing that means going back to the grind, so...\Oh, my sweet Bomba. Corporate life is hard, isn't it?\You've got that right!\Or, rather, talking to one another has helped us all get along. They just keep giving us more stuff to do!\Our CEO likes to diversify the business, but it's all totally random!\This very restaurant started up in Tokyo, but the CEO got a wild hair and, goodness! Now we're in Hamamatsu.\Um, I think that's enough talk about that...\Hey, Spiky-Haired Guy. response:	Huh?
context: Oh, my sweet Bomba. Corporate life is hard, isn't it?\You've got that right!\Or, rather, talking to one another has helped us all get along. They just keep giving us more stuff to do!\Our CEO likes to diversify the business, but it's all totally random!\This very restaurant started up in Tokyo, but the CEO got a wild hair and, goodness! Now we're in Hamamatsu.\Um, I think that's enough talk about that...\Hey, Spiky-Haired Guy.\Huh? response:	You know your way around a kitchen, don't you?
context: You've got that right!\Or, rather, talking to one another has helped us all get along. They just keep giving us more stuff to do!\Our CEO likes to diversify the business, but it's all totally random!\This very restaurant started up in Tokyo, but the CEO got a wild hair and, goodness! Now we're in Hamamatsu.\Um, I think that's enough talk about that...\Hey, Spiky-Haired Guy.\Huh?\You know your way around a kitchen, don't you? response:	Ah, yes. I cook at home.
context: Or, rather, talking to one another has helped us all get along. They just keep giving us more stuff to do!\Our CEO likes to diversify the business, but it's all totally random!\This very restaurant started up in Tokyo, but the CEO got a wild hair and, goodness! Now we're in Hamamatsu.\Um, I think that's enough talk about that...\Hey, Spiky-Haired Guy.\Huh?\You know your way around a kitchen, don't you?\Ah, yes. I cook at home. response:	Home, huh? Are there many of you?
context: Our CEO likes to diversify the business, but it's all totally random!\This very restaurant started up in Tokyo, but the CEO got a wild hair and, goodness! Now we're in Hamamatsu.\Um, I think that's enough talk about that...\Hey, Spiky-Haired Guy.\Huh?\You know your way around a kitchen, don't you?\Ah, yes. I cook at home.\Home, huh? Are there many of you? response:	No, just my younger sister.
context: This very restaurant started up in Tokyo, but the CEO got a wild hair and, goodness! Now we're in Hamamatsu.\Um, I think that's enough talk about that...\Hey, Spiky-Haired Guy.\Huh?\You know your way around a kitchen, don't you?\Ah, yes. I cook at home.\Home, huh? Are there many of you?\No, just my younger sister. response:	I bet she's finicky, isn't she?
context: Um, I think that's enough talk about that...\Hey, Spiky-Haired Guy.\Huh?\You know your way around a kitchen, don't you?\Ah, yes. I cook at home.\Home, huh? Are there many of you?\No, just my younger sister.\I bet she's finicky, isn't she? response:	What?!
context: Hey, Spiky-Haired Guy.\Huh?\You know your way around a kitchen, don't you?\Ah, yes. I cook at home.\Home, huh? Are there many of you?\No, just my younger sister.\I bet she's finicky, isn't she?\What?! response:	I can tell from the way you prep.
context: Huh?\You know your way around a kitchen, don't you?\Ah, yes. I cook at home.\Home, huh? Are there many of you?\No, just my younger sister.\I bet she's finicky, isn't she?\What?!\I can tell from the way you prep. response:	The way you peel the potatoes, polish the rice...
context: You know your way around a kitchen, don't you?\Ah, yes. I cook at home.\Home, huh? Are there many of you?\No, just my younger sister.\I bet she's finicky, isn't she?\What?!\I can tell from the way you prep.\The way you peel the potatoes, polish the rice... response:	all these things you do...
context: Ah, yes. I cook at home.\Home, huh? Are there many of you?\No, just my younger sister.\I bet she's finicky, isn't she?\What?!\I can tell from the way you prep.\The way you peel the potatoes, polish the rice...\all these things you do... response:	They feel like they're from cooking not for yourself, but for someone else. Okay, it's ready.
context: Home, huh? Are there many of you?\No, just my younger sister.\I bet she's finicky, isn't she?\What?!\I can tell from the way you prep.\The way you peel the potatoes, polish the rice...\all these things you do...\They feel like they're from cooking not for yourself, but for someone else. Okay, it's ready. response:	They feel like they're from cooking not for yourself, but for someone else. Let's eat...
context: No, just my younger sister.\I bet she's finicky, isn't she?\What?!\I can tell from the way you prep.\The way you peel the potatoes, polish the rice...\all these things you do...\They feel like they're from cooking not for yourself, but for someone else. Okay, it's ready.\They feel like they're from cooking not for yourself, but for someone else. Let's eat... response:	They feel like they're from cooking not for yourself, but for someone else.
context: I bet she's finicky, isn't she?\What?!\I can tell from the way you prep.\The way you peel the potatoes, polish the rice...\all these things you do...\They feel like they're from cooking not for yourself, but for someone else. Okay, it's ready.\They feel like they're from cooking not for yourself, but for someone else. Let's eat...\They feel like they're from cooking not for yourself, but for someone else. response:	Big Brother!
context: What?!\I can tell from the way you prep.\The way you peel the potatoes, polish the rice...\all these things you do...\They feel like they're from cooking not for yourself, but for someone else. Okay, it's ready.\They feel like they're from cooking not for yourself, but for someone else. Let's eat...\They feel like they're from cooking not for yourself, but for someone else.\Big Brother! response:	Oh, my! It's not like you to speak so kindly.
context: I can tell from the way you prep.\The way you peel the potatoes, polish the rice...\all these things you do...\They feel like they're from cooking not for yourself, but for someone else. Okay, it's ready.\They feel like they're from cooking not for yourself, but for someone else. Let's eat...\They feel like they're from cooking not for yourself, but for someone else.\Big Brother!\Oh, my! It's not like you to speak so kindly. response:	Shut the hell up.
context: The way you peel the potatoes, polish the rice...\all these things you do...\They feel like they're from cooking not for yourself, but for someone else. Okay, it's ready.\They feel like they're from cooking not for yourself, but for someone else. Let's eat...\They feel like they're from cooking not for yourself, but for someone else.\Big Brother!\Oh, my! It's not like you to speak so kindly.\Shut the hell up. response:	Say, why not be a lamb and work here with us?
context: all these things you do...\They feel like they're from cooking not for yourself, but for someone else. Okay, it's ready.\They feel like they're from cooking not for yourself, but for someone else. Let's eat...\They feel like they're from cooking not for yourself, but for someone else.\Big Brother!\Oh, my! It's not like you to speak so kindly.\Shut the hell up.\Say, why not be a lamb and work here with us? response:	Huh?
context: They feel like they're from cooking not for yourself, but for someone else. Okay, it's ready.\They feel like they're from cooking not for yourself, but for someone else. Let's eat...\They feel like they're from cooking not for yourself, but for someone else.\Big Brother!\Oh, my! It's not like you to speak so kindly.\Shut the hell up.\Say, why not be a lamb and work here with us?\Huh? response:	Yeah. You take cooking as seriously as any pro.
context: They feel like they're from cooking not for yourself, but for someone else. Let's eat...\They feel like they're from cooking not for yourself, but for someone else.\Big Brother!\Oh, my! It's not like you to speak so kindly.\Shut the hell up.\Say, why not be a lamb and work here with us?\Huh?\Yeah. You take cooking as seriously as any pro. response:	No... I have to get back so I can do my cooking at home.
context: They feel like they're from cooking not for yourself, but for someone else.\Big Brother!\Oh, my! It's not like you to speak so kindly.\Shut the hell up.\Say, why not be a lamb and work here with us?\Huh?\Yeah. You take cooking as seriously as any pro.\No... I have to get back so I can do my cooking at home. response:	Did I do something wrong in the game, Master?
context: Big Brother!\Oh, my! It's not like you to speak so kindly.\Shut the hell up.\Say, why not be a lamb and work here with us?\Huh?\Yeah. You take cooking as seriously as any pro.\No... I have to get back so I can do my cooking at home.\Did I do something wrong in the game, Master? response:	No, it just felt like someone was gossiping about me...
context: Oh, my! It's not like you to speak so kindly.\Shut the hell up.\Say, why not be a lamb and work here with us?\Huh?\Yeah. You take cooking as seriously as any pro.\No... I have to get back so I can do my cooking at home.\Did I do something wrong in the game, Master?\No, it just felt like someone was gossiping about me... response:	Still, I'm glad to have been able to learn from you, Chef.
context: Shut the hell up.\Say, why not be a lamb and work here with us?\Huh?\Yeah. You take cooking as seriously as any pro.\No... I have to get back so I can do my cooking at home.\Did I do something wrong in the game, Master?\No, it just felt like someone was gossiping about me...\Still, I'm glad to have been able to learn from you, Chef. response:	Everything you've made has been delicious.
context: Say, why not be a lamb and work here with us?\Huh?\Yeah. You take cooking as seriously as any pro.\No... I have to get back so I can do my cooking at home.\Did I do something wrong in the game, Master?\No, it just felt like someone was gossiping about me...\Still, I'm glad to have been able to learn from you, Chef.\Everything you've made has been delicious. response:	He's embarrassed!
context: Huh?\Yeah. You take cooking as seriously as any pro.\No... I have to get back so I can do my cooking at home.\Did I do something wrong in the game, Master?\No, it just felt like someone was gossiping about me...\Still, I'm glad to have been able to learn from you, Chef.\Everything you've made has been delicious.\He's embarrassed! response:	Ko-chan, you've got smoke coming from your ears...
context: Yeah. You take cooking as seriously as any pro.\No... I have to get back so I can do my cooking at home.\Did I do something wrong in the game, Master?\No, it just felt like someone was gossiping about me...\Still, I'm glad to have been able to learn from you, Chef.\Everything you've made has been delicious.\He's embarrassed!\Ko-chan, you've got smoke coming from your ears... response:	Shut up!
context: No... I have to get back so I can do my cooking at home.\Did I do something wrong in the game, Master?\No, it just felt like someone was gossiping about me...\Still, I'm glad to have been able to learn from you, Chef.\Everything you've made has been delicious.\He's embarrassed!\Ko-chan, you've got smoke coming from your ears...\Shut up! response:	Ko-chan? You mean, Chef?
context: Did I do something wrong in the game, Master?\No, it just felt like someone was gossiping about me...\Still, I'm glad to have been able to learn from you, Chef.\Everything you've made has been delicious.\He's embarrassed!\Ko-chan, you've got smoke coming from your ears...\Shut up!\Ko-chan? You mean, Chef? response:	Come to think of it, we haven't even heard his name...
context: No, it just felt like someone was gossiping about me...\Still, I'm glad to have been able to learn from you, Chef.\Everything you've made has been delicious.\He's embarrassed!\Ko-chan, you've got smoke coming from your ears...\Shut up!\Ko-chan? You mean, Chef?\Come to think of it, we haven't even heard his name... response:	I'm Koichiro Ebina.
context: Still, I'm glad to have been able to learn from you, Chef.\Everything you've made has been delicious.\He's embarrassed!\Ko-chan, you've got smoke coming from your ears...\Shut up!\Ko-chan? You mean, Chef?\Come to think of it, we haven't even heard his name...\I'm Koichiro Ebina. response:	Ow! Ow!
context: Everything you've made has been delicious.\He's embarrassed!\Ko-chan, you've got smoke coming from your ears...\Shut up!\Ko-chan? You mean, Chef?\Come to think of it, we haven't even heard his name...\I'm Koichiro Ebina.\Ow! Ow! response:	The same surname as our little miss Ebina, huh? Still, they don't look or act the same at all.
context: He's embarrassed!\Ko-chan, you've got smoke coming from your ears...\Shut up!\Ko-chan? You mean, Chef?\Come to think of it, we haven't even heard his name...\I'm Koichiro Ebina.\Ow! Ow!\The same surname as our little miss Ebina, huh? Still, they don't look or act the same at all. response:	Taihei?
context: Ko-chan, you've got smoke coming from your ears...\Shut up!\Ko-chan? You mean, Chef?\Come to think of it, we haven't even heard his name...\I'm Koichiro Ebina.\Ow! Ow!\The same surname as our little miss Ebina, huh? Still, they don't look or act the same at all.\Taihei? response:	You're looking for a restaurant?
context: Shut up!\Ko-chan? You mean, Chef?\Come to think of it, we haven't even heard his name...\I'm Koichiro Ebina.\Ow! Ow!\The same surname as our little miss Ebina, huh? Still, they don't look or act the same at all.\Taihei?\You're looking for a restaurant? response:	Yes.
context: Ko-chan? You mean, Chef?\Come to think of it, we haven't even heard his name...\I'm Koichiro Ebina.\Ow! Ow!\The same surname as our little miss Ebina, huh? Still, they don't look or act the same at all.\Taihei?\You're looking for a restaurant?\Yes. response:	My brother is...
context: Come to think of it, we haven't even heard his name...\I'm Koichiro Ebina.\Ow! Ow!\The same surname as our little miss Ebina, huh? Still, they don't look or act the same at all.\Taihei?\You're looking for a restaurant?\Yes.\My brother is... response:	I've heard he's working at a restaurant in Tokyo.
context: I'm Koichiro Ebina.\Ow! Ow!\The same surname as our little miss Ebina, huh? Still, they don't look or act the same at all.\Taihei?\You're looking for a restaurant?\Yes.\My brother is...\I've heard he's working at a restaurant in Tokyo. response:	He left home 10 years ago... still, I'm sure he's doing well.
context: Ow! Ow!\The same surname as our little miss Ebina, huh? Still, they don't look or act the same at all.\Taihei?\You're looking for a restaurant?\Yes.\My brother is...\I've heard he's working at a restaurant in Tokyo.\He left home 10 years ago... still, I'm sure he's doing well. response:	All right, you all! Don't go slacking off during the afternoon service!
context: The same surname as our little miss Ebina, huh? Still, they don't look or act the same at all.\Taihei?\You're looking for a restaurant?\Yes.\My brother is...\I've heard he's working at a restaurant in Tokyo.\He left home 10 years ago... still, I'm sure he's doing well.\All right, you all! Don't go slacking off during the afternoon service! response:	Yes, Chef!
context: Taihei?\You're looking for a restaurant?\Yes.\My brother is...\I've heard he's working at a restaurant in Tokyo.\He left home 10 years ago... still, I'm sure he's doing well.\All right, you all! Don't go slacking off during the afternoon service!\Yes, Chef! response:	It couldn't be...
context: You're looking for a restaurant?\Yes.\My brother is...\I've heard he's working at a restaurant in Tokyo.\He left home 10 years ago... still, I'm sure he's doing well.\All right, you all! Don't go slacking off during the afternoon service!\Yes, Chef!\It couldn't be... response:	The business trip's finally over.
context: Yes.\My brother is...\I've heard he's working at a restaurant in Tokyo.\He left home 10 years ago... still, I'm sure he's doing well.\All right, you all! Don't go slacking off during the afternoon service!\Yes, Chef!\It couldn't be...\The business trip's finally over. response:	A lot has happened these past two weeks.
context: My brother is...\I've heard he's working at a restaurant in Tokyo.\He left home 10 years ago... still, I'm sure he's doing well.\All right, you all! Don't go slacking off during the afternoon service!\Yes, Chef!\It couldn't be...\The business trip's finally over.\A lot has happened these past two weeks. response:	Two weeks, and nothing happened at all!
context: I've heard he's working at a restaurant in Tokyo.\He left home 10 years ago... still, I'm sure he's doing well.\All right, you all! Don't go slacking off during the afternoon service!\Yes, Chef!\It couldn't be...\The business trip's finally over.\A lot has happened these past two weeks.\Two weeks, and nothing happened at all! response:	I'm home!
context: He left home 10 years ago... still, I'm sure he's doing well.\All right, you all! Don't go slacking off during the afternoon service!\Yes, Chef!\It couldn't be...\The business trip's finally over.\A lot has happened these past two weeks.\Two weeks, and nothing happened at all!\I'm home! response:	Huh? Big Brother?
context: All right, you all! Don't go slacking off during the afternoon service!\Yes, Chef!\It couldn't be...\The business trip's finally over.\A lot has happened these past two weeks.\Two weeks, and nothing happened at all!\I'm home!\Huh? Big Brother? response:	Oh, no! It's already been two weeks!
context: Yes, Chef!\It couldn't be...\The business trip's finally over.\A lot has happened these past two weeks.\Two weeks, and nothing happened at all!\I'm home!\Huh? Big Brother?\Oh, no! It's already been two weeks! response:	UMARU! I TOLD YOU NOT TO MAKE A MESS!
context: It couldn't be...\The business trip's finally over.\A lot has happened these past two weeks.\Two weeks, and nothing happened at all!\I'm home!\Huh? Big Brother?\Oh, no! It's already been two weeks!\UMARU! I TOLD YOU NOT TO MAKE A MESS! response:	It's like you've perfected the way you get angry!
context: The business trip's finally over.\A lot has happened these past two weeks.\Two weeks, and nothing happened at all!\I'm home!\Huh? Big Brother?\Oh, no! It's already been two weeks!\UMARU! I TOLD YOU NOT TO MAKE A MESS!\It's like you've perfected the way you get angry! response:	Sure enough, it's totally bare...
context: A lot has happened these past two weeks.\Two weeks, and nothing happened at all!\I'm home!\Huh? Big Brother?\Oh, no! It's already been two weeks!\UMARU! I TOLD YOU NOT TO MAKE A MESS!\It's like you've perfected the way you get angry!\Sure enough, it's totally bare... response:	Oh! You brought back a lot of souvenirs, Big Brother.
context: Two weeks, and nothing happened at all!\I'm home!\Huh? Big Brother?\Oh, no! It's already been two weeks!\UMARU! I TOLD YOU NOT TO MAKE A MESS!\It's like you've perfected the way you get angry!\Sure enough, it's totally bare...\Oh! You brought back a lot of souvenirs, Big Brother. response:	I'm going to be giving some as gifts.
context: I'm home!\Huh? Big Brother?\Oh, no! It's already been two weeks!\UMARU! I TOLD YOU NOT TO MAKE A MESS!\It's like you've perfected the way you get angry!\Sure enough, it's totally bare...\Oh! You brought back a lot of souvenirs, Big Brother.\I'm going to be giving some as gifts. response:	I'll do it while I'm out shopping.
context: Huh? Big Brother?\Oh, no! It's already been two weeks!\UMARU! I TOLD YOU NOT TO MAKE A MESS!\It's like you've perfected the way you get angry!\Sure enough, it's totally bare...\Oh! You brought back a lot of souvenirs, Big Brother.\I'm going to be giving some as gifts.\I'll do it while I'm out shopping. response:	I wanna come too!
context: Oh, no! It's already been two weeks!\UMARU! I TOLD YOU NOT TO MAKE A MESS!\It's like you've perfected the way you get angry!\Sure enough, it's totally bare...\Oh! You brought back a lot of souvenirs, Big Brother.\I'm going to be giving some as gifts.\I'll do it while I'm out shopping.\I wanna come too! response:	Th-thank you very much!
