context: Hey. Morning. response:	Hi.
context: Thanks for coming.\What is it that you wanted to tell me?\I'm sorry about yesterday.\I panicked and got emotional.\Please let me teach you.\What happened, exactly?\If any of you get a failing grade,\I'm going to be forced to quit tutoring you. response:	So that's what it was.
context: What is it that you wanted to tell me?\I'm sorry about yesterday.\I panicked and got emotional.\Please let me teach you.\What happened, exactly?\If any of you get a failing grade,\I'm going to be forced to quit tutoring you.\So that's what it was. response:	Itsuki! Why would you open the door?!
context: I'm sorry about yesterday.\I panicked and got emotional.\Please let me teach you.\What happened, exactly?\If any of you get a failing grade,\I'm going to be forced to quit tutoring you.\So that's what it was.\Itsuki! Why would you open the door?! response:	You've seen me naked before.
context: I panicked and got emotional.\Please let me teach you.\What happened, exactly?\If any of you get a failing grade,\I'm going to be forced to quit tutoring you.\So that's what it was.\Itsuki! Why would you open the door?!\You've seen me naked before. response:	So now we're even.
context: Please let me teach you.\What happened, exactly?\If any of you get a failing grade,\I'm going to be forced to quit tutoring you.\So that's what it was.\Itsuki! Why would you open the door?!\You've seen me naked before.\So now we're even. response:	I've been wondering why you and Itsuki have been acting weird.
context: What happened, exactly?\If any of you get a failing grade,\I'm going to be forced to quit tutoring you.\So that's what it was.\Itsuki! Why would you open the door?!\You've seen me naked before.\So now we're even.\I've been wondering why you and Itsuki have been acting weird. response:	You're fired if we fail, huh?
context: If any of you get a failing grade,\I'm going to be forced to quit tutoring you.\So that's what it was.\Itsuki! Why would you open the door?!\You've seen me naked before.\So now we're even.\I've been wondering why you and Itsuki have been acting weird.\You're fired if we fail, huh? response:	That's good to know.
context: I'm going to be forced to quit tutoring you.\So that's what it was.\Itsuki! Why would you open the door?!\You've seen me naked before.\So now we're even.\I've been wondering why you and Itsuki have been acting weird.\You're fired if we fail, huh?\That's good to know. response:	Uesugi-san's been in the bath for a while.
context: So that's what it was.\Itsuki! Why would you open the door?!\You've seen me naked before.\So now we're even.\I've been wondering why you and Itsuki have been acting weird.\You're fired if we fail, huh?\That's good to know.\Uesugi-san's been in the bath for a while. response:	I'm sure he's savoring the water that five beautiful girls bathed in.
context: Itsuki! Why would you open the door?!\You've seen me naked before.\So now we're even.\I've been wondering why you and Itsuki have been acting weird.\You're fired if we fail, huh?\That's good to know.\Uesugi-san's been in the bath for a while.\I'm sure he's savoring the water that five beautiful girls bathed in. response:	Bath...
context: You've seen me naked before.\So now we're even.\I've been wondering why you and Itsuki have been acting weird.\You're fired if we fail, huh?\That's good to know.\Uesugi-san's been in the bath for a while.\I'm sure he's savoring the water that five beautiful girls bathed in.\Bath... response:	Want to go get him?
context: So now we're even.\I've been wondering why you and Itsuki have been acting weird.\You're fired if we fail, huh?\That's good to know.\Uesugi-san's been in the bath for a while.\I'm sure he's savoring the water that five beautiful girls bathed in.\Bath...\Want to go get him? response:	You might as well make a move on him while he's here.
context: I've been wondering why you and Itsuki have been acting weird.\You're fired if we fail, huh?\That's good to know.\Uesugi-san's been in the bath for a while.\I'm sure he's savoring the water that five beautiful girls bathed in.\Bath...\Want to go get him?\You might as well make a move on him while he's here. response:	I don't know what you're talking about.
context: You're fired if we fail, huh?\That's good to know.\Uesugi-san's been in the bath for a while.\I'm sure he's savoring the water that five beautiful girls bathed in.\Bath...\Want to go get him?\You might as well make a move on him while he's here.\I don't know what you're talking about. response:	Uesugi-san!
context: That's good to know.\Uesugi-san's been in the bath for a while.\I'm sure he's savoring the water that five beautiful girls bathed in.\Bath...\Want to go get him?\You might as well make a move on him while he's here.\I don't know what you're talking about.\Uesugi-san! response:	Sorry to keep you waiting.
context: Uesugi-san's been in the bath for a while.\I'm sure he's savoring the water that five beautiful girls bathed in.\Bath...\Want to go get him?\You might as well make a move on him while he's here.\I don't know what you're talking about.\Uesugi-san!\Sorry to keep you waiting. response:	Shall we start studying for the exams?
context: I'm sure he's savoring the water that five beautiful girls bathed in.\Bath...\Want to go get him?\You might as well make a move on him while he's here.\I don't know what you're talking about.\Uesugi-san!\Sorry to keep you waiting.\Shall we start studying for the exams? response:	Wh-Why don't you join us, Nino?
context: Bath...\Want to go get him?\You might as well make a move on him while he's here.\I don't know what you're talking about.\Uesugi-san!\Sorry to keep you waiting.\Shall we start studying for the exams?\Wh-Why don't you join us, Nino? response:	I don't need to.
context: Want to go get him?\You might as well make a move on him while he's here.\I don't know what you're talking about.\Uesugi-san!\Sorry to keep you waiting.\Shall we start studying for the exams?\Wh-Why don't you join us, Nino?\I don't need to. response:	Now what?
context: You might as well make a move on him while he's here.\I don't know what you're talking about.\Uesugi-san!\Sorry to keep you waiting.\Shall we start studying for the exams?\Wh-Why don't you join us, Nino?\I don't need to.\Now what? response:	Nino would love it if someone failed and I got fired.
context: I don't know what you're talking about.\Uesugi-san!\Sorry to keep you waiting.\Shall we start studying for the exams?\Wh-Why don't you join us, Nino?\I don't need to.\Now what?\Nino would love it if someone failed and I got fired. response:	She's never going to try to study.
context: Uesugi-san!\Sorry to keep you waiting.\Shall we start studying for the exams?\Wh-Why don't you join us, Nino?\I don't need to.\Now what?\Nino would love it if someone failed and I got fired.\She's never going to try to study. response:	If anything, she'll do everything in her power not to study.
context: Sorry to keep you waiting.\Shall we start studying for the exams?\Wh-Why don't you join us, Nino?\I don't need to.\Now what?\Nino would love it if someone failed and I got fired.\She's never going to try to study.\If anything, she'll do everything in her power not to study. response:	Damn it, Nino...
context: Shall we start studying for the exams?\Wh-Why don't you join us, Nino?\I don't need to.\Now what?\Nino would love it if someone failed and I got fired.\She's never going to try to study.\If anything, she'll do everything in her power not to study.\Damn it, Nino... response:	Futaro-sensei!
context: Wh-Why don't you join us, Nino?\I don't need to.\Now what?\Nino would love it if someone failed and I got fired.\She's never going to try to study.\If anything, she'll do everything in her power not to study.\Damn it, Nino...\Futaro-sensei! response:	About this question...
context: I don't need to.\Now what?\Nino would love it if someone failed and I got fired.\She's never going to try to study.\If anything, she'll do everything in her power not to study.\Damn it, Nino...\Futaro-sensei!\About this question... response:	Which one?
context: Now what?\Nino would love it if someone failed and I got fired.\She's never going to try to study.\If anything, she'll do everything in her power not to study.\Damn it, Nino...\Futaro-sensei!\About this question...\Which one? response:	Okay, scooch over.
context: Nino would love it if someone failed and I got fired.\She's never going to try to study.\If anything, she'll do everything in her power not to study.\Damn it, Nino...\Futaro-sensei!\About this question...\Which one?\Okay, scooch over. response:	Dude!
context: She's never going to try to study.\If anything, she'll do everything in her power not to study.\Damn it, Nino...\Futaro-sensei!\About this question...\Which one?\Okay, scooch over.\Dude! response:	Miku says she needs help with something, too.
context: If anything, she'll do everything in her power not to study.\Damn it, Nino...\Futaro-sensei!\About this question...\Which one?\Okay, scooch over.\Dude!\Miku says she needs help with something, too. response:	Ichika!
context: Damn it, Nino...\Futaro-sensei!\About this question...\Which one?\Okay, scooch over.\Dude!\Miku says she needs help with something, too.\Ichika! response:	Sure, I'll answer that.
context: Futaro-sensei!\About this question...\Which one?\Okay, scooch over.\Dude!\Miku says she needs help with something, too.\Ichika!\Sure, I'll answer that. response:	Ask me anything.
context: About this question...\Which one?\Okay, scooch over.\Dude!\Miku says she needs help with something, too.\Ichika!\Sure, I'll answer that.\Ask me anything. response:	Okay!
context: Which one?\Okay, scooch over.\Dude!\Miku says she needs help with something, too.\Ichika!\Sure, I'll answer that.\Ask me anything.\Okay! response:	Yotsuba-kun.
context: Okay, scooch over.\Dude!\Miku says she needs help with something, too.\Ichika!\Sure, I'll answer that.\Ask me anything.\Okay!\Yotsuba-kun. response:	What's a synonym for argument?
context: Dude!\Miku says she needs help with something, too.\Ichika!\Sure, I'll answer that.\Ask me anything.\Okay!\Yotsuba-kun.\What's a synonym for argument? response:	Good question.
context: Miku says she needs help with something, too.\Ichika!\Sure, I'll answer that.\Ask me anything.\Okay!\Yotsuba-kun.\What's a synonym for argument?\Good question. response:	Debate.
context: Ichika!\Sure, I'll answer that.\Ask me anything.\Okay!\Yotsuba-kun.\What's a synonym for argument?\Good question.\Debate. response:	Remember it like de ba te.
context: Sure, I'll answer that.\Ask me anything.\Okay!\Yotsuba-kun.\What's a synonym for argument?\Good question.\Debate.\Remember it like de ba te. response:	Debate.
context: Ask me anything.\Okay!\Yotsuba-kun.\What's a synonym for argument?\Good question.\Debate.\Remember it like de ba te.\Debate. response:	De ba te.
context: Okay!\Yotsuba-kun.\What's a synonym for argument?\Good question.\Debate.\Remember it like de ba te.\Debate.\De ba te. response:	That one's going to be on the exam for sure.
context: Yotsuba-kun.\What's a synonym for argument?\Good question.\Debate.\Remember it like de ba te.\Debate.\De ba te.\That one's going to be on the exam for sure. response:	Hear that, Nino?
context: What's a synonym for argument?\Good question.\Debate.\Remember it like de ba te.\Debate.\De ba te.\That one's going to be on the exam for sure.\Hear that, Nino? response:	I can make myself useful.
context: Good question.\Debate.\Remember it like de ba te.\Debate.\De ba te.\That one's going to be on the exam for sure.\Hear that, Nino?\I can make myself useful. response:	I want to learn...
context: Debate.\Remember it like de ba te.\Debate.\De ba te.\That one's going to be on the exam for sure.\Hear that, Nino?\I can make myself useful.\I want to learn... response:	What kind of girls do you like?
context: Remember it like de ba te.\Debate.\De ba te.\That one's going to be on the exam for sure.\Hear that, Nino?\I can make myself useful.\I want to learn...\What kind of girls do you like? response:	Does that matter right now?
context: Debate.\De ba te.\That one's going to be on the exam for sure.\Hear that, Nino?\I can make myself useful.\I want to learn...\What kind of girls do you like?\Does that matter right now? response:	I have a comment!
context: De ba te.\That one's going to be on the exam for sure.\Hear that, Nino?\I can make myself useful.\I want to learn...\What kind of girls do you like?\Does that matter right now?\I have a comment! response:	I'm kind of interested.
context: That one's going to be on the exam for sure.\Hear that, Nino?\I can make myself useful.\I want to learn...\What kind of girls do you like?\Does that matter right now?\I have a comment!\I'm kind of interested. response:	Why...
context: Hear that, Nino?\I can make myself useful.\I want to learn...\What kind of girls do you like?\Does that matter right now?\I have a comment!\I'm kind of interested.\Why... response:	Uesugi Futaro's
context: I can make myself useful.\I want to learn...\What kind of girls do you like?\Does that matter right now?\I have a comment!\I'm kind of interested.\Why...\Uesugi Futaro's response:	Top 3 Qualities in a Girl
context: I want to learn...\What kind of girls do you like?\Does that matter right now?\I have a comment!\I'm kind of interested.\Why...\Uesugi Futaro's\Top 3 Qualities in a Girl response:	I'll teach you, then, if you really want to know.
context: What kind of girls do you like?\Does that matter right now?\I have a comment!\I'm kind of interested.\Why...\Uesugi Futaro's\Top 3 Qualities in a Girl\I'll teach you, then, if you really want to know. response:	The top three qualities I look for in a girl.
context: Does that matter right now?\I have a comment!\I'm kind of interested.\Why...\Uesugi Futaro's\Top 3 Qualities in a Girl\I'll teach you, then, if you really want to know.\The top three qualities I look for in a girl. response:	But I'm only revealing one for every page you fill.
context: I have a comment!\I'm kind of interested.\Why...\Uesugi Futaro's\Top 3 Qualities in a Girl\I'll teach you, then, if you really want to know.\The top three qualities I look for in a girl.\But I'm only revealing one for every page you fill. response:	Good thing they're so easy to manipulate.
context: I'm kind of interested.\Why...\Uesugi Futaro's\Top 3 Qualities in a Girl\I'll teach you, then, if you really want to know.\The top three qualities I look for in a girl.\But I'm only revealing one for every page you fill.\Good thing they're so easy to manipulate. response:	Okay!
context: Why...\Uesugi Futaro's\Top 3 Qualities in a Girl\I'll teach you, then, if you really want to know.\The top three qualities I look for in a girl.\But I'm only revealing one for every page you fill.\Good thing they're so easy to manipulate.\Okay! response:	Done!
context: Uesugi Futaro's\Top 3 Qualities in a Girl\I'll teach you, then, if you really want to know.\The top three qualities I look for in a girl.\But I'm only revealing one for every page you fill.\Good thing they're so easy to manipulate.\Okay!\Done! response:	All right.
context: Top 3 Qualities in a Girl\I'll teach you, then, if you really want to know.\The top three qualities I look for in a girl.\But I'm only revealing one for every page you fill.\Good thing they're so easy to manipulate.\Okay!\Done!\All right. response:	Number three...
context: I'll teach you, then, if you really want to know.\The top three qualities I look for in a girl.\But I'm only revealing one for every page you fill.\Good thing they're so easy to manipulate.\Okay!\Done!\All right.\Number three... response:	Drumroll...
context: The top three qualities I look for in a girl.\But I'm only revealing one for every page you fill.\Good thing they're so easy to manipulate.\Okay!\Done!\All right.\Number three...\Drumroll... response:	Always cheerful
context: But I'm only revealing one for every page you fill.\Good thing they're so easy to manipulate.\Okay!\Done!\All right.\Number three...\Drumroll...\Always cheerful response:	Bam!
context: Good thing they're so easy to manipulate.\Okay!\Done!\All right.\Number three...\Drumroll...\Always cheerful\Bam! response:	Always cheerful.
context: Okay!\Done!\All right.\Number three...\Drumroll...\Always cheerful\Bam!\Always cheerful. response:	Okay, done.
context: Done!\All right.\Number three...\Drumroll...\Always cheerful\Bam!\Always cheerful.\Okay, done. response:	Number two...
context: All right.\Number three...\Drumroll...\Always cheerful\Bam!\Always cheerful.\Okay, done.\Number two... response:	Drumroll...
context: Number three...\Drumroll...\Always cheerful\Bam!\Always cheerful.\Okay, done.\Number two...\Drumroll... response:	Good at cooking
context: Drumroll...\Always cheerful\Bam!\Always cheerful.\Okay, done.\Number two...\Drumroll...\Good at cooking response:	Bam!
context: Always cheerful\Bam!\Always cheerful.\Okay, done.\Number two...\Drumroll...\Good at cooking\Bam! response:	Good at cooking.
context: Bam!\Always cheerful.\Okay, done.\Number two...\Drumroll...\Good at cooking\Bam!\Good at cooking. response:	I'm done.
context: Always cheerful.\Okay, done.\Number two...\Drumroll...\Good at cooking\Bam!\Good at cooking.\I'm done. response:	Good.
context: Okay, done.\Number two...\Drumroll...\Good at cooking\Bam!\Good at cooking.\I'm done.\Good. response:	Number one...
context: Number two...\Drumroll...\Good at cooking\Bam!\Good at cooking.\I'm done.\Good.\Number one... response:	Drumroll...
context: Drumroll...\Good at cooking\Bam!\Good at cooking.\I'm done.\Good.\Number one...\Drumroll... response:	Ba-dump Ba-dump
context: Good at cooking\Bam!\Good at cooking.\I'm done.\Good.\Number one...\Drumroll...\Ba-dump Ba-dump response:	Bam!
context: Bam!\Good at cooking.\I'm done.\Good.\Number one...\Drumroll...\Ba-dump Ba-dump\Bam! response:	Cares about her brother
context: Good at cooking.\I'm done.\Good.\Number one...\Drumroll...\Ba-dump Ba-dump\Bam!\Cares about her brother response:	Cares about her brother.
context: I'm done.\Good.\Number one...\Drumroll...\Ba-dump Ba-dump\Bam!\Cares about her brother\Cares about her brother. response:	Cares about her brother
context: Good.\Number one...\Drumroll...\Ba-dump Ba-dump\Bam!\Cares about her brother\Cares about her brother.\Cares about her brother response:	You're talking about your sister!
context: Number one...\Drumroll...\Ba-dump Ba-dump\Bam!\Cares about her brother\Cares about her brother.\Cares about her brother\You're talking about your sister! response:	What, Nino?
context: Drumroll...\Ba-dump Ba-dump\Bam!\Cares about her brother\Cares about her brother.\Cares about her brother\You're talking about your sister!\What, Nino? response:	You should stop listening in and join us.
context: Ba-dump Ba-dump\Bam!\Cares about her brother\Cares about her brother.\Cares about her brother\You're talking about your sister!\What, Nino?\You should stop listening in and join us. response:	I can hear you, even if I don't want to.
context: Bam!\Cares about her brother\Cares about her brother.\Cares about her brother\You're talking about your sister!\What, Nino?\You should stop listening in and join us.\I can hear you, even if I don't want to. response:	Hey!
context: Cares about her brother\Cares about her brother.\Cares about her brother\You're talking about your sister!\What, Nino?\You should stop listening in and join us.\I can hear you, even if I don't want to.\Hey! response:	It was Raiha-chan?!
context: Cares about her brother.\Cares about her brother\You're talking about your sister!\What, Nino?\You should stop listening in and join us.\I can hear you, even if I don't want to.\Hey!\It was Raiha-chan?! response:	We worked so hard! No fair!
context: Cares about her brother\You're talking about your sister!\What, Nino?\You should stop listening in and join us.\I can hear you, even if I don't want to.\Hey!\It was Raiha-chan?!\We worked so hard! No fair! response:	I'm the total opposite.
context: You're talking about your sister!\What, Nino?\You should stop listening in and join us.\I can hear you, even if I don't want to.\Hey!\It was Raiha-chan?!\We worked so hard! No fair!\I'm the total opposite. response:	I told you my stance on the matter.
context: What, Nino?\You should stop listening in and join us.\I can hear you, even if I don't want to.\Hey!\It was Raiha-chan?!\We worked so hard! No fair!\I'm the total opposite.\I told you my stance on the matter. response:	I'm not interested in dating.
context: You should stop listening in and join us.\I can hear you, even if I don't want to.\Hey!\It was Raiha-chan?!\We worked so hard! No fair!\I'm the total opposite.\I told you my stance on the matter.\I'm not interested in dating. response:	Oh, wow.
context: I can hear you, even if I don't want to.\Hey!\It was Raiha-chan?!\We worked so hard! No fair!\I'm the total opposite.\I told you my stance on the matter.\I'm not interested in dating.\Oh, wow. response:	Miku's already done her assignment.
context: Hey!\It was Raiha-chan?!\We worked so hard! No fair!\I'm the total opposite.\I told you my stance on the matter.\I'm not interested in dating.\Oh, wow.\Miku's already done her assignment. response:	You have to praise people when they do well, Futaro-kun.
context: It was Raiha-chan?!\We worked so hard! No fair!\I'm the total opposite.\I told you my stance on the matter.\I'm not interested in dating.\Oh, wow.\Miku's already done her assignment.\You have to praise people when they do well, Futaro-kun. response:	There.
context: We worked so hard! No fair!\I'm the total opposite.\I told you my stance on the matter.\I'm not interested in dating.\Oh, wow.\Miku's already done her assignment.\You have to praise people when they do well, Futaro-kun.\There. response:	Good job.
context: I'm the total opposite.\I told you my stance on the matter.\I'm not interested in dating.\Oh, wow.\Miku's already done her assignment.\You have to praise people when they do well, Futaro-kun.\There.\Good job. response:	There, there.
context: I told you my stance on the matter.\I'm not interested in dating.\Oh, wow.\Miku's already done her assignment.\You have to praise people when they do well, Futaro-kun.\There.\Good job.\There, there. response:	Well?
context: I'm not interested in dating.\Oh, wow.\Miku's already done her assignment.\You have to praise people when they do well, Futaro-kun.\There.\Good job.\There, there.\Well? response:	Get your heart racing?
context: Oh, wow.\Miku's already done her assignment.\You have to praise people when they do well, Futaro-kun.\There.\Good job.\There, there.\Well?\Get your heart racing? response:	Not really.
context: Miku's already done her assignment.\You have to praise people when they do well, Futaro-kun.\There.\Good job.\There, there.\Well?\Get your heart racing?\Not really. response:	Yotsuba, check him!
context: You have to praise people when they do well, Futaro-kun.\There.\Good job.\There, there.\Well?\Get your heart racing?\Not really.\Yotsuba, check him! response:	S-Stop it! Yotsuba!
context: There.\Good job.\There, there.\Well?\Get your heart racing?\Not really.\Yotsuba, check him!\S-Stop it! Yotsuba! response:	Stop running away!
context: Good job.\There, there.\Well?\Get your heart racing?\Not really.\Yotsuba, check him!\S-Stop it! Yotsuba!\Stop running away! response:	Get lost! Don't come near me!
context: There, there.\Well?\Get your heart racing?\Not really.\Yotsuba, check him!\S-Stop it! Yotsuba!\Stop running away!\Get lost! Don't come near me! response:	Oh, come on.
context: Well?\Get your heart racing?\Not really.\Yotsuba, check him!\S-Stop it! Yotsuba!\Stop running away!\Get lost! Don't come near me!\Oh, come on. response:	Knock it off already!
context: Get your heart racing?\Not really.\Yotsuba, check him!\S-Stop it! Yotsuba!\Stop running away!\Get lost! Don't come near me!\Oh, come on.\Knock it off already! response:	Wow!
context: Not really.\Yotsuba, check him!\S-Stop it! Yotsuba!\Stop running away!\Get lost! Don't come near me!\Oh, come on.\Knock it off already!\Wow! response:	Uesugi-san's heart's racing!
context: Yotsuba, check him!\S-Stop it! Yotsuba!\Stop running away!\Get lost! Don't come near me!\Oh, come on.\Knock it off already!\Wow!\Uesugi-san's heart's racing! response:	Obviously, after all that running!
context: S-Stop it! Yotsuba!\Stop running away!\Get lost! Don't come near me!\Oh, come on.\Knock it off already!\Wow!\Uesugi-san's heart's racing!\Obviously, after all that running! response:	You're so noisy.
context: Stop running away!\Get lost! Don't come near me!\Oh, come on.\Knock it off already!\Wow!\Uesugi-san's heart's racing!\Obviously, after all that running!\You're so noisy. response:	I thought a study group would be quieter.
context: Get lost! Don't come near me!\Oh, come on.\Knock it off already!\Wow!\Uesugi-san's heart's racing!\Obviously, after all that running!\You're so noisy.\I thought a study group would be quieter. response:	Sorry.
context: Oh, come on.\Knock it off already!\Wow!\Uesugi-san's heart's racing!\Obviously, after all that running!\You're so noisy.\I thought a study group would be quieter.\Sorry. response:	It's hard to apologize when I'm actually facing her.
context: Knock it off already!\Wow!\Uesugi-san's heart's racing!\Obviously, after all that running!\You're so noisy.\I thought a study group would be quieter.\Sorry.\It's hard to apologize when I'm actually facing her. response:	Miku, may I borrow your headphones?
context: Wow!\Uesugi-san's heart's racing!\Obviously, after all that running!\You're so noisy.\I thought a study group would be quieter.\Sorry.\It's hard to apologize when I'm actually facing her.\Miku, may I borrow your headphones? response:	Sure, but why?
context: Uesugi-san's heart's racing!\Obviously, after all that running!\You're so noisy.\I thought a study group would be quieter.\Sorry.\It's hard to apologize when I'm actually facing her.\Miku, may I borrow your headphones?\Sure, but why? response:	I want to focus by myself.
context: Obviously, after all that running!\You're so noisy.\I thought a study group would be quieter.\Sorry.\It's hard to apologize when I'm actually facing her.\Miku, may I borrow your headphones?\Sure, but why?\I want to focus by myself. response:	This girl...
context: You're so noisy.\I thought a study group would be quieter.\Sorry.\It's hard to apologize when I'm actually facing her.\Miku, may I borrow your headphones?\Sure, but why?\I want to focus by myself.\This girl... response:	Itsuki!
context: I thought a study group would be quieter.\Sorry.\It's hard to apologize when I'm actually facing her.\Miku, may I borrow your headphones?\Sure, but why?\I want to focus by myself.\This girl...\Itsuki! response:	Can I trust you?
context: Sorry.\It's hard to apologize when I'm actually facing her.\Miku, may I borrow your headphones?\Sure, but why?\I want to focus by myself.\This girl...\Itsuki!\Can I trust you? response:	I don't want to hold you back.
context: It's hard to apologize when I'm actually facing her.\Miku, may I borrow your headphones?\Sure, but why?\I want to focus by myself.\This girl...\Itsuki!\Can I trust you?\I don't want to hold you back. response:	Look, Futaro-kun, the stars are pretty.
context: Miku, may I borrow your headphones?\Sure, but why?\I want to focus by myself.\This girl...\Itsuki!\Can I trust you?\I don't want to hold you back.\Look, Futaro-kun, the stars are pretty. response:	What?
context: Sure, but why?\I want to focus by myself.\This girl...\Itsuki!\Can I trust you?\I don't want to hold you back.\Look, Futaro-kun, the stars are pretty.\What? response:	Let's take a break.
context: I want to focus by myself.\This girl...\Itsuki!\Can I trust you?\I don't want to hold you back.\Look, Futaro-kun, the stars are pretty.\What?\Let's take a break. response:	Come with me.
context: This girl...\Itsuki!\Can I trust you?\I don't want to hold you back.\Look, Futaro-kun, the stars are pretty.\What?\Let's take a break.\Come with me. response:	Hey.
context: Itsuki!\Can I trust you?\I don't want to hold you back.\Look, Futaro-kun, the stars are pretty.\What?\Let's take a break.\Come with me.\Hey. response:	Ietsuna Tsunayoshi Ienobu
context: Can I trust you?\I don't want to hold you back.\Look, Futaro-kun, the stars are pretty.\What?\Let's take a break.\Come with me.\Hey.\Ietsuna Tsunayoshi Ienobu response:	Ietsuna.
context: I don't want to hold you back.\Look, Futaro-kun, the stars are pretty.\What?\Let's take a break.\Come with me.\Hey.\Ietsuna Tsunayoshi Ienobu\Ietsuna. response:	Tsunayoshi.
context: Look, Futaro-kun, the stars are pretty.\What?\Let's take a break.\Come with me.\Hey.\Ietsuna Tsunayoshi Ienobu\Ietsuna.\Tsunayoshi. response:	Ienobu.
context: What?\Let's take a break.\Come with me.\Hey.\Ietsuna Tsunayoshi Ienobu\Ietsuna.\Tsunayoshi.\Ienobu. response:	I see.
context: Let's take a break.\Come with me.\Hey.\Ietsuna Tsunayoshi Ienobu\Ietsuna.\Tsunayoshi.\Ienobu.\I see. response:	Ietsuna.
context: Come with me.\Hey.\Ietsuna Tsunayoshi Ienobu\Ietsuna.\Tsunayoshi.\Ienobu.\I see.\Ietsuna. response:	Tsunayoshi.
context: Hey.\Ietsuna Tsunayoshi Ienobu\Ietsuna.\Tsunayoshi.\Ienobu.\I see.\Ietsuna.\Tsunayoshi. response:	Ietsuna.
context: Ietsuna Tsunayoshi Ienobu\Ietsuna.\Tsunayoshi.\Ienobu.\I see.\Ietsuna.\Tsunayoshi.\Ietsuna. response:	You repeated one.
context: Ietsuna.\Tsunayoshi.\Ienobu.\I see.\Ietsuna.\Tsunayoshi.\Ietsuna.\You repeated one. response:	Um...
context: Tsunayoshi.\Ienobu.\I see.\Ietsuna.\Tsunayoshi.\Ietsuna.\You repeated one.\Um... response:	Ietsunayoshi Ienobu.
context: Ienobu.\I see.\Ietsuna.\Tsunayoshi.\Ietsuna.\You repeated one.\Um...\Ietsunayoshi Ienobu. response:	Now you combined them.
context: I see.\Ietsuna.\Tsunayoshi.\Ietsuna.\You repeated one.\Um...\Ietsunayoshi Ienobu.\Now you combined them. response:	Did you get in a fight with Itsuki-chan or something?
context: Ietsuna.\Tsunayoshi.\Ietsuna.\You repeated one.\Um...\Ietsunayoshi Ienobu.\Now you combined them.\Did you get in a fight with Itsuki-chan or something? response:	It's the same thing as always.
context: Tsunayoshi.\Ietsuna.\You repeated one.\Um...\Ietsunayoshi Ienobu.\Now you combined them.\Did you get in a fight with Itsuki-chan or something?\It's the same thing as always. response:	It is, isn't it?
context: Ietsuna.\You repeated one.\Um...\Ietsunayoshi Ienobu.\Now you combined them.\Did you get in a fight with Itsuki-chan or something?\It's the same thing as always.\It is, isn't it? response:	You and Itsuki-chan end up fighting every time you see each other.
context: You repeated one.\Um...\Ietsunayoshi Ienobu.\Now you combined them.\Did you get in a fight with Itsuki-chan or something?\It's the same thing as always.\It is, isn't it?\You and Itsuki-chan end up fighting every time you see each other. response:	You two are too alike.
context: Um...\Ietsunayoshi Ienobu.\Now you combined them.\Did you get in a fight with Itsuki-chan or something?\It's the same thing as always.\It is, isn't it?\You and Itsuki-chan end up fighting every time you see each other.\You two are too alike. response:	Too alike? Says the identical quint.
context: Ietsunayoshi Ienobu.\Now you combined them.\Did you get in a fight with Itsuki-chan or something?\It's the same thing as always.\It is, isn't it?\You and Itsuki-chan end up fighting every time you see each other.\You two are too alike.\Too alike? Says the identical quint. response:	But it felt different today.
context: Now you combined them.\Did you get in a fight with Itsuki-chan or something?\It's the same thing as always.\It is, isn't it?\You and Itsuki-chan end up fighting every time you see each other.\You two are too alike.\Too alike? Says the identical quint.\But it felt different today. response:	I want you two to fight like friends, like you usually do.
context: Did you get in a fight with Itsuki-chan or something?\It's the same thing as always.\It is, isn't it?\You and Itsuki-chan end up fighting every time you see each other.\You two are too alike.\Too alike? Says the identical quint.\But it felt different today.\I want you two to fight like friends, like you usually do. response:	That's self-contradictory.
context: It's the same thing as always.\It is, isn't it?\You and Itsuki-chan end up fighting every time you see each other.\You two are too alike.\Too alike? Says the identical quint.\But it felt different today.\I want you two to fight like friends, like you usually do.\That's self-contradictory. response:	Is it?
context: It is, isn't it?\You and Itsuki-chan end up fighting every time you see each other.\You two are too alike.\Too alike? Says the identical quint.\But it felt different today.\I want you two to fight like friends, like you usually do.\That's self-contradictory.\Is it? response:	I think she's just being stubborn.
context: You and Itsuki-chan end up fighting every time you see each other.\You two are too alike.\Too alike? Says the identical quint.\But it felt different today.\I want you two to fight like friends, like you usually do.\That's self-contradictory.\Is it?\I think she's just being stubborn. response:	Aren't you the same way?
context: You two are too alike.\Too alike? Says the identical quint.\But it felt different today.\I want you two to fight like friends, like you usually do.\That's self-contradictory.\Is it?\I think she's just being stubborn.\Aren't you the same way? response:	She's always been awkward.
context: Too alike? Says the identical quint.\But it felt different today.\I want you two to fight like friends, like you usually do.\That's self-contradictory.\Is it?\I think she's just being stubborn.\Aren't you the same way?\She's always been awkward. response:	I think she's just having a hard time being upfront.
context: But it felt different today.\I want you two to fight like friends, like you usually do.\That's self-contradictory.\Is it?\I think she's just being stubborn.\Aren't you the same way?\She's always been awkward.\I think she's just having a hard time being upfront. response:	I'm sure she's hurting on her own right now.
context: I want you two to fight like friends, like you usually do.\That's self-contradictory.\Is it?\I think she's just being stubborn.\Aren't you the same way?\She's always been awkward.\I think she's just having a hard time being upfront.\I'm sure she's hurting on her own right now. response:	I'll do what I can,
