context: I'm freezing! I'm definitely gonna wear a scarf tomorrow. response:	It gets pretty cold in the evenings now, huh.
context: I dunno. I didn't feel like I had to clear up the misunderstanding.\Besides, I promised you I'd play along.\So if you didn't have to pretend, what would you have told her?\Please, Kono-san's way out of my league. I wouldn't be good for her.\She'll find someone way better than me.\O-Oh. Guess that means no more sakura cookies, huh.\Yeah.\I totally thought he'd go for her, what with how nice she is. response:	You haven't made me any of those burned cookies lately, Yoshikawa.
context: Besides, I promised you I'd play along.\So if you didn't have to pretend, what would you have told her?\Please, Kono-san's way out of my league. I wouldn't be good for her.\She'll find someone way better than me.\O-Oh. Guess that means no more sakura cookies, huh.\Yeah.\I totally thought he'd go for her, what with how nice she is.\You haven't made me any of those burned cookies lately, Yoshikawa. response:	O-Oh, shut up. I don't burn them anymore.
context: So if you didn't have to pretend, what would you have told her?\Please, Kono-san's way out of my league. I wouldn't be good for her.\She'll find someone way better than me.\O-Oh. Guess that means no more sakura cookies, huh.\Yeah.\I totally thought he'd go for her, what with how nice she is.\You haven't made me any of those burned cookies lately, Yoshikawa.\O-Oh, shut up. I don't burn them anymore. response:	I'm a bad person.
context: Please, Kono-san's way out of my league. I wouldn't be good for her.\She'll find someone way better than me.\O-Oh. Guess that means no more sakura cookies, huh.\Yeah.\I totally thought he'd go for her, what with how nice she is.\You haven't made me any of those burned cookies lately, Yoshikawa.\O-Oh, shut up. I don't burn them anymore.\I'm a bad person. response:	Kono-san made him cookies every day, worked up the courage to talk to him,
context: She'll find someone way better than me.\O-Oh. Guess that means no more sakura cookies, huh.\Yeah.\I totally thought he'd go for her, what with how nice she is.\You haven't made me any of those burned cookies lately, Yoshikawa.\O-Oh, shut up. I don't burn them anymore.\I'm a bad person.\Kono-san made him cookies every day, worked up the courage to talk to him, response:	and told him how she felt, even knowing she'd be rejected.
context: O-Oh. Guess that means no more sakura cookies, huh.\Yeah.\I totally thought he'd go for her, what with how nice she is.\You haven't made me any of those burned cookies lately, Yoshikawa.\O-Oh, shut up. I don't burn them anymore.\I'm a bad person.\Kono-san made him cookies every day, worked up the courage to talk to him,\and told him how she felt, even knowing she'd be rejected. response:	But all I do is run away.
context: Yeah.\I totally thought he'd go for her, what with how nice she is.\You haven't made me any of those burned cookies lately, Yoshikawa.\O-Oh, shut up. I don't burn them anymore.\I'm a bad person.\Kono-san made him cookies every day, worked up the courage to talk to him,\and told him how she felt, even knowing she'd be rejected.\But all I do is run away. response:	I'm relieved that he's not going to date her,
context: I totally thought he'd go for her, what with how nice she is.\You haven't made me any of those burned cookies lately, Yoshikawa.\O-Oh, shut up. I don't burn them anymore.\I'm a bad person.\Kono-san made him cookies every day, worked up the courage to talk to him,\and told him how she felt, even knowing she'd be rejected.\But all I do is run away.\I'm relieved that he's not going to date her, response:	but the possibility of him not reciprocating my feelings
context: You haven't made me any of those burned cookies lately, Yoshikawa.\O-Oh, shut up. I don't burn them anymore.\I'm a bad person.\Kono-san made him cookies every day, worked up the courage to talk to him,\and told him how she felt, even knowing she'd be rejected.\But all I do is run away.\I'm relieved that he's not going to date her,\but the possibility of him not reciprocating my feelings response:	makes me too scared to breathe.
context: O-Oh, shut up. I don't burn them anymore.\I'm a bad person.\Kono-san made him cookies every day, worked up the courage to talk to him,\and told him how she felt, even knowing she'd be rejected.\But all I do is run away.\I'm relieved that he's not going to date her,\but the possibility of him not reciprocating my feelings\makes me too scared to breathe. response:	Even still, I...
context: I'm a bad person.\Kono-san made him cookies every day, worked up the courage to talk to him,\and told him how she felt, even knowing she'd be rejected.\But all I do is run away.\I'm relieved that he's not going to date her,\but the possibility of him not reciprocating my feelings\makes me too scared to breathe.\Even still, I... response:	I want to be the one at Toru's side.
context: Kono-san made him cookies every day, worked up the courage to talk to him,\and told him how she felt, even knowing she'd be rejected.\But all I do is run away.\I'm relieved that he's not going to date her,\but the possibility of him not reciprocating my feelings\makes me too scared to breathe.\Even still, I...\I want to be the one at Toru's side. response:	I'm so selfish.
context: and told him how she felt, even knowing she'd be rejected.\But all I do is run away.\I'm relieved that he's not going to date her,\but the possibility of him not reciprocating my feelings\makes me too scared to breathe.\Even still, I...\I want to be the one at Toru's side.\I'm so selfish. response:	If she's warm Sakura cherry blossoms...
context: But all I do is run away.\I'm relieved that he's not going to date her,\but the possibility of him not reciprocating my feelings\makes me too scared to breathe.\Even still, I...\I want to be the one at Toru's side.\I'm so selfish.\If she's warm Sakura cherry blossoms... response:	then I'm just gross, muddy, freezing snow, just like my name.
context: I'm relieved that he's not going to date her,\but the possibility of him not reciprocating my feelings\makes me too scared to breathe.\Even still, I...\I want to be the one at Toru's side.\I'm so selfish.\If she's warm Sakura cherry blossoms...\then I'm just gross, muddy, freezing snow, just like my name. response:	I can see your breath.
context: but the possibility of him not reciprocating my feelings\makes me too scared to breathe.\Even still, I...\I want to be the one at Toru's side.\I'm so selfish.\If she's warm Sakura cherry blossoms...\then I'm just gross, muddy, freezing snow, just like my name.\I can see your breath. response:	I hear today's gonna be the coldest day of the year.
context: makes me too scared to breathe.\Even still, I...\I want to be the one at Toru's side.\I'm so selfish.\If she's warm Sakura cherry blossoms...\then I'm just gross, muddy, freezing snow, just like my name.\I can see your breath.\I hear today's gonna be the coldest day of the year. response:	If it's gonna be this cold, it could at least snow.
context: Even still, I...\I want to be the one at Toru's side.\I'm so selfish.\If she's warm Sakura cherry blossoms...\then I'm just gross, muddy, freezing snow, just like my name.\I can see your breath.\I hear today's gonna be the coldest day of the year.\If it's gonna be this cold, it could at least snow. response:	We didn't get much snow last year. I was looking forward to some this year.
context: I want to be the one at Toru's side.\I'm so selfish.\If she's warm Sakura cherry blossoms...\then I'm just gross, muddy, freezing snow, just like my name.\I can see your breath.\I hear today's gonna be the coldest day of the year.\If it's gonna be this cold, it could at least snow.\We didn't get much snow last year. I was looking forward to some this year. response:	Nobody wants it to snow.
context: I'm so selfish.\If she's warm Sakura cherry blossoms...\then I'm just gross, muddy, freezing snow, just like my name.\I can see your breath.\I hear today's gonna be the coldest day of the year.\If it's gonna be this cold, it could at least snow.\We didn't get much snow last year. I was looking forward to some this year.\Nobody wants it to snow. response:	You think so? It's so pretty, though.
context: If she's warm Sakura cherry blossoms...\then I'm just gross, muddy, freezing snow, just like my name.\I can see your breath.\I hear today's gonna be the coldest day of the year.\If it's gonna be this cold, it could at least snow.\We didn't get much snow last year. I was looking forward to some this year.\Nobody wants it to snow.\You think so? It's so pretty, though. response:	Sure, it's pretty, but only in the beginning.
context: then I'm just gross, muddy, freezing snow, just like my name.\I can see your breath.\I hear today's gonna be the coldest day of the year.\If it's gonna be this cold, it could at least snow.\We didn't get much snow last year. I was looking forward to some this year.\Nobody wants it to snow.\You think so? It's so pretty, though.\Sure, it's pretty, but only in the beginning. response:	Shoveling it's a huge pain, and you can slip and fall.
context: I can see your breath.\I hear today's gonna be the coldest day of the year.\If it's gonna be this cold, it could at least snow.\We didn't get much snow last year. I was looking forward to some this year.\Nobody wants it to snow.\You think so? It's so pretty, though.\Sure, it's pretty, but only in the beginning.\Shoveling it's a huge pain, and you can slip and fall. response:	Yeah, I can see Miyamura slipping.
context: I hear today's gonna be the coldest day of the year.\If it's gonna be this cold, it could at least snow.\We didn't get much snow last year. I was looking forward to some this year.\Nobody wants it to snow.\You think so? It's so pretty, though.\Sure, it's pretty, but only in the beginning.\Shoveling it's a huge pain, and you can slip and fall.\Yeah, I can see Miyamura slipping. response:	Yeah.
context: If it's gonna be this cold, it could at least snow.\We didn't get much snow last year. I was looking forward to some this year.\Nobody wants it to snow.\You think so? It's so pretty, though.\Sure, it's pretty, but only in the beginning.\Shoveling it's a huge pain, and you can slip and fall.\Yeah, I can see Miyamura slipping.\Yeah. response:	FLOP
context: We didn't get much snow last year. I was looking forward to some this year.\Nobody wants it to snow.\You think so? It's so pretty, though.\Sure, it's pretty, but only in the beginning.\Shoveling it's a huge pain, and you can slip and fall.\Yeah, I can see Miyamura slipping.\Yeah.\FLOP response:	Yeah.
context: Nobody wants it to snow.\You think so? It's so pretty, though.\Sure, it's pretty, but only in the beginning.\Shoveling it's a huge pain, and you can slip and fall.\Yeah, I can see Miyamura slipping.\Yeah.\FLOP\Yeah. response:	Yeah.
context: You think so? It's so pretty, though.\Sure, it's pretty, but only in the beginning.\Shoveling it's a huge pain, and you can slip and fall.\Yeah, I can see Miyamura slipping.\Yeah.\FLOP\Yeah.\Yeah. response:	And the gross muddy snow sticks around for so long. Nobody likes that.
context: Sure, it's pretty, but only in the beginning.\Shoveling it's a huge pain, and you can slip and fall.\Yeah, I can see Miyamura slipping.\Yeah.\FLOP\Yeah.\Yeah.\And the gross muddy snow sticks around for so long. Nobody likes that. response:	Everyone just waits for it all to melt in the spring.
context: Shoveling it's a huge pain, and you can slip and fall.\Yeah, I can see Miyamura slipping.\Yeah.\FLOP\Yeah.\Yeah.\And the gross muddy snow sticks around for so long. Nobody likes that.\Everyone just waits for it all to melt in the spring. response:	The snow doesn't melt just because it's spring.
context: Yeah, I can see Miyamura slipping.\Yeah.\FLOP\Yeah.\Yeah.\And the gross muddy snow sticks around for so long. Nobody likes that.\Everyone just waits for it all to melt in the spring.\The snow doesn't melt just because it's spring. response:	Huh?
context: Yeah.\FLOP\Yeah.\Yeah.\And the gross muddy snow sticks around for so long. Nobody likes that.\Everyone just waits for it all to melt in the spring.\The snow doesn't melt just because it's spring.\Huh? response:	The snow melts because it decides to melt on its own.
context: FLOP\Yeah.\Yeah.\And the gross muddy snow sticks around for so long. Nobody likes that.\Everyone just waits for it all to melt in the spring.\The snow doesn't melt just because it's spring.\Huh?\The snow melts because it decides to melt on its own. response:	No matter how badly everyone wants it to stick around,
context: Yeah.\Yeah.\And the gross muddy snow sticks around for so long. Nobody likes that.\Everyone just waits for it all to melt in the spring.\The snow doesn't melt just because it's spring.\Huh?\The snow melts because it decides to melt on its own.\No matter how badly everyone wants it to stick around, response:	the snow makes its own decision to melt. That's why it melts.
context: Yeah.\And the gross muddy snow sticks around for so long. Nobody likes that.\Everyone just waits for it all to melt in the spring.\The snow doesn't melt just because it's spring.\Huh?\The snow melts because it decides to melt on its own.\No matter how badly everyone wants it to stick around,\the snow makes its own decision to melt. That's why it melts. response:	You got that?!
context: And the gross muddy snow sticks around for so long. Nobody likes that.\Everyone just waits for it all to melt in the spring.\The snow doesn't melt just because it's spring.\Huh?\The snow melts because it decides to melt on its own.\No matter how badly everyone wants it to stick around,\the snow makes its own decision to melt. That's why it melts.\You got that?! response:	I-It melts because it gets warmer.
context: Everyone just waits for it all to melt in the spring.\The snow doesn't melt just because it's spring.\Huh?\The snow melts because it decides to melt on its own.\No matter how badly everyone wants it to stick around,\the snow makes its own decision to melt. That's why it melts.\You got that?!\I-It melts because it gets warmer. response:	So you think the snow melts because the sakura blossoms ask it to?
context: The snow doesn't melt just because it's spring.\Huh?\The snow melts because it decides to melt on its own.\No matter how badly everyone wants it to stick around,\the snow makes its own decision to melt. That's why it melts.\You got that?!\I-It melts because it gets warmer.\So you think the snow melts because the sakura blossoms ask it to? response:	What is this guy talking about?
context: Huh?\The snow melts because it decides to melt on its own.\No matter how badly everyone wants it to stick around,\the snow makes its own decision to melt. That's why it melts.\You got that?!\I-It melts because it gets warmer.\So you think the snow melts because the sakura blossoms ask it to?\What is this guy talking about? response:	Sounds like you need to go back to first-grade science.
context: The snow melts because it decides to melt on its own.\No matter how badly everyone wants it to stick around,\the snow makes its own decision to melt. That's why it melts.\You got that?!\I-It melts because it gets warmer.\So you think the snow melts because the sakura blossoms ask it to?\What is this guy talking about?\Sounds like you need to go back to first-grade science. response:	E-Excuse me?!
context: No matter how badly everyone wants it to stick around,\the snow makes its own decision to melt. That's why it melts.\You got that?!\I-It melts because it gets warmer.\So you think the snow melts because the sakura blossoms ask it to?\What is this guy talking about?\Sounds like you need to go back to first-grade science.\E-Excuse me?! response:	I can't believe he can say all that with a straight face.
context: the snow makes its own decision to melt. That's why it melts.\You got that?!\I-It melts because it gets warmer.\So you think the snow melts because the sakura blossoms ask it to?\What is this guy talking about?\Sounds like you need to go back to first-grade science.\E-Excuse me?!\I can't believe he can say all that with a straight face. response:	Still, it makes me happy.
context: You got that?!\I-It melts because it gets warmer.\So you think the snow melts because the sakura blossoms ask it to?\What is this guy talking about?\Sounds like you need to go back to first-grade science.\E-Excuse me?!\I can't believe he can say all that with a straight face.\Still, it makes me happy. response:	You're so goddamn stupid, Toru.
context: I-It melts because it gets warmer.\So you think the snow melts because the sakura blossoms ask it to?\What is this guy talking about?\Sounds like you need to go back to first-grade science.\E-Excuse me?!\I can't believe he can say all that with a straight face.\Still, it makes me happy.\You're so goddamn stupid, Toru. response:	Not as stupid as you, Yoshikawa.
context: So you think the snow melts because the sakura blossoms ask it to?\What is this guy talking about?\Sounds like you need to go back to first-grade science.\E-Excuse me?!\I can't believe he can say all that with a straight face.\Still, it makes me happy.\You're so goddamn stupid, Toru.\Not as stupid as you, Yoshikawa. response:	That's the first time you've smiled all day.
context: What is this guy talking about?\Sounds like you need to go back to first-grade science.\E-Excuse me?!\I can't believe he can say all that with a straight face.\Still, it makes me happy.\You're so goddamn stupid, Toru.\Not as stupid as you, Yoshikawa.\That's the first time you've smiled all day. response:	How'd you know?
context: Sounds like you need to go back to first-grade science.\E-Excuse me?!\I can't believe he can say all that with a straight face.\Still, it makes me happy.\You're so goddamn stupid, Toru.\Not as stupid as you, Yoshikawa.\That's the first time you've smiled all day.\How'd you know? response:	I just know.
context: E-Excuse me?!\I can't believe he can say all that with a straight face.\Still, it makes me happy.\You're so goddamn stupid, Toru.\Not as stupid as you, Yoshikawa.\That's the first time you've smiled all day.\How'd you know?\I just know. response:	It's freezing out here. Let's head in.
context: I can't believe he can say all that with a straight face.\Still, it makes me happy.\You're so goddamn stupid, Toru.\Not as stupid as you, Yoshikawa.\That's the first time you've smiled all day.\How'd you know?\I just know.\It's freezing out here. Let's head in. response:	And whose bright idea was it to come up here in the first place?
context: Still, it makes me happy.\You're so goddamn stupid, Toru.\Not as stupid as you, Yoshikawa.\That's the first time you've smiled all day.\How'd you know?\I just know.\It's freezing out here. Let's head in.\And whose bright idea was it to come up here in the first place? response:	Yeah, I know.
context: You're so goddamn stupid, Toru.\Not as stupid as you, Yoshikawa.\That's the first time you've smiled all day.\How'd you know?\I just know.\It's freezing out here. Let's head in.\And whose bright idea was it to come up here in the first place?\Yeah, I know. response:	Your hand's warm.
context: Not as stupid as you, Yoshikawa.\That's the first time you've smiled all day.\How'd you know?\I just know.\It's freezing out here. Let's head in.\And whose bright idea was it to come up here in the first place?\Yeah, I know.\Your hand's warm. response:	I really hope we get some snow!
context: That's the first time you've smiled all day.\How'd you know?\I just know.\It's freezing out here. Let's head in.\And whose bright idea was it to come up here in the first place?\Yeah, I know.\Your hand's warm.\I really hope we get some snow! response:	The pure-white kind.
context: How'd you know?\I just know.\It's freezing out here. Let's head in.\And whose bright idea was it to come up here in the first place?\Yeah, I know.\Your hand's warm.\I really hope we get some snow!\The pure-white kind. response:	Huh? You think Sakura got a boyfriend?
context: I just know.\It's freezing out here. Let's head in.\And whose bright idea was it to come up here in the first place?\Yeah, I know.\Your hand's warm.\I really hope we get some snow!\The pure-white kind.\Huh? You think Sakura got a boyfriend? response:	Yeah, only because she seems a lot happier as of late.
context: It's freezing out here. Let's head in.\And whose bright idea was it to come up here in the first place?\Yeah, I know.\Your hand's warm.\I really hope we get some snow!\The pure-white kind.\Huh? You think Sakura got a boyfriend?\Yeah, only because she seems a lot happier as of late. response:	It's the exact opposite.
context: And whose bright idea was it to come up here in the first place?\Yeah, I know.\Your hand's warm.\I really hope we get some snow!\The pure-white kind.\Huh? You think Sakura got a boyfriend?\Yeah, only because she seems a lot happier as of late.\It's the exact opposite. response:	Huh?
context: Yeah, I know.\Your hand's warm.\I really hope we get some snow!\The pure-white kind.\Huh? You think Sakura got a boyfriend?\Yeah, only because she seems a lot happier as of late.\It's the exact opposite.\Huh? response:	Okay, I'm off to tutoring!
context: Your hand's warm.\I really hope we get some snow!\The pure-white kind.\Huh? You think Sakura got a boyfriend?\Yeah, only because she seems a lot happier as of late.\It's the exact opposite.\Huh?\Okay, I'm off to tutoring! response:	Okay, later.
context: I really hope we get some snow!\The pure-white kind.\Huh? You think Sakura got a boyfriend?\Yeah, only because she seems a lot happier as of late.\It's the exact opposite.\Huh?\Okay, I'm off to tutoring!\Okay, later. response:	Wait, what's the exact opposite of getting a boyfriend?
context: The pure-white kind.\Huh? You think Sakura got a boyfriend?\Yeah, only because she seems a lot happier as of late.\It's the exact opposite.\Huh?\Okay, I'm off to tutoring!\Okay, later.\Wait, what's the exact opposite of getting a boyfriend? response:	Or was she talking about her not being happy?
context: Huh? You think Sakura got a boyfriend?\Yeah, only because she seems a lot happier as of late.\It's the exact opposite.\Huh?\Okay, I'm off to tutoring!\Okay, later.\Wait, what's the exact opposite of getting a boyfriend?\Or was she talking about her not being happy? response:	Sengoku-kun?
context: Yeah, only because she seems a lot happier as of late.\It's the exact opposite.\Huh?\Okay, I'm off to tutoring!\Okay, later.\Wait, what's the exact opposite of getting a boyfriend?\Or was she talking about her not being happy?\Sengoku-kun? response:	Why are you cleaning?
context: It's the exact opposite.\Huh?\Okay, I'm off to tutoring!\Okay, later.\Wait, what's the exact opposite of getting a boyfriend?\Or was she talking about her not being happy?\Sengoku-kun?\Why are you cleaning? response:	The eraser bits on the floor were bothering me.
context: Huh?\Okay, I'm off to tutoring!\Okay, later.\Wait, what's the exact opposite of getting a boyfriend?\Or was she talking about her not being happy?\Sengoku-kun?\Why are you cleaning?\The eraser bits on the floor were bothering me. response:	You should let the first-years handle that! C'mon, now.
context: Okay, I'm off to tutoring!\Okay, later.\Wait, what's the exact opposite of getting a boyfriend?\Or was she talking about her not being happy?\Sengoku-kun?\Why are you cleaning?\The eraser bits on the floor were bothering me.\You should let the first-years handle that! C'mon, now. response:	She's definitely in better spirits.
context: Okay, later.\Wait, what's the exact opposite of getting a boyfriend?\Or was she talking about her not being happy?\Sengoku-kun?\Why are you cleaning?\The eraser bits on the floor were bothering me.\You should let the first-years handle that! C'mon, now.\She's definitely in better spirits. response:	Almost like a weight's off her shoulders now.
context: Wait, what's the exact opposite of getting a boyfriend?\Or was she talking about her not being happy?\Sengoku-kun?\Why are you cleaning?\The eraser bits on the floor were bothering me.\You should let the first-years handle that! C'mon, now.\She's definitely in better spirits.\Almost like a weight's off her shoulders now. response:	And you should open the window if you're going to clean.
context: Or was she talking about her not being happy?\Sengoku-kun?\Why are you cleaning?\The eraser bits on the floor were bothering me.\You should let the first-years handle that! C'mon, now.\She's definitely in better spirits.\Almost like a weight's off her shoulders now.\And you should open the window if you're going to clean. response:	Where's Remi?
context: Sengoku-kun?\Why are you cleaning?\The eraser bits on the floor were bothering me.\You should let the first-years handle that! C'mon, now.\She's definitely in better spirits.\Almost like a weight's off her shoulders now.\And you should open the window if you're going to clean.\Where's Remi? response:	She had tutoring today.
context: Why are you cleaning?\The eraser bits on the floor were bothering me.\You should let the first-years handle that! C'mon, now.\She's definitely in better spirits.\Almost like a weight's off her shoulders now.\And you should open the window if you're going to clean.\Where's Remi?\She had tutoring today. response:	Remi always opens the window. That's why I forgot. Thanks.
context: The eraser bits on the floor were bothering me.\You should let the first-years handle that! C'mon, now.\She's definitely in better spirits.\Almost like a weight's off her shoulders now.\And you should open the window if you're going to clean.\Where's Remi?\She had tutoring today.\Remi always opens the window. That's why I forgot. Thanks. response:	H-Hey, did something change for you lately, Sakura?
context: You should let the first-years handle that! C'mon, now.\She's definitely in better spirits.\Almost like a weight's off her shoulders now.\And you should open the window if you're going to clean.\Where's Remi?\She had tutoring today.\Remi always opens the window. That's why I forgot. Thanks.\H-Hey, did something change for you lately, Sakura? response:	You seem happier, but I don't think it's because something good happened...
context: She's definitely in better spirits.\Almost like a weight's off her shoulders now.\And you should open the window if you're going to clean.\Where's Remi?\She had tutoring today.\Remi always opens the window. That's why I forgot. Thanks.\H-Hey, did something change for you lately, Sakura?\You seem happier, but I don't think it's because something good happened... response:	I mean, I hope it wasn't anything, but...
context: Almost like a weight's off her shoulders now.\And you should open the window if you're going to clean.\Where's Remi?\She had tutoring today.\Remi always opens the window. That's why I forgot. Thanks.\H-Hey, did something change for you lately, Sakura?\You seem happier, but I don't think it's because something good happened...\I mean, I hope it wasn't anything, but... response:	Sorry, I'm overthinking this, aren't I?
context: And you should open the window if you're going to clean.\Where's Remi?\She had tutoring today.\Remi always opens the window. That's why I forgot. Thanks.\H-Hey, did something change for you lately, Sakura?\You seem happier, but I don't think it's because something good happened...\I mean, I hope it wasn't anything, but...\Sorry, I'm overthinking this, aren't I? response:	Sakura?
context: Where's Remi?\She had tutoring today.\Remi always opens the window. That's why I forgot. Thanks.\H-Hey, did something change for you lately, Sakura?\You seem happier, but I don't think it's because something good happened...\I mean, I hope it wasn't anything, but...\Sorry, I'm overthinking this, aren't I?\Sakura? response:	Huh? Oh, I'm heading home. Sorry I can't help you clean.
context: She had tutoring today.\Remi always opens the window. That's why I forgot. Thanks.\H-Hey, did something change for you lately, Sakura?\You seem happier, but I don't think it's because something good happened...\I mean, I hope it wasn't anything, but...\Sorry, I'm overthinking this, aren't I?\Sakura?\Huh? Oh, I'm heading home. Sorry I can't help you clean. response:	Hold on, Sakura!
context: Remi always opens the window. That's why I forgot. Thanks.\H-Hey, did something change for you lately, Sakura?\You seem happier, but I don't think it's because something good happened...\I mean, I hope it wasn't anything, but...\Sorry, I'm overthinking this, aren't I?\Sakura?\Huh? Oh, I'm heading home. Sorry I can't help you clean.\Hold on, Sakura! response:	What... What happened?
context: H-Hey, did something change for you lately, Sakura?\You seem happier, but I don't think it's because something good happened...\I mean, I hope it wasn't anything, but...\Sorry, I'm overthinking this, aren't I?\Sakura?\Huh? Oh, I'm heading home. Sorry I can't help you clean.\Hold on, Sakura!\What... What happened? response:	Nothing happened.
context: You seem happier, but I don't think it's because something good happened...\I mean, I hope it wasn't anything, but...\Sorry, I'm overthinking this, aren't I?\Sakura?\Huh? Oh, I'm heading home. Sorry I can't help you clean.\Hold on, Sakura!\What... What happened?\Nothing happened. response:	I got rejected before I even had a chance to ask him out.
context: I mean, I hope it wasn't anything, but...\Sorry, I'm overthinking this, aren't I?\Sakura?\Huh? Oh, I'm heading home. Sorry I can't help you clean.\Hold on, Sakura!\What... What happened?\Nothing happened.\I got rejected before I even had a chance to ask him out. response:	That's it. That's all it is.
context: Sorry, I'm overthinking this, aren't I?\Sakura?\Huh? Oh, I'm heading home. Sorry I can't help you clean.\Hold on, Sakura!\What... What happened?\Nothing happened.\I got rejected before I even had a chance to ask him out.\That's it. That's all it is. response:	What a moron. He's got to be stupid.
context: Sakura?\Huh? Oh, I'm heading home. Sorry I can't help you clean.\Hold on, Sakura!\What... What happened?\Nothing happened.\I got rejected before I even had a chance to ask him out.\That's it. That's all it is.\What a moron. He's got to be stupid. response:	Who's the idiot who didn't want to be with you?
context: Huh? Oh, I'm heading home. Sorry I can't help you clean.\Hold on, Sakura!\What... What happened?\Nothing happened.\I got rejected before I even had a chance to ask him out.\That's it. That's all it is.\What a moron. He's got to be stupid.\Who's the idiot who didn't want to be with you? response:	He should be expelled for that.
context: Hold on, Sakura!\What... What happened?\Nothing happened.\I got rejected before I even had a chance to ask him out.\That's it. That's all it is.\What a moron. He's got to be stupid.\Who's the idiot who didn't want to be with you?\He should be expelled for that. response:	Am I right?
context: What... What happened?\Nothing happened.\I got rejected before I even had a chance to ask him out.\That's it. That's all it is.\What a moron. He's got to be stupid.\Who's the idiot who didn't want to be with you?\He should be expelled for that.\Am I right? response:	Sakura-
context: Nothing happened.\I got rejected before I even had a chance to ask him out.\That's it. That's all it is.\What a moron. He's got to be stupid.\Who's the idiot who didn't want to be with you?\He should be expelled for that.\Am I right?\Sakura- response:	That was the first time I ever saw someone in my grade break down and sob.
context: I got rejected before I even had a chance to ask him out.\That's it. That's all it is.\What a moron. He's got to be stupid.\Who's the idiot who didn't want to be with you?\He should be expelled for that.\Am I right?\Sakura-\That was the first time I ever saw someone in my grade break down and sob. response:	It only hurts more because nobody's in the wrong.
context: That's it. That's all it is.\What a moron. He's got to be stupid.\Who's the idiot who didn't want to be with you?\He should be expelled for that.\Am I right?\Sakura-\That was the first time I ever saw someone in my grade break down and sob.\It only hurts more because nobody's in the wrong. response:	It started snowing.
context: What a moron. He's got to be stupid.\Who's the idiot who didn't want to be with you?\He should be expelled for that.\Am I right?\Sakura-\That was the first time I ever saw someone in my grade break down and sob.\It only hurts more because nobody's in the wrong.\It started snowing. response:	Next Time: It May Seem Like Hate
