context: Brother! response:	You're here again?
context: After all, she's been locked away.\That chairman isn't the type to change her mind.\You know that best, right, Lan?\Woof...\The Rokumonsen Of Death\Say, can you pass me that green paint?\Pardon me!\Together! response:	I don't understand this at all.
context: That chairman isn't the type to change her mind.\You know that best, right, Lan?\Woof...\The Rokumonsen Of Death\Say, can you pass me that green paint?\Pardon me!\Together!\I don't understand this at all. response:	And so, we have here...
context: You know that best, right, Lan?\Woof...\The Rokumonsen Of Death\Say, can you pass me that green paint?\Pardon me!\Together!\I don't understand this at all.\And so, we have here... response:	What's that supposed to mean?!
context: Woof...\The Rokumonsen Of Death\Say, can you pass me that green paint?\Pardon me!\Together!\I don't understand this at all.\And so, we have here...\What's that supposed to mean?! response:	Which is that at the time...
context: The Rokumonsen Of Death\Say, can you pass me that green paint?\Pardon me!\Together!\I don't understand this at all.\And so, we have here...\What's that supposed to mean?!\Which is that at the time... response:	Everything's so boring.
context: Say, can you pass me that green paint?\Pardon me!\Together!\I don't understand this at all.\And so, we have here...\What's that supposed to mean?!\Which is that at the time...\Everything's so boring. response:	of the crime, the town was...
context: Pardon me!\Together!\I don't understand this at all.\And so, we have here...\What's that supposed to mean?!\Which is that at the time...\Everything's so boring.\of the crime, the town was... response:	Is this some kind of ceremony?
context: Together!\I don't understand this at all.\And so, we have here...\What's that supposed to mean?!\Which is that at the time...\Everything's so boring.\of the crime, the town was...\Is this some kind of ceremony? response:	We are terribly sorry.
context: I don't understand this at all.\And so, we have here...\What's that supposed to mean?!\Which is that at the time...\Everything's so boring.\of the crime, the town was...\Is this some kind of ceremony?\We are terribly sorry. response:	We were not aware that you had business with Sir Sasaki.
context: And so, we have here...\What's that supposed to mean?!\Which is that at the time...\Everything's so boring.\of the crime, the town was...\Is this some kind of ceremony?\We are terribly sorry.\We were not aware that you had business with Sir Sasaki. response:	Don't mention it.
context: What's that supposed to mean?!\Which is that at the time...\Everything's so boring.\of the crime, the town was...\Is this some kind of ceremony?\We are terribly sorry.\We were not aware that you had business with Sir Sasaki.\Don't mention it. response:	May I ask how you know Sir Sasaki?
context: Which is that at the time...\Everything's so boring.\of the crime, the town was...\Is this some kind of ceremony?\We are terribly sorry.\We were not aware that you had business with Sir Sasaki.\Don't mention it.\May I ask how you know Sir Sasaki? response:	We faced each other once.
context: Everything's so boring.\of the crime, the town was...\Is this some kind of ceremony?\We are terribly sorry.\We were not aware that you had business with Sir Sasaki.\Don't mention it.\May I ask how you know Sir Sasaki?\We faced each other once. response:	However,
context: of the crime, the town was...\Is this some kind of ceremony?\We are terribly sorry.\We were not aware that you had business with Sir Sasaki.\Don't mention it.\May I ask how you know Sir Sasaki?\We faced each other once.\However, response:	we were evenly matched, and so we called it a draw.
context: Is this some kind of ceremony?\We are terribly sorry.\We were not aware that you had business with Sir Sasaki.\Don't mention it.\May I ask how you know Sir Sasaki?\We faced each other once.\However,\we were evenly matched, and so we called it a draw. response:	So boring.
context: We are terribly sorry.\We were not aware that you had business with Sir Sasaki.\Don't mention it.\May I ask how you know Sir Sasaki?\We faced each other once.\However,\we were evenly matched, and so we called it a draw.\So boring. response:	I am here in all seriousness,
context: We were not aware that you had business with Sir Sasaki.\Don't mention it.\May I ask how you know Sir Sasaki?\We faced each other once.\However,\we were evenly matched, and so we called it a draw.\So boring.\I am here in all seriousness, response:	to challenge him to a duel.
context: Don't mention it.\May I ask how you know Sir Sasaki?\We faced each other once.\However,\we were evenly matched, and so we called it a draw.\So boring.\I am here in all seriousness,\to challenge him to a duel. response:	Should I do it?
context: May I ask how you know Sir Sasaki?\We faced each other once.\However,\we were evenly matched, and so we called it a draw.\So boring.\I am here in all seriousness,\to challenge him to a duel.\Should I do it? response:	We're back!
context: We faced each other once.\However,\we were evenly matched, and so we called it a draw.\So boring.\I am here in all seriousness,\to challenge him to a duel.\Should I do it?\We're back! response:	Huh?
context: However,\we were evenly matched, and so we called it a draw.\So boring.\I am here in all seriousness,\to challenge him to a duel.\Should I do it?\We're back!\Huh? response:	Where's Izo?
context: we were evenly matched, and so we called it a draw.\So boring.\I am here in all seriousness,\to challenge him to a duel.\Should I do it?\We're back!\Huh?\Where's Izo? response:	Is this...?
context: So boring.\I am here in all seriousness,\to challenge him to a duel.\Should I do it?\We're back!\Huh?\Where's Izo?\Is this...? response:	I will take your life!
context: I am here in all seriousness,\to challenge him to a duel.\Should I do it?\We're back!\Huh?\Where's Izo?\Is this...?\I will take your life! response:	He didn't say anything about going after the pilot.
context: to challenge him to a duel.\Should I do it?\We're back!\Huh?\Where's Izo?\Is this...?\I will take your life!\He didn't say anything about going after the pilot. response:	Excuse me, please.
context: Should I do it?\We're back!\Huh?\Where's Izo?\Is this...?\I will take your life!\He didn't say anything about going after the pilot.\Excuse me, please. response:	There we go.
context: We're back!\Huh?\Where's Izo?\Is this...?\I will take your life!\He didn't say anything about going after the pilot.\Excuse me, please.\There we go. response:	Want one?
context: Huh?\Where's Izo?\Is this...?\I will take your life!\He didn't say anything about going after the pilot.\Excuse me, please.\There we go.\Want one? response:	Uh, sure...
context: Where's Izo?\Is this...?\I will take your life!\He didn't say anything about going after the pilot.\Excuse me, please.\There we go.\Want one?\Uh, sure... response:	The train will be arriving at Platform One shortly.
context: Is this...?\I will take your life!\He didn't say anything about going after the pilot.\Excuse me, please.\There we go.\Want one?\Uh, sure...\The train will be arriving at Platform One shortly. response:	Hurry!
context: I will take your life!\He didn't say anything about going after the pilot.\Excuse me, please.\There we go.\Want one?\Uh, sure...\The train will be arriving at Platform One shortly.\Hurry! response:	We're gonna miss the next train!
context: He didn't say anything about going after the pilot.\Excuse me, please.\There we go.\Want one?\Uh, sure...\The train will be arriving at Platform One shortly.\Hurry!\We're gonna miss the next train! response:	It just keeps spitting it back out!
context: Excuse me, please.\There we go.\Want one?\Uh, sure...\The train will be arriving at Platform One shortly.\Hurry!\We're gonna miss the next train!\It just keeps spitting it back out! response:	Array, how did you get through so quickly?
context: There we go.\Want one?\Uh, sure...\The train will be arriving at Platform One shortly.\Hurry!\We're gonna miss the next train!\It just keeps spitting it back out!\Array, how did you get through so quickly? response:	I used this!
context: Want one?\Uh, sure...\The train will be arriving at Platform One shortly.\Hurry!\We're gonna miss the next train!\It just keeps spitting it back out!\Array, how did you get through so quickly?\I used this! response:	The Chairman gave it to me.
context: Uh, sure...\The train will be arriving at Platform One shortly.\Hurry!\We're gonna miss the next train!\It just keeps spitting it back out!\Array, how did you get through so quickly?\I used this!\The Chairman gave it to me. response:	The Foundation is covering all our expenses.
context: The train will be arriving at Platform One shortly.\Hurry!\We're gonna miss the next train!\It just keeps spitting it back out!\Array, how did you get through so quickly?\I used this!\The Chairman gave it to me.\The Foundation is covering all our expenses. response:	Couldn't you have bought me a ticket as well?
context: Hurry!\We're gonna miss the next train!\It just keeps spitting it back out!\Array, how did you get through so quickly?\I used this!\The Chairman gave it to me.\The Foundation is covering all our expenses.\Couldn't you have bought me a ticket as well? response:	Sorry...
context: We're gonna miss the next train!\It just keeps spitting it back out!\Array, how did you get through so quickly?\I used this!\The Chairman gave it to me.\The Foundation is covering all our expenses.\Couldn't you have bought me a ticket as well?\Sorry... response:	It's for my use only.
context: It just keeps spitting it back out!\Array, how did you get through so quickly?\I used this!\The Chairman gave it to me.\The Foundation is covering all our expenses.\Couldn't you have bought me a ticket as well?\Sorry...\It's for my use only. response:	So why didn't you use it to buy yourself some clothes?
context: Array, how did you get through so quickly?\I used this!\The Chairman gave it to me.\The Foundation is covering all our expenses.\Couldn't you have bought me a ticket as well?\Sorry...\It's for my use only.\So why didn't you use it to buy yourself some clothes? response:	And so my grandson up and tells me...
context: I used this!\The Chairman gave it to me.\The Foundation is covering all our expenses.\Couldn't you have bought me a ticket as well?\Sorry...\It's for my use only.\So why didn't you use it to buy yourself some clothes?\And so my grandson up and tells me... response:	Grandma, you're wrong.
context: The Chairman gave it to me.\The Foundation is covering all our expenses.\Couldn't you have bought me a ticket as well?\Sorry...\It's for my use only.\So why didn't you use it to buy yourself some clothes?\And so my grandson up and tells me...\Grandma, you're wrong. response:	Can you imagine? Being lectured at by my own grandson, at my age!
context: The Foundation is covering all our expenses.\Couldn't you have bought me a ticket as well?\Sorry...\It's for my use only.\So why didn't you use it to buy yourself some clothes?\And so my grandson up and tells me...\Grandma, you're wrong.\Can you imagine? Being lectured at by my own grandson, at my age! response:	How about another tangerine?
context: Couldn't you have bought me a ticket as well?\Sorry...\It's for my use only.\So why didn't you use it to buy yourself some clothes?\And so my grandson up and tells me...\Grandma, you're wrong.\Can you imagine? Being lectured at by my own grandson, at my age!\How about another tangerine? response:	Thank you.
context: Sorry...\It's for my use only.\So why didn't you use it to buy yourself some clothes?\And so my grandson up and tells me...\Grandma, you're wrong.\Can you imagine? Being lectured at by my own grandson, at my age!\How about another tangerine?\Thank you. response:	And so my grandson tells me
context: It's for my use only.\So why didn't you use it to buy yourself some clothes?\And so my grandson up and tells me...\Grandma, you're wrong.\Can you imagine? Being lectured at by my own grandson, at my age!\How about another tangerine?\Thank you.\And so my grandson tells me response:	that he's bringing home his girlfriend next time.
context: So why didn't you use it to buy yourself some clothes?\And so my grandson up and tells me...\Grandma, you're wrong.\Can you imagine? Being lectured at by my own grandson, at my age!\How about another tangerine?\Thank you.\And so my grandson tells me\that he's bringing home his girlfriend next time. response:	If only I had my Ovid,
context: And so my grandson up and tells me...\Grandma, you're wrong.\Can you imagine? Being lectured at by my own grandson, at my age!\How about another tangerine?\Thank you.\And so my grandson tells me\that he's bringing home his girlfriend next time.\If only I had my Ovid, response:	I got so nervous, as if it was happening to me!
context: Grandma, you're wrong.\Can you imagine? Being lectured at by my own grandson, at my age!\How about another tangerine?\Thank you.\And so my grandson tells me\that he's bringing home his girlfriend next time.\If only I had my Ovid,\I got so nervous, as if it was happening to me! response:	I wouldn't have to put up with this.
context: Can you imagine? Being lectured at by my own grandson, at my age!\How about another tangerine?\Thank you.\And so my grandson tells me\that he's bringing home his girlfriend next time.\If only I had my Ovid,\I got so nervous, as if it was happening to me!\I wouldn't have to put up with this. response:	Ouch.
context: How about another tangerine?\Thank you.\And so my grandson tells me\that he's bringing home his girlfriend next time.\If only I had my Ovid,\I got so nervous, as if it was happening to me!\I wouldn't have to put up with this.\Ouch. response:	Madoka's been a while.
context: Thank you.\And so my grandson tells me\that he's bringing home his girlfriend next time.\If only I had my Ovid,\I got so nervous, as if it was happening to me!\I wouldn't have to put up with this.\Ouch.\Madoka's been a while. response:	It's probably taking longer than expected for her to get the supplies.
context: And so my grandson tells me\that he's bringing home his girlfriend next time.\If only I had my Ovid,\I got so nervous, as if it was happening to me!\I wouldn't have to put up with this.\Ouch.\Madoka's been a while.\It's probably taking longer than expected for her to get the supplies. response:	She doesn't show it,
context: that he's bringing home his girlfriend next time.\If only I had my Ovid,\I got so nervous, as if it was happening to me!\I wouldn't have to put up with this.\Ouch.\Madoka's been a while.\It's probably taking longer than expected for her to get the supplies.\She doesn't show it, response:	but she's definitely feeling unhappy about Midori being locked away.
context: If only I had my Ovid,\I got so nervous, as if it was happening to me!\I wouldn't have to put up with this.\Ouch.\Madoka's been a while.\It's probably taking longer than expected for her to get the supplies.\She doesn't show it,\but she's definitely feeling unhappy about Midori being locked away. response:	You're right.
context: I got so nervous, as if it was happening to me!\I wouldn't have to put up with this.\Ouch.\Madoka's been a while.\It's probably taking longer than expected for her to get the supplies.\She doesn't show it,\but she's definitely feeling unhappy about Midori being locked away.\You're right. response:	The bond between the Vox and its pilot is very strong.
context: I wouldn't have to put up with this.\Ouch.\Madoka's been a while.\It's probably taking longer than expected for her to get the supplies.\She doesn't show it,\but she's definitely feeling unhappy about Midori being locked away.\You're right.\The bond between the Vox and its pilot is very strong. response:	Ouch...
context: Ouch.\Madoka's been a while.\It's probably taking longer than expected for her to get the supplies.\She doesn't show it,\but she's definitely feeling unhappy about Midori being locked away.\You're right.\The bond between the Vox and its pilot is very strong.\Ouch... response:	I wonder if it's like being separated from a friend?
context: Madoka's been a while.\It's probably taking longer than expected for her to get the supplies.\She doesn't show it,\but she's definitely feeling unhappy about Midori being locked away.\You're right.\The bond between the Vox and its pilot is very strong.\Ouch...\I wonder if it's like being separated from a friend? response:	A close friend at that.
context: It's probably taking longer than expected for her to get the supplies.\She doesn't show it,\but she's definitely feeling unhappy about Midori being locked away.\You're right.\The bond between the Vox and its pilot is very strong.\Ouch...\I wonder if it's like being separated from a friend?\A close friend at that. response:	Ouch.
context: She doesn't show it,\but she's definitely feeling unhappy about Midori being locked away.\You're right.\The bond between the Vox and its pilot is very strong.\Ouch...\I wonder if it's like being separated from a friend?\A close friend at that.\Ouch. response:	What are you doing?
context: but she's definitely feeling unhappy about Midori being locked away.\You're right.\The bond between the Vox and its pilot is very strong.\Ouch...\I wonder if it's like being separated from a friend?\A close friend at that.\Ouch.\What are you doing? response:	Where is Izo?
context: You're right.\The bond between the Vox and its pilot is very strong.\Ouch...\I wonder if it's like being separated from a friend?\A close friend at that.\Ouch.\What are you doing?\Where is Izo? response:	He must be out looking for the Vox pilot.
context: The bond between the Vox and its pilot is very strong.\Ouch...\I wonder if it's like being separated from a friend?\A close friend at that.\Ouch.\What are you doing?\Where is Izo?\He must be out looking for the Vox pilot. response:	Where is Kyono Madoka?
context: Ouch...\I wonder if it's like being separated from a friend?\A close friend at that.\Ouch.\What are you doing?\Where is Izo?\He must be out looking for the Vox pilot.\Where is Kyono Madoka? response:	Please, let me go.
context: I wonder if it's like being separated from a friend?\A close friend at that.\Ouch.\What are you doing?\Where is Izo?\He must be out looking for the Vox pilot.\Where is Kyono Madoka?\Please, let me go. response:	Where the hell is she?
context: A close friend at that.\Ouch.\What are you doing?\Where is Izo?\He must be out looking for the Vox pilot.\Where is Kyono Madoka?\Please, let me go.\Where the hell is she? response:	Kamo Hurls...
context: Ouch.\What are you doing?\Where is Izo?\He must be out looking for the Vox pilot.\Where is Kyono Madoka?\Please, let me go.\Where the hell is she?\Kamo Hurls... response:	Kamo Hurls, you said?
context: What are you doing?\Where is Izo?\He must be out looking for the Vox pilot.\Where is Kyono Madoka?\Please, let me go.\Where the hell is she?\Kamo Hurls...\Kamo Hurls, you said? response:	All right.
context: Where is Izo?\He must be out looking for the Vox pilot.\Where is Kyono Madoka?\Please, let me go.\Where the hell is she?\Kamo Hurls...\Kamo Hurls, you said?\All right. response:	Madoka's house is straight down this street...
context: He must be out looking for the Vox pilot.\Where is Kyono Madoka?\Please, let me go.\Where the hell is she?\Kamo Hurls...\Kamo Hurls, you said?\All right.\Madoka's house is straight down this street... response:	The smell of the ocean breeze
context: Where is Kyono Madoka?\Please, let me go.\Where the hell is she?\Kamo Hurls...\Kamo Hurls, you said?\All right.\Madoka's house is straight down this street...\The smell of the ocean breeze response:	is the same here as in De Metrio.
context: Please, let me go.\Where the hell is she?\Kamo Hurls...\Kamo Hurls, you said?\All right.\Madoka's house is straight down this street...\The smell of the ocean breeze\is the same here as in De Metrio. response:	One fish sandwich, please.
context: Where the hell is she?\Kamo Hurls...\Kamo Hurls, you said?\All right.\Madoka's house is straight down this street...\The smell of the ocean breeze\is the same here as in De Metrio.\One fish sandwich, please. response:	Sure.
context: Kamo Hurls...\Kamo Hurls, you said?\All right.\Madoka's house is straight down this street...\The smell of the ocean breeze\is the same here as in De Metrio.\One fish sandwich, please.\Sure. response:	Huh?!
context: Kamo Hurls, you said?\All right.\Madoka's house is straight down this street...\The smell of the ocean breeze\is the same here as in De Metrio.\One fish sandwich, please.\Sure.\Huh?! response:	I'm coming!
context: All right.\Madoka's house is straight down this street...\The smell of the ocean breeze\is the same here as in De Metrio.\One fish sandwich, please.\Sure.\Huh?!\I'm coming! response:	I'm coming!
context: Madoka's house is straight down this street...\The smell of the ocean breeze\is the same here as in De Metrio.\One fish sandwich, please.\Sure.\Huh?!\I'm coming!\I'm coming! response:	That guy said Kamo Hurls and sent me on a wild goose chase.
context: The smell of the ocean breeze\is the same here as in De Metrio.\One fish sandwich, please.\Sure.\Huh?!\I'm coming!\I'm coming!\That guy said Kamo Hurls and sent me on a wild goose chase. response:	What should we do?
context: is the same here as in De Metrio.\One fish sandwich, please.\Sure.\Huh?!\I'm coming!\I'm coming!\That guy said Kamo Hurls and sent me on a wild goose chase.\What should we do? response:	Is this where I'm supposed to perform that ceremony?
context: One fish sandwich, please.\Sure.\Huh?!\I'm coming!\I'm coming!\That guy said Kamo Hurls and sent me on a wild goose chase.\What should we do?\Is this where I'm supposed to perform that ceremony? response:	Pardon me!
context: Sure.\Huh?!\I'm coming!\I'm coming!\That guy said Kamo Hurls and sent me on a wild goose chase.\What should we do?\Is this where I'm supposed to perform that ceremony?\Pardon me! response:	A pervert!
context: Huh?!\I'm coming!\I'm coming!\That guy said Kamo Hurls and sent me on a wild goose chase.\What should we do?\Is this where I'm supposed to perform that ceremony?\Pardon me!\A pervert! response:	Thank you for the food.
context: I'm coming!\I'm coming!\That guy said Kamo Hurls and sent me on a wild goose chase.\What should we do?\Is this where I'm supposed to perform that ceremony?\Pardon me!\A pervert!\Thank you for the food. response:	It was delicious.
context: I'm coming!\That guy said Kamo Hurls and sent me on a wild goose chase.\What should we do?\Is this where I'm supposed to perform that ceremony?\Pardon me!\A pervert!\Thank you for the food.\It was delicious. response:	What's this supposed to be?
context: That guy said Kamo Hurls and sent me on a wild goose chase.\What should we do?\Is this where I'm supposed to perform that ceremony?\Pardon me!\A pervert!\Thank you for the food.\It was delicious.\What's this supposed to be? response:	As you can see,
context: What should we do?\Is this where I'm supposed to perform that ceremony?\Pardon me!\A pervert!\Thank you for the food.\It was delicious.\What's this supposed to be?\As you can see, response:	it's a Black Card.
context: Is this where I'm supposed to perform that ceremony?\Pardon me!\A pervert!\Thank you for the food.\It was delicious.\What's this supposed to be?\As you can see,\it's a Black Card. response:	Do we look like a shop that takes credit cards?
context: Pardon me!\A pervert!\Thank you for the food.\It was delicious.\What's this supposed to be?\As you can see,\it's a Black Card.\Do we look like a shop that takes credit cards? response:	What?
context: A pervert!\Thank you for the food.\It was delicious.\What's this supposed to be?\As you can see,\it's a Black Card.\Do we look like a shop that takes credit cards?\What? response:	You don't?
context: Thank you for the food.\It was delicious.\What's this supposed to be?\As you can see,\it's a Black Card.\Do we look like a shop that takes credit cards?\What?\You don't? response:	What can I do? I don't have any cash!
context: It was delicious.\What's this supposed to be?\As you can see,\it's a Black Card.\Do we look like a shop that takes credit cards?\What?\You don't?\What can I do? I don't have any cash! response:	You can't dine and dash!
context: What's this supposed to be?\As you can see,\it's a Black Card.\Do we look like a shop that takes credit cards?\What?\You don't?\What can I do? I don't have any cash!\You can't dine and dash! response:	If you don't have money,
context: As you can see,\it's a Black Card.\Do we look like a shop that takes credit cards?\What?\You don't?\What can I do? I don't have any cash!\You can't dine and dash!\If you don't have money, response:	you'll have to work it off.
context: it's a Black Card.\Do we look like a shop that takes credit cards?\What?\You don't?\What can I do? I don't have any cash!\You can't dine and dash!\If you don't have money,\you'll have to work it off. response:	Thank you so much!
context: Do we look like a shop that takes credit cards?\What?\You don't?\What can I do? I don't have any cash!\You can't dine and dash!\If you don't have money,\you'll have to work it off.\Thank you so much! response:	How can I ever repay you?
context: What?\You don't?\What can I do? I don't have any cash!\You can't dine and dash!\If you don't have money,\you'll have to work it off.\Thank you so much!\How can I ever repay you? response:	How about hurrying home and giving him a warm bath?
context: You don't?\What can I do? I don't have any cash!\You can't dine and dash!\If you don't have money,\you'll have to work it off.\Thank you so much!\How can I ever repay you?\How about hurrying home and giving him a warm bath? response:	Thank you so much!
context: What can I do? I don't have any cash!\You can't dine and dash!\If you don't have money,\you'll have to work it off.\Thank you so much!\How can I ever repay you?\How about hurrying home and giving him a warm bath?\Thank you so much! response:	I'm glad he's safe.
context: You can't dine and dash!\If you don't have money,\you'll have to work it off.\Thank you so much!\How can I ever repay you?\How about hurrying home and giving him a warm bath?\Thank you so much!\I'm glad he's safe. response:	Perfect!
context: If you don't have money,\you'll have to work it off.\Thank you so much!\How can I ever repay you?\How about hurrying home and giving him a warm bath?\Thank you so much!\I'm glad he's safe.\Perfect! response:	Here.
context: you'll have to work it off.\Thank you so much!\How can I ever repay you?\How about hurrying home and giving him a warm bath?\Thank you so much!\I'm glad he's safe.\Perfect!\Here. response:	Oh, thanks!
context: Thank you so much!\How can I ever repay you?\How about hurrying home and giving him a warm bath?\Thank you so much!\I'm glad he's safe.\Perfect!\Here.\Oh, thanks! response:	And you folded it, too!
context: How can I ever repay you?\How about hurrying home and giving him a warm bath?\Thank you so much!\I'm glad he's safe.\Perfect!\Here.\Oh, thanks!\And you folded it, too! response:	Do you always wear a bathing suit?
context: How about hurrying home and giving him a warm bath?\Thank you so much!\I'm glad he's safe.\Perfect!\Here.\Oh, thanks!\And you folded it, too!\Do you always wear a bathing suit? response:	Oh, I just happened to be wearing one today.
context: Thank you so much!\I'm glad he's safe.\Perfect!\Here.\Oh, thanks!\And you folded it, too!\Do you always wear a bathing suit?\Oh, I just happened to be wearing one today. response:	Say, haven't we met before?
context: I'm glad he's safe.\Perfect!\Here.\Oh, thanks!\And you folded it, too!\Do you always wear a bathing suit?\Oh, I just happened to be wearing one today.\Say, haven't we met before? response:	No, I don't think so.
context: Perfect!\Here.\Oh, thanks!\And you folded it, too!\Do you always wear a bathing suit?\Oh, I just happened to be wearing one today.\Say, haven't we met before?\No, I don't think so. response:	Your voice sounds so familiar.
context: Here.\Oh, thanks!\And you folded it, too!\Do you always wear a bathing suit?\Oh, I just happened to be wearing one today.\Say, haven't we met before?\No, I don't think so.\Your voice sounds so familiar. response:	Oh well, never mind.
context: Oh, thanks!\And you folded it, too!\Do you always wear a bathing suit?\Oh, I just happened to be wearing one today.\Say, haven't we met before?\No, I don't think so.\Your voice sounds so familiar.\Oh well, never mind. response:	I have to go shopping.
context: And you folded it, too!\Do you always wear a bathing suit?\Oh, I just happened to be wearing one today.\Say, haven't we met before?\No, I don't think so.\Your voice sounds so familiar.\Oh well, never mind.\I have to go shopping. response:	See you!
context: Do you always wear a bathing suit?\Oh, I just happened to be wearing one today.\Say, haven't we met before?\No, I don't think so.\Your voice sounds so familiar.\Oh well, never mind.\I have to go shopping.\See you! response:	That's right...
context: Oh, I just happened to be wearing one today.\Say, haven't we met before?\No, I don't think so.\Your voice sounds so familiar.\Oh well, never mind.\I have to go shopping.\See you!\That's right... response:	I should have asked her where I could find Kyono Madoka.
context: Say, haven't we met before?\No, I don't think so.\Your voice sounds so familiar.\Oh well, never mind.\I have to go shopping.\See you!\That's right...\I should have asked her where I could find Kyono Madoka. response:	Here you go.
context: No, I don't think so.\Your voice sounds so familiar.\Oh well, never mind.\I have to go shopping.\See you!\That's right...\I should have asked her where I could find Kyono Madoka.\Here you go. response:	I'm a guy, you know...
context: Your voice sounds so familiar.\Oh well, never mind.\I have to go shopping.\See you!\That's right...\I should have asked her where I could find Kyono Madoka.\Here you go.\I'm a guy, you know... response:	It doesn't matter.
context: Oh well, never mind.\I have to go shopping.\See you!\That's right...\I should have asked her where I could find Kyono Madoka.\Here you go.\I'm a guy, you know...\It doesn't matter. response:	We are terribly sorry!
context: I have to go shopping.\See you!\That's right...\I should have asked her where I could find Kyono Madoka.\Here you go.\I'm a guy, you know...\It doesn't matter.\We are terribly sorry! response:	Our students behaved very rudely towards you.
context: See you!\That's right...\I should have asked her where I could find Kyono Madoka.\Here you go.\I'm a guy, you know...\It doesn't matter.\We are terribly sorry!\Our students behaved very rudely towards you. response:	We didn't know you were here to see Madoka...
context: That's right...\I should have asked her where I could find Kyono Madoka.\Here you go.\I'm a guy, you know...\It doesn't matter.\We are terribly sorry!\Our students behaved very rudely towards you.\We didn't know you were here to see Madoka... response:	I'm sorry, but may I ask how you know Madoka?
context: I should have asked her where I could find Kyono Madoka.\Here you go.\I'm a guy, you know...\It doesn't matter.\We are terribly sorry!\Our students behaved very rudely towards you.\We didn't know you were here to see Madoka...\I'm sorry, but may I ask how you know Madoka? response:	I knew it. It's that ceremony.
context: Here you go.\I'm a guy, you know...\It doesn't matter.\We are terribly sorry!\Our students behaved very rudely towards you.\We didn't know you were here to see Madoka...\I'm sorry, but may I ask how you know Madoka?\I knew it. It's that ceremony. response:	Well...
context: I'm a guy, you know...\It doesn't matter.\We are terribly sorry!\Our students behaved very rudely towards you.\We didn't know you were here to see Madoka...\I'm sorry, but may I ask how you know Madoka?\I knew it. It's that ceremony.\Well... response:	It's...
context: It doesn't matter.\We are terribly sorry!\Our students behaved very rudely towards you.\We didn't know you were here to see Madoka...\I'm sorry, but may I ask how you know Madoka?\I knew it. It's that ceremony.\Well...\It's... response:	We faced each other and found we were evenly matched...
context: We are terribly sorry!\Our students behaved very rudely towards you.\We didn't know you were here to see Madoka...\I'm sorry, but may I ask how you know Madoka?\I knew it. It's that ceremony.\Well...\It's...\We faced each other and found we were evenly matched... response:	Did you hear that?
context: Our students behaved very rudely towards you.\We didn't know you were here to see Madoka...\I'm sorry, but may I ask how you know Madoka?\I knew it. It's that ceremony.\Well...\It's...\We faced each other and found we were evenly matched...\Did you hear that? response:	They faced each other,
context: We didn't know you were here to see Madoka...\I'm sorry, but may I ask how you know Madoka?\I knew it. It's that ceremony.\Well...\It's...\We faced each other and found we were evenly matched...\Did you hear that?\They faced each other, response:	and found themselves to be a perfect match!
context: I'm sorry, but may I ask how you know Madoka?\I knew it. It's that ceremony.\Well...\It's...\We faced each other and found we were evenly matched...\Did you hear that?\They faced each other,\and found themselves to be a perfect match! response:	Ahem...
context: I knew it. It's that ceremony.\Well...\It's...\We faced each other and found we were evenly matched...\Did you hear that?\They faced each other,\and found themselves to be a perfect match!\Ahem... response:	Now then, Miss Igarashi...
context: Well...\It's...\We faced each other and found we were evenly matched...\Did you hear that?\They faced each other,\and found themselves to be a perfect match!\Ahem...\Now then, Miss Igarashi... response:	Yes, Captain?
context: It's...\We faced each other and found we were evenly matched...\Did you hear that?\They faced each other,\and found themselves to be a perfect match!\Ahem...\Now then, Miss Igarashi...\Yes, Captain? response:	We must get more details!
context: We faced each other and found we were evenly matched...\Did you hear that?\They faced each other,\and found themselves to be a perfect match!\Ahem...\Now then, Miss Igarashi...\Yes, Captain?\We must get more details! response:	You girls...
context: Did you hear that?\They faced each other,\and found themselves to be a perfect match!\Ahem...\Now then, Miss Igarashi...\Yes, Captain?\We must get more details!\You girls... response:	Our Madoka Radar...
context: They faced each other,\and found themselves to be a perfect match!\Ahem...\Now then, Miss Igarashi...\Yes, Captain?\We must get more details!\You girls...\Our Madoka Radar... response:	I don't quite get what's going on,
context: and found themselves to be a perfect match!\Ahem...\Now then, Miss Igarashi...\Yes, Captain?\We must get more details!\You girls...\Our Madoka Radar...\I don't quite get what's going on, response:	but it looks like the ceremony is proceeding normally.
context: Ahem...\Now then, Miss Igarashi...\Yes, Captain?\We must get more details!\You girls...\Our Madoka Radar...\I don't quite get what's going on,\but it looks like the ceremony is proceeding normally. response:	So that's the kind of relationship you have?
context: Now then, Miss Igarashi...\Yes, Captain?\We must get more details!\You girls...\Our Madoka Radar...\I don't quite get what's going on,\but it looks like the ceremony is proceeding normally.\So that's the kind of relationship you have? response:	Yes, I'm here in all seriousness...
context: Yes, Captain?\We must get more details!\You girls...\Our Madoka Radar...\I don't quite get what's going on,\but it looks like the ceremony is proceeding normally.\So that's the kind of relationship you have?\Yes, I'm here in all seriousness... response:	How did the rest go?
context: We must get more details!\You girls...\Our Madoka Radar...\I don't quite get what's going on,\but it looks like the ceremony is proceeding normally.\So that's the kind of relationship you have?\Yes, I'm here in all seriousness...\How did the rest go? response:	You're serious about her?
context: You girls...\Our Madoka Radar...\I don't quite get what's going on,\but it looks like the ceremony is proceeding normally.\So that's the kind of relationship you have?\Yes, I'm here in all seriousness...\How did the rest go?\You're serious about her? response:	Yes.
