context: Party is over response:	But I still wanna dance
context: We can't live on an empty lot.\Yeah, but...\Don't worry. War took a lot from us, so let's get it back.\Sis Mio...\I should rest up while I can.\Goodnight, then.\Yeah.\Sis Mio's really stubborn when she wants to be. response:	But I heard the enemy is pretty rough.
context: Yeah, but...\Don't worry. War took a lot from us, so let's get it back.\Sis Mio...\I should rest up while I can.\Goodnight, then.\Yeah.\Sis Mio's really stubborn when she wants to be.\But I heard the enemy is pretty rough. response:	Okay, I'll go with her.
context: Don't worry. War took a lot from us, so let's get it back.\Sis Mio...\I should rest up while I can.\Goodnight, then.\Yeah.\Sis Mio's really stubborn when she wants to be.\But I heard the enemy is pretty rough.\Okay, I'll go with her. response:	You? Then I'll go too.
context: Sis Mio...\I should rest up while I can.\Goodnight, then.\Yeah.\Sis Mio's really stubborn when she wants to be.\But I heard the enemy is pretty rough.\Okay, I'll go with her.\You? Then I'll go too. response:	No, you must stay with the other kids.
context: I should rest up while I can.\Goodnight, then.\Yeah.\Sis Mio's really stubborn when she wants to be.\But I heard the enemy is pretty rough.\Okay, I'll go with her.\You? Then I'll go too.\No, you must stay with the other kids. response:	Don't worry, if things get too tough, I'll make her quit.
context: Goodnight, then.\Yeah.\Sis Mio's really stubborn when she wants to be.\But I heard the enemy is pretty rough.\Okay, I'll go with her.\You? Then I'll go too.\No, you must stay with the other kids.\Don't worry, if things get too tough, I'll make her quit. response:	Okay, thanks.
context: Yeah.\Sis Mio's really stubborn when she wants to be.\But I heard the enemy is pretty rough.\Okay, I'll go with her.\You? Then I'll go too.\No, you must stay with the other kids.\Don't worry, if things get too tough, I'll make her quit.\Okay, thanks. response:	Take them back from war, huh.
context: Sis Mio's really stubborn when she wants to be.\But I heard the enemy is pretty rough.\Okay, I'll go with her.\You? Then I'll go too.\No, you must stay with the other kids.\Don't worry, if things get too tough, I'll make her quit.\Okay, thanks.\Take them back from war, huh. response:	I like that. We'll take from the samurai, too.
context: But I heard the enemy is pretty rough.\Okay, I'll go with her.\You? Then I'll go too.\No, you must stay with the other kids.\Don't worry, if things get too tough, I'll make her quit.\Okay, thanks.\Take them back from war, huh.\I like that. We'll take from the samurai, too. response:	How long are we going to sit here?
context: Okay, I'll go with her.\You? Then I'll go too.\No, you must stay with the other kids.\Don't worry, if things get too tough, I'll make her quit.\Okay, thanks.\Take them back from war, huh.\I like that. We'll take from the samurai, too.\How long are we going to sit here? response:	I can't make a name for myself.
context: You? Then I'll go too.\No, you must stay with the other kids.\Don't worry, if things get too tough, I'll make her quit.\Okay, thanks.\Take them back from war, huh.\I like that. We'll take from the samurai, too.\How long are we going to sit here?\I can't make a name for myself. response:	Yeah, nothing to do here but take a dump.
context: No, you must stay with the other kids.\Don't worry, if things get too tough, I'll make her quit.\Okay, thanks.\Take them back from war, huh.\I like that. We'll take from the samurai, too.\How long are we going to sit here?\I can't make a name for myself.\Yeah, nothing to do here but take a dump. response:	Sirs.
context: Don't worry, if things get too tough, I'll make her quit.\Okay, thanks.\Take them back from war, huh.\I like that. We'll take from the samurai, too.\How long are we going to sit here?\I can't make a name for myself.\Yeah, nothing to do here but take a dump.\Sirs. response:	I'm looking for a job.
context: Okay, thanks.\Take them back from war, huh.\I like that. We'll take from the samurai, too.\How long are we going to sit here?\I can't make a name for myself.\Yeah, nothing to do here but take a dump.\Sirs.\I'm looking for a job. response:	Huh? Where'd Mio go?
context: Take them back from war, huh.\I like that. We'll take from the samurai, too.\How long are we going to sit here?\I can't make a name for myself.\Yeah, nothing to do here but take a dump.\Sirs.\I'm looking for a job.\Huh? Where'd Mio go? response:	You see?
context: I like that. We'll take from the samurai, too.\How long are we going to sit here?\I can't make a name for myself.\Yeah, nothing to do here but take a dump.\Sirs.\I'm looking for a job.\Huh? Where'd Mio go?\You see? response:	You sure about this?
context: How long are we going to sit here?\I can't make a name for myself.\Yeah, nothing to do here but take a dump.\Sirs.\I'm looking for a job.\Huh? Where'd Mio go?\You see?\You sure about this? response:	You should wait until you've healed.
context: I can't make a name for myself.\Yeah, nothing to do here but take a dump.\Sirs.\I'm looking for a job.\Huh? Where'd Mio go?\You see?\You sure about this?\You should wait until you've healed. response:	That must be it.
context: Yeah, nothing to do here but take a dump.\Sirs.\I'm looking for a job.\Huh? Where'd Mio go?\You see?\You sure about this?\You should wait until you've healed.\That must be it. response:	Now!
context: Sirs.\I'm looking for a job.\Huh? Where'd Mio go?\You see?\You sure about this?\You should wait until you've healed.\That must be it.\Now! response:	Hyakkimaru!
context: I'm looking for a job.\Huh? Where'd Mio go?\You see?\You sure about this?\You should wait until you've healed.\That must be it.\Now!\Hyakkimaru! response:	Hyakkimaru, your voice...!
context: Huh? Where'd Mio go?\You see?\You sure about this?\You should wait until you've healed.\That must be it.\Now!\Hyakkimaru!\Hyakkimaru, your voice...! response:	Sorrow scatters in the wind,
context: You see?\You sure about this?\You should wait until you've healed.\That must be it.\Now!\Hyakkimaru!\Hyakkimaru, your voice...!\Sorrow scatters in the wind, response:	piling up to form shadows
context: You sure about this?\You should wait until you've healed.\That must be it.\Now!\Hyakkimaru!\Hyakkimaru, your voice...!\Sorrow scatters in the wind,\piling up to form shadows response:	Our footsteps admonish indifference in such verbose ways
context: You should wait until you've healed.\That must be it.\Now!\Hyakkimaru!\Hyakkimaru, your voice...!\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways response:	As I peek into your fathomless eyes, I lose my composure
context: That must be it.\Now!\Hyakkimaru!\Hyakkimaru, your voice...!\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure response:	Is there any hope in the place I am heading to?
context: Now!\Hyakkimaru!\Hyakkimaru, your voice...!\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to? response:	I feign amusement and laugh
context: Hyakkimaru!\Hyakkimaru, your voice...!\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh response:	because this road is so dark
context: Hyakkimaru, your voice...!\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark response:	I will be there to shine the light
context: Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark\I will be there to shine the light response:	I'm used to playing at saying goodbye,
context: piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye, response:	but I cried when I waved to you
context: Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye,\but I cried when I waved to you response:	Our fiery woes fade... and fade... until night falls upon us
context: As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye,\but I cried when I waved to you\Our fiery woes fade... and fade... until night falls upon us response:	If I knew tomorrow would be so mundane,
context: Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye,\but I cried when I waved to you\Our fiery woes fade... and fade... until night falls upon us\If I knew tomorrow would be so mundane, response:	I wouldn't have said that I wanted to live
context: I feign amusement and laugh\because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye,\but I cried when I waved to you\Our fiery woes fade... and fade... until night falls upon us\If I knew tomorrow would be so mundane,\I wouldn't have said that I wanted to live response:	I know it's futile but can't help dreaming of a future... a future... you are to blame
context: because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye,\but I cried when I waved to you\Our fiery woes fade... and fade... until night falls upon us\If I knew tomorrow would be so mundane,\I wouldn't have said that I wanted to live\I know it's futile but can't help dreaming of a future... a future... you are to blame response:	Yocho
