context: The blue sky! The sparkling sun! response:	Summer vacation is finally here for us girls!
context: Your power has improved quite a bit, thanks to my hypnosis.\Or are you saying you won't listen to your father, your only parent?!\Father...\Now, focus on this coin, Sakiko.\Focus your attention on this coin!\All those people laughed and said our psychic powers were fake.\Now, show them your incredible power!\With your psychic powers, response:	you will become the pioneer of the spiritual community.
context: Or are you saying you won't listen to your father, your only parent?!\Father...\Now, focus on this coin, Sakiko.\Focus your attention on this coin!\All those people laughed and said our psychic powers were fake.\Now, show them your incredible power!\With your psychic powers,\you will become the pioneer of the spiritual community. response:	Sakiko...
context: Father...\Now, focus on this coin, Sakiko.\Focus your attention on this coin!\All those people laughed and said our psychic powers were fake.\Now, show them your incredible power!\With your psychic powers,\you will become the pioneer of the spiritual community.\Sakiko... response:	Ami! Rei! Where are you?!
context: Now, focus on this coin, Sakiko.\Focus your attention on this coin!\All those people laughed and said our psychic powers were fake.\Now, show them your incredible power!\With your psychic powers,\you will become the pioneer of the spiritual community.\Sakiko...\Ami! Rei! Where are you?! response:	What is this?!
context: Focus your attention on this coin!\All those people laughed and said our psychic powers were fake.\Now, show them your incredible power!\With your psychic powers,\you will become the pioneer of the spiritual community.\Sakiko...\Ami! Rei! Where are you?!\What is this?! response:	You saw us.
context: All those people laughed and said our psychic powers were fake.\Now, show them your incredible power!\With your psychic powers,\you will become the pioneer of the spiritual community.\Sakiko...\Ami! Rei! Where are you?!\What is this?!\You saw us. response:	Stop!
context: Now, show them your incredible power!\With your psychic powers,\you will become the pioneer of the spiritual community.\Sakiko...\Ami! Rei! Where are you?!\What is this?!\You saw us.\Stop! response:	Usagi!
context: With your psychic powers,\you will become the pioneer of the spiritual community.\Sakiko...\Ami! Rei! Where are you?!\What is this?!\You saw us.\Stop!\Usagi! response:	Rei, they really are ghosts!
context: you will become the pioneer of the spiritual community.\Sakiko...\Ami! Rei! Where are you?!\What is this?!\You saw us.\Stop!\Usagi!\Rei, they really are ghosts! response:	It's okay! They're just normal human beings.
context: Sakiko...\Ami! Rei! Where are you?!\What is this?!\You saw us.\Stop!\Usagi!\Rei, they really are ghosts!\It's okay! They're just normal human beings. response:	But...
context: Ami! Rei! Where are you?!\What is this?!\You saw us.\Stop!\Usagi!\Rei, they really are ghosts!\It's okay! They're just normal human beings.\But... response:	But right now, there's a tremendous power
context: What is this?!\You saw us.\Stop!\Usagi!\Rei, they really are ghosts!\It's okay! They're just normal human beings.\But...\But right now, there's a tremendous power response:	being brought into existence somewhere in this mansion.
context: You saw us.\Stop!\Usagi!\Rei, they really are ghosts!\It's okay! They're just normal human beings.\But...\But right now, there's a tremendous power\being brought into existence somewhere in this mansion. response:	What?!
context: Stop!\Usagi!\Rei, they really are ghosts!\It's okay! They're just normal human beings.\But...\But right now, there's a tremendous power\being brought into existence somewhere in this mansion.\What?! response:	Something is coming.
context: Usagi!\Rei, they really are ghosts!\It's okay! They're just normal human beings.\But...\But right now, there's a tremendous power\being brought into existence somewhere in this mansion.\What?!\Something is coming. response:	Begone, Evil Spirit
context: Rei, they really are ghosts!\It's okay! They're just normal human beings.\But...\But right now, there's a tremendous power\being brought into existence somewhere in this mansion.\What?!\Something is coming.\Begone, Evil Spirit response:	Begone, Evil Spirit
context: It's okay! They're just normal human beings.\But...\But right now, there's a tremendous power\being brought into existence somewhere in this mansion.\What?!\Something is coming.\Begone, Evil Spirit\Begone, Evil Spirit response:	Now, create the figure of a ghost!
context: But...\But right now, there's a tremendous power\being brought into existence somewhere in this mansion.\What?!\Something is coming.\Begone, Evil Spirit\Begone, Evil Spirit\Now, create the figure of a ghost! response:	That should be easy for you by now.
context: But right now, there's a tremendous power\being brought into existence somewhere in this mansion.\What?!\Something is coming.\Begone, Evil Spirit\Begone, Evil Spirit\Now, create the figure of a ghost!\That should be easy for you by now. response:	Scare all those noisy girls!
context: being brought into existence somewhere in this mansion.\What?!\Something is coming.\Begone, Evil Spirit\Begone, Evil Spirit\Now, create the figure of a ghost!\That should be easy for you by now.\Scare all those noisy girls! response:	Stop!
context: What?!\Something is coming.\Begone, Evil Spirit\Begone, Evil Spirit\Now, create the figure of a ghost!\That should be easy for you by now.\Scare all those noisy girls!\Stop! response:	You are...
context: Something is coming.\Begone, Evil Spirit\Begone, Evil Spirit\Now, create the figure of a ghost!\That should be easy for you by now.\Scare all those noisy girls!\Stop!\You are... response:	Good, Sakiko! You've done a splendid job!
context: Begone, Evil Spirit\Begone, Evil Spirit\Now, create the figure of a ghost!\That should be easy for you by now.\Scare all those noisy girls!\Stop!\You are...\Good, Sakiko! You've done a splendid job! response:	Now, scare all those girls!
context: Begone, Evil Spirit\Now, create the figure of a ghost!\That should be easy for you by now.\Scare all those noisy girls!\Stop!\You are...\Good, Sakiko! You've done a splendid job!\Now, scare all those girls! response:	We'll get back at everyone who called us fakes!
context: Now, create the figure of a ghost!\That should be easy for you by now.\Scare all those noisy girls!\Stop!\You are...\Good, Sakiko! You've done a splendid job!\Now, scare all those girls!\We'll get back at everyone who called us fakes! response:	Good! It's perfect!
context: That should be easy for you by now.\Scare all those noisy girls!\Stop!\You are...\Good, Sakiko! You've done a splendid job!\Now, scare all those girls!\We'll get back at everyone who called us fakes!\Good! It's perfect! response:	What? What's wrong?
context: Scare all those noisy girls!\Stop!\You are...\Good, Sakiko! You've done a splendid job!\Now, scare all those girls!\We'll get back at everyone who called us fakes!\Good! It's perfect!\What? What's wrong? response:	What is this?!
context: Stop!\You are...\Good, Sakiko! You've done a splendid job!\Now, scare all those girls!\We'll get back at everyone who called us fakes!\Good! It's perfect!\What? What's wrong?\What is this?! response:	It's here!
context: You are...\Good, Sakiko! You've done a splendid job!\Now, scare all those girls!\We'll get back at everyone who called us fakes!\Good! It's perfect!\What? What's wrong?\What is this?!\It's here! response:	Sakiko...
context: Good, Sakiko! You've done a splendid job!\Now, scare all those girls!\We'll get back at everyone who called us fakes!\Good! It's perfect!\What? What's wrong?\What is this?!\It's here!\Sakiko... response:	Rei, you idiot! You just had to book this pension!
context: Now, scare all those girls!\We'll get back at everyone who called us fakes!\Good! It's perfect!\What? What's wrong?\What is this?!\It's here!\Sakiko...\Rei, you idiot! You just had to book this pension! response:	This isn't the time for that right now!
context: We'll get back at everyone who called us fakes!\Good! It's perfect!\What? What's wrong?\What is this?!\It's here!\Sakiko...\Rei, you idiot! You just had to book this pension!\This isn't the time for that right now! response:	Usagi! Rei! Transform now! Help him!
context: Good! It's perfect!\What? What's wrong?\What is this?!\It's here!\Sakiko...\Rei, you idiot! You just had to book this pension!\This isn't the time for that right now!\Usagi! Rei! Transform now! Help him! response:	Sakiko!
context: What? What's wrong?\What is this?!\It's here!\Sakiko...\Rei, you idiot! You just had to book this pension!\This isn't the time for that right now!\Usagi! Rei! Transform now! Help him!\Sakiko! response:	No, I don't wanna!
context: What is this?!\It's here!\Sakiko...\Rei, you idiot! You just had to book this pension!\This isn't the time for that right now!\Usagi! Rei! Transform now! Help him!\Sakiko!\No, I don't wanna! response:	No, I don't wanna! Okay!
context: It's here!\Sakiko...\Rei, you idiot! You just had to book this pension!\This isn't the time for that right now!\Usagi! Rei! Transform now! Help him!\Sakiko!\No, I don't wanna!\No, I don't wanna! Okay! response:	No, I don't wanna!
context: Sakiko...\Rei, you idiot! You just had to book this pension!\This isn't the time for that right now!\Usagi! Rei! Transform now! Help him!\Sakiko!\No, I don't wanna!\No, I don't wanna! Okay!\No, I don't wanna! response:	We're all going to become possessed if we don't do anything!
context: Rei, you idiot! You just had to book this pension!\This isn't the time for that right now!\Usagi! Rei! Transform now! Help him!\Sakiko!\No, I don't wanna!\No, I don't wanna! Okay!\No, I don't wanna!\We're all going to become possessed if we don't do anything! response:	What?! Oh, fine then!
context: This isn't the time for that right now!\Usagi! Rei! Transform now! Help him!\Sakiko!\No, I don't wanna!\No, I don't wanna! Okay!\No, I don't wanna!\We're all going to become possessed if we don't do anything!\What?! Oh, fine then! response:	Moon Prism Power Makeup!
context: Usagi! Rei! Transform now! Help him!\Sakiko!\No, I don't wanna!\No, I don't wanna! Okay!\No, I don't wanna!\We're all going to become possessed if we don't do anything!\What?! Oh, fine then!\Moon Prism Power Makeup! response:	Mercury Power Makeup!
context: Sakiko!\No, I don't wanna!\No, I don't wanna! Okay!\No, I don't wanna!\We're all going to become possessed if we don't do anything!\What?! Oh, fine then!\Moon Prism Power Makeup!\Mercury Power Makeup! response:	Mars Power Makeup!
context: No, I don't wanna!\No, I don't wanna! Okay!\No, I don't wanna!\We're all going to become possessed if we don't do anything!\What?! Oh, fine then!\Moon Prism Power Makeup!\Mercury Power Makeup!\Mars Power Makeup! response:	I'm the sailor warrior of love and justice, Sailor Moon!
context: No, I don't wanna! Okay!\No, I don't wanna!\We're all going to become possessed if we don't do anything!\What?! Oh, fine then!\Moon Prism Power Makeup!\Mercury Power Makeup!\Mars Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon! response:	Likewise, Sailor Mercury!
context: No, I don't wanna!\We're all going to become possessed if we don't do anything!\What?! Oh, fine then!\Moon Prism Power Makeup!\Mercury Power Makeup!\Mars Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, Sailor Mercury! response:	Likewise, Sailor Mars!
context: We're all going to become possessed if we don't do anything!\What?! Oh, fine then!\Moon Prism Power Makeup!\Mercury Power Makeup!\Mars Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, Sailor Mercury!\Likewise, Sailor Mars! response:	Mean ghost, ruining the vacation of these helpless young girls!
context: What?! Oh, fine then!\Moon Prism Power Makeup!\Mercury Power Makeup!\Mars Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, Sailor Mercury!\Likewise, Sailor Mars!\Mean ghost, ruining the vacation of these helpless young girls! response:	In the name of the moon, Sailor Moon will...
context: Moon Prism Power Makeup!\Mercury Power Makeup!\Mars Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, Sailor Mercury!\Likewise, Sailor Mars!\Mean ghost, ruining the vacation of these helpless young girls!\In the name of the moon, Sailor Moon will... response:	punish you!
context: Mercury Power Makeup!\Mars Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, Sailor Mercury!\Likewise, Sailor Mars!\Mean ghost, ruining the vacation of these helpless young girls!\In the name of the moon, Sailor Moon will...\punish you! response:	But, I'm still scared!
context: Mars Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, Sailor Mercury!\Likewise, Sailor Mars!\Mean ghost, ruining the vacation of these helpless young girls!\In the name of the moon, Sailor Moon will...\punish you!\But, I'm still scared! response:	Sakiko, stop! Stop it! Can't you hear me?!
context: I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, Sailor Mercury!\Likewise, Sailor Mars!\Mean ghost, ruining the vacation of these helpless young girls!\In the name of the moon, Sailor Moon will...\punish you!\But, I'm still scared!\Sakiko, stop! Stop it! Can't you hear me?! response:	Sakiko! Sakiko! Wake up! Sakiko!
context: Likewise, Sailor Mercury!\Likewise, Sailor Mars!\Mean ghost, ruining the vacation of these helpless young girls!\In the name of the moon, Sailor Moon will...\punish you!\But, I'm still scared!\Sakiko, stop! Stop it! Can't you hear me?!\Sakiko! Sakiko! Wake up! Sakiko! response:	I don't want to. I don't want to anymore.
context: Likewise, Sailor Mars!\Mean ghost, ruining the vacation of these helpless young girls!\In the name of the moon, Sailor Moon will...\punish you!\But, I'm still scared!\Sakiko, stop! Stop it! Can't you hear me?!\Sakiko! Sakiko! Wake up! Sakiko!\I don't want to. I don't want to anymore. response:	Moon Tiara Action!
context: Mean ghost, ruining the vacation of these helpless young girls!\In the name of the moon, Sailor Moon will...\punish you!\But, I'm still scared!\Sakiko, stop! Stop it! Can't you hear me?!\Sakiko! Sakiko! Wake up! Sakiko!\I don't want to. I don't want to anymore.\Moon Tiara Action! response:	No way!
context: In the name of the moon, Sailor Moon will...\punish you!\But, I'm still scared!\Sakiko, stop! Stop it! Can't you hear me?!\Sakiko! Sakiko! Wake up! Sakiko!\I don't want to. I don't want to anymore.\Moon Tiara Action!\No way! response:	Sakiko! Wake up! Please!
context: punish you!\But, I'm still scared!\Sakiko, stop! Stop it! Can't you hear me?!\Sakiko! Sakiko! Wake up! Sakiko!\I don't want to. I don't want to anymore.\Moon Tiara Action!\No way!\Sakiko! Wake up! Please! response:	Sakiko!
context: But, I'm still scared!\Sakiko, stop! Stop it! Can't you hear me?!\Sakiko! Sakiko! Wake up! Sakiko!\I don't want to. I don't want to anymore.\Moon Tiara Action!\No way!\Sakiko! Wake up! Please!\Sakiko! response:	Oh, I...
context: Sakiko, stop! Stop it! Can't you hear me?!\Sakiko! Sakiko! Wake up! Sakiko!\I don't want to. I don't want to anymore.\Moon Tiara Action!\No way!\Sakiko! Wake up! Please!\Sakiko!\Oh, I... response:	Father!
context: Sakiko! Sakiko! Wake up! Sakiko!\I don't want to. I don't want to anymore.\Moon Tiara Action!\No way!\Sakiko! Wake up! Please!\Sakiko!\Oh, I...\Father! response:	Sakiko, can't you erase that ghost somehow?!
context: I don't want to. I don't want to anymore.\Moon Tiara Action!\No way!\Sakiko! Wake up! Please!\Sakiko!\Oh, I...\Father!\Sakiko, can't you erase that ghost somehow?! response:	It should have disappeared once I woke up! Why is it still here?!
context: Moon Tiara Action!\No way!\Sakiko! Wake up! Please!\Sakiko!\Oh, I...\Father!\Sakiko, can't you erase that ghost somehow?!\It should have disappeared once I woke up! Why is it still here?! response:	I'm scared!
context: No way!\Sakiko! Wake up! Please!\Sakiko!\Oh, I...\Father!\Sakiko, can't you erase that ghost somehow?!\It should have disappeared once I woke up! Why is it still here?!\I'm scared! response:	Mercury! I'm scared!
context: Sakiko! Wake up! Please!\Sakiko!\Oh, I...\Father!\Sakiko, can't you erase that ghost somehow?!\It should have disappeared once I woke up! Why is it still here?!\I'm scared!\Mercury! I'm scared! response:	I'm scared!
context: Sakiko!\Oh, I...\Father!\Sakiko, can't you erase that ghost somehow?!\It should have disappeared once I woke up! Why is it still here?!\I'm scared!\Mercury! I'm scared!\I'm scared! response:	Father!
context: Oh, I...\Father!\Sakiko, can't you erase that ghost somehow?!\It should have disappeared once I woke up! Why is it still here?!\I'm scared!\Mercury! I'm scared!\I'm scared!\Father! response:	Sakiko, run! You cannot control that ghost anymore!
context: Father!\Sakiko, can't you erase that ghost somehow?!\It should have disappeared once I woke up! Why is it still here?!\I'm scared!\Mercury! I'm scared!\I'm scared!\Father!\Sakiko, run! You cannot control that ghost anymore! response:	What is going on?!
context: Sakiko, can't you erase that ghost somehow?!\It should have disappeared once I woke up! Why is it still here?!\I'm scared!\Mercury! I'm scared!\I'm scared!\Father!\Sakiko, run! You cannot control that ghost anymore!\What is going on?! response:	Sakiko didn't want to listen to her father anymore,
context: It should have disappeared once I woke up! Why is it still here?!\I'm scared!\Mercury! I'm scared!\I'm scared!\Father!\Sakiko, run! You cannot control that ghost anymore!\What is going on?!\Sakiko didn't want to listen to her father anymore, response:	and that feeling was magnified, making it uncontrollable!
context: I'm scared!\Mercury! I'm scared!\I'm scared!\Father!\Sakiko, run! You cannot control that ghost anymore!\What is going on?!\Sakiko didn't want to listen to her father anymore,\and that feeling was magnified, making it uncontrollable! response:	Are you all right?
context: Mercury! I'm scared!\I'm scared!\Father!\Sakiko, run! You cannot control that ghost anymore!\What is going on?!\Sakiko didn't want to listen to her father anymore,\and that feeling was magnified, making it uncontrollable!\Are you all right? response:	Run, Sakiko!
context: I'm scared!\Father!\Sakiko, run! You cannot control that ghost anymore!\What is going on?!\Sakiko didn't want to listen to her father anymore,\and that feeling was magnified, making it uncontrollable!\Are you all right?\Run, Sakiko! response:	Father!
context: Father!\Sakiko, run! You cannot control that ghost anymore!\What is going on?!\Sakiko didn't want to listen to her father anymore,\and that feeling was magnified, making it uncontrollable!\Are you all right?\Run, Sakiko!\Father! response:	I am sorry. I knew you just wanted to live like a normal girl, but I...
context: Sakiko, run! You cannot control that ghost anymore!\What is going on?!\Sakiko didn't want to listen to her father anymore,\and that feeling was magnified, making it uncontrollable!\Are you all right?\Run, Sakiko!\Father!\I am sorry. I knew you just wanted to live like a normal girl, but I... response:	Father!
context: What is going on?!\Sakiko didn't want to listen to her father anymore,\and that feeling was magnified, making it uncontrollable!\Are you all right?\Run, Sakiko!\Father!\I am sorry. I knew you just wanted to live like a normal girl, but I...\Father! response:	Sakiko!
context: Sakiko didn't want to listen to her father anymore,\and that feeling was magnified, making it uncontrollable!\Are you all right?\Run, Sakiko!\Father!\I am sorry. I knew you just wanted to live like a normal girl, but I...\Father!\Sakiko! response:	Stop it!
context: and that feeling was magnified, making it uncontrollable!\Are you all right?\Run, Sakiko!\Father!\I am sorry. I knew you just wanted to live like a normal girl, but I...\Father!\Sakiko!\Stop it! response:	Sakiko!
context: Are you all right?\Run, Sakiko!\Father!\I am sorry. I knew you just wanted to live like a normal girl, but I...\Father!\Sakiko!\Stop it!\Sakiko! response:	Sakiko!
context: Run, Sakiko!\Father!\I am sorry. I knew you just wanted to live like a normal girl, but I...\Father!\Sakiko!\Stop it!\Sakiko!\Sakiko! response:	Father!
context: Father!\I am sorry. I knew you just wanted to live like a normal girl, but I...\Father!\Sakiko!\Stop it!\Sakiko!\Sakiko!\Father! response:	Sakiko!
context: I am sorry. I knew you just wanted to live like a normal girl, but I...\Father!\Sakiko!\Stop it!\Sakiko!\Sakiko!\Father!\Sakiko! response:	Everyone, I just wanted everyone to acknowledge
context: Father!\Sakiko!\Stop it!\Sakiko!\Sakiko!\Father!\Sakiko!\Everyone, I just wanted everyone to acknowledge response:	that Sakiko possessed truly strong powers,
context: Sakiko!\Stop it!\Sakiko!\Sakiko!\Father!\Sakiko!\Everyone, I just wanted everyone to acknowledge\that Sakiko possessed truly strong powers, response:	and though I knew that she hated her powers, I continued training her.
context: Stop it!\Sakiko!\Sakiko!\Father!\Sakiko!\Everyone, I just wanted everyone to acknowledge\that Sakiko possessed truly strong powers,\and though I knew that she hated her powers, I continued training her. response:	And I used the guests who happened to come to this pension
context: Sakiko!\Sakiko!\Father!\Sakiko!\Everyone, I just wanted everyone to acknowledge\that Sakiko possessed truly strong powers,\and though I knew that she hated her powers, I continued training her.\And I used the guests who happened to come to this pension response:	to conduct experiments.
context: Sakiko!\Father!\Sakiko!\Everyone, I just wanted everyone to acknowledge\that Sakiko possessed truly strong powers,\and though I knew that she hated her powers, I continued training her.\And I used the guests who happened to come to this pension\to conduct experiments. response:	Then, what about those other people?
context: Father!\Sakiko!\Everyone, I just wanted everyone to acknowledge\that Sakiko possessed truly strong powers,\and though I knew that she hated her powers, I continued training her.\And I used the guests who happened to come to this pension\to conduct experiments.\Then, what about those other people? response:	They were probably just scared of the ghost
context: Sakiko!\Everyone, I just wanted everyone to acknowledge\that Sakiko possessed truly strong powers,\and though I knew that she hated her powers, I continued training her.\And I used the guests who happened to come to this pension\to conduct experiments.\Then, what about those other people?\They were probably just scared of the ghost response:	and tried to conduct an exorcism.
context: Everyone, I just wanted everyone to acknowledge\that Sakiko possessed truly strong powers,\and though I knew that she hated her powers, I continued training her.\And I used the guests who happened to come to this pension\to conduct experiments.\Then, what about those other people?\They were probably just scared of the ghost\and tried to conduct an exorcism. response:	Oh, okay.
context: that Sakiko possessed truly strong powers,\and though I knew that she hated her powers, I continued training her.\And I used the guests who happened to come to this pension\to conduct experiments.\Then, what about those other people?\They were probably just scared of the ghost\and tried to conduct an exorcism.\Oh, okay. response:	Here!
context: and though I knew that she hated her powers, I continued training her.\And I used the guests who happened to come to this pension\to conduct experiments.\Then, what about those other people?\They were probably just scared of the ghost\and tried to conduct an exorcism.\Oh, okay.\Here! response:	Here!
context: And I used the guests who happened to come to this pension\to conduct experiments.\Then, what about those other people?\They were probably just scared of the ghost\and tried to conduct an exorcism.\Oh, okay.\Here!\Here! response:	Ouch!
context: to conduct experiments.\Then, what about those other people?\They were probably just scared of the ghost\and tried to conduct an exorcism.\Oh, okay.\Here!\Here!\Ouch! response:	Here!
context: Then, what about those other people?\They were probably just scared of the ghost\and tried to conduct an exorcism.\Oh, okay.\Here!\Here!\Ouch!\Here! response:	Ouch! Why do you guys keep picking on me?!
context: They were probably just scared of the ghost\and tried to conduct an exorcism.\Oh, okay.\Here!\Here!\Ouch!\Here!\Ouch! Why do you guys keep picking on me?! response:	Hey, Sakiko, you laughed at me, didn't you?!
context: and tried to conduct an exorcism.\Oh, okay.\Here!\Here!\Ouch!\Here!\Ouch! Why do you guys keep picking on me?!\Hey, Sakiko, you laughed at me, didn't you?! response:	Wait!
context: Oh, okay.\Here!\Here!\Ouch!\Here!\Ouch! Why do you guys keep picking on me?!\Hey, Sakiko, you laughed at me, didn't you?!\Wait! response:	Will there really be no more ghosts?
context: Here!\Here!\Ouch!\Here!\Ouch! Why do you guys keep picking on me?!\Hey, Sakiko, you laughed at me, didn't you?!\Wait!\Will there really be no more ghosts? response:	We're such scaredycats,
context: Here!\Ouch!\Here!\Ouch! Why do you guys keep picking on me?!\Hey, Sakiko, you laughed at me, didn't you?!\Wait!\Will there really be no more ghosts?\We're such scaredycats, response:	we just can't deal with apparitions and ghosts!
context: Ouch!\Here!\Ouch! Why do you guys keep picking on me?!\Hey, Sakiko, you laughed at me, didn't you?!\Wait!\Will there really be no more ghosts?\We're such scaredycats,\we just can't deal with apparitions and ghosts! response:	Don't worry. It'll never show up again.
context: Here!\Ouch! Why do you guys keep picking on me?!\Hey, Sakiko, you laughed at me, didn't you?!\Wait!\Will there really be no more ghosts?\We're such scaredycats,\we just can't deal with apparitions and ghosts!\Don't worry. It'll never show up again. response:	Not ever.
context: Ouch! Why do you guys keep picking on me?!\Hey, Sakiko, you laughed at me, didn't you?!\Wait!\Will there really be no more ghosts?\We're such scaredycats,\we just can't deal with apparitions and ghosts!\Don't worry. It'll never show up again.\Not ever. response:	Yume no naka futari de ita yo ne
context: Hey, Sakiko, you laughed at me, didn't you?!\Wait!\Will there really be no more ghosts?\We're such scaredycats,\we just can't deal with apparitions and ghosts!\Don't worry. It'll never show up again.\Not ever.\Yume no naka futari de ita yo ne response:	Hoshi tachi ni mamorarete
context: Wait!\Will there really be no more ghosts?\We're such scaredycats,\we just can't deal with apparitions and ghosts!\Don't worry. It'll never show up again.\Not ever.\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete response:	Tomodachi no toki ni wa ki ni sezu
context: Will there really be no more ghosts?\We're such scaredycats,\we just can't deal with apparitions and ghosts!\Don't worry. It'll never show up again.\Not ever.\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu response:	Nanigenaku hanashite ita kedo
context: We're such scaredycats,\we just can't deal with apparitions and ghosts!\Don't worry. It'll never show up again.\Not ever.\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo response:	Anata dake ki ni naru shunkan ga atta no
context: we just can't deal with apparitions and ghosts!\Don't worry. It'll never show up again.\Not ever.\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no response:	Motto kirei ni ima sugu naritai
context: Don't worry. It'll never show up again.\Not ever.\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai response:	Koi suru to nanika ga kawaru ne
context: Not ever.\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai\Koi suru to nanika ga kawaru ne response:	Me o tojite tashikamete
context: Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai\Koi suru to nanika ga kawaru ne\Me o tojite tashikamete response:	Dakishimeta tokimeki sono mama kono omoi tsutaetai
